[00:00:06.092 --> 00:00:06.392]  He's here.
[03:17:07.941 --> 03:17:09.943]  I just have to stress to your listening audience,
[03:17:10.485 --> 03:17:20.390]  Everything that happens in government, everything that takes place in the financial world, what happens with crude oil, Saudi Arabia, all the Arabs, every bit of this is planned in advance.
[03:17:20.590 --> 03:17:28.414]  Everything that you say on your program, Alex, has been planned by somebody in the elite, behind closed doors.
[03:17:28.654 --> 03:17:35.398]  And folks, I've got to say, it's such a privilege to be on the Alex Jones Show, and to even be invited to be here.
[03:17:35.876 --> 03:17:42.497]  I consider it to be an honor, and I must say to you, please, do listen to Alex Jones every single day.
[03:17:42.858 --> 03:17:44.758]  Don't you miss one of his programs.
[03:17:45.158 --> 03:17:46.998]  You've got to hear what he's telling you.
[03:17:47.478 --> 03:17:54.360]  Sometimes, this day and time, things are happening so fast that unless you catch it in the past 24 hours time, you're in trouble.
[03:17:54.900 --> 03:18:03.662]  So, let me say again, what you hear me say, the predictions that I am making today did not come from Lindsey Williams, some dream.
[03:18:05.441 --> 03:18:08.382]  It's not sleeping good because I ate too many hamburgers before I went to bed.
[03:18:08.703 --> 03:18:17.145]  This came from the elite themselves who called me, threatened me, and said, Lindsey, this is what's going to happen out of politeness.
[03:18:17.165 --> 03:18:18.286]  We're telling you these things.
[03:18:19.266 --> 03:18:21.067]  $50 a barrel of crude oil.
[03:18:21.207 --> 03:18:24.568]  All right, I'm going to make the prediction now exactly as this man did.
[03:18:24.928 --> 03:18:27.029]  You write it down, take it to the bank.
[03:18:27.529 --> 03:18:31.811]  Can you imagine someone who got in on the futures market oil when it was $140 a barrel?
[03:18:33.351 --> 03:18:37.033]  And have been willing to take the word of the elite that called me on the phone.
[03:18:37.613 --> 03:18:38.054]  Can you imagine?
[03:18:38.094 --> 03:18:38.354]  No, no.
[03:18:38.394 --> 03:18:39.394]  People laughed at you.
[03:18:39.414 --> 03:18:40.895]  They didn't believe you.
[03:18:41.336 --> 03:18:42.496]  They didn't go cash in on it.
[03:18:42.516 --> 03:18:44.457]  They could have just made unbelievable fortunes.
[03:18:44.797 --> 03:18:52.722]  Now, we went to break, and you were going over the predictions, the things he told you were going to happen, and there was one point he was telling you, get out of the country.
[03:18:52.762 --> 03:18:53.442]  Finish up with that.
[03:18:54.283 --> 03:18:59.846]  Yeah, I happen to remember that after I was on your program last time, Alex, and you'd asked me all the things he had said.
[03:19:00.347 --> 03:19:13.651]  And of course, over about a 45-minute conversation with the gentleman, one thing I remembered when we came down to the end of the conversation and I said, now, my intentions really are, for myself, I've been a minister now for 50 years.
[03:19:14.171 --> 03:19:16.772]  Pastored a church for 12 years in Hollywood, Florida.
[03:19:16.892 --> 03:19:19.972]  I was a chaplain on the Trans-Alaska Oil Pipeline.
[03:19:19.992 --> 03:19:22.093]  And I said, you know, my heart is in the ministry.
[03:19:22.600 --> 03:19:29.165]  And I think my wife and I and family have been talking about going back into the ministry and going to the mission field.
[03:19:29.265 --> 03:19:33.468]  Well, usually that means a foreign mission field somewhere, and he asked me where, and I mentioned to him.
[03:19:33.988 --> 03:19:37.351]  And this I thought of after I was on your last program.
[03:19:37.391 --> 03:19:45.136]  He said, I would advise you to prepare, and he said, I think it would be a great idea to leave America and go to the mission field.
[03:19:45.216 --> 03:19:48.699]  And I remembered that after I was on your last program, Alex.
[03:19:49.119 --> 03:19:50.360]  He was advising me
[03:19:52.017 --> 03:20:08.465]  Now, to be clear, they are imploding the price of oil to bankrupt the Arabs and to bankrupt the whole world while the big central banks are energized with cash and liquidity.
[03:20:08.505 --> 03:20:09.406]  They're not in trouble.
[03:20:10.126 --> 03:20:19.771]  They can then go buy up the entire world economy when it collapses and build that new world order banking system and that trilateral world system they've now announced.
[03:20:20.578 --> 03:20:22.379]  That is exactly right.
[03:20:22.959 --> 03:20:25.680]  Alex, you could not have put it in any better words.
[03:20:26.280 --> 03:20:31.322]  Everything you just said is what I surmise from what this man told me.
[03:20:31.862 --> 03:20:34.883]  And looking over it, that's exactly what they intend to do.
[03:20:34.923 --> 03:20:36.384]  They'll own all the banks in America.
[03:20:36.404 --> 03:20:37.864]  They'll own all the airlines.
[03:20:39.625 --> 03:20:46.507]  They will own basically most of the houses in the United States of America because of collapse of the real estate market.
[03:20:46.747 --> 03:20:48.808]  And by the time they get through, the elite
[03:20:49.304 --> 03:20:50.825]  I'll basically go on everything.
[03:20:50.845 --> 03:20:53.586]  The person, the people will be slaves in their hands.
[03:20:53.967 --> 03:20:58.089]  You've said you aren't going to be and neither will I. But they'll try.
[03:20:58.109 --> 03:20:59.970]  This is exactly what their intention is.
[03:21:00.555 --> 03:21:01.135]  Unbelievable.
[03:21:01.175 --> 03:21:06.836]  Lindsey, let's come back and talk more about specifically what he said, because months ago you laid that out.
[03:21:07.237 --> 03:21:08.477]  What they're planning to set up.
[03:21:09.717 --> 03:21:11.237]  How they're planning to bankrupt the world.
[03:21:11.717 --> 03:21:12.218]  This is it.
[03:21:12.278 --> 03:21:13.538]  The birth of the New World Order.
[03:21:13.618 --> 03:21:15.138]  Lindsey William, Inside Info.
[03:21:15.158 --> 03:21:15.658]  Stay with us.
[03:21:16.158 --> 03:21:17.059]  We're on the march.
[03:21:17.559 --> 03:21:19.139]  The empire's on the run.
[03:21:20.079 --> 03:21:22.760]  Alex Jones and the GCN Radio Network.
[03:21:26.309 --> 03:21:30.052]  Drinking a chlorophyll-rich beverage has been found to benefit your entire body.
[03:21:30.273 --> 03:21:38.360]  AlkaVision GreenShield Green Drink is a specifically formulated nutritional supplement, which provides many nutritional elements that are missing from our modern diet.
[03:21:38.680 --> 03:21:42.704]  GreenShield helps neutralize acid in your body and maintains a healthy pH balance.
[03:21:42.924 --> 03:21:48.609]  And having the proper pH balance has been known to balance blood sugar levels, something we can all benefit from.
[03:21:48.929 --> 03:21:54.314]  GreenShield combines the perfect blend of powerful whole food vegetables, immune-boosting herbs and grasses.
[03:21:54.614 --> 03:22:00.038]  GreenShield does not contain algae, mushrooms or fungi, has no preservatives, artificial colors or flavors.
[03:22:00.359 --> 03:22:02.921]  The powder mixes easily with water and tastes great.
[03:22:03.221 --> 03:22:09.006]  Drinking GreenShield strengthens the immune system and boosts energy, relieves fatigue and stress without the use of stimulants.
[03:22:09.246 --> 03:22:13.550]  Order your AlkaVision GreenShield Green Drink now by going directly to AlkaVision.com.
[03:22:13.750 --> 03:22:17.693]  That's A-L-K-A-Vision dot com today or call
[03:22:26.175 --> 03:22:32.538]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[03:22:32.918 --> 03:22:34.879]  The enemy struck America on September 11th.
[03:22:35.559 --> 03:22:36.580]  But who is the enemy?
[03:22:37.100 --> 03:22:37.640]  Bin Laden.
[03:22:37.880 --> 03:22:38.921]  This is his ammo.
[03:22:38.941 --> 03:22:40.201]  We have to look to the Middle East.
[03:22:40.241 --> 03:22:41.902]  We have to look to Osama Bin Laden.
[03:22:42.262 --> 03:22:49.005]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[03:22:49.405 --> 03:22:49.845]  Some U.S.
[03:22:49.885 --> 03:22:55.568]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[03:22:56.228 --> 03:22:59.751]  I'm aware that some Israeli citizens have been detained.
[03:23:00.112 --> 03:23:09.980]  ...Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[03:23:10.221 --> 03:23:10.961]  Fabled enemies.
[03:23:11.442 --> 03:23:18.708]  Get the DVD at InfoWars.com, or see it in super high quality, along with hundreds of other titles at PrisonPlanet.tv.
[03:23:19.209 --> 03:23:22.552]  Either you are with us, or you are with the terrorists.
[03:23:25.905 --> 03:23:30.646]  Don't be a victim of sudden cardiac arrest due to inflammation of the arterial walls.
[03:23:31.006 --> 03:23:37.347]  Our hemp foods are anti-inflammatory and gluten-free, and can greatly benefit the health of the human body.
[03:23:38.087 --> 03:23:46.449]  By calling 908-691-2608 or visiting hempusa.org, you can benefit from this wonderful natural food source.
[03:23:47.089 --> 03:23:54.510]  Our customers are also purchasing this natural food for long-term storage, camping, survival and emergency food rations.
[03:23:55.031 --> 03:24:00.552]  Call 908-691-2608 or visit hempusa.org today.
[03:24:00.572 --> 03:24:08.514]  Hempusa.org believes that now is the time to plan for the future and food will be your greatest asset.
[03:24:09.134 --> 03:24:15.935]  People spend money on all kinds of things, but our warning is prepare now for food shortages in the future.
[03:24:16.756 --> 03:24:18.716]  So don't delay, call today!
[03:24:20.667 --> 03:24:25.378]  908-691-2608 and see what our powder seeds and oil can do for you!
[03:24:37.182 --> 03:24:40.286]  You can run on for a long time.
[03:24:40.846 --> 03:24:43.149]  Run on for a long time.
[03:24:43.789 --> 03:24:45.932]  Run on for a long time.
[03:24:46.632 --> 03:24:49.115]  Sooner or later gonna cut you down.
[03:24:49.616 --> 03:24:52.058]  Sooner or later gonna cut you down.
[03:24:53.180 --> 03:25:01.226]  I cannot stress enough how important it is to get original on-the-scene intelligence.
[03:25:02.727 --> 03:25:05.629]  Just in June of this year, I was 30-40 yards at the Chantilly
[03:25:11.727 --> 03:25:26.995]  Marriott, five-star hotel in Virginia with Rothschilds, Rockefellers, Secretary of Defense, Secretary of State, world leaders, Federal Reserve Chairman, all of them in there.
[03:25:27.795 --> 03:25:33.498]  And I was bullhorning and Richard N. Haas, head of the CFR, came out and looks could kill, I'd have been lying on the floor.
[03:25:36.673 --> 03:25:47.917]  And we shut him down, and Jim Tucker, who's learned how to go check in a few days before, talk to the bar, talk to the staff, and say, you're going to hear a lot of evil discussed, and I'll even threaten with your job if you speak, or give me any paperwork or documentation.
[03:25:50.117 --> 03:25:55.019]  But, you're going to hear this evil, I know you're going to refuse now, but you're going to hear this evil, and you're going to want to give me information.
[03:25:56.570 --> 03:26:03.357]  And they always say, no way, and then they hear, world government, enslave the public, bankrupt everyone, and they always give us the documents.
[03:26:03.397 --> 03:26:17.610]  Well, what came out from his sources and Estalon's sources in 2006, two and a half years ago, that they were going to implode the world market starting with a subprime, create a worldwide depression, and then inflate the currency, so you'd have hyper
[03:26:18.703 --> 03:26:19.404]  Stagflation.
[03:26:19.484 --> 03:26:22.750]  Both depression and devaluation of the currency together.
[03:26:22.770 --> 03:26:24.893]  The worst economic depression you can have.
[03:26:24.913 --> 03:26:25.554]  The worst.
[03:26:25.855 --> 03:26:26.916]  It's like a royal flush.
[03:26:26.977 --> 03:26:28.199]  It's very rare.
[03:26:28.219 --> 03:26:30.082]  I mean, it's orchestrated.
[03:26:30.102 --> 03:26:31.284]  It's the worst thing you can have.
[03:26:32.665 --> 03:26:33.666]  The best for the elites.
[03:26:34.666 --> 03:26:35.627]  And see, I made a film.
[03:26:35.707 --> 03:26:36.448]  We wrote articles.
[03:26:36.568 --> 03:26:37.288]  It all happened.
[03:26:37.609 --> 03:26:38.909]  Because they really run things.
[03:26:39.090 --> 03:26:48.896]  And if you can have the nerve to go face their black ops, go face their people, face the death threats, face people calling my wife up and saying, Hi, is Alex there?
[03:26:49.437 --> 03:26:50.057]  No, he's not.
[03:26:50.277 --> 03:26:51.438]  Can I leave a number?
[03:26:51.458 --> 03:26:53.240]  Well, yes, this is his girlfriend.
[03:26:53.680 --> 03:26:55.221]  Well, that's impossible.
[03:26:55.241 --> 03:26:55.881]  This is his wife.
[03:26:56.202 --> 03:26:57.523]  Oh my God, I've got his baby.
[03:26:57.883 --> 03:26:58.383]  Oh my God.
[03:26:58.483 --> 03:26:58.843]  Click.
[03:26:59.784 --> 03:27:01.545]  You know, the next call, we're going to get your kids.
[03:27:01.605 --> 03:27:02.086]  Stuff like that.
[03:27:03.379 --> 03:27:06.641]  I mean, I'm not tootin' my horn, but we need your prayers and support.
[03:27:06.681 --> 03:27:07.221]  So does Lindsey.
[03:27:07.261 --> 03:27:08.982]  I mean, he gets death-threatened, I get death-threatened.
[03:27:09.562 --> 03:27:11.423]  We go bullhorn the world leaders!
[03:27:11.483 --> 03:27:13.624]  I mean, we're there fighting them for you!
[03:27:14.324 --> 03:27:16.285]  All we ask is for you to wake up and stand up.
[03:27:16.945 --> 03:27:18.106]  We should all pray for Lindsey.
[03:27:18.946 --> 03:27:20.487]  And I tell you, I'm greedy for him.
[03:27:21.167 --> 03:27:21.888]  I mean, I covet them.
[03:27:21.968 --> 03:27:22.668]  I need your prayers.
[03:27:22.748 --> 03:27:23.368]  I know it's real.
[03:27:23.949 --> 03:27:25.149]  I know God and the devil are real.
[03:27:26.010 --> 03:27:27.310]  And I know this stuff's happening.
[03:27:29.349 --> 03:27:33.290]  You know, we're into something big and deep, and whether you like it or not, you're all part of it, whether you live in the Nile.
[03:27:33.630 --> 03:27:39.092]  Pastor Williams, continue with the basic breakdown of what we're facing.
[03:27:40.212 --> 03:27:52.195]  Alex, there positively is, and I must stress this to your audience, because you have such a knowledgeable audience, they listen to you every day, they know the issues, and if you don't listen to Alex every day, you better get on to listening to him every day.
[03:27:52.717 --> 03:27:57.879]  There positively is a group of people on the face of the earth who control the world.
[03:27:57.959 --> 03:28:03.782]  Folks, I wish I could come right into your living room and sit down with you and prove it to you.
[03:28:03.802 --> 03:28:09.384]  35 years of living this story since I was shocked into reality when I lived with these people for three years.
[03:28:09.944 --> 03:28:11.525]  Alex, everything you're saying is right.
[03:28:11.685 --> 03:28:16.327]  There is a group of people on the face of the earth who control the world, folks.
[03:28:16.447 --> 03:28:17.028]  Believe it.
[03:28:17.108 --> 03:28:17.788]  Take it to heart.
[03:28:18.502 --> 03:28:22.064]  I'm going to give you a few of the statements that this man made to me on that phone that day.
[03:28:22.104 --> 03:28:25.006]  He knows everything that goes on behind closed doors.
[03:28:25.626 --> 03:28:27.007]  Please, take it to heart.
[03:28:27.147 --> 03:28:31.610]  Number one, America will see a financial collapse.
[03:28:31.910 --> 03:28:34.812]  And I said to him, are you talking about a depression?
[03:28:34.932 --> 03:28:36.733]  He would not let me use that word.
[03:28:37.273 --> 03:28:39.735]  He said it is going to be a financial collapse.
[03:28:40.055 --> 03:28:43.377]  Have you noticed that they're still not admitting that we're in a recession?
[03:28:43.737 --> 03:28:44.758]  What a joke!
[03:28:45.410 --> 03:28:47.531]  So this man basically did the same thing.
[03:28:47.571 --> 03:28:53.154]  He said a financial collapse, he wouldn't use the word, but he said it is going to take years to come out of it.
[03:28:53.214 --> 03:28:57.516]  His second statement, America will be kept dependent on foreign oil.
[03:28:57.776 --> 03:29:03.279]  I don't care which president gets, who gets in as president, you will not see the oil field in Alaska opened up.
[03:29:03.339 --> 03:29:07.181]  You're not going to see that big oil field in Montana and North Dakota opened.
[03:29:07.601 --> 03:29:10.082]  We are going to be kept dependent on foreign oil.
[03:29:10.643 --> 03:29:17.526]  And our money going out of this country, the next statement, the standard currency of the world is crude oil, not the American dollar.
[03:29:17.546 --> 03:29:19.907]  They could care less about the American dollar anymore.
[03:29:20.307 --> 03:29:22.788]  And notice that the euro is giving problem.
[03:29:22.808 --> 03:29:26.009]  And just the other day, Iceland declared bankruptcy.
[03:29:26.069 --> 03:29:29.311]  And now, as of two days ago, Switzerland is in trouble.
[03:29:29.351 --> 03:29:30.171]  Would you believe this?
[03:29:30.491 --> 03:29:32.452]  I just heard it for the first time yesterday.
[03:29:32.852 --> 03:29:34.453]  It has actually come out that the
[03:29:35.151 --> 03:29:39.192]  The one country in the world that is known as a banking haven for everybody.
[03:29:39.532 --> 03:29:44.974]  Switzerland now could possibly be the next country in the world to declare bankruptcy.
[03:29:45.314 --> 03:29:47.375]  Take these statements to heart.
[03:29:47.615 --> 03:29:49.595]  It is not a conspiracy.
[03:29:50.055 --> 03:29:53.336]  It is an agenda on a group of elite people.
[03:29:53.656 --> 03:29:55.497]  They know exactly what they're doing.
[03:29:55.917 --> 03:30:02.459]  And just because of this man calling me out of respect, well, it was not out of respect that he called me out of respect.
[03:30:03.215 --> 03:30:04.035]  Out of threat.
[03:30:04.455 --> 03:30:10.797]  But then, finally, out of respect of what happened on the Trans-Alaska Oil Pipeline, you see, Chaplain, I'll be glad to tell you these things.
[03:30:10.877 --> 03:30:11.397]  And he did.
[03:30:11.797 --> 03:30:14.457]  And, Alex, everything you've been predicting is coming to pass.
[03:30:14.477 --> 03:30:24.160]  But who, back on July the 28th, would have ever, ever, in the foggiest imagination, would have guessed that crude oil would be $50 a barrel?
[03:30:24.680 --> 03:30:25.260]  And here we are.
[03:30:25.600 --> 03:30:26.240]  We're right at it.
[03:30:26.940 --> 03:30:28.841]  And what's going to happen to the economy?
[03:30:29.221 --> 03:30:30.941]  All of these things are taking place, Alex.
[03:30:33.325 --> 03:30:44.590]  Now, Lindsey, that's why I was saying, think back to that 45-minute conversation, and then later you did think back to getting out of the country.
[03:30:44.990 --> 03:30:47.551]  Did you ask why get out of the country, or did he say anything else?
[03:30:47.971 --> 03:30:48.812]  Every word is key.
[03:30:50.673 --> 03:30:57.155]  Well, the reason he suggested that I do this is merely because he'd like me out of his way.
[03:30:57.756 --> 03:31:02.858]  And it would be so much better if I didn't appear on the Alex Jones Show anymore, and Dr. Stan Monteith and some of the others.
[03:31:03.530 --> 03:31:14.240]  And I'm just about through with doing all of this also, but he said, uh, yeah, he said, I think it'd be a very good idea, both for you and for us, uh, for us not to have to have conflict in the future.
[03:31:14.641 --> 03:31:18.584]  So he said, yeah, it'd be a great idea for you to leave the country and go to the mission field.
[03:31:18.965 --> 03:31:25.691]  I think he had more to that and the more I thought it through and more I'm seeing what I'm seeing today of what's taking place financially.
[03:31:26.312 --> 03:31:39.804]  And what you said, I mean, when you began the program today about what the military and the police are preparing for, I think it would be great for people to make preparation, get out of the city, do something about protecting yourself.
[03:31:40.204 --> 03:31:51.614]  Because that statement that he made to me about, yeah, I think it'd be a great idea for you, Chaplain, to go to the mission field, to basically get out of America, get out of our hair.
[03:31:51.974 --> 03:31:53.756]  And I think he really thought, hey,
[03:31:54.318 --> 03:31:56.360]  This would be a pretty good idea to protect you by.
[03:31:58.421 --> 03:31:59.202]  What a nice guy.
[03:31:59.262 --> 03:32:05.007]  He's threatening to go after you, kill you if you don't, but then allowing you to still go out and give this message.
[03:32:05.527 --> 03:32:09.570]  Specifically... Well, understand the mindset of these people.
[03:32:09.951 --> 03:32:12.633]  And of course, the only way I ever knew it is because I lived with them.
[03:32:13.133 --> 03:32:17.617]  These people have a mindset that is quite different than what the average American has figured out to be.
[03:32:18.658 --> 03:32:23.782]  These people tell you everything they're going to do in advance if you know how to listen to the buzzwords and know what they're saying.
[03:32:24.792 --> 03:32:28.153]  Secondly, these people have a code of ethics.
[03:32:28.633 --> 03:32:32.315]  Now, I know that sounds strange to say this, but they do.
[03:32:33.215 --> 03:32:37.156]  They must tell certain things according to the God that they serve.
[03:32:37.536 --> 03:32:40.917]  Now, understand that that's quite a different God than what you and I know, Alex.
[03:32:40.957 --> 03:32:46.599]  We know the true and living God who created all of heaven and earth and is honest and decent.
[03:32:46.899 --> 03:32:47.879]  They have a God, too.
[03:32:47.939 --> 03:32:49.440]  Their God is the God of this world.
[03:32:49.460 --> 03:32:52.761]  The Bible calls Him the Prince of Power of this air, but He is a God.
[03:32:53.303 --> 03:33:04.666]  And when that Prince of the Power of the Air offered Christ all of the kingdoms of the world that day, Christ didn't turn around and say, hey, they already belong to me, you can't give them to me.
[03:33:04.766 --> 03:33:05.367]  No, he didn't.
[03:33:05.407 --> 03:33:06.187]  He didn't say that.
[03:33:06.747 --> 03:33:09.888]  He said, no, you can't tempt me this way.
[03:33:10.348 --> 03:33:11.908]  And he used the word of God against him.
[03:33:12.169 --> 03:33:20.491]  You see, that Prince of the Power of the Air, the God of these people, the God of this world, has a moral code, their own code of ethics,
[03:33:21.301 --> 03:33:26.005]  And therefore, Christ would not accept the kingdom of the world.
[03:33:26.045 --> 03:33:27.866]  He knew someday he was going to get them anyway.
[03:33:28.207 --> 03:33:32.930]  So understand the mindset of these people, and that's the reason I've written some of the books I've written.
[03:33:32.950 --> 03:33:34.712]  My latest book, To Seduce a Nation.
[03:33:35.152 --> 03:33:36.613]  Oh, you've got to know it.
[03:33:36.893 --> 03:33:40.336]  Let me read you just one right here out of To Seduce a Nation.
[03:33:40.416 --> 03:33:43.979]  It was by Thomas Jefferson, one of the signers of the Constitution.
[03:33:44.019 --> 03:33:50.204]  He said, if the American people ever allow the banks to control the issuance of that currency, first by
[03:33:51.011 --> 03:33:51.431]  I think so.
[03:34:10.518 --> 03:34:14.581]  And Alex, today we are living in a time that I never thought I'd see in my life.
[03:34:14.601 --> 03:34:19.684]  Now, Lindsey, I want to plug the new video and the materials you have before you.
[03:34:19.945 --> 03:34:20.825]  They're not even available.
[03:34:20.845 --> 03:34:21.826]  I know soon they won't be.
[03:34:22.206 --> 03:34:25.629]  So people can call and get those or go online and get those materials.
[03:34:26.189 --> 03:34:27.630]  But I also want to take some phone calls.
[03:34:27.650 --> 03:34:29.331]  It'll be all over the map, but it'll be important.
[03:34:29.351 --> 03:34:30.232]  You can comment on it all.
[03:34:30.612 --> 03:34:32.033]  Very knowledgeable here in just a moment.
[03:34:32.053 --> 03:34:38.818]  But bottom line, go back to what he said, the reason they were going to implode oil prices and why they were doing this.
[03:34:40.154 --> 03:34:42.576]  Okay, the reason for this is to break the Arab world.
[03:34:42.676 --> 03:34:44.457]  Oh, and I'm sorry, I got interrupted again.
[03:34:44.497 --> 03:34:45.218]  I got interrupted again.
[03:34:45.258 --> 03:34:51.322]  You also brought up they were going to start some type of war or an escalation of conflict with Russia.
[03:34:51.623 --> 03:34:53.404]  And that sounded crazy three months ago.
[03:34:53.444 --> 03:35:01.350]  You told Monty four months ago, and you'd already been doing interviews for a month before I got you on, so what, it's been about four and a half, what, four months since you went public?
[03:35:03.286 --> 03:35:08.368]  Yes, the first part of July.
[03:35:08.548 --> 03:35:18.891]  He said that there was going to be a major oil field that they would announce the discovery of north of Russia.
[03:35:19.091 --> 03:35:21.352]  That meant that Russia was going to be a great power.
[03:35:21.412 --> 03:35:23.913]  We'll have another Cold War out there.
[03:35:24.643 --> 03:35:32.245]  And he went on to indicate, or implement, that there will be a conflict again with Russia.
[03:35:32.285 --> 03:35:34.926]  We're beginning to see it already, exactly like he said it.
[03:35:35.706 --> 03:35:45.309]  It's so amazing, Alex, these people do plan every bit of this in advance, and it's so amazing when you hear one of them talk, and then turn around and actually watch it.
[03:35:45.349 --> 03:35:45.889]  You sit here,
[03:35:46.477 --> 03:35:50.718]  Literally stunned by watching these people do exactly what they said they were going to do.
[03:35:51.058 --> 03:35:56.480]  They have the power to control Washington, the President, the Congress, the currency.
[03:35:56.800 --> 03:36:00.541]  They have the power to control crude oil prices, and everybody but us.
[03:36:00.601 --> 03:36:03.221]  And the only thing on the face of this earth they're scared to death of.
[03:36:03.441 --> 03:36:04.602]  Okay, let me get back into the Arabs.
[03:36:04.662 --> 03:36:06.122]  I interrupted with the Russian part.
[03:36:06.562 --> 03:36:07.422]  It's just so accurate.
[03:36:07.462 --> 03:36:07.762]  Go ahead.
[03:36:09.683 --> 03:36:10.243]  Say again, Alex?
[03:36:11.832 --> 03:36:16.375]  I was just throwing in the Russian part because you also said he told you that and that came true out of the blue sky.
[03:36:16.435 --> 03:36:20.997]  So this is really credible in my analysis.
[03:36:21.117 --> 03:36:25.399]  The Russian part, the Dubai part... Yeah, about bringing down the Arabs.
[03:36:25.520 --> 03:36:26.160]  Finish up with that.
[03:36:26.960 --> 03:36:35.945]  Yeah, and the Arabs are having their summit conference weeks in advance this week because they say that they cannot stand the price of oil going down from $140 a barrel to
[03:36:37.796 --> 03:36:38.617]  Where it is right now, 67.
[03:36:38.757 --> 03:36:40.258]  It's going to 50.
[03:36:40.418 --> 03:36:43.181]  If they think it's bad now, they haven't seen anything yet.
[03:36:43.501 --> 03:36:45.262]  It is going to bankrupt the Arab world.
[03:36:45.342 --> 03:36:46.083]  He said this.
[03:36:46.343 --> 03:36:49.706]  He said, Iran is just worrying us something terrible.
[03:36:49.986 --> 03:36:51.788]  He said, we have to do something about Iran.
[03:36:51.808 --> 03:36:52.629]  I said, what are you going to do?
[03:36:53.029 --> 03:36:53.790]  War or what else?
[03:36:54.150 --> 03:36:55.651]  He indicated they didn't want war.
[03:36:55.851 --> 03:37:00.315]  He said, what we want is to bankrupt them and take it to $50 a barrel.
[03:37:00.335 --> 03:37:01.296]  They basically do that.
[03:37:04.119 --> 03:37:04.539]  Amazing.
[03:37:04.579 --> 03:37:05.799]  Let's take some phone calls.
[03:37:06.280 --> 03:37:08.400]  Summer in Indiana, thanks for holding.
[03:37:08.440 --> 03:37:09.140]  You're on the air.
[03:37:11.421 --> 03:37:11.821]  Hello?
[03:37:12.041 --> 03:37:12.301]  Hi.
[03:37:12.721 --> 03:37:13.781]  Hi Alex.
[03:37:14.522 --> 03:37:16.622]  I just want to say thank you for waking me up.
[03:37:16.662 --> 03:37:19.203]  It's been about two months that I've been listening to you.
[03:37:19.223 --> 03:37:24.024]  I've been able to get some gold and silver and stock up food and weapons.
[03:37:26.325 --> 03:37:30.946]  My question is, I'm trying to convince my father.
[03:37:32.188 --> 03:37:37.512]  That this is really happening, and as severe as, you know, we say it is, he doesn't believe.
[03:37:38.173 --> 03:37:50.042]  So I convinced him to actually listen to your show today, so he may be listening to us right now, and if you could just touch on why Obama is not going to save us.
[03:37:50.462 --> 03:37:59.970]  Because he thinks, you know, yes, there is corruption, yes, you know, the elites are bad, and the oil companies are bad, but he thinks Obama is going to save us.
[03:38:00.433 --> 03:38:03.856]  Okay, I'm going to let you go so we can answer that question and get Lindsey to answer it and take more calls.
[03:38:03.916 --> 03:38:04.556]  Great question.
[03:38:05.557 --> 03:38:08.299]  Because Barack Obama and John McCain are puppets.
[03:38:08.379 --> 03:38:11.501]  They're real leaders at the oil company's international bank level.
[03:38:11.621 --> 03:38:14.904]  They make all the decisions in the western world and increasingly worldwide.
[03:38:15.364 --> 03:38:21.209]  And we know their agenda from their own documents, our moles, our witnesses like Lindsey Williams and others.
[03:38:22.302 --> 03:38:31.649]  And we know their programs, so we know regardless of who gets into office, this program continues, and presidents are only cut out window dressing to divert the public.
[03:38:31.709 --> 03:38:32.530]  Lindsey Williams.
[03:38:34.091 --> 03:38:36.873]  Yes, you're exactly right, and it matters not which one gets in.
[03:38:36.933 --> 03:38:38.274]  They won't, John McCain.
[03:38:38.875 --> 03:38:40.476]  Now, they're not God.
[03:38:40.836 --> 03:38:42.037]  Let me say that up front.
[03:38:42.117 --> 03:38:45.059]  They are not God, and therefore they can't always get what they want.
[03:38:45.580 --> 03:38:48.022]  And it looks as though McCain is a back-runner right now.
[03:38:49.359 --> 03:38:55.143]  Either one of them gets in, they're going to do exactly what they want, and especially, of course, they won't open up the North Pole oil field.
[03:38:55.163 --> 03:38:58.024]  That's been made known by both Obama and McCain.
[03:38:59.265 --> 03:39:00.526]  Alright, let's take another call.
[03:39:00.586 --> 03:39:01.566]  Chris in Florida.
[03:39:01.927 --> 03:39:03.107]  You're on the air worldwide.
[03:39:05.289 --> 03:39:07.210]  Yes, so many things to cover.
[03:39:07.330 --> 03:39:09.951]  I'd like to point out one course of action that's worked for me.
[03:39:10.552 --> 03:39:13.954]  A success story that was not risky to go into court.
[03:39:14.554 --> 03:39:17.596]  I had agreed or plea bargained to pay traffic tickets.
[03:39:18.667 --> 03:39:22.629]  And I use only two laws to not pay them.
[03:39:23.049 --> 03:39:30.152]  They discharge my obligations when I went to pay with lawful money, which is defined under Title 12 of U.S.
[03:39:30.232 --> 03:39:31.612]  Code Section 152.
[03:39:32.333 --> 03:39:35.614]  Lawful money shall be construed to mean gold and silver coin of the United States.
[03:39:35.654 --> 03:39:42.117]  Yeah, that actually worked in an IRS case and got 12 people off big indictments, what, a year ago in Las Vegas.
