[00:00:01.291 --> 00:00:02.873]  You want answers?
[03:22:15.845 --> 03:22:20.168]  You cannot afford to not be protected with Spray Your Plate Photoblocker.
[03:22:20.168 --> 03:22:25.131]  Call 1-800-276-9601 or go to SprayYourPlate.com.
[03:22:25.131 --> 03:22:27.172]  That's SprayYourPlate.com.
[03:22:27.172 --> 03:22:29.274]  All orders are kept strictly confidential.
[03:22:29.274 --> 03:22:32.896]  You are no longer defenseless against Big Brother, who is watching us all.
[03:22:32.896 --> 03:22:34.717]  Go to SprayYourPlate.com or call 800-276-9601.
[03:22:34.717 --> 03:22:35.198]  That's 800-276-9601 today.
[03:22:35.198 --> 03:22:36.599]  Don't give your money to the state.
[03:22:36.599 --> 03:22:37.439]  Spray Your Plate!
[03:22:44.984 --> 03:22:51.150]  High fuel prices for gasoline and diesel are taking a huge bite out of budgets for individuals and businesses.
[03:22:51.150 --> 03:22:53.072]  But there is something you can do.
[03:22:53.072 --> 03:23:02.942]  Fuel Saver Incorporated's fuel enhancer formula will not only stretch each gallon of fuel further for mere pennies per treated gallon, but also cleans fuel injectors, pumps, and reduces emissions.
[03:23:03.502 --> 03:23:12.068]  Average improvement in fuel economy typically ranges from 8 to 20 percent or more, saving you 30 to 80 cents on each gallon of fuel at the pump.
[03:23:12.068 --> 03:23:13.709]  Now there's a boost for your budget.
[03:23:13.709 --> 03:23:18.392]  Fuel Saver Incorporated's product is completely safe for your vehicle, gas or diesel.
[03:23:18.392 --> 03:23:25.937]  In fact, the product is currently in use in motorcycles, cars, trucks, buses, RVs, boats, ships and locomotives.
[03:23:25.937 --> 03:23:27.738]  Go to FuelSaverInc.com today.
[03:23:28.098 --> 03:23:34.422]  That's Fuelsaverinc.com or call toll-free 866-768-7811.
[03:23:34.422 --> 03:23:40.606]  Call now 866-768-7811 or go to Fuelsaverinc.com.
[03:23:40.606 --> 03:23:42.287]  Fuelsaver Fuel Enhancer.
[03:23:42.287 --> 03:23:51.993]  Start saving on fuel today!
[03:23:51.993 --> 03:23:55.916]  Famed prosecutor of the Manson family and many other famous cases, best-selling author,
[03:23:57.438 --> 03:23:59.940]  Vincent Bugliosi is our guest for the rest of the hour.
[03:23:59.940 --> 03:24:07.166]  We're going to open the phones up about the impeachment hearings last week, about where all this is going.
[03:24:07.166 --> 03:24:12.190]  I also want to ask him later, is he fearing for his safety going up against this mafia?
[03:24:12.190 --> 03:24:14.552]  Has he got any threats?
[03:24:14.552 --> 03:24:25.041]  But continuing with the absolute evidence that, I mean, you use the number of 100,000 dead in Iraq, but most of the big, the lands at study and
[03:24:26.124 --> 03:24:31.748]  You know, other international respected groups who are non-partisan have said that it's closer to a million now.
[03:24:31.748 --> 03:24:35.350]  I mean, two and a half years ago it was six hundred plus thousand dead.
[03:24:35.350 --> 03:24:40.954]  But being conservative, a hundred thousand dead in Iraq, I mean, this is murder.
[03:24:40.954 --> 03:24:42.215]  This is premeditated.
[03:24:42.215 --> 03:24:42.715]  Please continue.
[03:24:43.115 --> 03:24:51.341]  Of course, but by the way, Alex, in my endnotes, a lot of times people don't read endnotes, but my endnotes are a little different than a lot of people.
[03:24:51.341 --> 03:24:55.064]  Some of my endnotes go on for 20, 30 pages in my book on the Kennedy Fascination.
[03:24:55.064 --> 03:24:59.047]  I have an endnote that goes on for 60 pages, I think, with about 30 footnotes.
[03:24:59.047 --> 03:25:10.556]  I'm not dropping names here, but Johnny Carson said, Vince, I read all your endnotes, but the only reason I mention that now is I do mention what you say about the estimates being as high as one million, and that was about a year ago.
[03:25:11.156 --> 03:25:17.898]  So I'm using a very conservative number in the main text of a 100,000.
[03:25:17.898 --> 03:25:35.443]  Summarizing what I'm saying up to where we left off, we have Bush then telling the nation on October the 7th that Hussein was an imminent threat to the security of this country, and he was telling millions of unsuspecting Americans the exact opposite of what his own CIA had told him just six days earlier.
[03:25:36.338 --> 03:25:38.299]  Uh, that Hussein was not an imminent threat.
[03:25:38.299 --> 03:25:48.905]  And then I was pointing out to you that on October the 4th, the Bush administration put out an unclassified summary version of this classified report so they could give it to Congress and the American people.
[03:25:48.905 --> 03:26:00.692]  And this report was called the White Paper, and in that White Paper, uh, the main conclusion of the October 1st classified report that Hussein was not an imminent threat was completely deleted.
[03:26:00.692 --> 03:26:03.233]  So, Congress and the American people did not see that.
[03:26:03.233 --> 03:26:04.154]  There were two other things
[03:26:05.043 --> 03:26:25.059]  In that classified report that Congress and the American people never saw, and the Republican Congressmen saw it for the first time in the book, one, the conclusion, it was an erroneous conclusion, that Hussein and weapons of mass destruction, we subsequently learned that they were all destroyed in 1991 at the end of the Persian Gulf War,
[03:26:25.976 --> 03:26:36.363]  That conclusion was stated in the Classified Report as an opinion, with the words, we assess that, or we judge that, Hussein has weapons of mass destruction.
[03:26:36.363 --> 03:26:44.649]  The white report, uh, the white paper, the words, we judge that, we assess that, were deleted, and that opinion was stated as a fact.
[03:26:44.649 --> 03:26:48.071]  The words were, Hussein has weapons of mass destruction.
[03:26:48.071 --> 03:26:55.576]  Also, there were several very important dissents in the area of nuclear weapons in the Classified Report.
[03:26:56.249 --> 03:27:00.150]  All of those dissents were deleted from the white paper.
[03:27:00.150 --> 03:27:07.973]  This is extremely powerful evidence that Bush took this nation to war knowingly and deliberately on a lie, under false pretenses.
[03:27:07.973 --> 03:27:16.255]  And therefore, under the law, under the law, he's guilty of murder for the death of over 4,000 young American soldiers who have died so far fighting his war.
[03:27:16.255 --> 03:27:19.416]  Not your war, Alex, or my war, or America's war, but his war.
[03:27:20.228 --> 03:27:33.471]  One of the key issues that I knew would come up, if there's going to be a prosecution, and there very well could be after he leaves office, right now he has temporary immunity, is whether there's jurisdiction to prosecute George Bush.
[03:27:33.471 --> 03:27:35.191]  And I spent a great number of hours at the L.A.
[03:27:35.191 --> 03:27:38.772]  County Law Library, the 9th Circuit Library, trying to establish jurisdiction.
[03:27:38.772 --> 03:27:46.253]  I was unable to establish jurisdiction for the well over 100,000 innocent Iraqi men, women, children, and babies who have died in his war.
[03:27:46.253 --> 03:27:49.354]  Bush is guilty of those murders, but I couldn't establish jurisdiction for them.
[03:27:50.017 --> 03:27:57.202]  But I was able to establish jurisdiction to prosecute Bush for the murder of the over 4,000 young American soldiers.
[03:27:57.202 --> 03:28:01.205]  And I established jurisdiction for the Attorney General in Washington, D.C.
[03:28:01.205 --> 03:28:03.827]  acting through his Department of Justice.
[03:28:03.827 --> 03:28:05.909]  We're only talking really about one prosecutor there.
[03:28:05.909 --> 03:28:06.930]  There's 93 U.S.
[03:28:06.930 --> 03:28:11.533]  attorneys around the country, but they're not going to bring an action against Bush without the consent of their boss.
[03:28:11.533 --> 03:28:17.318]  But on a state level, I established jurisdiction for the Attorney General, Alex, in each of the 50 states.
[03:28:18.522 --> 03:28:32.716]  Plus the approximately 950 district attorneys in counties within those states to prosecute Bush for the murder of any soldier or soldiers from their state or county who died fighting Bush's war in Iraq.
[03:28:32.716 --> 03:28:42.906]  So with over or approximately 1,000 prosecutors out there in this land of ours, and with all the evidence of guilt that I present in my book, The Prosecution of George Bush for Murder,
[03:28:43.740 --> 03:28:50.524]  I don't think it's unreasonable to believe, Alex, that there's at least one prosecutor out there that's courageous enough to step forward.
[03:28:50.524 --> 03:28:51.945]  Maybe there's many more.
[03:28:51.945 --> 03:28:54.967]  Step forward and say, this is the United States of America.
[03:28:54.967 --> 03:28:57.948]  In America, no man is above the law.
[03:28:57.948 --> 03:29:01.730]  The evidence of Bush's guilt is clear, so I'm going to go after him.
[03:29:01.730 --> 03:29:11.716]  And when we talk about 1,000 prosecutors, before Bush passes away, that number may go up to 7,000 or 8,000 prosecutors, because there's no statute of limitations for the crime of murder.
[03:29:11.716 --> 03:29:12.877]  You know, Pinochet down in Chile.
[03:29:13.803 --> 03:29:18.685]  Uh, 33 years later, they brought murder charges against him.
[03:29:18.685 --> 03:29:22.646]  Stay there, Vincent Bugliosi, and I want to talk about what's happening now.
[03:29:22.646 --> 03:29:23.967]  They're cornered rats.
[03:29:23.967 --> 03:29:27.668]  They need a new war.
[03:29:27.668 --> 03:29:35.471]  If, getting in the mind of the criminals, what do you think they're planning to do to stop your investigation and others' investigations?
[03:29:35.471 --> 03:29:36.872]  We're on the march.
[03:29:36.872 --> 03:29:39.393]  The Empire's on the run.
[03:29:39.393 --> 03:29:42.094]  Alex Jones and the GCN Radio Network.
[03:29:45.495 --> 03:29:52.240]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[03:29:52.240 --> 03:29:54.882]  The enemy struck America on September 11th.
[03:29:54.882 --> 03:29:56.443]  But who is the enemy?
[03:29:56.443 --> 03:29:57.224]  Bin Laden.
[03:29:57.224 --> 03:29:58.105]  This is his ammo.
[03:29:58.105 --> 03:29:59.626]  We have to look to the Middle East.
[03:29:59.626 --> 03:30:01.067]  We have to look to Osama Bin Laden.
[03:30:01.587 --> 03:30:08.733]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[03:30:08.733 --> 03:30:09.213]  Some U.S.
[03:30:09.213 --> 03:30:15.578]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[03:30:15.578 --> 03:30:19.021]  I'm aware that some Israeli citizens have been detained.
[03:30:19.281 --> 03:30:29.549]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[03:30:29.549 --> 03:30:30.770]  Fabled enemies.
[03:30:30.770 --> 03:30:38.455]  Get the DVD at InfoWars.com, or see it in super high quality, along with hundreds of other titles at PrisonPlanet.tv.
[03:30:38.455 --> 03:30:41.898]  Either you are with us, or you are with the terrorists.
[03:30:47.059 --> 03:31:01.250]  I had the opportunity to speak to my 90-year-old grandmother at some length here recently, and she was talking about the Great Depression, and we were talking about the gas prices, the food prices, this economic uncertainty we're in, these, you know, really kind of perilous times, no one knows where we're headed or where we might end up.
[03:31:01.250 --> 03:31:08.796]  And she was reminded of the Great Depression and how, in those days, folks who lived in the country did okay because they had chicken and eggs and they could grow gardens and can their food.
[03:31:08.796 --> 03:31:16.422]  But how difficult it was for people who lived in urban areas or in the cities, because they didn't have the landscape for gardening or the know-how, and they didn't have the chickens and the livestock.
[03:31:17.022 --> 03:31:17.902]  What's different for them?
[03:31:17.902 --> 03:31:19.823]  Well, we know one thing's certain right now.
[03:31:19.823 --> 03:31:23.785]  We're headed into much higher prices on food, and there is a global food shortage.
[03:31:23.785 --> 03:31:24.926]  Now, what can you do to prepare?
[03:31:24.926 --> 03:31:25.926]  Do what I did.
[03:31:25.926 --> 03:31:27.487]  Sell some toys off in the garage.
[03:31:27.487 --> 03:31:30.288]  Go to the J. Michael Stevens eFoodsDirect.com company.
[03:31:30.288 --> 03:31:32.149]  Get some food and put it away, and be safe.
[03:31:32.149 --> 03:31:33.730]  Put a little security in your life.
[03:31:33.730 --> 03:31:34.890]  You deserve security.
[03:31:34.890 --> 03:31:35.911]  Go to eFoodsDirect.com.
[03:31:35.911 --> 03:31:36.431]  eFoodsDirect.com.
[03:31:36.431 --> 03:31:36.651]  1-800-409-5633.
[03:31:36.651 --> 03:31:37.331]  Put some food away.
[03:31:37.331 --> 03:31:37.812]  Do it now.
[03:31:37.812 --> 03:31:37.872]  1-800-409-5633.
[03:31:45.035 --> 03:31:47.996]  David J. Smith for Newswatch Magazine.
[03:31:47.996 --> 03:31:57.499]  Did you know that in 1975, 32 senators and 92 representatives signed the Declaration of Interdependence, which stated that we must bring about a new world order?
[03:31:57.499 --> 03:32:02.860]  It called for the surrender of our national sovereignty to international organizations.
[03:32:02.860 --> 03:32:07.742]  It called for the redistribution of the wealth from America to third and fourth world countries.
[03:32:08.542 --> 03:32:19.768]  This is the same New World Order call for by President, former President George Herbert Walker Bush 210 times at the start of the Iraqi War 1990-1991.
[03:32:19.768 --> 03:32:28.153]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to News Watch Magazine.
[03:32:28.153 --> 03:32:29.633]  Just call our toll-free number 1-800-516-8736.
[03:32:29.633 --> 03:32:29.954]  That's 1-800...
[03:32:36.357 --> 03:32:40.662]  5-1-6-8-7-3-6.
[03:32:40.662 --> 03:32:41.463]  Call now.
[03:32:41.463 --> 03:32:45.529]  Operators are standing by to receive your call.
[03:32:45.529 --> 03:32:54.059]  Before you slip into unconsciousness I
[03:32:55.214 --> 03:33:07.040]  He had the highest conviction rate in violent felony cases in L.A.
[03:33:07.040 --> 03:33:09.881]  County when he was prosecutor there.
[03:33:09.881 --> 03:33:10.322]  105 out of 106.
[03:33:10.322 --> 03:33:16.825]  Won 21 consecutive murder trials.
[03:33:16.825 --> 03:33:18.686]  He's Vincent Bugliosi, best-selling author.
[03:33:18.686 --> 03:33:20.807]  Books he's written have been made into films, TV shows, you name it.
[03:33:22.088 --> 03:33:30.890]  Mr. Bugliosi, getting into the mind, you know, you've studied criminology, you've been death-threatened before, you've dealt with these type of individuals.
[03:33:30.890 --> 03:33:36.771]  We know that psychopaths, the controlled psychopaths, go for positions of power throughout history.
[03:33:36.771 --> 03:33:50.534]  Comparing the mind of Charlie Manson and other psychos you put away with George Bush, with Cheney, with the neocons, with their nasty mindset, give us your analysis on their mindset.
[03:33:51.855 --> 03:33:54.497]  Well, I don't know if I have an authority on the mindset.
[03:33:54.497 --> 03:34:02.923]  You know, I had to prove that the defendant committed the crime, and that there was no legal justification for him to do so.
[03:34:02.923 --> 03:34:07.526]  We certainly got into the mind in the resolution of that issue.
[03:34:07.526 --> 03:34:16.252]  But motive is not an element of the corpus delicti of any crime, so I've actually put people on death row without knowing for sure why they committed the crime.
[03:34:16.252 --> 03:34:21.016]  All I knew is that they had done it, put someone in their grave six feet under, and they had no legal justification for doing so.
[03:34:22.043 --> 03:34:26.604]  Asking me to compare Manson with Bush.
[03:34:26.604 --> 03:34:30.045]  Manson obviously was a very evil person.
[03:34:30.045 --> 03:34:33.306]  Let me get that off the hook here so we're not interrupted.
[03:34:33.306 --> 03:34:40.628]  Manson was a very evil person who wanted to kill as many people as he could.
[03:34:40.628 --> 03:34:45.389]  And I knew that if he was not stopped, he would have killed as many people as he could have.
[03:34:46.369 --> 03:34:48.770]  Someone who knew Manson a lot better than I did, because he lived with him.
[03:34:48.770 --> 03:34:50.470]  Little Paul Watkins, he's dead now.
[03:34:50.470 --> 03:34:56.092]  He said, Vince, death is Charlie's trip.
[03:34:56.092 --> 03:35:08.816]  So I would classify Manson as being a very evil human being who placed no value on human life, and he had a passion for death, blood, and murder.
[03:35:08.816 --> 03:35:11.196]  Bush, I would not say is evil.
[03:35:11.196 --> 03:35:13.017]  He certainly doesn't want to kill anyone.
[03:35:15.291 --> 03:35:21.372]  But he's a despicable human being who couldn't care less when people do die.
[03:35:21.372 --> 03:35:43.236]  He's extremely arrogant, extremely self-centered, and one of the emotional underpinnings for this book, basically, is the fact that, and we're getting into this issue now, that he couldn't possibly care less about the fact that his own people were being killed or the death of innocent Iraqi civilians.
[03:35:44.136 --> 03:36:01.880]  One of the emotional underpinnings from my book is the fact that the evidence is overwhelming that throughout the hell on earth, that Bush created an Iraq with over 100,000 people dying horrible, violent deaths and hundreds of thousands of their survivors crying out hysterically and having terrible nightmares over what happened to their loved ones.
[03:36:01.880 --> 03:36:05.281]  This guy, George Bush, has smiled through it all.
[03:36:05.281 --> 03:36:08.442]  In fact, we see a photo of Bush and six or seven other people smiling.
[03:36:08.442 --> 03:36:12.243]  Alex, who has the biggest smile on his face right in the middle of the war, George Bush.
[03:36:12.873 --> 03:36:19.536]  The evidence is very clear and anyone that tries to dispute it is just going to be looking like a fool.
[03:36:19.536 --> 03:36:32.422]  That while young American soldiers, 18, 19 year old kids, Alex, who never had a chance to live out their dreams, were being blown to pieces by roadside bombs in Iraq, Bush was having a lot of fun
[03:36:33.388 --> 03:36:35.249]  And enjoying life to the very fullest.
[03:36:35.249 --> 03:36:42.391]  I'm talking about running, bicycling, joking with friends, slapping backs, dancing and swiveling in hips like Elvis to blaring music.
[03:36:42.391 --> 03:36:46.713]  Almost always appearing to be in the very best of good spirits.
[03:36:46.713 --> 03:36:47.133]  Exactly!
[03:36:47.133 --> 03:36:49.574]  Let me just stop you, Vincent Pagliosi.
[03:36:49.574 --> 03:36:54.576]  I mean, just covering serious issues on this show, I've become more of a serious person.
[03:36:54.576 --> 03:36:55.656]  I'm very serious in life.
[03:36:56.897 --> 03:36:58.900]  And you see a judge, they try to be solemn.
[03:36:58.900 --> 03:37:02.284]  You see police, they try to be professional and solemn.
[03:37:02.284 --> 03:37:03.906]  With Bush, he's always clowning around.
[03:37:03.906 --> 03:37:07.670]  And then he lied and said, oh, I haven't been playing golf since the war started.
[03:37:07.670 --> 03:37:09.432]  And it turns out he's playing every week.
[03:37:09.432 --> 03:37:13.958]  So it's also the endless lying and just the arrogance, thinking we're all idiots.
[03:37:15.074 --> 03:37:31.104]  Yeah, you look at a photograph of people like, or presidents like Roosevelt, Truman, LBJ, and Nixon, a photograph of their faces during the time of war, their respective wars, and the photos reflect the grimness of the war.
[03:37:31.104 --> 03:37:37.388]  It was a very serious time, unlike any other president in American history during a time of war.
[03:37:38.127 --> 03:37:42.151]  Bush has regularly and routinely had a lot of fun and been in high spirits.
[03:37:42.151 --> 03:37:43.432]  Well, you can say what you want.
[03:37:43.432 --> 03:37:56.342]  You can say what you want about Nixon or LBJ, but they obsessed in the war room and tried to figure things out and got ulcers and lost sleep, and these weren't even very moral people in many respects, but they took it serious.
[03:37:56.342 --> 03:37:57.604]  Oh, absolutely.
[03:37:57.604 --> 03:38:05.210]  LBJ told one of his aides, Jack Valenti, that every time in the morning when he'd read a casualty report, it was like drinking carbolic acid.
[03:38:05.948 --> 03:38:15.332]  And for your audience out there, I would tell them that they don't have to take my word for this, or the photographs in the book, and they're not gotcha photos, they're photos showing Bush having an absolute ball.
[03:38:15.332 --> 03:38:21.474]  Bush himself has had no hesitancy at all in saying things like this, Alex, over and over again.
[03:38:21.474 --> 03:38:26.276]  And while I'm quoting Bush, these are just some quotes that are in the book, while I'm quoting him,
[03:38:27.108 --> 03:38:42.476]  Try to think, I'm asking your audience, you try to think of, at the very same time he's uttering these words, all of the death and the horror and the suffering and the screaming and the mutilations and beheadings that are taking place in Iraq while he's uttering these words.
[03:38:42.476 --> 03:38:43.957]  This is George Bush.
[03:38:43.957 --> 03:38:47.579]  Laura and I are having the time of our lives.
[03:38:47.579 --> 03:38:49.540]  I'm in a great mood.
[03:38:49.540 --> 03:38:51.842]  It's a perfect day.
[03:38:51.842 --> 03:38:54.183]  I'm feeling pretty good about life.
[03:38:54.975 --> 03:39:01.659]  Alex, if I killed one person, even accidentally, like in a car accident, I'd never have another perfect day for the rest of my life.
[03:39:01.659 --> 03:39:07.282]  And I'm telling you, this guy has been having a ball enjoying himself to the utmost throughout this entire war.
[03:39:07.282 --> 03:39:23.992]  And I say this, that even if George Bush was only guilty of making an innocent mistake in taking this nation to war in Iraq, not murder, as I firmly believe, with all of the death, horror, and suffering he has caused, what type of a monstrous individual is it
[03:39:24.594 --> 03:39:25.795]  Who could be happy with his life?
[03:39:25.795 --> 03:39:28.237]  There's no question that he's happy.
[03:39:28.237 --> 03:39:34.681]  I mean, as recently as March of this year, he shows up at a press conference to endorse McCain's candidacy.
[03:39:34.681 --> 03:39:35.722]  McCain shows up late.
[03:39:35.722 --> 03:39:36.903]  What does Bush do?
[03:39:36.903 --> 03:39:45.869]  Spontaneously, big smile on his face, he starts doing a soft-shoe tap-dancing routine to entertain the assembled media.
[03:39:46.725 --> 03:39:48.406]  You've probably heard of Mark McKinnon?
[03:39:48.406 --> 03:39:49.547]  Yes.
[03:39:49.547 --> 03:40:01.016]  Well, he's a bicycling friend of Bush, and I think he was the head of Bush's media campaign, or one of his strategists, I think he was the head of it, in the 2004 re-election campaign.
[03:40:01.016 --> 03:40:11.344]  He told the New York Times in 2005, right in the midst of all the horror and atrocities going on in Iraq, he said he'd never seen the President more calm, relaxed, and happy.
[03:40:12.105 --> 03:40:13.806]  And to me, this is almost unprecedented.
[03:40:13.806 --> 03:40:15.186]  I kind of went off on a little riff.
[03:40:15.186 --> 03:40:18.228]  You're asking me to compare Manson with Bush.
[03:40:18.228 --> 03:40:20.989]  Bush is a despicable human being.
[03:40:20.989 --> 03:40:26.891]  I don't believe he's lost one wink of sleep over all the death that he's caused in Iraq.
[03:40:26.891 --> 03:40:33.014]  Well, what about the working out three hours a day and taking two-hour naps and then says he doesn't even read the newspaper?
[03:40:33.596 --> 03:40:37.658]  Oh yeah, probably even more telling than all of this.
[03:40:37.658 --> 03:40:45.702]  My wife and I, during a seven-year period, I work seven days a week, I get to bed around two in the morning, wake up at ten, she says, you work from morning to morning.
[03:40:45.702 --> 03:40:53.025]  We had our 50th anniversary and we took three days off in the desert during a seven-year period that Bush was president.
[03:40:53.025 --> 03:40:57.067]  If it hadn't been for the anniversary, we probably wouldn't have even taken those three days off.
[03:40:57.067 --> 03:41:01.569]  Now the only reason I mention that is that I'm, you know, a cypher, a complete nobody.
[03:41:01.569 --> 03:41:02.610]  I'm just an author.
[03:41:03.399 --> 03:41:09.561]  During that same period, you know how many days George Bush took off for a vacation?
[03:41:09.561 --> 03:41:12.481]  Or at places like Kanabunkport?
[03:41:12.481 --> 03:41:16.302]  Well, I know it's around a third of the year he's on vacation.
[03:41:16.302 --> 03:41:17.502]  Yeah, that's right.
[03:41:17.502 --> 03:41:18.003]  908 days.
[03:41:18.003 --> 03:41:19.883]  So I take three days off and I'm nothing.
[03:41:19.883 --> 03:41:22.304]  He's the President of the United States.
[03:41:22.304 --> 03:41:28.645]  And I was told by the CBS radio guy who follows the White House, that up until January 1st, 2008, he had taken off 908 days on vacation.
[03:41:32.921 --> 03:41:35.583]  Here's someone that's not particularly bright at all.
[03:41:35.583 --> 03:41:41.005]  Everyone agrees, even his supporters, that he has an extremely low amount of knowledge.
[03:41:41.005 --> 03:41:48.630]  If you were to take the average person and put them in the presidency with Bush's lack of knowledge, what would that person do if he loved America?
[03:41:48.630 --> 03:41:54.393]  He'd work round the clock, trying to get as knowledgeable as he could, so he could represent this country in the best possible way.
[03:41:55.126 --> 03:41:59.309]  To bring it to a better condition than it presently is in.
[03:41:59.309 --> 03:42:02.211]  George Bush did the exact opposite.
[03:42:02.211 --> 03:42:04.213]  Took off 908 days.
[03:42:04.213 --> 03:42:05.194]  Why?
[03:42:05.194 --> 03:42:08.736]  Well, like I say in the book, it doesn't just show he's lazy.
[03:42:08.736 --> 03:42:09.537]  Everyone knows that.
[03:42:09.537 --> 03:42:10.938]  It shows that.
[03:42:10.938 --> 03:42:16.882]  It shows, in my opinion, I'm not positive of this, that this man does not love the United States of America.
[03:42:16.882 --> 03:42:17.523]  He doesn't hate it.
[03:42:17.523 --> 03:42:18.984]  He doesn't hate it.
[03:42:18.984 --> 03:42:21.646]  But he has no particular love for it.
[03:42:22.313 --> 03:42:26.858]  In one way you show your love for your country, obviously, is to fight for it.
[03:42:26.858 --> 03:42:33.545]  And this is what I have against, among many other things, against Bush and his fellow neocons in the right wing of the party.
[03:42:33.545 --> 03:42:35.947]  The tremendous hypocrisy of these people.
[03:42:35.947 --> 03:42:40.332]  They're the most repugnant, hypocritical, un-American people in our society.
[03:42:40.332 --> 03:42:43.395]  When it was their time, this is just one example, I'm sure you have many more, Alex.
[03:42:44.079 --> 03:42:48.861]  When it was their time to fight for America in the Vietnam War, show their love for this country.
[03:42:48.861 --> 03:42:49.382]  What did they do?
[03:42:49.382 --> 03:42:54.764]  I'm talking about the Bushes, the Cheneys, the Roves, the indescribably reprehensible Rush Limbaugh.
[03:42:54.764 --> 03:42:55.825]  What did they do?
[03:42:55.825 --> 03:42:59.207]  They ran like hell in the opposite direction.
[03:42:59.207 --> 03:43:06.210]  But now they have no hesitancy in waving the flag and shedding the blood of other people's children in far-off Iraq.
[03:43:06.210 --> 03:43:08.651]  These are not good people.
[03:43:08.651 --> 03:43:11.853]  With respect to Bush's monumental crime in this case, here's my
[03:43:12.726 --> 03:43:16.809]  Uh... view and I view it more as a fact than as an opinion.
[03:43:16.809 --> 03:43:24.154]  Because George Bush is a conservative Republican and so are they, anything he does, anything at all, including murder,
[03:43:25.202 --> 03:43:33.751]  Listen, I have people in my message board on InfoWars.com, and they come in and go, yeah, the government stages events to get us into war, it's good.
[03:43:33.751 --> 03:43:36.293]  Yeah, cops are tasing people to death, it's good.
[03:43:36.293 --> 03:43:41.139]  I mean, it seems like it's not just Bush and his psychopathic or sociopathic activities.
[03:43:41.139 --> 03:43:46.825]  The whole society, and I've always seen myself as, you know, a mainline conservative slash libertarian,
[03:43:47.545 --> 03:43:48.746]  But it's not just George Bush.
[03:43:48.746 --> 03:43:51.008]  It's a lot of these Republican followers.
[03:43:51.008 --> 03:43:53.429]  They think it's cute and funny to be evil.
[03:43:53.429 --> 03:43:55.491]  They think it's cute and funny Iraqis are dying.
[03:43:55.491 --> 03:44:03.356]  They post on their blogs pictures of Iraqi children with their feet blown off and talk about nuking them and turning them into a glass parking lot.
[03:44:03.356 --> 03:44:04.277]  They really are
[03:44:05.268 --> 03:44:07.770]  Demonic, psychopathic camp followers.
[03:44:07.770 --> 03:44:09.771]  Now, they wouldn't actually want to go below the kid's feet off.
[03:44:09.771 --> 03:44:17.697]  They'd throw up at the sight of real blood, but it's like some kind of some type of stunted bloodlust.
[03:44:17.697 --> 03:44:21.600]  It's like a little piggy-ish demon, and there's hordes of them.
[03:44:22.100 --> 03:44:25.081]  And I really think it's a society that's become very decadent.
[03:44:25.081 --> 03:44:31.642]  I think George Bush is an expression of the rotten sectors, not saying the whole country, it's a great country, that are out there.
[03:44:31.642 --> 03:44:38.504]  And it makes me ashamed because we can say they did it and they lied to us and Congress didn't know, but now the Democrats aren't going after them.
[03:44:38.504 --> 03:44:40.465]  The Democrats have still got us in the war.
[03:44:40.465 --> 03:44:43.685]  And it just makes me really ashamed to be an American.
[03:44:43.685 --> 03:44:45.946]  Well, Alex, I agree with everything you say.
[03:44:45.946 --> 03:44:49.507]  If we look at the genesis of this, I would add this addendum.
[03:44:50.605 --> 03:44:56.434]  These people that couldn't care less about all the killings of not only Iraqi citizens, but American soldiers.
[03:44:56.434 --> 03:44:57.255]  They couldn't care less.
[03:44:57.255 --> 03:44:59.258]  They say, well, this is war.
[03:44:59.258 --> 03:45:05.947]  My analysis is that the reason they're that way is that they are much more Republican than they are American.
[03:45:06.744 --> 03:45:08.085]  Let me ask you this.
[03:45:08.085 --> 03:45:14.647]  What do you think their state of mind would be if Bill Clinton were doing the same identical thing as George Bush?
[03:45:14.647 --> 03:45:15.687]  They'd be freaking out.
[03:45:15.687 --> 03:45:18.328]  They'd be running around, freaking out, pulling their hair out.
[03:45:18.328 --> 03:45:23.430]  Well, more than that, they'd want to skin him alive, hang him in the town square at noontime.
[03:45:23.430 --> 03:45:28.792]  I mean, here's a guy that had consensual sex outside of marriage, tried to cover it up.
[03:45:28.792 --> 03:45:30.132]  Just sublime silliness.
[03:45:30.132 --> 03:45:30.733]  Nothing at all.
[03:45:30.733 --> 03:45:31.433]  And what happened to him?
[03:45:32.526 --> 03:45:44.474]  With these right-wingers, day after day, week after week, month after month, year after year, he was savaged by the right-wing media, including the liberal New York Times and Washington Post.
[03:45:44.474 --> 03:45:55.722]  The monstrous Ken Starr, with federal funding, conducted a seven-year, $70 million effort to destroy the Clinton presidency.
[03:45:55.722 --> 03:45:57.803]  He was impeached.
[03:45:57.803 --> 03:45:59.965]  They tried to drive him from office for doing nothing.
[03:46:00.876 --> 03:46:08.102]  And here's George Bush, responsible for, like you say, probably over one million murders, and they don't want to do anything at all.
[03:46:08.102 --> 03:46:18.871]  And I say this, uh, Bush and his people have gotten away with thousands upon thousands of murders, and we, America, the American people, cannot let him do this.
