[00:00:00.369 --> 00:00:04.051]  Alex Jones on the GCN Radio Network.
[01:22:06.861 --> 01:22:17.004]  We've been so beaten up by stock market banking, housing and unemployment crashes that we're desensitized and frozen inactive like the frog being unknowingly cooked in gradually increasingly hot water.
[01:22:17.484 --> 01:22:18.385]  We'll snap out of it.
[01:22:18.425 --> 01:22:19.405]  We now have a deadline.
[01:22:19.915 --> 01:22:21.396]  Joe Biden said it's going to happen.
[01:22:21.956 --> 01:22:33.284]  Former Secretary of State Colin Powell went on CBS Meet the Press and pointed to about January 22nd as the time a major international incident would force the new president to make unpopular decisions.
[01:22:33.845 --> 01:22:39.548]  Well, I take the general of this word and my best advice is to have your food in your possession prior to the inauguration.
[01:22:39.989 --> 01:22:44.872]  Contact efoodsdirect.com for your supplies prior to this deadline for disaster.
[01:22:45.432 --> 01:22:49.175]  Ask yourself, is it better to have too much too soon or too little too late?
[01:22:49.758 --> 01:22:50.959]  Call 800-409-5633 or on the web eFoodsDirect.com
[01:22:57.318 --> 01:22:58.478]  Hi, this is Steve Schenck.
[01:22:58.839 --> 01:23:01.060]  The spirit of America is independence.
[01:23:01.440 --> 01:23:03.761]  The greatest gift of independence is food.
[01:23:04.061 --> 01:23:08.623]  Over one-third of Americans can't afford to buy food and pay their other expenses.
[01:23:08.963 --> 01:23:12.104]  Lines of credit and cards are often cut back or canceled.
[01:23:12.344 --> 01:23:18.447]  Last year, the eFoodsDirect Holiday Food Unit was a fun and exciting one-year supply with a great price.
[01:23:18.867 --> 01:23:25.990]  This year, to quickly complete our food supply preparations, eFoodsDirect has created a very serious holiday unit.
[01:23:26.290 --> 01:23:27.010]  This superfood
[01:23:27.090 --> 01:23:27.610]  We're good to go.
[01:23:57.020 --> 01:24:03.383]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:24:03.763 --> 01:24:05.744]  The enemy struck America on September 11th.
[01:24:06.404 --> 01:24:07.424]  But who is the enemy?
[01:24:07.944 --> 01:24:08.485]  Bin Laden.
[01:24:08.745 --> 01:24:09.685]  This is his ammo.
[01:24:09.705 --> 01:24:11.086]  We have to look to the Middle East.
[01:24:11.106 --> 01:24:12.806]  We have to look to Osama Bin Laden.
[01:24:13.107 --> 01:24:19.869]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:24:20.269 --> 01:24:20.690]  Some U.S.
[01:24:20.750 --> 01:24:26.392]  investigators believe that there are Israelis, again, very much engaged in spying in and on the U.S.
[01:24:27.092 --> 01:24:30.553]  I'm aware that some Israeli citizens have been detained.
[01:24:30.573 --> 01:24:40.837]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[01:24:41.057 --> 01:24:41.818]  Fabled enemies.
[01:24:42.278 --> 01:24:49.560]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[01:24:50.041 --> 01:24:53.402]  Either you are with us or you are with the terrorists.
[01:25:15.951 --> 01:25:21.513]  We've only got about 26 and a half minutes left in the broadcast today.
[01:25:21.533 --> 01:25:31.256]  I could talk for hours with Russell Wood, former president of the Ozark chapter,
[01:25:44.522 --> 01:25:50.167]  of a group that is fighting against the NIS, the Animal ID, the Prima Society, all of it.
[01:25:50.227 --> 01:25:55.671]  Russell Wood, go ahead and fire out the phone number for Missourians out there that are listening and people around the country.
[01:25:56.011 --> 01:26:07.681]  Similar things are happening everywhere that are fighting against this feudalism, forcing people without a law to have Animal ID, microchips in their animals, Prima Society, making you register your property to be able to hunt on your own property.
[01:26:07.701 --> 01:26:08.801]  Then we're going to go to our next guest,
[01:26:09.642 --> 01:26:20.686]  And the director, Maurice Thompson, of the Buckeye Institute for Constitutional Law, and that deals with this amazing case that WorldNetDaily and others have been covering.
[01:26:20.806 --> 01:26:22.326]  Well, WorldNetDaily finally got on it yesterday.
[01:26:22.346 --> 01:26:23.307]  We've been covering it for two weeks.
[01:26:23.327 --> 01:26:32.450]  We're going to have armed officers raid home, hold mom kids for six hours, overselling organic eggs and things like that.
[01:26:34.088 --> 01:26:37.429]  SWAT team holding them at gunpoint for more than six hours.
[01:26:37.449 --> 01:26:43.751]  We'll talk about that with a constitutional law expert who is filing a case against this particular state that's done this.
[01:26:45.031 --> 01:26:46.872]  And there's just too many of these cases to even cover them all.
[01:26:46.892 --> 01:26:48.392]  We're just covering a few of them today.
[01:26:48.432 --> 01:26:51.593]  People being arrested or fined or feed for giving their neighbors milk.
[01:26:51.693 --> 01:26:53.574]  I mean, it's total control.
[01:26:53.614 --> 01:26:55.454]  This whole thing is pointed at the American people.
[01:26:56.034 --> 01:27:01.356]  But Russell Wood, give out your number for folks that want to be able to help you fight back against what's happening.
[01:27:02.096 --> 01:27:09.981]  My number is area code 417-948-2379.
[01:27:10.841 --> 01:27:28.171]  And we're getting some no hunting posters made up that we hope to get distributed throughout the state to let them see that these are areas that are going to be taken out of use, you know, for those who buy their tags from the state.
[01:27:28.942 --> 01:27:30.503]  Let him go hunt on state property.
[01:27:47.441 --> 01:27:49.344]  Two, three, seven, nine.
[01:28:03.183 --> 01:28:03.524]  I think?
[01:28:21.807 --> 01:28:28.470]  There's so many reasons to have storable food, firearms, and to be self-sufficient, so please go to efoodsdirect.com.
[01:28:28.490 --> 01:28:30.991]  You'll never have to stand in a bread line if you have your own bread.
[01:28:31.011 --> 01:28:32.111]  It lasts more than 10 years.
[01:28:32.171 --> 01:28:33.832]  It's high quality, no MSG.
[01:28:34.392 --> 01:28:36.393]  Their toll-free number to call them is 800-409-5633, 800-409-5633, or efoodsdirect.com.
[01:28:36.433 --> 01:28:37.633]  Then there's also another great sponsor.
[01:28:48.598 --> 01:28:48.858]  Thank you.
[01:29:05.782 --> 01:29:13.187]  And then puts it through five different, well really seven filters, because one filter has three elements, but five separate filtration systems.
[01:29:13.647 --> 01:29:17.049]  And it's the purest, cleanest drinking water you can find anywhere.
[01:29:17.109 --> 01:29:18.450]  I have one in the office, one at home.
[01:29:18.870 --> 01:29:19.751]  I absolutely love them.
[01:29:19.771 --> 01:29:21.552]  A coloblue.com, ecoloblue.com or 866-585-4044, 866-585-4044.
[01:29:21.572 --> 01:29:25.575]  And all over the nation, on this feudalism issue, of the people being enslaved with classical tyranny,
[01:29:33.780 --> 01:29:41.047]  They're trying to tell folks they've got to register their wells, or put meters on their wells, or tax them for their wells, even water wells for their homes.
[01:29:41.327 --> 01:29:43.289]  In some cases, hundred-year-old wells.
[01:29:43.309 --> 01:29:46.171]  Well, they're not going to be able to stop you getting water out of the air.
[01:29:46.191 --> 01:29:50.355]  Of course, I don't want to give them any ideas.
[01:29:50.475 --> 01:29:52.757]  acolablue.com or 866-585-4044.
[01:29:52.797 --> 01:29:54.358]  We have to become self-sufficient.
[01:29:54.719 --> 01:29:57.761]  The establishment certainly doesn't want that to happen.
[01:29:58.582 --> 01:30:09.395]  Okay, we are joined next by Mortise Thompson, Director of the 1851 Center for Constitutional Law, working with the Buckeye Institute on the case of the Manistore House.
[01:30:09.435 --> 01:30:11.858]  A few years ago, this farming family, organic farmers,
[01:30:13.148 --> 01:30:13.288]  Yes.
[01:30:37.875 --> 01:30:40.156]  We're going to have thousands dead on the Texas border from the drug war.
[01:30:40.176 --> 01:30:42.477]  We're going to have all sorts of corruption everywhere.
[01:30:42.517 --> 01:30:44.298]  Trillions being stolen by brokerage firms.
[01:30:44.638 --> 01:30:50.321]  Just out and out criminality, but the system is all focused on squeezing the cattle, milking the American people.
[01:30:50.882 --> 01:30:53.203]  So, Maurice Thompson, thank you for coming on with us.
[01:30:53.803 --> 01:30:54.623]  No problem, Alex.
[01:30:54.663 --> 01:30:55.144]  How do you do?
[01:30:55.364 --> 01:30:55.724]  Good, sir.
[01:30:56.184 --> 01:30:58.505]  Break down the facts of what happened in this case.
[01:30:58.946 --> 01:31:01.347]  Tell us about why you've joined the case and where this is going.
[01:31:02.299 --> 01:31:02.759]  Certainly.
[01:31:02.779 --> 01:31:07.521]  Well, let me talk about that latter part first, and then I'll come back and circle around to the facts.
[01:31:07.561 --> 01:31:15.944]  First of all, your segue into this couldn't have been any better, even your advertisements, because that's what this is really about, is the most basic and fundamental of human rights.
[01:31:16.084 --> 01:31:22.087]  And it's a battle over what behavior we can engage in without a government permission slip.
[01:31:22.567 --> 01:31:28.509]  And this simple behavior is the behavior that our grandparents engaged in, and Americans for generations have.
[01:31:28.882 --> 01:31:32.164]  You know, which is riding down the road and picking up some food from the local farmer.
[01:31:33.665 --> 01:31:45.152]  The Buckeye Institute is an organization in Ohio dedicated to limited government, dedicated to free markets, and generally the right to be left alone by the government, so long as you're not hurting anybody else.
[01:31:45.952 --> 01:31:50.915]  And the reason we picked up on this case is because it implicates a couple really important concerns.
[01:31:51.516 --> 01:31:57.059]  One that I've already mentioned, which is what activity, what basic activity, really deserves to be licensed
[01:31:57.657 --> 01:32:00.058]  And can be licensed under the Constitution.
[01:32:00.618 --> 01:32:09.002]  And the second is, when is it constitutionally permissible for officers to use this kind of force in raiding somebody's personal home?
[01:32:10.382 --> 01:32:17.885]  Now, if I can circle back around and talk about the facts of this case, the Stowers family is a family that lives in a very rural Amish part of Ohio.
[01:32:17.965 --> 01:32:21.107]  They themselves aren't Amish, but they're very religious.
[01:32:21.647 --> 01:32:23.968]  They have a great number of children in the house.
[01:32:23.988 --> 01:32:25.208]  They have eight of their own children.
[01:32:25.388 --> 01:32:26.709]  Six are young and still live there.
[01:32:27.242 --> 01:32:32.463]  And four grandchildren that are staying in the home while the second oldest son is over serving in Iraq.
[01:32:32.523 --> 01:32:33.784]  His wife is staying with them.
[01:32:34.644 --> 01:32:36.924]  They're related to homeschool their children.
[01:32:37.344 --> 01:32:40.165]  They are classically independent, off-the-grid people.
[01:32:40.185 --> 01:32:43.066]  They don't rely on the government for their food or for their education.
[01:32:43.646 --> 01:32:55.989]  They've run this co-op, this family-run food co-op, for six to seven years, and they have their own 20-some acre small farm where they have sheep that they butcher for meat, and goats, and they can get milk from them as well.
[01:32:56.850 --> 01:33:06.299]  And they've also got connections to Amish farmers who have grass-fed cattle and pastured chickens and pesticide-free produce.
[01:33:06.883 --> 01:33:09.805]  And they procure all these things through their co-ops.
[01:33:09.885 --> 01:33:11.667]  And Joseph Stalin wouldn't have liked this.
[01:33:12.367 --> 01:33:13.508]  Hitler wouldn't have liked this.
[01:33:13.988 --> 01:33:19.012]  For those that don't know, authoritarian states always shackle and control small farms.
[01:33:19.373 --> 01:33:21.254]  They hate people being independent.
[01:33:21.534 --> 01:33:26.218]  This is 180 degrees the opposite of what this republic is supposed to be.
[01:33:26.278 --> 01:33:27.719]  This is outrageous.
[01:33:28.059 --> 01:33:28.920]  That's exactly right.
[01:33:28.940 --> 01:33:32.583]  You know, Thomas Jefferson envisioned a nation of small farmers.
[01:33:34.326 --> 01:33:35.086]  Right, exactly.
[01:33:35.246 --> 01:33:39.168]  And now what we have is small farmers being squeezed by these regulations.
[01:33:39.369 --> 01:33:41.570]  And, you know, it's one of two things.
[01:33:41.630 --> 01:33:51.616]  It really is either a government interest in really tightly controlling the food supply, or it's just government as a big dumb animal that backs its way into unsafe situations.
[01:33:51.636 --> 01:33:56.419]  Well, to interrupt, I have a lot of their own documents where they say they've got to break down the family, break down the farm.
[01:33:56.899 --> 01:33:59.981]  The family's a disease, and they know people are exiting the cities
[01:34:00.521 --> 01:34:03.843]  They're kind of going into Amish light by the hundreds of thousands a year.
[01:34:04.203 --> 01:34:06.445]  They see that trend going into the millions a year.
[01:34:07.005 --> 01:34:16.791]  I'm considering evacuating to the countryside, and I live right here in Austin, Texas, just because the cities are so degenerate, the culture is so evil, the crime is exploding, and they don't like it.
[01:34:17.131 --> 01:34:20.894]  The system does not want people going back to the land.
[01:34:20.994 --> 01:34:24.836]  Well, but it's not, you know, it's not just nefarious government officials.
[01:34:25.416 --> 01:34:29.439]  It's government officials who are persuaded by special interest groups
[01:34:30.026 --> 01:34:35.470]  And government really should not be the pliable tool of special interest groups, but all too often it is.
[01:34:35.610 --> 01:34:42.154]  If you look at the regulations they're charged with violating, they're charged with being a retail food establishment without a license.
[01:34:42.294 --> 01:34:45.977]  First of all, they're not even a retail food establishment.
[01:34:45.997 --> 01:34:50.239]  They're basically a members-only, private membership organization, buying club.
[01:34:51.140 --> 01:34:56.864]  It's as though, you know, if you and I wanted to buy the right kind of beef from an Amish farmer, we have to buy the whole cow.
[01:34:57.512 --> 01:34:59.313]  Hey, this is free association!
[01:34:59.754 --> 01:35:10.861]  If I want to go buy a duck, or a chicken, or a cow, or a pig, or their eggs, or if I want to get together with ten families to pool money to buy organic food, I mean, this is ridiculous!
[01:35:10.921 --> 01:35:11.941]  This is disgusting!
[01:35:12.022 --> 01:35:13.242]  That's exactly right.
[01:35:13.262 --> 01:35:13.903]  Let's get under the radar.
[01:35:13.923 --> 01:35:14.603]  I'll quit interrupting.
[01:35:14.863 --> 01:35:15.864]  That's exactly right.
[01:35:16.004 --> 01:35:23.129]  And, you know, the thing I was going to mention is that there are actually 22 exemptions to this retail food establishment law.
[01:35:23.905 --> 01:35:35.588]  But you know, as Nobel economist Milton Friedman pointed out many years ago, the guys that are writing the licensure laws most of the time are the industry people themselves, and they're lobbyists.
[01:35:36.528 --> 01:35:41.409]  Everybody with a lobbyist sits down at the table and writes the law, and guess who gets left out of that process?
[01:35:41.469 --> 01:35:51.532]  The small family farmer, the organic cooper, cooperative runner, who doesn't have a lobbyist down in Columbus or down in Washington,
[01:35:52.133 --> 01:35:53.055]  To exempt them.
[01:35:53.095 --> 01:36:02.497]  So you've got a number of people, you know, the government will argue this is a public safety issue, but the truth is there are a whole slew of people who run more dangerous food operations.
[01:36:03.361 --> 01:36:09.585]  If dangerous at all, then the Stowers family... Well look, they've shut down most of the family farms with regulations.
[01:36:09.625 --> 01:36:16.989]  We know Animal ID and Premises ID was openly written by big agribusiness to put expenses on small farms and ranches to bankrupt them.
[01:36:17.289 --> 01:36:18.930]  That's what big corporations always do.
[01:36:18.950 --> 01:36:21.731]  Let's get into the raid itself and where you're going with this.
[01:36:22.092 --> 01:36:22.632]  Absolutely.
[01:36:22.792 --> 01:36:26.194]  Well, it's important to know some of the facts leading up to the raid.
[01:36:26.734 --> 01:36:28.915]  The Health Department came out and investigated these people.
[01:36:28.955 --> 01:36:29.676]  We don't know why.
[01:36:30.036 --> 01:36:31.797]  There was never a report filed against them.
[01:36:32.273 --> 01:36:33.633]  None of their members are disgruntled.
[01:36:33.653 --> 01:36:38.995]  They're very, very happy with the products they get from this family because the food's cheap, and it's good for them, and they're happy.
[01:36:39.015 --> 01:36:43.456]  Just how dare Americans be working with their neighbors and selling chicken eggs!
[01:36:43.656 --> 01:36:44.736]  That's Al-Qaeda!
[01:36:44.856 --> 01:36:46.536]  The government's got to run everything!
[01:36:46.896 --> 01:36:47.056]  Right.
[01:36:47.096 --> 01:36:52.318]  God forbid we have freedom to contract among two consenting adults who want to protect their own health interests.
[01:36:52.838 --> 01:36:58.659]  Well, you know, there was never any report filed, but the health department came out
[01:36:59.440 --> 01:37:00.763]  He said they might need a license.
[01:37:00.783 --> 01:37:02.847]  The family responded by writing a letter to the health department.
[01:37:03.408 --> 01:37:05.469]  Asking for clarification on the law, and asking for evidence.
[01:37:05.589 --> 01:37:14.152]  Look, just being able to write probably angered the Health Department, because the general public saw Fluoride and Prozac, and they said, look, we got one that knows how to write.
[01:37:14.393 --> 01:37:17.074]  Send a SWAT team immediately, that's Al-Qaeda for sure!
[01:37:17.434 --> 01:37:26.017]  Well, the Health Department didn't like it, you're right, because whenever individuals defend their rights against the government, the government's never too happy, because these people have some imperial hubris about them.
[01:37:26.117 --> 01:37:26.518]  They do.
[01:37:26.638 --> 01:37:30.059]  And they didn't like, the director of the Health Department didn't like the tone of the letter.
[01:37:30.492 --> 01:37:32.973]  So he brought in a hire because it was inquisitive.
[01:37:33.053 --> 01:37:34.114]  It wasn't nasty at all.
[01:37:34.154 --> 01:37:35.595]  We have a copy of it.
[01:37:35.615 --> 01:37:38.396]  You write me a letter and I send a SWAT team.
[01:37:38.416 --> 01:37:41.538]  You think in America you can write a letter to the government?
[01:37:41.758 --> 01:37:43.999]  I'm sending armed men to show you!
[01:37:44.139 --> 01:37:48.341]  Well, first they sent in an Ohio Department of Agriculture official.
[01:37:48.789 --> 01:37:52.191]  Who basically treated this like a drug investigation.
[01:37:52.231 --> 01:37:55.654]  He went undercover and tried to join the co-op as a member.
[01:37:56.054 --> 01:38:02.459]  Of course they could, you know, they could... Yeah, they're shifting their whole fake war on drugs that they admit was really meant to get spies.
[01:38:02.739 --> 01:38:05.481]  Now they're shifting it on to organic farmers, see?
[01:38:06.141 --> 01:38:06.301]  Right.
[01:38:06.361 --> 01:38:09.544]  War on drug tactics are dangerous and they have been for a long time.
[01:38:09.964 --> 01:38:15.508]  And now we do see some of the issues with that where these same drug war tactics are being used against people
[01:38:16.152 --> 01:38:19.956]  Who everybody now has to acknowledge are not a danger to anyone.
[01:38:19.976 --> 01:38:21.538]  These are peaceful religious people.
[01:38:21.578 --> 01:38:22.079]  Oh no, that's evil.
[01:38:22.279 --> 01:38:23.961]  And these same tactics are being used.
[01:38:24.001 --> 01:38:27.204]  He went undercover, he surveilled them, he attempted to join their co-op.
[01:38:27.224 --> 01:38:28.486]  He's a Stasi spy!
[01:38:28.526 --> 01:38:31.108]  This is like Russia, spying on a little farm.
[01:38:31.188 --> 01:38:31.589]  Go ahead.
[01:38:31.869 --> 01:38:34.552]  Right, and for two hours he tried to arm-twist them into joining the co-op.
[01:38:34.572 --> 01:38:35.173]  They told him no.
[01:38:35.949 --> 01:38:37.511]  Uh, he told them a bunch of lies.
[01:38:37.551 --> 01:38:42.976]  He told them he had a sick mother and these eggs, uh, these unpastured chicken eggs would make her better.
[01:38:43.356 --> 01:38:45.258]  You know, can you please share these with me?
[01:38:45.818 --> 01:38:49.542]  They said they really weren't interested in dealing with him because they're a private membership organization.
[01:38:49.562 --> 01:38:51.764]  Um, he continued to twist their arm.
[01:38:51.784 --> 01:38:52.685]  He wouldn't leave their house.
[01:38:52.845 --> 01:38:55.167]  Eventually they said, here, just take the eggs and get out of here, please.
[01:38:55.969 --> 01:39:00.351]  That's like the Mennonite farmer that said, OK, I'll give you milk.
[01:39:00.431 --> 01:39:02.072]  That's your SWAT team, baby!
[01:39:02.432 --> 01:39:04.433]  And that was an Ohio case, too, I believe.
[01:39:04.533 --> 01:39:08.635]  The same Ohio Department of Agriculture that is engaging in these activities.
[01:39:08.655 --> 01:39:12.557]  They're very much a rogue agency that's very much out of control and needs to be reined in.
[01:39:13.037 --> 01:39:13.938]  You're exactly right.
[01:39:15.438 --> 01:39:23.182]  Nine times out of ten, when I hear the word entrapment, it doesn't interest me because I think it's a little overblown.
[01:39:23.564 --> 01:39:28.826]  But this is a real case of the government manufacturing a crime over eggs to catch a crime.
[01:39:29.086 --> 01:39:29.166]  Eggs?
[01:39:29.186 --> 01:39:29.586]  Exactly.
[01:39:30.626 --> 01:39:34.327]  How many times growing up did we pull over and buy eggs at some little place where they're selling eggs?
[01:39:34.748 --> 01:39:35.268]  Exactly right.
[01:39:35.288 --> 01:39:38.969]  If you can't do that in America, you've got to buy at Walmart, you've got to buy a radiated egg.
[01:39:39.269 --> 01:39:41.130]  How dare you pull over and get a fresh egg?
[01:39:41.210 --> 01:39:42.710]  Oh my God.
[01:39:42.750 --> 01:39:46.511]  There is no more fundamental right, especially when you're talking about basic food.
[01:39:47.952 --> 01:39:49.612]  It really doesn't get any more fundamental.
[01:39:49.632 --> 01:39:51.733]  But these parasites, tell them what the parasites did.
[01:39:52.353 --> 01:40:12.882]  Well, based upon this one alleged sale of eggs, this retail sale, quote-unquote, the OD agent went and procured a search warrant, and then he exaggerated the situation and got the right to search the family's entire personal residence, not just the part where the co-op was.
[01:40:13.503 --> 01:40:18.745]  So, on December 1st in the morning, armed officers surrounded the house,
[01:40:19.361 --> 01:40:21.802]  And then went in with guns drawn.
[01:40:22.503 --> 01:40:26.325]  The lead officer was a violent fugitive task force officer.
[01:40:26.345 --> 01:40:27.846]  That's his specialization.
[01:40:27.866 --> 01:40:29.267]  Well, these are violent people!
[01:40:29.887 --> 01:40:31.008]  That's right.
[01:40:31.068 --> 01:40:33.749]  People that make chickens are Al-Qaeda.
[01:40:34.710 --> 01:40:37.452]  And they're in there with their black helmets and their machine guns.
[01:40:37.872 --> 01:40:39.753]  Oh God, Americans are next!
[01:40:40.233 --> 01:40:40.914]  Oh Lord!
[01:40:41.014 --> 01:40:43.335]  Oh God, what am I going to do?
[01:40:43.835 --> 01:40:45.676]  Well, and you know, the thing is,
[01:40:47.390 --> 01:40:53.657]  The police had no reason to be so forceful or to be scared and wetting themselves with concern over this family.
[01:40:53.797 --> 01:40:56.320]  Except that FEMA teaches them that rural people are terrorists.
[01:40:56.340 --> 01:40:57.441]  Have you seen those training videos?
[01:40:57.922 --> 01:41:04.029]  Well, if you look at the definition of terrorism in the Ohio revised code, and then you compare it to what happened to these people,
[01:41:04.885 --> 01:41:08.066]  You may find that that fits the facts of the crime.
[01:41:09.426 --> 01:41:17.067]  That's right, under the new Federal Patriot Act, any action that's a misdemeanor, basically, in Section 802 of it, but tell folks, aiming guns at the children?
[01:41:17.567 --> 01:41:25.269]  Well, to be fair, Alex, some of the blog facts initially reported were overblown, but that doesn't diminish the significance.
[01:41:25.389 --> 01:41:26.729]  So these armed men, what did they do?
[01:41:26.769 --> 01:41:27.109]  What did they do?
[01:41:27.149 --> 01:41:27.349]  Right.
[01:41:27.629 --> 01:41:31.990]  This was not a SWAT team, but it was police using SWAT-like tactics
[01:41:32.403 --> 01:41:38.208]  They burst through into the house after the door was opened, before they obtained any kind of consent to enter.
[01:41:39.228 --> 01:41:40.189]  They burst through the house.
[01:41:40.570 --> 01:41:43.852]  They locked it down as though it were enemy battle territory.
[01:41:44.653 --> 01:41:58.724]  They ushered the whole family by force into one small room, where numerous agents from health departments and from the Department of Agriculture came in, combed over their entire personal residence, took all of their personal food.
[01:41:58.744 --> 01:42:01.086]  This is a family of ten who had just butchered
[01:42:01.596 --> 01:42:06.378]  A large part of their herd of sheep, and they took all of this meat from this family.
[01:42:06.398 --> 01:42:08.099]  And I'm sure the government targeted it.
[01:42:08.299 --> 01:42:10.340]  I'm sure they targeted them to try to bankrupt them.
[01:42:10.380 --> 01:42:11.581]  That's also a tactic.
[01:42:11.601 --> 01:42:12.861]  That's actually exactly right.
[01:42:12.881 --> 01:42:18.124]  They were trying to set up some sort of controlled buy, and they were waiting for this meat to get back to the family to do this.
[01:42:18.144 --> 01:42:24.007]  And of course, they had to wait so long that they were outside of the scope of the warrant, which had actually expired by the time they did this.
[01:42:25.207 --> 01:42:26.108]  So they're in the house.
[01:42:26.128 --> 01:42:26.868]  They take all this.
[01:42:26.888 --> 01:42:28.869]  They take the personal computers of the family.
[01:42:29.329 --> 01:42:30.790]  They take the personal cell phone.
[01:42:31.708 --> 01:42:37.274]  They take everything from this family, and they still have a lot of these things.
[01:42:37.314 --> 01:42:43.740]  They've just given back some of the computers and cell phones, but they've kept the rest, and they're now looking to press criminal charges.
[01:42:43.760 --> 01:42:44.922]  Alright, stay there.
[01:42:44.962 --> 01:42:47.604]  I'm going to skip this break for the PrisonPlanet.tv viewers.
[01:42:48.025 --> 01:42:50.447]  For everybody else, we'll be back in three minutes with our guest.
[01:42:50.467 --> 01:42:50.888]  Stay with us.
[01:42:57.461 --> 01:43:01.162]  All right, sir, we're going to skip this break and we come back to the full audience.
[01:43:01.783 --> 01:43:02.823]  Some stations aren't with us now.
[01:43:02.843 --> 01:43:05.984]  I want to give out your website for folks to support you and to help you.
[01:43:06.024 --> 01:43:11.446]  And again, you know, I'm trying to illustrate how absurd all this is with all my screwing around, but I'm not screwing around.
[01:43:11.466 --> 01:43:13.067]  I mean, this is for folks that don't know.
[01:43:13.087 --> 01:43:18.268]  Is this not, I mean, as a constitutional lawyer yourself, classical Stalinist tyranny?
[01:43:19.169 --> 01:43:20.349]  Well, here's the real problem.
[01:43:20.689 --> 01:43:22.170]  I think that you're fairly correct.
[01:43:23.391 --> 01:43:30.915]  And you can, you know, the whole argument that this is a public safety issue is undermined by the fact that there are 22 exemptions to the law.
[01:43:31.315 --> 01:43:36.578]  I mean, and these are people that are treated no differently than the Stowers, or they treat their food no differently than the Stowers.
[01:43:37.216 --> 01:43:38.896]  Other than it's unconventional.
[01:43:39.176 --> 01:43:41.017]  Why were the police so jacked up?
[01:43:41.037 --> 01:43:52.659]  I mean, why were they relishing putting so much manpower, not into missing children, not into car thefts, not into home invasions or rapes, but casing and spying and tracking egg sellers?
[01:43:53.199 --> 01:44:00.221]  It's really not clear whether they're trying to enhance their own bureaucratic self-interest, trying to justify their existence.
[01:44:00.971 --> 01:44:25.656]  As a bureaucracy, it's really not clear, but here's the important thing to know about your Fourth Amendment rights, when it relates to search and seizure here, is that, you know, these paramilitary raids are on the rise, and they're on the rise for offenses like this, alleged offenses like this, that at best are licensure law violations, and the police don't have the right to use this kind of force on peaceful people.
[01:44:25.876 --> 01:44:29.357]  The reason that this knock-and-announce rule was put into place
[01:44:29.935 --> 01:44:42.404]  And the only reason they can be violated are when there's either one, worry that the evidence is going to be destroyed, or two, there's worry that the people inside are armed and dangerous and going for their guns.
[01:44:43.264 --> 01:44:48.028]  And there is never any indication that these people were going to destroy the evidence.
[01:44:48.048 --> 01:44:52.311]  But see, now they say if you're a gun owner, though, that's their excuse to go after you.
[01:44:53.271 --> 01:44:53.932]  Well, you know what?
[01:44:54.312 --> 01:44:56.814]  I wouldn't have been surprised to have seen that.
[01:44:57.426 --> 01:45:01.467]  And the affidavit that procured the search warrant, but not even that much was alleged.
[01:45:01.507 --> 01:45:04.288]  There was no allegation in the affidavit that these people were dangerous.
[01:45:04.328 --> 01:45:07.869]  Now, have they given back their food, or are they just letting it all spoil?
[01:45:08.369 --> 01:45:17.052]  Well, right now, they're, uh, I've been told they're storing it in an undisclosed location somewhere, and they say that it's being kept frozen.
[01:45:18.353 --> 01:45:18.793]  We don't know.
[01:45:20.000 --> 01:45:21.581]  Yeah, I wouldn't be surprised.
[01:45:21.662 --> 01:45:26.646]  We've asked for the food back and we've asked for compensation in the event that they won't give the food back.
[01:45:26.686 --> 01:45:27.867]  Well, you're suing them now.
[01:45:28.328 --> 01:45:29.108]  Absolutely.
[01:45:29.208 --> 01:45:41.500]  So when we come back in the final five minutes, I'm going to try to shut up and just let you finish up what really happened inside of there for the six plus hours and now where this case is going and then of course give out the Buckeye Institute website.
[01:45:42.220 --> 01:45:52.408]  The Center for Constitutional Law for our substantive audience so they can... And then I'll have you back sometime in the near future for a full hour to explain to people their basic rights that if we don't fight for, we'll disappear.
[01:45:52.428 --> 01:45:52.848]  Here we go.
[01:46:02.655 --> 01:46:04.877]  If you don't fight for a right, it dies.
[01:46:05.197 --> 01:46:07.198]  We must animate our liberties, our freedoms.
[01:46:09.740 --> 01:46:10.561]  And the tyranny
[01:46:12.384 --> 01:46:15.107]  Unfolding against humanity right now is just off the charts.
[01:46:15.647 --> 01:46:27.419]  You know, in the behind-the-scenes talk on PrisonPlanet.tv with our guest, Maurice Thompson, constitutional law scholar and director over there at the Constitutional Law Center with the Buckeye Institute.
[01:46:32.731 --> 01:46:40.777]  You were talking about paramilitary raids on peaceful people for, you know, tiny things that might be a $50 fine, though they had exemptions.
[01:46:42.578 --> 01:46:46.901]  Finish up with that, and then what happened in the raid, and then where are the lawsuits going, and give folks the website.
[01:46:47.362 --> 01:46:47.882]  Sure, Alex.
[01:46:47.922 --> 01:46:55.067]  I'll reiterate what I told you over the break, and that is that one of the things we're fighting for here are people's Fourth Amendment rights.
