[00:00:00.069 --> 00:00:01.029]  Engine Moving Parts.
[01:09:29.013 --> 01:09:34.894]  Tell me what the profit would be on those preferred stocks if you began putting even $1 of them into the market today.
[01:09:36.393 --> 01:09:38.474]  Congressman, I don't know what the price would be.
[01:09:38.534 --> 01:09:39.934]  Okay, well, you're from Goldman Sachs.
[01:09:40.655 --> 01:09:41.475]  I used to work there.
[01:09:41.735 --> 01:09:44.436]  Okay, well, I'm from Directed Electronics.
[01:09:44.456 --> 01:09:45.716]  You're from your last job.
[01:09:47.677 --> 01:09:55.500]  If you tell me that you've improved the market, then by definition, those assets, if bought at par, have appreciated.
[01:09:55.540 --> 01:09:56.060]  Isn't that true?
[01:09:57.071 --> 01:10:00.993]  Well, there are many, again with deep respect, Congressman, there are many different markets.
[01:10:01.033 --> 01:10:02.854]  There's the equity market, there's the credit markets.
[01:10:03.334 --> 01:10:04.455]  I think there are strong signs.
[01:10:04.515 --> 01:10:07.216]  I can walk you through data showing the credit markets improving.
[01:10:07.496 --> 01:10:09.257]  The equity markets, we purchase equity.
[01:10:10.478 --> 01:10:12.058]  You purchased a debt instrument.
[01:10:12.739 --> 01:10:14.660]  Well, it's tier one capital, Congressman.
[01:10:15.680 --> 01:10:21.563]  You know, we can go ring around the rosy here, but you're here today because Congress is feeling that you
[01:10:22.500 --> 01:10:26.301]  You've played a bait-and-switch game, and you're not convincing anyone that you haven't.
[01:10:26.461 --> 01:10:29.821]  But let's just try to go to the fundamentals.
[01:10:29.861 --> 01:10:31.021]  You bought preferred stock.
[01:10:31.201 --> 01:10:31.502]  Yes, sir.
[01:10:31.582 --> 01:10:33.222]  Preferred stock is a dead instrument.
[01:10:33.742 --> 01:10:37.283]  You're capitalizing the company, but you're capitalizing with a dead instrument.
[01:10:37.823 --> 01:10:39.143]  Those instruments trade.
[01:10:39.263 --> 01:10:40.563]  I have BB&T.
[01:10:40.763 --> 01:10:46.264]  I have a number of dead instruments of that sort.
[01:10:47.164 --> 01:10:51.785]  They have, in fact, appreciated from the time you bought till today.
[01:10:52.806 --> 01:10:54.328]  In various portfolios.
[01:10:54.728 --> 01:10:58.392]  So I'm looking at those and I'm following a lot more of those kinds of instruments.
[01:10:59.053 --> 01:11:00.014]  They have appreciated.
[01:11:00.414 --> 01:11:10.685]  So my question to you today, under oath, as someone who should know about this is, are your purchases above par today in your opinion?
[01:11:12.216 --> 01:11:13.457]  Candidly, Congressman, I don't know.
[01:11:13.537 --> 01:11:18.460]  We have independent valuation firms that are going to provide regular reporting on the current valuations.
[01:11:18.500 --> 01:11:19.861]  Regular reporting starting when?
[01:11:20.081 --> 01:11:20.761]  You're here today.
[01:11:20.781 --> 01:11:23.843]  Do you have any regular reporting from the day you bought them until today?
[01:11:24.103 --> 01:11:39.033]  We've published the reports to the Treasury website within 48 hours of completing the transactions on the terms, and then we're, right now we're in the process, just yesterday, the equity asset manager solicitations concluded, and we've received I think hundreds of proposals.
[01:11:39.353 --> 01:11:41.154]  We'll be engaging the equity asset managers
[01:11:41.514 --> 01:11:46.337]  Who will be providing us the valuation services and the reporting to the Congress on a go-forward basis?
[01:11:46.857 --> 01:12:01.086]  Well, wouldn't it be reasonable for us to believe here today that if, in fact, you have improved the market, that those assets that you purchase, we'll call them equities since they're a hybrid, have appreciated?
[01:12:03.078 --> 01:12:06.281]  I think they'd be reasonable relative to the day that we bought them.
[01:12:06.381 --> 01:12:16.710]  So if we find out on the next report, which I hope is forthcoming and we will be looking for it, that they are below par, then in fact you paid too much, right?
[01:12:17.271 --> 01:12:20.654]  Well, again, it depends, Congressman, what our objective was.
[01:12:20.714 --> 01:12:24.257]  Our objective was to create a program that would encourage
[01:12:24.761 --> 01:12:29.163]  Thousands of banks across our country to voluntarily apply and to use the capital.
[01:12:29.543 --> 01:12:32.625]  And so we intentionally made it attractive for them to want to apply.
[01:12:32.825 --> 01:12:45.451]  So you believe here today that you had authority to subsidize banks, including providing them this capital at a below par, a below fair market of a market that should have existed but didn't exist.
[01:12:46.092 --> 01:12:48.693]  Well, Congressman, as you know, the market when we did this
[01:12:49.813 --> 01:12:51.394]  There was no market.
[01:12:51.534 --> 01:12:53.756]  Most banks couldn't raise private capital.
[01:12:54.136 --> 01:12:56.077]  But we're in a better market today.
[01:12:56.097 --> 01:13:02.863]  One of the reasons for the question is you've thrown $350 billion, including AIG and so on, out there.
[01:13:02.883 --> 01:13:05.004]  You're coming back for another $350 billion.
[01:13:05.745 --> 01:13:09.288]  If in fact what we discover, and I believe here today,
[01:13:10.320 --> 01:13:17.542]  Is that your $350 billion, and let's just look at $250 billion, we'll leave AIG, which is a whole other can of worms, aside.
[01:13:18.003 --> 01:13:34.208]  If that money, in fact, is a subsidy arriving at a price below the fair market price, thus causing banks to choose you, including banks in my district, choose you instead of other capital, all you've really done is give them a discount capital.
[01:13:34.773 --> 01:13:40.579]  Now, the reason I ask that is, how large is the capital base necessary for the banking industry in America?
[01:13:40.600 --> 01:13:41.741]  Do you have any idea?
[01:13:43.342 --> 01:13:45.845]  Isn't it about 55 trillion, plus or minus?
[01:13:46.146 --> 01:13:48.168]  In terms of assets or capital?
[01:13:48.648 --> 01:13:50.110]  The size of the market, if you will.
[01:13:51.430 --> 01:13:52.271]  That sounds about right.
[01:13:53.431 --> 01:14:02.875]  So you'd have to put several trillion dollars in to be the owner, if you will, of that base, even with the multiple.
[01:14:03.235 --> 01:14:13.179]  So the reason I'm asking all this, and I know I've got to yield back, I've extended my time and just follow up one last time, if all you're doing is moving
[01:14:14.210 --> 01:14:38.992]  Your money in at a discount to banks and entities like American Express and GMAC and everybody else who's rushing to become a bank holding company today as a result of this deal, then at the end of the day we will have bought stock at too high a price or debt at too low an interest rate, however you want to look at these preferred instruments, and we will have moved people to other capital
[01:14:39.685 --> 01:14:41.347]  Well, Congressman, when you have a market that is dysfunctional,
[01:14:54.446 --> 01:15:01.470]  Any deal that we would put in, because we'd be the only provider of capital, would by definition be better than the non-available capital in the middle of a crisis.
[01:15:01.490 --> 01:15:04.511]  So yes, we did offer attractive terms to stabilize the market.
[01:15:04.852 --> 01:15:09.654]  Mr. Chairman, I might note that Warren Buffett weighed into this with billions of dollars.
[01:15:09.954 --> 01:15:10.895]  Wells did a deal.
[01:15:11.155 --> 01:15:13.136]  There have been dollars done.
[01:15:13.676 --> 01:15:33.491]  But those dollars, I believe, are not coming in until the United States quits subsidizing in competition to private sector dollars that would ask for a better return, and undoubtedly would say that dividends and excess compensation would have to be curtailed until they were getting their returns.
[01:15:34.411 --> 01:15:38.074]  I thank the gentleman, and there was a reason why I
[01:15:39.000 --> 01:15:43.744]  I voted with the gentleman twice on this same question, the bailout.
[01:15:44.625 --> 01:15:48.868]  We now recognize for a period of ten minutes, Mr. Cummings of Maryland.
[01:15:48.888 --> 01:15:50.530]  Mr. Cummings, you can proceed with your question.
[01:15:50.550 --> 01:15:52.311]  Thank you very much, Mr. Chairman.
[01:15:52.351 --> 01:16:02.960]  Mr. Kush, Kerry, I must say that as I have sat here listening to your answers, I have been disappointed.
[01:16:04.982 --> 01:16:05.802]  I think that
[01:16:08.292 --> 01:16:20.655]  You have kind of skipped around the issues here and I say that because when I saw pictures of you, I thought, you know, I said this looks like a guy that'll be a straight shooter.
[01:16:20.675 --> 01:16:23.476]  So I'm going to ask you some questions, sir.
[01:16:24.156 --> 01:16:26.617]  And I don't say that trying to embarrass you.
[01:16:26.657 --> 01:16:33.179]  I say it because life is short and I don't have time to hearing around the rosy answers.
[01:16:35.389 --> 01:16:37.491]  Let me go back to something that the Chairman said.
[01:16:37.531 --> 01:16:52.404]  He talked about how, whether you understood that when foreclosures take place, he said, he asked you, did you realize that it also affects the housing in the communities?
[01:16:52.424 --> 01:16:57.068]  In other words, you sell a foreclosed house, it's lower price, price value goes down.
[01:16:58.509 --> 01:17:00.571]  Let me ask you this follow-up question to that.
[01:17:00.631 --> 01:17:01.692]  You also understand
[01:17:03.092 --> 01:17:10.018]  That when price value goes down, local government is affected because it's based upon the tax dollars are based on that.
[01:17:11.119 --> 01:17:13.001]  And it just goes on and on and on.
[01:17:13.161 --> 01:17:16.824]  So it's a very serious problem that we are dealing with here.
[01:17:18.546 --> 01:17:28.375]  Do you, and I guess what I'm, I always, every time I sit in these hearings, I always try to put myself in the position of my constituents who are watching this.
[01:17:30.583 --> 01:17:45.953]  Because when I come home, hopefully I'll get home about 3 o'clock today, I live in the inner city of Baltimore, and believe me, when I go to the supermarket tonight, when I go take my daughter to the movies this evening, I promise you people are going to ask me about you.
[01:17:47.934 --> 01:17:59.342]  And what they're going to say is, Cummings, we watched the hearing, we heard that guy, Cash Carey, but I'm losing my house today.
[01:18:01.564 --> 01:18:02.584]  And they're going to ask the question.
[01:18:02.604 --> 01:18:10.168]  They're going to say, well, we heard about the Citigroup thing where I've got to be three months behind before I can get help.
[01:18:11.248 --> 01:18:12.829]  And we heard that guy, Kashkari.
[01:18:12.869 --> 01:18:15.150]  We know he's in charge of the $700 billion.
[01:18:15.610 --> 01:18:17.191]  What can he tell me today?
[01:18:18.251 --> 01:18:19.652]  I do not want a handout.
[01:18:20.652 --> 01:18:21.712]  I just want a hand.
[01:18:22.253 --> 01:18:23.473]  I want to pay my mortgage.
[01:18:23.873 --> 01:18:27.715]  I just need a little help because this Bush administration
[01:18:28.451 --> 01:18:32.573]  And his policies has put me in a position where I don't have a job.
[01:18:34.754 --> 01:18:36.674]  Or I'm now working a part-time job.
[01:18:38.235 --> 01:18:40.116]  Help me, did I miss something, Cummings?
[01:18:41.416 --> 01:18:48.399]  What can Mr. Kashkari, did he say something to help me know how I can help my family?
[01:18:48.719 --> 01:18:49.700]  That's what they're asking.
[01:18:49.940 --> 01:18:50.960]  They are in pain.
[01:18:51.741 --> 01:18:53.681]  Now I'm giving you your, you're on TV.
[01:18:54.442 --> 01:18:55.002]  You're the man.
[01:18:55.876 --> 01:18:58.458]  I don't know how much we're paying you, but you're our employee.
[01:19:01.080 --> 01:19:06.805]  And I'm asking you to look in the camera, somebody back here, and tell those people what you are doing.
[01:19:06.845 --> 01:19:09.628]  They hear about the bailouts of Wall Street.
[01:19:10.989 --> 01:19:16.814]  They hear that their tax dollars are being paid to AIG and these people going on these junkets and all that.
[01:19:16.834 --> 01:19:17.654]  They hear all of that.
[01:19:19.736 --> 01:19:21.918]  But they feel like it's ring around the rosy.
[01:19:21.958 --> 01:19:23.159]  They hear a lot of nice talk,
[01:19:24.378 --> 01:19:26.220]  But they're still being put out of their houses.
[01:19:27.220 --> 01:19:37.569]  They hear Paulson get up and talk about all this wonderful stuff, but they still are worried about whether they're going to come home and all of their furniture is going to be on the street.
[01:19:38.129 --> 01:19:39.791]  Those are the people that I represent.
[01:19:41.032 --> 01:19:47.617]  So I'm begging you to please tell me exactly what is being done.
[01:19:47.657 --> 01:19:49.218]  And then I want you to do something else.
[01:19:50.039 --> 01:19:51.000]  With Fannie Mae,
[01:19:52.648 --> 01:19:58.333]  Announcing Monday that it had lost twenty nine billion dollars and you talked about all the wonderful things that Fannie Mae is going to do.
[01:19:59.915 --> 01:20:10.685]  I'm wondering how that affects, I know we got a hundred billion that can go into their coffers, but how does that affect them helping that guy that I just talked about?
[01:20:11.625 --> 01:20:17.491]  And I'm saying, I mean I hear you guys talk about the urgency of the market and all of that, but
[01:20:19.429 --> 01:20:31.114]  Something tells me that you need, and I think this is where the Chairman is coming from, you know, we can fix Wall Street, but it seems like there's a bucket down there at the bottom.
[01:20:31.134 --> 01:20:34.715]  These people that are being thrown out of their houses, it's like a bucket with a hole in it.
[01:20:35.335 --> 01:20:42.578]  So whatever you do for Wall Street, if you're not saving these mortgages and helping people stay afloat, and by the way, saving some pain,
[01:20:44.352 --> 01:20:45.633]  I mean, it makes no sense.
[01:20:45.753 --> 01:20:47.234]  And so, help me with that.
[01:20:47.294 --> 01:20:51.937]  Because my people don't believe that you all care about them.
[01:20:52.457 --> 01:20:54.318]  And I hate to tell you that, but they don't.
[01:20:55.439 --> 01:20:56.220]  And they're angry.
[01:20:58.521 --> 01:20:59.942]  Let me say two things, please.
[01:20:59.962 --> 01:21:09.068]  Alright folks, we just rolled through the breaks for the InfoWars.com and PrisonPlanet.tv viewers.
[01:21:11.109 --> 01:21:13.612]  But, uh, this will go about a minute or two over.
[01:21:13.973 --> 01:21:19.099]  When the radio show ends, on the internet only, we'll finish up the clip with a percentage.
[01:21:19.139 --> 01:21:23.004]  There's even more I'm going to play tomorrow, and then we'll be able to take your calls on it and comment.
[01:21:23.365 --> 01:21:24.827]  One thing I keep forgetting to plug, um...
[01:21:26.360 --> 01:21:30.022]  PrisonPlanet.tv for this month into December.
[01:21:30.122 --> 01:21:33.485]  You can get five months free right now at PrisonPlanet.tv.
[01:21:34.065 --> 01:21:42.330]  Twenty plus films that I've made, hundreds of other documentaries, my weekly TV reports, in-studio reports, extras, just so much.
[01:21:42.450 --> 01:21:45.092]  And it's all in high quality at PrisonPlanet.tv.
[01:21:45.452 --> 01:21:48.314]  You can then burn it to disk and give it to friends, family, and neighbors.
[01:21:48.714 --> 01:21:50.215]  People are really waking up right now.
[01:21:50.275 --> 01:21:51.596]  They're ready to hear the truth right now.
[01:21:51.916 --> 01:21:54.258]  And PrisonPlanet.tv is an armory
[01:21:55.276 --> 01:21:58.518]  In the fight against the New World Order in the Information War.
[01:21:58.538 --> 01:22:01.900]  So don't forget PrisonPlanet.tv and give it as a gift.
[01:22:01.980 --> 01:22:04.402]  Give them a PrisonPlanet.tv membership.
[01:22:04.442 --> 01:22:11.807]  Just create a passcode and a username and then give that to friends and family in a card and use the passcode for yourself.
[01:22:11.847 --> 01:22:12.747]  That's a little present to you.
[01:22:12.767 --> 01:22:16.490]  You can share the passcode with a couple folks if you'd like to.
[01:22:17.597 --> 01:22:23.500]  But that said, let's go back to the hearing, and then when it's over, rebroadcast will start at InfoWars.com.
[01:22:23.920 --> 01:22:28.522]  With Max Keiser today, we also had Gerald Salente, it was amazing on.
[01:22:28.822 --> 01:22:32.924]  So that's all coming up in the refeeds at InfoWars.com.
[01:22:32.984 --> 01:22:38.106]  But we're going to go out of the show with the clip and into overdrive for the InfoWars.com listeners.
[01:22:38.126 --> 01:22:38.466]  Here we go.
[01:22:40.167 --> 01:22:41.568]  Let me say two things, please.
[01:22:42.588 --> 01:22:46.350]  One, the legislation that we asked for,
[01:22:47.529 --> 01:22:52.833]  We asked for it to try to stabilize and prevent a complete financial collapse of our financial system.
[01:22:53.234 --> 01:22:54.895]  And that was not to help Wall Street.
[01:22:55.335 --> 01:22:56.697]  That was to help every American.
[01:22:57.577 --> 01:22:57.958]  Please, sir.
[01:22:58.278 --> 01:22:59.739]  No, let me tell you something.
[01:23:00.400 --> 01:23:01.160]  I understand that.
[01:23:01.200 --> 01:23:02.241]  That's why I voted for it.
[01:23:02.461 --> 01:23:02.782]  Yes, sir.
[01:23:03.462 --> 01:23:08.947]  But let me tell you, when we gave them money, when we gave the banks money, they still weren't loaning any money.
[01:23:09.427 --> 01:23:16.493]  Let's talk about that, because we are passionate about getting the banks to loan money in our communities to help our small businesses and to help our homeowners.
[01:23:17.597 --> 01:23:25.962]  First of all, we allocated $250 billion for banks of all sizes across the country, and just about half the money is out the door today.
[01:23:26.002 --> 01:23:29.824]  I think we're going to approve another 20 banks today, large and small, across the country.
[01:23:30.824 --> 01:23:37.028]  Potentially thousands of banks are applying, and it's going to take a few months to process the thousands of transactions to get the money out the door.
[01:23:37.408 --> 01:23:39.389]  So we're working as fast as we can.
[01:23:39.529 --> 01:23:43.611]  We're working around the clock to process all these to get the money in our community banks.
[01:23:44.231 --> 01:23:45.172]  It's not a stimulus.
[01:23:45.812 --> 01:23:46.953]  It's not an economic
[01:23:47.523 --> 01:23:53.765]  Mr. Kashkari, in the neighborhood I grew up in, in the inner city of Baltimore, one of the things that you tried to do was make sure that you were not considered a chump.
[01:24:16.502 --> 01:24:24.385]  And what Chump meant was that you didn't want people to see you as just somebody they could get over on.
[01:24:27.547 --> 01:24:43.674]  And I'm just wondering how you feel about an AIG giving 503 million dollars worth of bonuses out of one hand
[01:24:45.350 --> 01:24:53.352]  And accepting $154 billion from hard-working taxpayers.
[01:24:54.472 --> 01:24:57.033]  You know, because I'm trying to get, I'm trying to make sure you get it.
[01:24:58.353 --> 01:24:58.653]  You know?
[01:24:58.673 --> 01:25:02.434]  I mean, and you know what, what really bothers me?
[01:25:04.554 --> 01:25:07.015]  Is because all these other people who are lined up.
[01:25:08.935 --> 01:25:13.276]  They say, well, is Kashkari a chump?
[01:25:15.760 --> 01:25:18.221]  We can just go in there, and I'm not saying they are, I don't know.
[01:25:20.221 --> 01:25:24.362]  We can go in there, we'll get some money, and you know what AIG did?
[01:25:24.822 --> 01:25:26.963]  They even will tell you they're coming back for some more.
[01:25:29.724 --> 01:25:38.926]  And they have the nerve, the nerve, to grant some 503 million dollars worth of bonuses.
[01:25:41.986 --> 01:25:45.587]  I'm just wondering, do you all say to yourself, boy this doesn't look too good.
[01:25:46.008 --> 01:26:04.355]  And I'm wondering about them, if it was strictly from a PR standpoint, and I know nothing about PR, but one thing I do know, I wouldn't want to be asking my friend for some money to help me stay afloat, and if I didn't get the money I'd be out of business, and then for my friend
[01:26:05.288 --> 01:26:06.809]  I say, okay, I'm really struggling.
[01:26:06.829 --> 01:26:17.336]  Then my friend, who can barely afford to go to McDonald's, then walks around and sees me in a restaurant costing $150 a meal.
[01:26:18.577 --> 01:26:20.578]  There's absolutely something wrong with that picture.
[01:26:20.598 --> 01:26:25.041]  And so I wonder, do you all, I mean, does that go through your head?
[01:26:25.601 --> 01:26:26.902]  Or is it just me?
[01:26:26.942 --> 01:26:27.883]  Am I missing something?
[01:26:28.872 --> 01:26:35.558]  No, Congressman, I saw the same images that you saw of the parties, and I share your frustration with that.
[01:26:35.718 --> 01:26:39.962]  What about the $503 million worth of bonuses?
[01:26:40.222 --> 01:26:46.388]  Let's talk about that, because I heard about that this morning, I think as you did, in the paper, and I asked my colleagues to check on it.
[01:26:46.408 --> 01:26:47.268]  I said, what is this?
[01:26:47.309 --> 01:26:49.010]  Because I was outraged when I saw the headlines.
[01:26:49.490 --> 01:26:55.556]  What was explained to me is that this was money, apparently, and I'm not defending it, but this is money that had already been paid
[01:26:56.323 --> 01:27:02.765]  to employees that were set aside in a separate fund that they would get if they left AIG.
[01:27:03.685 --> 01:27:09.407]  And we need AIG to keep running as a company so that it can sell off its assets and pay back the taxpayers.
[01:27:09.787 --> 01:27:19.650]  And so from what's been explained to me is that this money that had already been paid but set aside to the employees was now released so that the employees did not have an incentive to quit.
[01:27:20.566 --> 01:27:24.948]  Because we need them to keep working so that they can sell off the assets and pay back the taxpayers.
[01:27:25.028 --> 01:27:28.570]  We need them to keep working, but guess what?
[01:27:29.710 --> 01:27:33.732]  There are a whole lot of people that can replace them because there are so many people losing their jobs.
[01:27:34.212 --> 01:27:36.073]  This is an employer's market today.
[01:27:36.373 --> 01:27:36.913]  That's true, sir.
[01:27:37.073 --> 01:27:37.613]  Come on now.
[01:27:38.434 --> 01:27:43.216]  There are people, I guarantee you, there are people who are lined up saying, please quit.
[01:27:44.278 --> 01:27:45.339]  So I can get a job!
[01:27:45.860 --> 01:27:56.893]  If I may take the prerogative as chair to say, I don't think anyone questions Mr. Kashkari that you're working hard.
[01:27:58.574 --> 01:28:01.398]  Our question is who you're working for.
[01:28:02.549 --> 01:28:05.471]  Alright folks, that is it for this transmission.
[01:28:05.611 --> 01:28:14.096]  Again, rebroadcast starts now with Gerald Cilente, Max Keiser, and many others on the internet at InfoWars.com and PrisonPlanet.tv on those exclusive streams.
[01:28:14.136 --> 01:28:22.261]  We'll be back on the AM and FM dial on stations as they rear across the country, and back live tomorrow 11am to 3pm with other big guests, your calls, and important news.
[01:28:22.581 --> 01:28:23.862]  I'm Alex Jones signing off.
[01:28:23.902 --> 01:28:25.323]  Great job with the crew and the sponsors.
[01:28:25.723 --> 01:28:26.884]  The resistance will continue.
