[00:00:00.049 --> 00:00:01.430]  SprayYourPlate.com.
[01:12:10.710 --> 01:12:21.274]  I've read many of your books, your unauthorized biography of George Bush Senior, the book on Obama, you've got a new book out on Obama, I haven't had a chance to read that yet, but I remember you almost a
[01:12:21.374 --> 01:12:41.157]  A year ago, when Obama wasn't even a frontrunner yet, wasn't even one of the top people yet, saying, watch Obama, watch Obama, watch Obama, now Obama became the nominee, you're saying, watch for fascism, watch for street thugs beating you up for talking bad about him, watch for the police saying you're not allowed to talk bad about Obama.
[01:12:41.157 --> 01:12:50.599]  And I remember going, Webster, even on air, I go, you're going too far, they're both puppets, they're both evil, I'm not going to say I support either one of them, they both are bought and paid for by Wall Street,
[01:12:51.239 --> 01:12:53.742]  I said, Webster, you know, I don't know where you get this.
[01:12:53.742 --> 01:12:58.786]  So we're going to go to break and come back and play a news clip and read what the governor of Missouri said about this.
[01:12:58.786 --> 01:13:00.407]  This is really happening now.
[01:13:00.407 --> 01:13:03.350]  But first, I want to know, how did you know that?
[01:13:03.350 --> 01:13:04.251]  I mean, that is like
[01:13:04.907 --> 01:13:12.556]  That is like predicting who's going to win the Indy 500, who's going to win second, third, and fourth place, you know, in 2020.
[01:13:12.556 --> 01:13:14.538]  I mean, how did you know this?
[01:13:14.538 --> 01:13:15.879]  Thank you very much.
[01:13:15.879 --> 01:13:17.521]  You're making me look a little bit too good.
[01:13:17.521 --> 01:13:20.525]  I did not really understand Obama until about the 7th or 8th of January.
[01:13:22.026 --> 01:13:32.037]  So, in 2007... Okay, ten months ago, all I know is, is that you were saying three, four months ago, five, six months ago, that exactly what's happening is now happening.
[01:13:32.037 --> 01:13:35.541]  Yeah, say nine or ten months ago, but here's the idea.
[01:13:35.541 --> 01:13:37.203]  I had lived in Central Europe.
[01:13:37.203 --> 01:13:43.150]  I've lived in Italy, lived in Germany, and I've really read a lot about the history of fascism and the early history.
[01:13:43.590 --> 01:13:50.194]  Italian fascism 1919 to 1922, German Nazism in the late 20s up until 1933.
[01:13:50.194 --> 01:13:52.715]  The Italian case is a very good one.
[01:13:52.715 --> 01:13:54.256]  Mussolini was a leftist.
[01:13:54.256 --> 01:13:54.957]  He was a socialist.
[01:13:54.957 --> 01:14:03.482]  He was a revolutionary socialist and his movement was made up of radical trade unionists, disgruntled war veterans from the special forces,
[01:14:04.282 --> 01:14:15.765]  Artists, intellectuals, sculptors, and revolutionary socialists who wanted Italy to join World War I. And that's what came together in Milan in 1919.
[01:14:15.765 --> 01:14:21.926]  So it's not a group of right-wing businessmen, although of course they pay for it.
[01:14:21.926 --> 01:14:25.667]  You've got to understand fascism is not a top-down phenomenon.
[01:14:25.667 --> 01:14:27.247]  It's a gutter phenomenon.
[01:14:27.247 --> 01:14:31.188]  It's a grassroots, anti-establishment, anti-authoritarian...
[01:14:47.737 --> 01:14:51.699]  Hooligans and fervently idealistic students.
[01:14:51.699 --> 01:14:55.821]  That would be a good summary of what fascist movements look like at the beginning.
[01:14:55.821 --> 01:15:01.504]  I'm stressing at the beginning, because once fascism takes power, these people more or less get mowed down.
[01:15:01.504 --> 01:15:04.365]  You know, Hitler just killed them all a couple of years after.
[01:15:04.365 --> 01:15:05.946]  Because they're the troublemakers.
[01:15:05.946 --> 01:15:07.787]  Yeah, they're going to be uncontrollable.
[01:15:07.787 --> 01:15:08.387]  They're the useful idiots.
[01:15:08.387 --> 01:15:09.888]  They're not going to be happy when they get betrayed.
[01:15:09.888 --> 01:15:15.031]  There were people in the Nazi movement who wanted a second revolution, and Hitler was not going to go for that.
[01:15:16.286 --> 01:15:20.030]  So, yeah, exactly, the brown shirt.
[01:15:20.030 --> 01:15:24.054]  But in the early phase, fascism is radical.
[01:15:24.054 --> 01:15:25.936]  A lot of people think it's refreshing.
[01:15:25.936 --> 01:15:27.718]  It's new.
[01:15:27.718 --> 01:15:29.740]  It's a wonderful thing for many people.
[01:15:29.740 --> 01:15:33.725]  Alright, but I want to specifically understand how you knew, because for those that don't know...
[01:15:35.181 --> 01:15:40.086]  Uh, the police are saying if you basically talk bad about Obama, they are going to arrest you.
[01:15:40.086 --> 01:15:41.788]  You cannot make this up.
[01:15:41.788 --> 01:15:43.610]  It's in multiple states.
[01:15:43.610 --> 01:15:48.896]  Tarpley was talking about it months ago, saying it was going on, but he couldn't document it in mainstream news.
[01:15:48.896 --> 01:15:52.019]  Now it's out there, and I mean, this is off the charts.
[01:15:52.019 --> 01:15:54.521]  This is off the charts, which you're about to hear when we get back.
[01:15:54.521 --> 01:15:54.922]  Stay with us.
[01:15:58.875 --> 01:16:03.779]  As a parent, your biggest fear is getting a phone call that your child has been attacked or worse.
[01:16:03.779 --> 01:16:09.264]  With your child going to college or moving out on their own, it's important to keep these safety tips in mind.
[01:16:09.264 --> 01:16:11.526]  Teach them to be aware of their surroundings.
[01:16:11.526 --> 01:16:13.608]  Walk on well-lit paths with friends or students.
[01:16:14.228 --> 01:16:17.232]  Secure the windows and doors of their dorm room or apartment.
[01:16:17.232 --> 01:16:19.175]  Know how to reach campus security.
[01:16:19.175 --> 01:16:22.719]  Always tell someone where they're going and when to expect their return.
[01:16:22.719 --> 01:16:25.543]  And always carry a self-defense device.
[01:16:25.543 --> 01:16:28.466]  This important message is brought to you by Pepperspray.com.
[01:16:29.367 --> 01:16:41.134]  Pepperspray.com features a full line of products for college students like Pepperspray and Mace, as well as window locks for dorm rooms or apartments, personal alarms, stun guns, and nighttime safety items.
[01:16:41.134 --> 01:16:45.317]  Enter school in the coupon code box and receive 10% off your order.
[01:16:45.317 --> 01:16:47.238]  Go to Pepperspray.com.
[01:16:47.238 --> 01:16:49.580]  That's Pepperspray.com or call 800-908-9988.
[01:16:49.580 --> 01:16:49.760]  That's 800-908-9988.
[01:17:00.291 --> 01:17:01.733]  Hi, this is Ted Anderson.
[01:17:01.733 --> 01:17:07.800]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:17:07.800 --> 01:17:08.621]  That's right.
[01:17:08.621 --> 01:17:11.465]  Gold has been available to be placed in IRAs since 1986.
[01:17:11.465 --> 01:17:18.393]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:17:18.934 --> 01:17:27.058]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:17:27.058 --> 01:17:32.541]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:17:32.541 --> 01:17:38.363]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[01:17:38.363 --> 01:17:42.885]  Don't get left behind by rising inflation and low return on your paper investments.
[01:17:42.885 --> 01:17:43.146]  Call 800-686-2237.
[01:17:43.146 --> 01:17:44.966]  Make sure that you secure your future.
[01:17:48.208 --> 01:17:48.509]  Call 800-686-2237.
[01:17:48.509 --> 01:17:48.709]  That's 1-800-686-2237.
[01:17:59.153 --> 01:18:08.998]  Since the year 2000, earthquakes, heat waves, droughts, tsunamis, floods, fires and hurricanes have killed over 1 million people worldwide and forced tens of millions to go without food and water.
[01:18:08.998 --> 01:18:13.160]  After Katrina, the media was eager to show victims in New Orleans begging for food.
[01:18:13.160 --> 01:18:18.143]  If a disaster strikes you and your loved ones and you have no stored food, you'll be begging as well.
[01:18:18.143 --> 01:18:24.126]  Now our economy is slipping into an abyss that even Donald Trump says will make the Great Depression look like a Sunday picnic.
[01:18:24.306 --> 01:18:24.746]  The U.S.
[01:18:24.746 --> 01:18:27.608]  dollar is worth less today than it was even last week.
[01:18:27.608 --> 01:18:33.950]  Before food prices skyrocket, trucks stop running, and stores close their doors, Survival Enterprises can help you prepare.
[01:18:33.950 --> 01:18:38.813]  They're master distributors of Mountain House freeze-dried food with up to a 50-year shelf life.
[01:18:38.813 --> 01:18:45.396]  Survival Enterprises has real butter, cheese and bread, real beef, chicken and turkey, all canned for long-term storage.
[01:18:45.396 --> 01:18:46.916]  For their website and more info, call 1-800-753-1981.
[01:18:46.916 --> 01:18:47.217]  That's 1-800-753-1981.
[01:18:53.121 --> 01:18:58.078]  1981 and remember if you wait until you need us it's too late call now
[01:18:59.378 --> 01:19:03.139]  It is now time to reign in evil and bring them to justice.
[01:19:03.139 --> 01:19:08.160]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:19:08.160 --> 01:19:13.621]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:19:13.621 --> 01:19:24.624]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:19:24.624 --> 01:19:25.844]  They are called Illuminati.
[01:19:26.284 --> 01:19:29.025]  Elite, proponents of the New World Order.
[01:19:29.025 --> 01:19:31.787]  They oppose everything that is God and Truth.
[01:19:31.787 --> 01:19:35.348]  They are of the line that was disinherited 2,000 years ago.
[01:19:35.348 --> 01:19:47.874]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the Earth and mankind, we will undo through the authority that has now been delegated to us.
[01:19:48.354 --> 01:19:51.736]  What are we talking about, ladies and gentlemen?
[01:19:51.736 --> 01:19:52.837]  Well, this is Governor
[01:20:17.233 --> 01:20:23.316]  Blunt statement on Obama campaign's abuse of use of Missouri law enforcement.
[01:20:23.316 --> 01:20:29.999]  Now, remember when George Bush put people in free speech zones five miles away so they can't protest, we're against it here.
[01:20:29.999 --> 01:20:36.703]  That's a violation against the Bill of Rights, what our veterans have fought and died for, everything that makes us a free and safe society.
[01:20:36.703 --> 01:20:39.604]  From the greatest threat to humanity, tyranny from government.
[01:20:41.454 --> 01:20:45.316]  But remember Bill Clinton, how bad he was, and, oh, George Bush is going to save us.
[01:20:45.316 --> 01:20:46.617]  And I was neutral on that.
[01:20:46.617 --> 01:20:47.597]  I said, I don't think so.
[01:20:47.597 --> 01:20:48.598]  These guys are just puppets.
[01:20:48.598 --> 01:20:50.419]  And then it was so much worse.
[01:20:50.419 --> 01:20:53.980]  Well, it can get a lot worse after that, folks, with Barack Obama.
[01:20:53.980 --> 01:20:58.943]  And I'm not even saying, I'm not, I've said I'm not going to vote for either one, but I tell you,
[01:20:59.938 --> 01:21:02.360]  What I'm seeing here makes me question that.
[01:21:02.360 --> 01:21:03.181]  Not that it matters.
[01:21:03.181 --> 01:21:05.843]  Most areas of the country are electronic voting machines.
[01:21:05.843 --> 01:21:08.866]  They've been proven to be involved in fraud.
[01:21:08.866 --> 01:21:10.587]  That's why we're under so much tyranny.
[01:21:10.587 --> 01:21:15.191]  That's why 91% of the American people don't want the bailout, but they're doing it.
[01:21:15.191 --> 01:21:19.414]  Or 91% in the Gallup poll, same number, don't want open borders, they're doing it.
[01:21:19.414 --> 01:21:21.016]  They just do what the elite want.
[01:21:21.016 --> 01:21:22.337]  But listen to the governor.
[01:21:23.234 --> 01:21:33.882]  Governor Matt Blunt today issued a following statement on news reports that have exposed plans by Senator Barack Obama to use Missouri law enforcement to threaten and intimidate his critics.
[01:21:33.882 --> 01:21:40.968]  This is from governor.mo.gov and this is Missouri Governor.
[01:21:40.968 --> 01:21:41.228]  St.
[01:21:41.228 --> 01:21:46.753]  Louis City Circuit Attorney Bob McCulloch, St.
[01:21:46.753 --> 01:21:49.455]  Louis City Circuit Attorney Jennifer Joyce,
[01:21:50.586 --> 01:22:05.477]  Jefferson County Sheriff Glenn Boyer and Obama and the leader of the Missouri campaign, Senator Clary McCaskill, they're all on TV and multiple newscasts, folks, have attached the stench of police state tactics to the Obama-Biden campaign.
[01:22:05.477 --> 01:22:07.478]  That is the governor!
[01:22:07.478 --> 01:22:09.780]  Now, I saw this Friday.
[01:22:10.990 --> 01:22:21.738]  And then again Saturday I made more calls, and you can call the Obama campaign in Missouri, you can call them nationally, and they will say on the phone, yes, we want to arrest people that talk bad about Obama.
[01:22:21.738 --> 01:22:24.621]  I mean, you can't make this up!
[01:22:24.621 --> 01:22:28.404]  You can't make this up!
[01:22:28.404 --> 01:22:33.508]  When Senator Obama and his helpers are doing a scandalous beyond words,
[01:22:35.026 --> 01:22:38.567]  Again, what Senator Obama and his helpers are doing is scandalous beyond words.
[01:22:38.567 --> 01:22:49.089]  The party that claims to be the party of Thomas Jefferson is abusing the justice system and offices of public trust to silence political criticism with threats of prosecution and criminal punishment.
[01:22:49.089 --> 01:22:57.911]  This abuse of law for intimidating insults the most sacred principles and ideals of Jefferson.
[01:22:57.911 --> 01:23:04.112]  I can think of nothing more offensive to Jefferson's thinking than using the power of the state to deprive Americans of their civil rights.
[01:23:04.112 --> 01:23:04.592]  The only
[01:23:05.469 --> 01:23:19.493]  The conceivable purpose of Obama and others is to frighten people away from expressing themselves, to chill free speech and open debate, to suppress support and donations to conservative organizations targeted by this anti-civil rights.
[01:23:22.637 --> 01:23:35.989]  To strangle criticism of Mr. Obama, to suppress ads about his support of higher taxes, and to choke out criticism on television, radio, the internet, blogs, email, and daily conversation about the election.
[01:23:37.000 --> 01:23:38.802]  Barack Obama needs to grow up.
[01:23:38.802 --> 01:23:42.946]  Leftist blogs and others in the press constantly say false things about me and my family.
[01:23:42.946 --> 01:23:47.370]  Usually we ignore false, scurrilous accusations because the purveyors have no credibility.
[01:23:47.370 --> 01:23:49.031]  When necessary, we refute them.
[01:23:49.031 --> 01:23:56.438]  Enlisting Missouri law enforcement to intimidate people to kill free debate is reminiscent of the Sedition Acts, not a free society.
[01:23:56.438 --> 01:23:59.501]  Now, let's go ahead and play about a two-minute newscast.
[01:23:59.501 --> 01:24:02.544]  This is just one of many
[01:24:03.717 --> 01:24:08.420]  From NBC News 4, out of St.
[01:24:08.420 --> 01:24:08.780]  Louis.
[01:24:08.780 --> 01:24:10.281]  Here it is.
[01:24:10.281 --> 01:24:20.208]  Senator Barack Obama's presidential campaign is asking Missouri law enforcement to target anyone who lies or runs a misleading television ad during the presidential campaign.
[01:24:20.208 --> 01:24:22.649]  First, John Mills is live at the county election board in Maplewood.
[01:24:22.649 --> 01:24:27.352]  He's been learning more about which members of law enforcement are getting involved in this.
[01:24:27.352 --> 01:24:28.233]  John, tell us more about this.
[01:24:28.982 --> 01:24:29.722]  Russell, good evening.
[01:24:29.722 --> 01:24:36.126]  Prosecutors and sheriffs from across Missouri are joining something called the Barack Obama Truth Squad.
[01:24:36.126 --> 01:24:39.688]  Two high-profile prosecutors are part of the team.
[01:24:39.688 --> 01:24:42.469]  We met them this afternoon in the Central West End.
[01:24:42.469 --> 01:24:45.711]  They are Jennifer Joyce from the city, Bob McCullough, the St.
[01:24:45.711 --> 01:24:47.372]  Louis County prosecuting attorney.
[01:24:47.372 --> 01:24:54.236]  They will be reminding voters that Barack Obama is a Christian who wants to cut taxes for anyone making less than $250,000 a year.
[01:24:56.517 --> 01:25:03.991]  They also say they plan to respond immediately to any ads and statements that might violate Missouri ethics laws.
[01:25:05.618 --> 01:25:08.520]  We want to keep this campaign focused on issues.
[01:25:08.520 --> 01:25:14.205]  We don't want people to get distracted, and the Missourians don't want to be distracted by these divisive character attacks.
[01:25:14.205 --> 01:25:18.988]  So we're here to respond to any character attacks, to set the record straight.
[01:25:18.988 --> 01:25:27.495]  Whether it is directly attributable to the campaign or to one of the soft money operations, if they're not going to tell the truth, then somebody's got to step up and say, wait a minute.
[01:25:27.495 --> 01:25:28.335]  Alright, that's enough.
[01:25:28.335 --> 01:25:29.836]  It goes on and on.
[01:25:29.836 --> 01:25:33.900]  Now, I've called the campaign, I've called the local campaign, I've called these offices,
[01:25:34.660 --> 01:25:39.484]  And they say, if you say that Barack Obama wants to raise taxes, you get arrested.
[01:25:39.484 --> 01:25:42.947]  Now, Obama's said over and over again, he wants all sorts of new taxes.
[01:25:42.947 --> 01:25:44.529]  The guy is anti-gun.
[01:25:44.529 --> 01:25:50.314]  He said, ban 30-odd, 6 rounds, 223, ban most rifles and handguns.
[01:25:50.314 --> 01:25:51.114]  That's on record.
[01:25:51.114 --> 01:25:52.535]  Am I going to get arrested?
[01:25:52.535 --> 01:25:55.858]  The point is, even if that wasn't true, they'd have to civilly go after me.
[01:25:55.858 --> 01:25:57.680]  This is a direct attack on the First Amendment.
[01:25:57.680 --> 01:26:00.002]  It also shows how warped the police are
[01:26:00.502 --> 01:26:04.025]  To think that they're allowed to come to control what you can and can't say.
[01:26:04.025 --> 01:26:05.387]  Now understand something.
[01:26:05.387 --> 01:26:08.770]  This is going on in Illinois, in New York, and in other states.
[01:26:08.770 --> 01:26:10.411]  This is not just here.
[01:26:10.411 --> 01:26:12.213]  And this is a concerted effort.
[01:26:12.213 --> 01:26:15.536]  Webster Tarpley, this is just unbelievable.
[01:26:15.976 --> 01:26:22.098]  And then to have a governor come out and say that this is a police state tactic, a chilling effect tactic.
[01:26:22.098 --> 01:26:23.498]  At first, I didn't believe this Friday.
[01:26:23.498 --> 01:26:24.819]  I made phone calls.
[01:26:24.819 --> 01:26:29.160]  They are there saying, basically, you're not allowed to talk bad about Barack Obama.
[01:26:29.160 --> 01:26:37.102]  And they're saying, if you have a bumper sticker saying he's a Muslim, which his dad was and he did go to Muslim schools, I mean, you know, certainly somebody has a right to their opinion.
[01:26:37.102 --> 01:26:39.363]  I mean, is that what America's come to?
[01:26:39.363 --> 01:26:42.724]  I mean, you said that he would do exactly stuff like this.
[01:26:42.724 --> 01:26:43.404]  How did you know that?
[01:26:44.316 --> 01:26:51.018]  Again, it's partly the comparison to Italian fascism at the beginning, to the other forms of fascism.
[01:26:51.018 --> 01:27:00.641]  You can look at the Iron Guard in Romania of Codriano, or the French under Pétain, or the Spanish under Franco, or the Portuguese under Salazar.
[01:27:00.641 --> 01:27:01.661]  It's all the same.
[01:27:01.661 --> 01:27:06.503]  You've also got to look at these people power coups or color revolutions.
[01:27:07.083 --> 01:27:18.066]  What Obama is basically doing, the structure of the Obama campaign has been refined in things like the Roses Revolution in Tiflis, Georgia, the Orange Revolution in Kiev.
[01:27:18.066 --> 01:27:19.807]  It's a CIA coup.
[01:27:19.807 --> 01:27:21.967]  And that's what you pointed out nine months ago.
[01:27:21.967 --> 01:27:29.289]  He has the exact people that run those coups running his campaign has gotten three times the Wall Street money that McCain has.
[01:27:29.289 --> 01:27:32.110]  So you've been saying he's their candidate, but you said repeatedly
[01:27:32.450 --> 01:27:39.512]  And you also have written about it, that they would use the police with local support to go after people that criticized them.
[01:27:39.512 --> 01:27:40.753]  How did you know that?
[01:27:40.753 --> 01:27:42.093]  Because it's now happening.
[01:27:42.093 --> 01:27:54.817]  Well, I write about this in detail in the two books, Obama, The Postmodern Coup, and Barack H. Obama, The Unauthorized Biography, which are available in various internet sources, Amazon and also at your shop, Alex.
[01:27:55.818 --> 01:27:59.981]  The idea is that that's the historical pattern.
[01:27:59.981 --> 01:28:04.426]  It's a movement of goons who have a political goal and they're in league with the police.
[01:28:04.426 --> 01:28:11.212]  You reach a point with a society like this where if you want to use the police for repression, there may not be enough.
[01:28:11.212 --> 01:28:14.755]  And if you want to bring in the army, the army may not be reliable.
[01:28:14.955 --> 01:28:18.699]  It's a way to organize a population to oppress itself around the hysteria of certain ideas, which in the case of Obama,
[01:28:36.035 --> 01:28:38.318]  I've made a list of 10 or 12 points.
[01:28:38.318 --> 01:28:43.382]  Yeah, let's go over and we come back and let's talk about what life under Obama is going to be like.
[01:28:43.382 --> 01:28:49.668]  Because you talk about being, you're going to be firebombed, attacked, arrested, shot, beaten to death, and no one's going to help you.
[01:28:49.668 --> 01:28:50.789]  Okay, this is the Bankers.
[01:28:50.789 --> 01:28:51.309]  We'll be right back.
[01:29:00.282 --> 01:29:02.843]  They say you can't predict the stock market.
[01:29:02.843 --> 01:29:06.305]  If you trade on a regular basis, you've probably heard that lie.
[01:29:06.305 --> 01:29:11.928]  But what if I told you there's a way to know which way the market will go each week, a whole week in advance?
[01:29:11.928 --> 01:29:14.689]  Do you think you could benefit from this kind of information?
[01:29:14.689 --> 01:29:19.292]  The guys over at eminiforecaster.com put out a weekly forecast line.
[01:29:19.292 --> 01:29:24.635]  They call it a G-Line, which forecasts the direction of the stock market a whole week in advance.
[01:29:24.635 --> 01:29:25.155]  Impossible?
[01:29:25.555 --> 01:29:30.799]  Head over to e-mini-forecaster.com and check out their forecast history to see for yourself.
[01:29:30.799 --> 01:29:35.042]  e-mini-forecaster.com predicts the market one whole week in advance.
[01:29:35.042 --> 01:29:39.004]  It's simple to use and can give you the market edge you've been looking for.
[01:29:39.004 --> 01:29:43.688]  If you're an active trader in the markets, go directly to e-mini-forecaster.com.
[01:29:43.688 --> 01:29:48.211]  That's e-m-i-n-i-forecaster.com right now for more information.
[01:29:48.211 --> 01:29:51.433]  Again, that's e-m-i-n-i-forecaster.com.
[01:29:53.345 --> 01:29:57.091]  This is Rob at EveningForecaster.com and I approve this message.
[01:29:59.258 --> 01:30:09.485]  Cameras are everywhere, above stoplights, on toll booths, and scamming the freeways just waiting to snap a photo of your license plate, only to slam you with ridiculous fines.
[01:30:09.485 --> 01:30:13.067]  In California, red light tickets are as high as $400.
[01:30:13.067 --> 01:30:17.710]  Spray Your Plate is a spray-on photoblocker that protects against all types of cameras.
[01:30:17.710 --> 01:30:24.195]  Spray Your Plate photoblocker spray reflects and protects against flash photo images, making your plate unreadable.
[01:30:24.195 --> 01:30:29.098]  One can of photoblocker will pay for itself many times over, last forever, and is complete
[01:30:29.158 --> 01:30:31.098]  Don't give your money to the state.
[01:30:31.098 --> 01:30:31.858]  Spray your plate!
[01:30:59.043 --> 01:31:05.732]  With oil at $105 per barrel and counting, we need radical change if we're to avert becoming a third world nation.
[01:31:05.732 --> 01:31:10.958]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[01:31:10.958 --> 01:31:12.921]  Introducing Organ Products.
[01:31:12.921 --> 01:31:17.707]  Organ is the universal life force, the basic building block of all matter on the material planet.
[01:31:17.867 --> 01:31:22.569]  Oregon Electro Medicine is the wave of the future dating back to the late 1800s.
[01:31:22.569 --> 01:31:29.713]  Wilhelm Reich Oregon used cloud buster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[01:31:29.713 --> 01:31:33.895]  The possible uses for this device are only limited by your imagination.
[01:31:33.895 --> 01:31:39.078]  For less than the cost of a doctor's visit, you can have a device that can lead to the end of all your problems.
[01:31:39.318 --> 01:31:41.921]  Health doesn't need to be expensive or complicated.
[01:31:41.921 --> 01:31:45.945]  Simple technology equals profound results at organproducts.org.
[01:31:45.945 --> 01:31:49.088]  That's O-R-G-O-N-E products dot org.
[01:31:49.088 --> 01:31:51.971]  O-R-G-O-N-E products dot org.
[01:31:51.971 --> 01:31:52.432]  Or call 646-498-5309.
[01:31:52.432 --> 01:31:52.712]  That's 646-498-5309.
[01:31:59.036 --> 01:32:01.017]  Heart disease is on the rise.
[01:32:01.017 --> 01:32:07.979]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:32:07.979 --> 01:32:16.381]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:32:16.381 --> 01:32:22.103]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:32:22.423 --> 01:32:22.804]  I don't know.
[01:32:40.606 --> 01:32:41.427]  Thank you for listening to GCN.
[01:32:41.427 --> 01:32:42.687]  Be sure to visit GCNlive.com today.
[01:33:17.381 --> 01:33:27.784]  Now the Obama campaign tells News 4 that others, prosecutors and sheriffs, are also part of the team, including some from the Kansas City area and from rural parts of Missouri.
[01:33:27.784 --> 01:33:33.486]  We're also told the Truth Squad is expected to include Jefferson County Sheriff Glenn Boyer.
[01:33:33.486 --> 01:33:35.767]  Live in Maplewood, John Mills, News 4.
[01:33:35.767 --> 01:33:37.747]  John, thank you.
[01:33:37.747 --> 01:33:39.328]  And we've got other newscasts out of St.
[01:33:39.328 --> 01:33:39.608]  Louis.
[01:33:39.608 --> 01:33:40.508]  I think that's closer to
[01:33:43.112 --> 01:33:44.292]  Kansas City.
[01:33:44.292 --> 01:33:45.833]  There's a whole bunch of these news clips.
[01:33:45.833 --> 01:33:47.293]  You can go up and watch them.
[01:33:47.293 --> 01:33:55.475]  We have an article up on InfoWars.com titled, Tell the Truth About Obama and Missouri Go to Jail.
[01:33:55.475 --> 01:34:02.037]  You can also call the Obama campaign yourself and they say, yeah.
[01:34:02.037 --> 01:34:08.139]  We say when you're lying, no judge, no jury, no civil case, we just come arrest you.
[01:34:09.324 --> 01:34:16.210]  Now, Webster, you've got a list of serious issues with Obama and the fascism and who's behind him.
[01:34:16.210 --> 01:34:25.659]  But also, there's a lot of other examples of the intimidation and the thug tactics and people being arrested for criticizing Obama before.
[01:34:26.832 --> 01:34:28.474]  Yeah, you want to go through a couple of those?
[01:34:28.474 --> 01:34:29.535]  Yeah, let's do it.
[01:34:29.535 --> 01:34:36.502]  It's a kind of a coincidence, but I got a report from a friend of mine, Greg Nixon, an investigative journalist in Burlington, Vermont.
[01:34:36.502 --> 01:34:42.448]  A week ago Sunday, in the pedestrian zone in the center of Burlington, Vermont, this is Obama country, right?
[01:34:42.448 --> 01:34:46.933]  Richard Dietz, Howard Dean & Company, and Bernie Sanders run the state.
[01:34:47.774 --> 01:34:50.698]  A guy is a graduate student in electrical engineering.
[01:34:50.698 --> 01:34:52.842]  He's not an incendiary.
[01:34:52.842 --> 01:34:54.444]  He's not a provocateur.
[01:34:54.444 --> 01:34:59.813]  He walks up to a group of middle-aged women who are doing a book table for Obama in the pedestrian zone.
[01:34:59.813 --> 01:35:02.337]  Now, in order to be there, you've got to get a permit from the city.
[01:35:02.857 --> 01:35:08.739]  So he says, what is the story about your man Obama being close to his big new Brzezinski?
[01:35:08.739 --> 01:35:10.500]  And they say, well, they get off.
[01:35:10.500 --> 01:35:11.400]  They don't want to answer that.
[01:35:11.400 --> 01:35:12.600]  The guy walks away.
[01:35:12.600 --> 01:35:14.101]  There's no incident.
[01:35:14.101 --> 01:35:14.841]  He walks away.
[01:35:14.841 --> 01:35:16.642]  He's about a block away.
[01:35:16.642 --> 01:35:18.862]  The police come after him.
[01:35:18.862 --> 01:35:28.886]  The middle-aged ladies of the Obama table have called the cops, telling him, perhaps under a program like this thing that we're hearing about in Missouri now,
[01:35:29.657 --> 01:35:41.965]  They tell him, uh, you're under arrest, uh, for, uh, they don't say for what, and the guy says, but you can't be serious, and then they grab him, they throw him in jail for 36 hours, and now he's got a court date.
[01:35:41.965 --> 01:35:44.687]  And there's, I've sent you a press release about this, Alex.
[01:35:44.807 --> 01:35:47.369]  Through that source, I'm going to get him on the weekday show.
[01:35:47.369 --> 01:35:47.949]  Absolutely.
[01:35:47.949 --> 01:35:50.150]  But now it's not just that.
[01:35:50.150 --> 01:35:54.593]  We had this other gentleman saying that he'd done drugs with Obama, then he gets arrested.
[01:35:54.593 --> 01:35:56.874]  I mean, they're not playing games.
[01:35:56.874 --> 01:35:57.955]  Let's talk about that one, too.
[01:35:57.955 --> 01:35:59.416]  I think that's a very egregious one.
[01:35:59.416 --> 01:36:00.937]  This is Larry Sinclair.
[01:36:00.937 --> 01:36:02.598]  He's a gay man from Minnesota.
[01:36:03.098 --> 01:36:13.048]  And he, in mid-January, put up this tape on the Internet, which has been seen by many millions of people, that said, in 1999, I had two homosexual encounters with Obama.
[01:36:13.048 --> 01:36:17.473]  Obama carries his own crack pipe, pulled it out, and smoked crack cocaine.
[01:36:17.473 --> 01:36:20.195]  He came here to the Washington National Press Club.
[01:36:20.195 --> 01:36:22.838]  By the way, Obama admits that he's done a lot of heavy drugs in the past.
[01:36:23.118 --> 01:36:27.861]  Yes, cocaine and marijuana, but he says he never injected.
[01:36:27.861 --> 01:36:29.282]  He didn't inject.
[01:36:29.282 --> 01:36:32.004]  But Sinclair was here on June 18th.
[01:36:32.004 --> 01:36:39.950]  He gave his presentation in the National Press Club before he even left the premises of this temple of the First Amendment and freedom of the press.
