[00:00:27.172 --> 00:00:28.052]  News.
[02:49:20.075 --> 02:49:21.416]  Bacchus Dionysus.
[02:49:22.428 --> 02:49:29.511]  One of the gods that has been used to represent Satan is out there in TBN's courtyard.
[02:49:29.511 --> 02:49:35.674]  The very symbol that the Christianity has used for the devil is sitting in TBN's courtyard.
[02:49:36.331 --> 02:49:38.932]  But consequently, nobody reads, nobody questions.
[02:49:38.932 --> 02:49:46.273]  They also have copies of the Babylonian altar in some of their TV shows with plants sitting on it, right in front of everybody.
[02:49:46.273 --> 02:49:47.893]  The one that was at Ishtar's Gate?
[02:49:47.893 --> 02:49:49.594]  Right in your face, absolutely.
[02:49:49.594 --> 02:49:52.294]  What's the name of that altar that the Bible says is Satan's seat?
[02:49:52.294 --> 02:49:54.895]  And they have copies of it on TV right in front of you.
[02:49:54.895 --> 02:50:01.436]  Yeah, and the trees, the trees all around TPN, as you walk around you'll see these spiral trees.
[02:50:01.436 --> 02:50:04.837]  Those spiral trees all over TPN's lot are called
[02:50:05.356 --> 02:50:05.857]  She was
[02:50:20.595 --> 02:50:22.296]  Occult stuff, demonic symbols.
[02:50:22.296 --> 02:50:28.918]  And Crouch admittedly has all his homosexual mistresses, but then he speaks out against gay people on his show.
[02:50:28.918 --> 02:50:29.358]  I know.
[02:50:29.358 --> 02:50:31.638]  And then publicly has all his male mistresses.
[02:50:31.638 --> 02:50:44.662]  And look at, I used to be, my friend died, but a very bright guy who was just an interesting man lived down in Balboa Island.
[02:50:44.662 --> 02:50:46.143]  And I used to go down to see him.
[02:50:46.841 --> 02:50:48.583]  And he worked at a liquor store.
[02:50:48.583 --> 02:50:55.048]  He was very wealthy, but just to have something to do, he worked at a liquor store on the island, Balboa Island.
[02:50:55.048 --> 02:51:00.693]  And he used to tell me, I'd go down to sit on the wharf and talk with him about theology and religion.
[02:51:00.693 --> 02:51:02.695]  Very, very bright guy.
[02:51:02.695 --> 02:51:12.223]  And he would tell me, you know, in my liquor store, all the officials from TBN come and buy their booze, and they buy them by cases.
[02:51:12.223 --> 02:51:14.265]  Paul and Jan Crouch come down and buy
[02:51:15.853 --> 02:51:28.896]  You ever have one of those days where everything goes right?
[02:51:28.896 --> 02:51:31.236]  First, I get the best parking space at work.
[02:51:31.236 --> 02:51:34.517]  Tonight, I have a date with a very lovely Rachel.
[02:51:34.517 --> 02:51:40.958]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[02:51:41.398 --> 02:51:44.020]  Online from my desk with Webex.
[02:51:44.020 --> 02:51:47.323]  Webex lets me take meetings and give presentations from my desk.
[02:51:47.323 --> 02:51:52.106]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[02:51:52.106 --> 02:51:56.029]  So I can travel the world and still be here for my date tonight with Rachel.
[02:51:56.029 --> 02:51:57.650]  Travel less, meet online.
[02:51:57.650 --> 02:52:00.332]  Go to Webex.com and try Webex free.
[02:52:00.332 --> 02:52:06.217]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[02:52:06.217 --> 02:52:10.080]  Remember that code 500 to qualify for the free webcam.
[02:52:10.080 --> 02:52:10.400]  Webex.
[02:52:10.680 --> 02:52:11.141]  It is a big idea.
[02:52:11.141 --> 02:52:11.922]  A new world order.
[02:52:30.177 --> 02:52:35.039]  In the near future, Earth is dominated by a powerful world government.
[02:52:35.039 --> 02:52:37.880]  It's known as the Bilderberg Group.
[02:52:37.880 --> 02:52:40.660]  Could their objective be world domination?
[02:52:40.660 --> 02:52:43.861]  For thousands of years, their dark order grew.
[02:52:43.861 --> 02:52:51.164]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[02:52:54.201 --> 02:52:59.645]  For the first time in history, the elite's plan for world government is blown wide open.
[02:52:59.645 --> 02:53:03.527]  You will learn the secret that drives the entire New World Order agenda.
[02:53:03.527 --> 02:53:06.089]  Build America is making great progress toward a world government.
[02:53:06.089 --> 02:53:07.250]  Most people have no idea.
[02:53:07.250 --> 02:53:08.030]  They're not after money.
[02:53:08.030 --> 02:53:09.311]  They have all the money they need.
[02:53:09.311 --> 02:53:10.292]  They're after power.
[02:53:10.292 --> 02:53:11.453]  That's what they're after these days.
[02:53:11.453 --> 02:53:16.196]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[02:53:16.196 --> 02:53:20.158]  Or watch it online right now at PrisonPlanet.tv.
[02:53:20.158 --> 02:53:20.919]  In Game.
[02:53:20.919 --> 02:53:22.980]  Blueprint for global enslaving.
[02:53:22.980 --> 02:53:24.041]  You have been warned.
[02:53:24.961 --> 02:53:27.823]  Have you heard about American Free Press?
[02:53:27.823 --> 02:53:29.444]  American Free Press.
[02:53:29.444 --> 02:53:33.946]  The only national newspaper that endorsed Ron Paul for president.
[02:53:33.946 --> 02:53:35.686]  American Free Press.
[02:53:35.686 --> 02:53:38.668]  Written by patriots for patriots.
[02:53:38.668 --> 02:53:41.449]  Standing firm for our Constitution.
[02:53:41.449 --> 02:53:44.451]  Standing firm against the New World Order.
[02:53:44.451 --> 02:53:46.712]  Hammering the enemies of freedom.
[02:53:46.712 --> 02:53:48.993]  Exposing the intrigues of the global elite.
[02:53:49.813 --> 02:53:57.839]  American Free Press hits the Bilderbergers and Trilateralists and the whole Council on Foreign Relations gang head-on.
[02:53:57.839 --> 02:54:02.082]  Here's your chance to catch up with the news from American Free Press.
[02:54:02.082 --> 02:54:05.024]  Get a free subscription to our online newsletter.
[02:54:05.024 --> 02:54:07.386]  Just go to our website and sign up.
[02:54:07.386 --> 02:54:08.787]  The address is simple.
[02:54:08.787 --> 02:54:10.348]  AmericanFreePress.net
[02:54:11.189 --> 02:54:12.871]  It's just like it sounds.
[02:54:12.871 --> 02:54:16.314]  American Free Press, all one word, dot net.
[02:54:16.314 --> 02:54:19.657]  Once again, that's AmericanFreePress.net.
[02:54:19.657 --> 02:54:24.041]  American Free Press, the voice of the Second American Revolution.
[02:54:44.119 --> 02:54:45.600]  I can't get any relief.
[02:54:45.600 --> 02:54:49.641]  Jimi Hendrix had tapped into what was really going on.
[02:54:49.641 --> 02:54:55.122]  I love the part of this song that says, there are many here among us.
[02:55:12.031 --> 02:55:17.992]  Who think that life is but a joke.
[02:55:17.992 --> 02:55:20.813]  They are... The mind is an incredible thing.
[02:55:20.813 --> 02:55:29.714]  If they willfully want to be stupid and want to be in denial, their mind will engineer itself to build into that reality.
[02:55:29.714 --> 02:55:32.875]  Just what Jordan was saying earlier.
[02:55:32.875 --> 02:55:37.536]  They will decide to believe a lie.
[02:55:37.536 --> 02:55:39.376]  They will decide to be fools.
[02:55:40.985 --> 02:55:51.831]  I can have the Chicago Tribune admitting Don Corley and Helen Burton kidnapped over a million women and children, put them in slave camps, sell them to people to make snuff films.
[02:55:51.831 --> 02:55:53.712]  They even admit it in the newspaper.
[02:55:53.712 --> 02:55:56.414]  Nobody goes to jail.
[02:55:56.414 --> 02:55:58.895]  Trillions are missing from the Pentagon.
[02:55:58.895 --> 02:56:05.419]  I have all the government documents where they put cancer viruses in the vaccines, poisons in our water.
[02:56:05.419 --> 02:56:08.881]  You tell a yuppie that and they just laugh at you.
[02:56:08.881 --> 02:56:09.561]  It's funny to them.
[02:56:10.481 --> 02:56:15.624]  It's funny because they couldn't face the reality of how horrifying it really is.
[02:56:15.624 --> 02:56:17.505]  They are cowards.
[02:56:17.505 --> 02:56:20.667]  And I'm not somebody full of courage.
[02:56:20.667 --> 02:56:23.488]  If somebody's attacking me, I want to stop it.
[02:56:23.488 --> 02:56:32.073]  But see, these cowards are so cowardly, they could have a lion ripping their guts out and they'd probably deny it and go into a blackout and say, a lion isn't tearing my guts out.
[02:56:33.911 --> 02:56:36.552]  Boy, I can't comment on it, because you said exactly what I'm thinking.
[02:56:36.552 --> 02:56:39.033]  That's precisely the point, that the public has left their sanity.
[02:56:39.033 --> 02:56:40.913]  They have been robbed of their sanity and their humanity.
[02:57:05.126 --> 02:57:06.807]  I don't know what to do about it.
[02:57:06.807 --> 02:57:13.071]  At this point, I just do the best I can to try and help people who want to be helped.
[02:57:13.071 --> 02:57:15.813]  Those who don't want to hear it, they're not going to hear it anyway.
[02:57:15.813 --> 02:57:33.746]  Finishing up with Crouch, though, I grew up by Bob Tilton, Larry Lee, a bunch of other preachers, and I didn't see the Lees doing a bunch of partying, but with Tilton and some others, I mean, I saw incredible stuff that I won't even say on air in our neighborhood.
[02:57:34.309 --> 02:57:35.029]  Oh, I know.
[02:57:35.029 --> 02:57:36.470]  I can imagine.
[02:57:36.470 --> 02:57:37.710]  That's what I'm talking about.
[02:57:37.710 --> 02:57:38.871]  But people love it!
[02:57:38.871 --> 02:57:45.353]  I mean, every time you turn on television, the place is just crowded with people, and they're just enjoying it.
[02:57:45.353 --> 02:58:02.559]  And what... it just blows my mind on this, is that you see thousands and thousands of people, you know, coming to these churches to listen, and they're learning nothing, actually, intellectually,
[02:58:03.300 --> 02:58:04.921]  Learning nothing.
[02:58:04.921 --> 02:58:15.206]  And 20 years later, they're still jumping around, singing hymns and loving the Lord, and have no idea in the world how to read.
[02:58:15.206 --> 02:58:17.727]  That the Lord is Baphomet.
[02:58:17.727 --> 02:58:18.308]  Yeah.
[02:58:18.308 --> 02:58:21.549]  It's just incredible ignorance.
[02:58:21.549 --> 02:58:25.511]  People who cannot read, they don't think, they don't question anything.
[02:58:25.511 --> 02:58:31.214]  And that's why the entire human race is going under.
[02:58:31.812 --> 02:58:36.200]  Because the human family have lost their ability to even think.
[02:58:37.174 --> 02:58:43.599]  Now, Jordan, we gotta start in the next hour, and it's only a 60-second break, 70-second with the tag, so stay there.
[02:58:43.599 --> 02:58:48.784]  I really wanna get into whatever it is you wanna cover, whatever areas you wanna cover when we get back.
[02:58:48.784 --> 02:59:00.953]  I wanna bring up a few controversies, a few issues, uh, as well, uh, with you, and you've agreed, he's agreed to stay 20-30 minutes in the next hour, uh, after that, so we've got him another hour and 20 minutes at least.
[02:59:00.953 --> 02:59:02.615]  Jordan Maxwell, straight ahead.
[02:59:06.889 --> 02:59:10.312]  Thank you for listening to GCN.
[02:59:10.312 --> 02:59:15.677]  Visit GCNlive.com today.
[02:59:15.677 --> 02:59:18.540]  Terror Storm, a history of government-sponsored terror.
[02:59:18.540 --> 02:59:20.101]  Loose Change Final Cut.
[02:59:20.101 --> 02:59:22.263]  Endgame, blueprint for global enslavement.
[02:59:22.263 --> 02:59:24.145]  The true story of the Bilderberg Group.
[02:59:24.145 --> 02:59:25.266]  The late, great USA.
[02:59:25.626 --> 02:59:27.388]  America, freedom to fascism.
[02:59:27.388 --> 02:59:34.416]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:59:34.416 --> 02:59:38.501]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:59:38.501 --> 02:59:41.905]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:59:42.285 --> 02:59:45.046]  Or you would like a book on the history of the Federal Reserve.
[02:59:45.046 --> 02:59:48.128]  We've got the most well-researched and documented titles.
[02:59:48.128 --> 02:59:49.709]  All available at PrisonPlanet.com.
[02:59:49.709 --> 02:59:51.209]  Or if you'd like a book on the history of the Federal Reserve.
[02:59:51.209 --> 02:59:52.430]  We've got the most well-researched and documented titles.
[02:59:52.430 --> 02:59:53.130]  All available at PrisonPlanet.com.
[02:59:53.130 --> 02:59:54.851]  Or if you'd like a book on the history of the Federal Reserve.
[02:59:54.851 --> 02:59:56.752]  We've got the most well-researched and documented titles.
[02:59:56.752 --> 02:59:58.053]  All available at PrisonPlanet.com.
[02:59:58.053 --> 02:59:59.693]  Or if you'd like a book on the history of the Federal Reserve.
[02:59:59.693 --> 03:00:00.854]  All available at PrisonPlanet.com.
[03:00:00.854 --> 03:00:02.895]  Or if you'd like a book on the history of the Federal Reserve.
[03:00:02.895 --> 03:00:05.056]  Or if you'd like a book on the history of the Federal Reserve.
[03:00:05.056 --> 03:00:07.037]  Or if you'd like a book on the history of the Federal Reserve.
[03:00:07.037 --> 03:00:08.858]  Or if you'd like a book on the history of the Federal Reserve.
[03:00:08.858 --> 03:00:10.739]  Or if you'd like a book on the history of the Federal Reserve.
[03:00:10.739 --> 03:00:11.459]  Or if you'd like a book on
[03:00:13.953 --> 03:00:15.235]  Jack Blunt.
[03:00:15.235 --> 03:00:21.684]  Catch Deadline Live from 2pm to 4pm Central, Monday through Friday, right here on We The People Radio Network.
[03:00:21.684 --> 03:00:21.904]  WTPR.
[03:00:38.180 --> 03:00:40.281]  Jordanmaxwell.com.
[03:00:40.281 --> 03:00:44.883]  Jordan, J-O-R-D-A-N, Maxwell, M-A-X-W-E-L.com.
[03:00:44.883 --> 03:00:48.185]  Links up on infowars.com.
[03:00:48.185 --> 03:01:01.651]  He's gonna do the rest of the hour with us, and then for internet listeners and TV viewers at prisonplanet.tv, we'll continue about 20, maybe 30 minutes uninterrupted in the, uh, overdrive time to take phone calls.
[03:01:01.651 --> 03:01:04.433]  We'll do that off my phone system in my studio.
[03:01:05.120 --> 03:01:12.124]  So, that is coming up for PrisonPlanet.tv viewers and folks listening on the InfoWars.com streams.
[03:01:12.124 --> 03:01:18.447]  Okay, uh, going back to Jordan Maxwell, this is another short break and a long one's coming up, Jordan, but I'm gonna go ahead and skip this break, too.
[03:01:18.447 --> 03:01:21.909]  Note to the network, so we can continue to 20 after.
[03:01:21.909 --> 03:01:24.730]  Um, you know, I never get into infighting.
[03:01:24.730 --> 03:01:27.591]  I never really talk about groups fighting with each other.
[03:01:27.591 --> 03:01:31.213]  People tried to even get us to, you know, pick fights with each other.
[03:01:31.213 --> 03:01:32.894]  They tried to get other people to do it.
[03:01:32.894 --> 03:01:34.675]  I've noticed you never get involved in all that.
[03:01:35.756 --> 03:01:42.599]  Uh, Jordan, but you, you have pioneered so much of the research that is now the mainstay of a lot of people out there.
[03:01:42.599 --> 03:01:48.842]  Uh, and then I get people emailing me saying, what's going on with, uh, Jordan Maxwell and this researcher?
[03:01:48.842 --> 03:01:50.642]  What's going on with Jordan Maxwell and that researcher?
[03:01:50.642 --> 03:01:54.004]  And then I go look it up and find out you've said nothing or done nothing.
[03:01:54.665 --> 03:01:59.568]  And that's how the Disinfo people, they're key at getting us to fight with each other.
[03:01:59.568 --> 03:02:09.916]  But just on record, I mean, tell me about some of the people you woke up to the New World Order, some of the people you educated, who then kind of took your work and then added on to it or did their own thing.
[03:02:09.916 --> 03:02:16.220]  I mean, go through some of the folks that we could say that you first met or that you woke up.
[03:02:16.220 --> 03:02:22.124]  Well, I mean, a classic example is back in 88 when I first started going public
[03:02:23.117 --> 03:02:36.364]  I had a family that I was very close to out here and one of the boys, I mean one of the girls in the family, her name was Gloria.
[03:02:36.364 --> 03:02:49.650]  Gloria was a young girl, she used to come over to my office in Glendale when I was first going public and she would tell me about how she just loved what I was doing and loved all the research and I knew her, I knew the family.
[03:02:50.419 --> 03:02:57.901]  And so I suspected nothing, and she asked if she could photocopy all my documents and materials that I was working on, and I told her, of course.
[03:02:57.901 --> 03:03:02.141]  So I gave her boxes upon boxes over a two-day period.
[03:03:02.141 --> 03:03:14.024]  It was a photocopy shop in the building I was in, so she just spent all day, all afternoon and all evening photocopying all the research materials and documents and everything that I had.
[03:03:14.915 --> 03:03:27.103]  And later on, about a year later, I get a phone call from a mutual friend that knew both Gloria and myself and said, Jordan, you know, there's a new book out with all of your work in it.
[03:03:27.103 --> 03:03:29.025]  The guy's name was Fritz Springmeier.
[03:03:29.025 --> 03:03:32.127]  It's called Bloodlines of the Illuminati.
[03:03:32.127 --> 03:03:33.828]  And I was shocked.
[03:03:33.828 --> 03:03:39.752]  And so I called Fritz Springmeier and I said, Fritz, what is this book, Bloodlines of the Illuminati?
[03:03:40.695 --> 03:03:44.618]  And he said, well, uh, Jordan, anybody could have done that kind of research.
[03:03:44.618 --> 03:03:46.379]  Anybody could have done that.
[03:03:46.379 --> 03:03:50.723]  I said, yeah, anyone could have done it, but it was me that did it.
[03:03:50.723 --> 03:03:53.525]  And consequently, uh, you know, now it's a big book out there.
[03:03:53.525 --> 03:03:59.950]  Bloodlines, the Illuminati, which French spring mare got from Jordan Maxwell and never even said thank you.
[03:03:59.950 --> 03:04:09.217]  I mean, I, I gave a John Rappaport a job, but he didn't have a job and sat for hours with John Rappaport and told him about my work in San Diego when I,
[03:04:09.844 --> 03:04:10.144]  I think so.
[03:04:37.817 --> 03:04:44.820]  Uh, lecturers like, uh, Jim Mars and Tex Mars, especially Jim Mars talking about Illuminati and secret societies.
[03:04:44.820 --> 03:04:49.081]  I think, hell, I was talking about that stuff back in 62.
[03:04:49.081 --> 03:04:51.482]  I was talking about that 45 years ago.
[03:04:51.482 --> 03:05:03.326]  But Jordan, I mean, you, that's also a sign of your success, uh, and, and Myron Fagans and others that we do want other people to go out and, and, and put the information out.
[03:05:03.326 --> 03:05:04.146]  Of course we do.
[03:05:04.146 --> 03:05:05.867]  But I could certainly see in a case where,
[03:05:07.003 --> 03:05:10.707]  You think somebody went and got your material and then put it into a book and gave you no credit?
[03:05:10.707 --> 03:05:11.647]  Uh, that is, uh, bad.
[03:05:11.647 --> 03:05:17.033]  But, I mean, at the same time, um... Well, hold on.
[03:05:17.033 --> 03:05:20.956]  We're gonna continue on through this break for folks on the internet talking, and we'll come back for everybody else in a sec.
[03:05:23.513 --> 03:05:25.835]  This is Steve Shank, J. Michael Stevens Group.
[03:05:25.835 --> 03:05:27.156]  Let's get real.
[03:05:27.156 --> 03:05:28.917]  Flour is already being rationed.
[03:05:28.917 --> 03:05:34.221]  Prices on food are getting so high warehouses are installing security systems and guards.
[03:05:34.221 --> 03:05:38.205]  You can expect soon to see criminal activity in food.
[03:05:38.205 --> 03:05:46.331]  We're all in a foot race as to whether the food will become so expensive we can't afford it or there will be no food at any price.
[03:05:46.331 --> 03:05:48.893]  We can't grow enough of our own food even with genetically
[03:05:50.606 --> 03:05:54.609]  We'll give you the opportunity to eat perfectly engineered food.
[03:05:54.609 --> 03:05:58.912]  They think God didn't get it right, so Monsanto had to step in.
[03:05:58.912 --> 03:06:02.815]  If you think it's a little bit crazy to put in a supply of food, it's okay.
[03:06:02.815 --> 03:06:04.056]  We won't tell.
[03:06:04.056 --> 03:06:04.437]  Call 800-409-5633.
[03:06:04.437 --> 03:06:05.297]  On the web, efoodsdirect.com.
[03:06:05.297 --> 03:06:05.578]  That's 800-409-5633.
[03:06:05.578 --> 03:06:08.460]  It may be a little bit crazy, that's okay.
[03:06:08.460 --> 03:06:10.762]  Because there is no such thing as a little bit
[03:06:23.666 --> 03:06:26.829]  Collectors, outdoor enthusiasts, survivalists.
[03:06:26.829 --> 03:06:30.312]  The Army-Navy store from your memory as a child is just that, a memory.
[03:06:30.312 --> 03:06:34.657]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[03:06:34.657 --> 03:06:36.018]  MainMilitary.com.
[03:06:36.018 --> 03:06:42.564]  Get hard-to-find objects like real-world blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[03:06:42.564 --> 03:06:44.186]  M-A-I-N-E Military.com.
[03:06:44.186 --> 03:06:45.888]  With free shipping on items over $150.
[03:06:47.409 --> 03:06:48.470]  Not including heavy items!
[03:07:17.489 --> 03:07:20.295]  Deadline Live and Jack Blood are proud to announce our new bookstore!
[03:07:29.432 --> 03:07:35.134]  Okay, it's not really our online bookstore where you can get every title, book, and DVD you hear about on our live show.
[03:07:35.134 --> 03:07:37.735]  It's brought to you by the people at Brave New Books.
[03:07:37.735 --> 03:07:42.617]  BraveNewBookstore.com is the newest, bravest, and most complete bookstore online today.
[03:07:42.617 --> 03:07:47.639]  And their DVD selection has all the titles you need to decode the New World Order and fight the information war.
[03:07:47.819 --> 03:07:54.622]  BraveNewBookstore.com has awesome t-shirts to proudly display your patriotism and Liberty stickers to alert the public at large.
[03:07:54.622 --> 03:08:01.124]  Brave New Books is physically located at 1904 Guadalupe Street under the Chase Bank building next to UT in Austin, Texas.
[03:08:01.124 --> 03:08:03.605]  So stop on by and maybe stay for one of their film showings.
[03:08:03.605 --> 03:08:09.968]  Go to BraveNewBookstore.com now to peruse the virtual bookstore and look for the Jack Blood recommended section.
[03:08:10.308 --> 03:08:16.994]  Or call them at 866-516-6623.
[03:08:16.994 --> 03:08:19.856]  866-516-6623 to order the books and videos you hear about on Deadline Live.
[03:08:19.856 --> 03:08:20.737]  Be the resistance.
[03:08:20.737 --> 03:08:24.520]  Tell your friends about BraveNewBookstore.com.
[03:08:24.520 --> 03:08:30.706]  Alex Jones on the GCN Radio Network.
[03:08:30.706 --> 03:08:36.531]  Okay, to be clear, Jordan has always been a very magnanimous, very friendly, very
[03:08:38.365 --> 03:08:44.394]  Helping generous person and I've talked to him on and off air his main point is
[03:08:45.885 --> 03:08:57.797]  And I'd like you to say in your own words, is that it's not that only that people take a lot of his work and don't give him credit, it's that he then gets emails and posts about, oh, this person came out with this and Jordan took it.
[03:08:57.797 --> 03:09:01.040]  And I think that's, and then people start fights up between people.
[03:09:01.040 --> 03:09:05.604]  And I was just talking to Jordan, he's saying he won't be doing very many interviews in the future.
[03:09:05.604 --> 03:09:07.206]  It was hard to even get Jordan on.
[03:09:07.206 --> 03:09:08.207]  We called him a few months ago.
[03:09:08.207 --> 03:09:09.228]  He said he wasn't doing interviews.
[03:09:09.668 --> 03:09:10.128]  Yeah, I think so.
[03:09:29.722 --> 03:09:51.411]  You were telling me during the last little behind-the-scenes interview we were doing for the PrisonPlanet.tv viewers that yes, that people make these fights up, and I think it is people in the government in this info, to get researchers fighting where people will then say, Jordan Maxwell took this guy's research, and you're laughing because you were around 40 years before they even showed up.
[03:09:51.411 --> 03:09:55.293]  You were around before I was a zygote in my mother's womb.
[03:09:55.293 --> 03:09:55.593]  You were
[03:09:56.033 --> 03:10:03.159]  You were doing this, you know, 40 years before, you know, other people popped up on the scene.
[03:10:03.159 --> 03:10:21.634]  I've said that even to audiences that some of the people that are out there talking today about this subject of secret societies, the Illuminati, Bible codes, Knights Templars, international banking, all of that stuff I was talking about back in the 60s, early 60s, 62, like I said, a beginning.
[03:10:24.455 --> 03:10:31.538]  I used to send a lot of articles to the Burt Society way back in 1661.
[03:10:31.538 --> 03:10:41.721]  I was giving a lecture in downtown Hollywood, in East Hollywood, to a Christian group the day that John Kennedy was assassinated.
[03:10:41.721 --> 03:10:51.004]  I was giving a lecture in downtown Hollywood on secret societies and occult religions in 1963 when Kennedy was assassinated.
[03:10:53.499 --> 03:10:56.141]  I've been talking about this stuff for 48 years.
[03:10:56.141 --> 03:10:57.902]  Well, we owe a debt to you.
[03:10:57.902 --> 03:11:08.049]  I mean, let's briefly talk about some of the shoulders that you and others stand on so that we can stand on yours in this fight against tyranny and lies and fraud and dehumanization and greed and control.
[03:11:08.049 --> 03:11:09.490]  You were saying Myron Fagan.
[03:11:09.490 --> 03:11:11.372]  What about Eustace Mullins?
[03:11:11.372 --> 03:11:15.795]  I mean, his work on the Federal Reserve, he really was the guy helping get the book.
[03:11:15.795 --> 03:11:16.575]  Oh, yeah.
[03:11:16.575 --> 03:11:17.316]  Oh, yeah.
[03:11:17.316 --> 03:11:21.919]  Eustace Mullins did tremendous research for days and weeks and months.
[03:11:22.689 --> 03:11:23.451]  I think so.
[03:11:38.197 --> 03:11:42.599]  I'm just an ordinary man interested in extraordinary knowledge.
[03:11:42.599 --> 03:11:53.785]  Well, I think the key here is, though, you codified so much of it, and before you came along, you'd have to go read a hundred high-level Masonic books, you'd have to go to the libraries, look at the real meanings of gods.
[03:11:53.785 --> 03:12:04.691]  So what you did is, that knowledge was there, but that was kind of their internal knowledge, and so you did bring to the world so much of what's going on today.
[03:12:04.691 --> 03:12:05.672]  I've seen online
[03:12:06.412 --> 03:12:09.694]  A little, you know, people trying to create a controversy between you and David Icke.
[03:12:09.694 --> 03:12:15.357]  Tell me, I mean, just to set the record straight, because people try to stir up stuff between you guys, let's set the record straight.
[03:12:15.357 --> 03:12:16.578]  What's really happening there?
[03:12:16.578 --> 03:12:28.485]  Well, I appreciate that, because I've been wanting to talk about this for a long time, because there is a lot, I get a lot of emails and phone calls about, well, you said this about David Icke, or David Icke said that.
[03:12:28.485 --> 03:12:33.028]  First of all, I don't have any problems with anything David Icke is talking about.
[03:12:33.806 --> 03:12:39.069]  As a matter of fact, I gave him a lot, and he's gotten a lot from me.
[03:12:39.069 --> 03:12:45.233]  But I did, in point of fact, myself, in 1992, I brought David Icke to America.
[03:12:45.233 --> 03:12:47.334]  I'm the one that brought him here.
[03:12:47.334 --> 03:13:00.822]  And I was in San Diego at the time, and a young lady named Alice Ferguson came to my office in San Diego with a man, a friend of hers, named David Griffith.
[03:13:01.374 --> 03:13:04.116]  And Alice Ferguson, David Griffith, came to my office.
[03:13:04.116 --> 03:13:10.261]  I was pretty much running a company down in San Diego called Truth Seeker Company.
[03:13:10.261 --> 03:13:20.709]  And she asked me if I would help bring her friend to America, who was doing, who was very interested in all my work, and he was trying to do the same thing in England.
[03:13:20.709 --> 03:13:22.510]  So I said, well, who is this person?
[03:13:22.510 --> 03:13:24.992]  And so she said, it's David Icke.
[03:13:24.992 --> 03:13:28.014]  So I listened to her for about an hour, and we talked about it.
[03:13:28.014 --> 03:13:29.696]  And I said, all right, I'll tell you what I'll do.
[03:13:30.652 --> 03:13:33.893]  I'll give both you and David Griffin a job.
[03:13:33.893 --> 03:13:40.355]  I'll pay both of you $2,500 a month, and I'll get you because they didn't have a place to live.
[03:13:40.355 --> 03:13:44.036]  They were over here to promote David Icke, and they didn't have a place to live.
[03:13:44.036 --> 03:13:48.477]  They were staying with some friends in San Diego, so I got them both an apartment.
[03:13:48.477 --> 03:13:53.138]  I gave them both $3,000 apiece to buy furniture for their apartments.
[03:13:53.138 --> 03:13:59.900]  I gave them both a job for $2,500 a month, plus they both had the credit cards for the
[03:14:00.552 --> 03:14:01.613]  We're good to go.
[03:14:21.164 --> 03:14:31.567]  And, uh, and eventually, uh, Alice Ferguson talked with, uh, Bonnie Lang, the, the, the lady who was running the company and a couple of other women in the office.
[03:14:31.567 --> 03:14:38.190]  And they decided that why don't we just fire Jordan Maxwell, get rid of him and bring David Icke in to take his place.
[03:14:38.190 --> 03:14:39.290]  And so that's what happened.
[03:14:39.290 --> 03:14:45.592]  I got fired, uh, by the same people that I tried to help and bring David Icke to America.
[03:14:45.592 --> 03:14:48.353]  I got fired so that David could take my job.
[03:14:49.321 --> 03:14:56.643]  But after they fired me, they found out that David was not interested in sitting in an office running a company like Jordan Maxwell.
[03:14:56.643 --> 03:15:00.803]  So then the company went downhill from there because I was gone.
[03:15:00.803 --> 03:15:04.844]  And they had already fired me and David didn't want the job.
[03:15:04.844 --> 03:15:07.605]  And so they just cut their nose off despite their face.
[03:15:07.605 --> 03:15:11.646]  And so the Truth Seeker Company is now defunct and no longer around.
[03:15:11.646 --> 03:15:17.507]  Of course, at that time I was helping because I had access to the corporation.
[03:15:18.629 --> 03:15:23.253]  I was helping Richard Hoagland, Zachariah Sitchin.
[03:15:23.253 --> 03:15:26.455]  As I said, John Rapoport had no job.
[03:15:26.455 --> 03:15:39.425]  I called John Rapoport, gave him a job, got him started again, and he went out and wrote a book on my work called Secret Societies.
[03:15:39.425 --> 03:15:43.528]  And of course, I don't know if we were on the air at the time when we were talking about
[03:15:44.526 --> 03:16:07.680]  Uh, Fritz Springmeier with the Bloodlines of the Illuminati, all of that was taken from me back in 1988 by Fritz Springmeier's girlfriend, Gloria Mascarella, so all of these people that I have, you know, and of course I was giving lectures in the motion picture studios and all the different recording studios back in the 70s and 80s.
[03:16:07.680 --> 03:16:11.322]  I was going around to motion picture studios at night
[03:16:12.069 --> 03:16:16.252]  And just the working class people in the studios would give me a pass.
[03:16:16.252 --> 03:16:17.332]  Yeah, I know.
