[00:00:00.189 --> 00:00:03.351]  So does he.
[01:15:39.245 --> 01:15:47.931]  Well, they're walking towards... See, the word utopia, if you actually look up the meaning of the word utopia as it was first meant to mean, it actually means no place.
[01:15:48.584 --> 01:15:53.968]  And this of course then opened up, this would not have been understood when Francis Bacon, you know, coined the term or used it.
[01:15:54.348 --> 01:16:00.533]  It certainly makes a lot of sense now because we have virtual kingdoms, we have cyber, you know, purgatories are waiting for us.
[01:16:00.613 --> 01:16:10.681]  We have these virtual reality states in which man, so divorced from his own center, so divorced from his own spirit, not only divorced but running headlong away in the opposite direction from his spirit.
[01:16:11.081 --> 01:16:12.462]  What do you think is waiting there for him?
[01:16:14.003 --> 01:16:19.728]  These individuals are wanting to create a perfect social global village in which you can upload your own consciousness.
[01:16:19.848 --> 01:16:21.869]  The internet is one aspect of this.
[01:16:21.929 --> 01:16:25.732]  It's not negative, but it's an extension of the cerebral spinal system, as many scholars have shown.
[01:16:26.073 --> 01:16:32.698]  The point is, is the way they're engineering the technocracy is to dominate and subjugate and dumb down.
[01:16:33.098 --> 01:16:39.323]  So we're not demonizing technology one way or the other, but the architecture of it has been designed for bad.
[01:16:39.363 --> 01:16:49.150]  There is no doubting that, and we're being inserted into the false reality when our whole development is about this plane of existence, and we need to maintain that.
[01:16:49.871 --> 01:16:58.998]  We can certainly expand, but we need to maintain and expand our core, not give up our core of who we are to, quote, expand into something else, because that will destroy who we really are.
[01:17:00.040 --> 01:17:08.402]  Right, and we often, because again of the misuse of terms, because of the media's complicity in all of this, we often think of technology as being nothing to do with spirituality.
[01:17:08.502 --> 01:17:11.282]  In fact, spirit and technology are two words for the same thing.
[01:17:11.702 --> 01:17:19.484]  If you go back in history and you'll notice the emphasis of technology when it's used to write, to build pyramids, to feed the poor, you see, to irrigate great rivers.
[01:17:19.504 --> 01:17:23.785]  I mean, technology was in the hands of all of the most spiritual people in the past.
[01:17:24.187 --> 01:17:30.150]  It's being sequestered, it's being repackaged, it's being sort of territorialized and owned by those who are the darkest of powers.
[01:17:30.170 --> 01:17:31.111]  It doesn't belong to them.
[01:17:31.471 --> 01:17:40.076]  The great samurai, you know, the people who could make the great swords in the past, the great horsemen, or the great, you know, whatever, the musicians, the musicology, the creators of instruments.
[01:17:40.649 --> 01:17:42.151]  You know, all of this is technology, isn't it?
[01:17:42.451 --> 01:17:44.653]  So technology surrounds us as part of who we are.
[01:17:45.113 --> 01:17:46.735]  But it also has a spiritual component.
[01:17:46.795 --> 01:17:53.762]  It needs to be back in the hands of the people who are spiritual, not in the hands of these demonic people who are using it to, you know, destroy humanity.
[01:17:53.782 --> 01:17:54.082]  That's right.
[01:17:54.122 --> 01:17:56.665]  We are a species who envisions and then creates.
[01:17:57.225 --> 01:18:00.950]  We are a magical species compared to everything else on this planet.
[01:18:01.270 --> 01:18:04.474]  As neat as dolphins are, they've got nothing on Homo sapiens sapiens.
[01:18:04.895 --> 01:18:15.909]  And the enemy has to blunt and dumb down that creativity and get us focused off into issues of no significance or brute, bestial, lower level, making that, you know, through the mammalian image,
[01:18:16.929 --> 01:18:17.270]  You got it.
[01:18:17.310 --> 01:18:18.830]  On the Michael Tassarin website,
[01:18:34.864 --> 01:18:41.006]  People will see an article there called Weapons of Mass Destruction Found, and it addresses this whole concept between the magic and the sorcery.
[01:18:41.126 --> 01:18:43.627]  I refer to what they're doing as sorcery, black sorcery.
[01:18:43.667 --> 01:18:58.292]  Basically, these people are possessed by a kind of archon, a demonic force that they serve, or they've... You can look at it the other way, that they have basically uploaded their own consciousness into that place, into that place of fear, envy, endless greed, endless darkness.
[01:18:58.332 --> 01:18:59.593]  It doesn't matter which way you look at it.
[01:18:59.633 --> 01:19:02.414]  Either something's possessed them, or they have uploaded their consciousness
[01:19:03.438 --> 01:19:09.522]  What they've done is they've murdered their own spirit psychologically, and then by doing that, you allow this dark sorcery to enter into you.
[01:19:10.082 --> 01:19:17.787]  Well, you can look at it either way, but the sum result is the infected, the person who is infected by that spiritual virus, cannot sit still.
[01:19:17.807 --> 01:19:20.008]  This is what the people of America and the world need to understand.
[01:19:20.348 --> 01:19:25.271]  That kind of infected person cannot sit still unless they go around and try to infect everybody else.
[01:19:25.631 --> 01:19:28.133]  The thing makes sense when you look at it from a psychological point of view.
[01:19:28.153 --> 01:19:28.453]  That's right.
[01:19:28.473 --> 01:19:31.835]  Faith without works is dead, and that goes for the dark side and the light side.
[01:19:32.375 --> 01:19:36.659]  I mean, people are going to manifest and build what their core is.
[01:19:37.300 --> 01:19:43.587]  And then notice the occultists at the higher levels want to make everybody low-level atheist and not believe any of that, so that blinds us.
[01:19:43.847 --> 01:19:48.332]  But at the top, the real top atheists in people are wild, satanic Luciferians.
[01:19:48.832 --> 01:19:49.953]  We're going to skip this break, too.
[01:19:49.993 --> 01:19:50.654]  BehindTheScenes.com.
[01:19:52.908 --> 01:20:02.057]  Michael, let's just keep going, because have you noticed and seen the Theophilic Societies and the Blavatskyites and the OTO people?
[01:20:02.377 --> 01:20:14.208]  When you get up to high-level folks, like Dr. Pionk, I keep talking about, he's in a Druid outfit, he says, I love Lucifer on his website, on the official UT website, he names his bison bull Lucifer.
[01:20:15.129 --> 01:20:26.491]  You know, when you really get around these guys, they are into the occult, but into their classes and everybody, they're making fun of anybody who's religious, anybody who believes there's other dimensions, anybody who believes there's more to the world.
[01:20:27.051 --> 01:20:40.893]  They go, oh, you're not of reason, and I see that as shuddering people from whatever humans are, and you know, whatever this hunger for religion, you know, shuddering us down here, so they can operate up here with, as you call it, you know, their sorcery, which is their mind control.
[01:20:41.934 --> 01:20:44.254]  That's right, and many of these other organizations
[01:20:44.813 --> 01:20:54.579]  You see, are like fraternal orders in which you have to pass through them in order to be matriculated to get into, you know, what I would say, like what we talked about in the first segment about the Atmos, the true story of masonry.
[01:20:54.599 --> 01:20:56.780]  They're not just going to hand that down to anybody.
[01:20:57.101 --> 01:21:04.185]  So they put, from the school level onwards, through all of these various occult and other organizations, you see, they're like steps on the ladder.
[01:21:04.245 --> 01:21:06.146]  I mean, even the masons use the symbol of the ladder.
[01:21:06.967 --> 01:21:08.888]  You have to die into what you knew.
[01:21:09.108 --> 01:21:10.429]  You have to die to the world that you knew.
[01:21:10.839 --> 01:21:26.660]  And I believe this is a kind of insanity, a form of unsane insanity, and therefore you have to sort of, they have a carrot and a stick approach in which you have to then matriculate, matriculate, matriculate until you are complicit and submissive enough so that they can then infect you with their infection.
[01:21:26.760 --> 01:21:28.202]  It's basically as simple as that.
[01:21:28.633 --> 01:21:36.259]  Until people strengthen themselves through knowledge, which is the only way to strengthen and have a spiritual connection to something, you know, they're not going to be able to warm up.
[01:21:36.580 --> 01:21:39.142]  Well, you talk about psychic vampirism.
[01:21:39.762 --> 01:21:42.084]  There is no doubt that's what this new world order is.
[01:21:43.105 --> 01:21:43.545]  Big time.
[01:21:43.585 --> 01:21:44.586]  You know, we're doing DVDs.
[01:21:44.606 --> 01:21:46.087]  That's another DVD project we're doing.
[01:21:46.568 --> 01:21:54.414]  Right now, I believe that things are moving so fast that, you know, and remember, as we said earlier, there's only so much of this knowledge that we study that people can handle.
[01:21:54.793 --> 01:21:59.414]  They're already balking and they're already, you know, covering their eyes and screaming to hide under the bed.
[01:21:59.794 --> 01:22:07.556]  Even with the sort of lower level stuff about the Illuminati and, you know, the death of the Constitution, they can't even handle that, let alone things like psychic vampirism and war on consciousness.
[01:22:07.956 --> 01:22:16.938]  So, you know, I tend to pace my stuff out there because I realize that sometimes, you know, and this of course does not include everyone, there are people who are totally ready for this, but the masses of the world are not ready for this.
[01:22:16.998 --> 01:22:20.219]  So you have to sort of go slow and pace what you're creating and what you're writing about.
[01:22:20.660 --> 01:22:25.663]  You know, what you're putting out there, you can tell them a little bit about it, because the human race is so unready for a lot of this.
[01:22:25.683 --> 01:22:28.905]  There is an awakening taking place, but it's also a very natal thing.
[01:22:28.925 --> 01:22:29.545]  Well, I know this.
[01:22:29.645 --> 01:22:31.246]  I go off what my gut tells me.
[01:22:31.266 --> 01:22:36.309]  You know, I analyze the real world, what I can prove, but my gut tells me the human race is very, very old.
[01:22:36.729 --> 01:22:44.194]  The human race has incredible potential and is really going to go places if we can only move past this whole new world order system.
[01:22:47.188 --> 01:22:50.909]  My main message in most of my work is to understand the nature of deconstruction.
[01:22:51.309 --> 01:22:57.611]  That moving forward is partly acquisitive and partly an active movement forward, but you also have to jettison.
[01:22:57.911 --> 01:23:01.552]  And anything that moves forward, anything that's going to progress, it also needs to shed skins.
[01:23:01.632 --> 01:23:08.613]  It also needs to jettison and deconstruct all the rubbish and all the miasma and all the webs, you see, of ignorance.
[01:23:09.454 --> 01:23:10.974]  Learning is a dual process.
[01:23:11.014 --> 01:23:15.375]  It requires you to clean, just like we have to wash our bodies when dust accumulates and dirt accumulates.
[01:23:15.782 --> 01:23:18.544]  We have to clean our cars, our homes, everything, the plates we eat off.
[01:23:19.005 --> 01:23:21.386]  And people sometimes have forgotten this in their search for the light.
[01:23:21.647 --> 01:23:32.015]  They also have to realize that there's a lot of parasites, a lot of sharks, a lot of mosquitoes, a lot of, you know, like we talked about earlier, a lot of darkness that comes around as you start moving towards the truth and towards the light.
[01:23:32.315 --> 01:23:34.097]  That's when the dirt is going to be shining up.
[01:23:34.137 --> 01:23:35.838]  That's when you're going to see the dirt for what it is.
[01:23:36.138 --> 01:23:38.300]  You can't say yuck and run away from it or hide.
[01:23:38.580 --> 01:23:43.344]  You've got to know how to take out the right kind of detergent to deal with the dirt, be it psychic or social or anything else.
[01:23:43.846 --> 01:23:53.472]  And in my work, the basic message to everyone is you're not going to have legal, social, political sovereignty or any solvency until you've got it mentally and spiritually.
[01:23:53.512 --> 01:23:55.293]  Stay there, stay there, stay there.
[01:23:56.734 --> 01:23:58.515]  Here we go.
[01:23:59.276 --> 01:24:08.882]  You know, I take myself as a microcosm of a journey of awakening.
[01:24:09.963 --> 01:24:13.065]  Some people misinterpret what I'm doing as fear.
[01:24:14.710 --> 01:24:19.762]  No, fear would put people in their box, in a catatonic state, in a field position, not moving forward.
[01:24:19.822 --> 01:24:20.944]  Why has Alex Jones?
[01:24:22.210 --> 01:24:33.039]  For all my foibles and problems, why have I been the most effective, and I think that's universally pretty much accepted even by my detractors on all fronts, as the most effective at waking people up?
[01:24:33.059 --> 01:24:41.606]  Well, it's because I reached out to the people of the United States and the world and taught them and showed them how much power they had and how much they could do to wake up others.
[01:24:41.707 --> 01:24:46.391]  And that's why, if you're the listeners and the visitors of InfoWars.com and PrisonPlanet.com,
[01:24:47.338 --> 01:24:48.739]  So you judge a tree by its fruits.
[01:24:48.859 --> 01:24:52.463]  We have really resisted the New World Order, had a lot of victories against them, woken up a lot of people.
[01:24:52.523 --> 01:25:12.782]  And it's because I have passion, and I am aggressive, and I am angry, and I shake people out of the mesmerized position they're in with the TV and the culture, to then just kind of like a cold bucket of water, ice water, wake them up and shake them out of that.
[01:25:13.542 --> 01:25:18.846]  And Michael Tesari and David Icke, many others have also been very, very successful at doing this.
[01:25:19.587 --> 01:25:25.291]  So, what are your ideas of how to fight this technocracy?
[01:25:25.331 --> 01:25:36.740]  I mean, I want people to see how dangerous it is and know what a great threat it is, so they will move out of the way of the threat and then over it and on top of it and, you know, to denature it.
[01:25:38.968 --> 01:25:49.453]  I mean, what are your ideas of how this revolution of human consciousness, how this is going to play out, and what are your ideas in the solution?
[01:25:50.534 --> 01:25:54.776]  Well, see, whatever you want to call it, God, nature has already given us the tools.
[01:25:54.796 --> 01:25:55.877]  It's called the human reason.
[01:25:56.397 --> 01:25:57.698]  It's called the human curiosity.
[01:25:58.038 --> 01:25:59.338]  This has built the greatest bridges.
[01:25:59.358 --> 01:26:00.919]  It has created the shuttle.
[01:26:01.680 --> 01:26:03.381]  It has built the greatest nations on earth.
[01:26:03.401 --> 01:26:04.141]  It's built pyramids.
[01:26:04.679 --> 01:26:18.784]  We already have the hardware within us installed, but what has happened is we've been conditioned to not use it, to doubt our own sensibilities, to doubt our own bodies, to doubt that we have control over our own lives and our own families and our own communities.
[01:26:19.284 --> 01:26:21.685]  And this has been the insipid drip-feeding you see of the lie.
[01:26:21.945 --> 01:26:24.706]  I'm going to back up and talk about what you just said there about being angry.
[01:26:25.466 --> 01:26:32.909]  First of all, I do not have a degree in psychology, but I have studied the subject thoroughly, and I can tell you that you, Alex, are neither mad nor paranoid.
[01:26:33.419 --> 01:26:39.600]  And that you are a person who's got the guts to stand up and be as mad as hell, who can channel her anger positively.
[01:26:40.020 --> 01:26:40.821]  And this is what is needed.
[01:26:41.341 --> 01:26:42.401]  Go back to the movie Network.
[01:26:42.621 --> 01:26:43.801]  You gotta be as mad as hell.
[01:26:43.981 --> 01:26:45.661]  You gotta fall in love with the word no.
[01:26:45.902 --> 01:26:47.102]  You gotta ask questions.
[01:26:47.322 --> 01:26:50.162]  And you gotta do it when anyone else comes to help you do it or not.
[01:26:50.642 --> 01:26:52.023]  And this is very vital.
[01:26:52.083 --> 01:26:55.263]  You know, as I said, Ulster men from my country fought in the War of Independence.
[01:26:56.024 --> 01:26:57.644]  This war, to me, is still going on.
[01:26:58.064 --> 01:27:00.805]  And people need to be armed up because something is shooting at us.
[01:27:01.125 --> 01:27:03.185]  Something is taking away that which is most precious.
[01:27:03.570 --> 01:27:04.891]  And therefore something has to be done.
[01:27:05.191 --> 01:27:13.675]  And you have to be as mad as hell, but you also have to channel that madness, and that healthy anger, and be armed up to fight this kind of tiger in the long grass.
[01:27:13.996 --> 01:27:15.977]  It is not something that's going to make itself known.
[01:27:16.317 --> 01:27:18.438]  You could easily shoot in the wrong direction, you see?
[01:27:18.798 --> 01:27:21.400]  So people need to be armed up with knowledge and education.
[01:27:21.540 --> 01:27:31.225]  And I will not stand in my life, you see, which is happening a lot, I see in the world, that these people who come into this subject, either they're bandwagon hoppers, or like we said, they're maybe debunkers or whatever,
[01:27:31.593 --> 01:27:39.157]  Or they may just be a bunch of intellectuals who try to come there, you know, with the same rules that they knew in the college, in the university, in the mainstream, jumping through the hoops.
[01:27:39.437 --> 01:27:41.658]  And then they come into this world and go, where's your qualifications?
[01:27:42.038 --> 01:27:45.500]  You know, what kind of books and DVDs have you written or done?
[01:27:45.820 --> 01:27:49.342]  You know, and they want to territorialize this knowledge and they want to make you jump through the hoops.
[01:27:50.042 --> 01:27:54.243]  See, I've always told, just like you do, the average person, take action, be a leader.
[01:27:54.603 --> 01:27:56.423]  You know, it can do incredible things.
[01:27:56.483 --> 01:27:59.604]  And the enemy hates that, that I tell people that they're empowered individually.
[01:27:59.884 --> 01:28:03.905]  They try to misquote me and misinterpret and claim that I'm saying that people don't have power.
[01:28:03.965 --> 01:28:09.186]  No, I'm saying you do have power, you do affect change, you can change the world around you.
[01:28:10.346 --> 01:28:15.207]  Well, you see, one of the earliest mottos, one of the earliest mottos of the ancient Irish,
[01:28:15.817 --> 01:28:21.639]  It's very simple, and it's said in Gaelic, but in English, it is deeds to match words.
[01:28:23.520 --> 01:28:30.122]  And this is the fact, that here we are in a situation of colossal attack on the human race.
[01:28:30.382 --> 01:28:37.465]  We are literally dealing with the death of America, if we're not careful, you know, at least the death of the America that was known and built by the forefathers.
[01:28:37.825 --> 01:28:43.367]  And people are sitting there passively and twittering and howling and screeching about meaningless crap.
[01:28:43.772 --> 01:28:46.136]  They gotta get off of their damn ass, is what I say.
[01:28:46.196 --> 01:28:48.299]  You know, people do exactly what you're doing.
[01:28:48.339 --> 01:28:50.682]  So, I'm hoping that people will model themselves on you.
[01:28:50.983 --> 01:28:52.405]  You know, what happens when people watch...
[01:28:52.921 --> 01:28:55.843]  You know, what was the reality back in the 1950s?
[01:28:55.863 --> 01:29:04.147]  You know, people like me in Britain, Alex, grew up watching the Humphrey Bogart, you know, movies, the Jimmy Cagney movies, when people in America looked you right in the eye and told you where to get off.
[01:29:04.447 --> 01:29:05.228]  What the hell happened?
[01:29:05.248 --> 01:29:08.129]  How did everything become so politically correct and so asinine?
[01:29:08.169 --> 01:29:13.532]  Well, notice the mainstream media always tells us, be passive, don't be aggressive, don't stand up for yourself.
[01:29:13.812 --> 01:29:16.534]  But meanwhile, the government is aggressive and pushy towards us.
[01:29:16.914 --> 01:29:18.415]  They're letting us know they're the boss.
[01:29:20.751 --> 01:29:22.473]  Well, Michael Tasarian is our guest.
[01:29:22.493 --> 01:29:24.936]  This is so important for the InfoWars streams.
[01:29:24.996 --> 01:29:28.720]  I'm going to skip this again and come back for everybody else in just three minutes.
[01:29:29.140 --> 01:29:34.686]  This is the one, the only GCN Radio Network and MichaelTasarian.com is the website.
[01:29:34.706 --> 01:29:37.109]  I'll be a routine guest here on the show.
[01:29:37.169 --> 01:29:37.549]  Stay with us.
[01:29:37.569 --> 01:29:38.170]  We'll be right back.
[01:29:41.437 --> 01:29:50.644]  Okay, Michael, when we come back, I want to plug some of your books and videos for the full audience, but in the last 30 minutes when we come back, I've got to plug a few sponsors as well.
[01:29:51.304 --> 01:29:53.085]  What are some of the final things you want to discuss?
[01:29:54.386 --> 01:29:58.069]  Well, let's just talk about... I want to give people a heads up on the DVD that's coming out.
[01:29:58.089 --> 01:29:58.970]  It's actually a series.
[01:29:59.010 --> 01:30:00.751]  We're making like two or three in the series.
[01:30:00.831 --> 01:30:03.333]  It's going to be on technology and basically focusing on the future
[01:30:03.962 --> 01:30:06.904]  Because, you know, there's one thing to critique what's been going on in the past.
[01:30:06.964 --> 01:30:15.070]  It's like my focus is now on where we're heading, and it's very much that this technology used wrongly is going to be one of the major clubs in the hand of the global elite.
[01:30:15.250 --> 01:30:17.232]  Well, what's happening is, incrementally,
[01:30:18.621 --> 01:30:29.606]  Incrementally, they are intensifying the poison in the shots, in the water, in the food, the frequency pollution, which they admit is really hurting people, the cell phones and the wireless and all of it.
[01:30:30.026 --> 01:30:35.808]  And I do see them gradually accelerating now the gradual implementation of all of this.
[01:30:35.948 --> 01:30:39.049]  And I do see it all coming to a head in 2012 and beyond.
[01:30:39.090 --> 01:30:41.991]  I see that as the real kickoff of what they believe to be the final
[01:30:43.011 --> 01:30:43.592]  All the paganism.
[01:31:09.961 --> 01:31:10.602]  It's amazing, well...
[01:31:22.981 --> 01:31:27.124]  When we come back, we'll get into the technocracy, where you see things going.
[01:31:27.164 --> 01:31:37.951]  I mean, break down specifically the type of upheavals you think we're going to witness, how this whole economic banking takeover feeds into it as well, Michael.
[01:31:38.551 --> 01:31:40.513]  And there is so much on your site.
[01:31:40.993 --> 01:31:43.474]  How many documentaries or videos have you done?
[01:31:44.515 --> 01:31:49.078]  Well, I've done one series of 22 DVDs.
[01:31:49.118 --> 01:31:50.119]  There's 6 DVDs, 22 discs in all.
[01:31:50.139 --> 01:31:51.420]  It's called The Origins and Oracles.
[01:31:52.893 --> 01:31:53.434]  Yeah, sure.
[01:31:53.494 --> 01:31:53.874]  Always.
[01:31:53.974 --> 01:31:54.314]  Absolutely.
[01:31:54.374 --> 01:31:57.117]  There's been a barrage of it since, in fact, last year.
[01:31:57.877 --> 01:32:00.399]  So we have to be very cautious, you know.
[01:32:16.943 --> 01:32:19.145]  Yeah, we've had a lot of people have their places broken into.
[01:32:19.185 --> 01:32:21.067]  We've had stuff done to our vehicles over here.
[01:32:21.087 --> 01:32:25.591]  A lot of things I don't get into on air, but man, the attacks are intensifying.
[01:32:26.494 --> 01:32:26.774]  Sure.
[01:32:26.834 --> 01:32:28.236]  These people can prevent you traveling.
[01:32:28.276 --> 01:32:29.697]  They can fuck with you in many ways.
[01:32:29.717 --> 01:32:30.397]  All right.
[01:32:30.638 --> 01:32:32.840]  Listen, it's a good thing we're not on the AM and FM dial right now.
[01:32:33.140 --> 01:32:33.840]  This is the U.S.
[01:32:34.341 --> 01:32:39.325]  This is actually on a lot of AM and FM stations, all these little internet, which are very important shows, but, you know, they can get away with that.
[01:32:39.365 --> 01:32:43.829]  We can't do that, Michael, so be careful when we come back, even with the hells and damns.
[01:32:43.869 --> 01:32:44.830]  I'm not trying to censor you.
[01:32:45.190 --> 01:32:47.252]  I just think it gives people an excuse not to listen to what you have to say.
[01:32:47.492 --> 01:32:48.533]  Okay, here we go, my friend.
[01:32:48.613 --> 01:32:48.893]  Here we go.
[01:33:02.653 --> 01:33:10.696]  I'm going to take five phone calls for Michael Tesarian coming up in about 15 minutes.
[01:33:10.716 --> 01:33:11.016]  1-800-259-9231.
[01:33:11.036 --> 01:33:12.736]  Specific questions for the guests.
[01:33:12.816 --> 01:33:16.298]  Pretty wide ranging, so any topic goes.
[01:33:16.318 --> 01:33:17.278]  1-800-259-9231.
[01:33:17.898 --> 01:33:22.640]  Before we go back to Michael, I wanted to tell you about a couple of our sponsors.
[01:33:23.732 --> 01:33:26.233]  One of them is Food Shortage USA.
[01:33:26.813 --> 01:33:32.735]  And no, this is not eFoodDirect.com, the great folks that are our biggest sponsor for storable food, so you're not dependent on the system.
[01:33:32.755 --> 01:33:36.577]  That's one of the biggest solutions is be self-sufficient, get more and more off their grid.
[01:33:36.937 --> 01:33:40.558]  Food Shortage USA teaches you how to inexpensively store food yourself.
[01:33:40.938 --> 01:33:43.179]  FoodShortage.com is the website.
[01:33:43.199 --> 01:33:44.119]  FoodShortage.com.
[01:33:46.440 --> 01:33:53.286]  And phase one of the insider's plan for one world government has been identified with the recent bailout.
[01:33:53.326 --> 01:33:59.471]  International bankers and power brokers have engineered the current crisis to create a new currency and a new world bank to act as a savior.
[01:33:59.731 --> 01:34:02.213]  And that's globally setting all the currencies at one price.
[01:34:02.253 --> 01:34:03.093]  That is a global currency.
[01:34:03.434 --> 01:34:04.515]  But we've only seen the beginning.
[01:34:04.555 --> 01:34:07.637]  The insiders have discovered that they must control two things to seize total power.
[01:34:07.717 --> 01:34:10.940]  One is the world currency, which are currently being prepared to accept any other as food.
[01:34:11.320 --> 01:34:13.382]  We're witnessing the engineered financial crisis, folks.
[01:34:13.422 --> 01:34:14.543]  Don't wait until it's too late.
[01:34:14.783 --> 01:34:21.150]  Go to FoodShortageUSA.com to learn how to make your own storable foods for you and your family to prepare for the road ahead.
[01:34:21.170 --> 01:34:26.835]  The website reveals a step-by-step way for the average person to get prepared for what's ahead.
[01:34:26.875 --> 01:34:28.056]  FoodShortageUSA.com or 877-327-0365.
[01:34:28.076 --> 01:34:28.216]  877-327-0365.
[01:34:28.257 --> 01:34:28.877]  Great information.
[01:34:28.897 --> 01:34:29.077]  And folks,
[01:34:36.444 --> 01:34:38.326]  The thing here is, it's not that we're in fear.
[01:34:38.666 --> 01:34:40.168]  We know the food prices are going up.
[01:34:40.208 --> 01:34:42.910]  We know there's food shortages worldwide, from Iceland to Africa.
[01:34:42.930 --> 01:34:43.610]  I mean, it's all over.
[01:34:44.031 --> 01:34:46.112]  We know they're artificially doing this.
[01:34:46.133 --> 01:34:47.313]  They're talking about depression.
[01:34:47.434 --> 01:34:48.935]  It's good to be self-sufficient.
[01:34:48.955 --> 01:34:49.996]  We're empowered.
[01:34:51.777 --> 01:34:52.518]  We see a threat.
[01:34:52.558 --> 01:34:53.379]  We prepare for it.
[01:34:54.187 --> 01:34:54.967]  Okay, it's that simple.
[01:34:55.347 --> 01:35:03.829]  Also, another great sponsor is NewVitality.com, an old, established, high-quality vitamin and mineral company that Codex Alimentarius is trying to block.
[01:35:03.849 --> 01:35:05.889]  They don't have any magic cures or miracle stuff.
[01:35:06.790 --> 01:35:12.871]  What they have is just high-quality minerals and vitamins and things that are known to have good health effects, like aloes, colon, and body cleanse.
[01:35:13.491 --> 01:35:14.611]  It's 30 different herbs.
[01:35:15.111 --> 01:35:19.952]  It's super-concentrated aloe vera, well-known to detoxify and flush out your guts, 800-569-4056.
[01:35:20.172 --> 01:35:21.052]  They have super-beta-prostate.
[01:35:24.313 --> 01:35:25.714]  Just very well documented.
[01:35:26.834 --> 01:35:33.396]  The salt palm meadow and other things that are in it, a whole bunch of herbs that are known to shrink the prostate, make it a lot healthier.
[01:35:33.456 --> 01:35:35.116]  Every male over 45 should be taking this.
[01:35:35.697 --> 01:35:39.038]  Just one ingredient, salt palm meadow, is recommended by a lot of medical doctors.
[01:35:39.438 --> 01:35:40.958]  So the plants we have, 1-800-569-4056, 1-800-569-4056, or newvitality.com.
[01:35:40.978 --> 01:35:43.099]  If you forget that banner, there's a link up on infowars.com.
[01:35:49.841 --> 01:35:52.842]  Okay, going back to Michael Tasarian, michaeltasarian.com.
[01:35:53.342 --> 01:36:01.483]  Michael, I want to go to some calls here in about 10 minutes or so, but continue with the technological control grid, and you talk about them clamping down the next three years or so.
[01:36:01.883 --> 01:36:05.604]  Really, I mean, people think we've already seen an intensification of operations by the globalists.
[01:36:05.984 --> 01:36:08.345]  You're talking about really intensifying things.
[01:36:08.745 --> 01:36:09.685]  Break that down for us.
[01:36:10.745 --> 01:36:14.086]  Well, these are people who've always thought of man as some sort of golem.
[01:36:14.246 --> 01:36:15.326]  You know the story of the golem?
[01:36:16.465 --> 01:36:33.429]  And even coming out of the New Age movement, all this stuff about the Greys, you know, I believe that that's been infiltrated, and a lot of that is disinformation, in order to, you know, prepare us to be not only afraid, of course, of some sort of off-world invasion, that, you know, that is science fiction, but it works well to prepare people for what's coming.
[01:36:33.929 --> 01:36:41.931]  But basically, when you start reading the certain schools of Bertrand Russell and these kinds of people, and these other maniacs that I deal with in, you know, my work,
[01:36:43.183 --> 01:36:56.766]  Throughout my books and DVDs, these individuals literally do think of themselves as some sort of robotic, mechanical beings, and nothing could be... In their greatest pipe dreams, you see, is to make a completely controllable human being.
[01:36:57.066 --> 01:37:07.108]  I actually believe that for ritual purposes, certain segments of these Illumined Ones, so-called, wanted to completely devastate and wipe out the human race a long time ago.
[01:37:07.468 --> 01:37:10.389]  And that another quadrant, another section or cadre,
[01:37:11.064 --> 01:37:23.828]  Sort of, you know, frowned upon that in the past and didn't want that, and came up with the idea that, look, to make the perfect robot, all we gotta do is dumb down the people of the world to the level of the robot, to the level of the cyborg, and the job is done.
[01:37:24.428 --> 01:37:25.809]  And that's basically where we're at.
[01:37:25.889 --> 01:37:27.870]  That's where we've been up until now.
[01:37:28.390 --> 01:37:30.310]  Now, they have restored the technology.
[01:37:30.330 --> 01:37:35.272]  Because remember, these people armed themselves to the teeth with not only knowledge, but occult knowledge.
[01:37:35.822 --> 01:37:39.145]  And so, I am not a person who's a Luddite.
[01:37:39.425 --> 01:37:40.646]  I am all for technology.
[01:37:40.946 --> 01:37:48.872]  But I do not want technology in the hands of occultists who are working from, you know, occult knowledge and then arming themselves with this technology.
[01:37:48.892 --> 01:37:49.613]  This is the problem.
[01:37:49.913 --> 01:37:53.676]  And this is also a message to those who are working in these technological sort of enclaves.
[01:37:53.896 --> 01:38:03.063]  They gotta be aware of this and research this to find out about the occult ideologies that are behind these technical orgs and behind some of these, you know, people's champions.
[01:38:03.877 --> 01:38:10.963]  Within the Genome Project and with some of these materialist philosophers and scientists who are just itching to create the global village.
[01:38:11.283 --> 01:38:16.148]  And that, through the electronics, through the technologies, through the cybernetics, you see.
[01:38:16.448 --> 01:38:17.769]  And this is actually an old story.
[01:38:17.789 --> 01:38:22.033]  People are familiar with the work I did in my Atlantis book, know that this is a very old story.
[01:38:22.413 --> 01:38:27.237]  That these cybernetics and cryogenics and the genetic manipulation is not something new.
[01:38:27.658 --> 01:38:31.381]  It's just that they've had to build back the technology at a record pace now.
[01:38:31.963 --> 01:38:34.024]  You know, in the chronology of time.
[01:38:34.404 --> 01:38:35.685]  And they're succeeding to do this.
[01:38:36.145 --> 01:38:39.247]  And that is why I believe they have postponed certain other events.
[01:38:39.687 --> 01:38:42.408]  Because they wanted the tunnel vision on this particular thing.
[01:38:42.688 --> 01:38:45.930]  It's backed up by the work of Jim Keith and these people that I've been mentioning a lot here.
[01:38:46.510 --> 01:38:48.911]  And we've got to realize, you see, that this is coming down.
