[00:00:05.074 --> 00:00:05.714]  This agenda.
[01:17:45.764 --> 01:17:50.966]  Once a FOFA Key Finder is attached to each of those easy to lose things, it can find and be found by all the rest.
[01:17:51.186 --> 01:17:57.167]  Use your wallet to find your keys, your keys to find the remote control, or any of them to find an uncharged or muted cell phone.
[01:17:57.307 --> 01:18:03.109]  FOFA goes through walls, cushions and laundry baskets up to 30 feet and projects a loud 90 plus decibel beep.
[01:18:03.310 --> 01:18:06.411]  And new for Christmas, there's even a FOFA just for eyeglasses.
[01:18:06.611 --> 01:18:08.832]  Where did I put my glasses, Mrs. Claus?
[01:18:09.981 --> 01:18:11.102]  Oh, here they are!
[01:18:11.362 --> 01:18:14.885]  Luckily, Rudolph's nose isn't the only thing that lashes.
[01:18:15.145 --> 01:18:18.948]  Order your Fofa today with batteries included along with a 30-day money-back guarantee.
[01:18:19.028 --> 01:18:20.609]  Call 866-245-8670.
[01:18:20.629 --> 01:18:23.731]  That's 866-245-8670.
[01:18:23.851 --> 01:18:26.253]  Or buy online at findonefindall.com.
[01:18:26.373 --> 01:18:28.334]  Again, that's findonefindall.com.
[01:18:33.398 --> 01:18:36.000]  How would you like to save up to 90% on your phone bill?
[01:18:37.469 --> 01:18:39.910]  It can be done thanks to Empire One Telecom.
[01:18:40.470 --> 01:18:46.371]  EOT offers voice over IP technology that will allow you to make phone calls from your home or business without the high cost.
[01:18:47.191 --> 01:18:56.214]  Take advantage of EOT's most popular plan which includes unlimited long distance throughout the US and Canada and 360 minutes of international calling for only $19.95 a month.
[01:18:58.945 --> 01:19:06.290]  Plus, all calling plans include over 40 special features, including call waiting, caller ID, and three-way calling, free!
[01:19:06.811 --> 01:19:10.433]  Take your phone number on the road with you thanks to EOT's travel-friendly box.
[01:19:10.893 --> 01:19:15.036]  Simply plug your adapter into any internet connection and start making phone calls.
[01:19:15.437 --> 01:19:16.237]  It's that easy!
[01:19:16.838 --> 01:19:24.203]  So if you have a high-speed internet connection and are ready to dramatically lower your monthly phone bill, choose your plan now at EOTTech.com.
[01:19:24.603 --> 01:19:26.164]  That's EOTTech.com.
[01:19:26.805 --> 01:19:27.985]  EOTTech.com.
[01:19:30.393 --> 01:19:33.555]  Before you throw away your used batteries, you need to listen to this.
[01:19:33.916 --> 01:19:35.657]  Now, going green can save money.
[01:19:35.837 --> 01:19:41.181]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:19:41.401 --> 01:19:49.127]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:19:49.427 --> 01:19:58.714]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:19:59.014 --> 01:20:02.038]  Increasing capacity and maintaining cell integrity.
[01:20:02.219 --> 01:20:07.105]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:20:07.406 --> 01:20:12.613]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:20:12.933 --> 01:20:13.654]  Save your money.
[01:20:14.054 --> 01:20:14.996]  Save the environment.
[01:20:15.356 --> 01:20:16.737]  Visit us online at r-charge.com.
[01:20:16.777 --> 01:20:17.738]  That's r-charge.com.
[01:20:17.758 --> 01:20:18.359]  Or call us at 989-637-4179.
[01:20:18.379 --> 01:20:18.799]  That's 989-637-4179.
[01:20:18.819 --> 01:20:20.461]  Be a part of the revolution today.
[01:20:20.601 --> 01:20:22.323]  Are you tired of searching for great talk radio?
[01:20:22.343 --> 01:20:23.404]  Well, search no more.
[01:20:23.424 --> 01:20:24.745]  We are the GCN Radio Network.
[01:20:44.261 --> 01:20:51.907]  Gerald Solente, I want to run through a whole line of questioning with quick answers from you if I can, because there's so much I want to pick your brain on.
[01:20:52.568 --> 01:21:02.136]  But going back to my second question, why are they trumpeting that, yes, we're setting up world government, yes, we've been setting it up in secret, yes, it's anti-democratic, but it's for your own good?
[01:21:02.456 --> 01:21:05.299]  Well, because it's a takeover.
[01:21:06.119 --> 01:21:09.182]  As I said, Washington's been taken over by Wall Street.
[01:21:09.742 --> 01:21:13.285]  And they're going to keep saying it's for our own good, but it's not going to do any good.
[01:21:13.765 --> 01:21:17.247]  Again, the people that are in control, it's out of their hands.
[01:21:17.287 --> 01:21:18.888]  Why are they killing the Golden Goose?
[01:21:18.948 --> 01:21:20.289]  I mean, they have this system.
[01:21:20.309 --> 01:21:20.730]  They're greedy.
[01:21:20.970 --> 01:21:22.030]  They have this system.
[01:21:22.131 --> 01:21:23.712]  Why do people get into politics?
[01:21:23.992 --> 01:21:25.913]  You know, Eisenhower had a great quote.
[01:21:26.353 --> 01:21:30.156]  He said anybody that would want to run for president had to be crazy.
[01:21:31.684 --> 01:21:34.246]  Or psychologically deranged.
[01:21:34.627 --> 01:21:36.829]  They're control freaks.
[01:21:36.889 --> 01:21:37.630]  That's the bigger issue.
[01:21:37.650 --> 01:21:38.791]  They're crazy.
[01:21:39.271 --> 01:21:42.794]  He said if you're called on to serve, that's different.
[01:21:43.335 --> 01:21:47.078]  But these people spend their whole lives trying to tell other people how to live.
[01:21:47.099 --> 01:21:53.825]  The system is breaking down the big story behind everything that's going on here.
[01:21:54.615 --> 01:21:59.817]  And this is what we wrote back in 2002, the summer edition of the Trends Journal.
[01:22:00.257 --> 01:22:02.918]  Empire America fading fast.
[01:22:03.338 --> 01:22:05.559]  This isn't an economic crisis.
[01:22:05.939 --> 01:22:08.400]  The empire is in decline.
[01:22:08.820 --> 01:22:16.723]  We can see in the future these secessionist movements that are taking root, gaining more and more strength.
[01:22:17.303 --> 01:22:21.825]  As a matter of fact, I spoke at one in Vermont this past November.
[01:22:22.549 --> 01:22:25.392]  And it's one of the more active ones in the country.
[01:22:25.452 --> 01:22:30.556]  Well, Gerald, we have this huge, trillion-plus-dollar-a-year military-industrial complex.
[01:22:30.657 --> 01:22:31.998]  It's imploding worldwide.
[01:22:32.458 --> 01:22:37.563]  And it appears that this whole apparatus, this predatory system, is going to implode back to the U.S.
[01:22:37.783 --> 01:22:43.128]  only, and then they're then going to preditate and feed on us here domestically.
[01:22:43.208 --> 01:22:44.129]  I mean, is that the plan?
[01:22:44.893 --> 01:22:50.357]  I don't know what the plan is, but I do know that they will do anything to keep the people in line.
[01:22:50.818 --> 01:22:57.503]  And that our, you know, the freedoms, I mean, look what happens every time there's a political convention.
[01:22:57.883 --> 01:22:59.904]  You know, they bring in the stormtroopers.
[01:23:00.345 --> 01:23:01.766]  You can't step out of line.
[01:23:01.786 --> 01:23:07.690]  Look what happened here in New York for the Republican and Democratic, I think it was the Republican convention.
[01:23:07.710 --> 01:23:08.411]  2004, I was there.
[01:23:08.451 --> 01:23:13.995]  Yeah, I mean, look at the videotape of the police assaulting innocent people and rounding them up.
[01:23:14.574 --> 01:23:15.014]  We're good to go.
[01:23:31.545 --> 01:23:36.087]  On the internet, they're moving to shut down the old web, force us onto a highly regulated internet too.
[01:23:36.127 --> 01:23:38.148]  That's part of Obama's big upgrade.
[01:23:38.728 --> 01:23:45.751]  Madoff, I mean this is the former head of the Nasdaq, showing a window into the criminal class that's literally ruling us.
[01:23:45.791 --> 01:23:47.192]  The Eddie Haskells with an army.
[01:23:47.212 --> 01:23:54.756]  I want to get into the fact that the elites are all leaving the United States and leaving Israel and leaving other key areas.
[01:23:54.876 --> 01:23:57.937]  Why are the billionaires fleeing Israel and the United States?
[01:23:58.317 --> 01:24:05.804]  Where you see this going, what you see militarily happening as the empire collapses, and then solutions to all of this.
[01:24:06.405 --> 01:24:10.008]  And again, how you see us coming out of all of this.
[01:24:10.329 --> 01:24:11.870]  Gerald Salente is our guest.
[01:24:11.890 --> 01:24:13.051]  TrendsResearch.com.
[01:24:13.331 --> 01:24:15.393]  Go there and sign up for his report.
[01:24:15.854 --> 01:24:16.975]  Alright, Gerald Salente.
[01:24:17.015 --> 01:24:21.159]  I want to go to calls in the next segment, so let me go to these calls quickly.
[01:24:22.325 --> 01:24:38.068]  If anybody was doubting how criminal Wall Street is, Madoff, they're now saying it could be over 100 billion, not 50 billion, stolen from charities, pension funds, government pension funds, Jewish groups, ripping off his own sons.
[01:24:38.128 --> 01:24:41.488]  I mean, this is the type of kleptocracy that we have.
[01:24:43.109 --> 01:24:46.949]  And it turns out the brokerage firms and banks were knowingly involved in all of this with him.
[01:24:47.249 --> 01:24:50.070]  That's what this derivative system is, is a Ponzi scheme.
[01:24:51.141 --> 01:24:51.761]  Oh, yeah, yeah.
[01:24:52.062 --> 01:24:54.923]  I don't think they should call it a Ponzi scheme anymore.
[01:24:55.243 --> 01:24:59.125]  Ponzi was small change compared to these criminals.
[01:24:59.526 --> 01:25:01.447]  You know, let's call it a Matlock, you know?
[01:25:01.467 --> 01:25:06.369]  I mean, you know, this thing, it's endemic.
[01:25:06.530 --> 01:25:10.772]  It's throughout all of Wall... This is what Wall Street has become.
[01:25:11.172 --> 01:25:16.695]  You know, what's bad for Wall Street, Alex, is great for Main Street.
[01:25:17.115 --> 01:25:18.116]  And I'll tell you why.
[01:25:18.797 --> 01:25:21.159]  It's Wall Street that killed Main Street.
[01:25:21.579 --> 01:25:42.294]  It's Wall Street with all this finagling that allows these huge developers to borrow all of this money on leverage, build these huge malls, and then the criminals in hand, the politicians who get all these payoffs, they call them campaign contributions,
[01:25:42.694 --> 01:25:57.691]  Then they give these huge developers all of these breaks, you know, these loan guarantees, they give them access road building, and tax breaks, and what they've done is they've put Main Street out of business.
[01:25:58.092 --> 01:25:59.914]  This belief
[01:26:00.612 --> 01:26:06.838]  That we need a Wall Street so that we can keep creating the ugliness that they've created.
[01:26:07.178 --> 01:26:17.167]  I mean, my God, does anyone like driving down a street and seeing nothing but strip malls and malls compared to the old, beautiful cities?
[01:26:17.207 --> 01:26:21.131]  And by the way, we're now in Kingston, New York.
[01:26:21.676 --> 01:26:26.221]  We're right off the most historic corner in the United States.
[01:26:26.261 --> 01:26:27.763]  We're right on it.
[01:26:27.783 --> 01:26:29.385]  The only corner in the U.S.
[01:26:29.425 --> 01:26:33.270]  where there's a stone building on each corner dating back to the 1600s.
[01:26:34.867 --> 01:26:37.568]  We're here because it's a walking community.
[01:26:37.848 --> 01:26:40.430]  We have all these beautiful old buildings.
[01:26:40.850 --> 01:26:46.132]  And we support all the local people around.
[01:26:46.913 --> 01:26:54.656]  As this dies, as these giants fall, we're going to start seeing a return to local.
[01:26:55.717 --> 01:27:04.061]  Because what we also do at the Trans Research Institute, when we write the Trans Journal, is we give people trend posts to follow, to profit.
[01:27:04.421 --> 01:27:05.742]  And to avoid dangers.
[01:27:06.483 --> 01:27:20.416]  As this thing unfolds more and more, the real estate buys, and there will be, but not yet, are going to be in these kind of communities, where people could live and where they work, where they shop, where they have a community.
[01:27:20.736 --> 01:27:28.924]  The only thing that's going to save people during this greatest depression is to build the strongest communities that they can.
[01:27:29.484 --> 01:27:32.487]  Not a federal or a state, but a local.
[01:27:32.988 --> 01:27:34.849]  That's where the survival is going to come from.
[01:27:34.949 --> 01:27:46.040]  Instead of vertical integration, going back to local control and true diversity and sovereignty, shifting gears back to something you said a few minutes ago, they've weaponized the market
[01:27:46.580 --> 01:27:50.563]  These private brokerage firms and central banks can issue endless liquidity to themselves.
[01:27:51.023 --> 01:27:53.324]  They create the monsters like Walmart and others.
[01:27:53.344 --> 01:27:59.188]  They consolidate the economy like a giant risk game until the final phase when there's nothing left.
[01:27:59.468 --> 01:28:04.351]  And they're sitting there with all the currency, all the power, all the money, but they've destroyed their own markets.
[01:28:04.792 --> 01:28:08.434]  And that's why Wall Street was aware of the criminal activity with their Ponzi schemes.
[01:28:08.754 --> 01:28:10.655]  And that's why they moved in with the police state.
[01:28:11.076 --> 01:28:14.558]  But again, what is going to support the police state when there's no taxing base?
[01:28:15.218 --> 01:28:15.839]  Exactly.
[01:28:15.859 --> 01:28:20.443]  As we said, there's going to be high levels of anarchy and revolution.
[01:28:20.884 --> 01:28:30.153]  And you know, the other thing is that, the other reason why we're at where we're at, where we're located here, it's a very rich area in terms of agriculture.
[01:28:30.769 --> 01:28:31.309]  I don't
[01:28:52.658 --> 01:29:00.622]  Everywhere you go, people are always envious of the United States because they still think that we have the freedoms, of course, that we don't have.
[01:29:00.683 --> 01:29:11.308]  But what we do have, that no one else does have, is really an innovative spirit and an ability to think that isn't restricted by cultural norms.
[01:29:11.388 --> 01:29:16.131]  So there are great opportunities, and I'm going to have you back on again in the near future, next year if you'll do it,
[01:29:16.961 --> 01:29:23.685]  Uh, to do a whole show on opportunities in this crisis, not just to protect yourself, but to thrive.
[01:29:24.146 --> 01:29:33.191]  When we come back, let's talk about how you see the revolution unfolding itself, and then how you see... The holidays are right around the corner.
[01:29:33.452 --> 01:29:34.072]  The crowds.
[01:29:34.432 --> 01:29:40.657]  The countless hours in traffic, finding a parking spot just to buy a gift you're worried they might not like anyway.
[01:29:40.977 --> 01:29:45.701]  How about surprising your loved ones with a gift they can use every day of the year?
[01:29:46.021 --> 01:29:50.245]  Give the gift of safety with security products from Pepperspray.com.
[01:29:50.425 --> 01:29:56.490]  Pepperspray.com carries the largest assortment of pepper spray and other personal safety devices on the web.
[01:29:56.730 --> 01:29:59.891]  For your spouse, your children, your co-workers, and more!
[01:30:00.171 --> 01:30:07.914]  When you purchase the perfect gift from Pepperspray.com, you'll receive 10% off just by using the coupon code GCN.
[01:30:08.254 --> 01:30:14.857]  What better way to say Merry Christmas than giving the priceless gift of safety and security from Pepperspray.com!
[01:30:15.237 --> 01:30:18.141]  Shop now at Pepperspray.com or call 1-800-908-9988.
[01:30:18.161 --> 01:30:18.401]  That's 1-800-908-9988.
[01:30:18.441 --> 01:30:21.745]  Pepperspray.com wishes you and yours a safe and happy holiday season.
[01:30:30.543 --> 01:30:39.627]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[01:30:39.807 --> 01:30:47.831]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[01:30:47.971 --> 01:30:50.593]  In fact, clinically detected parasites account for only 1%
[01:30:51.493 --> 01:30:52.194]  We're good to go!
[01:31:17.253 --> 01:31:21.076]  Excellent source of natural plant-based silica with 14 trace minerals.
[01:31:21.216 --> 01:31:24.018]  Order some today at FreshwaterOrganics.com.
[01:31:24.138 --> 01:31:26.339]  Again, that's FreshwaterOrganics.com.
[01:31:26.479 --> 01:31:26.980]  Or call 888-949-3570.
[01:31:47.073 --> 01:31:47.583]  It's real food.
[01:31:50.623 --> 01:31:58.608]  Cheese eggs, freeze-dried fruits and vegetables, Mountain House freeze-dried meals, MREs, a full nutritional line, the British Birkfeld water filter, and more.
[01:31:58.748 --> 01:32:01.690]  If you want to prepare now, go to BeforeIt'sTooLate.us.
[01:32:01.730 --> 01:32:03.752]  That's BeforeIt'sTooLate.us.
[01:32:03.912 --> 01:32:05.753]  Or call 1-800-753-1981.
[01:32:05.953 --> 01:32:09.356]  That's 1-800-753-1981.
[01:32:09.476 --> 01:32:13.679]  Or you can put your head in the sand and be just another sheeple in the corporate-controlled flock.
[01:32:13.739 --> 01:32:17.121]  But remember, those who don't learn from history are bound to repeat it.
[01:32:19.373 --> 01:32:20.295]  I don't know.
[01:32:29.736 --> 01:32:31.596]  Heart disease is on the rise.
[01:32:31.716 --> 01:32:36.878]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:32:37.078 --> 01:32:38.398]  But the symptoms are there.
[01:32:38.678 --> 01:32:46.840]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:32:47.080 --> 01:32:52.801]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:32:53.021 --> 01:32:54.762]  My blood pressure has normalized.
[01:32:54.822 --> 01:32:56.984]  My diabetes has totally improved.
[01:32:57.004 --> 01:33:01.346]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[01:33:01.527 --> 01:33:03.668]  I recommend Heart and Body Extract to everyone.
[01:33:03.748 --> 01:33:11.533]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:33:11.613 --> 01:33:12.514]  Thank you for listening to GCN.
[01:33:12.534 --> 01:33:13.394]  Visit GCNlive.com today.
[01:33:40.578 --> 01:33:43.119]  All we've got is the cards that life deals us.
[01:33:45.539 --> 01:33:48.500]  But there's the question of how we play those cards.
[01:33:53.921 --> 01:34:00.102]  The good news is we've been here for decades, warning people about what was going to happen and explaining just how it would unfold.
[01:34:00.982 --> 01:34:05.323]  And exactly what we said is now happening, so people are paying attention.
[01:34:09.560 --> 01:34:11.001]  You know, it's not tooting our horn.
[01:34:11.802 --> 01:34:16.246]  It's just a fact to give the listeners an idea of how many people we're reaching.
[01:34:18.047 --> 01:34:23.712]  I have, in the last few days, been contacted by some of the biggest names in Hollywood that I didn't know.
[01:34:25.253 --> 01:34:27.715]  Some of the biggest names in television that I didn't know.
[01:34:27.735 --> 01:34:37.083]  I've talked to other people I've known for a long time in Hollywood, and they say that if we thought the Patriot, Liberty, 9-11 Truth movement, anti-new order movement was big before,
[01:34:38.911 --> 01:34:45.556]  With the producers and directors and writers and actors and actresses, it is many times bigger now.
[01:34:46.016 --> 01:34:49.578]  So, fighting the New World Order, being aware of this, is the hottest thing.
[01:34:49.598 --> 01:34:54.202]  And it's not some trend, it's not some new trendiness the establishment's trying to suppress it.
[01:34:54.622 --> 01:35:06.290]  It is an underground movement that is bigger than the above-ground false mainstream media projection telling us that the establishment loves us and the establishment isn't corrupt and the establishment's going to take good care of us.
[01:35:07.535 --> 01:35:14.400]  And so as their false reality begins to fall to the real reality, we have a great opportunity to actually turn this thing around.
[01:35:14.980 --> 01:35:18.703]  I have a few final questions for you, Gerald Cilenti, and then I want to get to some phone calls.
[01:35:19.223 --> 01:35:20.944]  But finishing up, how do you see this?
[01:35:20.964 --> 01:35:23.045]  I mean, when does physical revolution?
[01:35:23.065 --> 01:35:26.748]  I know you can't mark a date or a month, but what, a year out, two years out?
[01:35:26.768 --> 01:35:29.029]  A lot of experts we talk to say about two years out.
[01:35:29.510 --> 01:35:30.791]  Some are now saying a year out.
[01:35:31.131 --> 01:35:32.292]  Some say three years out.
[01:35:32.652 --> 01:35:34.373]  Governments are saying two or three years out.
[01:35:34.473 --> 01:35:37.175]  Government Pentagon reports are saying two years out, a year out.
[01:35:38.035 --> 01:35:42.419]  When does the breakdown really occur, and then how do you see it playing out?
[01:35:43.460 --> 01:35:46.122]  Well, we have forecast 2012.
[01:35:46.322 --> 01:35:50.545]  That's the year that we're pinpointing the revolution.
[01:35:50.946 --> 01:35:54.008]  Just as, for example, we're in a recession.
[01:35:54.028 --> 01:35:57.231]  Actually, we're in the early stages of depression now.
[01:35:57.771 --> 01:36:03.756]  But when you look at the real unemployment numbers, as you well know, they're ranging between 12 to 14 percent.
[01:36:05.753 --> 01:36:11.317]  That's even according to the government statistics when they put in the people who are no longer actively seeking jobs.
[01:36:12.578 --> 01:36:22.065]  So, just as they said, for example, that we were in a recession a year ago, even though they weren't admitting it, we'll be in a revolution for a while and they won't admit it.
[01:36:22.486 --> 01:36:26.569]  We believe the official date will come around 2012, if not sooner.
[01:36:27.189 --> 01:36:30.952]  We're going to start seeing the first signs of it, we believe, this winter.
[01:36:31.656 --> 01:36:39.781]  There's going to be food riots, there's going to be housing riots, there's going to be riots at many different levels, and the form they take is very difficult.
[01:36:40.221 --> 01:36:54.669]  You know, for example, we had, you know, in 2000, it was December 14th, 2000, USA Today ran our top trends, and the first trend was, they read, 2001 won't be our year, Trends Here says.
[01:36:55.208 --> 01:37:01.351]  And we warned that a wave of anti-Americanism would sweep the globe, and that Americans wouldn't be safe at home or abroad.
[01:37:01.651 --> 01:37:07.695]  We didn't know, for example, that it would be 9-11, but we knew the flashpoint was there.
[01:37:08.095 --> 01:37:14.338]  The flashpoint, we believe, is going to start happening, become visible on the streets this winter.
[01:37:14.738 --> 01:37:16.559]  There's going to be uprisings.
[01:37:17.059 --> 01:37:18.340]  They're going to be violent.
[01:37:19.281 --> 01:37:21.962]  And they will be suppressed, or try to be suppressed.
[01:37:22.366 --> 01:37:29.730]  You know, in my book, Trends 2000, which I wrote in 96, came out in January, finished it in 96, came out in January of 97.
[01:37:30.530 --> 01:37:32.351]  We had this, come the revolution.
[01:37:32.771 --> 01:37:44.176]  But in that, we wrote, and you know, maybe naively, that we were in a third world country where the military or the police would fire on their own people.
[01:37:44.917 --> 01:37:51.680]  And we're hoping that, you know, hope is probably the most bankrupt word in the metaphysical language or dictionary.
[01:37:52.253 --> 01:37:58.077]  But we would believe that we're greater than the troops firing on their own people.
[01:37:58.497 --> 01:38:01.019]  So we saw the revolution coming a long time ago.
[01:38:01.039 --> 01:38:02.180]  How do you see it playing out?
[01:38:03.621 --> 01:38:04.421]  It's difficult.
[01:38:04.441 --> 01:38:11.786]  Again, I would say the first thing that the reality kind of things are going to be people being cold, hungry, and nowhere to sleep.
[01:38:12.346 --> 01:38:16.169]  And we can see rioting, maybe street riots, food riots.
[01:38:16.569 --> 01:38:19.391]  Crime, by the way, that's going to be the false flag.
[01:38:19.844 --> 01:38:24.265]  They're going to use crime as the example, and anarchists in the crowd.
[01:38:24.305 --> 01:38:28.126]  And then the public will beg for troops on the streets to save them.
[01:38:28.566 --> 01:38:29.286]  Exactly.
[01:38:29.386 --> 01:38:32.507]  So they could do a false flag kind of operation like that.
[01:38:32.927 --> 01:38:34.988]  And for example... Oh, I mean, we caught them in Denver.
[01:38:35.028 --> 01:38:38.309]  The police was in the Denver Post attacking other police for the news cameras.
[01:38:38.789 --> 01:38:39.069]  Right.
[01:38:39.109 --> 01:38:40.409]  What happened here in New York, too.
[01:38:40.949 --> 01:38:43.230]  So it can be that kind of a false flag.
[01:38:44.744 --> 01:38:48.326]  Those are the most likely scenarios.
[01:38:48.707 --> 01:39:02.117]  And by the way, one of the groups that people are not going to expect that's going to be very violent and very upset, or maybe they do, are going to be all these college students that have $40,000, $50,000 worth of debt on their shoulders.
[01:39:02.597 --> 01:39:07.641]  They're being hounded to pay it, and then they can't even get a job at Starbucks.
[01:39:08.254 --> 01:39:20.101]  So that's going to be the revolutionary crowd, because the young people... I'm speaking for myself, a person over 60, you just don't have the energy that you had before.
[01:39:25.531 --> 01:39:29.755]  As we saw in the 20s and 30s and 40s or the bonus marchers.
[01:39:30.395 --> 01:39:32.477]  I see vets revolting.
[01:39:32.637 --> 01:39:34.058]  I see college students.
[01:39:34.118 --> 01:39:37.961]  I see government workers when they find out that they've had their pension funds stolen.
[01:39:37.981 --> 01:39:39.623]  And that leads me to the big flashpoint.
[01:39:39.903 --> 01:39:41.704]  401k is down over 50 percent.
[01:39:42.145 --> 01:39:43.286]  Clearly going to continue.
[01:39:43.526 --> 01:39:50.812]  What are the firemen and teachers and police and government people going to do when they find out that they've had their pension funds stolen by the bankers?
[01:39:51.372 --> 01:39:58.656]  Well, again, this is why we're looking at, as we're saying, that these are only symptoms of a much greater trend.
[01:39:59.277 --> 01:40:02.278]  And it's the decline and fall of Empire America.
[01:40:02.518 --> 01:40:06.161]  And I think we're going to see many police and military actually join the people.
[01:40:06.961 --> 01:40:11.283]  Well, you know, there's that one group and then there's the other group.
[01:40:11.764 --> 01:40:20.869]  You know, when you look at undeveloped countries, and we're an undeveloping nation at this point, you know, the police and the federales,
[01:40:21.260 --> 01:40:21.560]  Absolutely.
[01:40:21.681 --> 01:40:24.504]  Okay, a few final questions and I want to get to the phone calls.
[01:40:34.665 --> 01:40:36.446]  You just mentioned false flag.
[01:40:36.667 --> 01:40:47.214]  We see government stage terror attacks when they're imploding economies to subconsciously, at a primitive tribal level, get the people to rally around the government who opposes their saviors.
[01:40:48.194 --> 01:40:50.416]  So we see these government make work jobs.
[01:40:50.456 --> 01:40:54.939]  This isn't like Roosevelt with building dams or building highway rest stops.
[01:40:55.539 --> 01:41:01.984]  They're saying Green Corps, Million Man Tattletail Force, Million Man Domestic Spy Force.
[01:41:02.664 --> 01:41:10.290]  I mean, this is openly being announced, so can you speak to false flags and then, of course, the type of make-work that Obama's promising?
[01:41:10.730 --> 01:41:13.132]  Well, the false flags, remember the Maine.
[01:41:13.152 --> 01:41:15.054]  I mean, the Lusitania.
[01:41:15.234 --> 01:41:27.243]  I mean, there's a report out now, of course, that the Lusitania, indeed, was filled with armaments that they were bringing over using people as human shields to bring those over.
[01:41:27.699 --> 01:41:31.000]  And, of course, the Lusitania was one of the sparks that brought the U.S.
[01:41:31.400 --> 01:41:43.204]  into World War I, which was, by the way, the most avoidable major war in modern history, fought by, you know, brought about by fools and failing monarchies.
[01:41:43.824 --> 01:41:51.086]  And so we have, of course, we have the Gulf of Tonkin incident that never happened the way they said it did.
[01:41:51.486 --> 01:41:52.986]  So there's one after another.
[01:41:53.107 --> 01:41:54.507]  We don't know what they will be.
[01:41:55.140 --> 01:42:03.804]  But we believe, given the track record of what they've done in the past, there's no reason to rule out that they won't do it in the future.
[01:42:04.285 --> 01:42:09.167]  And again, we're fighting a war right now for reasons that are patently false.
[01:42:09.507 --> 01:42:13.489]  Gerald Cilente, how do you see the attack on the web unfolding?
[01:42:13.509 --> 01:42:19.132]  You know, they've announced in documents put out by Internet, too, that private corporations and the government
[01:42:19.492 --> 01:42:19.872]  We're good to go.
[01:42:42.339 --> 01:42:48.363]  And that they are going to ban these groups on the web, and we're now seeing massive censorship of our work all over the internet.
[01:42:48.663 --> 01:42:53.367]  Infowars.com, PrisonPlanet.com, banned in libraries, government Wi-Fi systems.
[01:42:54.087 --> 01:42:55.268]  How do you see that unfolding?
[01:42:55.508 --> 01:43:11.319]  Net neutrality, it's going to be a very difficult one to control, because there's a whole cadre of people out there that are internet patriots that are going to do anything that they can not to make this happen.
[01:43:11.943 --> 01:43:24.214]  And of course, it's the one card, the freedom of the internet, it's the major card, I would say, that can help free us from a global dictatorship.
[01:43:24.554 --> 01:43:29.379]  It's going to be a fight to the finish for the government to regulate the web, we believe.
[01:43:31.076 --> 01:43:42.830]  Now that the election is over and the shock is beginning to wear off, Ready Reserve foods in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your family survive the global economic crash.
[01:43:43.391 --> 01:43:45.934]  Ready Reserve is offering the pre-inauguration special.
[01:43:46.554 --> 01:43:53.300]  Between now and January 20th, 2009, all food units U1 through U7 are being offered at wholesale prices.
[01:43:53.781 --> 01:43:55.322]  That's a 33% savings.
[01:43:55.623 --> 01:43:58.926]  A year's supply of meals starts as low as 73 cents per meal.
[01:43:59.346 --> 01:44:08.554]  Ready Reserve Food offers only the highest quality dehydrated food, packed in double enameled cans in an inert nitrogen atmosphere, allowing a 15 plus year shelf life.
[01:44:09.275 --> 01:44:09.535]  I think so.
[01:44:30.231 --> 01:44:37.876]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[01:44:38.297 --> 01:44:39.477]  You need the Paclite.
[01:44:39.918 --> 01:44:47.763]  The Paclite is the longest-lasting flashlight on the market and simply snaps onto any 9-volt battery and uses two high-powered LED lights.
[01:44:48.103 --> 01:44:51.285]  It's small enough to carry in your pocket, car, garage, and home.
[01:44:51.706 --> 01:44:56.129]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[01:44:56.529 --> 01:44:57.790]  The Paclite is so durable,
[01:44:58.050 --> 01:45:02.455]  Soldiers overseas rely on them and has been featured in the New York Times and Backpacker magazine.
[01:45:02.895 --> 01:45:07.200]  The pack light comes with a 25 year warranty and prices start at just twelve ninety nine.
[01:45:07.561 --> 01:45:14.228]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlight.com.
[01:45:14.548 --> 01:45:17.131]  That address again is 9voltlight.com.
