[00:00:02.870 --> 00:00:04.771]  We now go to Dr. Nick Begich.
[01:14:07.581 --> 01:14:10.943]  Yeah, Alex, I told you about the Roy Spencer
[01:14:37.062 --> 01:14:38.285]  Yes, you were just telling me about that.
[01:14:38.305 --> 01:14:39.047]  You want to finish up?
[01:14:39.488 --> 01:14:40.791]  I got some more information.
[01:14:40.811 --> 01:14:46.726]  He's a University of Alabama Principal Research Scientist.
[01:14:48.831 --> 01:14:50.092]  You know, I think we may have interviewed him.
[01:14:50.232 --> 01:14:51.453]  Okay, thank you so much.
[01:14:51.794 --> 01:14:55.157]  We're going to go to break, talk behind the scenes with Dr. Nick Baggage, take more of your calls.
[01:14:55.577 --> 01:15:00.261]  Again, behind the scenes means PrisonPlanet.tv viewers are watching us live on TV.
[01:15:00.522 --> 01:15:02.904]  We'll still be live behind the scenes during this break.
[01:15:03.364 --> 01:15:05.506]  And then for internet streams, we're going to keep talking.
[01:15:05.526 --> 01:15:07.188]  For everybody else, we'll be right back.
[01:15:07.228 --> 01:15:09.610]  I don't want to waste any time with guests like Dr. Nick Baggage.
[01:15:09.630 --> 01:15:11.532]  Go to InfoWars.com to listen right now.
[01:15:13.590 --> 01:15:14.510]  Okay, thank you.
[01:15:14.630 --> 01:15:17.411]  University of Alabama, Roy Spencer.
[01:15:17.651 --> 01:15:21.492]  So I'll have to check in to him and we'll see about getting him on.
[01:15:22.193 --> 01:15:27.634]  Let's go ahead and talk to Jonas in Canada.
[01:15:27.674 --> 01:15:28.295]  You're on the air.
[01:15:28.355 --> 01:15:28.735]  Welcome.
[01:15:30.455 --> 01:15:30.895]  Welcome.
[01:15:31.255 --> 01:15:31.836]  Can you hear me?
[01:15:31.916 --> 01:15:32.436]  Yes, I can.
[01:15:33.016 --> 01:15:33.616]  Okay.
[01:15:34.336 --> 01:15:37.197]  Hey, I watched your documentary, The End Game.
[01:15:37.617 --> 01:15:38.898]  I'm here from Montreal, Quebec.
[01:15:38.978 --> 01:15:39.618]  It's amazing.
[01:15:40.179 --> 01:15:40.819]  That's amazing.
[01:15:40.879 --> 01:15:53.568]  I've never seen a documentary like this in my life and may Jesus bless you for this work because this is the information I was looking and investigating for years.
[01:15:53.748 --> 01:15:55.049]  I wanted this information.
[01:15:55.109 --> 01:15:56.070]  Now I have the truth.
[01:15:57.291 --> 01:16:05.877]  Well, as an evangelist, my job is to save souls and to do the same work as you do to awaken, you know, those who are sleeping.
[01:16:06.997 --> 01:16:10.180]  You know, the churches here are sleeping.
[01:16:10.200 --> 01:16:14.243]  They don't seem to see this evil in front of them, and I see it very well.
[01:16:15.184 --> 01:16:20.109]  What do you think about the issues that we've been discussing?
[01:16:20.329 --> 01:16:22.030]  Do you have any comments for Dr. Nick Begich?
[01:16:22.190 --> 01:16:31.719]  I'm going to come back when we finish a few calls, and we are going to, for the rest of the audience, talk about what he believes their endgame is.
[01:16:32.179 --> 01:16:33.079]  Yeah, I have another question.
[01:16:33.099 --> 01:16:34.280]  In Quebec, I want you to explain to me.
[01:17:01.857 --> 01:17:02.077]  Hello?
[01:17:02.537 --> 01:17:03.618]  Yes sir, you're on air, sir.
[01:17:03.698 --> 01:17:04.539]  Yeah, I'm here, okay.
[01:17:05.319 --> 01:17:09.722]  Okay, there's a new driver's license in December that's coming here, okay?
[01:17:10.703 --> 01:17:19.049]  It says all Quebecers will have to choose between a traditional driver's license and another one with a microchip called
[01:17:19.893 --> 01:17:20.975]  R.F.I.D.
[01:17:21.055 --> 01:17:22.317]  Can you explain to me what is R.F.I.D.? ?
[01:17:36.157 --> 01:17:38.800]  It is going into all the driver's license here, and you don't have a choice.
[01:17:39.220 --> 01:17:44.264]  In some areas of the world, they are saying you have a choice for a few years, but then no one has a choice.
[01:17:44.644 --> 01:17:54.332]  It destroys any privacy, allows thieves to steal it, but that's designed to cause greater identity theft, and then they come in with more regulation and more control.
[01:17:54.352 --> 01:17:55.993]  Let me get Dr. Begich's comment on that.
[01:17:56.013 --> 01:17:56.554]  Thanks for the call.
[01:17:57.545 --> 01:17:58.166]  Absolutely.
[01:17:58.186 --> 01:18:07.971]  In fact, RFID, first they said you couldn't read them except right up close, and the fact is from two kilometers away you can read them, and that was announced a couple years ago.
[01:18:08.591 --> 01:18:25.681]  And the idea of density, the amount of information stored on one of these and the miniaturization of them on a nanoscale is happening at such a tremendous rate as things get smaller and information density gets bigger, the amount of information on that little microcircuit about you becomes significant.
[01:18:25.761 --> 01:18:26.381]  And the fact that
[01:18:26.829 --> 01:18:32.652]  Because it's technology-based, readers will be decoded like every cell phone secret is in every internet.
[01:18:32.672 --> 01:18:33.733]  They've already caught him doing it.
[01:18:33.753 --> 01:18:35.414]  Here we go to the main audience.
[01:18:40.636 --> 01:18:45.339]  Here we go.
[01:18:45.479 --> 01:18:55.044]  I remember about six years ago in the San Francisco Chronicle that the instant pay toll road
[01:18:56.380 --> 01:18:58.781]  RFID stickers they were putting on their cars.
[01:18:59.961 --> 01:19:06.063]  The Feds had paid for a grant all over the city to track you by your name and by your vehicle everywhere you went.
[01:19:06.083 --> 01:19:07.603]  And that was going in a database.
[01:19:07.664 --> 01:19:13.825]  And now with Texas Tag and KTag and Securitag and all these companies, they're tracking everywhere you go, your cell phone.
[01:19:14.446 --> 01:19:16.666]  The caller was asking about RFID.
[01:19:16.706 --> 01:19:18.807]  Dr. Begich, break down RFID for us.
[01:19:19.361 --> 01:19:29.811]  Yeah, this is again, you know, instead of a barcode which was unique, say, of an item or a product, RFID is unique information about that specific item.
[01:19:29.851 --> 01:19:45.685]  In other words, one of the things that's visualized with RFID is that eventually every product will have this, so that the IRS, as an example, could walk into your home, wave a reader, and tabulate the value of all of your contents and figure out if it lines up with your income, as an example.
[01:19:46.509 --> 01:19:50.311]  An insurance company could use it in terms of tracking you coming in.
[01:19:50.351 --> 01:19:56.634]  They would also know the whole history of all those goods to know if you were engaging in what's going to be totally illegal.
[01:19:57.374 --> 01:20:00.416]  In fact, they're about to pass a law that also will shut down shopping carts.
[01:20:00.676 --> 01:20:14.443]  You have to report on yourself in real time to the feds through the merchant accounts and they're saying that barter and swap meets and that it will be a federal felony offense to have even garage sales.
[01:20:14.483 --> 01:20:14.763]  Go ahead.
[01:20:15.592 --> 01:20:31.716]  You know, when you want to talk about the predictions, this is about the most directed and controlled society ever envisioned, or at least ever envisioned since the book of Revelations and the revelation of John on the island of Patmos.
[01:20:31.856 --> 01:20:43.219]  You know, the fact is, it's about total, absolute control over what you do, where you go, whether you buy, whether you sell, whether you're part of the system or excluded from it.
[01:20:44.587 --> 01:20:52.913]  And by the way, you wrote 10-12 years ago about all this and said it would be used in a predatory fashion.
[01:20:52.973 --> 01:20:54.154]  Everything you said has come true.
[01:20:54.194 --> 01:20:56.096]  In fact, I remember reading your stuff a decade ago.
[01:20:56.136 --> 01:21:00.900]  It's worse than what you said, because I know you knew it was worse, but you held back just to be credible.
[01:21:02.061 --> 01:21:04.483]  And now you have an institute out that just studies all of this.
[01:21:05.283 --> 01:21:20.556]  with some folks involved in the lay fortune so a lot of serious people are are are really concerned about all this but when you go to RFID conferences or you read their minutes that are on the web they say this is predatory this is to control this is a defense department directive
[01:21:20.996 --> 01:21:26.680]  This whole grid going, and you want to explain to people that it isn't just us saying this has bad uses.
[01:21:27.180 --> 01:21:31.643]  We're told it has some everyday commercial use, but that's only to fund it.
[01:21:32.404 --> 01:21:33.124]  They're very smart.
[01:21:33.164 --> 01:21:34.565]  They fund it to the free market.
[01:21:34.825 --> 01:21:36.647]  They have us pay for our own enslavement.
[01:21:36.887 --> 01:21:39.629]  They admit it's diabolical.
[01:21:40.409 --> 01:21:42.591]  You know, and it's a tagging of the individual.
[01:21:42.631 --> 01:21:43.631]  You already have a number.
[01:21:43.711 --> 01:21:44.852]  It's your social security number.
[01:21:44.872 --> 01:21:48.675]  It tags you to everything you do, and it's supposed to be safeguarded.
[01:21:49.517 --> 01:22:09.440]  Other identifiers, and when you look at the data banks, the groups that have lost data and gotten nailed for it, or groups we reported on before anybody even knew their names, because they had DOD, Department of Defense, contracts to develop that data, and they were looking at ways to create, sort of from cradle to grave, the whole profile of the individual.
[01:22:09.460 --> 01:22:18.342]  And a couple of these programs got shut down in the 90s, and then renamed and relabeled and regurgitated right back at us.
[01:22:18.934 --> 01:22:33.761]  And this is the problem is these long-standing bureaucracies that hide behind privacy as national security and in fact are working against every one of our security by using this system of government to corrupt the very systems that should be protecting us.
[01:22:33.881 --> 01:22:43.825]  The idea of a totally controlled financial institution as people are looked at as consumers and taxpayers as just contributors in that way
[01:22:44.702 --> 01:22:53.529]  And it is an elite attitude, because the best in science, the best in religion, the best in everything that we do came from the mavericks that stood out that weren't part of some elite.
[01:22:54.030 --> 01:23:01.536]  Whether you look at the airplane, microcomputers, the best things that affect us in the most profound way happen by you and me.
[01:23:01.756 --> 01:23:04.158]  Average people who saw things just a little bit differently.
[01:23:04.178 --> 01:23:04.718]  Well, that's it.
[01:23:04.798 --> 01:23:11.324]  The elites always, when they get full control, create stagnant dark ages and persecute
[01:23:12.520 --> 01:23:13.140]  Free thinkers.
[01:23:13.220 --> 01:23:18.402]  And after they get rid of the most free thinkers, now the next group is seen as radical and radical and radical.
[01:23:18.682 --> 01:23:23.144]  And the persecution just continues until societies finally collapse.
[01:23:23.444 --> 01:23:32.147]  And the elites even admit that they've done this, so they say, well, we're going to have a scientific dictatorship so that no one can ever rebel and so that we don't collapse.
[01:23:32.707 --> 01:23:35.588]  And that brings me now, Dr. Begich, to their endgame.
[01:23:36.048 --> 01:23:37.989]  Studying, I know you get into core documents.
[01:23:38.689 --> 01:23:47.073]  Who the elite are, what they planned on building, this high-tech police state, the plans to reduce our numbers forcibly, control bioweapon releases.
[01:23:48.193 --> 01:23:54.496]  I mean, break down what, from the evidence you have, what their in-game goals are and what we're facing if we don't fight back.
[01:23:55.216 --> 01:23:56.376]  Well, I think it's two things.
[01:23:56.416 --> 01:24:00.718]  You know, when you really look at it, sort of what works against us and what works in their favor.
[01:24:00.738 --> 01:24:07.161]  And there's only a certain level they want the populations to be driven down to, because they lose too if it all collapses.
[01:24:07.847 --> 01:24:08.988]  So you need to control it.
[01:24:09.068 --> 01:24:10.549]  You need to actually manipulate it.
[01:24:10.609 --> 01:24:13.071]  And both, whether liberal or conservative, doesn't really matter.
[01:24:13.511 --> 01:24:21.938]  It's a different rationale, you know, for control, but the rationale is still there, and it's exploited by the same organizations that are behind the scenes.
[01:24:21.998 --> 01:24:25.100]  And it's the global corporations, predominantly.
[01:24:25.120 --> 01:24:26.421]  You know, corporations
[01:24:27.134 --> 01:24:33.358]  Once the founders die, our soul is creatures that live forever, you know, that exist on a foundation of greed.
[01:24:34.679 --> 01:24:46.445]  You need to reshape sort of that and build into it the kind of safeguards that hold people accountable, not just in government, but within corporations when they can have such a huge impact on human populations as they do.
[01:24:46.526 --> 01:24:48.947]  When you look at reduced populations as a big issue,
[01:24:49.680 --> 01:24:58.267]  You see it, but you know the real official population is so understated, because in the third world, the cost of a birth certificate is more than a week's wages, and most people don't even have them.
[01:24:58.307 --> 01:24:59.548]  They're born in their homes.
[01:25:00.168 --> 01:25:17.422]  So the unofficial population is probably 50% more than what we hear officially reported, and when you look at disease, disorder, and the price of food alone, and how many people will die in the next decade, just because food, although the third world is emerging, they'll be starving.
[01:25:17.502 --> 01:25:18.523]  And you're already seeing it
[01:25:18.942 --> 01:25:21.344]  Food riots that aren't reported on the mainstream media.
[01:25:21.804 --> 01:25:23.225]  Imagine that in this country.
[01:25:23.345 --> 01:25:24.626]  And here's what someone said to me.
[01:25:24.666 --> 01:25:26.887]  They're talking about how horrible it's going to be in the U.S.
[01:25:27.528 --> 01:25:29.729]  And, you know, they're giving this Armageddon picture.
[01:25:30.129 --> 01:25:33.852]  For somebody living in the suburbs of Bombay, Armageddon already happened.
[01:25:34.132 --> 01:25:35.493]  And they're living the experience.
[01:25:35.573 --> 01:25:44.899]  And we need to recognize that on this planet, we are going to be subjected to that same Armageddon, or we're going to avoid it, based upon how we use our judgment.
[01:25:45.500 --> 01:25:48.782]  The responsibility of having this economy rests with every one of us.
[01:25:49.409 --> 01:25:57.053]  The responsibility of doing the right things with our economy and our government rests with every one of us, not with elites from somewhere else with no national identity.
[01:25:57.693 --> 01:26:13.360]  We need to take back our government, our natural resources, and make sure they're working in the interest of the populations that live in this country, in this sovereign country, and at the same time be a light to the rest of the world as was originally intended, not a dictator to the rest of the world.
[01:26:13.681 --> 01:26:15.441]  Well, I agree with you, Dr. Baggage.
[01:26:15.481 --> 01:26:18.443]  I want to take a few final calls here before you have to leave us, but
[01:26:21.894 --> 01:26:31.839]  There is a debate within the elite, and I mention this every few days because it's such a big deal that local Texas papers reported what I've witnessed and what I know you've witnessed being all over the world.
[01:26:32.579 --> 01:26:43.445]  This anti-humanism, this teaching us to be guilty about our own life, that is only the elite training us to take away our life force instinct, our survival instinct
[01:26:44.065 --> 01:26:50.951]  to create some type of psychological love affair with death.
[01:26:51.431 --> 01:27:00.879]  That is only the elite wanting to basically remove our propulsion system from society, what propels humanity forward.
[01:27:01.837 --> 01:27:07.202]  They're trying to destroy and teach us to basically hate ourselves.
[01:27:08.143 --> 01:27:09.944]  So you have a debate between the elite.
[01:27:10.024 --> 01:27:13.527]  A minority only believes that half of us should be killed.
[01:27:15.129 --> 01:27:17.891]  They say phase that in, one-shot policies, euthanasia.
[01:27:18.792 --> 01:27:27.440]  The majority say 80% need to be killed and that bioweapons need to be released and they have to have a global police state to do that in an orderly fashion.
[01:27:27.460 --> 01:27:33.966]  They need to have smaller bioweapon releases to test covering it up and test how it spreads and to prepare larger releases.
[01:27:34.807 --> 01:27:48.073]  But then, now it's radicalizing where the largest minority of elitists and their minions say 90% need to die, with another subset minority that's growing saying all humans need to be killed.
[01:27:48.573 --> 01:27:59.118]  And then these people, you will notice who are even talking like this on their own websites, graduate students, doctorates, are working in bioweapon labs and bioweapon lab related systems
[01:28:00.288 --> 01:28:03.589]  And the government is recruiting them to work in the facilities.
[01:28:05.630 --> 01:28:07.930]  I mean, this is a mega-threat.
[01:28:08.690 --> 01:28:20.294]  And I put out calls for this, and basically my listeners demanded it, and the FBI did go visit some of the UT professors and others that were calling for the death of 90% of us who were connected to bioweapons production.
[01:28:21.434 --> 01:28:27.155]  But still, they should be removed from their positions near bioweapons and weaponized agents.
[01:28:27.416 --> 01:28:28.636]  Can you comment on that?
[01:28:29.497 --> 01:28:30.779]  You know, I would agree with you.
[01:28:30.839 --> 01:28:35.764]  Anyone who makes those kind of statements obviously shouldn't be developing those kinds of systems.
[01:28:36.245 --> 01:28:41.290]  The thing about global population, that's another fallacy in my mind.
[01:28:41.310 --> 01:28:45.275]  You know, when you look at global populations and the true resources of the world,
[01:28:45.854 --> 01:28:49.316]  There are sufficient resources, and this is the biggest secret.
[01:28:49.336 --> 01:28:52.917]  I'm not talking about everybody going back... We need to build ocean cities!
[01:28:53.097 --> 01:28:59.561]  Ocean cities very cheaply, inexpensively, off the coastlines that will become huge natural reefs, and then mine the reefs.
[01:28:59.661 --> 01:29:00.241]  Exactly!
[01:29:00.261 --> 01:29:04.423]  And we have the opportunity to solve all of these problems.
[01:29:05.343 --> 01:29:08.425]  But again, it's about denying really what we are.
[01:29:08.505 --> 01:29:11.546]  You know, we're created in the image of the Creator.
[01:29:11.586 --> 01:29:12.567]  Many of us believe that.
[01:29:12.687 --> 01:29:15.048]  And that means we have an access point
[01:29:15.529 --> 01:29:18.470]  That scares the hell out of the elite.
[01:29:18.830 --> 01:29:30.335]  Because if we were fully actualized as human beings, if we were fully manifesting the gifts of the Spirit, which have been documented in science in many, many ways, then, you know, and that is really where the fear is on their side.
[01:29:30.355 --> 01:29:36.637]  You know, when we talk about all these issues, the best way to keep people from reaching those high latitudes is by fear.
[01:29:37.239 --> 01:29:58.196]  Fear raises your brain activity into the high beta ranges, where you cannot reach these higher states of creative consciousness, where we are in our most creative states, our most intellectual places, where artists thrive, where the painter thrives, where the politician thrives when they're doing the right work, where the person has that sense of who they are.
[01:29:58.641 --> 01:30:02.883]  It happens at a different brain frequency that cannot be realized.
[01:30:02.903 --> 01:30:03.763]  Let me say it again.
[01:30:03.783 --> 01:30:07.304]  If you're in a state of fear, that is what the government perpetuates.
[01:30:07.504 --> 01:30:12.907]  They are knocking out our sense of purpose and our sense of building the species.
[01:30:13.067 --> 01:30:13.547]  Let's face it.
[01:30:14.287 --> 01:30:18.030]  Our lives are twinklings of an eye, but the species goes on forever.
[01:30:18.551 --> 01:30:19.091]  You understand?
[01:30:19.151 --> 01:30:21.373]  And so that's why you have this eternal feeling.
[01:30:21.654 --> 01:30:24.716]  That's why you love nostalgia and love thinking about your ancestors.
[01:30:25.617 --> 01:30:31.583]  Because we all realize that we live on, even if you don't believe in the spirit, we live on through the species.
[01:30:32.003 --> 01:30:33.584]  My ancestors live on through me.
[01:30:34.025 --> 01:30:35.986]  My progeny, I will live on through them.
[01:30:36.827 --> 01:30:46.031]  And I really think about my great-great-grandchildren when we've terraformed Mars and we beat the New World Order, you know, when we're going out to Alpha Centauri.
[01:30:46.051 --> 01:30:56.876]  I actually get excited thinking about them and all the wonders they're going to see, and I want to beat the New World Order even if I get killed, because I literally have a passion for my progeny.
[01:30:58.137 --> 01:31:01.739]  It just doesn't mean my flesh and blood, but all of us, the same genetic code.
[01:31:01.979 --> 01:31:14.146]  We are magical, powerful, dynamic creatures, and the globalists are jealous, envious, hoarding, greedy little bastards who are, you're right, who are trying to hoard this for themselves.
[01:31:14.206 --> 01:31:14.826]  And they say it.
[01:31:15.106 --> 01:31:17.467]  They say, we're going into the future, you're not.
[01:31:17.788 --> 01:31:21.430]  And folks need to know that they're trying to damn us off from the future.
[01:31:22.370 --> 01:31:23.731]  And this is the fight we're facing.
[01:31:24.810 --> 01:31:32.834]  You know, when you look at all of it, when you look at it in the backdrop again of what's possible, and that's what all of the research and technology, you know, tells me all the horrible things.
[01:31:33.394 --> 01:31:42.899]  And in the mind control area, the thing that the government discovered that scared the heck out of them was when they started unraveling the fact that human beings have all these latent potentials.
[01:31:43.419 --> 01:31:49.382]  I mean, can you imagine the average person being able to look through government and see what is hidden in those dark places?
[01:31:49.802 --> 01:31:52.283]  There'd be a lot of people gnashing their teeth
[01:31:53.051 --> 01:31:57.094]  In that scenario, and the fact of the matter is, we do have those capabilities.
[01:31:57.254 --> 01:31:58.134]  They documented them.
[01:31:58.515 --> 01:32:03.398]  The fact is, artificially within the lab, it's been created where you can actually see that play out.
[01:32:03.798 --> 01:32:08.481]  It's just as bizarre as 500 years ago, the average person being able to read a book.
[01:32:09.301 --> 01:32:15.965]  You know, the fact is, science is doubling from the invention of the wheel to where we are at the moment, every nine to ten months.
[01:32:16.406 --> 01:32:18.327]  The possibilities are also doubling.
[01:32:19.277 --> 01:32:21.479]  And it's a case of re-looking at it.
[01:32:21.519 --> 01:32:24.201]  You know, keep the internet free, which is where we started this today.
[01:32:24.622 --> 01:32:31.287]  Because that is an opportunity to exchange ideas where the guy in the bicycle shop invents the next airplane.
[01:32:31.627 --> 01:32:35.770]  You know, the guy in the garage invents the next microcomputer, as an example.
[01:32:35.790 --> 01:32:39.493]  You know, these are things that are possible today like no other time in history.
[01:32:39.935 --> 01:32:41.295]  And they're being taken from us.
[01:32:41.315 --> 01:32:41.835]  I agree.
[01:32:41.875 --> 01:32:43.276]  Because of the fear of the elite.
[01:32:43.416 --> 01:32:46.777]  Because they fear the average man, the average woman on this planet.
[01:32:46.797 --> 01:32:48.137]  They want to hoard their control!
[01:32:48.157 --> 01:32:54.558]  And they're blocking developments and systems that could give them life extension, that could give them so much.
[01:32:54.618 --> 01:32:55.939]  Their greed is only hurting them.
[01:32:56.139 --> 01:32:57.399]  Let's take a few final calls.
[01:32:58.199 --> 01:33:00.840]  And for TV viewers, this is a salacious crumb.
[01:33:00.900 --> 01:33:02.840]  I was joking about how he looked like David Rockefeller.
[01:33:03.200 --> 01:33:06.101]  So Burmess ordered me one off eBay and he just came in and gave it to me.
[01:33:07.221 --> 01:33:08.502]  That's David Rockefeller.
[01:33:08.522 --> 01:33:09.042]  You're laughing.
[01:33:09.062 --> 01:33:10.302]  You know who Salacious Crumb is?
[01:33:11.022 --> 01:33:11.202]  No.
[01:33:11.982 --> 01:33:14.183]  You know that creature that is Jabba the Hutt's little pet?
[01:33:14.923 --> 01:33:16.344]  Okay.
[01:33:16.364 --> 01:33:17.324]  David Rockefeller.
[01:33:17.664 --> 01:33:19.284]  David Rockefeller is in studio today.
[01:33:20.085 --> 01:33:21.245]  A little bit of fun here.
[01:33:21.545 --> 01:33:25.526]  Let's go ahead and talk to Archangel from Pittsburgh, PA.
[01:33:25.546 --> 01:33:25.926]  Go ahead.
[01:33:29.047 --> 01:33:30.147]  Come in, Archangel.
[01:33:30.527 --> 01:33:31.888]  Alex, Dr. Begich, how are you doing?
[01:33:32.228 --> 01:33:32.468]  Good.
[01:33:32.508 --> 01:33:32.968]  Good, thanks.
[01:33:33.482 --> 01:33:36.785]  Hey, I just wanted to bring up some quick things about the energy they're keeping.
[01:33:37.686 --> 01:33:38.507]  Four quick points.
[01:33:38.867 --> 01:33:42.911]  What about the free energy out of the air that was originally designed by Nikola Tesla?
[01:33:43.311 --> 01:33:48.315]  The water car that Stan Meyer produced, and they murdered him for it, and the government came and took it.
[01:33:48.976 --> 01:33:57.804]  The anti-gravity drive, or the hydrogen drive that they have, that they use on the Astra TRB3, that's a black project, NextOps, like Aurora.
[01:33:58.499 --> 01:34:02.460]  And, uh, they have cold fusion developed already, and gravity warping.
[01:34:02.580 --> 01:34:03.600]  What about those things there?
[01:34:04.800 --> 01:34:08.261]  You know, all of those, there's quite a bit, uh, out there on beach.
[01:34:08.281 --> 01:34:12.782]  You know, the ones that are the most, um, uh, potential are these exotic technologies.
[01:34:12.802 --> 01:34:14.062]  They tend to be suppressors.
[01:34:14.202 --> 01:34:17.963]  One in particular I saw, which was using, um, microwave energy.
[01:34:18.343 --> 01:34:24.424]  And what they did is they oscillated, uh, the microwave at a point where it oscillates the same frequency as water.
[01:34:24.524 --> 01:34:28.085]  And what it caused, through resonance, a very little amount of energy in,
[01:34:28.672 --> 01:34:34.854]  Cause the two elements to split the hydrogen and the oxygen very efficiently and it would burn instantly.
[01:34:35.974 --> 01:34:48.238]  We had for a while a posting of that video on our website, but the fact is there are many methods to get us energy just by recognizing how to sort of crack the elements.
[01:34:48.278 --> 01:34:55.761]  Another one is sodium borohydrate, which is an element that can be electrolyzed with water that will cause it to split very vigorously.
[01:34:56.278 --> 01:34:58.339]  You know, a lot of science has been developed.
[01:34:58.519 --> 01:35:10.887]  MIT, even, in the mainstream, with GE, showed a fuel cell two years ago that was producing energy at the equivalent of three dollars a gallon of gasoline, and you haven't heard a word about that since.
[01:35:10.907 --> 01:35:15.530]  Well, Flange and the other guy actually made something that was giving off power.
[01:35:15.550 --> 01:35:22.634]  Now, hundreds of universities have done it, but because the media tried to discredit that then, people just say, oh, that's fake, that doesn't matter.
[01:35:22.734 --> 01:35:25.576]  It doesn't matter how many journals it's published in, absolute fact.
[01:35:26.368 --> 01:35:30.533]  And it was, and it was replicated I think 6,000 times was the last number I read.
[01:35:31.114 --> 01:35:34.878]  And, you know, it still doesn't explain it fully, but that's okay.
[01:35:35.279 --> 01:35:42.867]  You know, this is where, again, science is ruthless, and the mainstream and the academic institutions, it's a very...
[01:35:44.770 --> 01:35:49.692]  Jealous environment of experts that are afraid of their own shadows.
[01:36:05.839 --> 01:36:07.761]  And then I'm going to let you go because I know you've got to go to that meeting.
[01:36:07.841 --> 01:36:16.688]  Final segment after this break, for everybody listening on the AM and FM dial and global shortwave, for InfoWars.com stream listeners, the show will continue with Baggage right now.
[01:36:17.669 --> 01:36:18.230]  Be right back.
[01:36:22.954 --> 01:36:24.535]  Attention GCN listeners.
[01:36:24.655 --> 01:36:26.497]  Okay, I'm going to go ahead and talk to Baggage here.
[01:36:26.857 --> 01:36:28.919]  Doc, let's go to Brian in Texas real fast.
[01:36:29.139 --> 01:36:29.840]  Brian, you're on the air.
[01:36:33.871 --> 01:36:36.272]  Some reason I can't hear Brian there, John.
[01:36:36.992 --> 01:36:38.132]  Yeah, Brian.
[01:36:38.172 --> 01:36:38.732]  Go ahead, bro!
[01:36:40.512 --> 01:36:41.413]  I'm on the air.
[01:36:41.653 --> 01:36:42.773]  He's just going to keep saying that.
[01:36:42.853 --> 01:36:43.653]  OK, thanks, Brian.
[01:36:43.893 --> 01:36:44.793]  That was Brian in Texas.
[01:36:44.813 --> 01:36:45.954]  Let's go to Brian in New York.
[01:36:46.354 --> 01:36:47.694]  Brian in New York, you're on the air.
[01:36:47.734 --> 01:36:48.154]  Go ahead.
[01:36:48.894 --> 01:36:49.174]  Hi, Alex.
[01:36:49.514 --> 01:36:50.054]  Hey, go ahead.
[01:36:50.935 --> 01:36:53.195]  My question was about HAARP.
[01:36:54.195 --> 01:37:01.617]  And would all these cell phone towers that are everywhere, could they possibly be used for the same
[01:37:05.359 --> 01:37:14.845]  For some purposes, you know, any electromagnetic carrier, cell phones in particular, can be used for transmitting signals that will affect, for instance, emotional states of people.
[01:37:14.905 --> 01:37:19.248]  And you can do it in sort of the background of your normal phone communications, as an example.
[01:37:20.529 --> 01:37:22.050]  Any electromagnetic carrier.
[01:37:22.090 --> 01:37:28.254]  There was an article, and I know Alex has reported on this from before, it's The Mind Has No Firewalls at the U.S.
[01:37:28.314 --> 01:37:30.435]  Army War College quarterly perimeters.
[01:37:31.158 --> 01:37:53.808]  And any carrier, whether it be power lines, radio, TV broadcast, the internet, cell phones, etc., can be used to influence behaviors of people over either narrow bandwidths, like cell phones, you could even... The new antenna designs allow you to sort of focus on a specific individual within one meter, so you could target an individual or you could use it for a larger population.
[01:37:54.574 --> 01:38:00.938]  And of course, Dr. Begich, I should have gotten you on today and gotten you to talk about all the chemical, biological, radiological testing on the people.
[01:38:00.998 --> 01:38:08.824]  In fact, let me set you up in a couple weeks, have Trey call you in the next few days, just to come on, get all your files out, and get into testing.
[01:38:09.985 --> 01:38:10.345]  Perfect.
[01:38:11.045 --> 01:38:11.726]  That sounds great.
[01:38:11.886 --> 01:38:14.228]  Because this is, again, an important area.
[01:38:14.288 --> 01:38:18.931]  Because when you start to talk about all of this, the people that have paid the price are the Americans.
[01:38:19.151 --> 01:38:20.732]  You know, we've been the victims.
[01:38:20.752 --> 01:38:21.232]  We already admit.
[01:38:22.898 --> 01:38:31.881]  Because we've been the superpower, we've had the big aggressive elite that wants more, more, more, and so they've used us basically as their tool shed, mercilessly.
[01:38:31.921 --> 01:38:32.761]  Brian, anything else?
[01:38:33.321 --> 01:38:39.824]  Yeah, real quickly, if they were to spray, say, aluminum and barium into the atmosphere, could that enhance HAARP's capability?
[01:38:40.964 --> 01:38:49.567]  It's a possibility, and I've heard this before, and actually, we'd have to talk more about it than we've got time today, but the barium and aluminum also appear
[01:38:50.183 --> 01:39:01.376]  As pollutants coming in from Asia, naturally within our environment and in many areas in the area of bauxite and aluminum production, they have a lot of aluminum, particular material.
[01:39:01.857 --> 01:39:02.678]  You don't need that.
[01:39:03.118 --> 01:39:05.521]  You don't need any of that in order to enhance the signal.
[01:39:11.178 --> 01:39:11.778]  That's correct.
[01:39:11.818 --> 01:39:19.083]  In fact, there's a dissertation that became a book called The Secret Lives of Dust, which I would recommend to this listener.
[01:39:19.143 --> 01:39:20.384]  Doc, we're out of time.
[01:39:20.424 --> 01:39:22.265]  And thank you, Brian.
[01:39:22.626 --> 01:39:23.386]  Doc, we're out of time.
[01:39:23.406 --> 01:39:24.487]  I'm going to have Trey call you.
[01:39:24.507 --> 01:39:25.728]  I want to set you up for two hours.
[01:39:26.028 --> 01:39:28.269]  Talk about chemical biological testing soon, okay?
