[00:14:10.250 --> 00:14:11.692]  You, Alex, are fearless.
[03:17:09.297 --> 03:17:10.978]  And this may be the last batch of this.
[03:17:11.518 --> 03:17:18.459]  You see, we have to go through the DEA to get this because it is pure atomic iodine.
[03:17:18.499 --> 03:17:21.499]  Everything else out there is bound or it's contaminated.
[03:17:22.100 --> 03:17:22.980]  It's not absorbable.
[03:17:23.380 --> 03:17:23.940]  It's toxic.
[03:17:24.620 --> 03:17:36.751]  We have deep earth crystal source that's so pure that it actually turns into purple gas in the atmosphere and it's ejected into palm oil, organic palm oil, in a proprietary patented process.
[03:17:36.871 --> 03:17:39.393]  And so in our own search to get the purest form,
[03:17:40.114 --> 03:17:48.503]  We discovered that oil companies and gas drilling companies had a byproduct that they were selling to pharmaceutical companies and also drug makers they used to make drugs.
[03:17:48.523 --> 03:17:52.688]  That's why the FDA is involved and that's why the DEA is involved.
[03:17:53.088 --> 03:17:57.753]  So it's a major industrial product being used and that we could actually bring to the public pure.
[03:17:58.374 --> 03:18:01.938]  But you've got to get contracts with oil companies and gas companies to do it.
[03:18:02.218 --> 03:18:06.122]  And once they figure out there's a market, they start jacking up the price.
[03:18:06.682 --> 03:18:09.425]  So we have a run of this, a limited run.
[03:18:09.465 --> 03:18:10.606]  We have a good supply right now.
[03:18:11.007 --> 03:18:12.368]  We're talking maybe two months of it.
[03:18:12.809 --> 03:18:15.111]  But this may be the clincher.
[03:18:15.151 --> 03:18:18.374]  We may not have X2 in this configuration in the future.
[03:18:18.795 --> 03:18:18.935]  But
[03:18:19.395 --> 03:18:22.179]  We're offering it still 25% off until it sells out.
[03:18:22.639 --> 03:18:24.762]  Hopefully, just like the last time this happened a few years ago.
[03:18:25.102 --> 03:18:26.484]  It's not an issue and we do get more.
[03:18:26.825 --> 03:18:34.214]  But right now, we are not able to secure the crystals that produce the purest iodine from our own research and the test in the world.
[03:18:34.514 --> 03:18:37.918]  Survival Shield X2 at InfoWarsTore.com and InfoWarsLife.com.
[03:18:38.499 --> 03:18:41.261]  You've got to experience what having the good halogen in your body does.
[03:18:41.721 --> 03:18:44.463]  Most folks, in about three weeks, go through a detoxification process.
[03:18:45.163 --> 03:18:49.666]  But what it does is for stamina, libido, focus, energy, it's really amazing.
[03:18:49.826 --> 03:18:56.850]  And if you don't have true iodine, pure iodine, you will end up having all sorts of disorders, just like water, just like oxygen.
[03:18:57.150 --> 03:18:59.271]  Without iodine, it is an essential element.
[03:18:59.632 --> 03:19:00.892]  It's available exclusively.
[03:19:01.173 --> 03:19:05.115]  Survival Shield X2 at InfoWarsLife.com and InfoWarsStore.com.
[03:19:05.155 --> 03:19:06.456]  And I hope, like a few years ago,
[03:19:07.543 --> 03:19:08.763]  That we can work this out.
[03:19:09.264 --> 03:19:15.986]  It's just right now we're kind of over a barrel, so I want listeners and viewers and everybody to know this stuff has a very, very long shelf life.
[03:19:16.346 --> 03:19:17.687]  I personally have stockpiled it.
[03:19:17.987 --> 03:19:22.609]  And your purchases fund the operation fighting for free speech, the Second Amendment, national sovereignty.
[03:19:22.849 --> 03:19:24.909]  So it is a true 360 win.
[03:19:25.169 --> 03:19:26.310]  Again, the term I coined.
[03:19:26.870 --> 03:19:29.653]  Or what they said before, a non-zero sum game.
[03:19:29.993 --> 03:19:38.321]  So get your Survival Shield X2 today along with other great products at InfoWarsLife.com and fund the tip of the spear in the fight for free speech and human dignity worldwide.
[03:19:38.861 --> 03:19:43.185]  This could potentially be the end of Survival Shield X2 as we know it.
[03:19:43.626 --> 03:19:50.192]  If you love the original like I do and thousands of others have, it's available now for a limited time at InfoWarsTore.com.
[03:19:57.319 --> 03:20:01.903]  You're listening to The Alex Jones Show.
[03:20:15.774 --> 03:20:19.497]  Infowars.com is tomorrow's news.
[03:20:19.837 --> 03:20:24.040]  Today, you're listening to The Alex Jones Show.
[03:20:29.541 --> 03:20:42.605]  Well, it's the policy of truth in that the reason they attack the Second Amendment is because they cannot have an armed population and a tyrannical government at the same time.
[03:20:43.405 --> 03:20:46.446]  Where I suggested, hey, why don't we consider
[03:20:47.316 --> 03:20:52.338]  Instead of bringing all of these refugees here, why don't we maybe try to organize them and reform their countries?
[03:20:53.058 --> 03:20:56.159]  Oh, they can't reform their countries because the government has all the guns.
[03:20:56.759 --> 03:20:59.240]  Now you see why the Second Amendment is so important.
[03:20:59.280 --> 03:21:00.681]  Now, we've got big news.
[03:21:01.201 --> 03:21:02.541]  Mueller and everything.
[03:21:02.581 --> 03:21:04.042]  It looks like it's finally coming apart.
[03:21:04.102 --> 03:21:05.382]  Charlie Rose gets sued.
[03:21:05.502 --> 03:21:08.143]  Unemployment numbers are even better than we expected.
[03:21:08.223 --> 03:21:13.965]  But Donald Trump is live at the NRA right now speaking, getting them fired up here in Dallas.
[03:21:14.265 --> 03:21:16.646]  So let's go to President Trump at the NRA convention.
[03:21:17.796 --> 03:21:23.119]  We put our hands on our hearts for the Pledge of Allegiance.
[03:21:23.760 --> 03:21:28.343]  And we all proudly stand for the National Anthem.
[03:21:28.443 --> 03:21:35.347]  We proudly stand.
[03:21:35.367 --> 03:21:36.108]  Powerful stuff here.
[03:21:37.909 --> 03:21:45.394]  As President Trump says we stand for the National Anthem, of course a direct shot at the professional athletes in this country who decide to take a knee
[03:21:48.396 --> 03:21:50.697]  I think that trend is going to die out this year.
[03:21:50.717 --> 03:21:53.998]  Yeah.
[03:21:54.838 --> 03:21:55.418]  Pop that up.
[03:21:55.438 --> 03:21:56.118]  Give me that loud.
[03:22:04.601 --> 03:22:05.281]  What people.
[03:22:05.421 --> 03:22:06.341]  What great people.
[03:22:07.802 --> 03:22:09.202]  And this is your record crowd.
[03:22:09.262 --> 03:22:11.023]  You know, all-time record crowd.
[03:22:11.063 --> 03:22:11.803]  You do know that.
[03:22:11.943 --> 03:22:13.164]  So, just remember.
[03:22:13.404 --> 03:22:14.244]  Nice and set record.
[03:22:15.299 --> 03:22:21.866]  And like I said earlier, I bet you that they have a record fundraising at this NRA convention as well.
[03:22:22.006 --> 03:22:26.490]  That shows them the same love and loyalty in return.
[03:22:27.491 --> 03:22:33.217]  For the last 15 months, that is exactly what we have been doing.
[03:22:33.998 --> 03:22:37.521]  We are all finally putting America first.
[03:22:42.853 --> 03:22:46.076]  Unless, of course, you're Robert Mueller, then you put the Deep State first, for the globalists.
[03:22:47.557 --> 03:22:49.959]  And we are seeing the incredible results.
[03:22:51.040 --> 03:22:58.246]  As a result of our massive tax cuts, and everybody is benefiting, and everybody is happy.
[03:22:59.567 --> 03:23:01.929]  And the Democrats are very concerned.
[03:23:01.969 --> 03:23:03.430]  You watch how well we do in 18.
[03:23:03.470 --> 03:23:03.970]  You watch.
[03:23:03.990 --> 03:23:04.531]  You watch.
[03:23:05.692 --> 03:23:07.293]  Get out and vote.
[03:23:07.573 --> 03:23:08.694]  Don't be complacent.
[03:23:09.475 --> 03:23:10.576]  Don't be complacent.
[03:23:12.718 --> 03:23:16.709]  You know, history says that when you win the presidency, you get complacent.
[03:23:17.170 --> 03:23:18.073]  We all know the feeling.
[03:23:18.093 --> 03:23:18.935]  Do you know the feeling?
[03:23:18.976 --> 03:23:19.537]  Not too many.
[03:23:21.826 --> 03:23:27.871]  Like 90% of the time, you win the presidency, and for whatever reason, you lose the midterm.
[03:23:28.472 --> 03:23:29.493]  We can't let that happen.
[03:23:29.893 --> 03:23:31.034]  And the word is complacent.
[03:23:31.134 --> 03:23:32.916]  I kept thinking to myself, why is that?
[03:23:32.976 --> 03:23:33.636]  I wonder why?
[03:23:34.257 --> 03:23:34.878]  Think about it.
[03:23:35.258 --> 03:23:37.940]  You win, you have this great win, now you take a breath.
[03:23:38.341 --> 03:23:38.981]  You relax.
[03:23:39.562 --> 03:23:44.466]  All of a sudden, two years is up, they're fighting like hell, and you're complacent.
[03:23:44.806 --> 03:23:46.608]  We cannot get complacent.
[03:23:46.848 --> 03:23:48.510]  We have to win the midterms.
[03:23:51.826 --> 03:23:52.547]  Yeah, it's key.
[03:23:53.688 --> 03:23:55.470]  And I don't think this blue wave is happening.
[03:23:55.690 --> 03:23:56.571]  I think it's totally bunk.
[03:23:57.572 --> 03:24:01.916]  We've created 3.2 million jobs.
[03:24:02.177 --> 03:24:02.917]  Unthought of.
[03:24:03.038 --> 03:24:10.585]  If we would have said that three years ago during the campaign, people would have said, what a horrible exaggeration.
[03:24:10.725 --> 03:24:11.766]  That's so terrible.
[03:24:11.806 --> 03:24:12.828]  They wouldn't have believed it.
[03:24:12.848 --> 03:24:13.368]  3.2 million.
[03:24:15.652 --> 03:24:26.576]  The unemployment rate, you saw that just today, just fell beneath 4% for the first time since the beginning of this century.
[03:24:28.216 --> 03:24:34.279]  And all it took was a president who wanted to make America first, a president who had America's interest at heart.
[03:24:34.579 --> 03:24:35.279]  That's all it took!
[03:24:35.699 --> 03:24:37.180]  Obama said it took a magic wand.
[03:24:37.480 --> 03:24:39.400]  Well, the magic wand was caring about America.
[03:24:39.861 --> 03:24:42.522]  The magic wand was not selling America down the drain.
[03:24:42.642 --> 03:24:43.542]  That was the magic wand.
[03:24:44.301 --> 03:24:46.623]  You know, I heard it was about 19 years.
[03:24:46.743 --> 03:24:47.783]  I said, wait a minute.
[03:24:48.564 --> 03:24:50.785]  The beginning of the century sounds better.
[03:24:51.346 --> 03:24:53.107]  So I say, the beginning of the century.
[03:24:56.769 --> 03:24:57.390]  More beautiful.
[03:24:59.271 --> 03:25:05.775]  African American unemployment has reached another all-time, in history, record low.
[03:25:05.936 --> 03:25:06.356]  In history.
[03:25:09.344 --> 03:25:13.666]  Uh-oh, and now Kanye West is saying that black people don't have to be Democrat.
[03:25:13.686 --> 03:25:15.948]  Oh, the Democrats are in panic mode.
[03:25:15.988 --> 03:25:25.112]  Kanye West must have some power, because you probably saw, I doubled my African-American poll numbers.
[03:25:25.292 --> 03:25:27.453]  We went from 11 to 22 in one week.
[03:25:27.494 --> 03:25:28.734]  Thank you, Kanye.
[03:25:28.874 --> 03:25:29.254]  Thank you.
[03:25:32.116 --> 03:25:33.697]  All the Democrats are so screwed.
[03:25:34.997 --> 03:25:35.998]  They're so screwed.
[03:25:38.044 --> 03:25:41.787]  And Nancy Pelosi thinks she's going to maintain her Speaker of the House position.
[03:25:41.807 --> 03:25:42.468]  Ha!
[03:25:44.409 --> 03:25:46.651]  Even the pollsters thought there must be a mistake.
[03:25:48.273 --> 03:25:49.594]  Now we've come a long way.
[03:25:50.114 --> 03:25:55.659]  You remember I'd come into big rooms, big audiences, and I'd say, what do you have to lose?
[03:25:55.859 --> 03:25:58.241]  Because the Democrats have always had that vote.
[03:25:58.381 --> 03:25:59.442]  I'd say, what do you have to lose?
[03:25:59.882 --> 03:26:00.723]  Horrible on crime.
[03:26:00.983 --> 03:26:02.144]  Horrible on education.
[03:26:02.224 --> 03:26:03.165]  Horrible on everything.
[03:26:03.225 --> 03:26:04.586]  I'd say, what do you have to lose?
[03:26:05.697 --> 03:26:14.156]  And they voted for me, and we won, but now the numbers are much higher than they ever were with African Americans, and we're happy.
[03:26:18.783 --> 03:26:26.407]  So now, because they're losing that vote, they're panicking and they're trying to get Mueller to start subpoenaing people.
[03:26:26.587 --> 03:26:29.949]  At the lowest level in history.
[03:26:30.629 --> 03:26:33.610]  Unemployment, lowest level in history.
[03:26:34.011 --> 03:26:41.735]  And women's unemployment, women, many women, is at the lowest level in almost 20 years.
[03:26:43.435 --> 03:26:43.996]  Think of that.
[03:26:44.736 --> 03:26:48.198]  So we have the best employment numbers we've virtually ever had.
[03:26:49.562 --> 03:26:54.186]  And yet, all we hear about is this phony Russia witch hunt.
[03:26:54.226 --> 03:26:59.590]  That's all we hear about.
[03:26:59.610 --> 03:27:09.277]  So, just when I'm walking on the stage, a highly respected judge in Virginia made statements.
[03:27:10.378 --> 03:27:16.603]  It says, Wall Street Journal, it says, Judge questions Mueller's authority to prosecute Manafort.
[03:27:20.919 --> 03:27:22.080]  Yes, shut it down.
[03:27:22.340 --> 03:27:27.362]  You know, he worked for me for a very short period of time, literally for like, what, a couple of months?
[03:27:28.283 --> 03:27:29.243]  Little period of time.
[03:27:29.683 --> 03:27:30.504]  Then what happens?
[03:27:31.364 --> 03:27:32.485]  He worked for Ronald Reagan.
[03:27:32.905 --> 03:27:33.985]  He worked for Bob Dole.
[03:27:34.526 --> 03:27:37.567]  They worked, I think, as a firm for John McCain.
[03:27:38.087 --> 03:27:39.008]  They worked for others.
[03:27:39.968 --> 03:27:41.029]  Does anybody say that?
[03:27:41.149 --> 03:27:41.389]  No.
[03:27:42.069 --> 03:27:45.671]  But he's out there fighting on fake news CNN.
[03:27:53.379 --> 03:27:55.945]  I think it may seem to be worse and worse.
[03:27:58.740 --> 03:28:01.782]  No, but on CNN, they have a headline.
[03:28:02.562 --> 03:28:07.185]  Judge in Manafort case says Mueller's aim is to hurt Trump.
[03:28:07.585 --> 03:28:08.106]  You believe that?
[03:28:08.446 --> 03:28:09.406]  This is what we're up against.
[03:28:09.466 --> 03:28:18.151]  Yeah, alright, so we're about to go to break here, and if you watched my live broadcast from the floor of the NRA convention, I was walking around, I was asking people, what do you think about the Mueller investigation?
[03:28:18.171 --> 03:28:20.473]  What do you think about the Russia-Trump collusion nonsense?
[03:28:21.013 --> 03:28:21.954]  Nobody believes it.
[03:28:22.434 --> 03:28:23.975]  They all think it's unconstitutional.
[03:28:24.655 --> 03:28:27.317]  And I think it's time for us to actually go a step further.
[03:28:27.817 --> 03:28:31.319]  We shouldn't be saying, hey, let's shut down the Mueller investigation.
[03:28:31.820 --> 03:28:34.341]  No, let's shut it down and then let's investigate him.
[03:28:35.422 --> 03:28:37.123]  Let's tap his phones.
[03:28:37.403 --> 03:28:39.385]  Let's investigate his bank account.
[03:28:39.685 --> 03:28:41.346]  Let's seize records from his attorneys.
[03:28:41.686 --> 03:28:43.647]  What do you think we would find on Robert Mueller?
[03:28:44.748 --> 03:28:46.149]  It's time to investigate Robert Mueller.
[03:28:46.309 --> 03:28:47.450]  That's what it's time for.
[03:28:47.470 --> 03:28:49.091]  And I think that's coming next, folks.
[03:28:49.131 --> 03:28:49.851]  All right, we'll be right back.
[03:28:49.871 --> 03:28:50.852]  This is the Alex Jones Show.
[03:28:53.669 --> 03:29:01.332]  You know, I've got some talking points here about Caveman from Infowarsandlife.com, but instead of going on those talking points, let me just give you what I've experienced personally.
[03:29:02.232 --> 03:29:06.274]  From all the wives' tales in every culture, we know that the bones have the essence.
[03:29:06.774 --> 03:29:09.135]  We know chicken noodle soup is great for people that are sick.
[03:29:09.915 --> 03:29:13.057]  Again, in every culture, this has been reported because it works.
[03:29:14.537 --> 03:29:18.739]  And there's no way to quantify how strong this is, but the amount of bones
[03:29:27.369 --> 03:29:42.503]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[03:29:43.443 --> 03:29:47.167]  Find out for yourself today at InfoWareStore.com what it could do for you and your family.
[03:29:47.727 --> 03:29:49.429]  And again, I want to thank you all for your support.
[03:29:49.469 --> 03:29:51.711]  You are funding the Information War in 2018.
[03:29:57.643 --> 03:30:09.486]  One of the reasons that your audience is so awakened and so able to process information is because your health products actually greatly enhance neurological and cognitive function.
[03:30:10.126 --> 03:30:19.448]  This is something that I've been noticing that, you know, people who live on junk foods and processed foods and take medications and go in and out of the pharmacy, they're dumbed down and they're easy for the globalists to control.
[03:30:19.668 --> 03:30:24.469]  You get on turmeric, like your body's product, and you've got the nootropics and all these other products.
[03:30:24.989 --> 03:30:34.293]  What happens is people, it takes a couple of months, but all the clouds start clearing out of their heads, the cobwebs go away, and they start being able to see with clarity what's happening in the world.
[03:30:35.134 --> 03:30:39.876]  Like, you're giving people the information to wake them up, and the nutrition to wake them up.
[03:30:39.896 --> 03:30:41.416]  I mean, the brain's a physical organ.
[03:30:42.017 --> 03:30:48.340]  The brain has to physically and biochemically work before the brain can process the information that you're downloading to people.
[03:30:48.360 --> 03:30:49.140]  Here's my problem.
[03:30:49.660 --> 03:30:58.085]  When I do take the bodies and the X2 and things, I'm already so crazed and focused that then I see everything so clear I tend to get mad.
[03:30:58.486 --> 03:30:59.646]  I have the same issue.
[03:30:59.926 --> 03:31:00.086]  Yeah.
[03:31:00.707 --> 03:31:03.529]  Because then you're just like, ahh!
[03:31:03.789 --> 03:31:05.290]  But that's better than being in a coma.
[03:31:06.290 --> 03:31:11.295]  And they admit neurological disorders are exploding, IQs are dropping, people are in trance-like states.
[03:31:11.616 --> 03:31:13.758]  This is an incredible time to be alive.
[03:31:13.798 --> 03:31:16.881]  And I'm glad you mentioned that, because bodies have just come back in.
[03:31:17.061 --> 03:31:20.605]  It's 25% off, and this has a 95 per human in level.
[03:31:20.885 --> 03:31:22.306]  We went out with the top labs.
[03:31:22.487 --> 03:31:23.367]  We want the strongest.
[03:31:24.028 --> 03:31:30.414]  This is the product that I like the most in your store because turmeric and curcuminoids have the most universal positive effect on the body and the mind.
[03:31:30.434 --> 03:31:30.674]  This is key.
[03:31:30.694 --> 03:31:32.295]  You know, inflammation is a systemic problem.
[03:31:49.310 --> 03:31:52.291]  And you have inflammation of the brain, they call that something down the road.
[03:31:52.331 --> 03:31:54.792]  I can't use disease names here because of FDA regulations.
[03:31:55.192 --> 03:31:58.353]  You have inflammation of the cells, they call that something else down the road.
[03:31:58.373 --> 03:32:03.775]  By the way, I've had Dr. Blaylock and other top brain surgeons on and they say, it's inflammation in the brain.
[03:32:04.155 --> 03:32:06.836]  That's why you've got Alzheimer's at age 30 now.
[03:32:06.956 --> 03:32:07.636]  That's exactly right.
[03:32:08.016 --> 03:32:10.497]  Now, your product is an extract.
[03:32:10.917 --> 03:32:13.618]  And we've done heavy metals testing on all the turmeric products.
[03:32:13.858 --> 03:32:18.320]  We've done over a thousand foods and supplements through our lab using ICPMS mass spec testing.
[03:32:18.920 --> 03:32:22.123]  When you do the extract, it leaves all the heavy metals behind.
[03:32:22.463 --> 03:32:27.888]  The heavy metals stay in the root, so the turmeric root has lead in it, some lead.
[03:32:27.928 --> 03:32:29.589]  Well, that's another reason.
[03:32:29.649 --> 03:32:36.635]  But the top lab we ended up using to make this said that, they said, listen, you want to go with the more expensive extract anyways, because then you can't pass the metals testing if you don't.
[03:32:36.775 --> 03:32:37.195]  Exactly.
[03:32:37.335 --> 03:32:44.240]  So anyway, what I really noticed was that it's this combination that you're providing people the information to awaken them and the nutrition.
[03:32:44.540 --> 03:32:49.063]  Because if you're living on junk foods, folks, you're not going to be able to wake up and process the information.
[03:32:57.268 --> 03:32:59.890]  You're listening to the Alex Jones Show.
[03:33:15.515 --> 03:33:17.680]  Waging war on corruption.
[03:33:18.162 --> 03:33:23.314]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:33:32.203 --> 03:33:34.424]  Welcome back to the Alex Jones Show.
[03:33:34.504 --> 03:33:37.886]  Owen Troyer here hosting in the fourth hour live in Dallas, Texas.
[03:33:38.127 --> 03:33:40.908]  We were at the NRA convention earlier today.
[03:33:40.989 --> 03:33:44.131]  Myself, Jake Lloyd, Michael Zerman filing reports, doing live streams.
[03:33:44.551 --> 03:33:54.538]  We came back to the hotel to host the fourth hour of the Jones Show and then host the first hour of the War Room before we have a surprise special guest host taking over after the first hour.
[03:33:55.038 --> 03:33:56.639]  We're going to go back to President Trump in a minute.
[03:33:56.679 --> 03:34:00.120]  I want to open up the phone lines.
[03:34:00.140 --> 03:34:03.281]  877-789-ALEX.
[03:34:03.301 --> 03:34:04.061]  877-789-2539.
[03:34:05.502 --> 03:34:10.163]  Specifically, I only want to take calls on the Robert Mueller investigation.
[03:34:10.843 --> 03:34:12.304]  What do you think needs to be done about it?
[03:34:14.024 --> 03:34:16.085]  And what do you think is truly behind it?
[03:34:16.145 --> 03:34:21.467]  Now, I know that we've already talked about this at nauseam and we already have the answers, but we have to just
[03:34:22.259 --> 03:34:24.402]  Push this non-stop.
[03:34:24.662 --> 03:34:28.386]  We have to call out Robert Mueller 24-7, 365.
[03:34:30.869 --> 03:34:31.630]  Until he's done.
[03:34:32.711 --> 03:34:38.438]  Until justice befells those who are trying to remove and undermine a duly elected president.
[03:34:40.060 --> 03:34:41.782]  Because this is beyond
[03:34:44.881 --> 03:34:53.428]  I mean, you're talking about one individual, lawless, above the country, above the Constitution, above the separation of powers, above the executive branch.
[03:34:53.788 --> 03:34:54.228]  One man.
[03:34:55.109 --> 03:34:55.930]  Answers to no one.
[03:34:56.350 --> 03:34:56.890]  Unelected.
[03:34:57.511 --> 03:34:58.592]  Totally illegal.
[03:34:58.752 --> 03:35:00.093]  Investigate anybody you want.
[03:35:00.273 --> 03:35:01.414]  Try to find anything you want.
[03:35:01.874 --> 03:35:04.456]  The only goal is to try to bring Trump down.
[03:35:04.957 --> 03:35:06.018]  Destroy people's lives.
[03:35:06.178 --> 03:35:06.838]  Whatever you gotta do.
[03:35:06.878 --> 03:35:07.719]  Destroy the country.
[03:35:07.939 --> 03:35:08.860]  Anything you gotta do.
[03:35:09.320 --> 03:35:10.281]  Get Trump.
[03:35:11.013 --> 03:35:18.461]  And I guess it really shows you, I mean, I guess how clean Donald Trump actually is that the only thing they can find is some payment to a hooker or something.
[03:35:18.521 --> 03:35:19.722]  I mean, it's ridiculous.
[03:35:20.743 --> 03:35:21.924]  So I'm going to take your calls on that.
[03:35:21.984 --> 03:35:23.466]  They're going to start gathering phone calls.
[03:35:24.491 --> 03:35:27.912]  But, ladies and gentlemen, this is all possible with your support at InfoWarsTore.com.
[03:35:28.372 --> 03:35:33.454]  We're able to have Cruz on the road, we've got Millie on the road, we've got myself, Jake Lloyd, Michael Zimmerman on the road.
[03:35:34.334 --> 03:35:39.056]  Big specials, the brand new DNA Force Plus at InfoWarsTore.com, 50% off right now.
[03:35:39.156 --> 03:35:45.378]  You know, I was down at the NRA convention, so many people come up to me and they plug our products, they love our products, they thank us for our products, folks.
[03:35:45.678 --> 03:35:48.159]  If you haven't tried the products yet, what are you waiting for?
[03:35:48.479 --> 03:35:52.120]  Give it a go, they're attacking us, they want to shut us down, we need your support now more than ever.
[03:35:52.700 --> 03:35:54.362]  They're going to come after us even harder now.
[03:35:54.402 --> 03:35:56.764]  This Mueller campaign is about to actually ramp up.
[03:35:57.324 --> 03:36:00.287]  And we're going to need even more funds to fight these legal battles, probably.
[03:36:00.347 --> 03:36:01.929]  But you have our word.
[03:36:01.949 --> 03:36:02.709]  We're going to expand.
[03:36:02.769 --> 03:36:05.011]  That's what your support at Infowarsstore.com does.
[03:36:05.031 --> 03:36:10.336]  So let's go back to President Trump for just a minute or two, guys, and then let me know when we got some calls aggregated.
[03:36:10.356 --> 03:36:12.218]  Here's President Trump at the NRA convention in Dallas.
[03:36:17.213 --> 03:36:21.256]  Can you imagine if we ever called for a rally in Washington, D.C.?
[03:36:21.376 --> 03:36:22.497]  There wouldn't be enough room.
[03:36:23.197 --> 03:36:24.318]  There wouldn't be enough room.
[03:36:25.159 --> 03:36:26.500]  We have a lot of love going on.
[03:36:26.540 --> 03:36:29.322]  You know, people don't realize we have great love going on in this country.
[03:36:29.642 --> 03:36:30.062]  Great love.
[03:36:30.683 --> 03:36:31.383]  It's right here.
[03:36:31.824 --> 03:36:35.586]  We have, and by the way, you just saw the recent poll.
[03:36:36.127 --> 03:36:38.128]  It came out the Rasmussen, 51 or 52.
[03:36:38.248 --> 03:36:40.830]  It's the highest level I've ever been at.
[03:36:41.090 --> 03:36:43.832]  How does that happen when you only get bad publicity?
[03:36:43.872 --> 03:36:44.573]  How does that happen?
[03:36:48.580 --> 03:36:57.583]  That's because people realize that a lot of what you read and a lot of what you see on television is fake.
[03:36:57.623 --> 03:36:58.263]  They realize it.
[03:36:58.303 --> 03:36:59.883]  The people realize it.
[03:36:59.924 --> 03:37:00.104]  Bingo.
[03:37:00.124 --> 03:37:02.404]  That is devastating right there from the mouth of the President.
[03:37:02.424 --> 03:37:04.945]  That is devastating to call out the establishment.
[03:37:04.965 --> 03:37:05.626]  Fake news.
[03:37:06.646 --> 03:37:10.787]  To keep your rights, and we're going to keep those rights, you're going to be so happy.
[03:37:10.827 --> 03:37:11.508]  You have to say it.
[03:37:12.288 --> 03:37:15.189]  You weren't sure that Trump was going to win, but you all went out there.
[03:37:16.471 --> 03:37:18.472]  You all went out there and you voted.
[03:37:19.413 --> 03:37:19.953]  You voted.
[03:37:25.276 --> 03:37:30.338]  And there were times that put up that Trump passed, Trump passed.
[03:37:30.678 --> 03:37:36.461]  There were times you're saying, a week before they were saying, I remember they came out with a lot of phony polls.
[03:37:37.842 --> 03:37:39.022]  You know what that's called?
[03:37:39.063 --> 03:37:39.583]  Suppression.
[03:37:40.933 --> 03:37:44.014]  They convince you that you're wasting your time.
[03:37:44.074 --> 03:37:44.795]  Why should you vote?
[03:37:44.835 --> 03:37:45.795]  Go to a movie instead.
[03:37:45.855 --> 03:37:47.116]  Come home, watch the results.
[03:37:47.696 --> 03:37:51.978]  Very few of the people in this room and in this country did that.
[03:37:52.958 --> 03:37:56.620]  And we really had a big night.
[03:37:56.640 --> 03:38:00.862]  Remember they said, there's no way elect will come.
[03:38:00.882 --> 03:38:01.282]  All right.
[03:38:01.462 --> 03:38:02.002]  All right.
[03:38:02.022 --> 03:38:02.702]  Pull Trump down.
[03:38:02.722 --> 03:38:05.343]  He's about to conclude this speech.
[03:38:05.403 --> 03:38:06.264]  This is actually canned.
[03:38:06.304 --> 03:38:07.845]  He already did conclude his speech.
[03:38:09.716 --> 03:38:10.277]  Very powerful.
[03:38:10.337 --> 03:38:11.698]  He got the NRA all fired up.
[03:38:11.758 --> 03:38:12.759]  Huge crowd at the NRA.
[03:38:12.819 --> 03:38:13.280]  Record crowd.
[03:38:13.300 --> 03:38:15.362]  They're gonna have record funds raised as well.
[03:38:15.442 --> 03:38:16.143]  I'm predicting that.
[03:38:16.223 --> 03:38:18.826]  That'll be reported probably in the news Monday.
[03:38:19.927 --> 03:38:25.873]  But he just hit an important point about voter suppression that they're trying to do again in the midterms.
[03:38:26.534 --> 03:38:27.675]  So they're doing the same thing.
[03:38:27.695 --> 03:38:29.157]  Oh, it's the blue wave.
[03:38:29.297 --> 03:38:30.979]  Oh, the Democrats have all the momentum.
[03:38:31.319 --> 03:38:31.680]  Bull!
[03:38:32.392 --> 03:38:35.014]  What momentum do the Democrats have other than the fake news?
[03:38:35.455 --> 03:38:45.784]  I did the analytics on the Senate races coming up, and I expect Republicans to probably get 54, maybe 56 seats in the Senate if it's that good.
[03:38:45.824 --> 03:38:50.148]  But I think 54, 53 is probably where it's going to end up favoring the Republicans.
[03:38:50.188 --> 03:38:56.774]  Of course, they'll tell you, you know, the Democrats will have 52 or something like that because they've, you know, they got to run their fake news voter suppression agenda.
[03:38:57.564 --> 03:38:58.745]  But I want to go to your phone calls, guys.
[03:38:58.765 --> 03:38:59.905]  Do we have anybody on the line yet?
[03:38:59.925 --> 03:39:01.026]  Just pipe into my ear.
[03:39:01.086 --> 03:39:01.586]  It's okay.
[03:39:01.846 --> 03:39:02.666]  Just pipe into my ear.
[03:39:02.706 --> 03:39:04.087]  Let me know what's going on with the phone lines.
[03:39:04.127 --> 03:39:10.890]  Because I was asking people today, I was asking people today, what do you think about the Mueller probe?
[03:39:11.050 --> 03:39:11.970]  What do you think needs to be done?
[03:39:12.730 --> 03:39:13.951]  People are sick of this, man.
[03:39:14.391 --> 03:39:16.552]  In fact, you know, I've got a guy that I met last night.
[03:39:17.886 --> 03:39:24.491]  A big liberal attorney here in Dallas, huge liberal attorney, has a lot of strings that he pulls to get liberal judges into office.
[03:39:24.611 --> 03:39:26.192]  We have totally different politics, but we got along.
[03:39:26.612 --> 03:39:29.274]  But even he is saying, like, look, this Russia thing is absurd.
