[00:00:02.165 --> 00:00:03.590]  We are drugged out!
[01:06:53.503 --> 01:06:57.044]  Resistance to tyrants is obedience to God.
[01:06:57.624 --> 01:06:59.384]  It's Alex Jones.
[01:06:59.584 --> 01:07:01.705]  I'm just doing what the universe told me to do.
[01:07:06.543 --> 01:07:07.544]  Alright, ladies and gentlemen.
[01:07:09.025 --> 01:07:11.066]  Waging war on corruption.
[01:07:11.627 --> 01:07:13.108]  It's Alex Jones.
[01:07:13.188 --> 01:07:28.138]  Alright, I have a lot of sources in Silicon Valley, in Hollywood, in big banking, in the military, obviously.
[01:07:28.198 --> 01:07:30.120]  But, you know, my biggest source is my own brain.
[01:07:31.266 --> 01:07:35.207]  And reading the news and seeing what propaganda is being pushed, seeing who's resisting.
[01:07:35.927 --> 01:07:38.668]  But Zach's been calling in for a year and a half, that I remember.
[01:07:40.428 --> 01:07:46.689]  And then after Vegas, he put some stuff out that I'd been told by the hostage rescue team of the FBI, that they'd asked me not to put out.
[01:07:47.550 --> 01:07:51.250]  And so I really started paying attention, and he went ahead and told my producer, I said, let me get you on as a guest.
[01:07:51.270 --> 01:07:53.571]  You keep getting in on the calls, which is really hard to do.
[01:07:54.979 --> 01:07:55.719]  How are you doing that?
[01:07:55.759 --> 01:07:57.260]  You're like waiting every time we have calls.
[01:07:57.280 --> 01:07:58.700]  You're somehow getting through that.
[01:07:58.740 --> 01:07:59.920]  That's hard enough right there.
[01:08:00.620 --> 01:08:04.601]  We've gotten 24,000 calls in like an hour before we open the phones up.
[01:08:04.821 --> 01:08:05.381]  I'm not kidding.
[01:08:05.901 --> 01:08:07.061]  So it's like really hard to get in.
[01:08:08.082 --> 01:08:10.042]  And he said, well, here's who I am.
[01:08:10.082 --> 01:08:10.662]  We looked him up.
[01:08:10.682 --> 01:08:13.303]  He'd been on the news for, you know, almost a decade.
[01:08:13.343 --> 01:08:16.543]  But in the reports, his face match, we talked to him.
[01:08:16.723 --> 01:08:17.483]  He's who he says he is.
[01:08:17.883 --> 01:08:19.524]  Army intelligence and some other groups.
[01:08:20.604 --> 01:08:20.704]  And
[01:08:23.180 --> 01:08:27.845]  He connected a lot of dots that were hiding in plain view, like Louis Farrakhan.
[01:08:28.285 --> 01:08:31.709]  He said, what you want about Louis Farrakhan, but he's got at least 10 million black people in America.
[01:08:32.169 --> 01:08:33.150]  They'll do whatever he says.
[01:08:33.190 --> 01:08:38.596]  And then I remember Farrakhan going, you know, Kanye and Kim Kardashian, they're not really bad.
[01:08:38.616 --> 01:08:42.380]  You know, they come here and they, they, they're, they're part of a, they want a bigger plan.
[01:08:42.400 --> 01:08:43.201]  They want something big.
[01:08:43.241 --> 01:08:44.142]  They want to do something different.
[01:08:45.111 --> 01:08:47.132]  And I'm like, yeah, well, those are reality TV hosts.
[01:08:47.192 --> 01:08:48.652]  I don't put on acts around people.
[01:08:48.892 --> 01:08:49.512]  I can't help it.
[01:08:49.552 --> 01:08:51.433]  I'm just like, I was tired, whatever.
[01:08:51.453 --> 01:08:52.953]  I've been in this place like 10 hours.
[01:08:52.973 --> 01:08:53.833]  I was like, yeah, whatever.
[01:08:53.853 --> 01:08:54.794]  I don't like Kanye West.
[01:08:55.374 --> 01:08:58.475]  And all these people around the table looking at me and they were like, I don't really like Kanye West.
[01:08:58.995 --> 01:09:01.315]  They were like, they thought I was already in on everything.
[01:09:01.575 --> 01:09:03.336]  I reverse engineered all this.
[01:09:03.896 --> 01:09:07.257]  You ask who runs the resistance, it's in the air.
[01:09:07.657 --> 01:09:09.137]  It's a wireless spiritual internet.
[01:09:09.177 --> 01:09:09.878]  We want freedom.
[01:09:10.138 --> 01:09:10.818]  We want a future.
[01:09:12.148 --> 01:09:12.989]  We don't want to die.
[01:09:13.690 --> 01:09:16.053]  I'm not out to get anybody, no matter what color your skin is.
[01:09:16.113 --> 01:09:18.756]  As long as you don't hurt me and my family, I want you to succeed.
[01:09:20.037 --> 01:09:20.778]  I want to work with you.
[01:09:21.779 --> 01:09:27.005]  And Elon Musk, you know, Zach has predicted that he'd come out against the media and things he would do.
[01:09:27.326 --> 01:09:28.207]  So I know who Zach is.
[01:09:28.227 --> 01:09:28.927]  He's a great source.
[01:09:29.892 --> 01:09:30.132]  And that's
[01:09:46.201 --> 01:09:55.951]  You know, he has non-disclosure agreements and a particular personality in the military for PSYOPs and things he's done, but I've explained to him the legalese, even though his lawyers tell him don't do it.
[01:09:56.272 --> 01:10:06.383]  He's his own citizen, especially once the FBI visited him a few weeks ago and grabbed him and tried to, you know, implicate him with us when he's just a guy who we know he is and he has free speech as an American.
[01:10:07.346 --> 01:10:17.012]  But he wants to go down the rabbit hole with where he was at at Fort Hood and tried to expose Major Hassan, the fact that for two years he was being handled, which later came out, was allowed to do.
[01:10:17.833 --> 01:10:22.256]  So Zach, which the fake QAnon, the Feds figured out who he was and did that.
[01:10:22.836 --> 01:10:26.639]  Well, somebody that tried to stop situations like that and talk about things like that.
[01:10:27.200 --> 01:10:35.047]  So, he wants to get into two-year manhunt led to killing of Alawaki in Yemen, officials to block Gaddafi gift to Farrakhan.
[01:10:35.467 --> 01:10:40.672]  How this ties together in the larger spectrum of Elon Musk, Trump,
[01:10:41.377 --> 01:10:41.738]  I don't know.
[01:10:56.479 --> 01:10:57.840]  Black people, which is true.
[01:10:58.200 --> 01:10:59.681]  Farrakhan can't lie about that.
[01:10:59.721 --> 01:11:05.125]  Well, Farrakhan knew Trump was good before he was even elected and was asking me the secrets of Trump.
[01:11:05.165 --> 01:11:05.965]  And I said, I don't know.
[01:11:05.985 --> 01:11:09.087]  I'm just dialed into the universe, what it says to me.
[01:11:09.107 --> 01:11:13.450]  He goes, oh, Kanye, you know, Kanye, you know about the bigger plan.
[01:11:13.470 --> 01:11:23.837]  And I'm like, no, but the bigger plan is the term used by people that don't want to starve the third world to death, that don't want to release bioweapons, don't want to flood the third world in the West and bring it down.
[01:11:23.917 --> 01:11:25.078]  Don't want global race war.
[01:11:25.338 --> 01:11:26.259]  Don't want genocide.
[01:11:28.439 --> 01:11:31.563]  Now, you think, well Farrakhan's the guy that says the whites are the devil in all this.
[01:11:32.364 --> 01:11:33.766]  It's all sophisticated.
[01:11:34.106 --> 01:11:35.809]  And I'm not saying Farrakhan's some hero.
[01:11:36.469 --> 01:11:38.412]  I'm simply saying this is sophisticated.
[01:11:38.692 --> 01:11:40.194]  So Zach, you've got five minutes until break.
[01:11:40.234 --> 01:11:41.196]  Ten minutes next segment.
[01:11:41.496 --> 01:11:42.157]  You've got the floor.
[01:11:42.197 --> 01:11:42.658]  Break it down.
[01:11:44.130 --> 01:11:44.831]  How are you doing, Alex?
[01:11:44.911 --> 01:11:47.893]  It's great to be back on and have the ability to connect some dots here.
[01:11:47.933 --> 01:11:51.076]  And I'm also just doing what the universe has told me to do.
[01:11:51.196 --> 01:12:01.726]  So I come into this conversation with a very unique first-hand point of view of the murder of a leader of the richest, most productive country on the continent of Africa, Muammar Gaddafi.
[01:12:02.721 --> 01:12:05.282]  And let's be clear, because they all know it.
[01:12:05.303 --> 01:12:13.647]  You were there, you were involved, you were right in the middle of it, and so, as an Arabic-speaking member of PSYOPS, and that's why they're so pissed about what you're on the air talking about.
[01:12:32.415 --> 01:12:40.384]  Specifically, a North African Arabic-speaking individual, a Farsi-speaking individual, and that's speaking to individuals who have looked into that.
[01:12:41.365 --> 01:12:44.629]  But make no mistake, this is orchestrated and overseen by a sitting U.S.
[01:12:44.669 --> 01:12:49.234]  President on top of the food chain, American intelligence agencies.
[01:12:50.669 --> 01:12:51.670]  This is very problematic.
[01:12:51.710 --> 01:12:57.111]  This was done all on HD cameras, all for the country to see.
[01:12:57.712 --> 01:13:00.492]  We remember the convoy of Toyota trucks moving through Libya.
[01:13:00.893 --> 01:13:04.774]  We remember Fast and Furious, but now all of a sudden it's no big deal.
[01:13:05.995 --> 01:13:13.743]  We had a real big problem with this, because Muammar Gaddafi did what you would want any supposed despot to do in the world.
[01:13:13.763 --> 01:13:16.445]  Denuclearize, turn your weapons in.
[01:13:16.465 --> 01:13:18.888]  He said, yep, yep, yep, I gotcha, we'll do that.
[01:13:19.028 --> 01:13:19.509]  I did it.
[01:13:19.629 --> 01:13:21.671]  And eight years later, he got set up and murdered.
[01:13:23.187 --> 01:13:24.288]  That's a good word for it.
[01:13:24.409 --> 01:13:25.249]  It was pretty brutal.
[01:13:25.630 --> 01:13:26.511]  It was recorded.
[01:13:26.711 --> 01:13:33.298]  It was uploaded on HD video for everyone to see in the world on monitored IP addresses.
[01:13:34.579 --> 01:13:35.620]  They also raped him with an AK-47?
[01:13:39.389 --> 01:13:41.070]  Yeah.
[01:13:41.170 --> 01:13:41.550]  Uploaded.
[01:13:41.831 --> 01:13:43.192]  Uploaded for the world to see.
[01:13:43.452 --> 01:13:44.993]  And the IP addresses are known.
[01:13:45.093 --> 01:13:46.254]  We know what happened.
[01:13:46.734 --> 01:13:47.534]  We knew what occurred.
[01:13:47.614 --> 01:14:00.803]  But the story before Gaddafi, which people need to understand what sprung out of that country and the killing of Gaddafi and why this is so important is because this is where the true ISIS stronghold that we are now supposedly fighting came out of.
[01:14:00.823 --> 01:14:02.204]  Yeah, that was the launch base.
[01:14:02.244 --> 01:14:08.008]  They were to eat Libya and take that as subsidence as their baby meal to then invade Syria.
[01:14:09.457 --> 01:14:18.500]  But even before that, the weapons that killed Gaddafi, the power that backed Gaddafi, were ran through operations like Fast and Furious and Operation Castaway.
[01:14:18.580 --> 01:14:19.360]  And that's all come out.
[01:14:19.400 --> 01:14:20.760]  That was Hillary, the whole deal.
[01:14:21.140 --> 01:14:24.601]  Even though he was trying to surrender for months, he said, I'm ready to surrender.
[01:14:24.621 --> 01:14:25.322]  Don't hurt the people.
[01:14:25.602 --> 01:14:26.382]  Leave the infrastructure.
[01:14:26.402 --> 01:14:28.903]  And they said, no, we're blowing it all up and we're going to kill you.
[01:14:29.383 --> 01:14:29.823]  And he was like...
[01:14:31.565 --> 01:14:32.486]  Forget surrender.
[01:14:32.606 --> 01:14:35.528]  He turned it all in in 2003 through UN channels.
[01:14:36.009 --> 01:14:39.972]  Disarmed, peacefully, did everything that we're expecting Kim Jong-un to do right now.
[01:14:39.992 --> 01:14:41.113]  Even gave them all the money?
[01:14:42.274 --> 01:14:43.675]  Gave them everything.
[01:14:44.356 --> 01:14:46.197]  And the country had so much prosperity.
[01:14:46.277 --> 01:14:48.679]  It had the highest GDP of the entire continent.
[01:14:48.819 --> 01:14:50.761]  Over Morocco, over Egypt.
[01:14:50.861 --> 01:14:53.523]  So it was pumping up all of Africa?
[01:14:55.685 --> 01:14:58.587]  I mean, it was... And that was his sin?
[01:14:58.668 --> 01:15:00.129]  His Marshall Plan for Africa?
[01:15:01.514 --> 01:15:24.847]  And this started long, long, long, long time ago, so we have to realize that Muammar Gaddafi also had connections with Europe and also the United States, to include a good friend of mine, Louis Farrakhan, who in 1996, in the New York Times reports on this, was attempting to receive a $1 billion loan from the then-Colonel there in Libya, which
[01:15:25.678 --> 01:15:30.883]  Out of all people, the Clinton administration says, no, you know what?
[01:15:31.203 --> 01:15:33.285]  This Gaddafi guy is an unsavory source.
[01:15:33.445 --> 01:15:47.338]  I don't think you, Louis Farrakhan, the leader of the Nation of Islam, should receive this $1 billion grant from Muammar Gaddafi to invest in the black community, to invest with small business loans and pick up
[01:15:47.478 --> 01:15:53.222]  Well, let's connect the dots where all this goes when we come back and what's happening with Trump right now on the other side.
[01:15:53.582 --> 01:15:55.623]  Infowars.com, Newswars.com.
[01:15:55.683 --> 01:15:56.744]  Zach is our guest.
[01:15:57.465 --> 01:15:58.665]  The Secrets of Libya.
[01:16:00.847 --> 01:16:03.148]  Infowars Life is launching its newest product.
[01:16:03.168 --> 01:16:04.910]  We're really, really proud of it.
[01:16:05.330 --> 01:16:08.172]  It's a best source prebiotic fiber.
[01:16:09.261 --> 01:16:20.314]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[01:16:20.754 --> 01:16:29.845]  And it synergistically works with our 50 billion live active culture flora life as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[01:16:30.345 --> 01:16:35.933]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:16:36.133 --> 01:16:41.301]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[01:16:41.581 --> 01:16:43.544]  And I'm doing this to introduce these products to you.
[01:16:43.844 --> 01:16:44.385]  Buy these!
[01:16:44.986 --> 01:16:45.867]  Sold out in a month!
[01:16:47.125 --> 01:16:49.928]  Strongest concentrated turmeric formula we could come up with.
[01:16:50.149 --> 01:16:51.531]  It sold out for another month and a half.
[01:16:52.172 --> 01:16:54.735]  We sold it at 50% off till it sold out.
[01:16:55.476 --> 01:16:57.459]  And I think it's gonna be the same way with this fiber.
[01:16:58.020 --> 01:17:00.263]  Get yours today at fullwarslife.com.
[01:17:00.728 --> 01:17:02.489]  Fueling your body is hard work.
[01:17:03.069 --> 01:17:08.230]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[01:17:08.831 --> 01:17:16.893]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[01:17:17.273 --> 01:17:19.494]  There's no better way to power your body.
[01:17:20.014 --> 01:17:26.556]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[01:17:26.896 --> 01:17:37.439]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[01:17:38.059 --> 01:17:44.981]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[01:17:45.501 --> 01:17:51.149]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[01:17:51.669 --> 01:17:55.234]  Don't miss out on the chance to fuel your body and support recovery.
[01:17:55.514 --> 01:17:58.659]  Try the InfoWars Life Daily Digestive Pack today!
[01:18:00.143 --> 01:18:03.325]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:18:03.785 --> 01:18:05.086]  Introducing Pollen Block.
[01:18:05.586 --> 01:18:17.014]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:18:17.794 --> 01:18:26.701]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:18:27.142 --> 01:18:32.967]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:18:33.187 --> 01:18:37.850]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:18:38.351 --> 01:18:40.633]  Pollen Block is natural and effective.
[01:18:40.993 --> 01:18:42.355]  It is not an antihistamine.
[01:18:42.735 --> 01:18:52.347]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:18:52.467 --> 01:18:54.609]  Go outside and enjoy the air you breathe.
[01:18:55.150 --> 01:19:00.016]  Head to InfoWarsLife.com and grab a pack of our Pollen Block Chewable Tablets.
[01:19:03.507 --> 01:19:04.947]  Let's talk to Victor in Florida.
[01:19:04.987 --> 01:19:06.448]  Victor, you're calling.
[01:19:06.508 --> 01:19:06.868]  Go ahead.
[01:19:06.968 --> 01:19:07.248]  Yes.
[01:19:07.688 --> 01:19:08.408]  Hi, Alex.
[01:19:08.508 --> 01:19:14.710]  First, I just want to mention, if people just go and try the products, they will be ordering all the time.
[01:19:14.930 --> 01:19:18.891]  I've ordered several of the products over and over because it's amazing.
[01:19:19.131 --> 01:19:20.571]  In particular, Silver Bullet.
[01:19:20.951 --> 01:19:27.653]  As soon as I start to feel like I get a little sick, you know, maybe like a little raspiness in my throat, I drop some Silver Bullet in it.
[01:19:27.733 --> 01:19:30.774]  Like, I'll still feel a little sick, but it won't last as long.
[01:19:30.874 --> 01:19:34.276]  And I just ordered the body, the alpha power, and the pollen block.
[01:19:34.576 --> 01:19:36.177]  Well, let me just say something, Victor.
[01:19:36.217 --> 01:19:44.041]  It's people like you that then fund the whole operation, because a very small percentage of people buy products, and a very small percentage of them buy a lot of the products, so thank you.
[01:19:44.061 --> 01:19:49.884]  But when you mention the Silver Bullet colloidal silver, it's got thousands of reviews, a 98% review.
[01:19:50.024 --> 01:19:55.327]  It is our highest-reviewed product, because it is from the top lab in the country, discounted, high-quality colloidal silver.
[01:19:55.347 --> 01:19:58.409]  And it's not a silver bullet, but it's the closest thing you're going to find to a silver bullet.
[01:20:04.725 --> 01:20:09.229]  You're listening to The Alex Jones Show.
[01:20:23.142 --> 01:20:29.648]  Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[01:20:32.876 --> 01:20:37.640]  I was just talking to Zach, who's a smart guy during the break, and he thinks Trump has pretty much broken their back.
[01:20:38.501 --> 01:20:43.344]  He thinks the DOJ, all of it, these corrupt elements are about to back down, but they can't stop.
[01:20:43.765 --> 01:20:46.967]  They never quit, and their own minions are kind of like zombies.
[01:20:47.388 --> 01:20:48.388]  They just keep attacking.
[01:20:48.428 --> 01:20:52.472]  But tying it together with the US, with Trump,
[01:20:53.319 --> 01:20:57.923]  Well, Jerry Kushner in his speech saying, America does what it says now.
[01:20:58.784 --> 01:21:00.805]  You sign a deal with us, it's gold.
[01:21:00.905 --> 01:21:02.046]  Well, that's the only power.
[01:21:02.607 --> 01:21:04.929]  I'm from Texas, where it still is under law.
[01:21:04.989 --> 01:21:06.050]  Handshake deals are law.
[01:21:07.068 --> 01:21:12.775]  And they took our soft power of doing what we would say under Obama and Hillary with all these sickening betrayals.
[01:21:12.855 --> 01:21:13.696]  You're getting at that.
[01:21:14.136 --> 01:21:18.782]  What happened to Gaddafi and what finally began to turn Farrakhan against the left.
[01:21:19.282 --> 01:21:20.964]  And you go, well, who cares about Farrakhan?
[01:21:20.984 --> 01:21:23.967]  The guy's the main black leader in America, not Obama.
[01:21:24.688 --> 01:21:33.274]  And the point is if they can get him to go to Trump or get out of the way of Trump, then we can bring prosperity and break the back of the left forever and their whole race-based system.
[01:21:33.834 --> 01:21:35.755]  You go, well then why go to Farrakhan who's been race-based?
[01:21:35.775 --> 01:21:36.816]  Well that was that time.
[01:21:37.396 --> 01:21:39.578]  You go to the guy that controls that to end that.
[01:21:39.898 --> 01:21:41.519]  So it all makes perfect sense.
[01:21:41.799 --> 01:21:47.063]  So the time we've got, you're gonna come back for a full hour this week, Zach, break down where we are and how this ties into Fort Hood.
[01:21:48.772 --> 01:21:49.192]  Absolutely.
[01:21:49.253 --> 01:21:54.476]  So we kind of pretext with the murder of Muammar Gaddafi, the most prosperous country in North Africa.
[01:21:54.517 --> 01:22:02.703]  But all that was made possible by Fast and Furious being ran stateside in through Mexico, in through Central America, and eventually into North Africa.
[01:22:03.143 --> 01:22:05.745]  And that ran specifically through Fort Hood.
[01:22:05.865 --> 01:22:15.613]  So what this becomes is, it was Libya by any means necessary, even if you had to get the support by gunning down soldiers on a base in Texas, Fort Hood, 2009.
[01:22:16.333 --> 01:22:17.374]  Which brings me to my next point.
[01:22:18.553 --> 01:22:20.116]  What about Anwar al-Awlaki?
[01:22:20.256 --> 01:22:22.660]  Which if people forget the Fort Hood shooting... Let me just stop you.
[01:22:22.680 --> 01:22:25.525]  You always shadow this is why the feds come after you and me for it.
[01:22:25.566 --> 01:22:27.289]  If you just dump it all they'll go away.
[01:22:27.609 --> 01:22:28.911]  They're afraid you'll put it out.
[01:22:28.972 --> 01:22:31.175]  That's why they... Just get it out there.
[01:22:33.686 --> 01:22:39.371]  So let's talk about Anwar al-Awlaki, which was the supposed mastermind of the Fort Hood shooting.
[01:22:39.751 --> 01:22:49.300]  This is the guy speaking to Major Nidal Hassan, who supposedly took these guns out and gunned down the 13 soldiers at the SRP site there in Fort Hood.
[01:22:49.820 --> 01:22:54.044]  Anwar al-Awlaki, this Yemeni cleric, well, here's the thing about Anwar al-Awlaki.
[01:22:55.091 --> 01:23:00.957]  Yeah, he was in Yemen when he was gunned down, excuse me, droned by a CIA drone in 2011.
[01:23:01.397 --> 01:23:04.140]  But make no mistake, Anwar al-Awlaki is an American citizen.
[01:23:04.580 --> 01:23:14.410]  Anwar al-Awlaki is an American-speaking man born in New Mexico, who has a family born in the United States, who is an intellectual, who is a CIA puppet.
[01:23:14.870 --> 01:23:15.631]  Everyone knows it.
[01:23:15.671 --> 01:23:17.433]  Just go ahead and do the basic search on the man.
[01:23:17.993 --> 01:23:25.583]  And that's why it was confirmed two years after in Fort Hood, I know you were there, that for two years they knew Alaki was handling Hassan and let him do it.
[01:23:25.664 --> 01:23:33.955]  So, bottom line, criminal elements of our government let one of their own CIA operatives posing as Al Qaeda wind up Hassan to carry out the attack.
[01:23:35.236 --> 01:23:35.856]  Supposedly.
[01:23:35.876 --> 01:23:39.818]  He's still alive, mumbling words in some, you know, military prison.
[01:23:40.238 --> 01:23:47.241]  And Anwar al-Awlaki is supposedly dead, killed and targeted by a CIA drone strike in Yemen in 2011.
[01:23:47.582 --> 01:23:57.126]  Not killed by an army drone strike, not killed by an Air Force drone strike or any other DOD entity, but killed by the CIA in a drone strike and confirmed by the CIA.
[01:23:57.306 --> 01:23:59.567]  Yeah, so they killed their own guy and they're saying he's still alive.
[01:24:00.608 --> 01:24:10.454]  In the poorest country in the Arab world, where they're still shooting ballistic missiles into our staunchest ally in the Arab world, if you believe that, we have very big problems.
[01:24:10.554 --> 01:24:11.595]  But here is the problem.
[01:24:12.115 --> 01:24:13.236]  They shut down the cell towers.
[01:24:13.296 --> 01:24:18.639]  I was on the ground in Fort Hood in 2009, where people did die, and stretchers were brought out.
[01:24:19.540 --> 01:24:21.041]  People were killed there in Fort Hood.
[01:24:21.081 --> 01:24:24.623]  But the idea and the narrative of what's occurring is very problematic.
[01:24:24.723 --> 01:24:28.086]  And it gets even more problematic when you go to the official story.
[01:24:29.541 --> 01:24:33.243]  If this guy did do this or whatever, put it this, he didn't get his day in court.
[01:24:34.584 --> 01:24:35.444]  There was no day in court.
[01:24:35.464 --> 01:24:38.726]  He's an American citizen, born in New Mexico.
[01:24:39.727 --> 01:24:43.069]  His family are American citizens, born in the New England area.
[01:24:43.609 --> 01:24:49.072]  They were all killed and targeted in the supposed strike in Yemen with no due process, with no nothing.
[01:24:50.012 --> 01:24:51.393]  I don't believe he was killed in Yemen.
[01:24:51.433 --> 01:24:53.055]  In fact, I know he was not killed in Yemen.
[01:24:53.475 --> 01:25:06.224]  If he was killed in Yemen, it's a big problem for every American citizen sitting in the country today because, yeah, he happened to be a part of this story that they're stitching together, but make no mistake, in 20 to 30 years from now, when you become the enemy, will you have your day in court?
[01:25:07.444 --> 01:25:08.965]  No, I understand what you're saying, Zack.
[01:25:09.025 --> 01:25:17.467]  So, I mean, it came out the CIA knew about Major Hassan's plan for years and stood down, and then they covered up that it was a terror attack.
[01:25:17.527 --> 01:25:24.909]  So, if you're going to let an attack take place, why not then cover up the purpose of it and just call it a mass shooting?
[01:25:25.849 --> 01:25:26.349]  I don't get it.
[01:25:28.649 --> 01:25:30.730]  Yeah, it got very convoluted.
[01:25:30.810 --> 01:25:40.113]  I mean, yeah, it wasn't Islamic terror, it was a work... No, I know, so if you're going to protect it and cover up that it was commanded from the highest levels, why then not call it terror?
[01:25:40.153 --> 01:25:41.413]  I'm trying to get the key bono here.
[01:25:42.633 --> 01:25:46.175]  Oh, no, you couldn't call it terror because they had to come up with a second amendment.
[01:25:46.615 --> 01:25:52.857]  But eventually they could double bar... So you're saying they wound up an Islamic terrorist as their latest false flag against the second amendment.
[01:25:52.897 --> 01:25:53.477]  That makes sense.
[01:25:54.693 --> 01:26:12.494]  I guess the Second Amendment and also to keep the, but it also ties into Libya and what it, what it officially happened because if you don't think that the DOD and all the service members and the American people were pissed off, it's one thing for kids to be killed, which is terrible, which they're doing, but it's another thing for on our most effective, largest base in the world for them to attack our service members.
[01:26:13.200 --> 01:26:14.021]  You can do anything.
[01:26:14.041 --> 01:26:23.788]  9-11 proved the precedent to make that happen, but if you could really get in the base, if you could really be home... Sure, to actually attack the attack dogs, let's people know there's a problem.
[01:26:24.088 --> 01:26:30.734]  And so what went too far in Libya to finally, because that's Benghazi that got people to realize, my God...
[01:26:31.374 --> 01:26:32.955]  If you can make a big enough mess, the world becomes controllable.
[01:26:57.882 --> 01:27:03.664]  And this all ties in, and I'm jumping because we have a limited time here, but the idea of infinite makes them very uncomfortable.
[01:27:04.085 --> 01:27:05.705]  They want us divided to control.
[01:27:05.725 --> 01:27:08.346]  They do not want us connected to expand.
[01:27:08.366 --> 01:27:13.729]  Sure, so what finally woke the intelligence agencies up against the globalists for what we've seen in the last four years?
[01:27:14.049 --> 01:27:14.669]  What was the trigger?
[01:27:15.929 --> 01:27:19.030]  Well, it was just a perpetuation of just, you know, ruthless acts.
[01:27:19.070 --> 01:27:25.772]  But the idea and the realization that we have a president in there that realizes that once we go multi-planetary, the race car goes right out the window.
[01:27:25.952 --> 01:27:26.452]  Exactly.
[01:27:26.812 --> 01:27:30.153]  We don't want the eugenics model, starve people, war model.
[01:27:30.533 --> 01:27:36.014]  We have to unlimited get together or we will destroy the planet and we have to go to the bigger plan.
[01:27:37.498 --> 01:27:43.780]  So, their crimes, their terrible acts don't happen in a vacuum.
[01:27:43.820 --> 01:27:48.021]  They occurred, but we can't just stitch them together and, you know, current reasoning.
[01:27:48.501 --> 01:27:50.141]  They thought they were going to win the election.
[01:27:50.201 --> 01:27:53.022]  They did not anticipate Donald Trump winning the election.
[01:27:53.042 --> 01:27:57.683]  So, with that being said, we have an opportunity here to- And let me ask you that.
[01:28:00.945 --> 01:28:05.608]  As they realize we're succeeding and our renaissance is winning, they're getting more and more panicked.
[01:28:06.148 --> 01:28:07.669]  I don't want to be overconfident here though.
[01:28:07.769 --> 01:28:09.310]  What are they going to do in your research view?
[01:28:10.782 --> 01:28:12.203]  They will attempt to take my life.
[01:28:12.263 --> 01:28:16.226]  They will attempt to do whatever they do to assassinate your organization.
[01:28:16.246 --> 01:28:18.487]  They will attempt to stifle the truth.
[01:28:18.708 --> 01:28:21.570]  They will attempt to hold on to whatever power they have.
[01:28:21.730 --> 01:28:24.892]  But, weirdly, here's the problem.
[01:28:25.092 --> 01:28:26.353]  The universe is in control.
[01:28:26.673 --> 01:28:27.754]  It's not their own world.
[01:28:29.952 --> 01:28:30.732]  Godspeed to him.
[01:28:31.173 --> 01:28:33.113]  I mean, I do pray for forgiveness.
[01:28:33.394 --> 01:28:35.114]  We must prosecute them for their crimes.
[01:28:36.135 --> 01:28:45.399]  Certain things cannot go unrecognized, but at a certain level, forgiveness needs to be the moniker because what we're doing... No, I agree.
[01:28:45.539 --> 01:28:46.939]  I would give them abstention.
[01:28:47.180 --> 01:28:49.521]  I mean, I would give them a truce if they stop.
[01:28:49.881 --> 01:28:51.021]  The problem is they can't stop.
[01:28:51.061 --> 01:28:56.144]  We'll finish up then with you, and then we got Dr. Corsi coming on about the deep state's latest targets.
[01:28:56.604 --> 01:28:58.465]  This is all-exclusive, world-changing.
[01:28:58.505 --> 01:28:59.325]  Fred Ahead, stay with us.
[01:29:03.826 --> 01:29:07.190]  Well, Brittany Pettibone has hundreds of millions of views on her YouTube.
[01:29:07.210 --> 01:29:08.271]  She's a great journalist.
[01:29:08.351 --> 01:29:11.595]  I'd call her a libertarian, nationalist, constitutionalist.
[01:29:12.176 --> 01:29:17.762]  But her and her boyfriend were trying to fly into London, where they've been many times, to interview Tommy Robinson, the great patriot.
[01:29:18.043 --> 01:29:23.449]  And they got detained for three days in a prison cell and told, watch your mouth while you're in there.
[01:29:23.809 --> 01:29:27.853]  Well, defining myself politically, I think the most appropriate term is what I've always gone with is an American nationalist.
