[00:00:00.349 --> 00:00:01.770]  Okay, last time.
[01:11:18.126 --> 01:11:21.287]  We're going to actually create jobs and opportunities and honor workers again.
[01:11:21.307 --> 01:11:24.448]  We're going to cut back on some of this welfare and create independence again.
[01:11:24.888 --> 01:11:25.709]  And they're pissed, man.
[01:11:25.729 --> 01:11:26.669]  They don't like that's happening.
[01:11:29.622 --> 01:11:34.265]  I'm serious, I'm actually going to go to a screen now, just put a screen up too when we talk, because they'll just do everything.
[01:11:34.785 --> 01:11:37.487]  You know, I should just say what I say, even though they're going to edit it.
[01:11:37.627 --> 01:11:44.632]  It's just, when you watch the criminals at CNN or MSNBC, even Fox with Megyn Kelly did it, and they edit what you say.
[01:11:47.312 --> 01:11:50.513]  And they've got, the little tell-tale sign is they'll blur the video.
[01:11:50.533 --> 01:11:51.873]  Like, we got HD uploads.
[01:11:52.193 --> 01:11:56.795]  Do you ever notice, when I'm on the news, it's always Comedy Central, or HBO, or Showtime.
[01:11:56.835 --> 01:11:57.495]  It's blurred.
[01:11:57.795 --> 01:11:59.015]  You can barely see what's going on.
[01:11:59.295 --> 01:12:03.236]  It's because they're editing the video, and they don't want you to see the jump cuts, man.
[01:12:03.516 --> 01:12:06.217]  When you see them do that, they're robbing you!
[01:12:06.477 --> 01:12:07.817]  They think you're stupid!
[01:12:08.858 --> 01:12:10.478]  Does that not make you angry?
[01:12:11.158 --> 01:12:12.259]  God, it makes me angry.
[01:12:12.319 --> 01:12:12.899]  Not for me!
[01:12:15.029 --> 01:12:18.471]  Not that weak-minded leftists try to spit on me in the street.
[01:12:19.051 --> 01:12:21.132]  It's that they've been lied to like that.
[01:12:24.394 --> 01:12:35.399]  To where I can't even quote them because Media Matters, run by George Soros, the Nazi collaborator, will literally take it and edit it and blur it and put it out.
[01:12:36.909 --> 01:12:38.770]  Like if I say, I don't hate transsexuals.
[01:12:39.530 --> 01:12:42.372]  I don't hate anybody for how they live or what they do, as long as they don't hurt somebody else.
[01:12:42.852 --> 01:12:48.495]  But they're always changing words and saying what you can't use on Twitter or Facebook saying they'll ban you if you use the word tranny.
[01:12:48.936 --> 01:12:52.117]  And that's a word that those folks came up with themselves.
[01:12:52.437 --> 01:12:54.078]  That's their name for 20 years.
[01:12:54.398 --> 01:12:57.820]  How can then Twitter vote at the executive level to ban that?
[01:12:57.840 --> 01:13:03.023]  And then the headline was this week, Alex Jones attacks transsexuals and says he hates them.
[01:13:03.403 --> 01:13:04.404]  It's a lie!
[01:13:05.224 --> 01:13:06.105]  I said I hate
[01:13:07.793 --> 01:13:20.620]  What they call drag queen festivals they have in public schools around the country, where elementary students come up with dollars and stick them in a big fat guy in a wig's outfit in a g-string with his testicles hanging down.
[01:13:21.481 --> 01:13:26.043]  I don't care if it's heterosexual, homosexual, whatever it is, leave the children alone!
[01:13:26.324 --> 01:13:30.286]  And when Media Matters and Salon do that, they know they're defrauding you of the truth!
[01:13:32.827 --> 01:13:38.694]  But again, the New York Times, Salon, HBO, Vice, they've all said pedophilia is okay.
[01:13:42.178 --> 01:13:46.183]  And you watch, they'll take what I just said tomorrow and have a whole lie out about it.
[01:13:47.278 --> 01:14:03.130]  But that's what they do because they want to destroy culture and society and want to divide and conquer everyone and want to defraud people because they're a bunch of worthless mercenaries that have sold out who are weak cowards and they're losing and that's why
[01:14:03.410 --> 01:14:09.895]  They've got thousands of articles a week saying ban me and shut me up so I can't defend myself while you lie about us.
[01:14:10.135 --> 01:14:15.038]  But it doesn't matter, because no matter what you do to InfoWars, the human spirit will go past it.
[01:14:15.239 --> 01:14:18.461]  No matter how you censor us or try to shut us down, you'll never succeed.
[01:14:18.881 --> 01:14:27.968]  Because there is a beating spirit in the breast of every man, woman, and child on this planet that wants to be free and wants to have a future, and you may get it over on us for a while.
[01:14:29.497 --> 01:14:32.600]  But long term, you're not going to get it over on humanity and you're going to lose.
[01:14:32.720 --> 01:14:39.367]  And see, I'm not like you, a psychopathic, globalist, luciferian, self-serving nutball.
[01:14:40.811 --> 01:14:43.032]  I'm so self-serving that I know I'm going to die.
[01:14:43.392 --> 01:14:47.073]  And I want humanity to go on because I love humanity, and I love our quest.
[01:14:47.433 --> 01:14:52.334]  And I love this big battle we've been on on this planet to get to the level we're at, and I want us to win.
[01:14:52.835 --> 01:15:03.498]  And because I'm a fan of humanity, and because I believe in that dream, I know I'm going forward with all of you and your children, and that's why I am more than willing to be destroyed.
[01:15:04.460 --> 01:15:08.746]  And now my prayers to take on the Globalist at point-blank range are coming true.
[01:15:09.246 --> 01:15:20.520]  And we are now on the chessboard, facing the Globalist king and queen, as I, the Rook, engage in a desperate gambit to be destroyed, but in the end bring them down.
[01:15:21.121 --> 01:15:22.982]  And that's where we stand at the fulcrum.
[01:15:51.644 --> 01:15:56.257]  If you are receiving this transmission, you are the resistance.
[01:15:58.775 --> 01:16:03.136]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:16:03.636 --> 01:16:12.519]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[01:16:13.079 --> 01:16:17.641]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:16:17.881 --> 01:16:26.143]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[01:16:26.203 --> 01:16:28.945]  Yes, and give your body the tools it needs to support your body.
[01:16:29.445 --> 01:16:38.012]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high-quality ingredients.
[01:16:38.352 --> 01:16:46.738]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids, and more.
[01:16:47.159 --> 01:16:53.503]  Start supporting your body's needs in a great-tasting, natural and affordable drink mix with Vitamin Mineral Fusion today.
[01:16:59.306 --> 01:17:03.867]  Patrick, in the great nation of Australia, you're on the air worldwide.
[01:17:03.887 --> 01:17:04.388]  Thanks for holding.
[01:17:04.448 --> 01:17:05.388]  Hey, Alex, mate.
[01:17:05.888 --> 01:17:09.429]  I've been following you since I was 14, and I'm 32 now.
[01:17:09.489 --> 01:17:22.633]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen, and I had to load down the page on my dial-up internet, and I thought it was pretty cool, and read all the books and seen all the DVDs and followed all your guests.
[01:17:22.773 --> 01:17:26.414]  And I've been using your product since the first iteration of Survival Shield.
[01:17:26.514 --> 01:17:33.415]  And since then, I'm on the X2, the Super Male Vitality, the Caveman, the Real Red Pill, Micro ZX Body.
[01:17:33.435 --> 01:17:34.415]  It's all amazing.
[01:17:34.435 --> 01:17:34.956]  Thank you, brother.
[01:17:35.036 --> 01:17:43.557]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[01:17:43.637 --> 01:17:48.398]  And it's just the more you know God, the more you fear God, but the more you chase God.
[01:17:48.518 --> 01:17:51.359]  And I wanted to say that it's an honor to stand side by side
[01:17:51.579 --> 01:17:55.441]  You, the crew, and the listeners out there, 1776 Worldwide.
[01:17:58.643 --> 01:18:03.906]  Climb to the top of the food chain with Alpha Power by Infowars Life.
[01:18:04.626 --> 01:18:07.928]  For those who want to increase testosterone and energy levels.
[01:18:08.789 --> 01:18:15.032]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[01:18:16.813 --> 01:18:23.159]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[01:18:23.959 --> 01:18:29.204]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[01:18:29.824 --> 01:18:41.955]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia.
[01:18:42.635 --> 01:18:48.158]  Makaroo from Peru, Horny Goatweed from China, and Tribulus from India.
[01:18:48.938 --> 01:18:52.440]  Reach your alpha male potential with Alpha Power.
[01:18:53.020 --> 01:18:57.783]  Head to InfoWarsLife.com and secure your bottle today.
[01:18:58.183 --> 01:19:05.429]  Western Europe has already banned free speech, and an iron curtain of censorship is descending down over the UK.
[01:19:05.809 --> 01:19:13.295]  They're set to pass rules, not a law, that if you criticize Islam or gays, you'll get six months in prison.
[01:19:13.735 --> 01:19:16.838]  We know we're only about a year or two behind what's happening in the UK.
[01:19:17.458 --> 01:19:21.702]  CNN and many others are calling for InfoWars to be shut down, taken off the web.
[01:19:22.103 --> 01:19:26.006]  Slate Magazine has a professor and others saying, go beyond censorship.
[01:19:26.226 --> 01:19:28.969]  Brainwash young people against InfoWars.
[01:19:29.389 --> 01:19:33.653]  Psychologically inoculate them with lies so they don't actually hear what we have to say.
[01:19:34.154 --> 01:19:37.177]  We are the most hated news source in the world by globalists.
[01:19:37.597 --> 01:19:52.424]  It is so critical that you go to InfoWars.com forward slash newsletter and sign up for the free newsletter so we can be in contact with you and so the censors can't bully their way in and block us being able to engage in free open dialogue as a society.
[01:19:52.685 --> 01:19:53.965]  That is critical to this fight.
[01:19:54.205 --> 01:19:56.667]  We will prevail if you take action and I know you will.
[01:20:02.529 --> 01:20:05.191]  You're listening to the Alex Jones Show.
[01:20:09.853 --> 01:20:10.433]  We've got it.
[01:20:10.453 --> 01:20:16.918]  This transmission is coming to you.
[01:20:16.978 --> 01:20:19.079]  Waging war on corruption.
[01:20:19.239 --> 01:20:21.101]  Alright, here I go.
[01:20:21.361 --> 01:20:27.065]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:20:32.506 --> 01:20:40.451]  All right, I haven't gotten into Trump and Churchill yet and how they're demonizing him for them saying, hey, sit in this chair, take a photo while you're visiting here at the museum.
[01:20:41.832 --> 01:20:44.014]  But it's true that he should be sitting in Churchill's chair.
[01:20:44.034 --> 01:20:44.714]  I'll explain why.
[01:20:46.135 --> 01:20:48.217]  And then Rosenstein not smiling anymore.
[01:20:48.737 --> 01:20:51.079]  The House Republicans spotted with his impeachment docs.
[01:20:52.119 --> 01:20:54.441]  So it was about
[01:20:56.828 --> 01:21:17.526]  930 last night that my phone kept ringing and I had it in the bedroom and I was in the living room with my wife and my daughter and I went back in and I saw the message and it was that a fellow that worked here almost seven years, six, seven years, Joe Jennings had been hit by a car and died in North Austin.
[01:21:18.678 --> 01:21:33.386]  And Joe was just always such a positive, hard-working guy, one of the engineers up here, and also the director of David Knight Show, along with some of the other co-directors, that when I heard it, it just wasn't real.
[01:21:33.827 --> 01:21:36.148]  And of course, you know, Joe's got four children.
[01:21:36.168 --> 01:21:37.189]  His wife's really nice.
[01:21:37.349 --> 01:21:45.353]  And, you know, I've been out to eat with him and been in her office with him a lot, but he's the guy that I was always telling my wife, hey, we ought to, you know, hang out with him and the kids.
[01:21:45.393 --> 01:21:46.274]  His kids are really nice.
[01:21:47.595 --> 01:21:49.156]  He and Marcos Morales are real good friends.
[01:21:49.196 --> 01:21:50.598]  His daughters are real nice as well.
[01:21:51.258 --> 01:21:55.443]  And there's Julianne and McBreen and Owen and Jennings.
[01:21:55.843 --> 01:21:59.227]  So, Jennings normally drives his car to work.
[01:22:00.007 --> 01:22:02.810]  And he's the guy that puts on the leather jacket and the gloves and everything, drives a big cruiser.
[01:22:03.231 --> 01:22:04.832]  But sometimes he rides his motorcycle.
[01:22:05.993 --> 01:22:08.676]  And he's a real safe driver, you name it.
[01:22:08.776 --> 01:22:10.218]  But the police said that
[01:22:11.474 --> 01:22:13.054]  We're getting a police report, but they came to the house.
[01:22:13.074 --> 01:22:13.795]  It was in his neighborhood.
[01:22:13.815 --> 01:22:16.575]  They said two miles from your house is the most dangerous place, not even the highway.
[01:22:17.215 --> 01:22:20.796]  Somebody in an SUV just smacked him, knocked his helmet off.
[01:22:21.376 --> 01:22:23.317]  He was pretty much dead on impact.
[01:22:24.157 --> 01:22:29.498]  And it just shows you how fast somebody can be in your life and be out of your life.
[01:22:29.518 --> 01:22:34.519]  You know, I took off Friday to take care of family business, and I was here Thursday, and I walked in in the morning, and I was busy.
[01:22:34.559 --> 01:22:35.439]  I had a bunch of stuff to do.
[01:22:35.899 --> 01:22:38.080]  And Joe was in there wiring up the big new studio.
[01:22:39.104 --> 01:22:39.985]  And he had music on.
[01:22:40.325 --> 01:22:44.188]  He looked so happy with these wires in his hand and pliers.
[01:22:44.328 --> 01:22:45.349]  And he said, oh, hi, Alex.
[01:22:45.389 --> 01:22:48.412]  He was just always genuinely so happy.
[01:22:48.452 --> 01:22:49.612]  They say the good die young.
[01:22:49.632 --> 01:22:50.693]  I mean, he wasn't 50 yet.
[01:22:51.674 --> 01:22:52.675]  And he's just gone.
[01:22:53.135 --> 01:22:53.936]  He's gone.
[01:22:54.717 --> 01:22:58.680]  And I'd have anything to go back in a time machine and warn him and bring him back.
[01:22:58.700 --> 01:23:02.943]  But there he was going to get his haircut last night at like 630.
[01:23:03.744 --> 01:23:04.625]  Got his little haircut.
[01:23:05.305 --> 01:23:07.267]  Drive him back to his house in a residential area.
[01:23:07.487 --> 01:23:08.508]  SUV smacked him.
[01:23:09.901 --> 01:23:11.564]  Yeah, go to full screen on that photo, guys.
[01:23:11.644 --> 01:23:12.185]  Please, thank you.
[01:23:13.086 --> 01:23:14.048]  And he's gone.
[01:23:15.150 --> 01:23:17.574]  So, thanks to George Soros's lawsuits,
[01:23:24.544 --> 01:23:31.247]  And thanks to the globalists banning us on Google Ads and everything, they have restricted our attempt to expand in the face of the enemy.
[01:23:32.168 --> 01:23:43.473]  And you know, I just end up then donating to Project Veritas, or the hashtag WalkAwayMovement, or many other groups that I give to, because just the basic seed money ends up really helping me get the word out.
[01:23:43.493 --> 01:23:45.434]  There's no strings attached for InfoWars.com.
[01:23:46.655 --> 01:23:48.896]  But in this case, I am going to
[01:23:50.236 --> 01:23:54.259]  I'll try to sell the bus I have when I was going to travel the country eight, seven, eight years ago.
[01:23:54.279 --> 01:23:56.800]  It's still a great bus and give the proceeds to his family.
[01:23:56.820 --> 01:24:03.985]  I'm gonna make a big donation myself, but I don't, I don't have a ton of discretionary funds, but I'm going to do that next week.
[01:24:04.025 --> 01:24:09.849]  I'm not going to say the amount, but it's, it's, it's larger than this, but you know, his wife's a part-time masseuse.
[01:24:10.329 --> 01:24:11.450]  He takes care of his elderly mother.
[01:24:11.470 --> 01:24:12.311]  They all live in one house.
[01:24:12.771 --> 01:24:13.732]  He's just a really nice guy.
[01:24:14.572 --> 01:24:23.234]  Uh, and so he has a GoFundMe, Joe Jennings Memorial Fund, GoFundMe.com forward slash Joe-Jennings-Memorial-Fund, or just go to GoFundMe.
[01:24:23.614 --> 01:24:27.315]  GoFundMe's so leftist that they do take 0% of the money that they'd probably ban it.
[01:24:27.335 --> 01:24:31.096]  It's associated with me because it's a memorial fund, but, and they'll probably do that.
[01:24:31.116 --> 01:24:32.436]  It's just, it's who they are as a left.
[01:24:32.456 --> 01:24:34.437]  But, uh, Joe's a really good guy.
[01:24:35.581 --> 01:24:37.984]  And, uh, you know, he's still alive in our hearts and minds.
[01:24:38.024 --> 01:24:38.925]  We know he's in a better place.
[01:24:38.965 --> 01:24:39.806]  He, you know, he loved God.
[01:24:39.826 --> 01:24:46.533]  He was always so positive that it was almost like a joke how nice he was, but his wife really loved him and, but he was the best man she'd ever known.
[01:24:46.573 --> 01:24:48.595]  And his kids were all really well behaved and good.
[01:24:49.056 --> 01:24:50.217]  So that tells you something right there.
[01:24:50.237 --> 01:24:51.358]  One of their children is in the shot.
[01:24:52.239 --> 01:24:54.140]  But their children are, what, 15 down?
[01:24:54.180 --> 01:24:54.901]  I think, like, three?
[01:24:56.762 --> 01:24:58.343]  And again, I'm not a nanny state guy.
[01:24:58.363 --> 01:24:59.984]  People say, well, why do you have a motorcycle if you've got kids?
[01:25:00.005 --> 01:25:00.965]  Well, he rode it on the weekends.
[01:25:00.985 --> 01:25:01.706]  He rode it safely.
[01:25:01.726 --> 01:25:03.487]  You know, you can get killed in a car, too.
[01:25:03.507 --> 01:25:07.009]  The most dangerous thing in the world is the highway until you're about 55, and it's heart attacks and cancer.
[01:25:08.350 --> 01:25:10.032]  And it's just, you know, look out for motorcycles.
[01:25:10.712 --> 01:25:14.134]  But, you know, the bottom line here is you don't know how long somebody's going to be in your life.
[01:25:14.254 --> 01:25:16.856]  And I just wish I'd have spent more time with Joe Jennings.
[01:25:17.577 --> 01:25:18.738]  I wish that I would have
[01:25:20.145 --> 01:25:23.206]  Because I really don't do anything but spend time with my kids and just work all the time.
[01:25:24.066 --> 01:25:26.687]  And it just makes you realize this is what we're all fighting for.
[01:25:26.747 --> 01:25:36.470]  So I'm going to make a large donation and I'm going to try to sell that bus because I never use it anymore and it's had the new turbo put in and it's a really nice bus.
[01:25:37.290 --> 01:25:43.112]  And I'm going to try to sell that and all the proceeds will go to his wife and some other things we're doing also.
[01:25:43.152 --> 01:25:44.993]  But I'm going to make a large donation as I said this week.
[01:25:45.433 --> 01:25:49.014]  But they don't even, I tried to call them today to say I'm really sorry but I'm going
[01:25:49.810 --> 01:25:51.591]  You know, try to make a large donation to you next week.
[01:25:51.611 --> 01:25:52.391]  And they were just, they didn't want it.
[01:25:52.411 --> 01:25:53.172]  They were like, thank you so much.
[01:25:53.192 --> 01:25:55.473]  We don't even just, they're too shell shocked.
[01:25:55.513 --> 01:25:58.414]  You know, dad goes out to get his haircut down the street, two miles away.
[01:25:58.454 --> 01:26:00.015]  And then the police come to your door and say, sorry.
[01:26:00.035 --> 01:26:01.836]  Uh, you know, he's, he's dead.
[01:26:02.841 --> 01:26:06.322]  They just, they didn't even take him to the emergency room.
[01:26:06.362 --> 01:26:07.643]  He was dead when they got there.
[01:26:08.343 --> 01:26:11.984]  So I guess that's a silver lining to the whole situation.
[01:26:12.824 --> 01:26:14.085]  But Joe Jennings was a patriot.
[01:26:14.545 --> 01:26:21.507]  He'd worked in a bunch of big, he was a direct news director in Miami and a news director, what was it, like in Washington D.C.
[01:26:21.587 --> 01:26:23.528]  and he was a patriot, he wanted to work here.
[01:26:25.468 --> 01:26:30.030]  They ended up moving here, was it six, seven years ago, from Florida to work here.
[01:26:31.471 --> 01:26:34.033]  And he's just a treasure, and he's gone.
[01:26:34.433 --> 01:26:36.694]  But he's in our hearts, and the work continues on.
[01:26:37.255 --> 01:26:39.376]  So, be sure and go donate to that.
[01:26:39.396 --> 01:26:41.478]  That's Joe Jennings Memorial Fund.
[01:26:41.898 --> 01:26:42.999]  Gofundme.com.
[01:26:43.139 --> 01:26:44.620]  Joe Jennings Memorial Fund.
[01:26:45.200 --> 01:26:46.761]  And if you're a radio listener, you'll know him.
[01:26:46.801 --> 01:26:50.604]  If there's any other Joe Jennings in there, because it's got a picture of him and his wife and three kids.
[01:26:50.964 --> 01:26:52.465]  And his wife's such a sweetheart as well.
[01:26:53.045 --> 01:26:54.846]  It's very hard for me to even call and talk to her.
[01:26:57.318 --> 01:26:58.378]  Because she's so devastated.
[01:26:58.418 --> 01:27:01.880]  But you know, it's better to loved and lost than never loved at all.
[01:27:02.960 --> 01:27:05.682]  That said, as they keep pointing out, we won't be here if I don't plug.
[01:27:06.302 --> 01:27:07.062]  Seriously, folks.
[01:27:08.223 --> 01:27:10.964]  We will expand in their face, or we will unplug.
[01:27:11.875 --> 01:27:13.496]  And you've seen what InfoWars has done.
[01:27:13.536 --> 01:27:16.698]  We've got, just like our info is powerful, our products are powerful.
[01:27:17.298 --> 01:27:18.339]  InfoWarsStore.com.
[01:27:19.419 --> 01:27:22.381]  We've gotten so busy with all the stuff going on the last few days.
[01:27:22.401 --> 01:27:26.763]  I know we got rid of the July 4 sale, free shipping and 50% off all our best-selling items.
[01:27:27.364 --> 01:27:36.129]  We ended up just adding the other specials and never got 25% off super silver wound care that is the strongest out there below prescription.
[01:27:37.217 --> 01:27:37.738]  I don't know.
[01:27:58.527 --> 01:28:03.730]  Whatever it is, billion nanotechs, and then the stuff that's prescriptions like 34 whatever.
[01:28:04.190 --> 01:28:08.493]  It's all technical and it's insane, but if you want weapons grade...
[01:28:10.014 --> 01:28:10.354]  Silver.
[01:28:13.075 --> 01:28:18.776]  You're allowed under the FDA, it's quote, you know, FDA authorized to say a bunch of stuff and I've got pages of it here.
[01:28:19.356 --> 01:28:20.396]  Just go read it for yourself.
[01:28:20.796 --> 01:28:26.798]  Infowarsstore.com, Infowarslife.com and get the amazing wound care and protection.
[01:28:27.478 --> 01:28:28.018]  Super Silver.
[01:28:28.038 --> 01:28:28.678]  We'll be right back.
[01:28:29.138 --> 01:28:29.558]  Stay with us.
[01:28:29.618 --> 01:28:30.619]  Infowarslife.com.
[01:28:30.819 --> 01:28:32.399]  Without you we will be shut down.
[01:28:32.419 --> 01:28:33.759]  Don't forget the new free app.
[01:28:34.199 --> 01:28:35.460]  Infowars.com forward slash app.
[01:28:35.900 --> 01:28:36.740]  Globalist hope you won't get it.
[01:28:45.094 --> 01:28:56.479]  There is a lot of controversy around this network about Alex Jones, for example.
[01:28:57.919 --> 01:28:58.499]  Alpha Power.
[01:28:58.779 --> 01:29:02.361]  Vital male androgen biosynthesis promoter.
[01:29:02.481 --> 01:29:10.484]  Now, I've got page after page after page of the science, of the research, and the facts on the ingredients in Alpha Power.
[01:29:10.844 --> 01:29:12.485]  But, here's what you want to know.
[01:29:13.456 --> 01:29:19.399]  You want to go to m4wrestore.com and read the hundreds and hundreds of five-star third-party reviews on this product.
[01:29:20.079 --> 01:29:23.620]  And also remember that when it came out four months ago, it sold out in three weeks.
[01:29:24.501 --> 01:29:32.504]  Because people that know about these type of products looked at the ingredients list and looked at the potency list and people went crazy.
[01:29:33.084 --> 01:29:40.748]  We set out to look at the already best-selling brands out there and make it even better, even stronger, and basically souped up.
[01:29:41.548 --> 01:29:45.318]  It's got the best of ancient science with the latest developments as well.
[01:29:45.879 --> 01:29:46.681]  It's Alpha Power.
[01:29:46.741 --> 01:29:49.849]  And quite frankly, I don't even really need to take Alpha Power.
[01:29:50.914 --> 01:30:05.788]  If I take Alpha Power, which I do occasionally, if I feel down or don't feel like I have a lot of energy, it makes me have incredible stamina, amazing libido, and also I already have, not really anger issues, but I'm a little bit aggressive sometimes.
[01:30:06.208 --> 01:30:11.613]  And so Alpha Power is so strong that I personally don't take it a lot.
[01:30:11.873 --> 01:30:13.415]  I'm not going to sit here and tell you.
[01:30:13.715 --> 01:30:15.035]  Oh man, it's really great, it really works.
[01:30:15.055 --> 01:30:19.657]  I'm going to tell you, be careful with Alpapower because I said I want to dominate the industry.
[01:30:20.197 --> 01:30:24.518]  I want people to know that we put the most money into this of any other product out there.
[01:30:24.538 --> 01:30:25.878]  I'm going to explain this because this is critical.
[01:30:26.679 --> 01:30:32.900]  The average supplement, you can look this up online, there's industry publications, Wall Street Journal, has a 5 to 7 times markup.
[01:30:33.300 --> 01:30:35.361]  That's a 500 to 700 percent markup.
[01:30:35.941 --> 01:30:37.521]  Our average markup is about 130 percent or so.
[01:30:37.541 --> 01:30:38.662]  Some are 90 percent, some are 150.
[01:30:38.702 --> 01:30:40.362]  You've got marketing and other costs that go in.
[01:30:43.283 --> 01:30:44.123]  But here's an example.
[01:30:44.944 --> 01:30:52.547]  The average male or female enhancement, over-the-counter supplement has some real stuff in it.
[01:30:52.567 --> 01:30:54.267]  It just has a little bit in it.
[01:30:54.747 --> 01:31:00.910]  Many times the bottle, this is a nice glass bottle, costs more than the ingredients that these companies put out.
[01:31:01.590 --> 01:31:06.674]  Because I work with the top four formulators in the country, and they say, listen, no one puts as much as you do into these.
[01:31:06.974 --> 01:31:15.320]  They said your leading competitors might put $6, $7 in, and you're putting $15, $20, $30, $40, depending on the product, in them.
[01:31:15.720 --> 01:31:16.741]  Nobody else does that.
[01:31:16.821 --> 01:31:19.523]  Well, we do, and that's why they're so powerful.
[01:31:20.023 --> 01:31:29.750]  Bottom line, you're getting top-of-the-line supplements that people absolutely love, that have blown me away, that fund the info war, and we are industry leaders in
[01:31:29.790 --> 01:31:30.570]  We're good to go.
[01:32:02.898 --> 01:32:04.799]  The Real Red Pill Plus, ladies and gentlemen.
[01:32:05.240 --> 01:32:08.422]  Our team is constantly on the lookout for newer and better ways to improve our products.
[01:32:08.682 --> 01:32:15.147]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[01:32:15.727 --> 01:32:20.310]  The Real Red Pill Plus is an all-new version of the powerhouse preglanone product.
[01:32:20.550 --> 01:32:28.236]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[01:32:28.696 --> 01:32:34.498]  A powerful preglanone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[01:32:35.118 --> 01:32:45.602]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[01:32:45.782 --> 01:32:49.843]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[01:32:50.224 --> 01:32:54.045]  Get the Real Red Pill Plus at InfoWarStore.com.
[01:33:01.997 --> 01:33:19.584]  You're listening to the Alex Jones Show.
[01:33:19.744 --> 01:33:23.646]  If you are receiving this transmission, you are the resistance.
[01:33:24.126 --> 01:33:26.407]  You're listening to Alex Jones.
[01:33:30.928 --> 01:33:33.991]  I want listeners to know this.
[01:33:34.051 --> 01:33:34.892]  I appreciate you.
[01:33:34.912 --> 01:33:36.493]  I'm very thankful for you.
[01:33:36.513 --> 01:33:39.616]  No matter where you come from or what color you are, you love liberty.
[01:33:40.097 --> 01:33:41.198]  You are the light in the night.
[01:33:42.617 --> 01:33:44.398]  You are the individuals that globalists fear.
[01:33:44.438 --> 01:33:53.645]  It's not Alex Jones they fear, it's not even Mike Adams they fear, it's not even Donald Trump they fear, or Matt Drudge they fear, or Joe Jennings they fear, or Ron Paul or Rand Paul.
[01:33:54.286 --> 01:34:01.411]  It's all of us together, wanting freedom, wanting a future, being hardworking, being rugged individualists.
[01:34:01.531 --> 01:34:10.517]  They fear Americana because it was the greatest expression so far of the Renaissance, and of the incredible inventions and ideas that came out of it.
[01:34:12.845 --> 01:34:18.889]  No one, because all the big so-called internet free speech groups are Soros and leftist funded now.
[01:34:18.929 --> 01:34:19.870]  It happened the last five years.
[01:34:21.050 --> 01:34:27.495]  No one on the left, ACLU, you name it, and I've got lawyers like Ron Dazza that's the top First Amendment lawyer right now in the country.
[01:34:28.900 --> 01:34:30.741]  Even Dershowitz comes out and says the same thing.
[01:34:30.801 --> 01:34:31.821]  First Amendment's under attack.
[01:34:32.441 --> 01:34:33.021]  They all agree.
[01:34:33.041 --> 01:34:34.342]  The left's trying to kill it.
[01:34:34.722 --> 01:34:35.802]  And in Europe, they're killing it.
[01:34:35.902 --> 01:34:38.123]  And Apple's moved to China with their code keys.
[01:34:38.183 --> 01:34:40.904]  And emojis of Taiwan are being banned.
[01:34:41.124 --> 01:34:42.165]  Americans can't send it.
[01:34:42.185 --> 01:34:42.985]  Your phone crashes.
[01:34:43.325 --> 01:34:45.826]  That was a little too obvious, so they quit crashing the phones on Friday.
[01:34:46.846 --> 01:34:47.226]  It's here.
[01:34:48.147 --> 01:34:52.488]  And so, in literally thousands of articles, I've only read a couple hundred of them.
[01:34:52.528 --> 01:34:55.089]  I mentioned a bunch earlier and showed them to TV viewers and radio listeners.
[01:34:56.121 --> 01:35:03.907]  They admit, we're just using Infowars that we've demonized and misrepresented and taken a few cherry-picked things out of context as the case point.
[01:35:05.128 --> 01:35:17.217]  They're having hearings on Tuesday to try to mainline censoring libertarian conservative nationalists, independent health news, vaccine awareness, real liberal anti-war stuff, all of it off the internet.
[01:35:18.659 --> 01:35:20.660]  And then Facebook and Google went, stop it.
[01:35:20.740 --> 01:35:21.341]  Here's the articles.
[01:35:21.821 --> 01:35:24.043]  They said, we've already basically banned everybody.
