[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[02:50:36.992 --> 02:50:37.873]  Tomorrow's news.
[02:50:38.193 --> 02:50:38.533]  Today.
[02:50:39.935 --> 02:50:43.097]  They engaged in premeditated defamation.
[02:50:43.157 --> 02:50:44.238]  These people are all lawyers.
[02:50:44.278 --> 02:50:44.958]  They're very smart.
[02:50:45.498 --> 02:50:58.506]  They've defamed me in fake lawsuits they filed, funded by the Democratic Party, knowing they're protected filing false statements under defamation in lawsuits, and then they do it as members of Congress protected with immunity for false statements.
[02:51:00.968 --> 02:51:01.128]  But
[02:51:02.734 --> 02:51:08.637]  Some of them have made mistakes and made public statements outside of Congress when they're not sitting in their chairs.
[02:51:08.697 --> 02:51:18.223]  So I am forced, as I've done with anti-slap suits and other operations to prepare lawsuits, I've sent the tort letters as of today to them.
[02:51:19.203 --> 02:51:28.829]  And I've got those letters right here letting Congressman Dutch and Congressman Raskin know that they are on notice of our lawsuits.
[02:51:30.816 --> 02:51:34.997]  I don't want to file these lawsuits, but I cannot continue to allow them to lie.
[02:51:36.117 --> 02:51:39.818]  They went in with an ADL, Southern Poverty Law Center script.
[02:51:40.198 --> 02:51:46.459]  Southern Poverty Law Center and ADL write a lot of the reports for Soros-run Media Matters, and I know word for word that was Media Matters.
[02:51:47.899 --> 02:51:59.862]  And they said, Jones says no one died at Parkland in Florida this year, Valentine's Day, one of my daughter's birthday, and that Jones has bullied them.
[02:52:00.933 --> 02:52:02.554]  There's no video, there's no statements.
[02:52:33.815 --> 02:52:37.117]  Typically a channel gets three strikes and then we terminate the channel.
[02:52:37.397 --> 02:52:44.562]  So the reason I ask is Alex Jones obviously is a well-known conspiracy theorist whose brand is bullying.
[02:52:45.102 --> 02:52:53.348]  Their moderators from Bloomberg, from the Southern Primary Law Center, Bloomberg reported falsely made claims that I said nobody died.
[02:52:54.068 --> 02:52:55.189]  And then I went and bullied them.
[02:52:55.249 --> 02:53:02.275]  David Hogg, a day after the event, started working for the Democratic Party in Soros, flying around on private jets, being an anti-gun spokesperson.
[02:53:02.675 --> 02:53:12.223]  I said he's a PR man, and that he was an actor at the school, part of the drama club, so he's well-spoken, and he's been chosen to be anti-gun.
[02:53:12.263 --> 02:53:15.086]  I said, I believe people died, and I believe he's a real student.
[02:53:15.506 --> 02:53:20.808]  But they misrepresented it and said that I bullied him and said that nobody died, even though he's a public figure.
[02:53:21.088 --> 02:53:22.149]  I would have a right to say that.
[02:53:22.289 --> 02:53:22.989]  I didn't say that.
[02:53:23.589 --> 02:53:32.073]  When Alex Jones posted the video you described saying that the survivors of the Parkland massacre were crisis actors, that violated our harassment policy.
[02:53:32.073 --> 02:53:33.594]  I did not post a video doing that.
[02:53:33.614 --> 02:53:34.474]  It was all over the news.
[02:53:34.494 --> 02:53:36.075]  They had to remove all the strikes.
[02:53:36.095 --> 02:53:40.437]  They were putting strikes on videos that I put up showing what I'd said that I didn't say it.
[02:53:55.265 --> 02:54:04.974]  And you got your asses kicked because I had InfoWars.com and I had NewsWars.com and I was able to counter and show what I said.
[02:54:05.755 --> 02:54:06.676]  And that's why you're pissed.
[02:54:07.376 --> 02:54:08.738]  So she knows this all full well.
[02:54:09.585 --> 02:54:10.486]  It's a huge controversy.
[02:54:11.146 --> 02:54:16.731]  So she says, oh, we took down, she re-defames me, says it, and then it continues.
[02:54:16.751 --> 02:54:17.112]  Here we go.
[02:54:17.472 --> 02:54:24.078]  Alex Jones posted the video you described saying that the survivors of the Parkland massacre were crisis actors.
[02:54:24.118 --> 02:54:26.179]  That violated our harassment policy.
[02:54:26.199 --> 02:54:28.662]  They just opened themselves up to defamation.
[02:54:29.122 --> 02:54:31.284]  But I know she thinks she's in a congressional hearing and can do it.
[02:54:31.324 --> 02:54:32.505]  I don't even want to sue these people.
[02:54:32.965 --> 02:54:34.206]  Lady, you know who I am.
[02:54:34.246 --> 02:54:35.007]  You're obsessed with me.
[02:54:35.227 --> 02:54:36.989]  We have Project Veritas internal videos.
[02:54:38.831 --> 02:54:40.172]  Because I'm the guy that won't sell out.
[02:54:41.253 --> 02:54:42.895]  I'm the guy that stands up against the psychopaths.
[02:54:43.175 --> 02:54:45.477]  You're all just the scared leftists that got controlled by them.
[02:54:45.497 --> 02:54:47.139]  Because you're a bunch of Stockholm Syndrome people.
[02:54:48.360 --> 02:54:49.721]  So you just defame me again.
[02:54:51.363 --> 02:54:53.445]  Saying Alex Jones posted it and we took it down.
[02:54:53.825 --> 02:54:56.167]  No I didn't and you know that!
[02:54:57.368 --> 02:54:57.849]  Go back to it.
[02:55:00.473 --> 02:55:04.237]  ...that says if you say a well-documented violent attack... Back it up from the beginning.
[02:55:04.737 --> 02:55:05.418]  Back it up 20 seconds.
[02:55:06.059 --> 02:55:06.939]  I'm stopping too much.
[02:55:06.959 --> 02:55:09.902]  It's just everything they say is pure crap.
[02:55:10.343 --> 02:55:12.205]  I did not put a video up.
[02:55:12.265 --> 02:55:13.306]  You will not show it.
[02:55:13.626 --> 02:55:16.449]  You will not show the text because you are a fraud!
[02:55:18.857 --> 02:55:23.121]  And she knows full well who I am, and she goes, Alex Jones posted this!
[02:55:23.641 --> 02:55:34.691]  When she knows full well that they had thousands of articles, crap on them, when they had to put it back up because their lawyers told them, he's got 14 million views on the video countering you on his own server.
[02:55:34.911 --> 02:55:36.112]  He's got his own platform.
[02:55:36.373 --> 02:55:38.214]  We aren't going to be able to take him down today.
[02:55:38.574 --> 02:55:39.055]  Stop it.
[02:55:39.095 --> 02:55:39.715]  He's got us.
[02:55:40.416 --> 02:55:42.096]  I've got your internal people recorded.
[02:55:42.396 --> 02:55:43.517]  I've got videotapes.
[02:55:43.557 --> 02:55:45.197]  I've got stuff you don't even know about, and you know it.
[02:55:45.997 --> 02:55:51.718]  And you're just afraid the president's going to bust up your damn monopoly, which I'm on my knees praying they do.
[02:55:52.418 --> 02:55:54.519]  Well, Alex Jones puts out false content.
[02:55:54.699 --> 02:55:55.939]  No, that all got reversed.
[02:55:56.879 --> 02:55:58.600]  And we want him banned.
[02:55:58.660 --> 02:56:00.180]  Why are you so obsessed with me?
[02:56:01.000 --> 02:56:02.780]  Because no one else will challenge you.
[02:56:03.201 --> 02:56:05.161]  Everyone else didn't have their balls dropped.
[02:56:05.998 --> 02:56:11.223]  He launched similar attacks against the families whose 6- and 7-year-old kids were slaughtered at Sandy Hook.
[02:56:12.123 --> 02:56:12.964]  And he's not the only one.
[02:56:13.004 --> 02:56:17.348]  Truthers have spread these lies, claiming that Sandy Hook never happened at all.
[02:56:17.929 --> 02:56:30.320]  In a Slate article, it references a study by Jonathan Albright, director of the Tao Center for Digital Journalism at Columbia, who found 9,000 videos on YouTube with titles that are, and I quote, a mixture of shocking, vile, and promotional themes.
[02:56:32.661 --> 02:56:48.550]  So you mix terror-related conspiracies in with false flags when Gulf of Tonkin and all these other things are declassified to be staged.
[02:56:49.010 --> 02:56:51.332]  Anybody has a right to question that when it's a history of it.
[02:56:51.552 --> 02:56:52.792]  Doesn't mean we always think it's fake.
[02:56:52.832 --> 02:56:53.613]  We have to look at it.
[02:56:54.753 --> 02:56:57.837]  We hope it never even happened to begin with, but if it does, we look at what really went on.
[02:57:13.234 --> 02:57:16.136]  Let's see, those of us that are informed, they don't want us asking questions.
[02:57:16.156 --> 02:57:21.959]  So we've got another lawyer saying we need to be shut up because he doesn't like us asking questions because his party is getting its ass handed to it.
[02:57:40.425 --> 02:57:45.790]  If you are receiving this transmission, you are the resistance.
[02:57:52.137 --> 02:57:52.797]  It's all happening.
[02:57:54.319 --> 02:57:55.440]  Trump is a nationalist.
[02:57:56.501 --> 02:57:57.422]  The country's coming back.
[02:57:59.107 --> 02:58:07.373]  The globalist forces in this country, the Democrats and the establishment Republicans, are openly saying they want to remove him for a military coup, or for the 25th Amendment.
[02:58:07.493 --> 02:58:08.433]  It's unbelievable.
[02:58:08.773 --> 02:58:09.814]  It's all happening right now.
[02:58:10.314 --> 02:58:19.781]  That's why it's more important than ever that every viewer, every listener, to local radio, to TV, or over the internet, understand, your voice isn't just critical, it's essential.
[02:58:20.461 --> 02:58:28.587]  If you don't stand up and speak out, and stand up against these bullies, and point out that it's the globalists that are the ones that sold out America, not Trump, and that they're the enemy,
[02:58:29.247 --> 02:58:29.887]  They're the traitors.
[02:58:30.647 --> 02:58:32.628]  They may be successful removing our president.
[02:58:32.968 --> 02:58:35.329]  This is an amazing time to be alive, ladies and gentlemen.
[02:58:35.829 --> 02:58:40.670]  Trump is so real, he's so hardcore, and it's so unbelievable to see that we are at this point.
[02:58:40.950 --> 02:58:43.391]  We are in the middle of a second American revolution.
[02:58:43.771 --> 02:58:46.432]  This time, not against King George III, but against the globalists.
[02:58:46.912 --> 02:58:51.015]  We're running a special for a week that is the biggest sale we've ever done.
[02:58:51.055 --> 02:58:53.636]  We just keep boosting the sales.
[02:58:54.017 --> 02:58:54.197]  67% off.
[02:58:54.397 --> 02:58:56.058]  Up to 67% off.
[02:58:56.138 --> 02:59:01.722]  It's Defeat the Democrat Slash Globalist Plan to Censor Infowars and the Web Super Sale.
[02:59:02.222 --> 02:59:03.403]  And free shipping!
[02:59:03.663 --> 02:59:18.771]  All of our best sellers, Alpha Power, Vitamin Mineral Fusion, BioTruth Selenium, X-Tube, RainForce Plus, Super Metal Vitality, DNA Force Plus, Super Blue Products, Toothpaste, Fortified Acrylic, Silver Iodine, Silver Bullet, Colloidal Silver, Real Red Pill, Real Red Pill Plus, 50% off, free shipping.
[02:59:18.911 --> 02:59:20.292]  It goes on and on and on.
[02:59:20.552 --> 02:59:31.419]  Check it all out and know, funding us will change the world and continue to let us stand against the onslaught of Soros, the Democratic Party, and their attacks, and their lies, and their boycotts, and their lawsuits.
[02:59:31.599 --> 02:59:31.960]  All of it.
[02:59:31.980 --> 02:59:33.841]  We're coming through the storm thanks to you.
[02:59:34.241 --> 02:59:35.222]  Shop with the good guys.
[02:59:35.482 --> 02:59:36.223]  Pay it forward.
[02:59:36.563 --> 02:59:41.066]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[02:59:41.386 --> 02:59:42.827]  This is the battle for the future.
[02:59:43.187 --> 02:59:44.308]  This is the war for the future.
[02:59:44.668 --> 02:59:48.150]  And I need all of you to commit even more to this fight.
[02:59:48.471 --> 02:59:48.791]  Thank you.
[02:59:49.131 --> 02:59:50.452]  I'm counting on you, and I salute you.
[02:59:55.956 --> 03:00:10.127]  If you are receiving this transmission, you are the resistance.
[03:00:10.207 --> 03:00:16.952]  And it's time for humanity to stand up in the info war and say, I don't know what's gonna happen at the end of this, but you wanna fight?
[03:00:17.032 --> 03:00:18.813]  You better believe you got one!
[03:00:21.417 --> 03:00:39.711]  From the front lines of the information war, it's Alex Jones.
[03:00:43.795 --> 03:00:50.100]  Emoji, the image of the Taiwanese flag, it makes your phone crash.
[03:00:51.971 --> 03:01:01.838]  Remember 12 years ago, John McCain said if you hack anybody or you download illegal music, we will fry your computer.
[03:01:01.918 --> 03:01:03.719]  We will crash it or maybe even fry it.
[03:01:04.019 --> 03:01:04.880]  People said that's outrageous.
[03:01:04.900 --> 03:01:05.921]  They already had that technology.
[03:01:07.402 --> 03:01:12.025]  Apple's China-friendly censorship caused an iPhone crashing bug.
[03:01:12.085 --> 03:01:12.465]  Wired.
[03:01:15.067 --> 03:01:18.809]  And it goes on that if you try to send the Taiwanese flag
[03:01:19.966 --> 03:01:20.967]  Your iPhone crashes.
[03:01:20.987 --> 03:01:22.629]  Well, what happened five months ago?
[03:01:22.950 --> 03:01:30.139]  Apple officially moved to China to be tax-exempt, merged with the government, and they told Reuters, in China, if you are based here, the government runs you.
[03:01:30.460 --> 03:01:31.441]  That's just the way it is.
[03:01:31.801 --> 03:01:32.422]  And boom!
[03:01:32.742 --> 03:01:35.126]  If they can censor a flag in real time.
[03:01:36.260 --> 03:01:39.243]  They can do a voice print and ban Alex Jones or President Trump.
[03:01:39.523 --> 03:01:43.827]  They can ban words, just like you try to type on your iPhone a cuss word, it won't let you do it.
[03:01:44.227 --> 03:01:45.068]  It's beyond that.
[03:01:45.188 --> 03:01:45.648]  It's here.
[03:01:45.909 --> 03:01:59.481]  And that's the new Article 13, Article 11 the EU's been trying to pass, saying that software by law will be on all devices where you cannot even say or do certain things preemptively.
[03:02:00.578 --> 03:02:03.320]  Now, this was such a big blow-up for Apple, they had to back off.
[03:02:03.580 --> 03:02:04.621]  They said, we apologize.
[03:02:05.001 --> 03:02:07.663]  We'll only geolocate if you're inside China.
[03:02:10.245 --> 03:02:11.046]  Let that sink in.
[03:02:11.766 --> 03:02:16.290]  You've got all these Hollywood programs saying I'm a racist and misrepresenting who I am, defaming me.
[03:02:17.691 --> 03:02:25.997]  You've got the very same corporations calling for me to be shut down so they can lie about me and you, and we don't have a way to speak out or resist it, and even counter it.
[03:02:27.725 --> 03:02:29.646]  We have them suing us trying to shut us down.
[03:02:29.666 --> 03:02:34.169]  They're trying to shadow ban and block the president, which they're doing on Twitter with his push notifications.
[03:02:36.391 --> 03:02:46.637]  Apple and others have moved to China and are now putting the iCloud data keys to everyone's iPhone on their platform and admitting that Chinese intelligence now runs Apple.
[03:02:46.917 --> 03:02:48.778]  Most of the universities are run by the Chai Coms.
[03:02:49.039 --> 03:02:49.959]  Hollywood's owned by it.
[03:02:50.339 --> 03:02:51.880]  The UFC's being bought up by it.
[03:02:52.321 --> 03:02:52.721]  Everything.
[03:02:53.991 --> 03:03:00.997]  And I'm just a loyal American sitting here saying it's wrong for an American citizen not to be able to send the Taiwanese flag to somebody.
[03:03:01.678 --> 03:03:06.522]  Because the Chai comms have killed over 100 million of their own people and sell Christians organs.
[03:03:07.123 --> 03:03:08.884]  Because they're Christians on the world market.
[03:03:09.084 --> 03:03:12.507]  What, tell me a 30-year-old Christian doesn't have a heartbeat or a soul next?
[03:03:12.587 --> 03:03:12.948]  Liberals?
[03:03:13.268 --> 03:03:14.049]  You're not liberals!
[03:03:14.309 --> 03:03:19.814]  You are weak followers that sold out to every form of evil and didn't even get a payoff to do it!
[03:03:21.069 --> 03:03:23.731]  You like to watch mainstream news and feel like you're on the winning team.
[03:03:23.931 --> 03:03:25.353]  Well, let me tell you something.
[03:03:25.373 --> 03:03:29.596]  I'm not here trying to just get along, to go along, or go along to get along.
[03:03:29.656 --> 03:03:30.977]  I'm here to fight the globalists.
[03:03:30.997 --> 03:03:32.258]  I'm here to hit the barbed wire.
[03:03:32.318 --> 03:03:33.319]  I'm here to expose them.
[03:03:33.559 --> 03:03:36.081]  I'm here to never stop, never back down, and win.
[03:03:36.442 --> 03:03:39.524]  And thank God Trump's going to Europe and saying, we pay half of NATO.
[03:03:39.564 --> 03:03:40.185]  That's not fair.
[03:03:40.385 --> 03:03:41.005]  Pay a little more.
[03:03:41.285 --> 03:03:43.667]  Hey, China, you got a $900 billion deficit on us.
[03:03:43.888 --> 03:03:44.768]  Give us $50 billion.
[03:03:44.928 --> 03:03:45.529]  They said no.
[03:03:45.749 --> 03:03:46.470]  He goes, $250, $500 billion.
[03:03:46.490 --> 03:03:46.670]  Let's go!
[03:03:49.537 --> 03:03:51.379]  The days of everybody laying down are over.
[03:03:51.939 --> 03:03:54.722]  And all you traitors saying the President's a traitor, you're the traitor.
[03:03:56.323 --> 03:03:57.084]  And you're gonna lose.
[03:03:57.104 --> 03:04:01.507]  Now don't forget, we've launched, while it's still available, and let them censor it.
[03:04:01.527 --> 03:04:02.989]  That's just another victory to show who they are.
[03:04:03.469 --> 03:04:17.121]  On iPhone, and on Droid, Android, the official InfoWars app works great, live video streaming, push notifications, listen without watching, turn the video off, everything.
[03:04:19.668 --> 03:04:19.929]  Oh,
[03:05:04.404 --> 03:05:09.486]  Anyone who studied history and knows how human systems work is horrified.
[03:05:10.126 --> 03:05:15.288]  We have global, hardcore, anti-human psychopaths in control of the big corporations.
[03:05:15.648 --> 03:05:22.310]  They're trying to wreck free market and consolidate total control, dumb humanity down ahead of replacing us with machines.
[03:05:23.031 --> 03:05:26.232]  And Trump has come in and is resisting that and saying we have a human future.
[03:05:26.972 --> 03:05:30.674]  They are launching a civil war against nation states right now, collapsing our borders.
[03:05:31.214 --> 03:05:32.354]  And my only message is this.
[03:05:32.635 --> 03:05:35.696]  Everybody better wake up and realize the fight is now.
[03:05:36.536 --> 03:05:44.020]  Everybody should be very, very urgent because the left and the globalists are frantic and launching their anti-human plan because they crave to control people.
[03:05:44.540 --> 03:05:47.381]  Those of us that are pro-human don't crave power.
[03:05:47.401 --> 03:05:48.321]  We already have the power.
[03:05:48.542 --> 03:05:53.444]  But we have to realize these scum are coming after us and we have to speak out and take action now.
[03:05:54.284 --> 03:05:56.726]  InfoWars is on the front line, and so are you.
[03:05:57.047 --> 03:05:58.308]  We are the resistance!
[03:06:07.296 --> 03:06:17.745]  And now, the tip of the spear, leading the fight to take back the nation.
[03:06:18.266 --> 03:06:19.887]  It's Roger Stone.
[03:06:22.618 --> 03:06:23.478]  Welcome back.
[03:06:23.879 --> 03:06:26.680]  You're on the Alex Jones Show.
[03:06:27.280 --> 03:06:30.522]  And these are tumultuous times we live in.
[03:06:31.742 --> 03:06:50.511]  What we've seen unfold in recent days is nothing less than an all-out assault by the mainstream media and their handmaidens in the Democratic Party in an effort to destabilize a more and more popular and successful president.
[03:06:51.744 --> 03:07:10.298]  The mere fact alone of the highly publicized indictments of Russian intelligence officers being timed so as to short-circuit the fallout from the FBI stroke testimony debacle and to shove the collusion hoax right into the forefront
[03:07:10.738 --> 03:07:39.034]  Of all reporting, literally hours before the President of the United States' first important summit with the Russians and their national leader is enough to conclude, beyond any reasonable doubt, that not only is the Mueller cell corrupt, malintended, and politicized, but this cabal of DOJ and FBI insurrectionist criminals are actually brazen,
[03:07:39.714 --> 03:07:52.705]  Reckless, and reckless enough to exploit their corrupt, abusive, sham investigation via Mueller's secretive, ambush-style, prosecutorial style.
[03:07:53.425 --> 03:08:03.753]  This is nothing less than an effort to sabotage the diplomatic and foreign policy of the undertakings of the President of the United States.
[03:08:05.080 --> 03:08:34.409]  Add to this the scripted, coordinated, Greek chorus-like conniption fit of hysterical, hyperbolic, openly seditious mainstream media mow-mows and their defamatory accusations of treason that is completely generated by the CIA-infested propaganda machine we call the mainstream media.
[03:08:34.929 --> 03:08:49.946]  These crypto-fascist pundits from the intelligence community and their mainstream media allies spin lie after lie in an effort to make up lost ground.
[03:08:50.367 --> 03:08:50.687]  Why?
[03:08:51.368 --> 03:08:54.912]  Because the American people are on to Robert Mueller.
[03:08:55.173 --> 03:09:01.940]  Because the American people realize that this is a partisan witch hunt which has only one purpose.
[03:09:02.381 --> 03:09:06.185]  To undo the results of the last election.
[03:09:07.239 --> 03:09:17.343]  Yes, when anytime you are criticizing the President of the United States when he is on foreign soil, you are on thin ice indeed.
[03:09:17.883 --> 03:09:26.327]  These acts by the seditionists in the mainstream media and in both parties are apparent and despicable.
[03:09:27.554 --> 03:09:35.660]  The other thing that I find incredibly despicable are the personal attacks on Congressman Jim Jordan.
[03:09:36.581 --> 03:09:53.232]  This is a complete fabrication led by a Democrat-connected law firm in Ohio to try to take out one of the bravest, most courageous Boy Scouts that I know, a man of impeccable integrity.
[03:09:54.053 --> 03:10:09.507]  Do not be surprised if you shortly see similar fabricated personal attacks against Congressman Matt Gaetz, Congressman Ron DeSantis, Congressman Trey Gowdy, Congressman Lee Selden.
[03:10:09.968 --> 03:10:11.750]  These men are heroes.
[03:10:12.250 --> 03:10:17.051]  These men didn't go to Congress to go along, to get along.
[03:10:17.491 --> 03:10:25.893]  They are using their positions in government to fight the deep state and to take the Mueller cabal on frontally.
[03:10:26.714 --> 03:10:35.296]  And as Jim Jordan's situation demonstrates, they will pay a terrible price in the defamatory attacks
[03:10:36.076 --> 03:10:38.798]  On their personalities and characters.
[03:10:39.379 --> 03:10:51.788]  Jim Jordan is an innocent man falsely accused in one of the most vicious smear campaigns that I have seen in 40 years in American politics.
[03:10:53.320 --> 03:11:07.456]  Also this morning, there are reports that lawyers for Andrew Miller, a former top aide of mine, were in closed session with the Chief Judge of the District Court of D.C.
[03:11:08.337 --> 03:11:11.080]  and lawyers for the Office of Special Counsel.
[03:11:11.801 --> 03:11:25.725]  This is presumably the hearing for a motion by Miller's lawyers headed by the Washington Legal Foundation questioning the constitutional authority of Mr. Mueller.
[03:11:26.425 --> 03:11:29.806]  No report from that all-important hearing
[03:11:30.326 --> 03:11:39.602]  Although I have had inquiries from Talking Points Memo, Politico, and others, I don't know what's happening behind closed doors.
[03:11:39.962 --> 03:11:42.226]  But I am praying for justice.
[03:11:43.306 --> 03:11:47.788]  Also, an interesting article by Phil Bump of the Washington Post.
[03:11:48.229 --> 03:11:57.453]  Now, Bump was caught repeatedly lying about Bill Clinton's sexual assaults against women during the 2016 campaign.
[03:11:57.993 --> 03:12:00.395]  Mr. Bump is not a journalist.
[03:12:00.455 --> 03:12:05.417]  Mr. Bump is a propagandist on the payroll of the Washington Post.
[03:12:05.997 --> 03:12:12.701]  Today, he says, Donald Trump is touting mediocre economic statistics.
[03:12:13.101 --> 03:12:16.224]  No, the economy is growingly robust.
[03:12:16.604 --> 03:12:25.051]  There are, without any dispute, more than 1 million jobs created since Donald Trump became president.
[03:12:25.832 --> 03:12:26.753]  228,000 in May alone.
[03:12:27.213 --> 03:12:31.016]  The only thing mediocre here is you, Mr. Bump.
[03:12:31.296 --> 03:12:35.160]  You are most mediocre as a reporter.
[03:12:37.100 --> 03:12:57.288]  The other big news, which we broke yesterday on The War Room, and this is a InfoWars exclusive, OMB Director Mick Mulvaney will replace General John Kelly as President Donald Trump's White House Chief of Staff.
[03:12:58.422 --> 03:13:27.962]  As our friends over at One America Online reported yesterday in a terrific story by Jack Posobiec, we now know that in a complete act of treachery, White House Chief of Staff John Kelly was calling Capitol Hill Republicans and urging them to publicly denounce his boss, the President of the United States, for his conduct of the summit press conference with Putin.
[03:13:28.822 --> 03:13:33.746]  If that isn't disloyalty, if that isn't treachery, what is it?
[03:13:34.326 --> 03:13:45.073]  If I were president, I would have General Kelly removed forcefully from the premises right now, and I would have his computer and his office locked down.
[03:13:45.573 --> 03:13:47.295]  But then, I'm not the president.
[03:13:48.015 --> 03:13:52.439]  Mick Mulvaney, on the other hand, is not part of the Washington swamp.
[03:13:52.899 --> 03:14:16.037]  He hails from South Carolina, an early supporter of President Donald Trump, a man of impeccable integrity whose political views and outlook are uncorrupted by the inside the beltway mentality, which unfortunately has sometimes affected or infected the president's advisors.
[03:14:16.778 --> 03:14:19.299]  You're here on the Alex Jones Show.
[03:14:19.359 --> 03:14:21.020]  We're breaking news today.
[03:14:21.361 --> 03:14:31.146]  But let me remind you, none of this would be possible without your loyal support for InfoWars at the InfoWars.com store.
[03:14:31.766 --> 03:14:37.889]  We have no big corporate multinational sponsors underwriting our broadcasts.
[03:14:38.270 --> 03:14:40.251]  We can only depend on you.
[03:14:40.891 --> 03:14:50.700]  But the beauty of that is, there is no one in the shadows telling Alex Jones what we can and cannot cover, what we can and cannot say.
[03:14:51.180 --> 03:14:57.486]  This is truly independent investigative journalism at its best.
[03:14:58.544 --> 03:15:10.611]  Our expansion, our continued fight against the efforts to censor us, which are on full display before the Congress only yesterday, are only possible with your loyal support.
[03:15:11.151 --> 03:15:18.255]  Look at the terrific specials we have up at the InfoWars.com site now, and you will see what I'm talking about.
[03:15:18.695 --> 03:15:23.778]  You have some of our very most popular products, Alpha Power,
[03:15:24.518 --> 03:15:28.303]  Uh, uh, Brain Force Plus, my personal favorite, now $19.95.
[03:15:28.884 --> 03:15:31.347]  That's a terrific price.
[03:15:32.088 --> 03:15:36.213]  Uh, uh, Survival Shield, the Red Pill.
[03:15:36.814 --> 03:15:39.578]  These are extraordinary products.
[03:15:39.998 --> 03:15:41.999]  Of the highest possible quality.
[03:15:42.379 --> 03:15:43.139]  How do we know?
[03:15:43.499 --> 03:16:00.946]  You can go online and see that we have literally thousands of satisfied customers who know when they go to the Infowars.com store, they not only get the very best in nutraceuticals, but they underwrite the fight for journalistic freedom and the First Amendment.
[03:16:02.995 --> 03:16:08.598]  Alex Jones here with unbelievably critical information concerning the future of our Republic.
[03:16:09.258 --> 03:16:16.782]  A year and a half ago, just a few months into President Trump being in office, the globalists panicked because the economy began to turn around.
[03:16:19.083 --> 03:16:31.670]  Former Obama administration officials, former deputy heads of the Defense Department and others went to the Pentagon and to Congress and were even in major news publications like Atlantic Monthly
[03:16:32.665 --> 03:16:40.030]  Developing a public plan for a military coup against the president or a 25th amendment removal.
[03:16:40.891 --> 03:16:48.275]  I covered it at the time and mainstream corporate media attacked me and said it wasn't true because they didn't want to have major attention on it.
[03:16:48.356 --> 03:16:51.938]  They only wanted it in establishment publications like Atlantic Monthly.
[03:16:52.258 --> 03:16:54.500]  They did not want to be seen by the general public.
[03:16:54.520 --> 03:16:56.681]  They didn't want to have a debate about it early on.
[03:16:56.921 --> 03:17:02.565]  They wanted to build their false case over the next year or so and then make their move on the president.
[03:17:03.325 --> 03:17:05.446]  Ladies and gentlemen, they're now making that move.
[03:17:05.546 --> 03:17:11.929]  In the last 24 hours, we've seen the former head of the CIA Brennan say that Trump is nothing short of treasonous.
[03:17:12.210 --> 03:17:13.390]  When it's Brennan that's the traitor.
[03:17:13.910 --> 03:17:19.353]  Congressman Steve Cohen of Tennessee has said that the military needs to take him out.
[03:17:19.453 --> 03:17:20.093]  Where are they?
[03:17:20.393 --> 03:17:21.274]  Needs to remove them.
[03:17:21.914 --> 03:17:25.476]  Phil Mudd, former deputy director of the CIA and the FBI,
[03:17:26.116 --> 03:17:26.616]  We're good to go.
[03:17:52.028 --> 03:17:52.509]  I think?
[03:18:13.473 --> 03:18:13.673]  I think?
[03:18:37.273 --> 03:18:40.054]  Defeat the Democrat-Globalist censorship plan.
[03:18:40.294 --> 03:18:41.034]  Supersale.
[03:18:41.414 --> 03:18:45.496]  Up to 67% off storewide.
[03:18:45.836 --> 03:18:46.996]  Get an InfoWars t-shirt.
[03:18:47.376 --> 03:18:48.716]  Get a Re-Elect 45 shirt.
[03:18:48.777 --> 03:18:50.697]  Get out there and stand up for free speech.
[03:18:51.197 --> 03:18:52.338]  Go and get water filtration.
[03:18:52.398 --> 03:18:53.918]  Get Silver Bullet colloidal silver.
[03:18:53.938 --> 03:18:54.738]  Get Alpha Power.
[03:18:55.158 --> 03:18:55.619]  50% off.
[03:18:55.639 --> 03:18:56.219]  So popular.
[03:18:56.439 --> 03:18:57.619]  Vitamin Mineral Fusion.
[03:18:57.639 --> 03:18:57.779]  50% off.
[03:18:57.839 --> 03:18:59.740]  I can't list all of these.
[03:18:59.760 --> 03:19:01.160]  The Mind and Body Challenge Pack.
[03:19:01.200 --> 03:19:03.221]  Brain Force Plus and Red Pill Plus.
[03:19:04.041 --> 03:19:05.521]  50% off with free shipping.
[03:19:05.901 --> 03:19:07.642]  X2 Biotruth Selenium Combo.
[03:19:07.662 --> 03:19:09.522]  50% off free shipping.
[03:19:09.842 --> 03:19:11.522]  InfoWars Lifeline and Body Pack.
[03:19:11.562 --> 03:19:13.903]  BrainForce Plus and Vitamin Mineral Fusion.
[03:19:13.923 --> 03:19:14.543]  50% off with free shipping.
[03:19:15.303 --> 03:19:16.003]  It's all there.
[03:19:16.943 --> 03:19:18.804]  Ladies and gentlemen, we've proven ourselves.
[03:19:18.824 --> 03:19:19.784]  That's why we're under attack.
[03:19:19.824 --> 03:19:22.684]  And we have this great crew standing in the face of this.
[03:19:22.945 --> 03:19:25.165]  And we have you, the listeners, and the viewers that support us.
[03:19:25.365 --> 03:19:26.165]  That make it possible.
[03:19:26.205 --> 03:19:26.925]  That pray for us.
[03:19:27.145 --> 03:19:28.526]  That share the articles and videos.
[03:19:28.566 --> 03:19:29.646]  And amplify our work.
