[00:00:00.209 --> 00:00:00.750]  We've got it.
[03:01:04.550 --> 03:01:05.872]  Oh, the girl can't help it!
[03:01:07.025 --> 03:01:07.866]  She's American.
[03:01:07.926 --> 03:01:08.727]  She's the world.
[03:01:08.747 --> 03:01:10.048]  She is the humans.
[03:01:10.148 --> 03:01:12.371]  Women are everything.
[03:01:12.952 --> 03:01:15.715]  Men are the machines women send out.
[03:01:16.355 --> 03:01:19.779]  I'm an expression of the women.
[03:01:19.819 --> 03:01:22.482]  This is woman's idea of fighting the tyranny.
[03:01:23.203 --> 03:01:26.106]  That's what it is.
[03:01:26.206 --> 03:01:27.288]  Lord have mercy.
[03:01:28.564 --> 03:01:35.331]  All right, let's go back for this segment and the next, and then Nick Baggage, the guy that exposed all the big secret tech and everything, totally vindicated, has taken over.
[03:01:35.711 --> 03:01:37.213]  Rob Deuce coming in real briefly, though.
[03:01:37.694 --> 03:01:41.377]  Huge news on this Florida fraud, the hacking, the scams.
[03:01:41.918 --> 03:01:43.399]  I mean, this is a real war we're in.
[03:01:43.880 --> 03:01:47.163]  Continuing, Mr. Stack of BlackPill.com.
[03:01:48.104 --> 03:01:50.525]  Devin Stack, I've been asking questions here.
[03:01:50.545 --> 03:01:53.145]  There's only four minutes left of this segment, well another ten minute segment coming up.
[03:01:53.545 --> 03:01:55.666]  What do you want to get into about this world?
[03:01:56.106 --> 03:02:15.830]  Because I agree, you're not being negative, saying we're in an exterminist, globalist, transhumanist plan, where these angry globalists believe humans are obsolete because they hate themselves subconsciously, but aren't sophisticated enough as psychopaths and genetic psychopaths and sociopaths to understand they're projecting their hate of us, which is really hate on themselves,
[03:02:16.790 --> 03:02:17.591]  They don't get it.
[03:02:17.731 --> 03:02:18.491]  Trump gets it.
[03:02:18.591 --> 03:02:19.972]  This is the alternate plan.
[03:02:20.452 --> 03:02:21.233]  Like, here's the deal.
[03:02:22.393 --> 03:02:27.616]  Imagine QAnon attacking me, saying Jones is an agent, Sessions is the best, Trump loves him.
[03:02:27.896 --> 03:02:33.400]  Well, I'm not going to go on air and say what Trump told me about John McCain or what he said about Sessions.
[03:02:33.420 --> 03:02:34.220]  I'm going to leave it at that.
[03:02:34.700 --> 03:02:36.141]  But I'm real.
[03:02:36.261 --> 03:02:37.042]  Trump talks to me.
[03:02:37.982 --> 03:02:38.903]  Everybody knows that.
[03:02:39.363 --> 03:02:42.866]  It's like, I'm a real person, I'm telling you Trump doesn't like these people.
[03:02:43.267 --> 03:02:45.929]  And is saying, press the attack Jones, and I'm going to leave it at that.
[03:02:45.989 --> 03:02:50.433]  And then says, here's this campaign person, I'll talk to them, they'll talk to you.
[03:02:50.453 --> 03:02:53.916]  And I'm a little bit out here, the enemy has my phone tapped, they know this.
[03:02:53.936 --> 03:02:59.681]  And then I've got to see some person that doesn't say who they are anonymously, saying I'm against Trump.
[03:03:00.041 --> 03:03:01.522]  No I'm not, you idiots!
[03:03:01.923 --> 03:03:02.203]  Go ahead.
[03:03:03.772 --> 03:03:27.683]  Well, one of the things that tipped me off to really kind of doubting the veracity of QAnon 2 was he was trying to play, or he or she or whoever, was trying to play this game of I have to be anonymous so that no one can know that this information is coming from the White House, but at the same time I'm going to give you this proof that proves that I am who I am.
[03:03:27.723 --> 03:03:29.464]  Well, it's like you can't have it both ways.
[03:03:30.064 --> 03:03:38.474]  If you had something that conclusively proved who you were, something that proved that you were coming from the White House, there would be absolutely no reason to be anonymous.
[03:03:39.495 --> 03:03:42.439]  And so you have a lot of people that are kind of latching onto
[03:03:43.126 --> 03:03:48.427]  Well, some of these things are coincidences, some of these things are just doing research.
[03:03:48.507 --> 03:03:56.269]  It's not that hard to find out what kind of phrasing Trump repeats in his tweets and then try to emulate stuff like that.
[03:03:57.070 --> 03:04:01.211]  But you understood, people like the fortune cookie or the fortune hunter.
[03:04:01.311 --> 03:04:02.471]  They like the mystery.
[03:04:02.531 --> 03:04:06.032]  So the people doing this, I know who they are, it was a group of leftists inside the
[03:04:06.212 --> 03:04:07.953]  The CIA and psych warfare programs.
[03:04:08.273 --> 03:04:10.274]  I know folks that were actually knew who they were.
[03:04:10.294 --> 03:04:13.496]  They even lied to CENTCOM and said, oh, no, we're pro Trump.
[03:04:13.836 --> 03:04:17.098]  And then I was told by CENTCOM and I mean, like.
[03:04:17.178 --> 03:04:18.578]  I'm not going to get into it.
[03:04:18.979 --> 03:04:20.980]  They said blow this operation, and I did.
[03:04:21.000 --> 03:04:24.581]  They even because we weren't sure that we weren't sure who they were at first.
[03:04:24.621 --> 03:04:25.162]  You understand that?
[03:04:26.723 --> 03:04:31.465]  Well, and the thing that, you know, I wasn't sure, honestly, either when they first went.
[03:04:31.785 --> 03:04:35.227]  I didn't want to talk about it until like I could see where this was going.
[03:04:36.334 --> 03:04:41.879]  But there was a lot of YouTubers making a lot of money, quite frankly, to covering QAnon.
[03:04:42.139 --> 03:04:42.999]  Oh, you're so smart.
[03:04:43.260 --> 03:04:44.280]  I'm not kissing your ass.
[03:04:44.320 --> 03:04:45.281]  You just did it right there.
[03:04:46.222 --> 03:04:51.866]  I noticed right away, if we covered QAnon in a positive way, this is the accidents we did early on.
[03:04:52.126 --> 03:04:55.008]  It was suddenly pushed with millions of views and total monetization.
[03:04:55.309 --> 03:04:56.790]  And that's when I went, ah.
[03:04:59.107 --> 03:05:01.148]  You need to support independent media that's under attack.
[03:05:01.188 --> 03:05:04.631]  We're under attack by these globalists, as you know, and your support's been amazing.
[03:05:04.651 --> 03:05:07.052]  We make it easy to support us because we have great products.
[03:05:07.072 --> 03:05:17.939]  And we're announcing a mega blowout sale at Infowarsstore.com to fund us into the new year so we have a budget to continue on in the face of their attacks.
[03:05:18.419 --> 03:05:20.441]  Super male and super female vitality.
[03:05:21.101 --> 03:05:26.345]  It's incredibly high quality cold-pressed herbs known for strength, stamina, libido, energy.
[03:05:26.405 --> 03:05:26.906]  It's amazing.
[03:05:27.146 --> 03:05:30.989]  It is a whopping 57% off.
[03:05:31.249 --> 03:05:33.431]  Silver Bullet, colloidal silver, super high quality.
[03:05:33.631 --> 03:05:34.471]  The best out there.
[03:05:34.531 --> 03:05:35.492]  Never gone this low.
[03:05:36.913 --> 03:05:38.895]  67% off to blow it all out.
[03:05:39.335 --> 03:05:42.697]  Brainforce Plus, now available, 50% off.
[03:05:42.797 --> 03:05:45.719]  Survival Shield X3, the best iodine out there.
[03:05:45.939 --> 03:05:48.661]  Brand new product, 50% off and free shipping.
[03:05:48.881 --> 03:05:58.167]  And we're continuing free shipping store-wide on Alexa, Pure Breeze, water filters, and on all the other books and videos and materiel at the M4 Store.
[03:06:03.826 --> 03:06:07.729]  The answer to 1984 is 1776.
[03:06:07.849 --> 03:06:15.776]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:06:25.224 --> 03:06:29.147]  You can't go to his website right now.
[03:06:29.187 --> 03:06:31.449]  It's down because of being hammered by massive traffic.
[03:06:32.509 --> 03:06:33.190]  And he deserves it.
[03:06:33.230 --> 03:06:34.170]  BlackPill.com.
[03:06:34.250 --> 03:06:38.474]  Devon Stack, another patriot, just in the last two years, two and a half years, stood up!
[03:06:39.434 --> 03:06:40.575]  What's it mean to stand up an army?
[03:06:40.615 --> 03:06:42.117]  It means you decide to stand up.
[03:06:42.177 --> 03:06:42.697]  You're ready.
[03:06:43.217 --> 03:06:44.178]  You're ready for war.
[03:06:44.759 --> 03:06:45.719]  Information warfare.
[03:06:45.739 --> 03:06:52.565]  And that's why I always had this vision of all these incredible minds of men and women of every race, color, and creed, standing up for the renaissance.
[03:06:53.225 --> 03:06:54.947]  Enrolling this whole planet, it's just like an egg.
[03:06:56.840 --> 03:06:58.882]  It's just one little jump point.
[03:06:59.623 --> 03:07:03.867]  We'll look back later and say, why was it so hard once you've gone to these next heights?
[03:07:04.928 --> 03:07:08.392]  And it's only because when the real challenges come in the future.
[03:07:10.444 --> 03:07:14.126]  We'll realize that we've already come this far together.
[03:07:14.926 --> 03:07:16.947]  What matters is the saga continues.
[03:07:17.667 --> 03:07:18.368]  The Long March.
[03:07:18.928 --> 03:07:28.852]  Here's a few minutes from that video we mentioned, one of hundreds of amazing ones, that Devin Stack breaks down, where he's getting into some of the scams out there.
[03:07:29.313 --> 03:07:30.393]  Not that Bitcoin's a scam.
[03:07:30.673 --> 03:07:31.093]  It's great.
[03:07:31.434 --> 03:07:38.157]  But that some of the scam groups out there, and how they imploded like he said, and then how it ties into the QAnon globalist operation.
[03:07:38.177 --> 03:07:38.477]  Here it is.
[03:07:39.710 --> 03:07:46.937]  I wanted to watch these people who had been calling me a shill, or worse, all because I was trying to help them get their Just Desserts.
[03:07:47.598 --> 03:07:50.621]  But I never got the satisfaction I was hoping for.
[03:07:50.641 --> 03:07:50.761]  It was...
[03:07:53.294 --> 03:07:54.015]  It was just sad.
[03:07:54.915 --> 03:07:59.998]  All I saw was a mix of devastation and denial.
[03:08:00.239 --> 03:08:02.220]  People saying they had lost everything.
[03:08:02.540 --> 03:08:03.981]  People that were going to be homeless now.
[03:08:04.481 --> 03:08:08.884]  There were also people who I would be surprised if they did not commit suicide.
[03:08:08.904 --> 03:08:12.727]  The language that was being used, I mean, people were ruined by this.
[03:08:12.967 --> 03:08:16.950]  But also, in all this devastation, there was also the denial.
[03:08:17.370 --> 03:08:33.342]  There were people that, even though the value of BitConnect had literally gone to zero, still thought that this was all disinformation, and that everyone on Earth but them had fallen for the disinformation, and that now they were gonna double down and buy even more BitConnect.
[03:08:33.442 --> 03:08:34.483]  And people did!
[03:08:34.903 --> 03:08:39.867]  People bought more, even after it had gone to basically zero, people bought more BitConnect.
[03:08:40.408 --> 03:08:41.749]  There was even like a little mini-pump
[03:08:42.489 --> 03:08:43.169]  After the crash.
[03:08:43.310 --> 03:08:46.351]  I don't know why, but I mean, humans are funny that way.
[03:08:46.711 --> 03:08:49.793]  So, needless to say, I didn't get the satisfaction I was looking for.
[03:08:49.813 --> 03:08:51.114]  It was just sad.
[03:08:51.134 --> 03:08:51.934]  It's a perfect dead cat bounce.
[03:08:51.954 --> 03:08:58.298]  And it was sad because the human devastation that was dealt, it was dealt out to people who just wanted to have hope.
[03:08:58.798 --> 03:09:00.559]  They just wanted to have some dreams come true.
[03:09:01.040 --> 03:09:10.285]  And honestly, it takes a certain kind of person to use trust in humanity and hope against people.
[03:09:11.385 --> 03:09:17.488]  So not only were there these human casualties, but, you know, what did this mean for the future of cryptocurrency?
[03:09:18.088 --> 03:09:24.871]  How many of these people you think that had been financially ruined by the BitConnect scam would ever invest in crypto again?
[03:09:25.471 --> 03:09:26.432]  Probably almost none of them.
[03:09:27.072 --> 03:09:28.332]  There was no silver lining.
[03:09:28.853 --> 03:09:32.274]  BitConnect had just been one giant disaster for everyone involved.
[03:09:32.754 --> 03:09:38.777]  So now that I've explained BitConnect to everybody, I guess I should talk about QAnon.
[03:09:40.338 --> 03:09:40.638]  Or maybe
[03:09:41.650 --> 03:09:42.390]  Maybe I just did.
[03:09:45.652 --> 03:09:47.773]  For Black Belt, I'm Devin Stack.
[03:09:49.714 --> 03:09:51.154]  So there's Devin Stack.
[03:09:51.434 --> 03:09:52.855]  We're going to go back to him for like eight minutes.
[03:09:52.875 --> 03:09:55.116]  I want to come back with us in the near future.
[03:09:55.196 --> 03:09:59.518]  Maybe even host an hour or something so he can get all prepared and do it his way instead of me interrupting every ten seconds.
[03:09:59.558 --> 03:10:05.281]  But if you want hope, believe in God yourself and believe in the long road.
[03:10:08.043 --> 03:10:16.909]  Yes, you have the destiny of the universe.
[03:10:16.949 --> 03:10:18.210]  Yes, God made you in the image.
[03:10:18.570 --> 03:10:21.132]  But you don't just instantly abracadabra make things.
[03:10:21.793 --> 03:10:23.474]  And so people want that lottery ticket.
[03:10:23.494 --> 03:10:25.856]  They want that, oh, you know, I'm not going to listen to you.
[03:10:26.216 --> 03:10:26.997]  I've had family.
[03:10:27.893 --> 03:10:30.276]  Uh, you know, swindled by the Nigerian scams.
[03:10:30.316 --> 03:10:31.978]  They don't want to believe they're being scammed.
[03:10:32.018 --> 03:10:32.879]  I say, hey, that's a scam.
[03:10:33.179 --> 03:10:35.942]  You're just jealous I've got this big opportunity with Prince Boo Boo!
[03:10:36.683 --> 03:10:39.566]  And it becomes the same thing over and over again.
[03:10:39.886 --> 03:10:49.376]  So you were going to break there earlier, uh, Mr. Stack, and you were getting into how everybody that promoted QAnon
[03:10:50.242 --> 03:10:51.623]  Everybody promoted it.
[03:10:51.743 --> 03:10:52.784]  YouTube didn't stand in the way.
[03:10:52.864 --> 03:10:54.005]  Google just pumped it.
[03:10:54.065 --> 03:10:54.585]  They pushed it.
[03:10:55.165 --> 03:11:05.453]  For me, I was like, why have I covered QAnon positively, trying to be nice up front, because it suddenly goes super viral, and there's no monetary restriction, which made me stop covering it.
[03:11:05.493 --> 03:11:06.753]  I said, I think this is bad.
[03:11:07.154 --> 03:11:08.194]  They want us to do this.
[03:11:08.515 --> 03:11:10.356]  It's all Pavlovian, carrot and stick.
[03:11:10.656 --> 03:11:11.677]  So get into that.
[03:11:12.813 --> 03:11:27.557]  Well, and the weird thing is, that clip you just played, that video is rated G, there's nothing offensive about it, there's nothing... I mean, because I barely actually talk about QAnon, it's really mostly about BitConnect, so there's no reason for them to demonetize that video at all, and they demonetized it.
[03:11:28.129 --> 03:11:34.572]  And I was like, okay, that's, you know, if I needed some kind of confirmation that I was on the right track, there it is.
[03:11:35.293 --> 03:11:42.857]  And meanwhile, like you said, there's all these other channels that are totally, they're staying monetized.
[03:11:43.416 --> 03:11:46.197]  While they're spreading the QAnon stuff.
[03:11:46.237 --> 03:11:48.658]  So I didn't need anything more than that.
[03:11:48.798 --> 03:11:49.559]  I mean, that was enough.
[03:11:49.819 --> 03:11:58.363]  And then just out of curiosity, and this is before you started seeing like the t-shirts and the signs everywhere at the rallies.
[03:11:58.843 --> 03:12:07.467]  I just searched on Amazon and eBay for QAnon and there were just, and probably still are, just pages and pages and pages of
[03:12:08.048 --> 03:12:13.100]  Shirts and keychains and you know just people making a buck off.
[03:12:13.381 --> 03:12:16.388]  So the deep state algorithm is shoving this at us.
[03:12:16.408 --> 03:12:17.391]  That's got to tell us something.
[03:12:18.359 --> 03:12:36.023]  Well, and then you saw it, like, and this was a couple months ago, when, uh, what was it, like, Vice and all these other guys basically would find QAnon, uh, believers, or whatever you want to call them, and, and try to make them look stupid, and just be like, oh, look at these stupid Trump supporters, they believe in the stupid, you know what I mean?
[03:12:36.063 --> 03:12:46.506]  So, it was, it was real, I mean, and I saw that coming a mile away, and as soon as the, that was the other thing I was trying to explain to the people that, that were into it, I was like, why would, if this was all true information, why would they be
[03:12:47.186 --> 03:12:50.808]  Why would Comedy Central be bringing people's attention to it?
[03:12:50.828 --> 03:12:57.471]  Sure, it's making fun of it, but all press is good press in some ways.
[03:12:57.811 --> 03:13:05.394]  I agree with you, but there's the argument that, oh, they attack Alex Jones, but when they attack me, it's to say I'm doing racist things, I should be banned.
[03:13:05.714 --> 03:13:07.095]  They weren't saying ban QAnon.
[03:13:07.495 --> 03:13:08.416]  With me, it was different.
[03:13:08.456 --> 03:13:09.877]  It's like, Jones did this.
[03:13:10.317 --> 03:13:11.899]  Owen Schreier is mean to black people.
[03:13:11.999 --> 03:13:12.419]  Ban him.
[03:13:12.660 --> 03:13:13.540]  And it's not true.
[03:13:13.580 --> 03:13:14.721]  You see, there's two different things.
[03:13:14.761 --> 03:13:16.423]  If they're just promoting it and making fun, yes.
[03:13:16.863 --> 03:13:20.266]  But if they're saying, ban you and association, it's different.
[03:13:21.427 --> 03:13:21.667]  Right.
[03:13:21.827 --> 03:13:25.050]  And they made no attempt to ban QAnon.
[03:13:25.811 --> 03:13:27.953]  It was a nice target for them.
[03:13:28.253 --> 03:13:33.037]  They could point at QAnon and say, look at the crazy Trump supporters.
[03:13:33.578 --> 03:13:35.219]  And at the same time, it also helped
[03:13:35.916 --> 03:13:37.325]  By doing that, it helps.
[03:13:38.958 --> 03:13:42.359]  Like I said, there was some truth in some of what QAnon was saying.
[03:13:42.399 --> 03:13:43.380]  Sure, it covered real things.
[03:13:43.400 --> 03:13:44.140]  Let me ask you this question.
[03:13:44.160 --> 03:13:44.800]  You're a smart guy.
[03:13:44.820 --> 03:13:46.160]  I haven't had time to track it.
[03:13:46.201 --> 03:13:47.301]  I'm so busy covering the news.
[03:13:47.821 --> 03:13:57.824]  What are they doing now, these pro-QAnon people that are like, Trump loves Sessions, and Jones is going to prison, and I'll stick with the president.
[03:13:58.184 --> 03:14:02.086]  Jones woke me up, but Jones is with the bad guys now.
[03:14:02.506 --> 03:14:05.847]  What are those people thinking now that everything we told them is happening?
[03:14:07.225 --> 03:14:09.306]  I think the election brought a lot of them around.
[03:14:09.527 --> 03:14:11.388]  I mean, there's some that are going to hold on forever.
[03:14:11.428 --> 03:14:12.849]  I mean, there's nothing.
[03:14:12.869 --> 03:14:19.253]  I mean, I knew as soon as the election results came in, because that was the big thing, right, was the election is going to happen.
[03:14:19.553 --> 03:14:22.115]  They're going to win the House and the Senate.
[03:14:22.775 --> 03:14:28.679]  And that's when Sessions is going to swoop in and start sending everyone to Guantanamo Bay.
[03:14:29.320 --> 03:14:33.022]  And I knew that that was unlikely that they would win the House and the Senate.
[03:14:33.202 --> 03:14:35.764]  And as soon as I saw that they lost the House,
[03:14:36.491 --> 03:14:47.938]  I was like, okay, so first of all, you had a lot of people that probably didn't go vote because... No, exactly, because all over the internet, Google is hammering, we won, it's over, don't vote, everything's fine!
[03:14:48.938 --> 03:14:50.899]  Well, and even Fox News... Alex Jones is the enemy!
[03:14:52.080 --> 03:14:56.903]  Even Fox News called the election like 90 minutes before, like while voting was still going on.
[03:14:57.043 --> 03:15:00.645]  And you notice now the Democrats are stealing Florida and Arizona right now.
[03:15:01.604 --> 03:15:02.204]  Well, right.
[03:15:02.345 --> 03:15:21.557]  And that's actually another thing that's kind of frustrating, because I just saw on Twitter, like a couple minutes before I came on here, that the, I forget the name of the agency, the agency that's in charge of investigating voter fraud, just said, they responded to a reporter that asked, hey, are you investigating what's going on in Florida?
[03:15:21.937 --> 03:15:26.500]  They said, no, we can't until the State Department tells us to, and they haven't told us to.
[03:15:26.821 --> 03:15:29.402]  Which shows the State Department is still Democrat run.
[03:15:29.442 --> 03:15:30.263]  You made videos on that.
[03:15:31.363 --> 03:15:33.385]  Devin, I'm impressed with people who do the research.
[03:15:33.505 --> 03:15:34.486]  I listen to you, I know.
[03:15:34.506 --> 03:15:36.328]  You're doing your frickin' research.
[03:15:36.348 --> 03:15:40.412]  So I feel good when I go to sleep at night knowing that Devin Stack of BlackPill.com is there.
[03:15:40.932 --> 03:15:41.953]  Join us routinely.
[03:15:42.013 --> 03:15:42.954]  Come back on the other shows.
[03:15:43.314 --> 03:15:44.115]  We appreciate you.
[03:15:44.395 --> 03:15:44.816]  We love you.
[03:15:44.836 --> 03:15:45.316]  You're awesome.
[03:15:45.657 --> 03:15:50.601]  Huge news with Rob Dew on the other side and then Dr. Nick Baggett straight ahead.
[03:15:53.384 --> 03:15:54.545]  Infowars.com.
[03:15:54.605 --> 03:15:55.566]  Newswars.com.
[03:15:55.586 --> 03:15:56.387]  Spread those links.
[03:16:00.518 --> 03:16:06.344]  That's why it's like, you know, being able to just ignore the rules.
[03:16:06.904 --> 03:16:08.126]  Exactly, exactly.
[03:16:08.606 --> 03:16:16.494]  But it's also like, I just, like, for me, I can ignore the rules and I don't mind breaking the rules and I can defend any position I can defend.
[03:16:16.514 --> 03:16:19.998]  I mean, like you said, you've already used the campaign.
[03:16:20.838 --> 03:16:21.759]  What else?
[03:16:23.220 --> 03:16:26.041]  We're already at that point.
[03:16:26.061 --> 03:16:26.341]  Yeah.
[03:16:27.262 --> 03:16:31.764]  And, you know, if you can use the vans to help transport people.
[03:16:31.784 --> 03:16:33.084]  Yeah, I'm gonna open the van.
[03:16:33.124 --> 03:16:35.606]  We're gonna make it f***ing happen.
[03:16:35.626 --> 03:16:37.426]  I'm like, I'm done.
[03:16:37.466 --> 03:16:40.448]  I'm just like f***ing running full speed now, you know?
[03:16:40.708 --> 03:16:41.568]  Just getting it done.
[03:16:41.828 --> 03:16:42.149]  I'm done.
[03:16:42.489 --> 03:16:43.529]  I'm done being nice.
[03:16:43.549 --> 03:16:45.670]  I'm done being professional.
[03:16:46.150 --> 03:16:47.511]  You know?
[03:16:47.551 --> 03:16:48.351]  Nothing is professional.
[03:16:48.371 --> 03:16:49.772]  None of this is like f***ing professional.
[03:16:50.511 --> 03:16:56.915]  So there's like a, you know, that migrant caravan.
[03:16:56.935 --> 03:17:01.357]  They just, a few of them got here already and they're dropping them off, like, really close to Missouri.
[03:17:01.858 --> 03:17:02.058]  Who?
[03:17:02.458 --> 03:17:04.099]  Oh, the Hondurans?
[03:17:04.319 --> 03:17:06.360]  Oh, the Hondurans, yeah.
[03:17:06.460 --> 03:17:10.282]  It's this holy thing, holy something church, but it's actually really close here to downtown, she said.
[03:17:10.863 --> 03:17:11.943]  She texted me the address.
[03:17:25.906 --> 03:17:32.349]  Dominique Chacon is a field manager for the Beto O'Rourke Senate campaign in the campaign's headquarters in El Paso.
[03:17:32.989 --> 03:17:36.932]  He got the tip about the migrants and marshaled the campaign staff to act.
[03:17:37.572 --> 03:17:41.054]  Whether or not it was legal did not seem to concern him.
[03:17:44.350 --> 03:17:55.994]  I think they accepted them as asylum seekers and so the way they do it is that there's like these certain organizations and churches that they allow these migrants to stay in until they get like a court date and then they're attorneys and then
[03:18:02.214 --> 03:18:04.216]  This is just violating campaign finance law.
[03:18:04.556 --> 03:18:07.138]  This is literally being a Benedict Arnold.
[03:18:07.378 --> 03:18:08.479]  Thank you for joining us, James.
[03:18:08.499 --> 03:18:09.599]  You've only got eight minutes.
[03:18:09.619 --> 03:18:10.260]  You've got the floor.
[03:18:10.520 --> 03:18:11.180]  Tell us what's happening.
[03:18:27.071 --> 03:18:28.292]  They are the source of this information.
[03:18:28.392 --> 03:18:30.092]  They are the source of this information.
[03:18:30.193 --> 03:18:45.080]  So in Texas, this is last night, we just confirmed yesterday morning, I'm actually in El Paso right now, we just confirmed that Jody Casey, the campaign manager for Beto O'Rourke, it's a $100 million operation now because they raised all this money.
[03:18:45.220 --> 03:18:52.283]  She told our undercover reporter not to worry about using campaign funds to pay for the illegal migrants.
[03:18:52.663 --> 03:19:03.107]  After her staff was on tape saying that they have to lie, mask, break the law in violation of campaign finance law to use the funds to pay for the migrants.
[03:19:03.147 --> 03:19:06.409]  So we have the campaign manager on tape saying, don't worry about doing it.
[03:19:06.489 --> 03:19:09.610]  And we have the staffers on tape doing it and talking about doing it.
[03:19:09.630 --> 03:19:11.250]  This is not my proposition.
[03:19:11.450 --> 03:19:12.591]  I did not bait them.
[03:19:12.671 --> 03:19:17.593]  They volunteered this information to us when they did not know they were being recorded, Alex.
[03:19:17.813 --> 03:19:20.494]  This may be the biggest thing we've ever done, and don't take my word for it.
[03:19:20.614 --> 03:19:22.434]  I've had Dinesh D'Souza text me today.
[03:19:22.514 --> 03:19:23.755]  I've had Dana Lash text me.
[03:19:23.775 --> 03:19:27.776]  I've had all these people texting me saying, this is such a big story.
[03:19:28.016 --> 03:19:37.939]  And I hope that all this comes out in a couple days before the election, but it requires all of you listening right now, share this video to everyone that you know.
[03:19:38.019 --> 03:19:39.920]  It's the only way that we're going to get accountability.
[03:19:40.060 --> 03:19:41.261]  Our listeners shouldn't wait.
[03:19:41.341 --> 03:19:43.343]  Don't wait for InfoWars or Veritas to do it.
[03:19:43.383 --> 03:19:49.828]  You must all go to his campaign stops, wherever you are, with a camera, with your cell phone, and bring this up to this monster.
[03:19:50.028 --> 03:19:56.133]  Everyone must go peacefully confront this Benedict Arnold because we know these orders are coming from the top.
[03:20:01.457 --> 03:20:04.119]  You're listening to the Alex Jones Show.
[03:20:18.876 --> 03:20:22.740]  Alex Jones, the cure to fake news.
[03:20:23.320 --> 03:20:26.563]  Coming to you live from Austin, Texas.
[03:20:31.135 --> 03:20:33.276]  All right, Dr. Nick Baggish is taking over the next half hour.
[03:20:33.336 --> 03:20:40.860]  Then the war room with Owen Schroer, Roger Shiller, and others is wound up like racehorses in the gates, ready.
[03:20:41.200 --> 03:20:43.221]  Infowars.com forward slash show.
[03:20:44.562 --> 03:20:46.423]  You know, there's a lot I haven't gotten to today.
[03:20:46.923 --> 03:20:47.764]  We've done an okay job.
[03:20:47.784 --> 03:20:50.145]  Well, you know one thing I didn't realize, Alex.
[03:20:51.065 --> 03:20:55.568]  I didn't realize that QAnon was an old southern gentleman who sips lemonade out by the porch.
[03:20:56.454 --> 03:20:57.895]  You were doing that QAnon voice earlier?
[03:20:58.675 --> 03:21:00.456]  Alex Jones is a bad man.
[03:21:00.496 --> 03:21:01.636]  He's going to jail.
[03:21:01.656 --> 03:21:05.518]  I didn't realize that's who... Alex Jones hates Trump and hates America.
[03:21:05.818 --> 03:21:08.099]  He wants to turn in your guns, boy.
[03:21:08.999 --> 03:21:10.420]  Alex Jones!
[03:21:10.460 --> 03:21:11.901]  We are secret over here.
[03:21:11.921 --> 03:21:13.321]  We know how to deal with it.
[03:21:13.821 --> 03:21:16.342]  Oh, Ted Sessions knows what he's doing.
[03:21:16.362 --> 03:21:18.443]  He said, trust the plan.
[03:21:18.503 --> 03:21:20.364]  It'll get you there right now, my babies.
[03:21:21.745 --> 03:21:24.446]  You don't trust him, Jones, it's gonna get you in a lot of trouble.
[03:21:26.135 --> 03:21:27.256]  See, you learn something new every day.
[03:21:28.077 --> 03:21:30.480]  I try to learn a few things every day, but that I did not know.
[03:21:30.640 --> 03:21:31.601]  It's total operatives.
[03:21:32.422 --> 03:21:36.026]  The point is, I didn't want to even get into it, but my God, how obvious is it?
[03:21:36.526 --> 03:21:36.927]  Here's the deal.
[03:21:39.540 --> 03:21:40.520]  A lot is going on.
[03:21:40.941 --> 03:21:43.962]  We are in the middle of a civil war in this country against foreign globalist forces.
[03:21:44.402 --> 03:21:57.747]  And if we could just point out, hey, it's foreign chi-com and EU and banking forces that think they run America and use our open society as a way to get in there and do this, and Trump's just an American who doesn't think we should give the country up and they think that's mentally ill, then it's over.
[03:21:57.827 --> 03:21:59.368]  Like, join America or don't.
[03:21:59.988 --> 03:22:01.389]  There's not even a discussion at this point.
[03:22:01.729 --> 03:22:02.189]  People say like,
[03:22:03.641 --> 03:22:09.165]  Alex used to be independent against Republicans and Democrats, and then Trump comes along and suddenly you're fully behind it.
[03:22:09.885 --> 03:22:20.532]  Because Trump, I built, we built, the audience built a big missile launching base, and then Trump the missile arrived on the back of a big missile launching truck.
[03:22:21.292 --> 03:22:22.372]  We want America.
[03:22:22.412 --> 03:22:23.833]  We want to control our own country.
[03:22:24.153 --> 03:22:25.433]  We want to cut taxes.
[03:22:25.453 --> 03:22:26.674]  We want to defeat globalism.
[03:22:26.974 --> 03:22:28.614]  We want to leave families alone.
[03:22:29.755 --> 03:22:31.295]  Trump, we built Trump.
[03:22:31.375 --> 03:22:32.316]  Trump is ours.
[03:22:32.396 --> 03:22:33.196]  This is it.
[03:22:33.616 --> 03:22:38.458]  He wouldn't have been able to do this if we hadn't been here, and we wouldn't do it if he wasn't there.
[03:22:38.598 --> 03:22:40.118]  It's destiny, folks.
[03:22:40.598 --> 03:22:45.580]  It's here, and you see the full attack of the enemy because it is real!
[03:22:46.340 --> 03:22:47.600]  So they act like, why are you?
[03:22:48.221 --> 03:22:50.061]  The whole establishment's against Trump!
[03:22:50.161 --> 03:22:50.541]  Exactly.
[03:22:50.581 --> 03:22:53.702]  You have to have a disruptor for any real change to happen in this world.
[03:22:53.782 --> 03:22:57.083]  And we know we've been controlled by giant multinational corporations.
