[00:00:13.002 --> 00:00:16.625]  It's funny.
[02:58:22.725 --> 02:58:32.689]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[02:58:32.929 --> 02:58:34.890]  And this part is most important.
[02:58:34.990 --> 02:58:41.433]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[02:58:41.793 --> 02:58:42.855]  That means it's clean.
[02:58:43.236 --> 02:58:44.197]  That means it's pure.
[02:58:44.357 --> 02:58:47.182]  And rest secured, you're finding the tip of the spear in the Infowar.
[02:58:47.262 --> 02:58:49.866]  That's Infowarslife.com and Vitamin Mineral Fusion.
[02:58:50.067 --> 02:58:51.709]  Take action now before we sell out.
[02:58:52.418 --> 02:58:58.419]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[02:58:58.779 --> 02:59:01.380]  Discover the power of ancient medicine with Bades.
[02:59:02.000 --> 02:59:05.441]  Bades contains one of the most potent forms of turmeric available.
[02:59:05.701 --> 02:59:09.982]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[02:59:10.402 --> 02:59:13.643]  It is well known in traditional medicine for its soothing properties.
[02:59:14.563 --> 02:59:24.807]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[02:59:25.568 --> 02:59:34.111]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[02:59:35.732 --> 02:59:44.277]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[02:59:44.777 --> 02:59:49.219]  Try Bodies today at infowarslife.com or call us at 1-888-253-3139.
[02:59:49.259 --> 02:59:58.384]  If you are receiving this transmission, you are the Resistance.
[03:00:19.415 --> 03:00:23.356]  If you are receiving this transmission, you are the resistance.
[03:00:24.416 --> 03:00:28.937]  Live from the InfoWars.com studios, it's Alex Jones.
[03:00:29.517 --> 03:00:32.438]  All right, Paul Watson's getting in the cockpit there in London.
[03:00:32.458 --> 03:00:33.758]  We've got a lot to talk about with him.
[03:00:33.778 --> 03:00:38.520]  I'm going to ride shotgun the next two segments with him and Lee Stranahan, investigative journalist, who's crystal clear now.
[03:00:38.560 --> 03:00:41.920]  He restarted his computer via Skype, citizenjournalismschool.com.
[03:00:42.841 --> 03:00:43.601]  Let's go back to this.
[03:00:43.621 --> 03:00:44.881]  We're not gonzo journalism.
[03:00:44.921 --> 03:00:46.181]  We don't want to make the shows about us.
[03:00:46.241 --> 03:00:47.922]  Believe me, I had stacks of stuff ready here.
[03:00:50.174 --> 03:00:51.756]  Lee Stranahan shows how smart he is.
[03:00:52.376 --> 03:00:53.177]  And I don't just say that.
[03:00:53.217 --> 03:00:59.242]  Most people don't get these lawsuits are PR stunts to say we're fake news and say lies about us.
[03:00:59.683 --> 03:01:10.372]  Because if you're in divorce court or anything, somebody can come in and say, you know, I watched him murder 15 penguins after he raped them and he flew around the room in a Santa Claus suit.
[03:01:10.873 --> 03:01:11.694]  None of it's true.
[03:01:12.014 --> 03:01:12.935]  It's defamatory.
[03:01:13.355 --> 03:01:14.536]  But you can say it in court.
[03:01:14.997 --> 03:01:16.017]  And that's what they've done.
[03:01:16.658 --> 03:01:19.839]  And they've used some guy that goes, yeah, I worked for a congressman that got Soros money.
[03:01:20.059 --> 03:01:22.039]  Yeah, I was in the State Department in Africa.
[03:01:22.339 --> 03:01:23.560]  Yeah, I worked for Hillary Clinton.
[03:01:23.580 --> 03:01:26.581]  But they say I staged the whole thing and nothing happened.
[03:01:26.621 --> 03:01:27.421]  We didn't say that.
[03:01:27.741 --> 03:01:31.542]  We said you're a politico and you became a spokesperson and it should be investigated.
[03:01:32.382 --> 03:01:35.663]  And they're sick of us getting in the middle of their narratives.
[03:01:36.733 --> 03:01:40.518]  So, it is quite a time to be alive, and I love Skype.
[03:01:40.578 --> 03:01:42.921]  Lee Stranahan's thing's gone down three times as a strike.
[03:01:42.941 --> 03:01:43.642]  We'll get him back on.
[03:01:44.363 --> 03:01:45.905]  I think it's our equipment in here.
[03:01:46.266 --> 03:01:49.510]  Because on the other studios, Skype doesn't have as many problems, and I keep noticing that.
[03:01:50.351 --> 03:01:50.671]  I don't know.
[03:01:51.633 --> 03:01:54.435]  I think we have too much redundant stuff in the chain.
[03:01:54.495 --> 03:01:55.276]  I want to go raw.
[03:01:55.576 --> 03:01:56.416]  I want to cut down.
[03:01:56.917 --> 03:01:59.458]  We got too much fandangled fancy pansies in here.
[03:02:00.159 --> 03:02:01.220]  And I think that's what's going on.
[03:02:01.240 --> 03:02:06.603]  I think just a regular Skype connection works better than these big computerized special Skype boxes we bought like three years ago.
[03:02:06.864 --> 03:02:08.485]  That's like 18 million years ago now.
[03:02:09.245 --> 03:02:12.726]  Paul Joseph Watson, though, is working with this guy from London, England.
[03:02:13.086 --> 03:02:15.486]  Paul, what do you make of them jumping the shark?
[03:02:15.586 --> 03:02:28.949]  I think, I've talked to lawyers, they've never heard of a university, publicly funded, they say they're private, they're really publicly funded, CIA based, suing us and then putting a bunch of fake stuff in the complaint.
[03:02:29.469 --> 03:02:36.311]  I mean, Paul, this is one of the biggest stories in the world right now, suing Allen West, former congressman, army colonel, suing everybody else.
[03:02:36.411 --> 03:02:37.811]  What in Hades is going on?
[03:02:39.628 --> 03:02:42.931]  Well yeah, I've read the Gateway Pundit breakdown about this.
[03:02:42.951 --> 03:02:46.734]  I haven't read the actual suit, but they break it down in what they're claiming and yeah.
[03:02:47.401 --> 03:02:49.443]  Obviously he worked for the State Department.
[03:02:49.483 --> 03:02:50.844]  I mean, that's a proven fact.
[03:02:50.904 --> 03:02:52.245]  That's what we pointed out.
[03:02:52.706 --> 03:02:55.268]  We were talking about the media narrative behind Charlottesville.
[03:02:55.308 --> 03:02:59.071]  Of course, we've never advocated violence in any form whatsoever.
[03:02:59.651 --> 03:03:06.857]  Oh, they say we're pro-alt-right, a Hillary term, which a lot of people that call themselves that aren't bad, but some of them are white supremacists.
[03:03:07.117 --> 03:03:09.419]  We said they were bad on that side and on the other.
[03:03:09.620 --> 03:03:11.121]  They say, Paul, we are that.
[03:03:11.161 --> 03:03:12.222]  They just defamed us.
[03:03:14.033 --> 03:03:16.355]  I can literally make videos attacking the alt-right.
[03:03:16.375 --> 03:03:19.277]  They're in my DMs every day, insulting me.
[03:03:19.377 --> 03:03:22.579]  I can put anti-alt-right on a Twitter profile.
[03:03:22.959 --> 03:03:23.560]  Doesn't matter!
[03:03:23.860 --> 03:03:24.901]  Everyone's alt-right.
[03:03:25.001 --> 03:03:27.762]  Everyone right of Chairman Mao is alt-right at this point.
[03:03:28.303 --> 03:03:36.108]  And this whole process, Alex, is, you know, it's just again the consequence of resentment and vindictiveness over losing an election.
[03:03:36.508 --> 03:03:39.590]  It's like almost every day now, as you talked about yesterday.
[03:03:39.950 --> 03:03:42.352]  You wake up, oh, our channel's about to be banned.
[03:03:42.532 --> 03:03:43.973]  Oh, this video's been censored.
[03:03:43.993 --> 03:03:45.273]  We have to fight back against it.
[03:03:45.313 --> 03:03:46.934]  Oh, CNN's targeting our sponsors.
[03:03:47.435 --> 03:03:50.156]  Oh, they call us fake news blues.
[03:03:50.737 --> 03:03:52.498]  Oh, we're being sued for conspiracy theories.
[03:03:52.538 --> 03:03:55.920]  Translate, Sadiq Khan, ban free speech in America of conservatives.
[03:03:57.386 --> 03:04:02.811]  Yeah, you see, politics used to work like, OK, I advocate these principles for making society better.
[03:04:02.872 --> 03:04:04.033]  I advocate these policies.
[03:04:04.073 --> 03:04:06.015]  You advocate these policies and these principles.
[03:04:06.355 --> 03:04:07.276]  Let's have an argument.
[03:04:07.316 --> 03:04:09.838]  Let's have a conversation and the voter will decide.
[03:04:10.179 --> 03:04:12.261]  Now it's just, no, we're going to sue you.
[03:04:12.541 --> 03:04:14.123]  We're going to target your sponsors.
[03:04:14.403 --> 03:04:15.704]  We're going to call you alt-right.
[03:04:15.744 --> 03:04:16.645]  We're going to demean you.
[03:04:16.665 --> 03:04:18.127]  We're going to character assassinate you.
[03:04:18.607 --> 03:04:26.791]  They can't beat us at the game as it was five, ten years ago, so now it's just completely underhanded, completely trying to subvert everything we do.
[03:04:27.231 --> 03:04:30.733]  And again, they're lashing out with yet another frivolous lawsuit.
[03:04:31.133 --> 03:04:33.894]  I mean, he worked for the State Department, it's a proven fact.
[03:04:33.934 --> 03:04:35.895]  He was a political activist, that's a fact.
[03:04:36.035 --> 03:04:41.379]  They removed his name when we first pointed it out, and they denied a bunch of it, then later he admitted it all.
[03:04:41.720 --> 03:04:42.720]  This is insane.
[03:04:42.760 --> 03:04:43.601]  Lee Stranahan's back.
[03:04:43.621 --> 03:04:44.402]  Let's talk to him.
[03:04:44.422 --> 03:04:45.282]  He's also named a suit.
[03:04:45.502 --> 03:04:55.190]  Then Paul Watson will take over from Her Britannic Majesty's London, where Sadiq Khan, the Islamist, rules with impunity and brings in jihadis on a daily basis.
[03:04:55.791 --> 03:04:59.033]  In between time spent in Austin, Texas, calling for my show to be banned.
[03:04:59.313 --> 03:04:59.734]  We'll be back.
[03:05:03.524 --> 03:05:08.267]  Make no mistake, we've made some major gains against the Globals, but they're striking back all over the world.
[03:05:08.527 --> 03:05:14.071]  Now more than ever is the time to get prepared with the highest quality emergency supplies across the board.
[03:05:14.171 --> 03:05:23.237]  Medical supplies, emergency supplies, communications, tactical, it's all there and we're adding more and more every day of the very best products out there.
[03:05:23.397 --> 03:05:31.202]  So go to FortifiedSupply.com today to not just see the great products we offer there, but links to some of the other great sponsors that we have as well.
[03:05:31.303 --> 03:05:33.264]  That's FortifiedSupply.com.
[03:05:33.964 --> 03:05:41.188]  Introducing Icarin, a 30-day liver and kidney cleanse, exclusively available at InfoWarsLife.com.
[03:05:41.668 --> 03:05:50.812]  We have set out with top researchers and developers to bring you the strongest, purest, most potent, documented system for your liver and your kidneys.
[03:05:51.092 --> 03:05:56.215]  There are two different formula blends in one powerful capsule.
[03:05:56.495 --> 03:05:59.316]  It also funds the InfoWar, a total 360 win.
[03:05:59.757 --> 03:06:02.338]  Icarin, available now at InfoWarsLife.com.
[03:06:14.426 --> 03:06:19.534]  Live, raw, and unfiltered by globalist propaganda.
[03:06:19.854 --> 03:06:21.657]  It's the Alex Jones Show.
[03:06:21.857 --> 03:06:23.740]  Tomorrow's news today.
[03:06:47.569 --> 03:06:50.352]  All right, ladies and gentlemen, we are back live with Paul Joseph Watson.
[03:06:50.372 --> 03:06:52.554]  Been working on Lee Stranahan's Skype.
[03:06:52.594 --> 03:06:54.095]  He's frozen, but we'll still get his audio.
[03:06:54.836 --> 03:06:58.680]  Paul, where do you think this is going next?
[03:06:58.800 --> 03:07:04.766]  And, you know, now we've got the removal here of Tillerson, who we know is playing ball with the Globalist, his deputy.
[03:07:05.807 --> 03:07:09.631]  Just overall, what's the big worldview on what's happening right now?
[03:07:11.778 --> 03:07:16.421]  Well in terms of the election, Hillary Clinton is the greatest ally Donald Trump can ever have.
[03:07:17.182 --> 03:07:26.869]  I've got this clip which they're going to play later where basically she says, oh but I'm the top candidate amongst the highest GDP areas on both coasts, I'm the best candidate.
[03:07:27.269 --> 03:07:32.993]  She's brazenly admitting that nobody in those Rust Belt areas, in the areas which Trump beat her,
[03:07:34.494 --> 03:07:40.016]  And she's saying that that's a good strategy to continue to ignore those people in 2018 and in 2020.
[03:07:40.576 --> 03:07:42.457]  And they say they hate flyover country.
[03:07:42.477 --> 03:07:43.578]  They say they hurt Christians.
[03:07:43.598 --> 03:07:50.561]  They're telling all the white, black, Hispanic, you name it, folks in the Rust Belt, you don't freaking matter because you don't have a high GDP.
[03:07:52.133 --> 03:07:54.714]  Yeah, it's the supreme arrogance and idiocy.
[03:07:54.774 --> 03:07:57.555]  I mean, she's the best friend the Trump campaign can have in 2020.
[03:07:58.356 --> 03:08:00.437]  She's falling down stairs again.
[03:08:00.797 --> 03:08:06.159]  Now remember, CNN told us that Trump was physically unfit, told us that he was deranged.
[03:08:06.239 --> 03:08:08.841]  It was completely proven otherwise, yet they continued to do it.
[03:08:09.161 --> 03:08:13.303]  The same people who said questioning her health was a conspiracy theory.
[03:08:13.523 --> 03:08:18.645]  She's got two guys holding her up at the end of that clip, and she's still stumbling and falling down.
[03:08:19.085 --> 03:08:23.110]  And apparently now she's got some kind of hand injury as well that she's being treated for.
[03:08:23.630 --> 03:08:31.218]  So we were proven completely right again, but yet they still claim, oh this was part of the Russian bot conspiracy network to claim Hillary was sick.
[03:08:31.579 --> 03:08:33.541]  While she was hacking away through every speech.
[03:08:33.761 --> 03:08:38.867]  You know the word is, she wasn't falling down in India, she was just dancing like Trudeau, Canada.
[03:08:40.305 --> 03:08:40.826]  Exactly.
[03:08:41.326 --> 03:08:46.971]  So again, they called us every name under the sun for pointing out basic reality, that she was obviously ill.
[03:08:47.331 --> 03:08:50.074]  Then took their own conspiracy theory, said Trump was sick.
[03:08:50.294 --> 03:08:53.977]  That was proven completely false, and yet they still continued to do it.
[03:08:54.338 --> 03:08:56.780]  That's why everyone hates CNN, that's why they're collapsing.
[03:08:56.900 --> 03:09:07.049]  And Paul, they also say that Trump didn't really want to win the election, that's why he's announced 900 plus days early, and has a new slogan, Keep America Great, and is in absolute ecstasy winning.
[03:09:08.692 --> 03:09:09.373]  It's incredible.
[03:09:09.813 --> 03:09:17.659]  Also with this Tillerson thing, Nancy Pelosi came out today and basically said that he was fired because he stood up to Russia.
[03:09:17.719 --> 03:09:19.761]  That Tillerson was fired because he stood up to Russia.
[03:09:20.081 --> 03:09:29.808]  Which is interesting, because when Tillerson was nominated back in 2016, Pelosi came out with another statement and basically said Tillerson was a Russian agent.
[03:09:30.249 --> 03:09:32.751]  So he's a Russian agent when he gets nominated.
[03:09:33.031 --> 03:09:35.773]  When he gets fired, it's because he stood up against the Russians.
[03:09:35.933 --> 03:09:39.757]  Well, that's because he got an Exxon Mobil deal, which we should be trying to get the resources out of Russia.
[03:09:39.777 --> 03:09:40.518]  That helps everybody.
[03:09:40.758 --> 03:09:45.723]  They got more resources than any other nation or continent, you know, Eurasia.
[03:09:46.143 --> 03:09:47.144]  And we need all that.
[03:09:47.284 --> 03:09:50.167]  And Tillerson got a big award for bringing industry to Russia.
[03:09:50.347 --> 03:09:51.228]  They're free market!
[03:09:51.388 --> 03:09:52.129]  They're Christian!
[03:09:52.349 --> 03:09:53.711]  We should be doing business with them!
[03:09:55.373 --> 03:10:03.438]  Exactly, and now they're saying that he, other commentators like David Corn are saying that he was fired because of his comments about Russia yesterday.
[03:10:03.658 --> 03:10:06.040]  Okay, he was told he was going to be fired on Friday.
[03:10:06.100 --> 03:10:11.723]  It was before he made any comments about Russia, but literally everything has to be fed into this Russian...
[03:10:11.783 --> 03:10:19.029]  And there's only been one minute of coverage on the news that the House said no Russian collusion, but evidence of Hillary collusion.
[03:10:19.289 --> 03:10:22.792]  Let's bring in Lee Stranahan here, who's having some Skype problems, but he's on the phone now.
[03:10:23.232 --> 03:10:24.854]  Lee, we're all under attack.
[03:10:24.994 --> 03:10:26.515]  Paul's being sued by extension.
[03:10:26.575 --> 03:10:27.856]  LeeAnn McAdoo is our reporter.
[03:10:28.376 --> 03:10:28.817]  You are.
[03:10:29.057 --> 03:10:30.859]  But I've got to say again, the video of you
[03:10:31.934 --> 03:10:34.715]  And Leanne, we've already had it reviewed by legal folks.
[03:10:36.116 --> 03:10:37.496]  It's total journalism.
[03:10:39.517 --> 03:10:40.798]  It's just insane.
[03:10:41.058 --> 03:10:41.958]  So again, I agree with you.
[03:10:41.978 --> 03:10:43.119]  I think this is a PR stunt.
[03:10:43.399 --> 03:10:45.340]  The problem is we can't let them keep doing the PR stunts.
[03:10:45.620 --> 03:10:47.520]  That's why we're preparing lawsuits against all these people.
[03:10:47.540 --> 03:10:48.441]  And I'm not just saying that.
[03:10:48.461 --> 03:10:49.481]  I don't want to sue people.
[03:10:49.521 --> 03:10:51.662]  But what do we do next?
[03:10:51.682 --> 03:10:53.363]  What are other key points you want to tell folks?
[03:10:54.901 --> 03:11:04.123]  Well, I think one of the big things here, one of the things I loved about the lawsuit was just seeing, it says InfoWars is being sued through a company which is named Free Speech, what is it, Free Speech?
[03:11:04.143 --> 03:11:04.943]  Free Speech Systems.
[03:11:04.963 --> 03:11:07.604]  Yeah, so they're suing Free Speech.
[03:11:08.924 --> 03:11:09.584]  I love that.
[03:11:09.824 --> 03:11:12.045]  I just, I just, I love the irony of it.
[03:11:13.045 --> 03:11:14.465]  That they're suing Free Speech.
[03:11:14.485 --> 03:11:23.147]  You know when I named the company that, you know when I named the company that, like 15 years ago when I incorporated, I did it in case it was ever a lawsuit, they'd be suing Free Speech.
[03:11:25.342 --> 03:11:26.545]  I'm not surprised, Alex.
[03:11:26.725 --> 03:11:27.547]  I'm not surprised.
[03:11:27.647 --> 03:11:29.250]  I mean, because this is the thing.
[03:11:29.631 --> 03:11:31.194]  And Paul makes a great point.
[03:11:31.214 --> 03:11:31.936]  By the way, hi, Paul.
[03:11:34.446 --> 03:11:38.670]  What's going on here is the revolution started in 2007.
[03:11:39.611 --> 03:11:40.572]  Two things happened in 2007.
[03:11:40.772 --> 03:11:50.621]  The markets collapsed and everybody realized that they've been buying into things and out of that you got Occupy Wall Street and the Tea Party movement.
[03:11:50.801 --> 03:11:53.824]  But the other thing that happened was the iPhone was released.
[03:11:54.324 --> 03:11:59.029]  And the reason that's significant is they know in the media right now
[03:11:59.744 --> 03:12:03.128]  That we, the citizens, don't actually need them anymore.
[03:12:03.568 --> 03:12:07.592]  People can actually make up their own minds from a buffet of ideas.
[03:12:07.993 --> 03:12:17.803]  And the fact that people are getting their information from InfoWars, who is one of the only news outlets, including outlets on the right, I will say this,
[03:12:18.681 --> 03:12:24.605]  Including outlets broadly on the right that will actually report on what the CIA, for instance, has been up to.
[03:12:25.145 --> 03:12:25.345]  Right?
[03:12:25.405 --> 03:12:30.208]  Because a lot of right outlets don't want to touch that with a 10-foot pole, and you've been great on that.
[03:12:31.369 --> 03:12:32.650]  It's frightening them.
[03:12:32.970 --> 03:12:37.152]  And what they've done is they've exposed themselves for who they really are.
[03:12:37.573 --> 03:12:43.456]  They are desperately afraid that people will figure out that... I said this on my radio show this morning.
[03:12:43.776 --> 03:12:46.318]  We're watching with this thing in England right now.
[03:12:47.499 --> 03:12:49.019]  We're good to go.
[03:13:09.582 --> 03:13:12.564]  It is a race, and the elites are aware of this.
[03:13:13.004 --> 03:13:17.988]  It is a race to see whether they can shut down free media.
[03:13:18.368 --> 03:13:21.490]  And this is why we're seeing Twitter, Google.
[03:13:21.570 --> 03:13:27.174]  I've been told by people in Silicon Valley that they're under threat of antitrust.
[03:13:27.194 --> 03:13:28.415]  Just ask yourself, Alex.
[03:13:29.369 --> 03:13:31.171]  Remember the Microsoft suit in the 90s?
[03:13:31.691 --> 03:13:32.372]  Who's bigger?
[03:13:33.033 --> 03:13:35.115]  Google now or Microsoft in the 90s?
[03:13:35.135 --> 03:13:35.495]  Google.
[03:13:35.715 --> 03:13:37.017]  Answer's obvious, right?
[03:13:37.337 --> 03:13:37.817]  Answer's obvious.
[03:13:37.998 --> 03:13:38.478]  Who's bigger?
[03:13:38.879 --> 03:13:41.501]  Amazon now or Microsoft in the 90s?
[03:13:41.521 --> 03:13:42.002]  Amazon.
[03:13:42.222 --> 03:13:46.626]  So, they could be shut down today, right?
[03:13:46.746 --> 03:13:50.350]  And you saw Trump's new campaign head warn them last week.
[03:13:50.370 --> 03:13:51.011]  What do you make of that?
[03:13:52.475 --> 03:13:55.176]  Well, I've known Brad Parscale for about 20 years.
[03:13:55.336 --> 03:13:59.917]  I used to work with him in San Antonio, actually, at a high-tech company 20 years ago.
[03:14:00.497 --> 03:14:03.338]  And I'm very happy to see Brad on there, because Brad knows tech.
[03:14:03.518 --> 03:14:04.538]  He's very ambitious.
[03:14:04.838 --> 03:14:05.898]  He's very professional.
[03:14:06.359 --> 03:14:09.719]  But, God bless him for warning people.
[03:14:10.019 --> 03:14:15.561]  And this thing with you, you got two Community Standards strikes, correct?
[03:14:15.981 --> 03:14:16.821]  Is that what happened?
[03:14:16.841 --> 03:14:18.462]  They did four, and then they kept removing them.
[03:14:18.522 --> 03:14:20.002]  Yeah, exactly, but we're down to one.
[03:14:21.527 --> 03:14:25.631]  I got three community standards strikes and they deleted my entire YouTube account.
[03:14:25.931 --> 03:14:27.452]  So I'm a little jealous, Alex.
[03:14:27.732 --> 03:14:28.833]  But see, no, no, exactly.
[03:14:28.873 --> 03:14:30.495]  That's why I keep talking to you.
[03:14:30.615 --> 03:14:32.116]  Ours came back because it was too obvious.
[03:14:32.456 --> 03:14:36.320]  They want to do all these fake suits and then ban us, but thousands of channels are still gone.
[03:14:37.661 --> 03:14:38.461]  That's right, yes.
[03:14:39.923 --> 03:14:45.147]  But the beauty of what you've done with InfoWars is they could take you down on YouTube tomorrow
[03:14:46.283 --> 03:14:53.189]  People would still be able to get InfoWars for a variety of means, and YouTube just wouldn't go through YouTube.
[03:14:53.589 --> 03:14:55.711]  So, this is what they're afraid of.
[03:14:55.751 --> 03:15:04.518]  And there's a real race going on, I really believe this, between the people who are promoting free speech and a marketplace of ideas.
[03:15:04.958 --> 03:15:06.278]  You don't have to believe me.
[03:15:06.638 --> 03:15:08.019]  Sure, you just agree on free speech.
[03:15:08.079 --> 03:15:08.939]  And Lee, you're right.
[03:15:09.339 --> 03:15:11.699]  I'm sure you saw the Microsoft CEO, I mean, not Microsoft.
[03:15:12.039 --> 03:15:12.979]  They were talking about Microsoft.
[03:15:12.999 --> 03:15:15.460]  The News Corps CEO a month ago said this is the plan.
[03:15:15.740 --> 03:15:18.320]  They're going to set the precedent with us and everybody else.
[03:15:18.500 --> 03:15:20.641]  This is them coming for the First Amendment.
[03:15:20.661 --> 03:15:24.041]  We need to talk more in the next week or so on air about the suit, coordinating.
[03:15:24.061 --> 03:15:26.962]  I love seeing you on David Knight during the morning.
[03:15:27.242 --> 03:15:28.542]  Lee Stranahan, thank you so much.
[03:15:28.582 --> 03:15:30.483]  Citizenjournalismschool.com.
[03:15:30.503 --> 03:15:31.403]  Sorry about the problems today.
[03:15:31.423 --> 03:15:32.003]  We'll talk to you more.
[03:15:33.305 --> 03:15:34.346]  Thanks Alex, appreciate it.
[03:15:34.366 --> 03:15:34.846]  Take care, Paul.
[03:15:34.866 --> 03:15:35.047]  Thank you.
[03:15:35.087 --> 03:15:35.707]  Great points from him.
[03:15:35.727 --> 03:15:36.448]  Paul, I want to come back.
[03:15:36.468 --> 03:15:39.391]  I know you've got a full raft and I'm begging Paul to do more than just an hour a week.
[03:15:39.431 --> 03:15:41.292]  Everybody loves him so much and we need Paul.
[03:15:41.613 --> 03:15:44.736]  And Tommy Robinson is going to meet with him on Friday for a big interview they're going to do.
[03:15:45.636 --> 03:15:53.123]  We're about to launch our London, UK, EU headquarters, which I've already got backing to do if Paul will take Excalibur from the stone.
[03:15:53.964 --> 03:15:57.808]  Or I'm going to beat him upside the head with it, actually, if he doesn't take it out of the stone.
[03:16:02.813 --> 03:16:04.595]  Joel Gilbert joins us for the balance of the hour.
[03:16:04.655 --> 03:16:09.219]  Here is the trailer for the powerful new film available at Infowarsstore.com.
[03:16:09.999 --> 03:16:11.681]  Trump, the art of the insult.
[03:16:11.721 --> 03:16:14.143]  Directed by the amazing director, Joel Gilbert.
[03:16:14.183 --> 03:16:15.024]  Here is the trailer.
[03:16:15.504 --> 03:16:19.708]  Call women you don't like fat pigs, dogs, slobs.
[03:16:20.609 --> 03:16:23.431]  Only Rosie O'Donnell.
[03:16:23.732 --> 03:16:25.473]  And they said that wasn't politically correct.
[03:16:25.493 --> 03:16:26.014]  Who cares?
[03:16:29.736 --> 03:16:30.637]  You haven't been called.
[03:16:32.539 --> 03:16:33.599]  Go back to Univision.
[03:16:33.780 --> 03:16:36.242]  I think Jeff is a nice person.
[03:16:36.382 --> 03:16:37.103]  He's very low energy.
[03:16:37.163 --> 03:16:41.947]  I'm not used to that kind of a person.
[03:16:42.007 --> 03:16:42.507]  Throw him out.
[03:16:42.767 --> 03:16:43.888]  Throw him out into the cold.
[03:16:44.209 --> 03:16:49.013]  Don't give him their coat.
[03:16:49.413 --> 03:16:50.174]  No coats.
[03:16:50.214 --> 03:16:51.315]  L-Y-I-N apostrophe.
[03:16:51.335 --> 03:16:52.596]  Lying dead.
[03:16:56.946 --> 03:17:01.510]  I have never seen a human being eat in such a disgusting fashion.
[03:17:01.790 --> 03:17:05.093]  The most dishonest human beings.
[03:17:05.113 --> 03:17:06.254]  These people right here.
[03:17:07.615 --> 03:17:11.178]  Look at all the cameras.
[03:17:11.198 --> 03:17:11.879]  So disgusting.
[03:17:11.899 --> 03:17:13.680]  This socialist slash communist.
[03:17:13.700 --> 03:17:14.160]  Crazy bird.
[03:17:14.220 --> 03:17:15.742]  He's crazy as it may look.
[03:17:16.983 --> 03:17:18.964]  Pocahontas?
[03:17:18.984 --> 03:17:19.625]  The Indian.
[03:17:19.665 --> 03:17:20.986]  Very offensive.
[03:17:21.026 --> 03:17:22.267]  I'm sorry about that.
[03:17:22.287 --> 03:17:23.008]  A Pocahontas?
[03:17:25.200 --> 03:17:26.041]  Crooked Hillary!
[03:17:26.101 --> 03:17:27.262]  Crooked Hillary, folks!
[03:17:27.302 --> 03:17:29.403]  She's been crooked from the beginning.
[03:17:34.727 --> 03:17:35.347]  Crooked Hillary!
[03:17:35.387 --> 03:17:37.929]  Politicians are really dishonest.
[03:17:37.949 --> 03:17:42.472]  Donald Trump alleges that my dad was involved in assassinating JFK.
[03:17:42.893 --> 03:17:44.374]  This had nothing to do with me.
[03:17:44.394 --> 03:17:45.695]  Except I might have pointed it out.
[03:17:47.836 --> 03:17:49.959]  This guy was sweating so badly.
[03:17:50.139 --> 03:17:51.962]  Thank God he has really large ears.
[03:17:51.982 --> 03:17:53.344]  The biggest ears I've ever seen.
[03:17:54.025 --> 03:17:55.587]  Because they were protecting him.
[03:17:55.707 --> 03:17:56.609]  I'm trying to be nice.
[03:17:56.649 --> 03:17:58.131]  You know, I'm working hard to be nice.
[03:17:59.433 --> 03:18:01.035]  He was begging for my endorsement.
[03:18:01.275 --> 03:18:03.058]  I could have said, Mitt, drop to your knees.
[03:18:03.098 --> 03:18:04.260]  He would have dropped to his knees.
[03:18:06.007 --> 03:18:08.449]  He put glasses on so people will think he's smart.
[03:18:08.589 --> 03:18:09.290]  It just doesn't work.
[03:18:09.330 --> 03:18:11.472]  You know, people can see through the glasses.
[03:18:12.573 --> 03:18:14.435]  I'll make three or four major speeches.
[03:18:14.475 --> 03:18:17.257]  He makes a speech for 15 minutes, he goes home, goes to bed.
[03:18:18.418 --> 03:18:20.440]  We live off Chinese manufacturing.
[03:18:20.520 --> 03:18:23.803]  That's because when you say we, you are stupid.
[03:18:24.083 --> 03:18:25.024]  Repeat after me.
[03:18:25.044 --> 03:18:27.867]  Donald, you're not going to be able to insult your way to the presidency.
[03:18:27.927 --> 03:18:29.288]  That's not going to happen.
[03:18:29.828 --> 03:18:30.649]  So help me God.
[03:18:30.969 --> 03:18:32.331]  Congratulations, Mr. President.
[03:18:38.394 --> 03:18:41.401]  We will make America great again!
[03:18:42.643 --> 03:18:43.686]  Go home to mommy.
[03:18:44.026 --> 03:18:45.249]  Tell her to tuck you in bed.
[03:18:45.529 --> 03:18:47.093]  And your mother is voting for Trump?
[03:18:48.410 --> 03:18:49.691]  You've made a lot of amazing films.
[03:18:49.711 --> 03:18:50.472]  We've carried them all.
[03:18:50.752 --> 03:18:51.352]  We sell them all.
[03:18:51.392 --> 03:18:52.133]  They're all groundbreaking.
[03:18:52.153 --> 03:18:53.935]  But this one, this one is fun.
