[00:00:29.647 --> 00:00:50.156]  I'm watching the midterms, then you would think our country is Mad Max Thunderdome.
[03:01:26.012 --> 03:01:27.813]  That's why you have a businessman as President.
[03:01:28.553 --> 03:01:35.940]  In all honesty, my guess is the President has probably urged his Justice Department to look into this and they have done nothing because they're for the status quo.
[03:01:36.801 --> 03:01:40.805]  The President has to get control of his Justice Department after this election.
[03:01:41.085 --> 03:01:43.327]  He needs to fire Sessions and clean house.
[03:01:43.647 --> 03:01:50.714]  If he does not do that, whether it is illegal immigration or election fraud or internet censorship, the country will not survive.
[03:01:50.794 --> 03:01:54.397]  Because if they get away with all this incredible unprecedented stuff, they're going to go even crazier.
[03:01:54.437 --> 03:02:07.569]  And again, when I had that report written by antitrust lawyers, three different law firms, you worked on it, we paid to have it done, we got it delivered to Trump, that's when they started censoring me off the web and accelerating, because Big Tech is actually spying on everybody.
[03:02:07.909 --> 03:02:10.431]  They got so angry, but I knew to put up front
[03:02:11.172 --> 03:02:16.719]  Trump gets it's not right to have foreign powers, A, regulating us, and then B, doing multi-billion dollar fines.
[03:02:17.060 --> 03:02:20.424]  I said, sir, it's time for you to do this, but for real reasons.
[03:02:20.464 --> 03:02:27.614]  Instead, you're letting them bring regulatory control over us, and they want censorship to stop the fines.
[03:02:28.815 --> 03:02:31.759]  We will start fines if they engage in censorship.
[03:02:32.000 --> 03:02:36.446]  And I think just the total common sense of that, from what I was told, absolutely.
[03:02:36.506 --> 03:02:37.788]  I mean, I am bragging here.
[03:02:38.148 --> 03:02:38.989]  We took action.
[03:02:39.029 --> 03:02:39.871]  We busted ass.
[03:02:40.291 --> 03:02:45.378]  I got sanctioned for it, but it's well worth it when big tech gets a broomstick shoved up its rear end.
[03:02:46.399 --> 03:02:47.900]  Alex, I hope that you're right.
[03:02:48.100 --> 03:02:53.142]  I mean, in all honesty, the Democrats cheated in every way possible in 2016.
[03:02:53.682 --> 03:03:01.025]  You had state surveillance of the Republican candidate for president, with no probable cause, because he was in touch with the Russians.
[03:03:01.085 --> 03:03:03.886]  That's invented, contrived nonsense.
[03:03:04.366 --> 03:03:08.908]  So, they cheated, a crime far worse than Watergate, and they still couldn't win.
[03:03:09.608 --> 03:03:13.891]  There's a Republican majority in the country now, if we can get an honest count.
[03:03:14.291 --> 03:03:29.681]  But between widespread voter fraud, illegal immigration and the voting of illegals, and this net-based censorship of which InfoWars has been the main focus because we are the most audacious and we are the most outrageous.
[03:03:29.701 --> 03:03:33.263]  Trump should have pulled the trigger when he had absolutely everything assured.
[03:03:33.543 --> 03:03:35.464]  He should have released the class... Here's where he messed up.
[03:03:35.764 --> 03:03:36.864]  Should have gone after the censorship.
[03:03:37.144 --> 03:03:38.865]  Should have gone for the illegal voting earlier.
[03:03:38.885 --> 03:03:45.128]  He's not all powerful and should have, you know, pulled the trigger on releasing the classified data that showed they were spying on him.
[03:03:45.208 --> 03:03:47.029]  And it all boils right back to where?
[03:03:47.750 --> 03:03:48.811]  The Justice Department.
[03:03:49.011 --> 03:03:51.733]  Who talked him out of declassifying those documents?
[03:03:52.133 --> 03:03:53.054]  Rod Rosenstein.
[03:03:53.834 --> 03:04:02.201]  Those documents are central because the readers from the British and the Australians have weighed in and said, oh please don't declassify these.
[03:04:02.601 --> 03:04:04.542]  They would expose our sources and methods.
[03:04:04.623 --> 03:04:10.347]  No, what they'll expose is the British and the Australians were complicit in the spying on Donald Trump.
[03:04:10.747 --> 03:04:11.788]  It is that simple.
[03:04:12.208 --> 03:04:19.430]  So, they cheated using an abuse of power, the use of the authority and the capability of the state to spy on the Trump campaign.
[03:04:19.450 --> 03:04:20.090]  And it's confirmed!
[03:04:20.970 --> 03:04:37.035]  And you're the one that said on January 20th of last year, in front of the whole world, you're the one that said all of this, the key is the FISA court, the key is the illegal spying, and you're right, and now Trump is doing it, but how did they convince him to not release it?
[03:04:37.835 --> 03:04:43.621]  They convinced him that it would upset our allies and it would expose our methods and sources, which is nonsense.
[03:04:44.001 --> 03:04:48.045]  What it will expose is the criminality of the Obama Justice Department.
[03:05:02.298 --> 03:05:11.581]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromine, you name it, that it lowers IQ.
[03:05:11.621 --> 03:05:13.902]  It literally dumbs the population down.
[03:05:14.502 --> 03:05:20.584]  And on our quest to bring our listeners and viewers the best iodine in the world, we've gone through two permutations.
[03:05:21.244 --> 03:05:27.087]  First, seaweed-based iodine that was pretty good but hard to source, and the Globels tried to block us getting a supply of it.
[03:05:27.527 --> 03:05:33.150]  So we discovered deep-earth crystals of pure nascent iodine and brought you X2 that's been incredible.
[03:05:33.850 --> 03:05:40.854]  Now, due to the Establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[03:05:40.934 --> 03:05:41.134]  But!
[03:05:41.974 --> 03:05:54.525]  Chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[03:05:55.046 --> 03:05:58.829]  Ladies and gentlemen, you want to research it, you want to see it, it's an incredible discovery.
[03:05:59.329 --> 03:06:02.032]  X3, now available at m4slife.com.
[03:06:03.032 --> 03:06:03.613]  We've got it.
[03:06:03.653 --> 03:06:10.078]  This transmission is coming to you.
[03:06:10.158 --> 03:06:12.280]  Waging war on corruption.
[03:06:14.562 --> 03:06:20.187]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:06:25.384 --> 03:06:27.088]  We're good to go.
[03:06:38.289 --> 03:06:55.057]  All right, ladies and gentlemen, the election headquarters for real information, for real analysis is Infowars.com, Newswars.com, Stonecoldtruth.com, and of course, ladies and gentlemen, Gerald Salente's websites, TrendsResearch.com.
[03:06:55.877 --> 03:06:59.079]  You absolutely need to go there to find out the latest.
[03:06:59.659 --> 03:07:01.019]  We've had so many great guests on.
[03:07:01.079 --> 03:07:04.500]  Ted Nugent, Brandon Darby, Millie Weaver, Owen Schroer.
[03:07:04.540 --> 03:07:09.362]  We're going until midnight tonight, and then we're back tomorrow for over 24 hours live broadcast.
[03:07:09.382 --> 03:07:10.442]  I wanted to bring Celente in.
[03:07:10.462 --> 03:07:20.765]  He's going to be taking over the hour, but for this hour it's a roundtable with myself and Roger Stone to A, get his gut-level prediction for tomorrow, and then my question and Roger's question to get your angle on it.
[03:07:21.565 --> 03:07:39.416]  Regardless of who wins tomorrow, the fact that Trump didn't go after the censorship more, he gave some whip service, which is better than nothing, and the fact that they didn't stop the illegals voting, and the fact that they allowed all this Chinese foreign meddling, which was public in the election, really is scary to me and I think they've dropped the ball.
[03:07:39.456 --> 03:07:46.740]  Forget red waves, blue waves, we've seen a un-American censorship wave, which Trump says he's preparing to go after, but why after the election?
[03:07:46.800 --> 03:07:50.943]  And Trump letting the Justice Department run all over him and the American people,
[03:07:52.110 --> 03:07:53.131]  We're good to go.
[03:08:07.681 --> 03:08:14.606]  Uh, at, at Assange On Air, sending him mean emails, Roger doing it, saying, why are you giving the New York Times interviews and not us?
[03:08:15.286 --> 03:08:20.150]  They had said that the WikiLeaks, uh, was going to hurt Hillary and Podesta on the news.
[03:08:20.650 --> 03:08:25.574]  Then we said that, we hyped it up because it was important, and now he's facing prison.
[03:08:26.434 --> 03:08:29.796]  You said the grand jury, reportedly they're constantly asking about me.
[03:08:30.017 --> 03:08:36.461]  They want to know, did Alex Jones know whether Roger Stone got allegedly hacked emails from WikiLeaks?
[03:08:36.521 --> 03:08:40.063]  Well the answer is no, because I received no such thing.
[03:08:40.764 --> 03:08:48.049]  It's a witch hunt, but you're looking at two of the prime suspects in the victory of the 2016 election, and that's what this is about.
[03:08:48.089 --> 03:08:50.470]  And you don't have to believe us!
[03:08:51.051 --> 03:08:52.412]  Here's a prime example, Donald Trump Jr.
[03:08:54.000 --> 03:08:54.460]  Last year.
[03:08:55.421 --> 03:08:58.543]  And then this year again, they go, oh, national news, Donald Trump Jr.
[03:08:59.043 --> 03:09:03.446]  He had the code keys to WikiLeaks and sent them to his dad and said, oh, look, here's the WikiLeaks.
[03:09:03.486 --> 03:09:03.986]  Look at this.
[03:09:04.406 --> 03:09:06.707]  It was almost two months after it was public.
[03:09:07.088 --> 03:09:09.029]  I'm actually sad that Don Jr.
[03:09:09.089 --> 03:09:11.430]  took, you know, almost 60 days.
[03:09:11.670 --> 03:09:14.592]  The craziness is we were following what Assange said.
[03:09:14.732 --> 03:09:17.294]  Anyone can go back to the news articles at the time.
[03:09:17.334 --> 03:09:18.835]  So what's the word on the grand jury?
[03:09:18.855 --> 03:09:21.276]  I know you've had exculpatory witnesses there.
[03:09:21.576 --> 03:09:22.917]  What do they say when they see this?
[03:09:23.197 --> 03:09:27.280]  No, it's hard to say because grand juries are easy to mislead.
[03:09:27.480 --> 03:09:47.034]  We know that they heard from an exculpatory witness who testified that Randy Credico confirmed to him, to his face, and in a text message, that he was the one who tipped me that whatever Assange said he had, which he announced on CNN in June and Fox in August on Hillary Clinton, was big.
[03:09:47.294 --> 03:09:49.035]  That it would cost her the election.
[03:09:49.395 --> 03:09:50.716]  It was a bombshell.
[03:09:51.137 --> 03:09:51.937]  Devastating.
[03:09:52.298 --> 03:09:52.658]  Coming.
[03:09:53.458 --> 03:09:57.702]  And he reiterated this all through September, and he was right.
[03:09:57.922 --> 03:09:59.203]  Everything he told me was right.
[03:09:59.244 --> 03:10:01.706]  But there's no inside information here.
[03:10:02.206 --> 03:10:10.493]  Instead of listening to that exculpatory witness, they now seem to be wrapping them around the idea that I tried to intimidate or
[03:10:12.335 --> 03:10:13.275]  Pressure Kredico.
[03:10:13.755 --> 03:10:15.616]  I was very angry at Kredico.
[03:10:16.036 --> 03:10:21.357]  Not because he wouldn't lie, but because he refuses, even to this day, to tell the truth.
[03:10:21.858 --> 03:10:27.719]  To the extent that I was angry with him, it was over his refusal to fess up about what he really did.
[03:10:28.119 --> 03:10:29.340]  He was my source.
[03:10:29.720 --> 03:10:31.860]  If you force me to prove it, I can.
[03:10:32.761 --> 03:10:37.022]  Alex Jones has no knowledge of us receiving anything from WikiLeaks.
[03:10:37.162 --> 03:10:39.742]  Other than me squeezing you saying, can't you get through to them?
[03:10:39.762 --> 03:10:41.703]  You said, no, I know one guy that talks to him.
[03:10:41.983 --> 03:10:45.744]  Yeah, I mean, we just, you know, we took what was publicly available information.
[03:10:45.764 --> 03:10:46.464]  We're going to get to it more.
[03:10:46.504 --> 03:10:47.644]  You're hosting for three hours coming up.
[03:10:47.664 --> 03:10:49.644]  I just wanted to get, Gerald Slinda, you're taking over.
[03:10:49.704 --> 03:10:50.244]  God love you.
[03:10:50.464 --> 03:10:51.465]  FriendsResearch.com.
[03:10:51.485 --> 03:10:52.565]  What do you make of all this?
[03:10:52.805 --> 03:10:53.785]  What do you predict tomorrow?
[03:10:54.905 --> 03:11:07.327]  Well, the big thing that I see that I never saw before, and you guys have been around a long time as well, is to get out to vote movement, particularly as being funded by the Democrats.
[03:11:08.168 --> 03:11:10.468]  And when you're looking at the data coming in,
[03:11:11.627 --> 03:11:15.368]  Early voting tallies continue to surge.
[03:11:16.549 --> 03:11:17.769]  At historic rates.
[03:11:17.789 --> 03:11:23.092]  This is from the Wall Street Journal this weekend, according to public available information.
[03:11:24.052 --> 03:11:30.654]  As of Sunday, more than 34 million people have voted in the 2018 midterms.
[03:11:31.335 --> 03:11:39.658]  Further evidence that the election will significantly outpace turnout in previous elections at midterm time.
[03:11:40.385 --> 03:11:41.766]  So that's the big one.
[03:11:42.187 --> 03:11:51.694]  That's the unknown right now, because a lot of these also new people that they're getting out to vote are younger people.
[03:11:52.415 --> 03:11:58.439]  And when we look at the election in Georgia, for example, the majority of the people voting are women.
[03:11:59.340 --> 03:12:02.703]  So the outcome is is really up in the air.
[03:12:02.763 --> 03:12:06.586]  But we're standing with what most are saying right now.
[03:12:07.188 --> 03:12:14.270]  And that is that the House will go Democratic and the Senate may stay Republican.
[03:12:14.951 --> 03:12:36.458]  One of the shortcomings, and it's noted in the media as well, whether it's the Financial Times, the Wall Street Journal, is that what Trump has failed to do, not only in terms of the censorship issue, which is really above most people's concern, they're not really concerned that much with it, the average voter,
[03:12:37.108 --> 03:12:38.929]  It's the economy, stupid!
[03:12:50.743 --> 03:13:03.451]  So that was the one failure that we see, that although he keeps bringing it up from time to time, too many distractions and not enough on that, because it's basically a pocketbook issue.
[03:13:03.972 --> 03:13:06.594]  And those are the main issues right now.
[03:13:07.114 --> 03:13:11.217]  And the divided states of America has pushed it to other issues.
[03:13:11.657 --> 03:13:16.140]  And in talking about the Russian hacking into America's election,
[03:13:16.923 --> 03:13:18.404]  Let's suppose they did.
[03:13:18.845 --> 03:13:24.750]  And of course we know, as do your listeners, that there's not one shred of evidence that they did.
[03:13:25.150 --> 03:13:29.054]  It's our assumption, it's our conclusion, it's our BS that they did.
[03:13:29.354 --> 03:13:30.836]  But suppose they did.
[03:13:32.037 --> 03:13:36.320]  What was the information that these terrible hackers brought out?
[03:13:37.021 --> 03:13:41.185]  What a criminal operation the Clinton administration
[03:13:42.006 --> 03:13:43.167]  Is and was.
[03:13:43.767 --> 03:13:49.649]  And the payoffs that they've gotten for doing all the dirty deeds of robbing Americans.
[03:13:49.709 --> 03:13:50.429]  No, but you're right.
[03:13:50.449 --> 03:13:52.530]  But you gotta hand it to them how they changed the subject.
[03:13:53.450 --> 03:13:54.171]  Exactly.
[03:13:54.511 --> 03:13:56.091]  And that's what the issue is.
[03:13:56.431 --> 03:14:02.814]  That they're getting... You can hear Bill Clinton and Hillary Clinton BS for free all day long.
[03:14:03.154 --> 03:14:06.115]  You don't have to pay them $300,000 an hour from the Goldman Sachs gang.
[03:14:09.948 --> 03:14:19.779]  Why do you think the major networks are so anti-Republican and so anti-Alex Jones?
[03:14:20.239 --> 03:14:29.910]  Because Bill Clinton sold us out with the Federal Communications Act of 1996 that allowed five companies to control
[03:14:31.598 --> 03:14:32.859]  90% of the media.
[03:14:33.059 --> 03:14:34.420]  It's called payback.
[03:14:34.801 --> 03:14:36.322]  They got paid back.
[03:14:36.762 --> 03:14:41.065]  That should have been the issue rather than, I don't know, the Russians.
[03:14:41.125 --> 03:14:42.066]  The Russians are coming.
[03:14:42.086 --> 03:14:43.087]  The Russians are coming.
[03:14:43.587 --> 03:14:45.589]  So the major issue has been lost.
[03:14:45.629 --> 03:14:48.611]  And by the way, as you know, I'm a political atheist.
[03:14:49.091 --> 03:14:53.274]  I don't like either the blunts or the crips or the Republicans or the Democrats.
[03:14:53.915 --> 03:14:57.517]  So Twitter deleted more than 10,000 accounts that
[03:15:00.009 --> 03:15:00.550]  Yeah, right.
[03:15:14.548 --> 03:15:18.032]  You're not allowed to have a different opinion anymore in America.
[03:15:18.432 --> 03:15:19.974]  It's a total take-off.
[03:15:20.094 --> 03:15:20.694]  No, no, I agree.
[03:15:20.734 --> 03:15:21.415]  The story's real.
[03:15:21.435 --> 03:15:22.436]  You're right, they did that.
[03:15:22.897 --> 03:15:28.242]  And I've just experienced where they claim, oh, Jones is fake news, or Jones says he hates Jews.
[03:15:28.502 --> 03:15:29.804]  They just lie about the reason, too.
[03:15:29.844 --> 03:15:33.908]  But I get on its face, they're saying, wait, you're not allowed to say voting's illegal?
[03:15:34.248 --> 03:15:35.329]  In many cases, it's a fraud.
[03:15:35.629 --> 03:15:36.129]  Great points.
[03:15:36.149 --> 03:15:37.709]  Gerald Cilente, you're taking over right now.
[03:15:38.030 --> 03:15:39.350]  FriendsResearch.com.
[03:15:39.750 --> 03:15:44.892]  And then coming up in 45 minutes, The War Room with Owen Schroer and Roger Stone, loaded for bear.
[03:15:45.212 --> 03:15:51.515]  And I'm going to be up here all night long till midnight with a bunch of hosts, a bunch of clips, a bunch of breaking news.
[03:15:52.395 --> 03:15:53.155]  It's all coming up.
[03:15:53.576 --> 03:15:54.776]  And how do you get past the censors?
[03:15:54.796 --> 03:15:56.517]  How do you really piss the globalists off?
[03:15:56.917 --> 03:15:59.318]  Go to InfoWars.com and share those live links to the show.
[03:16:04.867 --> 03:16:07.128]  An energized quantum state.
[03:16:08.549 --> 03:16:10.970]  Or an energized atomic state.
[03:16:11.790 --> 03:16:12.410]  What does that mean?
[03:16:13.531 --> 03:16:14.891]  It means it's pure.
[03:16:15.832 --> 03:16:23.015]  And it means the properties of what it does in the body, in interaction with other properties, is pure.
[03:16:23.835 --> 03:16:25.356]  Is unadulterated.
[03:16:25.456 --> 03:16:26.076]  Is original.
[03:16:26.276 --> 03:16:27.437]  Is first generation.
[03:16:29.025 --> 03:16:40.116]  This has been quite a quest for Info Wars when we discovered that there's a whole UN world government plan to remove even crappy forms of iodine out of food so that people can't absorb it.
[03:16:40.156 --> 03:16:45.861]  When I say crappy forms, I mean types that are bound to other elements so your body doesn't get absorption.
[03:16:46.662 --> 03:16:52.348]  This is an essential element in the body, just like vitamin C, just like oxygen, just like water.
[03:16:53.510 --> 03:17:07.113]  At first, doing research, we got the best seaweed base, but it was still weak, and we had issues with supply, and then leftists found out six years ago that we were involved, that it was Infowars, so they cut us off.
[03:17:07.853 --> 03:17:15.934]  And then we came into X2 that was from oil and gas drilling at about 7,000 to 12,000 feet, getting pure crystals for truly pure iodine.
[03:17:16.094 --> 03:17:18.755]  We had to go through the DEA to get it, all these controls.
[03:17:20.026 --> 03:17:24.417]  The old companies caught on that we were getting it, and they try to jack up prices and cause us problems.
[03:17:24.437 --> 03:17:27.685]  And I didn't want to raise prices, so I cut my contract off with them.
[03:17:28.818 --> 03:17:36.403]  And we went out and did a huge industry research and found out we could get the same deep earth crystals, probably even purer.
[03:17:36.483 --> 03:17:38.845]  You're talking about like 9, 9, 9, 9, 9, you know, percent pure.
[03:17:40.186 --> 03:17:47.391]  And then the chemists and others explained to us that you need other types of basic iodine to make sure it gets fully absorbed.
[03:17:47.431 --> 03:17:49.873]  So this has all three types of iodine.
[03:17:51.082 --> 03:18:00.586]  And then it's got a tiny amount of vitamin C that doesn't let it oxidize and basically keeps it in its energetic state, or its quantum state, its atomic state.
[03:18:00.806 --> 03:18:07.349]  And again, atomic doesn't mean radioactive, that just means it's pure on the periodic table.
[03:18:07.429 --> 03:18:08.270]  This is X3.
[03:18:08.830 --> 03:18:10.131]  I am so excited about X3.
[03:18:12.148 --> 03:18:17.569]  So that out of the gate, we're bringing it to you at 50% off in the 1 ounce and 2 ounce bottles.
[03:18:18.150 --> 03:18:19.690]  Now we didn't have X2 in a 2 ounce bottle.
[03:18:19.710 --> 03:18:22.251]  We do for X3 so you can stock up on it.
[03:18:23.811 --> 03:18:26.952]  It really is beyond game changing.
[03:18:27.332 --> 03:18:28.713]  It's essential.
[03:18:29.893 --> 03:18:36.035]  Survival Shield X3, nascent tri-iodine in 2 ounce and in 1 ounce bottles.
[03:18:36.575 --> 03:18:41.236]  And you don't just get a key element that's essential to human life on this planet.
[03:18:42.517 --> 03:18:47.061]  You also funded operations promoting the First Amendment, Second Amendment, the whole nine yards.
[03:18:47.362 --> 03:19:00.274]  I mean, quite frankly, I've got all these scientific documents and all these notes from chemists and all these facts, but I'm just going to tell the viewers, just like our information has changed the world, just like it pisses the establishment off, anything I'm going to bring you is the very best.
[03:19:01.074 --> 03:19:02.115]  It's like any of our products.
[03:19:02.235 --> 03:19:03.875]  I'm like, what is the top product?
[03:19:03.955 --> 03:19:04.936]  What is the best tested?
[03:19:05.236 --> 03:19:06.536]  What is absolutely highest rated?
[03:19:07.057 --> 03:19:11.178]  I want to put a formula out stronger and better and lower the price.
[03:19:11.838 --> 03:19:12.919]  We're always innovating.
[03:19:12.959 --> 03:19:13.979]  We're always researching.
[03:19:14.600 --> 03:19:24.924]  But quite frankly, it's been oppression and it's been people trying to block our supply chain that made us go out and really do the hard work to discover what is the very best documented form of iodine.
[03:19:25.544 --> 03:19:31.205]  And it's all three types fused together, energized by a small amount of vitamin C that stabilizes it.
[03:19:32.266 --> 03:19:35.647]  Three forms of iodine is better than one.
[03:19:36.567 --> 03:19:38.767]  And so, that's why X3 is so amazing.
[03:19:39.287 --> 03:19:46.469]  That's why all the results we've got and the trials we have with the crew and others are so breathtakingly cool.
[03:19:46.549 --> 03:19:52.651]  If you like X2, you're gonna love X3 and Infowarslife.com.
[03:19:52.971 --> 03:19:53.611]  The next level.
[03:20:05.124 --> 03:20:07.716]  You're listening to The Alex Jones Show.
[03:20:30.157 --> 03:20:33.219]  Hi, this is Gerald Cilenti sitting in for Alex Jones.
[03:20:33.279 --> 03:20:38.542]  It's always a real treat and an honor to host InfoWars.
[03:20:38.923 --> 03:20:47.448]  It's one of the few places on earth where you get real news that makes a difference rather than the garbage that they're putting out there.
[03:20:48.229 --> 03:20:51.511]  So the midterm elections, of course, that's the news of the time.
[03:20:52.411 --> 03:20:57.735]  And so what we do as trend forecasters is we read as much as we can.
[03:20:58.328 --> 03:21:00.990]  And listen and watch what's going on around the world.
[03:21:01.611 --> 03:21:12.599]  So I want to go over a couple of articles with you that put some things into perspective and not so into perspective and what to expect if the Democrats win or the Republicans win or the House is split.
[03:21:12.619 --> 03:21:16.222]  There's a major story in today's Wall Street Journal.
[03:21:16.802 --> 03:21:19.965]  Investors fret profits are peaking is one of them.
[03:21:20.845 --> 03:21:24.948]  But the other one, of course, is midterm votes have investors on edge.
[03:21:25.869 --> 03:21:26.970]  And here's what they say.
[03:21:27.853 --> 03:21:31.355]  And again, this is separating the fact from the fiction.
[03:21:32.336 --> 03:21:40.220]  In reading through it, just getting to a point, many agree that the elections could create fresh winners and losers in the market.
[03:21:41.220 --> 03:21:56.749]  Manufacturers and construction firms could get a boost if a divided Congress can come to an agreement on infrastructure spending, while banks stand to lose if a democratic suite leads to a halt
[03:21:57.389 --> 03:21:58.489]  In deregulation.
[03:21:59.650 --> 03:22:02.971]  All right, so let's look at the deregulation issue here.
[03:22:03.891 --> 03:22:16.235]  There's deregulation and it's a positive one in the elements that the small banks have really been hit hard with the Dodd-Frank amendments that were put in following the panic of 08.
[03:22:17.416 --> 03:22:19.316]  The big banks just got bigger.
[03:22:19.936 --> 03:22:21.837]  So it's not going to hurt them at all.
[03:22:22.637 --> 03:22:24.678]  And as far as infrastructure spending,
[03:22:25.854 --> 03:22:28.336]  It's not going very fast or very much.
[03:22:28.916 --> 03:22:33.219]  That's not going to have a big play on the equity markets.
[03:22:34.140 --> 03:22:35.821]  Here's what's really going on.
[03:22:36.401 --> 03:22:39.643]  The numbers don't lie and the facts stand by themselves.
[03:22:41.284 --> 03:22:49.010]  History suggests the stock market will fare well no matter who wins on Tuesday.
[03:22:49.950 --> 03:22:55.514]  The S&P 500 has risen in the year after every midterm election
[03:22:56.787 --> 03:23:24.900]  Since 1946, according to brokerage and advisory firm Strategus, analysts attributed this to investors redeploying funds kept on the sidelines ahead of the elections, as well as the market's tendency to climb throughout history.
[03:23:26.229 --> 03:23:27.470]  So that's the story.
[03:23:28.670 --> 03:23:36.715]  So all of this, where the market's going, what's going to happen, you can see what's going to happen and you can look at the markets now.
[03:23:37.975 --> 03:23:41.577]  They're up over 200 points, the Dow as we speak.
[03:23:42.498 --> 03:23:48.861]  The ones to really watch and where the world economy is going is what's going on in China, man.
[03:23:50.302 --> 03:23:54.584]  That Shanghai Index, man, the composite index, it's down
[03:23:55.558 --> 03:24:01.441]  Beyond bear territory, bear territory where they're hanging out at like 20% down, they're down over 30.
[03:24:02.141 --> 03:24:03.562]  And it just keeps getting worse.
[03:24:04.382 --> 03:24:12.406]  President Xi of China just came out today to encourage the country that things were going to get better.
[03:24:14.967 --> 03:24:21.970]  There is a lot of talk that the Chinese are devaluing their currency purposely so they could export more product.
[03:24:22.931 --> 03:24:24.111]  We disagree with that.
[03:24:24.211 --> 03:24:25.352]  We don't see that at all.
[03:24:26.237 --> 03:24:27.178]  For two reasons.
[03:24:28.839 --> 03:24:30.220]  Number one is imports.
[03:24:31.300 --> 03:24:32.681]  They import a lot of product.
[03:24:33.862 --> 03:24:37.584]  And if their currency goes down, it costs them more to buy that stuff.
[03:24:38.585 --> 03:24:42.227]  Yes, as the currencies go down, you can buy their stuff cheaper.
[03:24:42.847 --> 03:24:44.829]  If your dollar gets stronger, which it has.
[03:24:45.549 --> 03:24:48.431]  But, let's look at the entire situation in China.
[03:24:51.493 --> 03:24:54.795]  80% of China's gross domestic product
[03:24:56.914 --> 03:25:02.295]  Is by that 1.3 billion people spending money.
[03:25:03.096 --> 03:25:03.956]  Consumers.
[03:25:04.536 --> 03:25:06.637]  Here in the States, it's about two-thirds.
[03:25:07.457 --> 03:25:11.118]  So they don't want to see this thing go down, but it's going down.
[03:25:11.958 --> 03:25:15.339]  You're looking at direct infrastructure investment in China?
[03:25:16.659 --> 03:25:18.139]  1992 levels.
[03:25:18.339 --> 03:25:18.940]  That's right.
[03:25:18.960 --> 03:25:24.061]  1996, the total debt was, just to put it into perspective,
[03:25:24.705 --> 03:25:27.726]  It was about $500, $600, $900 billion.
[03:25:28.446 --> 03:25:30.686]  Today, it's over $30 trillion.
[03:25:32.026 --> 03:25:37.368]  China is the big issue here, as well as the emerging markets that are submerging.
[03:25:38.268 --> 03:25:43.749]  The United States is doing better than virtually any country, and of course, of all the major countries.
[03:25:44.669 --> 03:25:49.570]  We're number one when it comes to the stock markets and the growth in the economy.
[03:25:50.580 --> 03:25:59.442]  Of course, a lot of it has to do with the stock buybacks that boosted the markets up, and they keep accelerating, along with the tax cuts that made that happen.
[03:26:00.362 --> 03:26:03.003]  But looking at China is the big issue to look at.
[03:26:03.943 --> 03:26:10.384]  The gross domestic product grew this last quarter at its slowest rate since 2009.
[03:26:10.464 --> 03:26:14.365]  The panic of 2008, 2009, things were not so cheery.
[03:26:14.625 --> 03:26:14.745]  So,
[03:26:19.980 --> 03:26:30.745]  Going back to the United States and the midterms, we don't think it's going to have much effect on the markets at all, regardless of who wins tomorrow.
[03:26:31.645 --> 03:26:37.788]  The other factor being that it's bigger than that.
[03:26:39.069 --> 03:26:40.189]  It's interest rates.
[03:26:41.250 --> 03:26:43.231]  So here's what we have to say about that.
[03:26:44.771 --> 03:26:46.092]  Trump will still be president.
[03:26:47.330 --> 03:26:56.652]  And we think there's going to be more and more pressure from President Trump on the Federal Reserve to keep interest rates down.
[03:26:57.973 --> 03:26:59.853]  Can the president have that power?
[03:27:00.713 --> 03:27:06.054]  Well, you saw what happened with Paul Volcker, right?
[03:27:08.015 --> 03:27:08.575]  Remember that?
[03:27:10.776 --> 03:27:12.076]  Just came out with his new book.
[03:27:13.516 --> 03:27:16.677]  He had to meet with
[03:27:18.899 --> 03:27:25.581]  President Reagan and Chief of Staff James Baker at the White House.
[03:27:26.662 --> 03:27:30.963]  But they brought him into the library, he said, because they didn't think it was taping anything there.
[03:27:32.224 --> 03:27:36.906]  And Reagan just sat there and Baker said to Paul Volcker.
[03:27:39.066 --> 03:27:43.508]  You have an order from the president not to raise interest rates.
[03:27:45.389 --> 03:27:48.430]  Before election day, remember, Paul Volcker
[03:27:48.763 --> 03:27:50.224]  It's a Federal Reserve chair.
[03:27:51.245 --> 03:27:51.745]  The U.S.
[03:27:51.805 --> 03:27:59.911]  Treasury Secretary, Mnuchin, whoever it is at the time, could fire the Fed chair.
[03:28:00.992 --> 03:28:16.404]  So going back to the economy in the midterm elections, we don't believe that it's going to make much difference who wins tomorrow, because the power of the presidency
[03:28:16.957 --> 03:28:18.839]  Still remains in Trump's hands.
[03:28:19.519 --> 03:28:22.061]  Oh, and let's not forget, folks.
[03:28:23.182 --> 03:28:33.530]  Remember how the Democrats got wiped out in 2010 after the fraud Obama came into office?
[03:28:35.051 --> 03:28:36.592]  We're going to be back in a little bit.
[03:28:37.353 --> 03:28:39.074]  We're going to see what's going to happen next.
[03:28:40.676 --> 03:28:44.278]  They lose the House, state governments around the country.
[03:28:45.459 --> 03:28:46.180]  Be back in a few.
