[00:00:27.375 --> 00:00:28.155]  Blast off!
[03:10:13.371 --> 03:10:14.532]  I'm not even saying you guys are involved.
[03:10:15.893 --> 03:10:20.356]  You guys are just running the scientific tests to produce the vaccines.
[03:10:21.597 --> 03:10:26.421]  Then they're rolling it out on a test case basis for multiple things.
[03:10:26.441 --> 03:10:27.762]  See if they can force you to take it.
[03:10:28.042 --> 03:10:30.705]  See what adjuvants they can get in there to make you take it.
[03:10:31.045 --> 03:10:33.127]  See what response people have to the adjuvants.
[03:10:33.467 --> 03:10:35.148]  And then who knows what else they're putting in there.
[03:10:42.874 --> 03:10:45.136]  I tell you, my heart hurts right now for New York.
[03:10:47.578 --> 03:10:48.719]  My heart hurts for you guys.
[03:10:49.880 --> 03:10:50.761]  What a beautiful state.
[03:10:52.361 --> 03:10:56.662]  And it's just, they're running a massive test right now with these vaccines, folks.
[03:10:56.702 --> 03:11:01.444]  They're literally running a massive test right now.
[03:11:01.544 --> 03:11:03.505]  And the measles is the excuse.
[03:11:04.125 --> 03:11:06.526]  And the American public are so ignorant.
[03:11:06.926 --> 03:11:07.946]  And you know what it is, honestly?
[03:11:08.006 --> 03:11:09.387]  And we all fall victim of this.
[03:11:11.527 --> 03:11:14.648]  Oh yeah, Ron Rosenstein's sister is the director.
[03:11:15.769 --> 03:11:16.669]  Or, former director.
[03:11:16.689 --> 03:11:19.530]  I don't know if she still is, but I digress.
[03:11:22.022 --> 03:11:25.864]  I just... It's just so bad, man.
[03:11:27.644 --> 03:11:29.125]  Cuomo says America's never great.
[03:11:29.145 --> 03:11:34.107]  de Blasio has top staffers who are huge monster pedophiles.
[03:11:34.868 --> 03:11:36.348]  Now they're forcing you to vaccinate.
[03:11:36.388 --> 03:11:39.009]  I mean, this is... This is bad news, man.
[03:11:39.170 --> 03:11:40.070]  This is bad news.
[03:11:41.190 --> 03:11:49.034]  And if they successfully do this in New York over measles... I can't believe this, man.
[03:11:50.680 --> 03:11:54.366]  This is like them saying they're going to force vaccinate for chickenpox.
[03:11:54.446 --> 03:11:58.592]  I mean, folks, the measles is not that big of a deal.
[03:11:59.594 --> 03:12:00.094]  It's not.
[03:12:00.194 --> 03:12:03.960]  And I know it can be deadly for certain people, but overall, it's not.
[03:12:04.881 --> 03:12:05.803]  I can't honestly.
[03:12:06.874 --> 03:12:08.876]  There was a measles outbreak in Brazil.
[03:12:09.496 --> 03:12:12.199]  When I was down in Brazil two years ago, there was a measles outbreak.
[03:12:12.799 --> 03:12:14.981]  And they tested people coming back for measles.
[03:12:15.742 --> 03:12:20.105]  And Brazil, you have to take a measles vaccine in Brazil.
[03:12:20.506 --> 03:12:26.130]  In fact, it's so bad down there, every Brazilian has a scar on their arm from all the vaccines they take.
[03:12:26.731 --> 03:12:27.351]  Think about that.
[03:12:27.531 --> 03:12:29.693]  I mean, you want to talk Mark of the Beast in the flesh.
[03:12:30.354 --> 03:12:31.475]  But then there's a measles outbreak.
[03:12:35.513 --> 03:12:42.319]  I literally lived with an individual in Brazil who had measles for a week.
[03:12:43.440 --> 03:12:44.121]  For a week.
[03:12:44.381 --> 03:12:45.182]  You know what they told her?
[03:12:45.522 --> 03:12:54.550]  They said, uh, you know, just don't, you're contagious, so, you know, wear a breathing mask, don't touch stuff, don't share germs with people.
[03:12:55.011 --> 03:12:57.213]  Most of the time she wasn't even wearing a breathing mask!
[03:12:57.413 --> 03:12:59.855]  She had a little bit of a swollen cheek.
[03:13:00.316 --> 03:13:01.517]  Her and her boyfriend were...
[03:13:02.318 --> 03:13:04.520]  You know, they didn't stop engaging in inactivity.
[03:13:04.560 --> 03:13:05.460]  I'll just put it that way.
[03:13:05.820 --> 03:13:06.861]  He never got the measles.
[03:13:07.181 --> 03:13:08.082]  I never got the measles.
[03:13:08.142 --> 03:13:09.243]  I was hanging out with her for a week.
[03:13:09.483 --> 03:13:10.183]  I'm still here!
[03:13:14.707 --> 03:13:16.628]  I just can't believe they're gonna get away with this.
[03:13:19.410 --> 03:13:19.710]  Alright.
[03:13:21.354 --> 03:13:21.634]  All right.
[03:13:22.335 --> 03:13:22.715]  It's fine.
[03:13:23.456 --> 03:13:24.236]  It's fine.
[03:13:24.276 --> 03:13:26.158]  Just medical tyranny is here, folks.
[03:13:26.198 --> 03:13:26.818]  Just know that.
[03:13:26.898 --> 03:13:36.025]  Medical tyranny is here, and if they can get away with forced vaccinations and whatever tests they're running up there in New York, all bets are off.
[03:13:37.966 --> 03:13:38.867]  All bets are off, folks.
[03:13:41.149 --> 03:13:41.509]  All right.
[03:13:42.049 --> 03:13:47.734]  I'm going to open up the phone lines, and I'm going to take calls for the rest of the broadcast, okay?
[03:13:48.985 --> 03:13:57.751]  So, I'm gonna go ahead and give out the phone number right now.
[03:13:57.771 --> 03:13:58.712]  1-877-789-ALEX.
[03:13:58.732 --> 03:13:59.072]  1-877-789-2539.
[03:13:59.933 --> 03:14:01.334]  You can call in on any topics.
[03:14:01.494 --> 03:14:03.956]  Ilhan Omar, forced vaccines.
[03:14:07.578 --> 03:14:09.920]  I'd say those are the two leading topics for today, though.
[03:14:15.244 --> 03:14:15.564]  Man.
[03:14:17.545 --> 03:14:18.386]  That's, I mean...
[03:14:19.943 --> 03:14:27.505]  When I think about, I mean, cause you, you gotta really actually kind of dig into your own consciousness and think about what your red line is.
[03:14:27.785 --> 03:14:37.648]  I mean, what really, what is the moment where you really, like, like what they were saying about Caitlyn Bennett, like, oh, you know, I got a gun.
[03:14:38.348 --> 03:14:43.409]  I mean, what moment is it that you really, when someone's going to, and when you really like, okay, take it from my cold dead hands.
[03:14:44.209 --> 03:14:45.149]  Cause I've thought about this.
[03:14:45.310 --> 03:14:46.930]  I mean, even gun confiscation.
[03:14:48.001 --> 03:14:55.604]  Like, would you be willing to die, would you be willing to get in that firefight if somebody came door-to-door gun confiscation?
[03:14:57.244 --> 03:15:05.067]  And for that, part of me's like, well, I mean, I'd probably end up getting railroaded and die later, but I'm not sure if I was in that instance, maybe, depending on the situation.
[03:15:05.728 --> 03:15:06.648]  Forced vaccines?
[03:15:06.928 --> 03:15:07.068]  No.
[03:15:08.889 --> 03:15:09.029]  No.
[03:15:10.770 --> 03:15:10.910]  No.
[03:15:11.550 --> 03:15:17.072]  I already consciously, I already philosophically, I already intellectually know that's my red line.
[03:15:18.018 --> 03:15:27.842]  I'm telling you, even gun confiscation, even if they came to my house, I'm still unclear in my own head about whether I would actually go out in that firefight.
[03:15:27.862 --> 03:15:33.344]  But let me tell you something, forced vaccines, I'm already consciously, philosophically, that's my red line.
[03:15:33.524 --> 03:15:34.265]  No.
[03:15:34.305 --> 03:15:36.145]  Or if you want a microchip, that's the other thing too.
[03:15:36.466 --> 03:15:46.790]  If you come to my door and tell me that you have to give me a microchip or tell me that you have to vaccinate me, well, you're not going to need to vaccinate me when you're done with me because I'll be dead.
[03:15:47.773 --> 03:15:48.654]  Because it ain't happening.
[03:15:49.335 --> 03:15:50.756]  You're not putting a microchip in me.
[03:15:51.077 --> 03:15:51.537]  I'm human.
[03:15:51.718 --> 03:15:53.379]  You're not going to force vaccinate me.
[03:15:54.000 --> 03:15:54.761]  I have rights.
[03:15:55.782 --> 03:15:56.543]  I have freedoms.
[03:15:56.883 --> 03:15:58.085]  That is medical tyranny.
[03:15:58.225 --> 03:16:01.509]  America, please reject medical tyranny.
[03:16:02.703 --> 03:16:09.365]  The Heights Public Library today debuting a new children's story hour called Drag Queen Storytime.
[03:16:09.545 --> 03:16:10.626]  My name is Blackberry.
[03:16:10.746 --> 03:16:12.246]  I'm a bearded drag queen.
[03:16:12.426 --> 03:16:14.947]  That means I'm a lady with lots of facial hair.
[03:16:15.347 --> 03:16:19.028]  Stephanie Whitfield sat in on the program designed to promote acceptance.
[03:16:19.408 --> 03:16:22.989]  I'm actually going to be one of the drag queens reading for Drag Queen Storytime.
[03:16:23.069 --> 03:16:24.330]  Drag Queen Storytime.
[03:16:24.450 --> 03:16:29.531]  And we witnessed parents taking their children as young as two inside to take part.
[03:16:29.692 --> 03:16:30.292]  Are you nervous?
[03:16:30.612 --> 03:16:30.812]  Yes.
[03:16:31.428 --> 03:16:32.168]  You want to touch my hair?
[03:16:33.169 --> 03:16:33.329]  No.
[03:16:34.029 --> 03:16:39.392]  And for the children and the people that support it are gonna realize that this is gonna be the grooming of the next generation.
[03:16:39.672 --> 03:16:45.035]  That's the whole goal is to make kids that aren't used to seeing something like me more comfortable just seeing it.
[03:16:45.255 --> 03:16:46.976]  You could be a drag queen superhero!
[03:16:47.036 --> 03:16:47.716]  And shake your butt!
[03:16:47.756 --> 03:16:48.957]  Shake em, shake em, shake em, shake em, shake em!
[03:17:16.502 --> 03:17:17.165]  Yeah.
[03:17:21.960 --> 03:17:25.102]  No one's there to push an agenda on anyone.
[03:17:25.603 --> 03:17:30.306]  No one's there to persuade people or to recruit people.
[03:17:30.427 --> 03:17:32.708]  Who wants to be a drag queen when they grow up?
[03:17:32.848 --> 03:17:34.570]  You could be a drag queen superhero!
[03:17:34.590 --> 03:17:37.052]  Are you nervous?
[03:17:37.152 --> 03:17:38.993]  Yes.
[03:17:39.033 --> 03:17:40.154]  They were all accepting.
[03:17:40.194 --> 03:17:44.677]  They all were happy about it and excited and giving me hugs and everything.
[03:17:44.837 --> 03:17:47.419]  Most people seem to walk away having a good time.
[03:17:47.539 --> 03:17:48.540]  A stardom young, right?
[03:17:48.800 --> 03:17:50.222]  A stardom young, right?
[03:17:51.022 --> 03:17:52.864]  And the woman gets up on her table, spreads her legs.
[03:17:52.944 --> 03:17:53.605]  It's a man.
[03:17:54.446 --> 03:17:56.128]  This is adult entertainment.
[03:17:56.809 --> 03:17:57.870]  But what do predators do?
[03:17:57.910 --> 03:17:59.032]  They target children.
[03:17:59.172 --> 03:17:59.652]  Breaking news.
[03:17:59.692 --> 03:18:08.463]  We have just confirmed that a registered child sex offender has been reading to children at a Houston public library as part of its Drag Queen Story Hour.
[03:18:08.783 --> 03:18:17.166]  A media spokesperson for the library confirms one of those drag queens, Tatiana Malanina, is really Alberto Garza, a child sex offender.
[03:18:17.506 --> 03:18:20.807]  In 2008, he was convicted of assaulting an 8-year-old boy.
[03:18:21.027 --> 03:18:23.828]  This is Tatiana Malanina, my sister from Queens of the Week.
[03:18:24.088 --> 03:18:26.509]  And everywhere else it's called pedophilia.
[03:18:26.930 --> 03:18:34.094]  But when it's done institutionally, and they can get away with people dressed up like demon clowns with your children.
[03:18:34.154 --> 03:18:36.715]  Pull up Tranny Time in the New York schools.
[03:18:36.955 --> 03:18:38.897]  This was put out in the New York Times, like it's wonderful.
[03:18:39.097 --> 03:18:43.019]  And it's the biggest scary looking group of weirdo pot-bellied men.
[03:18:43.059 --> 03:18:47.922]  Looks like a bunch of Dennis Hasterds running around with clown makeup on.
[03:18:48.482 --> 03:18:54.404]  Just hopping around, rubbing their giant bellies in front of children, and you're like, what alternate universe is this?!
[03:18:54.964 --> 03:18:56.585]  What planet did I wake up in?!
[03:19:02.747 --> 03:19:07.709]  And now, through the end of March, we are running the biggest special of this year.
[03:19:07.829 --> 03:19:10.730]  So far, it matches any other special we've ever done.
[03:19:10.750 --> 03:19:12.711]  This is the best deal we've ever offered.
[03:19:13.351 --> 03:19:14.612]  Free shipping storewide.
[03:19:14.632 --> 03:19:16.372]  That's free shipping storewide.
[03:19:16.812 --> 03:19:18.053]  Free shipping storewide.
[03:19:18.693 --> 03:19:20.094]  50% off all the supplements.
[03:19:20.214 --> 03:19:22.196]  A bunch of other great deals as well.
[03:19:22.416 --> 03:19:23.496]  Double Patriot Points.
[03:19:23.516 --> 03:19:28.680]  Instead of 5% on each order, towards your next order you get 10% right there on your profile.
[03:19:29.160 --> 03:19:30.281]  Sign up for AutoShip.
[03:19:30.341 --> 03:19:31.362]  Canceling time for free.
[03:19:31.382 --> 03:19:34.103]  Get an additional 10% off on your next order.
[03:19:34.364 --> 03:19:34.744]  That's 20% off.
[03:19:36.545 --> 03:19:39.527]  You add that to 50% off and storewide free shipping.
[03:19:39.928 --> 03:19:42.330]  Most of these products are lost leaders.
[03:19:42.570 --> 03:19:44.491]  So I want to thank you all for supporting the InfoWar.
[03:19:44.511 --> 03:19:46.693]  I want to encourage you today to get great products.
[03:19:47.053 --> 03:19:49.055]  The 360Win at InfoWarStore.com.
[03:19:49.495 --> 03:19:50.356]  Voting with our feet.
[03:19:50.636 --> 03:19:51.597]  Voting with our dollars.
[03:19:51.617 --> 03:19:52.898]  Voting with our mouths.
[03:19:53.098 --> 03:19:53.919]  Voting with our speech.
[03:19:54.559 --> 03:19:55.420]  Voting with our action.
[03:19:55.860 --> 03:19:57.101]  Free shipping storewide.
[03:19:57.441 --> 03:19:58.842]  That's free shipping storewide.
[03:19:59.303 --> 03:20:01.404]  Free shipping storewide at InfoWarStore.com.
[03:20:06.227 --> 03:20:10.689]  You're listening to the Alex Jones Show.
[03:20:19.813 --> 03:20:23.715]  You are listening to an InfoWars.com Frontline Report.
[03:20:24.155 --> 03:20:28.117]  If you are receiving this transmission, you are the resistance.
[03:20:28.817 --> 03:20:31.619]  And now, your host, Owen Troyer.
[03:20:41.633 --> 03:20:47.435]  All right, we're going to be taking your calls here on the fourth hour of the Alex Jones Show.
[03:20:48.515 --> 03:20:56.318]  Before I get into those phone calls, folks, got to remind you about the Spring Super Sale happening right now at InfoWorthStore.com.
[03:20:56.898 --> 03:21:05.921]  That includes 60% off, yes you heard me, 60% off top-selling supplements like BODYS, top-selling supplements like BrainForce+.
[03:21:06.781 --> 03:21:09.022]  We played a clip earlier from some Vice
[03:21:09.742 --> 03:21:15.424]  Segment my IQ sunk drastically Listening to that dribble.
[03:21:15.544 --> 03:21:28.130]  I had to hit some brain force just to get my IQ back up to operable levels So brain for 60% off an info or store.com free shipping right now within the domestic United States store wide at info or store.com
[03:21:29.673 --> 03:21:35.695]  We've got folks, you know, the Super Silver Wound Dressing Gel is the best thing since sliced bread.
[03:21:36.835 --> 03:21:44.177]  So someday, they're going to have to change that saying from the best thing since sliced bread to the best thing since Super Silver Wound Dressing Gel.
[03:21:44.717 --> 03:21:47.718]  That's on sale right now at InfoWarsStore.com.
[03:21:48.238 --> 03:21:55.200]  Check out the t-shirts, check out the ball caps, check out the survival gear, check out the toothpaste.
[03:21:57.011 --> 03:21:59.653]  Check out the water filters, check out the air filters.
[03:22:00.633 --> 03:22:02.815]  I really do love my Alexa Pure Breeze air filter.
[03:22:02.835 --> 03:22:05.156]  I got a couple of them at my home.
[03:22:05.917 --> 03:22:11.160]  And if you have pets, specifically, you will really appreciate the Alexa Pure Breeze.
[03:22:11.240 --> 03:22:16.103]  I mean, it helps with dandruff and hair, but really with the odor more than anything.
[03:22:18.107 --> 03:22:18.907]  It's just incredible.
[03:22:18.947 --> 03:22:28.390]  In fact, sometimes, I'm not going to lie, sometimes my Alexa Pure Breeze is a little rude because I'll walk by and it'll turn on.
[03:22:28.410 --> 03:22:30.671]  It's basically telling me I stink.
[03:22:31.772 --> 03:22:33.212]  So it does have a bit of an attitude.
[03:22:34.793 --> 03:22:37.293]  It will turn on if you have body odor.
[03:22:37.473 --> 03:22:40.274]  It will turn on to rid the air of those odors.
[03:22:40.434 --> 03:22:42.775]  Yes, that's how strong the Alexa Pure Breeze is.
[03:22:43.515 --> 03:22:44.476]  I've got a little tortoise.
[03:22:45.850 --> 03:22:51.751]  Not so little anymore, but my tortoise farts from across the room, and the Alexa Pure Breeze kicks on.
[03:22:52.471 --> 03:22:56.092]  So if you have a pet, you will really appreciate the Alexa Pure Breeze air filter.
[03:22:56.652 --> 03:23:03.113]  And free shipping right now, store-wide, to orders inside the United States.
[03:23:03.453 --> 03:23:07.654]  Alright, let's go out to our great audience here on the Alex Jones Show.
[03:23:08.354 --> 03:23:09.414]  Let's begin.
[03:23:10.495 --> 03:23:12.415]  Let's go to my friend Magga Titan in Florida.
[03:23:14.826 --> 03:23:20.330]  Well, technically, Roger Stone, I think, owes you the bullhorn, but I'm not sure if he can legally even touch a bullhorn right now.
[03:23:21.071 --> 03:23:25.554]  So we may have to find another plan, but Maggot Titan joins me.
[03:23:25.654 --> 03:23:27.316]  He kicks it off today on the Alex Jones Show.
[03:23:27.336 --> 03:23:28.216]  Go ahead, Maggot Titan.
[03:23:29.257 --> 03:23:34.261]  Well, besides that bullhorn, I still love you, but I'm so freaking pumped right now.
[03:23:34.321 --> 03:23:35.522]  You want to know why, Owen?
[03:23:35.982 --> 03:23:36.603]  I want to know why.
[03:23:37.660 --> 03:23:43.289]  I just received Supermail Vitality, Brain Force, and Ultimate Fish Oil for $70.
[03:23:45.051 --> 03:23:46.674]  I didn't even have to pay for shipping.
[03:23:47.595 --> 03:23:51.340]  Now I've heard if you take the Ultimate Fish Oil at night, you can talk to Santa Claus.
[03:23:53.158 --> 03:23:54.198]  Oh, listen.
[03:23:54.758 --> 03:23:56.979]  I saw Santa Claus twice last night.
[03:23:57.319 --> 03:23:59.019]  And, you know, Alex is right about that.
[03:23:59.399 --> 03:24:02.640]  But, you know, in all seriousness here, this is life-changing.
[03:24:03.100 --> 03:24:06.001]  I've got before pics, after pics are coming soon.
[03:24:06.361 --> 03:24:07.381]  It is life-changing.
[03:24:07.681 --> 03:24:08.501]  Get your products.
[03:24:09.421 --> 03:24:09.762]  Wait a second.
[03:24:09.822 --> 03:24:10.302]  Hold on a second.
[03:24:10.322 --> 03:24:10.702]  Whoa, whoa, whoa.
[03:24:10.842 --> 03:24:11.642]  Before and after.
[03:24:11.942 --> 03:24:16.603]  So, did you do, uh, did you do something like a cleanse or a body transformation or something?
[03:24:17.794 --> 03:24:19.435]  Oh, let me tell you something.
[03:24:19.695 --> 03:24:25.258]  Before I decided to actually commit and diet and take the products, I was a slob.
[03:24:25.858 --> 03:24:28.979]  I was, uh, what you would call, uh, liberal.
[03:24:29.780 --> 03:24:32.881]  And it actually woke me up and, you know, it changed my life.
[03:24:32.961 --> 03:24:33.802]  I mean, it really is.
[03:24:33.982 --> 03:24:37.844]  I mean, super male vitality gives your wang weight.
[03:24:39.404 --> 03:24:41.065]  Wow, that's a punchline right there.
[03:24:41.265 --> 03:24:43.066]  That's a sell, that's a sell line right there.
[03:24:45.567 --> 03:24:46.968]  Well, listen, in all seriousness,
[03:24:48.038 --> 03:24:50.399]  You know, we're talking about the forced vaccine.
[03:24:50.880 --> 03:24:51.740]  It would never happen.
[03:24:51.800 --> 03:24:52.541]  I'm with you, Owen.
[03:24:53.041 --> 03:24:55.903]  I just, you know, we cannot, it could never happen.
[03:24:55.943 --> 03:24:58.584]  Not for me, at least not for anybody I know.
[03:24:59.145 --> 03:25:03.247]  They want to dumb down the conversation to reparations so we don't think about these things.
[03:25:03.527 --> 03:25:05.668]  How about reparations for all Americans?
[03:25:05.889 --> 03:25:11.652]  How about reparations for us who had to, you know, go through GMO and the fluoride in the water?
[03:25:12.032 --> 03:25:14.834]  You know, and how about chemtrails or stratosphere?
[03:25:15.334 --> 03:25:16.575]  Yeah, yeah, yeah.
[03:25:16.696 --> 03:25:23.302]  See, see, that's actually a good twist off of their reparations narrative.
[03:25:23.663 --> 03:25:29.849]  Yeah, how about reparations for all of us that have paid for foreign wars that we were lied into, like the Gulf of Tonkin?
[03:25:30.469 --> 03:25:32.692]  I mean, so, that, yeah, yeah, yeah.
[03:25:32.712 --> 03:25:34.513]  But, you know, I don't even...
[03:25:35.254 --> 03:25:41.458]  It's an interesting angle, but I don't want to go with the Yang thing where he has the freedom dividend and he just gives everyone a thousand bucks a month.
[03:25:41.778 --> 03:25:43.299]  I just don't think handouts do anything.
[03:25:43.499 --> 03:25:45.441]  But I like the intellectual twist.
[03:25:45.521 --> 03:25:51.845]  It's like, oh, if we're going to do reparations, let's talk about reparations for the Americans that have been affected by all of it.
[03:25:52.085 --> 03:25:54.366]  Like you said, the chemtrails, the lying us into war.
[03:25:54.947 --> 03:25:58.129]  Or, you know, I think Trump should actually come out and say, you know what?
[03:25:58.929 --> 03:26:00.691]  We should do slave reparations.
[03:26:01.291 --> 03:26:02.392]  If you were a slave,
[03:26:03.496 --> 03:26:07.619]  Come contact the White House, and if you ever owned a slave, come contact the White House.
[03:26:07.659 --> 03:26:08.380]  We'll take care of you.
[03:26:08.400 --> 03:26:08.780]  Guess what?
[03:26:09.000 --> 03:26:10.361]  No one's going to be contacting the White House.
[03:26:11.502 --> 03:26:12.603]  It's all a word game.
[03:26:12.663 --> 03:26:13.584]  It's all mind games.
[03:26:13.624 --> 03:26:14.384]  They're all lawyers.
[03:26:14.444 --> 03:26:15.325]  They're all actors.
[03:26:15.365 --> 03:26:16.966]  They're all fakes.
[03:26:17.207 --> 03:26:18.227]  That's what they do.
[03:26:18.287 --> 03:26:19.348]  They're paid to lie.
[03:26:19.648 --> 03:26:24.072]  They've sold out to the system, whether it's a satanic system, whatever it is.
[03:26:24.332 --> 03:26:24.932]  It's demonic.
[03:26:24.973 --> 03:26:25.453]  It's evil.
[03:26:25.773 --> 03:26:27.855]  It's anti-American, and we're done with it.
[03:26:27.915 --> 03:26:28.515]  We see them.
[03:26:28.555 --> 03:26:29.776]  We'll never go back to sleep.
[03:26:29.956 --> 03:26:31.678]  We're making true the mainstream again.
[03:26:31.918 --> 03:26:33.339]  They will never shut us
[03:26:33.579 --> 03:26:34.800]  Oh, we're already the mainstream.
[03:26:34.820 --> 03:26:36.141]  That's what frustrates them so much.
[03:26:36.161 --> 03:26:40.644]  That's one of the biggest con jobs that they play, is that we're not mainstream, we're not popular.
[03:26:40.944 --> 03:26:43.886]  We kick CNN's ass up and down the sidewalk.
[03:26:44.306 --> 03:26:50.030]  Brian Stilter can't even get out of bed before InfoWars has run 300 laps around him.
[03:26:50.070 --> 03:26:51.391]  That's what makes them so mad.
[03:26:51.691 --> 03:26:53.972]  And we have the greatest audience in the world that supports us.
[03:26:54.012 --> 03:26:58.956]  That's what makes me even more mad that they can't shut us down, like you, Magatai, that supports us.
[03:26:59.016 --> 03:27:01.477]  I'm looking forward to seeing your before and after pics.
[03:27:03.740 --> 03:27:08.963]  You know, I always like seeing transformation because it is hard.
[03:27:08.983 --> 03:27:16.367]  I mean, it's hard to have a busy day and then have enough energy to have the discipline to commit yourself to being physically as fit as you can be.
[03:27:16.447 --> 03:27:17.628]  So I admire that.
[03:27:17.648 --> 03:27:18.488]  So I'm looking forward to that.
[03:27:19.229 --> 03:27:24.112]  Well, listen, I literally got in a car accident after I met you at the Alex Jones rally.
[03:27:24.132 --> 03:27:24.572]  We hung out.
[03:27:24.592 --> 03:27:26.153]  We had a blast over there in Texas.
[03:27:26.553 --> 03:27:27.674]  Shout out to Austin, Texas.
[03:27:28.582 --> 03:27:29.143]  We're good to go.
[03:27:42.139 --> 03:27:49.005]  You know, and I took the punch again, and man, I'll tell you what, right now it's a whole new life for me and the girl of my dreams, literally.
[03:27:49.025 --> 03:27:51.887]  Alright, let's G-rate it.
[03:27:51.947 --> 03:27:53.329]  Family audience here, calm it down.
[03:27:53.349 --> 03:27:54.690]  Almost in the bag, almost in the bag.
[03:27:54.730 --> 03:27:56.331]  That's it right there.
[03:27:56.391 --> 03:28:00.715]  Where can people see your before and after testimony from the Infowars Life products?
[03:28:01.749 --> 03:28:03.631]  It's coming soon, but I just put a video out.
[03:28:03.711 --> 03:28:08.675]  It's about seven minutes long, and I've got my friend Roberto the Fake Liberal, who actually tried the product.
[03:28:09.056 --> 03:28:13.460]  Go to at MAGA underscore Titan on Twitter, and MAGA Titan on Facebook.
[03:28:13.480 --> 03:28:17.323]  You can see the video there, where he actually tries it out, and you'll have a great laugh.
[03:28:17.384 --> 03:28:18.805]  Watch it all the way to the end.
[03:28:19.642 --> 03:28:23.005]  All right, there you go, MAGA Titan calling in from Florida.
[03:28:23.045 --> 03:28:23.906]  Good to hear from you today.
[03:28:24.006 --> 03:28:28.550]  All right, when we come back, I'm going to continue to pile drive through all these calls.
[03:28:28.570 --> 03:28:33.974]  I'm going to do my best to take every caller, if we've taken your name,
[03:28:34.855 --> 03:28:42.121]  I'm going to do my best to take every caller whose name is on the board in the last two segments of the Alex Jones Show.
[03:28:42.461 --> 03:28:52.830]  But make my job easier by going to InfoWarsStore.com in this break, buying some toothpaste, buying the DNA Force Plus, buying the Brain Force Plus, buying an Alexa Pure Breeze air filter.
[03:28:53.611 --> 03:28:59.275]  Make my job easier by supporting us at InfoWarsStore.com so that I can have more time to take your calls.
[03:28:59.816 --> 03:29:01.117]  And we will do that on the other side.
[03:29:12.115 --> 03:29:20.517]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[03:29:21.077 --> 03:29:30.960]  But they are riddled with dyes and toxins and synthetic caffeines and other chemicals that sure get you a quick boost, but burn out in just a few hours and have terrible side effects.
[03:29:31.200 --> 03:29:39.722]  We have developed, hands down from our research, the most powerful, healthy energy drink pre-workout and beyond system in the world.
[03:29:40.589 --> 03:29:41.550]  There's nothing else like it.
[03:29:41.910 --> 03:29:42.951]  You must experience it.
[03:29:43.071 --> 03:29:45.132]  It is a total game-changer.
[03:29:45.172 --> 03:29:49.415]  It comes in easy-to-use packets to mix in with fruit juice or water, whatever you'd like.
[03:29:50.075 --> 03:29:51.536]  Warning, though, it's very, very strong.
[03:29:51.596 --> 03:29:52.577]  It lasts 10 hours.
[03:29:53.077 --> 03:29:59.242]  So take a half-pack the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[03:29:59.762 --> 03:30:01.503]  TurboForce at m4slife.com.
[03:30:07.707 --> 03:30:08.408]  Ladies and gentlemen,
[03:30:09.505 --> 03:30:13.268]  We are running a special right now that we've never run before.
[03:30:13.569 --> 03:30:18.273]  And even though, DNA Force overall is our most profitable product.
[03:30:18.393 --> 03:30:23.457]  And that's because people that know in the market what it is understand it's an incredibly good deal.
[03:30:23.537 --> 03:30:32.845]  The problem is only athletes and folks that are really into health understand Bio PQQ, CoQ10 and other things like this that come from organically produced sources.
[03:30:33.065 --> 03:30:36.208]  The average person isn't into vitamins or minerals or supplements.
[03:30:36.408 --> 03:30:40.010]  And then only folks that are really into it know about how special it is.
[03:30:40.250 --> 03:30:49.695]  And so when they see us selling DNA Force Plus and the dosages of real PQQ and CoQ10, they go, it's $150 normally?
[03:30:49.835 --> 03:30:55.198]  When the lowest price leading competitors like $300 and people get it through medical clinics.
[03:30:55.338 --> 03:30:57.099]  Because it is a great nootropic.
[03:30:57.219 --> 03:31:02.062]  It's a great thing for the whole body, for all the cells, for the bones, for the DNA, for the telomeres, for the nerves.
[03:31:02.862 --> 03:31:07.624]  But people aren't ready to pay that, so they have synthetic PQQ and CoQ10 at the stores.
[03:31:07.684 --> 03:31:12.027]  It's still $50-$60 for a little bitty bottle, and the word is, the synthetic doesn't even get absorbed.
[03:31:12.167 --> 03:31:18.690]  So I set out to give you the best, and back when it was costing us $50-$60 a bottle, we were selling it for $110-$120 a bottle.
[03:31:18.750 --> 03:31:20.811]  We gotta get our money back and fund things.
[03:31:20.871 --> 03:31:28.455]  But I made a big enough deal to sign a contract out a few years to get a super discount on this, but now I gotta move a lot of it.
[03:31:28.555 --> 03:31:29.495]  So, it's normally $100 now.
[03:31:31.497 --> 03:31:32.157]  $110 or so.
[03:31:32.357 --> 03:31:36.541]  It's right now at Infowarsstore.com selling for only $60.
[03:31:36.862 --> 03:31:40.225]  It's selling for $59.80 right now.
[03:31:40.685 --> 03:31:46.951]  97% reviews for DNA Plus, the new formula of DNA Force, because we made it even stronger, by the way, and I made a better deal.
[03:31:47.071 --> 03:31:49.272]  So, it's a great deal at $110 or so.
[03:31:49.493 --> 03:31:52.214]  It is unbelievably insane at $59.
[03:31:53.055 --> 03:31:55.516]  And the money we do make, obviously, funds this operation.
[03:31:55.536 --> 03:31:57.838]  So, it's like X2, though, the good halogen.
