[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[02:50:03.517 --> 02:50:09.602]  So, Dark Crystal, Age of Resistance prequel, just premiered a few days ago.
[02:50:10.383 --> 02:50:14.426]  Skeksis came to the planet Thrall, where all the creatures lived in harmony.
[02:50:14.466 --> 02:50:19.009]  They tricked the Keeper of the Crystal to let them guard it and use it to achieve long life.
[02:50:19.810 --> 02:50:26.032]  As the start of the thousand years have passed and the crystal is not working, so they must figure out a way to maintain everlasting life.
[02:50:26.532 --> 02:50:33.013]  The Skeksis, looking for a new way to extend their life, figure out how to use the crystal to put out the essence.
[02:50:33.593 --> 02:50:39.915]  They must use young, gentle deathlings, which are children at heart, or innocent.
[02:50:40.715 --> 02:50:43.279]  First, they torture the Geffling by putting it in front of a crystal.
[02:50:43.599 --> 02:50:49.406]  They then drain their essence, the adrenochrome, and then drink out the essence of rejuvenation.
[02:50:49.867 --> 02:50:57.076]  Another Geffling sees this and runs, but the head scientist says, don't worry, no one will believe him.
[02:50:58.075 --> 02:51:01.279]  No one will believe the fluoride is meant to dumb you down and hurt your fertility.
[02:51:01.799 --> 02:51:04.062]  No one will believe the GMO is meant to give you cancer.
[02:51:04.382 --> 02:51:07.366]  No one will believe the 3 and 5 and 4G is designed to kill you.
[02:51:08.046 --> 02:51:09.248]  This is their religion.
[02:51:09.908 --> 02:51:13.312]  But instead of physically sucking it out of you when they do evil,
[02:51:14.215 --> 02:51:18.858]  They get invigorated and feel powerful because they're taking charge.
[02:51:19.238 --> 02:51:20.019]  They're the boss.
[02:51:20.059 --> 02:51:30.185]  They're the Satanist, willing to do these terrible things, including the physical drinking of blood of a tortured child, which is filled with the hormones and filled with the fear and the terror.
[02:51:30.586 --> 02:51:32.647]  So it's all about feeding on the innocence.
[02:51:32.987 --> 02:51:35.549]  Here's the archetype in your face from Hollywood.
[02:51:39.311 --> 02:51:40.452]  Patience.
[02:51:40.632 --> 02:51:42.613]  I think you will be most impressed.
[02:51:46.997 --> 02:51:48.137]  This had better work.
[02:51:48.657 --> 02:51:50.038]  Of course, my Emperor.
[02:51:50.398 --> 02:51:54.339]  You will see, I have solved all our problems.
[02:51:54.819 --> 02:51:58.760]  Allow me, if you will, to introduce our honored guest.
[02:51:59.580 --> 02:52:02.621]  Come out, and don't be shy!
[02:52:02.721 --> 02:52:04.441]  Oh, bring the child in.
[02:52:04.721 --> 02:52:05.921]  Wait, what is that for?
[02:52:05.981 --> 02:52:07.602]  Bring the child in.
[02:52:07.862 --> 02:52:08.722]  Sacrilege!
[02:52:09.242 --> 02:52:11.063]  Have you no sense of propriety?
[02:52:11.103 --> 02:52:11.383]  Hush!
[02:52:12.963 --> 02:52:14.124]  Continue, Spectre.
[02:52:15.065 --> 02:52:17.046]  Be welcome, Gelfling.
[02:52:17.346 --> 02:52:19.387]  I require your assistance.
[02:52:19.847 --> 02:52:21.028]  Isn't it lovely?
[02:52:21.048 --> 02:52:26.892]  They used to be the guardians of the crystals, but they tricked them, so now it's sacrilege to even bring them near the crystal.
[02:52:28.112 --> 02:52:31.374]  Look deep into it.
[02:52:31.595 --> 02:52:36.337]  I feel... This is why they kill babies.
[02:52:36.678 --> 02:52:37.658]  Don't fight.
[02:52:37.678 --> 02:52:38.659]  But he's alive.
[02:52:39.639 --> 02:52:40.499]  Not just taking their organs.
[02:52:40.779 --> 02:52:42.580]  They're literally taking their essence.
[02:52:43.040 --> 02:52:43.660]  Your love!
[02:52:44.500 --> 02:52:47.761]  Your spiritual essence.
[02:52:47.801 --> 02:52:51.183]  Please, let me be honest.
[02:52:51.463 --> 02:52:52.323]  Help me!
[02:52:53.603 --> 02:52:59.225]  Give it your very essence!
[02:52:59.245 --> 02:53:00.305]  Jabs the electrodes in her.
[02:53:00.965 --> 02:53:04.266]  Electrochemicals sucks her soul, her energy.
[02:53:04.507 --> 02:53:04.867]  You die!
[02:53:05.327 --> 02:53:05.467]  No!
[02:53:11.010 --> 02:53:12.311]  Stamper's not at the Podestas.
[02:53:13.731 --> 02:53:16.933]  Not in that dungeon he brags about.
[02:53:20.815 --> 02:53:22.176]  Oh, so liberal.
[02:53:25.558 --> 02:53:26.858]  They care about you so much.
[02:53:27.579 --> 02:53:32.882]  But at least he's keeping her comfortable.
[02:53:39.921 --> 02:53:40.621]  Final Essence.
[02:53:41.102 --> 02:53:47.845]  The last dropper sold.
[02:53:49.945 --> 02:53:50.326]  Essence.
[02:53:50.506 --> 02:53:52.747]  Now that's the true life force.
[02:53:53.667 --> 02:53:55.228]  Explain yourself, scientist.
[02:53:55.428 --> 02:53:57.549]  I have drained the Gatling's Essence.
[02:53:57.929 --> 02:54:00.230]  This is the solution to our problem.
[02:54:00.370 --> 02:54:00.750]  What?
[02:54:00.890 --> 02:54:02.211]  A new source of life.
[02:54:03.083 --> 02:54:05.164]  Here, my Emperor, for you.
[02:54:05.545 --> 02:54:08.086]  Drink, you must drink!
[02:54:08.507 --> 02:54:23.657]  How do you feel, sire?
[02:54:25.899 --> 02:54:29.882]  I feel... I feel...
[02:54:34.928 --> 02:54:51.278]  Tonight, we're trying to get America back.
[02:54:53.339 --> 02:54:55.241]  Music, revelry.
[02:54:55.301 --> 02:54:56.321]  Power structure's upset.
[02:54:56.521 --> 02:54:58.903]  May the Skeksis conquer death!
[02:55:04.212 --> 02:55:12.457]  We don't have time to get to the whole earlier piece where Gregory breaks his goblet and posts it.
[02:55:12.477 --> 02:55:13.558]  We post it at Infowars.com.
[02:55:13.578 --> 02:55:14.058]  We will add it.
[02:55:15.253 --> 02:55:18.516]  And again, they catch the golfing and say, oh, no one will ever believe him when he escapes.
[02:55:19.076 --> 02:55:21.038]  He goes and tries to warn people and no one believes him, of course.
[02:55:21.538 --> 02:55:25.281]  Oh, no way, the good guardians of the crystal, the Skeksis, there's no way they're doing anything bad.
[02:55:25.521 --> 02:55:26.542]  Why, they made the crystal.
[02:55:26.602 --> 02:55:28.304]  Even though they didn't, no one knows where it came from.
[02:55:28.564 --> 02:55:30.305]  But now they're the guardians, people have forgotten.
[02:55:30.706 --> 02:55:32.267]  Just don't let your kids get close to the castle.
[02:55:32.707 --> 02:55:39.473]  Now, let's go out to break here with part of Greg Reese's report that YouTube took down for discrimination.
[02:55:40.093 --> 02:55:41.334]  Discriminates against Satanists.
[02:55:41.374 --> 02:55:41.875]  I'm not kidding.
[02:55:41.895 --> 02:55:42.155]  Here it is.
[02:55:44.665 --> 02:55:45.626]  Adrenochrome.
[02:55:46.546 --> 02:55:47.187]  Adrenochrome?
[02:55:47.587 --> 02:55:47.867]  Hmm.
[02:55:48.708 --> 02:55:49.188]  Whoa!
[02:55:50.028 --> 02:56:00.875]  Adrenochrome first hit pop culture in 1971, when gonzo journalist Hunter S. Thompson wrote about it in his book, Fear and Loathing in Las Vegas.
[02:56:01.936 --> 02:56:08.920]  He wrote that his lawyer, Oscar Acosta, was defending a Satanist who was charged with molesting a child.
[02:56:10.641 --> 02:56:13.943]  The Satanist client paid his lawyer with adrenochrome,
[02:56:15.976 --> 02:56:20.640]  And claim the only source was the adrenaline glands from a living human body.
[02:56:23.123 --> 02:56:33.352]  If you search Google for adrenochrome, the Google-supported result is from the conspiracy wiki, which suggests that it is all merely fantasy.
[02:56:34.834 --> 02:56:38.697]  But just to the right, you will find that adrenochrome is real.
[02:56:40.020 --> 02:56:47.043]  According to scientific research, adrenochrome is formed by the oxidation of its precursor, adrenaline.
[02:56:48.983 --> 02:56:54.945]  Adrenaline is the active hormone from the adrenal medulla, otherwise known as epinephrine.
[02:56:57.166 --> 02:57:01.448]  EpiPens are auto-injectors that contain synthetic adrenaline.
[02:57:01.588 --> 02:57:03.568]  Alright folks, we're going to break.
[02:57:03.648 --> 02:57:07.470]  Again, in post, I'll add all this and I'll add the part where they're saying no one will believe the Gelfling.
[02:57:08.763 --> 02:57:09.443]  We're going to go to break.
[02:57:09.583 --> 02:57:10.263]  We're going to come back.
[02:57:10.303 --> 02:57:12.124]  There is an upper class of Morlocks.
[02:57:12.224 --> 02:57:13.104]  We are the Eloys.
[02:57:13.124 --> 02:57:13.524]  H.G.
[02:57:13.544 --> 02:57:19.566]  Wells told everybody in his fiction book, he wrote a non-fiction explaining, oh, this is really how the world works.
[02:57:20.266 --> 02:57:23.367]  And so it's all just a repeat of that same archetype over and over again.
[02:57:24.367 --> 02:57:28.868]  Remember, they want to shut us down so we can't warn the other Gelflings, the other Eloy.
[02:57:28.928 --> 02:57:30.349]  We are warning everyone.
[02:57:30.389 --> 02:57:31.409]  We will win together.
[02:57:32.261 --> 02:57:34.382]  But remember, we've got big specials that are about to end.
[02:57:34.422 --> 02:57:37.164]  A free bottle of Carnivore Digestive Enzyme.
[02:57:37.244 --> 02:57:39.045]  It's such an amazing next-level probiotic.
[02:57:39.465 --> 02:57:45.109]  When you get DNA Force Plus for 50% off, now that's a hell of a deal, and your funding makes this all possible.
[02:57:45.149 --> 02:57:48.671]  So, for yourself, for the show, for the planet, visit InfoWareStore.com.
[02:57:48.731 --> 02:57:50.112]  Hour number four is right here.
[02:57:54.454 --> 02:57:58.457]  When you finance what we're doing, you're not just funding the second American Revolution.
[02:57:59.864 --> 02:58:01.425]  You're changing world destiny.
[02:58:01.745 --> 02:58:06.328]  And there's so much fake stuff out there in a million different voices, and I understand that.
[02:58:06.388 --> 02:58:11.532]  But we really are in the zeitgeist, and we try to make it easy to get good products at the same time.
[02:58:11.612 --> 02:58:17.976]  But I can just tell you point blank, you cannot invest in a place better than InfoWars for human liberty and a pro-human future.
[02:58:18.036 --> 02:58:23.760]  We got coffee, we got fish oil, we got turmeric, we got great toothpaste, we've got great things like DNA Force Plus.
[02:58:23.800 --> 02:58:26.262]  But Ultimate Krill Oil has been sold out for four months.
[02:58:26.462 --> 02:58:28.964]  For whatever reason, this became the most popular fish oil.
[02:58:28.984 --> 02:58:31.907]  We have fish oil, children's fish oil, and ultimate krill oil.
[02:58:32.047 --> 02:58:33.208]  It's totally full of the bottle.
[02:58:33.549 --> 02:58:36.511]  And it is the strongest, purest fish oil, krill oil.
[02:58:36.571 --> 02:58:43.157]  And it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[02:58:43.358 --> 02:58:49.083]  Any type of krill oil you get that doesn't give you fish burps, which I don't like, but gives you all the great benefits, isn't real.
[02:58:49.103 --> 02:58:51.485]  It's been boiled, it's been ruined, it's been homogenized.
[02:58:51.625 --> 02:58:52.246]  This has not been.
[02:58:52.626 --> 02:58:59.351]  We went to one of the top firms in the world that private labels fish oil and krill oil and we said we want the best you make, period.
[02:58:59.371 --> 02:59:00.952]  I want to show people this krill oil.
[02:59:01.052 --> 02:59:05.356]  This, ladies and gentlemen, is the highest quality krill oil you're gonna find anywhere.
[02:59:05.496 --> 02:59:06.957]  This is thermonuclear right here.
[02:59:07.337 --> 02:59:07.898]  It's red.
[02:59:07.918 --> 02:59:08.178]  This is
[02:59:08.958 --> 02:59:10.559]  Real krill oil, folks, is red.
[02:59:10.579 --> 02:59:11.219]  It's not yellow.
[02:59:11.680 --> 02:59:12.400]  It's not milky.
[02:59:12.560 --> 02:59:14.141]  This is nothing but krill oil.
[02:59:14.261 --> 02:59:15.822]  And by the way, I'm not hyping this, folks.
[02:59:16.002 --> 02:59:18.763]  This is the best krill oil we could find.
[02:59:19.183 --> 02:59:19.984]  This is the best.
[02:59:20.044 --> 02:59:21.324]  I can't even just look at that.
[02:59:21.344 --> 02:59:24.306]  It's supposed to be red, folks, because that's the essence of the krill.
[02:59:24.326 --> 02:59:26.967]  I mean, there's probably like a hundred krill going to each one of these.
[02:59:27.187 --> 02:59:30.689]  And again, I'm not going to call this a drug, because drugs are a ripoff of what God made.
[02:59:30.949 --> 02:59:33.430]  You take two of these before you go to bed at night.
[02:59:33.590 --> 02:59:35.591]  I would do it with your dinner if you don't want to get fish burps.
[02:59:35.611 --> 02:59:36.852]  Because again, they've got the fish oils.
[02:59:37.432 --> 02:59:40.054]  This doesn't have the fish flavor, because they boiled the hell out of it.
[02:59:40.134 --> 02:59:41.515]  It isn't there anymore, folks.
[02:59:41.655 --> 02:59:43.197]  You gotta deal with the fish burps.
[02:59:43.217 --> 02:59:43.957]  This stuff's powerful.
[02:59:43.997 --> 02:59:44.758]  Just look at that.
[02:59:44.838 --> 02:59:47.000]  Can a camera pick up just how pretty those are?
[02:59:47.160 --> 02:59:48.681]  Infowarstore.com or 888-253-3139.
[02:59:48.781 --> 02:59:57.708]  If you are receiving this transmission, you are the Resistance.
[03:00:14.930 --> 03:00:30.614]  I was watching an NBC News report Sunday, and it was talking about 66 pounds of pure fentanyl was found in Virginia, and it was enough that you could kill 14 million people.
[03:00:31.014 --> 03:00:35.335]  There were 14 million dosages that would cause an overdose and death.
[03:00:35.355 --> 03:00:37.195]  That's what the doctors said.
[03:00:38.595 --> 03:00:40.516]  I thought, wow, why is that a big national story?
[03:00:41.578 --> 03:00:44.039]  Let me do a document shot, thank you.
[03:00:44.199 --> 03:00:45.739]  Why is that a big national story?
[03:00:48.920 --> 03:00:52.401]  Well, because it could kill 14 million people.
[03:00:52.881 --> 03:00:55.141]  That's a pretty big deal, isn't it?
[03:00:56.522 --> 03:01:05.744]  Then I thought about this story that got almost no news from the week before, where the Mexican Navy found 50 tons.
[03:01:07.384 --> 03:01:09.004]  Or if you double the 25 tons, it'd be 50,000 pounds.
[03:01:12.259 --> 03:01:13.960]  of fentanyl from China.
[03:01:14.500 --> 03:01:18.042]  So here's your takeaway, ladies and gentlemen.
[03:01:19.824 --> 03:01:30.930]  China was caught trying to ship in to the United States 25,000 tons of fentanyl that the DEA calculates
[03:01:38.502 --> 03:01:49.266]  is enough to give a overdose to 10 billion 606 million plus people.
[03:01:50.326 --> 03:01:51.086]  You heard that right.
[03:01:51.827 --> 03:02:06.252]  China was caught last week in the act of trying to ship in 25,000 tons by the Mexican Navy of pure fentanyl, enough to kill
[03:02:07.961 --> 03:02:18.888]  Everyone on the planet and then kill another three plus billion people again.
[03:02:18.908 --> 03:02:23.912]  And you wonder why our country is.
[03:02:25.313 --> 03:02:26.173]  In so much trouble.
[03:02:26.834 --> 03:02:34.817]  China, in reverse of the opium wars, where the British shipped in opium to get everybody drugged out under their control a couple hundred years ago, is doing this to us.
[03:02:34.877 --> 03:02:41.780]  You're executed in China if you get caught with any opium.
[03:02:42.101 --> 03:02:44.141]  Well, this is a hundred times stronger than that.
[03:02:44.822 --> 03:02:45.142]  Or more.
[03:02:46.926 --> 03:02:51.349]  So, this is how China's assaulting us, and the leftist media attacks Trump, making this a big issue.
[03:02:51.629 --> 03:02:53.610]  This is one of the number one killers in this country.
[03:02:53.890 --> 03:02:55.411]  It's debilitating people, it's incredible.
[03:02:55.792 --> 03:03:06.218]  So, we did the math, Scott and I, Sunday while we were up here, just shot this on my phone, and here is where we do the math.
[03:03:07.799 --> 03:03:15.124]  I saw a press report where the DEA said 66 pounds of pure fentanyl captured in Virginia had been shipped in by China.
[03:03:15.908 --> 03:03:16.188]  Was it?
[03:03:33.462 --> 03:03:35.163]  It's enough to kill everybody in the world.
[03:03:35.524 --> 03:03:37.145]  And Scott's better at math than I am.
[03:03:37.165 --> 03:03:39.106]  Scott, tell us what we're looking at right here.
[03:03:39.226 --> 03:03:44.090]  Alright, so if 66 pounds kills 14 million people, and they found 25 tons, that's 50,000 pounds.
[03:03:44.110 --> 03:03:45.130]  50,000 pounds divided by 66 is 757.58.
[03:03:45.170 --> 03:03:47.472]  That means 757.58 times 14 million that the 66 would kill equals 10.6 billion people.
[03:03:47.492 --> 03:03:48.933]  There's only 7.5 billion people on the Earth.
[03:03:48.953 --> 03:03:49.273]  So that's a
[03:04:03.283 --> 03:04:11.887]  Dose that will kill someone with an overdose enough to kill more people than there are on Earth?
[03:04:12.087 --> 03:04:13.768]  Yes, quite a bit more.
[03:04:14.468 --> 03:04:16.169]  That is pretty damn newsworthy.
[03:04:16.229 --> 03:04:21.652]  China caught trying to ship in enough fentanyl to the United States to kill the entire planet.
[03:04:21.972 --> 03:04:28.635]  Of course, it's going to be sold and doled out to people, but there will be undoubtedly probably hundreds of thousands if not millions of overdoses as we're already seeing.
[03:04:28.735 --> 03:04:29.836]  Amazing information, Scott.
[03:04:31.219 --> 03:04:34.801]  On the flip side of that, the 25 tons is what they found.
[03:04:35.361 --> 03:04:36.282]  That's what they stopped.
[03:04:36.322 --> 03:04:37.103]  That's what they stopped.
[03:04:37.143 --> 03:04:39.905]  How much got through that they haven't stopped.
[03:04:40.645 --> 03:04:41.486]  Jeez, it's incredible.
[03:04:41.866 --> 03:04:44.388]  Alright, InfoWars.com, tomorrow's news today.
[03:04:44.408 --> 03:04:47.990]  That's China's secret weapon attacking the U.S.
[03:04:48.030 --> 03:04:48.651]  with fentanyl.
[03:04:49.688 --> 03:04:51.349]  Hundreds of times stronger than opium.
[03:04:51.489 --> 03:04:52.649]  Way stronger than heroin.
[03:04:52.729 --> 03:04:53.149]  Incredible.
[03:04:53.930 --> 03:04:56.991]  Ladies and gentlemen, the only way that report gets out is when you share it.
[03:04:57.031 --> 03:05:01.893]  It'll be posted within an hour to InfoWars.com, NewsWars.com, and PrisonPlanet.com.
[03:05:18.109 --> 03:05:22.050]  Shove that up your... craw, you pieces of garbage New World Order.
[03:05:22.570 --> 03:05:24.591]  I'll tell you about that later, but you want to find out.
[03:05:25.031 --> 03:05:29.072]  It's Info Wars now, but soon, it'll be everybody else that wants to resist.
[03:05:29.632 --> 03:05:35.054]  We are building an army to bring down the globalists!
[03:05:35.634 --> 03:05:36.915]  So get out the way.
[03:05:36.955 --> 03:05:38.315]  Move, bitch!
[03:05:38.375 --> 03:05:39.435]  Get out the way!
[03:05:39.455 --> 03:05:40.756]  Move out the way, bitch!
[03:05:40.816 --> 03:05:41.656]  Get out the way!
[03:05:46.109 --> 03:05:47.310]  Move, O'Donnell!
[03:05:47.410 --> 03:05:48.351]  Get out the way!
[03:05:48.672 --> 03:05:49.613]  Move, O'Donnell!
[03:05:49.693 --> 03:05:50.614]  Get out the way!
[03:05:50.814 --> 03:05:51.615]  Get out the way!
[03:05:51.775 --> 03:05:52.676]  You see them headlights?
[03:05:52.936 --> 03:05:54.318]  You see me knock them curtains down?
[03:05:54.338 --> 03:05:56.300]  Who bought them TVs, bitch?
[03:05:56.380 --> 03:05:57.020]  Tell me that!
[03:05:57.741 --> 03:05:58.782]  Get out of my way!
[03:05:58.802 --> 03:06:01.065]  That's Americana, bitch!
[03:06:16.713 --> 03:06:17.574]  You found it.
[03:06:17.934 --> 03:06:19.475]  The tip of the spear.
[03:06:19.975 --> 03:06:22.397]  It is the Alex Jones Show.
[03:06:37.868 --> 03:06:40.910]  Ladies and gentlemen, we are back live broadcasting worldwide.
[03:06:40.950 --> 03:06:44.893]  Paul Joseph Watson is about to take over here in just a moment.
[03:06:44.913 --> 03:06:45.854]  Some of the other stories.
[03:06:47.080 --> 03:06:49.903]  Up on Infowars.com by Kellen McBreen.
[03:06:50.123 --> 03:06:56.349]  Internet mocks Texas man who surrendered AK-47 after mass shooting.
[03:06:56.809 --> 03:07:00.993]  Law enforcement suggested he sell the weapon back to a gun shop.
[03:07:01.153 --> 03:07:03.616]  Now, look at this article right here.
[03:07:03.736 --> 03:07:05.598]  Just look at that article right there.
[03:07:06.078 --> 03:07:06.739]  What is he saying?
[03:07:08.479 --> 03:07:13.162]  He's saying that gun owners are to blame for what some other crazy person does.
[03:07:13.703 --> 03:07:16.565]  And again, when somebody runs over somebody with a car, do we blame the car?
[03:07:16.585 --> 03:07:19.867]  When somebody stabs somebody with a butcher knife, do we blame the butcher knife?
[03:07:20.588 --> 03:07:20.768]  No.
[03:07:21.389 --> 03:07:33.117]  But this collective guilt idea, when mass shootings are more common now, but they're still extremely rare as a cause of death, the fact that they're projecting that onto all of us, we should be very, very resentful of that.
[03:07:33.177 --> 03:07:36.740]  How dare you blame me for some Antifa scumbag in Ohio?
[03:07:37.000 --> 03:07:39.221]  Or some Antifa lunatic in Texas.
[03:07:40.261 --> 03:07:41.742]  I mean, this is crazy!
[03:07:42.502 --> 03:07:50.006]  And we had all these knife attacks, and all these stabbing attacks, and another firebombing of an ICE facility, and a black guy shooting nine other black people at a football game.
[03:07:50.386 --> 03:07:51.286]  No coverage of that!
[03:07:51.666 --> 03:07:52.607]  Because it doesn't fit.
[03:07:54.005 --> 03:07:58.688]  With this weird white supremacist narrative that, again, is meant to create racial division.
[03:07:58.848 --> 03:08:02.470]  Meanwhile, I see these stories where the woman stabs a little kid in the face.
[03:08:02.531 --> 03:08:07.894]  Or the guy kills his sister and his niece and runs around raping and trying to attack the greenskeeper.
[03:08:08.234 --> 03:08:10.516]  Man bites woman's lip saying he's the devil.
[03:08:11.096 --> 03:08:13.878]  Leaves her with life-changing injuries.
[03:08:13.938 --> 03:08:14.959]  Bit off part of her face.
[03:08:14.999 --> 03:08:15.919]  That was in the UK.
[03:08:17.480 --> 03:08:21.403]  Attacker bites off woman's lip at Notting Hill Carnival for no reason.
[03:08:22.773 --> 03:08:29.496]  Meanwhile, nobody cares about the Communist Chinese putting millions in forced labor camps and death camps and babies being kept alive with their organs sold here in America.
[03:08:29.736 --> 03:08:33.637]  It's only when they tell you to care are you supposed to care.
[03:08:34.178 --> 03:08:37.719]  But as I reported earlier, enough fentanyl caught being tried to be shipped to the U.S.
[03:08:37.939 --> 03:08:41.000]  to kill 10 billion, 600-plus million people.
[03:08:41.361 --> 03:08:43.241]  That's more people than there are on the planet.
[03:08:43.982 --> 03:08:45.962]  Oh, but Trump's wrong to care about that.
[03:08:46.763 --> 03:08:48.884]  Are people more scared of fentanyl or shark attacks?
[03:08:49.224 --> 03:08:51.365]  Because your instincts are scared of a big monster with teeth.
[03:08:51.485 --> 03:08:51.825]  I get it.
[03:08:53.092 --> 03:08:55.014]  Sharks might kill 50 people a year.
[03:08:55.595 --> 03:08:57.136]  Great Whites, maybe tens the average.
[03:08:58.518 --> 03:08:59.339]  50 shark deaths a year.
[03:09:00.845 --> 03:09:01.746]  But everybody's scared.
[03:09:02.486 --> 03:09:03.847]  Because they tell you to be scared.
[03:09:04.047 --> 03:09:05.268]  And you all saw Jaws.
[03:09:05.508 --> 03:09:09.611]  And so the media's dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun.
[03:09:09.951 --> 03:09:11.452]  And everything else gets swept under the rug.
[03:09:11.852 --> 03:09:14.294]  Paul Joseph Watson's going to cover so much here today.
[03:09:14.534 --> 03:09:15.975]  How they're going after Dave Chappelle.
[03:09:16.555 --> 03:09:20.938]  Because he said, you know, I tell you, it's scary the people that tell you you don't have any free speech.
[03:09:20.958 --> 03:09:23.140]  They'll go back and look at everything you ever said and try to get you fired.
[03:09:23.600 --> 03:09:25.021]  So Rotten Tomatoes gave him a zero.
[03:09:26.710 --> 03:09:28.491]  That's all coming up today as well.
[03:09:28.572 --> 03:09:31.234]  And don't forget, we've launched with myself and David Knight.
[03:09:31.534 --> 03:09:32.835]  Paul Wasson's videos are up there.
[03:09:33.235 --> 03:09:34.616]  Owen Schroer, Band.Video.
[03:09:34.656 --> 03:09:38.179]  We're going to be adding new contributors and a lot of other folks to it.
[03:09:38.680 --> 03:09:41.122]  It works really good on all devices, Band.Video.
[03:09:41.722 --> 03:09:43.864]  And separately, please remember, ladies and gentlemen...
[03:09:45.233 --> 03:09:50.920]  That we're running a huge special of a free bottle of Carnivore, the amazing enzyme.
[03:09:51.100 --> 03:09:52.842]  A $17 value is what it costs us to produce it.
[03:09:53.203 --> 03:09:54.925]  Free with a bottle of DNA Force Plus.
[03:09:55.626 --> 03:09:56.146]  50% off.
[03:09:56.186 --> 03:09:57.148]  Never had a deal that good.
[03:09:57.708 --> 03:09:59.470]  But we're doing it till Carnivore sells out.
[03:10:00.458 --> 03:10:01.779]  I'm going to reorder it for next year.
[03:10:02.279 --> 03:10:14.827]  It's been a great seller, but I want you to try Carnivore for those of you that haven't tried this product because it goes great with our Floralife, great probiotic, and of course our MycoZX that goes after the yeast, the mold, the candida, the missing link, and all that.
[03:10:14.867 --> 03:10:18.109]  So for great gut health, the trifecta there, but DNA Force is just amazing.
[03:10:18.809 --> 03:10:20.170]  98% reviews for that.
[03:10:20.470 --> 03:10:26.554]  Find out why it's just a flagship for cleaning out your cells, the base for everything we've got at InfoWareStore.com.
[03:10:27.154 --> 03:10:32.677]  Now, Paul Joseph Watson, for the next 50 minutes, takes over from his studios in London, England.
[03:10:32.917 --> 03:10:34.998]  Paul Joseph Watson of Summit.News.
[03:10:36.639 --> 03:10:37.159]  Thanks, Alex.
[03:10:37.199 --> 03:10:40.041]  Yeah, we have the top story up on Summit.News right now.
[03:10:40.061 --> 03:10:42.602]  Dave Chappelle's Politically Incorrect Comedy Special.
[03:10:43.042 --> 03:10:47.364]  Hated by woke critics, loved by ordinary Americans.
[03:10:48.085 --> 03:10:52.727]  Again, this illustrates that culture is, uh, politics, sorry, is downstream from culture.
[03:10:53.291 --> 03:11:13.905]  The woke left is so paranoid about socially re-engineering society and they're so desperate to maintain that grip that anyone, any entertainer, any celebrity who dares stray outside the prison of acceptable thought and opinion is immediately bashed, defamed, shamed, deplatformed and they're trying to do it once again with Dave Chappelle.
[03:11:14.725 --> 03:11:23.091]  It's interesting, a few months ago I attended a comedy show in London called Comedy Unleashed where they have a smattering of people who are
[03:11:23.638 --> 03:11:28.860]  Willing to offend their own audience, which of course is what comedy supposedly used to be all about.
[03:11:29.620 --> 03:11:33.821]  That event has been smeared as a right-wing white supremacist space.
[03:11:34.342 --> 03:11:42.044]  They literally sent, I'm talking about vice.com, you can probably pull up the article if you google my name, Vice and Comedy Unleashed.
[03:11:42.664 --> 03:11:50.747]  They literally sent somebody to spy on the audience and to watch my reactions and other people's reactions who were in the audience.
[03:11:51.172 --> 03:11:54.054]  To these edgy, non-politically correct jokes.
[03:11:54.094 --> 03:12:04.240]  Now that's how paranoid they are about anybody imposing on their total domination and ring policing of free speech when it comes to entertainment and comedy.
[03:12:05.140 --> 03:12:07.362]  And Dave Chappelle is the latest victim of this.
[03:12:08.142 --> 03:12:12.605]  He's got a new Netflix special out in which he goes after cancel culture
[03:12:13.083 --> 03:12:13.884]  We're good to go.
[03:12:31.371 --> 03:12:41.157]  Well, it's because they don't allow the general public, the mass audience that is watching this special, to leave any comments or any reviews on their website.
[03:12:41.517 --> 03:12:46.100]  So they've basically got a smattering of woke, progressive critics' reviews.
[03:12:46.540 --> 03:12:55.826]  Only the authorised peanut gallery is able to express their opinion about this Netflix special on Rotten Tomatoes, and that's why it has a score of just 17%.
[03:12:57.207 --> 03:13:00.229]  Now, what's interesting is you go over to IMDB,
[03:13:00.933 --> 03:13:19.679]  Where regular viewers are allowed to post their own reviews, and the same show that has just 17% on Rotten Tomatoes has 8.5 out of 10 on IMDb, because it's not just taking into account the critics' reviews, it's taking into account the general audience, the general public that is watching it.
[03:13:20.139 --> 03:13:24.000]  And people who've seen the clips of this, seen the trailer, it's been very well received.
[03:13:24.580 --> 03:13:27.581]  But again, this illustrates just the gigantic gulf
[03:13:28.365 --> 03:13:34.906]  In this culture war between the woke progressive left which runs the entertainment industry and the general public.
[03:13:35.387 --> 03:13:47.749]  They are now using reviews of movies, reviews of comedy specials, reviews of books as weapons in the culture war to try and sink any dissident thought before it's even allowed to circulate.
[03:13:48.189 --> 03:13:56.171]  Which is interesting actually because it relates to another story which I'm going to get into later about how the Pentagon is literally developing a software system
[03:13:56.601 --> 03:14:17.048]  To stop the spread of viral internet content, woke progressive reviewers in the entertainment industry are trying to do the same thing by sabotaging these kind of daring comedy specials, these daring movies that dare challenge the consensus by panning them right out of the gate and not allowing the general public to express their opinion.
[03:14:18.589 --> 03:14:25.251]  Now, Vox made a point of saying that this show, Dave Chappelle's new show, which is called Sticks and Stones,
