[00:00:12.792 --> 00:00:13.237]  Let's go!
[03:19:42.533 --> 03:19:49.736]  So we just sit here and just endure the greatest censorship in the history of America, and the left, which claims to be for free speech,
[03:19:50.928 --> 03:19:51.569]  Applauds it.
[03:19:51.709 --> 03:19:58.533]  No freedom of speech for you, you piece of sh... If you are receiving this transmission, you are the resistance.
[03:20:06.178 --> 03:20:08.940]  You're listening to the Alex Jones Show.
[03:20:14.744 --> 03:20:19.828]  From the front lines of the information war, it's Alex Jones.
[03:20:22.694 --> 03:20:26.057]  Well, you're watching a quasi-live feed.
[03:20:26.097 --> 03:20:34.183]  It's about a minute behind with Laura Loomer who went and hired three very friendly and nice illegal aliens who are doing what they're told.
[03:20:34.203 --> 03:20:37.406]  We're making a movie at Nancy Pelosi's house, which is true.
[03:20:38.346 --> 03:20:40.648]  And I'm not involved in this at all, of course.
[03:20:41.829 --> 03:20:44.591]  And then Laura Loomer is out there with a live feed.
[03:20:44.711 --> 03:20:47.434]  Owen Benjamin, band comedian, hugepianist.com.
[03:20:47.454 --> 03:20:48.534]  He's riding shotgun with us.
[03:20:49.395 --> 03:20:50.436]  This is just insane.
[03:20:50.456 --> 03:20:51.357]  And look, I'm not kidding.
[03:20:52.210 --> 03:20:56.054]  I have a lot of family stuff going on, but I do have my children 90% of the time.
[03:20:56.414 --> 03:20:57.596]  They're with mom this weekend.
[03:20:58.196 --> 03:21:01.520]  This would be... I only mention that because the media is like, he lost his children!
[03:21:01.560 --> 03:21:02.200]  More fake news.
[03:21:02.701 --> 03:21:05.944]  This would not be a bad time to fly to San Francisco and drive over to Napa Valley.
[03:21:06.585 --> 03:21:07.446]  It's very beautiful there.
[03:21:07.466 --> 03:21:08.827]  We could put our address on there and just...
[03:21:09.588 --> 03:21:10.409]  I mean, she says it.
[03:21:10.729 --> 03:21:11.629]  Her doors are locked.
[03:21:11.669 --> 03:21:15.552]  I don't want to go in her house, but I do want to crap in her pool.
[03:21:15.772 --> 03:21:16.792]  A lot of illegals do that.
[03:21:16.832 --> 03:21:22.956]  Or maybe I can set up just a rock concert there since she says no borders, no wall, no USA at all.
[03:21:22.996 --> 03:21:28.659]  Let's check in with Owen Benjamin and then let's see what Laura Limmer has to say if she figures out I've been texting her.
[03:21:28.959 --> 03:21:35.203]  I mean, I think this is a pretty big illustration, but we'll see if the corporate media can engage in their discipline and not cover the hypocrisy.
[03:21:36.468 --> 03:21:39.589]  Yeah, I mean, I think it looks like a great place to hang out, you know?
[03:21:40.429 --> 03:21:42.250]  They're at Zinfandel Lane.
[03:21:42.350 --> 03:21:43.370]  Zinfandel Lane.
[03:21:44.511 --> 03:21:46.612]  We could just... Oh my God, the cops are showing up!
[03:21:47.392 --> 03:21:47.852]  Oh my God.
[03:21:48.232 --> 03:21:49.452]  Okay, let's go to the live feed.
[03:21:49.473 --> 03:21:49.913]  Here we go.
[03:21:49.933 --> 03:21:50.953]  Welcome to our fiesta.
[03:21:50.993 --> 03:21:53.094]  This is my partner, Lorraine Patterson.
[03:21:53.154 --> 03:21:54.074]  Hi, how's it going?
[03:21:54.094 --> 03:21:55.114]  Good, how are you?
[03:21:55.174 --> 03:21:56.275]  We are doing great.
[03:21:56.295 --> 03:21:58.556]  Well, they told him to be real nice, which they would have been nice anyways.
[03:21:58.576 --> 03:22:02.657]  Frankly, as long as it's on your property, then you get whacked, you know, in trouble.
[03:22:02.977 --> 03:22:05.178]  But see, we're being illegal aliens, so now we're going to be protected.
[03:22:05.945 --> 03:22:06.245]  I'm confused.
[03:22:06.345 --> 03:22:10.607]  I thought that California was a sanctuary state.
[03:22:11.147 --> 03:22:12.648]  I don't know.
[03:22:12.668 --> 03:22:15.829]  I thought Nancy Pelosi, who's the leader of the House, said it was a sanctuary state.
[03:22:15.849 --> 03:22:18.571]  So, can we get ID from everybody that's here, since you guys are on private property?
[03:22:18.591 --> 03:22:19.331]  We don't need that in California.
[03:22:19.351 --> 03:22:21.032]  I thought we didn't need that in California.
[03:22:21.792 --> 03:22:22.812]  Why is it a private state?
[03:22:22.833 --> 03:22:25.974]  They said we didn't need driver's licenses because it's like a form of profiling.
[03:22:27.443 --> 03:22:29.244]  Nancy, you're trespassing.
[03:22:29.304 --> 03:22:30.305]  I'm really confused.
[03:22:30.345 --> 03:22:32.606]  Nancy said everyone was welcome here.
[03:22:32.646 --> 03:22:35.107]  Do you know who Nancy Pelosi is?
[03:22:35.167 --> 03:22:37.248]  Yeah, Nancy said walls and beds.
[03:22:37.288 --> 03:22:40.990]  Nancy Pelosi said that... I didn't think I needed one, though.
[03:22:41.031 --> 03:22:42.171]  You want her ID?
[03:22:42.211 --> 03:22:43.572]  She's an illegal alien!
[03:22:43.612 --> 03:22:48.895]  Nancy Pelosi said asylum's a human right, but now they're saying I'm trespassing, and Nancy said everyone is welcome here.
[03:22:49.395 --> 03:22:52.617]  Like, if you know her... We appreciate you.
[03:22:52.637 --> 03:22:55.839]  Basically, you're trespassing.
[03:22:56.759 --> 03:22:57.379]  What's trespassing?
[03:22:57.479 --> 03:23:00.300]  I reject those facts.
[03:23:00.581 --> 03:23:01.481]  I reject those facts.
[03:23:02.521 --> 03:23:05.602]  I didn't know there was private property in California.
[03:23:05.622 --> 03:23:06.543]  She's funny, dude.
[03:23:06.883 --> 03:23:07.983]  What's private property?
[03:23:08.003 --> 03:23:09.224]  I reject those facts.
[03:23:09.244 --> 03:23:12.165]  I haven't hired Laura because we haven't had the money.
[03:23:12.185 --> 03:23:14.086]  But I'm hiring her.
[03:23:14.106 --> 03:23:14.906]  It's done.
[03:23:14.926 --> 03:23:15.426]  She's too good.
[03:23:15.466 --> 03:23:17.527]  I'm just really confused because you're here.
[03:23:21.192 --> 03:23:22.613]  Yeah, she said we can come though.
[03:23:22.893 --> 03:23:25.695]  So Nancy gave us authorization.
[03:23:25.715 --> 03:23:27.436]  She said any walls are immoral.
[03:23:27.476 --> 03:23:29.518]  She said locked doors are bad.
[03:23:34.271 --> 03:23:34.732]  Here you go.
[03:23:34.852 --> 03:23:39.316]  Do you still live in Clovis?
[03:23:40.057 --> 03:23:43.140]  Remember, we're not getting to see these illegals' IDs.
[03:23:43.180 --> 03:23:44.221]  Yeah, I'm still down there.
[03:23:44.461 --> 03:23:46.202]  Which I think we should be, by the way.
[03:23:46.222 --> 03:23:48.825]  If somebody's on my property, I want the cops to do what they're doing.
[03:23:48.845 --> 03:23:50.567]  But this is Pelosi's house, let's be clear.
[03:23:51.587 --> 03:23:51.847]  Right.
[03:23:51.867 --> 03:23:52.728]  Everyone was welcome here.
[03:23:53.228 --> 03:23:55.028]  They're part of our crew.
[03:23:55.249 --> 03:23:57.089]  Right now he's asking them.
[03:23:57.109 --> 03:23:59.590]  But if we don't have identification, they might have to go with us.
[03:23:59.610 --> 03:24:03.712]  President Gavin Newsom said we don't need the identification.
[03:24:03.752 --> 03:24:04.232]  Not on me.
[03:24:04.292 --> 03:24:06.813]  But the Democrats said that identification is racist.
[03:24:06.833 --> 03:24:07.393]  Somewhere else.
[03:24:07.773 --> 03:24:08.093]  Moment.
[03:24:08.633 --> 03:24:10.554]  This is behind the property still though, right?
[03:24:10.594 --> 03:24:11.094]  I don't know.
[03:24:11.134 --> 03:24:12.835]  Unfortunately, I think it's the property line.
[03:24:12.855 --> 03:24:13.855]  It seems like an immorality.
[03:24:13.915 --> 03:24:15.456]  It does seem like an immorality.
[03:24:16.056 --> 03:24:18.477]  Because I'm not trying to be on the property.
[03:24:18.537 --> 03:24:20.458]  I thought this was behind the property.
[03:24:20.478 --> 03:24:23.119]  So I can go behind the property and I'll be okay?
[03:24:23.179 --> 03:24:24.659]  I'll do that.
[03:24:24.699 --> 03:24:29.261]  Look, the cops got three illegal aliens to deal with, which I feel sorry for.
[03:24:29.281 --> 03:24:31.542]  Because they're just pawns in all this.
[03:24:31.562 --> 03:24:33.483]  And I'll just say that before the break.
[03:24:33.503 --> 03:24:34.143]  They are pawns.
[03:24:34.923 --> 03:24:36.804]  Are they okay going over there?
[03:24:36.844 --> 03:24:38.425]  Because they were just out here with us.
[03:24:40.645 --> 03:24:47.451]  Yeah, I told her, when they come, you need to say, which is true, I hired them, they don't know it's a job, so they don't go to jail.
[03:24:48.491 --> 03:24:50.073]  These are three, I don't want to get deported.
[03:24:50.493 --> 03:24:52.675]  Poor guys, we just want them to come here legally.
[03:24:52.755 --> 03:24:53.696]  Nancy, Nancy won't.
[03:24:54.176 --> 03:24:54.516]  She won't.
[03:24:55.577 --> 03:24:55.897]  Okay.
[03:24:55.937 --> 03:25:01.121]  Yeah, let's have Will Johnson extricate himself from the property, which he was very smart to do that.
[03:25:01.502 --> 03:25:05.685]  They should play Imagine by John Lennon just to really understand the situation.
[03:25:07.842 --> 03:25:08.182]  You know?
[03:25:08.522 --> 03:25:12.604]  No borders, no countries, nothing.
[03:25:12.644 --> 03:25:13.185]  Here it comes.
[03:25:14.485 --> 03:25:17.007]  So, one of the illegals don't have documents.
[03:25:17.247 --> 03:25:18.207]  They don't have any papers.
[03:25:19.248 --> 03:25:23.370]  And they're looking to take him with them.
[03:25:23.770 --> 03:25:24.450]  I didn't think they did.
[03:25:24.470 --> 03:25:25.871]  Yeah.
[03:25:26.391 --> 03:25:29.993]  It sounds like it's false advertising.
[03:25:30.714 --> 03:25:32.715]  Well, the nice thing is she'll cover it.
[03:25:38.434 --> 03:25:40.856]  Didn't Gavin, her nephew, say that IDs were racist?
[03:25:40.956 --> 03:25:41.317]  Yeah.
[03:25:41.457 --> 03:25:42.778]  Like, you can't make people show IDs.
[03:25:43.058 --> 03:25:43.238]  Right.
[03:25:43.618 --> 03:25:44.579]  Yeah, this is racism.
[03:25:44.599 --> 03:25:48.002]  When I wanted to go, when my amigos... Yeah, I'm gonna go on your property.
[03:25:48.022 --> 03:25:48.802]  What the hell?
[03:25:48.862 --> 03:25:51.565]  I'm just so confused as to what's going on here.
[03:25:51.725 --> 03:25:54.107]  They come to your house and crap in your toilet or eat your food?
[03:25:54.227 --> 03:25:54.507]  I do.
[03:25:54.727 --> 03:25:56.328]  This is such an immorality.
[03:25:56.368 --> 03:25:56.589]  It is.
[03:25:56.669 --> 03:26:00.452]  Yeah, and shouldn't they have a safe space to do heroin and to defecate?
[03:26:01.633 --> 03:26:02.653]  Well, that's San Francisco.
[03:26:02.693 --> 03:26:03.534]  Yeah, that's nearby.
[03:26:03.874 --> 03:26:04.435]  And Denver.
[03:26:07.003 --> 03:26:07.343]  I know.
[03:26:07.483 --> 03:26:13.125]  I've been to Seattle, San Francisco, and Denver the last two years, and I'm thinking, well, that's kind of what we hype up.
[03:26:13.165 --> 03:26:15.346]  And I walk right out the front place everywhere.
[03:26:15.366 --> 03:26:16.866]  There's needles and crap everywhere.
[03:26:17.547 --> 03:26:21.168]  I told my wife, she's visiting friends in Denver and in Seattle.
[03:26:21.188 --> 03:26:22.528]  I said, we ain't coming back, toots.
[03:26:22.788 --> 03:26:24.389]  Ron says open Nancy's house to all.
[03:26:24.409 --> 03:26:29.451]  I was just in Denver, and it's more illegal for a dog to crap in public than a human.
[03:26:30.391 --> 03:26:30.791]  Oh, I know.
[03:26:30.831 --> 03:26:31.671]  That's the big left thing.
[03:26:31.711 --> 03:26:33.132]  Don't let your dog crap.
[03:26:33.152 --> 03:26:34.932]  But a homeless person going, ewww.
[03:26:35.012 --> 03:26:35.553]  It's like, good.
[03:26:37.692 --> 03:26:41.276]  Your dog's dropping a big ol' Joe Rogan in the street.
[03:26:41.316 --> 03:26:45.100]  A carrot on the ground's taller than Joe Rogan.
[03:26:45.120 --> 03:26:47.862]  He's gotta have a microscope to watch Joe Rogan's podcast.
[03:26:47.882 --> 03:26:48.883]  God bless law enforcement.
[03:26:49.264 --> 03:26:50.685]  Because he's like literally an inch tall.
[03:26:51.126 --> 03:26:52.667]  Yeah, but everyone is welcome here.
[03:26:52.687 --> 03:26:58.613]  I'm just confused because first of all like I was told it was racist to have ID in California and then I was told that
[03:27:00.374 --> 03:27:04.576]  Then I was told that this was a sanctuary state, so I'm just really confused.
[03:27:05.357 --> 03:27:06.717]  They said everyone was welcome here.
[03:27:06.757 --> 03:27:07.498]  Very strange.
[03:27:07.958 --> 03:27:13.160]  Nancy said asylum was a human right, and that everyone should be entitled to sanctuary, and all I did was came to Nancy.
[03:27:13.280 --> 03:27:15.702]  Oh, to make it fair, how about like Master Blaster?
[03:27:16.142 --> 03:27:18.423]  I fight you and Joe Rogan, him on your shoulders.
[03:27:19.103 --> 03:27:22.789]  I'm sure she's calling since the government shut down and she's not doing anything to open it.
[03:27:23.429 --> 03:27:24.671]  Because she's focused on the annuality.
[03:27:24.711 --> 03:27:28.016]  I'm sure you can kick my butt, but I still feel like I'm a little overmatched with Joe.
[03:27:28.276 --> 03:27:32.602]  How about Joe is on your shoulders like I thought you bought like your Master Blaster from Beyond Thunderdome.
[03:27:33.924 --> 03:27:35.807]  Well, we can put Joe behind my ear.
[03:27:36.977 --> 03:27:41.398]  And he could just kind of whisper to me what I should do, because I'm not that skilled of a fighter.
[03:27:41.438 --> 03:27:46.620]  I'm pretty big, so, you know, I'm an asshat if things go down, but I would get... I'm not.
[03:27:46.920 --> 03:27:48.860]  Joe would beat me pretty badly.
[03:27:48.900 --> 03:27:49.901]  Me too, yeah.
[03:27:50.281 --> 03:27:55.522]  He could sit on my shoulder, like, in a cute little teacup and whisper to me, like, what I should do in a fight.
[03:27:55.882 --> 03:27:56.923]  That's a good idea!
[03:27:56.943 --> 03:27:58.123]  Yeah.
[03:28:01.791 --> 03:28:02.932]  Let's go back to the police.
[03:28:03.452 --> 03:28:06.174]  We have illegal aliens in Nancy Pelosi's house.
[03:28:06.194 --> 03:28:07.274]  They heard the whole country's free.
[03:28:07.494 --> 03:28:08.855]  They're building a tent in her front yard.
[03:28:08.915 --> 03:28:09.415]  Big deal.
[03:28:10.276 --> 03:28:13.978]  We're seeing extreme racism from the police right now.
[03:28:14.038 --> 03:28:15.959]  We're joking, of course.
[03:28:17.179 --> 03:28:22.342]  So somebody hasn't spread the word yet that identification is racist.
[03:28:22.582 --> 03:28:23.983]  But look how confident the illegals are.
[03:28:24.463 --> 03:28:25.764]  They picked them up in San Francisco.
[03:28:25.784 --> 03:28:26.864]  They know they're gonna be released tonight.
[03:28:26.884 --> 03:28:27.385]  That's what he said.
[03:28:27.405 --> 03:28:27.925]  He said everyone.
[03:28:30.119 --> 03:28:32.485]  All right, Ellen Benjamin is here.
[03:28:32.505 --> 03:28:33.748]  We're going to come back from break.
[03:28:33.768 --> 03:28:35.492]  I don't know how to describe this.
[03:28:35.532 --> 03:28:37.236]  A tent city by illegal aliens is being built.
[03:28:38.573 --> 03:28:40.394]  Nancy Pelosi's Napa Valley estate.
[03:28:41.055 --> 03:28:41.996]  This is live coverage.
[03:28:42.016 --> 03:28:42.776]  Huge pianist.
[03:28:42.836 --> 03:28:43.897]  That means like a piano.
[03:28:43.937 --> 03:28:44.998]  He really does play the piano great.
[03:28:45.338 --> 03:28:46.119]  Hugepianist.com.
[03:28:46.199 --> 03:28:46.599]  I'm Benjamin.
[03:28:46.980 --> 03:28:49.441]  I'm Alex Jones with Infowars.com and Newswars.com.
[03:28:49.922 --> 03:28:51.323]  Everybody go to Infowars.com.
[03:28:51.343 --> 03:28:52.544]  Paul Watson's written about this.
[03:28:52.564 --> 03:28:53.385]  The live feeds are there.
[03:28:53.845 --> 03:28:57.147]  Share this feed or tell folks what the local station you're listening to.
[03:28:57.208 --> 03:28:59.009]  That's how we get past the censors.
[03:28:59.049 --> 03:28:59.729]  We need your help.
[03:29:07.423 --> 03:29:19.390]  Conservatively, there have been several thousand articles written in the last three years demonizing InfoWars, and yours truly, for selling high-quality supplements.
[03:29:20.600 --> 03:29:39.086]  In fact, even the Washington Post, owned by Jeff Bezos, that owns the biggest sellers of supplements in the world, even that organization has written hit pieces claiming I'm a fraud and selling snake oil when they're owned by a man who owns Amazon and Whole Foods.
[03:29:40.726 --> 03:29:42.767]  Amazon was the number one supplement seller in the world.
[03:29:43.147 --> 03:29:44.027]  Whole Foods was number two.
[03:29:44.867 --> 03:29:50.169]  He owns the number one and number two biggest supplement sellers on the planet.
[03:29:51.755 --> 03:29:58.036]  And then his publication, a weaponized disinformation op, says I'm bad and should be shut down.
[03:29:59.297 --> 03:30:12.999]  When more than 15 of the 70 products we have at Infowarslife.com are private labeled, highest quality, top of the line, that are sold at Whole Foods for higher prices.
[03:30:13.900 --> 03:30:15.940]  Think about the level of that fraud.
[03:30:16.889 --> 03:30:19.776]  And I've sent messages to these news organizations pointing that out.
[03:30:19.957 --> 03:30:20.558]  No response.
[03:30:20.799 --> 03:30:21.761]  They never want to get my comment.
[03:30:22.302 --> 03:30:23.225]  Now, why am I saying that?
[03:30:24.488 --> 03:30:24.889]  It's simple.
[03:30:25.916 --> 03:30:30.461]  We have a lot of proprietary original products, but a lot of them are also private labeled.
[03:30:30.861 --> 03:30:37.027]  Whatever already has five stars, whatever people already love, whatever's been tested to be the best, show.
[03:30:37.188 --> 03:30:38.048]  We have a great product.
[03:30:38.169 --> 03:30:38.569]  You love it.
[03:30:38.649 --> 03:30:39.270]  You reorder it.
[03:30:39.650 --> 03:30:41.912]  The Globals are going to test our products, trying to find something.
[03:30:42.373 --> 03:30:44.295]  So we're going to be able to, you know, defeat all that.
[03:30:44.455 --> 03:30:45.496]  It's a 360 win.
[03:30:45.856 --> 03:30:46.517]  We defeat them.
[03:30:46.617 --> 03:30:46.998]  You win.
[03:30:47.118 --> 03:30:47.458]  I win.
[03:30:47.758 --> 03:30:48.259]  It's amazing.
[03:30:50.109 --> 03:30:54.890]  And you've seen them come after our attempts to even process credit cards and shut down InfoWarsTore.com and InfoWarsLife.com.
[03:30:54.950 --> 03:31:10.514]  I mean, it's incredible not just what frauds they are and how they're anti-free market and how they're racketeering against us, not just Jeff Bezos, but this entire system of mainstream media and mainstream corporations and banking are even worse than Bezos and Amazon.
[03:31:12.459 --> 03:31:12.959]  It's hard to believe.
[03:31:13.059 --> 03:31:15.781]  I'm just illustrating how crazy this all is.
[03:31:15.861 --> 03:31:23.364]  Now, I'm going to be cutting some informational pieces in the next few weeks that go into great depth on each one of the products.
[03:31:24.204 --> 03:31:26.445]  I've done this for some of the products, but I haven't done it in a while.
[03:31:26.465 --> 03:31:35.990]  I haven't done it for the new products because, quite frankly, it's like going to school for a college exam to try to accurately talk about how great these products are.
[03:31:36.070 --> 03:31:36.790]  But just know this.
[03:31:38.809 --> 03:31:46.932]  Whatever the attributes that Jeff Bezos and Amazon and Whole Foods are allowed to tell you about their flagship products, these are as good or better.
[03:31:47.252 --> 03:31:49.453]  These are all the top of the line, very best.
[03:31:50.193 --> 03:32:00.537]  I can't even tell you what they do and the history of it and how amazing they are because they selectively enforce and will send the FDA after us.
[03:32:01.337 --> 03:32:02.417]  You see, I'm a subhuman.
[03:32:02.537 --> 03:32:03.197]  I'm garbage.
[03:32:04.218 --> 03:32:05.858]  So Bezos can make all the claims.
[03:32:06.038 --> 03:32:07.359]  Whole Foods can make all the claims.
[03:32:08.536 --> 03:32:09.876]  Because this stuff is dynamite.
[03:32:10.537 --> 03:32:11.597]  Turmeric's dynamite.
[03:32:12.397 --> 03:32:14.037]  Iodine that's clean is dynamite.
[03:32:15.198 --> 03:32:16.878]  Super Mel Vitality, they have similar products.
[03:32:16.958 --> 03:32:17.658]  It's all dynamite.
[03:32:19.239 --> 03:32:21.940]  They can tell you how great it is and show you all the facts and tell you.
[03:32:22.160 --> 03:32:23.100]  Because they're the elite.
[03:32:23.440 --> 03:32:24.160]  I'm just scum.
[03:32:24.760 --> 03:32:25.681]  Just like you, according to them.
[03:32:25.741 --> 03:32:28.161]  But the good news is, you've seen how great these products work.
[03:32:28.501 --> 03:32:32.682]  We do break down some of the basics on each page at m4slife.com to see how wonderful they are.
[03:32:33.183 --> 03:32:34.343]  But experience turmeric.
[03:32:34.403 --> 03:32:35.723]  Experience X3.
[03:32:36.143 --> 03:32:37.604]  Experience Super Mel Vitality.
[03:32:38.444 --> 03:32:50.037]  That, by the way, is the last run of our best-selling product, Supermail Vitality Super Female, because we can't even get the wild-crafted herbs anymore, so we can't get the supply, and I'm sick of it, so I'm discontinuing it, because it's so frustrating.
[03:32:50.077 --> 03:32:53.261]  This is the last run, and it's all 50% off.
[03:32:53.401 --> 03:32:58.287]  Bodies, X3, and Supermail, at InfoWarsStore.com and InfoWarsLife.com.
[03:32:58.467 --> 03:32:59.208]  Thanks for your support.
[03:33:06.078 --> 03:33:08.801]  You're listening to The Alex Jones Show.
[03:33:14.428 --> 03:33:17.933]  We're all living in America!
[03:33:18.273 --> 03:33:19.735]  America!
[03:33:20.055 --> 03:33:21.637]  Es wunderbar!
[03:33:21.717 --> 03:33:25.442]  We're all living in America!
[03:33:33.457 --> 03:33:36.278]  All right, here is Joe Rogan teamed up with Owen Benjamin against me.
[03:33:36.298 --> 03:33:43.539]  And Joe feels a little intimidated, so he's got to have a master blaster.
[03:33:44.479 --> 03:33:46.780]  Owen Benjamin and Joe Rogan are finally back together.
[03:33:46.800 --> 03:33:53.782]  Go back to it.
[03:33:53.802 --> 03:33:55.422]  I can't believe I actually got Joe Rogan on my show.
[03:34:04.209 --> 03:34:04.729]  Four.
[03:34:05.489 --> 03:34:05.990]  Three.
[03:34:06.790 --> 03:34:07.310]  Two.
[03:34:08.190 --> 03:34:09.371]  For God's sake, what now?
[03:34:10.811 --> 03:34:12.952]  Who run Barter Town?
[03:34:13.933 --> 03:34:16.334]  Who runs YouTube and Google?
[03:34:18.894 --> 03:34:19.955]  Four blaster.
[03:34:26.477 --> 03:34:27.378]  Oh, you're censored.
[03:34:27.538 --> 03:34:28.818]  Who run Barter Town?
[03:34:29.238 --> 03:34:29.598]  Who run...
[03:34:35.731 --> 03:34:36.811]  Joe Rogan runs Barter Town.
[03:34:36.891 --> 03:34:41.834]  Joe Rogan and Google Apple.
[03:34:42.855 --> 03:34:52.581]  Joe Rogan, Joe Rogan, Joe Rogan runs Barter Town.
[03:34:54.062 --> 03:34:57.304]  Everyone else is censored and taken off.
[03:34:57.324 --> 03:34:58.625]  Joe Rogan runs Barter Town.
[03:35:01.286 --> 03:35:03.228]  Master Blaster Joe Rogan.
[03:35:04.705 --> 03:35:06.006]  Lift embargo.
[03:35:08.128 --> 03:35:09.689]  If they don't lift your embargo, you're banned.
[03:35:09.709 --> 03:35:11.490]  Get into the Young Turks situation.
[03:35:11.750 --> 03:35:19.496]  So it's not Owen Benjamin that's master blaster, it's the Young Turks and sitting upon the big turd is the king, Joe Rogan.
[03:35:19.996 --> 03:35:28.902]  And seriously, I knew when I had Owen Benjamin on a week ago, I said, you watch all these new channels with millions of views a day, you know, we would dominate Rogan in 10 seconds forever, he knows it.
[03:35:29.323 --> 03:35:30.444]  All taken down by him.
[03:35:31.792 --> 03:35:32.333]  We already know him.
[03:35:32.353 --> 03:35:32.834]  Toe Rogan.
[03:35:33.615 --> 03:35:34.656]  Our Lord and Savior.
[03:35:34.696 --> 03:35:35.397]  Our King!
[03:35:35.417 --> 03:35:36.679]  Go ahead, sorry.
[03:35:37.741 --> 03:35:43.429]  Well, no, I'm just saying that when you look like a toe, like a Toe Rogan,
[03:35:44.489 --> 03:35:46.510]  It's tough to be a king, though.
[03:35:46.530 --> 03:35:47.410]  That's what I don't understand.
[03:35:47.450 --> 03:35:50.092]  It's because, like, Joe would beat me badly.
[03:35:50.132 --> 03:35:51.933]  Like, Joe's a very skilled fighter.
[03:35:52.033 --> 03:35:53.673]  But it would look like a thumb fight.
[03:35:53.773 --> 03:35:56.175]  Like, it would be like a thumb fighting a thumb.
[03:35:56.275 --> 03:35:57.515]  Yeah, but why do you say that?
[03:35:57.555 --> 03:36:00.056]  Because I fought, like, convicts and big black dudes and everything.
[03:36:00.357 --> 03:36:04.419]  If you just explode on somebody right up front, it doesn't matter how much skill they've got in the first 10 seconds.
[03:36:04.699 --> 03:36:05.699]  Like, you're like 6'8".
[03:36:05.719 --> 03:36:07.180]  Why would you say that Joe would kick your ass?
[03:36:08.404 --> 03:36:17.389]  Because there's a certain level of skill in fighters that I've found that if you have it, it's kind of like being a really good actor or a really good piano player or a comic or something.
[03:36:17.429 --> 03:36:23.613]  It's like, there's skills that people have that I don't have in fighting where they just do like the rope, like they can, they can get away.
[03:36:23.633 --> 03:36:26.514]  For example, I put this one guy in the hospital in high school.
[03:36:26.934 --> 03:36:30.476]  So his older cousin, who was already like 20 years old, was a former state wrestling champion.
[03:36:30.897 --> 03:36:33.638]  And sure, he got me and threw me in the ground, but then I just punched him in the throat.
[03:36:34.319 --> 03:36:36.540]  So there's also, you're willing to kill somebody.
[03:36:37.782 --> 03:36:38.403]  Yeah, yeah.
[03:36:38.463 --> 03:36:38.983]  No, totally.
[03:36:39.023 --> 03:36:43.807]  Like, if there's, like, chaos breaking out, like, my size is a really good asset and my strength.
[03:36:44.347 --> 03:36:51.393]  But if you're one-on-one with someone that's as skilled of fighting as Joe, I don't think I'd last 10 seconds with him.
[03:36:51.413 --> 03:36:55.216]  And I'm not saying that because I have any respect for the guy.
[03:36:55.276 --> 03:36:56.137]  It's just true.
[03:36:56.557 --> 03:37:04.564]  Like, in my... The way I picture it is if I tried to hit him, he would be able to avoid it and somehow choke me to death.
[03:37:05.302 --> 03:37:07.763]  Because that's how these MMA guys fight.
[03:37:08.263 --> 03:37:13.946]  I've wrestled around with some of my buddies that are really high-level jiu-jitsu guys, and I feel like a rag doll.
[03:37:13.966 --> 03:37:16.447]  They almost use my own size and strength against me.
[03:37:16.487 --> 03:37:17.567]  You're not in kill mode.
[03:37:18.828 --> 03:37:19.308]  That's true.
[03:37:19.908 --> 03:37:20.328]  That's true.
[03:37:20.849 --> 03:37:25.871]  Kill mode, one hit from an undercut, nose is gone.
[03:37:26.951 --> 03:37:27.771]  I mean, all over.
[03:37:28.032 --> 03:37:29.652]  Head starts flopping around, you start biting people.
[03:37:30.272 --> 03:37:31.353]  It doesn't become the same deal.
[03:37:32.298 --> 03:37:32.960]  That's a good point.
[03:37:33.000 --> 03:37:37.993]  If somebody's got you starting to do the chokehold, you just bite a huge chunk out of their arm, they always let go.
[03:37:39.201 --> 03:37:44.142]  Yeah, and I don't let myself get in a situation where... Let me just tell you, it's easy to beat people's brains out.
[03:37:44.722 --> 03:37:53.324]  Have you ever just experienced how easy it is to start punching a head till it turns soft, just... All of a sudden, they just go away forever?
[03:37:54.204 --> 03:37:55.985]  I've actually never knocked anyone out.
[03:37:56.105 --> 03:38:02.926]  I've won in fights before, but I've never... I mean, I recently killed a pig, and that was pretty mind-blowing, just how easy it is to kill.
[03:38:02.946 --> 03:38:03.406]  Well, that's exactly it.
[03:38:03.426 --> 03:38:05.387]  In the world of MMA, how about guns and knives?
[03:38:05.407 --> 03:38:06.287]  Let's just move on to that.
[03:38:07.270 --> 03:38:08.530]  That's a very good point.
[03:38:08.911 --> 03:38:09.551]  Or walls.
[03:38:10.431 --> 03:38:13.852]  You know, like, I'd just build a giant fence around my whole property.
[03:38:13.992 --> 03:38:14.232]  Or a car.
[03:38:14.272 --> 03:38:15.933]  You just arm a vehicle and we'll just run people over.
[03:38:15.973 --> 03:38:16.453]  How about that?
[03:38:16.613 --> 03:38:17.473]  We'll join Islam.
[03:38:18.513 --> 03:38:25.976]  And then the law will praise us if we cut women's clitorises off and we throw gays off buildings and we run people over.
[03:38:26.136 --> 03:38:27.096]  We'll be loved again.
[03:38:27.476 --> 03:38:29.097]  The problem is we're not doing that, Owen.
[03:38:30.237 --> 03:38:31.417]  Well, I know, and that's the thing.
[03:38:31.477 --> 03:38:36.899]  If you're that bad of a lover, it's like, that's why Islam, for the horrors of it,
