[00:00:09.586 --> 00:00:11.450]  Yeah.
[03:05:17.412 --> 03:05:18.173]  We have to.
[03:05:20.501 --> 03:05:26.183]  Do not allow anyone to tell you that it cannot be done.
[03:05:26.223 --> 03:05:30.865]  No challenge can match the heart and fight and spirit of America.
[03:05:31.646 --> 03:05:32.786]  We will not fail.
[03:05:33.667 --> 03:05:36.508]  Our country will thrive and prosper again.
[03:05:37.188 --> 03:05:38.589]  That whether we are black
[03:05:39.574 --> 03:05:41.375]  Or brown, or white.
[03:05:42.176 --> 03:05:46.279]  We all bleed the same red blood of patriots.
[03:05:46.599 --> 03:05:49.962]  Americanism, not globalism, will be our credo!
[03:05:50.602 --> 03:05:53.424]  The prize I want is victory for the world.
[03:05:53.744 --> 03:05:54.745]  Victory for the world.
[03:06:13.527 --> 03:06:19.790]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:06:20.351 --> 03:06:23.853]  And now, your host, Matt Bracken.
[03:06:28.075 --> 03:06:35.279]  Before we left, I was just talking about what's called the Alger Hiss strategy, which is just stick to the lie, stick to the Russian collusion.
[03:06:35.939 --> 03:06:37.740]  Everybody is a conspirator.
[03:06:38.320 --> 03:06:41.302]  If Mueller doesn't make the right report, Mueller's in on it.
[03:06:42.026 --> 03:06:43.768]  Attorney General Barr, he's in on it.
[03:06:43.928 --> 03:06:44.929]  Everybody's in on it.
[03:06:45.929 --> 03:06:48.812]  But the way to attack it is just to continue to mock it.
[03:06:49.272 --> 03:06:51.494]  Mock these people as Baghdad bobs.
[03:06:51.994 --> 03:06:58.480]  You know, as shills and hacks that their children are going to be so embarrassed of their obvious lying.
[03:06:59.040 --> 03:07:07.768]  And one at a time, journalists with a little bit of integrity will begin to peel away, joining Lara Logan and Sheryl Atkinson and some others.
[03:07:08.468 --> 03:07:17.856]  And meanwhile, the CNN, MSNBC crowd will be distilled down to the most kooky, shills, and lackeys.
[03:07:18.737 --> 03:07:21.179]  And not only lackeys, but some pretty high-ranking people.
[03:07:21.259 --> 03:07:26.824]  Brennan and Clapper still have the nerve to go on television, on CNN and MSNBC.
[03:07:27.405 --> 03:07:28.205]  It's amazing.
[03:07:28.226 --> 03:07:30.508]  They're going to be hauled before Congress, put under oath.
[03:07:31.008 --> 03:07:33.190]  They can go to prison just like Alger Hiss.
[03:07:33.792 --> 03:07:41.523]  The question is, you know, for one guy like Alger Hiss, it's maybe easier to be a martyr, a communist martyr, one at a time.
[03:07:42.144 --> 03:07:48.614]  But when you're called into the grand juries and they put everybody together or against each other in their testimony,
[03:07:49.457 --> 03:07:56.863]  Getting right to the bottom of of who gave the orders and when I think it's going to be shown to go at least back to Peter to us.
[03:07:56.923 --> 03:08:16.618]  Strokes Strokes Strokes text message about Obama wants to know everything that we're doing because there's no way in hell that Brennan Clapper and Comey, who I consider the really the the highest ranking ringleaders of this, along with Obama, Hillary and and Obama's national security team,
[03:08:18.453 --> 03:08:21.534]  There's no way they just cooked this up and Obama was out of the loop.
[03:08:22.395 --> 03:08:24.915]  Obama did it because he thought he could get away with it.
[03:08:25.536 --> 03:08:33.479]  And this is based on the socialist communist dogma that the ends justify the means.
[03:08:34.059 --> 03:08:36.500]  That's what Comey's book A Higher Loyalty means.
[03:08:36.920 --> 03:08:38.501]  Higher than the Constitution.
[03:08:38.841 --> 03:08:39.821]  Higher than your oath.
[03:08:40.421 --> 03:08:41.742]  So these guys
[03:08:42.651 --> 03:08:58.524]  They may all be true believers, like we talked about two weeks ago with Diana West and her great book, Red Thread, about the socialist, communist backgrounds of all of these key players, including some that I didn't know about, like Comey.
[03:08:59.405 --> 03:09:02.427]  You have to go back to their college and graduate work.
[03:09:02.928 --> 03:09:06.831]  That's when they decided, I'm convinced, to go covert
[03:09:07.774 --> 03:09:08.255]  We're good.
[03:09:24.037 --> 03:09:26.658]  Like Brennan, he becomes the head of the CIA.
[03:09:27.098 --> 03:09:28.239]  This isn't a fluke.
[03:09:28.599 --> 03:09:38.722]  It's because there's a clandestine network within all of these agencies boosting and lifting people, the good comrades, putting them in power.
[03:09:39.363 --> 03:09:44.044]  You know, I like Hannity, but he keeps saying, oh, 99.99% of the FBI agents are just great.
[03:09:46.949 --> 03:09:51.852]  But somehow, these 8 or 10, the small group, they just became traitors on their own.
[03:09:51.872 --> 03:09:54.454]  They all met in an office and decided to become traitors.
[03:09:55.034 --> 03:09:58.557]  They were traitors who were put into position to do maximum damage.
[03:09:59.177 --> 03:10:14.647]  And something else to consider, at the senior executive service level that all these players are in, one of the most damaging things that they do is invite their own friends and lackeys in to be their acolytes, to be their mentees.
[03:10:15.388 --> 03:10:15.468]  And
[03:10:16.448 --> 03:10:29.115]  The way this works, they have friends in academia that say, this is a guy that will be great in the State Department, meaning he's a very sharp-witted communist who will be a good, effective, treasonous, lying mole.
[03:10:29.735 --> 03:10:30.856]  And that's what happens.
[03:10:30.916 --> 03:10:41.781]  That's how a Brennan gets through the polygraph exam after saying he voted for the communists in 1976, when the Soviet Union still had gulags.
[03:10:42.301 --> 03:10:43.362]  You know, this is how it worked.
[03:10:44.139 --> 03:10:46.821]  It's not an accident that these guys all rose to the top.
[03:10:47.262 --> 03:10:52.686]  Apparently, I hope, Mueller just reached a point where he wasn't willing to completely fabricate.
[03:10:53.086 --> 03:11:06.117]  He was willing to raid Roger Stone's house, put Manafort in solitary confinement, bankrupt family after family, ruin people's reputations, but he wouldn't raise to the level of actually fabricating evidence.
[03:11:06.537 --> 03:11:11.078]  So when the evidence fell short, he was stuck with putting in a report.
[03:11:11.919 --> 03:11:24.142]  The only poison pill he could do was to throw the obstruction decision over to Barr so that it could then be spun as another hiding of the facts, you know, leading to these redactions.
[03:11:24.703 --> 03:11:29.044]  And speaking of the report that's going to come out next week, the 400-page report,
[03:11:30.467 --> 03:11:31.227]  Redacted.
[03:11:31.808 --> 03:11:46.514]  One of the redaction categories to keep an eye out for, and we're all familiar with the grand jury testimony and so forth, but when you hear sources and methods, this means actual spy tradecraft, names of spies and the spy tradecraft.
[03:11:47.014 --> 03:11:49.075]  But we'll be able to read into this report.
[03:11:49.475 --> 03:11:55.858]  We already know the key players, the key spies, and they're the guy named Mifsud Halper,
[03:11:57.679 --> 03:12:14.548]  And Ambassador Downer, the Australian who was in London, this play of feeding information to Papadopoulos via Mifsud and Halper and then setting up the meeting with with Downer so that it can be, oh, overheard a conversation.
[03:12:14.588 --> 03:12:15.929]  Let's get this to the FBI.
[03:12:16.790 --> 03:12:18.651]  This was all strictly a ruse.
[03:12:18.691 --> 03:12:23.994]  This was an information operation to give the patent of legitimacy
[03:12:24.694 --> 03:12:25.595]  We're good to go.
[03:12:42.896 --> 03:12:50.998]  If you can spy on Carter Page, you can spy on everybody who contacted Carter Page, who contacted the people who contacted Carter Page.
[03:12:51.398 --> 03:12:58.939]  So you're throwing a net, you know, degrees of separation wide around the initial surveillance targets, Page and Papadopoulos.
[03:12:59.259 --> 03:13:07.221]  Basically, it's an excuse to spy on all of Trump World, his entire family, his business associates, Trump Tower, everything.
[03:13:07.781 --> 03:13:10.442]  And so it needs to be said, the three jump role.
[03:13:11.122 --> 03:13:11.262]  But
[03:13:11.994 --> 03:13:23.700]  Another thing that hasn't dropped yet, that I'm keeping an eye out for, because this is going to be really difficult, I think, for Barr, they're going to have to blow the FISA court out of the water.
[03:13:25.241 --> 03:13:34.106]  Enough can't be made of the fact that Strzok was a personal law school friend of FISA Judge Rudy Contreras.
[03:13:34.878 --> 03:13:50.309]  And some of the released text messages have to do with Strzok meeting him socially as cover for action, a tradecraft term implying a very guilty purpose, a guilty reasoning.
[03:13:50.709 --> 03:13:52.410]  You know, why don't you just call him on the phone?
[03:13:52.430 --> 03:13:54.212]  Because you can't leave the electronic trail.
[03:13:54.572 --> 03:13:57.474]  So you arrange to meet at a social event.
[03:13:57.914 --> 03:14:05.957]  Then you can go off to the side and have your no-recording, you know, meat-space, face-to-face conversation, which both can deny.
[03:14:06.578 --> 03:14:14.621]  So, it's going to, I think, turn out that the FISA court was just as corrupt as the rest of this entire soft coup, deep state coup.
[03:14:15.413 --> 03:14:17.034]  And it's going to come around.
[03:14:17.254 --> 03:14:26.998]  And with Trump now starting to tweet by tweeting the video and tweeting about when do the trials begin, hell's there's going to be hell to pay.
[03:14:27.038 --> 03:14:36.842]  Because I know one thing for a fact, along with the Alger his strategy of continuing to lie, bald faced lie to the camera about collusion,
[03:14:37.734 --> 03:14:41.239]  They're also going to double and triple down at every opportunity.
[03:14:41.820 --> 03:14:46.866]  They see this as their great chance to strike against capitalism.
[03:14:47.367 --> 03:14:49.570]  If you read the book Red Thread by Diana West,
[03:14:50.399 --> 03:15:00.966]  All of these players, it's hard to believe they can rise to the top of FBI and so forth, which means that they get paid off doing gigs for corporations in between being a U.S.
[03:15:01.006 --> 03:15:06.749]  attorney or an attorney general or FBI deputy or a boss of the FBI.
[03:15:07.030 --> 03:15:08.551]  In between, they work for corporations.
[03:15:08.971 --> 03:15:15.235]  It's hard to believe these guys, in their own words, in their own writings back to graduate school level,
[03:15:16.010 --> 03:15:17.371]  They're anti-capitalists.
[03:15:17.511 --> 03:15:18.991]  They're for redistribution.
[03:15:19.011 --> 03:15:21.633]  They're just basically stealth communists.
[03:15:22.313 --> 03:15:35.359]  And this is all going to be peeled apart because these guys aren't going to be going down together, you know, like Ray Lewis and his buddies that somebody got stabbed but they all zipped their mouth.
[03:15:35.399 --> 03:15:36.640]  That isn't going to happen this way.
[03:15:37.156 --> 03:15:40.739]  You know, they never could convict any of the Ray Lewis friends because none of them talked.
[03:15:41.199 --> 03:15:42.380]  This group is too big.
[03:15:42.820 --> 03:15:55.088]  There are probably already people who are, you know, giving testimony or have given testimony, and one at a time, they're going to be pointed against each other, and the whole thing is going to unravel.
[03:15:55.669 --> 03:15:59.431]  There will be tons of James Deans in this scandal.
[03:15:59.872 --> 03:16:01.133]  We'll be back in a few minutes.
[03:16:08.180 --> 03:16:11.154]  Please go to Infowarsstore.com and take advantage of these huge specials.
[03:16:11.515 --> 03:16:12.781]  You know, yesterday I did something...
[03:16:14.043 --> 03:16:19.667]  And I had a bunch of people tweeting at me all the products that they've purchased, and it was just incredible.
[03:16:19.687 --> 03:16:23.409]  I mean, you guys are so amazing for supporting us at InfowarsStore.com.
[03:16:23.869 --> 03:16:29.033]  And so, we want to give back, and we want you to get the best deals when we have these specials.
[03:16:29.073 --> 03:16:31.654]  And it's the Spring Super Sale, free shipping storewide.
[03:16:31.814 --> 03:16:33.716]  Bodies is 60% off.
[03:16:33.776 --> 03:16:35.197]  That's one of the top-selling supplements.
[03:16:35.217 --> 03:16:35.737]  People love it.
[03:16:35.877 --> 03:16:36.277]  I love it.
[03:16:36.377 --> 03:16:37.938]  Brain Force Plus is 60% off.
[03:16:38.899 --> 03:16:40.420]  Maybe our number one selling supplement.
[03:16:40.440 --> 03:16:41.921]  I mean, we don't have to sell it 60% off.
[03:16:41.961 --> 03:16:43.503]  We do because we want you to get a good deal.
[03:16:43.583 --> 03:16:45.044]  We want you to take advantage of these specials.
[03:16:45.184 --> 03:16:49.848]  So we hope, you know, if you're a regular user of BrainForce, buy 10 right now at the price that it's at.
[03:16:49.908 --> 03:16:50.889]  Sign up for AutoShip.
[03:16:50.929 --> 03:16:52.530]  That gives you an additional 10% off.
[03:16:52.610 --> 03:16:55.492]  So these are just part of the big specials at InfoWarsStore.com.
[03:16:55.512 --> 03:16:56.993]  But folks, there's things that you need.
[03:16:57.154 --> 03:16:59.135]  We have household items at InfoWarsStore.com.
[03:16:59.155 --> 03:17:00.076]  Do you brush your teeth?
[03:17:00.276 --> 03:17:00.917]  Of course you do.
[03:17:00.997 --> 03:17:03.459]  We've got toothpaste, and it's damn good toothpaste.
[03:17:03.719 --> 03:17:04.399]  I use it every day.
[03:17:04.439 --> 03:17:04.860]  I love it.
[03:17:04.900 --> 03:17:06.401]  Super Blue Fluoride Free Toothpaste.
[03:17:06.661 --> 03:17:07.782]  Shop with the good guys.
[03:17:07.862 --> 03:17:08.883]  We have toothbrushes.
[03:17:09.143 --> 03:17:10.184]  Shop with the good guys.
[03:17:10.264 --> 03:17:12.486]  We have topical wound care gel.
[03:17:12.526 --> 03:17:16.108]  The Super Silver Wound Dressing Gel is the best thing since sliced bread.
[03:17:16.289 --> 03:17:23.134]  So someday, they're gonna have to change that saying from the best thing since sliced bread to the best thing since Super Silver Wound Dressing Gel.
[03:17:23.314 --> 03:17:26.297]  That's on sale right now at InfowarsStore.com.
[03:17:26.437 --> 03:17:27.518]  Check out the t-shirts.
[03:17:27.718 --> 03:17:29.600]  Check out the ball caps.
[03:17:29.680 --> 03:17:31.662]  Check out the survival gear.
[03:17:31.742 --> 03:17:33.044]  Check out the water filters.
[03:17:33.124 --> 03:17:34.385]  Check out the air filters.
[03:17:34.665 --> 03:17:36.847]  I really do love my Alexa Pure Breeze air filter.
[03:17:37.308 --> 03:17:38.669]  I got a couple of them at my home.
[03:17:38.969 --> 03:17:44.154]  And if you have pets, specifically, you will really appreciate the Alexa Pure Breeze.
[03:17:44.254 --> 03:17:44.475]  I mean,
[03:17:45.175 --> 03:17:49.096]  It helps with dandruff and hair, but really with the odor more than anything.
[03:17:49.277 --> 03:17:50.077]  It's just incredible.
[03:17:50.097 --> 03:17:58.060]  In fact, sometimes, I'm not going to lie, sometimes my Alexa Pure Breeze is a little rude because I'll walk by and it'll turn on.
[03:17:58.240 --> 03:17:59.660]  It's basically telling me I stink.
[03:17:59.860 --> 03:18:01.241]  So it does have a bit of an attitude.
[03:18:01.441 --> 03:18:03.802]  It will turn on if you have body odor.
[03:18:04.142 --> 03:18:06.923]  It will turn on to rid the air of those odors.
[03:18:07.103 --> 03:18:09.444]  Yes, that's how strong the Alexa Pure Breeze is.
[03:18:09.564 --> 03:18:13.145]  So if you have a pet, you will really appreciate the Alexa Pure Breeze air filter.
[03:18:13.285 --> 03:18:15.487]  And so we've got Spring Super Sale happening right now, folks.
[03:18:15.507 --> 03:18:16.988]  Please jump over to InfoWarsStore.com.
[03:18:17.088 --> 03:18:20.310]  Check out all the great discounts for yourself.
[03:18:20.330 --> 03:18:22.312]  60% off top-selling supplements.
[03:18:22.632 --> 03:18:22.792]  60% off.
[03:18:22.832 --> 03:18:24.173]  You heard me.
[03:18:24.193 --> 03:18:25.354]  60% off top-selling supplements.
[03:18:25.555 --> 03:18:30.458]  We're able to exist and continue at InfoWars.com because of your support at InfoWarsStore.com.
[03:18:30.598 --> 03:18:31.459]  And that's the key here.
[03:18:31.539 --> 03:18:34.902]  When you continue to support us, we'll continue to exist at InfoWars.com.
[03:18:34.962 --> 03:18:38.885]  So that's how we beat the censorship, is you supporting us at InfoWarsStore.com.
[03:18:38.905 --> 03:18:41.347]  So we have this broadcast at InfoWars.
[03:19:07.253 --> 03:19:08.953]  DNA Force Plus.
[03:19:09.574 --> 03:19:11.394]  Our most advanced formula yet.
[03:19:14.715 --> 03:19:25.278]  DNA Force Plus is focused on overhauling your body's cellular engines and supporting your optimal energy levels while adapting your body to handle the daily bombardment of toxins.
[03:19:28.130 --> 03:19:36.660]  DNA Force Plus contains a combination of the best adaptogens on the market to help your body adapt and bend, not break.
[03:19:37.221 --> 03:19:41.806]  Hand-picked adaptogen herbs help protect your body on a cellular level.
[03:19:42.246 --> 03:19:48.454]  It's time to try the newest version of one of our most powerful formulas yet with DNA Force Plus.
[03:19:54.756 --> 03:19:57.837]  Available at InfoWarsLife.com today.
[03:20:06.720 --> 03:20:09.361]  You're listening to The Alex Jones Show.
[03:20:34.725 --> 03:20:35.506]  Okay, I'm back.
[03:20:36.327 --> 03:20:40.813]  And we're going to be taking some calls, maybe after this segment, towards the end of the show.
[03:20:41.594 --> 03:20:44.678]  And the call-in numbers that everybody's got on SpeedDoll are 877-789-2539-789-ALEX.
[03:20:51.096 --> 03:20:53.738]  And we'll go to calls in a little while.
[03:20:54.198 --> 03:20:58.401]  But I've got another topic to tackle here as soon as I get through this.
[03:20:58.941 --> 03:21:04.985]  Listen, InfoWars doesn't stay on because it's a free utility or it's cheap to run.
[03:21:05.765 --> 03:21:06.846]  It's a big operation.
[03:21:07.686 --> 03:21:08.507]  It costs a lot.
[03:21:09.207 --> 03:21:14.811]  If you want to have this independent channel, it's still existing, then please hit the InfoWars store.
[03:21:15.498 --> 03:21:17.299]  There's a Super Spring Sale going on.
[03:21:17.839 --> 03:21:21.900]  Up to 60% off of InfoWars products.
[03:21:22.940 --> 03:21:24.141]  Double Patriot Points.
[03:21:25.741 --> 03:21:28.302]  55% off of Super Male Vitality.
[03:21:29.183 --> 03:21:30.423]  All Super Blue products.
[03:21:30.963 --> 03:21:31.623]  Wound Gel.
[03:21:32.964 --> 03:21:33.984]  60% off Brain Force.
[03:21:34.504 --> 03:21:35.625]  DNA Force Plus.
[03:21:35.905 --> 03:21:36.425]  Knockout.
[03:21:36.965 --> 03:21:37.645]  Silver Bullet.
[03:21:38.085 --> 03:21:41.527]  Go to the InfoWars store and let's keep the lights on around here.
[03:21:42.347 --> 03:21:42.607]  Okay.
[03:21:44.255 --> 03:21:49.440]  There's a lot of news, obviously, about the Deep State coup, and we could continue that all day and we'll take calls on that subject.
[03:21:49.520 --> 03:21:51.661]  But there's another subject that's been coming up.
[03:21:52.582 --> 03:21:56.125]  Assange is partly related to this, being arrested.
[03:21:58.868 --> 03:22:04.633]  Whatever you think about the guy, seven years in a couple of rooms like that, I think could make anybody crazy.
[03:22:04.673 --> 03:22:11.839]  And some of the reports about his conduct toward the end can be seen as frustration, certainly.
[03:22:12.662 --> 03:22:22.829]  But personally, if you locked me into, you know, a couple of rooms for seven years, I'd probably be, uh, bat-ass, you know what, crazy.
[03:22:24.750 --> 03:22:28.292]  So even to come out of that situation with your sanity would be something.
[03:22:29.453 --> 03:22:36.478]  Now, it's not just Assange and a few other famous people that have been deplatformed and essentially unpersoned.
[03:22:37.378 --> 03:22:41.461]  Tommy Robinson, who is one of the most pivotal figures in Britain,
[03:22:42.447 --> 03:22:53.657]  Uh, not a member of the elite, you know, an actual, uh, you know, lower class, lower class football hooligan kind of guy by his background, but really a brilliant thinker and very, very brave.
[03:22:54.537 --> 03:23:06.888]  One by one, he was cut off from social media until he's basically got no voice unless you actually go to his, um, his, uh, TR news or I think it's trnews.com.
[03:23:07.648 --> 03:23:09.269]  But it's very hard to find them.
[03:23:09.590 --> 03:23:10.911]  These guys just disappear.
[03:23:10.951 --> 03:23:12.292]  They drop off of the radar.
[03:23:12.372 --> 03:23:13.453]  They're not seen anymore.
[03:23:14.553 --> 03:23:26.803]  Facebook, Instagram, Google, YouTube, Patreon, PayPal, credit cards even for some people get dumped by your own credit card company because you're just a bad comrade.
[03:23:27.323 --> 03:23:30.406]  And this is a pattern that we're going to see across the world.
[03:23:31.187 --> 03:23:38.291]  You can see it in more restricted countries like Britain earlier, but you can also see it in the United States or in Canada, certainly.
[03:23:39.012 --> 03:23:41.353]  Faith Goldie, she's just been wiped off of YouTube.
[03:23:41.974 --> 03:23:58.124]  And what's happening is, this is a real example of the Red-Green Alliance in action, the Islamo-Socialism Axis, where the professional internet jihadists
[03:23:58.945 --> 03:24:08.569]  They look at people they want to get kicked off of YouTube, like apostate, ex-Muslim, people like that, have really great YouTube channels.
[03:24:08.629 --> 03:24:11.570]  They don't say anything that's inflammatory, nothing.
[03:24:12.150 --> 03:24:20.133]  But if enough Muslims just call into the moderators at YouTube and say, and say, this guy's a hater, he's an Islamophobe, you're gone.
[03:24:20.814 --> 03:24:33.941]  So the voices that want greater tyranny, like the socialists and the Islamists, they actually have great sway on social media to ban the few remaining voices for freedom.
[03:24:34.801 --> 03:24:36.322]  I call this unpersoning.
[03:24:37.063 --> 03:24:40.184]  You're still alive, you're still breathing, but you have no microphone.
[03:24:41.045 --> 03:24:46.948]  One at a time, your channels are turned off until it's, that's all folks, boom, you're gone, you've disappeared.
[03:24:47.832 --> 03:24:53.592]  And as a result of this, this has made me think about something else, because I'm reading some articles about...
[03:24:54.842 --> 03:25:05.171]  For example, in New Zealand, people that even linked or attempted to search for the manifesto can be charged with felonies down in New Zealand.
[03:25:05.651 --> 03:25:17.821]  So, not only can they remove digital content from the Internet, and Amazon can stop selling books like Mohammed's Quran, Tommy Robinson and Peter McLaughlin's book,
[03:25:18.416 --> 03:25:22.099]  But they can actually go right into your, into your Kindle.
[03:25:22.119 --> 03:25:23.620]  Okay, this is my Kindle.
[03:25:23.700 --> 03:25:24.080]  I love it.
[03:25:24.100 --> 03:25:25.582]  I got a bunch of titles on there.
[03:25:26.182 --> 03:25:32.106]  But we've seen in the past, technologically, Kindle own, you know, has the keys.
[03:25:32.667 --> 03:25:39.152]  Anytime you, um, you switch on the Wi-Fi on your Kindle, if there's a title they don't like, it just disappears.
[03:25:39.992 --> 03:25:44.496]  I was looking at my Kindle settings in my, uh, my Kindle sellers account.
[03:25:45.551 --> 03:25:50.995]  And I don't know why I stumbled onto this, but my books are not available in any of the Islamic countries.
[03:25:52.176 --> 03:25:57.901]  So it's very interesting to see where even like the reach of your book, you think, yeah, I'm selling to the world.
[03:25:57.961 --> 03:25:58.401]  No, you're not.
[03:25:59.309 --> 03:26:09.713]  Kindle, Amazon, they're willing to cooperate with the authoritarian states or Islamist states to make sure that there's, you know, no bad books.
[03:26:10.313 --> 03:26:14.675]  No books that, you know, put Islam in anything but the best light.
[03:26:15.055 --> 03:26:21.398]  So my pitch today is, please get hard copies of key books.
[03:26:22.516 --> 03:26:35.280]  We feel like we're on a roll today because of the deep state coup falling apart, but by no means is it a guaranteed thing that Trump's going to be re-elected and the socialists are going to be out of power.
[03:26:35.820 --> 03:26:36.941]  It could go the other way.
[03:26:37.521 --> 03:26:46.204]  There could be something terrible happening economically or otherwise, and we could wind up with a fluke where we do get a President Bernie Sanders or Kamala Harris.
[03:26:46.744 --> 03:26:47.464]  It can happen.
[03:26:48.044 --> 03:26:50.485]  It can literally happen, and they're all
[03:26:51.235 --> 03:26:53.237]  To me, they are all Marxists.
[03:26:53.337 --> 03:26:58.901]  So whether you call them leftists, progressives, communists, globalists, they're Marxists.
[03:26:59.361 --> 03:27:01.883]  So get hard copies.
[03:27:02.464 --> 03:27:07.427]  If they win everything digital that they don't like, it's going to be deleted.
[03:27:07.487 --> 03:27:08.088]  Like this book.
[03:27:08.128 --> 03:27:09.309]  I just went to my bookshelf.
[03:27:09.369 --> 03:27:12.091]  Resistance to Tyranny by Martino.
[03:27:12.631 --> 03:27:15.494]  You know, get these books hard copy.
[03:27:15.974 --> 03:27:18.516]  The Red Thread by Diana West.
[03:27:18.996 --> 03:27:19.917]  Hard copy.
[03:27:20.527 --> 03:27:25.849]  It's going to be pretty tough, just like unpersoning people from social media in 2019.
[03:27:26.389 --> 03:27:31.910]  What happens when all of your bad comrade books get deleted off your computer?
[03:27:32.251 --> 03:27:38.592]  Just like in New Zealand, they can look into your computer and see, oh my goodness, you downloaded the forbidden video.
[03:27:39.053 --> 03:27:40.693]  The police are knocking at your door.
[03:27:41.333 --> 03:27:47.015]  So everything that's considered anti-social, and their definition of anti-social is
[03:27:48.220 --> 03:27:51.482]  Does this book oppose globalization?
[03:27:51.842 --> 03:27:57.065]  Does this book oppose mass migration and population replacement?
[03:27:57.706 --> 03:28:02.789]  If it does, then you're going to be called an alt-right white nationalist.
[03:28:03.687 --> 03:28:07.210]  And your content is going to be stripped off of the Internet.
[03:28:07.610 --> 03:28:10.452]  So if it's digital, it's going to be gone.
[03:28:10.873 --> 03:28:20.280]  And if we have to live through a decade or years or who knows how long of a Soviet-style dictatorship in the United States or while we're fighting a civil war,
[03:28:21.252 --> 03:28:26.417]  Believe me, all the bad digital content that Big Brother doesn't like, it's gonna be gone.
[03:28:26.897 --> 03:28:30.120]  So, my advice is, get the hard copies.
[03:28:30.140 --> 03:28:39.929]  You know, there's my first book, my last book, but get the hard copies because we're gonna be passing them hand-to-hand if the communists come to power.
[03:28:41.850 --> 03:28:43.412]  We'll be back with calls on the other side.
[03:28:46.574 --> 03:28:47.034]  Oh, and 877-789-2539.
[03:28:47.054 --> 03:28:47.335]  789 Alex.
[03:28:47.355 --> 03:28:47.575]  877-789 Alex.
[03:28:47.595 --> 03:28:47.895]  Pain in my...
[03:29:09.179 --> 03:29:10.640]  Let's go ahead and talk to Jessica.
[03:29:10.660 --> 03:29:12.062]  She wants to talk about the Virginia governor.
[03:29:12.562 --> 03:29:13.463]  Jessica, you're on the air.
[03:29:13.483 --> 03:29:15.264]  Looks like he'll be resigning soon.
[03:29:15.304 --> 03:29:15.725]  What do you think?
[03:29:16.305 --> 03:29:17.126]  I hope so.
[03:29:17.947 --> 03:29:19.588]  I never liked him from the beginning.
[03:29:19.828 --> 03:29:27.575]  I remember that President Obama endorsed him, and that was a big... I thought that would be a big wake-up call to people, but apparently it wasn't.
[03:29:28.115 --> 03:29:30.298]  But we keep the babies comfortable.
[03:29:30.318 --> 03:29:33.781]  I can't really do his fake Southern accent, but it's just... I love Southerners.
[03:29:33.842 --> 03:29:35.243]  I'm from Texas, kind of Southern.
[03:29:35.343 --> 03:29:42.732]  But it's like the fakeness of that sicky sweet, let's stay out of the ladies area, kill that baby.
[03:29:42.932 --> 03:29:47.637]  I think because he's a pediatrician, he's used to people kind of responding to
[03:29:47.637 --> 03:29:49.759]  Oh my gosh, it's so sickening.
[03:30:08.832 --> 03:30:14.057]  I have X2 and the Selenium for my thyroid and I have to say that it's worked wonders.
[03:30:14.137 --> 03:30:16.480]  The BrainForce Plus is amazing.
[03:30:16.800 --> 03:30:27.170]  Me and my family take it every day and I mean you really can feel what it does and usually I get a lot of brain fog from the thyroid issue and that helps tremendously and the knockout
[03:30:27.530 --> 03:30:29.471]  We're going to try the Turbo Force next.
[03:30:48.218 --> 03:30:53.201]  I really want to get that turbo force because my son loves going to the gym and he needs something for a booze.
[03:30:53.281 --> 03:30:55.903]  Well, Jessie, I appreciate your support, but let me be honest with you.
[03:30:55.943 --> 03:30:57.324]  Only take a half pack at the first time.
[03:30:57.424 --> 03:30:59.405]  It's just, it's kind of like good crack.
[03:30:59.525 --> 03:31:01.527]  So, I'm almost embarrassed.
[03:31:01.987 --> 03:31:03.168]  Everybody should be careful with it.
[03:31:03.608 --> 03:31:04.309]  It's the next level.
[03:31:04.369 --> 03:31:04.829]  It's insane.
[03:31:05.009 --> 03:31:19.209]  I really am glad that I'm able to help the fight for truth and freedom and liberty and I don't know what where I would be and what I would think if I didn't have people like you on air who have just stayed strong through it all.
[03:31:19.229 --> 03:31:20.230]  So I just want to encourage you
[03:31:20.330 --> 03:31:24.692]  Just to keep going, keep fighting for us and with us, because I don't know.
[03:31:24.992 --> 03:31:26.013]  I don't know what we would do.
[03:31:26.033 --> 03:31:27.133]  We wouldn't have anybody.
[03:31:27.153 --> 03:31:31.195]  If there wasn't you, I mean, I don't know that anybody else would be on the air doing it.
[03:31:31.336 --> 03:31:38.119]  Like you said, you're the tip of the spear, so I really appreciate you and what you say, you know, helps me stay connected to the truth.
[03:31:38.199 --> 03:31:47.784]  It helps me to stay connected to God, and I can't say enough about how much I love InfoWars, how much I love the products, but I would like to have some female cut shirts.
[03:31:49.004 --> 03:31:50.925]  No, no, I totally agree.
[03:31:51.585 --> 03:31:55.706]  We put out the one gold foil female shirt that was a big hit, and we're just brain dead.
[03:31:55.746 --> 03:31:58.227]  But I promise, that's our number one complaint, is from women.
[03:31:58.367 --> 03:32:00.147]  We've only got a couple shirts that are cut for females.
[03:32:00.227 --> 03:32:01.187]  We will get it done for you.
[03:32:01.207 --> 03:32:06.509]  But Jessica, you give me strength to go on, and your husband, and your family, because just hearing what's in your voice, the
[03:32:06.789 --> 03:32:13.874]  The powerful feminine energy and then the male energy together, all of us focused together against the globalists, is unstoppable.
