[00:00:30.834 --> 00:00:31.954]  It's Sunday, August 25th.
[01:09:08.370 --> 01:09:12.095]  Even they admit that there's stuff happening in the upper atmosphere that they don't know what's going on.
[01:09:12.836 --> 01:09:17.241]  So this is on record, but Forbes just says, oh, Alex Jones says the government's deploying weather weapons.
[01:09:17.281 --> 01:09:17.862]  That's not true.
[01:09:18.262 --> 01:09:22.347]  Well, the government is deploying weather modification strategies.
[01:09:22.387 --> 01:09:23.369]  That's just on record.
[01:09:23.749 --> 01:09:28.010]  See, I don't know anything about weather modification, but their refutation here is ridiculous.
[01:09:28.030 --> 01:09:33.052]  They've got, at the end of each little segment, explaining it as HAARP or whatever, they say, why this claim is ridiculous.
[01:09:33.412 --> 01:09:34.652]  The government is not Halle Berry.
[01:09:34.692 --> 01:09:36.073]  The weather is not like a ceiling fan.
[01:09:36.453 --> 01:09:38.573]  The weather is extremely complex and difficult to control.
[01:09:38.913 --> 01:09:44.855]  Science has not yet advanced to the degree that creating a real hurricane that is too much larger than your toilet is possible.
[01:09:45.295 --> 01:09:47.896]  So, I mean, that's just a denial.
[01:09:48.196 --> 01:09:51.637]  Yeah, that's like when they used to say you can't make an atom bomb that could blow up an entire city.
[01:09:52.048 --> 01:09:53.989]  Yeah, you're not actually disproving the claim.
[01:09:54.029 --> 01:09:55.650]  I mean, I don't know whether that one's true or not.
[01:09:56.111 --> 01:09:59.693]  But if we go on to the next one, the government is using chemicals to turn the people in frogs gay.
[01:09:59.713 --> 01:10:03.676]  That's actually not... well, I mean, it's kind of what Alex said.
[01:10:04.316 --> 01:10:12.402]  I don't know whether he said the government, I think he just said they, but what it was is just corporate malfeasance, where they're dumping a certain kind of chemical into the environment because it's easier than disposing of it properly.
[01:10:12.802 --> 01:10:14.583]  And there were two kinds of frogs.
[01:10:14.603 --> 01:10:16.503]  I actually made a video reading the study.
[01:10:17.563 --> 01:10:19.404]  Because it was genuinely true.
[01:10:19.444 --> 01:10:21.405]  It was genuinely actually turning the frogs.
[01:10:21.425 --> 01:10:25.686]  10% of them went transsexual and actually became female.
[01:10:26.166 --> 01:10:31.468]  And the other ones actually did exhibit female characteristics and behaviours.
[01:10:31.828 --> 01:10:35.169]  So, you know, you could say it was turning them gay because they were courting male frogs.
[01:10:36.349 --> 01:10:37.450]  But did you see what they said?
[01:10:37.470 --> 01:10:38.191]  It's not untrue!
[01:10:38.491 --> 01:10:40.212]  They actually admit that he's right!
[01:10:40.592 --> 01:10:40.773]  Yeah.
[01:10:40.873 --> 01:10:52.362]  They say, actually, what Jones did is he referred to a study from California Berkeley, which suggested that exposure to atrazine, a widely used pesticide, is causing gender switching, and it admits that that's true!
[01:10:52.562 --> 01:10:52.662]  Yeah.
[01:10:52.682 --> 01:10:54.944]  Do they even admit in their story he was right?
[01:10:55.504 --> 01:10:58.286]  If anything, Alex Jones actually undersold this one.
[01:10:58.606 --> 01:10:59.807]  He just said that it was turning them gay.
[01:10:59.867 --> 01:11:00.828]  No, it's turning them trans.
[01:11:01.309 --> 01:11:02.790]  So, yeah, he undersold that.
[01:11:02.830 --> 01:11:04.031]  But see, the whole point is like,
[01:11:05.453 --> 01:11:09.976]  Something is happening with the chemicals and the frogs, and that's how you make it go viral.
[01:11:10.956 --> 01:11:11.517]  Here's number eight.
[01:11:11.557 --> 01:11:13.778]  The fluoride in drinking water is making people dumb.
[01:11:14.158 --> 01:11:14.438]  Oops!
[01:11:14.658 --> 01:11:17.720]  I guess they missed the Harvard study and then the new study that just came out.
[01:11:17.820 --> 01:11:20.162]  Yeah, and again, why this claim is ridiculous.
[01:11:20.222 --> 01:11:20.882]  This is what they say.
[01:11:21.362 --> 01:11:26.966]  Okay, if you enter Alex Jones and IQ into a PubMed search, you get the following zero items with search results.
[01:11:27.506 --> 01:11:28.747]  That's not a refutation.
[01:11:28.787 --> 01:11:29.867]  That's not saying that he's wrong.
[01:11:30.187 --> 01:11:32.429]  That's just insulting him and calling him stupid.
[01:11:33.209 --> 01:11:37.652]  That's just... I mean... And then they say, did I mention that Jones sells water filters?
[01:11:38.573 --> 01:11:38.953]  Yeah!
[01:11:39.093 --> 01:11:39.473]  We know!
[01:11:39.493 --> 01:11:43.436]  It's like, as soon as I found out what fluoride is, I never drank out of the tap!
[01:11:44.337 --> 01:11:45.277]  It's like, duh!
[01:11:45.298 --> 01:11:47.259]  I actually still drink out of the tap like an idiot.
[01:11:47.719 --> 01:11:48.560]  You gotta cut that out.
[01:11:48.580 --> 01:11:49.600]  I know, I'll be fluoridated.
[01:11:49.641 --> 01:11:51.562]  You need a water filter from Infowarsstore.com.
[01:11:51.582 --> 01:11:54.324]  Can we get this guy a water filter?
[01:11:54.344 --> 01:11:56.765]  Yeah, can I get a complimentary one?
[01:11:56.826 --> 01:11:59.948]  Maybe we've got like a clearly filtered water bottle laying around here.
[01:12:00.388 --> 01:12:01.409]  Because that thing works too.
[01:12:02.594 --> 01:12:03.134]  Here's another one.
[01:12:03.535 --> 01:12:07.757]  The life-ruining HPV vaccine is being pushed on young women around the world.
[01:12:08.017 --> 01:12:08.457]  That's true!
[01:12:08.777 --> 01:12:12.819]  The scientists of it came out and said it doesn't even work and it can have a lot of negative side effects.
[01:12:12.839 --> 01:12:14.560]  They just had to push it out because they made so many of them.
[01:12:15.221 --> 01:12:15.841]  So it's like, again!
[01:12:17.412 --> 01:12:18.152]  They just twist it.
[01:12:18.172 --> 01:12:19.173]  Oh, they actually say that here.
[01:12:19.233 --> 01:12:20.213]  It's the CDC reports.
[01:12:20.413 --> 01:12:29.937]  HPV vaccination can have side effects, but most are relatively mild and temporary, such as pain, redness or swelling in the injection area, fever, headache, nausea or muscle pain.
[01:12:30.537 --> 01:12:35.899]  Only 6% of all reports to the reporting system were considered serious.
[01:12:36.039 --> 01:12:37.539]  Well, then sleep safely.
[01:12:37.559 --> 01:12:38.480]  Oh, so he was right again.
[01:12:38.500 --> 01:12:40.441]  Well, I mean, yeah.
[01:12:40.521 --> 01:12:41.141]  But they twist it.
[01:12:41.161 --> 01:12:42.041]  They always twist it.
[01:12:42.461 --> 01:12:44.222]  It's like, the report is that
[01:12:45.888 --> 01:12:53.954]  They know that this vaccine is having a lot of negative side effects and it's not even that effective but they made so many they just have to push it out and so that's what they do.
[01:12:56.792 --> 01:13:08.559]  I mean, like, there are legitimately things in here that Alex Jones has said that are... I mean, you know, if this was like PolitiFact or something, it'd be mostly true, you know, or at least partially true.
[01:13:08.959 --> 01:13:11.581]  And they're presenting it as if nothing that he has said is true.
[01:13:12.201 --> 01:13:13.142]  Sorry, some of it is.
[01:13:14.563 --> 01:13:17.965]  I don't know about the HIV one, and they're not even trying to refute this, really.
[01:13:18.345 --> 01:13:20.086]  They say this is not the movie Resident Evil.
[01:13:20.126 --> 01:13:21.227]  Why would the government be trying to...
[01:13:22.027 --> 01:13:26.290]  Make people gay with drinking water and then wiping people out with a gay manufactured virus or whatever.
[01:13:26.710 --> 01:13:29.671]  But the next one is the government climate change data is fabricated.
[01:13:29.711 --> 01:13:33.654]  But there was climate gates where the leaked emails came out where they were fabricating the data.
[01:13:34.414 --> 01:13:37.976]  And so, I mean, I don't know if that means all of the data or some of the data or just that.
[01:13:38.256 --> 01:13:38.656]  I don't know.
[01:13:38.736 --> 01:13:40.977]  But you fabricate any data, it's all fabricated.
[01:13:41.358 --> 01:13:45.200]  Well, I mean, it's at least a bit suspect if they are fabricating some data, isn't it?
[01:13:45.896 --> 01:13:51.938]  Well, and then they do this whole thing, too, where if, like, there's a gust of wind on the Atlantic Ocean, it's a hurricane now.
[01:13:52.498 --> 01:13:54.718]  And so they say, 500 hurricanes, oh, there's a gust of wind.
[01:13:55.059 --> 01:13:56.339]  Right, OK.
[01:13:56.879 --> 01:13:58.880]  So, yeah, a lot of these are quite funny.
[01:13:59.220 --> 01:14:02.181]  The next one is vaccines cause autism, which I don't know.
[01:14:02.201 --> 01:14:05.562]  But the second one is Sandy Hook.
[01:14:05.762 --> 01:14:06.642]  That's not a health claim.
[01:14:06.662 --> 01:14:11.083]  Sandy Hook was staged to promote gun control.
[01:14:11.223 --> 01:14:13.824]  Again, but even after the story was...
[01:14:15.006 --> 01:14:20.751]  They know Alex Jones has made dozens of videos saying that no Sandy Hook happened, and so they just put this in here anyway.
[01:14:20.771 --> 01:14:23.173]  And again, like you said, it doesn't have anything to do with health.
[01:14:23.413 --> 01:14:24.935]  And he's retracted that anyway, hasn't he?
[01:14:24.955 --> 01:14:27.037]  I mean, he's made a public apology to the families and stuff.
[01:14:28.037 --> 01:14:28.878]  So why bring it up?
[01:14:29.259 --> 01:14:35.544]  And then about the supplements, but again... So I would say at least half of that has some merit to it.
[01:14:37.005 --> 01:14:39.828]  And then again, they attack the fact that we sell body armor.
[01:14:41.610 --> 01:14:46.593]  In this story, after he mentions that, okay, everybody sells, people sell body armor?
[01:14:46.813 --> 01:14:47.754]  Amazon sells body armor.
[01:14:47.774 --> 01:14:48.954]  I'm not allowed to sell body armor?
[01:14:48.974 --> 01:14:50.915]  I actually bought a stab vest off Amazon.
[01:14:51.856 --> 01:14:52.416]  Good idea!
[01:14:52.436 --> 01:14:54.738]  Yeah, well, I have to go to London often.
[01:14:57.219 --> 01:15:00.881]  Yeah, you need a stab vest over there for sure.
[01:15:00.921 --> 01:15:08.906]  And then, many claims about the supplements and health products that Jones is selling, and again, they just want to go into this whole thing where
[01:15:09.713 --> 01:15:13.936]  Well, if they don't do this or this or talk to the FDA, then, you know, you can't be proving anything.
[01:15:14.557 --> 01:15:16.558]  But just read the reviews.
[01:15:16.658 --> 01:15:17.919]  I mean, I've taken the products.
[01:15:18.680 --> 01:15:19.501]  People know they work.
[01:15:19.521 --> 01:15:20.401]  I don't need the FDA.
[01:15:20.662 --> 01:15:22.523]  What has the FDA ever done for anybody anyway?
[01:15:22.803 --> 01:15:28.268]  What I love about this, they've got, like, Jon Stewart as the picture on the front of this, because he had obviously done a video.
[01:15:28.308 --> 01:15:28.948]  Well, he's a genius.
[01:15:28.988 --> 01:15:30.249]  I mean, he's an intellectual giant.
[01:15:30.850 --> 01:15:34.753]  And all of them, the whole Russiagate conspiracy, and it is a conspiracy,
[01:15:35.819 --> 01:15:36.920]  I mean, there's just nothing to it.
[01:15:37.620 --> 01:15:40.002]  And they'd still sell you that today.
[01:15:40.342 --> 01:15:43.265]  Yeah, well, they still try to frame it as, oh, he didn't totally exonerate him.
[01:15:43.305 --> 01:15:45.086]  It's like, well, there wasn't any evidence that he did it.
[01:15:45.566 --> 01:15:49.169]  That's what exonerates him, is the lack of evidence connecting him to Russia.
[01:15:49.209 --> 01:15:51.691]  And you can't disprove something you never did.
[01:15:51.971 --> 01:15:53.252]  It's literally impossible.
[01:15:53.292 --> 01:15:54.553]  Yeah, you can't prove a negative.
[01:15:54.813 --> 01:15:58.836]  But the media tries to do that every day at CNN and MSNBC.
[01:15:58.856 --> 01:15:59.717]  We'll be right back.
[01:16:03.925 --> 01:16:07.697]  We have a new product line in that I'm extremely excited about.
[01:16:07.817 --> 01:16:08.619]  Everybody knows that...
[01:16:10.976 --> 01:16:14.717]  Super Silver is the strongest over-the-counter, FDA approved for over-the-counter sale.
[01:16:15.458 --> 01:16:16.338]  Silver there is.
[01:16:16.838 --> 01:16:18.038]  It's used in medical clinics.
[01:16:18.098 --> 01:16:18.999]  It's used in hospitals.
[01:16:19.679 --> 01:16:20.379]  It's for wounds.
[01:16:20.459 --> 01:16:23.280]  A little pea-sized amount of it is like a shield on your skin.
[01:16:23.760 --> 01:16:24.361]  It's amazing.
[01:16:24.581 --> 01:16:25.381]  Everybody needs it.
[01:16:25.561 --> 01:16:30.583]  Once you've been wounded, once you've got a scratch or a little bit when you're going to be going out and doing something, don't ingest it though.
[01:16:30.643 --> 01:16:31.343]  It's really strong.
[01:16:31.363 --> 01:16:32.944]  It's not good for bacteria and viruses for a reason.
[01:16:33.064 --> 01:16:33.444]  It's mean.
[01:16:34.344 --> 01:16:36.066]  And the particles are so small, they go right into them.
[01:16:36.146 --> 01:16:37.187]  So this is the best stuff out there.
[01:16:37.247 --> 01:16:40.290]  But I said, everybody says we should put out a high-quality skin cream.
[01:16:40.470 --> 01:16:46.716]  I said, why don't we put the silver in that, but not just get it approved for over-the-counter sale, just so you can have it in stores and say FDA approved.
[01:16:46.736 --> 01:16:48.578]  Well, that's what we got them to do, the same big company.
[01:16:48.638 --> 01:16:49.799]  We've had this in for two weeks.
[01:16:49.839 --> 01:16:53.102]  I've been so busy, I haven't talked about it because I've been covering news.
[01:16:53.202 --> 01:16:56.065]  But it's very exciting from the same company, but it's new.
[01:16:56.185 --> 01:16:57.807]  Working with another big skin care company.
[01:16:57.987 --> 01:16:58.547]  We're good to go.
[01:17:14.977 --> 01:17:17.579]  The new Super Silver Skin Cream is the best of both worlds.
[01:17:17.599 --> 01:17:19.700]  It helps reduce wrinkles and keep your skin healthy.
[01:17:19.841 --> 01:17:22.362]  It kills dangerous viruses and bacteria that make you sick.
[01:17:22.462 --> 01:17:26.225]  Super Silver Skin Cream is infused with patented Silver Sol Technology.
[01:17:26.245 --> 01:17:31.269]  It's used by top hospitals and health clinics to kill off everything from MRSA to Candida fungus.
[01:17:31.389 --> 01:17:42.377]  It's also loaded with the best natural ingredients for your skin, like coconut oil, vitamin E. Unlike most skin creams, Super Silver Skin Cream is free of BPA, parabens, harsh preservatives, and sulfates.
[01:17:42.517 --> 01:17:43.757]  Well, we're going to go ahead and get started.
[01:17:43.777 --> 01:17:45.158]  We're going to go ahead and get started.
[01:17:45.178 --> 01:17:46.158]  We're going to get started.
[01:17:46.198 --> 01:17:47.318]  We're going to get started.
[01:17:47.378 --> 01:17:48.138]  We're going to get started.
[01:17:48.158 --> 01:17:49.019]  We're going to get started.
[01:17:49.079 --> 01:17:49.979]  We're going to get started.
[01:17:50.019 --> 01:17:50.859]  We're going to get started.
[01:17:50.879 --> 01:17:51.819]  We're going to get started.
[01:17:51.839 --> 01:17:52.619]  We're going to get started.
[01:17:52.639 --> 01:17:53.260]  We're going to get started.
[01:17:53.340 --> 01:17:54.540]  We're going to get started.
[01:17:54.580 --> 01:17:55.460]  We're going to get started.
[01:17:55.520 --> 01:17:56.280]  We're going to get started.
[01:17:56.300 --> 01:17:57.141]  We're going to get started.
[01:17:57.201 --> 01:17:57.881]  We're going to get started.
[01:17:57.901 --> 01:17:58.761]  We're going to get started.
[01:17:58.801 --> 01:17:59.861]  We're going to get started.
[01:17:59.881 --> 01:18:00.681]  We're going to get started.
[01:18:00.701 --> 01:18:01.662]  We're going to get started.
[01:18:01.682 --> 01:18:02.982]  We're going to get started.
[01:18:03.142 --> 01:18:03.962]  We're going to get started.
[01:18:03.982 --> 01:18:04.862]  We're going to get started.
[01:18:04.882 --> 01:18:05.402]  We're going to get started.
[01:18:05.483 --> 01:18:06.543]  We're going to get started.
[01:18:06.563 --> 01:18:07.383]  We're going to get started.
[01:18:07.403 --> 01:18:08.223]  We're going to get started.
[01:18:08.243 --> 01:18:09.003]  We're going to get started.
[01:18:09.023 --> 01:18:09.664]  We're going to get started.
[01:18:09.704 --> 01:18:10.464]  We're going to get started.
[01:18:10.604 --> 01:18:11.364]  We're going to get started
[01:18:11.764 --> 01:18:14.506]  Want to get this for yourself for external use only.
[01:18:14.626 --> 01:18:16.747]  And we've got it in the straight no scent.
[01:18:16.768 --> 01:18:17.548]  It's not really a scent.
[01:18:17.568 --> 01:18:18.148]  It's natural.
[01:18:18.229 --> 01:18:19.990]  And we've also got it with the grapefruit.
[01:18:20.010 --> 01:18:21.070]  It's also got all those added.
[01:18:21.311 --> 01:18:22.371]  We have little tubes of it.
[01:18:22.391 --> 01:18:23.312]  We have big tubes of it.
[01:18:23.512 --> 01:18:24.673]  And it's a great deal.
[01:18:24.773 --> 01:18:28.075]  Again, $7.45 for the little one.
[01:18:28.355 --> 01:18:32.899]  And if you get the big ones, you get an even better deal for the amount that you get.
[01:18:32.919 --> 01:18:32.899]  $14.95.
[01:18:32.939 --> 01:18:33.559]  And I can tell you,
[01:18:34.940 --> 01:18:37.261]  Similar brands sold in stores that don't have the silver.
[01:18:37.401 --> 01:18:38.642]  Retail for $25.
[01:18:38.702 --> 01:18:39.002]  Sell for $19.95.
[01:18:39.822 --> 01:18:41.323]  So this is even better at $14.95.
[01:18:41.963 --> 01:18:43.004]  That is a really good deal.
[01:18:43.144 --> 01:18:45.625]  So this is a whole new enchilada.
[01:18:46.045 --> 01:18:47.266]  It's a whole new world.
[01:18:47.286 --> 01:18:51.808]  And I believe it's going to end up being a national bestseller, not just here.
[01:18:51.828 --> 01:18:55.069]  And I believe it's going to fund us into taking the country and the world back.
[01:18:55.109 --> 01:18:56.029]  So please, check it out.
[01:18:56.069 --> 01:18:58.050]  The new products at InfoWarsTore.com.
[01:18:58.070 --> 01:19:01.392]  25% off as an introductory at InfoWarsLife and InfoWarsTore.com.
[01:19:04.172 --> 01:19:07.876]  Well, today, in Thor's Life, Protein Bar.
[01:19:08.557 --> 01:19:09.058]  Mmm.
[01:19:09.358 --> 01:19:13.403]  I just devoured your cousin in Thor's Life, Protein Bar.
[01:19:34.758 --> 01:19:59.232]  What the hell's going on here?
[01:20:06.317 --> 01:20:09.041]  You're listening to The Alex Jones Show.
[01:20:19.895 --> 01:20:24.461]  On a warm summer's evening, on a train bound for nowhere,
[01:20:25.376 --> 01:20:28.297]  Welcome back to the Alex Jones Show.
[01:20:28.377 --> 01:20:31.697]  Owen Troyer sitting in, Sargon of Akkad in studio with us.
[01:20:31.717 --> 01:20:33.057]  And we are just
[01:20:52.967 --> 01:20:54.068]  Well, we've talked about a lot of things.
[01:20:54.088 --> 01:21:03.477]  The social media censorship, the culture shift revolution happening around the world, the protests in Hong Kong, President Trump talking about that and other things developing.
[01:21:03.497 --> 01:21:06.279]  You know, here's a health claim.
[01:21:06.620 --> 01:21:07.460]  We just did a list.
[01:21:07.540 --> 01:21:12.345]  Forbes put out a list of the Alex Jones health claims that ended up not being true, except they ended up being true.
[01:21:12.385 --> 01:21:13.406]  Some of them aren't even health claims.
[01:21:14.447 --> 01:21:14.607]  But,
[01:21:16.223 --> 01:21:22.467]  They didn't mention the 5G, I guess because maybe since this was last year, we didn't have as much reports on this.
[01:21:22.507 --> 01:21:25.509]  But, you know, that's kind of the next big one to me.
[01:21:25.789 --> 01:21:35.054]  And when I think about the, let's say, the red pill experience or the awakening experience for everybody, there's different things that kind of spur it.
[01:21:36.035 --> 01:21:42.219]  But the 5G thing to me is something that I think instinctually the average human knows.
[01:21:43.308 --> 01:21:44.408]  Alright, I got my smartphone here.
[01:21:45.429 --> 01:21:46.329]  Put it up against my head.
[01:21:46.969 --> 01:21:49.150]  And if I do that for 10 hours straight, probably bad for me.
[01:21:49.570 --> 01:21:51.650]  I think the average human would just assume that, right?
[01:21:51.670 --> 01:21:57.952]  I mean, you have to have some sort of instinct about this foreign technology interacting with our organic biology.
[01:21:58.652 --> 01:22:00.993]  And so I think a lot of people think about it, but they just don't talk about it.
[01:22:01.053 --> 01:22:03.233]  They say, oh, the news doesn't talk about it, so it's a non-story.
[01:22:04.374 --> 01:22:09.555]  But it's all starting to come out, the negative side effects of 5G, but it's just like, oh, let's just rule it out anyway.
[01:22:11.165 --> 01:22:13.627]  I don't know anything about the negative side effects of 5G.
[01:22:13.647 --> 01:22:16.008]  I've just seen people being concerned about it.
[01:22:16.028 --> 01:22:16.608]  Exactly, yeah.
[01:22:16.748 --> 01:22:17.929]  I literally don't know anything about it.
[01:22:18.529 --> 01:22:24.933]  But you probably know, you know, they have Stormy Daniels on comedy shows talking about the shape of Trump's member.
[01:22:25.233 --> 01:22:27.234]  I know that she had to pay Trump more than he paid her, so...
[01:22:30.832 --> 01:22:38.598]  But the thing with mobile technology is it's just not been around long enough to give us long-term effects of what it is.
[01:22:38.658 --> 01:22:42.301]  I mean it could be in like 50 years time people will be like, God, I can't believe they did this.
[01:22:42.341 --> 01:22:51.768]  You know, the same with putting thalidomide in giving it to pregnant women and you know various other like scientific mistakes that were made during that in the past.
[01:22:51.808 --> 01:22:52.588]  I mean we don't know.
[01:22:52.608 --> 01:22:55.971]  We're just assuming because there don't appear to be any immediate adverse effects.
[01:22:56.011 --> 01:22:57.432]  But I mean I'm no expert on
[01:22:57.432 --> 01:22:58.293]  Well, have you heard this story?
[01:22:58.333 --> 01:22:58.934]  The crew just had it up.
[01:22:58.994 --> 01:23:01.717]  There was a 5G cell tower at a school.
[01:23:02.137 --> 01:23:03.198]  I believe it was an elementary school.
[01:23:03.619 --> 01:23:04.720]  How many kids got cancer?
[01:23:04.740 --> 01:23:06.502]  It was like two or three kids got cancer.
[01:23:06.622 --> 01:23:06.883]  Really?
[01:23:06.903 --> 01:23:07.744]  Yeah.
[01:23:08.004 --> 01:23:08.304]  Fourth!
[01:23:09.349 --> 01:23:10.910]  Four kids, and then they took it down.
[01:23:11.210 --> 01:23:15.553]  Parents blame elementary school cell tower after fourth student diagnosed with cancer.
[01:23:15.573 --> 01:23:17.655]  What are your thoughts on that?
[01:23:18.795 --> 01:23:25.300]  I don't know, but I did hear that there were examples of birds dying around these 5G towers.
[01:23:25.360 --> 01:23:26.420]  And bees, I think, too.
[01:23:26.581 --> 01:23:27.241]  See if you can find that.
[01:23:27.501 --> 01:23:28.962]  Birds and bees, I think, dying from it.
[01:23:29.302 --> 01:23:33.805]  Yeah, so it does seem like there might be something wrong with these.
[01:23:34.086 --> 01:23:39.029]  Oh, but you see, the current infrastructure, the current tech infrastructure can't
[01:23:40.331 --> 01:23:44.997]  How's the smart security AI totally built in?
[01:23:45.358 --> 01:23:46.880]  See, I think that's what this is really all about.
[01:23:47.220 --> 01:23:48.362]  Why do we really need 5G?
[01:23:48.382 --> 01:23:50.124]  Well, oh, so I can get a video faster?
[01:23:51.152 --> 01:23:54.476]  I can get a video in five seconds on my phone right now.
[01:23:54.496 --> 01:23:55.877]  But it could be two seconds.
[01:23:57.920 --> 01:23:59.742]  But how many people are really clamoring for that?
[01:24:00.282 --> 01:24:11.254]  I think that this is all about having a tech infrastructure with the 5G so that the AI, facial recognition, social security, social credit security, alert, whatever, all that crap.
[01:24:11.815 --> 01:24:12.555]  Like they have in China.
[01:24:12.635 --> 01:24:17.358]  I think this is what it's really about because you don't have the capability to do that on 4G.
[01:24:17.398 --> 01:24:18.018]  They're just not enough.
[01:24:18.058 --> 01:24:25.382]  If you want to spy on everybody in real time with your own devices and not their cell phone in their pocket, you have to be on 5G and you're going to have that cell phone spying on them too.
[01:24:25.582 --> 01:24:29.804]  Well, I don't know about that, but the real litmus test will be where they put these 5G towers.
[01:24:29.864 --> 01:24:35.366]  I mean, if they're in the Hollywood Hills where all the millionaires and billionaires are, then yeah, then they're safe.
[01:24:35.907 --> 01:24:39.128]  If they're just in the working class areas, I'd probably have a few questions.
[01:24:39.168 --> 01:24:40.809]  So yeah, so that's what they do now.
[01:24:41.149 --> 01:24:43.472]  Oh my gosh, this is crazy.
[01:24:43.512 --> 01:24:47.937]  So, they have these 5G towers that they try to make look like trees.
[01:24:48.438 --> 01:24:50.460]  Like, that's the whole trick, because the tower's ugly.
[01:24:50.880 --> 01:24:59.831]  So they make it look like a tree, and so these bees, or these birds, put a nest in a tree, or they build their beehive in the tree, and then they all get zapped to death.
[01:25:00.672 --> 01:25:01.252]  Apparently so.
[01:25:01.873 --> 01:25:09.916]  I mean, I don't know anything about the science of it or anything like that, but, uh, I mean, you know, as a regular person, I'm just looking at that thinking, well, I don't trust it.
[01:25:09.936 --> 01:25:11.257]  Well, and here's the thing.
[01:25:11.457 --> 01:25:17.160]  If you've ever been, I did a report on this, if you go down to these cell towers, it says, do not stand anywhere near this tower, you're going to die.
[01:25:17.740 --> 01:25:25.223]  I saw, um, I saw the, the pictures of them setting them up and the, the huge body suits that the guy setting them up are wearing.
[01:25:25.263 --> 01:25:26.064]  Like a hazmat suit.
[01:25:26.084 --> 01:25:26.704]  Yeah, exactly.
[01:25:26.724 --> 01:25:28.745]  It doesn't exactly fill me with confidence, you know.
[01:25:29.045 --> 01:25:34.147]  Well, it's kind of like the guy who from, I think it was from Monsanto, who was talking about glyphosates.
[01:25:34.947 --> 01:25:40.909]  Oh, he had a little sample of glyphosates in like a little, um, a little glass jar.
[01:25:41.569 --> 01:25:43.269]  He's like shaking it, he's showing it to the camera.
[01:25:43.569 --> 01:25:45.970]  This is perfectly safe, nothing wrong with this.
[01:25:46.390 --> 01:25:47.431]  And then they say, okay, drink it.
[01:25:47.451 --> 01:25:49.251]  And he's like, hell no, I wouldn't drink that.
[01:25:49.491 --> 01:25:51.412]  So what is, what is a glyphosate?
[01:25:52.131 --> 01:26:04.535]  Glyphosates are chemicals that they use in, like, I believe it's chemical runoff from pharmaceuticals, and I think maybe from some pesticides, and it gets into the water, like people flush their pharmaceuticals or, you know, stuff like that.
[01:26:04.775 --> 01:26:05.495]  Turns the frogs gay.
[01:26:05.715 --> 01:26:07.036]  It turns the frogs gay, sure.
[01:26:07.256 --> 01:26:07.816]  Stuff like that.
[01:26:08.616 --> 01:26:13.858]  But it's the same thing where, and they would never do this, say, oh, the 5G's perfectly safe.
[01:26:13.918 --> 01:26:14.178]  Really?
[01:26:14.578 --> 01:26:17.299]  Why don't you go up and sit in that tower for one night?
[01:26:17.579 --> 01:26:19.040]  Just go ahead and just, you know, put a
[01:26:20.063 --> 01:26:22.283]  Put a little hanger up there or something.
[01:26:22.323 --> 01:26:23.284]  Just hang out for a night.
[01:26:23.604 --> 01:26:25.064]  They'd say, hell no, I'm not doing that.
[01:26:25.564 --> 01:26:32.306]  Yeah, I mean, that was one of the alphabet news networks that you had the children getting cancer from, wasn't it?
[01:26:32.346 --> 01:26:36.226]  So, it's not like it's some weird thing, is it?
[01:26:36.286 --> 01:26:42.708]  But, I mean, I do think that a lot of this is not as well tested as I would prefer it to be.
[01:26:43.444 --> 01:27:08.533]  And so don't you think there's a lot of that maybe just natural human greed is to blame but you have these companies that roll these things out and it ends up you know negatively affecting the health of potentially millions of people like a 5G or a Monsanto weed killer and you know big pharmaceutical runoff and then they just want to somehow be above it or they want to blame somebody else but
[01:27:09.616 --> 01:27:14.078]  I mean, to me, those are the things that it's really all about that other news won't report on.
[01:27:14.138 --> 01:27:14.398]  Why?
[01:27:14.518 --> 01:27:16.219]  Because guess who sponsors their shows?
[01:27:16.679 --> 01:27:17.800]  Big pharmaceutical companies.
[01:27:18.120 --> 01:27:19.601]  Big food manufacturing companies.
[01:27:19.861 --> 01:27:22.022]  The people that use the 5G, the cell phone companies.
[01:27:22.202 --> 01:27:24.263]  They're never going to do a report on how the 5G is going to kill you.
[01:27:25.023 --> 01:27:32.227]  Well, I mean, in their defense, they had at least shown that parents had pulled the kids out of the schools and... Yeah, guys, pull that story up again.
[01:27:32.247 --> 01:27:35.429]  Now, this went mainstream, so at a certain point they have to cover it.
[01:27:36.329 --> 01:27:38.430]  But you know that they'd rather not.
[01:27:38.470 --> 01:27:40.271]  Yeah, that was a CBS coverage right there.
[01:27:40.311 --> 01:27:46.115]  Yeah, so it's, you know, it's nothing that people on Twitter can just dismiss as crazy conspiracy nonsense.
[01:27:46.195 --> 01:27:52.038]  This is actually a news organization with journalists that they have to respect, don't they?
[01:27:52.898 --> 01:27:55.479]  Well, if they say that Trump's bad, then yeah.
[01:27:56.539 --> 01:27:57.239]  They probably do.
[01:27:57.540 --> 01:28:00.741]  But if they say something else, well, you know, maybe they're not to be trusted.
[01:28:00.781 --> 01:28:01.421]  That's how it goes.
[01:28:01.761 --> 01:28:01.941]  Yeah.
[01:28:02.561 --> 01:28:04.062]  That's kind of the watermark these days.
[01:28:04.222 --> 01:28:04.742]  I guess it is.
[01:28:05.722 --> 01:28:08.163]  I'm so glad to be drinking non-fluoridated water.
