[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[02:57:37.902 --> 02:57:38.964]  We'll be back after this.
[02:57:46.047 --> 02:57:53.455]  What you have witnessed is the biggest development in free speech in the Western world's history.
[02:57:53.455 --> 02:57:57.740]  This is a digital AI-enforced gag order.
[02:57:57.740 --> 02:58:01.464]  Not to say the name Alex Jones or InfoWars.com.
[02:58:07.113 --> 02:58:08.814]  This is Nazi Germany level.
[02:58:08.814 --> 02:58:10.034]  This is racketeering.
[02:58:10.034 --> 02:58:11.155]  This is cartels.
[02:58:11.155 --> 02:58:13.576]  Mr. President, we need your help.
[02:58:13.576 --> 02:58:15.437]  We need it now.
[02:58:15.437 --> 02:58:17.138]  You can take on Big Tech.
[02:58:17.138 --> 02:58:26.082]  They saw Infowars as a dominant, independent, anti-war, pro-human, pro-sovereign, pro-family, populist organization.
[02:58:26.082 --> 02:58:34.125]  So they thought, first they come for Alex Jones, then when people say, okay, take him off the air, everyone else like dominoes would fall.
[02:58:34.125 --> 02:58:34.986]  The way to fight back
[02:58:35.626 --> 02:58:40.475]  ...is to support Infowars now more than ever and make it a standard of freedom and free speech.
[02:58:40.475 --> 02:58:44.241]  Understand that if they believe they can take us down, they'll take everybody else down.
[02:58:46.693 --> 02:58:54.783]  Our powerful line of fluoride-free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[02:58:54.783 --> 02:59:00.369]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[02:59:00.369 --> 02:59:06.216]  Super Blue Toothpaste is the fan favorite fluoride-free toothpaste that every InfoWarrior loves.
[02:59:06.536 --> 02:59:13.904]  Powered by iodine and nano silver, it's designed to deliver a powerful clean while supporting good oral health and fresh breath.
[02:59:13.904 --> 02:59:16.047]  Available in two refreshing flavors.
[02:59:16.047 --> 02:59:20.572]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[02:59:21.493 --> 02:59:26.514]  Super Blue Immune Gargle is the only option for on-the-go immune system support like no other.
[02:59:26.514 --> 02:59:33.256]  With a scientifically proven, patented ingredient, Silver Soul, in three different sizes, you can take it wherever you go.
[02:59:33.256 --> 02:59:37.238]  Support good oral health with our one-of-a-kind Super Blue products.
[02:59:37.238 --> 02:59:40.399]  Don't miss out on revolutionizing your morning routine.
[02:59:40.399 --> 02:59:45.040]  Head to InfoWarsStore.com and get our line of Super Blue products today.
[02:59:48.729 --> 03:00:04.417]  You're listening to the Alex Jones Show.
[03:00:04.417 --> 03:00:09.400]  Rallying patriots worldwide in defense of human liberty.
[03:00:09.400 --> 03:00:11.581]  It's Alex Jones.
[03:00:11.581 --> 03:00:14.663]  And now, your host, Will Johnson.
[03:00:19.684 --> 03:00:22.247]  I'm a huge fan of Paul Watson.
[03:00:22.247 --> 03:00:25.490]  I've been following him on Twitter for a long time now.
[03:00:36.682 --> 03:00:39.905]  And I think I'm, uh, I think I might put him on the spot here.
[03:00:39.905 --> 03:00:41.986]  Hope he doesn't get upset with me.
[03:00:41.986 --> 03:00:43.087]  But I'm gonna ask Paul.
[03:00:43.087 --> 03:00:44.708]  Hey, Paul, how you doing?
[03:00:44.708 --> 03:00:46.310]  Can I?
[03:00:46.310 --> 03:00:46.830]  Great, great.
[03:00:46.830 --> 03:00:47.811]  Good to talk to you again.
[03:00:47.811 --> 03:00:51.113]  The last time I talked to you, I kind of like, uh, I didn't know what to say or what to ask you.
[03:00:51.113 --> 03:00:53.355]  But now I know what I want to ask you.
[03:00:53.355 --> 03:00:55.397]  Can you, can I get you to follow me on Twitter?
[03:00:56.912 --> 03:00:58.073]  I'll do it right now.
[03:00:58.073 --> 03:01:00.494]  I'll do it right now.
[03:01:00.494 --> 03:01:02.134]  Oh man, maybe I can get him to follow me.
[03:01:02.134 --> 03:01:02.895]  That'd be great.
[03:01:02.895 --> 03:01:06.897]  But anyways, I noticed during the break there you were drinking some orange juice.
[03:01:06.897 --> 03:01:09.198]  Would you by chance have some Turbo Force in it?
[03:01:10.839 --> 03:01:11.700]  Not right now.
[03:01:11.700 --> 03:01:17.925]  I do have some Turbo Force in the flat, but you have to go very careful with Turbo Force, because it's that powerful.
[03:01:17.925 --> 03:01:18.806]  Yes, it is.
[03:01:18.806 --> 03:01:20.087]  Yes, it is.
[03:01:20.087 --> 03:01:22.249]  I put a whole thing in mine earlier, and I've been sipping on it.
[03:01:22.249 --> 03:01:27.214]  It was about up to here earlier, and I've been drinking it down to here, and right now, I feel pumped up.
[03:01:27.214 --> 03:01:29.115]  I have so much energy.
[03:01:29.115 --> 03:01:36.142]  And the one thing that I really love about Turbo Force, I don't get this crash that you get from these other energy drinks.
[03:01:36.142 --> 03:01:37.363]  And for me, it's just wonderful.
[03:01:38.248 --> 03:01:42.211]  A lot of them, they just put too much caffeine on and then you get an immediate crash.
[03:01:42.211 --> 03:01:48.777]  But with that, I only take half a sachet to start off with because it is potent stuff.
[03:01:48.777 --> 03:01:49.757]  Yeah, you are correct.
[03:01:49.757 --> 03:01:50.118]  It is.
[03:01:50.118 --> 03:01:50.898]  It's pretty strong.
[03:01:50.898 --> 03:01:51.419]  It's pretty strong.
[03:01:51.419 --> 03:01:54.381]  That's why when you, especially your first time taking it.
[03:01:55.462 --> 03:01:58.105]  You know, Alex says, you know, take half a packet.
[03:01:58.105 --> 03:02:02.069]  He'll tell you to take half a packet because you'll be amazed on how good it really is.
[03:02:02.069 --> 03:02:06.113]  And it doesn't have all the bad side effects you get from these energy drinks.
[03:02:06.113 --> 03:02:07.033]  So cool.
[03:02:07.033 --> 03:02:08.715]  Hey, it's been an honor and a pleasure.
[03:02:08.715 --> 03:02:10.697]  I'll let you take it from here.
[03:02:10.697 --> 03:02:12.639]  All right, thanks.
[03:02:12.639 --> 03:02:13.700]  Well, I'll take it from here.
[03:02:13.700 --> 03:02:16.863]  Yeah, we got a big raft of stories coming up on the show today.
[03:02:16.863 --> 03:02:17.604]  Obviously, we had the
[03:02:18.678 --> 03:02:24.260]  Huge release of more Google manipulation censorship documents out of Project Veritas.
[03:02:24.260 --> 03:02:35.844]  What angers me continually is the mainstream media continuing to insist that there is no social media bias against conservatives when we see it at every turn.
[03:02:35.844 --> 03:02:40.545]  And I've actually posted the video up on Twitter a few hours ago.
[03:02:40.545 --> 03:02:45.167]  And this has been going on for months now, but it's getting worse and worse every time I check.
[03:02:45.879 --> 03:02:50.381]  And you can play the video from the article, it's up on Summit.News Headline.
[03:02:50.381 --> 03:02:56.384]  New Project Veritas Leaks Prove Google Broke Its Own Search Engine To Censor Conservatives.
[03:02:56.384 --> 03:02:57.425]  My YouTube Channel!
[03:02:58.815 --> 03:03:01.596]  You cannot find it by doing a Google search.
[03:03:01.596 --> 03:03:03.717]  YouTube is owned by Google.
[03:03:03.717 --> 03:03:09.240]  You can put in my name, Paul Joseph Watson, YouTube channel, on a Google search.
[03:03:09.240 --> 03:03:12.461]  I checked the first 15 pages of search results.
[03:03:12.461 --> 03:03:14.863]  It did not come up once.
[03:03:14.863 --> 03:03:27.288]  The only results that come up are people doing impressions of me, hit pieces against me, people who have took my videos and uploaded them on their channels, which I don't even mind people doing, that's completely fair.
[03:03:27.288 --> 03:03:28.429]  No videos of mine
[03:03:29.187 --> 03:03:36.789]  In the first 15 page results of a YouTube search of my name and YouTube channel on Google.
[03:03:36.789 --> 03:03:42.150]  You check it on every other search engine, it comes up, pops up the very first link.
[03:03:42.150 --> 03:03:53.713]  How much longer are they going to pretend that there's no giant algorithmic bias against conservatives, which as Dr. Robert Epstein has proven, and in fact he testified in front of Congress about this,
[03:03:54.525 --> 03:03:59.608]  has been illustrated to shift millions of votes on election day.
[03:03:59.608 --> 03:04:07.093]  There is no purer, more brazen example of election meddling than Google's algorithmic manipulation.
[03:04:07.093 --> 03:04:12.277]  And you see it with my YouTube channel, you see it with other YouTube channels we've highlighted before.
[03:04:12.277 --> 03:04:18.801]  You can go on there, on YouTube's search engine, which by the way is the second biggest search engine in the world after Google itself,
[03:04:19.429 --> 03:04:28.257]  And search for direct headlines related to political figures in quotation marks with the direct headline and what do you get?
[03:04:28.257 --> 03:04:36.225]  You get a wall of mainstream media search results which in many cases have nothing whatsoever to do with the search that you've performed.
[03:04:36.225 --> 03:04:37.346]  I find it difficult.
[03:04:38.228 --> 03:04:48.279]  To actually find articles that I've written in the past that other people have written in the past to refer back to on a day-to-day basis because they've broken their own search engine.
[03:04:48.279 --> 03:04:49.780]  This is so brazen.
[03:04:49.780 --> 03:04:51.542]  We're going to get into it more on the other side.
[03:04:51.542 --> 03:04:52.924]  Infowars.com.
[03:04:52.924 --> 03:04:53.545]  Don't go away.
[03:04:54.185 --> 03:05:00.789]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[03:05:00.789 --> 03:05:04.252]  As you age, your body can lose testosterone over time.
[03:05:04.252 --> 03:05:13.157]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:05:13.157 --> 03:05:21.323]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:05:21.923 --> 03:05:27.348]  Perfect by itself or with super male vitality in the True Alpha Male Path.
[03:05:27.348 --> 03:05:34.594]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:05:34.594 --> 03:05:38.277]  Let Alpha Power help bring you to the peak of your optimal health.
[03:05:38.277 --> 03:05:41.320]  Don't fall short on energy in the fight against tyranny.
[03:05:41.320 --> 03:05:45.384]  Show the world what a True Alpha Male looks like today with Alpha Power.
[03:05:45.384 --> 03:05:47.866]  Head to InfoWarsStore.com today!
[03:06:01.423 --> 03:06:02.665]  You found it.
[03:06:02.665 --> 03:06:04.708]  The tip of the spear.
[03:06:04.708 --> 03:06:07.712]  It is the Alex Jones Show.
[03:06:07.712 --> 03:06:11.678]  And now, your host, Paul Joseph Watson.
[03:06:13.644 --> 03:06:27.613]  We have got a ton of news coming up including Volkswagen putting out an ad or attempting to put out a commercial in the United Kingdom which shows, God forbid, the horror of a woman caring for a baby in a pram.
[03:06:27.613 --> 03:06:35.138]  It was immediately banned after three people complained because according to the Advertising Standards Agency in the UK,
[03:06:36.192 --> 03:06:39.335]  It furthers gender stereotypes.
[03:06:39.335 --> 03:06:44.180]  God forbid you would have a portrayal of a woman caring for a baby in 2019.
[03:06:44.180 --> 03:06:45.101]  That is verboten.
[03:06:45.101 --> 03:06:45.702]  Of course.
[03:06:48.675 --> 03:06:56.899]  You can have ads showing men being complete idiots and klutzes on commercials, which has been the case for the past 20, 30 years across the board.
[03:06:56.899 --> 03:06:58.480]  That's completely fine.
[03:06:58.480 --> 03:07:05.064]  You can have ads for the homophobic country of Brunei that still stones gay people to death on the London Underground.
[03:07:05.064 --> 03:07:06.665]  That's completely fine.
[03:07:06.665 --> 03:07:11.347]  But you can't show an ad featuring a woman with a bikini body.
[03:07:11.347 --> 03:07:12.568]  That was banned.
[03:07:12.568 --> 03:07:14.129]  Very interesting double standard.
[03:07:14.129 --> 03:07:16.370]  We're going to get into that later on in the show.
[03:07:17.443 --> 03:07:27.089]  But I want to start off with this new document dump from Project Veritas which again only confirms in triplicate what we've already been experiencing for the past two years plus.
[03:07:27.089 --> 03:07:37.276]  The past three years since the election when of course Google executives got up in front of a meeting and sounded off about how they cannot possibly let this happen again i.e.
[03:07:37.276 --> 03:07:44.501]  a populist or Trump getting elected and they've certainly took a lot of steps in the interim to prevent that from happening.
[03:07:45.484 --> 03:07:47.626]  Trump administration has reacted too late.
[03:07:47.626 --> 03:07:50.868]  We've heard this social media executive order is in the pipeline.
[03:07:50.868 --> 03:07:54.271]  We've been hearing that for the best part of six months now.
[03:07:54.271 --> 03:07:58.775]  Nothing has happened so far, but now we have this out of Breitbart.
[03:07:58.775 --> 03:08:01.757]  Project Veritas Google whistleblower goes public.
[03:08:01.757 --> 03:08:04.660]  I saw something dark and nefarious going on.
[03:08:04.660 --> 03:08:09.864]  Now I think this guy had already released some information, but his identity was shadowed.
[03:08:09.864 --> 03:08:11.585]  Now he's gone completely public.
[03:08:11.585 --> 03:08:13.287]  This is Zachary Voorhees.
[03:08:13.979 --> 03:08:28.327]  He says he's come forward because he, quote, saw something dark and nefarious going on with the company and realised that they were going to not only tamper with the elections, but use that tampering with the elections to essentially overthrow the United States.
[03:08:28.327 --> 03:08:34.650]  This is the severity of what we're talking about with social media, algorithmic manipulation and censorship.
[03:08:34.650 --> 03:08:36.271]  As I said in the previous segment,
[03:08:37.153 --> 03:08:57.637]  Dr Robert Epstein has done exhaustive studies of major elections, in one case the biggest election in the world, the Indian election, and he found that by simply ranking certain search results above others on election day, on the days before election day, you can swing the outcome of an entire election.
[03:08:57.637 --> 03:09:00.198]  Bearing in mind for the past two years plus we've had the media
[03:09:01.181 --> 03:09:11.425]  Fear-mongering creating this moral panic that because some Russian spent $3,000 on Facebook ads that that is election manipulation, that that is election meddling.
[03:09:11.425 --> 03:09:21.329]  It's a drop in the ocean to how Google has broken its own search engine by putting certain websites and certain people on blacklists.
[03:09:21.329 --> 03:09:23.910]  And who do you think is on that blacklist?
[03:09:23.910 --> 03:09:25.671]  You can look at the search terms as well.
[03:09:26.693 --> 03:09:39.059]  This came out today and it's a list of search terms from Google's query blacklist relating to the shooting in Las Vegas, the Stephen Paddock massacre in October 2017.
[03:09:40.652 --> 03:09:53.097]  And they've basically locked down all the keywords that would question that event, despite the fact that, as we know, the motive behind that massacre has not been revealed in the near two years since it happened.
[03:09:53.097 --> 03:09:55.338]  But they don't want anyone investigating it.
[03:09:55.338 --> 03:09:56.639]  They don't want anyone looking into it.
[03:09:56.639 --> 03:10:05.203]  They don't want any search results popping up at the top of Google that could actually give anyone an insight into what actually happened.
[03:10:05.203 --> 03:10:07.524]  Gateway Pundits have been reporting on this all day as well.
[03:10:07.524 --> 03:10:08.284]  We have a headline here.
[03:10:08.996 --> 03:10:25.281]  Project Veritas leaked Google documents prove tech giant is censoring Rush Limbaugh, Gateway Pundit, Newsbusters, MRCTV, Daily Caller, and of course on that list is Infowars.com, Alex Jones Channel, when it existed, and many others.
[03:10:25.281 --> 03:10:28.702]  Basically all of them conservative right-wing websites.
[03:10:28.702 --> 03:10:29.863]  There are a few that aren't.
[03:10:29.863 --> 03:10:36.865]  Media Matters is on there, but again, if you go on Google and try and search for a Media Matters article, chances are it's going to pop up near the top.
[03:10:37.561 --> 03:10:43.763]  Ones written by yours truly aren't my own YouTube channels I was talking about in the previous segment.
[03:10:43.763 --> 03:10:48.064]  You can Google search Paul Joseph Watson YouTube channel.
[03:10:48.064 --> 03:11:02.529]  Not only does it not come up on the first page, I checked earlier, the link to my YouTube channel with the exact search term that you would expect to find it as the first result does not come up in the first 15 pages and beyond that.
[03:11:02.529 --> 03:11:04.869]  I didn't have time to check beyond that.
[03:11:04.869 --> 03:11:06.430]  It's probably not even on there at all.
[03:11:07.839 --> 03:11:18.243]  And now Gateway Pundit reports, if you search Google for prominent conservative voices, including Mike Cernovich, Joe DeGeneva, Jack Pasovic or Gateway Pundit, you will see hit pieces and biased attacks.
[03:11:18.243 --> 03:11:18.903]  This is the point.
[03:11:18.903 --> 03:11:22.724]  This is how they dictate, manipulate and create reality.
[03:11:22.724 --> 03:11:26.666]  The Gateway Pundit is one of the largest, most accurate, most influential publishers in the country today.
[03:11:27.737 --> 03:11:34.763]  But earlier this year, if you search Google for Gateway Pundit, the first item that popped up was a hit piece on the Gateway Pundit.
[03:11:34.763 --> 03:11:40.808]  You had to go to the fifth item before you could even find a link to their website.
[03:11:40.808 --> 03:11:48.415]  And they've got away better than I have because you don't even get my YouTube channel on the 15th page.
[03:11:48.415 --> 03:11:51.598]  Never mind the fifth rizzle on the first page.
[03:11:51.598 --> 03:11:53.199]  They have another headline here, frightening.
[03:11:54.269 --> 03:12:03.255]  Google Engineer leaks massive trove of info on Google's information control operations, reveals Google sent police and FBI to intimidate him.
[03:12:03.255 --> 03:12:14.062]  So again, he came out with some information back in June, they immediately clamped down on it, ferreted out his identity, and started intimidating him against releasing more information.
[03:12:14.062 --> 03:12:18.785]  But kudos to him, because he's released a huge treasure trove of documents.
[03:12:18.785 --> 03:12:21.367]  I think it's like a 90-page document, something around that.
[03:12:22.031 --> 03:12:27.736]  Proving, once again, that they do manipulate their search results for partisan purposes.
[03:12:27.736 --> 03:12:34.181]  Remember, Sundar Pichai got up in front of a congressional hearing and said, quote, Complete and total BS!
[03:12:34.181 --> 03:12:38.124]  They were literally in there the days before the referendum on banning abortion in Ireland
[03:12:50.595 --> 03:13:00.280]  On their YouTube search engine, relegating, burying anti-abortion YouTube videos after one slight writer complained about it.
[03:13:00.280 --> 03:13:01.621]  This is how it works.
[03:13:01.621 --> 03:13:03.342]  This is the media now.
[03:13:03.342 --> 03:13:06.084]  Forget about journalism, forget about muckraking.
[03:13:06.084 --> 03:13:11.427]  Their entire purpose is to now simply de-platforming narratives that challenge them.
[03:13:11.427 --> 03:13:15.429]  One person complained to Google and they immediately fall into line.
[03:13:16.283 --> 03:13:19.944]  Butcher their own search results so they're not even accurate anymore.
[03:13:19.944 --> 03:13:30.727]  Days before a referendum, which by the way went in the favour of the pro-abortion people in Ireland, burying anti-abortion YouTube videos.
[03:13:30.727 --> 03:13:33.408]  We've caught them doing this time and time again.
[03:13:33.408 --> 03:13:39.010]  Again, Mark Dice, you can put in the exact titles to his videos.
[03:13:39.010 --> 03:13:42.651]  Michelle Obama trashes Hillary Clinton was one example.
[03:13:42.651 --> 03:13:43.011]  Another,
[03:13:44.326 --> 03:13:50.188]  Mark Dice's video called Celebrities React to Hillary Losing Election had 6 million views.
[03:13:50.188 --> 03:14:00.271]  You put in the exact headline, it's buried beneath literally dozens of mainstream news outlets which have nothing whatsoever to do with that issue.
[03:14:00.271 --> 03:14:03.411]  I mean, this is really a crisis in democracy.
[03:14:03.411 --> 03:14:08.633]  This is way worse than $4,000 spent on Facebook ads by a bunch of Russians.
[03:14:09.304 --> 03:14:17.809]  And they've got the nerve to get up there in front of Congress and say they don't manipulate anything for partisan purposes when we've caught them doing it time and time again.
[03:14:17.809 --> 03:14:27.796]  They've got the nerve to put out headlines saying, oh Trump's considering a social media executive order based on unproven allegations of conservative bias.
[03:14:27.796 --> 03:14:31.538]  How many examples of this do we need to show you?
[03:14:31.538 --> 03:14:34.060]  How many times does Comedy Central or
[03:14:34.620 --> 03:14:41.161]  Stephen Colbert or any of these shows get to have their videos featured on YouTube trending, get to have ads in their videos.
[03:14:41.161 --> 03:14:45.222]  CNN can do a report about ISIS, it's chock full of ads.
[03:14:45.222 --> 03:14:48.123]  I do a report about anything, it's automatically demonetized.
[03:14:48.123 --> 03:14:53.604]  We have example after example of them manipulating their search engines.
[03:14:53.604 --> 03:14:58.485]  And again, this shifts millions and millions of votes on election day.
[03:14:58.485 --> 03:15:00.565]  And now we've had yet another example of that.
[03:15:01.306 --> 03:15:10.073]  When is this going to be presented in a master volume of evidence to actually push this executive social media order over the edge?
[03:15:10.073 --> 03:15:13.876]  Because they've been dragging their feet on it for the past six months.
[03:15:13.876 --> 03:15:15.037]  It's getting ever closer to 2020.
[03:15:16.428 --> 03:15:18.029]  And it's not looking good for Trump.
[03:15:18.029 --> 03:15:24.753]  This could definitely swing it, if you're talking about millions of votes on election day, this could definitely swing it against Trump.
[03:15:24.753 --> 03:15:29.156]  We need that social media executive order and we need it quick.
[03:15:29.156 --> 03:15:39.102]  Absolutely incredible that you can literally search the exact term, the exact person, the exact YouTube channel, the exact news source you want.
[03:15:39.742 --> 03:15:47.746]  On the website, the number one search engine in the world that dictates, creates, directs reality, and it's completely buried.
[03:15:47.746 --> 03:15:51.768]  Yet we're still called liars for pointing that out by the media.
[03:15:51.768 --> 03:15:52.688]  Absolutely incredible.
[03:15:52.688 --> 03:15:53.309]  We'll be back.
[03:15:53.309 --> 03:15:54.529]  Hi, I'm Dan Pilla.
[03:15:54.529 --> 03:15:58.471]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:15:58.471 --> 03:16:00.012]  I sued the IRS and won.
[03:16:00.012 --> 03:16:02.953]  I beat the IRS then, and I've been beating them ever since.
[03:16:02.953 --> 03:16:08.156]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:16:08.516 --> 03:16:09.717]  I can help you too.
[03:16:09.717 --> 03:16:12.641]  If you owe taxes you can't pay, don't wait another day.
[03:16:12.641 --> 03:16:14.863]  There's no such thing as a hopeless tax case.
[03:16:14.863 --> 03:16:19.307]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[03:16:19.307 --> 03:16:21.009]  That's DanPilla.com.
[03:16:21.009 --> 03:16:21.610]  DanPilla.com.
[03:16:23.175 --> 03:16:24.436]  Maybe not today.
[03:16:24.436 --> 03:16:25.737]  Maybe not tomorrow.
[03:16:25.737 --> 03:16:29.459]  But soon, you'll need a plan and place to survive.
[03:16:29.459 --> 03:16:30.540]  Forget bunkers.
[03:16:30.540 --> 03:16:32.381]  You're not a live underground gopher.
[03:16:32.381 --> 03:16:34.082]  You need Survivalist Camps.
[03:16:34.082 --> 03:16:41.887]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[03:16:41.887 --> 03:16:42.887]  Bold statement?
[03:16:42.887 --> 03:16:43.888]  You bet.
[03:16:43.888 --> 03:16:46.369]  See them now at survivalistcamps.com.
[03:16:46.369 --> 03:16:48.591]  That's survivalistcamps.com.
[03:16:48.591 --> 03:16:51.733]  Trust your family's survival to survivalistcamps.com.
[03:16:52.885 --> 03:16:54.406]  Oh, these pains.
[03:16:54.406 --> 03:16:56.947]  My neck, my back, shoulders.
[03:16:56.947 --> 03:16:58.747]  I've got to get some relief.
[03:16:58.747 --> 03:17:04.450]  Stress from everyday life, past injuries or surgeries can cause inflammation that leads to pain.
[03:17:04.450 --> 03:17:06.350]  But you don't want to take another pill.
[03:17:06.350 --> 03:17:08.131]  There's an easier, healthier way, right?
[03:17:08.291 --> 03:17:12.575]  Yes, with hot or cold therapy products at sunshine-pillows.com.
[03:17:12.575 --> 03:17:13.296]  Pillows?
[03:17:13.296 --> 03:17:14.677]  For my aches and pains?
[03:17:14.677 --> 03:17:16.158]  Oh, not just pillows.
[03:17:16.158 --> 03:17:25.407]  Sunshine-pillows.com has the best selection of custom heated neck wraps and heated neck pillows, plus travel pillows, microwavable body heating wraps, and more.
[03:17:25.407 --> 03:17:27.229]  It's all available to you online.
[03:17:27.349 --> 03:17:29.571]  Finally, stress relief with no drugs.
[03:17:29.571 --> 03:17:30.091]  Right.
[03:17:30.091 --> 03:17:35.175]  And now you can buy any select combo up to $150 and get 30% off.
[03:17:35.175 --> 03:17:40.359]  Just use this promo code SAVE30 when you click sunshine-pillows.com.
[03:17:40.359 --> 03:17:44.342]  Save 30% when you spend up to $150 on any select combo.
[03:17:44.342 --> 03:17:46.343]  Use promo code SAVE30.
[03:17:46.343 --> 03:17:48.605]  Sunshine-pillows.com.
[03:17:48.605 --> 03:17:51.267]  Your complete line of therapeutic pillows and pads.
[03:17:55.690 --> 03:17:59.774]  InfoWars, the most banned network in the world.
[03:17:59.774 --> 03:18:02.956]  Viewers and listeners, I wouldn't be here if it wasn't for you.
[03:18:02.956 --> 03:18:06.118]  And we're under unprecedented evil attacks as you've seen.
[03:18:06.118 --> 03:18:18.328]  But I wanted to take just a minute out here from the bottom of my heart to tell you how much it means to me that when you saw those lies against us last week, the worst things you can say about people that you knew they were liars, you went and looked it up and found out the truth.
[03:18:18.328 --> 03:18:23.512]  And so I feel very strong and I feel God's hand on my shoulder and I feel your love in my heart.
[03:18:23.512 --> 03:18:24.713]  And I want you to know that love is right back
[03:18:24.793 --> 03:18:26.393]  InfoWars, the most banned network in the world.
[03:18:54.110 --> 03:19:07.273]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[03:19:07.273 --> 03:19:10.194]  And today, the communist Chinese have banned all U.S.
[03:19:10.194 --> 03:19:11.934]  farming goods a week ago.
[03:19:11.934 --> 03:19:15.595]  And we've seen massive increases in polls, support for the president.
[03:19:16.235 --> 03:19:20.796]  And what he's doing in this trade war wants China to put pressure on our farmers.
[03:19:20.796 --> 03:19:21.836]  That's beautiful.
[03:19:21.836 --> 03:19:23.737]  Americans aren't going to be bullied.
[03:19:23.737 --> 03:19:25.337]  And we aren't going to back down.
[03:19:25.337 --> 03:19:32.939]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[03:19:32.939 --> 03:19:35.240]  And all you've done is awaken the human spirit.
[03:19:35.240 --> 03:19:39.421]  And the human spirit lives at InfoWars.com and NewsWorks.com.
[03:19:39.421 --> 03:19:40.341]  And I'm asking listeners,
[03:19:41.141 --> 03:19:45.266]  Whatever you do, spread those links because we are the light in the dark of the night.
[03:19:45.266 --> 03:19:46.368]  We are the resistance.
[03:19:46.368 --> 03:19:57.661]  We are 1776 worldwide.
[03:19:57.661 --> 03:20:00.325]  You're listening to the Alex Jones Show.
[03:20:10.339 --> 03:20:12.461]  News, analysis, reports.
[03:20:12.461 --> 03:20:14.983]  It's the Alex Jones Show.
[03:20:14.983 --> 03:20:20.088]  And now, your host, Paul Joseph Watson.
[03:20:20.088 --> 03:20:23.631]  We're back live on the Alex Jones Show fourth hour.
[03:20:23.631 --> 03:20:30.938]  Before I get back into news, and by the way, I forgot to mention amidst all this social media censorship, because we had the story today, or last night, that
[03:20:31.903 --> 03:20:46.693]  YouTube actually took down the Cuomo Frido video, of course, where he gets irate, angry, threatens to kick someone in the teeth, threatens to throw them down the stairs for calling him the Italian version of the N-word, even though it blatantly isn't.
[03:20:46.693 --> 03:20:51.317]  They took down that video only after Breitbart complained about it.
[03:20:51.317 --> 03:20:52.337]  Did it go back up?
[03:20:52.337 --> 03:20:54.419]  They claimed it was bullying and harassment again.
[03:20:55.316 --> 03:20:57.378]  This video made Cuomo look bad.
[03:20:57.378 --> 03:21:01.162]  It wasn't... They didn't take it down because he was engaging in bullying and harassment.
[03:21:01.162 --> 03:21:04.326]  They took it down because it was going viral, it went viral.
[03:21:04.326 --> 03:21:08.250]  That's why they took it down, because it made the CNN host look bad.
[03:21:08.250 --> 03:21:14.317]  Only after Breitbart complained, put up an article about it, asked YouTube what they were doing, did it come back up.
[03:21:14.850 --> 03:21:15.931]  So it's like whack-a-mole.
[03:21:15.931 --> 03:21:25.236]  It's like every day you have to bitch and complain about this stuff and it prevents you from pushing an actual political message as we get nearer the election.
[03:21:25.236 --> 03:21:33.380]  So it just distracts you day after day after day to continually have to fight back against this time and time again.
[03:21:33.380 --> 03:21:37.683]  Which is why we need your support by getting the products right now at infowarsstore.com
[03:21:38.843 --> 03:21:40.704]  Because we have the World Awakens Mega Sale.
[03:21:40.704 --> 03:21:44.407]  50 to 60% off top-selling products.
[03:21:44.407 --> 03:21:49.350]  It's time to wake up the world and support the broadcast as we expand in the fight against tyranny.
[03:21:49.350 --> 03:21:55.934]  With the World Awakens Mega Sale, you've got another chance to get these almost out-of-stock products at an incredibly low price.
[03:21:55.934 --> 03:22:01.237]  We're talking massive discounts on everything from the Ultimate Krill Oil, which is back in stock at 50% off.
[03:22:02.685 --> 03:22:10.611]  Brain Force Plus, the advanced nootropic that gives you mental clarity, helps you focus, 50% off.
[03:22:10.611 --> 03:22:13.773]  Knockout, the sleep aid, 50% off.
[03:22:13.773 --> 03:22:19.077]  Bodies, which is the tumeric formula, joint support, supplement support, 50% off.
[03:22:19.077 --> 03:22:24.381]  Turbo Force, the ultra powerful energy drink, which is absolutely incredible.
[03:22:24.381 --> 03:22:25.742]  Go easy on it though, 50% off.
