[00:00:01.488 --> 00:00:02.088]  You got it.
[03:09:50.397 --> 03:09:52.259]  Well, I'm not going to mess with you.
[03:09:52.259 --> 03:09:55.481]  Those Roughnecks are tough.
[03:09:55.481 --> 03:10:04.908]  Well, I was thinking about loading up a couple busloads of them and backing up the Proud Boys at one of these Patriot prayer rallies.
[03:10:04.908 --> 03:10:09.532]  That'd be just like they beat each other up going out drinking on a Friday night.
[03:10:13.018 --> 03:10:19.983]  Yeah, they would shred those LARPing little pajama drapes, whatever they are.
[03:10:19.983 --> 03:10:21.624]  I don't know, man.
[03:10:21.624 --> 03:10:26.107]  Well, yeah, that's still one of the roughest things out there is oil field workers.
[03:10:26.107 --> 03:10:31.150]  There's not people complaining about OSHA rules out there.
[03:10:31.150 --> 03:10:35.213]  Well, I mean, we're up here in northern Colorado with Jared Polis.
[03:10:35.213 --> 03:10:39.095]  I mean, we run a pretty tight ship.
[03:10:39.095 --> 03:10:40.656]  We follow all the rules.
[03:10:40.656 --> 03:10:42.658]  Oh, I know, but I'm just saying that's still a rough profession.
[03:10:44.090 --> 03:10:46.472]  Absolutely.
[03:10:46.472 --> 03:10:53.437]  You know, I'm perplexed about Trump's situation at the southern border still.
[03:10:53.437 --> 03:11:06.947]  I don't want to say it's a straight up psyop, but that communist that's in power in Mexico, I mean, they've got 15,000 troops at the U.S.-Mexican border and only 6,000 at the southern.
[03:11:08.208 --> 03:11:11.989]  You know, and isn't that kind of bass-ackwards?
[03:11:11.989 --> 03:11:15.591]  Sure, the Mexican tribes are making sure the narcotics come across.
[03:11:15.591 --> 03:11:18.952]  The Mexico is a total narcotic state.
[03:11:18.952 --> 03:11:21.473]  Yes, a failed narco state.
[03:11:21.473 --> 03:11:26.295]  I wondered if you'd heard anything digressing, more along the same lines.
[03:11:26.295 --> 03:11:34.218]  El Salvador, which has a communist in power now, I've heard from other alternative news sources, pretty reliable, that
[03:11:35.211 --> 03:11:42.497]  Right now what they're doing down there is they're training these military-age men in prison, 16 to 25.
[03:11:42.497 --> 03:11:49.763]  They're being co-opted by local MS-13 and the 18th Street gangs down there.
[03:11:49.763 --> 03:11:50.323]  Oh, that's it.
[03:11:50.323 --> 03:11:52.545]  They're attacking Mexico and the U.S.
[03:11:52.545 --> 03:11:53.445]  I have articles to hear.
[03:11:53.445 --> 03:11:58.990]  That's the special camps they've got as the military-age men that they find with certain tattoos.
[03:11:58.990 --> 03:12:03.954]  And that's why the left's so pissed that they're stopping, is they're literally trying to bring them in as their cannon fodder, yes.
[03:12:05.526 --> 03:12:32.707]  Yeah, and then, but not only that, within their own country apparently they're doing what, they're extorting money, they're collecting what's called war taxes, killing the head of the family, the male, and then abducting the women and, you know, putting them into slavery or whatever, you know, human trafficking, and then also confiscating homes and property, and according to the sources I was listening to,
[03:12:33.342 --> 03:12:44.311]  These groups of men that they're actually training in prison that are going to be released and co-opted are going to be like the last wave or surge on our southern border.
[03:12:44.311 --> 03:12:45.312]  Oh, exactly.
[03:12:45.312 --> 03:12:47.193]  That's all part of MS-13.
[03:12:47.193 --> 03:12:50.276]  It's why you saw the Democrats say they're God's children.
[03:12:50.276 --> 03:12:52.438]  And this is the collapse of civilization.
[03:12:53.390 --> 03:12:54.891]  This is how Islam operates.
[03:12:54.891 --> 03:12:57.071]  It's how Latin America is now operating.
[03:12:57.071 --> 03:12:59.012]  And it's the total collapse of civilization.
[03:12:59.012 --> 03:13:01.353]  This is the globalist war.
[03:13:01.353 --> 03:13:03.834]  And it's Hezbollah.
[03:13:03.834 --> 03:13:07.496]  It's MS-13.
[03:13:07.496 --> 03:13:08.616]  It's all of this together.
[03:13:08.616 --> 03:13:09.296]  You're absolutely right.
[03:13:09.296 --> 03:13:09.857]  I'm out of time.
[03:13:10.836 --> 03:13:16.160]  I meant to play Caitlin Bennett's new incredible video that we're going to get posted to InfoWars.com.
[03:13:16.160 --> 03:13:23.846]  We'll definitely have it during the War Room in about 45 minutes where they ask the left to take illegal aliens in, but they won't.
[03:13:23.846 --> 03:13:25.747]  They say, oh, I've got to vet them first.
[03:13:25.747 --> 03:13:28.750]  Very powerful video going up on InfoWars.com.
[03:13:28.750 --> 03:13:33.913]  This other admission by the Big Tech Summit, anti-Big Tech Summit, that we're the main target.
[03:13:33.913 --> 03:13:35.655]  That video and more, that's coming up.
[03:13:37.166 --> 03:13:43.730]  Today and again, I'm sorry to Joe and Jim and Michael if you I got a lot of calls today We did a pretty good job.
[03:13:43.730 --> 03:13:49.914]  So if you call me back tomorrow During the weekday show I will go right to you.
[03:13:49.914 --> 03:13:56.578]  And again, I'm gonna say this clearly we were Massively behind this year in the funding.
[03:13:56.578 --> 03:13:57.659]  We need to just continue and
[03:13:58.766 --> 03:14:07.016]  But I've really worked hard, promoted products to some good ads, and part of that deficit was taken away to where we're able to operate right now.
[03:14:07.016 --> 03:14:13.643]  And I've always been so confident that I haven't really worried about it, but I've really got to tell listeners, now is the time to support.
[03:14:13.643 --> 03:14:14.324]  I want to thank you.
[03:14:15.425 --> 03:14:17.146]  I'm not complaining, you haven't supported it enough.
[03:14:17.146 --> 03:14:23.089]  But my God, if we're not proving we're the tip of the spear, we need your financial support and we make it easy.
[03:14:23.089 --> 03:14:24.310]  I've never been a marketer.
[03:14:24.310 --> 03:14:27.311]  I always just sell what I think is the best and the highest quality at low prices.
[03:14:27.311 --> 03:14:34.475]  And I got told by a few people we talked to over the years, hey, you keep selling everything so discounted, you're selling unbelievable amounts.
[03:14:35.640 --> 03:14:41.024]  But if you sell $30 million in a year, but you only make $5 million, $6 million, that doesn't fund your operation.
[03:14:41.024 --> 03:14:52.653]  So that's kind of the paradox we're in, is, you know, selling $40 million of stuff and making $10 million, that does not fund all these crew members and all these people and what we're doing and the expansions we need to do and all the things.
[03:14:52.653 --> 03:15:01.419]  I mean, BuzzFeed and stuff get $50 million a year, you know, Vice gets $600 million from, you know, and then Vox gets $250 million from NBC.
[03:15:01.419 --> 03:15:03.601]  We could run for five, six, seven years off that.
[03:15:04.548 --> 03:15:05.950]  Because that's pure money.
[03:15:05.950 --> 03:15:09.114]  That's not like products sold, and most of it's in cost.
[03:15:09.114 --> 03:15:13.360]  So, infowarestore.com, last days of the 1776 Worldwide Special.
[03:15:13.360 --> 03:15:14.301]  75% off, that's a big loss.
[03:15:14.301 --> 03:15:15.583]  It's 25% off, and 1776 on all the apparel.
[03:15:22.432 --> 03:15:23.393]  We've got great shirts.
[03:15:23.393 --> 03:15:24.293]  We've got great books.
[03:15:24.293 --> 03:15:25.134]  We've got great films.
[03:15:25.134 --> 03:15:26.495]  We've got great supplements.
[03:15:26.495 --> 03:15:27.976]  We've got great protein bars.
[03:15:27.976 --> 03:15:29.677]  The best you're going to find anywhere.
[03:15:29.677 --> 03:15:31.138]  Everything we do is the best.
[03:15:31.138 --> 03:15:32.959]  Infowarsstore.com.
[03:15:32.959 --> 03:15:35.881]  Our new t-shirts are super high quality fabric, everything.
[03:15:35.881 --> 03:15:39.864]  So please financially support us at Infowarsstore.com.
[03:15:39.864 --> 03:15:41.005]  Please take action now.
[03:15:41.005 --> 03:15:42.546]  The Globalists are hoping you don't.
[03:15:42.546 --> 03:15:46.789]  Antifa, Ilhan Omar, AOC, the Globalists, Hillary Clinton.
[03:15:46.789 --> 03:15:48.610]  They're hoping you sit on your hands.
[03:15:48.610 --> 03:15:49.451]  Please take action.
[03:15:49.451 --> 03:15:50.752]  We'll be right back with Stuart Rhodes.
[03:15:53.689 --> 03:16:04.744]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[03:16:04.744 --> 03:16:10.192]  Because now, Sunny Bay Heating Wraps and Pillows are available at both Amazon and Walmart.
[03:16:10.512 --> 03:16:11.172]  Yes.
[03:16:11.172 --> 03:16:17.414]  See Sunny Bay's four and a half to five star customer reviews on Amazon dot com or Wal-Mart dot com.
[03:16:17.414 --> 03:16:25.397]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[03:16:25.857 --> 03:16:34.880]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing hot or cold therapy to help treat temporary or chronic pain.
[03:16:34.880 --> 03:16:39.122]  And the best part, Sunny Bay quality products start at under $20.
[03:16:39.122 --> 03:16:47.144]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[03:16:47.144 --> 03:16:47.924]  It's easy.
[03:16:47.924 --> 03:16:51.806]  Click Amazon or Walmart and search today for Sunny Bay.
[03:16:52.546 --> 03:16:55.187]  Hunters, anglers, campers, and survivalists.
[03:16:55.187 --> 03:16:56.288]  Get back to nature.
[03:16:56.288 --> 03:17:03.612]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:17:03.612 --> 03:17:07.013]  Slingbow products are compact and models start from just $17.98.
[03:17:07.013 --> 03:17:10.575]  They're perfect for your bug out bag or storing in your vehicle.
[03:17:10.575 --> 03:17:14.757]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:17:14.757 --> 03:17:19.320]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:19.320 --> 03:17:22.001]  Feel the thrill only at slingbow.com.
[03:17:22.381 --> 03:17:24.262]  Fully cooked, ready-to-eat bacon.
[03:17:24.262 --> 03:17:27.485]  I'm talking thick, meaty, center-cut, presidential bacon.
[03:17:27.485 --> 03:17:29.086]  Savory and delicious.
[03:17:29.086 --> 03:17:31.928]  I buy some, I use some, I store some.
[03:17:31.928 --> 03:17:32.588]  Awesome.
[03:17:32.588 --> 03:17:35.690]  No refrigeration needed with a 10-year shelf life.
[03:17:35.690 --> 03:17:37.252]  NASA PAC Technology.
[03:17:37.252 --> 03:17:37.872]  Bacon.
[03:17:37.872 --> 03:17:42.015]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[03:17:42.015 --> 03:17:43.456]  Or warm and served.
[03:17:43.456 --> 03:17:45.517]  Life-saving, ready-to-eat bacon.
[03:17:45.517 --> 03:17:47.459]  10-year shelf life bacon.
[03:17:47.459 --> 03:17:50.241]  Ships free at FullyCookedBacon.com.
[03:17:50.241 --> 03:17:51.522]  FullyCookedBacon.com.
[03:17:54.087 --> 03:17:55.428]  Let's talk to Marcus in New York.
[03:17:55.428 --> 03:17:56.208]  Marcus, you're on the air.
[03:17:56.208 --> 03:17:56.788]  Thanks for holding.
[03:17:56.788 --> 03:17:57.308]  Hey, Alex.
[03:17:57.308 --> 03:18:00.150]  Yeah, I just want to say, your show is a breath of fresh air.
[03:18:00.150 --> 03:18:06.252]  I talk to a lot of people here out in New York City, and one thing I can tell you is that almost nobody agrees with these wars.
[03:18:06.252 --> 03:18:15.056]  I think that the neocons are trying desperately to get Trump to go to a war because they know that that's the only way that they could defeat him in the eyes of the public, the approaching 2020.
[03:18:15.056 --> 03:18:16.017]  That's it.
[03:18:16.017 --> 03:18:18.878]  I mean, if Trump buys into this, it'll be the end of his presidency.
[03:18:18.878 --> 03:18:21.719]  It's the only way I think he can be defeated other than assassinating him.
[03:18:21.719 --> 03:18:23.000]  It's the time to be praying, my friend.
[03:18:23.160 --> 03:18:23.921]  I agree entirely.
[03:18:23.921 --> 03:18:29.364]  And the last thing I just want to say, Alex, is I know they're trying to shut you down, but the reinforcements have arrived, man.
[03:18:29.364 --> 03:18:32.145]  I would love to see you on air until you're 80 years old.
[03:18:32.145 --> 03:18:34.227]  I would love to see what you're talking about when you're 80.
[03:18:34.227 --> 03:18:43.472]  But if they do shut you down, know you've gone into this war, you've won a lot of battles, and there are a lot of people like myself and many others who are going to continue.
[03:18:43.472 --> 03:18:45.373]  We're going to keep fighting in the info war.
[03:18:45.373 --> 03:18:51.857]  And even if something does happen to you or your show, know for a fact that you've gotten a lot of people fired up for liberty.
[03:18:51.857 --> 03:18:52.798]  Thank you, sir, for calling.
[03:18:54.121 --> 03:19:00.885]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[03:19:00.885 --> 03:19:04.347]  As you age, your body can lose testosterone over time.
[03:19:04.347 --> 03:19:13.252]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:19:13.252 --> 03:19:21.397]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:19:21.997 --> 03:19:27.439]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[03:19:27.439 --> 03:19:34.681]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:19:34.681 --> 03:19:38.362]  Let Alpha Power help bring you to the peak of your optimal health.
[03:19:38.362 --> 03:19:41.403]  Don't fall short on energy in the fight against tyranny.
[03:19:41.403 --> 03:19:45.464]  Show the world what a True Alpha Male looks like today with Alpha Power.
[03:19:45.464 --> 03:19:47.945]  Head to InfoWarsStore.com today!
[03:19:57.600 --> 03:20:00.208]  You're listening to The Alex Jones Show.
[03:20:14.315 --> 03:20:17.297]  Never before have I turned on you, you look too good to me.
[03:20:17.297 --> 03:20:21.721]  Your beady eyes, they can cut me in two, and I just can't let you be.
[03:20:21.721 --> 03:20:26.024]  But it's a free-for-all, and at heart I said, you can bet your life.
[03:20:26.024 --> 03:20:31.288]  Stakes are high, and so am I, it's in the air tonight.
[03:20:36.932 --> 03:20:38.153]  This is Stuart Rose with Oath Keepers.
[03:20:38.153 --> 03:20:42.137]  I'm filling in for the last part of the segment for the show and I want to take callers at 877-789-2539.
[03:20:42.137 --> 03:20:42.377]  That's 877-789-2539.
[03:20:42.377 --> 03:20:48.683]  I want to talk about the terror attack on the ICE facility on Saturday and also the attempt to take down or the flag taking down
[03:20:58.212 --> 03:21:01.296]  On Friday, where the Mexican flag was flown over the ICE facility.
[03:21:01.296 --> 03:21:02.998]  Colin, talk about this.
[03:21:02.998 --> 03:21:10.127]  Unfortunately, what we're seeing now is the weather underground version, the modern weather underground, which is what Antifa is turning into.
[03:21:10.127 --> 03:21:12.010]  This is something that I predicted several years ago.
[03:21:12.010 --> 03:21:16.956]  I hate to be right about that, but I fear that the left now is going more and more kinetic.
[03:21:17.496 --> 03:21:17.757]  I think?
[03:21:35.456 --> 03:21:54.450]  And this is the great danger, is that the rhetoric from Omar and from AOC and others on the left, all over CNN, that these are concentration camps, that are actual concentration camps like Nazi Germany, are going to inspire a lot of these radical leftists to go all the way and start killing people.
[03:21:54.730 --> 03:22:02.653]  And now that they have crossed the threshold, crossed the Rubicon of having one of their own going kinetic, they're holding him up as a martyr.
[03:22:02.653 --> 03:22:08.415]  They're not distancing themselves from him and saying, you know, we don't agree with this.
[03:22:08.415 --> 03:22:12.436]  If the right has someone do something like this, of course we all distance ourselves from them.
[03:22:12.436 --> 03:22:13.957]  The left does the exact opposite.
[03:22:14.497 --> 03:22:19.440]  You know, they go around and laud him as a martyr, as an example to be followed.
[03:22:19.440 --> 03:22:27.884]  So I expect more copycats or more radical leftists of the same mindset, more radical communists, to go ahead and start doing the same thing.
[03:22:27.884 --> 03:22:32.627]  This is exactly what we've seen throughout history, the radical anarchist left, the Marxist anarchist left.
[03:22:33.287 --> 03:22:37.928]  Um, loves to throw bombs and loves to, you know, set off explosives and assassinate people.
[03:22:37.928 --> 03:22:39.768]  It's been done throughout history.
[03:22:39.768 --> 03:22:47.930]  So, my concern is, is that any one of these people could snap and go and do it and next time be more competent, potentially, than this guy was.
[03:22:47.930 --> 03:22:51.191]  Thankfully, this guy was not very competent and didn't actually kill anybody.
[03:22:51.191 --> 03:22:59.933]  But imagine if they did kill someone, then you would have a situation that could spiral out of control of the perception being that we're now in an open civil war.
[03:23:00.573 --> 03:23:14.809]  And, you know, one guy doing it doesn't quite do that, but if you get a series of attacks that are deadly, or increasingly more deadly, you could wind up with people on the political right saying, we have no choice now, but to go hunt Antifa down, and make an open season on Antifa.
[03:23:15.490 --> 03:23:20.033]  So the question really is, what should President Trump be doing about this?
[03:23:20.033 --> 03:23:27.797]  I believe what he should be doing is A, get his Department of DHS and FBI to declare Antifa a terrorist organization.
[03:23:27.797 --> 03:23:32.780]  This attack right here and their response and their drumbeat for more is enough to do that.
[03:23:32.780 --> 03:23:34.461]  He should do that immediately.
[03:23:34.461 --> 03:23:35.482]  Put a lid on Antifa.
[03:23:35.862 --> 03:23:42.588]  The second thing he should do also is to call up the National Guard of Oregon, for example, and put them on the streets of Portland to keep the peace.
[03:23:42.588 --> 03:23:57.401]  We have an upcoming event, Patriot event, on August 17th that could turn into a powder keg if you have a continued pattern of the Portland PD standing down at the orders of their mayor slash police commissioner who has told them not to interfere.
[03:23:57.401 --> 03:23:58.802]  So it's a ticking time bomb.
[03:23:58.802 --> 03:24:02.726]  And I think President Trump must step in as a commander-in-chief and put a stop to it.
[03:24:03.226 --> 03:24:04.026]  So let's take a caller.
[03:24:04.026 --> 03:24:10.649]  Let's go ahead and go with Jim in Indiana about accountability for the terrorist attacks against ICE.
[03:24:10.649 --> 03:24:12.410]  Hello Jim, how are you doing?
[03:24:12.410 --> 03:24:13.751]  Good, how are you sir?
[03:24:13.751 --> 03:24:14.751]  Excellent.
[03:24:14.751 --> 03:24:17.413]  So what are your thoughts on this?
[03:24:17.413 --> 03:24:20.674]  First of all, thank you for your service and your continued service.
[03:24:20.674 --> 03:24:26.477]  And God bless you and your family and all those who stand up for America.
[03:24:26.477 --> 03:24:28.638]  But about accountability.
[03:24:30.005 --> 03:24:44.297]  You kind of stole my thunder with what you just said, because every time I've heard you on the air, you constantly say Trump needs to start exercising his executive powers as Commander-in-Chief.
[03:24:44.297 --> 03:24:45.618]  I fully agree with that.
[03:24:45.618 --> 03:24:48.580]  But there also has to be accountability across the board.
[03:24:48.580 --> 03:24:59.129]  You start holding, like you said, the label of a terrorist group, you'll see diminishing some of the useful idiots who are just going out there playing Weekend Avatar Warrior or whatever.
[03:25:00.185 --> 03:25:02.586]  But they have to start being held accountable.
[03:25:02.586 --> 03:25:09.350]  These mayors and these politicians who openly disregard our laws.
[03:25:09.350 --> 03:25:10.671]  You have complete lawlessness.
[03:25:11.187 --> 03:25:13.328]  And they need to be held accountable.
[03:25:13.328 --> 03:25:14.888]  Oh, absolutely correct.
[03:25:14.888 --> 03:25:34.073]  This is something Dr. Edwin Vieira and I have both been saying for quite a long time, is that there has to be an effort by the DOJ to investigate and prosecute the sanctuary city and sanctuary county and sanctuary state officials who are doing all they can to, one, shelter Antifa, and two, shelter the illegals.
[03:25:34.073 --> 03:25:37.874]  And they're committing federal felonies when they shelter the illegal aliens.
[03:25:37.874 --> 03:25:38.354]  Exactly.
[03:25:38.354 --> 03:25:40.315]  I mean, you have state officials.
[03:25:40.791 --> 03:25:50.893]  And even local mayors who are openly just, you know, hey, we're going to protect illegal aliens and not American citizens.
[03:25:50.893 --> 03:25:52.634]  They should have been SWAT teamed.
[03:25:52.634 --> 03:25:56.855]  They should have been perp walked and let out and say, you know what?
[03:25:56.855 --> 03:26:03.576]  You know, it comes to a point where people have to start being held accountable because the American people are sick of it.
[03:26:03.576 --> 03:26:07.977]  They're sick of watching people, you know, skirt through the raindrops and
[03:26:08.889 --> 03:26:18.137]  It's, I mean, I mean from the bottom up, the people who support them financially, you know, it's disgusting.
[03:26:18.137 --> 03:26:19.338]  Truly.
[03:26:19.338 --> 03:26:27.425]  Well, if they're, if they are, I'm not a person who's in favor of running around and declaring, I mean, you know, God forbid that be done to us, right?
[03:26:27.425 --> 03:26:32.469]  This is the problem when we start declaring domestic groups, terrorist groups, but Antifa fits the bill perfectly.
[03:26:32.469 --> 03:26:36.853]  They openly advocate the use of force or the threatened use of force to coerce
[03:26:37.353 --> 03:26:38.054]  We're good to go.
[03:27:01.295 --> 03:27:04.356]  So they're openly telling you it's what they're doing when they go out in the streets.
[03:27:04.356 --> 03:27:05.936]  And they do it in a very coordinated way.
[03:27:05.936 --> 03:27:10.498]  The Black Block is designed to shelter assailants.
[03:27:10.498 --> 03:27:25.002]  They all dress the same, and they wear masks so that one person can jump out and hit somebody in the head with a bike lock, for example, or a club, and then fade back into this big block of identically dressed people who are difficult to tell one from another.
[03:27:25.002 --> 03:27:27.442]  That's how they hide inside that big black block.
[03:27:27.442 --> 03:27:28.803]  Well, Jim, thanks for calling.
[03:27:28.803 --> 03:27:29.663]  I appreciate you very much.
[03:27:30.143 --> 03:27:35.145]  Let's go to Dave in Alaska about the ICE attacks and about President Trump.
[03:27:35.145 --> 03:27:37.166]  Go ahead, Dave.
[03:27:37.166 --> 03:27:50.151]  Yes, first of all, I've been trying to call for years and the first time I got through and if you could pass on to Alex that us folks here in Alaska appreciate reshipping because things to be shipped out here cost more than the product.
[03:27:50.151 --> 03:27:57.494]  In terms of how you feel and how the last caller feels, I'm going to play a little bit of devil's advocate.
[03:27:58.436 --> 03:28:02.779]  I thought that way at first, but I think that President Trump knows a lot more than we do.
[03:28:02.779 --> 03:28:18.211]  He's got a lot of sources of information, and I think that he has to go through the process of dotting the i's and crossing the t's, where he's got to get a rock-solid case into these people because they have so much money, so many good attorneys, etc.
[03:28:18.211 --> 03:28:19.392]  He was also new to the government.
[03:28:19.392 --> 03:28:25.937]  He didn't know how the system worked, so he started off slow, and I think it's getting better and better, and I think that with time,
[03:28:26.828 --> 03:28:28.911]  Uh, which is running out, of course.
[03:28:28.911 --> 03:28:31.353]  I think that he will get these, you know, bad guys.
[03:28:31.353 --> 03:28:33.475]  I think that we will see people go to prison.
[03:28:33.475 --> 03:28:36.599]  I think that we will see things happen in Gitmo.
[03:28:36.599 --> 03:28:38.541]  Well, my concern is that time is running out.
[03:28:38.541 --> 03:28:39.962]  In fact, time is running out on this call.
[03:28:39.962 --> 03:28:41.043]  So, thanks for calling in.
[03:28:41.043 --> 03:28:42.024]  We'll get you on the other side.
[03:28:42.024 --> 03:28:42.305]  Thank you.
[03:28:53.723 --> 03:29:04.769]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[03:29:04.769 --> 03:29:10.552]  Because now Sunny Bay Heating Wraps and Pillows are available at both Amazon and Walmart.
[03:29:10.552 --> 03:29:11.212]  Yes!
[03:29:11.212 --> 03:29:17.095]  See Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[03:29:17.435 --> 03:29:25.879]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[03:29:25.879 --> 03:29:34.902]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[03:29:34.902 --> 03:29:38.144]  And the best part, Sunny Bay quality products start at under $20.
[03:29:39.164 --> 03:29:47.170]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[03:29:47.170 --> 03:29:47.950]  It's easy.
[03:29:47.950 --> 03:29:51.833]  Click Amazon or Walmart and search today for Sunny Bay.
[03:29:54.258 --> 03:30:05.466]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[03:30:05.466 --> 03:30:09.609]  Borders are being broken and sovereignty is being challenged.
[03:30:09.609 --> 03:30:18.976]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[03:30:19.696 --> 03:30:21.737]  The system is vulnerable.
[03:30:21.737 --> 03:30:24.398]  Electricity could be gone in an instant.
[03:30:24.398 --> 03:30:28.040]  And grocery stores could be empty in three days.
[03:30:28.040 --> 03:30:34.942]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[03:30:34.942 --> 03:30:40.905]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[03:30:40.905 --> 03:30:45.407]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[03:30:46.107 --> 03:30:49.070]  Support mankind by being prepared.
[03:30:49.070 --> 03:30:54.074]  And support freedom by buying from Infowarsstore.com.
[03:30:54.074 --> 03:30:58.238]  The globalists are hyper-competitive scientific dictators.
[03:30:58.238 --> 03:30:59.319]  They are technocrats.
[03:30:59.319 --> 03:31:01.601]  They are control freaks in their own words.
[03:31:01.601 --> 03:31:08.967]  And they believe allowing you to live your own life and make your own decisions gets in the way of their great destiny to merge with AI gods.
[03:31:08.967 --> 03:31:10.829]  Now we're fighting them hard in cyberspace.
[03:31:10.829 --> 03:31:12.931]  We're fighting them hard right here in the third dimension.
[03:31:13.431 --> 03:31:19.773]  One of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[03:31:19.773 --> 03:31:24.955]  If I wasn't taking the highest quality supplements from 4warslife.com, I couldn't do it.
[03:31:24.955 --> 03:31:33.978]  That's why we decided to take our original Secret 12 that was incredibly high quality medical bottlemen and double the strength of it in a new formula, Ultra 12.
[03:31:34.958 --> 03:31:40.942]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[03:31:40.942 --> 03:31:41.882]  It is amazing.
[03:31:41.882 --> 03:31:51.869]  Experience pure Methylcobalamin B12 for yourself and fund the second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLive.com, or 888-253-3139.
[03:31:55.160 --> 03:32:11.828]  I talk about this on the air, and I know it sinks into people, but I've decided that we're going to kind of reboot all our supplements, in that if you go back five, six years ago, before all the censorship and attacks and fake lawsuits, the rest of it, I would talk about how great the products are and how they were the best and why they were, and I'd have doctors on and experts to explain why they were so good.
[03:32:11.828 --> 03:32:19.251]  And instead, the last few years, I'm like, hey, we need to really support us, or they'll shut us down, and the biggest thing people like to buy is supplements because they know how great they are and how wonderful they were.
[03:32:19.611 --> 03:32:21.352]  And the left always has headlines everywhere.
[03:32:21.352 --> 03:32:24.174]  Jones sells unapproved supplements.
[03:32:24.174 --> 03:32:25.595]  And he claims they're supplements.
[03:32:25.595 --> 03:32:33.539]  No, under federal law since 1996, you can't say that a supplement has been through the FDA because they have no jurisdiction and won't look at it.
[03:32:33.539 --> 03:32:36.261]  But then they say you've got to say it's not approved by them.
[03:32:36.261 --> 03:32:41.164]  And all drugs are is the system trying to tweak what's in Mother Nature and manipulate it and do different things.
[03:32:41.164 --> 03:32:42.344]  And a lot of drugs work great.
[03:32:42.344 --> 03:32:43.165]  They have side effects.
[03:32:43.305 --> 03:32:47.911]  Not with Mother Nature, but Big Pharma doesn't want you knowing about God's medicine chest.
[03:32:47.911 --> 03:32:49.814]  Infowarestore.com or 888-253-3139.
[03:32:49.814 --> 03:32:51.976]  You're listening to the Alex Jones Show.
[03:33:07.222 --> 03:33:14.973]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:33:14.973 --> 03:33:15.855]  Good to go?
[03:33:17.802 --> 03:33:19.723]  This is Stuart Rhodes filling in for Alex Jones.
[03:33:19.723 --> 03:33:26.826]  I'm talking to Dave from Alaska and Dave was bringing up a point that the President's got a plan, he's surrounded by good advisors.
[03:33:26.826 --> 03:33:39.971]  Dave, unfortunately the problem is, as Alex has been saying for quite a long time and myself as well, President Trump is surrounded by deep state functionaries who are leftovers from the Obama administration or they've been rhinos inside the GOP for many years.
[03:33:39.971 --> 03:33:41.371]  This is a sad truth.
[03:33:41.371 --> 03:33:44.993]  So my concern is that we have clear violations of federal law,
[03:33:45.373 --> 03:33:52.035]  Clear violations of federal felony statutes against harboring illegal aliens or committing the conspiracy of aiding and abetting illegal aliens.
[03:33:52.035 --> 03:33:55.277]  You've got clear, obvious terrorism being committed by Antifa.
[03:33:55.277 --> 03:34:04.180]  In fact, you know, the definition of terrorism today in federal statutes, if I can bring that up real quick, I'll read it to you, but it just lays out that it's the use of force or threatened use of force
[03:34:04.700 --> 03:34:09.241]  To coerce a political population, the people themselves or the government.
[03:34:09.241 --> 03:34:11.001]  That's exactly what's going on today.
