[00:00:00.345 --> 00:00:01.546]  Sue him!
[03:21:38.562 --> 03:21:42.705]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[03:21:42.705 --> 03:21:46.569]  But that said, you need to consult your physician before you do the full detox.
[03:21:46.949 --> 03:21:51.074]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[03:21:51.074 --> 03:21:56.160]  Secure your Liver Shield today exclusively at Infowarslife.com for the lowest price available.
[03:21:56.160 --> 03:21:58.002]  That's Infowarslife.com or call 888-253-3139.
[03:22:01.078 --> 03:22:07.323]  At 30dayfoodsupply.com, two of our top priorities are providing quality food at a reasonable price and protecting your security.
[03:22:07.323 --> 03:22:15.588]  When you call 800-700-2184, we will never record your phone call and never ask for your personal information, like how much food you have stored or where you keep it.
[03:22:15.588 --> 03:22:19.611]  We'll also never store your credit card information and email address on a computer.
[03:22:19.611 --> 03:22:21.913]  Your email address will never be shared or sold.
[03:22:21.913 --> 03:22:24.074]  We'll never limit the number of boxes you can purchase.
[03:22:24.074 --> 03:22:27.477]  We'll never use outside packers or use relabeled food from another company.
[03:22:27.917 --> 03:22:36.379]  Our meals are naturally high in fiber, carbs and protein and everything is packed with oxygen absorbers and Mylar pouches under our direct supervision at our plant in Oregon.
[03:22:36.379 --> 03:22:43.261]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from their producers in Oregon and then passing the savings on to you.
[03:22:43.261 --> 03:22:46.642]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply for only $99 and $10 ships your entire order to lower 48.
[03:22:52.384 --> 03:22:56.747]  Visit our website 30dayfoodsupply.com or call 800-700-2184.
[03:22:56.747 --> 03:23:00.950]  That's 30dayfoodsupply.com and 800-700-2184.
[03:23:00.950 --> 03:23:05.373]  Most of us already know that taking a fish oil supplement to boost omega-3s is a good idea.
[03:23:05.373 --> 03:23:09.436]  But did you know that about 60% of Americans are actually deficient in omega-3s?
[03:23:09.436 --> 03:23:13.639]  Did you know that most fish oil products contain only about 25% omega-3s and the remaining 75% is undesirable fish fat?
[03:23:16.781 --> 03:23:22.003]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[03:23:22.003 --> 03:23:30.707]  If you want to boost your Omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[03:23:30.707 --> 03:23:36.069]  Nutrigold fish oils are independently 5-star certified and guaranteed to be exceptionally pure.
[03:23:36.069 --> 03:23:37.690]  That means no more fish burps.
[03:23:37.690 --> 03:23:43.552]  Best of all, just one Nutrigold fish oil capsule contains more Omega-3s than four standard fish oil capsules.
[03:23:43.752 --> 03:23:53.957]  Go to www.fishoil.best or call 888-920-1497 and use promo code BESTFISHOIL to get a free one month supply.
[03:23:53.957 --> 03:23:57.438]  That's www.fishoil.best or call 888-920-1497.
[03:24:18.783 --> 03:24:23.909]  We are back on the fourth hour of Overdrive with the Alex Jones Show.
[03:24:23.909 --> 03:24:29.896]  I'm your host Rob Doo and I have a very special guest we're gonna go to in one quick second.
[03:24:29.896 --> 03:24:32.739]  She's a whistleblower from Merck Pharmaceuticals.
[03:24:32.739 --> 03:24:34.801]  She used to work there selling Vioxx.
[03:24:34.801 --> 03:24:35.642]  She was a sales rep.
[03:24:36.563 --> 03:24:43.445]  And now she's come out and I've got some, I was talking to her in the hall and her name is Brandy Vaughn, and she said, what do you want to cover?
[03:24:43.445 --> 03:24:48.087]  I said, well, you know, on Monday I covered the vitamin K shot and how the pediatricians don't want to give you the oral.
[03:24:48.087 --> 03:24:50.188]  They were pushing that shot.
[03:24:50.188 --> 03:24:53.989]  And she goes, oh, I've got some great, some images that you want to see, that you want to see.
[03:24:53.989 --> 03:24:56.810]  But first, but right before we get to that, I want to go over this article.
[03:24:56.810 --> 03:24:58.490]  This is from the Denver Post.
[03:24:58.490 --> 03:25:01.131]  Fight brewing between feds and kombucha tea makers.
[03:25:01.131 --> 03:25:02.692]  Now, what does that have to do with vaccines?
[03:25:02.692 --> 03:25:02.872]  Well,
[03:25:03.812 --> 03:25:05.733]  Basically, what's going on is the U.S.
[03:25:05.733 --> 03:25:12.756]  alcohol, tobacco, and firearms agents are worried about how much alcohol is in kombucha.
[03:25:12.756 --> 03:25:14.297]  And for years, U.S.
[03:25:14.297 --> 03:25:19.839]  Alcohol, Tobacco, Tax, and Trade Bureau have monitored kombucha makers nationwide for violations of federal alcohol rules.
[03:25:19.839 --> 03:25:23.641]  A product with more than 0.5% alcohol by volume must be labeled as such.
[03:25:24.485 --> 03:25:31.509]  And it's critical that customers have that information for health, religious, or some other reasons such as childhood consumption.
[03:25:31.509 --> 03:25:38.773]  Well, let's look at the right here, guys, on the insert for Merck Vitamin K Shot.
[03:25:38.773 --> 03:25:46.018]  Oh, it's got 0.9% alcohol in it, yet they want to inject that into little babies and there's not a big deal about it, yet we've got a whole
[03:25:46.778 --> 03:25:56.065]  Federal bureaucracy ready to go after people for making kombucha, something that's really good for you and something that you should be drinking if you're not drinking it already.
[03:25:56.065 --> 03:25:57.827]  It comes from Russia.
[03:25:57.827 --> 03:26:01.450]  There's villages in Russia where everybody lives to be a hundred and they all drink kombucha.
[03:26:02.250 --> 03:26:05.712]  So, at least that's what I've been told by the hippies out there that drink the kombucha.
[03:26:05.712 --> 03:26:09.115]  So, Brandy Vaughn, welcome to the Alex Jones Show Overdrive Hour.
[03:26:09.115 --> 03:26:11.837]  Thank you for having me here.
[03:26:11.837 --> 03:26:12.837]  I'm so glad you came.
[03:26:12.837 --> 03:26:16.320]  And you're going to be on with Leanne McAdoo tomorrow.
[03:26:16.320 --> 03:26:17.280]  We're going to tape another segment.
[03:26:17.280 --> 03:26:20.222]  And we're going to take your calls, actually, coming up at the bottom of the hour.
[03:26:20.222 --> 03:26:20.382]  So, 800-259-9231.
[03:26:20.382 --> 03:26:20.503]  800-259-9231.
[03:26:20.503 --> 03:26:21.403]  Vaccine questions only, please.
[03:26:21.403 --> 03:26:22.904]  Nothing about pyramids or meteorites coming to hit us.
[03:26:22.904 --> 03:26:23.124]  Thank you.
[03:26:32.291 --> 03:26:35.513]  But getting into the vitamin K shot, I talked to you about that.
[03:26:35.513 --> 03:26:39.637]  You said, oh wait, I've got two insert packages that show what?
[03:26:39.637 --> 03:26:41.678]  What are we going to see here?
[03:26:41.678 --> 03:26:58.131]  Well, I thought it was interesting that you brought that up because I was just sent this week some photos from a nurse who took photos of the actual box that the vitamin K shot comes in, as well as the different vials.
[03:26:58.131 --> 03:26:59.693]  So there's two different makers.
[03:27:00.993 --> 03:27:05.875]  Well, I'm sure there's more than that, but these are the two popular ones that they were giving in her hospital.
[03:27:05.875 --> 03:27:13.197]  And as you'll see, one of the photos shows that it says contains no more than 100, or actually this is one.
[03:27:13.197 --> 03:27:16.858]  This one says the active ingredient in it is polysorbate 80.
[03:27:16.858 --> 03:27:17.938]  Right.
[03:27:17.938 --> 03:27:23.340]  And that is linked to infertility, strongly linked, as well as to autoimmune issues and all sorts of things.
[03:27:23.680 --> 03:27:25.682]  And that's an additive they put in coloring as well.
[03:27:25.682 --> 03:27:26.042]  It is.
[03:27:26.042 --> 03:27:27.763]  And it's really bad for people.
[03:27:27.763 --> 03:27:29.505]  It's in a lot of other vaccines as well.
[03:27:29.505 --> 03:27:31.166]  It's not just the vitamin K shot.
[03:27:31.166 --> 03:27:31.326]  Right.
[03:27:31.326 --> 03:27:34.809]  But I have on tape my pediatrician telling me it's very safe.
[03:27:34.809 --> 03:27:36.090]  The ingredients are no big deal.
[03:27:36.090 --> 03:27:41.954]  It's got a little bit of alcohol in it for preservation and some castor oil and the vitamin K. And that's about it.
[03:27:41.954 --> 03:27:44.997]  But as you can see there, that one's got polysorbate 80.
[03:27:44.997 --> 03:27:46.398]  Now the other one is even worse.
[03:27:46.898 --> 03:27:56.940]  Yes, and like you mentioned, a lot of doctors are telling new mothers, oh, it's just vitamin K and saline.
[03:27:56.940 --> 03:27:58.000]  It's very safe.
[03:27:58.000 --> 03:27:59.780]  There's nothing dangerous in it.
[03:27:59.780 --> 03:28:04.181]  And clearly, either they're not telling the truth or they're not being told the truth.
[03:28:04.181 --> 03:28:08.522]  So the second picture is actually the vial of the vitamin K shot.
[03:28:08.522 --> 03:28:14.263]  And as you can read on the side, it says no more than 100 micrograms per liter of aluminum.
[03:28:16.503 --> 03:28:25.829]  This is a little aluminum for the newborn to help them think and process information better, to help maybe with breastfeeding or something like that.
[03:28:25.829 --> 03:28:26.209]  Yes.
[03:28:26.209 --> 03:28:30.931]  And then on top of that, you've got the the MMR that they like to shoot into them in the second day.
[03:28:30.931 --> 03:28:35.954]  That's actually the Hep B vaccine and it has 250 micrograms of aluminum.
[03:28:35.954 --> 03:28:41.057]  So babies, newborn babies right out of the gate are getting 350 micrograms of aluminum.
[03:28:41.057 --> 03:28:45.380]  And this is a toxin, a known neurotoxin that should not be in our bodies in any amount.
[03:28:45.380 --> 03:28:45.540]  Right.
[03:28:45.800 --> 03:28:58.964]  It's linked to breast cancer, it's linked to Alzheimer's, it's linked to a lot of neurological issues as well as gut issues because the brain and the gut are linked through the lymphatic system and this just does not belong in our babies.
[03:28:58.964 --> 03:28:59.765]  There's no reason.
[03:29:00.845 --> 03:29:14.020]  That we should be shooting our babies unless you want to cause problems down the road, which is what I firmly believe is what the what the purpose of all these vaccines in this many amounts over and over again, especially in young babies is causing.
[03:29:14.020 --> 03:29:18.645]  It's causing people to be lifelong patients of the pharmaceutical companies so they could help with ADHD asthma.
[03:29:18.645 --> 03:29:19.586]  Hey, we got a pill for that.
[03:29:19.946 --> 03:29:22.108]  We're ready to help you right now.
[03:29:22.108 --> 03:29:22.969]  I mean, it's totally crazy.
[03:29:22.969 --> 03:29:24.750]  We're going to take some calls next segment.
[03:29:24.750 --> 03:29:26.912]  We're just scratching the surface of what's going on.
[03:29:26.912 --> 03:29:32.717]  I've got whistleblower Brandy Vaughn used to work for Mooc Pharmaceuticals.
[03:29:32.717 --> 03:29:36.200]  Just horrible people out there that want to make sure you're safe and effective.
[03:29:36.200 --> 03:29:38.302]  This is Rob Dew reporting for InfoWars.com.
[03:29:38.302 --> 03:29:40.384]  This is the Alex Jones Show Overdrive Hour.
[03:29:40.384 --> 03:29:41.085]  Thanks for watching.
[03:29:50.430 --> 03:29:54.352]  We're on the march, the Empire's on the run.
[03:29:54.352 --> 03:30:01.295]  Alex Jones and the GCN Radio Network.
[03:30:01.295 --> 03:30:07.177]  Indiana Sheriff Brad Rogers made his stance on the Second Amendment clear during a recent interview.
[03:30:07.177 --> 03:30:17.422]  If President Obama today said, I'm creating an executive order that all sheriffs and police chiefs around this nation need to start registering firearms, I will disregard it.
[03:30:17.642 --> 03:30:27.547]  Presidential candidate Jim Webb defended the Second Amendment rights of Americans during the first Democratic debate and he actually called out his fellow politicians on their hypocrisy.
[03:30:27.547 --> 03:30:35.531]  There are people at high levels in this government who have bodyguards 24 hours a day, 7 days a week.
[03:30:35.531 --> 03:30:40.534]  The average American does not have that and deserves the right to be able to protect their family.
[03:30:40.814 --> 03:30:45.560]  And Webb's point echoes recent comments made by media pioneer Matt Drudge.
[03:30:45.560 --> 03:30:46.981]  I challenge Hillary.
[03:30:46.981 --> 03:30:48.783]  Take away your secret service.
[03:30:48.783 --> 03:30:50.065]  Dismiss them.
[03:30:50.065 --> 03:30:50.906]  I dare you.
[03:30:50.906 --> 03:30:52.107]  Obama, same thing.
[03:30:52.107 --> 03:30:53.889]  Leave the White House unguarded, Obama.
[03:30:53.889 --> 03:30:56.092]  You know what would happen in 30 seconds?
[03:30:56.092 --> 03:30:58.034]  Both of those people would no longer be on planet Earth.
[03:30:58.354 --> 03:31:01.035]  Read more now at InfoWars.com.
[03:31:01.035 --> 03:31:06.197]  Introducing Secret 12, the new InfoWars Life vitamin B12 formulation.
[03:31:06.197 --> 03:31:12.299]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[03:31:12.299 --> 03:31:15.460]  Methylcobalamin, the same kind used in B12 injections and
[03:31:15.680 --> 03:31:16.481]  We're good to go.
[03:31:31.000 --> 03:31:35.383]  Use since before the days of the Roman Empire to support the body's natural systems.
[03:31:35.383 --> 03:31:39.525]  Introducing the new Infowarslife.com oil of oregano formulation.
[03:31:39.525 --> 03:31:44.468]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:31:44.468 --> 03:31:49.151]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:31:49.151 --> 03:31:52.613]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:31:52.613 --> 03:31:56.075]  Now available in our limited first run at Infowarslife.com.
[03:31:56.075 --> 03:31:57.896]  That's Infowarslife.com or call 888-253-3139.
[03:32:00.638 --> 03:32:01.559]  Hey, how you doing, Alex?
[03:32:01.559 --> 03:32:02.139]  Good, brother.
[03:32:02.139 --> 03:32:03.860]  Just recently started using your products.
[03:32:03.860 --> 03:32:05.801]  Everything you said about them is correct.
[03:32:05.801 --> 03:32:09.823]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[03:32:09.823 --> 03:32:12.445]  Well, thank you, brother, because it also funds our operation.
[03:32:12.445 --> 03:32:14.866]  But doing that, I know I've got to have the highest quality.
[03:32:14.866 --> 03:32:22.671]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:32:22.911 --> 03:32:26.292]  We did a super male and a super female vitality.
[03:32:26.292 --> 03:32:27.813]  Big changes, a lot of energy.
[03:32:27.813 --> 03:32:30.754]  We've gotten off to the cheap energy drinks, energy shots.
[03:32:30.754 --> 03:32:32.514]  Saving a ton of money there.
[03:32:32.514 --> 03:32:38.316]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated.
[03:32:38.576 --> 03:32:40.357]  Or maximum potency.
[03:32:40.357 --> 03:32:50.563]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going, goes right to the source.
[03:32:50.563 --> 03:32:52.364]  So, it's pretty exciting and I love it.
[03:32:52.364 --> 03:32:59.308]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[03:33:03.812 --> 03:33:10.447]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:33:10.447 --> 03:33:13.453]  It's Alex Jones and the GCN Radio Network.
[03:33:20.566 --> 03:33:30.294]  The toll-free number to call in 800-259-9231 and you can ask your question to Merc Whistleblower Brandy Vaughn who's here in studio.
[03:33:30.294 --> 03:33:40.103]  After we do the interview here she's going to go do an interview with Leanne McAdoo and cover a slide presentation she's put together and that'll be on the Info Wars Nightly News tomorrow night along
[03:33:40.683 --> 03:33:42.604]  With some of the callers that we're going to be getting.
[03:33:42.604 --> 03:33:44.425]  We have Shane calling from North Carolina.
[03:33:44.425 --> 03:33:47.447]  Anybody else want to call in with your vaccine question?
[03:33:47.447 --> 03:33:49.968]  800-259-9231.
[03:33:49.968 --> 03:33:54.051]  Now before we get to these callers, right now we have Secret 12.
[03:33:54.051 --> 03:33:57.913]  It's vitamin B12 supplement that we have at Infowarslife.com.
[03:33:57.913 --> 03:33:58.253]  It is 20% off.
[03:34:00.134 --> 03:34:06.180]  And also you can start re-upping your supply of super male vitality.
[03:34:06.180 --> 03:34:11.344]  These are the two actual vials that I take with me when I go play basketball.
[03:34:11.344 --> 03:34:18.551]  I'm playing basketball tonight and before I step on the court I do two dropper fulls of each and it helps get me through the game.
[03:34:18.551 --> 03:34:26.478]  I'm already over 40 so I need to keep up with the 25 year olds that I play against once a week and you know
[03:34:26.798 --> 03:34:30.670]  Especially because I'm a taller guy, I have to get under the basket and rebound.
[03:34:30.670 --> 03:34:33.699]  So this helps me doing all that stuff, super male vitality.
[03:34:34.673 --> 03:34:38.435]  It's been sold out for over a month, but now we're going to have a huge supply coming in.
[03:34:38.435 --> 03:34:39.636]  But get your order in now.
[03:34:39.636 --> 03:34:46.439]  It's one of our most popular products at Inflowerslife.com, along with the Secret 12 Vitamin B12.
[03:34:46.439 --> 03:34:48.720]  And this is the Vitamin B12 they have in here.
[03:34:48.720 --> 03:34:51.942]  I think it's the same type that they actually inject into you.
[03:34:51.942 --> 03:34:54.984]  So this is a really good source of Vitamin B12.
[03:34:54.984 --> 03:34:58.806]  It gives you that extra energy, and the super meal will keep you going long into the night.
[03:34:59.566 --> 03:35:09.781]  Now, Brandy, we've got some callers coming in, but first let's get to a couple of, you're really on the fight right now with this mandatory HPV vaccine.
[03:35:09.781 --> 03:35:11.984]  Tell us what's coming down the pipe with that.
[03:35:13.035 --> 03:35:24.064]  Yeah, actually, the HPV vaccine, Gardasil, which is made by Merck, it's pretty much the driving force behind the mandatory vaccine laws that we're seeing.
[03:35:24.064 --> 03:35:29.128]  Merck, we call it in the industry, have to pay for Vioxx vaccine.
[03:35:29.128 --> 03:35:35.213]  And, you know, Vioxx, largest drug recall in the world, happened before and now Merck has to make it.
[03:35:35.493 --> 03:35:37.954]  Yeah, has to recoup some of those profits.
[03:35:37.954 --> 03:35:44.195]  And they priced it at $135 a dose, got the FDA to approve three doses within six months.
[03:35:44.195 --> 03:35:49.616]  It has huge, high aluminum content, like we were mentioning with the vitamin K shot.
[03:35:49.616 --> 03:35:53.757]  And they got it approved for boys and girls, 9 to 26.
[03:35:53.757 --> 03:35:56.398]  So they're looking at tens of billions of dollars with this.
[03:35:56.398 --> 03:35:58.878]  It's their new blockbuster.
[03:35:58.878 --> 03:36:02.439]  And that is really what's driving a lot of these mandatory vaccine laws.
[03:36:02.679 --> 03:36:19.243]  And I don't know if you've seen the videos, there's videos, one that was out of, I think it was Colombia or Venezuela, and it was the room full of girls all convulsing at the same time and they had just been given the shot, the guys on video going, we don't know what's going on, they told us to do this, we think there's something up, please help us, please help us.
[03:36:19.243 --> 03:36:22.784]  These people are utterly just being devastated around the world.
[03:36:22.784 --> 03:36:27.085]  It's not just in the United States, this is worldwide that this stuff, this is a bioweapon it seems like.
[03:36:27.205 --> 03:36:27.665]  Right.
[03:36:27.665 --> 03:36:30.607]  Japan has taken it off of their recommended schedule.
[03:36:30.607 --> 03:36:43.914]  The EU just in September launched an investigation into the HPV vaccine after a great Danish documentary came out exposing how many serious reactions are being seen in
[03:36:44.674 --> 03:36:46.996]  Populations of girls being given this vaccine.
[03:36:46.996 --> 03:36:54.321]  And there are lawsuits all around the country against Merck, against the vaccine maker, for injuries and deaths related to Gardasil.
[03:36:54.321 --> 03:36:56.983]  And that's one important point here in the U.S.
[03:36:56.983 --> 03:37:03.248]  Vaccines are, you know, completely protected, but have complete liability protection from the federal government.
[03:37:03.248 --> 03:37:11.574]  So those lawsuits that we're seeing around the world and the information that comes out in the discovery process of the judicial process, we can't do that here in the U.S.
[03:37:11.574 --> 03:37:12.255]  It's all hidden.
[03:37:12.255 --> 03:37:12.675]  All hidden.
[03:37:12.895 --> 03:37:13.475]  Yeah, I just want to do...
[03:37:42.688 --> 03:37:44.650]  Share my story, actually.
[03:37:44.650 --> 03:37:50.454]  You were talking about the vitamin K shot, and that's one of them that you seldom hear people talk about.
[03:37:50.454 --> 03:37:59.601]  My wife and I just had our second baby boy about a month ago, and he arrived a week early.
[03:37:59.601 --> 03:38:04.325]  My wife and I were already looking into taking the vitamin K orally.
[03:38:04.325 --> 03:38:07.647]  We knew that we were going to refuse the hep B.
[03:38:09.268 --> 03:38:14.833]  But we thought we had a week to, you know, figure out which vitamin K we were going to buy and all that.
[03:38:14.833 --> 03:38:22.680]  And all of a sudden, you know, she went into labor and all of a sudden we were in the hospital and having this baby a week earlier than planned.
[03:38:22.680 --> 03:38:29.206]  So then, you know, these people are coming around me with their clipboards and everything talking about, you know, like they do.
[03:38:29.206 --> 03:38:32.809]  And I said, yeah, well, we're not doing the Hap B. And then they're like, well, what about the vitamin K?
[03:38:32.809 --> 03:38:35.571]  I'm like, well, we were going to do that orally.
[03:38:37.375 --> 03:38:43.080]  But, you know, we thought the baby was coming a week later, so we didn't really make a decision.
[03:38:43.080 --> 03:38:45.462]  So I guess we'll just hold off on that one, too.
[03:38:45.462 --> 03:38:50.647]  And then, I mean, they're like whispering and acting like it's the biggest deal in the world.
[03:38:50.647 --> 03:39:00.036]  Like, they were making a bigger deal about me not getting the vitamin K than they were about the hep B. They had my pediatrician call me.
[03:39:01.602 --> 03:39:16.945]  I mean my pediatrician called he was somehow affiliated with their hospital apparently but but he called and said yeah oh yeah you know we just want to we just kind of want to know why don't you want to get this vitamin K and like everyone was asking me and they try to scare you with you know the bleeding that could happen and
[03:39:17.265 --> 03:39:18.646]  Did you end up doing it or what happened?
[03:39:40.455 --> 03:39:45.157]  First of all, I wasn't prepared to deal with this reaction from them.
[03:39:45.157 --> 03:39:46.577]  I mean, it freaked me out.
[03:39:46.577 --> 03:39:56.101]  And then, of course, my wife is not quite where I'm at with all this stuff, okay?
[03:39:56.101 --> 03:40:03.845]  The vaccines, and you know, our first son has only had the DTaP against my will, but my wife felt very strongly about it.
[03:40:08.266 --> 03:40:11.007]  She said, well, let's just get it.
[03:40:11.007 --> 03:40:16.668]  You know, we have, you know, she got kind of scared into, you know, let's just, you know, get the K vaccine.
[03:40:16.668 --> 03:40:18.829]  And I was just like, I don't know, you know, let's just wait.
[03:40:18.829 --> 03:40:29.272]  I mean, we, I mean, we can just get them some drops and I'll, I'll get them, you know, sent within the next day or two, but they freaked out about it.
[03:40:29.272 --> 03:40:34.333]  So then my pediatrician called and I said, yeah, we don't, I don't feel comfortable injecting this into my baby.
[03:40:34.333 --> 03:40:36.174]  And he said, well, uh, you can,
[03:40:36.914 --> 03:40:40.278]  You know, technically take it orally.
[03:40:40.278 --> 03:40:42.820]  So I ended up deciding to do that.
[03:40:42.820 --> 03:40:48.486]  And I mean, I kind of regret it hearing everything that you talked about, you know, being in it.
[03:40:48.486 --> 03:40:54.753]  But I suppose it's better to take it orally than to have that injected, mainlined into a newborn.
[03:40:54.753 --> 03:40:57.175]  But that's what we ended up doing at the hospital is
[03:40:58.630 --> 03:41:05.356]  He took a certain amount of it orally, an amount that was recommended by the pediatrician.
[03:41:05.356 --> 03:41:06.076]  Right.
[03:41:06.076 --> 03:41:08.458]  And it was and it was actually right from the vaccine.
[03:41:08.458 --> 03:41:09.659]  Yeah, they just take it out.
[03:41:09.659 --> 03:41:10.320]  And right.
[03:41:10.320 --> 03:41:11.000]  They do that.
[03:41:11.000 --> 03:41:12.922]  And because they don't really have anything on hand.
[03:41:12.922 --> 03:41:13.943]  And that's what they try to say.
[03:41:13.943 --> 03:41:14.903]  Well, we don't have that on hand.
[03:41:14.903 --> 03:41:16.585]  We just have to give them the regular one.
[03:41:16.585 --> 03:41:20.188]  And then with with my case, they wanted to give them more down the line.
[03:41:20.188 --> 03:41:24.231]  And we ended up going to a compounding pharmacy, which are kind of rare, I found out.
[03:41:24.231 --> 03:41:25.852]  But they were able to make a really
[03:41:26.653 --> 03:41:30.356]  I had my son in Holland and granted it was a home birth, but there was no talk about the vitamin K shot.
[03:41:42.925 --> 03:41:51.833]  So, this standard protocol that's going on here in the U.S., outside in other countries, it's not the same standard protocol.
[03:41:51.833 --> 03:41:55.496]  I never heard about vitamin K. They didn't even talk to me about vaccines.
[03:41:55.496 --> 03:41:59.659]  They said at his two-month appointment with the midwives, do you want to talk about vaccines?
[03:41:59.659 --> 03:42:00.820]  Some parents do.
[03:42:00.820 --> 03:42:03.622]  I said, why would I want to do that?
[03:42:03.622 --> 03:42:05.344]  He's perfectly healthy.
[03:42:05.344 --> 03:42:07.706]  And she's like, great, because we don't want to talk about them either.
[03:42:08.386 --> 03:42:08.927]  Exactly.
[03:42:08.927 --> 03:42:13.770]  So I think we have this idea that everywhere in the world does it just like the U.S.
[03:42:13.770 --> 03:42:15.331]  and here in the U.S.
[03:42:15.331 --> 03:42:27.601]  we do it far differently and these things that they try to push on us as standard protocol in the hospital and when we're giving birth and with our children with the whole vaccine program, this is not how it's done in the rest of the world.
[03:42:27.921 --> 03:42:28.441]  Right.
[03:42:28.441 --> 03:42:33.505]  We lead the world with our vaccine schedule, and we lead the world with infant mortality.
[03:42:33.505 --> 03:42:34.626]  In developing countries.
[03:42:34.626 --> 03:42:36.968]  In developing countries, to be fair.
[03:42:36.968 --> 03:42:37.889]  In developed countries.
[03:42:37.889 --> 03:42:38.749]  Yeah, exactly.
[03:42:38.749 --> 03:42:41.111]  I still think we are developing in some ways.
[03:42:41.111 --> 03:42:43.033]  Mike in Tennessee, what is your question?
[03:42:44.631 --> 03:42:48.475]  I just wanted to find out, did you work at the facility in Marietta, Georgia?
[03:42:48.475 --> 03:42:57.704]  No, I was the sales rep and I repped Vioxx and that experience showed me that things that are on the market are not necessarily safe and there's a lot of corruption behind the scenes.
[03:42:57.704 --> 03:43:00.266]  Don't you ever have an opportunity?
[03:43:00.266 --> 03:43:06.913]  I know someone personally that works there, worked there for many, many years and just walking through there and just looking at
[03:43:07.868 --> 03:43:16.391]  The procedures, the way that this is done, the way these things are manufactured, you would want to think twice about putting any of that stuff in your body.
[03:43:16.391 --> 03:43:29.856]  And of course, as you touched on, have your kids at home, keep them there, keep your money in your pocket, don't submit to these authoritarians who, I mean, they're out of their mind sociopaths and anybody that would listen to them is just insane.
[03:43:30.576 --> 03:43:31.157]  Totally agree.
[03:43:31.157 --> 03:43:34.381]  I mean, bovine serum, people even know what that is.
[03:43:34.381 --> 03:43:37.265]  Diploid cells, those are made out of aborted fetal cells.
[03:43:37.265 --> 03:43:38.426]  Dog kidney cells?
[03:43:38.426 --> 03:43:46.576]  Yeah, that's the stuff that monkey kidney cells in the polio vaccine, you know, that's the stuff they inject people with and you don't know what that's doing on a DNA level.
[03:43:46.656 --> 03:43:48.016]  Yeah, it's damaging our DNA.
[03:43:48.016 --> 03:43:50.177]  And they're not doing those tests, I guarantee you.
[03:43:50.177 --> 03:43:50.977]  They're not doing those tests.
[03:43:50.977 --> 03:43:52.258]  They're going, are you getting sick?
[03:43:52.258 --> 03:43:52.738]  Are you dying?
[03:43:52.738 --> 03:43:53.458]  Okay, it's safe.
[03:43:53.458 --> 03:43:54.279]  Safe and effective.
[03:43:54.279 --> 03:43:54.659]  Let's get it out.
[03:43:54.659 --> 03:43:55.439]  Let's get it out the door.
[03:43:55.439 --> 03:43:58.180]  Right, because there's no long-term safety studies.
[03:43:58.180 --> 03:44:00.280]  And the FDA often fast-tracks them.
[03:44:00.280 --> 03:44:05.822]  And a lot of people don't realize the safety studies that are done on vaccines, they're not done with the proper placebos.
[03:44:05.822 --> 03:44:08.783]  It's very substandard safety testing.
[03:44:08.783 --> 03:44:13.505]  No long-term, no combination doses, even though we give kids six to nine doses, sometimes more.
[03:44:14.165 --> 03:44:15.326]  At baby visits.
[03:44:15.326 --> 03:44:17.567]  There's so much people aren't hearing behind the scenes.
[03:44:17.567 --> 03:44:20.789]  The safety testing is not like even pharmaceutical drugs.
[03:44:20.789 --> 03:44:22.730]  I mean, pharmaceutical drugs slip through the cracks.
[03:44:22.730 --> 03:44:25.232]  Well, vaccines slip through far bigger cracks.
[03:44:25.232 --> 03:44:25.832]  Canyons.
[03:44:25.832 --> 03:44:26.933]  They're slipping through canyons.
[03:44:26.933 --> 03:44:28.934]  They're just wheeling them in going, how many can we get?
[03:44:28.934 --> 03:44:33.397]  They've got 271 new vaccinations that they want to come out with.
[03:44:33.397 --> 03:44:34.698]  I mean, that's ridiculous.
[03:44:34.858 --> 03:44:38.141]  It's a totally untapped market for pharmaceutical companies.
[03:44:38.141 --> 03:44:46.947]  They're looking at a pharmaceutical drug market that's completely saturated, a bunch of competition, high hurdles of safety testing to get into the market, and then vaccines.
[03:44:46.947 --> 03:44:50.050]  I mean, look at all these disease states that they could come up with vaccines for.
[03:44:50.050 --> 03:44:53.513]  They're coming up with an anthrax vaccine, cancer, HIV.
