[00:00:16.067 --> 00:00:16.231]  Hmm.
[02:15:54.727 --> 02:16:09.253]  We thank IBM, a company that has a long history providing cutting-edge information technology solutions, for stepping in, providing leadership and experience that will be valuable to our country and save taxpayers money.
[02:16:10.854 --> 02:16:11.274]  Hold on.
[02:16:12.234 --> 02:16:13.134]  This isn't who we are.
[02:16:14.435 --> 02:16:14.615]  No.
[02:16:15.075 --> 02:16:16.636]  Give me those freaking cue cards, man!
[02:16:19.380 --> 02:16:19.780]  You know what?
[02:16:20.520 --> 02:16:21.421]  You know what's going to happen with this?
[02:16:21.441 --> 02:16:25.502]  You know what the implications are of this Watson program that's going to come up?
[02:16:26.343 --> 02:16:37.327]  It's a computer that they're going to use to replace the doctors at the VA, to do the death panels that have been going on, to help take away human emotion from making those decisions.
[02:16:37.727 --> 02:16:39.308]  This is something that's got to change.
[02:16:39.568 --> 02:16:45.530]  This is ridiculous, and I'm Joe Biggs with InfoWars.com, and I'm not going to f***ing take it anymore.
[02:16:47.443 --> 02:16:51.086]  I'm standing outside of the Veterans Affairs Center in Austin, Texas.
[02:16:51.546 --> 02:16:56.690]  This will be the proving ground for IBM's brand new technology, Watson.
[02:16:56.930 --> 02:17:04.355]  Now what that is, is a supercomputer that will have all of your medical records, admin records, and many other things downloaded into it.
[02:17:04.695 --> 02:17:11.100]  They want to use this machine to replace the doctors that have had death panels going on at the VA for years now.
[02:17:11.500 --> 02:17:17.505]  Newly released documents expose more explicitly the details of IBM's pivotal role in the Holocaust.
[02:17:18.085 --> 02:17:26.792]  All six phases, identification, expulsion from society, confiscation, ghettoization, deportation, and even extermination.
[02:17:27.592 --> 02:17:41.439]  Moreover, the documents portray with crystal clarity the personal involvement and micromanagement of IBM President Thomas J. Watson and the company's co-planning and co-organizing of Hitler's campaign to destroy the Jews.
[02:17:42.159 --> 02:17:53.265]  Why is the Department of Veterans Affairs awarding IBM with a large contract to bring in Watson, a new technology that will be used to replace doctors in an already failing VA health system?
[02:17:54.165 --> 02:17:58.729]  Why are they naming it after Thomas J. Watson, the founder and president of IBM?
[02:17:59.109 --> 02:18:08.076]  Did you know this man was responsible for making the machines that created punch cards with a coding system to label and eventually kill thousands of Jews?
[02:18:08.537 --> 02:18:13.701]  This machine would generate codes to be tattooed on prisoners in Hitler's concentration camps.
[02:18:14.201 --> 02:18:21.478]  This man committed genocide by any standard and IBM and the VA want to throw it in our face clear as day and name it after that monster.
[02:18:21.799 --> 02:18:24.024]  If this doesn't piss you off, I don't know what will.
[02:18:24.960 --> 02:18:35.746]  Hitler was so impressed with what Watson had done for the Third Reich that he awarded him with a special award, created specifically for the occasion, to honor extraordinary service by a foreigner.
[02:18:36.326 --> 02:18:44.230]  The medal was the Order of the German Eagle with Star, bedecked with swastikas, and was to be worn on a sash over Watson's cold, dead heart.
[02:18:44.390 --> 02:18:47.492]  Why do they want to put a machine in charge of your health, you might ask yourself?
[02:18:48.410 --> 02:18:58.920]  They do it so this pre-programmed evil robot can make the life or death decisions about you, the veteran, instead of the doctors that have received so much flack from the VA scandal over the last year.
[02:18:59.540 --> 02:19:07.348]  This helps take human emotions away and also allows the medical personnel to use Watson as a scapegoat should any problems arise, like death.
[02:19:08.291 --> 02:19:14.836]  Watson will be a new form of medical AI technology used to run the death panels already in place at the VA.
[02:19:15.257 --> 02:19:19.360]  How soon will it be until this technology moves over into civilian health care?
[02:19:19.620 --> 02:19:21.462]  Will you be a victim of Watson's wrath?
[02:19:22.182 --> 02:19:24.905]  This is also happening in another area of the government.
[02:19:25.305 --> 02:19:30.129]  They now want to replace humans that fly drones and make them fully autonomous.
[02:19:30.770 --> 02:19:32.991]  And many pilots were also claiming PTSD.
[02:19:33.812 --> 02:19:38.794]  Once you take the human aspect out of dealing with healthcare and war, things become even more evil.
[02:19:38.954 --> 02:19:42.616]  Who is going to check the morals of the men and women who program these machines?
[02:19:43.056 --> 02:19:47.297]  How do we know the machines will be told to act ethical and make the right decisions?
[02:19:47.978 --> 02:19:48.558]  Well, there you have it.
[02:19:48.598 --> 02:19:54.600]  That is the new Watson technology that's going to run the death panels at the already failing VA healthcare system.
[02:19:54.920 --> 02:19:59.642]  Now I have a vision of how this Watson technology will be implemented when you walk into the VA.
[02:19:59.902 --> 02:20:01.183]  Let's go in here and take a look.
[02:20:10.299 --> 02:20:10.599]  Next.
[02:20:11.379 --> 02:20:17.843]  What's going on?
[02:20:17.863 --> 02:20:23.205]  Alright, ride on.
[02:20:27.828 --> 02:20:30.489]  Alright, uh, Watson has determined you need to step into the medical chamber.
[02:20:31.029 --> 02:20:31.830]  So, uh, go ahead.
[02:20:54.780 --> 02:20:55.048]  Next!
[02:21:11.351 --> 02:21:19.217]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[02:21:19.478 --> 02:21:21.539]  All the major networks are state-run.
[02:21:21.720 --> 02:21:24.342]  We are partnering this year with the NFL.
[02:21:24.402 --> 02:21:28.545]  The NFL has become a political weapon against the Second Amendment and pushes Obamacare.
[02:21:28.825 --> 02:21:31.988]  MSNBC tells us that our children belong to the state.
[02:21:32.008 --> 02:21:39.274]  We have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
[02:21:39.414 --> 02:21:50.522]  The brainwashing media machine has been turned up on high and it's time for humanity to double down on the true people's media and strike back against the tyrants that are destroying our civilization with their lies and fraud.
[02:21:50.703 --> 02:21:52.084]  We are the resistance.
[02:21:52.364 --> 02:21:53.725]  You are the resistance.
[02:21:54.085 --> 02:21:55.646]  You are the info war.
[02:21:55.826 --> 02:21:59.950]  It is more important than ever to realize that we are not the alternative media.
[02:22:00.130 --> 02:22:01.811]  We are the true media.
[02:22:01.931 --> 02:22:04.513]  The establishment dinosaur press is dying.
[02:22:04.633 --> 02:22:08.196]  We are in an information war and we are losing that war.
[02:22:08.376 --> 02:22:12.498]  Join us at Infowarsnews.com and PrisonPlanet.tv.
[02:22:12.698 --> 02:22:15.560]  Members can share their memberships with up to 11 people.
[02:22:15.660 --> 02:22:23.244]  By subscribing, you will literally be buying war bonds in the Info War to expand our operation in the face of the tyrants.
[02:22:23.545 --> 02:22:25.265]  Join us at PrisonPlanet.tv.
[02:22:39.389 --> 02:22:50.532]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[02:22:50.752 --> 02:22:58.714]  The most bioactive form that has been created with our proprietary process, this ultra-clean vitamin B12 nutraceutical has been carefully crafted and developed.
[02:22:58.934 --> 02:23:04.541]  Over the last two years, and is based on cellular science of how your body actively absorbs essential nutrients.
[02:23:04.981 --> 02:23:07.865]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[02:23:08.085 --> 02:23:09.266]  No needles, no injections.
[02:23:09.527 --> 02:23:13.551]  Vitamin B12 deficiency is linked to scores of serious problems.
[02:23:13.852 --> 02:23:18.697]  And Secret 12 is a fusion of two organic proprietary forms of Vitamin B12.
[02:23:19.498 --> 02:23:22.641]  Bringing you a true nutraceutical quality Vitamin B12.
[02:23:23.461 --> 02:23:24.122]  Secret 12.
[02:23:24.542 --> 02:23:29.826]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[02:23:30.186 --> 02:23:32.248]  Supplies of Secret 12 are very limited.
[02:23:32.548 --> 02:23:34.950]  Secure yours today at InfoWarsLife.com.
[02:23:35.450 --> 02:23:40.272]  Or by calling toll-free 888-253-3139.
[02:23:40.292 --> 02:23:43.994]  2015 is almost here, and with it comes those New Year's resolutions.
[02:23:44.274 --> 02:23:46.875]  To finally transform your body the way you want it.
[02:23:47.095 --> 02:23:50.837]  There's a reason over 88% of New Year's resolutions fail.
[02:23:51.037 --> 02:23:57.139]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[02:23:57.499 --> 02:23:58.960]  Using Super Oxygenation.
[02:23:59.200 --> 02:23:59.860]  OxyPowder.
[02:24:00.141 --> 02:24:02.001]  Available through Infowarslife.com.
[02:24:02.121 --> 02:24:03.302]  Gently cleanses the body.
[02:24:03.482 --> 02:24:05.403]  While you sleep with easy capsules.
[02:24:05.723 --> 02:24:11.407]  Tens of thousands of individuals have used Oxy-Powder to cleanse their bodies and aid in their transformations.
[02:24:11.807 --> 02:24:17.130]  Even InfoWars Nightly News Director Rob Dew has been using Oxy-Powder with incredible success.
[02:24:17.450 --> 02:24:19.812]  Took it that first day, then I took it for six more days after that.
[02:24:19.952 --> 02:24:21.793]  Twelve pounds melted off in about a week.
[02:24:21.873 --> 02:24:22.414]  I'd say a week.
[02:24:22.594 --> 02:24:23.034]  Seven days.
[02:24:23.594 --> 02:24:25.216]  2015 can be different.
[02:24:25.337 --> 02:24:28.280]  Diet and exercise are important, but a lot of us have already tried that.
[02:24:28.540 --> 02:24:30.363]  OxyPowder flushes it out.
[02:24:30.743 --> 02:24:33.466]  Secure your OxyPowder at Infowarslife.com.
[02:24:33.486 --> 02:24:35.609]  That's Infowarslife.com or 888-253-3139.
[02:25:01.280 --> 02:25:04.664]  Welcome back to our live coverage of Obama's State of the Union 2015.
[02:25:05.485 --> 02:25:09.069]  I'm David Knight, joined with Leanne McAdoo and Jakari Jackson.
[02:25:09.089 --> 02:25:15.376]  We've just seen Obama come out and give his statements, his very broad, general statements.
[02:25:15.416 --> 02:25:16.978]  He didn't talk about any of the details.
[02:25:17.378 --> 02:25:21.322]  They've been releasing details for the last week, primarily through social media.
[02:25:21.903 --> 02:25:25.844]  And so it's kind of interesting to go back and look at what they're actually proposing.
[02:25:25.884 --> 02:25:33.706]  And of course, what he's proposing about education may or may not happen because there's going to be a lot of opposition from Republicans as well as on taxes.
[02:25:34.286 --> 02:25:42.768]  But in two other areas, in terms of his internet regulation and in terms of his Trans-Pacific Partnership, Trans-Atlantic Partnership,
[02:25:43.408 --> 02:25:47.009]  Those are issues that he has a lot of support from majority Republicans.
[02:25:47.249 --> 02:25:48.930]  It's very likely that those are going to happen.
[02:25:48.950 --> 02:25:50.530]  So we're going to take a look at some of the things.
[02:25:50.830 --> 02:26:01.974]  He's made broad sweeping proposals for changes to the Internet, changes to privacy, changes to criminal actions, criminalizing and felonizing a lot of things that were misdemeanors before.
[02:26:01.994 --> 02:26:07.156]  So we're going to talk about what he's proposing to do because that's very likely to get passed by the Republicans.
[02:26:08.236 --> 02:26:14.703]  I think the first thing we should do before we go to the internet is to talk about this education proposal that he's talking about.
[02:26:14.743 --> 02:26:18.226]  And of course, on the White House website, he's got a couple articles.
[02:26:18.307 --> 02:26:24.032]  One of them is the president proposes to make community college free for responsible students for two years.
[02:26:24.833 --> 02:26:26.694]  How does he define a responsible student?
[02:26:26.714 --> 02:26:30.316]  Well, that's somebody that's going to make 2.5 GPA or better.
[02:26:30.976 --> 02:26:33.557]  But the free part, there's a lot of questions about that.
[02:26:34.057 --> 02:26:44.082]  He put a graphic up tonight that showed that they were going to pay up to 9 million students would get $3,800 per year that they would save.
[02:26:44.582 --> 02:26:46.523]  And of course, you do the math, that comes out to $34 billion.
[02:26:48.104 --> 02:26:54.806]  Yet on his site, we see conflicting information saying that they will pay up to $2,500 per year.
[02:26:55.166 --> 02:26:56.927]  So they're saying if the average cost is $3,800, they're going to pay $2,500.
[02:26:56.967 --> 02:26:58.267]  They also say they're going to pay up to 75%.
[02:27:04.389 --> 02:27:05.930]  Not 100%, but up to 75%.
[02:27:07.050 --> 02:27:11.052]  And quite frankly, the $2,500 is not 75% of the $3,800.
[02:27:11.652 --> 02:27:16.034]  So there's inconsistencies throughout even that broad stroke.
[02:27:16.054 --> 02:27:18.175]  He wants to put it out there as something that is free for people.
[02:27:18.535 --> 02:27:22.177]  And yet, if you look at the details, the details don't add up to what he's saying at all.
[02:27:22.637 --> 02:27:23.437]  That's exactly right.
[02:27:23.477 --> 02:27:31.899]  I mean, when you think about the student loan system, you have all these people that may or may not get these $3,800 or whatever it is to get this.
[02:27:32.299 --> 02:27:33.559]  That's pretty much an associate's degree.
[02:27:33.579 --> 02:27:36.440]  You go to community college, but that associate's degree is worthless.
[02:27:36.800 --> 02:27:39.600]  Get an associate's degree in today's market and try to go out and find a job.
[02:27:40.041 --> 02:27:41.061]  Nobody's going to hire you.
[02:27:41.401 --> 02:27:44.722]  Even if you get that bachelor's degree, then it's like, did you take an internship?
[02:27:44.742 --> 02:27:51.703]  Did you jump through all these other flaming hoops of razor wire so we might give you some temp job answering the phone or getting coffee?
[02:27:52.063 --> 02:27:54.345]  That's what a lot of these degrees go to nowadays.
[02:27:54.766 --> 02:27:57.128]  And it doesn't really leave you with anything worthwhile.
[02:27:57.688 --> 02:28:01.391]  The vast majority of four-year degrees don't really help you economically.
[02:28:01.972 --> 02:28:11.701]  And I guess one of the things that really kind of grates on me is the idea that staying in school longer is something that we as a society should reward.
[02:28:12.421 --> 02:28:17.443]  And yet there's nothing there to give people credit or to help them along as young entrepreneurs.
[02:28:18.043 --> 02:28:22.984]  He's certainly not going to propose anything there because it's about keeping you dependent on the government.
[02:28:23.264 --> 02:28:31.027]  And as he's saying that he's going to hand out these free two years at college, at the same time the other hand is stealing
[02:28:31.727 --> 02:28:44.176]  The education IRAs that they told families and parents many years ago that they could set aside after-tax money into these education IRAs if they made anything from the investment or from its compounding.
[02:28:44.216 --> 02:28:46.117]  Mostly they would be invested in mutual funds.
[02:28:46.397 --> 02:28:49.560]  If they made any money off their mutual fund investments, they could withdraw that.
[02:28:50.280 --> 02:28:51.601]  And that would not be taxed.
[02:28:51.761 --> 02:28:54.342]  They could apply that directly to their children's education.
[02:28:54.402 --> 02:29:02.845]  So these people script and save with their after-tax dollars, put it in something that they hope isn't going to be taxed, and now he's proposing to take that from them.
[02:29:03.546 --> 02:29:07.788]  Along with that, that's the 509, there's also another one, it's a...
[02:29:09.096 --> 02:29:09.897]  I've got the details here.
[02:29:09.917 --> 02:29:15.681]  But there's another one that they're going to completely eliminate altogether that you could set aside $2,000 a year.
[02:29:15.701 --> 02:29:17.683]  They're going to completely eliminate that one.
[02:29:17.943 --> 02:29:19.984]  And the 509, they're going to tax it.
[02:29:20.365 --> 02:29:33.955]  So you see the government telling you that it's going to be free on the one hand, and yet they are taking it away and taking away the tax deductions from people who are trying to do the right thing, who are saving, who are working hard, who are trying to be self-reliant.
[02:29:34.115 --> 02:29:35.256]  They're going to punish those people.
[02:29:35.456 --> 02:29:38.879]  Only the people who come to government for handouts are going to be rewarded.
[02:29:39.420 --> 02:29:43.906]  Just enough of a handout to keep you still coming to the state for that.
[02:29:44.327 --> 02:29:51.136]  And I think it's very important that we understand how all this plays into the open borders and immigration as well.
[02:29:53.467 --> 02:29:57.968]  That has all been about, remember, the focus has been on young people coming across, of course.
[02:29:58.048 --> 02:30:02.709]  Even the right-wing guys like Glenn Peck and George Will were telling us it's eight-year-olds with teddy bears.
[02:30:02.749 --> 02:30:03.389]  And it's like, no.
[02:30:03.709 --> 02:30:05.729]  The DREAMers go all the way up to 31 years old.
[02:30:05.809 --> 02:30:11.650]  That's the big misconception people don't have because you hear X number of children come over the border every month.
[02:30:11.670 --> 02:30:15.291]  31-year-old men, people older than me, qualify as a child under the DREAM Act.
[02:30:15.431 --> 02:30:16.191]  Yeah, DREAMers.
[02:30:16.551 --> 02:30:19.552]  And that's the key thing for the DREAMers is giving them
[02:30:20.453 --> 02:30:20.933]  I don't know.
[02:30:43.658 --> 02:30:45.539]  Right, because like he says, all this stuff is free.
[02:30:45.579 --> 02:30:47.819]  Somebody has to pay for this stuff at the end of the day.
[02:30:48.079 --> 02:30:54.581]  And when you want to talk about people getting in-state tuition, you know, I'm from Oklahoma, I came here to Texas, nobody offered me in-state tuition.
[02:30:54.761 --> 02:30:56.602]  That's because you're not an illegal alien.
[02:30:56.822 --> 02:31:00.703]  If you're an illegal alien, you can get in-state tuition in any of the 50 states.
[02:31:01.503 --> 02:31:02.904]  And in many cases you're going to get a free ride.
[02:31:03.224 --> 02:31:08.927]  Now you're talking about making it universal, and he says he wants to make it as universal as high school.
[02:31:08.967 --> 02:31:13.709]  He wants two years of college to be free, quote-unquote, and as universal as high school.
[02:31:14.847 --> 02:31:18.829]  One of the problems I have with this is that we've already got people in school for too long.
[02:31:19.410 --> 02:31:21.351]  They become dependent on government.
[02:31:21.411 --> 02:31:22.592]  They don't think for themselves.
[02:31:22.612 --> 02:31:27.775]  They don't get out and start engaging in the real world, learning real skills, learning real interaction.
[02:31:28.035 --> 02:31:32.237]  And of course, they want people to stay inside that government-run cocoon.
[02:31:32.277 --> 02:31:34.899]  And so he wants to extend this for another two years.
[02:31:34.939 --> 02:31:35.779]  That's what that's really about.
[02:31:36.160 --> 02:31:39.382]  But let's also understand that you're going to be paying taxes for this.
[02:31:40.464 --> 02:31:49.713]  If anybody pays property taxes, they're going to realize that pretty much all of their property taxes go to pay for that universal high school education that's out there.
[02:31:49.733 --> 02:31:51.695]  So there isn't anything that's free.
[02:31:52.136 --> 02:31:59.103]  And this is just going to extend the burden of that, plus bring in the dreamers from other countries to use these benefits.
[02:31:59.463 --> 02:32:01.384]  And it also feeds into this college bubble.
[02:32:01.624 --> 02:32:11.349]  You know, as we've been hinting on, a lot of times you'll get out of college, and even if you do find a job in your field, it may take several years to actually get there because they want the internships, all these other things.
[02:32:11.409 --> 02:32:15.332]  You know, like many years ago, you may have been able to get a decent job with an associate's degree.
[02:32:15.352 --> 02:32:16.992]  You cannot do that anymore.
[02:32:17.573 --> 02:32:19.354]  So it continues to feed into that.
[02:32:20.074 --> 02:32:22.535]  Let's talk about internet, because we said this is going to be really big.
[02:32:22.575 --> 02:32:28.518]  And this is something that we believe that they're going to get passed because the Republicans want this very badly.
[02:32:28.558 --> 02:32:33.280]  And of course, we now have a Republican in the Senate who's now head of the Senate Intelligence Committee.
[02:32:33.320 --> 02:32:35.241]  Richard Burr has replaced Dianne Feinstein.
[02:32:35.761 --> 02:32:41.864]  He has said that he doesn't think anything that the NSA does should ever be made public in a hearing.
[02:32:41.904 --> 02:32:45.606]  They should never have any oversight of the CIA or the NSA.
[02:32:46.326 --> 02:32:52.709]  So these are people who are above and beyond even the worst stuff that we have seen coming along the pike.
[02:32:52.789 --> 02:32:54.910]  Now here's the areas that he's talking about.
[02:32:54.950 --> 02:32:56.971]  He's talking about FCC control of the internet.
[02:32:57.411 --> 02:32:58.972]  He's talking about faster broadband.
[02:32:59.412 --> 02:33:01.353]  He's talking about privacy.
[02:33:02.253 --> 02:33:18.318]  Putting restrictions on corporations sharing your data when they're turning it over to the government and at the same time they're putting out CISPA legislation again to try to grant legal immunity to the corporations who basically turn your information over to the government.
[02:33:18.338 --> 02:33:22.279]  David, I noticed you put LOL next to privacy in your notes.
[02:33:22.319 --> 02:33:22.999]  Yeah, exactly.
[02:33:23.019 --> 02:33:23.900]  Do you think that's funny?
[02:33:24.060 --> 02:33:27.181]  Yeah, I think that is an amazing bit of irony there.
[02:33:27.701 --> 02:33:30.382]  And then of course he's extended the CFAA
[02:33:31.502 --> 02:33:35.425]  Which is going to give us a whole lot of new felonies.
[02:33:35.485 --> 02:33:41.749]  And so the internet community is very concerned about this part of the proposal.
[02:33:41.789 --> 02:33:43.811]  This is where there's a lot of devils in the detail.
[02:33:44.111 --> 02:33:46.633]  Let's talk about first FCC control.
[02:33:47.904 --> 02:33:51.826]  Last week, he said that Congress doesn't really need to get involved in this.
[02:33:52.567 --> 02:33:59.871]  This is something that he says the FCC already has authority in, and clearly they don't.
[02:34:00.211 --> 02:34:06.255]  The FCC has never been involved with the Internet, and there's no reason for the FCC to get involved in the Internet.
[02:34:06.295 --> 02:34:12.999]  The FCC was set up to allocate broadband for broadcast, not broadband, they were set up to allocate
[02:34:13.519 --> 02:34:18.140]  Broadcast frequencies so that people didn't run over each other.
[02:34:18.540 --> 02:34:20.641]  They don't need to do that with the Internet.
[02:34:20.661 --> 02:34:22.461]  We don't need any Internet control.
[02:34:22.521 --> 02:34:31.064]  And so what they're saying is, we're going to, and this is where the lies come in, they're saying, we're going to set up the FCC to make sure that the Internet is free.
[02:34:31.604 --> 02:34:32.804]  The Internet has been free.
[02:34:32.824 --> 02:34:33.584]  It's already free.
[02:34:33.744 --> 02:34:34.284]  Free and open.
[02:34:34.304 --> 02:34:36.225]  We want to make it freer for them.
[02:34:36.505 --> 02:34:56.845]  Exactly, and one of the ironies that he says here, he says there should be no gatekeepers, and then he talks about, and as the FCC considers new rules, okay, the FCC is going to become the gatekeepers, they're going to make the rules, they're going to control this, and the FCC has already been on both sides of the net neutrality issue.
[02:34:57.325 --> 02:34:59.327]  They have switched on both sides.
[02:34:59.667 --> 02:35:01.830]  They will do whatever they need to.
[02:35:01.890 --> 02:35:05.393]  Right now, the general public wants to have net neutrality.
[02:35:05.413 --> 02:35:06.794]  They want to keep things the way that they are.
[02:35:06.854 --> 02:35:08.556]  So that's what they're selling the public.
[02:35:09.196 --> 02:35:13.741]  Once they get that authority, they can flip just like that, as we've already seen them do.
[02:35:14.541 --> 02:35:28.826]  And then cities that have successfully set up their own high-speed internet, their own broadband system, they are now facing against these giants, Google, Time Warner, Comcast, all these mergers, AT&T.
[02:35:29.306 --> 02:35:34.888]  They are trying to stop these cities from being able to set up their own municipal networks.
[02:35:35.668 --> 02:35:36.329]  Absolutely.
[02:35:36.629 --> 02:35:37.589]  I mean, that's what it is.
[02:35:37.669 --> 02:35:39.850]  It's taking the power away from the states.
[02:35:40.603 --> 02:35:41.063]  Absolutely.
[02:35:41.184 --> 02:35:42.725]  So they're going to centralize control.
[02:35:42.785 --> 02:35:48.290]  They're going to use the FCC as part of a multi-pronged attack.
[02:35:48.330 --> 02:35:52.413]  They're going to come after us with security regulations to protect us from hackers.
[02:35:52.894 --> 02:35:54.795]  They're going to come after us with the FCC.
[02:35:54.815 --> 02:35:56.637]  They're going to come after us with taxes.
[02:35:56.657 --> 02:35:59.760]  They're going to come after us with the Trans-Pacific Partnership.
[02:36:00.180 --> 02:36:04.422]  And why, you say, would we have internet control as part of a trade agreement?
[02:36:04.462 --> 02:36:10.905]  Well, there's a lot of stuff in these so-called trade agreements that have nothing to do with trade, free or otherwise.
[02:36:10.945 --> 02:36:11.745]  But they're going to impose those.
[02:36:12.066 --> 02:36:14.527]  Real quickly, let's go to faster broadband.
[02:36:14.967 --> 02:36:18.669]  And again, I think it's ironic that they want to talk about faster broadband when
[02:36:19.830 --> 02:36:23.772]  One of the reasons we're getting things so slow is because we have the NSA.
[02:36:23.933 --> 02:36:29.896]  You've got to send a text and it's got to go to the NSA first and then to your friend.
[02:36:29.936 --> 02:36:34.699]  For everybody who doesn't know about the NSA, I've been to a facility in San Antonio.
[02:36:34.719 --> 02:36:37.941]  I believe Gucciardi and some other guys went to a different facility.
[02:36:37.981 --> 02:36:42.984]  I mean they're all around the United States and there are these huge buildings where they pretty much
[02:36:43.544 --> 02:36:43.884]  We're good to go.
[02:37:13.703 --> 02:37:17.966]  I just want to say these facilities aren't very green either for all you greenies out there.
[02:37:18.006 --> 02:37:23.090]  They use a lot of water, a lot of electricity, a lot of resources to store all this data.
[02:37:23.310 --> 02:37:25.551]  Right, that's why Utah is trying to shut off their water.
[02:37:25.571 --> 02:37:35.458]  That's a very interesting approach to shut down the data collection center is to talk about how we cannot afford to provide this amount of water in a very dry state like Utah.
[02:37:35.598 --> 02:37:52.962]  And it's not just siphoning off to the NSA, but now it's being siphoned off to the Stingray surveillance system and all these other surveillance streetlights and, you know, this Intellistreetlights and things like that that are scooping up all of your data and then sending it to third parties, who knows what, and all the smart homes and...
[02:37:53.444 --> 02:38:16.936]  The government has such an insatiable appetite to know everything about us that it needs more broadband so it can spy on us with the amount of things, as Joe Biggs talked about, the number of devices that you're going to have in your home, all of them capable of spying on you, all of them feeding into your internet that you're paying for, and if you're paying for it... Why do you need a smart dishwasher?
[02:38:17.196 --> 02:38:20.839]  Or a smart refrigerator that tells you when you're out of milk, you can tell when you're out of milk.
[02:38:33.530 --> 02:38:33.670]  It's
[02:38:50.959 --> 02:38:56.602]  Then they own all the information that they collect about you, whether you know they're collecting that information about you or not.
[02:38:57.063 --> 02:39:09.950]  You have agreed to do business with your telephone company or with your ISP or with whoever you've connected to on the internet, so any information that they collect about you is equally theirs as much as it is about you.
[02:39:09.970 --> 02:39:11.831]  Now, we don't believe that's true.
[02:39:12.071 --> 02:39:26.383]  Right, well because when all of this NSA surveillance first came out, a lot of people were, like Yahoo and Google, and their first instinct was to say, well we didn't know, we didn't do it, you know, protect us from these pending lawsuits that are going to come.
[02:39:26.463 --> 02:39:28.225]  People say you're violating our rights.
[02:39:28.625 --> 02:39:35.251]  So now they're protecting those people, and obviously it's going to come out when healthcare.gov really, you know, really takes off.
[02:39:35.611 --> 02:39:37.553]  People who are using healthcare.gov
[02:39:37.813 --> 02:39:38.153]  Care.gov
[02:39:53.448 --> 02:39:54.009]  We're good to go.
[02:40:19.432 --> 02:40:24.356]  You know, I like this, so I'm glad that I'm being targeted with this advertising because it's a relevant ad.
[02:40:24.396 --> 02:40:27.378]  It's about controlling you, controlling your ideas.
[02:40:27.678 --> 02:40:27.859]  Yes.
[02:40:28.539 --> 02:40:34.264]  They're not just passively lurking there like some kind of a creepy voyeur watching everything that's going on in your life.
[02:40:34.944 --> 02:40:46.679]  They're taking this data, they're mining this data, they're looking at how they can manipulate you after they characterize what you're about and determine that you're a person of interest.
[02:40:46.719 --> 02:40:51.626]  I mean, if you're somebody that just checks out and all you do is watch sports and listen to music, they're not interested in you.
[02:40:52.146 --> 02:40:55.729]  If you're engaged in politics, they're going to figure out where you are in the political spectrum.
[02:40:56.030 --> 02:40:57.931]  They're going to target you with information.
[02:40:58.312 --> 02:41:02.115]  You have to understand, this is very much like they've always done with gerrymandering.
[02:41:02.595 --> 02:41:07.800]  In terms of going in, they would pick the voters to make sure they got the results that they want.
[02:41:08.260 --> 02:41:21.213]  We saw this in North Carolina when, after decades of Democrat control, they went, of the local state government, the local state House and Senate, they went from Democrat control to Republican control.
[02:41:21.634 --> 02:41:23.275]  There was a sea change there where
[02:41:24.136 --> 02:41:28.439]  Everybody, Republicans swept everything except Congress.
[02:41:28.859 --> 02:41:40.928]  Congress didn't change in that one election because they had gerrymandering in place so precise that they had those incumbents maintain that 2010 election.
[02:41:41.268 --> 02:41:47.192]  But 2010 was a year that they had the census and the state legislature got to redraw those boundaries.
[02:41:47.353 --> 02:41:49.994]  And then you saw everything change because they picked the voters.
[02:41:50.335 --> 02:41:51.916]  Now what they're doing with social media
[02:41:52.476 --> 02:42:03.422]  Is they're going to determine, and they've already done it, they're going to determine who you are and where you are on the political spectrum, and then they're going to use that to push their information to you to control you.
[02:42:03.502 --> 02:42:06.043]  That's how they're going to pick the voters and manipulate the voters.
[02:42:06.103 --> 02:42:08.864]  It isn't going to be something as old-fashioned as gerrymandering.
[02:42:08.884 --> 02:42:11.826]  They're going to go directly to you through social media.
[02:42:12.366 --> 02:42:15.208]  Let's talk now about these new felonies that are coming out.
[02:42:15.428 --> 02:42:19.230]  And I mentioned yesterday on the nightly news this article from Wired Magazine.
[02:42:20.216 --> 02:42:20.396]  That's
[02:42:38.752 --> 02:42:58.495]  Different image of the war on drugs that exists in reality, basically glorifying civil asset forfeiture, making it a game, showing that only the really bad guys lost their cigar boats and their Ferraris and Tubbs and Crockett got to drive around in these things, never showing how it was really being applied to take
[02:42:59.115 --> 02:43:18.097]  All the cash that they might come across from some poor landscaper who is doing business in cash, steal all of his money, steal his car, look and see that there's one person in a car as they're doing today, one person in a car that's got a joint that's visible, and they confiscate the entire car from the other guy, even though that guy's not driving it, it's not his car, they take the entire car.
[02:43:18.718 --> 02:43:22.481]  So they've already used Michael Mann to sell the war on drugs.
