[00:00:00.379 --> 00:00:00.544]  Let's go.
[02:55:29.748 --> 02:55:30.509]  And here's what was sad.
[02:55:31.328 --> 02:55:32.849]  They told me it's not our choice.
[02:55:33.209 --> 02:55:34.069]  We're just doing our jobs.
[02:55:34.329 --> 02:55:36.030]  And that's what zero tolerance is about?
[02:55:37.031 --> 02:55:43.474]  It's about these people have no leeway to make their own personal decision as a TSA agent.
[02:55:44.699 --> 02:55:46.080]  They just are robots.
[02:55:46.100 --> 02:55:47.381]  They follow total orders.
[02:55:47.741 --> 02:55:49.302]  Here's this guy with no criminal record.
[02:55:49.682 --> 02:55:51.743]  He's clearly bought some stuff at the farmer's market.
[02:55:51.964 --> 02:55:53.765]  He's got a thing of Concord grape jelly.
[02:55:54.325 --> 02:55:55.506]  I said, take the jelly.
[02:55:55.526 --> 02:55:57.047]  And they go, oh no, we got to test it.
[02:55:57.067 --> 02:55:57.687]  We got to open it up.
[02:55:57.947 --> 02:55:59.328]  We got to ask you questions about it.
[02:55:59.588 --> 02:56:00.949]  And I couldn't sit there with a straight face.
[02:56:01.009 --> 02:56:01.469]  I go, man.
[02:56:02.830 --> 02:56:05.192]  And I know they ate it that night or that next morning.
[02:56:05.732 --> 02:56:06.973]  It's not funny.
[02:56:08.334 --> 02:56:10.275]  Well, now you're probably labeled as a jelly smuggler.
[02:56:11.906 --> 02:56:12.607]  Really think about that?
[02:56:12.727 --> 02:56:17.771]  It'd have been fine if it was a whole suitcase of dead babies being sold to Planned Parenthood.
[02:56:18.651 --> 02:56:22.234]  And then there's the comment, or some of them are like, I bet you just did that to get attention.
[02:56:22.314 --> 02:56:25.036]  Oh, yeah, like, I need to get attention going to the TSA.
[02:56:25.076 --> 02:56:27.718]  Like, I want to get grape jelly and just throw it in my bag.
[02:56:27.898 --> 02:56:29.399]  And I didn't think about it in the hotel room.
[02:56:29.660 --> 02:56:30.761]  I'm like, hurry and get packed.
[02:56:31.161 --> 02:56:34.283]  I'm through the grape jelly in there, and I can't believe I'm even discussing this.
[02:56:34.804 --> 02:56:41.389]  Gerald, oh, by the way, we're going to do five minutes of overdrive here, and then the whole next hour, David Knight's going to be hosting the new fourth hour we're bringing back.
[02:56:42.711 --> 02:56:48.374]  Cold War heats up as Russian media stops calling Russian troops little green men and admits boots on the ground.
[02:56:49.175 --> 02:56:50.135]  They've been there for years.
[02:56:52.336 --> 02:56:55.858]  Kerry keeps upping the number of migrants, he says, from Syria.
[02:56:55.898 --> 02:56:56.679]  It's now 85,000.
[02:56:57.259 --> 02:57:00.261]  What's behind the rise of Fox candidate de Jure?
[02:57:01.802 --> 02:57:02.362]  Fiorina.
[02:57:02.922 --> 02:57:05.904]  Pope coming to America preaching climatology.
[02:57:05.924 --> 02:57:07.205]  I love that.
[02:57:07.485 --> 02:57:08.325]  And socialism.
[02:57:08.826 --> 02:57:11.107]  Autobots and talking cars ready to roll.
[02:57:12.512 --> 02:57:14.354]  Autobots Transform and Roll Out.
[02:57:16.556 --> 02:57:17.817]  Gerald in Arkansas.
[02:57:18.037 --> 02:57:18.638]  You're on the air.
[02:57:18.658 --> 02:57:19.178]  Thanks for holding.
[02:57:19.198 --> 02:57:19.539]  Go ahead.
[02:57:21.340 --> 02:57:22.081]  Oh, hey Alex.
[02:57:22.101 --> 02:57:24.283]  Congratulations on the money bomb.
[02:57:24.343 --> 02:57:37.356]  That proves to those of us who are true believers that God is the one that's there supporting you so you can get this, so he can use you to get this end time message out.
[02:57:37.796 --> 02:57:41.418]  Well, God bless you, brother, and thanks for putting up with me when I'm goofy in the third hour sometimes.
[02:57:41.458 --> 02:57:47.481]  But yes, sir, the fact that we got a million dollars in will really help us with the satellite and reach tens of millions more.
[02:57:47.561 --> 02:57:48.401]  It's a big deal.
[02:57:48.461 --> 02:57:49.642]  It's a big responsibility.
[02:57:49.902 --> 02:57:51.382]  And I'll do my best not to let you down.
[02:57:51.443 --> 02:57:52.143]  God bless you, sir.
[02:57:53.904 --> 02:57:54.644]  One quick thing.
[02:57:54.664 --> 02:58:01.687]  The terminology of our English language has been perverted.
[02:58:01.727 --> 02:58:04.089]  That's why we're having such a hard time.
[02:58:04.509 --> 02:58:04.829]  Yes, sir.
[02:58:07.984 --> 02:58:12.747]  I mean, that's why we can't communicate with a lot of people now, because the language has been changed, altered, or reduced.
[02:58:13.808 --> 02:58:14.648]  It's scary.
[02:58:14.728 --> 02:58:15.229]  Anything else?
[02:58:15.249 --> 02:58:17.110]  Yeah, think about it.
[02:58:17.170 --> 02:58:23.734]  The word legal, the word lawful under the common law, it's not called common legal, it's called common law.
[02:58:24.194 --> 02:58:25.475]  They've bastardized it.
[02:58:25.555 --> 02:58:33.580]  Now everything is legal tender, but the Constitution says no state shall make anything but gold and silver as a payment of debt.
[02:58:35.034 --> 02:58:40.338]  So, Satan has twisted this thing around to where it's all upside down.
[02:58:42.159 --> 02:58:43.901]  Absolutely upside down world.
[02:58:44.001 --> 02:58:45.122]  We're going to come back in 70 seconds.
[02:58:45.142 --> 02:58:46.603]  Some stations carry it.
[02:58:46.683 --> 02:58:47.604]  It's the fourth hour.
[02:58:47.744 --> 02:58:48.865]  Infowars.com.
[02:58:59.941 --> 02:59:09.847]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[02:59:10.047 --> 02:59:16.031]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[02:59:16.191 --> 02:59:18.332]  They call it their low-profile platform.
[02:59:18.512 --> 02:59:19.893]  PVX Muzzle Bricks.
[02:59:20.153 --> 02:59:21.774]  Proven to help control muzzle rise.
[02:59:23.095 --> 02:59:25.636]  6061 billet material with type 3 hard coating.
[02:59:25.876 --> 02:59:29.158]  Bolt carrier group for .308 and .556 ARs.
[02:59:29.498 --> 02:59:30.779]  Custom Kydex holsters.
[02:59:31.079 --> 02:59:35.782]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[02:59:35.942 --> 02:59:38.324]  Most competitors' material use .060.
[02:59:38.444 --> 02:59:41.586]  Configure yours today at hdfirearms.com.
[02:59:41.826 --> 02:59:43.727]  And my favorite, single stage trigger.
[02:59:43.867 --> 02:59:47.269]  A home run upgrade for your AR-15 and AR-10 platforms.
[02:59:47.509 --> 02:59:49.870]  Find out more at HDfirearms.com today or call 770-485-7015.
[02:59:49.890 --> 02:59:50.890]  That's HDfirearms.com or call 770-485-7015.
[02:59:51.070 --> 02:59:52.350]  You're listening to the Alex Jones Show.
[03:00:12.600 --> 03:00:18.605]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:19.226 --> 03:00:22.249]  It's Alex Jones and the GCN Radio Network.
[03:00:22.729 --> 03:00:25.031]  We are back live broadcasting worldwide.
[03:00:25.051 --> 03:00:32.138]  The final segment where I'm hosting, David Knight's coming in to cover a host of issues and to take your phone calls and more in the fourth hour we're bringing back.
[03:00:32.438 --> 03:00:37.763]  Some days I'll host, some days David Knight, Rob Dew, Paul Watson and others.
[03:00:39.062 --> 03:00:43.063]  But before I go any further, here with my good buddy and personal trainer Pat Riley hanging out with us.
[03:00:43.703 --> 03:00:46.724]  I misspoke earlier when I said Super Metal Vitality is going to sell out soon.
[03:00:47.024 --> 03:00:47.804]  It has sold out.
[03:00:47.944 --> 03:00:52.046]  It could be months, unfortunately, until more of that comes in.
[03:00:52.066 --> 03:00:54.346]  We did a huge 30% discount.
[03:00:54.686 --> 03:00:59.348]  People went crazy and there was some huge surge yesterday and it sold out what was left.
[03:00:59.808 --> 03:01:03.109]  We will sell out of Survival Shield Nascent Iodine X2.
[03:01:04.429 --> 03:01:04.649]  Hey Alex,
[03:01:33.911 --> 03:01:43.086]  I just gotta say, I've been listening to you for about four years, and I love Jesse, and I've been listening to him for a while, but it's getting painful to hear him.
[03:01:43.166 --> 03:01:45.670]  I mean, he sounds like he's gone full socialist.
[03:01:46.468 --> 03:01:47.229]  No, I agree.
[03:01:47.649 --> 03:01:55.215]  As I was telling Anthony Gucciardi and Buckley during a break, and I'm going to call them to just kind of telling this today, because I've defended him, I like him, I think he's a guy who's for real.
[03:01:55.696 --> 03:02:06.785]  He believes what he's saying, but, you know, then when I'm arguing with him, and he's getting most of the time, it's kind of like some of the other interviews where folks then just don't like me arguing with him.
[03:02:06.945 --> 03:02:08.386]  And he really seemed irritated.
[03:02:08.726 --> 03:02:09.147]  Absolutely.
[03:02:09.327 --> 03:02:11.249]  And he kind of just hung up at the end.
[03:02:11.909 --> 03:02:15.551]  And it was just kind of like, whoa, because he used to be more libertarian.
[03:02:16.091 --> 03:02:19.113]  And I mean, you know, Bernie Sanders, as far as I'm concerned, can go to hell.
[03:02:20.474 --> 03:02:21.995]  And so can Hillary Clinton, all these people.
[03:02:22.495 --> 03:02:24.676]  You know, I went after Bush and folks, too, with Ventura.
[03:02:25.356 --> 03:02:26.677]  But he was more libertarian then.
[03:02:26.917 --> 03:02:29.539]  And it's just, it's just, it's just...
[03:02:30.279 --> 03:02:33.460]  You know, I can see his angles on some political issues.
[03:02:34.060 --> 03:02:35.661]  But, I mean, our border is wide open.
[03:02:35.681 --> 03:02:37.001]  We're paying for everything free.
[03:02:37.542 --> 03:02:39.362]  And he said, well, don't be racist, you know.
[03:02:39.602 --> 03:02:41.263]  It's not the Mexicans that are going to get us.
[03:02:41.303 --> 03:02:42.003]  I never said that.
[03:02:42.563 --> 03:02:45.284]  And that's a cheap shot, you know, to play the race card.
[03:02:45.504 --> 03:02:48.345]  And that's why... It's very easy.
[03:02:48.365 --> 03:02:49.005]  Absolutely.
[03:02:50.046 --> 03:02:50.626]  Your mic was off.
[03:02:50.646 --> 03:02:51.386]  What were you going to say, Pat?
[03:02:51.406 --> 03:02:53.607]  It was an easy shot to play the race card.
[03:02:54.847 --> 03:02:56.268]  Yeah, it just doesn't work anymore, though.
[03:02:57.893 --> 03:03:05.459]  But folks, see the demographics, and there's this idea, not by Ventura, but by the media, that they're going to turn Hispanics into this racial bloc.
[03:03:06.040 --> 03:03:11.824]  And so you submit to the Borg, and that's the new culture, and then you give your culture.
[03:03:11.884 --> 03:03:14.907]  It's not a melting pot that's being gone with here.
[03:03:15.387 --> 03:03:18.570]  It's a political conquering led by a Latin American communist pope.
[03:03:19.190 --> 03:03:21.752]  Everybody's getting in line for the new power structure, and guess what?
[03:03:21.792 --> 03:03:22.313]  I'm not doing it!
[03:03:24.414 --> 03:03:25.015]  Anything else, Chris?
[03:03:26.308 --> 03:03:34.051]  Yeah, you know, it kind of seems like Jesse would be one of those guys on the piers answering the wrong question to Mark Dice.
[03:03:34.511 --> 03:03:37.612]  And speaking of that, Mark Dice is another guy.
[03:03:37.672 --> 03:03:39.453]  I mean, he went by Mark Show Dice.
[03:03:40.013 --> 03:03:42.414]  He used to sell books on how to pick up chicks.
[03:03:42.870 --> 03:03:44.250]  And out of mind control people.
[03:03:45.210 --> 03:03:46.071]  Oh, I don't think that.
[03:03:46.111 --> 03:03:46.831]  I read his books.
[03:03:46.891 --> 03:03:48.971]  And he's attacked me before too, but I don't care.
[03:03:49.551 --> 03:03:50.171]  I just don't care.
[03:03:50.211 --> 03:03:50.611]  I love it all.
[03:03:50.891 --> 03:03:51.631]  You know, I love Ventura.
[03:03:51.671 --> 03:03:53.052]  I love Mark Dice, okay?
[03:03:53.372 --> 03:03:56.152]  And if your name's Shoal Dice, you boil it down and say Dice.
[03:03:57.192 --> 03:03:58.993]  It's like a German slash Polish name.
[03:03:59.033 --> 03:04:00.033]  I mean, you know, it's whatever.
[03:04:00.633 --> 03:04:01.113]  And you know what?
[03:04:01.193 --> 03:04:05.734]  I love it when Mark Dice, you know, got mad at me and stuff and attacked me.
[03:04:05.774 --> 03:04:08.194]  I mean, it made for great entertainment, and I forgive him, and it's okay.
[03:04:08.794 --> 03:04:09.735]  I mean, I just don't care.
[03:04:10.075 --> 03:04:11.735]  Look, he produces really good stuff.
[03:04:12.677 --> 03:04:18.960]  He does funny things, everybody grows, nobody's perfect, and Ventura... I mean, I like Jesse.
[03:04:19.781 --> 03:04:23.663]  But I tell you, he is taking a big leftist turn.
[03:04:23.743 --> 03:04:25.244]  I like the guy that doesn't like both parties.
[03:04:25.624 --> 03:04:27.045]  I like the guy that wants to expose 9-11.
[03:04:27.765 --> 03:04:33.368]  That's the guy, you know, who wouldn't shove about the war and got fired from MSNBC and lost, you know, a lot of money.
[03:04:33.869 --> 03:04:35.450]  I mean, I admire him for stuff like that.
[03:04:35.750 --> 03:04:36.710]  So I like Ventura.
[03:04:37.130 --> 03:04:39.412]  I just think he can't handle me arguing with him.
[03:04:39.932 --> 03:04:41.613]  You know, I think that's the issue.
[03:04:42.093 --> 03:04:42.894]  And so that's fine.
[03:04:44.034 --> 03:04:45.155]  Listen, I'm out of time.
[03:04:45.595 --> 03:04:53.299]  We'll be able to get to Dion, Scott, and Tim if you want to hold over when the great David Nye, who folks want to run for president, is coming up.
[03:04:53.579 --> 03:04:57.821]  Then later in the week, Paul Joseph Watson is going to be hosting the fourth hour and more.
[03:04:58.342 --> 03:05:01.844]  And the nightly news tonight, seven o'clock central, PrisonPlanet.tv.
[03:05:02.084 --> 03:05:03.084]  Pat, thanks for coming in, bro.
[03:05:03.104 --> 03:05:03.724]  Thank you very much.
[03:05:03.745 --> 03:05:04.265]  I appreciate it.
[03:05:04.345 --> 03:05:04.765]  All right.
[03:05:05.145 --> 03:05:06.546]  Stay with us, ladies and gentlemen.
[03:05:06.846 --> 03:05:08.167]  The transmission continues.
[03:05:09.884 --> 03:05:13.888]  Alex Jones harassed by TSA over jar of grape jelly.
[03:05:14.028 --> 03:05:19.653]  That's right, radio host Alex Jones had another run-in with the TSA after agents searched his bag and found a jar of grape jelly.
[03:05:19.813 --> 03:05:25.319]  Jones said he went through the airport body scanner and a physical pat-down, but the TSA agents insisted upon searching his bags.
[03:05:25.579 --> 03:05:29.723]  After finding the jar of grape jelly, the agents told Jones he was lucky they would still allow him to fly
[03:05:29.983 --> 03:05:31.264]  After such a violation.
[03:05:31.464 --> 03:05:53.993]  Jones recapped on the Sunday Show, The two air marshals based in Chicago allegedly used government-issued phones to record their own sexual encounters with a prostitute and then shared them on their personal email accounts, which they connected to their work phones, according to the TSA.
[03:05:54.133 --> 03:05:57.835]  And remember, TSA demands the highest standards of integrity and professionalism.
[03:05:58.075 --> 03:06:01.820]  Let's hope if there's a hijacking and air marshals are aboard, they pull out the right gun.
[03:06:02.081 --> 03:06:05.125]  Rob Dew, reporting for InfoWars.com and InfoWars Nightly News.
[03:06:05.325 --> 03:06:08.169]  Thanks to everyone out there who supported us during Operation Money Bomb 2015.
[03:06:10.149 --> 03:06:16.636]  All of recorded history, civilizations around the world praised the health benefits of silver.
[03:06:16.896 --> 03:06:26.325]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[03:06:26.605 --> 03:06:33.412]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[03:06:33.932 --> 03:06:41.394]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[03:06:41.754 --> 03:06:45.095]  We set out to bring you the very best at the lowest price.
[03:06:45.455 --> 03:06:50.136]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[03:06:50.416 --> 03:06:54.477]  In these times, it's essential to have high-quality, loyal silver on hand.
[03:06:54.817 --> 03:06:57.678]  No survival chest is complete without Silver Bullet.
[03:06:57.898 --> 03:07:00.941]  Exclusively available at InfoWarsLife.com.
[03:07:00.961 --> 03:07:05.305]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll free 888-253-3139.
[03:07:09.269 --> 03:07:10.550]  It's now more clear than ever.
[03:07:10.750 --> 03:07:14.333]  The Globalists have launched a planetary destabilization plan.
[03:07:14.573 --> 03:07:18.175]  Here at the InfoWars operation, we hope and pray that this is not the case.
[03:07:18.456 --> 03:07:22.318]  But the signs of things deteriorating around the world are unmistakable.
[03:07:22.479 --> 03:07:29.103]  For many years, I've been working with my Patriot supply, and we have now developed a private label called InfoWars Select.
[03:07:29.243 --> 03:07:34.007]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[03:07:34.247 --> 03:07:38.310]  InfoWars Select is a wide variety of their highest quality packages,
[03:07:38.610 --> 03:07:42.031]  At the lowest price they have ever offered before.
[03:07:42.111 --> 03:07:44.411]  It's an introductory offer for only two weeks.
[03:07:44.591 --> 03:07:55.654]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[03:07:55.814 --> 03:07:57.974]  Visit InfoWarsSelect.com today.
[03:07:58.114 --> 03:08:01.715]  Watch the informational videos and check out the wide selection for yourselves.
[03:08:01.835 --> 03:08:05.056]  That's InfoWarsSelect.com or InfoWarsStore.com.
[03:08:05.336 --> 03:08:06.516]  Or call 888-253-3139.
[03:08:12.719 --> 03:08:18.741]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:08:19.341 --> 03:08:22.342]  It's Alex Jones and the GCN Radio Network.
[03:08:26.744 --> 03:08:30.947]  Welcome to the Alex Jones Show, the wrap-up and overdrive of the fourth hour.
[03:08:30.987 --> 03:08:32.188]  I'm David Knight, your host.
[03:08:32.268 --> 03:08:35.150]  We've got a host of issues here that we're going to talk about.
[03:08:35.971 --> 03:08:39.033]  One of them, of course, is an article that's up on Infowars.com today.
[03:08:39.093 --> 03:08:43.377]  Half of Americans believe the federal government to be an immediate threat to freedom.
[03:08:44.775 --> 03:08:46.356]  My question is, why so low?
[03:08:46.816 --> 03:08:48.276]  What is it that they don't understand?
[03:08:48.476 --> 03:08:49.997]  Would you look at the situation we just had?
[03:08:50.757 --> 03:08:52.978]  Alex Jones reported about yesterday as he was flying.
[03:08:53.038 --> 03:08:57.580]  He was hassled, detained for 35 minutes, searched, lectured, threatened.
[03:08:57.660 --> 03:08:59.001]  Maybe they put him on a no-fly list.
[03:08:59.021 --> 03:08:59.421]  Who knows?
[03:08:59.501 --> 03:09:02.362]  Because they don't tell you if they put you on a no-fly list.
[03:09:02.942 --> 03:09:06.504]  You're not allowed to know until the next time you try to fly, and then they take you off.
[03:09:06.724 --> 03:09:07.444]  What did he have?
[03:09:07.784 --> 03:09:09.825]  He had a bottle of grape jelly.
[03:09:10.225 --> 03:09:12.106]  What did they think that was?
[03:09:14.265 --> 03:09:16.926]  What does grape jelly look like that is a possible threat?
[03:09:17.986 --> 03:09:19.266]  I really don't understand.
[03:09:19.286 --> 03:09:22.087]  Did they think he was trying to ship live anthrax?
[03:09:22.127 --> 03:09:25.728]  No, that's the Department of Defense that does that on a regular basis.
[03:09:26.108 --> 03:09:27.769]  Or weaponized bubonic plague?
[03:09:27.809 --> 03:09:28.889]  No, they did that as well.
[03:09:29.189 --> 03:09:30.269]  Shipping that through UPS.
[03:09:30.289 --> 03:09:35.911]  They don't fly commercial airlines, they use UPS to ship their live bioweapons in the mail.
[03:09:36.711 --> 03:09:40.172]  But what if he had shown up at the airport with a suitcase bomb?
[03:09:41.420 --> 03:09:50.685]  Ahmed Mohammed, the 14-year-old kid, or I think that's his first name, his last name's Mohammed, the 14-year-old kid that Obama is going to honor at the White House.
[03:09:51.226 --> 03:09:54.027]  What if you took something that looked like that to the airport?
[03:09:54.047 --> 03:09:55.348]  I'm not recommending you do it.
[03:09:55.768 --> 03:10:01.472]  They will probably haul you off and no one will ever hear from you again because we don't have anything such as due process anymore in this country.
[03:10:02.072 --> 03:10:06.777]  Can you imagine if you took something like that to the airport and ran it through their screeners?
[03:10:07.118 --> 03:10:08.319]  I mean, maybe they wouldn't notice.
[03:10:08.439 --> 03:10:11.002]  I mean, it is, after all, security theater.
[03:10:11.302 --> 03:10:13.284]  It might just sail through and nobody would pay any attention.
[03:10:13.504 --> 03:10:19.310]  But if it did get drawn to their attention, I guarantee you, you wouldn't get an invitation to the White House.
[03:10:19.651 --> 03:10:20.311]  I guarantee it.
[03:10:21.132 --> 03:10:29.294]  And of course, as we've mentioned over and over again, Obama has no problems whatsoever with an out-of-control police department that is encamped in our schools.
[03:10:29.354 --> 03:10:31.575]  I can't even believe that we have that in the schools.
[03:10:33.015 --> 03:10:39.497]  It is so far removed from anything that I grew up in, anything that my wife taught in, and that was just a couple of decades ago.
[03:10:39.577 --> 03:10:41.917]  We are so rapidly falling into tyranny.
[03:10:41.977 --> 03:10:48.059]  I can't understand why only half of the people believe that the federal government is an immediate threat to freedom.
[03:10:48.459 --> 03:10:49.159]  It's not a threat.
[03:10:49.560 --> 03:10:50.820]  It's already taking your freedoms.
[03:10:51.080 --> 03:10:55.803]  It's already telling you that everything you have has to be sacrificed to national security.
[03:10:56.423 --> 03:11:01.586]  Not just your money and taxes, but also every right, every bit, because your rights are property as well.
[03:11:01.606 --> 03:11:08.189]  It's not just your money, your property, to go to pay for an out-of-control government that is involved in war after war after war.
[03:11:08.209 --> 03:11:09.810]  And I want to talk about that in just a moment.
[03:11:10.210 --> 03:11:12.131]  But let's first talk about the boogeyman in Russia.
[03:11:13.154 --> 03:11:19.818]  Or as this story came out on RT, and they're talking about the government there is going to ban GMO food production in Russia.
[03:11:20.239 --> 03:11:25.362]  They have already put, they've already banned the importation of GMO food.
[03:11:25.402 --> 03:11:38.851]  They said a group of MPs backed by parliamentary majority party, United Russia, drafted a bill that severely restricted the imports of genetically modified agricultural produce and completely banned its domestic production.
[03:11:39.557 --> 03:11:53.848]  Now this is after, they say, this draft has not passed through the Parliament, but later in the year the state Duma approved a package of amendments imposing fines on businesses that sell products containing GMO without adequate labeling to warn consumers.
[03:11:53.928 --> 03:11:54.708]  What a difference!
[03:11:55.049 --> 03:11:55.569]  What a difference!
[03:11:55.709 --> 03:12:08.178]  Why is it that in this country, even people who typically stand for informed consent, stand for choice, stand for freedom, people like Rand Paul, would support the DARK Act?
[03:12:09.008 --> 03:12:11.289]  That's what we call it.
[03:12:11.889 --> 03:12:15.851]  Forbidding state governments from telling people honestly what's in their food.
[03:12:15.871 --> 03:12:17.052]  We're not even allowed to know.
[03:12:18.132 --> 03:12:24.075]  So not only are we allowed to have this stuff put into our food, they're going to try to ban it in Russia.
[03:12:24.115 --> 03:12:30.298]  But we have people who are trying to facilitate it, trying to hide the fact that this is in the food.
[03:12:30.858 --> 03:12:33.080]  Why do they not want it on the label?
[03:12:33.460 --> 03:12:36.281]  Because people don't want it in their food.
[03:12:36.861 --> 03:12:37.742]  It's just honesty.
[03:12:38.422 --> 03:12:46.492]  It's not over-regulation because the government should be there as a referee to prevent force or fraud.
[03:12:46.512 --> 03:12:48.515]  That's what I agree with as a libertarian.
[03:12:49.275 --> 03:12:54.161]  I think government ought to be there as an honest referee to stop people from robbing you,
[03:12:54.842 --> 03:12:57.843]  Using force on you, or ripping you off.
[03:12:57.883 --> 03:13:01.404]  When they steal from you, when they deceive you, then they ought to go to prison.
[03:13:01.424 --> 03:13:03.665]  If we're going to use government, that's what we should use it for.
[03:13:03.705 --> 03:13:08.646]  Have an honest, open, free market where people know what's in their food.
[03:13:08.686 --> 03:13:11.207]  But they call it the Safe and Accurate Food Act.
[03:13:11.267 --> 03:13:12.027]  It's not at all that.
[03:13:12.935 --> 03:13:13.015]  It's
[03:13:28.713 --> 03:13:29.273]  We're good to go.
[03:13:55.187 --> 03:14:05.297]  You're about the only one that has the courage to say something that radical because the rest of these guys are just gonna tow the corporate line that we've seen from the big mega establishment.
[03:14:05.537 --> 03:14:10.822]  But of course that establishment, interestingly enough, is pushing hard to get Hillary Clinton in.
[03:14:11.242 --> 03:14:13.124]  This is an article up on InfoWars today.
[03:14:13.164 --> 03:14:17.048]  Establishment Democrats are working hard to push Clinton over Sanders.
[03:14:17.088 --> 03:14:19.790]  Now, this is an organization, and we've seen
[03:14:20.956 --> 03:14:30.405]  Not only are they pushing to get her in, but also they're, in many cases, some of the bigger ones are, some of the bigger corporations are starting to abandon Clinton.
[03:14:31.055 --> 03:14:32.736]  They certainly don't want Bernie Sanders.
[03:14:33.197 --> 03:14:34.498]  They're concerned about Bernie Sanders.
[03:14:34.538 --> 03:14:39.122]  I don't think that he's controllable for them, but I think that Joe Biden and Hillary Clinton are.
[03:14:39.142 --> 03:14:41.224]  I think Joe is biding his time.
[03:14:41.264 --> 03:14:47.369]  I think he's going to pop into the race when we see that Hillary Clinton drops 20 points in the South Carolina poll.
[03:14:47.409 --> 03:14:48.790]  That was on September the 9th.
[03:14:49.591 --> 03:14:54.015]  We see that the person that picks up those is not Bernie Sanders there necessarily.
[03:14:54.055 --> 03:14:56.257]  It is Joe Biden who seems to be picking up this.
[03:14:56.937 --> 03:15:00.301]  So the establishment, I think, has got two horses in this race.
[03:15:00.421 --> 03:15:02.263]  Hillary Clinton or Joe Biden.
[03:15:02.303 --> 03:15:06.067]  And I think that they're going to put themselves behind Joe Biden at the end.
[03:15:06.087 --> 03:15:15.918]  I think there's a lot of people who, even though Hillary Clinton is very well connected with the Democrat establishment, I think there's a lot of people in the Democrat establishment that are afraid of her.
[03:15:16.724 --> 03:15:19.347]  That perhaps the Clintons could blackmail.
[03:15:19.367 --> 03:15:21.389]  I think they're afraid of that mafia.
[03:15:21.429 --> 03:15:26.413]  So they look at somebody that probably they could deal with a little bit more easily, like Joe Biden.
[03:15:26.433 --> 03:15:27.314]  And I don't support him.
[03:15:27.374 --> 03:15:30.778]  I mean, this is just politics gamesmanship that I see happening here.
[03:15:30.798 --> 03:15:39.526]  Now, in the article that we have that Kurt Nimmo wrote today, he said a CNN orc poll, O-R-C, I guess the orcs, I guess they're polling orcs.
[03:15:40.888 --> 03:15:41.068]  Okay.
[03:15:41.108 --> 03:15:43.370]  Conducted between September 11th and the 19th.
[03:15:43.470 --> 03:15:48.255]  If that can be trusted, Clinton is supported by 42 percent, Bernie Sanders at 24.
[03:15:48.355 --> 03:15:52.240]  Joe Biden, who is yet to declare his entry into the race, is at 22 percent.
[03:15:52.260 --> 03:15:54.702]  Just two points behind Bernie Sanders.
[03:15:54.742 --> 03:16:02.290]  That's why I think he could rapidly take over because, look, this is a guy who, you have to ask yourself, how in the world
[03:16:03.271 --> 03:16:15.174]  Did a guy from the smallest state in the union, who doesn't really bring any voting bloc or any connection there, he certainly had to be politically connected to get in as the vice president for Obama.
[03:16:15.774 --> 03:16:17.635]  And he seems to have a lot of connections.
[03:16:17.715 --> 03:16:21.576]  And if you saw the interview that he had with Stephen Colbert,
[03:16:22.526 --> 03:16:26.390]  It was a puff piece interview, but he did a great job coming across.
[03:16:26.910 --> 03:16:32.255]  Of course, we know that he's prone to gaffes, but that doesn't seem to be a problem this time around.
[03:16:32.315 --> 03:16:42.124]  People are looking for someone that they think is authentic, and if you misspeak, that simply makes you sound authentic to them, no matter how well connected with the establishment you are.
[03:16:42.785 --> 03:16:57.851]  Now on the other side of things, even though there are people still in the Democratic Party who are still trying to push Clinton, and I believe that there's others who are trying to drive her out, if they can get her down with this email scandal, that would be something where they could take her down without getting themselves involved.
[03:16:58.532 --> 03:17:08.196]  But with her financial backers, we see a couple of days ago on September 19th, USA Today reported that big businesses are abandoning the Clinton Global Initiative.
[03:17:09.016 --> 03:17:10.397]  That sounds pretty sinister, doesn't it?
[03:17:10.457 --> 03:17:12.119]  The Clinton Global Initiative.
[03:17:12.159 --> 03:17:14.200]  Yeah, it's actually, actually is sinister.
[03:17:14.661 --> 03:17:16.683]  It actually is a globalist plot.
[03:17:16.963 --> 03:17:21.126]  It is a non-profit arm of the Clinton dynasty, USA Today says.
[03:17:21.527 --> 03:17:32.316]  But some of the investment companies, some of the large corporations, the mega-corporations that have pulled out of donating to that right now are Samsung, ExxonMobil, Deutsche Bank, HSBC,
