[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[02:30:31.198 --> 02:30:32.058]  Okay, said DC.
[02:30:32.499 --> 02:30:34.240]  You can carry, but only with a permit.
[02:30:34.440 --> 02:30:37.621]  You'll have to ask the police chief, Kathy Lanier, for permission.
[02:30:38.442 --> 02:30:43.024]  And you have to have a quote, good reason, unquote, or we won't give you permission.
[02:30:44.165 --> 02:30:45.225]  Unconstitutional.
[02:30:45.886 --> 02:30:50.328]  It's a right of the people, not a privilege granted by police chiefs.
[02:30:51.317 --> 02:30:55.099]  Plaintiff's lawyers have said that they will take it to the Supreme Court if necessary.
[02:30:55.559 --> 02:30:55.839]  Good.
[02:30:56.320 --> 02:31:05.565]  Because when you turn a God-given right into a government-granted privilege, they just might refuse you that privilege for no good reason.
[02:31:06.625 --> 02:31:08.967]  This is David Knight reporting for InfoWars.com.
[02:31:13.390 --> 02:31:22.777]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[02:31:23.117 --> 02:31:25.679]  All of our children are hit with modern mind control.
[02:31:25.819 --> 02:31:29.161]  Television, music, fast food, GMOs, sugars, you name it.
[02:31:29.382 --> 02:31:35.406]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[02:31:35.706 --> 02:31:40.009]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic
[02:31:40.009 --> 02:31:40.369]  I think so.
[02:32:10.063 --> 02:32:19.070]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:32:19.150 --> 02:32:27.396]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:32:27.576 --> 02:32:32.259]  We have now managed to secure these sought-after beans in a highly customized blend.
[02:32:32.459 --> 02:32:36.102]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[02:32:37.363 --> 02:32:38.104]  We're good to go.
[02:33:01.280 --> 02:33:07.424]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:33:07.584 --> 02:33:09.265]  Available at Infowarslife.com
[02:33:29.361 --> 02:33:33.742]  If you are receiving this transmission, you are the resistance.
[02:33:33.762 --> 02:33:35.043]  It's Alex Jones.
[02:33:35.623 --> 02:33:39.724]  We're going to go back a little bit more of Senator Rand Paul.
[02:33:39.784 --> 02:33:41.504]  He was saying some really good stuff during the break.
[02:33:42.265 --> 02:33:46.626]  We've got it in the studio via C-SPAN in there.
[02:33:46.646 --> 02:33:54.068]  He was talking about the fact that we gave medals to the NSA and others who supposedly missed 9-11.
[02:33:54.108 --> 02:33:58.009]  But the truth is, the communique came through and they bare minimum stood down.
[02:33:58.829 --> 02:34:02.911]  And then he broke down how they basically scrapped the entire Constitution and Bill of Rights.
[02:34:03.491 --> 02:34:10.194]  And how when he talks to the veterans who've been wounded, they say they did it for the Bill of Rights and Constitution and they want the Republic restored.
[02:34:10.214 --> 02:34:13.215]  I mean, it's good.
[02:34:13.255 --> 02:34:15.896]  You should see all the Senators up there giving speeches against it.
[02:34:15.916 --> 02:34:19.198]  But instead, they lie and say, oh, it's just for Al Qaeda.
[02:34:19.698 --> 02:34:20.718]  No, that's all a fraud.
[02:34:21.199 --> 02:34:24.180]  Our government is protecting Al Qaeda and ISIS.
[02:34:25.220 --> 02:34:26.001]  And that's a fact.
[02:34:27.148 --> 02:34:33.593]  And all they're doing, if you look at a map of Iraq, and I've got some huge breaking gun there, alert, alert.
[02:34:35.935 --> 02:34:47.264]  If you look at Ramadi that got taken over, you can notice that right next door is Syria.
[02:34:49.460 --> 02:35:00.026]  And so you've got part of Syria that's been taken over by the rebels and then you've got into here part of Iraq and that borders, what is that border?
[02:35:00.346 --> 02:35:11.093]  Borders Saudi Arabia and it's huge porous border with Iraq that is openly arming ISIS that just flies the Saudi Wahhabi's flag.
[02:35:14.035 --> 02:35:16.136]  And then they in turn attack Syria
[02:35:17.506 --> 02:35:42.160]  And are creating Islamic State, IS, out of part of Iraq and Syria, which has been a Pentagon plan from the beginning since 1991, was to weaken the state and then finally break it up with Kurds in the north, three parts, Al Qaeda, Wahhabi, Sunnis,
[02:35:44.622 --> 02:35:50.003]  And then Shiites in the South East.
[02:35:52.984 --> 02:35:59.906]  And Saudi Arabia basically ends up taking over this whole swath in the far South, right up into the Southwest.
[02:36:00.586 --> 02:36:01.946]  And here's the new Islamic State.
[02:36:03.166 --> 02:36:04.887]  In fact, if you're a TV viewer, I'll just color it in.
[02:36:04.907 --> 02:36:10.828]  Islamic State's basically this whole area in yellow.
[02:36:10.848 --> 02:36:13.989]  And there's your new country, right into Syria.
[02:36:17.677 --> 02:36:20.700]  And then you've got the other states, the North and to the East.
[02:36:21.922 --> 02:36:24.925]  And it's a proxy war and that's why they're saying, oh, we can't go fight them.
[02:36:26.326 --> 02:36:32.113]  But when they get outside the lines, when they come out of the areas where the cancer is supposed to stop, then the U.S.
[02:36:32.153 --> 02:36:36.257]  military will attack them when they go into the North, because they don't totally control them, they just turn them loose.
[02:36:36.638 --> 02:36:39.421]  When they go into the North, like Cookie Monster killing people,
[02:36:40.643 --> 02:36:44.785]  And I say that because he's like throwing cookies in his mouth, going, oh, cookie, ah, ah, ah, ah, just killing everybody.
[02:36:44.945 --> 02:36:46.265]  It's like a devilish cookie monster.
[02:36:46.986 --> 02:36:52.988]  And then if they get over here into the Shiites, Iran-backed, they'll kick them out.
[02:36:54.409 --> 02:36:57.130]  So they just get this whole area and they get to take over Syria and murder everybody.
[02:36:57.430 --> 02:37:00.332]  And then they'll be given part of Syria later and the UN will make the other part.
[02:37:00.652 --> 02:37:02.313]  And the tourist area is a UN zone.
[02:37:02.573 --> 02:37:05.174]  It'll be a UN-held snack for the UN.
[02:37:06.462 --> 02:37:12.167]  So the UN gets a piece of the pie, along with NATO, to run drugs and control the oil and pipelines there in the Mediterranean.
[02:37:12.747 --> 02:37:16.190]  They kick the Russians out, so they get that coastal area over here.
[02:37:17.051 --> 02:37:18.712]  So the UN, the globalists, get this area.
[02:37:20.573 --> 02:37:23.876]  And Saudi Arabia gets a piece of Iraq and of Syria.
[02:37:24.977 --> 02:37:28.360]  And again, the Kurds get their little goody area, and then Iran gets their little area.
[02:37:28.380 --> 02:37:32.023]  All right, let's go back to our guest, Alex Newman.
[02:37:33.422 --> 02:37:38.566]  Before we do that, let's get a minute or two more of Senator Rand Paul and his filibuster.
[02:37:38.586 --> 02:37:40.548]  Let's see if he's saying anything of import now.
[02:37:41.309 --> 02:37:43.290]  Give up who we are in the process?
[02:37:44.211 --> 02:37:45.232]  Has it been worth it?
[02:37:46.638 --> 02:37:50.300]  Are you really willing to give up your liberty for security?
[02:37:51.300 --> 02:37:53.601]  What if the security you're getting is not even real?
[02:37:54.261 --> 02:38:05.706]  They said the 52 people they caught through the bulk collection program, the president's privacy, his own privacy group investigated and said not one person was captured.
[02:38:06.527 --> 02:38:10.749]  A possibility of one, but they already had information on him from some other source.
[02:38:15.359 --> 02:38:15.820]  That's enough.
[02:38:16.260 --> 02:38:25.331]  And what he's getting at there is, look at how Hillary had this other server and these other emails, the official business, and then of course all these other intelligence agencies had the information.
[02:38:26.071 --> 02:38:26.932]  And she just didn't care.
[02:38:28.334 --> 02:38:32.499]  Hell, they're giving China nuclear reactor technology to perfect their subs now.
[02:38:34.520 --> 02:38:37.542]  I mean, it's just total sell the country out, and that's globalism.
[02:38:38.142 --> 02:38:42.304]  Alex Newman has written an amazing book available at InfoWarsTore.com.
[02:38:42.884 --> 02:38:44.005]  Crimes of the Educators.
[02:38:44.025 --> 02:38:51.228]  He's going to get more into the history of it, more into where all this is going today, to understand Common Core, to understand 2 plus 2 equals 5.
[02:38:51.589 --> 02:38:53.289]  He was first to understand where it all came from.
[02:38:53.309 --> 02:38:54.170]  We'll talk to him in a moment.
[02:38:55.731 --> 02:38:58.072]  Also, briefly, we're running a special through Sunday.
[02:38:58.092 --> 02:39:03.915]  We always have some special or not going, so it's important to listen for the specials that are on items you want.
[02:39:04.943 --> 02:39:08.507]  We've got 20% off Super Male and Super Female Vitality.
[02:39:09.047 --> 02:39:13.191]  That's got 4 days, 10 hours and 21 minutes left.
[02:39:15.293 --> 02:39:21.460]  20% off, we've got the new Prostagard, that is the best prostate formula out there, bar none, at half the price of leading competitors.
[02:39:23.191 --> 02:39:26.037]  We've got the Survival Shield X2 Nation Iodine.
[02:39:26.297 --> 02:39:29.804]  We have just other amazing products at Infowarslife.com.
[02:39:29.884 --> 02:39:35.254]  Winter Sun, Secret 12, X2, Lung Cleanse, Colloidal Silver, Silver Bullet.
[02:39:36.869 --> 02:39:42.414]  We've got high-quality water filters that are gravity-fed, cut out the fluoride and glyphosates and hundreds of other chemicals.
[02:39:42.694 --> 02:39:45.376]  They blow away the competition in side-by-side lab tests.
[02:39:45.897 --> 02:39:50.821]  We have all of that available at InfoWarsLife.com, InfoWarsStore.com.
[02:39:51.322 --> 02:39:56.786]  We have really high-quality Wake Up America coffee that comes from southern Mexico in Chiapas.
[02:39:57.147 --> 02:39:57.687]  It's organic.
[02:39:57.727 --> 02:39:58.968]  It's my favorite type of coffee.
[02:39:59.489 --> 02:40:01.190]  Info, it's one of the few things...
[02:40:02.671 --> 02:40:07.375]  Not made in America there on the site, in that section, but it is America at the end of the day.
[02:40:07.775 --> 02:40:10.097]  So I'm all about giving those poor farmers jobs down there.
[02:40:11.158 --> 02:40:17.904]  So InfoWarsLife.com, InfoWarsStore.com, or 888-253-3139.
[02:40:18.384 --> 02:40:26.091]  But as hot as Common Core is, and as people are waking up to it, now is the time to get books like Crimes of the Educators.
[02:40:27.182 --> 02:40:29.744]  And then just do your own YouTube or do your own access show.
[02:40:30.484 --> 02:40:31.145]  Become a leader.
[02:40:31.625 --> 02:40:33.446]  Or donate it to the local library.
[02:40:34.627 --> 02:40:35.888]  Or donate to your local school.
[02:40:36.608 --> 02:40:37.749]  Believe me, it'll get passed around.
[02:40:37.809 --> 02:40:38.329]  It'll get read.
[02:40:38.830 --> 02:40:40.551]  And this is how we're going to win wars.
[02:40:43.313 --> 02:40:47.295]  Why are we at the trail behind every other industrialized nation in scores?
[02:40:47.876 --> 02:40:50.217]  Why do we have a decline in the power of reasoning and logic?
[02:40:51.798 --> 02:40:53.680]  Why is there increased death and suicide?
[02:40:54.659 --> 02:40:57.120]  Why is there a war on biblical religion and morality?
[02:40:59.021 --> 02:41:00.262]  And all the phony reforms.
[02:41:00.822 --> 02:41:03.724]  Alright, you've got the floor pretty much for the balance of transmission.
[02:41:03.744 --> 02:41:06.765]  I also want to get your take on this huge breaking news.
[02:41:07.886 --> 02:41:10.547]  House Democrat introduces gun registry bill.
[02:41:10.827 --> 02:41:13.189]  You notice the Democrats walk in lockstep like a cult.
[02:41:14.429 --> 02:41:15.110]  So this is ordered.
[02:41:15.690 --> 02:41:20.793]  Bill allows Justice Department to gather personal information on gun buyers and vendors outside of the Brady Bill.
[02:41:21.693 --> 02:41:22.573]  And to confiscate them.
[02:41:23.354 --> 02:41:38.579]  Representative Carol Maloney has spewed out a bunch of baloney introducing a bill that would effectively create a firearms registry by forcing private sellers at gun shows to report sales to the Attorney General and by requiring gun show organizers to register for the Justice Department.
[02:41:39.839 --> 02:41:42.800]  And that means you can't give a gun to your son or daughter either or vice versa.
[02:41:43.140 --> 02:41:44.681]  The bill H.R.
[02:41:44.701 --> 02:41:50.803]  2380 would also force gun organizers to provide the identities of all their vendors to the Attorney General.
[02:41:51.886 --> 02:41:52.426]  You like that?
[02:41:53.307 --> 02:42:00.850]  The legislation would call the Bureau of Alcohol, Tobacco and Firearms Explosives to hire investigators to inspect gun shows and examine records kept by gun show operators and vendors.
[02:42:00.870 --> 02:42:05.253]  So it's a bunch of money to fund the harassment of gun shows that's already going on.
[02:42:06.093 --> 02:42:07.214]  And to end private sales.
[02:42:07.874 --> 02:42:10.335]  It's an end of private sales or transfers.
[02:42:11.716 --> 02:42:14.897]  And basically creates a new FFL for anybody selling guns.
[02:42:15.578 --> 02:42:18.779]  It co-ops you into their 1968 Gun Control Act.
[02:42:20.802 --> 02:42:24.305]  It's Total Nightmare, Infowars.com, PrisonPlanet.com.
[02:42:24.365 --> 02:42:26.307]  Okay, Alex, a lot of breaking news today.
[02:42:26.327 --> 02:42:27.808]  I appreciate you holding while we go over this.
[02:42:27.848 --> 02:42:30.230]  We're monitoring Senator Paul's filibuster.
[02:42:30.831 --> 02:42:32.592]  Please continue breaking down.
[02:42:33.153 --> 02:42:35.414]  Start at the beginning, go through it, and where we currently are.
[02:42:35.895 --> 02:42:37.396]  It's just so premeditated.
[02:42:38.837 --> 02:42:39.798]  Absolutely, it is, Alex.
[02:42:39.818 --> 02:42:42.280]  Thank you very much for having me on, and thank you for everything that you do.
[02:42:42.941 --> 02:42:45.483]  Basically, what we think we've done with this book here is
[02:42:47.858 --> 02:42:49.119]  It's pretty much a confession.
[02:42:49.139 --> 02:42:51.241]  I mean, it's all their own criminal admission.
[02:42:51.321 --> 02:42:51.882]  Sorry, go ahead.
[02:43:04.855 --> 02:43:05.816]  That's exactly right, guys.
[02:43:05.836 --> 02:43:10.800]  What we did was we used primary sources because, you know, we didn't want to deal with our opinion or anything like that.
[02:43:11.040 --> 02:43:29.694]  What we did was we looked at the primary documents, the writings of John Dewey, the UNESCO manuals on how you need to teach children pornographic sex education starting at five years old, how you need to teach kids all over the world using the whole word method, which we know, again, doesn't work, causes actual physical brain damage.
[02:43:29.714 --> 02:43:32.016]  And we can show this now with modern brain scans.
[02:43:32.036 --> 02:43:33.657]  You can take a look at the brain of a
[02:43:34.847 --> 02:43:41.055]  I'm educated with this query known as whole word and you can show that there's real brain damage there.
[02:43:41.075 --> 02:43:44.260]  The connections between the two sides of the brain are not working properly.
[02:43:44.580 --> 02:43:47.604]  A kid who learned how to read using phonics will not have that problem.
[02:43:47.624 --> 02:43:48.926]  Will be able to read anything.
[02:43:49.665 --> 02:43:59.053]  And so the real goal here, and we show this again using their own words, it all comes to Agenda 21 and UNESCO and creating this new world order that they call it.
[02:43:59.253 --> 02:44:09.121]  And actually the globalists are meeting right now at the UN Summit for Education in Korea where they're openly telling you education is going to be a tool to create global citizens, green global citizens.
[02:44:09.662 --> 02:44:12.084]  And Arne Duncan uses the same rhetoric as well.
[02:44:12.124 --> 02:44:14.586]  He gave a speech to UNESCO 2012 where he
[02:44:15.306 --> 02:44:16.066]  We're good to go.
[02:44:34.992 --> 02:44:43.233]  And then we're just orderly, orderly euthanized by the big Watson computers, just like the veterans are now on these don't treat lists.
[02:44:43.414 --> 02:44:44.634]  And it's just a formality.
[02:44:44.734 --> 02:44:45.754]  I mean, you can see it.
[02:44:45.774 --> 02:44:46.414]  It's all written.
[02:44:46.514 --> 02:44:46.774]  It's a plan.
[02:45:04.246 --> 02:45:04.966]  What is it like?
[02:45:05.527 --> 02:45:06.207]  Are you a parent?
[02:45:07.228 --> 02:45:07.728]  I am, yeah.
[02:45:08.969 --> 02:45:10.630]  I mean, I've had children.
[02:45:10.670 --> 02:45:11.930]  I plan to have more children.
[02:45:12.411 --> 02:45:15.612]  I'm gonna, as I've said, double down, bet on life, be fully committed.
[02:45:15.632 --> 02:45:16.333]  I'm not gonna give up.
[02:45:16.373 --> 02:45:17.253]  My ancestors didn't.
[02:45:17.534 --> 02:45:18.914]  They faced amazing adversity.
[02:45:19.274 --> 02:45:22.376]  But they could see the adversity and deal with it.
[02:45:22.416 --> 02:45:29.560]  The problem is, is this velvet tyranny that's so creeping and wicked and sneaky and encompassing.
[02:45:29.880 --> 02:45:32.122]  How do you get people already in a trance?
[02:45:33.271 --> 02:45:45.336]  Who were as blind and deaf to this as Helen Keller at first, to come out of their shell and realize that you're not attacking them trying to explain that they've been caught in a trap, you're trying to help them.
[02:45:45.556 --> 02:45:48.077]  Because once you realize it's really going on, it's epic!
[02:45:48.597 --> 02:45:50.058]  I mean, I use that word because it is!
[02:45:50.218 --> 02:45:53.299]  It's epic, epic, epic, epic, wild!
[02:45:53.479 --> 02:45:57.041]  I'm in a fantastic dystopian movie, but
[02:45:57.781 --> 02:46:00.924]  It's also utopian, and there's so much good stuff.
[02:46:01.644 --> 02:46:06.188]  It's not one way or the other, there's these despots that want to crap all everything.
[02:46:06.208 --> 02:46:06.988]  I'm sorry, that's what they're doing.
[02:46:07.589 --> 02:46:15.615]  And then there's people who want humanity to thrive, and who love humanity, and we're just in this death battle with these people.
[02:46:15.995 --> 02:46:18.597]  I wish folks realized, people ask how I have so much energy.
[02:46:19.378 --> 02:46:24.561]  I mean, when you really read their documents and read your book, it's just, they're so bad!
[02:46:25.181 --> 02:46:27.042]  And they're so creepy!
[02:46:27.422 --> 02:46:30.663]  And they're going to take our cars away where we can't even drive them.
[02:46:31.024 --> 02:46:35.486]  They're going to have forced abortion in the country under Obamacare with regulations, just like China.
[02:46:35.786 --> 02:46:36.826]  People say, oh, that won't happen.
[02:46:37.207 --> 02:46:39.008]  Yeah, and everything else wasn't going to happen either.
[02:46:39.068 --> 02:46:42.889]  It's all going to happen unless we start saying no.
[02:46:43.190 --> 02:46:44.470]  So what do we do to stop it?
[02:46:44.710 --> 02:46:45.951]  Where do you see all this going?
[02:46:47.586 --> 02:46:52.152]  You're absolutely right, Alex, and I think, you know, you made some key points there about waking people up.
[02:46:52.512 --> 02:47:01.943]  I think the facts, you know, if people would read this book with an open mind, again, they can go to the bibliography, they can read the primary source documents themselves, and they've told us where this is all going.
[02:47:02.043 --> 02:47:03.866]  UNESCO, for example, several decades ago.
[02:47:04.466 --> 02:47:06.908]  ...developed what they call the World Court Curriculum.
[02:47:07.328 --> 02:47:16.915]  This was developed by Robert Mueller, a disciple of Alice Bailey, the founder of, you know, the Lucifer Publishing Company, who would invite these ascended masters... Yeah, can't make that up.
[02:47:17.095 --> 02:47:18.276]  Open Luciferians.
[02:47:18.576 --> 02:47:19.877]  The UN's dedicated to them.
[02:47:19.897 --> 02:47:22.779]  They have a Lucifer Chapel at the New York UN.
[02:47:22.839 --> 02:47:23.759]  I've been inside of it.
[02:47:24.100 --> 02:47:25.561]  Again, you can't even make this stuff up.
[02:47:26.260 --> 02:47:26.980]  That's exactly right.
[02:47:27.020 --> 02:47:31.742]  I mean, if people read Alice Bailey's book, she had an education for the new age, for example.
[02:47:32.022 --> 02:47:35.403]  She tells you we need to beat individualism out of the children.
[02:47:35.423 --> 02:47:41.985]  We need to crush biblical religion so we can move toward this one world, wonderful religion where the UN is going to dictate everything.
[02:47:42.005 --> 02:47:44.906]  We must move away from the archaic, barbaric family structure.
[02:47:45.746 --> 02:47:46.266]  Exactly!
[02:47:46.586 --> 02:47:49.787]  And this has been clear from the very beginning of UNESCO.
[02:47:49.847 --> 02:48:01.211]  Julian Huxley, the first boss of UNESCO, explained the purpose of UNESCO is to seize control of education, create a world humanist religious society where we're all going to
[02:48:01.271 --> 02:48:01.331]  Yes.
[02:48:01.411 --> 02:48:01.591]  Yes.
[02:48:23.949 --> 02:48:27.532]  To dumb them down even more so than the rest of the population.
[02:48:27.552 --> 02:48:29.873]  And of course the whole population has been dumbed down.
[02:48:29.914 --> 02:48:31.395]  The blacks were the test subject.
[02:48:31.415 --> 02:48:32.235]  They were the guinea pigs.
[02:48:32.295 --> 02:48:33.416]  And look what they've done to them.
[02:48:34.357 --> 02:48:34.817]  Exactly.
[02:48:34.857 --> 02:48:37.539]  And you know we can see the fruits of this craziness all around us.
[02:48:37.599 --> 02:48:39.320]  Our society is falling apart.
[02:48:39.541 --> 02:48:40.902]  Government is out of control.
[02:48:40.922 --> 02:48:43.003]  We have abortions and shootings and murders.
[02:48:43.664 --> 02:48:47.706]  And the globalists openly telling us we're moving toward a world government whether we like it or not.
[02:48:48.027 --> 02:48:51.169]  And the only way to stop this is for people to get educated about the problem.
[02:48:51.169 --> 02:48:51.429]  Absolutely!
[02:49:15.939 --> 02:49:26.946]  Well, I don't want to romanticize Vladimir Putin because I trust him about as far as I can throw him, but they are getting together literal youth camps to get 18-year-olds to get married and have kids.
[02:49:27.546 --> 02:49:29.688]  They talk about eugenics.
[02:49:29.748 --> 02:49:33.610]  His best buddy has a TV show on national state-run TV, sounds like me.
[02:49:34.350 --> 02:49:35.151]  They're telling the truth.
[02:49:37.327 --> 02:49:45.471]  I think they went through all that hell, they never really actually fell, but I really think Alexander Sholzhenitsyn and others had a big effect on them.
[02:49:45.511 --> 02:49:49.594]  I know Putin said he was a fan of Sholzhenitsyn, met with him a lot before he died.
[02:49:50.854 --> 02:50:04.862]  I know liberty, once you've gone to total tyranny, will become very alluring again, and so I know that we can reach out to people in the elite, but when we see Russia going in the opposite of where we're going, we know we're in trouble.
[02:50:06.261 --> 02:50:06.661]  No kidding.
[02:50:06.701 --> 02:50:10.403]  And you know, I went to the first global home education conference in Berlin in 2012.
[02:50:11.144 --> 02:50:12.444]  And there was a lot of Russians there.
[02:50:12.464 --> 02:50:15.926]  And they told me that homeschooling is totally free and wide open in Russia.
[02:50:15.946 --> 02:50:17.267]  That was amazing for me.
[02:50:17.587 --> 02:50:20.509]  Because, you know, like you said, I wouldn't trust Putin as far as I could throw him.
[02:50:20.789 --> 02:50:22.910]  But you gotta judge a tree by its fruits.
[02:50:22.950 --> 02:50:24.051]  He's promoting homeschooling.
[02:50:24.711 --> 02:50:27.933]  He's promoting masculine men and men should be tough.
[02:50:28.013 --> 02:50:28.873]  And like John Wayne.
[02:50:29.213 --> 02:50:30.494]  I mean, it's the opposite.
[02:50:30.594 --> 02:50:33.036]  Men are good role models and fathers are good.
[02:50:33.096 --> 02:50:33.456]  I mean, it's...
[02:50:34.653 --> 02:50:37.716]  Yeah, and in the United States, we're moving toward crushing homeschooling.
[02:50:37.736 --> 02:50:47.484]  The government is becoming extremely hostile and the talking heads, you know, on MSNBC telling us that the children belong to the community and Hillary Clinton with her village to raise a child.
[02:50:48.165 --> 02:50:53.390]  Homeschooling is one of the best options that parents could possibly seize upon right now.
[02:50:53.510 --> 02:50:55.532]  You need to get your kids out of the government school.
[02:50:55.552 --> 02:50:57.253]  You need to teach them to read using phonics.
[02:50:57.273 --> 02:50:58.214]  You need to teach them real
[02:50:59.383 --> 02:50:59.683]  Amazing.
[02:50:59.703 --> 02:51:00.564]  Alex Newman.
[02:51:00.604 --> 02:51:00.965]  The book.
[02:51:00.985 --> 02:51:03.828]  Crimes of the Educators at Infowarsstore.com.
[02:51:10.291 --> 02:51:12.873]  Silver has always been nature's very own antibiotic.
[02:51:13.013 --> 02:51:17.016]  And only one system allows you to generate an endless supply of natural silver solutions.
[02:51:17.316 --> 02:51:18.537]  Silverlungs.com.
[02:51:18.717 --> 02:51:21.179]  You'll find no wild claims or pseudoscience.
[02:51:21.379 --> 02:51:24.181]  Just a lifetime of nano-sized pure silver solutions.
[02:51:24.382 --> 02:51:26.543]  The Silverlungs generator allows you to make your own.
[02:51:26.743 --> 02:51:28.485]  So stop paying for silver solutions.
[02:51:28.625 --> 02:51:33.969]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[02:51:34.209 --> 02:51:37.892]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[02:51:38.012 --> 02:51:39.513]  That's Silverlungs.com.
[02:51:40.033 --> 02:51:43.074]  Did you know some countries are now banning GMO foods?
[02:51:43.435 --> 02:51:43.955]  It's true.
[02:51:44.255 --> 02:51:48.157]  That's why for quality storable foods, you need ReadyMade Resources.
[02:51:48.437 --> 02:51:54.360]  For over 19 years, we've become the name you can trust for thousands of products, like NuMana Healthy Food Storage.
[02:51:54.580 --> 02:51:59.002]  All NuMana storable foods are non-GMO, non-soy, and gluten-free.
[02:51:59.182 --> 02:52:04.184]  Call 800-627-3809 or click ReadyMadeResources.com.
[02:52:04.564 --> 02:52:05.785]  ReadyMade Resources.
[02:52:06.085 --> 02:52:08.406]  We don't just sell the products, we live it.
[02:52:12.703 --> 02:52:22.009]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[02:52:22.289 --> 02:52:24.871]  All of our children are hit with modern mind control.
[02:52:24.991 --> 02:52:28.353]  Television, music, fast food, GMOs, sugars, you name it.
[02:52:28.554 --> 02:52:34.518]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[02:52:34.818 --> 02:52:39.561]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[02:52:39.821 --> 02:52:46.004]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[02:52:46.224 --> 02:52:53.627]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[02:52:53.887 --> 02:53:01.070]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[02:53:01.310 --> 02:53:04.751]  Obtain your ChildEase today at InfoWarsLife.com.
[02:53:04.931 --> 02:53:07.833]  That's ChildEase exclusively at InfoWarsLife.com.
[02:53:09.033 --> 02:53:11.454]  Hunters, anglers, campers, and survivalists.
[02:53:11.654 --> 02:53:12.594]  Get back to nature.
[02:53:12.734 --> 02:53:19.775]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:53:19.915 --> 02:53:23.096]  Slingbow products are compact and models start from just $17.98.
[02:53:23.296 --> 02:53:26.537]  They're perfect for your bug out bag or storing in your vehicle.
[02:53:26.777 --> 02:53:30.677]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:53:30.897 --> 02:53:35.218]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:53:35.418 --> 02:53:38.059]  Feel the thrill only at slingbow.com.
[02:53:38.513 --> 02:53:40.274]  The economy is teetering on the edge.
[02:53:40.434 --> 02:53:42.415]  Spending and taxes are at all-time highs.
[02:53:42.615 --> 02:53:44.776]  Average Americans are hanging on by their fingertips.
[02:53:44.936 --> 02:53:45.937]  Is the American Dream dead?
[02:53:45.997 --> 02:53:46.837]  Can it be restored?
[02:53:46.957 --> 02:53:55.382]  Join us at Freedom Fest, the world's largest gathering of free minds, in Las Vegas, July 8th through 11th, to hear the historic debate between Paul Krugman and Steve Moore.
[02:53:55.402 --> 02:54:02.005]  Plus, Senator Mike Lee, publisher Steve Forbes, billionaire Steve Wynn, and media mogul Glenn Beck tell us how America finds her way back.
[02:54:02.125 --> 02:54:03.586]  Discover the new American Dream.
[02:54:03.686 --> 02:54:06.267]  Register today at freedomfest.com to find out.
[02:54:06.347 --> 02:54:07.828]  That's freedomfest.com.
[02:54:14.106 --> 02:54:14.887]  Most of it isn't.
[02:54:14.967 --> 02:54:16.748]  No, it was a body double.
[02:54:16.768 --> 02:54:17.569]  I've talked to Navy SEALs.
[02:54:17.589 --> 02:54:22.012]  I'm on record when this first got announced, when they blew up their helicopter.
[02:54:34.235 --> 02:54:38.499]  And I'm just insulted that I wasn't put in Bin Laden's fake reading list.
[02:54:39.099 --> 02:54:41.521]  This is clearly to demonize books they don't like.
[02:54:41.902 --> 02:54:48.007]  Though I did republish and reprint Bloodlines Illuminati for Fritz Springmeier, so I'm proud of that.
[02:54:48.688 --> 02:54:52.271]  The Best Democracy Money Can Buy by Greg Pallas, frequent guest.
[02:54:52.831 --> 02:54:56.454]  The Best Enemy Money Can Buy by Anthony Sutton, the congressional investigator.
[02:54:56.614 --> 02:54:58.096]  How we funded Hitler and Stalin.
[02:54:59.525 --> 02:55:01.266]  Black Box Voting with Bev Harris.
[02:55:01.346 --> 02:55:02.647]  It's just a list of our guests.
[02:55:03.187 --> 02:55:05.088]  Bloodlines Illuminati by Fritz Springmeier.
[02:55:05.589 --> 02:55:08.170]  Confessions of an Economic Hitman, John Perkins, regular guest.
