[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[02:15:44.912 --> 02:15:46.413]  It's ultimately a spiritual battle.
[02:15:46.873 --> 02:15:49.674]  These things perpetuate over multiple generations.
[02:15:49.774 --> 02:15:51.675]  We know that it's accelerating right now.
[02:15:52.075 --> 02:15:56.577]  My wife read to me a very interesting testimony from the actor Denzel Washington.
[02:15:56.637 --> 02:16:01.259]  I would encourage people to take a look at what he said in terms of his encounters with God.
[02:16:01.299 --> 02:16:02.560]  But I am very... Pull it up.
[02:16:02.580 --> 02:16:03.560]  I want to see it.
[02:16:05.267 --> 02:16:13.070]  Yeah, I'm very, very concerned about what is going on in terms of, you're talking about chemical lobotomies that they're able to do.
[02:16:13.090 --> 02:16:17.592]  Of course, they did massive surgical lobotomies on veterans when they came back from World War II.
[02:16:17.932 --> 02:16:21.414]  There was a long series of abuse about that in the Wall Street Journal.
[02:16:21.734 --> 02:16:25.175]  But now they're moving beyond that to doing electronic lobotomies.
[02:16:25.355 --> 02:16:28.717]  And the things that they're able to do, people can't even understand.
[02:16:28.757 --> 02:16:31.018]  That's how asleep the public is.
[02:16:31.118 --> 02:16:34.139]  And that's what is so dangerous about this, is that when we're in kind of a
[02:16:34.779 --> 02:16:40.303]  Semi-conscious, not even paying attention, not really truly even physically sleeping, but just not paying attention.
[02:16:40.383 --> 02:16:44.946]  It's very easy for them to do these things to us subconsciously as well as consciously.
[02:16:45.267 --> 02:16:53.933]  When we look at these experiments that they're doing with the mouse brains, when we look at the brain initiative that Obama has put in, we talked about that and we talked about artificial intelligence.
[02:16:54.313 --> 02:16:55.414]  Yeah, it's very dangerous.
[02:16:56.697 --> 02:16:57.418]  Excellent points, David.
[02:16:57.438 --> 02:17:00.700]  I didn't mean to go off on a jag when you brought that up, but it's so incredibly important.
[02:17:01.220 --> 02:17:03.442]  In fact, they just pulled up the Denzel Washington clip.
[02:17:03.482 --> 02:17:06.423]  If we can get the audio of that, maybe we can play that later as well.
[02:17:07.064 --> 02:17:08.865]  Right now, let's go back to the calls.
[02:17:08.905 --> 02:17:10.286]  Who's been holding the longest here?
[02:17:10.666 --> 02:17:11.587]  Jason in Tennessee.
[02:17:11.607 --> 02:17:12.587]  God bless you for holding.
[02:17:12.807 --> 02:17:13.388]  You're on the air.
[02:17:13.428 --> 02:17:13.728]  Thank you.
[02:17:15.189 --> 02:17:15.789]  Thanks, guys.
[02:17:15.829 --> 02:17:16.490]  I'll be short.
[02:17:17.190 --> 02:17:22.854]  Alex, I really do believe that in the very end of this, we will have to take up arms.
[02:17:23.574 --> 02:17:24.595]  But in the meantime,
[02:17:25.478 --> 02:17:45.971]  What we have to do, and a group here in my little town in Tennessee, East Tennessee, we have gone to alert the public of all the school board meetings, all the council meetings, and we regularly have, the rooms are full when they have those meetings, just to let these people know that we're watching you.
[02:17:47.052 --> 02:17:52.296]  We distribute flyers that tell what's going on in the town.
[02:17:52.336 --> 02:17:54.257]  We have actually
[02:17:54.833 --> 02:18:02.774]  Had a corrupt mayor that was kicked out because of the alertness that the people have taken on to be awakened.
[02:18:02.814 --> 02:18:07.855]  We have a lot of people that are still asleep, and we have got to wake these people up.
[02:18:08.235 --> 02:18:09.856]  We have to start with our young people.
[02:18:09.896 --> 02:18:22.138]  We have to turn these young people over to the truth about things, to get them away from this mesmerizing trance that they're in, to get them away from that, to show them what this country was like
[02:18:23.290 --> 02:18:29.756]  40, 50, 60, 70 years ago with the way it was that it could be like that again and even stronger, Alex.
[02:18:30.236 --> 02:18:32.538]  We can go and we can go to these meetings.
[02:18:32.618 --> 02:18:34.080]  We can look these people in the eye.
[02:18:34.100 --> 02:18:38.944]  We can stand there and never even say a word, but let them know that we are standing strong.
[02:18:39.464 --> 02:18:47.531]  We are watching you and we will do what it takes for you to do what you are supposed to do in this in this union.
[02:18:47.791 --> 02:18:48.352]  Thank you, Alex.
[02:18:49.008 --> 02:18:49.668]  God bless you, sir.
[02:18:49.728 --> 02:18:50.649]  Thanks for holding to say that.
[02:18:50.689 --> 02:18:51.849]  Very strong testimony.
[02:18:52.609 --> 02:18:54.610]  And give them literature.
[02:18:54.670 --> 02:18:55.230]  Talk to them.
[02:18:57.311 --> 02:18:58.432]  We have to make a noise.
[02:18:58.592 --> 02:19:03.754]  We have to act like chickens hop up and down when a weasel comes into the coop and you can go out there and shoot the weasel.
[02:19:04.114 --> 02:19:05.474]  Well, we're a lot better than chickens, folks.
[02:19:05.494 --> 02:19:06.975]  We can at least hop around and squawk.
[02:19:08.115 --> 02:19:09.236]  I mean, this is a big deal.
[02:19:10.216 --> 02:19:11.897]  I mean, they just got rid of the borders, folks.
[02:19:12.497 --> 02:19:13.637]  David, take us out to break.
[02:19:13.717 --> 02:19:15.878]  I mean, what do you expect to happen next, David?
[02:19:16.138 --> 02:19:18.059]  The executive tax increases?
[02:19:18.936 --> 02:19:23.701]  Well Alex, you know, Petraeus said that we no longer have America, we now have North America.
[02:19:23.741 --> 02:19:33.912]  They're taking the mask off, they're showing people that the agreement that they passed 20 years ago, NAFTA, he even referred to NAFTA, they're showing people that that wasn't simply a trade agreement.
[02:19:34.452 --> 02:19:37.053]  It was something that directly affected our sovereignty.
[02:19:37.073 --> 02:19:38.133]  And now they're showing us that.
[02:19:38.393 --> 02:19:39.414]  And they're going to the next level.
[02:19:39.434 --> 02:19:44.255]  They're showing us that because they're going to the next level with this Trans-Pacific, Trans-Atlantic partnership.
[02:19:44.275 --> 02:19:49.997]  And there's an article that we can talk about that's on New American where they say it's really kind of coming to a point now with that.
[02:19:50.237 --> 02:19:51.457]  That's the real danger, I think.
[02:19:51.757 --> 02:19:53.278]  But we defeat this at the local level.
[02:19:54.673 --> 02:19:55.956]  Well, we gotta just stop complying.
[02:19:55.976 --> 02:19:59.082]  I mean, they want to have these specific partnerships and other things making decisions here.
[02:19:59.402 --> 02:20:00.264]  They won't even let us see it.
[02:20:00.745 --> 02:20:01.507]  I mean, it's game over.
[02:20:01.567 --> 02:20:02.629]  No, it's not legitimate.
[02:20:03.350 --> 02:20:04.713]  Like, King George wasn't legitimate.
[02:20:04.933 --> 02:20:05.635]  We'll be right back.
[02:20:05.655 --> 02:20:06.637]  Stay with us.
[02:20:08.254 --> 02:20:11.515]  I'm really glad my buddy Mark turned me on to Guns80.com.
[02:20:11.535 --> 02:20:14.135]  I gotta tell ya, I didn't want to buy any more firearms.
[02:20:14.575 --> 02:20:17.296]  I didn't want a paperwork trail headed back to Big Brother.
[02:20:17.656 --> 02:20:19.276]  I want 100% privacy.
[02:20:19.736 --> 02:20:21.696]  I want to be an invisible gun owner.
[02:20:21.756 --> 02:20:22.156]  Hello?
[02:20:22.456 --> 02:20:26.437]  So Mark says, hey, you know, Guns80.com, Ghost AR-15.
[02:20:27.317 --> 02:20:28.597]  Ghost means invisible.
[02:20:28.657 --> 02:20:28.918]  Get it?
[02:20:29.138 --> 02:20:29.778]  Ghost AR-15.
[02:20:30.518 --> 02:20:31.618]  Guns80.com.
[02:20:31.958 --> 02:20:33.858]  I got a couple, if you know what I mean.
[02:20:34.078 --> 02:20:35.579]  Go to Guns80.com or call 844-2GUNS80.
[02:20:37.952 --> 02:20:40.553]  My name is Del and I live in El Cajon, California.
[02:20:40.833 --> 02:20:49.235]  I was concerned about my cholesterol readings because I knew that high cholesterol is related to clogging of the arteries and increases the risk for heart attack and stroke.
[02:20:49.715 --> 02:20:55.337]  One day, I heard an ad for Heart and Body Extract and I was skeptical, but I decided to give it a try.
[02:20:55.897 --> 02:20:57.497]  Man, the numbers don't lie.
[02:20:57.797 --> 02:21:06.320]  Learn the secrets of an effective, natural, 100% organic nutritional supplement for a healthy heart and circulation at HBExtract.com.
[02:21:07.698 --> 02:21:13.464]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[02:21:13.784 --> 02:21:18.089]  Introducing the new InfoWarsLife.com Oil of Oregano Formulation.
[02:21:18.389 --> 02:21:26.097]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[02:21:26.277 --> 02:21:31.498]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:21:31.798 --> 02:21:37.380]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[02:21:37.760 --> 02:21:42.581]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:21:42.701 --> 02:21:46.282]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:21:46.642 --> 02:21:52.908]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[02:21:53.248 --> 02:21:58.233]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[02:21:58.413 --> 02:22:01.916]  Now available in our limited first run at Infowarslife.com.
[02:22:02.136 --> 02:22:04.018]  That's Infowarslife.com or call 888-253-3139.
[02:22:07.601 --> 02:22:16.407]  As the New World Order continues to tighten its grip on every facet of our lives, we're all asking ourselves, how can we maintain our independence?
[02:22:17.208 --> 02:22:18.309]  The answer is clear.
[02:22:18.769 --> 02:22:20.770]  Get prepared and you get prepared now.
[02:22:21.351 --> 02:22:23.912]  Now the only question left is where do we begin?
[02:22:24.813 --> 02:22:26.635]  My Patreon supply is here to help.
[02:22:27.055 --> 02:22:36.884]  Call 800-247-3070 to get started with your 72-hour emergency food supply for only $10 or even covering the cost of shipping.
[02:22:37.424 --> 02:22:41.628]  Are you willing to rely on the government and FEMA in the event of an emergency?
[02:22:42.589 --> 02:22:49.294]  Call 800-274-3070 to get started with your 72-hour emergency food supply for only $10.
[02:22:50.535 --> 02:22:55.899]  You won't be able to find this deal online, and there is a strict limit of four per caller, so don't wait.
[02:22:56.199 --> 02:22:56.900]  Call now, 800-274-3070.
[02:22:56.920 --> 02:22:57.280]  That's 800-274-3070.
[02:22:57.300 --> 02:22:57.700]  Call right now.
[02:23:07.134 --> 02:23:13.316]  Usually, the older one gets, the less you are able to absorb amino acids and the less you are able to repair the 100 trillion cells of your body.
[02:23:13.857 --> 02:23:17.638]  As a result, you'll have less energy, your tissues will shrink, and you'll become wrinkled.
[02:23:18.258 --> 02:23:21.219]  An older person will typically injure more easily and heal more slowly.
[02:23:21.760 --> 02:23:22.340]  Not fun!
[02:23:22.900 --> 02:23:30.703]  However, if you can consume a protein powder that is easier to absorb, then you may be able to gain back some strength, muscle, and speed of recovery.
[02:23:31.283 --> 02:23:36.045]  One World Way is a highly digestible whey protein powder that may be the perfect answer for you.
[02:23:36.385 --> 02:23:37.206]  My name is Errol.
[02:23:37.546 --> 02:23:38.887]  I'm 74 years old.
[02:23:39.087 --> 02:23:41.488]  You know, the taste of One World Whey is amazing.
[02:23:41.648 --> 02:23:49.133]  I play pickleball, and since taking One World Whey and your trace mineral supplement, I have more energy and recover faster from my working out.
[02:23:49.513 --> 02:23:55.577]  I used to take another grass-fed whey protein powder, but now I'm getting much better results using One World Whey.
[02:23:55.817 --> 02:23:56.237]  Call 888-988-3325.
[02:23:56.297 --> 02:23:56.477]  That's 888-988-3325.
[02:23:56.497 --> 02:23:57.578]  Or visit oneworldwhey.com.
[02:24:13.663 --> 02:24:14.579]  This is the end.
[02:24:20.523 --> 02:24:21.844]  Welcome back to the Alex Jones Show.
[02:24:21.884 --> 02:24:22.864]  I'm David Knight in Austin.
[02:24:22.904 --> 02:24:25.425]  We're joined by Alex Jones on the road.
[02:24:25.526 --> 02:24:28.327]  And before we go back to Alex, I want to get his take on this.
[02:24:28.367 --> 02:24:30.908]  They're talking about the Apple Watch, which came out yesterday.
[02:24:30.928 --> 02:24:37.852]  One of the things they said about it was it's capable of displaying a barcode that will act as an airline boarding pass.
[02:24:38.332 --> 02:24:39.192]  Think about that image.
[02:24:39.673 --> 02:24:43.054]  A barcode on your wrist to allow you to travel.
[02:24:43.795 --> 02:24:44.815]  What does that conjure up?
[02:24:45.015 --> 02:24:47.136]  Does that sound like something out of a concentration camp?
[02:24:47.297 --> 02:24:47.957]  What do you think, Alex?
[02:24:48.988 --> 02:25:04.059]  Well, David, it's funny that you brought that up because when you were talking about all this beast technology last segment, I was thinking about how they're going to make us have smartphones, smart devices, to travel and just live our lives.
[02:25:04.159 --> 02:25:05.179]  It's they're watching us.
[02:25:05.239 --> 02:25:14.386]  It's our little guardian demon that will track our heart rate, what we eat, what we do, how much we exercise, to carbon tax us and track everything we do.
[02:25:14.426 --> 02:25:15.687]  And this has all been announced
[02:25:16.883 --> 02:25:22.149]  Just as other big TV manufacturers now go, no, we're recording and watching everything you do.
[02:25:22.229 --> 02:25:30.537]  And all the smartphones, Lennon Telegraph came out last week, are in their terms of service, watching and listening to you physically, not just tracking the cookies.
[02:25:31.278 --> 02:25:33.600]  And so see, it makes everything we said passe.
[02:25:34.201 --> 02:25:36.742]  But we're still kooks because we said it first, see?
[02:25:37.242 --> 02:25:41.624]  It's like telling somebody where to strike gold, and then you strike gold, and then you spit in their face.
[02:25:42.085 --> 02:25:44.266]  Well, folks, we're right about all the rest of it, too.
[02:25:44.346 --> 02:25:44.926]  Believe me.
[02:25:45.366 --> 02:25:47.007]  We give you all the documentation.
[02:25:47.427 --> 02:25:48.928]  Why do you think the military is so awake?
[02:25:49.188 --> 02:25:57.191]  They're training them for nationwide cordoning of cities and gun confiscation, and their number one enemy is the gun owners, the veterans.
[02:25:57.231 --> 02:25:59.252]  They train to arrest veterans.
[02:25:59.452 --> 02:26:00.893]  They train to kill veterans.
[02:26:01.113 --> 02:26:02.674]  The military is freaking out.
[02:26:03.294 --> 02:26:13.721]  But it's like someone who can see a thousand miles from a mountaintop talking to amoebas that don't even know they're in a petri dish when the military tries to warn people.
[02:26:14.542 --> 02:26:16.203]  And so it's that disconnect.
[02:26:16.883 --> 02:26:20.325]  The enforcers are being prepared for all out hell.
[02:26:20.705 --> 02:26:22.666]  And they don't like it and they don't want to be part of it.
[02:26:22.946 --> 02:26:25.087]  They don't want to back Al Qaeda and Syria wars.
[02:26:25.127 --> 02:26:27.088]  They don't want to be immoral and evil.
[02:26:27.748 --> 02:26:30.949]  But the politicians run by foreign globalists are the problem.
[02:26:31.370 --> 02:26:33.671]  And so we've got to identify the enemy.
[02:26:33.711 --> 02:26:36.112]  We've got to identify that America really is occupied.
[02:26:36.172 --> 02:26:37.973]  America really is run by globalists.
[02:26:38.253 --> 02:26:39.833]  We really are in a one world government.
[02:26:40.154 --> 02:26:40.894]  Just like Italy
[02:26:42.595 --> 02:26:56.622]  I mean, think about how over the top that is, that they've got all these secret Asia trade agreements, and we get one part of the document from WikiLeaks, and it's the total takeover of the Internet and free speech!
[02:26:57.222 --> 02:26:59.443]  It's SOPA and CISPA, and it's secret!
[02:26:59.583 --> 02:27:02.485]  We're under FCC regulation now, the entire Internet!
[02:27:02.865 --> 02:27:04.946]  Telecommunications, and they won't release it!
[02:27:05.626 --> 02:27:08.089]  Because they're making a dictatorial move.
[02:27:08.129 --> 02:27:10.572]  They've made the decision to go for a broke.
[02:27:10.712 --> 02:27:11.993]  They're coming after the bullets.
[02:27:12.154 --> 02:27:13.475]  They're coming after the guns.
[02:27:14.196 --> 02:27:18.721]  And I'm just here screaming bloody murder on the parapets saying enemies are climbing the gates!
[02:27:19.081 --> 02:27:19.342]  And then...
[02:27:20.703 --> 02:27:22.464]  What do you do when they shut us down?
[02:27:22.705 --> 02:27:23.785]  They're coming, folks.
[02:27:24.006 --> 02:27:24.606]  They're here.
[02:27:24.626 --> 02:27:25.767]  It isn't a game.
[02:27:26.688 --> 02:27:28.189]  And I'm not trying to get hyped up.
[02:27:28.309 --> 02:27:35.314]  It's every time I think about how epic this is and how criminal this is and how ridiculous it is, how over-the-top it is.
[02:27:35.394 --> 02:27:36.855]  I mean, I covered this Sunday.
[02:27:37.816 --> 02:27:38.917]  Mainstream U.S.
[02:27:38.977 --> 02:27:39.958]  and British newspapers.
[02:27:40.948 --> 02:27:48.839]  Admitting that the vaccines were brain-damaging people, and admitting that glyphosates caused a five-fold increase in kidney failure.
[02:27:48.999 --> 02:27:51.143]  You wonder why dialysis places are popping up everywhere.
[02:27:51.163 --> 02:27:53.826]  And I mean, they're just murdering us!
[02:27:53.846 --> 02:27:54.868]  They're murdering us!
[02:27:54.908 --> 02:27:56.350]  They know they're murdering us!
[02:27:56.430 --> 02:27:57.471]  It's a sick joke!
[02:27:58.584 --> 02:28:01.905]  It's interesting, Alex, when you're talking about vaccines, it was an interesting article.
[02:28:01.945 --> 02:28:04.526]  Guys, pull this up about the former Morrisville child.
[02:28:04.746 --> 02:28:07.567]  This is in North Carolina, just outside Charlotte.
[02:28:07.967 --> 02:28:11.609]  They're educating the public in this article about the vaccine court.
[02:28:12.089 --> 02:28:15.030]  Now, this is a child that was damaged by vaccines.
[02:28:15.770 --> 02:28:17.991]  She had encephalopathy, brain injury.
[02:28:18.031 --> 02:28:18.691]  They say she got
[02:28:19.871 --> 02:28:25.333]  $2,000,000 plus $250,000 a year for the rest of her life from the vaccine court, Alex.
[02:28:25.694 --> 02:28:31.956]  And the mother said, I'm very angry because people want to put people like me who are concerned about vaccine safety now.
[02:28:32.196 --> 02:28:35.577]  She's got a daughter that got $2,000,000 and a quarter million dollar for life.
[02:28:35.857 --> 02:28:37.518]  She's concerned about vaccine safety.
[02:28:37.538 --> 02:28:39.799]  And she says, I want to put people like me in jail.
[02:28:40.971 --> 02:28:42.512]  Let's expand on that, let's expand on that.
[02:28:42.792 --> 02:28:45.834]  Since they set the court up in the 70s, it's been kept secret.
[02:28:45.874 --> 02:28:58.323]  She's not even supposed to speak out when they put her daughter, because the daughter's admitted the truth, you know, they have a... Normally when they shoot your kid up and they have the convulsion, never talk again, and they get paralyzed, and they get put on a breathing machine, they arrest you and claim you beat them up.
[02:28:58.743 --> 02:29:10.251]  But now the science is there, they know it's the vaccine, and so she's supposed to sit down, take her 2 mil, and then sit there with her vegetable daughter, and absolutely, now, look, here's the article right here.
[02:29:11.271 --> 02:29:15.356]  Out of Fox News, gun owners will not be allowed to adopt children.
[02:29:15.776 --> 02:29:21.663]  Heartbroken couple denied being able to adopt a child because they have a gun permit.
[02:29:22.083 --> 02:29:27.909]  I mean, ladies and gentlemen, they are preparing to persecute and say, if you've got guns, you can't fly.
[02:29:28.730 --> 02:29:31.171]  Or if you don't take vaccines, you can't have a job.
[02:29:31.511 --> 02:29:32.432]  This is the tyranny.
[02:29:32.592 --> 02:29:36.614]  You're supposed to let them brain damage your kids and carry out their black ops.
[02:29:37.014 --> 02:29:38.975]  And they're shooting our troops up with soft kill.
[02:29:39.275 --> 02:29:41.396]  But the good news is, is the bad news.
[02:29:41.436 --> 02:29:42.457]  They've hurt so many people.
[02:29:42.477 --> 02:29:44.938]  There's so many victims that everybody knows the enemy.
[02:29:45.498 --> 02:29:47.019]  And folks, the enemy is scared.
[02:29:47.679 --> 02:29:51.781]  And as Coca-Cola and McDonald's falls, so does the whole New World Order.
[02:29:52.001 --> 02:29:54.142]  And I'll explain that and take calls on the other side.
[02:29:54.462 --> 02:29:54.922]  Stay with us.
[02:29:55.042 --> 02:29:55.743]  I'm Alex Jones.
[02:29:57.478 --> 02:30:00.465]  We're on the march, the empire's on the run.
[02:30:01.407 --> 02:30:04.093]  Alex Jones and the GCN Radio Network.
[02:30:08.146 --> 02:30:15.088]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:30:15.348 --> 02:30:24.771]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:30:24.971 --> 02:30:32.974]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[02:30:33.234 --> 02:30:42.679]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[02:30:42.879 --> 02:30:49.683]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:30:50.003 --> 02:30:54.965]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[02:30:55.245 --> 02:30:58.006]  No survival chest is complete without Silver Bullet.
[02:30:58.286 --> 02:31:02.728]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[02:31:02.768 --> 02:31:03.108]  Silver Bullet.
[02:31:08.124 --> 02:31:17.648]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[02:31:17.788 --> 02:31:27.533]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[02:31:27.713 --> 02:31:30.634]  Many herbal colon cleansers are harsh on the body,
[02:31:30.834 --> 02:31:31.134]  I think.
[02:31:45.811 --> 02:31:46.051]  We're good.
[02:32:08.334 --> 02:32:09.115]  Alex Jones here.
[02:32:09.275 --> 02:32:18.300]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[02:32:18.500 --> 02:32:23.743]  So many other formulations out there contain toxic ingredients, synthetic additives, and even GMOs.
[02:32:24.063 --> 02:32:27.565]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[02:32:27.785 --> 02:32:37.129]  Crafted with over 14 key ancient herbs and extracts to supercharge and prepare your body for what experts admit is the most dangerous season of the year.
[02:32:37.349 --> 02:32:48.515]  We have rejected hundreds of other formulations in our quest to bring you what is simply the most powerful and comprehensive proprietary formula that we have ever created in the realm of herbal immunity.
[02:32:48.755 --> 02:32:53.517]  Experience the benefits of combining over 14 ancient herbs and extracts
[02:32:53.737 --> 02:32:56.739]  With exciting new advances in nutraceutical science.
[02:32:57.099 --> 02:33:00.381]  Now is the time to secure ancient defense for you and your family.
[02:33:00.501 --> 02:33:03.103]  Visit Infowarslife.com or call 1-888-253-3139.
[02:33:03.724 --> 02:33:07.406]  That's Infowarslife.com.
[02:33:10.948 --> 02:33:16.972]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:33:17.573 --> 02:33:20.575]  It's Alex Jones and the GCN Radio Network.
[02:33:23.069 --> 02:33:24.229]  Welcome back to the Alex Jones Show.
[02:33:24.289 --> 02:33:25.470]  I'm David Knight in studio.
[02:33:25.730 --> 02:33:28.330]  We're going to take your calls, but first, let's go back to Alex.
[02:33:29.070 --> 02:33:29.410]  That's right.
[02:33:29.430 --> 02:33:31.451]  We're going right to your calls after this plug.
[02:33:31.491 --> 02:33:34.591]  We're going to be going to Gerald Solutions.
[02:33:35.232 --> 02:33:37.132]  We're going to be talking to Rob.
[02:33:37.152 --> 02:33:41.513]  We're going to be talking to Robert, Shelly, and Aaron, and that'll be it for calls.
[02:33:42.073 --> 02:33:45.734]  David's going to come back after the special report with Rex Jones on drones.
[02:33:47.233 --> 02:33:50.355]  And he will put a bookend on the transmission today.
[02:33:51.296 --> 02:33:58.841]  There's a lot of other news we didn't get to that's on InfoWars.com and PrisonPlanet.com, but I want to put on screen for TV viewers, it came out in U.S.
[02:33:58.881 --> 02:34:08.708]  papers and in British papers just last week, we covered it, where fluoride in new studies linked to obesity, depression, and failing thyroid.
[02:34:08.749 --> 02:34:09.409]  There's the headline.
[02:34:09.449 --> 02:34:13.032]  Fluoride in drinking water, triggering depression, weight gain, warned scientists.
[02:34:13.632 --> 02:34:20.336]  I mean, there are literally, when I say literally, I mean literally thousands of obnoxious studies since 1900 or so.
[02:34:20.696 --> 02:34:22.518]  A UT study from the 30s found all this.
[02:34:22.578 --> 02:34:25.379]  I mean, it's ridiculous what hydrofluorosilic acid does.
[02:34:25.640 --> 02:34:27.541]  Turbocharged fluoride.
[02:34:27.641 --> 02:34:30.563]  It's been souped up and had electrons added to it basically.
[02:34:30.823 --> 02:34:32.124]  It just fries you.
[02:34:32.704 --> 02:34:34.725]  And it adjuvants all the other toxins.
[02:34:34.805 --> 02:34:37.007]  I mean, it just mega kills your thyroid.
[02:34:37.307 --> 02:34:38.788]  Makes you fatter than a pig.
[02:34:38.808 --> 02:34:39.608]  You have no energy.
[02:34:40.888 --> 02:34:43.070]  The X2 niacin iodine is the good halogen.
[02:34:43.290 --> 02:34:45.231]  It did exactly what Dr. Group said it would do for me.
[02:34:45.332 --> 02:34:45.932]  It's incredible.
[02:34:45.992 --> 02:34:47.153]  Infowarslife.com.
[02:34:47.814 --> 02:34:48.974]  And that special's been taken down.
[02:34:49.035 --> 02:34:50.416]  I'm adding it back until it sells out.
[02:34:51.777 --> 02:34:53.978]  Two bottles of X2, you get a free bottle of Ancient Defense.
[02:34:54.779 --> 02:34:58.842]  DNA 4 is normally 150-something bucks because it's such an expensive proprietary formula.
[02:34:59.203 --> 02:35:00.143]  Similar stuff, $300 to $600.
[02:35:00.243 --> 02:35:02.505]  It's $94 today.
[02:35:02.565 --> 02:35:06.709]  It's our highest quality, most expensive product for those that want to experience
[02:35:07.429 --> 02:35:08.729]  Well, just experience for yourself.
[02:35:08.769 --> 02:35:10.130]  Bare minimum, you're funding the broadcast.
[02:35:10.410 --> 02:35:11.770]  But at this price, you're not really funding it.
[02:35:12.131 --> 02:35:16.532]  Infowarslife.com or 888-253-3139.
[02:35:16.852 --> 02:35:22.634]  But my point in ranting about the water filtration is, we sell the highest quality gravity-fed filters that cut out the fluoride.
[02:35:24.755 --> 02:35:25.835]  The glyphosate, all of it.
[02:35:26.195 --> 02:35:28.476]  It's insane if you're not filtering your water.
[02:35:28.516 --> 02:35:29.696]  It's the number one thing you can do.
[02:35:29.997 --> 02:35:37.439]  You can fund the broadcast, get your G2 Pro1 systems, clearly filtered in others, at InfoWarsStore.com.
[02:35:37.779 --> 02:35:42.821]  That's InfoWarsStore.com or 888-253-3139.
[02:35:43.121 --> 02:35:47.163]  Now let's race through your calls, or if not, David can get to them after the break.
[02:35:47.783 --> 02:35:50.264]  Let's talk to Gerald in Arkansas.
[02:35:50.604 --> 02:35:51.585]  Gerald, you're on the air.
[02:35:51.645 --> 02:35:52.245]  Thanks for holding.
[02:35:53.786 --> 02:35:56.087]  Yeah, Alex, you guys are doing a great job.
[02:35:56.167 --> 02:35:59.109]  You're the only one out there I know, because I've been around a while.
[02:35:59.189 --> 02:36:00.529]  I'm a former Marine.
[02:36:00.569 --> 02:36:02.170]  I served under John F. Kennedy.
[02:36:02.610 --> 02:36:05.492]  I've done my homework, too, at the Military-Industrial Complex.
[02:36:06.012 --> 02:36:10.975]  All these different things you're saying, you're the only one I know that is daily putting this out.
[02:36:11.555 --> 02:36:15.517]  And those that will listen, they're heeding the call.
[02:36:15.577 --> 02:36:21.120]  But we just have to keep putting it out there like you're doing, not opinion, but fact.
[02:36:21.627 --> 02:36:21.887]  Yes.
[02:36:21.907 --> 02:36:22.687]  Yes, sir.
[02:36:22.787 --> 02:36:23.087]  Yes, sir.
[02:36:51.767 --> 02:36:58.533]  Let me add something.
[02:36:58.553 --> 02:37:12.566]  I was recently in a court case that I was victorious in, private matter, but I was victorious in it, and my lawyers with common law trumped all the BS and brought in Magna Carta era information and the judge accepted it.
[02:37:12.827 --> 02:37:13.687]  You're absolutely right.
[02:37:13.747 --> 02:37:16.210]  Common law trumps everything.
[02:37:17.938 --> 02:37:21.099]  Hey man, now listen, please, and I will get off, but here's the thing.
[02:37:21.319 --> 02:37:24.200]  I send the IRS, and I'm being open here.
[02:37:26.000 --> 02:37:27.520]  They challenged me years ago.
[02:37:27.540 --> 02:37:31.682]  I was a taxpayer and all this crap, because I was ignorant.
[02:37:32.382 --> 02:37:33.742]  But I was open-minded.
[02:37:34.282 --> 02:37:38.683]  And so Joe Bannister is the one that, one of the ones that taught me.
[02:37:38.763 --> 02:37:40.024]  God used him like he used you.
[02:37:40.084 --> 02:37:40.744]  Former Treasury Agent?
[02:37:42.164 --> 02:37:42.504]  Huh?
[02:37:43.245 --> 02:37:44.785]  Former Treasury Agent, really good guy, yeah.
