[00:00:00.563 --> 00:00:01.823]  What's his name?
[03:26:46.317 --> 03:26:49.860]  We're going to communicate in binary code until that becomes too safe.
[03:26:49.940 --> 03:26:56.742]  It's never happened to the old line that I learned as a kid, which is, sticks and stones may break my bones, but words will never hurt me.
[03:26:56.742 --> 03:26:58.303]  Well, they don't want to teach kids that.
[03:26:58.303 --> 03:27:04.105]  They want kids to be worried about words and bowing down to the authority figures.
[03:27:04.105 --> 03:27:04.805]  And that's how it all goes.
[03:27:04.805 --> 03:27:06.526]  You can't stand up and be an individual.
[03:27:06.826 --> 03:27:08.147]  Here's a story I like.
[03:27:08.147 --> 03:27:12.212]  After promising no boots on the ground in Syria, Obama deploys boots on the ground.
[03:27:12.212 --> 03:27:16.236]  So now he's going to send in troops who are of course just special forces at first.
[03:27:16.236 --> 03:27:19.059]  And I imagine they're going to be coordinating arms deals with the moderate rebels.
[03:27:23.203 --> 03:27:36.988]  Well, having looked very carefully at Obama ever since his election, even before his election in 2008, I can hardly think of anything that he ever said that turned out to be true.
[03:27:36.988 --> 03:27:43.330]  He's gone back on everything he's ever said, so it's no big surprise.
[03:27:43.330 --> 03:27:47.051]  I totally agree, and it's a whole administration full of criminals.
[03:27:47.051 --> 03:27:49.972]  They are jumping ship as quick as they can.
[03:27:49.972 --> 03:27:51.153]  Let me interject here, Rob.
[03:27:52.449 --> 03:27:54.450]  This is the whole thing, folks.
[03:27:54.450 --> 03:28:05.999]  When you go and try to talk to your friends and our neighbors and our relatives, okay, and they're going, oh well, I don't want to talk politics, you know, then tell them this.
[03:28:05.999 --> 03:28:08.580]  Tell them, I don't want to talk politics either.
[03:28:08.580 --> 03:28:14.024]  Politics is when everybody wants to have a new highway and then we argue about how we're going to pay for it.
[03:28:14.024 --> 03:28:16.206]  I want to talk about criminality.
[03:28:16.206 --> 03:28:21.590]  I want to talk about criminal acts that are resulting in people getting killed and dying, you know.
[03:28:23.010 --> 03:28:28.714]  I used to love when they would talk about people lying up on Congress about stuff and they say, oh he's just playing politics.
[03:28:28.714 --> 03:28:30.215]  No, he's lying.
[03:28:30.215 --> 03:28:31.115]  It's not politics.
[03:28:31.115 --> 03:28:33.117]  It's not politics, you know, what happened in Benghazi.
[03:28:33.117 --> 03:28:34.077]  That's not politics.
[03:28:34.077 --> 03:28:40.821]  That is allowing for people to be murdered so you could transfer arms to Turkey, which would then give them to ISIS.
[03:28:40.821 --> 03:28:41.121]  Right.
[03:28:41.121 --> 03:28:41.902]  That's what that's about.
[03:28:42.102 --> 03:28:45.745]  And you had to make sure those people died so they wouldn't tell the public about that.
[03:28:45.745 --> 03:28:46.946]  Dead men tell no tales.
[03:28:46.946 --> 03:28:52.151]  You know, that's just an extension of the Clinton body count.
[03:28:52.151 --> 03:28:56.035]  Which has gone beyond my capacity to count it at this point.
[03:28:56.035 --> 03:29:05.243]  It's the same thing with the SEAL team members that supposedly got Osama bin Laden, although people all the way up to Madeleine Rombrout
[03:29:05.743 --> 03:29:09.546]  Albright, former Secretary of State, said that he died in 2001.
[03:29:09.546 --> 03:29:12.648]  Benazir Bhutto said that?
[03:29:12.648 --> 03:29:14.710]  The CIA reported in 2001 he was in a hospital.
[03:29:14.710 --> 03:29:15.771]  I know, I know.
[03:29:15.771 --> 03:29:19.774]  And then we're told this whole story about this great SEAL team raid and everything.
[03:29:19.774 --> 03:29:23.797]  And these guys probably actually didn't know anyway, they're just following orders.
[03:29:23.797 --> 03:29:28.040]  But then, all of a sudden, we'll never know because most of them got killed in a helicopter crash.
[03:29:28.420 --> 03:29:29.080]  It will never know.
[03:29:29.080 --> 03:29:33.401]  And then the guy that they supposedly killed is holding the remote control in the wrong hand.
[03:29:33.401 --> 03:29:38.303]  I think, I'm not sure if he was left-handed or right-handed, but he's got the remote in the wrong hand that they're saying that's the guy that killed.
[03:29:38.303 --> 03:29:39.843]  Anyway, thanks, Jim, for joining us.
[03:29:39.843 --> 03:29:41.144]  JimMars.com.
[03:29:41.144 --> 03:29:42.724]  Leanne McAdoo's coming in next.
[03:29:42.724 --> 03:29:44.085]  It's the 4th Hour of Overdrive.
[03:29:44.085 --> 03:29:44.885]  I'm your host, Rob Doo.
[03:29:44.885 --> 03:29:49.486]  Thanks for watching.
[03:29:49.486 --> 03:29:50.886]  We're on the march.
[03:29:50.886 --> 03:29:53.427]  The Empire's on the run.
[03:29:53.427 --> 03:29:56.088]  Alex Jones and the GCN Radio Network.
[03:30:00.163 --> 03:30:02.847]  Joe Biggs here with InfoWars.com.
[03:30:02.847 --> 03:30:06.793]  Muslim migrants invited to take over German church.
[03:30:06.793 --> 03:30:09.838]  Altar, cross, pulpit also removed.
[03:30:09.838 --> 03:30:12.121]  Article up by Paul Joseph Watson.
[03:30:12.121 --> 03:30:15.947]  A Protestant church in Oberhausen, Germany is set to remove
[03:30:16.087 --> 03:30:24.373]  Christian crosses, altars, and pulpits in order to accommodate 50 Muslim migrants who were invited to stay in the building.
[03:30:24.373 --> 03:30:27.016]  You know, we wouldn't want to offend anybody out there.
[03:30:27.016 --> 03:30:39.025]  Gilberhausen City spokesperson Rainer Sur told media outlets, while Germany is beginning to turn over Christian churches in order to house the influx of Muslim migrants, Sweden may be about to follow suit.
[03:30:39.025 --> 03:30:41.567]  As reported earlier this month, the world's first
[03:30:41.747 --> 03:30:52.652]  Lesbian Bishop Eva Bruhn suggested removing Christian crosses and symbols from a church in Stockholm in order to make the building more inviting for Muslims.
[03:30:52.652 --> 03:30:55.333]  Well, that's pretty ridiculous.
[03:30:55.333 --> 03:30:58.895]  You can find more reports like this at InfoWars.com
[03:31:00.000 --> 03:31:05.746]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[03:31:05.746 --> 03:31:20.181]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[03:31:20.441 --> 03:31:28.444]  Liver Shield is the only liver support product on the market that uses a patented Spigerex blend of powerful organic herbs that support detoxification.
[03:31:28.444 --> 03:31:34.026]  And when you visit InfoWarsLife.com, see the instructional video on how to do a six-day liver detox.
[03:31:34.026 --> 03:31:37.587]  This isn't a game, and let me tell you, the results are dramatic.
[03:31:37.587 --> 03:31:41.709]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[03:31:41.709 --> 03:31:45.590]  But that said, you need to consult your physician before you do the full detox.
[03:31:46.030 --> 03:31:50.151]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[03:31:50.151 --> 03:31:55.213]  Secure your Liver Shield today exclusively at Infowarslife.com for the lowest price available.
[03:31:55.213 --> 03:31:58.554]  That's Infowarslife.com or call 888-253-3139.
[03:31:58.554 --> 03:32:03.275]  When cells become toxic, they die early and aging sets in.
[03:32:03.275 --> 03:32:08.097]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[03:32:08.177 --> 03:32:08.557]  We're good.
[03:32:29.665 --> 03:32:30.786]  BrainForce is here.
[03:32:30.786 --> 03:32:32.988]  Ladies and gentlemen, I've been on this the last few months.
[03:32:32.988 --> 03:32:37.992]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[03:32:37.992 --> 03:32:41.274]  There's always hidden additives in your food, even organic food has hidden additives.
[03:32:41.274 --> 03:32:44.757]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[03:32:44.757 --> 03:32:46.739]  Ultimately, we've all been dumbed down to some degree.
[03:32:46.739 --> 03:32:48.881]  It doesn't have stimulants, it doesn't have garbage in it.
[03:32:48.881 --> 03:32:50.842]  It has natural things that do it clean.
[03:32:50.842 --> 03:32:56.447]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:33:12.470 --> 03:33:20.180]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[03:33:26.784 --> 03:33:30.348]  Alright, here's our long segment of the 4th Hour Overdrive.
[03:33:30.348 --> 03:33:35.434]  I'm Rob Dood sitting next to me, 2 inches slimmer in the waistline, it's Leanne McAdoo.
[03:33:35.434 --> 03:33:39.659]  She went on the liver cleanse and finished it up earlier this week, or last week?
[03:33:39.659 --> 03:33:40.700]  When did you finish it?
[03:33:40.700 --> 03:33:41.281]  Monday.
[03:33:41.281 --> 03:33:41.922]  Monday, yeah.
[03:33:41.922 --> 03:33:43.844]  But technically Tuesday.
[03:33:43.844 --> 03:33:45.005]  Was it some extra flushing?
[03:33:45.005 --> 03:33:47.288]  I had to flush all that sodium out of my body, so.
[03:33:47.811 --> 03:33:49.231]  I haven't done that yet.
[03:33:49.231 --> 03:33:51.092]  I've done several Oxy-Powder things.
[03:33:51.092 --> 03:33:52.512]  Let me tell you about Oxy-Powder real quick.
[03:33:52.512 --> 03:33:53.133]  Oh, please!
[03:33:53.133 --> 03:33:55.533]  I lost 12 pounds the first time I did Oxy-Powder.
[03:33:55.533 --> 03:33:56.013]  Oh, I remember.
[03:33:56.013 --> 03:33:57.174]  It was amazing.
[03:33:57.174 --> 03:33:58.594]  I couldn't believe it.
[03:33:58.594 --> 03:34:02.755]  You know, I don't get super overweight, but there are some times when the beer gut gets a little bearded.
[03:34:02.755 --> 03:34:05.256]  Hey, tis the season for the Oxy-Powder.
[03:34:05.256 --> 03:34:06.377]  I tell you what.
[03:34:06.377 --> 03:34:12.999]  In fact, it was about this time last year that I did my first cleanse and I went in and told Alex, I said, six days I lost 12 pounds.
[03:34:12.999 --> 03:34:13.179]  Yeah.
[03:34:14.699 --> 03:34:16.180]  Yeah, we have to tell people about this.
[03:34:16.180 --> 03:34:17.701]  It's amazing stuff.
[03:34:17.701 --> 03:34:23.404]  And you did a little bit of the oxy powder, but mainly it was the liver shield, that whole cleanse that's up on the website.
[03:34:23.404 --> 03:34:24.404]  I think everything was there, right?
[03:34:24.404 --> 03:34:26.745]  You just followed the directions that are on the website?
[03:34:26.745 --> 03:34:32.949]  Yes, followed the directions almost to the T, except for do not substitute the salt.
[03:34:32.949 --> 03:34:34.730]  Use the Epsom salt like Dr. Group says.
[03:34:35.890 --> 03:34:41.733]  You can do salt flushes with regular salt, but you have to do a lot of it.
[03:34:41.733 --> 03:34:43.414]  And so the measurements will be completely off.
[03:34:43.414 --> 03:34:47.656]  The Epsom salt, just a little bit, and your body will purge it for sure.
[03:34:47.656 --> 03:34:48.897]  It will react immediately.
[03:34:48.897 --> 03:34:51.779]  It will not make you have a sodium OD for...
[03:34:53.660 --> 03:34:56.522]  So you finish the cleanse and then you fly up to St.
[03:34:56.522 --> 03:35:00.625]  Louis to run around these radioactive toxic waste dumps.
[03:35:00.625 --> 03:35:05.108]  I deflated myself of that toxic layer that was actually protecting me.
[03:35:05.108 --> 03:35:06.849]  And now it's back.
[03:35:06.849 --> 03:35:07.990]  Who knows?
[03:35:07.990 --> 03:35:10.972]  You guys were breathing benzene it seems like.
[03:35:10.972 --> 03:35:13.014]  Just horrible stuff.
[03:35:13.014 --> 03:35:15.675]  What's sad is there's people living around those areas.
[03:35:16.656 --> 03:35:18.517]  Every single day that they have to deal with that.
[03:35:18.517 --> 03:35:20.618]  And that's what's so awful about this.
[03:35:20.618 --> 03:35:21.619]  But you know what?
[03:35:21.619 --> 03:35:23.219]  Don't have pumpkins for the fall.
[03:35:23.219 --> 03:35:23.439]  Right.
[03:35:23.439 --> 03:35:24.320]  That's what we need to worry about.
[03:35:24.320 --> 03:35:25.060]  Pumpkins.
[03:35:25.060 --> 03:35:26.961]  And that's why we had to make that absurd video.
[03:35:26.961 --> 03:35:34.145]  I went out and shot that with Buckley and then later that night we met up with Alex and just, you know, it's absurd.
[03:35:34.145 --> 03:35:36.366]  You have to combat absurdity with absurdity.
[03:35:36.366 --> 03:35:36.546]  Right.
[03:35:36.906 --> 03:35:41.549]  I love doing pieces like that, especially when they're really quick and just down and dirty and we get them done.
[03:35:41.549 --> 03:35:46.052]  We're actually fixing a couple things on it and then uploading it to YouTube and it'll be up tonight.
[03:35:46.052 --> 03:35:51.316]  And please spread that video around with all your friends and also spread this video around that we're going to go to now.
[03:35:51.316 --> 03:35:57.100]  It's talking about how Big Pharma has ties to this radioactive waste that's there in St.
[03:35:57.100 --> 03:35:57.440]  Louis.
[03:35:57.440 --> 03:36:02.864]  And this is, I think, one of the most powerful reports you've done just in tying all these pieces together.
[03:36:03.484 --> 03:36:05.066]  You know, in a hotel in St.
[03:36:05.066 --> 03:36:09.251]  Louis, and Josh did some great camera work getting in, zooming in on all the things.
[03:36:09.251 --> 03:36:15.018]  But we have legalized drug dealers here in this country, and they're allowed to bring in whatever they want.
[03:36:15.018 --> 03:36:17.101]  Who knows how much of that's escaping?
[03:36:17.101 --> 03:36:19.564]  Who knows how much of that is getting out into the black market?
[03:36:19.864 --> 03:36:22.665]  Exactly, and how are they getting it in?
[03:36:22.665 --> 03:36:34.648]  Now, there's an article from the New York Times from 1988 where they're talking about how Coca-Cola obtains its coca, and this was around the time when people were saying, oh my goodness, is there cocaine in Coca-Cola?
[03:36:34.648 --> 03:36:39.369]  So they did this investigation, and then here it talks... That's what gave you the pickup.
[03:36:39.369 --> 03:36:40.370]  Yeah, exactly.
[03:36:40.370 --> 03:36:41.130]  That's how it worked.
[03:36:41.610 --> 03:36:50.416]  And then so it talks about here how once they extract the cocaine from the coca leaves, Coca-Cola then sells it to Mallinckrodt Inc., a St.
[03:36:50.416 --> 03:36:57.921]  Louis pharmaceutical manufacturer that is the only company in the United States licensed to purify the product for medicinal use.
[03:36:57.921 --> 03:37:02.363]  So, and like I showed you in the video, the DEA, they give them the thumbs up.
[03:37:02.363 --> 03:37:06.186]  They're like, hey guys, we need to import opium and poppy seeds and coca leaves.
[03:37:06.186 --> 03:37:07.547]  I wonder where they're getting that opium from?
[03:37:08.027 --> 03:37:09.008]  Yeah.
[03:37:09.008 --> 03:37:11.489]  And so, is the DEA help?
[03:37:11.489 --> 03:37:15.492]  I mean, are they flying it in there with our soldiers and bringing it into the big pharma?
[03:37:15.492 --> 03:37:22.136]  So if you get hooked on cocaine or heroin or, you know, some opium on the streets, then you're going to go to prison.
[03:37:22.136 --> 03:37:30.621]  But if you get hooked on big pharma's version of cocaine and heroin and opium that kills way more people, then yeah.
[03:37:30.621 --> 03:37:36.624]  So let's go to that report now and then we'll be back and you have some more information to kind of tail in and book in that report with.
[03:37:36.624 --> 03:37:37.485]  So let's go to that report now.
[03:37:38.496 --> 03:37:40.838]  Leanne McAdoo reporting for InfoWars.com.
[03:37:40.838 --> 03:37:47.064]  Of course, we are here covering the state of emergency with the radioactive landfill in Westlake.
[03:37:47.064 --> 03:37:48.785]  And of course, no trip to St.
[03:37:48.785 --> 03:37:58.354]  Louis to cover that would be complete without looking a little deeper into the company that was largely responsible for dumping all of this nuclear waste secretly around St.
[03:37:58.354 --> 03:37:58.995]  Louis.
[03:37:58.995 --> 03:38:01.037]  That would be Mallinckrodt Chemical Works.
[03:38:01.457 --> 03:38:07.283]  Now, Mallinckrodt Chemical Works began processing uranium in 1942 for the first atomic bomb.
[03:38:07.283 --> 03:38:15.351]  Once they started running out of space at their facility, they started shipping these radioactive waste containers off-site throughout different parts of St.
[03:38:15.351 --> 03:38:16.272]  Louis.
[03:38:16.272 --> 03:38:17.152]  Here's an old picture.
[03:38:17.152 --> 03:38:19.715]  You can see these materials were stored in bulk.
[03:38:19.975 --> 03:38:23.896]  On the ground, open to the elements, and they were unattended.
[03:38:23.896 --> 03:38:36.039]  And they left them right next to Coldwater Creek, which we have been interviewing a lot of people here who were actually poisoned by this nuclear radioactive material being in Coldwater Creek.
[03:38:36.039 --> 03:38:39.740]  Of course, it would get into the floodplain, get into people's crops.
[03:38:39.740 --> 03:38:46.082]  This area here is now currently dealing with thorium being found in their backyard.
[03:38:46.082 --> 03:38:47.182]  So this is a huge issue.
[03:38:47.182 --> 03:38:48.923]  These people are still having to deal with this.
[03:38:49.423 --> 03:38:50.544]  Today.
[03:38:50.544 --> 03:39:00.089]  Now, Malincroft, they got out of the atomic weapons business and today they're actually Malincroft Pharmaceuticals.
[03:39:00.089 --> 03:39:01.390]  And check out their website.
[03:39:01.390 --> 03:39:02.551]  I mean, hello!
[03:39:02.551 --> 03:39:05.973]  I don't really need to get into the details with that.
[03:39:05.973 --> 03:39:13.197]  But Malincroft Pharmaceuticals is basically a world market leader in medicinal controlled substances.
[03:39:13.737 --> 03:39:14.397]  That's right.
[03:39:14.397 --> 03:39:34.628]  They are one of the largest importers of opium, coccolize for cocaine, as well as poppy, raw opium, and some of the things that they manufacture, codeine, hydrocodone, morphine products, opium, oxycodone, so all the things that you, you know, other controlled substances.
[03:39:34.628 --> 03:39:40.912]  And so they are making these products that you're hearing a lot about with drug overdoses and things like that.
[03:39:41.812 --> 03:39:48.180]  You know, going from making nuclear weapons to other ticking time bombs that are affecting our present-day society.
[03:39:48.180 --> 03:39:49.421]  Now, check this out.
[03:39:49.421 --> 03:39:50.823]  So you can go to the U.S.
[03:39:50.823 --> 03:39:57.150]  Department of Justice and to their Office of Diversion Control and you can see where they have
[03:39:58.188 --> 03:39:58.608]  Go ahead.
[03:40:28.288 --> 03:40:28.668]  We're good to go.
[03:40:52.549 --> 03:40:58.992]  Are they just working directly with the drug cartels to bring in the coca leaves and the raw opium over the border?
[03:40:58.992 --> 03:41:02.633]  Or is the DEA helping them ship it right in?
[03:41:02.633 --> 03:41:03.453]  Now, think about that.
[03:41:03.453 --> 03:41:08.475]  We already know that our soldiers are protecting the opium fields there in Afghanistan.
[03:41:08.475 --> 03:41:14.858]  And since we've been there protecting them, it's actually increased about 90 plus percent.
[03:41:14.858 --> 03:41:16.299]  So it doesn't put two and two.
[03:41:16.299 --> 03:41:21.521]  And of course, Mallinckrodt isn't the only pharmaceutical company that is importing these drugs.
[03:41:21.521 --> 03:41:21.941]  They're just
[03:41:22.461 --> 03:41:24.702]  The world market leader.
[03:41:24.702 --> 03:41:26.262]  Now, it's the U.S.
[03:41:26.262 --> 03:41:32.765]  Department of Justice that's obviously making this huge push to ban guns and take guns away from everyone.
[03:41:32.765 --> 03:41:33.305]  But we'll look at 2013.
[03:41:33.305 --> 03:41:36.806]  So, in 2013, they would say about 12,000 people were killed in gun violence in the United States.
[03:41:36.806 --> 03:41:39.767]  30 people a day, so that's, you know, about 12,000 people.
[03:41:48.353 --> 03:41:54.134]  We'll take a look at the overdose death rates from pharmaceutical drugs in 2013.
[03:41:54.134 --> 03:41:58.995]  25,000 total from prescription drugs, male and female.
[03:41:58.995 --> 03:42:01.796]  25,000 in 2013.
[03:42:01.796 --> 03:42:13.018]  If you're looking just at opioid pain relievers, which is what Mallinckrodt specializes in, 18,000, 16,000 here, so much, much more than gun violence.
[03:42:13.018 --> 03:42:14.939]  You can look at the facts of abuse here.
[03:42:16.524 --> 03:42:27.149]  6.2 million Americans abuse prescription type drugs, non-medicinal purposes, more than cocaine, heroin, hallucinogens, and inhalants combined.
[03:42:27.149 --> 03:42:28.630]  These are obviously young people.
[03:42:28.630 --> 03:42:32.312]  There is an increase in young adults abusing these prescription pills.
[03:42:32.312 --> 03:42:39.255]  And then just looking in one metro area alone, more than half of the deaths involved these prescription opiates.
[03:42:39.255 --> 03:42:43.617]  So this is just one metro area that they're kind of collating this data from.
[03:42:43.617 --> 03:42:44.558]  So as you can see,
[03:42:46.050 --> 03:42:52.857]  Drug overdoses and pharmaceutical drugs are always popping up in these mass shootings, right?
[03:42:52.857 --> 03:42:55.099]  But they never want to talk about the pharmaceuticals.
[03:42:55.099 --> 03:43:00.324]  They never want to point out how that is always one of the key indicators in these mass shootings.
[03:43:00.324 --> 03:43:01.646]  It's always the guns.
[03:43:01.646 --> 03:43:02.427]  When clearly
[03:43:04.278 --> 03:43:11.119]  Prescription opioids are much more dangerous, killing many more people than guns here in America.
[03:43:11.119 --> 03:43:12.820]  That's what we need to be talking about.
[03:43:12.820 --> 03:43:22.561]  So that, I thought, was a really interesting little bit of information, going back with Mallinckrodt Chemical Works, who is largely responsible for contaminating the St.
[03:43:22.561 --> 03:43:31.063]  Louis area while they were secretly dumping off this nuclear material, and they're continuing to contaminate the population of the United States today.
[03:43:31.603 --> 03:43:34.065]  Stay tuned to InfoWars.com for more reports.
[03:43:59.111 --> 03:44:06.760]  After watching your report, I created a little new Twitter account that's just throwing out historical stuff and kind of relating it to what's going on now.
[03:44:06.760 --> 03:44:14.048]  So on this day in history, if you guys want to hit my phone, Dwight Eisenhower formally approved expanding the country's nuclear arsenal.
[03:44:14.628 --> 03:44:22.612]  And which led into the Mallinckrodt, uh, I guess them getting those contracts to expand and then have these waste contracts.
[03:44:22.612 --> 03:44:30.157]  And so now, you know, we have, uh, and then I put your video on there, how that related to today with the drug trade and now the legal drug trade.
[03:44:30.157 --> 03:44:30.497]  Right.
[03:44:30.497 --> 03:44:33.679]  And then now we have people killing people with guns, but they don't ever tie it.
[03:44:33.679 --> 03:44:36.860]  The fact that it's people on pharmaceutical drugs, killing people with guns.
[03:44:36.860 --> 03:44:37.601]  So right.
[03:44:37.601 --> 03:44:41.603]  One of the main killers of people in the United States, but don't talk about it.
[03:44:41.903 --> 03:44:42.443]  Exactly.
[03:44:42.443 --> 03:44:49.347]  Also to note on this day in history, Juan Carlos became king of Spain and he owns a lot of your toll roads here in the United States, so through Sintra.
[03:44:49.347 --> 03:45:01.994]  So that's another way that they control things is through these, you know, giant conglomerates like Sintra go in, they take a road like what we have going on now and on the west side of Austin, they're cutting it down to one and two lanes so they could build a toll road.
[03:45:01.994 --> 03:45:08.577]  So while they're building their little moneymaker, they're cutting off transportation access for people and causing a nuisance everywhere.
[03:45:08.697 --> 03:45:11.299]  That's what they've done up 290 on the way to Houston.
[03:45:11.299 --> 03:45:13.841]  And it's a toll road for about three miles.
[03:45:13.841 --> 03:45:16.744]  And it existed before that and it was perfectly fine.
[03:45:16.744 --> 03:45:20.907]  So they go in and take your existing roads and turn them into toll roads and it's just another way to tax you.
[03:45:20.907 --> 03:45:21.988]  People don't realize that.
[03:45:21.988 --> 03:45:22.368]  Right.
[03:45:22.368 --> 03:45:25.511]  So what else do you have to add on the heels of your report?
[03:45:25.751 --> 03:45:28.792]  Well, another one of the main reasons why I was interested in going to St.
[03:45:28.792 --> 03:45:36.553]  Louis and just giving more history on Mallinckrodt, but I wasn't able to meet with some of the main sort of whistleblowers because they got gagged.
[03:45:36.553 --> 03:45:41.014]  But she did go ahead and send some of her documents.
[03:45:41.014 --> 03:45:53.697]  And so this is a woman who was trying to fight for these nuclear workers and their families to try to get them health care and take care of them because Mallinckrodt basically just was doing all these secret tests on them.
[03:45:53.697 --> 03:45:55.057]  They knew that they were being
[03:45:55.697 --> 03:45:57.419]  I don't
[03:46:13.061 --> 03:46:15.023]  Because they're scientists and they're doing research.
[03:46:15.023 --> 03:46:21.931]  Yeah, and they even actually did secret testing on them after they died, doing autopsies without the family's consent.
[03:46:21.931 --> 03:46:22.372]  Of course.
[03:46:22.372 --> 03:46:28.619]  They did a baby tooth study where they were saying, oh, we want to study these, the baby teeth with all these people's children.
[03:46:28.619 --> 03:46:32.483]  And actually what they were really trying to do is see what the toxicity level was in these people's children.
[03:46:33.363 --> 03:46:40.226]  So then they could use that information to create life-extension technologies and help them in the event of a nuclear event.
[03:46:40.226 --> 03:46:40.746]  Right.
[03:46:40.746 --> 03:46:42.907]  The elites, but we would be left with nothing.
[03:46:42.907 --> 03:46:43.847]  We're just getting tested on.
[03:46:43.847 --> 03:46:44.788]  We're the guinea pigs.
[03:46:44.788 --> 03:46:45.368]  Exactly.
[03:46:45.368 --> 03:46:49.669]  And they would test these people there with their in-house doctor.
[03:46:49.669 --> 03:46:50.890]  They would send them home every week.
[03:46:50.890 --> 03:46:52.170]  Hey buddy, great job.
[03:46:52.170 --> 03:46:53.011]  Here's some cigarettes.
[03:46:53.011 --> 03:46:54.111]  Here's some beer.
[03:46:54.111 --> 03:46:55.191]  Enjoy the weekend.
[03:46:55.191 --> 03:46:57.312]  So that they wouldn't know why they were feeling sick.
[03:46:57.312 --> 03:46:59.413]  They wouldn't know where these toxicity levels were coming from.
[03:47:00.073 --> 03:47:04.656]  And it was like this mad doctor that was writing it down in his little notepad.
[03:47:04.656 --> 03:47:05.736]  He's like the St.
[03:47:05.736 --> 03:47:06.577]  Louis Mingala.
[03:47:06.577 --> 03:47:10.699]  Yeah, so she was able to find his actual notes in his own handwriting.
[03:47:10.699 --> 03:47:11.240]  Who's the doctor?
[03:47:11.240 --> 03:47:12.020]  What's his name?
[03:47:12.020 --> 03:47:13.461]  I believe it was... He's probably dead now.
[03:47:13.461 --> 03:47:15.482]  Yeah, like Dr. Mancuso, I believe.
[03:47:15.482 --> 03:47:19.985]  He kind of went on the run there for a while and she got all these documents via a FOIA request.
[03:47:19.985 --> 03:47:22.086]  And just there, blatantly, she was like, wow!
[03:47:22.788 --> 03:47:45.368]  Oh my goodness, they just knew that they were testing on these people and then they would fire them right before their, when they realized their toxicity was getting to that point, they would fire them and then these people would just be out of a job and that's exactly what happened with Scott Kahneman's grandfather and he just was miserable and dying of all these different forms of cancer and of course now decades later we're seeing that
[03:47:46.714 --> 03:47:52.540]  That same sort of cancer cluster is now affecting a whole different generation of people that had nothing to do with malnutrition.
[03:47:52.540 --> 03:47:54.562]  But hey, we have chemotherapy.
[03:47:54.562 --> 03:47:58.286]  If they get cancer, we have lots of big pharma drugs that they can take.
[03:47:58.286 --> 03:48:00.048]  Lots of regimens they can be put on.
[03:48:00.048 --> 03:48:02.691]  So we've already come up with a solution to the problem we've created.
[03:48:02.691 --> 03:48:06.755]  It's probably why they switched from building nuclear weapons to going into pharmaceuticals.
[03:48:06.755 --> 03:48:07.856]  Because they could see the promise.
[03:48:07.856 --> 03:48:08.497]  They're like, oh.
[03:48:08.917 --> 03:48:12.819]  People are going to catch wind of this nuclear stuff pretty soon.
[03:48:12.819 --> 03:48:22.403]  We better flip the script and start importing illegal drugs and become the only legal importer of drugs and then we can do whatever we want with them.
[03:48:22.403 --> 03:48:23.924]  God, it's a sick system.
[03:48:23.924 --> 03:48:24.444]  Right.
[03:48:24.444 --> 03:48:25.724]  It's completely sick.
[03:48:25.724 --> 03:48:29.206]  And that was one of the main reasons why I wanted to go and just point this out.
[03:48:29.206 --> 03:48:30.066]  Here's a company today.
[03:48:31.747 --> 03:48:46.896]  We're talking about this liver shield cleanse and how important it is to just clean out your gut and that is the key for optimal health because otherwise you're going to allow yourself to get so sick that you're going to be supporting this company, this type of company, and that's what they want.
[03:48:46.896 --> 03:48:52.620]  They want you to get so sick that you can go and continue on supporting these globalist countries with their all-seeing eyeball.
[03:48:53.388 --> 03:49:06.595]  Well, I don't think people realize how much, and it's a slow, when you take something like Oxy Powder and you suddenly flush yourself out and you have all this energy, the first couple days it's like, you're mad because the toxins are in your body and then they're flushed out.
[03:49:06.595 --> 03:49:12.299]  And you feel this energy that you don't get, you know, just by drinking coffee or something.
[03:49:12.299 --> 03:49:16.261]  It's like, it's a body-spirit energy that radiates internally.
[03:49:16.821 --> 03:49:21.283]  It's amazing what happens when you start cleansing your body, and I don't think people really understand that.
[03:49:21.283 --> 03:49:23.243]  If you've never cleansed, you should do something.
[03:49:23.243 --> 03:49:27.825]  You should try Oxy-Powder, try the Liver Shield, even if you want to really get hardcore.
[03:49:27.825 --> 03:49:30.506]  But you did it in six days, and it wasn't that big a deal.
[03:49:30.506 --> 03:49:31.686]  You have to just do it.
[03:49:31.686 --> 03:49:32.786]  You have to just do it.
[03:49:32.786 --> 03:49:36.387]  It was definitely easier having a buddy to go along with, but it was not difficult.
[03:49:36.387 --> 03:49:37.928]  It's not like I was starving the entire time.
[03:49:37.928 --> 03:49:42.550]  Get a cleansing buddy, and then put your results up on YouTube.
[03:49:42.550 --> 03:49:43.130]  Talk about it.
