[00:00:08.140 --> 00:00:09.542]  Bilderberg, 2015.
[02:30:01.061 --> 02:30:06.324]  House Speaker Boehner says fast-track legislation will likely be voted on by the House this weekend.
[02:30:06.324 --> 02:30:13.288]  The only snag, they say, is working out how they're going to get welfare checks to Americans who are going to lose their jobs.
[02:30:13.288 --> 02:30:15.589]  But it's not just jobs and wealth that we're losing.
[02:30:16.289 --> 02:30:24.477]  Senator Jeff Sessions, one of the few people in either House of Congress to actually bother to read the secret treaty, is very disturbed by what he's seeing.
[02:30:24.477 --> 02:30:26.960]  As he points out, it is a treaty.
[02:30:26.960 --> 02:30:33.827]  With fast track, Congress is giving up the constitutional requirement of a two-thirds vote to pass a treaty.
[02:30:33.827 --> 02:30:39.532]  But the biggest secret of this secret agreement is that it creates a commission with global governance powers.
[02:30:39.532 --> 02:30:40.093]  This commission
[02:30:40.593 --> 02:30:45.316]  We'll be able to modify the treaty without any further input from any country.
[02:30:45.316 --> 02:30:56.701]  As Senator Sessions says, Congress would be pre-clearing a political and economic union before a word of that arrangement has been made available to a single private citizen.
[02:30:56.701 --> 02:30:59.023]  For more information, go to Infowars.com.
[02:30:59.023 --> 02:30:59.603]  I'm David Knight.
[02:31:01.010 --> 02:31:02.270]  Another major health threat.
[02:31:02.270 --> 02:31:07.252]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[02:31:07.252 --> 02:31:09.913]  Ohio's governor declaring a state of emergency.
[02:31:09.913 --> 02:31:16.955]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[02:31:16.955 --> 02:31:19.976]  If there's a water emergency, will you be prepared?
[02:31:19.976 --> 02:31:22.997]  Panicked residents forming long lines throughout the day.
[02:31:22.997 --> 02:31:24.937]  We're here at a supermarket in Toledo.
[02:31:24.937 --> 02:31:27.778]  You can see the shelves empty where water once was.
[02:31:27.858 --> 02:31:33.581]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[02:31:33.581 --> 02:31:37.083]  Water which will not be available at your local grocery store.
[02:31:37.083 --> 02:31:40.184]  There's a mad dash on right now to stock up on supplies.
[02:31:40.184 --> 02:31:47.488]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[02:31:47.488 --> 02:31:50.710]  Protect your family's safety during an emergency.
[02:31:50.710 --> 02:31:56.993]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[02:31:57.113 --> 02:32:00.816]  Or call 1-888-253-3139.
[02:32:00.816 --> 02:32:17.472]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[02:32:17.472 --> 02:32:20.955]  Probably 30, 40 firearms manufacturers over the years will then
[02:32:21.315 --> 02:32:25.380]  About six months ago, we get contacted by Head Down Firearms.
[02:32:25.380 --> 02:32:26.922]  Hdfirearms.com.
[02:32:26.922 --> 02:32:30.225]  Owned and run by a bunch of former Navy SEALs, Special Ops people.
[02:32:30.225 --> 02:32:35.351]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[02:32:35.351 --> 02:32:36.052]  It's always about
[02:32:36.172 --> 02:32:36.712]  I think so.
[02:33:10.643 --> 02:33:23.146]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[02:33:23.146 --> 02:33:30.228]  Imagine a house of cards, but unlike other house of cards you may have seen before, a giant house of cards.
[02:33:31.613 --> 02:33:34.035]  Built on quicksand.
[02:33:34.035 --> 02:33:37.277]  Towering thousands of feet in the air.
[02:33:37.277 --> 02:33:40.780]  And a storm is blowing in, and you can already feel the wind.
[02:33:40.780 --> 02:33:42.781]  You see the cards beginning to move.
[02:33:42.781 --> 02:33:46.684]  Some of them are falling, but the whole structure hasn't come down yet.
[02:33:46.684 --> 02:33:50.347]  And we just stand here watching it.
[02:33:50.347 --> 02:33:59.574]  With the rigged stock market, and the rigged interest rates, and the rigged currency markets, all of it now, AP, Reuters, Bloomberg, admit it!
[02:34:00.580 --> 02:34:01.941]  And nobody gets in trouble.
[02:34:01.941 --> 02:34:06.123]  They pay fines that are less than 1% of the profit they made off the fraud.
[02:34:06.123 --> 02:34:13.967]  It comes out in the news that major banks own the aircraft shipping drugs in, and flying torture people out, and little kids.
[02:34:13.967 --> 02:34:18.410]  I mean, you start to study who runs things, and it's just like, really?
[02:34:18.410 --> 02:34:27.735]  It's beyond any Hollywood movie, it's beyond... And it's just the scale of it.
[02:34:28.902 --> 02:34:30.103]  Gerald Solente is our guest.
[02:34:30.103 --> 02:34:33.765]  I want to talk to him about all these revelations coming out.
[02:34:33.765 --> 02:34:40.950]  I mean, from the government running radical Islam and funding it, to the stock market, everything being rigged, to NSA spying on us.
[02:34:40.950 --> 02:34:50.295]  I mean, really, everything I've been talking about for 20 years, everything Gerald's been talking about for 35 years, it's just all come out now.
[02:34:50.295 --> 02:34:52.977]  So where do we go from here?
[02:34:52.977 --> 02:34:54.518]  I always thought you exposed it.
[02:34:54.518 --> 02:34:55.339]  That would do something.
[02:34:55.339 --> 02:34:56.339]  Instead, there's a doubling down.
[02:34:56.339 --> 02:34:57.180]  We'll talk to him in a moment.
[02:34:58.302 --> 02:34:59.822]  We have different specials every week.
[02:34:59.822 --> 02:35:03.603]  We have probably 600, 700 items at InfowarsStore.com.
[02:35:03.603 --> 02:35:06.864]  High quality non-GMO heirloom seeds.
[02:35:06.864 --> 02:35:07.784]  Very low prices.
[02:35:07.784 --> 02:35:09.104]  Very high quality.
[02:35:09.104 --> 02:35:12.625]  Super high quality water filters, books, film, nutraceuticals.
[02:35:12.625 --> 02:35:14.605]  And that's how we fund this independent media operation.
[02:35:14.605 --> 02:35:16.266]  Not with taxpayer money.
[02:35:16.266 --> 02:35:16.986]  But with your support.
[02:35:16.986 --> 02:35:17.986]  We want to thank you.
[02:35:17.986 --> 02:35:18.846]  Want to salute you.
[02:35:18.846 --> 02:35:20.307]  PrisonPlanet.tv memberships.
[02:35:20.307 --> 02:35:21.007]  You name it.
[02:35:21.007 --> 02:35:22.027]  And supporting our sponsors.
[02:35:24.980 --> 02:35:27.681]  But we have a special this week that's particularly good.
[02:35:27.681 --> 02:35:29.461]  It's going to run through next week because I'm launching it late.
[02:35:29.461 --> 02:35:32.262]  We're launching it today.
[02:35:32.262 --> 02:35:33.342]  Planned to run this months ago.
[02:35:33.342 --> 02:35:36.143]  Had to get permission from the manufacturer, Pro-1 G2.
[02:35:36.143 --> 02:35:42.185]  We have the whole family of the filters at InfowarsStore.com.
[02:35:42.185 --> 02:35:49.007]  We have the lowest price anywhere, $69.95 normally for the pitcher that doesn't have any of the MBTA in it.
[02:35:50.766 --> 02:35:59.408]  BPA-free, 3.5 liter overall capacity, 1.75 liter filtered water capacity, ideal for refrigerator storage.
[02:35:59.408 --> 02:36:04.790]  Features new design, easy to remove lid, simple setup, and use no unsettling filter.
[02:36:04.790 --> 02:36:09.031]  Hanging in the water storage area includes one filter element.
[02:36:09.031 --> 02:36:16.172]  It's great for travel, great for camping, great for your car, great for work, great for home, great for the refrigerator.
[02:36:16.172 --> 02:36:17.773]  I mean, and at this price,
[02:36:18.832 --> 02:36:22.356]  Other leading competitors are like $60, $70 and it's a charcoal filter.
[02:36:22.356 --> 02:36:24.299]  That's not what this does.
[02:36:24.299 --> 02:36:28.143]  This isn't just some element that takes some of the bad taste out and reduces a little bit of stuff.
[02:36:28.143 --> 02:36:32.829]  This cuts out hundreds of different things or reduces it down to like 99%.
[02:36:32.829 --> 02:36:34.191]  We have this plus.
[02:36:34.191 --> 02:36:37.735]  We have all the different studies and stuff at InfoWareStore.com.
[02:36:38.922 --> 02:36:44.588]  This is the best individual deal we've ever offered on any of these units.
[02:36:44.588 --> 02:36:50.073]  Sure, we've had free shipping and things like that before, and 10% off is proverbial with the promo code WATER.
[02:36:50.073 --> 02:36:59.782]  This is just on this unit, the Pro Pure Pitcher, and it's a great idea that Weldon and Tim Fergé had.
[02:37:02.079 --> 02:37:04.080]  They approached and we were able to get this deal.
[02:37:04.080 --> 02:37:07.503]  Pro-Pure Pitcher available at InfowarsStore.com or 888-253-3139.
[02:37:11.733 --> 02:37:17.635]  And I mean, I'd buy these for preparedness, I'd buy them for storage, but it does thousands of gallons for the filter has to be replaced.
[02:37:17.635 --> 02:37:24.316]  It does have a replaceable filter you can get as well, but quite frankly, you know, the filters are like $25 to $30, because they're expensive to make.
[02:37:24.316 --> 02:37:30.038]  So you're getting a super good deal, because it is filters included, $55 instead of $69.
[02:37:30.038 --> 02:37:34.779]  20% off info or store.com, or you can simply call 888-253-3139.
[02:37:34.779 --> 02:37:35.259]  And it is!
[02:37:39.051 --> 02:37:53.955]  Your financial support deciding to shop with the good guys, deciding to spend your hard-earned money with Infowars.com that's funding our reporters covering Bilderberg, that's funding the studios and the satellite uplinks and the radio shows and the news websites that are having a big effect.
[02:37:53.955 --> 02:37:55.196]  You're not going to find a place
[02:37:55.836 --> 02:38:01.020]  With bigger bang for the buck, actually affecting the destiny of the planet than InfoWars.
[02:38:01.020 --> 02:38:04.083]  And the array of amazing minds and guests we bring you.
[02:38:04.083 --> 02:38:08.166]  And one of those chief amongst them is Gerald Cilente, TrendsResearch.com.
[02:38:08.166 --> 02:38:13.931]  You need to support the good guy so he can continue and expand and do more, which you've been doing.
[02:38:13.931 --> 02:38:21.497]  Become a member, get his free trends updates or sign up, get the quarterly and get more of their exclusive material that it costs money to put out.
[02:38:21.937 --> 02:38:26.521]  And get the Trends Journal quarterly sent to you at TrendsResearch.com.
[02:38:26.521 --> 02:38:31.465]  Okay, going back to Gerald Cilente, who again is doubling down on America.
[02:38:31.465 --> 02:38:36.689]  He went and bought land there in New York where the country started, Colonial Kingston.
[02:38:36.689 --> 02:38:37.730]  He's having conferences.
[02:38:37.730 --> 02:38:38.670]  He's making the news.
[02:38:38.670 --> 02:38:40.191]  He's doing international media.
[02:38:40.191 --> 02:38:41.252]  He's doing domestic media.
[02:38:41.252 --> 02:38:42.894]  He's reaching millions every week.
[02:38:42.894 --> 02:38:45.656]  He's doing his own daily show, video blog.
[02:38:46.136 --> 02:38:47.016]  He's taking action.
[02:38:47.016 --> 02:38:47.917]  Will he save the world?
[02:38:47.917 --> 02:38:48.517]  No.
[02:38:48.517 --> 02:38:51.018]  But together, we can bring back a renaissance.
[02:38:51.018 --> 02:38:52.398]  And that's what he's been talking about.
[02:38:52.398 --> 02:38:55.219]  The globalists admit they uglied up architecture.
[02:38:55.219 --> 02:38:57.079]  They uglied up clothes.
[02:38:57.079 --> 02:38:59.500]  So we would lose respect for ourselves.
[02:38:59.500 --> 02:39:02.041]  They had the CIA fund ugly art.
[02:39:02.041 --> 02:39:03.501]  They've done it scientifically.
[02:39:03.501 --> 02:39:05.502]  It's declassified.
[02:39:05.502 --> 02:39:08.363]  Are they going to be successful suppressing humanity, Gerald Salente?
[02:39:09.278 --> 02:39:21.700]  No, and with every, you know, there was a great quote from Rand Paul right after he announced that he was running for president and he was being interviewed on NBC.
[02:39:21.700 --> 02:39:26.161]  And the host asked him if he always wanted to run for president.
[02:39:26.161 --> 02:39:29.102]  He said, no, you know, he said it wasn't always on his mind.
[02:39:29.102 --> 02:39:34.202]  He said, but, you know, I hear from the guys that are running out there that you hear from.
[02:39:34.202 --> 02:39:37.243]  They wanted to be president, run for president since
[02:39:38.049 --> 02:39:40.631]  They were in the eighth grade.
[02:39:40.631 --> 02:39:42.592]  And that's what you have.
[02:39:42.592 --> 02:39:52.398]  As I say, the people that are running the show... You've said it a hundred times on this show, thousands on your own, they want to be the people running things since they were kids.
[02:39:52.398 --> 02:39:53.379]  That's not who you want.
[02:39:53.379 --> 02:39:57.662]  You want a George Washington or an Eisenhower that doesn't want the job.
[02:39:57.662 --> 02:40:06.988]  And just as you couldn't stand these guys that wanted to be... and women... that wanted to be class president and head the student council in high school and college,
[02:40:07.540 --> 02:40:09.441]  You can't stand them now.
[02:40:09.441 --> 02:40:14.963]  And what I'm saying is, those are the people running the show.
[02:40:14.963 --> 02:40:18.164]  Why is everybody afraid of them?
[02:40:18.164 --> 02:40:20.345]  Of course it could change.
[02:40:20.345 --> 02:40:27.468]  There's nothing in the way to stop it other than the will and what they've done.
[02:40:27.468 --> 02:40:35.671]  And you've been talking about it because when you put it all in context, it's a neo-feudal society.
[02:40:36.348 --> 02:40:43.532]  We have a political elite, an economically privileged, and we the little people.
[02:40:43.532 --> 02:40:45.653]  You mentioned it before.
[02:40:45.653 --> 02:40:48.994]  All of the forex rigging, it's a fact.
[02:40:48.994 --> 02:40:52.716]  All of the live war rate rigging, you know, the interest rates, it's a fact.
[02:40:52.716 --> 02:40:54.117]  Gold, silver, it's all come out.
[02:40:54.117 --> 02:40:55.477]  Everything's rigged.
[02:40:55.477 --> 02:40:56.298]  It's rigged.
[02:40:56.298 --> 02:41:02.821]  All of the, quote, missteps and misleading of the peanuts that they paid
[02:41:03.217 --> 02:41:06.901]  Just like Corzine grabbed your bank account and didn't get in trouble.
[02:41:22.350 --> 02:41:28.312]  And the laws for the nobility are different than the peasants.
[02:41:28.312 --> 02:41:30.993]  And that's what's happened in the country.
[02:41:30.993 --> 02:41:36.835]  Anybody that has to deal with the government at any level, look what they do.
[02:41:36.835 --> 02:41:44.197]  You know, you asked me one time, it was on the last show, have I ever been harassed, you know, been treated unfairly by the police?
[02:41:44.197 --> 02:41:44.837]  I forgot.
[02:41:45.310 --> 02:41:48.252]  I wrote a whole story in the Trends Journal.
[02:41:48.252 --> 02:41:50.873]  I called it to pee or not to pee.
[02:41:50.873 --> 02:41:56.816]  I pulled off on a country road in the middle of nowhere in upstate New York.
[02:41:56.816 --> 02:41:58.117]  Yeah, where are you supposed to?
[02:41:58.117 --> 02:42:01.679]  I mean, growing up in Texas, you see everybody pulled over peeing in a bush.
[02:42:01.679 --> 02:42:04.640]  I was going into the woods.
[02:42:04.640 --> 02:42:05.741]  I had a convertible.
[02:42:05.741 --> 02:42:06.661]  My top was down.
[02:42:06.661 --> 02:42:08.062]  It was 10 o'clock at night.
[02:42:08.965 --> 02:42:22.158]  I wrote the story and I even sent the same letter that I wrote in the Trends Journal to the court up here in New York, where this guy started harassing me, this state trooper.
[02:42:22.158 --> 02:42:25.001]  Who am I looking for in the woods?
[02:42:25.001 --> 02:42:29.425]  And he would not let me go to the bathroom and followed me for 45 minutes.
[02:42:31.636 --> 02:42:33.097]  This guy harassed me.
[02:42:33.097 --> 02:42:36.138]  He wanted to start a confrontation.
[02:42:36.138 --> 02:42:40.880]  So in a neo-feudal society, don't go over that yellow line.
[02:42:40.880 --> 02:42:44.001]  Your signal light wasn't on when you made a turn.
[02:42:44.001 --> 02:42:50.644]  You had your brakes on when another car was coming at you, but still trillions of dollars.
[02:42:51.204 --> 02:42:59.170]  Ruin the lives of tens of millions of people by foreclosing on their homes, robbing them of everything you've got.
[02:42:59.170 --> 02:43:00.791]  And you know what you get, Alex?
[02:43:00.791 --> 02:43:03.212]  You get dinner at the White House.
[02:43:03.212 --> 02:43:04.653]  That's what you get.
[02:43:04.653 --> 02:43:07.675]  You don't do anything wrong.
[02:43:07.675 --> 02:43:08.976]  Stay in line.
[02:43:08.976 --> 02:43:14.340]  We're going to prosecute to the letter of the law because we're a neo-feudal society.
[02:43:14.340 --> 02:43:16.261]  And what do the prostitutes do?
[02:43:16.261 --> 02:43:18.703]  Those disgusting human beings.
[02:43:18.703 --> 02:43:20.104]  Those media whores.
[02:43:20.524 --> 02:43:22.145]  I'll tell you what they do.
[02:43:22.145 --> 02:43:25.368]  Hey, you see what happened with FIFRA?
[02:43:25.368 --> 02:43:27.910]  I'm saying to myself, what's a FIFRA?
[02:43:27.910 --> 02:43:30.992]  Why is this thing on the front pages?
[02:43:30.992 --> 02:43:32.453]  Oh, I'll tell you why.
[02:43:32.453 --> 02:43:35.416]  Because people are into sports.
[02:43:35.416 --> 02:43:36.997]  Oh, and you know what, Alex?
[02:43:36.997 --> 02:43:45.723]  We're going to have our Attorney General who's letting all the slimesters that are stealing from us that do nothing.
[02:43:45.723 --> 02:43:48.906]  We're going to go prosecute people in another country.
[02:43:48.906 --> 02:43:50.127]  And you know why, Alex?
[02:43:50.748 --> 02:43:57.913]  Because over a 24-year period, they stole up to $150 million.
[02:43:57.913 --> 02:44:01.676]  $150 million over 24 years.
[02:44:01.676 --> 02:44:08.761]  That's a second of stealing by the banks in the neo-feudal United States.
[02:44:08.761 --> 02:44:10.743]  That's what's going on.
[02:44:10.743 --> 02:44:13.485]  We are being pushed into a
[02:44:14.225 --> 02:44:16.628]  Hey, you think I'm making it up?
[02:44:16.628 --> 02:44:23.074]  Every time you see the President, the Secretary, or this or that, they got a plane.
[02:44:23.074 --> 02:44:29.381]  There's these 747s in red carpets and saluting everywhere.
[02:44:29.381 --> 02:44:31.123]  It's the nobility.
[02:44:33.863 --> 02:44:34.724]  Other news items.
[02:44:34.724 --> 02:44:35.484]  I mean, there's so much.
[02:44:35.484 --> 02:44:41.949]  What do you make of Bilderberg and a six-mile security perimeter threatening to arrest press if they step across an invisible line?
[02:44:41.949 --> 02:44:42.830]  There's not even fences up.
[02:44:42.830 --> 02:44:48.554]  They just say, don't come in here as if everybody's read the newspaper, or we're going to put you in jail for two weeks.
[02:44:48.554 --> 02:44:54.098]  They're flipping out on our reporters, and here are a bunch of known criminals meeting in secret to set policy.
[02:44:54.098 --> 02:44:57.941]  I think it's good news, though, that these shadow government organizations are being exposed.
[02:44:58.661 --> 02:45:00.182]  It's good news for the people.
[02:45:00.182 --> 02:45:03.383]  And again, I want to also pick up on what you said.
[02:45:03.383 --> 02:45:06.704]  It's very important for every, what can people do?
[02:45:06.704 --> 02:45:09.986]  They need to support, they need to buy the products that you're selling.
[02:45:09.986 --> 02:45:13.947]  You're putting out quality products that are going to improve people's lives.
[02:45:13.947 --> 02:45:17.329]  And by the way, that's another one of the big trends in the Trends Journal.
[02:45:17.329 --> 02:45:17.929]  Longevity.
[02:45:19.023 --> 02:45:26.825]  And so we're talking about, and my putting information out, they need to support us because you're right, it is big news.
[02:45:26.825 --> 02:45:38.827]  Because I remember learning about the Bilderbergs back, you know, in early 1980s when there was this newspaper, I think it was Liberty Lobby, that they ended up putting out of business.
[02:45:38.827 --> 02:45:44.928]  That this wonderful attorney I knew in Rhinebeck started turning me on to these things, an older cat.
[02:45:45.328 --> 02:45:46.971]  And now it's become common.
[02:45:46.971 --> 02:45:51.177]  But you ask me, what do I think about what they're doing, how they're cordoning off the area?
[02:45:51.177 --> 02:45:53.521]  They're the nobility!
[02:45:53.521 --> 02:45:56.105]  That's the way you protect the nobility!
[02:45:56.727 --> 02:45:58.868]  And that's what I'm trying to say.
[02:45:58.868 --> 02:46:02.530]  It's up to the people now to really do something.
[02:46:02.530 --> 02:46:05.472]  The power is in our hands.
[02:46:05.472 --> 02:46:11.936]  And if the people would only understand that, they wouldn't bow down to authority.
[02:46:11.936 --> 02:46:17.999]  They wouldn't applaud freaks that show up and call themselves candidates.
[02:46:17.999 --> 02:46:22.842]  And I'm sick of these presidential candidates talking tough.
[02:46:22.842 --> 02:46:24.923]  I mean, there's Lindsey Graham.
[02:46:25.370 --> 02:46:27.131]  You know what he's gonna do?
[02:46:27.131 --> 02:46:29.052]  What a thug Putin is!
[02:46:29.052 --> 02:46:32.654]  What is he gonna go over there and hit him with his handbag?
[02:46:32.654 --> 02:46:34.035]  I mean, come on!
[02:46:34.035 --> 02:46:40.019]  Marco Rubio, Ted Cruz, these guys couldn't fight their way out of a paper bag!
[02:46:40.019 --> 02:46:46.743]  And they all talk tough, and they're talking tough to get our people killed and murder other millions.
[02:46:46.743 --> 02:46:48.304]  So what are the big trends?
[02:46:48.973 --> 02:46:58.262]  The trends on what people should do and how to prepare, and I don't give financial advice, you're seeing the volatility in the markets.
[02:46:58.262 --> 02:47:01.545]  You're seeing in the bond markets, you're seeing it on the oil markets.
[02:47:01.545 --> 02:47:03.427]  You're seeing it in the equity markets.
[02:47:03.427 --> 02:47:05.549]  I'm still in gold.
[02:47:05.549 --> 02:47:11.414]  And the other things, where do you see the big fears coming from?
[02:47:11.414 --> 02:47:14.317]  How many more scares do we have to have?
[02:47:14.801 --> 02:47:17.142]  Oh, this month it was eggs.
[02:47:17.142 --> 02:47:21.025]  A couple of months ago it was pork.
[02:47:21.025 --> 02:47:28.489]  Clean food, and clean water, and all the implements that make that happen.
[02:47:28.489 --> 02:47:30.450]  Self-sustaining.
[02:47:30.450 --> 02:47:35.953]  Those are the areas to look at, and the biggest, the biggest right now as we see it.
[02:47:35.953 --> 02:47:37.534]  Just to put this into perspective.
[02:47:38.112 --> 02:47:45.554]  They say that humans were created without getting into, you know, I don't know when, but they say a hundred thousand years ago.
[02:47:45.554 --> 02:47:52.895]  It took from a hundred thousand years ago to 1900 to put 1.6 billion people on the planet.
[02:47:52.895 --> 02:47:57.396]  In a hundred years, we've added almost six billion people.
[02:47:57.396 --> 02:48:00.837]  There's not enough stuff out there.
[02:48:00.837 --> 02:48:02.897]  There's not enough resources.
[02:48:03.422 --> 02:48:08.145]  In terms of clean food and clean water to support the planet.
[02:48:08.145 --> 02:48:10.287]  Those are the things to look into.
[02:48:10.287 --> 02:48:18.212]  And particularly, you saw the new study that just came out about the obesity rates ballooning worldwide.
[02:48:18.212 --> 02:48:21.554]  And hey, we are the exceptionals here in America.
[02:48:21.554 --> 02:48:23.255]  We're number one.
[02:48:23.255 --> 02:48:25.937]  So, where are the trends?
[02:48:25.937 --> 02:48:32.101]  The trends are all in this area, particularly with an aging baby boom population that's global.
[02:48:33.157 --> 02:48:35.378]  How are they going to age healthy?
[02:48:35.378 --> 02:48:39.559]  And it's not going to be medicine, it's going to be the mind.
[02:48:39.559 --> 02:48:53.822]  So, for example, if you're feeling down, you haven't made it in life, you're trying to start a new one, wouldn't it be nice to go to a longevity center where you could get in shape physically, emotionally, and spiritually?
[02:48:53.822 --> 02:48:57.043]  Learn how to create the future you haven't done before.
[02:48:57.043 --> 02:49:02.324]  Because your life is really, when you were talking about the founding fathers, they weren't kids!
[02:49:02.984 --> 02:49:09.130]  They were adults, they were the elderly, they were the ones that were respected.
[02:49:09.130 --> 02:49:21.161]  The markets for longevity centers, the markets for aging healthy, the markets for building community health, and then as the population ages, where are the real estate trends going to be?
[02:49:21.161 --> 02:49:23.583]  They're going to be on the outskirts
[02:49:24.934 --> 02:49:30.178]  You go to Florida and you say only lunatics could have invented this joint.
[02:49:30.178 --> 02:49:31.519]  There's no mass transportation.
[02:49:47.205 --> 02:49:48.546]  No rail.
[02:49:48.546 --> 02:49:50.326]  Yeah, they got buses.
[02:49:50.326 --> 02:49:59.070]  You see all these old people, all you see is that George Carlin joke, or Father Guido Sarducci, where you don't see the back of the head, you know?
[02:49:59.070 --> 02:50:01.731]  These old people driving these cars.
[02:50:01.731 --> 02:50:05.313]  So that's not the way to go into the future.
[02:50:05.313 --> 02:50:10.255]  So the future has a lot of opportunities, and the United States still has
[02:50:10.731 --> 02:50:15.174]  The greatest opportunity, as I see it, of any country in the world.
[02:50:15.174 --> 02:50:15.895]  Absolutely.
[02:50:15.895 --> 02:50:20.859]  Now, when we come back, we'll talk about the presidential reality show that you discussed in your New Trends Journal.
[02:50:20.859 --> 02:50:24.161]  Hillary Clinton being maneuvered in to be the president.
[02:50:24.161 --> 02:50:29.906]  Her chief of staff, basically, her top advisors at Bilderberg, that means they're behind her.
[02:50:29.906 --> 02:50:34.229]  She's been many times before, been fined, Logan Act.
[02:50:34.229 --> 02:50:38.613]  It just illustrates for me, it's emblematic of how arrogant they are.
[02:50:39.761 --> 02:50:47.769]  Jeb Bush, Hillary Clinton, the optics of these imperial wannabe families, why not just give them crowns?
[02:50:47.769 --> 02:50:49.851]  What's the difference between Queen Elizabeth and Kim Jong-un?
[02:50:49.851 --> 02:50:52.894]  One doesn't have a crown, the other does.
[02:50:52.894 --> 02:50:59.040]  And, as one senator said, is the presidency a crown passed between two families?
[02:51:00.922 --> 02:51:03.024]  Not available in California, Louisiana, and Virginia.
[02:51:20.717 --> 02:51:25.200]  We're growing so fast that we've had hundreds of new franchise owners in the last few years alone.
[02:51:25.200 --> 02:51:26.341]  Now, you can join them.
[02:51:26.341 --> 02:51:33.106]  This area has a huge demand for fresh, healthy, organic snacks on the go, and that's exactly what you'll be selling with your fresh, healthy vending machines.
[02:51:33.106 --> 02:51:37.229]  We've already identified prime high-traffic locations that are perfect for healthy vending machines.
[02:51:37.329 --> 02:51:38.249]  When you're listening to the radio,
[02:52:02.739 --> 02:52:05.220]  We interrupt this program to bring you a special news bulletin.
[02:52:23.664 --> 02:52:34.106]  At 30dayfoodsupply.com, for only $99, you can order 90 meals that are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers and mylar bags.
[02:52:34.106 --> 02:52:37.207]  Oregon Trail Foods and 30dayfoodsupply.com.
[02:52:37.207 --> 02:52:42.348]  Keep prices low by buying directly from producers in Oregon and then passing the savings on to you.
[02:52:42.348 --> 02:52:42.768]  Call 800-700-2184.
[02:52:42.768 --> 02:52:44.608]  And remember, only $10 ships your entire order to the lower 48.
[02:52:44.608 --> 02:52:45.769]  Visit the website 30dayfoodsupply.com.
[02:52:52.290 --> 02:52:54.372]  Or call 800-700-2184.
[02:52:54.372 --> 02:52:58.735]  That's 30dayfoodsupply.com at 800-700-2184.
[02:52:58.735 --> 02:53:02.497]  Honey, it's time for dinner.
[02:53:02.497 --> 02:53:04.359]  What are you doing over there on your computer?
[02:53:04.359 --> 02:53:05.860]  I'm shopping for a new wallet.
[02:53:05.860 --> 02:53:07.401]  Mine is falling apart.
[02:53:07.401 --> 02:53:13.585]  Hey, did you know there's a company called ID Stronghold that makes shielded wallets to prevent electronic pickpocketing?
[02:53:13.585 --> 02:53:16.787]  Oh, I didn't realize there was such a thing as electronic pickpocketing.
[02:53:16.787 --> 02:53:17.328]  What is that?
[02:53:17.628 --> 02:53:27.156]  Well, apparently many of the new credit and debit cards being issued have radio chips inside them called RFID to transmit our banking information to card readers when we pay.
[02:53:27.156 --> 02:53:35.884]  Unfortunately, a bad guy can also get one of these readers and go around the city scanning people, collecting their credit card numbers and personal information without us knowing it.
[02:53:35.884 --> 02:53:36.504]  Wow!
[02:53:36.504 --> 02:53:37.845]  That sounds scary.
[02:53:37.845 --> 02:53:42.289]  Since you're getting a new wallet anyway, you should definitely get an ID Stronghold shielded wallet.
[02:53:42.289 --> 02:53:43.110]  Are they more expensive?
[02:53:43.550 --> 02:53:44.051]  No.
[02:53:44.051 --> 02:53:51.740]  In fact, I can get a shielded leather wallet from IDStronghold.com for the same price or less than regular unshielded wallets from other stores.
[02:53:51.740 --> 02:53:52.921]  Sounds great!
[02:53:52.921 --> 02:53:55.564]  My wallet isn't falling apart yet, but let me pick one out too.
[02:53:55.564 --> 02:53:59.629]  I want to be protected and these wallets at IDStronghold.com look fantastic!
[02:54:21.764 --> 02:54:24.765]  A little piece of me.
[02:54:24.765 --> 02:54:27.666]  We'll die.
[02:54:27.666 --> 02:54:29.466]  For the system.
[02:54:29.466 --> 02:54:35.828]  That is David Bowie bringing us in.
[02:54:48.783 --> 02:54:52.604]  Broadcasting worldwide here in the final segment with Gerald Cilente.
[02:54:52.604 --> 02:54:56.565]  I got three children.
[02:54:56.565 --> 02:55:00.245]  We've got an article on Infowars.com, evil quotes by Bilderberg Group members.
[02:55:00.245 --> 02:55:03.506]  Most of these quotes are public that they put in books.
[02:55:03.506 --> 02:55:05.086]  I mean, these are some nasty people.
[02:55:05.086 --> 02:55:06.767]  These are totalitarians.
[02:55:06.767 --> 02:55:10.627]  And they're trying to rebrand it right now.
[02:55:10.627 --> 02:55:13.848]  Kit Daniels' stories, excellent.
