[00:00:03.322 --> 00:00:05.182]  Gear up!
[02:42:27.826 --> 02:42:29.167]  We're going under TPP.
[02:42:29.167 --> 02:42:33.070]  The EU's a dictatorship, a Nazi project on record.
[02:42:33.070 --> 02:42:34.090]  It was covert.
[02:42:34.090 --> 02:42:36.452]  The UK's trying to get out right now.
[02:42:36.452 --> 02:42:38.733]  The globalists are setting up a global meltdown.
[02:42:38.733 --> 02:42:39.474]  The elite are moving.
[02:42:40.254 --> 02:42:46.735]  Yeah, the government security people run a mind control torture castle, according to the Boca Raton Times.
[02:42:46.735 --> 02:42:52.537]  I mean, you cannot make this stuff up and then the media spins it that we're sensational.
[02:42:52.537 --> 02:42:55.357]  No, reality is sensational.
[02:42:55.357 --> 02:42:55.997]  Exactly.
[02:42:55.997 --> 02:42:56.617]  And guess what?
[02:42:56.617 --> 02:42:57.638]  We're winning.
[02:42:57.638 --> 02:42:58.118]  Guess what?
[02:42:58.118 --> 02:42:59.038]  We're winning.
[02:42:59.038 --> 02:43:01.098]  We're having a good time doing it.
[02:43:01.098 --> 02:43:03.879]  And you've got a bunch of people who want to power grab and take over.
[02:43:03.879 --> 02:43:07.640]  And that's why Germany and Austria were involved staging the Munich attack.
[02:43:07.640 --> 02:43:08.260]  It's come out.
[02:43:09.020 --> 02:43:11.862]  So decades later they can run around and harass journalists.
[02:43:11.862 --> 02:43:17.925]  Just like the Patriot Act is used on its number one enemy, veterans, like Joe Biggs, who's on a don't treat list at the VA.
[02:43:17.925 --> 02:43:18.786]  We know what's going on.
[02:43:18.786 --> 02:43:21.047]  I want to get Paul Watson's take on all this.
[02:43:21.047 --> 02:43:32.814]  Paul, a secret government group called COBRA that's in a mine control castle, running security at Bilderberg that acts like Spectre, I mean you really can't make this up.
[02:43:34.653 --> 02:43:57.699]  Well the thing about it is, they try and make you feel guilty, like you're bad for wanting to cover this as a reporter or film the police or whatever, when they're literally guarding a conference run by a war criminal in Henry Kissinger, attended by three of the top people from HSBC, who recently got fined again for a second time $43 million
[02:43:59.640 --> 02:44:03.983]  For laundering money for drug dealers and arms dealers.
[02:44:03.983 --> 02:44:10.007]  And yet we're the bad people for wanting to cover this and yet that's what's taking place at Bilderberg.
[02:44:10.007 --> 02:44:14.070]  And what they're discussing at Bilderberg is more capital controls.
[02:44:14.070 --> 02:44:21.275]  The move towards the abolition of cash in the name of preventing tax fraud and terror financing to ISIS.
[02:44:21.275 --> 02:44:21.616]  That's right.
[02:44:21.616 --> 02:44:23.537]  Let's talk about some of their agenda that you're
[02:44:23.757 --> 02:44:27.378]  What they admit is in their agenda, the drugs linked to yesterday.
[02:44:27.378 --> 02:44:31.880]  Let's go over what they admit is in their agenda and then what our sources say is also there.
[02:44:31.880 --> 02:44:34.721]  Because they're trying to sew the planet up right now.
[02:44:34.721 --> 02:44:39.162]  A. B. They've got to be mad because it's already all over the European and British press.
[02:44:39.162 --> 02:44:40.542]  It is not in the U.S.
[02:44:40.542 --> 02:44:41.803]  press as usual.
[02:44:41.803 --> 02:44:42.083]  Go ahead.
[02:44:43.578 --> 02:44:53.143]  Well what they admit is in the agenda is basically meaningless because it's just a series of vague talking points like, you know, United Kingdom means absolutely nothing.
[02:44:53.143 --> 02:45:03.209]  So what they're actually talking about from what they've said and from the information we've got is, and this is why Regina Duggan from Google is there, this is why the guy from Google DeepMind is there,
[02:45:03.909 --> 02:45:08.630]  Selling artificial intelligence and Big Brother surveillance as trendy and cool.
[02:45:08.630 --> 02:45:22.374]  That's what they've been working on for the past couple of years with this ingestible ID chip, which Regina Duggan, who of course is the former director of DARPA, now a Google executive, that's what she's working towards.
[02:45:22.374 --> 02:45:27.835]  She's in attendance at Bilderberg for the first time with Google's Eric Schmidt.
[02:45:27.835 --> 02:45:29.976]  Sorry, Yoda was popping in.
[02:45:29.976 --> 02:45:31.236]  This is real dark side stuff.
[02:45:33.305 --> 02:45:48.418]  Yeah, so they're basically going to come out and say, in the name of stopping ISIS, which now the Pentagon's leaked report said they knew they were creating a Salafist principality in the region by arming all these jihadist groups, but never mind that.
[02:45:48.638 --> 02:45:54.481]  In the name of stopping ISIS, they're going to impose more capital controls on individuals.
[02:45:54.481 --> 02:46:00.163]  So France from September is already banning cash transactions over 1,000 euros.
[02:46:00.163 --> 02:46:12.209]  That's what Bilderberg's going to talk about, because the very people there are allied with the institutions and the voices that are talking about abolishing cash altogether, eventually.
[02:46:12.209 --> 02:46:13.110]  It's over the top!
[02:46:14.785 --> 02:46:15.646]  I just want to add one thing.
[02:46:15.646 --> 02:46:20.812]  There's another company, the head of Siemens Corp is going to be here, and they're one of the most corrupt companies in Europe.
[02:46:20.812 --> 02:46:24.476]  They've been fined over a billion dollars in corruption scandals.
[02:46:24.476 --> 02:46:27.179]  I mean, it's nothing but corrupt individuals.
[02:46:27.179 --> 02:46:35.308]  Well, these are the very same megabanks I showed last hour just fined 5.8 billion dollars for fixing the global
[02:46:36.744 --> 02:46:43.407]  Money systems, the currency speculation market every day, that is a fraction of what they make per day.
[02:46:43.407 --> 02:46:50.449]  Deutsche Bank hit with largest ever LIBOR fine a few years ago, where all the big banks got caught fixing global interest rates.
[02:46:50.449 --> 02:46:53.510]  I mean, everything is rigged, ladies and gentlemen.
[02:46:53.510 --> 02:46:56.091]  Even the Rolling Stone magazine admits that.
[02:46:56.091 --> 02:46:59.393]  And all we're doing is showing you who's rigging it.
[02:46:59.393 --> 02:47:02.194]  The giant demonic possum, Henry Kissinger.
[02:47:02.194 --> 02:47:05.035]  The guy from Palantir is there too, that large data mining company.
[02:47:05.515 --> 02:47:06.579]  Let's tie them with the NSA!
[02:47:07.731 --> 02:47:13.433]  And they have three individuals from the Carnegie Endowment for International Peace.
[02:47:13.433 --> 02:47:19.676]  And if people don't know that, this group was created during World War I. Exactly!
[02:47:19.676 --> 02:47:24.778]  Their first act was to write a letter to Woodrow Wilson to say, hey, keep World War I going.
[02:47:24.778 --> 02:47:27.399]  We need this so we can change America fundamentally.
[02:47:27.399 --> 02:47:28.780]  And create a legalization system.
[02:47:28.780 --> 02:47:29.960]  That's right.
[02:47:29.960 --> 02:47:31.061]  Exactly.
[02:47:31.061 --> 02:47:32.681]  And so they're going up there.
[02:47:32.681 --> 02:47:35.703]  The Carnegie Endowment helped set up the Bolsheviks!
[02:47:36.443 --> 02:47:43.605]  The Carney Endowment helped put the Bolsheviks in that caused the Reign of Terror that killed over 100 million people.
[02:47:43.605 --> 02:47:44.805]  I mean, these are evil folks, folks.
[02:47:44.805 --> 02:47:47.726]  And their job is to figure out how to whitewash World War III.
[02:47:47.726 --> 02:47:49.807]  How to turn it into something we need.
[02:47:49.807 --> 02:47:53.288]  That's why they have these... Wait a minute, are you being discriminatory against World War III now, Rob?
[02:47:53.288 --> 02:47:57.789]  I mean, I've heard a lot of extremism, but don't go that far.
[02:47:57.789 --> 02:47:59.770]  See, this guy's racist against World War III.
[02:47:59.770 --> 02:48:02.891]  He's racist, he's sexist... World War III is going to affect Europe first.
[02:48:02.891 --> 02:48:04.291]  It's not going to affect the United States.
[02:48:05.396 --> 02:48:07.638]  I mean, unless it goes nuclear, and then everybody's dead.
[02:48:07.638 --> 02:48:17.146]  But, you know, they've got CEOs of media corporations in Denmark, Italy, Austria, Germany, Turkey, the United States.
[02:48:17.146 --> 02:48:18.727]  The head of Bloomberg is going to be here.
[02:48:18.727 --> 02:48:20.789]  And their job is to be the chief editor.
[02:48:20.789 --> 02:48:22.170]  And figure out how to whitewash it.
[02:48:22.170 --> 02:48:27.294]  Some of the deeper mineshafts, life could be quite easily continued.
[02:48:27.294 --> 02:48:30.337]  Animals would have to be bred and slaughtered.
[02:48:32.182 --> 02:48:33.544]  Sorry, that's a Dr. Strangelove.
[02:48:33.544 --> 02:48:37.148]  Can you guys pull up Dr. Strangelove, Mind Shaft?
[02:48:37.148 --> 02:48:38.690]  Just type Dr. Strangelove, Mind Shaft.
[02:48:38.690 --> 02:48:39.231]  Go ahead.
[02:48:39.231 --> 02:48:39.391]  Sorry.
[02:48:40.273 --> 02:48:43.134]  Yeah, I don't think we're going to stay here the night at this place.
[02:48:43.134 --> 02:48:48.676]  I think I'm going to go down and get a hotel, or a room at the other hotel, just for tonight.
[02:48:48.676 --> 02:48:56.878]  I just don't feel, especially after coming here, and then the guy, the hotel manager said, don't be alarmed if they come at night.
[02:48:56.878 --> 02:48:58.619]  I'm definitely going to be alarmed if they come at night.
[02:48:58.619 --> 02:49:04.500]  Rob, Rob, Rob, Rob, Rob, you can do whatever you want as a family man, you know, with three kids and one in the oven.
[02:49:04.500 --> 02:49:08.401]  You can do whatever you want, but I'm telling you, you want them to come.
[02:49:08.401 --> 02:49:09.462]  They're watching right now.
[02:49:10.302 --> 02:49:13.385]  If you know Dracula's coming at night, that's great!
[02:49:13.385 --> 02:49:16.068]  Be waiting on him and get it all on tape!
[02:49:16.068 --> 02:49:17.909]  Nighttime raid on journalists?
[02:49:17.909 --> 02:49:19.631]  Sensational!
[02:49:19.631 --> 02:49:22.454]  So tell us the rest of the story.
[02:49:22.454 --> 02:49:25.757]  You were told by the hotel owner, don't be surprised if they come at night.
[02:49:25.757 --> 02:49:27.379]  I mean, what are they going to do?
[02:49:27.379 --> 02:49:28.480]  Drag you away to Auschwitz?
[02:49:29.966 --> 02:49:31.788]  He said, don't worry if they come at night.
[02:49:31.788 --> 02:49:32.769]  He said, don't be alarmed.
[02:49:32.769 --> 02:49:34.651]  Actually, he said, don't be alarmed if they come at night.
[02:49:34.651 --> 02:49:36.873]  Cause he goes, they'll probably come back later.
[02:49:36.873 --> 02:49:38.134]  Cause they asked him, you're going to be back.
[02:49:38.134 --> 02:49:39.556]  And I said, I don't, you know, I said, I don't know.
[02:49:39.556 --> 02:49:40.317]  We're down in the town.
[02:49:40.317 --> 02:49:41.998]  We're shooting some reports.
[02:49:41.998 --> 02:49:46.363]  And the last thing he said was, well, don't be alarmed if they come back tonight, but I'll see you in the morning.
[02:49:46.363 --> 02:49:49.326]  That was just a little creepy.
[02:49:49.326 --> 02:49:51.188]  Set up a GoPro outside and have that thing running.
[02:49:53.277 --> 02:49:53.817]  Yeah.
[02:49:53.817 --> 02:49:54.178]  100 years?
[02:49:54.178 --> 02:49:54.938]  That's the problem.
[02:49:54.938 --> 02:49:55.999]  There's batteries on everything.
[02:49:55.999 --> 02:49:56.359]  Hold on, hold on.
[02:49:56.359 --> 02:50:01.123]  We've got a comment here from the... People could actually stay down there for 100 years?
[02:50:01.123 --> 02:50:03.185]  Would not be difficult, my dear.
[02:50:03.185 --> 02:50:05.567]  Nuclear reactors could... Heh.
[02:50:05.567 --> 02:50:06.748]  I'm sorry, Mr. President.
[02:50:06.748 --> 02:50:11.892]  Nuclear reactors could provide power almost indefinitely.
[02:50:11.892 --> 02:50:14.894]  Greenhouses could maintain plant life.
[02:50:14.894 --> 02:50:17.116]  Animals could be bred and slaughtered.
[02:50:17.116 --> 02:50:22.320]  A quick survey would have to be made of all the available mine sites in the country.
[02:50:22.924 --> 02:50:30.445]  But I would guess that a dwelling space for several hundred thousand of our people could easily be provided.
[02:50:30.445 --> 02:50:36.007]  Well, I... I would hate to have to decide who stays up and who goes down.
[02:50:36.007 --> 02:50:37.167]  Good.
[02:50:37.167 --> 02:50:40.767]  That would not be necessary, Mr. President.
[02:50:40.767 --> 02:50:43.688]  Could easily be accomplished with a computer.
[02:50:43.688 --> 02:50:48.429]  And the computer could be set and programmed to accept letters from youth, health,
[02:50:49.350 --> 02:50:54.875]  Sexual fertility, intelligence, and a cross-section of necessary skills.
[02:50:54.875 --> 02:50:57.157]  Of course, it would be absolutely vital.
[02:50:57.157 --> 02:50:59.519]  Oh, we'll come back with the best part.
[02:50:59.519 --> 02:51:01.301]  Honey, it's time for dinner.
[02:51:01.301 --> 02:51:03.182]  What are you doing over there on your computer?
[02:51:03.182 --> 02:51:04.664]  I'm shopping for a new wallet.
[02:51:04.664 --> 02:51:06.225]  Mine is falling apart.
[02:51:06.225 --> 02:51:12.390]  Hey, did you know there's a company called ID Stronghold that makes shielded wallets to prevent electronic pickpocketing?
[02:51:12.390 --> 02:51:15.593]  Oh, I didn't realize there was such a thing as electronic pickpocketing.
[02:51:15.593 --> 02:51:16.134]  What is that?
[02:51:16.434 --> 02:51:25.937]  Well, apparently, many of the new credit and debit cards being issued have radio chips inside them called RFID to transmit our banking information to card readers when we pay.
[02:51:25.937 --> 02:51:34.660]  Unfortunately, a bad guy can also get one of these readers and go around the city scanning people, collecting their credit card numbers and personal information without us knowing it.
[02:51:34.660 --> 02:51:35.280]  Wow!
[02:51:35.280 --> 02:51:36.600]  That sounds scary.
[02:51:36.600 --> 02:51:41.062]  Since you're getting a new wallet anyway, you should definitely get an ID Stronghold Shielded Wallet.
[02:51:41.062 --> 02:51:41.882]  Are they more expensive?
[02:51:42.322 --> 02:51:42.843]  No.
[02:51:42.843 --> 02:51:50.534]  In fact, I can get a shielded leather wallet from idstronghold.com for the same price or less than regular unshielded wallets from other stores.
[02:51:50.534 --> 02:51:51.715]  Sounds great!
[02:51:51.715 --> 02:51:54.339]  My wallet isn't falling apart yet, but let me pick one out too.
[02:51:54.339 --> 02:51:58.424]  I want to be protected, and these wallets at idstronghold.com look fantastic!
[02:51:59.196 --> 02:52:04.358]  Alex Jones here with Infowarslife.com Consumer Alert Report.
[02:52:04.358 --> 02:52:11.681]  Many of you are aware that around the world most populations are woefully deficient in clean forms of iodine.
[02:52:11.681 --> 02:52:19.744]  The good news is our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[02:52:19.744 --> 02:52:20.744]  The bad news is
[02:52:21.064 --> 02:52:28.727]  For the first time in more than a year, supplies at InfoWarsLife.com of Survival Shield X2 Nascent Iodine are running low.
[02:52:28.727 --> 02:52:33.529]  But what's even more serious is the supply of these Deep Earth Crystals.
[02:52:33.529 --> 02:52:40.892]  That exclusive 999 pure source is proprietary and only available to InfoWarsLife.com.
[02:52:40.892 --> 02:52:43.793]  And that supply is running low and is in question.
[02:52:44.013 --> 02:52:51.021]  That's why it's more important than ever to secure your current and longtime supply of Survival Shield Nascent Iodine X2 today.
[02:52:51.021 --> 02:52:55.006]  Available exclusively at InfoWarsLife.com or by calling toll-free 888-253-3139.
[02:52:59.526 --> 02:53:06.836]  If you're worried about your health and you're tired of the nasty side effects of harsh drugs or antibiotics, look no further.
[02:53:06.836 --> 02:53:09.660]  Supernatural Silver is the answer.
[02:53:09.660 --> 02:53:14.567]  Supernatural Silver is a powerful immune system enhancer that can be used every day.
[02:53:15.047 --> 02:53:19.350]  To help keep you healthy and well, with none of those nasty side effects.
[02:53:19.350 --> 02:53:23.212]  It's extremely safe for use internally as well as topically.
[02:53:23.212 --> 02:53:28.516]  And supernatural silver is hundreds of times more effective than colloidal or ionic silver.
[02:53:28.516 --> 02:53:33.059]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[02:53:33.519 --> 02:53:43.522]  Supernatural Silver is also extremely effective when taken orally and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[02:53:43.522 --> 02:53:58.167]  Go to SupernaturalSilver.com SupernaturalSilver.com and use the promo code Silver2015 for 30% off of your entire order and give yourself and your loved ones a fighting chance with Supernatural Silver.
[02:54:06.505 --> 02:54:14.787]  It's a practice from youth, health, sexual fertility, intelligence, and a cross-section of necessary skills.
[02:54:14.787 --> 02:54:32.631]  Of course, it would be absolutely vital that our top government and military men be included to foster and impart the required principles of leadership and tradition.
[02:54:32.631 --> 02:54:34.811]  Actually, they would breathe prodigiously, eh?
[02:54:35.598 --> 02:54:39.941]  There would be much time and little to do.
[02:54:39.941 --> 02:54:55.374]  But with the proper breeding techniques and a ratio of, say, 10 females to each male, I would guess that they could then work their way back to the present gross national product within, say, 20 years.
[02:54:55.374 --> 02:54:56.214]  But look here, Doctor.
[02:54:56.214 --> 02:55:01.899]  Wouldn't this nucleus of survivors be so grief-stricken and anguished that they'd
[02:55:04.265 --> 02:55:07.134]  Envy the dead and not want to go on living?
[02:55:07.134 --> 02:55:08.057]  No, sir.
[02:55:08.057 --> 02:55:08.981]  That's just...
[02:55:16.843 --> 02:55:21.748]  George C. Scott jumps up and says, Mr. President, we must not allow a mine shaft gap.
[02:55:21.748 --> 02:55:24.291]  So they've already started nuclear war that's beginning in minutes.
[02:55:24.291 --> 02:55:27.534]  The missiles are already being fired both directions, the bombers.
[02:55:27.534 --> 02:55:29.476]  And they're just busy thinking about how they're going to get their tunnels.
[02:55:29.476 --> 02:55:34.641]  The elite today are actually getting their bunkers, their tunnels ready, running to New Zealand.
[02:55:35.922 --> 02:55:41.105]  I was told by Hollywood Insiders like a year before it was announced that James Cameron thought this was all coming and left.
[02:55:41.105 --> 02:55:43.487]  People made jokes about that.
[02:55:43.487 --> 02:55:45.188]  By the way, I shouldn't make jokes.
[02:55:45.188 --> 02:55:45.788]  I do the show.
[02:55:45.788 --> 02:55:47.029]  This is really scary stuff.
[02:55:47.029 --> 02:55:48.250]  It's very saddening.
[02:55:48.250 --> 02:55:49.931]  I was very serious the first hour or two.
[02:55:49.931 --> 02:55:54.474]  I start making jokes at some point because we make light of this.
[02:55:54.474 --> 02:55:58.156]  And even the crew, my cousin was like, I think you're screwing around too much, having fun.
[02:55:58.156 --> 02:55:59.958]  They don't normally give me advice.
[02:55:59.958 --> 02:56:01.619]  We cope with gallows humor.
[02:56:01.619 --> 02:56:03.240]  It's how we don't go crazy.
[02:56:04.113 --> 02:56:10.738]  I mean, it's better than turning stuff over, but we're going to have serious coverage of Bilderberg 2015 throughout this week.
[02:56:10.738 --> 02:56:11.719]  It's truly disgusting.
[02:56:11.719 --> 02:56:17.103]  I'm going to do some overdrive and hit some other issues with this McKinney situation with the police and the pool party.
[02:56:17.103 --> 02:56:19.244]  Folks are out burning American flags now up there.
[02:56:19.244 --> 02:56:24.688]  It's just really sad what's happened, this chain reaction that the White House has basically set off.
[02:56:25.689 --> 02:56:36.186]  Using some real issues out there to fan the flames, but I want to get a closing comment from Paul Watson and then from Rob Dew and Josh Owens there in Austria, site of Bilderberg 2016-2015, about to kick off.
[02:56:36.186 --> 02:56:36.626]  Paul Watson.
[02:56:40.555 --> 02:56:46.917]  Yeah, apparently they escorted Charlie Skeleton of The Guardian back to his hotel in two police vans.
[02:56:46.917 --> 02:56:48.498]  They gave him a personal escort.
[02:56:48.498 --> 02:56:50.259]  He couldn't even get past the checkpoint.
[02:56:50.259 --> 02:56:59.162]  So, you know, if they want to draw more attention to themselves, then keep doing it, because it'll just make more headlines and shine further spotlight on Bilderberg.
[02:56:59.162 --> 02:57:06.265]  But we've got some of the agenda going up in a video in the next half an hour or so, and then we'll get the rest of the text up after that.
[02:57:06.265 --> 02:57:08.406]  So that's going up on InfoWars.com soon.
[02:57:08.826 --> 02:57:10.608]  This is from our high-level sources, folks.
[02:57:10.608 --> 02:57:12.711]  This is a big deal.
[02:57:12.711 --> 02:57:15.094]  We should go to the hotel where Skelton is based.
[02:57:15.094 --> 02:57:20.821]  If you have that info, please give that to Rob Dew, so he can go interview Skelton about his situation.
[02:57:20.821 --> 02:57:24.926]  That's a major London Guardian reporter, and this is how they respond.
[02:57:24.926 --> 02:57:27.469]  Did he try to walk up there, or did they take his car?
[02:57:28.860 --> 02:57:46.389]  No, from what I understand, he drove up there in his own car and then they just turned him back, then gave him a personal escort with two police vans full of cops behind him all the way back to his own hotel, so... That's the London Guardian, undoubtedly the biggest English language paper in Europe, not just the UK.
[02:57:46.389 --> 02:57:50.271]  I mean, that's the paper they read, that they print on newsstands all over Europe.
[02:57:50.950 --> 02:57:55.455]  So we're talking 400 million people have access to it, and that's how they act.
[02:57:55.455 --> 02:57:57.137]  I mean, that's like the New York Times.
[02:57:57.137 --> 02:58:04.865]  Yeah, he posted a picture right before that happened, too, on his Twitter, showing the checkpoint as he approached and then saying, hey, I'm being escorted out now by police.
[02:58:04.865 --> 02:58:06.727]  Let's show his Twitter if we can.
[02:58:06.727 --> 02:58:09.530]  This is simply... I keep using the word amazing, Paul.
[02:58:09.530 --> 02:58:10.391]  What do you make of this?
[02:58:11.997 --> 02:58:14.160]  It's stupid, that's what it is.
[02:58:14.160 --> 02:58:17.686]  Because they're just giving us more content, more videos and more headlines.
[02:58:17.686 --> 02:58:22.733]  If they don't want to draw attention to themselves, then be reasonable and don't harass journalists.
[02:58:22.733 --> 02:58:24.155]  It's pretty simple.
[02:58:24.155 --> 02:58:27.000]  Well, I mean, look at how the UK police acted.
[02:58:27.000 --> 02:58:27.240]  Yeah.
[02:58:28.502 --> 02:58:31.725]  No, there were no stories about police brutality out of that, or harassment.
[02:58:31.725 --> 02:58:33.266]  There were none out of Copenhagen.
[02:58:33.266 --> 02:58:36.809]  Well, they didn't even arrest me when I did bust the blockade and got on the barge.
[02:58:36.809 --> 02:58:39.351]  Because they knew that it was a First Amendment.
[02:58:39.351 --> 02:58:42.033]  Free speech over there, but the cops are telling me privately they agree with me.
[02:58:42.540 --> 02:58:43.500]  Great job, Watson.
[02:58:43.500 --> 02:58:44.401]  Great job, everybody.
[02:58:44.401 --> 02:58:46.182]  Everybody stay there.
[02:58:46.182 --> 02:58:49.063]  I'm going to go back to Paul and the guys in bags.
[02:58:49.063 --> 02:58:54.205]  Introducing Secret 12, the new InfoWars Life vitamin B12 formulation.
[02:58:54.205 --> 02:59:00.328]  Secret 12 is a binary of nutrimedical-grade, bioavailable coenzyme forms of B12.
[02:59:00.328 --> 02:59:05.111]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[02:59:05.111 --> 02:59:08.672]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:59:08.672 --> 02:59:10.153]  No needles, no injections.
[02:59:10.633 --> 02:59:16.057]  Secure your revolutionary secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[02:59:16.057 --> 02:59:17.518]  Alex Jones here.
[02:59:17.518 --> 02:59:29.226]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[02:59:29.226 --> 02:59:32.608]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[02:59:32.908 --> 02:59:34.690]  You're listening to the Alex Jones Show!
[03:00:01.866 --> 03:00:08.490]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:08.490 --> 03:00:11.872]  It's Alex Jones and the GCN Radio Network.
[03:00:11.872 --> 03:00:26.400]  Some of the breaking news up on Infowars.com is having added to it right now screenshots of these magazine articles and news articles going back even into the seventies about Cobra that's guarding, we're not joking, that's guarding
[03:00:28.055 --> 03:00:32.117]  The Bilderberg group from the press and acting like the press is evil.
[03:00:32.117 --> 03:00:45.143]  And the reason I started getting goofy last hour is you got a group called Cobra that's in a castle where they admittedly mind control and torture people and it's in major Florida newspapers and then that's who's running security.
[03:00:45.143 --> 03:00:47.984]  It's just upside down world as I said at the start of the broadcast.
[03:00:47.984 --> 03:00:48.904]  It's bizarre.
[03:00:48.904 --> 03:00:50.345]  Final comment on that Paul Watson.
[03:00:52.128 --> 03:00:57.570]  Yeah, again, it's stupid because they're going to draw more attention to themselves than otherwise would have happened.
[03:00:57.570 --> 03:01:01.812]  So we're going to get more headlines and more news stories out of it.
[03:01:01.812 --> 03:01:03.593]  One more thing on the agenda.
[03:01:03.593 --> 03:01:14.497]  They're talking about arming the Ukrainian militias, these openly neo-Nazi militants who, you know, string people up on crosses, burn them alive, hang people from the neck.
[03:01:15.057 --> 03:01:22.189]  So they're openly talking about arming them and possibly stoking a major confrontation between Russia and NATO before the end of the year.
[03:01:22.189 --> 03:01:23.511]  This is Bilderberg Agenda!
[03:01:23.511 --> 03:01:24.373]  This is Bilderberg Agenda!
[03:01:25.523 --> 03:01:29.446]  Yeah, same thing with the South China Sea situation there.
[03:01:29.446 --> 03:01:33.189]  They're gonna not basically give China any room for maneuver on that.
[03:01:33.189 --> 03:01:35.010]  So again, possible confrontation.
[03:01:35.010 --> 03:01:40.394]  People have talked about China-US relations being the worst in 20, 30 years, so... Here's the problem.
[03:01:40.394 --> 03:01:46.479]  You can't maneuver the Chinese into a war like we did the Japanese, because there's nuclear weapons now.
[03:01:46.479 --> 03:01:49.261]  And I'm not saying the Imperial Japanese didn't deserve some of it.
[03:01:49.261 --> 03:01:50.622]  They were pretty bad.
[03:01:50.622 --> 03:01:52.384]  But the Chinese have got nuclear weapons.
[03:01:53.885 --> 03:01:57.107]  Well, there's no Chinese representation at Bilderberg.
[03:01:57.107 --> 03:02:01.650]  There has been a smattering of it in recent years, but they've been completely frozen out now.
[03:02:01.650 --> 03:02:07.193]  So they're definitely, you know, trying to dismantle the BRICS ability to have any influence or challenge.
[03:02:07.193 --> 03:02:12.396]  Just like Putin was kicked out of G7 from G8, and now the Chinese call that totalitarian.
[03:02:13.459 --> 03:02:15.580]  Yeah, they said it was authoritarian rule.
[03:02:15.580 --> 03:02:20.444]  You've also got Jim Messina of the Messina Group who ran Obama's 2012 re-election campaign.
[03:02:20.444 --> 03:02:30.630]  He's now advising Hillary, so his job will be to basically strangle any funding, any financing for the other potential presidential candidates that will run against Hillary.
[03:02:30.630 --> 03:02:34.373]  So that will be his role at Bilderberg 2015.
[03:02:34.373 --> 03:02:36.614]  Paul, you are such an on-target great reporter.
[03:02:36.614 --> 03:02:38.355]  How long, we've been working together, what, 13, 14 years?
[03:02:40.751 --> 03:02:41.612]  Something like that, yeah.
[03:02:41.612 --> 03:02:43.053]  Or longer?
[03:02:43.053 --> 03:02:44.754]  Since 2002, I think.
[03:02:44.754 --> 03:02:48.217]  Aren't you glad I forced you to do video blogs, forced you to get on air with us?
[03:02:48.217 --> 03:02:50.239]  Remember?
[03:02:50.239 --> 03:02:50.820]  Definitely.
[03:02:50.820 --> 03:02:54.683]  It's all picking up now and, you know, I'm looking forward to getting out there.
[03:02:54.683 --> 03:02:57.966]  And now look at ya!
[03:02:57.966 --> 03:03:02.930]  Why, I'm there with a gun, you're there with a belt, feeding me!
[03:03:02.930 --> 03:03:05.412]  It's worked out pretty well so far.
[03:03:05.412 --> 03:03:07.133]  Of course, folks, I said I'd quit joking around.
[03:03:07.133 --> 03:03:08.575]  That's a Dr. Strangelove joke.
[03:03:10.296 --> 03:03:12.338]  Isn't it, Paul?
[03:03:12.338 --> 03:03:14.500]  That you've been doing for about a decade.
[03:03:14.500 --> 03:03:19.864]  Well, when I call up and want you to do a story, even if it's like midnight your time ago, it's an emergency.
[03:03:19.864 --> 03:03:21.005]  Write the story, Paul.
[03:03:21.005 --> 03:03:22.046]  Come on!
[03:03:22.046 --> 03:03:24.167]  Come on, the Redcoats are coming!
[03:03:24.167 --> 03:03:25.769]  Get over there and feed me that belt, boy!
[03:03:25.769 --> 03:03:29.712]  I mean, do you like working for General Jack T. Ripper?
[03:03:29.712 --> 03:03:30.613]  Just let's be honest.
[03:03:31.840 --> 03:03:32.621]  Yeah, it's a lot of fun.
[03:03:51.352 --> 03:03:53.833]  It's all about rebranding authoritarianism.
[03:03:53.833 --> 03:03:56.354]  They know that these riots are coming, this civil unrest.
[03:03:56.354 --> 03:04:09.400]  You had the billionaire owner of Cartier the other day saying that he's afraid that these artificial intelligent robots will replace people, will basically make them lose their jobs, that that's going to cause a mass uprising.
[03:04:09.400 --> 03:04:16.302]  So basically Bilderberg wants more class warfare and civil unrest, like George Soros said was coming back in 2012.
[03:04:16.302 --> 03:04:20.324]  Now he's funding Black Lives Matter and all these movements that are creating that.
[03:04:20.444 --> 03:04:26.919]  But smart millionaires, almost to a man or woman who made their money, are freaked out trying to stabilize things.
[03:04:26.919 --> 03:04:28.462]  So there are some good forces out there.
[03:04:30.017 --> 03:04:36.318]  Yeah, and you know, sometimes they invite kind of mavericks from the outside, but then you've got all these Google people there.
