[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[02:51:23.655 --> 02:51:25.477]  It's called Heart and Body Extract.
[02:51:25.817 --> 02:51:31.282]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[02:51:31.442 --> 02:51:41.229]  What happens with the formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[02:51:41.449 --> 02:51:47.713]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[02:51:47.733 --> 02:51:51.255]  It can also work on balancing the circulation for a diabetic.
[02:51:51.275 --> 02:51:53.117]  So the body is an amazing thing.
[02:51:53.377 --> 02:51:56.459]  It simply needs some help so it has the tools to heal itself.
[02:51:56.499 --> 02:51:58.641]  Heart and body extract gets results.
[02:51:58.961 --> 02:52:04.606]  To order your two-month supply, call now, toll-free at 866-295-5305.
[02:52:04.706 --> 02:52:07.448]  Order online at HBextract.com.
[02:52:08.049 --> 02:52:08.829]  Alex Jones here.
[02:52:08.989 --> 02:52:25.523]  InfowarsStore.com is now partnering with the top-of-the-line storable food company, My Patriot Supply, to bring you the highest quality, freshest, longest-lasting, most affordable storable foods, private-labeled, from InfowarsSelect.com at the lowest price you're going to find anywhere.
[02:52:25.643 --> 02:52:27.204]  The globalists want us dependent.
[02:52:27.364 --> 02:52:28.845]  We need to be self-sufficient.
[02:52:28.965 --> 02:52:34.188]  And if you don't have high-quality, long-lasting, storable foods, I believe you're making a huge mistake.
[02:52:34.348 --> 02:52:36.829]  My goal is to find the best deals and bring it to you.
[02:52:37.029 --> 02:52:42.152]  Now is the time to take action and to secure your pantry for any emergency.
[02:52:42.252 --> 02:52:45.714]  You can buy all the great MyPatriotSupply products at InfowarsStore.com.
[02:52:45.754 --> 02:52:49.516]  They're the exact same products inside InfowarsSelect.com.
[02:52:49.616 --> 02:52:53.378]  Visit InfowarsSelect.com or InfowarsStore.com today.
[02:52:53.618 --> 02:52:56.320]  To check out the amazing deals for yourself.
[02:52:56.620 --> 02:53:02.264]  Secure you and your family's needs today at InfowarsStore.com with Infowars Select.
[02:53:02.464 --> 02:53:07.488]  That's InfowarsSelect.com or 888-253-3139.
[02:53:07.788 --> 02:53:12.051]  At 30dayfoodsupply.com, we get a lot of questions and here are some of the answers.
[02:53:12.471 --> 02:53:15.293]  Our products are naturally low in salt, a quarter of many others.
[02:53:15.633 --> 02:53:22.678]  At 6.77 per pound, dehydrated weight, or 277 calories per dollar, we're one of the least expensive in the industry.
[02:53:23.038 --> 02:53:25.999]  Everything is non-GMO and MSG-free.
[02:53:26.300 --> 02:53:28.180]  We gladly make free substitutions.
[02:53:28.520 --> 02:53:30.121]  Most orders ship the next business day.
[02:53:30.141 --> 02:53:32.782]  $99 is our everyday price at both 800-700-2184 and 30dayfoodsupply.com.
[02:53:32.802 --> 02:53:34.283]  Our meals are naturally high in fiber, carbs and protein.
[02:53:41.266 --> 02:53:45.328]  And we put a high value on your privacy and we never use high-pressure sails.
[02:53:45.828 --> 02:53:49.010]  Everything is packaged and shipped from our plant in Southern Oregon.
[02:53:49.330 --> 02:53:51.551]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply for only $99.
[02:53:51.871 --> 02:53:53.712]  And $10 ships your entire order to the lower 48.
[02:53:53.772 --> 02:53:56.053]  Visit the website 30dayfoodsupply.com or call 800-700-2184 30dayfoodsupply.com
[02:54:11.816 --> 02:54:16.219]  All right, I'm gonna hit a bunch of final news and do five minutes of overdrive and hand the baton over to Paul Watson.
[02:54:16.239 --> 02:54:23.222]  So I'll be going to Rex, that's my son's name, and then we'll be going to, uh, whoever's been holding the longest, Matthew and Dean.
[02:54:23.242 --> 02:54:24.703]  I don't know if I get to Ronnie just because of the time.
[02:54:24.723 --> 02:54:25.444]  Maybe you can talk to Paul.
[02:54:26.384 --> 02:54:28.145]  Briefly, this is Lister Supported Radio.
[02:54:28.505 --> 02:54:29.285]  We have some sponsors.
[02:54:29.305 --> 02:54:30.866]  Some of the sponsors are the network sponsors.
[02:54:31.226 --> 02:54:38.408]  I fund the Infowars operation by you buying books, videos, Hillary for Prison t-shirts, Mass Murders Agree, Gun Control Work shirts.
[02:54:39.149 --> 02:54:42.250]  You see Obama rallying his gun grabbers to action in the streets.
[02:54:42.630 --> 02:54:44.531]  You need to get aggressive, folks, or they're going to win.
[02:54:44.811 --> 02:54:46.912]  We've been winning on this front, but we've got to double down.
[02:54:48.892 --> 02:54:53.274]  Also, we've got 20% off Prostagard, one of the lowest priced, highest quality
[02:54:54.090 --> 02:54:55.351]  Prostate formula's out there.
[02:54:55.371 --> 02:54:55.751]  It's only $15.
[02:54:56.631 --> 02:54:55.751]  $15.96.
[02:54:57.332 --> 02:55:01.293]  Right now at InfoWarsLife.com.
[02:55:01.654 --> 02:55:04.255]  Survival Shield X2 will sell out early this week, I believe.
[02:55:04.615 --> 02:55:06.056]  But more is hopefully coming in.
[02:55:07.596 --> 02:55:11.478]  Liver Shield sold out for three months, is now back in stock.
[02:55:11.558 --> 02:55:13.319]  InfoWarsLife.com.
[02:55:13.379 --> 02:55:17.181]  And your purchase absolutely makes everything here happen.
[02:55:17.241 --> 02:55:20.062]  InfoWarsLife.com, InfoWarsStore.com, or 888-253-3139.
[02:55:25.714 --> 02:55:33.461]  You notice that the PC police stuff, if you're 30, 40, 50, 60 years old, 70 years old, just sounds like absolute ridiculous satire.
[02:55:33.481 --> 02:55:34.062]  You laugh at it.
[02:55:34.762 --> 02:55:38.225]  But you were given an earlier brainwashing cultural template.
[02:55:40.187 --> 02:55:43.590]  And even some of your parents and stuff that wasn't globalist if you're 56 years old.
[02:55:44.111 --> 02:55:50.937]  If you're 20, you are immersed in this and chewed out and called out in class and told all day how bad you are.
[02:55:51.818 --> 02:56:03.426]  I know a lot of UT students, folks that have gone back to school and things, and they say no matter what class you're in, you're called out, you're ridiculed, if you're white, you know, you are told that you're inherently evil.
[02:56:05.367 --> 02:56:10.790]  And it's not even by the so-called minority students, this is led by the teachers, a lot of them who are quote, white.
[02:56:13.452 --> 02:56:21.177]  And this is a war, this is a culture war to make everybody identify according to class and what color they are, to put everybody in groups and make everybody fight with each other.
[02:56:23.410 --> 02:56:30.613]  So now they even have the old left coming out, like South Park and people like Jerry Seinfeld saying, this is terrible.
[02:56:31.234 --> 02:56:32.875]  But see, the globalists knew that would happen.
[02:56:32.915 --> 02:56:33.715]  They don't care.
[02:56:34.355 --> 02:56:37.377]  Because people under 25 or so, this is all they know.
[02:56:38.637 --> 02:56:45.681]  And they have been dumbed down so much, the studies show, not all young people, but on average, that folks, they don't even know where state capitals are.
[02:56:46.201 --> 02:56:50.203]  You've seen the people Mark Dice talks to, you know, 9 out of 10 want to put gun owners in FEMA camps.
[02:56:53.454 --> 02:56:56.255]  I mean, these people will do anything they're told.
[02:56:56.495 --> 02:56:58.655]  So the globalists are testing right now, pushing it.
[02:56:59.275 --> 02:57:05.636]  Lesbian Swedish Bishop wants Christian crosses removed from churches in Sweden now that Muslims are arriving.
[02:57:05.656 --> 02:57:07.817]  She says, give the churches to the Muslims.
[02:57:09.477 --> 02:57:13.518]  I'm not against Muslims, but they're going to use them in this clash because they're not going to give their culture up.
[02:57:13.898 --> 02:57:15.798]  We've been trained to give our culture up.
[02:57:17.178 --> 02:57:20.979]  PC police want to ban ham sandwiches because Muslims find them offensive.
[02:57:20.999 --> 02:57:21.999]  We told you this was coming.
[02:57:23.331 --> 02:57:38.281]  Businesses should ban ham sandwiches and sausage rolls from the workplace and they team up with the left, vegetarians, are offensive to Muslims and other religions according to new guidelines written for employers and this is what's accepted by the UK government as policy by these groups and put into government handbooks.
[02:57:38.861 --> 02:57:45.706]  The guidelines published by Coexist House, a US-UK based interfaith group, recommend an outright ban on pork products from office kitchens.
[02:57:46.026 --> 02:57:47.207]  Next will be meat itself.
[02:57:48.086 --> 02:57:48.947]  And it just goes in.
[02:57:49.447 --> 02:57:51.449]  They even have the bishops calling for it.
[02:57:51.569 --> 02:57:52.150]  So there you go.
[02:57:52.450 --> 02:57:53.491]  Because these aren't bishops.
[02:57:54.091 --> 02:57:58.635]  The seminaries got taken over 60, 70 years ago by the Rockefellers on record in Europe and here.
[02:57:58.996 --> 02:58:00.577]  They then just put their people in.
[02:58:01.878 --> 02:58:12.027]  And you go to these mainline churches now, Catholic or Protestant, and you walk in, and I mean, you're hearing a government doctrine, and in a year, they can change agent from Jesus, you know,
[02:58:13.103 --> 02:58:20.589]  was the son of God to Jesus was nobody and Jesus failed and you know your children need to be given to the pedophiles.
[02:58:21.790 --> 02:58:26.634]  And then people have been incrementally done and manipulated where they can't give up, they can't leave that church.
[02:58:27.415 --> 02:58:30.257]  Then they go in 501c3 and kill the others they don't control.
[02:58:31.358 --> 02:58:33.540]  Is Obama refugee served coming to your town?
[02:58:33.880 --> 02:58:35.461]  New American breaks it down and says yes.
[02:58:36.702 --> 02:58:37.563]  U.S.C.D.
[02:58:37.583 --> 02:58:39.164]  says term minorities offensive.
[02:58:39.244 --> 02:58:39.825]  Gotta ban that.
[02:58:40.762 --> 02:58:42.624]  Alright, we're gonna go on a break here for 60 seconds.
[02:58:42.644 --> 02:58:43.445]  Some stations leave us.
[02:58:43.485 --> 02:58:44.126]  We love you all.
[02:58:44.506 --> 02:58:45.587]  And Paul Watts is coming up.
[02:58:45.647 --> 02:58:46.548]  Your call is straight ahead.
[02:58:46.889 --> 02:58:49.231]  Infowars.com forward slash show to find the free feeds.
[02:58:49.551 --> 02:58:50.012]  Spread the word.
[02:58:50.032 --> 02:58:50.853]  Get fired without liberty.
[02:58:50.873 --> 02:58:52.515]  Stay with us.
[02:58:52.555 --> 02:58:54.397]  Visit GCNlive.com today.
[02:58:58.436 --> 02:58:59.317]  I don't want more candy!
[02:58:59.497 --> 02:59:00.537]  I don't want more video games!
[02:59:00.577 --> 02:59:00.838]  Why?
[02:59:00.858 --> 02:59:01.058]  Why?
[02:59:01.318 --> 02:59:01.378]  Why?
[02:59:28.436 --> 02:59:29.196]  I think so.
[03:00:01.047 --> 03:00:03.788]  You're listening to the Alex Jones Show.
[03:00:11.231 --> 03:00:17.253]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:17.853 --> 03:00:20.894]  It's Alex Jones and the GCN Radio Network.
[03:00:21.474 --> 03:00:27.477]  You know, I've been saying Central Texas Command Center for 20 years on air, and I didn't do it to be cheesy.
[03:00:27.517 --> 03:00:28.497]  I didn't do it to really be funny.
[03:00:30.464 --> 03:00:34.226]  I knew folks would laugh at it, but I had to get people to understand this is a war on fear mind.
[03:00:34.286 --> 03:00:35.167]  It's a global government.
[03:00:35.447 --> 03:00:36.688]  It's coming after you and your family.
[03:00:36.908 --> 03:00:42.291]  They've authorized the Pentagon to engage in domestic lies, the CIA to target folks with psychiatrists and brainwashing.
[03:00:42.972 --> 03:00:43.932]  It's all being announced.
[03:00:45.993 --> 03:00:50.096]  So I do come to you from the Central Texas Command Center in occupied territory, FEMA Region 6.
[03:00:51.056 --> 03:00:52.217]  They haven't mopped up everywhere.
[03:00:52.237 --> 03:00:53.258]  They haven't taken over everywhere.
[03:00:53.298 --> 03:00:54.899]  In fact, the states are fighting back.
[03:00:55.219 --> 03:00:56.260]  Congress is fighting back.
[03:00:56.540 --> 03:00:59.922]  We got to admit how much trouble we're in to be able to beat this.
[03:01:02.153 --> 03:01:02.973]  Hey Alex, first term collar.
[03:01:31.007 --> 03:01:33.429]  I've been listening to you for a few months now.
[03:01:34.950 --> 03:01:41.034]  I just wanted to ask you, I noticed an article, the petition for 2012 to impeach Obama.
[03:01:44.858 --> 03:01:45.078]  Yes, sir.
[03:01:45.098 --> 03:01:48.439]  And I was just checking to see how that went.
[03:01:48.459 --> 03:01:50.439]  I don't know what the final result of that was.
[03:01:50.479 --> 03:01:51.319]  Well, here it is.
[03:01:51.359 --> 03:02:00.401]  They set up the White House petition to act like they listen to people and as a stunt so they could pick the things they wanted and claim it came from the people and have their own groups write the stuff.
[03:02:00.781 --> 03:02:02.121]  So we admitted the thing was a joke.
[03:02:02.141 --> 03:02:06.702]  So we said, use it like a toilet and just go in there and just point out the hypocrisy.
[03:02:07.942 --> 03:02:10.623]  So we said, do a petition to deport Piers Morgan.
[03:02:10.863 --> 03:02:12.443]  So he'd take the bait and have me on the show.
[03:02:13.383 --> 03:02:16.365]  Okay, well I've noticed there's been a lot of other people like
[03:02:42.262 --> 03:02:47.323]  I saw a lady on the internet named Morley Tate.
[03:02:47.403 --> 03:02:54.244]  She's brought impeachment proceedings against him, but every time it seems like it doesn't work.
[03:02:54.384 --> 03:02:55.804]  Well, you've got to have it by the House.
[03:02:56.525 --> 03:02:59.085]  And you've got to have him indicted in the House, tried in the Senate.
[03:02:59.105 --> 03:03:00.145]  I appreciate your call, Rex.
[03:03:00.825 --> 03:03:01.465]  Good to hear from you.
[03:03:02.046 --> 03:03:02.786]  Lex, Rex.
[03:03:03.726 --> 03:03:05.946]  Let's talk to Matthew in Mississippi.
[03:03:05.966 --> 03:03:06.546]  You're on the air.
[03:03:08.487 --> 03:03:09.207]  Hey, how's it going?
[03:03:09.307 --> 03:03:09.687]  Good, brother.
[03:03:09.707 --> 03:03:09.987]  Go ahead.
[03:03:11.260 --> 03:03:15.002]  Hey, so I guess I'll start off by saying I've been listening to the show a long time.
[03:03:15.242 --> 03:03:16.263]  My dad listens to the show.
[03:03:16.303 --> 03:03:19.224]  We've been big fans for several years now.
[03:03:19.805 --> 03:03:22.926]  But anyways, I'm actually an Umpqua Community College alumni.
[03:03:23.207 --> 03:03:25.708]  I was in the Umpqua Singers Performance Group for a couple years.
[03:03:25.728 --> 03:03:29.030]  We toured Spain, did a whole bunch of stuff over there, and great time.
[03:03:29.050 --> 03:03:33.432]  But anyways, so I've got a lot of family, a lot of friends that go to Umpqua.
[03:03:33.452 --> 03:03:37.274]  In fact, it's actually called a three-year school because of the Fine and Performing Arts field.
[03:03:38.115 --> 03:03:38.655]  But anyways, so
[03:03:41.192 --> 03:03:42.673]  The thing that catches me is a few things.
[03:03:43.093 --> 03:03:48.095]  One thing, during the attack, I talked to my mom, who was under a table at the time.
[03:03:48.115 --> 03:03:54.738]  She was in the cafeteria, which is also the main administration registry building, that kind of thing.
[03:03:55.359 --> 03:04:01.181]  And so I'm talking to her, and she goes, yeah, they took down the first shooter, and we're waiting for them to take down the second shooter.
[03:04:03.563 --> 03:04:08.545]  And a lot of my friends have sent me texts that say, yeah, we're waiting for them to take down the second shooter.
[03:04:10.605 --> 03:04:19.348]  Yeah, that kind of stuff happens a lot, and I'm not going to say this was staged, but they were going to stage, you know, fake hijackings.
[03:04:19.368 --> 03:04:20.628]  They've been caught staging other stuff.
[03:04:20.668 --> 03:04:26.230]  They staged Fast and Furious, so they're 100% absolutely capable of staging this.
[03:04:27.331 --> 03:04:35.314]  But it doesn't matter, because no amount of mass shootings is our fault as gun owners, and they're going to have to really stage a lot of them to get the numbers up, because it's still not above 200 a year.
[03:04:36.874 --> 03:04:37.755]  And so it's a tragedy.
[03:04:37.815 --> 03:04:45.238]  I'm sorry for those that got killed, but it's nothing compared to 300,000 killed by our criminal government funding al-Qaeda in Syria and was upwards of 100,000 in Libya.
[03:04:47.048 --> 03:04:47.809]  Good job, Matthew.
[03:04:47.829 --> 03:04:48.189]  Appreciate you.
[03:04:48.489 --> 03:04:49.730]  By the way, I didn't even mention that.
[03:04:49.790 --> 03:04:50.310]  Yes, the U.N.
[03:04:50.370 --> 03:04:52.031]  is going to take over your local police departments.
[03:04:52.432 --> 03:04:54.573]  Dean wanted to talk about that, but Paul Watson can go to him.
[03:04:55.874 --> 03:04:56.114]  U.N.
[03:04:56.154 --> 03:05:00.657]  take over your local governments and actually have them go around and spy on you for your political action.
[03:05:00.917 --> 03:05:01.818]  It's part of a new U.N.
[03:05:01.858 --> 03:05:02.478]  police force.
[03:05:02.939 --> 03:05:05.340]  You can go to the Justice Department and read the Attorney General talking about it.
[03:05:05.380 --> 03:05:05.920]  I mean, this is real.
[03:05:08.598 --> 03:05:10.579]  Kit Daniels, InfoWars.com.
[03:05:10.759 --> 03:05:15.242]  CNN reportedly altered the photo of the biracial organ shooter to make him look more white.
[03:05:15.643 --> 03:05:17.924]  That's a shocking revelation, so let me repeat that.
[03:05:18.164 --> 03:05:23.688]  CNN apparently doctored the photo of the biracial organ shooter, Christopher Mercer, to make people think he's Caucasian.
[03:05:23.908 --> 03:05:32.473]  Mercer uploaded a selfie to social media, but when CNN used the photo in its news broadcast, Mercer's skin tone had dramatically changed to that of a white man.
[03:05:32.673 --> 03:05:37.015]  Furthermore, CNN did not show photos of Mercer's mother, who is African-American.
[03:05:37.176 --> 03:05:42.999]  And the network also didn't report that Mercer was involved in a school play, which contradicts the media's claim that he was a loner.
[03:05:43.199 --> 03:05:44.059]  Why would they do that?
[03:05:44.239 --> 03:05:50.343]  Because a biracial Oregon shooter does not fit into the establishment's propaganda that mass shooters are white, racist men.
[03:05:50.563 --> 03:05:57.953]  They also don't want you to know that Mercer was associated with the Black Lives Matter movement because it would be a political nightmare for Obama if the public knew the truth.
[03:05:58.073 --> 03:06:04.601]  It would be hard for him to demand more gun control if more people started to realize that President Obama is fueling racial division across the U.S.
[03:06:04.802 --> 03:06:07.545]  Once again, this is Kit Daniels with Infowars.com and PrisonPlanet.tv.
[03:06:08.326 --> 03:06:13.348]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[03:06:13.468 --> 03:06:19.349]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[03:06:19.589 --> 03:06:24.171]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[03:06:24.371 --> 03:06:27.672]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[03:06:27.932 --> 03:06:29.532]  No needles, no injections.
[03:06:29.913 --> 03:06:35.034]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[03:06:38.255 --> 03:06:42.457]  Used since before the days of the Roman Empire to support the body's natural systems.
[03:06:42.617 --> 03:06:46.599]  Introducing the new Infowarslife.com oil of oregano formulation.
[03:06:46.779 --> 03:06:51.562]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:06:51.722 --> 03:06:56.264]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:06:56.404 --> 03:06:59.706]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:06:59.866 --> 03:07:03.208]  Now available in our limited first run at Infowarslife.com.
[03:07:03.328 --> 03:07:05.149]  That's Infowarslife.com or call 888-253-3139.
[03:07:07.950 --> 03:07:12.053]  Many of the products at Infowarslife.com are true game changers.
[03:07:12.253 --> 03:07:16.456]  They are compounds that in many areas of the world are actually sold by prescription.
[03:07:16.496 --> 03:07:23.782]  But when we look at a product like Survival Shield Mason Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[03:07:23.962 --> 03:07:34.465]  The federal government mandated from the 20s until the 70s that iodine, a crude form of it, be added to table salt because of the incredible health problems that dietary deficiency in iodine was causing.
[03:07:34.625 --> 03:07:37.966]  I want to challenge the listeners who've not tried X2 for yourselves.
[03:07:38.146 --> 03:07:39.186]  What do you have to lose?
[03:07:39.266 --> 03:07:47.568]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[03:07:47.708 --> 03:07:50.931]  And the final reason to try X2 is that it's so hard to keep in stock.
[03:07:51.011 --> 03:07:55.054]  We ordered the biggest shipment ever six months ago and that is about to sell out.
[03:07:55.214 --> 03:07:57.336]  It may be a month or two until more comes in.
[03:07:57.536 --> 03:08:04.502]  I want to challenge all of you in the next week to stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[03:08:11.204 --> 03:08:17.226]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:08:17.846 --> 03:08:20.867]  It's Alex Jones and the GCN Radio Network.
[03:08:22.328 --> 03:08:29.290]  We're back live on the Alex Jones Show.
[03:08:29.310 --> 03:08:30.591]  It's the fourth hour overdrive.
[03:08:30.651 --> 03:08:32.191]  I'm your host, Paul Joseph Watson.
[03:08:32.211 --> 03:08:34.812]  We've got a ton of news coming up over the next hour.
[03:08:34.872 --> 03:08:39.994]  We've also got David Knight popping in at the end of the hour to preview the InfoWars Nightly News.
[03:08:40.836 --> 03:09:02.284]  We're going to play a video, probably in the next segment or this segment, out of a migrant camp in Europe where one of the refugees is complaining about the fact that he doesn't get sex and that he had to stay in a taxpayer-funded hospital for three days because of his failure to get sex gave him blue balls.
[03:09:02.344 --> 03:09:03.324]  That's right, it's going to get
[03:09:03.683 --> 03:09:15.795]  Pretty graphic in this hour, so if there are young children watching, you might want to turn down the volume because we're going to delve into some pretty graphic and disgusting issues, as you would expect.
[03:09:16.276 --> 03:09:25.946]  From the progressive left, we're going to get into the woman who made herself deliberately blind by pouring drain cleaner in her eyes.
[03:09:26.502 --> 03:09:30.628]  And how that was treated by the media coverage of the issue.
[03:09:30.668 --> 03:09:38.480]  This is completely bizarre, but it's par for the course of what we've come to expect from progressives and social justice warriors.
[03:09:38.500 --> 03:09:41.985]  We're going to get to your calls probably in the next half hour as well.
[03:09:42.864 --> 03:09:50.888]  Wanted to start off with Russia, because of course we've had over the past week, basically Russia has decimated ISIS in many areas.
[03:09:51.188 --> 03:09:57.671]  It took them a week to better what it took NATO and the US to do in seven months.
[03:09:58.251 --> 03:10:00.832]  Seven months of bombing ISIS in Syria.
[03:10:01.437 --> 03:10:03.740]  And Russia has basically already beaten that.
[03:10:04.201 --> 03:10:15.977]  So now NATO, and this is breaking news up on the BBC News website, NATO is incredibly butthurt about the fact that Russia is actually killing terrorists in Syria.
[03:10:16.938 --> 03:10:17.920]  And we know why that is.
[03:10:18.885 --> 03:10:23.928]  Because ISIS has the same agenda as NATO and the US.
[03:10:23.968 --> 03:10:27.010]  They want to topple Bashar al-Assad.
[03:10:27.590 --> 03:10:29.071]  Russia has a different agenda.
[03:10:29.091 --> 03:10:40.578]  They want to maintain Assad in power and they actually want to kill ISIS terrorists, God forbid, which is why they're being demonized in the media and from the White House and NATO over the past week.
[03:10:41.218 --> 03:10:42.599]  So BBC News reports
[03:10:43.524 --> 03:10:44.624]  Syria conflict.
[03:10:45.064 --> 03:10:47.525]  NATO warns Russia on airstrikes.
[03:10:47.645 --> 03:10:50.066]  This is a breaking news which went up about an hour ago.
[03:10:50.906 --> 03:11:00.829]  NATO has urged Russia to end airstrikes, quote, on the Syrian opposition and civilians days after Moscow began raids to support Syria's government.
[03:11:01.749 --> 03:11:03.010]  Okay, let's get this straight.
[03:11:04.156 --> 03:11:05.417]  Syrian opposition.
[03:11:06.097 --> 03:11:14.221]  Okay, the US spent $500 million to train these so-called moderate Syrian rebels.
[03:11:15.101 --> 03:11:24.426]  It came out, and this is a Guardian report, the US has trained only four or five Syrian fighters against ISIS, top general testifies.
[03:11:25.262 --> 03:11:37.212]  So, General Lloyd Austin, of course, it was now a few weeks ago, testified that this $500 million program to train the moderate rebels has resulted in only four or five
[03:11:37.882 --> 03:11:50.656]  Actual moderate rebels that are not jihadists, that are not going to hand their weapons over to ISIS, that are not going to join Al Qaeda affiliated groups in Syria the first chance they get.
[03:11:51.037 --> 03:11:56.583]  Which is what happened to the vast majority of all the other moderate, quote, moderate rebels
[03:11:57.183 --> 03:12:01.426]  That the US and NATO have been backing for the past 3-4 years.
[03:12:01.827 --> 03:12:09.332]  So that's why the US and NATO are incredibly butthurt about the fact that Russia is killing ISIS terrorists.
[03:12:09.392 --> 03:12:14.756]  Because ISIS wants to topple Bashar al-Assad, as does the US and NATO.
[03:12:15.396 --> 03:12:17.718]  So now they're basically threatening Russia.
[03:12:18.564 --> 03:12:32.449]  To end the airstrikes, the article continues, Moscow says it is targeting Islamic State and other Islamist positions, but US-led allies and Turkey say government opponents are targeted.
[03:12:32.969 --> 03:12:43.132]  Bear in mind, this is the same Turkish government and military that has been bombing the Kurds in Iraq, who have been fighting ISIS.
[03:12:43.813 --> 03:12:44.193]  So again,
[03:12:44.813 --> 03:13:03.626]  NATO and Turkey are actually targeting the people who are fighting ISIS, whilst supporting these, quote, moderate rebels, who aren't moderate at all, they're jihadists, who are handing over their weapons to ISIS, to these al-Qaeda affiliated groups, like Jabhat al-Nusra, and in many cases, defecting to them as well.
[03:13:04.146 --> 03:13:10.731]  Russia comes along in a week, obliterates all these key command centres, these key ISIS command centres,
[03:13:11.752 --> 03:13:12.953]  But we can't have that, can we?
[03:13:13.013 --> 03:13:14.154]  Oh no, Russia's bad.
[03:13:14.254 --> 03:13:18.557]  Russia's the bad guy now for actually trying to kill ISIS terrorists.
[03:13:19.178 --> 03:13:31.947]  And if you look at the actual numbers, we've had articles before on Infowars about these ISIS jihadists miraculously discovering huge weapons caches dropped by the US military.
[03:13:32.308 --> 03:13:40.654]  And then you look, you drill down into the actual statistics, the US has dropped 43 bombs on ISIS per day
[03:13:41.118 --> 03:13:44.119]  Since the campaign began, which was about seven months ago.
[03:13:44.660 --> 03:13:52.323]  Compare that to 1991, the Iraq War, the first Gulf War.
[03:13:52.343 --> 03:14:04.749]  6,163 bombs dropped per day in comparison to 43 in the supposed war on ISIS, the airstrikes on ISIS, that were launched by the US and NATO seven months ago.
[03:14:04.789 --> 03:14:07.790]  So, they're obviously not targeting ISIS.
[03:14:08.257 --> 03:14:16.281]  There are reports of ISIS getting a heads up, getting a warning before these airstrikes happen, and fleeing to a different location.
[03:14:16.681 --> 03:14:23.725]  Which is why Obama's plan to degrade ISIS has been a complete failure for the past seven months.
[03:14:24.005 --> 03:14:25.426]  They've only grown in strength.
[03:14:25.466 --> 03:14:27.047]  They've only gained more territory.
[03:14:27.087 --> 03:14:30.929]  They've lost some territory in some areas, gained it in others.
[03:14:31.469 --> 03:14:33.130]  Then Putin comes along in a week,
[03:14:33.823 --> 03:14:55.486]  Basically just obliterates dozens of ISIS command centers and NATO and the US are not happy about it because they trimmed these moderate rebels who handed over the weapons to ISIS because they know they share the same agenda which is to topple Assad and also impose a no-fly zone over Syria which is why they're opposing this Russian
[03:14:56.363 --> 03:15:14.490]  war plan, these Russian airstrikes, because it's upsetting the agenda to impose this no-fly zone, which of course is key to controlling the country and eventually to bombing actual Syrian government positions and taking out President Bashar al-Assad, which has been the agenda all along.
[03:15:15.250 --> 03:15:24.414]  And what's amazing about it is they lectured Russia for a week, the whole of last week, they lectured Russia about
[03:15:25.336 --> 03:15:28.918]  The fact that they were, quote, targeting civilians and opposition forces.
[03:15:29.238 --> 03:15:31.199]  Turned out that was completely fake.
[03:15:31.579 --> 03:15:34.680]  It was a Soros-sponsored group called White Helmets.
[03:15:35.321 --> 03:15:45.885]  They released an image of this jihadist, this, quote, moderate rebel, with a child in his arms, bloody, bruised, potentially dead.
[03:15:46.626 --> 03:15:49.867]  And basically they said, this is a result of Russian airstrikes.
[03:15:50.528 --> 03:15:53.169]  Turns out, the photo was about a week old,
[03:15:53.820 --> 03:16:08.110]  The casualty was a result of Syrian government airstrikes, but they faked it and blamed it on Russia so they could have this whole narrative in the media that these Russian airstrikes, which are killing ISIS terrorists, are in fact killing civilians.
[03:16:08.630 --> 03:16:20.198]  And isn't it amazing that the mainstream media suddenly develops this, you know, deep compassion for civilian victims of airstrikes, which has been completely absent for the past 15 years or so.
[03:16:21.119 --> 03:16:22.320]  What made it even more
[03:16:23.305 --> 03:16:31.410]  Darkly ironic is the fact that on Saturday in Afghanistan the US bombed a hospital and killed 19 people.
[03:16:31.710 --> 03:16:46.160]  So again, lecturing Russia all week about them killing civilians and then on Saturday there's a US airstrike that kills 19 civilians at least in this hospital in Afghanistan.
