[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[02:20:31.267 --> 02:20:35.349]  If your business or church is building this year, you're about to pay more than you should.
[02:20:35.349 --> 02:20:39.551]  This could mean thousands of dollars more for your office, retail space, church, or warehouse.
[02:20:39.551 --> 02:20:44.954]  A General Steel building can save you as much as half the cost and time of similar conventional construction.
[02:20:44.954 --> 02:20:48.476]  And we're offering rebates of up to $20,000 to help you build today.
[02:20:48.476 --> 02:20:51.678]  Call General Steel for free information that could save you thousands.
[02:20:51.678 --> 02:20:52.098]  Call 866-91-STEEL.
[02:20:52.098 --> 02:20:52.418]  866-91-STEEL.
[02:20:52.418 --> 02:20:52.718]  That's 866-917-8335.
[02:20:59.762 --> 02:21:02.406]  Every year we make resolutions to lose weight and get in shape.
[02:21:02.406 --> 02:21:03.827]  And the truth is, it's hard.
[02:21:03.827 --> 02:21:05.489]  Even with diet and exercise.
[02:21:05.489 --> 02:21:10.676]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[02:21:10.676 --> 02:21:17.505]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[02:21:17.805 --> 02:21:20.047]  Worthy answers that synergistically worked.
[02:21:20.047 --> 02:21:26.833]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[02:21:26.833 --> 02:21:32.738]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[02:21:33.218 --> 02:21:35.599]  Oxygen-Based Cleanser Oxy-Powder.
[02:21:35.599 --> 02:21:38.221]  The Secret 12 Bioavailable Vitamin B12.
[02:21:38.221 --> 02:21:41.122]  And your choice of Super Female or Super Male Vitality.
[02:21:41.122 --> 02:21:48.046]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[02:21:48.046 --> 02:21:49.226]  That's Infowarslife.com or 888-253-3139.
[02:21:49.226 --> 02:21:52.348]  2015 is the year to do it and it all starts at Infowarslife.com.
[02:21:59.292 --> 02:22:02.874]  We've had an amazing year here at Supernatural Silver.
[02:22:02.874 --> 02:22:09.238]  We've truly enjoyed the fantastic response from thousands of people as they've tried our extraordinary product.
[02:22:09.238 --> 02:22:12.681]  And we're thrilled at the life-changing results people have.
[02:22:12.681 --> 02:22:20.886]  Our company email is continually full of happy, satisfied customers who thank us for the help they've received from Supernatural Silver.
[02:22:20.886 --> 02:22:24.308]  This holiday season, as you think of gifts to give your loved ones,
[02:22:24.548 --> 02:22:27.110]  Consider giving Supernatural Silver.
[02:22:27.110 --> 02:22:30.112]  A gift that can help provide good health and wellness.
[02:22:30.112 --> 02:22:33.955]  A gift that can change lives and make a real difference.
[02:22:33.955 --> 02:22:40.921]  In a world where we are constantly exposed to dangerous health threats, give yourself and your loved ones a fighting chance.
[02:22:41.421 --> 02:22:43.483]  Give Supernatural Silver.
[02:22:43.483 --> 02:22:49.848]  Go to SupernaturalSilver.com and use the promo code HOLIDAY2014 for 30% off.
[02:22:49.848 --> 02:22:54.792]  And this holiday season, we wish you and yours the blessings of peace and good health.
[02:22:54.792 --> 02:22:58.856]  From all of us here at SupernaturalSilver.com.
[02:22:58.856 --> 02:23:02.639]  Digestive health is key to wellness and ProEM1 is the key to digestive health.
[02:23:02.779 --> 02:23:09.242]  Pro-EM1 is a daily liquid probiotic that improves food absorption and supports weight loss by removing toxins from your system.
[02:23:09.242 --> 02:23:15.365]  Recommended by doctors, Pro-EM1 is 100% natural, organic, non-GMO, wheat, soy, gluten and dairy free.
[02:23:15.365 --> 02:23:18.907]  Call us today at 888-611-8025 or visit proem1.com to save over $25 on your order.
[02:23:18.907 --> 02:23:19.968]  That's 888-611-8025 or proem1.com.
[02:23:28.672 --> 02:23:32.753]  The CDC just announced flu vaccines may have the wrong strain of flu virus.
[02:23:32.753 --> 02:23:34.153]  You may not be protected.
[02:23:34.153 --> 02:23:38.754]  Whatever your lifestyle, your immune system is critical and Imudine provides your immune support.
[02:23:38.754 --> 02:23:41.775]  Doctor recommended, stimulant free and not found in pharmacies.
[02:23:41.775 --> 02:23:45.455]  Go to Imudine.com to find out more or to place an order.
[02:23:45.455 --> 02:23:46.776]  Or call 866-257-8668.
[02:23:46.776 --> 02:23:54.777]  That's I-M-M-U-D-Y-N-E dot com or 866-257-8668.
[02:23:54.777 --> 02:23:57.618]  Remember, Imudine is key support for your immune system.
[02:24:05.706 --> 02:24:07.208]  Alex Jones here, back live.
[02:24:07.208 --> 02:24:13.016]  Gerald Cilente, TrendsResearch.com and the Trends Journal, riding shotgun with us.
[02:24:13.016 --> 02:24:17.181]  And we're not being negative here, bringing up the bad things.
[02:24:17.181 --> 02:24:20.125]  The system always says, oh, don't get angry, don't be negative.
[02:24:21.072 --> 02:24:24.476]  There's so much good stuff in the world that that's why I'm angry and upset.
[02:24:24.476 --> 02:24:25.958]  I want to defend it.
[02:24:25.958 --> 02:24:27.539]  I don't want to be a slave.
[02:24:27.539 --> 02:24:31.424]  But you really can't doubt the fact that tyranny is moving on all fronts.
[02:24:31.424 --> 02:24:34.007]  I've criticized the militarization of police.
[02:24:34.007 --> 02:24:35.608]  I've exposed it, probably like nobody else.
[02:24:36.249 --> 02:24:52.634]  But then I can see the Feds trying to come in and make every evil in the world about the police when it's worldwide the federalization, the globalization, the militarization has been happening as criminal ruling classes move from free market to crony systems.
[02:24:52.634 --> 02:24:59.156]  Gerald Cilente, I want to start getting into the top trends of 2015, your new journal that's just about to come out that's just invaluable reading.
[02:24:59.156 --> 02:25:03.798]  I hope everybody goes to TrendsResearch.com and subscribes or at least signs up for your free alerts.
[02:25:05.333 --> 02:25:10.099]  And looks at the 2015 forecast, you're going to give us a first look here today.
[02:25:10.099 --> 02:25:14.744]  But in this short segment, what do you think the state of the world itself is?
[02:25:14.744 --> 02:25:18.969]  Obama says that he stabilized the world and that it's never been more secure.
[02:25:18.969 --> 02:25:23.574]  Hagel said the world's never been more insecure, so he fired him.
[02:25:23.574 --> 02:25:25.957]  What is the real state of the world overall in your view?
[02:25:27.076 --> 02:25:28.557]  We're heading toward World War.
[02:25:28.557 --> 02:25:30.518]  It's blowing out all over the place.
[02:25:30.518 --> 02:25:36.902]  Anybody that's half-awake and is listening to and watching what's going on can see it.
[02:25:36.902 --> 02:25:42.166]  And I want to stay on this China issue again with Zuckerberg sucking up over there.
[02:25:42.166 --> 02:25:44.768]  Or Zuckerberg, maybe, would be more appropriate.
[02:25:44.768 --> 02:25:46.008]  Yeah, Zuckerberg.
[02:25:46.008 --> 02:25:47.730]  Call me Zuckerberg.
[02:25:47.730 --> 02:25:48.730]  There we go.
[02:25:48.730 --> 02:25:52.292]  And you look what's going on here and around the world.
[02:25:52.292 --> 02:25:54.514]  You go back to one of our top trends for 2014.
[02:25:56.315 --> 02:25:58.356]  China boomtown.
[02:25:58.356 --> 02:26:02.157]  America's in the business of war, China's in the business of business.
[02:26:02.157 --> 02:26:03.757]  They're buying up the world.
[02:26:03.757 --> 02:26:05.358]  And they're buying up America.
[02:26:05.358 --> 02:26:07.318]  Hey, folks, you like that?
[02:26:07.318 --> 02:26:09.239]  Obama always calls everybody folks.
[02:26:09.239 --> 02:26:10.699]  Yeah, folks.
[02:26:10.699 --> 02:26:13.760]  Folks, you like that Smithfield pork?
[02:26:13.760 --> 02:26:15.901]  Hey, owned by China, huh?
[02:26:15.901 --> 02:26:16.721]  Oh, yeah.
[02:26:16.721 --> 02:26:21.022]  Hey, how about that Waldorf Astoria in New York?
[02:26:21.022 --> 02:26:23.343]  Hey, Chinese just bought it for two billion, didn't they?
[02:26:23.783 --> 02:26:25.605]  Oh, where are they getting the dough?
[02:26:25.605 --> 02:26:26.706]  Ah, yes.
[02:26:26.706 --> 02:26:29.009]  Just did another deal right here in New York.
[02:26:29.009 --> 02:26:29.750]  Ah!
[02:26:29.750 --> 02:26:31.952]  Only about a billion dollars.
[02:26:31.952 --> 02:26:33.474]  Who's funding it?
[02:26:33.474 --> 02:26:35.997]  The Chinese National, or the Chinese Bank?
[02:26:35.997 --> 02:26:36.998]  Communist government!
[02:26:37.844 --> 02:26:40.927]  You go look what's going on over there in Portugal.
[02:26:40.927 --> 02:26:53.998]  You know, they're privatizing everything, privatizing... And my problem, I mean, I want you to get into what real privatization is, but the Communist Chinese already every month I see where they're controlling TV shows, movies, what can be published.
[02:26:53.998 --> 02:26:56.660]  Michael Savage couldn't even get his book promoted anywhere.
[02:26:56.660 --> 02:27:03.306]  The publisher wouldn't promote it because the Chinese threatened him because he criticized... I mean, the Communist China is a big fat censor.
[02:27:03.306 --> 02:27:04.087]  That's my problem.
[02:27:04.767 --> 02:27:07.810]  Well, again, they're communists.
[02:27:07.810 --> 02:27:11.213]  I mean, I grew up most of my life teaching us to hate communists.
[02:27:11.213 --> 02:27:13.415]  Hey, those Russians, they're no good.
[02:27:13.415 --> 02:27:16.878]  But those Chinese commies, our kind of guys.
[02:27:16.878 --> 02:27:18.579]  Gee, I wonder why.
[02:27:18.579 --> 02:27:29.488]  Couldn't be because of all of the American manufacturers that sold us out and brought all their cheap, their product over there to be made by slave labor.
[02:27:29.488 --> 02:27:32.411]  So the Chinese communists are good commies.
[02:27:32.731 --> 02:27:35.253]  Oh, those Cubans, they're bad commies too.
[02:27:35.253 --> 02:27:38.095]  There's only good commies and bad commies.
[02:27:38.095 --> 02:27:40.656]  It's all about business, Alex.
[02:27:40.656 --> 02:27:42.297]  And that's what I want to talk about.
[02:27:42.297 --> 02:27:45.399]  The business of business is China.
[02:27:45.399 --> 02:27:48.261]  And China's buying up the world.
[02:27:48.261 --> 02:27:50.183]  And you look at the numbers.
[02:27:50.183 --> 02:27:53.645]  As I said, privatization going on all throughout Europe.
[02:27:53.645 --> 02:27:55.466]  It's not privatization.
[02:27:55.466 --> 02:27:57.828]  It's selling off valuable public assets.
[02:27:58.388 --> 02:28:03.350]  At bargain basement prices to do dirty deals with your pals.
[02:28:03.350 --> 02:28:05.831]  They just had a big auction in Portugal.
[02:28:05.831 --> 02:28:08.872]  You know what the major language was of the people bidding?
[02:28:08.872 --> 02:28:10.253]  Mandarin.
[02:28:10.253 --> 02:28:12.274]  You look what's going on in Canada.
[02:28:12.274 --> 02:28:14.735]  Look what's going on in the United States.
[02:28:14.735 --> 02:28:16.896]  The Chinese economy's collapsed.
[02:28:16.896 --> 02:28:19.017]  The smart money over there knows it.
[02:28:19.017 --> 02:28:24.339]  They have 70 million, that's right, million vacant luxury apartments.
[02:28:24.339 --> 02:28:26.220]  Entire cities that are vacant.
[02:28:26.900 --> 02:28:28.440]  Their bubble has burst.
[02:28:28.440 --> 02:28:33.442]  Look, they lowered interest rates 40 basis points trying to pump this thing up.
[02:28:33.442 --> 02:28:36.283]  Goes back to the trends of 2015.
[02:28:36.283 --> 02:28:38.363]  One of them is called price wars.
[02:28:38.363 --> 02:28:39.163]  Why?
[02:28:39.163 --> 02:28:44.605]  Because there's oversupply and overcapacity of just about everything.
[02:28:44.605 --> 02:28:52.067]  It's not only oil prices that are going down because of oversupply and less demand.
[02:28:52.067 --> 02:28:53.427]  It's copper prices.
[02:28:53.427 --> 02:28:54.468]  It's corn prices.
[02:28:57.549 --> 02:29:00.610]  You could buy rebar, reinforcement rod.
[02:29:00.610 --> 02:29:06.714]  A ton of reinforcement rod over in China costs less than a ton of cabbage.
[02:29:06.714 --> 02:29:12.077]  So what they're doing, they are aware of the collapse that's coming.
[02:29:12.557 --> 02:29:16.000]  They're taking their money and they're buying up the world.
[02:29:16.000 --> 02:29:28.431]  You better learn how to speak Chinese and learn how to be a better commie because the politicians in this nation have sold us out and continue to do so.
[02:29:28.431 --> 02:29:29.512]  And they love it.
[02:29:29.512 --> 02:29:30.673]  It's like Gruber.
[02:29:30.673 --> 02:29:36.298]  It's one thing to raise rates and rip off poor people and cut their health care, but he enjoys it.
[02:29:36.998 --> 02:29:41.620]  He enjoys lying, enjoys cheating, enjoys screwing people over.
[02:29:41.620 --> 02:29:44.922]  A bunch of low-life, degenerate, filthy scum.
[02:29:44.922 --> 02:29:46.562]  But we let him do it.
[02:29:46.562 --> 02:29:47.723]  So it's our fault.
[02:29:47.723 --> 02:29:49.704]  Because we're a bunch of chumps.
[02:29:49.704 --> 02:29:51.125]  We're on the march.
[02:29:51.125 --> 02:29:53.646]  The Empire's on the run.
[02:29:53.646 --> 02:29:56.347]  Alex Jones and the GCN Radio Network.
[02:30:00.462 --> 02:30:03.144]  Every year we make resolutions to lose weight and get in shape.
[02:30:03.144 --> 02:30:04.565]  And the truth is, it's hard.
[02:30:04.565 --> 02:30:06.226]  Even with diet and exercise.
[02:30:06.226 --> 02:30:11.429]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[02:30:11.429 --> 02:30:18.253]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[02:30:18.573 --> 02:30:20.797]  Worthy answers that synergistically worked.
[02:30:20.797 --> 02:30:27.627]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[02:30:27.627 --> 02:30:33.557]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[02:30:34.017 --> 02:30:36.418]  Oxygen-Based Cleanser Oxy-Powder.
[02:30:36.418 --> 02:30:39.018]  The Secret 12 Bioavailable Vitamin B12.
[02:30:39.018 --> 02:30:41.919]  And your choice of Super Female or Super Male Vitality.
[02:30:41.919 --> 02:30:48.900]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[02:30:48.900 --> 02:30:50.161]  That's Infowarslife.com or 888-253-3139.
[02:30:50.161 --> 02:30:53.201]  2015 is the year to do it and it all starts at Infowarslife.com.
[02:31:00.263 --> 02:31:07.227]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:31:07.227 --> 02:31:17.092]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:31:17.092 --> 02:31:25.076]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[02:31:25.356 --> 02:31:35.001]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[02:31:35.001 --> 02:31:41.885]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:31:42.125 --> 02:31:52.171]  Now more than ever it's important to stock up on high quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[02:31:52.171 --> 02:31:56.513]  Secure your silver bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[02:32:00.095 --> 02:32:07.259]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[02:32:07.259 --> 02:32:09.600]  But it's not just the air outside that's toxic.
[02:32:09.600 --> 02:32:14.883]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[02:32:14.883 --> 02:32:19.826]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[02:32:20.046 --> 02:32:23.369]  There are more than 42 million smokers in the United States.
[02:32:23.369 --> 02:32:27.433]  Well over a thousand types of mold and mildew linked to numerous conditions.
[02:32:27.433 --> 02:32:31.757]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[02:32:31.757 --> 02:32:42.007]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[02:32:42.007 --> 02:32:44.530]  Made with organic and wild cultivated herbs,
[02:32:44.710 --> 02:32:52.893]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[02:32:52.893 --> 02:32:56.874]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[02:33:02.133 --> 02:33:03.434]  We've got it.
[02:33:03.434 --> 02:33:09.278]  This transmission is coming to you.
[02:33:09.278 --> 02:33:13.641]  Waging war on corruption.
[02:33:13.641 --> 02:33:19.305]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:33:26.281 --> 02:33:30.667]  My friends, I want to thank you all for this Christmas coming up.
[02:33:30.667 --> 02:33:33.231]  For your support of the broadcast.
[02:33:33.231 --> 02:33:35.474]  I am very humbled by the millions of listeners we have.
[02:33:35.474 --> 02:33:38.758]  I'm very humbled by the fact that you put up with me.
[02:33:38.758 --> 02:33:42.183]  Because regardless of how I deliver information, some of it good, some of it bad.
[02:33:44.116 --> 02:33:52.582]  We are trying to tell the truth and trying to promote liberty and freedom, and to try to build a platform for other great folks to promote their platforms, because we're all in this together.
[02:33:52.582 --> 02:33:58.226]  So this Christmas, please think about InfoWarsStore.com or InfoWarsShop.com, same URL.
[02:33:59.878 --> 02:34:01.259]  To do your Christmas shopping.
[02:34:01.259 --> 02:34:26.071]  As long as you order by the 17th, whether it's a Molon Labe camo, long-sleeve, Made in America shirt, or whether it's a come and take it, pro-Second Amendment, short-leaf shirt in men's or women's, whether it's high-quality supplements at Infowarslife.com, whether it's a commemorative Molon Labe silver coin, only 500, we've already sold out of one-fifth of them since I launched it yesterday, or Molon Labe belt buckles, it's all available
[02:34:26.571 --> 02:34:32.833]  At InfoWarsStore.com or InfoWarsLife.com.
[02:34:32.833 --> 02:34:37.435]  And OxyPowder, developed by Dr. Group, is revolutionary.
[02:34:37.435 --> 02:34:42.237]  Time-released oxygen in the intestines to flush out and detox like nothing else.
[02:34:42.237 --> 02:34:45.558]  Robb Dew in one week lost 18 pounds of stuff that was in there.
[02:34:45.558 --> 02:34:47.578]  The average person has more than 20.
[02:34:49.304 --> 02:34:51.725]  And this is something that is so affordable.
[02:34:51.725 --> 02:34:55.948]  On average, you've got about three detoxes or enough to do three weeks of this.
[02:34:55.948 --> 02:34:57.108]  So every few months you can do it.
[02:34:57.108 --> 02:35:04.072]  That's three, four months supply in one bottle of Oxy Powder.
[02:35:04.072 --> 02:35:08.695]  And we've got it available and discounted at Infowarslife.com.
[02:35:08.695 --> 02:35:11.276]  We did sell out of several of the nutraceuticals.
[02:35:12.777 --> 02:35:19.498]  Like the Secret 12, but we have a limited supply, we hope, coming in very, very soon.
[02:35:19.498 --> 02:35:21.959]  We have more of the Occupower back in.
[02:35:21.959 --> 02:35:32.960]  These really are revolutionary products, where we go out and find the most powerful missing links out there, like iodine deficiency, and people aren't getting the right type of bioavailable iodine.
[02:35:32.960 --> 02:35:41.722]  We have the True Nation Iodine, Deep Earth Crystal Source and Survival Shield, X2 and Classic Survival Shield, all available and a lot of specials running.
[02:35:42.102 --> 02:35:42.522]  Thank you.
[02:36:00.635 --> 02:36:00.995]  I don't know.
[02:36:18.066 --> 02:36:20.927]  But as you know, they're really trying to destabilize it.
[02:36:20.927 --> 02:36:22.328]  They're trying to cut off their pipelines.
[02:36:22.328 --> 02:36:24.528]  They're trying to screw up their deals.
[02:36:24.528 --> 02:36:30.010]  They're lowering oil prices to try to bankrupt them, so that then there'll be no competition.
[02:36:30.010 --> 02:36:31.991]  They can jack it up as high as they want, in my view.
[02:36:31.991 --> 02:36:39.354]  And a lot of mainline analysts, not just you or Dr. Paul Craig Roberts or myself, are saying this could lead to actual war.
[02:36:41.135 --> 02:36:52.991]  Is there no amount of hubris out of these Harvard Mafia people that though they act like miscreant weasels are in control of the nuclear arsenal?
[02:36:55.575 --> 02:37:01.138]  Well, they, again, you know, we're looking at who they are, and everything they do, they turn to disaster.
[02:37:01.138 --> 02:37:06.882]  There's not one thing that anybody could point to that says, look at the great job that the D.C.
[02:37:06.882 --> 02:37:11.585]  gang has done, whether it's in healthcare, whether it's in education.
[02:37:12.125 --> 02:37:21.088]  Whether it's in military, whether it's in the environment, whether it's in food safety, go up and down the list.
[02:37:21.088 --> 02:37:33.573]  And before I go on, I want to also encourage all the listeners of InfoWars to support what you're doing, as you know that we do, and we advertise in InfoWars magazine.
[02:37:34.153 --> 02:37:39.179]  Because you're one of the few people out there, along with a number of us, that are concerned with the truth.
[02:37:39.179 --> 02:37:41.862]  And the truth isn't abstract.
[02:37:41.862 --> 02:37:44.785]  I'll give you an example why it's not abstract.
[02:37:44.785 --> 02:37:50.792]  Begins with our conversation today about the CIA, quote, misleading.
[02:37:50.792 --> 02:37:52.274]  It's not misleading, it's lying.
[02:37:52.274 --> 02:37:53.515]  There's a lie and a truth.
[02:37:54.156 --> 02:38:00.641]  It's not about banks misleading or misdeeds.
[02:38:00.641 --> 02:38:03.743]  It's about corruption and thievery.
[02:38:03.743 --> 02:38:05.565]  So there is a truth.
[02:38:05.565 --> 02:38:12.450]  And when enough people support the truth, then the truth, as they say, shall make us free.
[02:38:12.450 --> 02:38:20.336]  So I really encourage everyone during this holiday season to do what they can to keep promoting your voice of freedom.
[02:38:21.368 --> 02:38:34.054]  And as we look at the whole situation of what's devolving and the bigger picture, the bigger picture is that we see in 2015 is this is the year of the game changer.
[02:38:34.054 --> 02:38:37.675]  Look what's going on in the markets as we're speaking.
[02:38:37.675 --> 02:38:41.737]  All of a sudden, the markets are now under pressure.
[02:38:41.737 --> 02:38:44.578]  The Shanghai Index today lost over 5%.
[02:38:44.578 --> 02:38:47.720]  It's down over 2% across Europe.
[02:38:48.507 --> 02:38:50.268]  Again, what's going on in oil?
[02:38:50.268 --> 02:38:54.849]  Yes, it's an oversupply issue, but it's a lack of demand issue.
[02:38:54.849 --> 02:39:05.032]  Because when you go through all of the commodities, again, whether it's corn, whether it's iron ore, whether it's copper, you're looking at five-year lows.
[02:39:05.032 --> 02:39:07.953]  You're looking at a global slowdown.
[02:39:07.953 --> 02:39:14.755]  And the way they get your mind off the global slowdown is with war and going back to Russia.
[02:39:15.922 --> 02:39:18.624]  How they've taught us how to hate Russia.
[02:39:18.624 --> 02:39:21.086]  And you well know we were on top of this.
[02:39:21.086 --> 02:39:24.789]  We saw it coming with the Sochi Olympics.
[02:39:24.789 --> 02:39:28.792]  Again, prior to the destabilization of the Ukraine.
[02:39:28.792 --> 02:39:30.213]  Hey, Alex!
[02:39:30.213 --> 02:39:31.915]  Don't go to Sochi!
[02:39:31.915 --> 02:39:38.079]  Because if you get on one of those airplanes, watch out for those toothpaste bombs!
[02:39:38.079 --> 02:39:39.901]  Who could make this stuff up?
[02:39:39.901 --> 02:39:41.422]  I'll tell you who!
[02:39:41.422 --> 02:39:44.044]  A bunch of sick SOBs!
[02:39:44.044 --> 02:39:44.685]  Hey, Alex!
[02:39:45.345 --> 02:39:47.567]  Don't go to Sochi!
[02:39:47.567 --> 02:39:49.489]  Not if you like animals!
[02:39:49.489 --> 02:39:52.652]  Because they're shooting all those stray dogs!
[02:39:52.652 --> 02:39:54.553]  And don't drink the water!
[02:39:54.553 --> 02:39:57.176]  No, no, no, it's all yellow!
[02:39:57.176 --> 02:39:58.357]  Yeah!
[02:39:58.357 --> 02:40:01.139]  And hey, those hotel rooms, they're garbage!
[02:40:02.020 --> 02:40:07.765]  They started to defame Russia before it happened.
[02:40:07.765 --> 02:40:17.293]  By the time the Olympics began, America's perception of Russia was at a 1994 low.
[02:40:17.293 --> 02:40:19.215]  I'll tell everyone out there listening.
[02:40:19.815 --> 02:40:22.157]  You want to get into a good business?
[02:40:22.157 --> 02:40:29.224]  You can do it cheaply, doesn't have to make any sense, and you can make a lot of dough doing it.
[02:40:29.224 --> 02:40:30.605]  Propaganda!
[02:40:30.605 --> 02:40:32.887]  That's the business to get into.
[02:40:32.887 --> 02:40:35.270]  Watch out for those ISIS.
[02:40:35.270 --> 02:40:37.592]  Fear and hysteria.
[02:40:37.592 --> 02:40:41.535]  All of the propaganda coming out against Russia.
[02:40:41.535 --> 02:40:43.758]  Let's put this into perspective.
[02:40:43.758 --> 02:40:44.598]  Every week,
[02:40:45.692 --> 02:40:59.385]  If not, every day we keep hearing about Russian troop movements, Russian tanks, Russian armoured vehicles flooding over the Russian border into Ukraine.
[02:40:59.385 --> 02:41:04.509]  Hey Alex, have you seen any pictures yet?
[02:41:04.509 --> 02:41:04.810]  Nothing?
[02:41:05.629 --> 02:41:07.172]  They show us nothing.
[02:41:07.172 --> 02:41:09.597]  Hey, this world of selfies?
[02:41:09.597 --> 02:41:11.841]  You can't show us one photo?
[02:41:11.841 --> 02:41:13.464]  No, I'll tell you why.
[02:41:13.464 --> 02:41:15.328]  Because they're liars.
[02:41:15.328 --> 02:41:16.651]  They're sociopaths.
[02:41:17.557 --> 02:41:20.340]  They are leading us to war.
[02:41:20.340 --> 02:41:23.823]  The global economy is collapsing.
[02:41:23.823 --> 02:41:39.700]  Only a psychopath would want to put sanctions on Russia, that only hurts really the Europeans, because we don't do that much business with them, at a time when the European economy is in the clapper.
[02:41:39.700 --> 02:41:40.400]  Oh, that's right!
[02:41:41.261 --> 02:41:42.743]  Unemployment in Italy?
[02:41:42.743 --> 02:41:44.305]  Yeah.
[02:41:44.305 --> 02:41:46.047]  It's at record lows.
[02:41:46.047 --> 02:41:46.487]  Yeah, over 13%.
[02:41:49.211 --> 02:41:54.492]  Oh, look what happened today in the Greek stock market.
[02:41:54.492 --> 02:42:05.195]  Now you turn on CBS, Bloomberg, you see the little prostitutes come out there and say, there's recovery over there in Greece.
[02:42:05.195 --> 02:42:07.395]  They're out of a recession.
[02:42:07.395 --> 02:42:09.635]  Gee, wonder why the market's down 11% today.
[02:42:12.734 --> 02:42:24.361]  So you can see, only a moron, a psychopath, and a sociopath would put sanctions on Russia, now that Russians are putting sanctions on the Europeans.
[02:42:24.361 --> 02:42:25.802]  And who is it hurting?
[02:42:25.802 --> 02:42:28.704]  Well, it's hurting the small people in Europe.
[02:42:28.704 --> 02:42:32.546]  Yeah, the ones that used to sell product to Russia.
[02:42:32.546 --> 02:42:36.068]  So they're destroying the global economy.
[02:42:36.068 --> 02:42:40.891]  And when I said before, Alex, this isn't a throwaway line.
[02:42:42.148 --> 02:42:55.391]  That Obama, who's launched a war against Syria, that's dropping bombs on a sovereign nation, and you remember the line about that humanitarian mission?
[02:42:55.391 --> 02:42:57.652]  No, we're not going back in Iraq!
[02:42:57.652 --> 02:42:58.932]  No, no, no!
[02:42:58.932 --> 02:43:06.034]  We're there on a humanitarian mission to save those Christians on the mountain, and then the Yazidis.
[02:43:06.034 --> 02:43:07.714]  You know what a Yazidi is!
[02:43:07.714 --> 02:43:10.195]  I'm sure you got them all over San Antonio!
[02:43:10.635 --> 02:43:12.737]  We gotta save them too!
[02:43:12.737 --> 02:43:13.878]  No, no!
[02:43:13.878 --> 02:43:17.541]  It's not all those bombing runs they're doing every day!
[02:43:17.541 --> 02:43:19.382]  And who's he doing it with?
[02:43:19.382 --> 02:43:21.264]  Doesn't even ask Congress!
[02:43:21.264 --> 02:43:23.325]  Congress doesn't even care!
[02:43:23.325 --> 02:43:25.227]  They're traitors!
[02:43:25.227 --> 02:43:28.089]  These people are committing treason!
[02:43:28.089 --> 02:43:29.771]  They're treasonous acts!
[02:43:30.311 --> 02:43:32.593]  And no one wants to call it what it is.
[02:43:32.593 --> 02:43:35.456]  They're treasonous acts of war.
[02:43:35.456 --> 02:43:44.424]  They're treasonous acts that are robbing us of our constitutional rights, of our Bill of Rights, and our money.
[02:43:44.424 --> 02:43:47.167]  Because they make up things.
[02:43:47.167 --> 02:43:49.449]  One of the top trends... Oh, by the way...
[02:43:50.049 --> 02:44:01.483]  We have decided, we selected the people for InfoWars to hear our list of top 10 trends, of top trends for 2015 before anyone else.
[02:44:01.483 --> 02:44:05.388]  They just went out to our subscribers as we're talking.
[02:44:06.209 --> 02:44:10.672]  We also had a conference here in Colonial Kingston this last Saturday.
[02:44:10.672 --> 02:44:16.916]  A video of that is also available, a five-hour conference we put on.
[02:44:16.916 --> 02:44:21.498]  And people, if they go to our website, they can sign up to get that as well.
