[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[01:50:09.193 --> 01:50:17.298]  Now, when I listen to Alex when I come down here, or Mr. Jones, you know, I hear him talk about globalists and global norms.
[01:50:17.298 --> 01:50:29.825]  And there is a gathering tide of thought among elites, technocratic elites, scientific elites, UN elites, policy elites, that says there is one right answer.
[01:50:30.305 --> 01:50:31.046]  We're good to go.
[01:50:45.803 --> 01:50:56.505]  As luck would have it, in 1776, when our republic was created, Adam Smith also wrote The Wealth of Nations, and he warned against centralized power with respect to the economy.
[01:50:56.505 --> 01:51:07.208]  He said that the utility, the happiness, the satisfaction of individuals was better served by the invisible hand, a metaphor he used, of the marketplace distributing things globally.
[01:51:08.536 --> 01:51:19.064]  Are we in an era now where artificial intelligence permits us to do things that make the invisible hand an outdated metaphor?
[01:51:19.064 --> 01:51:31.373]  In other words, does big data now have the power to crunch the seemingly infinite number of data points associated with us all to come up with an algorithmic solution to how best we should live?
[01:51:31.373 --> 01:51:33.115]  The optimal speed limit, so to speak.
[01:51:33.735 --> 01:51:37.039]  Now, you're saying, wait a minute, AI, give me a break, where are you going?
[01:51:37.039 --> 01:51:40.523]  Take a look at Henry Kissinger's new book on Artificial Intelligence.
[01:51:40.523 --> 01:51:41.585]  It came out last year.
[01:51:41.585 --> 01:51:45.409]  He co-authored it with two other individuals, and I don't recall their names.
[01:51:45.409 --> 01:51:49.374]  But look up Henry Kissinger, Artificial Intelligence, and you'll see it.
[01:51:49.374 --> 01:51:52.397]  It's a fascinating intellectual history about what's going on with AI.
[01:51:52.978 --> 01:52:01.463]  Artificial intelligence, machine learning, the ability of a machine to teach itself to do things that we don't know or we can't do ourselves.
[01:52:01.463 --> 01:52:05.305]  What you will learn in that book is that we are now governed.
[01:52:05.305 --> 01:52:20.093]  We now live in a world where many decisions are made or many solutions to problems that policymakers must decide are resolved by machines, by machines that are crunching enormous amounts of data, coming up with solutions
[01:52:20.413 --> 01:52:24.197]  But we don't know how the machines are doing it.
[01:52:24.197 --> 01:52:30.204]  And we don't ask too many questions about how the machines are doing it because we're satisfied with the answers.
[01:52:30.204 --> 01:52:34.830]  Give me enough to eat and I won't care what the delivery algorithm looks like.
[01:52:34.830 --> 01:52:38.474]  Keep me warm enough and I'll be happy with however the house gets heated.
[01:52:39.495 --> 01:52:49.346]  I think that what individuals crave and the genius of the American system has been the ability of individuals to decide for themselves what makes them significant.
[01:52:49.346 --> 01:52:52.349]  To decide for themselves whether they want to be vaccinated.
[01:52:52.349 --> 01:52:59.857]  To decide for themselves, as Casey versus Planned Parenthood once put it, their own fundamental conception of existence or meaning in the universe.
[01:53:00.377 --> 01:53:11.463]  When you get the state, and you get policy elites at the state, local, and national levels, and international levels, making those decisions for us, that, my friends, is dystopia.
[01:53:11.463 --> 01:53:16.526]  And that is what we're seeing as we enter the 2022.
[01:53:16.526 --> 01:53:17.126]  Absolutely.
[01:53:17.126 --> 01:53:18.327]  Beautifully said, Norm.
[01:53:18.327 --> 01:53:24.571]  And that's why you do your own great podcast, tell people about that, and we're going to hit some more news, and wrap this up for this incredible Saturday broadcast.
[01:53:24.571 --> 01:53:28.032]  But, wow, the one thing I would add about AI,
[01:53:29.264 --> 01:53:34.406]  They'll talk to some of the high-level Google people and some other folks at the Pentagon about this.
[01:53:34.406 --> 01:53:38.367]  And they said, listen, everybody says that no one knows how it works.
[01:53:38.367 --> 01:53:44.429]  And everybody says, we're not sure how these chips are getting made or whatever, because it is the computers figuring out how to make it better and better.
[01:53:44.429 --> 01:53:48.170]  But we program these for the outcome we want.
[01:53:48.170 --> 01:53:49.791]  And so it goes back to Enron.
[01:53:50.902 --> 01:53:56.844]  Now, 30 years ago, in California and other areas, had all fake computer trading and fake screens.
[01:53:56.844 --> 01:53:58.485]  There's real screens, but fake data.
[01:53:58.485 --> 01:54:00.005]  And they would go, oh, this is what's happening.
[01:54:00.005 --> 01:54:01.166]  We're energy trading.
[01:54:01.166 --> 01:54:05.687]  They were in the back just making up whatever they wanted and stealing sometimes $3 billion a day.
[01:54:05.687 --> 01:54:10.689]  So what I'm saying is, a lot of this is like the Wizard of Oz, the curtain.
[01:54:10.689 --> 01:54:12.490]  And so they're telling you it's AI.
[01:54:12.490 --> 01:54:15.611]  And they're telling you it really did this.
[01:54:15.611 --> 01:54:17.351]  But really, they're just behind the scenes.
[01:54:17.351 --> 01:54:18.732]  And here's a great example of that.
[01:54:19.875 --> 01:54:27.119]  And I told one of the top AI experts in the world this when he was down here in Austin recently visiting.
[01:54:27.119 --> 01:54:28.219]  I'm not name-dropping, it's true.
[01:54:28.219 --> 01:54:29.560]  I'm not going to say the guy's name.
[01:54:29.560 --> 01:54:33.222]  I had one of the top AI guys in the world had dinner with him and Joe Rogan.
[01:54:33.222 --> 01:54:37.244]  And he was going the next day to meet with Elon Musk out of his space base.
[01:54:39.781 --> 01:54:46.063]  I said, you know, Steve Wozniak, one of the founders of Apple, says that an ant's brain is more powerful than the best AI.
[01:54:46.063 --> 01:54:51.726]  He said, well, yeah, currently, because it knows how to read pheromones, and has everything programmed in it, and it's all incredible, and such and such.
[01:54:51.726 --> 01:54:57.708]  But, you know, and he had his answer about how, but what the ant's doing is not, you know, overall that important.
[01:54:58.527 --> 01:55:02.230]  Well, that was just basically like, yeah, just like Bloomberg says, what's a farmer do?
[01:55:02.230 --> 01:55:03.912]  They just stick a seed in the ground, it comes up.
[01:55:03.912 --> 01:55:06.174]  It's a lot harder than that, folks, okay?
[01:55:06.174 --> 01:55:10.658]  And you've got the perfect land and all the rest of it, yeah, okay, it might be great, but most places it's hard.
[01:55:10.658 --> 01:55:16.002]  It takes a lot, and there's a lot you deal with, and you deal with the corruption of who you're selling it to and how to get it there.
[01:55:16.002 --> 01:55:17.524]  Farming's hard, okay?
[01:55:17.524 --> 01:55:18.425]  That's why most people can't do it.
[01:55:19.229 --> 01:55:22.591]  But I went on and said, you know what the most powerful AI is?
[01:55:22.591 --> 01:55:25.212]  It's the most simple AI that interfaces with humans.
[01:55:25.212 --> 01:55:34.216]  And I said, what is the most powerful system in the world, separate from the internet itself, that humans are interfacing with and working with and that we're having great success with?
[01:55:34.216 --> 01:55:35.857]  And I said, it's a system that's 100 years old.
[01:55:35.857 --> 01:55:36.898]  It's the traffic lights.
[01:55:36.898 --> 01:55:37.138]  Yeah.
[01:55:37.538 --> 01:55:46.146]  And I said, the best AI is a system that knows how to interface with humans and make our lives better, and it's simple and works, but also doesn't take our liberty.
[01:55:46.146 --> 01:55:57.036]  And the traffic light system is the perfect example of individual organisms in a group, collective colony organism, interfacing with the machine to make our lives better.
[01:55:57.036 --> 01:56:03.722]  But instead of these AI systems, they're pre-programming them for the outcome they want, and then saying to everybody else, oh, it's science, just do what it says.
[01:56:03.902 --> 01:56:06.824]  Well, it may be, but I think of it in a more homely way.
[01:56:06.824 --> 01:56:14.370]  If you say to your computer, I want to be healthy, wealthy, and safe, those are goals that we all want.
[01:56:14.370 --> 01:56:19.414]  And the computer goes out and arranges your life such that you wake up the following morning strapped
[01:56:19.774 --> 01:56:21.676]  I don't know if I can.
[01:56:44.498 --> 01:56:49.500]  You gotta say, I want you to place over there, away from me, the 50,000 pounds of gold.
[01:56:49.500 --> 01:56:54.322]  You can't take from people the right to have them make their own decisions and have them be satisfied.
[01:56:54.322 --> 01:56:55.462]  Because it turns you into an idiot.
[01:56:55.462 --> 01:56:56.383]  A zombie, yeah.
[01:56:56.383 --> 01:56:59.524]  And I think that was the appeal of the zombie movies not too long ago.
[01:56:59.524 --> 01:57:00.824]  There's something happening there.
[01:57:00.824 --> 01:57:04.546]  What it is, it's becoming clear enough to us, this election cycle.
[01:57:04.546 --> 01:57:11.688]  But we're becoming zombies and we're living in a world, we're living in a digital dystopia where we're delivered items and expected to be happy.
[01:57:11.688 --> 01:57:13.249]  And people have the brainpower, I've noticed.
[01:57:13.809 --> 01:57:15.990]  They could have three degrees or no degree.
[01:57:15.990 --> 01:57:19.651]  They choose to just decide what they want to believe and just be lazy.
[01:57:19.651 --> 01:57:22.212]  They go, no, no, no, I'm not listening.
[01:57:22.212 --> 01:57:30.494]  You know, I spent a good part of the spring during the pandemic when we were locked down in New England rereading 1984, Brave New World, Margaret Atwood's The Handmaid's Tale, and others.
[01:57:30.854 --> 01:57:32.055]  And what I learned is the following.
[01:57:32.055 --> 01:57:40.762]  In every dystopia, what the author does is he takes some element of experience and exaggerates it, and makes it become the dominating factor in a particular society.
[01:57:40.762 --> 01:57:47.408]  And in each of these novels, what's interesting is the protagonist decides, if I went along, I could be happy.
[01:57:47.408 --> 01:57:49.129]  But going along isn't good enough.
[01:57:49.129 --> 01:57:50.831]  I want to make my own way.
[01:57:50.831 --> 01:57:54.153]  And that's what the American way has been, and that's what the Bill of Rights has done.
[01:57:54.153 --> 01:57:55.735]  Well, in most dystopias, both real and fictional,
[01:57:56.778 --> 01:57:58.599]  Try to give you rewards if you submit.
[01:57:58.599 --> 01:58:02.561]  If you really look at this, you submit and then it gets worse.
[01:58:02.561 --> 01:58:04.842]  Well, maybe it does, maybe it doesn't.
[01:58:04.842 --> 01:58:09.544]  Right now it looks better because you get the bing, bing, bing, bing, bing points in the great electronics machine.
[01:58:09.544 --> 01:58:11.145]  Here's a Google censorship meeting.
[01:58:11.145 --> 01:58:11.805]  No.
[01:58:11.805 --> 01:58:12.886]  Ten minutes ahead.
[01:58:12.886 --> 01:58:14.267]  Norm, let's go over some articles together.
[01:58:14.267 --> 01:58:14.927]  How does that sound?
[01:58:14.927 --> 01:58:15.327]  Great.
[01:58:15.327 --> 01:58:16.708]  You like this commercial-free format?
[01:58:17.515 --> 01:58:21.496]  It's a lot of pressure because we got to keep talking and we don't get a chance to say, how am I doing?
[01:58:21.496 --> 01:58:23.037]  Norm, you're kicking ass.
[01:58:23.037 --> 01:58:24.277]  Oh, all right.
[01:58:24.277 --> 01:58:25.198]  All right.
[01:58:25.198 --> 01:58:27.719]  I wrote some notes up here that I wanted to go over.
[01:58:27.719 --> 01:58:32.420]  I wrote these up Friday, but never got to them on air.
[01:58:32.420 --> 01:58:35.121]  It's just a quick outline because this isn't Alex Jones.
[01:58:35.121 --> 01:58:36.502]  This isn't me after talking about myself.
[01:58:36.502 --> 01:58:38.343]  This is what they're coming at you with.
[01:58:38.343 --> 01:58:41.304]  Everything that's being done is what they're trying to normalize.
[01:58:41.304 --> 01:58:44.405]  Prior to DC events, August 28th,
[01:58:47.012 --> 01:58:53.794]  1963 MLK and more than 200,000 demonstrators took part in a march on Washington for freedom and jobs.
[01:58:53.794 --> 01:59:01.196]  The march was successful in pressuring JFK's administration to initiate a strong federal rights bill in Congress.
[01:59:01.196 --> 01:59:03.176]  This is not domestic terrorism.
[01:59:03.176 --> 01:59:10.198]  We were wanting to have a 10 day review that Senator Cruz was putting forward that was legal and lawful, that Pelosi proposed before four years earlier.
[01:59:11.087 --> 01:59:14.129]  They didn't get it either of this Senate review.
[01:59:14.129 --> 01:59:15.150]  That's legal and lawful.
[01:59:15.150 --> 01:59:17.931]  They're saying it's terrorism to put pressure on government to get what you want.
[01:59:17.931 --> 01:59:23.215]  No, it's terrorism to threaten groups and individuals with violence if they don't do what you want.
[01:59:23.215 --> 01:59:24.435]  But we're not doing this.
[01:59:24.435 --> 01:59:32.400]  So how do you balance Declaration of Independence says I have a right to stand up and fight back if I decide this government's bad versus the
[01:59:33.761 --> 01:59:35.803]  Well, there's a line, and that's the fundamental concept.
[01:59:35.803 --> 01:59:40.388]  It used to be the case that you could appear in Washington and march without fear of governmental recrimination.
[01:59:40.388 --> 01:59:42.550]  But what you could never do was go and become a hooligan.
[01:59:56.084 --> 01:59:59.008]  Well that's right, yeah, because 700 people went in and a couple hundred attacked police.
[01:59:59.008 --> 01:59:59.589]  You're all guilty.
[02:00:11.505 --> 02:00:16.766]  Yeah, so let's ban soccer in Europe, because who knows what might happen if somebody gets drunk and goes to the bar.
[02:00:16.766 --> 02:00:18.066]  That's just not the way it is.
[02:00:18.066 --> 02:00:21.847]  You know, protest is as American as apple pie.
[02:00:21.847 --> 02:00:26.488]  I mean, there used to be people burned in effigy in public squares in the United States.
[02:00:26.488 --> 02:00:29.588]  If you did that now, it would probably be called incitement to commit violence.
[02:00:29.588 --> 02:00:30.969]  Well, Thomas Jefferson said it.
[02:00:30.969 --> 02:00:33.449]  When the government fears the people, there is liberty.
[02:00:33.449 --> 02:00:35.189]  When the people fear the government, there is tyranny.
[02:00:35.189 --> 02:00:37.830]  I don't want to make people fear me, but they're trying to make me fear them.
[02:00:38.584 --> 02:00:45.990]  Well, and that's what's called, from a First Amendment context, chilling you in the exercise of your First Amendment rights.
[02:00:45.990 --> 02:00:49.413]  If you become afraid to speak, then we all lose.
[02:00:49.413 --> 02:00:55.337]  And so the call to patriots now is to not be cowed and to have the courage of your convictions.
[02:00:55.337 --> 02:00:58.620]  You know, civil disobedience is often misunderstood.
[02:00:58.620 --> 02:01:02.063]  Sometimes people disobey the law to show that the law is wrong.
[02:01:02.063 --> 02:01:06.586]  That was the point of Martin Luther King's arrest and his famous letters from a Birmingham jail.
[02:01:07.387 --> 02:01:11.512]  Is the next round of protests in Washington going to be deemed civil disobedience?
[02:01:11.512 --> 02:01:21.623]  Are we going to have to submit to arrest because we merely went to Washington with a black... Well, you saw the Washington Post saying protesting the vaccine mandate is terrorism.
[02:01:22.484 --> 02:01:24.405]  Yeah, I saw that, but that's illiterate.
[02:01:24.405 --> 02:01:38.814]  I mean, for one of the nation's premier newspapers, a newspaper I think that said, as part of its advertising banner, democracy dies in darkness in the bad old days of Donald Trump, for that newspaper... It even says it above it!
[02:01:38.814 --> 02:01:40.095]  What's crazy, think of the oxymoron.
[02:01:40.095 --> 02:01:41.596]  Oh, there it is, yeah!
[02:01:41.596 --> 02:01:47.820]  Democracy dies in darkness, but close your eyes everybody and roll up your sleeves and get the vaccine or we'll call you a terrorist.
[02:01:47.820 --> 02:01:51.042]  We can't take a screenshot of it just as a meme and say, no caption needed.
[02:01:51.922 --> 02:01:56.484]  Democracy dies in darkness, don't you protest the terrorists!
[02:01:56.484 --> 02:01:58.925]  That opinion is absolutely asinine.
[02:01:58.925 --> 02:02:07.189]  And when Tom Cotton wanted to write something about the use of the Insurrection Act during 2020, there was virtual palace revolt inside the New York Times.
[02:02:07.189 --> 02:02:09.850]  Double standards matter, people.
[02:02:09.850 --> 02:02:15.132]  If you can't feel free to speak your mind without recrimination, why live here?
[02:02:16.178 --> 02:02:22.741]  Well, I mean, a lot of the left has become so radicalized, and they're a minority now, that they feel like, oh, we're fighting Nazis and evil.
[02:02:22.741 --> 02:02:25.783]  We've got to do whatever it takes to beat them, and then we'll bring the freedom back later.
[02:02:25.783 --> 02:02:26.923]  But that's not what this is.
[02:02:26.923 --> 02:02:33.707]  This is corporate behavioral psychologists getting you on board with doing bad things, and they're not going to ever put it back in Pandora's box.
[02:02:36.151 --> 02:02:36.911]  I hope you're wrong.
[02:02:36.911 --> 02:02:37.772]  Let's get a few more of these.
[02:02:37.772 --> 02:02:38.952]  I hope you're wrong.
[02:02:38.952 --> 02:02:57.217]  Number two, when Infowars attended prior rallies in capitals and the governor's mansions in Austin, Baton Rouge, Atlanta, Georgia, where Representative Vernon Jones invited the crowd into the capital of over 500 and it was peaceful, Columbia, South Carolina, Richmond, Virginia, not to mention two prior large rallies in Washington, D.C., there was no violence at any of these events.
[02:02:57.217 --> 02:03:02.779]  In Richmond, Virginia, 20,000 armed protesters were outside the capital and held a completely peaceful rally.
[02:03:03.871 --> 02:03:05.313]  That was attended as well.
[02:03:05.313 --> 02:03:09.097]  None of these events were conspiracies or sedition or domestic terrorism.
[02:03:09.097 --> 02:03:09.958]  And I'll just be honest.
[02:03:09.958 --> 02:03:12.420]  I traveled so much then, did so many rallies.
[02:03:12.420 --> 02:03:15.384]  It's a little scary being in a crowd of a million people or 200,000 or whatever.
[02:03:15.384 --> 02:03:18.867]  And you kind of just switch off and you just think, well, the police will handle it or we're all here.
[02:03:20.336 --> 02:03:27.698]  But January 6th was different, and they were there, and they were waiting, and they provocateur at bare minimum, and the police were half man that day.
[02:03:27.698 --> 02:03:30.839]  And then the FBI had a huge team there watching the Capitol.
[02:03:30.839 --> 02:03:34.480]  They stood down and let a handful of people attack the first police.
[02:03:34.480 --> 02:03:35.581]  I mean, come on.
[02:03:35.581 --> 02:03:40.282]  You got, you send out like 15 police to try to stop a crowd of thousands trying to come into Capitol.
[02:03:40.282 --> 02:03:43.363]  This was obviously bare minimum norm standout.
[02:03:44.847 --> 02:03:45.707]  I don't know enough.
[02:03:45.707 --> 02:04:02.653]  I mean, I'm reading into all this to prepare for Owen's defense and, you know, given the events of the last week and Garland's attitude and the mainstream media's attempt to whip up vitriol as to you, we're preparing for a bigger fight to come and I'll know more as time goes by.
[02:04:02.653 --> 02:04:09.456]  My take on what happened on January 6th in the Capitol is there's a crisis of public confidence in institutions in the United States.
[02:04:09.796 --> 02:04:11.238]  Call it a crisis of legitimacy.
[02:04:11.238 --> 02:04:20.388]  We've got red states, blue states, families that cut their Thanksgiving and holiday dinners short and didn't talk politics because they can't bear to look at one another across the table.
[02:04:20.388 --> 02:04:21.589]  That's wrong.
[02:04:21.589 --> 02:04:25.454]  And so we had an election that many people were deeply disappointed in.
[02:04:26.134 --> 02:04:28.995]  Donald Trump got a record number of votes but lost.
[02:04:28.995 --> 02:04:30.896]  Joe Biden got the biggest record.
[02:04:30.896 --> 02:04:34.398]  So we had one of the highest turnouts in the nation's history.
[02:04:34.398 --> 02:04:35.498]  More people voted.
[02:04:35.498 --> 02:04:40.600]  There was a lot on the line and many people were deeply disappointed and thought the election was stolen.
[02:04:40.600 --> 02:04:44.182]  I don't fault Donald Trump and his legal team, of which I was not a part.
[02:04:44.642 --> 02:04:48.067]  Ladies and gentlemen, that's part of the democratic process.
[02:04:59.705 --> 02:05:04.509]  And you have a right to go to Congress and say, hey, hell no, something's wrong here.
[02:05:04.509 --> 02:05:06.130]  I think the election was stolen.
[02:05:06.130 --> 02:05:07.671]  You have a right to have that opinion.
[02:05:07.671 --> 02:05:08.952]  And Democrats always did that.
[02:05:08.952 --> 02:05:12.235]  It's crazy how everything they called for now they say is illegal.
[02:05:12.235 --> 02:05:13.456]  Here's another one.
[02:05:13.456 --> 02:05:15.597]  We tried to stop the violence on January 6th.
[02:05:16.718 --> 02:05:18.059]  It's all on camera.
[02:05:18.059 --> 02:05:25.906]  And again, I'm not setting myself up as a hero, but compared to the FBI, that was, you know, you're going to see a thousand armed ones were all secretly there.
[02:05:25.906 --> 02:05:27.807]  I saw them as soon as they wanted to boil out.
[02:05:27.807 --> 02:05:31.950]  As soon as the main crowd got the message from Trump to leave, as soon as that was happening, I was already leaving.
[02:05:31.950 --> 02:05:33.892]  I saw all these paramilitary coming in.
[02:05:33.892 --> 02:05:35.674]  I said, we got to get the hell out of here.
[02:05:35.674 --> 02:05:37.795]  They cleaned that place up very quickly.
[02:05:37.795 --> 02:05:42.999]  I mean, they had like seven or eight state police at the Georgia Capitol who just threw
[02:05:43.920 --> 02:05:48.301]  They knew it was a nice crowd, but they still didn't want stuff to get out of hand because a few rowdy folks caused a problem.
[02:05:48.301 --> 02:05:55.284]  Those guys had such Marine Corps drill sergeant presence that everybody didn't even think about anything.
[02:05:55.284 --> 02:05:59.525]  Imagine if they'd have had all those paramilitary there that day.
[02:05:59.525 --> 02:06:02.986]  If they'd have just showed up when 20 dudes were breaking through five cops, this wouldn't have happened.
[02:06:03.306 --> 02:06:08.992]  I'm not sure I've ever been able to tell this story on the air for you, but you know, right after January 6th, your office called me.
[02:06:08.992 --> 02:06:10.173]  It might have been you for all I know.
[02:06:10.173 --> 02:06:12.316]  I was sitting in New Haven in my office.
[02:06:12.316 --> 02:06:16.820]  The Wall Street Journal reported that Alex was inspiring and inciting people to terrorism.
[02:06:18.502 --> 02:06:21.723]  I don't recall the date, and you had video to prove otherwise.
[02:06:21.723 --> 02:06:28.186]  Now, I happen to know the reporter who I won't name here, who was one of the people who reported this at the Wall Street Journal, and I had his number.
[02:06:28.186 --> 02:06:28.767]  I called him up.
[02:06:28.767 --> 02:06:30.708]  I said, what are you doing?
[02:06:30.708 --> 02:06:31.568]  Read the quote from memory.
[02:06:31.568 --> 02:06:40.192]  He's like, the coward Jones stood on a vehicle, which I was on a vehicle, hundreds of yards away, out of the rubber bullet and tear gas, telling them to attack.
[02:06:40.572 --> 02:06:43.234]  And so I said, you know, I've got a video that says otherwise.
[02:06:43.234 --> 02:06:46.717]  And so I sent them the video and they called and they were at least honest about it.
[02:06:46.717 --> 02:06:48.378]  They said, we were right there.
[02:06:48.378 --> 02:06:51.000]  We thought we heard him inciting people.
[02:06:51.000 --> 02:06:59.866]  That is the classic example of confirmation bias and the classic example of what's wrong with the mainstream media's treatment of Alex Jones.
[02:06:59.866 --> 02:07:02.148]  Alex Jones is not a monster.
[02:07:02.148 --> 02:07:03.729]  He's not a terrorist.
[02:07:03.729 --> 02:07:07.052]  He's asking questions that if you're listening to this, you want answers to.
[02:07:07.052 --> 02:07:08.232]  Well, he does have a potbelly, though.
[02:07:09.173 --> 02:07:11.774]  But I mean, seriously, and I get some of their quotes.
[02:07:11.774 --> 02:07:14.356]  They go, why does he say USA, USA?
[02:07:14.356 --> 02:07:15.056]  You're great.
[02:07:15.056 --> 02:07:15.777]  Now leave.
[02:07:15.777 --> 02:07:16.537]  They wouldn't listen.
[02:07:16.537 --> 02:07:18.258]  I'm like, leave, leave.
[02:07:18.258 --> 02:07:18.638]  Don't go on.
[02:07:18.638 --> 02:07:19.739]  You're going to get killed.
[02:07:19.739 --> 02:07:20.259]  Huh?
[02:07:20.259 --> 02:07:22.240]  I'm like, USA, USA.
[02:07:22.240 --> 02:07:23.661]  Let's go see Trump on the other side.
[02:07:25.042 --> 02:07:27.485]  And the left goes, he was directing them to attack the other side.
[02:07:27.485 --> 02:07:29.226]  No, that's where we had a frickin' confirmance!
[02:07:29.226 --> 02:07:33.830]  And that's where the coverage in the last 24 hours becomes particularly concerning.
[02:07:33.830 --> 02:07:47.643]  Because what I suspect people like Media Matters are doing, and hi guys, nice to see you, is trolling through everything that Mr. Jones has said, and looking for the incendiary rhetoric so that they can say, look, this reflects his true motives.
[02:07:47.643 --> 02:07:50.085]  His actions, however, those were the false flag.
[02:07:50.445 --> 02:07:54.706]  So if Mr. Jones claims something's a false flag, he's a conspiracy theorist.
[02:07:54.706 --> 02:07:56.747]  When they say it, well, that's a larger truth.
[02:07:56.747 --> 02:07:58.808]  But my whole history is not being violent.
[02:07:58.808 --> 02:08:00.888]  I don't think there is any history of violence.
[02:08:00.888 --> 02:08:05.069]  Now, you know, some have said, well, you know, but what about that half-track you wander around in?
[02:08:05.069 --> 02:08:07.670]  That is a dramatic prop and it catches people's attention.
[02:08:07.670 --> 02:08:11.391]  But there have also been occasions when you've been out in public and you've been attacked.
[02:08:11.391 --> 02:08:14.712]  And so, you know, you don't shrink from expressing your point of view.
[02:08:14.712 --> 02:08:15.332]  Police have armored vehicles.
[02:08:15.332 --> 02:08:16.833]  That doesn't mean they're planning terror attacks.
[02:08:17.262 --> 02:08:19.943]  Well, you know, so crazy world, crazy times.
[02:08:19.943 --> 02:08:27.845]  So, number four, Jaden X is still walking around supposedly awaiting trial over a year after he was inside the Capitol and on camera clearly trying to incite the crowd.
[02:08:27.845 --> 02:08:35.747]  Pelosi defended Maxine Waters when Waters called for protesters to be confrontational in restaurants and gas stations and malls.
[02:08:35.747 --> 02:08:38.108]  And Derek Chauvin is acquitted.
[02:08:38.108 --> 02:08:41.568]  In 2016, Pelosi guaranteed that Trump would not be president.
[02:08:41.568 --> 02:08:43.269]  Many Democrats under Obama deferred.
[02:08:43.769 --> 02:08:44.290]  We're good to go.
[02:09:05.706 --> 02:09:15.669]  Any patriotic Americans, whether they were in Washington on January 6th or not, and whether they knowingly or unknowingly participated in what Garland and the DOJ call a conspiracy.
[02:09:15.669 --> 02:09:19.650]  I know you already covered this, but I had to watch this clip like 10 times when he said it.
[02:09:19.650 --> 02:09:20.731]  This is unprecedented.
[02:09:20.731 --> 02:09:24.752]  What the... He didn't just put that... I mean, he reads off a teleprompter in there for no reason.
[02:09:24.752 --> 02:09:26.332]  What does that mean?
[02:09:26.332 --> 02:09:28.593]  That sounds like a total declaration of war and it's illegal behavior.
[02:09:29.466 --> 02:09:34.748]  I'd return Garland's comments with a rhetorical question.
[02:09:34.748 --> 02:09:40.509]  Why not apply that standard to the people who routinely attack the federal courthouse in Portland, Oregon?
[02:09:40.509 --> 02:09:48.331]  I mean, there's far more violence against federal property in Portland on a weekly basis than took place in Washington on January 6th.
[02:09:48.331 --> 02:09:49.172]  I get it.
[02:09:49.172 --> 02:09:53.733]  The Capitol is a special... They've been shooting up the Seattle ones and shooting up the Border Patrol.
[02:09:54.053 --> 02:09:54.493]  I get it.
[02:09:54.493 --> 02:09:59.057]  The Capitol, the United States Capitol, is a sacred symbol of our democracy.
[02:09:59.057 --> 02:09:59.597]  I get it.
[02:09:59.597 --> 02:10:04.241]  The peaceful transfer of power in this country is one of our distinguishing characteristics.
[02:10:04.241 --> 02:10:04.821]  I get it.
[02:10:04.821 --> 02:10:09.385]  If somebody tried to use violence to stop that, there should be legal consequences.
[02:10:09.385 --> 02:10:17.751]  But there is ongoing, regular, coordinated, planned, concerted violence in some of our cities to this day.
[02:10:17.751 --> 02:10:18.992]  Where's the DOJ on that?
[02:10:19.432 --> 02:10:25.997]  And is Nancy Pelosi too busy pulling the gelato out of her freezer to pay attention to what doesn't serve her?
[02:10:25.997 --> 02:10:28.840]  I don't really want to hear about that desiccated scarecrow.
[02:10:28.840 --> 02:10:33.703]  I want to see some federal action to protect federal property on the West Coast.
[02:10:33.703 --> 02:10:34.904]  I totally agree.
[02:10:34.904 --> 02:10:36.986]  And obviously that's about the collapse of civilization.
[02:10:36.986 --> 02:10:38.207]  That's why they're doing it.
[02:10:38.207 --> 02:10:39.108]  I'll be back tomorrow.
[02:10:41.227 --> 02:10:43.089]  4 to 6 p.m.
[02:10:43.089 --> 02:10:45.231]  on Sunday Live.
[02:10:45.231 --> 02:10:51.096]  You and I had breakfast this morning at my house, and you really agree with my plan to take off up to a month.
[02:10:51.096 --> 02:10:53.078]  It's just got to be done.
[02:10:53.078 --> 02:10:56.040]  Well, I mean, do you really want me to talk about what we talked about this morning?
[02:10:56.040 --> 02:10:57.662]  That's the attorney-client privilege.
[02:10:57.662 --> 02:10:59.183]  We're on the air here.
[02:10:59.183 --> 02:11:04.468]  If you've announced that you're going to take off, look, here's what I said to you, and you invited me to say it.
[02:11:04.468 --> 02:11:05.769]  Take care of yourself, Alex.
[02:11:06.609 --> 02:11:10.831]  You know, right now you've become a lightning rod for controversy in the United States.
[02:11:10.831 --> 02:11:13.933]  If you don't take care of yourself, you can't take care of others.
[02:11:13.933 --> 02:11:18.295]  Many people look to you to stand at the barricades and say, look, what about this?
[02:11:18.295 --> 02:11:19.395]  What about that?
[02:11:19.395 --> 02:11:21.376]  Take a little bit of time to reassess.
[02:11:21.376 --> 02:11:25.278]  Do your own reset, because we're going to need you in the months and years to come.
[02:11:25.558 --> 02:11:26.098]  Absolutely.
[02:11:26.098 --> 02:11:27.619]  Well, I'm going to take some time off very soon.
[02:11:27.619 --> 02:11:37.564]  It'll be this week or the next few weeks, but I've got to do it just to totally put the phone away, the computer, do nothing, not respond to anything because I need to decide what I'm going to do because...
[02:11:39.130 --> 02:11:41.691]  I mean, it's so dangerous now.
[02:11:41.691 --> 02:11:46.353]  Everything we do, and any mistake we make, they're going to use to really destroy the country.
[02:11:46.353 --> 02:11:47.914]  Because we do have so much power.
[02:11:47.914 --> 02:11:50.515]  And as they say in Spider-Man, with great power comes great responsibility.
