[00:00.000 --> 00:20.800]  Infowars, the most banned network in the world.
[3:04:35.040 --> 3:04:40.720]  to be able to join on the fundraiser on wednesday but ladies and gentlemen if i i'm asking 1000 of
[3:04:40.720 --> 3:04:46.000]  you okay who are capable and you know who you are financially i'll put the first thousand in all
[3:04:46.000 --> 3:04:51.600]  paypal alex within and i i don't believe in telling you to do something hold on stay there back
[3:04:51.600 --> 3:04:54.640]  in 60 seconds save info wars dot com is the current place
[3:04:57.520 --> 3:05:04.800]  the biggest sale of 2022 is now live exclusively at info war store dot com the info war store
[3:05:04.800 --> 3:05:13.120]  super sale is now live 40 to 50 off bare minimum 40 off many of the products 15 off at info
[3:05:13.120 --> 3:05:19.120]  war store dot com the most exciting of all these incredible products is x3 all three of the very
[3:05:19.120 --> 3:05:25.520]  best types of iodine that are natural and pure that should get into your cells are in x3 the
[3:05:25.520 --> 3:05:31.280]  deep earth crystal iodine and two other types to maximize full absorption this really is the missing
[3:05:31.280 --> 3:05:38.880]  link x3 sold out for a long time is finally back in stock available at info war store dot com
[3:05:38.880 --> 3:05:44.480]  or by calling toll free triple eight two five three three one three nine now it takes a few weeks
[3:05:44.480 --> 3:05:50.160]  for this high quality iodine to kick in but almost everybody after that feels the effects it's not
[3:05:50.160 --> 3:05:55.600]  a sheer immune system but it's for your energy and so much more x3 back in stock at info war
[3:05:55.600 --> 3:06:05.920]  store dot com 50 off lines of the information war it's alex jones steve quail of steve quail
[3:06:05.920 --> 3:06:10.800]  dot com best-selling author founding prepper guy that predicted everything is now happening to a
[3:06:10.800 --> 3:06:16.800]  p was getting into the fact that we've got to keep liberty instruments like info wars on
[3:06:16.800 --> 3:06:20.560]  air during this critical time anywhere you're also going to finish up with just the law's a fair
[3:06:20.560 --> 3:06:28.720]  attitude as we sleepwalk into armageddon well in essence again the the cavalier attitude it's
[3:06:28.720 --> 3:06:35.760]  just as it says if alex everybody is listening to the battle plan and going well as long as it
[3:06:35.760 --> 3:06:41.920]  doesn't hit me i'm okay everything you've known all your freedoms liberties they've already gone
[3:06:42.640 --> 3:06:46.880]  every estimate is if there's a tactical nuke use it's going to go regional and probably
[3:06:46.880 --> 3:06:52.720]  planet-wide i mean i mean we are on the verge of destruction yeah and i want to change the term
[3:06:52.720 --> 3:06:58.720]  tactical okay we're talking tactical weapons are in the kiloton region we're talking about region
[3:06:58.720 --> 3:07:05.200]  we're talking strategic nuclear weapons we're in the 25 megaton realm and by the way they the
[3:07:05.200 --> 3:07:10.480]  russians have their satan one and satan two and by the way those were named in honor of the united
[3:07:10.480 --> 3:07:18.320]  states a multi-targeted reentry vehicle warheads that have multiple warheads in each rocket they
[3:07:18.320 --> 3:07:25.360]  are on i'm told five minute launch command they have their targets already picked and by the way
[3:07:25.360 --> 3:07:31.840]  none of this stuff is being done in secret i don't know what more honestly people could do then
[3:07:31.840 --> 3:07:38.240]  and then expect from russia when we're they're being told daily daily and this is all about
[3:07:38.240 --> 3:07:44.080]  stopping world war three everyone it is they're being told daily we're going to nuke you so let's
[3:07:44.080 --> 3:07:49.200]  see says to the united states and then tries to walk it back you guys should nuke russia well the
[3:07:49.200 --> 3:07:56.800]  bottom line is we don't even have newer warheads we don't even have the the missile commanders
[3:07:56.800 --> 3:08:02.080]  literally are in dresses and wearing red high heels right and i said this and i stand by it let me
[3:08:02.080 --> 3:08:09.200]  tell you something women's panties on men and red high heels or leather bondage sadomasochism
[3:08:09.840 --> 3:08:18.080]  heads of the department of energy that high heel shoes are not a very effective defense
[3:08:18.080 --> 3:08:24.080]  against hypersonic missiles by the way russia said in 90 seconds from our submarine launch
[3:08:24.080 --> 3:08:29.200]  ballistic missiles this place disappears this place disappears this place disappears
[3:08:29.200 --> 3:08:34.640]  and you know putting aircraft carriers out to sea when a hundred megaton nuclear weapon is
[3:08:34.640 --> 3:08:41.520]  underneath you is not really modern warfare any longer so in essence there is no sanity there is
[3:08:41.520 --> 3:08:47.360]  no rationale in my opinion there's just a provocation of world war three and alex i think what
[3:08:47.360 --> 3:08:52.880]  people have got to understand is the bible is very clear about this that the anti christ
[3:08:52.880 --> 3:08:58.080]  is waiting in the wings to come on as a man apiece after of course a nuclear war you've
[3:08:58.080 --> 3:09:05.440]  got to scare humanity into accepting the ultimate world dictator and now we've heard that from the
[3:09:06.240 --> 3:09:10.080]  from the mouth of the pope one world religion we're hearing about the one world
[3:09:10.080 --> 3:09:14.960]  digital currency and of course the world economic foundation of one world government
[3:09:14.960 --> 3:09:21.200]  where you'll own nothing i'll own nothing and uh how crazy is it how vindicated you and others are
[3:09:21.200 --> 3:09:26.560]  i mean out because i've been around 28 years been around 35 years but totally vindicated now i don't
[3:09:26.560 --> 3:09:30.640]  i don't see that as a positive i feel sick but we were unable to stop this but i mean we are
[3:09:30.640 --> 3:09:35.440]  totally vindicated and they just hope censorship makes us go away but we've proven we know what
[3:09:35.440 --> 3:09:41.840]  we're talking about well yeah and again they can call it conspiracy all they want but when
[3:09:41.840 --> 3:09:49.200]  you and i were talking just about social media being if you will a a projection of the stasi
[3:09:49.200 --> 3:09:54.400]  a marcus wolf and i remember you and i did a broadcast podcast what 10 years ago a marcus
[3:09:54.400 --> 3:09:59.440]  member member obama hired the former head of the stasi then google hired stasi to help set up her
[3:09:59.440 --> 3:10:06.640]  system yep and so ladies and gentlemen you know everything you think do and say is in the spine
[3:10:06.640 --> 3:10:12.320]  they're doing it you doing at you every day and now it's not enough just to have external means
[3:10:12.320 --> 3:10:17.520]  they want internal means so they want the neural link they want this they want that and and i want
[3:10:17.520 --> 3:10:24.320]  people to understand this total control is at the end of everything that the world economic
[3:10:24.320 --> 3:10:30.800]  foundation is going and uh you know uval harari is very clear he's basically saying the majority
[3:10:30.800 --> 3:10:36.560]  of the planet has to die you're useless eaters he said that exactly he said the future is not human
[3:10:37.520 --> 3:10:41.040]  you got it so when you said that one of your books i forget which one
[3:10:41.040 --> 3:10:45.200]  i read over 20 years ago it actually says their plan is for the not to be a human future
[3:10:45.200 --> 3:10:51.440]  yeah and that was genetic armageddon which you carry in those days and now the the book that's
[3:10:51.440 --> 3:10:58.240]  really important is terminated the end of man is here not near so when you hear about
[3:10:58.960 --> 3:11:03.840]  h plus humanity plus when you hear about the genetic manipulation of the human genome when
[3:11:03.840 --> 3:11:11.440]  you hear about the introduction of a micro biome controlled operating system within your body
[3:11:11.440 --> 3:11:17.520]  and remember this anything they put in you can be controlled to destroy you at a moment's noise
[3:11:17.520 --> 3:11:24.320]  notice and so now we're seeing and i'm sorry we're seeing this i came into my office day
[3:11:24.320 --> 3:11:29.760]  knowing i would be doing this but my my manager daryl said what's the matter i said i never felt
[3:11:29.760 --> 3:11:35.680]  the sick of my stomach it's one thing to write about it decades in advance but it's another thing
[3:11:35.680 --> 3:11:44.880]  to see people blissfully unaware not even realizing what it what is at their front door and what
[3:11:44.880 --> 3:11:50.480]  happens if russia takes out 10 cities they're gone in a flash and by the way putin also said
[3:11:50.480 --> 3:11:55.280]  and the defense minister said we're not going to just hit one city another city another city
[3:11:55.280 --> 3:12:01.360]  he said all of our missiles will hit at once i don't think people understand that i pay attention
[3:12:01.360 --> 3:12:08.160]  to what they say again ladies and gentlemen we're fighting for your lives your children this is a
[3:12:08.160 --> 3:12:13.040]  melodrama this is the truth this is some netflix show and people psychologically confuse all the
[3:12:13.040 --> 3:12:17.920]  entertainment and all these programs with reality this is reality steve quell dot com
[3:12:17.920 --> 3:12:22.640]  steve will be with us for two hours wednesday night special emergency broadcast steve quell
[3:12:22.640 --> 3:12:27.520]  dot com i hope we're here on wednesday god bless you sir and thank you so much the time thank you
[3:12:27.520 --> 3:12:33.440]  alex and people get behind this and seriously 1000 people go to alex what's your website where
[3:12:33.440 --> 3:12:37.360]  they can save info wars dot com is where i need the funds to keep the legal battle going that's
[3:12:37.360 --> 3:12:41.360]  the most important 100 will go towards that we're about to finish these show trials we've got two
[3:12:41.360 --> 3:12:45.120]  years of appeals that'll buy us the time to stay on air but we don't have the funds i want to thank
[3:12:45.120 --> 3:12:50.720]  those who did donate save info wars dot com thank you steve i'll pay paleo thousand dollars i want
[3:12:50.720 --> 3:12:54.960]  you to put it up and i want those thousand people to join with me okay i needed sir thank you god
[3:12:54.960 --> 3:12:59.280]  bless you amazing person folks he's always been articulate i always thought it was a great guest
[3:12:59.280 --> 3:13:03.280]  but when i first interviewed him 28 years ago he's one of my first big guests i thought this guy
[3:13:03.920 --> 3:13:06.800]  was like a great science fiction writer and it all came true i i did just sick
[3:13:08.000 --> 3:13:12.160]  jdr is a great researcher he's about to take over for the next 45 minutes and he has all their
[3:13:12.160 --> 3:13:15.440]  documents all their admissions to be able to speak to what's currently happening
[3:13:15.440 --> 3:13:20.320]  and everything that's going on uh steve quell just spent a godstand over the years you know he's
[3:13:20.320 --> 3:13:24.560]  not even getting paid to come on and plug uh info wars phone dot com and that big satellite phone
[3:13:24.560 --> 3:13:28.400]  company he just believes in it he brought it to his sponsor to support us he knows i'm a straight
[3:13:28.400 --> 3:13:32.880]  shooter he knows when i say we're out of money we're out of money and uh we're the enemy's main
[3:13:32.880 --> 3:13:37.120]  target so go to info wars phone dot com the response are they got great products satellite
[3:13:37.120 --> 3:13:44.960]  phones and the heavy sticks that turn regular cell phones into sad phones go to go to info wars phone
[3:13:44.960 --> 3:13:54.800]  dot com so separately people are asking me hey the leftist democrat party lawyers yesterday
[3:13:54.800 --> 3:13:58.560]  the jury's out right now in canada kid i mean a showtroller we're already been found guilty
[3:13:58.560 --> 3:14:04.960]  by the judge are asking for i said seven billion my lawyer misspoke it's 8.25 billion
[3:14:05.840 --> 3:14:11.600]  550 million per plane if as if i killed their kids they didn't say how much they want for emotional
[3:14:11.600 --> 3:14:16.880]  distress or this cut proclaim or their legal fees they're saying it's nine million the great news is
[3:14:16.880 --> 3:14:21.520]  we're in bankruptcy they can't ever get it it doesn't matter the funds you send us is for appeal
[3:14:21.520 --> 3:14:26.720]  the next year the next two years to stay on air and this incarnation of this broadcast so none of
[3:14:26.720 --> 3:14:31.360]  the money you buy products from none of that is is is you know we're in a two-year legal battle
[3:14:31.360 --> 3:14:37.280]  with them left on top of this that keeps us on air in the appeals process and everything else that
[3:14:37.280 --> 3:14:42.320]  is taking place so please go to info wars store dot com and get a book get a film get assigned
[3:14:42.320 --> 3:14:46.160]  alex jones great reset in the world for the world and i hope your book arrives for world war three
[3:14:46.160 --> 3:14:51.040]  but there's a very good chance we can stop this but we got to take it very serious and realize
[3:14:51.040 --> 3:14:56.320]  how incredibly important all of this is so thank you all for your support those that have donated
[3:14:56.320 --> 3:15:01.600]  at save info wars dot com that a hundred percent goes to legal fees if you want to support info
[3:15:01.600 --> 3:15:06.240]  wars and free speech you get great products info wars store dot com x3 the highest quality iodine
[3:15:06.240 --> 3:15:10.240]  despite the fact there's a run on iodine we're still offering until it sells out 50 percent off
[3:15:10.240 --> 3:15:14.560]  vitamin real fusion for your immune system your whole body a great bestseller it's 50
[3:15:14.560 --> 3:15:19.520]  percent off back in stock so get your x3 your vitamin mineral fusion down at info wars store.com
[3:15:19.520 --> 3:15:24.480]  all right jay dyer takes over the next 45 minutes loaded for bear and then oan shroyer
[3:15:24.480 --> 3:15:30.480]  christy lee many others coming up three p.m today and that is the war room with oan shroyer
[3:15:30.480 --> 3:15:35.680]  eight a.m. tomorrow kicks off with harris and smith and the american journal find all those
[3:15:35.680 --> 3:15:41.600]  verboten forbidden links at info wars dot com forward slash show and share them because we're
[3:15:41.600 --> 3:15:46.560]  human intelligence against the ai that's already censoring that we can overpower to be aware of
[3:15:46.560 --> 3:15:51.520]  it so check your junk box that's where they're blocking us in the email share us via text message
[3:15:51.520 --> 3:16:01.760]  jay dyer takes over stay with us ladies and gentlemen the biggest sale of 2022 is now live
[3:16:01.760 --> 3:16:09.520]  at info wars store.com it's the info wars store super sale 40 to 50 off all products in the store
[3:16:09.520 --> 3:16:16.240]  survival shield x3 sold out for almost six months back in stock 50 off brain force ultra back in
[3:16:16.240 --> 3:16:23.600]  stock 50% off brain force plus back in stock 50% off dna force plus back in stock 50% off
[3:16:23.600 --> 3:16:27.840]  physics magnesium both of the highest quality types of magnesium nobody else has got that
[3:16:27.840 --> 3:16:33.680]  50% off organic greens fiber caps highest quality 50% off survival vitality fuel vitality
[3:16:33.680 --> 3:16:40.080]  50% off ultimate creole back in stock 40% off knockout sleep support 40% off it goes on and on
[3:16:40.080 --> 3:16:46.160]  vitamin d3 gum he's 40% off vasovage 40% off ultimate fish oil 40% off you need to do
[3:16:46.160 --> 3:16:50.240]  this for your immune system has fallen winter plus it funds the info war thank you for your
[3:16:50.240 --> 3:16:55.440]  support the only way you lose is not going to info war store.com and getting 40 to 50% off
[3:16:55.440 --> 3:17:01.840]  on all these amazing products by the will of god and by god working through you and your support
[3:17:01.840 --> 3:17:07.680]  info wars continues to persevere against the tax never before seen in the western world against
[3:17:07.680 --> 3:17:11.920]  independent media thanks for keeping me in the fight and over the years you have come to the
[3:17:11.920 --> 3:17:17.200]  table you have stepped to the plate so many times and kept info wars and free speech on the air and
[3:17:17.200 --> 3:17:22.480]  I thank you but now I have my own legal bills that have reached the point that I can't pay them
[3:17:22.480 --> 3:17:27.920]  and I need your support so if you want to keep this operation moving forward if you want to back me
[3:17:27.920 --> 3:17:35.200]  this fight against the globalist please visit save info wars.com and save info wars.com takes
[3:17:35.200 --> 3:17:42.480]  you a URL that gives in go for direct Alex Jones legal defense fund this whole phase of their attacks
[3:17:42.480 --> 3:17:47.840]  four years in the making is almost over and right at the end we're not giving up we're not giving in
[3:17:47.840 --> 3:17:52.480]  but we could give out so please if you support we're doing and want to fight for liberty and
[3:17:52.480 --> 3:17:59.760]  freedom and just in the future go to save info wars.com today the biggest sale of 2022 is now
[3:17:59.760 --> 3:18:05.040]  live it's only running in the last week of september and the first week of october dozens of
[3:18:05.040 --> 3:18:11.280]  our best-selling products are finally back in stock and they're 40 to 50 off across the board
[3:18:11.280 --> 3:18:18.080]  and the most important of them all is survival shield x3 all three types of the very best iodine
[3:18:18.080 --> 3:18:22.880]  documented to not just boost your libido your stamina your health your energy your cells your
[3:18:22.880 --> 3:18:29.200]  immune system but to overall give you more energy it's the foundation of everything from energy to
[3:18:29.200 --> 3:18:36.880]  fertility x3 50 off is finally back in stock exclusively at info wars.com you've heard the
[3:18:36.880 --> 3:18:43.600]  callers you've seen the rave reviews now experience x3 for yourself exclusively at info wars.com
[3:18:43.600 --> 3:18:47.760]  50 off and while you're there check out some of the other great products that are finally back in
[3:18:47.760 --> 3:18:53.360]  stock and massively discounted as well part of the info war store super sale running for two weeks
[3:18:53.360 --> 3:19:01.520]  only again x3 back in stock 50 off the biggest sale of 2022 is now live exclusively at info
[3:19:01.520 --> 3:19:08.720]  war store.com the info war store super sale is now live 40 to 50 percent off bare minimum 40
[3:19:08.720 --> 3:19:14.560]  percent off made the products 50 percent off at info war store.com the most exciting of all
[3:19:14.560 --> 3:19:21.360]  these incredible products is x3 all three of the very best types of iodine that are natural and pure
[3:19:21.360 --> 3:19:27.280]  actually get into your cells are in x3 the deep breath crystal iodine and two other types to
[3:19:27.280 --> 3:19:33.920]  maximize full absorption this really is the missing link x3 sold out for a long time is finally back
[3:19:33.920 --> 3:19:41.360]  in stock available at infowarstore.com or by calling toll free triple eight two five three three one
[3:19:41.360 --> 3:19:46.960]  three nine now it takes a few weeks for this high quality iodine to kick in but almost everybody
[3:19:46.960 --> 3:19:52.160]  after that feels the effects it's not a sheer immune system but it's for your energy and so
[3:19:52.160 --> 3:20:00.720]  much more x3 back in stock at infowarstore.com 50 off leading a frontal assault on the lies of the
[3:20:00.720 --> 3:20:13.760]  new world order it's alex jones welcome back to the alex jones show this is your guest host
[3:20:13.760 --> 3:20:20.480]  j dire of j's analysis as you know i weekly lecture through the writings of the global elite to give
[3:20:20.480 --> 3:20:27.280]  you a inside understanding directly from their really boring long tomes in tex i do your homework
[3:20:27.280 --> 3:20:31.840]  for you nobody else wants to read these books hardly anybody but the global elite actually read
[3:20:31.840 --> 3:20:38.400]  these books and then i read them so then i can digest it and tell you exactly what the plans are
[3:20:38.400 --> 3:20:45.440]  and it's always important to look back at the plans that they wrote 150 30 years ago and today
[3:20:45.440 --> 3:20:50.880]  i want to highlight an important paper that was written in terms of international relations and
[3:20:50.880 --> 3:20:57.120]  american geopolitical strategy and it's called soft power by joseph nigh jr he is of course one of
[3:20:57.120 --> 3:21:03.040]  the candy school of government harvard rode's scholarship guys so we know he's coming out of
[3:21:03.040 --> 3:21:11.040]  the circles of oxford university this will be essentially people promoting the roads millner
[3:21:11.040 --> 3:21:18.080]  raw child etc world view because typically people on the eastern seaboard elite universities harvard
[3:21:18.080 --> 3:21:23.120]  yale uh cambridge excuse me a princeton and then you know they go over to oxford and cambridge in
[3:21:23.120 --> 3:21:31.600]  the uk they get sort of co-opted into or sort of coaxed into the uh two fake arms of the establishment
[3:21:31.600 --> 3:21:37.440]  at a higher geopolitical level so just like in the u.s we have the fake left-right democrat republican
[3:21:38.240 --> 3:21:44.080]  idea in terms of global geopolitics there's a similar kind of dialectic between older strategies
[3:21:44.080 --> 3:21:49.920]  of fabian socialism that was so-called liberal elitism in the uk and then a more right-wing
[3:21:50.880 --> 3:21:57.920]  supposed opposition to that in actual fact the elites above that were funding both sides of
[3:21:57.920 --> 3:22:04.080]  the false left-right dialectic in the uk as well these international elite are also allied with
[3:22:04.080 --> 3:22:09.440]  the internationalist from the from the american power structure and this would of course be
[3:22:09.440 --> 3:22:15.200]  the j.p. morgan's the the rockefeller power structure etc and so out of this sphere we
[3:22:15.200 --> 3:22:20.960]  get a lot of people who are ideologues and who are the brains right not so much the we got the
[3:22:20.960 --> 3:22:25.040]  banks we got the corporations and we got the brains and the brains would be the people like
[3:22:25.040 --> 3:22:30.720]  the brzezinski's and the kissingers and we could count joseph nye in this category of global elite
[3:22:30.720 --> 3:22:36.720]  writers and so he wrote uh he was actually listed by foreign policy magazine in 2011 as one of the
[3:22:36.720 --> 3:22:43.280]  top global thinkers in the world and why is that well he wrote this famous paper right after the
[3:22:43.280 --> 3:22:48.880]  the cold war was winding down in 1990 it's called soft power soft power is important because it's
[3:22:48.880 --> 3:22:56.080]  one of the key strategies that the elite have used for a long time it's really a aphabian socialist
[3:22:56.080 --> 3:23:01.520]  strategy but it doesn't it's not restricted to people of that ideology to be used by anybody
[3:23:01.520 --> 3:23:06.240]  and it's really crucial to understand because it's part of cultural warfare you know i've talked
[3:23:06.240 --> 3:23:11.840]  for a long time about how toxic culture and cultural warfare is crucial to how the agenda
[3:23:11.840 --> 3:23:18.640]  marches forward despite whoever's in public office and that's because the agenda is planned at a higher
[3:23:18.640 --> 3:23:24.960]  level by think tanks indios and international corporations and organizations this is admitted
[3:23:24.960 --> 3:23:29.040]  in this essay so you understand that this is not a conspiracy text this is a text from
[3:23:29.600 --> 3:23:36.640]  people in the harvard circles harvard had a huge role for example in the looting of russia
[3:23:37.360 --> 3:23:42.240]  when the soviet union collapsed you had a lot of oligarchs who then sort of auctioned off in a
[3:23:42.240 --> 3:23:48.320]  fire sale a lot of the assets of russia when the soviet union collapsed that was all done by design
[3:23:48.320 --> 3:23:54.080]  and some of the architects of that were at harvard university so what does he mean by soft power
[3:23:54.080 --> 3:23:59.920]  why is this so crucial to understanding how the global elite work well he's uh uh surprisingly
[3:23:59.920 --> 3:24:05.600]  at the time uh when he wrote this in 1990 you would think he would be writing about the soviet
[3:24:05.600 --> 3:24:13.840]  union declining but in fact he he writes about the united states in decline and that's because the
[3:24:13.840 --> 3:24:20.080]  cold war really had this strata this this uh in game and that was long term in terms of the global
[3:24:20.080 --> 3:24:25.040]  government a lot of people think that the cold war was just about uh defeating evil atheism
[3:24:25.040 --> 3:24:30.160]  and communism but actually it was about a long-term game that some of the higher level
[3:24:30.160 --> 3:24:35.920]  strategists had for bringing about the marriage of east and west into a third way or what the
[3:24:35.920 --> 3:24:40.400]  fabians called uh the new world order yes actually that term the new world order was
[3:24:40.400 --> 3:24:48.720]  coined by famous fabians like hgls now again fabian economics doesn't restrict itself to
[3:24:48.720 --> 3:24:52.800]  somebody who's an outright Marxist socialist because as we know from a lot of the writings
[3:24:52.800 --> 3:24:58.320]  that i've covered including uh quigley professor antony satin or yoan ratzio that i recently
[3:24:58.320 --> 3:25:05.280]  have been lecturing through in his uh really copiously but noted books uh we know that the
[3:25:05.280 --> 3:25:11.920]  the the game plan for fabian socialists for an international order is identical to the game
[3:25:11.920 --> 3:25:18.000]  plan for the monopoly capitalist international order and that's because fabian socialism slow
[3:25:18.000 --> 3:25:23.760]  kill marxism in other words had the exact same strata funding uh as the people who are pushing
[3:25:23.760 --> 3:25:28.560]  monopoly capitalism control so in other words it's the same ideology they might differ at times on
[3:25:28.560 --> 3:25:33.600]  how to get there but it's the same end goal and essentially this is going to be admitted and
[3:25:33.600 --> 3:25:38.720]  demonstrated in nai's own essay he doesn't mention fabianism but he's in haptic because
[3:25:38.720 --> 3:25:43.920]  it's all the same plan it's all the plan for a world order structured around a global currency
[3:25:43.920 --> 3:25:49.440]  a global government and uh the removal of the existing nation state firewall and the removal
[3:25:49.440 --> 3:25:55.280]  of the existing currencies that will put us into this debt based international credit system
[3:25:56.160 --> 3:26:01.200]  something like fed coin something like cbdc whatever wherever it goes we don't know yet
[3:26:01.200 --> 3:26:06.000]  but they're already now beginning to talk about the very things that these people said a hundred
[3:26:06.000 --> 3:26:11.200]  years ago remember burgeon russell talking about the credit system as you well talking about the
[3:26:11.200 --> 3:26:15.440]  credit system the universal basic income system that would be rolled out and here we are a hundred
[3:26:15.440 --> 3:26:21.680]  years later and it's being rolled out nai says that really the breakdown of the existing order
[3:26:21.680 --> 3:26:28.640]  after uh the the renaissance is is is due to the world wars of the 20th century this is this is
[3:26:28.640 --> 3:26:33.760]  the same analysis that quickly has that world war one two and the cold war really break down all
[3:26:33.760 --> 3:26:39.760]  of the previous existing international orders and this includes the notion of traditional warfare
[3:26:39.760 --> 3:26:46.800]  breaking down so this is warfare that is exercised primarily through external power or through
[3:26:46.800 --> 3:26:54.080]  actual force is being replaced by a multipolar supposed order that will be centered around
[3:26:54.080 --> 3:27:02.720]  what he calls soft power that is influencing nations and power blocks through non warfare
[3:27:02.720 --> 3:27:10.480]  means non uh you know not actual warfare but through culture for example so he says that the
[3:27:10.480 --> 3:27:16.000]  cold war saw not just the decline of the us but also the decline of russia as well and he says
[3:27:16.000 --> 3:27:22.080]  that there are new actors emerging that will be the new locus of power as we go into the future
[3:27:22.080 --> 3:27:26.640]  and he's going to be totally accurate about this because some of these new power structures that
[3:27:26.640 --> 3:27:33.040]  emerged will be corporations in other words corporations will arise that will be more
[3:27:33.040 --> 3:27:38.000]  powerful than nation state now we're not at the point yet where there's a single global
[3:27:38.000 --> 3:27:42.000]  corp that runs everything but we're definitely moving in that direction i think everybody can
[3:27:42.000 --> 3:27:47.200]  see this when we look at the way that big food for example is being more and more consolidated
[3:27:47.200 --> 3:27:53.360]  under a couple you know big agra companies uh the drugs are being uh consolidated under you know a
[3:27:53.360 --> 3:27:59.760]  few mega pharmaceutical corporations media is being consolidated under a handful of mega media
[3:27:59.760 --> 3:28:06.880]  corporations and that same trend will probably continue until we get corporations that may
[3:28:06.880 --> 3:28:12.000]  end up being more powerful than any existing nation state today now that's a long way away
[3:28:12.000 --> 3:28:18.560]  but it's definitely possible given where we're going and so he says power over nations is uh
[3:28:18.560 --> 3:28:24.400]  something that was considered beneficial in the the older order now power over the outcomes of
[3:28:24.400 --> 3:28:30.640]  events is considered more important and that's because of the rise of new actors that we've
[3:28:30.640 --> 3:28:35.520]  never seen before and that is the international corporate structure he says this is creating
[3:28:35.520 --> 3:28:41.280]  a more and more in the interdependent world and that's what monopoly capitalism intended on creating
[3:28:41.280 --> 3:28:47.440]  with completely open borders completely pre-trade this was to create and erect this totally interlinked
[3:28:47.440 --> 3:28:52.880]  global economy don't go anywhere this is the alexa john strung to guest host j dire as we break down
[3:28:52.880 --> 3:29:00.800]  soft power from the elite themselves by the will of god and by god working through you and your
[3:29:00.800 --> 3:29:07.200]  support info wars continues to persevere against attacks never before seen in the western world
[3:29:07.200 --> 3:29:11.760]  against independent media thanks for keeping me in the fight and over the years you have come to the
[3:29:11.760 --> 3:29:17.040]  table you have stepped to the plate so many times and kept info wars and free speech on the air and
[3:29:17.040 --> 3:29:22.320]  i thank you but now i have my own legal bills that have reached the point that i can't pay them
[3:29:22.320 --> 3:29:27.440]  and i need your support so if you want to keep this operation moving forward if you want to back
[3:29:27.440 --> 3:29:34.800]  me this fight against the globalist please visit save info wars dot com and save info wars dot com
[3:29:34.800 --> 3:29:41.360]  take sure url it gives him go for direct alex jones legal defense fund this whole phase of
[3:29:41.360 --> 3:29:46.640]  their attacks four years in the making is almost over and right at the end we're not giving up
[3:29:46.640 --> 3:29:51.920]  we're not giving in but we could give out so please if you support we're doing and want to fight for
[3:29:51.920 --> 3:29:58.000]  liberty and freedom and just in the future go to save info wars dot com today the biggest sale
[3:29:58.000 --> 3:30:04.320]  of 2022 is now live it's only running in the last week of september and the first week of october
[3:30:04.320 --> 3:30:10.560]  dozens of our best-selling products are finally back in stock and they're 40 to 50 off across the
[3:30:10.560 --> 3:30:16.640]  board and the most important of them all the survival shield x3 all three types of the very
[3:30:16.640 --> 3:30:21.920]  best iodine documented to not just boost your libido your stamina your health your energy
[3:30:21.920 --> 3:30:27.600]  your cells your immune system but to overall give you more energy it's the foundation of everything
[3:30:27.600 --> 3:30:35.440]  from energy to fertility x3 50 off is finally back in stock exclusively at info war store
[3:30:35.440 --> 3:30:40.960]  dot com you've heard the callers you've seen the rave reviews now experience x3 for yourself
[3:30:40.960 --> 3:30:46.080]  exclusively at info war store dot com 50 off and while you're there check out some of the other
[3:30:46.080 --> 3:30:50.320]  great products that are finally back in stock and massively discount as well part of the info
[3:30:50.320 --> 3:30:57.520]  war store super sale running for two weeks only again x3 back in stock 50 off the biggest sale
[3:30:57.520 --> 3:31:05.680]  of 2022 is now live exclusively at info war store dot com the info war store super sale is now live
[3:31:05.680 --> 3:31:12.160]  40 to 50 percent off bare minimum 40 percent off many of the products 15 percent off at info
[3:31:12.160 --> 3:31:18.160]  war store dot com the most exciting of all these incredible products is x3 all three of the very
[3:31:18.160 --> 3:31:24.560]  best types of iodine that are natural and pure that should get into your cells are in x3 the
[3:31:24.560 --> 3:31:30.320]  deep earth crystal iodine and two other types to maximize full absorption this really is the missing
[3:31:30.320 --> 3:31:37.920]  link x3 sold out for a long time is finally back in stock available at info war store dot com
[3:31:37.920 --> 3:31:43.520]  or by calling toll free triple eight two five three three one three nine now it takes a few weeks
[3:31:43.520 --> 3:31:49.200]  for this high quality iodine to kick in but almost everybody after that feels the effects it's not
[3:31:49.200 --> 3:31:54.480]  just for your immune system but it's for your energy and so much more x3 back in stock at info
[3:31:54.480 --> 3:32:01.120]  war store dot com 50 off look around you everything i predicted from the global stone documents
[3:32:01.120 --> 3:32:06.320]  from their own admissions is now happening info wars credibility my credibility has never been
[3:32:06.320 --> 3:32:11.760]  higher and it's because of your backing of this operation that i could steadfastly despite the
[3:32:11.760 --> 3:32:18.000]  censorship and the boycotts and the attacks and the lawsuits stay on air but now we're reaching
[3:32:18.000 --> 3:32:25.440]  the most critical juncture in the fight together so i want to ask all of you today to help keep me
[3:32:25.440 --> 3:32:30.720]  on the air in my decades on air i've never asked for personal donations but i'm being forced by
[3:32:30.720 --> 3:32:37.360]  the bankruptcy court to pay for 40 of the legal fees and i can't fund those myself it's unsustainable
[3:32:37.360 --> 3:32:44.560]  so please visit save info wars dot com save info wars dot com where you can make straight
[3:32:44.560 --> 3:32:49.760]  donations five ten fifty hundred dollars whatever you can so that i can continue to persevere
