[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[3:14:23.160 --> 3:14:30.160]  People couldn't pay for their tickets because it was 100% totally dependent on these Google and Apple Pay systems,
[3:14:30.160 --> 3:14:35.160]  which things now increasingly are, especially with the QR codes.
[3:14:35.160 --> 3:14:39.160]  Now it's not just the free speech group, Toby Young, that's been hit with this.
[3:14:39.160 --> 3:14:46.160]  Telegraph reports PayPal shuts account of parents group that campaign to keep schools open during pandemic.
[3:14:46.160 --> 3:14:53.160]  So it's not only, you know, gays against groomers, people trying to protect children from sexualization.
[3:14:53.160 --> 3:14:58.160]  It's not the free speech union trying to protect people from cancel culture.
[3:14:58.160 --> 3:15:04.160]  It's parents organizations that have lobbied because of the massive damage that lockdown was doing to their children.
[3:15:04.160 --> 3:15:12.160]  Speech delays, speech impediments, symptoms of autism rising 350% in America and in the United Kingdom.
[3:15:12.160 --> 3:15:19.160]  Trying to lobby trying to create awareness to keep schools open to fight against barbaric draconian lockdown policies
[3:15:19.160 --> 3:15:24.160]  that have now been vehemently discredited as a tool for dealing with the virus.
[3:15:24.160 --> 3:15:26.160]  Now those groups are impacted.
[3:15:26.160 --> 3:15:29.160]  So you'll see across the board, it's nothing to do with hate.
[3:15:29.160 --> 3:15:31.160]  It's nothing to do with racism.
[3:15:31.160 --> 3:15:33.160]  It's nothing to do with extremism.
[3:15:33.160 --> 3:15:42.160]  It's any organization, including left-wing organizations that were anti-war, that dissents from regime narratives,
[3:15:42.160 --> 3:15:46.160]  they're debanked, they're de-platformed, they're strangled, they're cut off.
[3:15:46.160 --> 3:15:51.160]  It is a tool of the regime, it's vicious, and people are finally starting to stand up against it.
[3:15:51.160 --> 3:15:54.160]  We'll be back, summit.news, don't go away.
[3:15:56.160 --> 3:16:00.160]  The eugenicists over 100 years ago were very public about their plans.
[3:16:00.160 --> 3:16:07.160]  They financed major universities, they ran full-page stories and advertisements pushing their propaganda
[3:16:07.160 --> 3:16:13.160]  of New York Times, other major newspapers, that the family, as we know it, is a bad thing and must be ended.
[3:16:13.160 --> 3:16:19.160]  And the first step in that is getting women out of the household and teaching women that cooking dinner
[3:16:19.160 --> 3:16:23.160]  and taking care of their sons and daughters and husbands is a bad thing.
[3:16:23.160 --> 3:16:27.160]  And I was just sitting here tonight making dinner for my daughter, my four-national daughter.
[3:16:27.160 --> 3:16:31.160]  My wife makes dinner a lot of times, but I like to make it as well, I love to make breakfast.
[3:16:31.160 --> 3:16:37.160]  And literally, it's the funnest thing on earth to make food for your family and be nurturative,
[3:16:37.160 --> 3:16:40.160]  and then all sit down together and have that communal event.
[3:16:40.160 --> 3:16:47.160]  And that's what the system is attacking and bombarding, is our normal biological actions are coming together.
[3:16:47.160 --> 3:16:48.160]  They really are.
[3:16:48.160 --> 3:16:53.160]  Sick, evil, scientific cult of filth that want to domesticate us and turn us into lab rats.
[3:16:53.160 --> 3:16:56.160]  We cannot let this continue.
[3:16:56.160 --> 3:17:00.160]  Ultimate Fish Oil is back in stock at infowarstore.com.
[3:17:00.160 --> 3:17:02.160]  What does ultimate mean?
[3:17:02.160 --> 3:17:06.160]  That's just our name for the best, the highest grade.
[3:17:06.160 --> 3:17:15.160]  What this concentrated anchovy oil, pure arctic krill oil, and high quality wild caught salmon oil does
[3:17:15.160 --> 3:17:22.160]  for your brain, your heart, your cardiovascular system, and for your entire body's functions is insane.
[3:17:22.160 --> 3:17:27.160]  Regular low grade fish oil in all the studies does outstanding things.
[3:17:27.160 --> 3:17:35.160]  This is the highest grade, and it's not been pasteurized, it's not been boiled, so it has its original effects intact.
[3:17:35.160 --> 3:17:44.160]  Ladies and gentlemen, everybody should visit infowarstore.com today and get Ultimate Fish Oil finally back in stock for 50% off.
[3:17:44.160 --> 3:17:48.160]  For our regular fans, they're big supporters, you're going to love it, you already know how great it is.
[3:17:48.160 --> 3:17:52.160]  But for folks that have been on the fence, experience Ultimate Fish Oil for yourself.
[3:17:52.160 --> 3:17:56.160]  Try taking some before bedtime and see what happens with your dreams.
[3:17:56.160 --> 3:18:04.160]  Donald Trump and the Magna Republicans represent an extremism that threatens the very foundations of our republic.
[3:18:04.160 --> 3:18:07.160]  I wouldn't be surprised if this doesn't have an operational name.
[3:18:07.160 --> 3:18:09.160]  In fact, I bet it does.
[3:18:09.160 --> 3:18:12.160]  I bet it's called Operation Matador.
[3:18:12.160 --> 3:18:18.160]  They see us as the bull, and they are shaky, a red flag in our face.
[3:18:18.160 --> 3:18:23.160]  And the Matador is the deep state with a long, skinny, razor-sharp sword,
[3:18:23.160 --> 3:18:29.160]  so that when the bull lunges forward, the Matador uses the force of its weight to drive it into the heart
[3:18:29.160 --> 3:18:34.160]  and step aside with his cape, as the bull buries himself into the dust.
[3:18:34.160 --> 3:18:37.160]  They've got the ace of spades in their hand, which is false flags.
[3:18:37.160 --> 3:18:40.160]  Before you launch a war, you stage false flags.
[3:18:40.160 --> 3:18:44.160]  That's the first thing you do, because nobody wants to say they started a war.
[3:18:44.160 --> 3:18:45.160]  Bad guys start wars.
[3:18:45.160 --> 3:18:49.160]  So every time a war gets launched by bad guys, they stage an event.
[3:18:49.160 --> 3:18:52.160]  This is Operation Matador.
[3:18:58.160 --> 3:19:00.160]  Get our great bag of it here.
[3:19:00.160 --> 3:19:04.160]  I mean, this is from, people say, why is it from Chiapas, Mexico, and the Communists?
[3:19:04.160 --> 3:19:10.160]  Well, that's where some of the best coffee in the world that's wild, harvested, above organic, in the volcanic soil,
[3:19:10.160 --> 3:19:15.160]  better than Guatemalan coffee, and yeah, we buy it from the little farmers that, you know, the media calls Communists,
[3:19:15.160 --> 3:19:16.160]  but really, they're just a commune.
[3:19:16.160 --> 3:19:19.160]  And whatever the point is, is that it's good coffee, and we've got it,
[3:19:19.160 --> 3:19:21.160]  and the farmers don't let the Mexican government take over.
[3:19:21.160 --> 3:19:26.160]  So I actually buy this from the Mexican rebels, and I've been buying it for, what, 14 years, and the price has never gone up.
[3:19:26.160 --> 3:19:30.160]  The same stuff sold at Whole Foods under another name for about 50% more per pound,
[3:19:30.160 --> 3:19:34.160]  and I just think it's some of the best coffee you're going to find anywhere.
[3:19:34.160 --> 3:19:37.160]  It's Wake Up America, Patriot Blend from the Chiapas Rebels, literally.
[3:19:37.160 --> 3:19:39.160]  In fact, I'm not going to tell you a little story.
[3:19:42.160 --> 3:19:43.160]  Yeah, I'd like that.
[3:19:43.160 --> 3:19:44.160]  Okay, if you want to believe it.
[3:19:44.160 --> 3:19:49.160]  Anyway, so it's infowarstore.com, and that's how we fund this operation,
[3:19:49.160 --> 3:20:01.160]  and if you don't find us and don't want to share, that's fine.
[3:20:27.160 --> 3:20:33.160]  Broadcasting internationally from the Summit.News headquarters in the United Kingdom,
[3:20:33.160 --> 3:20:38.160]  it's Paul Joseph Watson.
[3:20:38.160 --> 3:20:41.160]  So, an earliest tobe young was the daily skeptic,
[3:20:41.160 --> 3:20:48.160]  which generally has been an anti-lockdown website questioning man-made climate change hysteria as well.
[3:20:48.160 --> 3:20:53.160]  Targeted shut down by the vicious regime tool that is PayPal.
[3:20:53.160 --> 3:20:58.160]  They also targeted a parent's interest group in the United Kingdom.
[3:20:58.160 --> 3:21:04.160]  Telegraph reports PayPal shuts account of parents group that campaign to keep schools open during pandemic.
[3:21:04.160 --> 3:21:11.160]  Parents group that fought to keep schools open during the pandemic has become the latest to have their account shut down by PayPal
[3:21:11.160 --> 3:21:13.160]  due to the nature of its activities.
[3:21:13.160 --> 3:21:18.160]  And again, who decides, well, can employees within PayPal?
[3:21:18.160 --> 3:21:27.160]  That's who at the behest of feverish left-wing cancel culture mobs using social media to brigade outrage and pressure these companies,
[3:21:27.160 --> 3:21:37.160]  not that they even need much pressure into debanking both individuals and political lobby groups that aren't far left-wing, that aren't pro-regime.
[3:21:37.160 --> 3:21:43.160]  Us for them said it being unable to access thousands of pounds. Oh, that's the other thing they do.
[3:21:43.160 --> 3:21:51.160]  All the money that you've earned from PayPal and people who've been using PayPal for 10, 15 years, all the commission they've given PayPal,
[3:21:51.160 --> 3:21:57.160]  the money that you earn that's in those PayPal accounts, they say, oh, not only are we going to cancel, close your account,
[3:21:57.160 --> 3:22:00.160]  you can't even get your own money out.
[3:22:00.160 --> 3:22:07.160]  Imagine that going to the bank and saying, no, sorry, we're keeping your money for six months, for a year, maybe forever,
[3:22:07.160 --> 3:22:11.160]  while we assess the damages that you've caused us.
[3:22:11.160 --> 3:22:13.160]  They literally shut down your account.
[3:22:13.160 --> 3:22:15.160]  They cut off your livelihood.
[3:22:15.160 --> 3:22:21.160]  And then they accuse you of causing them damages and say they're going to steal your money.
[3:22:21.160 --> 3:22:26.160]  PayPal is not a safe or secure platform for any business.
[3:22:26.160 --> 3:22:35.160]  Mint Press, all these other left-wing news organizations, again, offered mild criticism of some of these wars and they got shut down.
[3:22:35.160 --> 3:22:42.160]  It's not just right-wing extremists as the Biden administration has demonized 75 million plus Americans.
[3:22:42.160 --> 3:22:44.160]  It's anyone who can be targeted.
[3:22:44.160 --> 3:22:47.160]  This is not a safe platform anymore for anyone.
[3:22:47.160 --> 3:22:55.160]  They will not only shut you down and make you look stupid in the media, they will steal your money.
[3:22:55.160 --> 3:23:01.160]  That's not illegal, apparently, to just steal people's money that they've legitimately earned.
[3:23:01.160 --> 3:23:09.160]  It comes as PayPal faces a backlash over its decision to shut down the accounts of the Free Speech Union, as we've explained.
[3:23:09.160 --> 3:23:15.160]  Then we have this actual question being asked in parliament today, which is good to see.
[3:23:15.160 --> 3:23:17.160]  It's better than nothing, I guess.
[3:23:17.160 --> 3:23:20.160]  And there's going to be some kind of debate over that.
[3:23:20.160 --> 3:23:25.160]  But when asked why they shut down the Free Speech account, Toby Young said this.
[3:23:25.160 --> 3:23:27.160]  He didn't say what I'd done wrong.
[3:23:27.160 --> 3:23:35.160]  This was the employee on the phone call with him or in the email, but included this sentence implying that the rule I broke and quote,
[3:23:35.160 --> 3:23:42.160]  PayPal's posse is not to allow our services to be used for activities that promote hate, violence, or racial intolerance.
[3:23:42.160 --> 3:23:45.160]  Again, this website has nothing whatsoever to do with that.
[3:23:45.160 --> 3:23:51.160]  It mainly talks about vaccine injuries, nothing to do with hate or intolerance.
[3:23:51.160 --> 3:24:00.160]  The one thing it has done, the Free Speech Union, is of course defended people who have upset the maniacal deranged transgender LGBT lobby.
[3:24:00.160 --> 3:24:06.160]  So it says, for instance, last year we went into bat for the women's rights activist, Kelly J. Keane,
[3:24:06.160 --> 3:24:09.160]  after she had a petition removed from change.org.
[3:24:09.160 --> 3:24:18.160]  A petition which had several thousand signatures asked the Oxford English Dictionary not to change the definition of woman from adult human female to something else.
[3:24:18.160 --> 3:24:27.160]  So they've got small organisations that try to lobby for language not to be maliciously butchered by these organisations.
[3:24:27.160 --> 3:24:30.160]  No, you can't do that. You can't defend those people.
[3:24:30.160 --> 3:24:34.160]  We're going to remove your right to process financial transactions.
[3:24:34.160 --> 3:24:37.160]  Apparently to them, that's hate speech.
[3:24:37.160 --> 3:24:40.160]  In an interview with Unheard, Toby Young came out today.
[3:24:40.160 --> 3:24:45.160]  He said, is this, he was asked, is this an existential threat to what you're doing?
[3:24:45.160 --> 3:24:54.160]  Basically, one third of all their financial transactions for the membership of their group, the Free Speech Union, were via PayPal.
[3:24:54.160 --> 3:25:02.160]  So if you've got 10,000, I think they've got 10,000 members, you've got about 3,000 of those members paying their monthly fee via PayPal
[3:25:02.160 --> 3:25:05.160]  that immediately cuts off a third of your revenue stream.
[3:25:05.160 --> 3:25:09.160]  He was asked if this was an existential threat to what he was doing.
[3:25:09.160 --> 3:25:11.160]  He said, no, we'll survive.
[3:25:11.160 --> 3:25:16.160]  In fact, I think we'll come back stronger and the FSU is going to try to get the law changed.
[3:25:16.160 --> 3:25:24.160]  So PayPal and other financial service companies can't de-platform other people for expressing political views they disapprove of.
[3:25:24.160 --> 3:25:27.160]  I feel like saying to PayPal, you messed with the wrong guy.
[3:25:27.160 --> 3:25:31.160]  Well, you know, he's getting questions asked in Parliament.
[3:25:31.160 --> 3:25:40.160]  I know he's got certain friends within the Conservative Party, not that the Conservative Government has really done anything for us in the course of the last, what, six or seven years.
[3:25:40.160 --> 3:25:51.160]  But again, this might be the straw that breaks the camel's back, at least forcing PayPal possibly to amend its policies where it can't arbitrarily just delete your account
[3:25:51.160 --> 3:25:57.160]  because of some, you know, pink-haired woke mob on Twitter saying that you're engaging in hate speech.
[3:25:57.160 --> 3:26:04.160]  And of course, the definition, their definition of hate speech is any opinion that they disagree with.
[3:26:04.160 --> 3:26:11.160]  They also have this headline, PayPal Google execs to help Bank of England understand digital currency.
[3:26:11.160 --> 3:26:13.160]  Again, it's not just PayPal.
[3:26:13.160 --> 3:26:22.160]  They're now taking over all these other financial sectors in terms of payment processing, creating financial monopolies where they control everything.
[3:26:22.160 --> 3:26:29.160]  They control Venmo, which is why whenever people get banned by PayPal, the very same day they get banned by Venmo.
[3:26:29.160 --> 3:26:35.160]  Reclaim the net reports, the Biden administration is serious about considering a digital dollar.
[3:26:35.160 --> 3:26:48.160]  Last week's US Treasury Department report suggests the Biden administration is increasingly embracing the idea of moving forward with the Federal Reserve issuing a central bank digital currency, CBDC,
[3:26:48.160 --> 3:26:54.160]  although the decision has not yet been made. Again, further centralization of the banking system,
[3:26:54.160 --> 3:27:05.160]  further risk of freezing out so-called magurextremists that they've been demonized and preventing them from engaging in basic commerce.
[3:27:05.160 --> 3:27:10.160]  Of course, this is all part of the great research as we move towards the cashless society.
[3:27:10.160 --> 3:27:19.160]  WEF piece lords how billions across the world complied with lockdown restrictions. This was an opinion piece published by the World Economic Forum,
[3:27:19.160 --> 3:27:28.160]  which apparently has no power and is complete joke according to the legacy media, but all their policies seem to be unfurling at a rate of knots.
[3:27:28.160 --> 3:27:37.160]  Lords how billions of people complied with restrictions imposed as a result of lockdown suggesting they would do the same under the guise of reducing carbon emissions.
[3:27:37.160 --> 3:27:46.160]  It goes back to this thing about climate lockdowns where India was literally introducing climate lockdowns into some of its major cities,
[3:27:46.160 --> 3:27:52.160]  telling people that they'd be fined if they tried to drive their cars into certain areas of the city.
[3:27:52.160 --> 3:28:02.160]  The same time that was happening, literally the same day Reuters was publishing fact checks, which were promoted by Twitter and all the other big tech platforms,
[3:28:02.160 --> 3:28:11.160]  saying that climate lockdowns were a conspiracy theory and they didn't exist on the very same day that India announced a climate lockdown.
[3:28:11.160 --> 3:28:19.160]  This article published on the WEF website is entitled My Carbon, an approach for inclusive and sustainable cities,
[3:28:19.160 --> 3:28:24.160]  and it basically explains that COVID, the COVID lockdowns was a test of social responsibility,
[3:28:24.160 --> 3:28:33.160]  despite the fact that we know the COVID lockdowns were absolutely devastating, tens of thousands of untreated illnesses, depression, alcoholism, suicide,
[3:28:33.160 --> 3:28:38.160]  Sweden never locked down, they didn't have as many deaths as neighbouring Nordic countries.
[3:28:38.160 --> 3:28:48.160]  The lockdowns have been discredited, but here's the WEF, the great reset, lauding the fact that even though it was an outrage, everyone complied anyway,
[3:28:48.160 --> 3:28:54.160]  that's what they're going to do with climate lockdowns. We'll be back, summit.news.go away.
[3:29:33.160 --> 3:29:40.160]  Ladies and gentlemen, 10,000 coins are available, they'll sell out very quickly. Please be part of history and thank you all for your support.
[3:29:40.160 --> 3:29:50.160]  You can go to 1776coin.com or you can go to patreoncollectibles.com and secure this coin. There's only 10,000 of this coin in existence,
[3:29:50.160 --> 3:29:56.160]  and it funds the infill war. Man in the arena coin, Teddy Roosevelt, 1776coin.com.
[3:29:58.160 --> 3:30:05.160]  Get our great bag of it here. I mean, this is from, people say, why is it from Chiapas, Mexico, the communists?
[3:30:05.160 --> 3:30:12.160]  Well, that's where some of the best coffee in the world that's wild harvested above organic in the volcanic soil, better than Guatemalan coffee.
[3:30:12.160 --> 3:30:17.160]  And yeah, we buy it from the little farmers that, you know, the media calls communists, but really they're just a commune.
[3:30:17.160 --> 3:30:22.160]  And whatever the point is, is that it's good coffee and we've got it, and the farmers don't let the Mexican government take over.
[3:30:22.160 --> 3:30:27.160]  So I actually buy this from the Mexican rebels, and I've been buying it for, what, 14 years and the price has never gone up.
[3:30:27.160 --> 3:30:33.160]  The same stuff sold at Whole Foods under another name for about 50% more per pound, and I just think it's some of the best coffee you're going to find anywhere.
[3:30:33.160 --> 3:30:37.160]  It's Wake Up America, Patriot Blend from the Chiapas rebels, literally.
[3:30:37.160 --> 3:30:39.160]  In fact, I'm not going to tell you a little story.
[3:30:42.160 --> 3:30:44.160]  We had like that. You wouldn't believe it.
[3:30:44.160 --> 3:30:49.160]  Anyway, so it's infowarstore.com, and that's how we fund this operation.
[3:30:49.160 --> 3:30:51.160]  And if you don't fund us and don't want to see it, that's fine.
[3:30:51.160 --> 3:31:03.160]  Donald Trump and the Magna Republicans represent an extremism that threatens the very foundations of our republic.
[3:31:03.160 --> 3:31:08.160]  I wouldn't be surprised if this doesn't have an operational name. In fact, I bet it does.
[3:31:08.160 --> 3:31:17.160]  I bet it's called Operation Matador. They see us as the bull, and they are shaky, a red flag in our face.
[3:31:17.160 --> 3:31:33.160]  And the Matador is at each state with a long, skinny, razor-sharp sword, so that when the bull lunges forward, the Matador uses the force of its weight to drive it into the heart and step aside with his cape, as the bull buries himself into the dust.
[3:31:33.160 --> 3:31:37.160]  They've got the ace of spades in their hand, which is false flags.
[3:31:37.160 --> 3:31:45.160]  Before you launch a war, you stage false flags. That's the first thing you do, because nobody wants to say they started a war. Bad guys start wars.
[3:31:45.160 --> 3:31:52.160]  So every time a war gets launched by bad guys, they stage an event. This is Operation Matador.
[3:31:52.160 --> 3:32:16.160]  Info Wars Work has never been having a bigger effect than it's having right now. And today is do or die time. If Info Wars gets the funding into the midterms in the next year, we're going to stay on air and be more effective than ever. But if we don't, I respect your decision, and I'm ready to basically implode and shut down our main operations.
[3:32:16.160 --> 3:32:27.160]  I've done my work. I've put everything into it. I believe in all the field. But I believe in a gut level you're going to come through, plus you're going to get great products that your family already need.
[3:32:27.160 --> 3:32:35.160]  So don't procrastinate. Show Info Wars. You want us to stay on the air. Go to infowarstore.com, where we've got three great products back in stock.
[3:32:35.160 --> 3:32:49.160]  Vitamin C and zinc, highest quality, super strong, back in stock. Vitamin D3 and calcium, and of course, DNA Force Plus. All these products are 50% off together in a combo pack, or 40% off individually.
[3:32:49.160 --> 3:33:07.160]  So the great products you already need for your immune system, and we need the money to stay on air. So please take action now. Thank you.
[3:33:21.160 --> 3:33:41.160]  I want to get to this video now because while people are being debunked, deplatformed for questioning the current thing for not amplifying regime narratives on big tech or using PayPal or the financial services simply to get by, to have their supporters donate to them, being debunked, being kicked off those platforms.
[3:33:41.160 --> 3:33:59.160]  In the streets of the United Kingdom, it is still the case where even though they've been told to stop doing this, the police are interrogating and in many cases arresting people on the basis of them offending somebody by something they said.
[3:33:59.160 --> 3:34:12.160]  They've been told to stop doing it. They're still doing it. We had another example of it, emerged just recently. I'm going to come back and talk about it, but here's the video. Arrested for questioning the current thing. Let's roll it.
[3:34:29.160 --> 3:34:56.160]  Yeah, I'm upset every time I see an extinction rebellion clown blocking the road. You go and interrogate and arrest them because I'm upset.
[3:35:11.160 --> 3:35:16.160]  No, sorry. You don't get to decide what opinions I can express about a war under threat of arrest.
[3:35:16.160 --> 3:35:26.160]  So right now I'm going to ask all the details. We don't give them the power to arrest you. No, you f***ing don't. You don't have the power to arrest someone because someone else claimed they were offended.
[3:35:26.160 --> 3:35:36.160]  And that's why all these charges were eventually dropped and Essex police is being sued. Russia is bad. They arrest political dissidents. Proceeds to arrest political dissidents.
[3:35:36.160 --> 3:35:49.160]  I don't give them the power to arrest you. It's okay when we do it. They were all imprisoned overnight and unbelievably the activists were not only charged with disturbing the peace but with inciting racial hatred.
[3:35:49.160 --> 3:35:57.160]  What? Against who? They were protesting against a war against a cost of living crisis caused by that war. What the hell has that got to do with race?
[3:35:57.160 --> 3:36:07.160]  And they weren't just displaying Russian flags to cause aggro. The demonstrators said they held up a seven meter long bunting which contained the flags of every nation in the world.
[3:36:07.160 --> 3:36:15.160]  Our government has sent over two and a half billion pounds of our money to prolong this war. Of course we have the right to question it in public.
[3:36:15.160 --> 3:36:23.160]  How many times do the police have to be told? A person claiming they were offended by something doesn't give you the power to arrest someone.
[3:36:23.160 --> 3:36:35.160]  How many f***ing times? Harry Miller won his case. The College of Policing came out after and clarified that the police can't take quote a disproportionate response to reports of a non-crime hate incident.
[3:36:35.160 --> 3:36:43.160]  That means despite the absurdity of the existence of speech which isn't a crime but in bizarro clown world still represents a non-crime hate incident.
[3:36:43.160 --> 3:36:53.160]  You can't go around threatening, intimidating and arresting someone for basic free speech or holding a flag that might offend someone when anything can offend anyone.
[3:36:53.160 --> 3:37:01.160]  It's completely arbitrary. There are thousands upon thousands of Ukrainian flags being flown in villages, towns and cities across the entire country.
[3:37:01.160 --> 3:37:08.160]  You don't get to decide which flags are officially regime approved and which flags are offensive and therefore illegal.
[3:37:08.160 --> 3:37:14.160]  I'm still not finished. Right now you've got public order offences and we need to take your details.
[3:37:14.160 --> 3:37:17.160]  No, don't get in the time.
[3:37:17.160 --> 3:37:20.160]  So we're going to arrest you or you're going to arrest me.
[3:37:20.160 --> 3:37:35.160]  Maybe the cops have spent just a bit too much time doing the Macarena at Gay Pride Parade.
[3:37:39.160 --> 3:37:47.160]  Too little time learning and remembering what the actual frigging law is. Thankfully as I said these charges were dropped four months later
[3:37:47.160 --> 3:37:52.160]  and those arrested and imprisoned are now taking legal action against Essex police.
[3:37:52.160 --> 3:37:58.160]  Don't forget there was national hand wringing over anti-royalist protesters holding up offensive signs and being arrested.
[3:37:58.160 --> 3:38:02.160]  Where was the outrage over this? There wasn't a single news report about it.
[3:38:02.160 --> 3:38:09.160]  No blue check mark on Twitter was bothered about it and yet similar things continue to happen across the country again and again.
[3:38:09.160 --> 3:38:13.160]  They tell us they don't have the resources to respond to car thefts, to burglaries.
[3:38:13.160 --> 3:38:19.160]  They have plenty of time to intimidate, interrogate and arrest people for expressing anti-regime opinions.
[3:38:19.160 --> 3:38:24.160]  I mean no wonder the real criminals have no respect towards or fear of you.
[3:38:24.160 --> 3:38:27.160]  It's beyond the pale and it has to stop now.
[3:38:30.160 --> 3:38:37.160]  Remember this isn't just happening on the streets. We had a story a couple of months ago where an ex-police officer posted
[3:38:37.160 --> 3:38:45.160]  offensive George Floyd memes in a chat group, but not a public chat group, a private chat group with his friends and colleagues.
[3:38:45.160 --> 3:38:53.160]  One of them ratted him out. He got 20 weeks in prison for posting offensive memes in a private chat group.
[3:38:53.160 --> 3:39:00.160]  He didn't even broadcast them to the world. Meanwhile as I mentioned they say they're not even going to come out and respond to burglaries anymore.
[3:39:00.160 --> 3:39:05.160]  Violent crime going up again in the major cities. They're not going to respond to car thefts.
[3:39:05.160 --> 3:39:11.160]  They've effectively been legalised in London and other major cities because they're just not investigated.
[3:39:11.160 --> 3:39:16.160]  But if you carry a flag that someone got offended by, oh they'll arrest you.
[3:39:16.160 --> 3:39:21.160]  They were put in prison overnight thankfully because there's no foundation for that whatsoever.
[3:39:21.160 --> 3:39:27.160]  These police are now being sued and the charges were eventually dropped.
[3:39:27.160 --> 3:39:38.160]  But yet again we saw yesterday a guy called, who goes by the name ActivePatriot, asked a question about grooming gangs of police officers in Bradford I think it was.
[3:39:38.160 --> 3:39:45.160]  Two minutes later they sent out a team to snatch him. He's in prison overnight. God knows where he is today.
[3:39:45.160 --> 3:39:51.160]  This continues to happen for political free speech on the streets of Britain.
[3:39:51.160 --> 3:39:57.160]  Talking about the current thing, Trump warns of World War III.
[3:39:57.160 --> 3:40:03.160]  Says the conflict in Ukraine could spiral into World War III after Russia launched a new military offensive.
[3:40:03.160 --> 3:40:10.160]  Of course they're talking about a new mobilisation of 300,000 reservists. Some people say that's up to a million.
[3:40:10.160 --> 3:40:14.160]  Medvedev says nukes can be used to defend new Russian territories.
[3:40:14.160 --> 3:40:18.160]  Warn's hypersonic missiles can hit the EU and the US.
[3:40:18.160 --> 3:40:23.160]  But Serbian president warns of great world conflict within two months.
[3:40:23.160 --> 3:40:31.160]  This is the president of Serbia, Alexander Vukic, who made the alarming comments during the first day of the UN General Assembly session in New York.
[3:40:31.160 --> 3:40:37.160]  He said, quote, I assume we're leaving the phase of the special military operation and approaching a major armed conflict.
[3:40:37.160 --> 3:40:40.160]  Now the question becomes, where is the line?
[3:40:40.160 --> 3:40:47.160]  And whether after a certain time, maybe a month or two even, we will enter a great world conflict not seen since the Second World War.
[3:40:47.160 --> 3:40:55.160]  We got into this conflict, of course, because of our, in European terms, total dependency on Russian gas and energy.
[3:40:55.160 --> 3:41:03.160]  Because we wanted to be the great saviours of the planet in the name of pursuing net zero, in the name of preventing climate change.
[3:41:03.160 --> 3:41:11.160]  We shut down all our industries, all our energy infrastructure that was producing good energy that would keep us going for decades and decades.
[3:41:11.160 --> 3:41:20.160]  Shut it all down in pursuit of disastrous green energy policies completely dependent on Russian gas across Europe in order to save the planet.
[3:41:20.160 --> 3:41:30.160]  Well, how good are we at saving the planet now, given that the prospect of nuclear war has moved ever closer, especially over the last 48 hours?
[3:41:30.160 --> 3:41:36.160]  Study says nuclear war could cause apocalyptic new ice age, not could, would.
[3:41:36.160 --> 3:41:41.160]  So again, we're saving the planet by becoming completely dependent on Russian gas.
[3:41:41.160 --> 3:41:44.160]  That's going to be shut off as a part of this war.
[3:41:44.160 --> 3:41:50.160]  Well, how good are we at saving the planet when it's obliterated in a nuclear annihilation?
[3:41:50.160 --> 3:41:56.160]  New study says that a nuclear war would cause global temperatures to plunge by about 13 degrees Fahrenheit.
[3:41:56.160 --> 3:41:57.160]  Maybe they'll welcome it.
[3:41:57.160 --> 3:42:00.160]  I mean, it'll solve global warming, right?
[3:42:00.160 --> 3:42:05.160]  Triggering a nuclear lit-lice age that would lead to mass starvation.
[3:42:05.160 --> 3:42:10.160]  This was a study conducted by researchers at Louisiana State University.
[3:42:10.160 --> 3:42:19.160]  And they basically said, what we know already, nuclear firestorms, they release all the salt, goes into the upper atmosphere, blocks out the sun.
[3:42:19.160 --> 3:42:21.160]  You get crop failures around the world.
[3:42:21.160 --> 3:42:27.160]  It would kill off fishing, basically fishing across the entire planet would cease to exist.
[3:42:27.160 --> 3:42:31.160]  Ports, major ports, would be completely frozen up by the new ice age.
[3:42:31.160 --> 3:42:34.160]  They wouldn't be able to get the food into major cities.
[3:42:34.160 --> 3:42:40.160]  Mass starvation would occur, but I'm sure it was all worth it because we got to wave our little Ukrainian flags
[3:42:40.160 --> 3:42:43.160]  and we got to pretend like we were doing the good thing
[3:42:43.160 --> 3:42:48.160]  and we were saving the planet while actually blowing up the planet in a nuclear holocaust.
[3:42:48.160 --> 3:42:50.160]  Well done, well done, great work.
[3:42:50.160 --> 3:42:54.160]  Summit Dot News will be back, final segment, and go away.
[3:42:54.160 --> 3:43:03.160]  The rage for more than a decade have been concentrated green powders with wheatgrass
[3:43:03.160 --> 3:43:11.160]  and so many other ingredients that are known to make us healthy, to make us vibrant, and to defend our immune systems.
[3:43:11.160 --> 3:43:18.160]  Now over a year and a half ago, we came out with a product that was top sourced, top of the line, as good as it's going to get.
[3:43:18.160 --> 3:43:22.160]  But then the supply chain broke down and it was sold out for more than a year.
[3:43:22.160 --> 3:43:31.160]  Finally, green fiber capsules, this big old bottle, jam packed, is back in stock for a limited time at infowarstore.com, 30% off.
[3:43:31.160 --> 3:43:36.160]  And this limited time left time to go into all the great things it does or what it has in sight.
[3:43:36.160 --> 3:43:42.160]  But go to infowarstore.com and look up green fiber capsules for yourself and see how amazing it is.
[3:43:42.160 --> 3:43:46.160]  And what's just as amazing is it funds the info war and keeps us on air.
[3:43:46.160 --> 3:43:48.160]  We're all under globalist attack.
