[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[02:12:44.853 --> 02:12:48.794]  Free Nick.
[02:12:48.794 --> 02:12:50.275]  Nicholas.
[02:12:50.275 --> 02:12:51.735]  Free speech.
[02:12:51.735 --> 02:12:56.097]  Free speech.
[02:12:56.097 --> 02:12:59.778]  And free Ollie.
[02:12:59.778 --> 02:13:01.098]  Boombayah.
[02:13:01.098 --> 02:13:03.759]  Boombayah.
[02:13:03.759 --> 02:13:04.339]  Boombayah.
[02:13:04.339 --> 02:13:06.960]  Yeah, it's, I don't know.
[02:13:06.960 --> 02:13:08.501]  I don't know if that's it.
[02:13:08.501 --> 02:13:09.601]  Ducking autocorrect.
[02:13:13.405 --> 02:13:13.865]  Sweet.
[02:13:13.865 --> 02:13:14.265]  There we go.
[02:13:14.265 --> 02:13:16.165]  Did we get the overhead of that?
[02:13:16.165 --> 02:13:18.386]  Let's get the team to, uh, get the camera!
[02:13:18.386 --> 02:13:19.526]  Get the camera!
[02:13:19.526 --> 02:13:22.087]  I love the crew, I love the crew, but get the camera!
[02:13:22.087 --> 02:13:23.227]  Zoom in!
[02:13:23.227 --> 02:13:23.747]  That's what I want.
[02:13:23.747 --> 02:13:25.327]  Get the mask, get the mask.
[02:13:25.327 --> 02:13:28.828]  Get the mask, get the mask.
[02:13:28.828 --> 02:13:30.588]  Oh, you want me to redo the skit?
[02:13:30.588 --> 02:13:31.648]  Yeah, do it.
[02:13:31.648 --> 02:13:36.749]  Alright, I love this crew, but, you know, sometimes, sometimes they can just be stubborn.
[02:13:36.749 --> 02:13:38.969]  Zoom in, overhead shot!
[02:13:38.969 --> 02:13:40.950]  Zoom in, overhead shot!
[02:13:40.950 --> 02:13:41.990]  I'm sorry, I'm just a retard.
[02:13:44.266 --> 02:13:45.567]  We love Alex.
[02:13:45.567 --> 02:13:47.387]  Who else would let us do this?
[02:13:47.387 --> 02:13:49.288]  All right, we gotta do this job.
[02:13:49.288 --> 02:13:50.108]  Thank you very much, Ollie.
[02:13:50.108 --> 02:13:51.789]  I want to go back to Owen quick.
[02:13:51.789 --> 02:13:54.790]  Ye's welcome to stay as long as he wants, but I know he's got a lot of big stuff going on.
[02:13:54.790 --> 02:13:56.611]  A great idea having folks tweet out.
[02:13:56.611 --> 02:13:57.712]  Allegedly.
[02:13:57.712 --> 02:13:59.332]  What else do you want to tweet?
[02:13:59.332 --> 02:13:59.973]  Yeah, who knows?
[02:13:59.973 --> 02:14:01.653]  Maybe Kanye, maybe Ye was never here.
[02:14:04.517 --> 02:14:05.617]  I don't know who DeSantis is.
[02:14:05.617 --> 02:14:06.357]  I never heard of the guy.
[02:14:31.175 --> 02:14:31.615]  No, I hear you.
[02:14:31.615 --> 02:14:34.317]  Well, all the elites back in the Santas gives me a lot of concern.
[02:14:34.317 --> 02:14:34.958]  Exactly.
[02:14:34.958 --> 02:14:36.799]  That's what I'm trying to say.
[02:14:36.799 --> 02:14:38.741]  It's like, we love Trump.
[02:14:38.741 --> 02:14:40.962]  We love Ye.
[02:14:40.962 --> 02:14:41.503]  That's right.
[02:14:41.503 --> 02:14:42.623]  Yeah, no, I'm with you.
[02:14:42.623 --> 02:14:47.107]  It's Ye and Trump and anybody going forward to Santas or McCarthy.
[02:14:47.107 --> 02:14:48.368]  That's just not the energy.
[02:14:48.368 --> 02:14:49.248]  That's not the vibe.
[02:14:49.248 --> 02:14:50.189]  That's not MAGA.
[02:14:50.189 --> 02:14:51.930]  That's not Jesus energy.
[02:14:51.930 --> 02:14:53.732]  That's not dragon energy.
[02:14:53.732 --> 02:14:59.076]  So, and I like what Ye said about people need to just put it all on the line and finally tell the truth.
[02:14:59.716 --> 02:15:00.417]  That's the problem.
[02:15:00.417 --> 02:15:01.278]  Well, here's the bottom line.
[02:15:01.278 --> 02:15:02.719]  You're not a white supremacist.
[02:15:02.719 --> 02:15:04.261]  I've heard, I've seen your show.
[02:15:04.261 --> 02:15:05.042]  You love everybody.
[02:15:05.042 --> 02:15:06.463]  You stand up for white people.
[02:15:06.463 --> 02:15:08.725]  Everybody should stand up for themselves and everybody else.
[02:15:08.725 --> 02:15:10.728]  It's a load of crap that you're a white supremacist.
[02:15:10.728 --> 02:15:11.128]  True.
[02:15:11.128 --> 02:15:13.631]  Yeah, and I... Did you help round up Jews like George Soros?
[02:15:13.631 --> 02:15:14.071]  No.
[02:15:14.071 --> 02:15:15.513]  Okay, well then, I don't want to hear anything.
[02:15:15.513 --> 02:15:15.853]  Yeah.
[02:15:15.853 --> 02:15:17.695]  I don't want to hear anything from the ADL or anybody else.
[02:15:17.975 --> 02:15:22.978]  But for the ADL, I want to say there's a lot of good Nazis that were just fighting for their country.
[02:15:22.978 --> 02:15:25.399]  And for them all... Why George Soros?
[02:15:25.399 --> 02:15:27.880]  For them all to get put in a box.
[02:15:27.880 --> 02:15:30.382]  They're all in a box.
[02:15:30.382 --> 02:15:31.963]  Every Nazi's bad.
[02:15:31.963 --> 02:15:36.305]  Well, could some of the Nazis have just been fighting for their country?
[02:15:36.305 --> 02:15:39.167]  Oh, they're all... Oh, we can't... We can't put them all in a box.
[02:15:39.887 --> 02:15:46.489]  No, you're explaining that, like you said, you love the Zionists, you don't agree with some of the things they're doing, even though you don't support a lot of what's happening.
[02:15:46.489 --> 02:15:52.752]  Seriously, I've really studied a lot of history, plus I had family that was there, and so, I mean, I don't think Hitler was a good guy.
[02:15:52.752 --> 02:15:55.733]  I get the Hugo Boss uniforms, amazing.
[02:15:56.594 --> 02:16:02.998]  But, I mean, just because you're in love with the design, you're a designer, can we just kind of say, you like the uniforms, but that's about it.
[02:16:02.998 --> 02:16:09.322]  No, we, no, there's a lot of things that I love about Hitler.
[02:16:09.322 --> 02:16:11.984]  A lot of things.
[02:16:11.984 --> 02:16:14.646]  Hey, Netan, what did you think about that, Netan?
[02:16:16.996 --> 02:16:18.518]  This is insane!
[02:16:18.518 --> 02:16:20.439]  You are an insane person!
[02:16:20.439 --> 02:16:30.908]  How could you say such a... It's okay that... So let me ask you, you like the Azog Battalion because they openly howl Hitler, they're the leftovers of World War II, they support Zelensky and attacking Russia, so you like the Azog Battalion?
[02:16:31.761 --> 02:16:33.863]  I love everyone!
[02:16:33.863 --> 02:16:44.451]  Well, my point is, you weren't involved with Hitler, you didn't do anything, so having the ADL say anybody that opposes communism and the New World Order is a Nazi, well, you kind of get what you give.
[02:16:44.451 --> 02:16:47.013]  No one cares about the ADL.
[02:16:47.013 --> 02:16:47.894]  They're played out.
[02:16:47.894 --> 02:16:49.495]  They ran Twitter until last week.
[02:16:51.437 --> 02:16:52.977]  They don't run anything.
[02:16:52.977 --> 02:16:54.458]  No one knows the aid.
[02:16:54.458 --> 02:16:55.158]  No one cares.
[02:16:55.158 --> 02:16:55.858]  They're played out.
[02:16:55.858 --> 02:16:57.598]  Look at, people have had a problem.
[02:16:57.598 --> 02:16:59.138]  Look at Clockwork Orange.
[02:16:59.138 --> 02:17:05.219]  There's a part where a Jewish guy makes the guy kiss the shoe and he says, kiss the, lick the, kiss the Jew.
[02:17:05.219 --> 02:17:08.500]  Like, people have had issues with Jewish people forever.
[02:17:08.500 --> 02:17:11.561]  But what I'm saying is I love Jewish people.
[02:17:11.561 --> 02:17:12.521]  I love Jewish people.
[02:17:12.521 --> 02:17:13.541]  Yes, we're talking about Stanley Kubrick.
[02:17:13.541 --> 02:17:16.081]  Put the War Room background up, the hand there.
[02:17:16.081 --> 02:17:18.942]  You don't think Clockwork Orange is about Jews?
[02:17:19.762 --> 02:17:20.723]  Absolutely!
[02:17:20.723 --> 02:17:21.163]  Look at it!
[02:17:21.163 --> 02:17:24.106]  I thought it was about a collapsing... You know, Stanley Kubrick was a Jew.
[02:17:24.106 --> 02:17:25.407]  Oh, wow.
[02:17:25.407 --> 02:17:26.007]  I know his daughter.
[02:17:26.007 --> 02:17:26.888]  He was a great guy.
[02:17:26.888 --> 02:17:28.449]  Yeah.
[02:17:28.449 --> 02:17:30.091]  So, I mean, he made Dr. Strangelove.
[02:17:30.091 --> 02:17:33.093]  I mean, I gotta be honest with you.
[02:17:33.093 --> 02:17:39.738]  I see incredible literature and art and music and just so many great... so much great stuff Jews do.
[02:17:39.738 --> 02:17:42.441]  Just like I see so many great things black people do or any other group.
[02:17:42.441 --> 02:17:43.602]  Like, you know, Beethoven was German.
[02:17:43.602 --> 02:17:45.443]  I don't blame Beethoven for Hitler.
[02:17:45.443 --> 02:17:46.484]  And I believe in free speech.
[02:17:46.484 --> 02:17:47.425]  What about Wagner?
[02:17:48.848 --> 02:17:50.868]  Well, they demonized Wagner because Hitler liked it.
[02:17:50.868 --> 02:17:52.709]  Or Adi Dassler.
[02:17:52.709 --> 02:17:54.449]  Or Hugo Boss.
[02:17:54.449 --> 02:17:56.910]  We have all this demonization.
[02:17:56.910 --> 02:17:58.830]  We don't care anymore, ADL.
[02:17:58.830 --> 02:17:59.811]  Obviously.
[02:17:59.811 --> 02:18:01.151]  No one cares.
[02:18:01.151 --> 02:18:01.871]  Shut up.
[02:18:01.871 --> 02:18:02.551]  No one cares.
[02:18:02.551 --> 02:18:03.312]  Jesus is king.
[02:18:03.312 --> 02:18:03.692]  Shut up.
[02:18:03.692 --> 02:18:04.792]  It's done.
[02:18:04.792 --> 02:18:05.732]  Tomorrow.
[02:18:05.732 --> 02:18:06.432]  Or the next day.
[02:18:06.432 --> 02:18:09.953]  You know, German cars do break down and cost a lot of money to fix.
[02:18:09.953 --> 02:18:11.594]  Germans make really good cars.
[02:18:11.594 --> 02:18:15.354]  I think the Japanese make better ones.
[02:18:15.354 --> 02:18:17.235]  Germans had a really cool leader at one time.
[02:18:19.060 --> 02:18:26.106]  Look, I drive mainly American cars, but when it comes to company cars, it's a couple Toyotas because the damn things don't break.
[02:18:26.106 --> 02:18:27.447]  I mean, it is ridiculous.
[02:18:27.447 --> 02:18:27.888]  You know what I mean?
[02:18:27.888 --> 02:18:30.850]  You know the Japanese bitch to the globalist groups?
[02:18:30.850 --> 02:18:32.191]  They want to make light bulbs that go 100 years.
[02:18:32.191 --> 02:18:33.132]  They want to make cars that never break.
[02:18:33.132 --> 02:18:33.813]  You know they can do that.
[02:18:34.313 --> 02:18:35.413]  The Japanese are pissed.
[02:18:35.413 --> 02:18:37.574]  That's why they've not said they're for electric cars.
[02:18:37.574 --> 02:18:38.875]  They go, these don't work.
[02:18:38.875 --> 02:18:40.095]  It takes more carbon.
[02:18:40.095 --> 02:18:41.296]  Why are you doing this?
[02:18:41.296 --> 02:18:42.876]  That's what needs to be broken.
[02:18:42.876 --> 02:18:43.496]  You get what I'm saying?
[02:18:43.496 --> 02:18:52.180]  It's like, I want to say with Ben Shapiro, he was so disrespectful to his employee, Candace Owens, for speaking out against me.
[02:18:52.180 --> 02:18:56.501]  And that just showed you another level of this kind of control that's out there.
[02:18:56.501 --> 02:18:57.461]  No, I agree.
[02:18:57.461 --> 02:18:58.102]  I like Candace.
[02:18:58.102 --> 02:18:58.822]  She has a lot of courage.
[02:18:58.822 --> 02:19:00.042]  She's a really smart, beautiful lady.
[02:19:00.042 --> 02:19:01.223]  She's really defended you.
[02:19:02.244 --> 02:19:05.689]  Uh, but I mean, are you saying Ben Shapiro's got her on a leash?
[02:19:05.689 --> 02:19:10.156]  I think it's pretty obvious.
[02:19:10.156 --> 02:19:12.319]  You know, it was our Paul Watson.
[02:19:12.319 --> 02:19:13.101]  We didn't launch her.
[02:19:13.101 --> 02:19:14.222]  She deserved it.
[02:19:14.222 --> 02:19:15.625]  But implorers launched Candace Owens.
[02:19:16.738 --> 02:19:19.880]  Yes, but everyone is still controlled by the Jewish media.
[02:19:19.880 --> 02:19:22.802]  We need to serve Christ first.
[02:19:22.802 --> 02:19:24.043]  Christ first.
[02:19:24.043 --> 02:19:24.463]  Everyone.
[02:19:24.463 --> 02:19:24.783]  Period.
[02:19:24.783 --> 02:19:25.043]  Trump.
[02:19:25.043 --> 02:19:26.124]  Okay, but you say the Jewish media.
[02:19:26.124 --> 02:19:27.965]  Let me just bring up a real world example.
[02:19:27.965 --> 02:19:30.306]  I'm not just... I'm trying to get this clear.
[02:19:30.306 --> 02:19:31.567]  I only met Matt Drudge once.
[02:19:31.567 --> 02:19:33.268]  He came here, hung out a few hours, and went to dinner.
[02:19:33.268 --> 02:19:33.789]  He's Jewish.
[02:19:34.429 --> 02:19:35.809]  I never asked for anything.
[02:19:35.809 --> 02:19:37.290]  He never told me what to do.
[02:19:37.290 --> 02:19:43.492]  He only sent a few emails here and there to writers saying, hey, you know, when you break something, email it to me.
[02:19:43.492 --> 02:19:46.512]  And he was a Jewish guy that totally helped us go to the next level.
[02:19:46.512 --> 02:19:49.513]  We would have been successful without him, but he like supercharged it.
[02:19:49.513 --> 02:19:51.774]  Then suddenly he flips the other side, never talked to him again.
[02:19:51.774 --> 02:19:54.435]  And his website's like a Democrat hellscape.
[02:19:54.435 --> 02:19:59.716]  But I'm just saying, it's like I've known a lot of Jews in my life, and I didn't have the Hollywood experience you had.
[02:19:59.716 --> 02:20:02.457]  Actually, all the Jews in my life,
[02:20:03.237 --> 02:20:06.179]  Overall, we're very nice people, is all I'm saying.
[02:20:06.179 --> 02:20:09.322]  I'm actually tired of hearing about the Jews.
[02:20:09.322 --> 02:20:10.183]  I love them.
[02:20:10.183 --> 02:20:13.045]  Honestly, I don't even care that much.
[02:20:13.045 --> 02:20:15.707]  But we spent the last two hours talking about them.
[02:20:15.707 --> 02:20:17.048]  Because it's fun!
[02:20:17.048 --> 02:20:17.548]  It's fun!
[02:20:17.548 --> 02:20:19.470]  You don't want to hear about them, you want to talk about them all day.
[02:20:19.470 --> 02:20:24.254]  Because being canceled is fun because we're showing you guys the extent that you can go, right?
[02:20:24.254 --> 02:20:27.737]  Because everything at this point that you do proves my point.
[02:20:27.737 --> 02:20:28.897]  Watch this.
[02:20:28.897 --> 02:20:30.299]  If I say DEFCON 3,
[02:20:31.684 --> 02:20:34.546]  And then you cancel all of my deals.
[02:20:34.546 --> 02:20:37.388]  You proved exactly why I needed to go DEF CON.
[02:20:37.388 --> 02:20:38.448]  No, no, I agree with what you said.
[02:20:38.448 --> 02:20:40.490]  Let me stop you.
[02:20:40.490 --> 02:20:42.151]  Alex, Alex, let me channel.
[02:20:42.151 --> 02:20:44.272]  All right.
[02:20:44.272 --> 02:20:48.635]  If, if, if I, uh, and Dave Chappelle works for the Jews anyway.
[02:20:48.635 --> 02:20:52.157]  So if, if I say, uh, now I forgot what I had to say.
[02:20:52.157 --> 02:20:52.897]  Let me meditate.
[02:20:52.897 --> 02:20:53.758]  Let me get into a place.
[02:20:53.758 --> 02:20:54.098]  I'm sorry.
[02:20:54.098 --> 02:20:54.518]  Go ahead.
[02:20:54.518 --> 02:20:55.599]  Love you, brother.
[02:20:55.599 --> 02:20:57.180]  Uh, Jesus King.
[02:20:57.180 --> 02:20:57.240]  Um,
[02:20:58.982 --> 02:21:16.358]  If I say, if I go on this interview and I say, I love Hitler, and then they go and 5150 me and try to lobotomize me like we saw Harley Pasternak do, or they put me in prison, it just proves what I'm saying.
[02:21:16.358 --> 02:21:18.880]  And it's going to spark the high schools.
[02:21:18.880 --> 02:21:20.282]  It's going to spark the grammar schools.
[02:21:20.282 --> 02:21:23.685]  It's going to spark the colleges that say enough is enough.
[02:21:24.305 --> 02:21:30.388]  It doesn't matter how on the spectrum you think I am, I have the right to speak out loud.
[02:21:30.388 --> 02:21:32.809]  That is our First Amendment.
[02:21:32.809 --> 02:21:39.892]  And it's a shame that you have to be considered to be on the spectrum to have enough courage to speak out loud.
[02:21:40.712 --> 02:21:43.173]  I do love my family, right?
[02:21:43.173 --> 02:21:46.673]  But I looked at every possible outcome.
[02:21:46.673 --> 02:21:51.234]  I practiced Chinese water torture on myself.
[02:21:51.234 --> 02:21:59.896]  I would like skip along Malibu in front of my house and sing, when the Clintons come to kill me, how is it going to be?
[02:21:59.896 --> 02:22:02.576]  What are they going to do to kill me?
[02:22:02.576 --> 02:22:03.456]  Wait a second.
[02:22:03.456 --> 02:22:05.677]  Netanyahu, what do you have to say about this?
[02:22:05.677 --> 02:22:07.157]  Netanyahu, don't want to say nothing.
[02:22:10.285 --> 02:22:20.295]  What I'm trying to get at here is, Ye, that I don't think the father of the future revolution against tyranny is Hitler.
[02:22:20.295 --> 02:22:26.741]  Hitler said a coming man was coming who would be the next Hitler that would destroy the New World Order and the whole system.
[02:22:26.741 --> 02:22:27.782]  He wanted his own New World Order.
[02:22:27.782 --> 02:22:28.823]  He thought it would come out of America.
[02:22:28.823 --> 02:22:31.726]  Do you know about Hitler and his coming man?
[02:22:31.726 --> 02:22:32.627]  No, I don't know about that.
[02:22:34.508 --> 02:22:37.509]  I just think you should not want to be Hitler's coming man.
[02:22:37.509 --> 02:22:38.589]  I didn't say I was.
[02:22:38.589 --> 02:22:40.949]  I don't really care that much about Hitler.
[02:22:40.949 --> 02:22:41.869]  I love him.
[02:22:41.869 --> 02:22:43.910]  Do you just do it as a way to troll?
[02:22:43.910 --> 02:22:47.650]  No, he seems like a cool guy.
[02:22:47.650 --> 02:22:52.071]  It's like he had a really cool outfit and he was a really good architect.
[02:22:52.071 --> 02:22:56.012]  So you're in love with the look of it?
[02:22:56.012 --> 02:22:57.592]  And he didn't kill 6 million Jews.
[02:22:57.592 --> 02:22:59.432]  That's just factually incorrect.
[02:22:59.432 --> 02:23:01.973]  Guys, get the Ronald Reagan clip they showed me yesterday.
[02:23:01.973 --> 02:23:02.833]  Ronald Reagan said that too.
[02:23:03.433 --> 02:23:06.394]  Well, I think Hitler did target and kill some people.
[02:23:06.394 --> 02:23:09.594]  I think Obama killed Palestinians.
[02:23:09.594 --> 02:23:10.554]  No, I hear you.
[02:23:10.554 --> 02:23:12.095]  Here's where I think the frustration is.
[02:23:12.095 --> 02:23:12.895]  Nick, you can comment on this.
[02:23:12.895 --> 02:23:15.115]  And Obama was not the first black president.
[02:23:15.115 --> 02:23:16.935]  He was another Jewish president.
[02:23:16.935 --> 02:23:21.836]  Americans are tired of hearing that we're Hitler and that we did bad things when we defeated Hitler.
[02:23:21.836 --> 02:23:23.037]  And that's my biggest weakness.
[02:23:23.037 --> 02:23:24.817]  Let's not say his name anymore.
[02:23:24.817 --> 02:23:26.817]  Only say Christ's name moving forward.
[02:23:26.817 --> 02:23:28.618]  I agree.
[02:23:28.618 --> 02:23:29.978]  I'm tired of hearing I'm a Nazi.
[02:23:29.978 --> 02:23:30.838]  I'm really sick because I'm not.
[02:23:32.076 --> 02:23:34.959]  But I think by them falsely accusing people, some people are going to become Nazis.
[02:23:34.959 --> 02:23:35.500]  I am.
[02:23:35.500 --> 02:23:36.822]  I am.
[02:23:36.822 --> 02:23:37.282]  Now what?
[02:23:37.282 --> 02:23:37.863]  I am.
[02:23:37.863 --> 02:23:38.564]  Now what?
[02:23:38.564 --> 02:23:40.526]  Now I'm a Nazi, Ari Emanuel.
[02:23:40.526 --> 02:23:41.728]  Isn't that what it said?
[02:23:41.728 --> 02:23:42.549]  Because this is the thing.
[02:23:42.549 --> 02:23:43.590]  You're doubling down.
[02:23:43.590 --> 02:23:44.851]  Look, look, look, Alex, I love you.
[02:23:44.851 --> 02:23:46.153]  Do not cut this rant off.
[02:23:46.153 --> 02:23:46.654]  I'm not.
[02:23:46.654 --> 02:23:47.234]  You're live.
[02:23:47.234 --> 02:23:48.396]  Right here.
[02:23:48.396 --> 02:23:49.217]  Okay, so...
[02:23:50.535 --> 02:23:54.738]  We're in America, we get our history stolen from us, and we're all made to slaves.
[02:23:54.738 --> 02:23:58.840]  The Native Americans and the ones brought over on Jewish slave boats, right?
[02:23:58.840 --> 02:24:01.601]  And then, we're so-called free, but we're never free.
[02:24:01.601 --> 02:24:06.885]  And we're Republican, but then we're turned to Democrats at the MLK JFK time, right?
[02:24:06.885 --> 02:24:10.026]  And we're told we're black, and they made songs that said, say it loud!
[02:24:10.026 --> 02:24:10.747]  Say it loud!
[02:24:11.367 --> 02:24:12.607]  I'm black and I'm proud.
[02:24:12.607 --> 02:24:13.548]  Say it loud!
[02:24:13.548 --> 02:24:14.588]  I'm black and I'm proud.
[02:24:14.588 --> 02:24:15.828]  And then crack came.
[02:24:15.828 --> 02:24:18.329]  And then rappers started saying, what's up my nigga?
[02:24:18.329 --> 02:24:19.710]  I'm a nigga, you a nigga.
[02:24:19.710 --> 02:24:21.390]  Okay, I'm a nigga then.
[02:24:21.390 --> 02:24:23.691]  Wait a second, I thought nigga was bad a second ago.
[02:24:23.691 --> 02:24:24.891]  Nah, nigga is fine.
[02:24:24.891 --> 02:24:26.892]  That's what the feds told us to call ourselves.
[02:24:26.892 --> 02:24:30.633]  And then even Beyonce, we never thought she'd call herself a bitch.
[02:24:31.233 --> 02:24:33.635]  Missy said, hey, I'm a bitch.
[02:24:33.635 --> 02:24:34.656]  Everyone says I'm a bitch.
[02:24:34.656 --> 02:24:36.477]  Okay, now our black women are bitches.
[02:24:36.477 --> 02:24:38.599]  So we're bitches and niggas now, right?
[02:24:38.599 --> 02:24:40.060]  I'm a nigga, you a bitch.
[02:24:40.060 --> 02:24:41.681]  I've even said this in my raps.
[02:24:41.681 --> 02:24:46.064]  So I wake up and I look at my phone and they say, yeah, he's an anti-Semitic.
[02:24:46.064 --> 02:24:47.805]  So I said, okay.
[02:24:47.805 --> 02:24:49.887]  Well, I'm an anti-Semitic.
[02:24:49.887 --> 02:24:53.129]  No, you said I'm an anti-Semitic.
[02:24:53.129 --> 02:24:54.170]  Get it?
[02:24:54.170 --> 02:24:56.832]  You understand what I'm saying?
[02:24:56.832 --> 02:24:58.193]  Bring in the clowns.
[02:24:59.656 --> 02:25:01.557]  There will be clowns.
[02:25:01.557 --> 02:25:04.899]  I tell you what, let's play that Frank Sinatra clip for a minute.
[02:25:04.899 --> 02:25:08.161]  Let's get Owen Troyer and Ollie to have some comments, final comments here.
[02:25:08.161 --> 02:25:12.263]  Are you going to push that jet back or are you going to get out of here?
[02:25:12.263 --> 02:25:13.084]  I gotta get out of here.
[02:25:13.084 --> 02:25:16.326]  They already pushed the jet back trying to stop us from getting here the first time.
[02:25:16.326 --> 02:25:17.366]  Nick, can you tell them what happened?
[02:25:17.366 --> 02:25:18.607]  Folks that don't know, tell them about that.
[02:25:18.607 --> 02:25:23.010]  Yeah, we had to have the plane turn around mid-air because there was an issue.
[02:25:23.010 --> 02:25:24.831]  There goes the issue.
[02:25:28.200 --> 02:25:29.841]  There was some issue with the plane.
[02:25:29.841 --> 02:25:30.962]  You said that it happened before.
[02:25:30.962 --> 02:25:37.528]  Uh, no, that was the first time it happened with me, but we were up in the air 20 minutes out and then there was some kind of big alarm.
[02:25:37.528 --> 02:25:42.092]  We had to turn the plane around and land and Ye said, Oh, you're, he's not even going to believe me.
[02:25:42.092 --> 02:25:46.436]  He said, Alex isn't going to believe me because I guess, uh, it didn't happen the first time.
[02:25:46.436 --> 02:25:47.037]  Yeah, something else happened.
[02:25:47.037 --> 02:25:47.937]  We had to get the show together.
[02:25:47.937 --> 02:25:48.218]  Yeah.
[02:25:48.218 --> 02:25:49.559]  So, but that, that didn't happen.
[02:25:49.559 --> 02:25:50.440]  The last time we had it, yeah.
[02:25:50.440 --> 02:25:50.760]  Yeah.
[02:25:50.760 --> 02:25:53.102]  So there was some seal on the door that was broken.
[02:25:53.102 --> 02:25:53.783]  And so we were blocked out.
[02:25:53.783 --> 02:25:55.204]  Well, you don't want to depressurize the cabin.
[02:25:55.484 --> 02:26:00.025]  Yeah, we wanted to go down safely, not like, you know, crash into a mountain or something.
[02:26:00.025 --> 02:26:01.586]  Which I'm not afraid of.
[02:26:01.586 --> 02:26:08.368]  Whatever way you guys want to choose to, you know, take me out or whatever, I'm not afraid of anything.
[02:26:08.368 --> 02:26:09.608]  I'm only afraid of God.
[02:26:09.608 --> 02:26:11.509]  One thing I want to say to all of you guys is,
[02:26:12.887 --> 02:26:20.317]  No one still stepped up other than Jon Stewart to say, hey, he was upset about the practices.
[02:26:20.317 --> 02:26:23.100]  The contracts have still not changed.
[02:26:23.100 --> 02:26:26.985]  So you could do whatever you want to do and say whatever you want about me.
[02:26:26.985 --> 02:26:28.147]  We don't like his mask.
[02:26:28.567 --> 02:26:30.088]  We don't like everyone likes the jacket.
[02:26:30.088 --> 02:26:31.909]  Of course, everyone loves the jacket, right?
[02:26:31.909 --> 02:26:34.391]  You can say whatever you want about me.
[02:26:34.391 --> 02:26:37.913]  You can distract us with this Balenciaga kind of conversation.
[02:26:37.913 --> 02:26:40.435]  You can distract us with all of these woke ideas.
[02:26:40.435 --> 02:26:42.696]  You can choose your superheroes.
[02:26:42.696 --> 02:26:48.760]  Like, oh, we're going to choose George Floyd instead of the MLKs.
[02:26:48.760 --> 02:26:49.561]  We're going to choose
[02:26:50.261 --> 02:26:53.203]  And you notice the more they pressure, whatever the issue is,
[02:27:18.462 --> 02:27:19.403]  The more it causes resistance.
[02:27:19.403 --> 02:27:22.866]  Let's play two minutes of Frank Sinatra, Bring in the Clowns.
[02:27:22.866 --> 02:27:24.387]  We've got a final comment from Ali Alexander.
[02:27:24.387 --> 02:27:25.988]  Final comment from Rowan Shore.
[02:27:25.988 --> 02:27:27.549]  Final comment from everybody here.
[02:27:27.549 --> 02:27:31.052]  And the good news is you're ten minutes from the airport, so I know your flight was at two, but you can push it back.
[02:27:31.052 --> 02:27:33.274]  We've got Ye in here with us.
[02:27:33.274 --> 02:27:34.815]  Bring in the Clowns.
[02:27:34.815 --> 02:27:36.156]  Play it, here it is.
[02:27:44.068 --> 02:27:52.992]  Finally knowing the one that I wanted was yours.
[02:27:52.992 --> 02:28:02.996]  Making my entrance again with my usual flair.
[02:28:02.996 --> 02:28:06.137]  Sure of my lines.
[02:28:09.640 --> 02:28:21.963]  No one is there.
[02:28:21.963 --> 02:28:28.724]  Don't you love the farce?
[02:28:28.724 --> 02:28:31.145]  My fault, I fear.
[02:28:34.624 --> 02:28:38.246]  I thought that you'd want what I want.
[02:28:38.246 --> 02:28:44.270]  Sorry, my dear.
[02:28:44.270 --> 02:28:51.353]  But where are the clowns?
[02:28:51.353 --> 02:28:57.577]  Send in the clowns.
[02:28:57.577 --> 02:28:59.238]  Don't bother
[02:29:00.356 --> 02:29:11.362]  They're here.
[02:29:11.362 --> 02:29:16.404]  Isn't it rich?
[02:29:16.404 --> 02:29:20.546]  Isn't it queer?
[02:29:20.546 --> 02:29:27.110]  Losing my timing this late in my career.
[02:29:29.796 --> 02:29:36.779]  Where are the clowns?
[02:29:36.779 --> 02:29:42.941]  There ought to be clowns.
[02:29:42.941 --> 02:29:52.105]  Well, maybe next year.
[02:29:52.105 --> 02:29:56.367]  Russia must also.
[02:30:11.964 --> 02:30:16.081]  InfoWars, the most banned network in the world.
[02:30:31.442 --> 02:30:32.943]  Alright, Ye's got to go soon.
[02:30:32.943 --> 02:30:34.644]  He's escaped from Austin.
[02:30:34.644 --> 02:30:35.465]  I want him to sign.
[02:30:35.465 --> 02:30:39.548]  Let's go back to Laura Loomer here for a second, but please sign my tweet you let me send out, brother.
[02:30:39.548 --> 02:30:40.109]  Here you go.
[02:30:40.109 --> 02:30:42.791]  Yo, I want to sign a DEFCON one too, though.
[02:30:42.791 --> 02:30:45.773]  Please print me a DEFCON.
[02:30:45.773 --> 02:30:47.234]  That DEFCON was at Chrysler.
[02:30:47.234 --> 02:30:48.855]  No signing that one.
[02:30:48.855 --> 02:30:51.437]  Alright.
[02:30:51.437 --> 02:30:52.978]  Laura Loomer, say what you got to say.
[02:30:52.978 --> 02:30:53.639]  I have to leave soon.
[02:30:56.434 --> 02:30:57.715]  Are you guys live on air again?
[02:31:26.574 --> 02:31:32.261]  Oh, you're Jewish, how could you not call out Ye for his comments about Jews and Hitler today?
