[00:00:00.089 --> 00:00:00.570]  Red alert.
[02:21:58.830 --> 02:22:01.994]  Fuel will be out in about five days.
[02:22:03.256 --> 02:22:08.663]  And then we can get a list of demands of whatever we want and kind of make the government pay for their dues.
[02:22:09.497 --> 02:22:09.977]  Well, that's right.
[02:22:09.997 --> 02:22:11.919]  People say, oh, don't do a siege.
[02:22:11.979 --> 02:22:12.819]  That's what the Globals did.
[02:22:13.079 --> 02:22:16.022]  But they did it saying take a digital ID to make us more enslaved.
[02:22:16.482 --> 02:22:23.987]  If we have lockdowns done by the people to say no to Klaus Schwab, no to the New World Order, no to Bill Gates, we break their will.
[02:22:24.728 --> 02:22:25.548]  Absolutely, brother.
[02:22:26.969 --> 02:22:27.209]  Yep.
[02:22:27.590 --> 02:22:30.992]  And it'd be peaceful on the truckers' park, because all we have to do is sit at home.
[02:22:31.773 --> 02:22:35.915]  All these liberals in these big cities, they'd start tearing their local governments apart.
[02:22:35.975 --> 02:22:37.797]  They'd come down on D.C., up there in Washington.
[02:22:39.107 --> 02:22:40.008]  Because they won't say it.
[02:22:41.208 --> 02:22:41.769]  I agree with you.
[02:22:41.789 --> 02:22:51.194]  And before they put the robots in charge of everything, and the self-driving cars, the rest of it, we've got to get our information in place so that we can exercise our power before we lose it.
[02:22:51.654 --> 02:22:53.635]  Thank you so much for the call, sir.
[02:22:53.996 --> 02:23:04.962]  That's why they're so scared of what's happening in Canada and around the world, because they want to teach us, we have no power to stay in your house, starve to death, give us your children, but we're not going to do it.
[02:23:05.816 --> 02:23:10.618]  All right, folks, I'm about to hand the baton to the next great guest host, Kate Daly.
[02:23:11.078 --> 02:23:12.159]  katedalyshow.com.
[02:23:12.179 --> 02:23:13.079]  She's about to take over.
[02:23:13.460 --> 02:23:14.220]  Please don't forget.
[02:23:15.560 --> 02:23:19.342]  Sunday, I'm doing like a special six hour live show and so much more.
[02:23:19.362 --> 02:23:21.083]  Owen Schroeder's coming up in 45 minutes.
[02:23:21.703 --> 02:23:23.504]  Infowars.com forward slash show.
[02:23:23.984 --> 02:23:29.747]  And the way we are beating the censors and beating the globalists is your word of mouth.
[02:23:29.827 --> 02:23:31.708]  So don't call in thanking me.
[02:23:33.201 --> 02:23:34.005]  I want to thank you.
[02:23:34.488 --> 02:23:35.654]  You are everything.
[02:23:35.855 --> 02:23:45.215]  Stay with us.
[02:23:45.314 --> 02:23:47.275]  I signed up for the Austin Marathon.
[02:23:47.435 --> 02:23:54.679]  I've been training, probably not as much as I should be, but thank goodness for prayer and thank goodness for InfoWarsStore.com.
[02:23:54.959 --> 02:24:00.782]  Before I set out on a run, I throw down some TurboForce to give me that energy I need to get going.
[02:24:00.802 --> 02:24:13.990]   You know, besides the energy, TurboForce It is giving me the vitamins I need, like vitamin C to keep me healthy, and the essential B vitamins, plus the amino acids for sustained energy, giving me the best chance at getting through the training.
[02:24:14.371 --> 02:24:17.913]  And then every day now, I'm taking Dr. Jones Soreless.
[02:24:18.233 --> 02:24:19.113]  I have bad joints.
[02:24:19.454 --> 02:24:20.114]  Thanks, Mom.
[02:24:20.354 --> 02:24:27.238]  So this is great for giving my joints the extra support they need right now, plus inflammation support and extra flexibility.
[02:24:27.438 --> 02:24:31.421]  The quick-release capsules help me recover fast so I can get back to the training.
[02:24:31.861 --> 02:24:42.688]  Even if you're not crazy enough to take on a marathon, good news, TurboForce, that can still give you the energy and clarity you need for every day, and Soreless can keep you moving and feeling great at any age.
[02:24:43.109 --> 02:24:43.849]  Thank you, Alex.
[02:24:44.089 --> 02:24:45.050]  Alex is a good guy.
[02:24:45.510 --> 02:24:51.894]  I'm Kate Daly, your guest host, and you can go to katedalyradio.com to stream my live show right after this, right after this hour.
[02:24:51.914 --> 02:24:53.656]  I'm happy to have you there.
[02:24:54.036 --> 02:24:59.860]  Before we get to our amazing guest, just a side note about Ukraine, Russia situation.
[02:24:59.900 --> 02:25:00.941]  Everybody's talking about it.
[02:25:01.061 --> 02:25:01.401]  Me too.
[02:25:02.121 --> 02:25:22.490]  I don't think it's World War 3 as many are saying and I don't think that will happen until our economy is flattened and and until we are unarmed quite frankly and I also obviously it's going to involve us but I will be talking to Joel Skousen next week about this right here and we'll have a we'll have a great conversation about that.
[02:25:23.170 --> 02:25:26.953]  In this hour, I actually think it'll end pretty quick, too.
[02:25:27.073 --> 02:25:28.634]  In this hour, I have an amazing guest.
[02:25:28.674 --> 02:25:35.658]  Her information blew me away so much that I had to have her here with me to speak to you, and I really want you to hear her.
[02:25:36.478 --> 02:25:45.224]  She's going to be talking about the shots, reproductive, what she's finding in the reproductive systems, what she's finding with possible sterilization, you know, all of these types of things.
[02:25:45.544 --> 02:25:49.089]  And then also the massive cover-up on Ivermectin and Hydroxychloroquine.
[02:25:49.430 --> 02:25:51.072]  She's got some mind-blowing information.
[02:25:51.593 --> 02:25:53.916]  And welcome to the show, Dr. Janci Lindsey.
[02:25:53.956 --> 02:25:54.297]  How are you?
[02:25:55.950 --> 02:25:57.150]  Thank you so much, Kate.
[02:25:57.170 --> 02:25:57.671]  I'm great.
[02:25:57.691 --> 02:25:59.091]  Thanks.
[02:25:59.371 --> 02:26:00.091]  Glad to have you.
[02:26:00.211 --> 02:26:03.892]  She is a Director of Toxicology, Molecular Biology for Toxicology.
[02:26:03.932 --> 02:26:10.314]  She holds a Doctorate, a PhD in Biochemistry and Molecular Biology, Anderson Cancer Center in Houston.
[02:26:10.754 --> 02:26:20.978]   She has extensive experience in analyzing the molecular profile of pharmacologic ...responses as they pertain to the dose and response relationship.
[02:26:21.258 --> 02:26:25.359]  Her expertise centers on evaluating the complex dynamics of toxicity.
[02:26:25.439 --> 02:26:26.840]  You name it, she knows it.
[02:26:26.880 --> 02:26:28.801]  Very, very smart, smart lady.
[02:26:29.341 --> 02:26:33.062]  Dr. Lindsey, you blew me away on the information that you had.
[02:26:33.082 --> 02:26:44.567]  Will you please tell everyone what you've been finding on, and it's scary, on the reproductive nature of the people that will be taking these shots and getting these shots right now.
[02:26:46.434 --> 02:26:47.455]  Yeah, absolutely.
[02:26:47.575 --> 02:26:49.616]  First of all, just a little relevant background.
[02:26:49.696 --> 02:26:54.599]  Back in the 1990s, I participated in the development of a contraceptive vaccine.
[02:26:54.619 --> 02:27:01.764]  I was working as a research technician at Baylor College of Medicine, and I worked on the zona pellucida immunocontraceptive vaccine.
[02:27:02.224 --> 02:27:04.586]  So, I'm well aware of the technology.
[02:27:04.986 --> 02:27:15.713]  I have worked on vaccine development myself, and I've since worked in a lot of animal models over the years to study various diseases.
[02:27:16.661 --> 02:27:19.824]  And looked at different endpoints, including reproductive and pulmonary endpoints.
[02:27:20.985 --> 02:27:25.089]  So I have a bit to say about what's going on reproductively.
[02:27:25.110 --> 02:27:27.992]  I can tell you that a lot of it's being hidden.
[02:27:28.693 --> 02:27:33.398]  There is no way that pregnant women should be getting these shots at all.
[02:27:33.418 --> 02:27:39.444]  There's no way that anybody of reproductive age or future reproductive age should be getting these shots at all.
[02:27:40.511 --> 02:27:54.843]  I believe that the spike protein immunogen is going to act as a syncytin analog, and syncytins are proteins that are important in our reproductive systems.
[02:27:54.883 --> 02:27:55.883]  They regulate a lot of things.
[02:27:55.903 --> 02:28:00.887]  Syncytin 2 regulates immune tolerance to the fetus, so the mother doesn't attack the fetus.
[02:28:01.628 --> 02:28:05.951]  Syncytin 1 is important in placental development and trophoblast invasion.
[02:28:06.372 --> 02:28:09.354]  They're both important in the maintenance of pregnancy.
[02:28:10.018 --> 02:28:12.099]  This is very important in fertilization.
[02:28:12.119 --> 02:28:25.285]  Sperm to egg, they're fusion proteins and they have similar conformation and amino acid sequence to the spike protein that they've chosen as the gene therapy immunogen.
[02:28:26.305 --> 02:28:29.587]  Immunocomptroceptives don't always work right away.
[02:28:29.707 --> 02:28:34.209]  In fact, many of them take several boosts in order to induce sterility.
[02:28:34.770 --> 02:28:57.745]  So, papers coming out now in the beginning saying that if you had one dose or two doses and they don't really see much of a reproductive endpoint in some of these studies they've done does not guarantee that they are not acting in an additive fashion over time that they won't induce sterility or that there isn't a difference between younger people and older people.
[02:28:57.845 --> 02:29:11.806]   In fact, we've seen with different immunocontraceptive vaccines that if you immunize someone before they've reached fertility, That can sterilize them while if somebody's already reached ovulation age, it takes a few boosts to sterilize them.
[02:29:12.827 --> 02:29:24.473]  So we just need to keep that in mind that the game is not over here in terms of assessing their effect on reproduction.
[02:29:24.493 --> 02:29:29.035]  And I don't know if you want me to go through the numbers, Kate, as we are now.
[02:29:32.085 --> 02:29:36.947]  Sure, because I think it's, we all know that these are eugenics.
[02:29:37.027 --> 02:29:40.389]  We all know their game plan.
[02:29:40.509 --> 02:29:47.511]  And I think this needs to sink in for the American people is that we may have a lot of people trying to get pregnant that won't be able to.
[02:29:47.912 --> 02:29:58.036]  You're starting to see very, very scary things in the lab and have shared those things because you're trying to go around, speak and talk about all these things to people and saying, stop doing this to your kids.
[02:29:58.556 --> 02:30:00.117]  And stop doing these to the young adults.
[02:30:00.277 --> 02:30:11.700]  In the FDA document, which we were talking about a year ago, the FDA.gov document on Pfizer, it said if you want to plan a family, if you want to start a family, do not take this shot.
[02:30:12.240 --> 02:30:16.022]  No one reads the pamphlet when they're getting that shot, I guarantee you.
[02:30:16.622 --> 02:30:17.882]  They don't read through the fine print.
[02:30:18.002 --> 02:30:19.863]  Yes, let's have the numbers, Dr. Lindsey.
[02:30:21.380 --> 02:30:25.163]  Yeah, so I think some really important numbers come from the DMED database.
[02:30:25.183 --> 02:30:34.969]  This is the Defense Medical Epidemiology Database and it is extremely reliable despite the fact that they said they got their numbers wrong for five years before the latest numbers came out.
[02:30:35.929 --> 02:30:42.569]   They have seen a 437% increase in ovarian dysfunction since the shots came out,
[02:30:42.569 --> 02:30:53.049]   a 393% increase in infertility diagnoses in males, a 577% increase in infertility diagnosis in females,
[02:30:53.049 --> 02:31:02.169]   a 174% increase in congenital malformations birth defects, a 352% increase in abnormal menses,
[02:31:02.169 --> 02:31:05.929]  and an 85% increase in spontaneous abortion.
[02:31:05.929 --> 02:31:14.169]   In the VAERS database, we have now 23,000
[02:31:14.323 --> 02:31:17.825]  23,958 reports of menstrual disorders.
[02:31:17.925 --> 02:31:31.696]  We have 4,080 miscarriage, 8,936 vaginal and uterine hemorrhage, 470 cesarean preterm labor birth difficulties, 115 stillbirths.
[02:31:32.236 --> 02:31:38.661]  And we have to remember that the VAERS database is only estimated to hold less than 1% of all adverse effects and deaths.
[02:31:39.081 --> 02:31:47.523]   And we have an additional 11 databases that are being reported into At this time that hold vaccine adverse adverse reactions in death.
[02:31:47.543 --> 02:31:50.748]  So we expect it to be much smaller as well.
[02:31:51.169 --> 02:31:52.250]  This is devastating.
[02:31:52.270 --> 02:31:54.974]  I don't know how to get people.
[02:31:57.105 --> 02:31:57.345]  Right.
[02:31:57.685 --> 02:31:58.986]  Because this is 1%.
[02:31:59.947 --> 02:32:01.468]  So everybody needs to calculate that.
[02:32:01.508 --> 02:32:03.649]  And I know everyone in this audience knows that.
[02:32:04.030 --> 02:32:05.291]  VAERS is 1%.
[02:32:05.771 --> 02:32:09.693]  And they shut down the swine flu shot over 50 deaths.
[02:32:10.174 --> 02:32:12.255]  Look at all of the things that are happening.
[02:32:12.395 --> 02:32:16.758]  I know everybody here is aware that the military came out with all of their numbers and increased cancer.
[02:32:17.218 --> 02:32:22.602]  You're talking about all the numbers with miscarriages and all kinds of things that are going on.
[02:32:22.742 --> 02:32:23.823]  You can't ignore this.
[02:32:24.003 --> 02:32:26.985]  Even with the VAERS numbers at 1%, you cannot ignore this.
[02:32:28.265 --> 02:32:31.886]  I just, it blows my mind that they're sidestepping this.
[02:32:32.307 --> 02:32:36.528]  Media, robots, you know, won't talk about it, won't say a word about it.
[02:32:36.568 --> 02:32:39.309]  That doesn't shock me because they've sold out a long time ago.
[02:32:39.789 --> 02:32:43.630]  But I love that you're telling people this because people need to be very aware.
[02:32:44.370 --> 02:32:47.734]  We don't have a pandemic.
[02:32:47.834 --> 02:32:50.897]  A pandemic is when people die all around you.
[02:32:51.418 --> 02:32:53.119]  We have people dying in ICUs.
[02:32:53.160 --> 02:32:54.221]  That is not a pandemic.
[02:32:54.561 --> 02:33:00.567]  And people are going in for this shot even though the rate of having a sniffle is 99.8%.
[02:33:00.788 --> 02:33:05.392]  They're running in for these shots and they don't realize they might be sterilizing their children for life.
[02:33:05.753 --> 02:33:09.037]   We'll be right back With Dr. Jancie Lindsey.
[02:33:09.337 --> 02:33:12.382]  She's got some more amazing information you need to hear about.
[02:33:12.462 --> 02:33:14.905]  What they were finding with women that donate eggs.
[02:33:15.026 --> 02:33:17.008]  All kinds of things I want to talk to you about.
[02:33:17.068 --> 02:33:19.031]  And the massive cover-up with ivermectin.
[02:33:19.111 --> 02:33:20.013]  So we'll be right back.
[02:33:21.423 --> 02:33:23.324]  Hi, I'm Kate Daly, your guest host this hour.
[02:33:23.344 --> 02:33:26.627]  I appreciate you tuning in right now because this is such important information.
[02:33:26.647 --> 02:33:27.407]  I really am.
[02:33:27.487 --> 02:33:28.288]  We need to share this.
[02:33:28.868 --> 02:33:33.612]  People need to know what they're messing with in the reproductive side of things.
[02:33:33.912 --> 02:33:35.793]  I have Dr. Jancy Lindsay on with me.
[02:33:36.634 --> 02:33:44.459]  Dr. Lindsay, what were people finding or what were you finding when you were realizing women were trying to go and donate eggs as they had in the past?
[02:33:44.819 --> 02:33:49.783]  What was happening after they received their series of crap shots?
[02:33:51.977 --> 02:33:52.397]  Hi, Kate.
[02:33:52.898 --> 02:33:59.423]  You're referring to a whistleblower at an IVF clinic came forward after I spoke to the CDC about my concerns.
[02:34:00.343 --> 02:34:10.911]  She told me early on that they were seeing very different results in her IVF lab with some of the embryos arresting in development at about day five.
[02:34:12.212 --> 02:34:14.154]  These were from donors.
[02:34:14.294 --> 02:34:16.836]  They were previously healthy match donors.
[02:34:17.460 --> 02:34:24.820]   and they had had successful embryogenesis before with these donors.
[02:34:24.820 --> 02:34:30.399]   And they, for some reason, after they received their vaccines,
[02:34:30.399 --> 02:34:33.180]  the embryos were resting early on.
[02:34:33.180 --> 02:34:35.940]  And this was something that she was very alarmed with.
[02:34:35.940 --> 02:34:38.581]  Yeah. - Wow.
[02:34:38.581 --> 02:34:44.159]   When somebody takes one shot versus all of the boosters, I feel the booster's a drip system.
[02:34:44.232 --> 02:34:47.573]  I want to know how you feel about that, and is it making it worse and worse and worse?
[02:34:47.673 --> 02:34:53.696]  I remember the doctor that studied animals and said he came up with a sterilization shot.
[02:34:53.756 --> 02:34:56.297]  Not just a contraception shot, but a sterilization shot.
[02:34:56.537 --> 02:34:58.178]  But it was done in a series of shots.
[02:34:58.198 --> 02:35:03.300]  They had to have a series of shots that had a certain amount of time between them in order to sterilize the animals.
[02:35:03.360 --> 02:35:05.501]  He died mysteriously in the summer of 2019, right before 2020 hit.
[02:35:08.282 --> 02:35:08.883]  Murdered, I think.
[02:35:09.703 --> 02:35:15.105]  But I would like to get your take on that as far as all of the shots versus one shot.
[02:35:15.125 --> 02:35:17.766]  Let's say somebody got one shot and they went, oh, I'm not taking anything else.
[02:35:17.786 --> 02:35:19.267]  Do you have any information on that?
[02:35:21.288 --> 02:35:30.992]  Yeah, so as I said, I worked on the zonopelucida vaccine, which was probably the vaccine that you're speaking of at Baylor College of Medicine.
[02:35:31.012 --> 02:35:33.233]  It's an immunocomprehensive vaccine.
[02:35:33.952 --> 02:35:39.696]  And for several species, it takes several shots to induce sterility in the animals.
[02:35:40.236 --> 02:35:41.377]  It's an additive effect.
[02:35:41.417 --> 02:35:44.779]  We see the same thing with the HCG immunocontraceptive vaccine.
[02:35:44.799 --> 02:35:45.980]  You need several boosters.
[02:35:46.600 --> 02:35:57.647]  In Africa, when HCG was mixed into the tetanus shots in order to sterilize that population or do an experiment in the population, I'm not sure what they were doing.
[02:35:57.687 --> 02:36:00.309]  It was just there intentionally, clearly.
[02:36:02.018 --> 02:36:07.139]  It took several boosters to induce sterility in that population.
[02:36:07.959 --> 02:36:15.861]  So, we don't expect it to be all at once, but it might be for kids because you get a differential response in kids.
[02:36:16.301 --> 02:36:22.102]  With the zonopellucid vaccine, what we saw in animal models is that you get a complete ovarian destruction following.
[02:36:22.402 --> 02:36:35.855]   We were developing it to be a temporary immune contraceptive and it would have been really attractive is that because it would have prevented Fertilization rather than preventing implantation like a lot of contraceptives do.
[02:36:35.875 --> 02:36:37.537]  Nice.
[02:36:37.877 --> 02:36:39.898]  So it stops early on.
[02:36:39.978 --> 02:36:43.701]  It stops it early on before the fertilization and that's what's a little different here.
[02:36:45.162 --> 02:36:51.827]  Yeah, so we may be talking about the same vaccine if he was working on the porcine zonopellucid vaccine, which is used now.
[02:36:52.187 --> 02:36:52.808]  That's interesting.
[02:36:52.848 --> 02:36:56.070]  I feel like I've come full circle after all these years.
[02:36:58.872 --> 02:36:59.693]  It's so true.
[02:37:00.358 --> 02:37:02.358]  Quite interesting.
[02:37:02.358 --> 02:37:07.157]   You know, women were coming in and having more problems donating eggs and things like
[02:37:07.157 --> 02:37:08.157]  this.
[02:37:08.157 --> 02:37:11.997]   The spike protein, we know, settles in a few various organs, right?
[02:37:11.997 --> 02:37:16.438]  You have myocarditis, you have ovarian things going on.
[02:37:16.438 --> 02:37:22.278]   And so mainly, I think people don't realize is the spike protein is not natural.
[02:37:22.278 --> 02:37:26.798]   And the spike protein, I think, can be transferred because Pfizer admits it, called occupational
[02:37:26.798 --> 02:37:31.677]   transference section 8.3 in the documents that they had to release.
[02:37:31.677 --> 02:37:34.297]  They wanted 75 years, but they had to release them.
[02:37:34.297 --> 02:37:42.477]   And so what you're saying is, this is congregating in the reproductive areas and nobody's really
[02:37:42.477 --> 02:37:43.477]  talking about this.
[02:37:43.477 --> 02:37:44.477]  I haven't heard.
[02:37:44.477 --> 02:37:47.397]   I've heard you and I've heard a couple of doctors talking about this.
[02:37:48.067 --> 02:37:50.688]  And you're blowing the whistle on it, which I so appreciate from you.
[02:37:51.028 --> 02:38:01.672]  What a smart woman you are in doing this because we have a severe, severe eugenics issue going on underneath the myocarditis, underneath the stroke, underneath all of the death.
[02:38:01.972 --> 02:38:07.013]  I mean, if that wasn't bad enough, we really truly are proving the case for eugenics right now.
[02:38:07.214 --> 02:38:15.836]  I mean, if this is the case, if we're going to see kids 10 years from now trying to get pregnant in their 20s or 30s and can't, it just blows my mind.
[02:38:15.856 --> 02:38:17.237]  That's my fear.
[02:38:17.625 --> 02:38:19.426]  Yeah, that's my real fear, Kate.
[02:38:19.886 --> 02:38:23.829]  And parents are going into this just really blind.
[02:38:24.229 --> 02:38:27.811]  And they're also being told by people that, frankly, you should know better.
[02:38:28.151 --> 02:38:31.894]  They do not have the data on pregnancy and long-term outcome.
[02:38:31.954 --> 02:38:36.156]  They do not have the data on teratogenicity and carcinogenicity.
[02:38:36.536 --> 02:38:42.560]  And shame on these doctors, these physicians, these health boards for telling people that they do because they don't.
[02:38:44.884 --> 02:38:49.306]  I don't know what else to tell parents besides please don't give your kids these shots.
[02:38:49.366 --> 02:38:50.706]  They don't need them.
[02:38:51.306 --> 02:38:56.608]  They have more of a chance of suffocating or drowning than they do dying from this virus.
[02:38:56.628 --> 02:39:00.050]  There is absolutely zero reason to give your kids this vaccine.
[02:39:01.110 --> 02:39:03.751]  Myocarditis cases are exploding in children.
[02:39:04.601 --> 02:39:08.504]  In just four months, 69, we've had a 69% increase in cases.
[02:39:08.564 --> 02:39:15.288]  We've gone from 10,000-something in October to 32,000-something as of February 11th.
[02:39:15.668 --> 02:39:22.172]  And we know that the main target population for myocarditis is our young kids, teenagers, and young adults.
[02:39:23.012 --> 02:39:24.433]  12 to 20 is the prime group.
[02:39:24.493 --> 02:39:31.237]  Of course, we don't know in the 5 to 11-year-olds because we don't have reporting on those cases yet.
[02:39:31.676 --> 02:39:35.638]  And we absolutely know, as you've heard, that the CDC is withholding cases.
[02:39:35.698 --> 02:39:38.959]  So it's impossible for us to know the real numbers.
[02:39:39.579 --> 02:39:49.843]  And if they're withholding cases, folks, if the FDA and the CDC is messing around and they're corrupted and we can't trust their data, do not trust your child or yourself with this vaccine.
[02:39:49.863 --> 02:39:50.804]  It is not a vaccine.
[02:39:50.844 --> 02:39:53.005]  It's a gene therapy and it will hurt you.
[02:39:53.765 --> 02:39:54.685]  Don't do it.
[02:39:55.906 --> 02:39:56.646]  Absolutely.
[02:39:57.062 --> 02:40:04.448]  And when they keep saying safe and effective, I want to cram safe and effective down their throats because everything is safe and effective.
[02:40:04.508 --> 02:40:08.192]  How can you say that when it's been on the market for a nanosecond and everyone knows it?
[02:40:08.892 --> 02:40:10.934]  It's amazing to me that they could get away with that.
[02:40:11.875 --> 02:40:16.899]  I'm sure it just shocks you every day when a doctor stands there like a robot and says it's safe and effective.
[02:40:16.979 --> 02:40:17.860]  It's safe and effective.
[02:40:18.621 --> 02:40:19.501]  Bizarre, right?
[02:40:19.561 --> 02:40:21.963]  Yeah, those are talking points.
[02:40:21.983 --> 02:40:24.866]  The data shows us that it's not safe and it's not effective.
[02:40:26.823 --> 02:40:33.705]  I think I said rotavirus vaccine was pulled after 10 cases in 1999 by Sophia Ventis.
[02:40:34.085 --> 02:40:37.565]  The CDC looked into it after 10 cases of bowel obstruction.
[02:40:38.246 --> 02:40:46.427]  They were doing all kinds of studies and by 15 cases, Kate, they had pulled that vaccine and were no longer recommending it on the childhood schedule.
[02:40:46.467 --> 02:40:50.528]  Now we have hundreds of deaths in kids and nobody's doing anything.
[02:40:52.071 --> 02:40:55.273]  Healthy athletes are dropping dead and nobody's doing anything.
[02:40:55.333 --> 02:40:56.814]  It's just another walk in the park.
[02:40:57.034 --> 02:40:58.675]  Oh, kids have heart attacks, too.
[02:40:59.095 --> 02:41:00.036]  Kids have strokes, too.
[02:41:00.096 --> 02:41:00.776]  Come on, folks.
[02:41:01.616 --> 02:41:02.597]  Be smarter than that.
[02:41:07.495 --> 02:41:14.659]  I saw an ad that said if you chew gum with GMO, you can get rid of COVID.
[02:41:15.039 --> 02:41:15.899]  I'm not joking.
[02:41:16.159 --> 02:41:20.502]  It's getting to the point where it's just a comic strip every day, and I hope people are seeing through it.
[02:41:20.542 --> 02:41:21.982]  I think a lot of people are waking up.
[02:41:22.343 --> 02:41:30.667]  In your industry, for what you do for a living, because you're on top of all of this, I hope you guys took in her bio because, man, she knows what she's talking about.
[02:41:31.667 --> 02:41:32.188]  Pushback?
[02:41:32.468 --> 02:41:38.330]  Because I know that most doctors are kind of told you follow the line we give you.
[02:41:38.350 --> 02:41:40.871]  Are you getting a lot of pushback, Dr. Lindsey?
[02:41:42.212 --> 02:41:44.213]  So I have a little bit of a different practice.
[02:41:44.353 --> 02:41:47.054]  I'm a consulting toxicologist in litigation.
[02:41:47.074 --> 02:41:59.339]  I do chemical exposure cases, some medical mal, some missed pill overdose cases, toxicity of different chemicals.
[02:42:00.257 --> 02:42:09.284]  Toxicity of different formulas and whether or not certain chemicals in certain formulas cause cancer or not in reproductive organs and other organs.
[02:42:10.085 --> 02:42:14.588]  So I deal primarily in the litigation industry and in the insurance industry.
[02:42:15.029 --> 02:42:30.260]   And I have had a couple clients that have said that, quote, my political views were not something that they wanted to be expressed, which I found extremely interesting since My toxicological views have nothing to do with my political
[02:42:30.260 --> 02:42:30.850]  views.
[02:42:30.850 --> 02:42:31.850]  Amen.
[02:42:31.850 --> 02:42:36.850]  I voted both parties.
[02:42:36.850 --> 02:42:42.289]   We're going to talk about Ivermectin when we come right back, but there's just so much
[02:42:42.289 --> 02:42:46.689]   to say on the subject that she just brought up and push back, but we'll come right back.
[02:42:46.755 --> 02:42:47.976]  I'm Kate Dally, your guest host.
[02:42:47.996 --> 02:42:48.837]  We'll be right back.
[02:42:48.998 --> 02:42:57.907]  Please stay with us because we're going to be talking about the big Ivermectin cover-up, and this is a big deal because they knew, the doctors were telling them, and they ignored it.
[02:42:58.287 --> 02:42:58.788]  We'll be right back.
[02:42:59.804 --> 02:43:00.425]  Hi, we're back.
[02:43:00.465 --> 02:43:01.886]  I'm Kate Dally, your guest host.
[02:43:01.986 --> 02:43:04.788]  Go to katedallyradio.com to stream my show live.
[02:43:04.808 --> 02:43:08.991]  For three hours right after this, I'm on the dial all over the nation.
[02:43:09.271 --> 02:43:14.334]  And I also, my guest that you know right now is Dr. Jancy Lindsey and she's amazing.
[02:43:14.454 --> 02:43:15.455]  Very, very smart woman.
[02:43:15.895 --> 02:43:23.501]  Her information blew me away on fertility, what they're finding after people are taking these shots and the problems that they're having with fertility.
[02:43:24.021 --> 02:43:29.345]  And so I had a guest, Dr. Lindsey, whose husband died of a heart attack four days after the shot.
[02:43:29.976 --> 02:43:32.456]  the third shot, he got the third shot.
[02:43:32.456 --> 02:43:36.296]  And the hospital said it was a normal heart attack.
[02:43:36.296 --> 02:43:40.716]   Well, she had an independent autopsy done and the pathologist said that he had never seen
[02:43:40.716 --> 02:43:44.815]  that kind of heart damage before in his 25 year career.
[02:43:44.815 --> 02:43:48.835]  And that he was seeing this only since these shots.
[02:43:48.835 --> 02:43:55.756]   And so I don't think we realize to the degree of the kind of damage it looks very, very different
[02:43:55.756 --> 02:43:59.495]   that even what people would think would, a normal heart attack versus a heart attack
[02:43:59.495 --> 02:44:02.496]  after these shots and what it's doing to our system.
[02:44:02.227 --> 02:44:03.968]  I'm sure we just don't realize.
[02:44:03.988 --> 02:44:16.119]   No, we don't but if you go back to the early coronavirus research that was done in the 40s in the 60s even It was found early on.
[02:44:16.199 --> 02:44:34.463]  Interestingly, this is a fun tidbit, coronavirus, the coronavirus most closely related to coronavirus now, was found as a contaminant of Trepidema pallidum, which is the causative agent of syphilis in the John Hopkins nickel strain of syphilis that was being shipped around the world to study the disease.
[02:44:35.003 --> 02:44:40.984]  It was only found in the John Hopkins strains and John Hopkins had been manipulating coronaviruses for some time.
[02:44:41.304 --> 02:44:44.424]  They had investigated the murine encephalitis coronavirus.
[02:44:44.424 --> 02:44:50.264]  They had investigated the feline peritoneal coronavirus.
[02:44:50.264 --> 02:44:57.304]   And I find it interesting that it was only in their strain of syphilis that this
[02:44:57.304 --> 02:45:04.424]   coronavirus that's causative of heart damage and cardiomyopathy and myocarditis was found.
[02:45:04.614 --> 02:45:21.817]  In fact, Ralph Baric at the University of North Carolina picked up this propensity for coronavirus, this particular coronavirus, to cause heart damage and proposed to use it to infect animals purposefully in order to study cardiomyopathy and myocarditis.
[02:45:22.197 --> 02:45:24.218]  And he published a paper on that in 1992.
[02:45:24.498 --> 02:45:25.398]  Anybody can look it up.
[02:45:25.871 --> 02:45:35.304]  So it's no surprise that these shots cause heart damage and cardiomyopathy because they've been known to do so since at least the 60s.
[02:45:35.925 --> 02:45:38.188]  So people should know that.
[02:45:38.929 --> 02:45:40.331]  Go ahead.
[02:45:42.959 --> 02:45:44.119]  I'm just shocked.
[02:45:44.700 --> 02:45:51.682]  Let's talk, what are we doing to our society and what are we going to see in about another year to two years?
[02:45:51.722 --> 02:45:58.164]  You know, the insurance companies are buying reinsurance policies because they're expecting a windfall of death over the next year.
[02:45:58.704 --> 02:45:59.445]  Year to two years.
[02:45:59.825 --> 02:46:01.046]  Cancers are going through the roof.
[02:46:01.306 --> 02:46:02.367]  I'm sure you're seeing this.
[02:46:02.667 --> 02:46:04.469]  And I was just blown away.
[02:46:04.509 --> 02:46:08.812]  They are expecting something of a 40% jump in deaths, which is huge.
[02:46:08.892 --> 02:46:11.655]  They may be at every one in 200 year occurrence.
[02:46:11.715 --> 02:46:12.455]  So it's getting crazy.
[02:46:14.910 --> 02:46:16.511]  Yeah, we just have to stop these shots.
[02:46:16.571 --> 02:46:17.672]  I mean, that's the thing.
[02:46:17.692 --> 02:46:18.452]  We don't need them.
