[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[01:37:27.579 --> 01:37:33.702]  Generally, over the years, we've been, you know, less, we've been more hesitant to kind of, you know, get involved.
[01:37:34.002 --> 01:37:36.924]  We think, you know what, our government's not that bad, let's just do our thing.
[01:37:37.284 --> 01:37:44.228]  And I think now regular Canadians are realizing that our government does not have their back, and they're reacting, and they're reacting in a strong way.
[01:37:45.777 --> 01:37:48.620]  I could ask a thousand questions, but just reporting to the world here.
[01:37:48.700 --> 01:37:49.881]  Millions are watching right now.
[01:37:50.362 --> 01:37:52.544]  What do you want folks to know about what's currently happening?
[01:37:52.864 --> 01:37:54.526]  What do you predict Trudeau's going to do?
[01:37:55.247 --> 01:37:58.050]  I'm worried they might try to, like, provocateur something like January 6th.
[01:37:59.775 --> 01:38:00.775]  Listen, that's possible.
[01:38:00.875 --> 01:38:02.136]  I would say being out in the crowd.
[01:38:02.176 --> 01:38:05.217]  This is this is a festival with such a positive vibe.
[01:38:05.257 --> 01:38:11.058]  There's there's people giving out, you know, free pancakes, free hot dogs, you know, packages for the truckers.
[01:38:11.979 --> 01:38:13.699]  It has such a positive atmosphere.
[01:38:14.219 --> 01:38:19.541]  I would think if there was anybody there that was trying to start something, the crowd itself would shut it down.
[01:38:20.081 --> 01:38:24.203]  I didn't get any inkling of any negativity or anything like that.
[01:38:26.024 --> 01:38:26.944]  What will Parliament do?
[01:38:27.544 --> 01:38:28.384]  Difficult to say.
[01:38:28.465 --> 01:38:31.466]  This is the biggest protest I have ever seen.
[01:38:31.546 --> 01:38:32.906]  Obviously, it's just beginning.
[01:38:33.647 --> 01:38:34.807]  How will they respond?
[01:38:34.827 --> 01:38:38.389]  They'll try to dismiss it at first, but they won't be able to ignore this forever.
[01:38:39.329 --> 01:38:41.630]  I totally agree, Derek Sloan, and I'm not there.
[01:38:41.650 --> 01:38:44.231]  Former Member of Parliament up there and a great Patriot leader.
[01:38:45.686 --> 01:38:48.947]  The reports are that there's convoys coming in on five or six highways.
[01:38:48.987 --> 01:38:51.048]  I've been to Ottawa a few times, so I've been there.
[01:38:51.088 --> 01:38:52.469]  It's normally no traffic, not a problem.
[01:38:52.489 --> 01:38:53.049]  Beautiful city.
[01:38:53.469 --> 01:38:56.450]  Reportedly, it just backed up dozens of miles in every direction.
[01:38:56.970 --> 01:38:59.892]  So, I guess nobody knows how big this is going to get.
[01:38:59.912 --> 01:39:02.513]  Because like you said, one spot you were at was 100,000.
[01:39:02.873 --> 01:39:04.453]  We're checking webcams all over.
[01:39:04.513 --> 01:39:06.194]  It's just jammed traffic everywhere.
[01:39:07.634 --> 01:39:08.555]  Well, it's crazy.
[01:39:08.595 --> 01:39:10.976]  I mean, we came in here very early this morning.
[01:39:10.996 --> 01:39:12.396]  We were able to get to our hotel.
[01:39:12.957 --> 01:39:14.878]  But things have really, really backed up.
[01:39:14.918 --> 01:39:20.701]  The entire street along Parliament was already completely filled to the max with trucks.
[01:39:20.801 --> 01:39:25.243]  You know, and again, we are hearing reports of tens of thousands of trucks coming from different areas.
[01:39:25.743 --> 01:39:27.844]  So it'll be interesting to see how long this lasts.
[01:39:28.244 --> 01:39:31.786]  It certainly has a very positive and freedom loving vibe.
[01:39:31.846 --> 01:39:33.767]  It almost feels like you're at kind of a festival.
[01:39:33.847 --> 01:39:38.850]  Everyone there is, you know, very serious, but at the same time, friendly, respectful to everybody.
[01:39:39.210 --> 01:39:46.214]  It's kind of like if you're there, they assume that you're on their team and everybody is treating, you know, everyone else with the utmost courtesy and respect.
[01:39:46.434 --> 01:39:48.596]  Well, I've seen a lot of live footage of police.
[01:39:48.656 --> 01:39:51.038]  They seem to be, like, celebrating as well.
[01:39:51.078 --> 01:39:52.279]  So we're not enemies with the police.
[01:39:52.700 --> 01:39:56.163]  They seem, on average, and I've seen the reports, they don't like these lockdowns either.
[01:39:57.512 --> 01:40:01.136]  Well, listen, I think the average police officer is very concerned about what we're seeing.
[01:40:01.776 --> 01:40:07.682]  And it's certainly the case that, you know, many police officers are speaking up and some are being punished for it.
[01:40:08.122 --> 01:40:10.845]  But, you know, this is a time for all Canadians to rise.
[01:40:10.905 --> 01:40:16.711]  And I think that this event is capturing the hearts and minds, certainly of Canadians, but also of many others around the world.
[01:40:17.191 --> 01:40:19.453]  And this is the most remarkable thing I've ever seen.
[01:40:19.473 --> 01:40:22.216]  I was a member of Parliament for several years.
[01:40:22.536 --> 01:40:25.719]  This is far bigger than any other protest on any other issue.
[01:40:26.060 --> 01:40:32.826]  And the funny thing is, is that on some of these other protests, you know, Justin Trudeau would be at the front of the line doing some symbolic gesture.
[01:40:33.207 --> 01:40:38.412]  And yet on this one here with, you know, the biggest that I've ever seen, he's nowhere to be found.
[01:40:40.339 --> 01:40:48.269]  I've been asking my questions to Derek Sloan with OntarioParty.ca, but what else to this audience do you want to inform them of?
[01:40:48.609 --> 01:40:49.831]  What else is on your radar screen?
[01:40:51.502 --> 01:40:54.123]  Well, you know, there's a lot of things that we're seeing out there.
[01:40:54.364 --> 01:40:59.446]  The one thing that is seeming to unite everyone is, of course, you know, a love of freedom and so on.
[01:40:59.866 --> 01:41:02.148]  But Trudeau is not very well liked.
[01:41:02.288 --> 01:41:12.193]  And it makes me think of, you know, some of these ancient Roman emperors, you know, maybe Nero and so on, who thought that they were, you know, very well liked.
[01:41:12.233 --> 01:41:15.915]  Well, at the same time, the populace grew to, you know, just despise them.
[01:41:16.435 --> 01:41:22.477]  And there is, you know, chanting in the streets of, you know, F Trudeau, F Trudeau and other kinds of things.
[01:41:23.257 --> 01:41:27.358]  You know, he is certainly losing popularity very quickly.
[01:41:27.378 --> 01:41:30.879]  A lot of Canadians are absolutely sick of Trudeau.
[01:41:31.299 --> 01:41:35.620]  They connect Trudeau with all of the problems that they've had the last couple of years.
[01:41:35.980 --> 01:41:40.761]  Now, there's others that could and should be blamed as well, but he's the figurehead of the anger.
[01:41:43.202 --> 01:41:43.802]  Absolutely.
[01:41:43.822 --> 01:41:56.265]  If you look at Klaus Schwab, he says we're going to make him angry, we're going to end the capitalist society, we're going to collapse civilization and build back better with our neo-capitalist, vulture-capitalist, communist utopia.
[01:41:56.785 --> 01:41:58.025]  But they're getting the blame.
[01:41:58.105 --> 01:42:02.987]  Klaus Schwab says Trudeau is his greatest protégé and he is hated and failing.
[01:42:03.287 --> 01:42:06.828]  That's why this fight is literally like Stalingrad in World War II.
[01:42:07.188 --> 01:42:08.048]  This is a key fight.
[01:42:09.801 --> 01:42:10.782]  Well, you're totally right.
[01:42:10.882 --> 01:42:17.065]  And again, it's about, you know, do we trust regular Canadians or Americans to make decisions for themselves?
[01:42:17.646 --> 01:42:23.249]  Or does it have to be, you know, this elite group of people that are making all the decisions for us?
[01:42:23.769 --> 01:42:25.410]  And that's the question that we have.
[01:42:25.951 --> 01:42:28.432]  And Canadians are beginning to understand what's going on.
[01:42:30.213 --> 01:42:31.554]  What does Trudeau do?
[01:42:32.295 --> 01:42:33.655]  You're not just saying that hyperbole.
[01:42:33.675 --> 01:42:43.799]   He's literally hiding with commandos at his Facility claiming he has COVID how do they get out of this because it looks like it's gonna get bigger and bigger I think it may go on for months
[01:42:45.106 --> 01:42:50.967]  Well, listen, I would think that Trudeau is hoping that, you know, people will have their fun for a couple of days and then kind of move on to other things.
[01:42:51.387 --> 01:42:54.848]  So it depends on the determination of the Trekkers and of the Canadians.
[01:42:55.848 --> 01:43:02.610]  You know, when we went by the Trekker line, there's a lot of people here that are, they're bunked in to stay for a while.
[01:43:02.730 --> 01:43:04.150]  So we'll see how long this lasts.
[01:43:04.950 --> 01:43:09.191]  For now, my guess is politicians will be quiet for a couple of days and see if things go away.
[01:43:09.911 --> 01:43:14.956]  But, you know, for now, and listen, let's see what impact this has on the supply chain, right?
[01:43:14.996 --> 01:43:18.800]  I mean, obviously, we're having supply chain issues to begin with.
[01:43:19.380 --> 01:43:28.689]  And if this rally grows and more and more truckers turn to protesting rather than, you know, bringing our goods to and fro, we could have even further issues that highlight this.
[01:43:29.110 --> 01:43:29.530]  That's right.
[01:43:29.970 --> 01:43:32.533]  They want supply chain breakdowns to the Great Reset.
[01:43:34.011 --> 01:43:36.475]  We have to have supply chain breakdowns to say no.
[01:43:36.515 --> 01:43:40.180]  It'll be an endless breakdown if we don't expose them and stop them now.
[01:43:40.260 --> 01:43:42.924]  And so I think it's a battle of wills.
[01:43:43.385 --> 01:43:45.728]  As you said, Derek Sloan, thank you so much.
[01:43:45.868 --> 01:43:47.851]  OntarioParty.ca.
[01:43:47.992 --> 01:43:48.773]  Thank you so much, sir.
[01:43:49.824 --> 01:43:50.805]  Glad to be here, thank you.
[01:43:51.005 --> 01:43:55.548]  It's hard to believe January 2022 is almost over.
[01:43:56.008 --> 01:43:59.431]  And that means our big New Year's special is about to end.
[01:43:59.871 --> 01:44:23.820]   The highest quality, whole food based, multi-vitamin and our best-selling vitamin C with zinc and rose hips formula that absolutely turbo charges your immune system are both on sale for just a few more days There's a lot of other great products as well, where the sale is about to end on this coming Monday.
[01:44:24.201 --> 01:44:41.015]  So that means, as of the time I cut this on Thursday evening, you've just got three days to save 40% off on high quality products at InfoWarsTore.com, like our Vitamin C, Zinc, Rosehips formula, that is again, amazing for your immune system and so much more.
[01:44:41.551 --> 01:44:41.731]  Wow.
[01:44:41.771 --> 01:44:43.292]  History happening right now.
[01:44:43.312 --> 01:44:45.754]  The very friendly, nice, hardworking Canadian population now in a rage.
[01:44:45.834 --> 01:44:47.135]  A peaceful, loving rage of truth.
[01:44:47.155 --> 01:44:47.976]  Having a great party out there.
[01:44:47.796 --> 01:44:52.046]  your body. It's all available at m4store.com right now. Wow.
[01:44:52.046 --> 01:44:55.595]  History happening right now.
[01:44:55.595 --> 01:45:01.916]   The very friendly, nice, hardworking Canadian population now in a rage, a peaceful, loving
[01:45:01.916 --> 01:45:07.216]   rage of truth, having a great party out there. And if they can occupy a month, they will
[01:45:07.216 --> 01:45:13.235]   break the back of the globalist because they'll be educating everybody about, oh, this lockdown
[01:45:13.235 --> 01:45:15.876]  is because you want us to be held in a lockdown.
[01:45:16.198 --> 01:45:17.639]  It's like some bully starts a fight.
[01:45:17.659 --> 01:45:18.559]  You're like, hey, I don't want to fight you.
[01:45:18.579 --> 01:45:19.139]  And they punch you.
[01:45:20.180 --> 01:45:21.180]  Listen, I really don't want to do it.
[01:45:21.200 --> 01:45:22.301]  And they kick you down on the ground.
[01:45:22.321 --> 01:45:23.981]  You're like, all right, I'm going to beat your ass.
[01:45:25.302 --> 01:45:27.803]  I mean, you know, I don't mean that literally.
[01:45:27.823 --> 01:45:28.684]  I'm saying politically.
[01:45:29.344 --> 01:45:29.644]  All right.
[01:45:29.704 --> 01:45:31.965]  You want me to go ahead and open up a can on your ass?
[01:45:32.405 --> 01:45:33.085]  I'm going to do it now.
[01:45:33.126 --> 01:45:34.086]  And I warned your ass.
[01:45:35.006 --> 01:45:38.479]   And when that head's going on the ground, They always beg for their mommy.
[01:45:39.019 --> 01:45:45.364]  So, we don't want to be violent, but we want to politically, with the truth, and with free speech, annihilate them.
[01:45:45.684 --> 01:45:46.464]  They are the enemy.
[01:45:46.765 --> 01:45:48.346]  They killed millions of starvation.
[01:45:48.626 --> 01:45:49.727]  They're locking things down.
[01:45:49.947 --> 01:45:51.868]  They're holding you hostage to the bureaucracy.
[01:45:52.288 --> 01:45:53.589]  Klaus Schwab is your enemy.
[01:45:53.910 --> 01:45:55.230]  David Gergen is your enemy.
[01:45:55.831 --> 01:45:56.671]  Damn these people!
[01:45:56.872 --> 01:46:01.155]  They think they're going to sit back and do this to us, and we're not going to know who did it?
[01:46:01.455 --> 01:46:03.376]  No, we know you did it!
[01:46:03.657 --> 01:46:13.496]  You understand that, you little maggot?
[01:46:13.496 --> 01:46:15.016]  Let's go to your phone calls.
[01:46:15.249 --> 01:46:18.630]  We've got 1, 2, 3, 4, 5, 6, 7 calls.
[01:46:19.250 --> 01:46:21.991]  And then, so it's a nice two hours clean.
[01:46:23.131 --> 01:46:23.992]  We're live right now.
[01:46:24.092 --> 01:46:28.873]  We're going to restream it at Band.Video and InfoWars.com so millions see it.
[01:46:29.373 --> 01:46:33.534]  And all of you can take that feed and take the archive and share it, share it, share it.
[01:46:33.654 --> 01:46:37.835]  What a powerful hour and 43 minutes so far.
[01:46:38.435 --> 01:46:40.636]  Okay, who's up next here?
[01:46:41.899 --> 01:46:44.300]  Let's go to Brett in Winnipeg.
[01:46:44.400 --> 01:46:45.300]  Brett, thanks for holding.
[01:46:45.340 --> 01:46:45.721]  Go ahead.
[01:46:48.522 --> 01:46:48.782]  Hello?
[01:46:49.102 --> 01:46:49.362]  Yes, sir.
[01:46:49.382 --> 01:46:49.682]  Go ahead.
[01:46:49.702 --> 01:46:49.982]  Welcome.
[01:46:51.103 --> 01:46:59.466]  Hey, so I'm in Winnipeg, and we went out and checked out the convoy on Tuesday, and they're definitely lying about it on the media.
[01:47:00.026 --> 01:47:02.047]  They're saying that it's going to be a few hundred trucks.
[01:47:02.147 --> 01:47:05.108]  That's what they said on Friday as I was coming into work.
[01:47:05.148 --> 01:47:07.028]  They said that, oh, it's just a few hundred trucks.
[01:47:07.048 --> 01:47:07.329]  Oh, I saw it.
[01:47:07.349 --> 01:47:08.429]  They said a few hundred trucks, yeah.
[01:47:10.197 --> 01:47:17.658]  Yeah, and they're shutting down the cameras on the highway, now they're shutting down the cameras in Ottawa, so nobody can see what's going on.
[01:47:18.098 --> 01:47:25.240]  They're jamming people's phones so that you can't livestream, so there's really only one source of media out there, and that's the mainstream source.
[01:47:26.260 --> 01:47:29.000]  That's why InfoWars is here on Saturday, is you're right.
[01:47:29.340 --> 01:47:33.981]  They're jamming the cell phones, they're cutting off the feeds, they are in full panic mode right now.
[01:47:34.341 --> 01:47:36.802]  It's not 50,000 truckers, folks, it's a million.
[01:47:37.202 --> 01:47:38.022]  It's huge.
[01:47:40.436 --> 01:47:41.917]  Oh, for sure, Alex.
[01:47:42.317 --> 01:47:49.439]  Just being there, we got there probably 3.30 and the trucks rolled through for probably about six hours or so.
[01:47:50.300 --> 01:47:53.221]  We left when the sun set.
[01:47:53.241 --> 01:47:55.161]  We had to go and let the dogs out at home.
[01:47:55.341 --> 01:47:56.922]  And by the way, that's just the first wave.
[01:47:58.106 --> 01:48:00.887]  Yeah, that was the Western Convoy.
[01:48:00.967 --> 01:48:05.988]  Think of the power of our seven and a half billion humans that want to colonize space if we just unleash it.
[01:48:06.228 --> 01:48:09.910]  We have unlimited power, God gave us, of creativity and will.
[01:48:10.170 --> 01:48:12.270]  We can do anything, and the globalists are scared of that.
[01:48:12.770 --> 01:48:13.851]  Think of our power.
[01:48:14.951 --> 01:48:16.111]  We are billions.
[01:48:16.532 --> 01:48:17.992]  Klaus Schwab is hundreds.
[01:48:20.553 --> 01:48:23.334]  Yeah, Alex, it comes down to care.
[01:48:23.394 --> 01:48:30.815]   Do we care enough to get the knowledge required so that we can learn What we need to do to take the action to make positive change.
[01:48:31.315 --> 01:48:31.676]  Exactly.
[01:48:31.696 --> 01:48:37.538]  Are we happy just to watch TV and get a check from the government for a year or two while they undermine us and starve us to death and murder us?
[01:48:37.898 --> 01:48:38.158]  No!
[01:48:38.218 --> 01:48:42.400]  We recognize an attack, we rise to the occasion, and we say no!
[01:48:42.420 --> 01:48:44.921]  You're right.
[01:48:45.842 --> 01:48:46.422]  Love you, brother.
[01:48:46.462 --> 01:48:46.842]  Thank you.
[01:48:46.902 --> 01:48:47.703]  Incredible callers.
[01:48:47.863 --> 01:48:49.203]  All these callers are incredible.
[01:48:49.924 --> 01:48:54.626]  Okay, let's go ahead now and talk to Alex in Woodstock, Canada.
[01:48:54.686 --> 01:48:55.526]  Alex, thanks for holding.
[01:48:57.045 --> 01:48:58.066]  Hey Alex, can you hear me?
[01:48:58.506 --> 01:48:59.467]  Yes sir brother, welcome.
[01:49:00.468 --> 01:49:07.454]  I've been listening to you for about a decade plus now and I've never called in before but this is the most important show you've ever done for Canadians.
[01:49:08.895 --> 01:49:18.643]  I saw Derek Sloan speak about a week ago at Queen's Park in Toronto and right at that time there's been hardly any mention of this trucker convoy.
[01:49:19.226 --> 01:49:22.388]  So it has just blown up in just a week's amount of time.
[01:49:22.548 --> 01:49:26.370]  Yeah, the AI globalist system failed again, thanks to human intelligence.
[01:49:26.730 --> 01:49:27.571]  Thanks to you.
[01:49:29.652 --> 01:49:33.214]  So I work in the agriculture industry with lots of ties to trucking.
[01:49:33.234 --> 01:49:34.234]  I know a lot of truckers.
[01:49:34.254 --> 01:49:40.618]  I'm about an hour and a half west of Toronto on Highway 401, which is one of the busiest highways in North America.
[01:49:40.638 --> 01:49:48.182]  It's like the I-95 equivalent or like those giant LA highways with 20 lanes wide and some parts around Toronto.
[01:49:48.894 --> 01:49:55.996]  And I was on an overpass with hundreds of Canadian patriots waving flags all day in minus 20 degrees Celsius weather.
[01:49:56.996 --> 01:50:09.578]  Every overpass for thousands of miles along our highway systems have had hundreds and hundreds and thousands of patriots on them with families, little kids, and people who took off work to cheer on this convoy pack.
[01:50:10.018 --> 01:50:12.039]  These convoy packs all the way through Canada.
[01:50:12.399 --> 01:50:16.860]  And isn't it exciting to see humanity come roaring back with all this resistance?
[01:50:16.900 --> 01:50:17.340]  It's beautiful.
[01:50:18.400 --> 01:50:19.861]  Oh, it was beautiful to see Alex.
[01:50:20.481 --> 01:50:24.783]  Amazing thing is that it's kind of, it's all being done without a real leader.
[01:50:25.143 --> 01:50:26.564]  Our leader's in hiding right now.
[01:50:26.844 --> 01:50:29.505]  Can you imagine what this country could do with an actual leader?
[01:50:31.546 --> 01:50:33.547]  Well, you could do anything, which the globalists don't want.
[01:50:33.567 --> 01:50:35.428]  They want to deal with Satan to end humanity.
[01:50:37.089 --> 01:50:37.809]  They don't like us.
[01:50:37.829 --> 01:50:38.690]  They're not for us.
[01:50:39.130 --> 01:50:39.970]  They're not with us.
[01:50:40.191 --> 01:50:41.351]  I totally agree with you.
[01:50:41.751 --> 01:50:43.192]  And the media is on their side.
[01:50:43.232 --> 01:50:45.013]  They're not on our side, the mainstream media.
[01:50:45.467 --> 01:50:46.749]  You're going to love this one today.
[01:50:46.769 --> 01:51:02.289]  It's something Ezra Levant alluded to earlier in his call, and that's the CBC state-funded media has thrown out every excuse in the book and every distraction trying to call the convoy racist and misogynist and it's all wrong.
[01:51:02.719 --> 01:51:09.688]  And today they went as far as saying that instigators of the convoy and perpetrators are likely Russian agents.
[01:51:09.788 --> 01:51:10.509]  Can you believe that?
[01:51:10.789 --> 01:51:12.251]  Totally ridiculous.
[01:51:12.271 --> 01:51:13.192]  That's all they've got.
[01:51:13.312 --> 01:51:15.355]  They're globalist Klaus Schwab agents.
[01:51:15.675 --> 01:51:19.080]  See, they know to tell Canadians it's an outside power, which is a lie.
[01:51:19.720 --> 01:51:33.285]  That it's Russians, or, no, it's globalist, Klaus Schwab, New World Order, outside power, and that's why they fear that coming out, that it's a Great Reset, and Klaus Schwab, and permanent martial law to steal Canada's resources.
[01:51:33.665 --> 01:51:37.586]  That's why we have to make it about how it's an outside, multinational takeover.
[01:51:37.826 --> 01:51:38.606]  Thank you for the call.
[01:51:39.847 --> 01:51:40.907]  That's what we're talking about here.
[01:51:41.267 --> 01:51:43.468]  Premeditated evil, folks.
[01:51:44.428 --> 01:51:47.469]  This isn't just a UN takeover.
[01:51:47.529 --> 01:51:48.890]  It's an anti-human takeover.
[01:51:49.719 --> 01:51:56.826]  All right, next up here holding patiently is Andre in British Columbia on the other coastline.
[01:51:56.866 --> 01:51:57.847]  What is your view on this?
[01:51:59.549 --> 01:52:00.250]  Hello, Alex.
[01:52:00.510 --> 01:52:03.133]  Thank you very much for taking my call.
[01:52:03.433 --> 01:52:04.394]  What is my view?
[01:52:04.414 --> 01:52:12.422]  I am so surprised and very thankful for the trackers that they brought Canada and the world back together.
[01:52:13.644 --> 01:52:19.147]  I've witnessed two communist rulers being removed from power due to people's protests.
[01:52:19.507 --> 01:52:22.189]  One in 1970 and one in 1980.
[01:52:22.889 --> 01:52:29.953]  Then, I am witnessing another protest here in Canada that is fighting mandatory vaccination.
[01:52:30.574 --> 01:52:31.794]  Oh yeah, this is important.
[01:52:31.834 --> 01:52:36.037]  This is as important as what happened in the Soviet Union, what happened in Poland, what happened in East Germany.
[01:52:36.077 --> 01:52:37.578]  This is history, folks!
[01:52:39.139 --> 01:52:40.419]  Absolutely it is, Alex.
[01:52:40.439 --> 01:52:40.960]  You're right.
[01:52:42.370 --> 01:52:59.282]  I believe Justin Trudeau did not learn history lessons very well because he should already know that if he's going to be squeezing people as he has to that point, he will be removed from power as the other rulers were.
[01:52:59.703 --> 01:53:13.592]   So I would like the trackers to say on the rally that we, the people of Canada, declared the pandemic is over and now you, government, You need to do the job to finish it.
[01:53:15.073 --> 01:53:15.553]  Absolutely.
[01:53:15.573 --> 01:53:21.218]  And if you identify Fridell as an outside globalist, corporate looter, he will fall.
[01:53:21.258 --> 01:53:25.242]  He has to be identified as Klaus Schwab brags on TV.
[01:53:25.282 --> 01:53:26.463]  He owns your cabinet.
[01:53:26.723 --> 01:53:27.724]  He owns your leader.
[01:53:28.465 --> 01:53:29.345]  They own our leader.
[01:53:29.425 --> 01:53:32.628]  We have to admit this is an outside force and reject it.
[01:53:32.648 --> 01:53:34.490]  Like when you eat poison, you throw it up.
[01:53:36.144 --> 01:53:36.864]  You bet, Alex.
[01:53:36.964 --> 01:53:40.985]  We need to create one party that is coming from the bottom.
[01:53:41.445 --> 01:53:42.766]  The people will choose who they want.
[01:53:42.826 --> 01:53:45.386]  Worldwide populist pro-human party.
[01:53:45.566 --> 01:53:45.866]  Yes.
[01:53:46.347 --> 01:53:52.828]  Worldwide pro-human populist party that wants to expand human consciousness and human will and freedom.
[01:53:53.168 --> 01:53:53.909]  That's what we want.
[01:53:54.189 --> 01:53:56.109]  Not Hollywood trying to hurt humanity.
[01:53:56.409 --> 01:53:58.150]  Not a system trying to make us fight each other.
[01:53:58.370 --> 01:53:59.610]  But a pro-human party.
[01:54:00.888 --> 01:54:01.269]  Excellent.
[01:54:01.309 --> 01:54:01.729]  Thank you.
[01:54:01.789 --> 01:54:02.950]  That's very good.
[01:54:03.010 --> 01:54:04.491]  That's what we want to hear, Alex.
[01:54:04.552 --> 01:54:06.794]  Please keep doing a good job.
[01:54:07.194 --> 01:54:08.155]  We love you, Andre.
[01:54:08.195 --> 01:54:09.016]  Thank you so much.
[01:54:09.596 --> 01:54:10.017]  All right.
[01:54:10.577 --> 01:54:11.498]  Let's take another caller.
[01:54:11.538 --> 01:54:13.260]  Let's talk to Ron in Alberta.
[01:54:13.300 --> 01:54:14.821]  Ron, thank you for joining us.
[01:54:14.881 --> 01:54:15.261]  Go ahead.
[01:54:16.543 --> 01:54:16.663]  Yeah.
[01:54:16.723 --> 01:54:17.243]  Hi, Alex.
[01:54:17.323 --> 01:54:20.486]  Ron Valent calling from the Texas of Canada, which is Alberta.
[01:54:21.247 --> 01:54:28.687]   And I've been in the InfoWare's front lines since 1984, warning of the And now you live to see it, brother.
[01:54:28.727 --> 01:54:29.848]  Boy, in and out in the open now.
[01:54:29.888 --> 01:54:30.389]  We love it.
[01:54:30.489 --> 01:54:31.270]  I'm going to check it out.
[01:54:31.290 --> 01:54:31.910]  Ron Valent on YouTube.
[01:54:31.730 --> 01:54:36.489]   the open now. It is, yeah, and for the last three years I've been on YouTube and
[01:54:36.489 --> 01:54:42.350]  Facebook under my name Ron Valent, it's spelled V-A-I-L-L-A-N-T.
[01:54:42.350 --> 01:54:45.610]   It's a very cutting-edge YouTube channel. We love it, I'm gonna check
[01:54:45.610 --> 01:54:47.690]  it out, Ron Valent on YouTube, go ahead.
[01:54:47.690 --> 01:54:52.249]   Yep, and I've been spotlighting, you know, UN Agenda 21 that Brian Mulroney, the
[01:54:52.249 --> 01:54:56.490]  conservative Prime Minister, signed on to and I...
[01:54:54.499 --> 01:55:05.103]  And in 2030, and this is what people don't understand in Canada, in 2015, Stephen Harper and the Conservatives signed on to UN Agenda 2030.
[01:55:05.843 --> 01:55:12.126]  And what's happening in Canada right now is Trudeau and the Premiers are all in lockstep, and they are simply implementing it.
[01:55:12.546 --> 01:55:17.850]   So to go ahead and to get rid of Trudeau, And then to go back to the Conservatives... No, you're right.
[01:55:17.890 --> 01:55:19.570]  The Conservatives are part of it as well.
[01:55:19.610 --> 01:55:21.131]  That's why they're so confident.
[01:55:22.631 --> 01:55:23.431]  Yeah, absolutely.
[01:55:23.491 --> 01:55:38.775]  And the main reason I'm calling is that something has absolutely happened in Canada that's blockbuster, and I've been trying to get on your show for a year to talk about it, but anyhow, what has happened in Canada is that we have now effectively lost our private property land rights.
[01:55:39.375 --> 01:55:42.016]  Someone else can now claim our land as their right.
[01:55:42.503 --> 01:55:44.044]  And also we're under the U.N.
[01:55:44.164 --> 01:55:44.944]  Constitution.
[01:55:44.984 --> 01:55:45.265]  That's right.
[01:55:45.285 --> 01:55:45.645]  The U.N.
[01:55:45.685 --> 01:55:50.587]  doesn't care about Native populations, but they claim they represent them so they can come take your property.
[01:55:51.768 --> 01:55:52.328]  Absolutely.
[01:55:52.348 --> 01:55:56.550]  Yeah, when you hear about reparations and stuff, that's not about actually helping groups.
[01:55:56.891 --> 01:56:00.573]  That's about the state saying, I'm a Native American or I'm a black person.
[01:56:00.633 --> 01:56:01.073]  No, they're not.
[01:56:01.833 --> 01:56:02.033]  Yeah.
[01:56:02.454 --> 01:56:03.094]  Yeah, exactly.
[01:56:03.154 --> 01:56:07.676]  So this is actually a play to destroy private property ownership in Canada.
[01:56:07.956 --> 01:56:10.798]  They're using the Native population in order to do that.
[01:56:11.389 --> 01:56:13.873]  And it's a document called UNDRIP.
[01:56:13.893 --> 01:56:14.433]  Have you heard of it?
[01:56:14.573 --> 01:56:14.914]  Yeah, I have.
[01:56:14.954 --> 01:56:15.214]  Yeah, I know.
[01:56:15.274 --> 01:56:19.320]  It's the globalist big banks posing as groups they've already robbed and raped.
[01:56:19.740 --> 01:56:20.501]  Ron, God bless you.
[01:56:20.521 --> 01:56:21.282]  Appreciate the call.
[01:56:21.763 --> 01:56:25.868]  All right, jamming in two more calls, and that's going to end this live transmission.
[01:56:26.269 --> 01:56:28.011]  But I'll be back, Lord willing.
[01:56:28.939 --> 01:56:29.819]  Four to six p.m.
[01:56:29.919 --> 01:56:32.641]  tomorrow night and then Sunday live six to eight p.m.
[01:56:32.661 --> 01:56:34.461]  with Owen Schroer tomorrow night.
[01:56:34.741 --> 01:56:38.123]  Every day we're on air is precious and we're so thankful to all you keep us on air.
[01:56:38.823 --> 01:56:41.024]  All right, Christine in Quebec, Canada.
[01:56:41.044 --> 01:56:42.225]  Thank you for holding her on the air.
[01:56:42.265 --> 01:56:42.705]  Go ahead.
[01:56:43.225 --> 01:56:44.806]  Hi, great to talk to you.
[01:56:45.366 --> 01:56:57.351]  I think the straw that broke the camel's back that that made people really furious lately was they've they've they've blocked the unvaccinated from Walmart and they've blocked them from HUD.
[01:56:58.207 --> 01:57:01.510]  Like hardware stores, we're not allowed to go in there anymore.
[01:57:01.530 --> 01:57:07.174]  Yeah, they're putting up blue boxes that scan you to make sure you've been taking the poison shot to go into Walmart.
[01:57:07.534 --> 01:57:08.695]  I mean, what a sick joke.
[01:57:08.755 --> 01:57:09.576]  This is incredible.
[01:57:10.356 --> 01:57:20.644]  And the vaccinated, when they have to go to the stores now, they have to spend like a half an hour figuring out on their phones with the person at the store whether they can go in or not.
[01:57:20.724 --> 01:57:23.486]  So it's slowing down the bottom line of everything.
[01:57:24.122 --> 01:57:24.622]  Absolutely.
[01:57:24.743 --> 01:57:27.224]  Total medical ID to live your life.
