[00:00:00.349 --> 00:00:02.210]  Emergency Tuesday broadcast.
[02:20:29.630 --> 02:20:30.311]  Click here if you want to.
[02:20:30.331 --> 02:20:31.632]  It was, oh, this is dangerous.
[02:20:31.652 --> 02:20:32.172]  You can't see it.
[02:20:33.073 --> 02:20:37.496]  So then I searched what I saw in the headline and found another link.
[02:20:39.855 --> 02:20:43.277]  But it said, oh, you can't share this.
[02:20:43.457 --> 02:20:44.858]  This is disinformation.
[02:20:45.238 --> 02:20:47.800]  Like I'm a two-year-old and can't decide for myself what's true.
[02:20:47.840 --> 02:20:49.641]  In fact, I've got a screenshot of it right here.
[02:20:49.661 --> 02:20:50.081]  I'll pull it up.
[02:20:54.524 --> 02:20:56.805]  Now, of course, what did I do when this happened this morning?
[02:20:58.206 --> 02:20:58.807]  I got mad.
[02:21:00.047 --> 02:21:01.648]  And I sent it out to about 20 people I know.
[02:21:04.470 --> 02:21:06.231]  It passed all the dog and kid photos.
[02:21:06.251 --> 02:21:07.672]  I've got my phone here since this morning.
[02:21:07.692 --> 02:21:08.493]  I take so many photos.
[02:21:09.676 --> 02:21:13.479]  But yeah, overhead shot this for me.
[02:21:13.799 --> 02:21:18.682]  This is what it says on the one minute 53 second video.
[02:21:20.903 --> 02:21:22.104]  You can zoom in on that a little bit more.
[02:21:22.164 --> 02:21:27.388]  It says, learn why health officials consider COVID-19 vaccines safe for most people.
[02:21:28.509 --> 02:21:33.509]   And then it says, "This tweet cannot be replied to, shared or liked."
[02:21:33.509 --> 02:21:43.509]  Now, what's he calling for?
[02:21:43.774 --> 02:21:45.055]  He's calling for Nuremberg 2.
[02:21:46.916 --> 02:21:48.317]  So what did I do when they did that?
[02:21:48.577 --> 02:21:59.724]  I sent to the producers to grab the high-quality clip, and then I sat there on a group text to more than a hundred major talk show hosts I know, including Joe Rogan, and I sent them that link.
[02:22:00.604 --> 02:22:04.186]  Now, you could do that with your friends and family.
[02:22:04.627 --> 02:22:11.591]   That action, because I'm already seeing the effects, We'll be many times bigger than me talking about it today.
[02:22:12.012 --> 02:22:23.457]  And I just point that out that even though I've got a big show, and even though I've got this awesome audience of activists, it's the stuff I do in the dirt, at the point-blank range is what I call it, that has the biggest effect, just like you are.
[02:22:24.057 --> 02:22:30.039]  And I'm here to tell you, when I pat you on the head and say you're amazing, I'm not just saying that because you feel good about it.
[02:22:30.100 --> 02:22:31.160]  You are everything.
[02:22:31.560 --> 02:22:46.240]   When you decide to move, when you decide to take action, when you decide you're not laying down anymore, I can feel your strength, and it makes me stronger, and I make you stronger, and that is our communal spirit of liberty and freedom the Holy Spirit gave us.
[02:22:46.600 --> 02:22:47.881]  We're not just meant to commune with God.
[02:22:48.882 --> 02:22:54.766]  God is meant to direct us, energize us, and then we connect to others, and that forms the body of Christ.
[02:22:55.646 --> 02:22:56.267]  And it's strong!
[02:22:58.840 --> 02:23:12.169]  And it's got the future in its hand, and it's got the destiny of our children, and the will of who we are, and this satanic new world order telling us we're racist, and we're ugly, and we're bad, and we're genetically inferior, and we need Big Pharma to save us is a LIE!
[02:23:14.747 --> 02:23:20.549]  And it must be and it will be resisted by simply saying, no, I see through you.
[02:23:21.109 --> 02:23:24.490]  And I want to be persecuted by Google and Twitter and Facebook.
[02:23:24.810 --> 02:23:25.950]  I want to be lied about.
[02:23:26.290 --> 02:23:32.392]  I want to be attacked, not because it's fun, but because I know that I'm in the fight when I'm getting hit.
[02:23:34.152 --> 02:23:39.294]  If you're laying out on the beach, not a care in the world, counting all your little monies in the bank.
[02:23:40.649 --> 02:23:41.390]  Are you really happy?
[02:23:41.410 --> 02:23:42.251]  And the answer is no.
[02:23:42.551 --> 02:23:45.874]  Those people are all empty as hell, always chasing something that doesn't exist.
[02:23:46.114 --> 02:24:03.892]  But when you're in the arena, when you're in the fight, when you're in God's will, when you're following that journey, when you're in that river of God's consciousness, you are so empowered, and so enlightened, and so fulfilled, and so strong, it's embarrassing.
[02:24:08.166 --> 02:24:09.467]  Because you realize it's not you.
[02:24:09.587 --> 02:24:12.470]  It's millisecond by millisecond.
[02:24:12.490 --> 02:24:14.051]  They're like eons in God's mind.
[02:24:14.271 --> 02:24:18.054]  God just empowering every atom in your body, everything in your soul.
[02:24:18.315 --> 02:24:22.758]  You literally exist because God, millisecond to millisecond, is creating you in his mind.
[02:24:23.799 --> 02:24:24.640]  That's incredible.
[02:24:25.080 --> 02:24:27.002]  And that's what you want to be part of forever.
[02:24:27.923 --> 02:24:31.325]  Because God is not a God of slavery, but of free will.
[02:24:31.666 --> 02:24:35.389]  And if you reject that consciousness, God will spit you out.
[02:24:37.031 --> 02:24:44.882]  And the worst thing in eternity, the worst thing in existence in all dimensions, is separation from God.
[02:24:45.223 --> 02:24:48.888]  Here is the censored video they don't want you to see about Nuremberg 2.
[02:24:50.470 --> 02:24:51.592]  The science is settled.
[02:24:53.038 --> 02:24:55.980]  There's an overwhelming consensus that nothing worked.
[02:24:56.560 --> 02:25:00.223]  Nothing could work, nothing did work, and nothing will work.
[02:25:00.603 --> 02:25:08.588]  That includes the vaccinations, which are not just unnecessary, experimental, untested, and are actually killing people.
[02:25:09.389 --> 02:25:15.353]  I want to take this moment to point a finger directly at the principal cause of why we're all here today.
[02:25:16.414 --> 02:25:17.294]  And it's not the government.
[02:25:18.275 --> 02:25:20.597]  No, it's us physicians.
[02:25:21.744 --> 02:25:26.728]  Who have been intimidated by our colleges, both provincially and internationally.
[02:25:28.110 --> 02:25:45.965]  If physicians had not been intimidated by the very body that is supposed to protect you from me, if they'd been allowed to speak their mind without the threat of losing their income and their positions, then an individual patient, such as you and me, in a closed examining room, would have been told the truth.
[02:25:46.025 --> 02:25:46.445]  The truth!
[02:25:49.349 --> 02:25:52.730]  They have been denied that ability to do that.
[02:25:53.210 --> 02:25:55.070]  We have had that for centuries.
[02:25:56.050 --> 02:25:59.311]  The two principal medical ethics have been trampled on by this government.
[02:25:59.711 --> 02:26:01.812]  First Do No Harm and Informed Consent.
[02:26:03.232 --> 02:26:04.852]  First Do No Harm has been trampled on.
[02:26:06.653 --> 02:26:11.273]  The mandates have killed, as we've heard, more people, many more people than they've saved.
[02:26:11.874 --> 02:26:18.475]  But Informed Consent, I will put it to you, how can you give informed consent if you are not informed?
[02:26:19.291 --> 02:26:25.435]  And you have been denied information intentionally by the colleges that are supposed to protect you.
[02:26:25.816 --> 02:26:28.177]  So I say this, putting a point on it.
[02:26:28.677 --> 02:26:38.124]  The colleges of physicians and surgeons across this country and internationally are co-conspirators with government in state-sanctioned murder.
[02:26:38.984 --> 02:26:39.384]  Thank you.
[02:26:40.185 --> 02:26:42.466]  Thank you.
[02:26:44.328 --> 02:26:47.410]  Dr. Roger Hodgkinson is a pathologist.
[02:26:50.302 --> 02:26:51.703]  In Ottawa, Canada.
[02:26:51.823 --> 02:26:56.166]  But he's been speaking about what's happening in Australia, in the UK, the US, you name it.
[02:26:57.387 --> 02:27:03.952]  And he's come out and said you have a violation of the Nuremberg Code and the doctors that have gone along with this are guilty as well.
[02:27:04.432 --> 02:27:09.155]  And they don't want the censored clip of him saying you are guilty.
[02:27:09.436 --> 02:27:10.296]  So is Big Tech.
[02:27:10.736 --> 02:27:11.557]  So is Big Pharma.
[02:27:11.577 --> 02:27:23.493]   But also the doctors that know what's happening and are scared to tell people, their cowardice now makes them people that are aiding and abetting this eugenics depopulation operation where they hope to
[02:27:23.493 --> 02:27:30.532]   corrupt the medical community by getting them involved in this evil. Once they've covered
[02:27:30.532 --> 02:27:36.202]   up this lie, well now they'll cover up any lie. The clip is so important we're going to
[02:27:36.202 --> 02:27:42.041]   post it to Infowars.com. I hope you share the clip. Now separately here's some of the other news we've
[02:27:42.041 --> 02:27:44.712]  got. This is just amazing.
[02:27:47.112 --> 02:27:52.951]   This is a real photo here in the United States. It's the levels of social credit.
[02:27:53.149 --> 02:28:02.877]  No, it's not the actual social credit score on your phone that Klaus Schwab's pushing or that Justin Trudeau's announced with martial law in Canada, but it's the same idea.
[02:28:04.739 --> 02:28:06.661]  Vax required for indoor seating.
[02:28:06.901 --> 02:28:09.403]  Booster shot required for bar seating.
[02:28:09.643 --> 02:28:10.084]  Thank you.
[02:28:11.536 --> 02:28:12.377]  It's the new religion.
[02:28:13.097 --> 02:28:15.139]  Have you paid your indulgences?
[02:28:15.460 --> 02:28:17.481]  Oh, I got three shots, you only got two.
[02:28:18.202 --> 02:28:19.383]  That's not too fun, is it?
[02:28:19.423 --> 02:28:20.544]  You know, I'm better than you.
[02:28:21.385 --> 02:28:29.352]  When you're so unsuccessful in life that injecting yourself every few months with something gives you meaning, it's genuinely sad.
[02:28:29.513 --> 02:28:31.094]  Funny, but also sad.
[02:28:31.114 --> 02:28:33.116]  That's right.
[02:28:34.485 --> 02:28:38.988]  Here's another one, just like a few weeks ago with Magic Johnson, the mayor of L.A.
[02:28:39.028 --> 02:28:44.392]  and the governor of the state, didn't wear their masks and said, oh, we held our breath during it.
[02:28:44.833 --> 02:28:47.495]  Well, they got caught again, I guess, holding their breath.
[02:28:49.096 --> 02:28:50.697]  Don't hold your breath if they ever told the truth.
[02:28:51.237 --> 02:28:53.239]  Los Angeles has an indoor mask mandate.
[02:28:53.259 --> 02:28:59.784]  This is the mayor of Los Angeles, Eric Garcetti, the Super Bowl, he's indoors, he also is maskless.
[02:29:01.385 --> 02:29:03.406]  Do not ever take these people seriously.
[02:29:04.545 --> 02:29:06.106]  And folks are doing skywriting now.
[02:29:06.606 --> 02:29:07.847]  Unmask our kids.
[02:29:09.348 --> 02:29:09.889]  Absolutely.
[02:29:09.989 --> 02:29:13.271]  Oh, and they just showed some of the Hollywood elites.
[02:29:14.171 --> 02:29:14.932]  Go back to that video.
[02:29:15.472 --> 02:29:16.353]  Oh, they're better than us.
[02:29:16.373 --> 02:29:20.976]  They support all the tyranny, but they don't have to wear the mask or take the shots.
[02:29:20.996 --> 02:29:23.857]  But if you don't, well, you're going to starve to death and go to jail.
[02:29:23.918 --> 02:29:30.542]  You're not like P. Diddy or 50 Cent or Matt Damon.
[02:29:32.203 --> 02:29:41.645]  All the bunch that want to be elitist, sitting around feeling powerful like LeBron James, like, you know, you're part of the winning crew now, says Ben Affleck.
[02:29:45.365 --> 02:29:46.666]  And again, I'm not mad at all these people.
[02:29:46.686 --> 02:29:48.026]  A lot of them are actually anti-mask.
[02:29:50.266 --> 02:29:55.927]  Continuing, I comply because I want it to end, the woman says to her.
[02:29:56.127 --> 02:29:58.128]  It's because you comply that it will never end.
[02:29:58.368 --> 02:29:58.928]  Absolutely.
[02:30:00.128 --> 02:30:01.589]  What does Zbigniew Brzezinski say?
[02:30:02.850 --> 02:30:12.075]  The technotronic era involves the gradual appearance of a more controlled society, such as society would be dominated by the elite, unrestricted by traditional values.
[02:30:12.175 --> 02:30:21.881]  Soon it will be possible to assert almost continuous surveillance over every citizen and maintain up-to-date complete files containing every and even the most personal information about the citizen.
[02:30:22.302 --> 02:30:27.365]  These files will be subjected to instantaneous retrieval by the authorities.
[02:30:27.565 --> 02:30:28.325]  Between two ages. 1970.
[02:30:31.539 --> 02:30:32.259]  And it goes on.
[02:30:36.301 --> 02:30:46.025]  The child's swim mate's telling him, if you don't have all the shots, we don't check your passport, you can't be part of the swim team.
[02:30:46.045 --> 02:30:50.327]  50 million doses of vaccine recalled for causing false HIV positives.
[02:30:50.407 --> 02:30:52.308]  It's not false HIV positives.
[02:30:52.328 --> 02:30:53.649]  And this is the next big story.
[02:30:54.670 --> 02:30:57.774]  This is confirmed by medical doctors and people I've talked to that are about to come on air.
[02:30:58.155 --> 02:31:00.157]  And, of course, the discoverer of HIV said it.
[02:31:00.878 --> 02:31:01.759]  Hi, Katina.
[02:31:03.722 --> 02:31:04.163]  Tatia.
[02:31:04.743 --> 02:31:09.610]  I hope you don't mind messaging you here about the recent HIV article you shared.
[02:31:09.670 --> 02:31:10.511]  It was an M4's article.
[02:31:11.633 --> 02:31:14.314]  I don't think I can comment publicly about it.
[02:31:14.574 --> 02:31:16.595]  Thank you, regulated profession, medical worker.
[02:31:17.095 --> 02:31:22.117]  But myself and colleagues are starting to see AIDS-like conditions in our practices.
[02:31:22.557 --> 02:31:30.040]  Mouth sores, skin sores, night sweats, tonsillitis, that doesn't respond to antibiotics, dramatic weight loss, bloodshot eyes.
[02:31:31.700 --> 02:31:43.242]   When these people go to hospital, they're being told that, quote, their immune systems are shot, close quote, and the doctors don't really know What to do about it apart from try different medication.
[02:31:43.843 --> 02:31:54.471]  One of my patients with this told the consultant they were hadn't felt right after the second dose and suddenly the testing was a lot more.
[02:31:56.673 --> 02:31:57.173]  It goes on.
[02:31:58.934 --> 02:32:02.477]  We're only seeing this sort of thing in the vaxxed people.
[02:32:06.780 --> 02:32:12.071]   This is what someone just popped this into my local Stand in the park group.
[02:32:12.091 --> 02:32:14.072]  Because you know, you gotta do stuff privately.
[02:32:14.092 --> 02:32:15.273]  It's secret messages now.
[02:32:15.733 --> 02:32:16.553]  Not allowed to talk.
[02:32:16.634 --> 02:32:23.557]  I mean, after all, we're being watched by all the authorities that we take our shots, do what we're told, and get sick and die.
[02:32:23.998 --> 02:32:33.823]  After all, I mean, the head of BlackRock, Mr. Fink, Larry Fink, is a depopulationist.
[02:32:34.763 --> 02:32:35.704]  And it's his earth.
[02:32:35.744 --> 02:32:36.424]  He took it over.
[02:32:36.444 --> 02:32:37.405]  You need to die.
[02:32:38.305 --> 02:32:39.086]  You're obsolete.
[02:32:40.453 --> 02:32:41.514]  And he knows you will.
[02:32:41.594 --> 02:32:42.314]  He's better than you.
[02:32:42.374 --> 02:32:43.355]  He knows he's gonna win.
[02:32:43.775 --> 02:32:44.616]  He knows you'll submit.
[02:32:44.856 --> 02:32:48.038]  He knows you'll give your children shots when they're dying of HIV type of stuff.
[02:32:48.398 --> 02:32:53.662]  You'll get attention for it and, you know, do marathons to raise money for him, but you won't actually stop it.
[02:32:53.722 --> 02:32:53.942]  No.
[02:32:54.342 --> 02:32:55.703]  He knows you'll roll over to him.
[02:32:55.763 --> 02:32:57.264]  He knows that you are his prey.
[02:32:58.945 --> 02:32:59.326]  Dad!
[02:32:59.826 --> 02:33:00.967]  Why are they called boosters?
[02:33:02.368 --> 02:33:04.589]  Because they booth profits for big pharma, son.
[02:33:08.512 --> 02:33:13.310]   We want Only vaccinated tenants in our vaccinated community.
[02:33:15.051 --> 02:33:17.874]  That replaces, we only want white tenants for our white community.
[02:33:19.636 --> 02:33:21.638]  And this is definitely all about that.
[02:33:23.160 --> 02:33:24.502]  COVID stand discrimination.
[02:33:25.883 --> 02:33:28.386]  Gotta say no to Fauci.
[02:33:30.748 --> 02:33:32.289]  And it goes on and on and on.
[02:33:32.749 --> 02:33:34.010]  You know, I meant to play this video.
[02:33:34.030 --> 02:33:36.672]  Maybe when we come in with this Putin interview I want to air.
[02:33:36.812 --> 02:33:38.373]  You actually hear what he had to say a few weeks ago.
[02:33:38.853 --> 02:33:40.974]  Now they pull the Russian troops off their own border.
[02:33:40.994 --> 02:33:47.998]  I want to play this guy where he explains, you are now listed in the social credit score for punishment.
[02:33:48.639 --> 02:33:49.059]  Yes.
[02:33:50.080 --> 02:33:58.459]   Meanwhile, Camilla, Duchess of Cornwall tests positive for COVID-19 despite being triple jabbed and The future king of England, he's sick too.
[02:33:58.499 --> 02:33:59.260]  What a load of crap.
[02:33:59.620 --> 02:34:01.521]  If you think they took that, I got a bridge.
[02:34:02.822 --> 02:34:03.403]  I want to sell you.
[02:34:03.423 --> 02:34:04.283]  Then there's this video.
[02:34:04.543 --> 02:34:05.724]  I should have led the show with this.
[02:34:06.265 --> 02:34:12.209]  Biden declares personal freedom doesn't exist and comes second to COVID mandates.
[02:34:12.249 --> 02:34:13.349]  That's what tyrants always do.
[02:34:13.630 --> 02:34:19.674]  They claim there's some group right, then they take your personal rights, and then you find out you're in a total death camp.
[02:34:20.393 --> 02:34:22.054]  Vox reports, no handshakes please.
[02:34:22.094 --> 02:34:24.716]  The tech industry is terrified of the coronavirus.
[02:34:25.056 --> 02:34:27.297]  So drag queen story time can happen with your kids.
[02:34:27.697 --> 02:34:29.518]  They can teach your kids to take Prozac and Ritalin.
[02:34:29.638 --> 02:34:29.939]  But!
[02:34:31.539 --> 02:34:33.701]  And in California you can legally give somebody AIDS knowingly.
[02:34:33.741 --> 02:34:34.641]  That's HIV.
[02:34:35.122 --> 02:34:36.002]  Or Hepatitis knowingly.
[02:34:36.042 --> 02:34:37.883]  But you can't shake hands.
[02:34:38.443 --> 02:34:39.804]  That is a crime.
[02:34:40.204 --> 02:34:40.885]  But don't worry.
[02:34:40.905 --> 02:34:44.207]  There's massive exploding HIV diagnoses now.
[02:34:45.207 --> 02:34:46.168]  Be sure and take the shot.
[02:34:48.303 --> 02:34:49.844]  So I've got Chrissy Lee's report coming up.
[02:34:49.884 --> 02:34:51.445]  I've got this very important Putin thing.
[02:34:51.765 --> 02:34:53.846]  They call it Putin propaganda if you hear from Putin.
[02:34:54.146 --> 02:34:56.427]  No, I just think you're never supposed to actually hear from the Russians.
[02:34:56.887 --> 02:34:58.828]  So we're supposed to have nuclear war with them and all die.
[02:34:58.868 --> 02:35:01.370]  I thought we might actually hear what these devils are saying.
[02:35:02.430 --> 02:35:05.292]  That's not being a Russian agent to actually hear what people say.
[02:35:06.152 --> 02:35:09.154]  I'm an American agent of Christ.
[02:35:10.094 --> 02:35:13.776]  I'm a guy that loves America and I'm loyal to my country, but I'm an agent of Jesus Christ.
[02:35:13.796 --> 02:35:14.356]  Want to know who I am?
[02:35:14.676 --> 02:35:15.297]  That's who I am.
[02:35:15.717 --> 02:35:16.677]  All right, God bless you all.
[02:35:16.697 --> 02:35:17.198]  We'll be right back.
[02:35:18.064 --> 02:35:22.488]  You have said, talked a lot about security guarantees and now we've seen your proposals.
[02:35:23.068 --> 02:35:26.251]  You also say you have no intention of invading Ukraine.
[02:35:26.872 --> 02:35:32.497]  So will you guarantee unconditionally that you will not invade Ukraine or any other sovereign country?
[02:35:32.897 --> 02:35:35.279]  Or does that depend on how negotiations go?
[02:35:36.320 --> 02:35:43.086]  And another question, what is it do you think that the West does not understand about Russia or about your intentions?
[02:35:43.405 --> 02:35:44.405]  Thank you.
[02:35:44.405 --> 02:35:55.285]   Speaking of the security guarantees and what it will depend upon or if something will depend
[02:35:55.285 --> 02:36:00.045]   upon the negotiations, our actions will not depend on the negotiation.
[02:36:00.142 --> 02:36:06.727]  They will depend on the unconditional compliance with the Russian security demands today and in the historical context.
[02:36:07.148 --> 02:36:12.792]  In this sense, we have made it clear that any further NATO movement to the east is unacceptable.
[02:36:14.073 --> 02:36:15.553]  There's nothing unclear about this.
[02:36:16.414 --> 02:36:20.695]  We are not deploying our missiles over at the borders of the U.S.
[02:36:21.075 --> 02:36:21.315]  No.
[02:36:21.815 --> 02:36:22.956]  On the other hand, the U.S.
[02:36:22.996 --> 02:36:27.837]  is deploying its missiles close to our home, on the porch of our house.
[02:36:29.337 --> 02:36:33.459]  So, are we demanding something excessive?
[02:36:33.799 --> 02:36:38.160]  We're simply asking them not to deploy their attack systems over at our home.
[02:36:38.720 --> 02:36:40.921]  What is so unusual or peculiar about that?
[02:36:42.150 --> 02:36:57.358]  So, what would the Americans think if we, for example, decided to come to the border between, say, Canada and the United States, or Mexico, and simply deploy our missiles over there?
[02:36:58.482 --> 02:37:03.604]  Well, did Mexico and the US never have any territorial disputes?
[02:37:03.884 --> 02:37:04.845]  What about California?
[02:37:04.885 --> 02:37:05.725]  What about Texas?
[02:37:06.765 --> 02:37:07.946]  Did you forget about that?
[02:37:08.346 --> 02:37:10.227]  But everything seems to have calmed down.
[02:37:10.307 --> 02:37:14.488]  Nobody remembers those things just like the way they remember about Crimea.
[02:37:14.969 --> 02:37:19.570]  We try not to remember the situation in Ukraine.
[02:37:20.091 --> 02:37:21.291]  Who created that?
[02:37:21.311 --> 02:37:22.832]  Who started the crisis?
[02:37:23.952 --> 02:37:24.733]  Was it Lenin?
[02:37:25.914 --> 02:37:37.181]  Yes, when he declared the Soviet Union in 1922 and then the Constitution of 1924 following his death was following the principles of Lenin.
[02:37:38.822 --> 02:37:42.304]  This is a matter of security, not just history.
[02:37:42.324 --> 02:37:44.026]  This is about security.
[02:37:44.446 --> 02:37:46.247]  It is not the negotiations that matter.
[02:37:46.267 --> 02:37:48.629]  It is the outcome, the result.
[02:37:49.109 --> 02:37:57.620]   I've reiterated this many times and you're well aware that We said, not an inch to the east.
[02:37:58.341 --> 02:37:59.804]  That was the NATO guarantee in 1990.
[02:37:59.844 --> 02:38:03.151]  So, what became of that?
[02:38:03.171 --> 02:38:04.974]  They fooled us!
[02:38:08.563 --> 02:38:11.585]  We've seen five waves of NATO expansion.
[02:38:12.385 --> 02:38:18.248]  Now they're in Romania and in Poland and they're deploying the relevant attack systems over there.
[02:38:18.328 --> 02:38:19.649]  That's what we're talking about.
[02:38:19.669 --> 02:38:23.171]  You should finally understand we're not threatening anyone.
[02:38:23.431 --> 02:38:26.632]  We did not come to the US borders or to the UK borders.
[02:38:27.173 --> 02:38:27.313]  No.
[02:38:28.554 --> 02:38:34.918]  They came to our borders and now they're saying that Ukraine will also join NATO and they will deploy their systems there.
[02:38:34.938 --> 02:38:38.361]  Or not just NATO, they will simply deploy it on a bilateral basis.
[02:38:38.941 --> 02:38:41.804]  They will deploy their military bases and their attack systems.
[02:38:42.024 --> 02:38:43.325]  That's what we're talking about.
[02:38:43.905 --> 02:38:46.727]  And you keep demanding some guarantees from us.
[02:38:46.948 --> 02:38:48.589]  You must give us the guarantees.
[02:38:48.929 --> 02:38:49.750]  It is up to you.
[02:38:49.990 --> 02:38:51.711]  And you must do this immediately.
[02:38:51.971 --> 02:38:52.532]  Right now.
[02:38:53.052 --> 02:38:55.414]  Instead of keep talking about this for decades.
[02:38:57.462 --> 02:39:03.566]  And use this small talk and soft talk about the need for guarantees of security for everyone.
[02:39:04.267 --> 02:39:06.088]  This is exactly what we mean.
[02:39:06.248 --> 02:39:08.410]  We are not threatening anybody.
[02:39:11.292 --> 02:39:13.193]  And now to the second part of your question.
[02:39:13.213 --> 02:39:14.174]  Could you repeat that, please?
[02:39:14.957 --> 02:39:20.919]  What is it that you think that the West does not understand about Russia or about your intentions?
[02:39:21.600 --> 02:39:22.560]  Yes, exactly.
[02:39:23.240 --> 02:39:30.883]  Well, you know, what you understand or what you don't understand, sometimes it seems to me that we live in two different worlds.
[02:39:31.403 --> 02:39:33.564]  I was speaking about very obvious things.
[02:39:33.984 --> 02:39:35.565]  How can you not understand that?
[02:39:36.265 --> 02:39:38.886]  You say you will not expand and then you keep expanding.
[02:39:39.807 --> 02:39:42.708]  You say we will have equal guarantees for everyone.
[02:39:43.308 --> 02:39:44.991]  On the number of international agreements.
[02:39:46.513 --> 02:39:49.757]  And then we see there is no equality or no equal security.
[02:39:52.080 --> 02:39:52.942]  See, here's the thing.
[02:39:54.688 --> 02:40:00.190]  Back in 1918, one of the assistants of Woodrow Wilson, the U.S.
[02:40:00.250 --> 02:40:20.832]   President, said that the whole world would feel calmer and safer if today's enormous Russia would be replaced with the states of Siberia and four more states In the European part of Russia.
[02:40:21.712 --> 02:40:27.813]  That was set in 1918 and in 1991 we separated into 12 separate parts.
[02:40:28.974 --> 02:40:33.075]  It seems to me that our partners were not satisfied with that.
[02:40:33.375 --> 02:40:35.656]  They think that Russia is a tad too large.
[02:40:35.976 --> 02:40:40.277]  Even the European countries have turned themselves into a union of states.
[02:40:42.287 --> 02:40:54.902]  They are quite small states with populations of 60 to 80 million people, but even after the dissolution of the Soviet Union, we only had 146 million people, and that is too much for the West.
[02:40:55.463 --> 02:41:00.409]  I think that is the only explanation for their constant pressure against us back in the 1990s.
[02:41:02.369 --> 02:41:07.793]  The Soviet Union did everything it could to build normal relations with the West, with the United States.
[02:41:08.194 --> 02:41:15.319]  I will keep saying this, and I will repeat for your viewers and listeners out there from the media that you represent.
[02:41:15.360 --> 02:41:17.541]  I didn't quite get that, but that doesn't matter.
[02:41:19.683 --> 02:41:29.391]   Our nuclear sites Our military nuclear sites had experts from the US intelligence authorities.
[02:41:29.431 --> 02:41:30.472]  They were going there.
[02:41:30.872 --> 02:41:35.156]  It was their job to visit the Russian military nuclear sites.
[02:41:35.196 --> 02:41:36.958]  They spend their whole days over there.
[02:41:37.638 --> 02:41:43.023]  And the Russian government had advisors from the CIA working inside of it.
[02:41:43.403 --> 02:41:44.584]  What else did you need?
[02:41:45.185 --> 02:41:56.956]   Why did you have to support the terrorists in Northern Caucasus and use The terrorist organizations to reach your goals and break down the Russian Federation.
[02:41:57.256 --> 02:41:58.958]  This was exactly what you were doing.
[02:41:59.038 --> 02:42:01.721]  And as a former director of the FSB, I know that.
[02:42:03.083 --> 02:42:09.209]  We were working with the double agents and they were reporting to us on the tasks of the Western intelligence agencies.
[02:42:09.690 --> 02:42:11.091]  Why did you have to do that?
[02:42:11.912 --> 02:42:13.974]  You should have done something different.
[02:42:14.054 --> 02:42:17.278]  Perhaps treat Russia as a possible ally and strengthen trust.
[02:42:17.658 --> 02:42:18.299]  But no.
[02:42:18.779 --> 02:42:21.141]  Instead you tried to keep breaking us up.
[02:42:21.702 --> 02:42:24.244]  And then you started the NATO expansion to the east.
[02:42:24.264 --> 02:42:25.706]  We were saying, don't do that.
[02:42:25.726 --> 02:42:26.947]  You had promised you wouldn't.
[02:42:27.267 --> 02:42:29.710]  And they say, where is it put in written form?
[02:42:30.210 --> 02:42:30.631]  Nowhere.
[02:42:30.871 --> 02:42:34.294]  Well, then naff off and we don't care about your concerns.
[02:42:35.696 --> 02:42:42.787]  And every time we kept responding and trying to make obstacles, we were expressing our concerns about that.
[02:42:43.148 --> 02:42:43.769]  But they say no.
[02:42:46.042 --> 02:42:50.124]  You can do whatever you want about your concerns.
[02:42:50.164 --> 02:42:51.405]  We will do whatever we need.
[02:42:51.825 --> 02:42:54.186]  One, two, three, four, five.
[02:42:54.886 --> 02:42:57.608]  We witnessed five waves of NATO expansion.
[02:42:58.168 --> 02:42:59.468]  Why can't they understand?
[02:42:59.969 --> 02:43:01.069]  What is unclear?
[02:43:01.549 --> 02:43:02.730]  I believe everything is clear.
[02:43:02.890 --> 02:43:04.811]  We are thinking about our own security.
[02:43:08.649 --> 02:43:11.471]  There are, of course, those who do not want us to speak.
[02:43:11.531 --> 02:43:12.432]  Let me think, just let me think.
[02:43:12.452 --> 02:43:18.176]  I suspect even now orders are being shouted into telephones and men with guns will soon be on their way.
[02:43:18.216 --> 02:43:19.877]  It's Chancellor Sutcliffe.
[02:43:19.897 --> 02:43:20.238]  Damn it!
[02:43:20.278 --> 02:43:20.598]  Why?
[02:43:21.319 --> 02:43:27.303]  Because while the truncheon may be used in lieu of conversation, words will always retain their power.
[02:43:27.944 --> 02:43:31.066]  Words offer the means to meaning and for those who will listen.
[02:43:33.675 --> 02:43:38.659]  The truth is, there is something terribly wrong with this country, isn't there?
[02:43:38.679 --> 02:43:39.680]  You decided, sir.
[02:43:39.720 --> 02:43:40.641]  You wanted it foolproof.
[02:43:40.661 --> 02:43:42.062]  You taught me every television in London!
[02:43:42.323 --> 02:43:44.284]  Cruelty and injustice.
[02:43:44.404 --> 02:43:45.806]  Intolerance and oppression.
[02:43:46.226 --> 02:43:56.135]  And where once you had the freedom to object and think and speak as you saw fit, you now have censors and systems of surveillance coercing your conformity and selecting your submission.
[02:43:56.155 --> 02:43:56.735]  We need cameras.
[02:43:57.076 --> 02:43:57.796]  How did this happen?
[02:43:58.497 --> 02:43:59.278]  Who's to blame?
[02:44:00.178 --> 02:44:02.922]  Well, certainly there are those who are more responsible than others.
[02:44:03.282 --> 02:44:04.944]  They will be held accountable.
