[00:00:00.883 --> 00:00:02.420]  Tomorrow's news, today.
[01:09:18.824 --> 01:09:20.025]  They're liberal!
[01:09:20.025 --> 01:09:23.326]  They have little chicken necks and go like this, like Bill Gates.
[01:09:23.326 --> 01:09:27.347]  So it's okay that they're evil and taking over, because they go, uh, uh, uh, uh.
[01:09:27.347 --> 01:09:30.608]  See how it works?
[01:09:30.608 --> 01:09:36.030]  Because you're used to archetypally thinking of a guy in a uniform, we're taking their country over, our troops are landing, give up now.
[01:09:36.030 --> 01:09:37.731]  And you go, screw you, we're not giving up.
[01:09:38.766 --> 01:09:42.029]  But see, with them it's all, oh hi, I'm Bill Gates in a pink sweater!
[01:09:42.029 --> 01:09:45.332]  Everything's okay!
[01:09:45.332 --> 01:09:47.674]  Oh my gosh, that Alex Jones is a terrorist!
[01:09:47.674 --> 01:09:56.142]  He wants to kill everybody, even though I want to depopulate you, and oh my god, I love death panels, but oh, Alex Jones is a terrorist.
[01:09:56.142 --> 01:09:58.885]  But they're not invincible!
[01:09:58.885 --> 01:10:01.748]  The Duke of York, Prince Andrew,
[01:10:04.144 --> 01:10:05.865]  Has been defrocked.
[01:10:05.865 --> 01:10:07.326]  He's no longer royal.
[01:10:07.326 --> 01:10:16.952]  He had his titles and military titles taken from him and returned to the Queen because of all the underage sex crap coming out.
[01:10:16.952 --> 01:10:19.234]  And that's their limited hangout with him.
[01:10:19.234 --> 01:10:21.715]  Because you know that royal family's being blackmailed by the deep state.
[01:10:21.715 --> 01:10:23.736]  They're all blackmailing each other.
[01:10:23.736 --> 01:10:32.482]  But let's get into how we're all being inducted into a prison and the left's told, just comply and you'll get your carrot.
[01:10:33.717 --> 01:10:42.705]  And in the past, like with a pigeon, the light's flashing, they go over and hit the panel on the ground, and a little piece of grain comes out.
[01:10:42.705 --> 01:10:45.967]  And they get used to that, and they get accustomed to that, and they think that's how it works.
[01:10:45.967 --> 01:10:53.033]  But someday, they gotta stick their head in a guillotine to get the food, and this time, off with the head.
[01:10:53.033 --> 01:10:54.755]  And that's what this is training you for.
[01:10:54.755 --> 01:10:56.216]  But let's read this poll.
[01:10:56.216 --> 01:10:57.677]  It's a big national poll.
[01:10:57.677 --> 01:10:59.899]  Town Hall's reporting on it.
[01:10:59.899 --> 01:11:00.760]  Poll reveals
[01:11:02.162 --> 01:11:09.707]  Astonishing percentage of Democrats support unparalleled COVID tyranny for the unvaccinated.
[01:11:09.707 --> 01:11:14.451]  This is a major Rasmussen poll.
[01:11:14.451 --> 01:11:14.691]  Well...
[01:11:16.243 --> 01:11:20.285]  Maybe shocking is a correct term given that we're dealing with hyperbole.
[01:11:20.285 --> 01:11:22.466]  Authoritarian leftists drunk with power.
[01:11:22.466 --> 01:11:35.271]  Still, when nearly half of the members of the ruling political party literally want to see unvaccinated people digitally tracked and forced into designated facilities.
[01:11:35.271 --> 01:11:36.852]  Don't worry, they're building them.
[01:11:36.852 --> 01:11:39.093]  It's definitely cause for concern.
[01:11:39.093 --> 01:11:39.633]  Oh, really?
[01:11:39.633 --> 01:11:41.534]  You think so?
[01:11:41.534 --> 01:11:44.315]  But they're getting all these in place, claiming it's
[01:11:46.138 --> 01:11:46.758]  We're good to go.
[01:12:09.525 --> 01:12:13.728]  And I'll be in a literal prison if they have their way, and you'll be in the new prison planet.
[01:12:13.728 --> 01:12:15.170]  And so will they!
[01:12:15.170 --> 01:12:18.853]  But they'll be pretending, you know, they follow their orders, and it's gonna be alright.
[01:12:18.853 --> 01:12:23.696]  It's only for two weeks, right?
[01:12:23.696 --> 01:12:27.279]  I mean... This stuff ain't coming, folks.
[01:12:27.279 --> 01:12:27.860]  This stuff's here.
[01:12:30.805 --> 01:12:33.486]  Listen to these poll numbers.
[01:12:33.486 --> 01:12:42.651]  58% of voters would oppose a proposal for federal or state governments to fine Americans who choose not to get vaccinated, but the Democrats are all proposing that.
[01:12:42.651 --> 01:12:51.576]  However, 55% of Democrat voters would support such a proposal compared to just 19% of Republicans and 25% of unaffiliated voters.
[01:12:51.576 --> 01:12:56.558]  And again, in a republic, you can have 99% saying, kill the albinos, you can't do it under law.
[01:12:56.558 --> 01:12:58.019]  But under democracy, you can.
[01:13:00.265 --> 01:13:02.747]  Fifth, pure democracy.
[01:13:02.747 --> 01:13:10.213]  59% of Democrat voters would favor a government policy requiring that citizens remain confined to their homes at all times.
[01:13:10.213 --> 01:13:13.415]  That's the thing promoted all over the world by Noam Chomsky, you name it.
[01:13:13.415 --> 01:13:15.737]  That's already in place in Australia.
[01:13:15.737 --> 01:13:18.779]  So it's not coming, it's here.
[01:13:18.779 --> 01:13:20.481]  59% of Democrat voters, demon-crat,
[01:13:21.431 --> 01:13:35.202]  Would favor a government policy requiring that citizens remain confined in their homes at all times, except for emergencies if they refuse to get COVID-19 vaccine, which isn't even a vaccine.
[01:13:35.202 --> 01:13:45.350]  Such a proposal is opposed by 61% of likely voters, including 79% of Republicans and 71% of unaffiliated voters.
[01:13:45.350 --> 01:13:47.052]  Well, the election fraud, they say, the majority wants it.
[01:13:48.291 --> 01:13:56.139]  Nearly 48%, nearly half of Democrat voters think the federal and state governments should be able to fine or imprison individuals.
[01:13:56.139 --> 01:13:57.280]  This is the big enchilada.
[01:13:57.280 --> 01:13:58.702]  Let me just highlight this for you.
[01:14:00.300 --> 01:14:12.346]  48% of Democratic voters at the federal and state governments should be able to fine or imprison individuals who publicly question the efficacy of the existing COVID-19 vaccines on social media.
[01:14:12.346 --> 01:14:17.868]  So, 48% of Democrats want to arrest people that say this isn't working.
[01:14:17.868 --> 01:14:19.329]  They want to arrest Alex Jones.
[01:14:19.329 --> 01:14:21.250]  They want to arrest Dale Bigtree.
[01:14:21.250 --> 01:14:22.851]  They want to arrest everybody.
[01:14:25.029 --> 01:14:40.210]  Nearly half of Democrat voters think federal and state governments should be able to fine or imprison individuals who publicly question the efficacy of the existing COVID-19 vaccines on social media, television, radio, and online digital publications.
[01:14:40.210 --> 01:14:41.311]  And Merrick Garland agrees!
[01:14:43.120 --> 01:14:45.243]  He says, just criticizing the government's terrorism.
[01:14:45.243 --> 01:14:46.565]  Now I'm going to round you up.
[01:14:46.565 --> 01:14:55.917]  Only 27% of all voters, including 40% of Republicans and 80% of unaffiliated voters, favor criminal punishment for vaccine critics.
[01:14:55.917 --> 01:14:56.758]  Wow.
[01:14:56.758 --> 01:14:58.981]  You know, I probably should have led with this today.
[01:15:02.717 --> 01:15:08.381]  I don't know, USA Today saying pedophilia is good, and that you should take all children from their parents, that's pretty big too.
[01:15:08.381 --> 01:15:11.203]  But it's all the same people, and I haven't even got started.
[01:15:11.203 --> 01:15:12.704]  It gets worse!
[01:15:12.704 --> 01:15:13.565]  It gets worse!
[01:15:13.565 --> 01:15:26.014]  And then I've got a whole stack of subjects in bed everywhere saying, arrest everyone that doesn't take shots, put them in camps, all over the world, the same headline, the same corporate system, the same nightmare, just getting you ready to have people disappear and go to camps, including Djokovic!
[01:15:27.617 --> 01:15:30.379]  After keeping him in a camp for a few weeks, he said, you know, get out of the country.
[01:15:30.379 --> 01:15:32.861]  We told you to come here, but only to just rub your face in it.
[01:15:32.861 --> 01:15:37.184]  Australia's closed, bitch!
[01:15:37.184 --> 01:15:39.286]  And your country will be soon, Djokovic.
[01:15:39.286 --> 01:15:42.328]  And they said, we don't want you here because you didn't take the shot.
[01:15:42.328 --> 01:15:44.349]  We don't want you to cause an uprising.
[01:15:44.349 --> 01:15:47.872]  Oh, it's not them pushing the uprising with martial law, biomedical tyranny.
[01:15:47.872 --> 01:15:48.833]  No, no!
[01:15:48.833 --> 01:15:52.695]  It's Djokovic, who didn't even run his mouth!
[01:15:52.695 --> 01:15:53.156]  Stay with us.
[01:15:58.927 --> 01:16:12.292]  If you're ruthless megacorporations who've taken over almost every government on earth and who are trying to destroy the middle class in any form of upward mobility, you've got to divide and conquer the public so they don't know they're being targeted.
[01:16:12.292 --> 01:16:20.255]  And that's why the Fortune 100 have wrapped themselves in the name of LBGT and African American rights and all the rest of it all over the world.
[01:16:20.855 --> 01:16:33.367]  That's now their corporate face while they run slave camps in Africa and in Communist China and many other areas while they undermine our basic liberties here and spy on us through the big tech that the central banks and others own.
[01:16:33.367 --> 01:16:35.989]  So this is a criminal takeover and when you look at the new
[01:16:37.271 --> 01:16:38.191]  Superclass.
[01:16:38.191 --> 01:16:46.960]  It's the politicians, it's the corporate media, it's the police, it's the bureaucrats, it's members of Congress and their staff and their families, it's the White House.
[01:16:46.960 --> 01:16:55.708]  Hell, it's postal workers who were all exempt from the poison shots, but not the general public and everybody else through corporate rule.
[01:16:55.708 --> 01:16:57.650]  So this is the true discrimination that's going on.
[01:16:58.350 --> 01:17:01.873]  UN-run contact tracers aren't coming, they're here.
[01:17:01.873 --> 01:17:06.216]  All over the world, from Australia to the United States, from Canada to Germany.
[01:17:06.216 --> 01:17:16.604]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[01:17:16.604 --> 01:17:24.831]  And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[01:17:25.171 --> 01:17:26.992]  This is nothing less than martial law.
[01:17:26.992 --> 01:17:34.774]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[01:17:34.774 --> 01:17:38.135]  government military grade at InfoWarsTore.com.
[01:17:38.135 --> 01:17:43.917]  We have the entire line of Silent Pocket ready to ship to you when you visit InfoWarsTore.com.
[01:17:43.917 --> 01:17:45.318]  Again, we have big backpacks,
[01:17:45.638 --> 01:17:46.999]  We have special dry bags.
[01:17:46.999 --> 01:17:48.479]  We've got them for cell phones.
[01:17:48.479 --> 01:17:50.140]  We've got them for laptops.
[01:17:50.140 --> 01:17:51.041]  We've got them for iPads.
[01:17:51.041 --> 01:17:53.642]  It's all there at InfowarStore.com.
[01:17:53.642 --> 01:17:58.144]  So protect your privacy today and support the Infowar at InfowarStore.com.
[01:17:58.868 --> 01:18:14.441]  Christmas 2021 is over, but you've still got a really great chance to give yourself the gift of free speech and liberty and freedom into the new year, all at the same time making yourself healthier, wealthier, and wiser by boosting your immune system.
[01:18:14.441 --> 01:18:19.906]  Two of our top selling products that have been sold out for a long time are now back in stock.
[01:18:20.606 --> 01:18:26.928]  Winter Sun, the highest quality vitamin D3, taken under the tongue for higher absorption, is back in stock.
[01:18:26.928 --> 01:18:30.369]  Despite the fact it's been sold out for months, it is 50% off.
[01:18:30.369 --> 01:18:43.653]  And then our number one bestseller of all time, Survival Shield X2 Deep Earth Crystal Iodine, the game changer, the missing link, not just for immune system, but all electrochemical activity in the body, it's back in stock, 50% off.
[01:18:43.653 --> 01:18:45.154]  So that's the New Year's special.
[01:18:45.694 --> 01:18:48.936]  And that's Christmas comes early in 2022, ladies and gentlemen.
[01:18:48.936 --> 01:18:55.860]  Give yourself the gift of health and clarity and focus with X2 and Winter Sun at InfoWarsTore.com.
[01:18:55.860 --> 01:18:57.701]  50% off for a limited time.
[01:18:57.701 --> 01:18:58.882]  Thanks for keeping us on the air.
[01:18:58.882 --> 01:19:01.424]  Christmas 2021 is gone.
[01:19:01.424 --> 01:19:08.968]  It's in the rear view mirror, but you can still take advantage of Christmas prices going into the new year at InfoWarsTore.com.
[01:19:08.968 --> 01:19:12.991]  On to our best-selling products, now finally back in stock.
[01:19:12.991 --> 01:19:14.612]  We have the number one
[01:19:14.932 --> 01:19:17.233]  Best seller of all time.
[01:19:17.233 --> 01:19:25.598]  X2, the Deep Earth Crystal Iodine that is essential for all your body's activities, electrochemical functions of the cells, the mitochondria, your immune system.
[01:19:25.598 --> 01:19:27.219]  It is back in stock.
[01:19:27.219 --> 01:19:31.121]  X2 is 50% off at InfoWarstore.com.
[01:19:31.121 --> 01:19:33.943]  And right in time for the deepest part of winter.
[01:19:35.080 --> 01:19:40.464]  We have Winter Sun Back in Stock, the highest quality vitamin D3 for your immune system.
[01:19:40.464 --> 01:19:45.489]  And again, your whole body is back in stock, ready to ship for you right now at InfoWarsTore.com.
[01:19:45.489 --> 01:19:46.570]  So it's a 360 win.
[01:19:46.570 --> 01:19:51.834]  It keeps us on the air, and it also makes your life so much healthier and better.
[01:19:51.834 --> 01:19:56.318]  So get your supply up to date at InfoWarsTore.com right now.
[01:19:59.645 --> 01:20:04.267]  Leading a frontal assault on the lies of the New World Order.
[01:20:04.267 --> 01:20:13.170]  It's Alex Jones.
[01:20:13.170 --> 01:20:28.496]  So, with a globalist plan to succeed, they've got to take everybody off the air and silence the general public so they can gaslight you and say, eating bugs is good, getting rid of your children is good, pedophilia is good, world government's good,
[01:20:30.495 --> 01:20:32.277]  And you can see the people it's worked on.
[01:20:32.277 --> 01:20:37.444]  I was reading a major national Rasmussen poll that's similar to numbers out of Europe.
[01:20:37.444 --> 01:20:42.090]  When I'm gonna get to the other news, but this is just huge.
[01:20:42.090 --> 01:20:42.971]  Let me go back to where we were.
[01:20:45.796 --> 01:21:03.660]  While about two-thirds of likely voters would be against governments using digital devices to track unvaccinated people to ensure they are quarantined or societally distanced from others, 47% of Democrats favor a government tracking program for those who won't get the COVID vaccine.
[01:21:03.660 --> 01:21:08.801]  But I love how those that actually get it via their phone are signed into it and they're the ones being tracked.
[01:21:08.801 --> 01:21:09.001]  Again.
[01:21:10.801 --> 01:21:21.225]  45% of Democrats would favor government requiring citizens to temporarily live in designated facilities or locations that they refuse to get COVID-19 vaccines.
[01:21:21.225 --> 01:21:24.246]  And they've got bills introduced all over the country to do this.
[01:21:24.246 --> 01:21:33.189]  Such a policy would be opposed by a strong majority of 70% of the voters, with 78% of Republicans and 64% of unaffiliated voters saying they would oppose it.
[01:21:33.189 --> 01:21:36.470]  But see, Democrats control the voting machines, so, and they control the blue cities.
[01:21:39.389 --> 01:21:40.669]  Here's the big one.
[01:21:40.669 --> 01:21:44.831]  How far are Democrats willing to go in punishing the unvaccinated?
[01:21:44.831 --> 01:21:49.733]  29% of Democrat voters would support temporarily removing parents.
[01:21:49.733 --> 01:21:51.833]  It's only temporarily to take your kids.
[01:21:51.833 --> 01:21:58.335]  Custody of their children if parents refuse to take the COVID-19 GMO shot.
[01:21:58.335 --> 01:22:02.897]  That's much more than twice the level of support in the rest of the electorate.
[01:22:04.144 --> 01:22:05.284]  Yes, you read that right.
[01:22:05.284 --> 01:22:09.406]  Almost a third of Democrats want to take your children if you are unvaccinated.
[01:22:09.406 --> 01:22:10.947]  Let that sink in now.
[01:22:10.947 --> 01:22:12.307]  Now imagine what the U.S.
[01:22:12.307 --> 01:22:19.390]  would be like now if Donald Trump hadn't won the 2016 election and Democrats controlled the Supreme Court.
[01:22:19.390 --> 01:22:24.632]  And the Supreme Court's only partially held back forced injections.
[01:22:24.632 --> 01:22:27.693]  And so as imperfect as Trump is, at least that happened.
[01:22:27.693 --> 01:22:28.793]  Yes, that's a good thing.
[01:22:28.793 --> 01:22:33.335]  And that's why the system's so pissed because they'd be in full control just like they are in Australia or the UK or
[01:22:34.420 --> 01:22:35.241]  We're good to go.
[01:23:00.629 --> 01:23:02.330]  And it turns off your immune system.
[01:23:02.330 --> 01:23:04.052]  And they go, oh, don't worry, we got more shots for you.
[01:23:04.052 --> 01:23:05.353]  But let's show the rest of the news.
[01:23:05.353 --> 01:23:07.214]  You're thinking, well, that's just Rasmussen.
[01:23:07.214 --> 01:23:14.660]  Really, Utah's largest newspaper calls for unvaccinated to endure draconian lockdowns enforced by the National Guard.
[01:23:14.660 --> 01:23:21.026]  They want the military to block the roads and lock people in their house and not let anybody outside their home who doesn't have the vaccine passport.
[01:23:21.026 --> 01:23:26.150]  So they're training you for total martial law ahead of the engineered collapse of the economy and the Great Reset.
[01:23:28.174 --> 01:23:34.981]  COVID is just the training wheel, so when they do it for real, you're accustomed to it.
[01:23:34.981 --> 01:23:37.444]  And at that point, we'll just be off the air.
[01:23:37.444 --> 01:23:47.894]  And I've let the system know, because I'm not going to let them set me up and claim I'm some rebel leader that's going to run around and fight back, because they're just going to send brainwashed military and police, which they want to have us kill and them kill us.
[01:23:48.823 --> 01:23:51.945]  I'm just going to stay out of their way, go to the woods.
[01:23:51.945 --> 01:23:54.287]  And I'll just be like, hey, I did my job, folks.
[01:23:54.287 --> 01:23:55.388]  Fought hard for you.
[01:23:55.388 --> 01:23:55.848]  Sayonara.
[01:23:55.848 --> 01:23:57.610]  And they'll probably still, you know, come out and get me.
[01:23:57.610 --> 01:23:59.611]  That's fine, because they're getting themselves.
[01:23:59.611 --> 01:24:01.333]  But it's over.
[01:24:01.333 --> 01:24:01.493]  OK?
[01:24:01.493 --> 01:24:02.694]  All right.
[01:24:02.694 --> 01:24:06.076]  This is a total globalist takeover.
[01:24:06.076 --> 01:24:12.061]  Europe's loud rule-breaking on the vaccine to minority aren't falling out of society.
[01:24:13.556 --> 01:24:14.476]  Isn't that cute?
[01:24:14.476 --> 01:24:21.439]  It's like, yeah, they're not allowed to go to stores or anything, and now that they can't have jobs, and soon they're not going to have any money, well, they're not going to be allowed to be homeless.
[01:24:21.439 --> 01:24:22.499]  Oh, don't worry!
[01:24:22.499 --> 01:24:25.280]  They're building facilities for them.
[01:24:25.280 --> 01:24:29.822]  And then once you're in them, you'll be forced anyways.
[01:24:29.822 --> 01:24:31.322]  It's not a nightmare book.
[01:24:31.322 --> 01:24:32.883]  It's not a science fiction dystopia.
[01:24:32.883 --> 01:24:34.323]  It's not a horror film.
[01:24:34.323 --> 01:24:37.504]  It's the real world, and it's liberal.
[01:24:37.504 --> 01:24:39.805]  So don't be a white supremacist, and take your shots.
[01:24:40.990 --> 01:24:45.252]  My father almost died for his country fighting in Okinawa.
[01:24:45.252 --> 01:24:49.234]  Today, his son can no longer walk the streets of Washington without papers.
[01:24:49.234 --> 01:24:49.994]  That's right, D.C.'
[01:24:49.974 --> 01:24:56.077]  's joined a bunch of other blue cities in saying, you must have your vaccine card and leave your house.
[01:24:56.077 --> 01:24:59.018]  That's how the martial law works.
[01:24:59.018 --> 01:25:00.639]  The illegitimate, out-of-control government.
[01:25:03.117 --> 01:25:08.839]  Fully vaccinated Canadian soccer star, Alphonso Davies, sidelined with myocarditis.
[01:25:08.839 --> 01:25:14.500]  Another day, another person with a heart attack or heart swelling after they take the shot.
[01:25:14.500 --> 01:25:17.581]  Waste of time to keep vaccinated people.
[01:25:17.581 --> 01:25:18.961]  Keep vaccinating people.
[01:25:18.961 --> 01:25:21.962]  Ex-head of UK Vaccine Task Force says they don't work.
[01:25:21.962 --> 01:25:25.403]  And when you start taking more than two shots, it erases your immune system.
[01:25:25.403 --> 01:25:27.604]  Oh, isn't that interesting?
[01:25:29.520 --> 01:25:40.550]  But the Surgeon General on Big Pharma payroll, Murthy, Murthy, says the Supreme Court blocking Biden's vaccine mandate, a setback for public health.
[01:25:40.550 --> 01:25:47.277]  He says that national immunity doesn't exist, we have the video, and that only immunity comes from shots, which actually erase it.
[01:25:49.281 --> 01:25:54.124]  And they just say, science, science, science, over and over again, and set that precedent to get into your body.
[01:25:54.124 --> 01:25:54.905]  Oh, and look!
[01:25:54.905 --> 01:26:05.052]  Leaked Fauci financials expose how he's gotten an extra $10 million from Pfizer and others just during the planned-demic.
[01:26:05.052 --> 01:26:06.813]  Now, this is a video I want to play right now.
[01:26:07.762 --> 01:26:19.586]  This is video for TV viewers of a man swarmed by masked zombies for bullhorning about COVID and January 6th, and they all just start touching him and pushing him like body snatchers.
[01:26:19.586 --> 01:26:21.307]  Like, soon you'll sleep.
[01:26:21.307 --> 01:26:22.447]  Lay down next to your pod.
[01:26:22.447 --> 01:26:24.288]  Just go to sleep.
[01:26:24.288 --> 01:26:25.268]  Sleep.
[01:26:25.268 --> 01:26:25.888]  Sleep.
[01:26:25.888 --> 01:26:27.329]  No, it'll be better, George.
[01:26:29.270 --> 01:26:30.571]  Soon it'll be over.
[01:26:30.571 --> 01:26:31.352]  Take it.
[01:26:31.352 --> 01:26:32.433]  Come with us.
[01:26:32.433 --> 01:26:35.115]  We got videos all over in Canada and the U.S.
[01:26:35.115 --> 01:26:36.516]  People caught in New York.
[01:26:36.516 --> 01:26:38.077]  People caught in Toronto.
[01:26:38.077 --> 01:26:40.039]  People caught in Montreal.
[01:26:40.039 --> 01:26:42.901]  People caught in Germany in stores buying food.
[01:26:42.901 --> 01:26:45.123]  And the police slam them down!
[01:26:45.123 --> 01:26:47.364]  They teach them!
[01:26:47.364 --> 01:26:48.505]  We caught you!
[01:26:48.505 --> 01:26:48.966]  You!
[01:26:48.966 --> 01:26:51.447]  Oh, we're the good people!
[01:26:51.447 --> 01:26:51.868]  Here it is.
[01:26:55.684 --> 01:26:57.180]  You don't have to wear a mask, oh son!
[01:26:58.484 --> 01:27:02.405]  You don't have to wear a mask outside.
[01:27:02.405 --> 01:27:07.707]  You don't have to be an asshole.
[01:27:07.707 --> 01:27:09.628]  I'm being assaulted.
[01:27:09.628 --> 01:27:10.868]  Out of here, bud.
[01:27:10.868 --> 01:27:11.728]  Out of here, bud.
[01:27:11.728 --> 01:27:13.169]  Hey guys, Colton is a hoaxer.
[01:27:13.169 --> 01:27:16.950]  I'm being viciously assaulted by pro-COVID people.
[01:27:16.950 --> 01:27:18.690]  I'm being viciously assaulted.
[01:27:27.253 --> 01:27:28.334]  So this is California, folks.
[01:27:51.826 --> 01:28:01.112]  Where if you try to go out in a park, a bunch of weird old white people wearing masks are hitting you over the head with signs at their quote, peace rally.
[01:28:01.112 --> 01:28:06.996]  And it goes on, the full video is on InfoWars.com.
[01:28:06.996 --> 01:28:13.480]  Because you saw 48% of Democrats in a poll want you put in a special facility.
[01:28:13.480 --> 01:28:19.784]  Oh, and then I have articles where doctors are losing their license and being put in mental institutions or being sent for psychological evaluation.
[01:28:20.731 --> 01:28:29.340]  Because they are not submitting to this and saying that Ivermectin works, even though it's the Army's own report.
[01:28:30.521 --> 01:28:32.741]  On it that Ivermectin does work.
[01:28:32.741 --> 01:28:34.062]  But that's not something you're supposed to know.
[01:28:34.062 --> 01:28:35.602]  The rich people all take it.
[01:28:35.602 --> 01:28:37.362]  You're just not supposed to know.
[01:28:37.362 --> 01:28:46.084]  You're not supposed to have it because this is the takeover and they know best and they're gonna stop you and cover your camera up and hit you and push you and grab your bullhorn.
[01:28:46.084 --> 01:28:47.064]  You don't talk!
[01:28:47.064 --> 01:28:48.164]  You don't have a word!
[01:28:48.164 --> 01:28:49.445]  You're not part of the group!
[01:28:49.445 --> 01:28:51.545]  You're not part of our collective!
[01:28:51.545 --> 01:28:54.565]  You're not part of the wonderful world we're building!
[01:28:54.565 --> 01:28:57.246]  Where there's no families and we take your children because we're the good people.
[01:28:58.542 --> 01:29:13.353]  I am recording this announcement on the afternoon of January 6, 2022, and that means there are only seven days left of us being able to offer our best-selling product, Vitamin Mineral Fusion, at 50% off.
[01:29:13.353 --> 01:29:17.216]  It has all the vitamins, all the minerals, incredible amino acids.
[01:29:17.216 --> 01:29:23.000]  It is a game-changer for your immune system and every other function in your body, and it's a must-have.
[01:29:23.000 --> 01:29:24.241]  That's why, despite the facts,
[01:29:24.841 --> 01:29:27.323]  It's selling out at current sales rates.
[01:29:27.323 --> 01:29:31.948]  We're going to keep it on sale for another seven days.
[01:29:31.948 --> 01:29:35.191]  So we're running this until next Thursday.
[01:29:35.191 --> 01:29:37.193]  And your purchase supports the broadcast.
[01:29:37.193 --> 01:29:40.156]  I want to thank you all for shopping with InfoWars.
[01:29:40.156 --> 01:29:45.681]  Without you, we would not have been on air and the world would be a much worse position right now that it's in.
[01:29:45.681 --> 01:29:50.065]  Thanks to you supporting InfoWars, we have now become the number one beacon of truth
[01:29:50.425 --> 01:29:53.086]  Exposing the Great Reset and the New World Order.
[01:29:53.086 --> 01:29:58.008]  So, support your immune system and support free speech and the fight for liberty at the same time at InfoWarsTour.com.
[01:30:10.453 --> 01:30:11.715]  We feel helpless.
[01:30:11.715 --> 01:30:15.719]  Almost like we're stuck inside a system that someone else created for us.
[01:30:15.719 --> 01:30:17.982]  It's time for us to break free from that system.
[01:30:17.982 --> 01:30:20.605]  Reset Wars is a game changer.
[01:30:20.605 --> 01:30:25.571]  You start to see yourself more as part of the solution instead of just as a victim.
[01:30:25.731 --> 01:30:33.795]  So much of the stuff we look at today is low vibration, low energy, and makes us depressed, and therefore we manifest this negative reality out there.
[01:30:33.795 --> 01:30:39.257]  When they feel their lie-cheat-steal plan to enslave and rob the people, there is an awakening.
[01:30:39.257 --> 01:30:48.962]  Reset Wars has helped me to navigate and to pinpoint and lock onto the deep-rooted psychological tactics that were being used against me.
[01:30:48.962 --> 01:30:50.663]  And now I'm not scared anymore.
[01:30:50.663 --> 01:30:52.524]  I have to say, I was blown away.
[01:30:53.765 --> 01:30:56.106]  I feel so much better every day listening to it.
[01:30:56.106 --> 01:30:58.848]  To Alex, thank you very much for putting the course together.
[01:30:58.848 --> 01:31:00.369]  You're absolutely right.
[01:31:00.369 --> 01:31:02.730]  We are reflections of God.
[01:31:02.730 --> 01:31:04.251]  We are emanations of that.
[01:31:04.251 --> 01:31:08.534]  And we can use that God energy to do really anything we want to do in this life.
[01:31:08.954 --> 01:31:13.379]  Romans Chapter 12, Paul talks about how we're transformed by the renewing of our mind.
[01:31:13.379 --> 01:31:14.500]  And that's a process.
[01:31:14.500 --> 01:31:17.564]  Most of our thoughts and actions are subconscious.
[01:31:17.564 --> 01:31:20.067]  Most people go through their day and don't think about many things.
[01:31:20.067 --> 01:31:23.370]  You can drive along a long journey and not even remember half the trip.
[01:31:23.831 --> 01:31:30.976]  In this process, we need to have a concerted, active effort, physically and mentally, to reprogram that subconscious mind.
[01:31:30.976 --> 01:31:34.579]  That's what this series is about, is resetting our mind.
[01:31:34.579 --> 01:31:36.240]  Because there's a war on for our mind.
[01:31:36.240 --> 01:31:37.521]  He's exactly right.
[01:31:37.521 --> 01:31:42.205]  And he's become a great voice in our generation, and in this new Great Awakening.
[01:31:42.205 --> 01:31:46.948]  And I encourage everybody out there, if you haven't gone there yet, go to ResetWars.com.
[01:31:46.948 --> 01:31:48.309]  That's where your journey begins.
[01:31:59.022 --> 01:32:13.830]  I am recording this announcement on the afternoon of January 6, 2022, and that means there are only seven days left of us being able to offer our best-selling product, Vitamin Mineral Fusion, at 50% off.
[01:32:13.830 --> 01:32:17.672]  It has all the vitamins, all the minerals, incredible amino acids.
[01:32:17.672 --> 01:32:23.475]  It is a game-changer for your immune system and every other function in your body, and it's a must-have.
[01:32:23.475 --> 01:32:24.656]  That's why, despite the fact
[01:32:25.256 --> 01:32:27.797]  That's selling out at current sales rates.
[01:32:27.797 --> 01:32:32.418]  We're going to keep it on sale for another seven days.
[01:32:32.418 --> 01:32:35.638]  So we're running this until next Thursday.
[01:32:35.638 --> 01:32:37.679]  And your purchase supports the broadcast.
[01:32:37.679 --> 01:32:40.620]  I want to thank you all for shopping with InfoWars.
[01:32:40.620 --> 01:32:46.141]  Without you we would not have been on air and the world would be a much worse position right now that it's in.
[01:32:46.141 --> 01:32:50.522]  Thanks to you supporting InfoWars, we have now become the number one beacon of truth
[01:32:50.862 --> 01:32:51.323]  We're good to go.
[01:33:15.863 --> 01:33:17.205]  Everybody knows.
[01:33:17.205 --> 01:33:21.448]  Everybody knows that the days are loaded.
[01:33:21.448 --> 01:33:26.953]  Everybody rolls with their fingers crossed.
[01:33:26.953 --> 01:33:30.456]  Everybody knows the war is over.
[01:33:32.137 --> 01:33:36.279]  And now it's getting a lot worse.
[01:33:36.279 --> 01:33:41.801]  They decided to just get rid of the poor people.
[01:34:01.885 --> 01:34:08.330]  Alright, I already talked about this some last hour, but I've got something else I want to play for you here.
[01:34:08.330 --> 01:34:13.613]  But first, just for posterity and the record, here's a few videos.
