[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[02:08:48.024 --> 02:08:49.525]   off doing what you had to go through.
[02:08:49.525 --> 02:08:54.145]   That's why I'm like, you guys are not, okay, here you, I mean, it's crazy.
[02:08:54.145 --> 02:09:02.085]   And here, the most exciting thing is we, while many of the biggest publishers in the world
[02:09:02.085 --> 02:09:08.465]   are far too afraid to publish Alex Jones on an expose of the great reset, we have one ready to go.
[02:09:08.745 --> 02:09:16.746]  But we need the social proof for them to bite the bullet and see how many people want to hear this information.
[02:09:17.046 --> 02:09:21.587]  So when you sign up right now at ResetWars.com, it's 50% off.
[02:09:21.887 --> 02:09:41.474]   Not only are you funding the Info War, not only is this some life-changing content and information, An epic course, but this is the seed that we are using that is going to propel Alex into a massive book deal, number one on the New York Times bestseller list that could come out before the midterms this year.
[02:09:41.774 --> 02:09:50.198]  This is all happening fast, and that's why we're putting together this 50% special censorship special for the next 72 hours.
[02:09:50.218 --> 02:09:54.420]  All right, Jake, you're going to be hosting in the fourth hour today.
[02:09:54.460 --> 02:09:55.881]  What are you going to be covering?
[02:09:57.782 --> 02:10:01.685]  What I really want to cover is the question is, who really controls the world?
[02:10:01.965 --> 02:10:03.847]  And it's something I've been thinking about a lot, right?
[02:10:03.867 --> 02:10:08.290]  Because we think, you know, you were one of the first people to crack the Bilderberg.
[02:10:08.710 --> 02:10:11.612]  Now it's turned into the World Economic Forum.
[02:10:11.973 --> 02:10:15.896]  We all know about these types of centralized control systems.
[02:10:16.276 --> 02:10:20.479]  But what I've really been thinking about is, do they actually control the world?
[02:10:21.280 --> 02:10:21.980]  No, they don't.
[02:10:22.040 --> 02:10:23.081]  They pretend like they do.
[02:10:23.101 --> 02:10:24.182]  They're trying to get full control.
[02:10:24.202 --> 02:10:24.402]  Sorry.
[02:10:25.063 --> 02:10:26.224]  They pretend they do.
[02:10:26.925 --> 02:10:29.127]  And there's a quote by Edward Bernays.
[02:10:29.547 --> 02:10:29.987]  He has a quote.
[02:10:30.027 --> 02:10:37.474]  He says, the conscious and intelligent manipulation of the organized habits and opinions of the masses is an important element in democratic society.
[02:10:37.814 --> 02:10:42.198]  Those who manipulate this unseen mechanism of society constitute an invisible government.
[02:10:42.578 --> 02:10:49.043]  The invisible government is just trying to build the pattern plans in our minds.
[02:10:49.424 --> 02:10:50.485]  And it made me start to think.
[02:10:50.525 --> 02:10:50.865]  That's right.
[02:10:50.925 --> 02:10:53.227]  They build the roadmaps in our minds and hope we conform.
[02:10:54.361 --> 02:10:55.542]  So who controls the world?
[02:10:55.922 --> 02:10:56.602]  You and I do.
[02:10:56.842 --> 02:11:02.325]  And that's why I'm so inspired when I see those truckers saying, no, we're going to keep going.
[02:11:02.365 --> 02:11:03.766]  And they put that prayer together.
[02:11:04.186 --> 02:11:05.487]  We control the world.
[02:11:05.787 --> 02:11:15.272]   And when we realize that and we stop giving up our power from a quantum physics, subconscious, subatomic level, These people cannot win.
[02:11:15.492 --> 02:11:16.773]  We are almost there.
[02:11:16.833 --> 02:11:19.034]  Reset Wars will bring you across the finish line.
[02:11:19.234 --> 02:11:19.694]  That's right.
[02:11:19.734 --> 02:11:21.435]  And by the way, you talk about the truckers and the Lord's Prayer.
[02:11:21.455 --> 02:11:22.395]  We're going to play that next.
[02:11:22.735 --> 02:11:24.596]  I'm going to hand the baton to Jake Ducey straight ahead.
[02:11:24.616 --> 02:11:25.397]  Hour number four.
[02:11:25.817 --> 02:11:27.138]  This is key info.
[02:11:27.198 --> 02:11:28.118]  They don't want you to know.
[02:11:28.238 --> 02:11:29.819]  This is victory.
[02:11:30.359 --> 02:11:32.860]  In heaven, hell would be thy name.
[02:11:32.900 --> 02:11:38.181]  Thy kingdom come, thy will be done, on earth as it is in heaven.
[02:11:38.861 --> 02:11:40.741]  Give us this day our daily bread.
[02:11:41.021 --> 02:11:43.182]  Forgive us our debts as we forgive our debtors.
[02:11:43.802 --> 02:11:46.443]  Lead us not into temptation, but deliver us from evil.
[02:11:46.823 --> 02:11:50.384]  For thine art the kingdom, the power, and the glory, forever and ever.
[02:11:50.644 --> 02:11:50.884]  Amen.
[02:11:52.945 --> 02:11:58.409]  This is what scares them is our connection to the infinite and God and saying no to their program.
[02:11:58.429 --> 02:12:09.658]  So I never get into private stuff, but I wanted to just show a little video that popped up on my phone of a compilation of four years ago with my daughter, who's now four and a half years old.
[02:12:11.013 --> 02:12:21.140]  She was only a few months old then and just how connected and beautiful and amazing she was and how we can't let these evil people cut her and your children off from God.
[02:12:21.180 --> 02:12:22.581]  We have to stand for them.
[02:12:22.621 --> 02:12:25.283]  Here's a little clip that my AI phone put together.
[02:12:27.565 --> 02:12:33.565]  [Music]
[02:12:33.565 --> 02:12:36.565]  I'm worried about the nutrition.
[02:12:36.565 --> 02:12:40.565]  [Music]
[02:12:40.565 --> 02:13:00.565]  [Music]
[02:13:00.565 --> 02:13:02.565]  It's for our children, folks.
[02:13:02.622 --> 02:13:07.244]  These vampires are coming for them, and we can't let them have them.
[02:13:07.364 --> 02:13:12.287]  It's just that simple, and that's what Reset Wars is all about.
[02:13:12.747 --> 02:13:20.791]  Jake Ducey, I can't wait while I'm doing some paperwork and eating my lunch to listen to you coming up with the fact is, you're right, the globalists don't control the world.
[02:13:21.131 --> 02:13:25.433]  They want to convince us they do and create these programs in our mind that we follow.
[02:13:25.733 --> 02:13:30.736]  We're going to kick those viruses out, and we're going to download the Holy Ghost that is the real transmission.
[02:13:32.381 --> 02:13:33.381]  Yeah, absolutely.
[02:13:33.401 --> 02:13:44.004]  And there's a beautiful and I think quite empowering message behind that prayer, right?
[02:13:44.164 --> 02:13:47.405]  And that prayer gives me the chills when I watched it every single time.
[02:13:47.465 --> 02:13:53.647]  It almost makes me go into tears because here you have these individuals, incredibly brave individuals.
[02:13:53.907 --> 02:13:58.268]  Maybe they're full of fear, but they're calling on God.
[02:13:58.308 --> 02:13:59.609]  They're calling on Spirit.
[02:14:00.189 --> 02:14:02.357]   And They're risking a lot.
[02:14:02.678 --> 02:14:05.723]  I mean, they could be arrested, who knows what happens.
[02:14:06.244 --> 02:14:07.707]  Oh, they're being threatened by Trudeau!
[02:14:09.144 --> 02:14:10.545]  They're being threatened every day.
[02:14:10.645 --> 02:14:12.006]  Who knows what's going to happen?
[02:14:12.366 --> 02:14:15.008]  And they're calling on this spiritual power.
[02:14:15.729 --> 02:14:17.270]  And we can yell.
[02:14:17.290 --> 02:14:18.551]  We can protest.
[02:14:19.191 --> 02:14:20.852]  They can fight back against that.
[02:14:20.913 --> 02:14:25.196]  What they can't fight back is if we bring the spiritual dynamic into it.
[02:14:25.216 --> 02:14:29.619]  That's what scares the enemy, because then that gives us operational control and oversight.
[02:14:30.019 --> 02:14:31.820]  And now we have the light in the darkness.
[02:14:31.860 --> 02:14:32.241]  Exactly.
[02:14:32.461 --> 02:14:33.862]  They don't want us calling on God.
[02:14:35.057 --> 02:14:36.538]  They do not want us to do that.
[02:14:36.858 --> 02:14:40.841]  And that's why I was so excited when you put Reset Wars together.
[02:14:41.682 --> 02:14:51.188]  And it's been amazing to watch what's happened from putting it out and tens of thousands of people going through it and all these people saying their lives were changed by it.
[02:14:51.929 --> 02:14:54.811]  And this incredibly powering thing.
[02:14:55.709 --> 02:15:00.133]  But then at the same time, they want to shut it down over and over and over again.
[02:15:00.493 --> 02:15:02.635]  Remove for terms and violations.
[02:15:02.655 --> 02:15:03.917]  Well, that's how I knew it was.
[02:15:03.937 --> 02:15:09.101]  I mean, I knew it was important, but the attack, anything that's really important, the enemy attacks.
[02:15:09.141 --> 02:15:10.343]  They are very scared of this.
[02:15:11.864 --> 02:15:14.727]  And they're going to be really, I laugh thinking of it.
[02:15:18.255 --> 02:15:19.796]  Excuse me, I got too excited.
[02:15:19.976 --> 02:15:26.199]  I laugh thinking about what they're going to do when they find out Alex has the number one New York Times best-selling book in the world.
[02:15:26.520 --> 02:15:27.960]  We're very close to that.
[02:15:28.301 --> 02:15:37.626]  If you go to ResetWars.com right now, 72-hour, 50% off special, this is the social proof that we need for the publisher to bite the bullet.
[02:15:37.646 --> 02:15:38.106]  That's right.
[02:15:38.126 --> 02:15:39.006]  Fund our war.
[02:15:39.126 --> 02:15:39.807]  It's your war.
[02:15:40.107 --> 02:15:44.629]  We appreciate you all, and it's 50% off, and it's going to build a whole other infrastructure as well.
[02:15:44.669 --> 02:15:46.490]  But the course is the reason you want it.
[02:15:46.550 --> 02:15:47.511]  It really is powerful.
[02:15:49.344 --> 02:15:53.745]  They want us to stay disoriented, and they want us to stay confused.
[02:15:54.145 --> 02:16:00.787]  And the Reset Wars is a course to navigate the psychological, spiritual, and political war to prepare yourself.
[02:16:00.807 --> 02:16:01.167]  That's right.
[02:16:01.247 --> 02:16:02.847]  They don't want a battle plan.
[02:16:03.188 --> 02:16:06.848]  And this is a real battle plan of victory that God gave us.
[02:16:06.909 --> 02:16:08.049]  ResetWars.com.
[02:16:08.889 --> 02:16:09.889]  50% off for 72 hours.
[02:16:09.949 --> 02:16:10.469]  Go get it.
[02:16:10.870 --> 02:16:12.030]  Show it to your friends and family now.
[02:16:12.110 --> 02:16:12.650]  Jake Ducey.
[02:16:13.550 --> 02:16:16.237]  In 60 seconds, takes over on the other side.
[02:16:16.298 --> 02:16:17.360]  Can't wait to listen to this.
[02:16:17.721 --> 02:16:21.551]  In the War Room in 55 minutes with the one, the only, Owen Schroyer.
[02:16:21.592 --> 02:16:33.351]  We'll be right back.
[02:16:33.356 --> 02:16:34.337]  Something needs to change.
[02:16:34.357 --> 02:16:38.360]  I just want to reach out and give a recommendation to Reset Wars.
[02:16:38.740 --> 02:16:39.621]  It's really powerful.
[02:16:39.701 --> 02:16:45.145]  Reset Wars was absolutely amazing and eye-opening and revolutionary.
[02:16:45.345 --> 02:16:49.708]  If you want to change your life for the better, I highly recommend this.
[02:16:49.828 --> 02:16:52.250]  Alex, thank you very much for putting the course together.
[02:16:52.270 --> 02:16:54.232]  I found it to be awesome.
[02:16:54.552 --> 02:16:55.553]  It was worth it to me.
[02:16:55.773 --> 02:17:01.697]  You have taken ancient wisdom and ancient knowledge and crystallized it with scientific method.
[02:17:02.598 --> 02:17:03.899]  This isn't about Alex Jones.
[02:17:04.119 --> 02:17:16.445]  So what you're about to see is a lengthy, powerful, well-documented spectrum of information and experiences and understanding that the power structure is censoring and is deathly afraid of.
[02:17:16.485 --> 02:17:19.167]  To think the way we were intended to think by God.
[02:17:19.587 --> 02:17:20.927]  That's what this series is about.
[02:17:21.408 --> 02:17:27.651]  Reset Wars has been a great tool during this time of uncertainty and it has rejuvenated my hope.
[02:17:28.351 --> 02:17:29.532]  It's been helping me a lot.
[02:17:30.299 --> 02:17:31.940]  With a lot that's going on in my life.
[02:17:32.020 --> 02:17:36.721]  Everybody needs to purchase this product and watch it and then share the information far and wide.
[02:17:37.222 --> 02:17:38.242]  There is an awakening.
[02:17:39.082 --> 02:17:42.644]  Join in to help yourself and others to wake up.
[02:17:43.464 --> 02:17:47.946]  Reset Wars has been a great tool in both recapping what I've come to already know.
[02:17:49.108 --> 02:17:50.630]  And also learn new material.
[02:17:50.891 --> 02:17:51.892]  I'm not disappointed.
[02:17:51.972 --> 02:17:54.235]  I plan on sharing it with as many people as possible.
[02:17:54.396 --> 02:17:56.378]  I hear you coming more and more with that.
[02:17:56.579 --> 02:17:58.021]  And I feel it more and more.
[02:17:58.041 --> 02:17:58.842]  It's moving me.
[02:17:59.162 --> 02:18:02.787]  We need to have courage and focus in order to accomplish that mission.
[02:18:02.847 --> 02:18:06.052]  And I felt like I got a lot of that from Reset Wars as well.
[02:18:06.152 --> 02:18:09.853]  The confidence and hope gained from Reset Wars is priceless.
[02:18:10.333 --> 02:18:11.514]  This isn't magic.
[02:18:11.694 --> 02:18:18.496]  This is the real code of the universe, or what Max Planck 120 plus years ago called the Matrix.
[02:18:19.155 --> 02:18:23.315]  Start your journey to true freedom now at ResetWars.com.
[02:18:23.315 --> 02:18:30.315]  Welcome back to the Alex Jones Show.
[02:18:30.686 --> 02:18:31.907]  I'm filling in on the fourth hour.
[02:18:32.107 --> 02:18:50.835]  My name is Jake Ducey, and I'm filling in in honor of Alex's brand new online course, Reset Wars, which gives you a game plan, a blueprint for the psychological, spiritual, and political war that we are in the midst of in the Great Reset and how to prepare for it.
[02:18:51.403 --> 02:18:52.964]  There's a reason that they're shutting it down.
[02:18:53.024 --> 02:18:54.725]  There's a reason they're shutting Joe Rogan down.
[02:18:54.745 --> 02:18:57.888]  There's a reason they're shutting down InfoWars or attempting to.
[02:18:58.248 --> 02:19:00.149]  And it's because they don't want us to have a plan.
[02:19:00.189 --> 02:19:02.311]  They want to keep us disoriented.
[02:19:02.945 --> 02:19:12.234]  And over the last while, we've had major attacks on banking, on email servers, on video servers, trying to shut Reset Wars down.
[02:19:12.594 --> 02:19:17.259]  Tens of thousands of people joined Reset Wars, and we've got these incredible stories.
[02:19:17.599 --> 02:19:26.708]  And I'm thinking, man, we're doing this really cool thing that's empowering the world, and then all of a sudden we wake up, you violated terms and service on this, and it's one after another after another.
[02:19:27.700 --> 02:19:30.404]  And it's obvious they don't want us to have this information.
[02:19:30.864 --> 02:19:36.431]  And so right now we're doing a 72 hour, 50% off censorship special, right?
[02:19:36.672 --> 02:19:37.793]  We have Christmas specials.
[02:19:37.833 --> 02:19:39.034]  We have New Year's specials.
[02:19:39.375 --> 02:19:40.657]  But what do we do at InfoWars?
[02:19:40.877 --> 02:19:42.399]  We have censorship specials.
[02:19:42.759 --> 02:19:49.342]  So, for the next 72 hours, you can get 50% off at ResetWars.com right now.
[02:19:49.882 --> 02:19:51.062]  This is game-changing.
[02:19:51.762 --> 02:20:05.688]  And another, before I get into the topic we're going to be talking about today, which is who really controls the world, just some breaking news that I haven't even fully discussed with Alex yet, because I've been telling him, Alex, you've got to put together a book.
[02:20:06.828 --> 02:20:15.410]  That goes to the top of every single major bestseller list that exposes the great reset like mass market Great reset.
[02:20:15.490 --> 02:20:15.970]  What is it?
[02:20:16.030 --> 02:20:18.030]  What's the history of it and how to prepare for it?
[02:20:18.450 --> 02:20:21.351]  That's how we win and That's how it's game over.
[02:20:22.111 --> 02:20:39.506]   Well The trouble is most people are a little bit afraid of Publishing an Alex Jones book and we have a publisher that is ready to go They're a little bit Maybe unsure, right?
[02:20:39.566 --> 02:20:41.747]  Because Alex is being attacked from all angles.
[02:20:42.667 --> 02:20:45.428]  And they said, look, let's see the social proof.
[02:20:45.788 --> 02:21:32.095]   So not only when you sign up right now for the 50% off special censorship special at ResetWars.com, not only do you get a game-changing course that's going to really help you totally deprogram your mind, we've had people writing in that have Cured themselves from alcoholism depression people that have found hope people that have changed their financial life people that have overcome Cigarettes all types of amazing things But also this is the social proof that we need to prove in the next few days To get this book deal going and get the InfoWars message the great reset expose to the top of the New York Times Bestseller list the Amazon bestseller list we know it'll happen next they'll start censoring the book and all these things
[02:21:32.455 --> 02:21:35.756]  So this is the opportunity for you and I to be at the founding level of that.
[02:21:36.077 --> 02:21:38.237]  So it's ResetWars.com, 50% off.
[02:21:38.598 --> 02:21:40.178]  That's what's coming down the pipeline.
[02:21:40.478 --> 02:21:44.000]  And that's the big why of going right now and signing up.
[02:21:44.700 --> 02:21:48.642]  And let's talk about the question now of who really controls the world.
[02:21:49.582 --> 02:21:56.945]  And in order to do that, I want to bring a graphic onto your screen right now that looks like a little stick figure.
[02:21:57.485 --> 02:21:59.226]  It looks like quite a little simple graphic.
[02:22:00.126 --> 02:22:02.090]  And you know, this is what they don't want us to know.
[02:22:02.491 --> 02:22:04.857]  They want us to think they control the world, right?
[02:22:04.877 --> 02:22:10.449]  They want us to think the political regime, the banking regime, they want us to think they control the world.
[02:22:11.081 --> 02:22:16.863]  Here's how the world really works, and this is what Edward Bernays, the nephew of Sigmund Freud, used.
[02:22:17.283 --> 02:22:27.027]  So, right over here at the bottom now, this is a stick figure drawing that was coined in the 1930s by Dr. Thurman Fleet, who is the creator of the concept therapy movement.
[02:22:27.327 --> 02:22:31.969]  It's been repopularized by Bob Proctor, but it was invented by Dr. Thurman Fleet.
[02:22:32.649 --> 02:22:34.812]  And the concept therapy movement.
[02:22:35.132 --> 02:22:38.475]  So right over here at the bottom, you see your subconscious mind.
[02:22:38.836 --> 02:22:42.259]  So the subconscious mind controls 95% of our life.
[02:22:42.660 --> 02:22:45.122]  Our conscious mind controls 5% of our life.
[02:22:45.523 --> 02:22:51.349]  Well, up until the time we're about six years old, we're in a total brainwave state of hypnosis.
[02:22:51.409 --> 02:22:54.913]  So we're like a sponge where it goes directly into the subconscious.
[02:22:55.593 --> 02:23:09.620]  And what has happened is, as you know, they've set up a very intelligent propaganda system that began with Edward Bernays when it started back in the day when he started working for the United States government to improve their image.
[02:23:10.440 --> 02:23:14.762]  And he changed the name from the Department of War to the Department of Defense.
[02:23:15.163 --> 02:23:16.523]  And then this kept picking up.
[02:23:16.603 --> 02:23:17.724]  He got women to smoke.
[02:23:18.104 --> 02:23:30.029]  And they built this entire system that's went directly into the subconscious mind that controls 95% of people's life that's made them believe they do not have the power.
[02:23:30.629 --> 02:23:36.512]  Now, if you watch InfoWars, we're aware of what's happening in the world, right?
[02:23:36.852 --> 02:23:38.753]  We know what's going on.
[02:23:39.594 --> 02:23:41.575]  But here's what happens in Reset Wars.
[02:23:42.015 --> 02:24:01.501]  You find out how your subconscious mind was actually programmed around spirituality, around your finances, around your happiness, and most importantly, you find out the techniques that the ruling quote-unquote elite have been using in order to program your subconscious mind.
[02:24:02.125 --> 02:24:05.106]  The subconscious mind controls everything.
[02:24:05.426 --> 02:24:10.426]  And the whole point of this entire agenda is this quote right here by Edward Bernays.
[02:24:10.847 --> 02:24:21.348]  It said, we are governed, our minds are molded, our tastes formed, our ideas suggested, and he goes on to say, largely by men that we have never heard of.
[02:24:21.728 --> 02:24:25.549]  These are the men that control the strings of an invisible government.
[02:24:26.849 --> 02:24:38.101]   So, why is it That they want to shut down something so empowering like Reset Wars, right?
[02:24:38.321 --> 02:24:40.742]  Why do they want to shut down something that's empowering like that?
[02:24:41.302 --> 02:24:47.085]  Because the entire agenda is about keeping us stuck in lower dimensions of consciousness.
[02:24:47.505 --> 02:24:51.386]  This whole agenda is what Alex talks about in the course.
[02:24:51.426 --> 02:24:55.308]  It's a term called the Emotional Control Grid that he coined, the ECG.
[02:24:55.708 --> 02:25:05.756]   The Emotional Control Grid is the state of the emotional and mental planes where we get trapped into lower dimensions.
[02:25:05.796 --> 02:25:10.020]  We cut ourselves off from our higher spiritual faculties and that's where they keep us stuck.
[02:25:10.060 --> 02:25:11.601]  That's where hopelessness breeds.
[02:25:11.661 --> 02:25:13.603]  That's where disconnect breeds.
[02:25:13.923 --> 02:25:16.465]  That's where we feel a disconnection from God.
[02:25:16.846 --> 02:25:22.851]  So the entire goal is to keep us trapped in these lower dimensions of consciousness.
[02:25:23.447 --> 02:25:24.708]  And that's what we're seeing.
[02:25:25.008 --> 02:25:26.449]  It's starting to fall apart.
[02:25:26.949 --> 02:25:32.011]  That's what happened in that beautiful prayer that we saw in Canada.
[02:25:32.692 --> 02:25:33.372]  What was that?
[02:25:33.752 --> 02:25:37.734]  That was a bunch of people tapping into the power of the Holy Spirit, right?
[02:25:37.754 --> 02:25:40.135]  When we're in our minds, we may think we're hopeless.
[02:25:40.435 --> 02:25:43.017]  When we're in our minds, we may think we can't defeat this.
[02:25:43.297 --> 02:25:47.799]  When we're in our minds, we may think that, you know, they've already set up the whole control thing.
[02:25:48.079 --> 02:25:49.400]  They're censoring everyone.
[02:25:49.420 --> 02:25:50.520]  They're shutting us down.
[02:25:50.821 --> 02:25:51.421]  What can we do?
[02:25:52.392 --> 02:25:59.759]  But when we call on that higher spiritual power, which is what I'm inviting everyone to do right now, is to call on it right now in this moment.
[02:26:00.779 --> 02:26:05.664]  Take a deep breath in and out and see if you can feel that spirit pulsating in your hands.
[02:26:05.884 --> 02:26:10.308]  Ask yourself, can I feel spirit energy in my hands vibrating?
[02:26:10.988 --> 02:26:12.230]  And just take a breath in and out.
[02:26:13.451 --> 02:26:14.351]  Silence your mind.
[02:26:14.512 --> 02:26:17.794]  Don't ask yourself yes or no, but bring your attention to your hand.
[02:26:18.235 --> 02:26:19.476]  Can I feel spirit energy?
[02:26:21.298 --> 02:26:23.499]  This is what they don't want us to wake up to.
[02:26:24.900 --> 02:26:29.423]  That this whole agenda is about making us think we are just physical bodies.
[02:26:29.823 --> 02:26:31.424]  So who really controls the world?
[02:26:32.124 --> 02:26:34.306]  Well actually our subconscious mind does.
[02:26:36.367 --> 02:26:38.068]  Our subconscious mind controls the world.
[02:26:40.498 --> 02:26:55.128]  But the whole agenda is about trapping us in a Newtonian model of physics where we think we live in this little physical world of little physical matter and we're out of effect to the elites and we're out of effect to censorship and we're out of effect to their agenda.
[02:26:55.749 --> 02:26:57.690]  But here's what I think.
[02:26:59.514 --> 02:27:02.115]  It's about time that we all wake up and we realize.
[02:27:02.556 --> 02:27:07.358]  It's about time that we drop the despair because we're closer than we think.
[02:27:07.638 --> 02:27:08.779]  You may feel alone.
[02:27:09.039 --> 02:27:10.400]  You may not feel connected.
[02:27:10.660 --> 02:27:12.001]  You may feel disparaged.
[02:27:12.041 --> 02:27:13.121]  You may feel unsure.
[02:27:13.401 --> 02:27:14.362]  We're almost there.
[02:27:14.962 --> 02:27:16.103]  We are almost there.
[02:27:17.163 --> 02:27:22.046]  And so if you go right now to ResetWars.com, you can be a part of something huge.
[02:27:23.142 --> 02:27:24.945]  50% off the censorship special.
[02:27:25.305 --> 02:27:28.228]  This has been shut down by Facebook, online platforms.
[02:27:28.529 --> 02:27:30.030]  This has been shut down by banking.
[02:27:30.391 --> 02:27:31.933]  They don't want this out.
[02:27:32.702 --> 02:27:39.066]  The reason that they don't want this out is because they're pushing the Great Reset agenda and they don't want you to have a plan to combat it.
[02:27:39.386 --> 02:27:41.248]  They don't want you to be able to make sense of it.
[02:27:41.288 --> 02:27:45.050]  They don't want you to prepare yourself mentally, spiritually, emotionally, financially.
[02:27:45.350 --> 02:27:47.251]  They want you confused and disoriented.
[02:27:47.712 --> 02:27:55.837]  Put a plan together for yourself and when you sign up right now, this is what we need to get Alex Jones and a book to the top of the New York Times bestseller list.
[02:27:56.097 --> 02:28:00.020]  It's ResetWars.com, the 50% off censorship special.
[02:28:00.320 --> 02:28:01.601]  ResetWars.com.
[02:28:01.701 --> 02:28:02.982]   Go ahead and sign Sign up right now.
[02:28:03.342 --> 02:28:06.665]  Our future can be extremely bright.
[02:28:07.524 --> 02:28:11.844]  Our society can become the equivalent of heaven on earth.
[02:28:11.844 --> 02:28:28.884]   A world where every human is able to flourish and prosper so they can enjoy the world in a way not intended.
[02:28:29.082 --> 02:28:33.451]   However, the future can also be Very dark, nightmarish.
[02:28:33.991 --> 02:28:38.554]  What difference does it make what I say or what I do?
[02:28:39.174 --> 02:28:45.198]  And that's exactly what these sick and twisted elites with a demonic agenda want you to think.
[02:28:46.815 --> 02:28:52.617]  They want you to think that you don't matter and that their plan is invincible, but it's not.
[02:28:52.757 --> 02:28:54.817]  But this is just not the case.
[02:28:54.877 --> 02:28:56.158]  They're not invincible.
[02:28:56.798 --> 02:29:15.864]  But if enough people take matters into their own spiritual and personal hands and make the decision that they can make a difference and they can fight back against the corrupt powers in charge, then without a doubt, we can defeat these power hungry elites.
[02:29:16.744 --> 02:29:21.207]  Now, the question is, how do we do this?
[02:29:21.947 --> 02:29:27.451]  Start your journey to true freedom now at ResetWars.com.
[02:29:27.491 --> 02:29:29.992]  Welcome back to the Alex Jones Show.
[02:29:30.532 --> 02:29:37.977]  I am Jake Ducey filling in here on the fourth hour in honor of Alex's censorship special.
[02:29:38.519 --> 02:29:41.580]  For Reset Wars, the censorship special.
[02:29:41.600 --> 02:29:49.724]  You know, I've been a fan of Alex, probably just like you, of Reset Wars, just like you of Infowars, excuse me, for quite some time.
[02:29:49.764 --> 02:29:53.186]  And, you know, you hear about all these stories of censorship.
[02:29:53.526 --> 02:29:55.487]  It's another thing to see them firsthand.
[02:29:56.347 --> 02:30:02.870]  Reset Wars was put out, and since that time, deplatformed in a myriad of ways.
[02:30:03.731 --> 02:30:06.332]  Terms of service violations across the board.
[02:30:07.239 --> 02:30:14.043]  And we're talking about a course that's empowering people, that thousands of people are sending videos of their lives being changed by it.
[02:30:14.463 --> 02:30:15.624]  Why don't they want it out there?
[02:30:17.205 --> 02:30:18.385]  And it's the same question.
[02:30:19.306 --> 02:30:25.049]  Why is it that they feared Jesus?
[02:30:26.770 --> 02:30:27.270]  Why is it?
[02:30:28.211 --> 02:30:29.792]  Is it because he knew they were corrupt?
[02:30:30.372 --> 02:30:31.373]  No, that's not why.
[02:30:32.033 --> 02:30:35.835]  They feared Jesus because he had the power of Holy Spirit.
[02:30:35.875 --> 02:30:36.896]  He had the power of God.
[02:30:38.757 --> 02:30:50.881]  He knew that he could not, as he said, be not conformed by this pattern of this world, but be renewed by the transforming of your own mind.
[02:30:52.402 --> 02:30:52.962]  So what is it?
[02:30:54.383 --> 02:30:55.023]  What did they want?
[02:30:56.123 --> 02:30:58.924]  They want to keep us trapped in lower states of consciousness.
[02:30:58.984 --> 02:31:00.305]  That's what this whole thing is about.
[02:31:00.425 --> 02:31:03.006]  It's obvious that's why they've been shutting down reset wars.
[02:31:04.932 --> 02:31:08.073]  So, we're doing a 50% off censorship special.
[02:31:08.393 --> 02:31:11.194]  It's resetwars.com for the next 72 hours.
[02:31:11.254 --> 02:31:17.696]  The 50% censorship special at resetwars.com for the next 72 hours.
[02:31:18.916 --> 02:31:36.698]   And, you know, what I was thinking about is how much these elites fear people That are connected to God.
[02:31:37.418 --> 02:31:41.301]  How much they fear people that are not stuck in fear.
[02:31:41.781 --> 02:31:46.524]  How much they fear people that don't really believe they control the world.
[02:31:47.585 --> 02:31:48.525]  Who controls the world?
[02:31:49.026 --> 02:31:49.346]  We do.
[02:31:51.227 --> 02:31:54.129]  We've just given into this illusion that they're in control.
[02:31:54.935 --> 02:31:57.196]  But the 100th monkey effect shows us something.
[02:31:57.576 --> 02:32:03.979]  What they found out is eventually when you got all these monkeys, when enough of them would do the same thing, then boom, all of them would.
[02:32:04.300 --> 02:32:07.101]  Because they were connected on a collective unconscious level.
[02:32:08.240 --> 02:32:09.660]  And we're moving to that point.
[02:32:09.800 --> 02:32:12.541]  And that's why signing up to Reset Wars is so important.
[02:32:12.881 --> 02:32:14.502]  It's about raising our consciousness.
[02:32:14.802 --> 02:32:17.723]  It's about raising our connection to Spirit.
[02:32:17.783 --> 02:32:19.823]  It's about raising our connection to God.
[02:32:20.243 --> 02:32:25.985]  And then, just as this graphic shows, we all tap in to this collective unconsciousness.
[02:32:26.285 --> 02:32:27.665]  And we're starting to see that.
[02:32:27.785 --> 02:32:29.526]  More and more people are waking up.
[02:32:30.326 --> 02:32:31.607]  It's about time!
[02:32:33.047 --> 02:32:34.927]  There's nothing for us to be afraid of anymore.
[02:32:34.947 --> 02:32:36.268]  They're the ones that are afraid.
[02:32:36.308 --> 02:32:36.768]  Because why?
[02:32:37.486 --> 02:32:38.747]  They're not connected to God.
[02:32:38.787 --> 02:32:41.029]  They're not connected to the creative power of the universe.
[02:32:41.269 --> 02:32:43.730]  They're not connected to the Holy Spirit.
[02:32:44.031 --> 02:32:44.691]  They're in fear.
[02:32:45.692 --> 02:32:49.114]  And they can only win when we are in fear.
[02:32:50.655 --> 02:32:52.456]  And I was thinking, you know what they would really fear?
[02:32:52.476 --> 02:33:00.502]  Is just imagine what would happen if Alex Jones had the number one New York Times best-selling book in the world.
[02:33:00.922 --> 02:33:05.125]  Imagine if he was number one on Amazon for an expose on The Great Reset.
