[00:00:00.000 --> 00:00:01.000]  [Gun cocks]
[01:10:24.234 --> 01:10:26.915]  Did you sleep for the last six years?
[01:10:26.975 --> 01:10:29.175]  Do you know who Joe Lombardo is?
[01:10:30.016 --> 01:10:32.216]  The sheriff that covered up the Vegas shooting?
[01:10:32.856 --> 01:10:34.137]  You think that's a victory?
[01:10:36.132 --> 01:10:45.214]  You really think the globalists would let the Democrats steal the Senate seat, but then give Republicans the governor's office?
[01:10:45.834 --> 01:10:46.334]  Wow!
[01:10:46.414 --> 01:10:47.834]  Well, you've got something to learn.
[01:10:48.354 --> 01:10:55.796]  Joe Lombardo, the sheriff that covered up the Vegas shooting becoming your governor, is not the good news you think it is, but okay.
[01:10:57.276 --> 01:10:58.416]  You keep believing that.
[01:11:01.397 --> 01:11:01.717]  Alright.
[01:11:02.884 --> 01:11:06.205]  Let me start to get into the news headlines here when it comes to the elections.
[01:11:07.646 --> 01:11:12.668]  Poll pads caught adding hundreds of voters in real time as poll is being closed.
[01:11:12.848 --> 01:11:14.268]  Folks, this is wild.
[01:11:14.328 --> 01:11:18.630]  This is coming out of Houston, this is coming out of Dallas, and now this is coming out of Georgia.
[01:11:19.889 --> 01:11:33.882]  The Election Oversight Group has been investigating and documenting Georgia's election problems since the 2020 general election, in conjunction with county citizens defending freedom, and has provided the Gateway Pundit with more evidence that our election systems should not be trusted.
[01:11:34.402 --> 01:11:41.389]  This time, it's direct from Texas, but has implications and evidence of occurrences in many other jurisdictions.
[01:11:42.475 --> 01:11:43.455]  And they even have videos of this.
[01:11:43.915 --> 01:11:56.698]  In a shocking video that seems to confirm many of the things we knew but couldn't prove, poll workers in Dallas, Texas captured the number of checked-in votes on their poll pads jumping higher and higher right before the polls closed.
[01:11:57.238 --> 01:11:59.718]  And this is such an obvious one.
[01:11:59.778 --> 01:12:04.179]  I'd never asked myself this until this election round.
[01:12:05.259 --> 01:12:08.380]  And it seems so obvious, but even myself never had this thought.
[01:12:09.497 --> 01:12:24.121]  Come across my mind until this election season, and that's, you know, the easiest thing to do now with mail-in ballots and all of that, it might not be as easy, but there might still be some levels of checks and balances.
[01:12:25.422 --> 01:12:45.519]   There needs to be a more transparent attendance, let's say, a more transparent attendance statistic So that you can sit here and see, okay, a million and a half people voted in Maricopa County, but there were two million votes counted.
[01:12:46.799 --> 01:12:47.800]  You see what I'm getting at here?
[01:12:50.086 --> 01:13:04.489]  So, it'd be a really easy way to tell if they're adding votes totals to specific candidates if you had some sort of an attendance marker, or like a turnstile marker, or like somebody clicking how many people are actually voting.
[01:13:04.529 --> 01:13:08.370]  Now, I'm sure that that data is supposed to be available somewhere, but you never hear much about it.
[01:13:09.691 --> 01:13:11.471]  Because then you hear stories like this!
[01:13:12.511 --> 01:13:13.932]  Another Democrat miracle!
[01:13:14.112 --> 01:13:18.573]  Maggie Hassan wins 1,100 votes from a town with a population under 700.
[01:13:22.722 --> 01:13:24.082]  This story repeats itself.
[01:13:24.522 --> 01:13:35.285]  This happened a dozen of times in 2020, where you had more votes than people actually registered to vote in those districts and counties, and every single time they went for Democrat.
[01:13:37.006 --> 01:13:48.869]  And in the Gateway Pundit article here, they highlight all of those different anomalies, if you will, dating back from 2019 even.
[01:13:49.849 --> 01:13:51.970]  So how do we know that that's legitimate?
[01:13:53.234 --> 01:13:54.595]  Well, of course, no, it's not.
[01:13:55.716 --> 01:14:00.819]  Because, just as we predicted, the Democrats were going to steal the Senate and the House.
[01:14:01.240 --> 01:14:01.920]  Why wouldn't they?
[01:14:02.140 --> 01:14:04.082]  Nobody stopped them after they stole the presidency.
[01:14:06.126 --> 01:14:10.109]  10,000 unexplained votes dropped on Friday morning gave Maryland U.S.
[01:14:10.129 --> 01:14:11.230]  House seat to the Democrats.
[01:14:11.490 --> 01:14:17.796]  Yep, another one where they just keep counting and counting and counting and counting until the Democrat wins.
[01:14:18.396 --> 01:14:19.257]  And then they stop counting.
[01:14:19.637 --> 01:14:30.426]   And this is in Western Maryland that is a heavily Patriot area that they just Stuffed and stuffed and stuffed the ballots till the Democrat had the victory.
[01:14:30.726 --> 01:14:33.008]  And then you're distracted watching them steal Nevada.
[01:14:33.048 --> 01:14:35.110]  You're distracted watching the race in Arizona.
[01:14:35.470 --> 01:14:39.914]  You're distracted watching the narrative with Trump, DeSantis, and everything else that, oh, oh, oh!
[01:14:40.215 --> 01:14:42.557]  They keep just piling ballots over here in Maryland.
[01:14:42.577 --> 01:14:46.200]  Just piling them, piling them, counting them, counting them, and then, oh, the Democrat's ahead!
[01:14:46.240 --> 01:14:46.980]  Let's call the race!
[01:14:49.302 --> 01:14:54.006]  The number of House seats continue to dwindle as GOP leaders remain silent and ignore reality.
[01:14:54.247 --> 01:14:54.447]  Yep.
[01:14:55.816 --> 01:15:00.360]  Yeah, it's amazing the silence from Mitch McConnell and Kevin McCarthy and Ronna McDaniel, isn't it?
[01:15:01.361 --> 01:15:04.744]  Deafening, almost, the silence from the Republican leadership.
[01:15:04.784 --> 01:15:06.065]  It's almost as if they want to lose.
[01:15:08.527 --> 01:15:14.492]  Laxalt announced Democrat opponent would have to get an impossible 63% of remaining ballots to win.
[01:15:14.512 --> 01:15:17.554]  The next day she got that exact number.
[01:15:19.236 --> 01:15:19.436]  Look.
[01:15:22.768 --> 01:15:32.512]  It's a psychological phenomenon that I can't really fully understand or explain myself other than to say people just don't live in reality.
[01:15:33.472 --> 01:15:38.854]  And I understand not wanting to accept the dark reality that you might not have fair elections in this country.
[01:15:38.894 --> 01:15:40.394]  That's a dark thing to accept.
[01:15:41.135 --> 01:15:46.216]  And that really draws so many other questions to follow up that understanding.
[01:15:46.256 --> 01:15:48.417]  I understand why people don't want to go there, but it's ridiculous.
[01:15:49.518 --> 01:15:50.218]  It's ridiculous.
[01:15:52.236 --> 01:15:53.738]  I have nothing against Adam Laxalt.
[01:15:55.019 --> 01:15:56.981]  I think it was a fine candidate who should be the Senator.
[01:15:57.041 --> 01:15:57.661]  I think he won.
[01:15:58.642 --> 01:16:05.449]  But the joke nature of these Republican candidates to sit here and think, oh, don't worry, we're gonna win, we've got the votes.
[01:16:05.990 --> 01:16:07.291]  You don't get it yet!
[01:16:08.752 --> 01:16:10.714]  You don't get it yet, do you?
[01:16:11.655 --> 01:16:14.859]  How many times do you have to watch this play out?
[01:16:16.889 --> 01:16:22.011]  They keep counting votes until the Democrat is ahead, and then they stop.
[01:16:23.552 --> 01:16:37.017]  So it's comical to me that Laxalt, who I think won his race, it's comical to me that the Republicans in Arizona, who I think won Arizona, sit back and they say, oh don't worry, we have the votes, we're going to win.
[01:16:38.198 --> 01:16:39.478]  Are you really that naive?
[01:16:41.039 --> 01:16:42.800]  But see, they denied what happened in 2020.
[01:16:44.747 --> 01:16:47.329]  And so now they're going to deny that it's happening to them again.
[01:16:48.591 --> 01:16:49.291]  Until they don't.
[01:16:50.112 --> 01:16:51.473]  But by then it might be too late.
[01:16:53.075 --> 01:16:53.715]  So we'll see.
[01:16:54.736 --> 01:16:56.878]  I don't think there's going to be much of a fight for Nevada.
[01:16:57.559 --> 01:16:59.561]  I think there will be a fight for Arizona.
[01:17:00.141 --> 01:17:02.503]  I don't think there'll be much of a fight for Georgia though.
[01:17:03.164 --> 01:17:04.485]  And that's bad news.
[01:17:04.786 --> 01:17:09.786]   That's bad news for the Republicans or the populace moving through the Republican Party.
[01:17:10.786 --> 01:17:18.786]  [Music]
[01:17:18.786 --> 01:17:19.786]  Nothing to see here.
[01:17:20.676 --> 01:17:23.598]  Just counting votes until the Democrat wins.
[01:17:23.679 --> 01:17:24.439]  That's all.
[01:17:24.459 --> 01:17:32.285]  If this happened in any other country, the UN would be moving in and declaring it a false election.
[01:17:33.626 --> 01:17:34.987]  But not here in America.
[01:17:35.047 --> 01:17:36.468]  We just are forced to take it.
[01:17:37.685 --> 01:17:39.306]  Because you have to destroy America.
[01:17:39.326 --> 01:17:41.627]  You have to destroy the idea of self-government.
[01:17:41.648 --> 01:17:48.652]  You have to destroy the idea of the citizen being empowered in order for the corporate world government to be successful.
[01:17:48.712 --> 01:17:50.053]  That's what this is all about.
[01:17:51.954 --> 01:17:56.096]  Now again, I don't see any fight from Republicans in Georgia.
[01:17:57.677 --> 01:17:59.899]  Warnock's gonna take that seat, is my guess.
[01:18:02.060 --> 01:18:06.463]  And I don't see any fight from Republicans in Nevada.
[01:18:08.235 --> 01:18:14.137]  And with your governor being Joseph Lombardo, who covered up the Vegas shooting, we still don't have answers on that.
[01:18:14.217 --> 01:18:14.878]  He wins governor.
[01:18:14.918 --> 01:18:16.338]  You think you're going to have any fight there?
[01:18:17.859 --> 01:18:19.640]  Don't be so sure.
[01:18:19.720 --> 01:18:21.300]  But Arizona might be different.
[01:18:23.081 --> 01:18:30.119]   And I don't know if I want to read the entire message here from the Republican Party of Arizona, but it's
[01:18:30.119 --> 01:18:34.960]   pretty powerful and it shows that there's going to be at least a stand made
[01:18:34.960 --> 01:18:42.000]   By the likes of Kelly Ward and Carrie Lake and Blake Masters and Fincham and Hamadei who are all gonna lose
[01:18:42.000 --> 01:18:53.439]   Folks it's look there might not be a better example because There really wasn't much excitement for Republicans across
[01:18:53.439 --> 01:18:59.439]   the board in this midterm cycle unless Donald Trump was behind it.
[01:18:59.442 --> 01:19:00.663]  I mean, let's just call it what it is.
[01:19:01.523 --> 01:19:05.566]  If Trump had a rally for the candidate, there'd be tens of thousands of people showing up.
[01:19:06.467 --> 01:19:12.030]  If not, it looked like any other normal election season with maybe a little bit of an attendance at a rally.
[01:19:12.170 --> 01:19:13.371]  Except in Arizona.
[01:19:14.172 --> 01:19:17.874]  Cary Lake and Blake Masters and Fincham and Hamaday were having huge rallies.
[01:19:18.254 --> 01:19:20.756]  And Cary Lake was having big rallies.
[01:19:21.517 --> 01:19:23.278]  Katie Hobbs couldn't get 100 people at an event.
[01:19:24.833 --> 01:19:35.477]  So it's just the same story from 2020, except a smaller example of that in Arizona, where Republicans had massive rallies with Trump or without Trump, didn't matter.
[01:19:35.517 --> 01:19:40.800]  They had massive rallies and still the Democrats who don't even have rallies somehow are able to win.
[01:19:41.760 --> 01:19:43.781]  So I think there's going to be some pushback there.
[01:19:45.262 --> 01:20:06.384]  And that might be why the Democrats knew they had to steal the Nevada seat, because just the outside chance that maybe they find massive voter fraud that flips the election to Arizona for Republicans, or who knows, doing it in a re-vote, they knew they had to secure that seat in Nevada, not taking any chances on Georgia, before that runoff comes around.
[01:20:07.591 --> 01:20:18.794]  But regardless, you're not going to know anything about that for months to come anyway, and you know Mitch McConnell and the Republican Party are going to try to put a wet blanket on any fight that the Republicans in Arizona have.
[01:20:20.095 --> 01:20:33.239]  But yeah, there's a rally in Arizona, not a Trump rally, that's a Carrie Lake, Blake Masters rally in Arizona with thousands of people, and Katie Hobbs couldn't get a hundred people at an event.
[01:20:35.720 --> 01:20:40.561]  Gateway Pundit files federal civil rights lawsuit against Maricopa County officials.
[01:20:40.601 --> 01:20:44.182]  You can read that at the Gateway Pundit's website.
[01:20:47.262 --> 01:20:51.563]  But I'm telling you, I think the Hoffs realized what we realized here.
[01:20:51.583 --> 01:20:54.824]  The only place where there's going to be any fight is going to be in Arizona.
[01:20:55.744 --> 01:20:57.985]  Forget Nevada, forget Georgia, there's just no fight there.
[01:20:58.085 --> 01:20:58.605]  I don't know why.
[01:20:58.745 --> 01:20:59.685]  It's just not going to happen.
[01:21:00.253 --> 01:21:01.334]  Here's Abe Hamaday.
[01:21:01.374 --> 01:21:04.338]  He was running for the Attorney General seat in Arizona.
[01:21:04.959 --> 01:21:09.584]  Remember, 72 plus percent of the votes on Election Day in person were Republican.
[01:21:10.025 --> 01:21:17.754]  When you have 30 percent of the tabulating machines failing, causing people to leave the lines and give up, this is voter suppression targeting a political party.
[01:21:19.375 --> 01:21:25.037]  I'm not doubting that that went on, but that's the lesser of the story to me.
[01:21:25.157 --> 01:21:33.801]  The real story is just the ridiculousness when it comes to counting, the shutting down of the machines, the shutting down of the security cameras.
[01:21:33.821 --> 01:21:34.741]  I mean, it's just all of it.
[01:21:35.962 --> 01:21:38.683]  I mean, folks, it's so ridiculous.
[01:21:41.304 --> 01:21:43.565]  All the polls were leaning Republican.
[01:21:44.765 --> 01:21:45.546]  Even Vegas.
[01:21:46.567 --> 01:21:55.131]  That is about as accurate as predicting things in the gambling market as anything else had Republicans winning the Senate and the House.
[01:21:55.952 --> 01:22:01.794]  And on election day, they had it 80% Republicans were going to win the House and 72% they were going to win the Senate.
[01:22:02.275 --> 01:22:02.995]  So what happened?
[01:22:04.035 --> 01:22:04.976]  Well, we all know what happened.
[01:22:06.055 --> 01:22:13.697]  We all know exactly what happened, but I think the only place we may get any idea of a solid answer is in Arizona.
[01:22:13.717 --> 01:22:18.038]  They're continuing to count votes in Lauren Boebert's district in Colorado.
[01:22:18.618 --> 01:22:21.258]  This is hilarious, folks, I'm telling you.
[01:22:22.559 --> 01:22:28.540]  They are not going to stop counting votes in Lauren Boebert's district.
[01:22:28.580 --> 01:22:30.060]  I think she's, what is she, District 3?
[01:22:31.381 --> 01:22:32.021]  Let me see here.
[01:22:33.610 --> 01:22:34.631]  In the story in front of me.
[01:22:34.651 --> 01:22:36.332]  Well, I don't want to sit here reading it until I get it.
[01:22:36.972 --> 01:22:38.313]  Yeah, District 3, thank you guys.
[01:22:38.873 --> 01:22:41.214]  So, uh, the votes are all in.
[01:22:41.254 --> 01:22:43.335]  It's already 100% of the vote in.
[01:22:43.375 --> 01:22:45.416]  Lauren Boebert wins by a small margin.
[01:22:45.657 --> 01:22:48.038]  And they just say, wait, we've got 10,000 more votes!
[01:22:48.278 --> 01:22:48.878]  Wait, we've got 5,000!
[01:22:49.439 --> 01:22:50.719]  Wait, we've got more!
[01:22:50.799 --> 01:22:51.680]  No, it's not over!
[01:22:52.100 --> 01:22:55.442]  And so, I think they're going to keep counting Colorado until Lauren Boebert is out.
[01:22:55.462 --> 01:22:56.622]  I mean, it's ridiculous!
[01:22:58.023 --> 01:22:58.964]  This is ridiculous!
[01:23:00.425 --> 01:23:01.005]  This is like...
[01:23:02.162 --> 01:23:05.926]  I mean, people, most people think the NBA is rigged, or at least to some extent.
[01:23:05.946 --> 01:23:07.428]  There have been major books written about it.
[01:23:08.609 --> 01:23:12.012]  I've interviewed Tim Donahy, the former referee that got caught gambling on games.
[01:23:12.073 --> 01:23:16.938]  I've read Brian Toohey's books and interviewed him on all the fixing that goes on in NBA games.
[01:23:17.759 --> 01:23:22.684]  And you know, the theory was the NBA wanted Michael Jordan to win, so they changed rules to get Mike to win or whatever.
[01:23:24.329 --> 01:23:29.552]  And then Kanye West this weekend said that Michael Jordan's father was sacrificed, but I won't go into that, sorry.
[01:23:30.472 --> 01:23:47.342]  So, but no, this is like, this is like if the Utah Jazz were beating the Chicago Bulls in the 96 finals, and the Jazz are up two points when the time expires, and then the referee says, no, wait!
[01:23:47.882 --> 01:23:48.202]  Wait!
[01:23:48.582 --> 01:23:49.183]  No, no, no!
[01:23:50.223 --> 01:23:51.164]  No, no, no!
[01:23:51.264 --> 01:23:53.885]  There's still 30 seconds left!
[01:23:54.285 --> 01:23:57.147]  Or there's still 10 seconds left, and it's the Bulls' ball!
[01:23:57.387 --> 01:23:58.128]  You say, oh, what?
[01:23:58.648 --> 01:23:59.068]  What, what?
[01:24:00.549 --> 01:24:01.429]  The clock's at zero.
[01:24:01.490 --> 01:24:02.910]  The Jazz won by two.
[01:24:03.030 --> 01:24:03.791]  No, no!
[01:24:04.271 --> 01:24:06.012]  No, there's still 10 seconds left!
[01:24:06.032 --> 01:24:07.353]  You're like, well, okay.
[01:24:08.033 --> 01:24:09.934]  All right, I guess there's 10 seconds left.
[01:24:10.575 --> 01:24:17.559]  And then the Bulls inbound the ball to Jordan, and the referees set a screen so that Jordan can shoot a three and make it at the buzzer.
[01:24:17.579 --> 01:24:18.779]  And then, oh, the Bulls win!
[01:24:18.819 --> 01:24:19.640]  Jordan wins!
[01:24:20.250 --> 01:24:23.111]  Well, okay, if you saw that, you'd say, well, that's obviously cheating.
[01:24:23.571 --> 01:24:25.091]  Somebody just rigged that game.
[01:24:26.612 --> 01:24:28.192]  That's what's going on in Colorado.
[01:24:28.332 --> 01:24:29.173]  All the votes in.
[01:24:29.513 --> 01:24:30.593]  Lauren Boebert's ahead.
[01:24:30.913 --> 01:24:33.334]  She's a popular representative in Colorado.
[01:24:33.394 --> 01:24:34.634]  It's a conservative area.
[01:24:34.774 --> 01:24:36.475]  Farmers, country boys, you get it.
[01:24:37.315 --> 01:24:40.196]  And they're just gonna keep counting votes till she's out.
[01:24:40.376 --> 01:24:44.277]  They're just gonna not stop counting the votes till she's out.
[01:24:44.297 --> 01:24:45.138]  100% Lauren Boebert wins.
[01:24:45.198 --> 01:24:46.238]  Not so fast!
[01:24:48.840 --> 01:24:51.382]  We must count all the votes, even the fake ones!
[01:24:54.204 --> 01:25:00.068]  Once again, another Democrat takes the lead after four days of delayed ballot counting, and a race is immediately called.
[01:25:00.108 --> 01:25:01.449]  That's Nevada, we all watched it.
[01:25:02.950 --> 01:25:05.072]  But so now folks, here's the new crucible.
[01:25:06.012 --> 01:25:11.016]  Here's the new crucible, and I gotta be honest, so far, I've actually seen a positive outcome.
[01:25:11.056 --> 01:25:22.994]   Now the problem is, Most conservatives in the media who are real people and not bad people and not controlled people are still going to be afraid to say election fraud and elections being rigged.
[01:25:25.028 --> 01:25:34.890]  A perfect example might be Trace Gallagher at Fox News, who basically with a wink and a nod, has to tell you that they stole Nevada.
[01:25:35.130 --> 01:25:45.112]  But he can't say it in so many words, so he kind of throws out the evidence, and throws out the story, and then with a wink and a nod says, but we don't know for sure!
[01:25:45.132 --> 01:25:52.754]  It's like, that's the most hardcore you're going to get as far as a thrust against the election theft at Fox News, other than maybe Tucker Carlson.
[01:25:54.229 --> 01:26:01.651]  But the point is, it's there, they're realizing it, and their audience knows it's there, and so they're not going to be able to bury that bone forever.
[01:26:02.651 --> 01:26:06.913]  And others, though, like Molly Hemingway, I think, are not going to be so cautious.
[01:26:07.413 --> 01:26:12.934]  Molly Hemingway explains how Republicans must adapt to new voting practices, and this is what I mentioned earlier.
[01:26:13.154 --> 01:26:14.575]  You want to stop early voting?
[01:26:16.595 --> 01:26:18.016]  Here's what the Republicans should do.
[01:26:19.456 --> 01:26:27.269]   Donald Trump, forget about whether he wants to run or not, Donald Trump should have rallies in all of these battleground states.
[01:26:28.689 --> 01:26:32.790]  And have it right next door to an early voting location.
[01:26:34.450 --> 01:26:39.492]  And then have a booth set up with people registering people to vote.
[01:26:40.992 --> 01:26:44.313]  And so Trump gets $10,000 at a rally.
[01:26:47.133 --> 01:26:49.054]  Conservative speaking, let's say he gets $10,000 at a rally.
[01:26:51.539 --> 01:26:59.554]  And then you register the people that aren't registered to vote, you register them right there on the spot, and then you say, hey, by the way, now you can go vote right across the street.
[01:27:00.475 --> 01:27:01.117]  Just like that.
[01:27:02.284 --> 01:27:07.186]  Because as I told you, that's what the Democrats have been doing for the last year on college campuses.
[01:27:07.486 --> 01:27:10.387]  They have rallies on college campuses multiple times.
[01:27:10.747 --> 01:27:13.028]  They have early voting stations on college campuses.
[01:27:13.108 --> 01:27:17.610]  I mean, it's the playbook that the Democrats won, and then they brag and they say, look at how great the youth turnout was.
[01:27:17.630 --> 01:27:26.533]  Yeah, because you had rallies on college campuses, you registered them to vote right after the rally, and then you sent them across the block to the early voting station to vote.
[01:27:26.753 --> 01:27:28.715]  All there, right there, within a two-hour period.
[01:27:29.156 --> 01:27:34.441]  The Republicans can do that too, except they can get a better turnout if they get Trump involved.
[01:27:34.822 --> 01:27:36.383]  And that might be what they have to do.
[01:27:36.443 --> 01:27:38.125]  Alright, this does it for the Alex Jones Show.
[01:27:38.226 --> 01:27:45.226]   I'm doing the first hour of Sunday Night Live on the other side.
[01:27:45.226 --> 01:27:52.226]   What does it mean when you read that a vitamin or a mineral is essential?
[01:27:52.226 --> 01:27:54.106]  of mineral is essential.
[01:27:54.666 --> 01:27:56.887]  Well, it means that without it, you die.
[01:27:57.528 --> 01:27:59.669]  Without water, you die on average in about five days.
[01:28:00.189 --> 01:28:02.390]  Without food, you die on average in about a month.
[01:28:03.070 --> 01:28:04.071]  But what's in the food?
[01:28:04.531 --> 01:28:11.454]  The vitamins and the minerals and the trace elements and the energy that your body needs to not just survive, but thrive.
[01:28:11.814 --> 01:28:18.537]  And in this insane environment today, it is now more important than ever to boost your body's natural defenses.
[01:28:18.817 --> 01:28:19.938]  It's been sold out for months.
[01:28:20.298 --> 01:28:21.159]  It's back in stock.
[01:28:21.499 --> 01:28:25.281]  A very high quality, organic-based multivitamin.
[01:28:25.982 --> 01:28:28.864]  It's massively discounted at infowarestore.com.
[01:28:29.264 --> 01:28:30.525]  Vitamin Mineral Fusion.
[01:28:30.645 --> 01:28:31.245]  All the vitamins.
[01:28:31.365 --> 01:28:31.866]  All the minerals.
[01:28:32.206 --> 01:28:33.246]  The key amino acids.
[01:28:33.366 --> 01:28:34.067]  Everything you need.
[01:28:34.307 --> 01:28:35.648]  It's an incredible best-selling product.
[01:28:36.108 --> 01:28:39.851]  It's back in stock, massively discounted at InfoWarshaw.com.
[01:28:40.091 --> 01:28:45.594]  Everything is 40 to 60% off when you use promo code 1776.
[01:28:45.654 --> 01:28:59.484]   The lowest discount is 40%, a lot of the discounts are 50%, but when you add the additional 1776 promo code, Up to 60% on many of these items.
[01:29:00.185 --> 01:29:13.700]  So again, whether it's Fizzy Magnesium, DNA Force Plus, Vitamin Mineral Fusion, all of these products are now in stock, ready to ship to you at InfoWarstore.com and they fund our operation and keep us on air.
[01:29:14.100 --> 01:29:16.663]  You've seen the enemy attacks, you've seen their attempts to shut us down.
[01:29:17.043 --> 01:29:22.307]  They're obsessed with this because InfoWars is effectively exposing the Great Reset and the New World Order.
[01:29:22.327 --> 01:29:36.659]  So I want to thank you all for your support and encourage you to support your body's natural defenses, a 361 situation, by going to InfoWarsStore.com and using promo code 1776 for up to 60% off.
[01:29:36.679 --> 01:29:38.600]  1776 at InfoWarsStore.com.
[01:29:38.881 --> 01:29:39.761]  Thank you for your support.
[01:29:39.801 --> 01:29:40.582]  Now take action.
