[00:00:03.578 --> 00:00:04.138]  Will you fight?
[01:08:58.288 --> 01:08:59.609]  We're good to go.
[01:09:18.544 --> 01:09:18.925]  We're good.
[01:09:34.521 --> 01:09:41.826]  And this new curse of leftism, this Mao Tse Tung ugliness was metastasizing across America.
[01:09:42.266 --> 01:10:00.998]  So at first, Alex, when I did these interviews, and they would attack me because I spent the weekend at the shooting range with my dad or I spent the weekend with my family up north deer hunting, I like squinted and furrowed my brow and went, wait a minute, you're condemning what is obviously perfect self
[01:10:03.115 --> 01:10:17.618]  So you woke up early on just because you were being yourself and being demonized, and it's so incredibly simple that this country was founded on the Second Amendment, but they try to act like it's so incredibly alien.
[01:10:18.058 --> 01:10:22.419]  I'm tired of calling them liberals or even leftists, even though that's as they're known.
[01:10:22.699 --> 01:10:24.400]  These are, as you said, Maoist.
[01:10:24.660 --> 01:10:30.061]  These are hardcore authoritarian pigs who know they're authoritarian pigs.
[01:10:30.281 --> 01:10:30.721]  They're not
[01:10:31.101 --> 01:10:32.363]  Environmentalist wackos.
[01:10:32.724 --> 01:10:34.326]  They're not ignorant.
[01:10:34.346 --> 01:10:35.147]  They're not stupid.
[01:10:35.167 --> 01:10:38.712]  They're criminals that want to run our lives and make us their slaves.
[01:10:39.684 --> 01:10:39.944]  I don't
[01:11:09.884 --> 01:11:10.084]  Yes.
[01:11:36.957 --> 01:11:40.234]  We're anti-American and anti-Constitution, anti-we.
[01:11:42.153 --> 01:11:42.854]  No, you can't.
[01:11:42.954 --> 01:11:46.356]  And I apologize for interrupting you and getting you off into the tyrants.
[01:11:46.416 --> 01:11:50.379]  I just want to... You are so prominent and know so many other prominent people.
[01:11:50.679 --> 01:11:54.121]  I think it's time to start a campaign to say we're really the liberals.
[01:11:54.161 --> 01:11:57.023]  Thomas Jefferson was a liberal saying more freedom.
[01:11:57.303 --> 01:12:00.545]  George Washington was a liberal meaning more freedom.
[01:12:01.046 --> 01:12:06.750]  I think they've stolen the term liberal or even progressive saying let's build our country up.
[01:12:07.010 --> 01:12:08.291]  It's time to call them what they are.
[01:12:08.971 --> 01:12:09.992]  We're good to go.
[01:12:32.202 --> 01:12:35.484]  As the gun manufacturers are doing, as you're doing, as I'm doing.
[01:12:35.504 --> 01:12:36.424]  That's why they're scared of us.
[01:12:36.644 --> 01:12:40.146]  Let's talk about Ted Nugent taking America and then the world back.
[01:12:40.426 --> 01:12:42.227]  How do we get on the offense?
[01:12:42.267 --> 01:12:44.328]  And do you agree there's no more quarter?
[01:12:44.548 --> 01:12:45.729]  They're not giving us quarter.
[01:12:45.949 --> 01:12:48.050]  We either take it all back or we're gonna lose.
[01:12:48.646 --> 01:12:49.907]  Well, you're absolutely correct.
[01:12:50.267 --> 01:12:55.752]  I think it can best be framed in the call that you took the other day when I dropped my cell signal.
[01:12:56.392 --> 01:13:01.956]  And I think it was Doug, a cross-country trucker, who said he was proud that Ted came over to our side.
[01:13:02.437 --> 01:13:03.998]  Alex, are you kidding me?
[01:13:05.760 --> 01:13:06.261]  I think so.
[01:13:20.543 --> 01:13:21.324]  We're good to go.
[01:13:48.882 --> 01:13:50.622]  You keep and bear arms.
[01:13:51.122 --> 01:13:52.543]  I have been on the front lines.
[01:13:52.563 --> 01:14:07.246]  That's why the left and the media and what you could accurately identify as the cult of denial, when you have a Valerie Jarrett, who is the communications czar for the president, who actually publicly quotes Mao Zedong?
[01:14:07.786 --> 01:14:09.346]  Are you kidding me?
[01:14:09.366 --> 01:14:11.246]  So I have been on the front lines.
[01:14:11.286 --> 01:14:14.887]  So the answer to the big question, how do we take our country back?
[01:14:15.167 --> 01:14:16.568]  How do we get on the offensive?
[01:14:16.908 --> 01:14:18.808]  All you have to do is study what you and I
[01:14:18.848 --> 01:14:19.148]  I do.
[01:14:19.208 --> 01:14:21.529]  Study what I've done since the 1960s.
[01:14:21.829 --> 01:14:23.409]  You'll never apologize.
[01:14:23.649 --> 01:14:46.436]  You take the beast face-to-face, hand-to-hand, close-quarter combat with the evidence from history that when there's power abuse like President Obama and Eric Holder and Hillary Clinton and all the czars and all his communist buddies, when they abuse the power and they create such a depth of corruption, if we don't communicate adamantly, firmly and
[01:14:46.496 --> 01:14:56.304]  Not politely, but consistently with our elected officials every chance we get, which we have to make the opportunity every week, and demand accountability.
[01:14:56.664 --> 01:14:58.346]  Here's it in a nutshell.
[01:14:58.866 --> 01:15:00.467]  Look in a person's eye.
[01:15:01.128 --> 01:15:06.032]  Ask them, what do you believe about the death tax?
[01:15:06.412 --> 01:15:14.258]  Do you believe that the government can steal from families after tax savings when mom or dad die?
[01:15:14.458 --> 01:15:16.080]  Do you believe the government?
[01:15:16.620 --> 01:15:18.200]  No more compromise!
[01:15:18.300 --> 01:15:22.261]  When I was on Capitol Hill last week, or recently, for the State of the Union Address,
[01:15:44.206 --> 01:15:49.253]  I shook every Republican's hand, and I wouldn't let go, and I tried to shake it like Chesky poor.
[01:15:49.513 --> 01:15:52.538]  Looked him in the eye and went, quick with the compromise!
[01:15:52.838 --> 01:15:57.444]  We have compromised ourselves into a corner of communism!
[01:15:57.805 --> 01:15:58.446]  Cut it out!
[01:16:04.480 --> 01:16:12.167]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:16:12.587 --> 01:16:16.231]  Alex and his staff have used these pure soap products for years.
[01:16:16.671 --> 01:16:23.477]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:16:23.977 --> 01:16:26.800]  See them on the web at 5starsoap.com.
[01:16:27.000 --> 01:16:31.483]  Or call 800-340-7091 for a free catalog.
[01:16:31.823 --> 01:16:37.487]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:16:37.767 --> 01:16:42.870]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:16:43.170 --> 01:16:44.791]  This is an amazing deal.
[01:16:45.152 --> 01:16:49.755]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:16:50.395 --> 01:16:53.537]  See them on the web at 5starsoap.com or call
[01:16:53.777 --> 01:16:54.999]  Call 1-800-340-7091 for a free catalog.
[01:17:02.626 --> 01:17:09.488]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[01:17:09.648 --> 01:17:14.090]  Fortunately, a new and vastly improved silver solution has been developed.
[01:17:14.270 --> 01:17:24.873]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[01:17:25.073 --> 01:17:30.335]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[01:17:30.555 --> 01:17:38.680]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[01:17:39.000 --> 01:17:47.786]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[01:17:47.866 --> 01:17:51.408]  Find out how Supernatural Silver could change your life.
[01:17:51.528 --> 01:17:55.511]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[01:17:55.731 --> 01:18:01.086]  For 20% off, that's SupernaturalSilver.com and like us on Facebook.
[01:18:02.006 --> 01:18:08.989]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:18:09.229 --> 01:18:26.855]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:18:27.115 --> 01:18:31.217]  I then searched out the best vitamin and mineral company out there.
[01:18:31.497 --> 01:18:33.078]  And discovered Young-Jevity.
[01:18:33.278 --> 01:18:41.104]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:18:41.424 --> 01:18:47.528]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:18:47.748 --> 01:18:48.789]  Check it out for yourself.
[01:18:49.029 --> 01:18:49.770]  It's incredible.
[01:18:49.910 --> 01:18:58.916]  Go to InfoWarsTeam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:18:59.096 --> 01:19:01.359]  That's infowarsteam.com.
[01:19:01.699 --> 01:19:03.341]  Introducing Pro-1.
[01:19:03.601 --> 01:19:07.125]  All of your filtration in one system, portable, on the go.
[01:19:07.245 --> 01:19:11.670]  No more do you have two or three filters to just reduce sodium fluoride.
[01:19:11.830 --> 01:19:14.053]  You have a system that cuts out the sodium fluoride.
[01:19:14.333 --> 01:19:17.776]  And up to 95% of hydrofluorosilicic acid.
[01:19:17.896 --> 01:19:28.703]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:19:28.883 --> 01:19:31.585]  It is the only one that does it and out of the gates!
[01:19:31.745 --> 01:19:35.188]  We have it discounted at 10% off with promo code WATER.
[01:19:35.388 --> 01:19:40.852]  This is the only system that in one unit helps reduce or remove pesticides.
[01:19:41.112 --> 01:19:52.362]  Herbicides, chloramines, ammonium and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:19:52.683 --> 01:19:58.007]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com or by calling 888-253-3139.
[01:20:03.191 --> 01:20:06.052]  Coast to Coast, direct from Austin.
[01:20:06.792 --> 01:20:10.094]  You're listening to the Alex Jones Broadcasting Network.
[01:20:10.114 --> 01:20:13.015]  I still believe in the American dream.
[01:20:13.795 --> 01:20:17.757]  I still believe you can hear me scream.
[01:20:40.639 --> 01:20:56.601]  I still believe.
[01:20:58.800 --> 01:20:59.581]  It is a powerful lick.
[01:20:59.641 --> 01:21:00.601]  You should see it from where I'm sitting.
[01:21:25.317 --> 01:21:26.718]  I play that lick every night.
[01:21:27.198 --> 01:21:28.538]  My band's too, Alex.
[01:21:28.618 --> 01:21:34.000]  I've got to give a big salute to the greasiest, blackest gods of thunder in the world.
[01:21:34.401 --> 01:21:38.342]  Mick Brown on drums, Greg Smith on bass guitar, and Derek St.
[01:21:38.362 --> 01:21:39.663]  Holmes on vocals and guitar.
[01:21:39.783 --> 01:21:40.203]  I have
[01:21:40.743 --> 01:21:46.045]  Every guitar player's dream, every concert, every song, every audience.
[01:21:46.105 --> 01:21:53.608]  This year we're going on the tour and with Stick Scenario Speedwagon, we call the tour Ted Nugent Black Power because we're inspired.
[01:21:53.628 --> 01:22:05.213]  The Stranglehold lick is a variation of all those black heroes, whether Bo Diddley, Chuck Berry, Little Richard, James Brown, Wilson Pickett, Sam and Dave, Stax, Volt, all things Motown and Funk Brothers.
[01:22:05.233 --> 01:22:09.495]  There's a grind factor that I was weaned on as a little kid in Detroit.
[01:22:09.975 --> 01:22:14.317]  And when I pick up, I could go across the room right now and grab one of my guitars.
[01:22:14.337 --> 01:22:17.059]  They're all plugged into amplifiers right now.
[01:22:17.659 --> 01:22:24.803]  And I could just pick it up and whip out a lick that would make you grind like an animal during the rut.
[01:22:25.043 --> 01:22:28.184]  I have, I've been clean and sober for 64 years.
[01:22:28.685 --> 01:22:33.327]  And when you're clean and sober, you really tune in when you get to jam with Chuck Berry.
[01:22:39.102 --> 01:22:40.243]  We're good to go.
[01:23:09.249 --> 01:23:09.609]  I don't know.
[01:23:26.434 --> 01:23:31.635]  And by the way, you mentioned this to me earlier, but I just punched it in, Black Power Ted Nugent.
[01:23:31.955 --> 01:23:33.636]  The media is freaking out.
[01:23:33.876 --> 01:23:38.677]  You've been saying this for 40-something years, that this is what inspires you, your band, all of it.
[01:23:39.097 --> 01:23:47.499]  But the so-called left, the tyrants, who say you don't like socialism, don't like gun control, it's racism, has no connection to reality, not even any facts.
[01:23:47.539 --> 01:23:48.939]  They just throw the word out there.
[01:23:49.299 --> 01:23:50.600]  They're the real race pimps.
[01:23:50.660 --> 01:23:54.642]  Margaret Sanger saying we've got to become liberals and take over to abort the black babies.
[01:23:55.023 --> 01:23:59.125]  What do you say to the media freaking out over your black power 2013?
[01:23:59.285 --> 01:24:05.989]  I mean, from my research, the so-called left are really the proto-Nazis.
[01:24:06.289 --> 01:24:10.872]  The left in America and England created the eugenics that Hitler picked up.
[01:24:11.192 --> 01:24:15.195]  The truth is they claim that they're the anti-racist because they're the racist.
[01:24:16.647 --> 01:24:17.127]  We're good to go.
[01:24:32.621 --> 01:24:34.003]  It's incredible, and then...
[01:24:53.973 --> 01:24:58.077]  And then you can't even have a tour paying homage to your music roots.
[01:24:58.157 --> 01:25:00.500]  It just shows how sick these people are.
[01:25:00.520 --> 01:25:03.263]  They never want people to really come together under freedom.
[01:25:03.283 --> 01:25:07.407]  Now expanding on this, you mentioned the fact that the NRA is getting on the offense.
[01:25:07.687 --> 01:25:11.691]  When we have the memos that they want to confiscate our guns, when it's on record,
[01:25:12.532 --> 01:25:23.020]  You use the truth to defeat them, and during the break we were talking, you know, you described it as Republicans are more worried about adjusting their tie than actually, you know, being patriots.
[01:25:23.560 --> 01:25:24.481]  Expand on that.
[01:25:24.541 --> 01:25:28.123]  I mean, look, it's time to stop debating all their fake arguments about the children.
[01:25:28.444 --> 01:25:34.708]  They want our guns because they want a monopoly of power, and I think that's the key to the offense, is pointing that out.
[01:25:35.248 --> 01:25:41.373]  Well, when I criticize the failures of the GOP, only the guilty need to feel guilty.
[01:25:42.151 --> 01:25:48.353]  We have some incredible leaders in this country right now, especially, which is why I'm a Texan.
[01:25:48.433 --> 01:26:04.599]  I came to Texas ten years ago because the wonderful, glorious work at the center of Detroit that I grew up in turned into the hell zone of pimps, whores, and welfare brats because of liberal Democrats like Mayor Coleman Young and Mayor Kwame Kirkpatrick and Jennifer Granholm.
[01:26:04.639 --> 01:26:07.860]  So I came to Texas where we have genuine statesmen.
[01:26:08.340 --> 01:26:11.763]  Genuine patriots who understand they serve we, the people, and the U.S.
[01:26:11.823 --> 01:26:12.543]  Constitution.
[01:26:12.843 --> 01:26:15.325]  Governor Perry is the best governor in America.
[01:26:15.665 --> 01:26:18.467]  Greg Abbott is the best attorney general in America.
[01:26:18.487 --> 01:26:22.190]  Ron Paul, Ted Cruz, John Cronin.
[01:26:22.530 --> 01:26:27.273]  There's so many great, great constitutional representatives here in Texas.
[01:26:27.293 --> 01:26:28.794]  And John Thune in South Dakota.
[01:26:28.854 --> 01:26:30.195]  Mike Rogers up in Michigan.
[01:26:30.496 --> 01:26:33.678]  Even Scott Walker now in Wisconsin.
[01:26:33.938 --> 01:26:36.860]  We see an improvement, a return to the
[01:26:38.115 --> 01:26:40.057]  Exactly, so let me ask you this.
[01:26:40.317 --> 01:26:46.602]  They're guiding light that they have to make an oath to, to become elected officials, and that's the U.S.
[01:26:46.642 --> 01:26:47.903]  Constitution, the Bill of Rights.
[01:26:48.183 --> 01:26:53.267]  So, once again, and I can't repeat this often enough,
[01:26:54.355 --> 01:26:59.418]  So many people who set their alarm clocks and bust their ass to be the best that they can be.
[01:26:59.719 --> 01:27:00.319]  They work.
[01:27:00.439 --> 01:27:01.000]  They work.
[01:27:01.080 --> 01:27:02.080]  They make ends meet.
[01:27:02.120 --> 01:27:03.821]  They save for a rainy day.
[01:27:04.182 --> 01:27:08.645]  They demand accountability and productivity by their sons and everybody in their family.
[01:27:08.925 --> 01:27:10.626]  That's how the Nugent family operates.
[01:27:10.826 --> 01:27:12.827]  That's how the Alex Jones family operates.
[01:27:13.127 --> 01:27:15.529]  But a lot of those people don't vote.
[01:27:16.009 --> 01:27:17.650]  A lot of those people don't communicate.
[01:27:17.690 --> 01:27:20.092]  They don't even know who their senator or their congressman is.
[01:27:20.112 --> 01:27:21.493]  So we the people
[01:27:21.913 --> 01:27:22.913]  We're good to go.
[01:27:50.856 --> 01:27:51.476]  I agree with you.
[01:27:51.816 --> 01:27:54.678]  And look at the areas like Chicago and L.A.
[01:27:54.758 --> 01:27:59.660]  and the areas that these authoritarians that call themselves liberals are in control.
[01:27:59.720 --> 01:28:07.724]  They bankrupt and destroy every city, every county, every state, every country they run because they are con-arnest criminals.
[01:28:08.224 --> 01:28:12.386]  And again, it's time for us to stop apologizing about the fact that we're right.
[01:28:12.807 --> 01:28:15.468]  It's time for us to stand up and call these crooks out.
[01:28:16.088 --> 01:28:24.292]  And that's why they say, oh, you're discredited yelling at Piers Morgan or Ted Nugent, you know, you know, told him get off people's backs and shut the hell up.
[01:28:25.412 --> 01:28:27.913]  And, you know, that you're basically full of crap.
[01:28:28.073 --> 01:28:29.254]  Oh, Ted's discredited.
[01:28:29.614 --> 01:28:33.136]  No, we're the only people waking people up out of their coma.
[01:28:33.776 --> 01:28:40.619]  And the fact that the so-called left is saying, don't get angry, that shows they're scared of us getting angry.
[01:28:41.099 --> 01:28:56.448]  I've been in every media, I do media every day, and anybody that has ever messed with me has lost, because I have all the evidence to support what I stand for, because I stand for the self-evident truth, and being the best that you can be.
[01:29:02.327 --> 01:29:05.069]  Alex Jones here with a message to fellow freedom lovers.
[01:29:05.349 --> 01:29:10.172]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:29:10.352 --> 01:29:17.537]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:29:17.677 --> 01:29:23.082]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:29:23.302 --> 01:29:27.046]  These are items that I did research on, that I personally use.
[01:29:27.346 --> 01:29:31.870]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:29:32.070 --> 01:29:37.275]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:29:37.515 --> 01:29:40.596]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:29:40.756 --> 01:29:42.997]  When Disaster Strikes by Matthew Stein.
[01:29:43.257 --> 01:29:47.858]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:29:47.998 --> 01:29:50.459]  Hand-cranked shortwave AM FM radios.
[01:29:50.899 --> 01:29:57.941]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[01:29:58.121 --> 01:29:59.141]  We're getting prepared.
[01:29:59.381 --> 01:29:59.801]  Are you?
[01:30:00.041 --> 01:30:01.142]  InfoWarshop.com
[01:30:04.241 --> 01:30:11.928]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:12.348 --> 01:30:15.992]  Alex and his staff have used these pure soap products for years.
[01:30:16.432 --> 01:30:23.238]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:23.738 --> 01:30:26.541]  See them on the web at 5starsoap.com.
[01:30:26.761 --> 01:30:31.265]  Or call 800-340-7091 for a free catalog.
[01:30:31.585 --> 01:30:37.249]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:37.529 --> 01:30:42.633]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:42.933 --> 01:30:44.575]  This is an amazing deal.
[01:30:44.935 --> 01:30:49.538]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:30:50.159 --> 01:30:52.641]  See them on the web at 5starsoap.com.
[01:30:52.901 --> 01:30:54.626]  Or call 800-340-7091 for a free catalog.
[01:31:02.219 --> 01:31:05.282]  You prepare by purchasing gold, food, and firearms.
[01:31:05.623 --> 01:31:11.088]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:31:11.669 --> 01:31:14.872]  When you're sleeping or away from home, who's watching out for intruders?
[01:31:15.553 --> 01:31:16.814]  Check out SimpliSafe.
[01:31:17.155 --> 01:31:21.019]  It's a new do-it-yourself home security system that is completely wireless.
[01:31:21.619 --> 01:31:23.642]  Go to GetSimpliSafe.com.
[01:31:24.306 --> 01:31:26.689]  SimplySafe is independent and off the grid.
[01:31:27.050 --> 01:31:30.835]  It runs on battery power, so even if the grid goes down, you're protected.
[01:31:31.395 --> 01:31:37.563]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:31:38.064 --> 01:31:39.606]  Get SimplySafe.com
[01:31:40.387 --> 01:31:44.591]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:31:45.051 --> 01:31:47.233]  So there's no need to let a stranger into your home.
[01:31:47.773 --> 01:31:51.356]  If you move or need to relocate, you can take the system with you wherever you go.
[01:31:51.857 --> 01:31:58.302]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:31:58.883 --> 01:32:01.025]  Again, that's GetSimplySafe.com.
[01:32:02.216 --> 01:32:03.537]  Your freedoms are on the line.
[01:32:03.778 --> 01:32:05.399]  The Second Amendment is in danger.
[01:32:05.580 --> 01:32:07.682]  How soon before your freedoms are taken away?
[01:32:07.922 --> 01:32:09.464]  What can you not live without?
[01:32:09.644 --> 01:32:11.085]  What is your greatest dependency?
[01:32:11.365 --> 01:32:12.066]  Is it your guns?
[01:32:12.346 --> 01:32:12.967]  Is it your home?
[01:32:13.307 --> 01:32:14.409]  No, it's food.
[01:32:14.729 --> 01:32:16.591]  It all boils down to the food supply.
[01:32:16.831 --> 01:32:20.115]  Tyrannical governments control people by controlling their food supply.
[01:32:20.335 --> 01:32:21.416]  Don't be dependent.
[01:32:21.576 --> 01:32:22.477]  Be self-sufficient.
[01:32:22.657 --> 01:32:24.238]  Don't wait for the government to feed you.
[01:32:24.298 --> 01:32:25.019]  Feed yourself.
[01:32:25.419 --> 01:32:27.520]  I can warn you, but I can't feed you.
[01:32:27.640 --> 01:32:31.003]  Do like Alex has done and get a supply of food from eFoodsDirect.
[01:32:31.203 --> 01:32:33.825]  It's the best long-term storable food on the planet.
[01:32:33.965 --> 01:32:36.066]  Get the popular Mega Patriot Pack free.
[01:32:36.306 --> 01:32:39.728]  A 24-day supply of food plus stove, cook pot, and fuel.
[01:32:39.929 --> 01:32:48.694]  Call 800-409-5633 or go to efoodsdirect.com slash alex and get up to 20 Mega Patriot Packs free with purchase.
[01:32:48.915 --> 01:32:52.477]  Build your food supply, be in control, be self-sufficient, and be yourself.
[01:32:52.517 --> 01:32:53.438]  We're good to go.
[01:33:20.117 --> 01:33:21.118]  Ted Nugent joins us.
[01:33:21.138 --> 01:33:23.640]  TedNugent.com if you're just now tuning in again.
[01:33:23.680 --> 01:33:25.401]  I'm Alex Jones with Infowars.com.
[01:33:26.001 --> 01:33:31.926]  Ted, where do you think America will be if people don't stand up and don't take action?
[01:33:31.946 --> 01:33:32.866]  Which is starting to happen.
[01:33:33.307 --> 01:33:40.212]  But if people don't stand up and really get in the face of this tyranny and back it off, because by getting aggressive politically,
[01:33:40.552 --> 01:33:43.795]  With the First Amendment, we won't have to use the second.
[01:33:43.855 --> 01:33:45.676]  But what is your concern?
[01:33:45.696 --> 01:33:50.300]  Because again, as I said earlier, I had Ron Paul on a few days ago, and he's concerned about civil war.
[01:33:50.780 --> 01:34:04.211]  It appears to a lot of sociologists and people that study this that the leftists want to start some type of conflict and then brand the patriots as the homeland security documents under Obama's state, that Al Qaeda is not the threat.
[01:34:04.551 --> 01:34:06.972]  Now it's gun owners, conservatives, returning veterans.
[01:34:07.332 --> 01:34:08.893]  They're clearly trying to brand it.
[01:34:09.633 --> 01:34:19.676]  An article came out yesterday where Homeland Security is buying drones and in the training video they're going around looking for people selling guns to their neighbors.
[01:34:20.277 --> 01:34:24.378]  So we see that the Patriot American is the new target of Homeland Security.
[01:34:24.718 --> 01:34:30.200]  What can you say about that and how it segues into some of the persecution you've gone through?
[01:34:30.240 --> 01:34:32.681]  Tell us what's been happening to you the last few months.
[01:34:34.531 --> 01:34:35.732]  So many issues there.
[01:34:35.772 --> 01:34:40.456]  Number one, thank you for bringing these things up, because now people can Google and they go to your website.
[01:34:40.476 --> 01:34:42.958]  And if you go to tedneuton.com, I would welcome you.
[01:34:43.499 --> 01:34:46.942]  I would love to have you be part of our tedneuton.com talkback.
[01:34:47.382 --> 01:34:53.568]  We have some hardcore, gung-ho, great American families on my talkback, on my website.
[01:34:53.948 --> 01:34:56.130]  And we get all this latest update, too.
[01:34:56.210 --> 01:34:57.992]  And we make sure that we review it.
[01:34:58.032 --> 01:34:59.333]  We got people inside
[01:34:59.693 --> 01:35:03.697]  The deepest security in the United States government that are on my talk back.
[01:35:04.018 --> 01:35:14.589]  We have friends at most federal agencies and at every department of every political activity in every state and we're looking with a genuine spirit
[01:35:15.009 --> 01:35:15.589]  Of course.
[01:35:34.636 --> 01:35:35.196]  We're good to go.
[01:36:04.055 --> 01:36:05.956]  It's so naive.
[01:36:06.016 --> 01:36:15.001]  That kind of brain dead soullessness has horribly taken place and taken root and metastasized here in America.
[01:36:15.361 --> 01:36:16.942]  So I know about the drones.
[01:36:17.022 --> 01:36:20.124]  I know about the militarization of law enforcement.
[01:36:20.484 --> 01:36:26.827]  But I'm not going to guess what might happen if Obama's dream of tyranny comes true.
[01:36:27.308 --> 01:36:29.649]  I believe that more and more people are waking up.
[01:36:30.329 --> 01:36:47.335]  I believe that more and more people are communicating these serious issues about accountability and what happened in Benghazi and Fast and Furious, the crime of Obamacare, the abuse of power and the corruption, the absolute truth and lies of every word out of this president's mouth.
[01:36:51.216 --> 01:37:00.259]  I believe that we are going to vote these bastards out, that we're going to demand accountability like they did in the ultra-liberal hell zone of Michigan with Governor Rick Snyder.
[01:37:00.579 --> 01:37:05.101]  Now we've got a Republican, he's not a conservative, but he's way better than Jennifer Granholm.
[01:37:05.121 --> 01:37:08.182]  Scott Walker, huge upgrade in Wisconsin.
[01:37:08.582 --> 01:37:15.004]  I travel and I still rock and roll and my tour will take me to every state and every major city across America again.
[01:37:15.424 --> 01:37:17.245]  Fifty years in a row now.
[01:37:17.726 --> 01:37:22.930]  And when I communicate with people, Alex, I'm here to bring great, great upgrade to your attention.
[01:37:23.350 --> 01:37:28.094]  People are waking up and we are going to take this country back at the voting booth.
[01:37:28.214 --> 01:37:29.275]  That's how we're going to do it.
[01:37:29.602 --> 01:37:31.482]  Well, listen, I'm not bragging about this.
[01:37:32.083 --> 01:37:40.905]  When I tell these stories, it's because it's important for people to know, I can now go anywhere in the country and can't walk ten feet down a street without listeners stopping.
[01:37:41.365 --> 01:37:43.725]  And I'm just, you know, a little guy in all this.
[01:37:44.145 --> 01:37:49.927]  And I went to a restaurant in Wimberley, Texas, Saturday, and there were only about ten tables.
[01:37:50.607 --> 01:37:54.608]  And almost every table came over and wanted photos and were listeners.
[01:37:55.288 --> 01:37:56.790]  And I know you get the same response.
[01:37:56.830 --> 01:37:57.611]  It's what you're saying.
[01:37:58.091 --> 01:38:02.976]  It's exponential how many people are awake of every race, color, and creed.
[01:38:02.996 --> 01:38:03.637]  It's exciting.
[01:38:03.657 --> 01:38:07.861]  And I think the key to all this is saying, look, they want our guns to enslave us.
[01:38:07.921 --> 01:38:08.762]  They're liars.
[01:38:09.343 --> 01:38:10.043]  They're tyrants.
[01:38:10.103 --> 01:38:11.465]  Just calling it like it is.
[01:38:11.545 --> 01:38:13.747]  People are so hungry for that.
[01:38:13.787 --> 01:38:15.809]  And if we just go past the hoax,
[01:38:16.630 --> 01:38:19.412]  That, oh, we're supposed to stand down and compromise.
[01:38:19.833 --> 01:38:21.274]  The other side never gives in.
[01:38:21.694 --> 01:38:23.115]  They just tell us to compromise.
[01:38:23.155 --> 01:38:24.356]  Then, as you said, we bend over.
[01:38:24.376 --> 01:38:25.277]  But let's talk about this.
[01:38:25.717 --> 01:38:28.300]  I talked to you off-air when you called in on the Sunday show.
[01:38:28.780 --> 01:38:32.023]  You said, oh, man, next time I come on, I'll tell you about the crap I've been going through.
