[00:00:25.461 --> 00:00:28.422]  You've got one!
[01:13:46.802 --> 01:13:55.205]  We're going to lock arms and get in sync with those of us that just don't necessarily look like us.
[01:13:55.546 --> 01:13:56.626]  Get f***ing used to it.
[01:13:57.446 --> 01:13:58.547]  The war is on, man.
[01:13:59.329 --> 01:14:00.129]  You understand what I'm saying?
[01:14:00.850 --> 01:14:10.653]  So, when I turn to a brother of mine, like Alex Jones, without looking back, if I say, look bro, pass the ammo, then pass the ****ing ammo!
[01:14:12.153 --> 01:14:21.516]  And you can't deny the fact that Alex Jones at Infowars.com, Prison Planet, or whatever entity it is, did he not pass the ammo?
[01:14:21.936 --> 01:14:23.377]  Yes, look at what we have here.
[01:14:25.253 --> 01:14:32.278]  Corporatism, a system of control designed by the monopoly men of the global elite.
[01:14:32.638 --> 01:14:34.319]  This wasn't written by Professor Griff.
[01:14:35.520 --> 01:14:40.844]  And it talks about 47 million Americans are now on food stamps in the middle class.
[01:14:41.244 --> 01:14:54.433]  It talks about how China is creating these particular robots that are taking over the jobs, not in China, in America.
[01:14:55.632 --> 01:15:05.898]  So when we go into false flags, as we talked about earlier, we talked about the United States, the U.S., and there's a difference between the U.S.
[01:15:06.218 --> 01:15:06.999]  and the U.S.A.
[01:15:08.180 --> 01:15:09.100]  Google U.S.
[01:15:09.540 --> 01:15:13.103]  versus the U.S.A., and you call me and tell me what you come up with.
[01:15:13.663 --> 01:15:16.905]  Anyway, this document here says U.S.
[01:15:17.525 --> 01:15:24.790]  and Al Qaeda, which we know Al Qaeda was something manufactured and made up by the CIA as the boogeyman.
[01:15:25.680 --> 01:15:27.341]  And there always has to be a boogeyman.
[01:15:27.361 --> 01:15:32.925]  With every president that sits in the seat, there always has to be a boogeyman that they're fighting.
[01:15:33.205 --> 01:15:38.889]  Well, we need to figure out who's the boogeyman for Barack H. Obama.
[01:15:39.109 --> 01:15:41.451]  This says the best frenemies.
[01:15:42.252 --> 01:15:44.914]  Al Qaeda was created by the CIA.
[01:15:45.654 --> 01:15:51.939]  And it's a 20-page document, and it goes into how Barack Obama was groomed
[01:15:52.862 --> 01:15:56.865]  Uh, by the CIA to do exactly what, uh, what he's doing.
[01:15:57.166 --> 01:16:01.709]  Now, if you see and you look real close, we're going to talk about the media in a minute.
[01:16:02.310 --> 01:16:06.113]  If you look real close at what George Bush Jr.
[01:16:06.833 --> 01:16:16.181]  set in motion, um, in Eurasia and other places, that's the big New Brzezinski, talked about, um, in his book.
[01:16:17.199 --> 01:16:21.302]  You don't see a dime worth of damn difference what George Bush Jr.
[01:16:21.842 --> 01:16:29.346]  said in the eight years of him stumbling through his ****** pregnancy in the White House.
[01:16:30.567 --> 01:16:35.430]  You don't see a damn bit of difference in what Barack Obama is doing today.
[01:16:35.510 --> 01:16:46.637]  As a matter of fact, it's worse what Barack Obama is doing simply because some of those things that Barack Obama should have came into office and
[01:16:48.095 --> 01:16:55.796]  Erased, eradicated, and undid what George Bush Jr.
[01:16:56.636 --> 01:17:00.357]  set in motion, what Barack Obama has done.
[01:17:00.377 --> 01:17:16.580]  I heard Dick Gregory say that if you see some of the tricks that the CIA are pulling across the global landscape, shit, that's gonna make Hitler blush.
[01:17:18.251 --> 01:17:19.715]  That is f***ing ridiculous!
[01:17:20.745 --> 01:17:26.547]  The mass murders that are going on to establish democracy in these places and then when it comes to the media.
[01:17:26.907 --> 01:17:28.508]  Listen, don't get me wrong.
[01:17:28.968 --> 01:17:41.772]  I'm not talking about those sincere, real, hard-working photojournalists and journalists like you guys that are out there getting the real story and the story that's behind the scenes.
[01:17:42.253 --> 01:17:48.535]  But we rarely hear from you guys on a global scale or on a soundbite.
[01:17:49.315 --> 01:17:50.035]  Gun control.
[01:18:20.868 --> 01:18:23.150]  We have to talk about the amendments.
[01:18:23.190 --> 01:18:25.271]  Now, just once again, I'm not playing the race card.
[01:18:26.292 --> 01:18:36.580]  When we talk about the Constitution or constipation of the United States of America, you have to understand it means something different to white Europeans as it means to black people.
[01:18:37.601 --> 01:18:41.424]  Um... Oh, the reason why we call ourselves public enemy.
[01:18:41.444 --> 01:18:47.869]  It's the whole idea of black people being written in as three-fifths of a human being.
[01:18:49.210 --> 01:18:50.431]  Now, what kind of bull**** is that?
[01:18:51.769 --> 01:18:56.090]  I mean, the tape is rolling, but we're just speaking, having a fireside chat right now.
[01:18:56.931 --> 01:19:01.472]  How in the hell can I respect the Constitution that wrote me in as subhuman?
[01:19:03.052 --> 01:19:14.936]  So then when we go look at the Constitution, we can honestly say that a pig, man, an animal is a whole pig, five-fifths pig, a snake, a gerbil,
[01:19:16.098 --> 01:19:21.581]  A damn fly is a whole fly, a whole cow, a whole pig, five fists.
[01:19:21.821 --> 01:19:32.405]  But when it comes to black people that gave birth to everyone on the planet, and we can debate that, you write black people in as three-fifths of a human being, and then you want to try to amend it as though that's cool?
[01:19:33.166 --> 01:19:36.467]  That's like doing a f***ing Puffy remix on the Constitution.
[01:19:36.487 --> 01:19:37.588]  F*** outta here.
[01:19:37.608 --> 01:19:39.549]  I'm not buying into it.
[01:19:40.229 --> 01:19:42.330]  So when we talk about rights,
[01:19:44.178 --> 01:19:46.639]  Black people have no rights in America because we're not human.
[01:19:48.000 --> 01:19:48.801]  We're subhuman.
[01:19:49.621 --> 01:19:54.484]  So then when we stand up and speak to these particular things, we're speaking from a different perspective than white people.
[01:19:55.285 --> 01:19:56.305]  And we need to understand it.
[01:19:56.325 --> 01:20:05.190]  But the beautiful thing I like about what's going on, especially with what Alex Jones is doing, is the fact that all of us are in the same boat.
[01:20:05.491 --> 01:20:06.791]  So get used to it, white people.
[01:20:08.812 --> 01:20:10.854]  You gotta start living like black people have been living.
[01:20:11.704 --> 01:20:22.273]  And I'm laughing about it simply because now the gender and the race lines have been blurred now to the point where we're forced to work together.
[01:20:23.974 --> 01:20:27.497]  Now you're forced to see it how we see it and we're forced to see it how you see it.
[01:20:28.037 --> 01:20:28.798]  Now what are we going to do?
[01:20:29.158 --> 01:20:32.081]  Be ignorant and keep arguing over the race card and the race issue?
[01:20:32.801 --> 01:20:33.001]  No.
[01:20:33.362 --> 01:20:38.126]  We have to come together on some real issues that affect us all regardless of your complexion.
[01:20:38.976 --> 01:20:48.925]  We have to understand it and understand it from black people, my perspective, and a heartfelt black point of reference.
[01:20:49.785 --> 01:20:56.071]  Because if I say I support the second amendment, then we move on to the third, fourth, fifth, then it becomes a problem.
[01:20:56.691 --> 01:21:01.275]  Because my a** is going to get caught in a web that wasn't designed for me to get the a** out of.
[01:21:02.596 --> 01:21:04.458]  Okay, let's just be honest and let's talk.
[01:21:05.686 --> 01:21:12.549]  After all of it's said and done, we're sovereign, we're over the hill, we don't have to look back, that door's closed.
[01:21:13.150 --> 01:21:26.996]  Can I actually hook up with other people that's not my complexion and we can put something in place where all of us are sovereign and we can have arms and enjoy the rights and the freedoms that everyone else on the planet enjoys?
[01:21:27.176 --> 01:21:28.117]  You're f****** right!
[01:21:28.157 --> 01:21:29.057]  Who wouldn't want that?
[01:21:31.098 --> 01:21:32.339]  As a human, I wouldn't want that.
[01:21:33.439 --> 01:21:34.180]  Plain and simple.
[01:21:35.828 --> 01:21:38.029]  But we don't have that today in America, now do we?
[01:21:39.230 --> 01:21:44.493]  Listen, law is only as good as the people enforcing the law.
[01:21:46.374 --> 01:21:46.875]  Am I correct?
[01:21:47.415 --> 01:22:02.024]  So if they're not going to support, protect, defend, honor, uphold the very same law that they put in place, what good is it?
[01:22:03.052 --> 01:22:04.214]  George Bush Sr.
[01:22:04.654 --> 01:22:05.195]  and Jr.
[01:22:05.215 --> 01:22:06.997]  **** on the Constitution.
[01:22:08.018 --> 01:22:08.739]  Am I right or wrong?
[01:22:09.781 --> 01:22:11.783]  And there's only a handful of people that spoke up.
[01:22:13.606 --> 01:22:16.730]  And the majority of them sold the **** out and took the payoff.
[01:22:18.953 --> 01:22:27.798]  Plain and simple, and then the ones that did speak up, the brave white people that did speak up, to speak to other white people, because I can't speak to the vast majority of white people.
[01:22:28.378 --> 01:22:37.463]  I can through my songs, through the public enemy medium of hip-hop and music, and a lot of young white people get it.
[01:22:38.523 --> 01:22:41.585]  But these old b****** who refuse to give up the whole idea,
[01:22:42.739 --> 01:22:48.942]  Of having black people be inclusive and share the benefit of what the Second Amendment has to offer?
[01:22:49.802 --> 01:22:50.803]  F*** outta here.
[01:22:50.823 --> 01:22:53.044]  It ain't gonna happen.
[01:22:57.566 --> 01:23:01.928]  This is Hidden Histories of All the President's Guns.
[01:23:05.950 --> 01:23:10.833]  April 1963, President and General Chester V. Clifton
[01:23:11.733 --> 01:23:12.173]  Inspector
[01:23:26.969 --> 01:23:27.309]  April of 1960.
[01:23:27.449 --> 01:23:47.604]  It says, by calling attention to a well-regulated militia, the security of the nation and the right of each citizen to keep and bear arms, our founding fathers recognized the essentially civilian nature of our economy.
[01:23:49.106 --> 01:23:53.349]  Although it is extremely unlikely that the fears of the governmental
[01:23:55.816 --> 01:24:01.259]  Tyranny, which gave rise to the Second Amendment, will ever be a major danger in our nation.
[01:24:01.600 --> 01:24:02.460]  Go figure, right?
[01:24:03.200 --> 01:24:16.168]  The amendment still remains an important declaration of our basic civilian-military relationships in which every citizen must be ready to participate in the defense of his country.
[01:24:16.729 --> 01:24:21.211]  For that reason, I believe that the Second Amendment will always be important.
[01:24:21.231 --> 01:24:22.512]  That's John F. Kennedy, April 1960.
[01:24:26.280 --> 01:24:33.425]  How important is that particular quote in 2013 as we sit here and as we speak today?
[01:24:34.626 --> 01:24:35.386]  Every citizen?
[01:24:36.407 --> 01:24:36.867]  Wait a minute.
[01:24:37.788 --> 01:24:41.550]  That includes all the illegal aliens that you claim are illegal in America?
[01:24:42.431 --> 01:24:42.751]  Alright?
[01:24:43.091 --> 01:24:48.995]  That at the stroke of a pen, that Barack Obama can make all these people legal?
[01:24:49.616 --> 01:24:55.000]  Are you talking about the disenfranchised segments of the black community?
[01:24:56.045 --> 01:25:01.590]  Um, that who are under this three strike law have no rights anymore?
[01:25:02.211 --> 01:25:04.973]  Are you talking about convicted felons who have no voice?
[01:25:05.874 --> 01:25:09.618]  Who are you talking about that every citizen?
[01:25:09.878 --> 01:25:11.319]  Who do you consider a citizen?
[01:25:12.841 --> 01:25:19.467]  There's rights being taken away right now as we speak and according to the particular laws that they're passing.
[01:25:20.325 --> 01:25:23.466]  You have no voice because they don't consider you a citizen.
[01:25:23.866 --> 01:25:24.726]  We need to understand that.
[01:25:24.746 --> 01:25:39.330]  So when you're looking at the hidden histories of all presidents and their guns, just for example, this gold-plated AR-15 presented to President Kennedy by the Colt Firearms back in the day.
[01:25:39.370 --> 01:25:42.771]  This is an actual gold-plated
[01:25:45.367 --> 01:25:49.429]  This is a gold-plated gun that was presented to President Kennedy.
[01:25:49.829 --> 01:26:03.056]  Down here, there was a gold-plated, from the Colt factory, a gold-plated handgun that was presented to Wilson at that particular time.
[01:26:03.116 --> 01:26:04.057]  So you mean to tell me
[01:26:05.100 --> 01:26:10.042]  That the gun manufacturers are not in bed with some of these people in the White House?
[01:26:10.703 --> 01:26:13.744]  Come on, we can go through a history of people owning guns.
[01:26:14.465 --> 01:26:18.086]  Here's Elvis presenting Nixon with a gun.
[01:26:19.367 --> 01:26:21.608]  But this is not, this is not the important thing.
[01:26:21.968 --> 01:26:28.872]  We need to talk about the guns that are on the street, that was put on the street when you go through operations like Operation Garden Plot.
[01:26:29.974 --> 01:26:42.679]  When you talk about the CIA covert operation, um, in black America, just in America period, we can do a history of CIA covert operations, um, in America.
[01:26:44.479 --> 01:26:51.642]  Um, and how many guns are on the street and been put on the street by the government, uh, herself.
[01:26:52.622 --> 01:26:53.903]  And then we can take account of that.
[01:26:54.263 --> 01:26:57.604]  And then we can say to ourselves, okay, well, who the hell put the guns on the street in the first place?
[01:26:59.110 --> 01:27:05.111]  So when you talk about the Second Amendment and who actually has rights, let me tell you something.
[01:27:05.451 --> 01:27:08.812]  There's people that own guns right now that will never have rights in America.
[01:27:09.792 --> 01:27:11.553]  But they're using them every single day.
[01:27:12.373 --> 01:27:21.335]  And I swear, and y'all just chime in on this, you mean to tell me we looked at what happened in Boston for the last week?
[01:27:23.032 --> 01:27:28.433]  They admitted several times, and I don't know if you guys are listening, but they went door to door.
[01:27:28.613 --> 01:27:30.574]  Black boots kicking doors in, man.
[01:27:31.174 --> 01:27:32.094]  That's what's to come.
[01:27:32.454 --> 01:27:34.374]  That's what's happening right now as we speak.
[01:27:34.654 --> 01:27:37.395]  They're gonna kick your door in like they're gonna kick mine in.
[01:27:41.816 --> 01:27:46.057]  People that control the media could probably fit right in this room with snacks right or wrong.
[01:27:48.032 --> 01:28:00.597]  You're not talking about, you're talking about gigantic corporations, but you're talking about a handful of people that control everything that we see, everything that we hear, everything that we touch.
[01:28:00.917 --> 01:28:07.359]  I don't care if it's a movie that comes out, a magazine, a trend, they control it all.
[01:28:08.940 --> 01:28:09.740]  You probably have 0.000001%
[01:28:15.721 --> 01:28:33.424]  of information that gets out through brave souls and individuals that control their own websites and news sources and can extract information and news from around the globe that can effectively reach the masses.
[01:28:33.804 --> 01:28:38.185]  Not the masses, but those select few of the people that want to hear it.
[01:28:38.645 --> 01:28:39.946]  It never reaches the masses.
[01:28:40.286 --> 01:28:42.226]  But, let's look at it like this here.
[01:28:43.319 --> 01:28:51.502]  The information that some of the brave souls that are out there, that are reaching the people, it's growing.
[01:28:52.802 --> 01:29:04.206]  Look at it like this, we're here, and if it wasn't for the Alex Joneses of the world, and the Infowarriors and the Infomaniacs of the world, we wouldn't be sitting in the same room.
[01:29:05.027 --> 01:29:09.248]  Because we have something way beyond the complexion of our skin.
[01:29:10.188 --> 01:29:10.429]  We have
[01:29:12.808 --> 01:29:23.053]  Like-mindedness and we're coming together on an agenda that we understand that will not only affect your children's children's children but will affect mine.
[01:29:23.334 --> 01:29:30.998]  That's what brings me here today to talk about these very critical issues simply because I cannot as a man
[01:29:32.745 --> 01:29:44.912]  A responsible man sit here and say that I'm good, it's cool and fine with me that and then I agree and go along with everything that's going on in the government.
[01:29:45.032 --> 01:29:45.272]  No!
[01:29:45.953 --> 01:29:58.860]  I have to use the public enemy platform and I have to use hip-hop and the platform that I've been allowed to use to raise my voice to speak against these particular ills that affect not only my children but yours.
[01:29:59.460 --> 01:30:00.241]  Plain and simple.
[01:30:00.861 --> 01:30:02.082]  And the sad part about it?
[01:30:02.742 --> 01:30:03.803]  I don't even know your children.
[01:30:05.164 --> 01:30:07.906]  But we're like-minded and I feel your pain.
[01:30:08.847 --> 01:30:11.269]  But I'm speaking out about it and so should you.
[01:30:11.469 --> 01:30:12.930]  Wherever you're sitting watching this.
[01:30:13.551 --> 01:30:17.234]  But we are not going to allow you to play armchair revolutionary.
[01:30:18.416 --> 01:30:28.000]  And sit in your living room in the comforts of your own home in front of your f***ing 60-inch screen TV to think that everything's gonna be alright while your ass is ordering f***ing pizza.
[01:30:28.560 --> 01:30:34.483]  It's not gonna be alright until you raise your voice and speak against the madness that's going on in the government.
[01:30:34.903 --> 01:30:35.523]  We're doing it!
[01:30:35.783 --> 01:30:37.284]  We're putting together the documents.
[01:30:37.944 --> 01:30:40.525]  We're putting together the websites and the information.
[01:30:40.645 --> 01:30:46.688]  Infowarriors are going out spreading the truth regardless whether it's on the front line, on and off,
[01:30:47.188 --> 01:30:58.939]  The internet on and offline sitting back pretending like it's somebody else's duty and responsibility to take care of us.
[01:30:59.099 --> 01:31:11.091]  We had a conversation yesterday when I was listening to you guys talk about the whole idea of food and we all know that they're going to use food as a weapon because they're already using food as a weapon.
[01:31:12.113 --> 01:31:21.556]  So for those Americans that are sitting back watching this, thinking that you're going to leave it up to somebody else to take care of your basic needs, you better think twice.
[01:31:22.117 --> 01:31:26.678]  The government has no intentions on looking out for the masses of people.
[01:31:27.358 --> 01:31:29.399]  Black, brown, red, yellow, or white.
[01:31:30.640 --> 01:31:32.120]  Plain and simple.
[01:31:32.760 --> 01:31:36.142]  It's a handful of people that's going to look out for the handful of people.
[01:31:36.802 --> 01:31:37.382]  And guess what?
[01:31:37.482 --> 01:31:39.403]  You ain't part of the club, man.
[01:31:40.202 --> 01:31:41.943]  I think didn't George Carlin say that?
[01:31:43.124 --> 01:31:45.266]  You're not part of the club, plain and simple.
[01:31:46.967 --> 01:31:47.888]  You don't have the card.
[01:31:47.928 --> 01:31:48.949]  You don't know the handshake.
[01:31:49.269 --> 01:31:50.430]  You don't know the code word.
[01:31:51.531 --> 01:31:53.092]  And you need to kind of get used to that.
[01:31:54.013 --> 01:32:00.958]  Some of you flunkies are in some of these organizations thinking that because you are allowed to sit next to a couple of congresspeople and
[01:32:01.539 --> 01:32:05.741]  Some politicians up at a $100 plate dinner you think you're in.
[01:32:06.301 --> 01:32:06.842]  You're not in.
[01:32:06.862 --> 01:32:10.984]  They're not even going to allow you to clean the f***ing floor after the dinner.
[01:32:11.704 --> 01:32:12.865]  And you need to understand that.
[01:32:14.946 --> 01:32:21.049]  And I'm especially talking to some of these Negroes that are out there that think that everything's just going to be alright.
[01:32:21.349 --> 01:32:24.631]  The government is going to take care of feeding your children.
[01:32:26.692 --> 01:32:29.413]  What's the estimate of how many people are on welfare now?
[01:32:29.433 --> 01:32:30.053]  47 million?
[01:32:33.308 --> 01:32:34.849]  Close to 50 million.
[01:32:35.469 --> 01:32:37.110]  That's a lot of people to feed.
[01:32:37.130 --> 01:32:41.133]  That's a lot of people to feed.
[01:32:41.733 --> 01:32:46.656]  Especially when there's 196,940,000 square miles of the planet.
[01:32:47.517 --> 01:32:48.938]  Everyone can eat well.
[01:32:51.119 --> 01:32:52.320]  But it's not about that.
[01:32:53.080 --> 01:32:54.741]  It's the haves, the have-nots.
[01:32:56.004 --> 01:33:02.907]  And they're going to hire mercenaries like Blackwater and other militia and organizations to come in and do their dirty work.
[01:33:03.107 --> 01:33:03.547]  You know why?
[01:33:03.567 --> 01:33:05.628]  Because they don't want their hands dripping with blood.
[01:33:07.549 --> 01:33:09.790]  So we have to understand these particular dynamics, man.
[01:33:10.330 --> 01:33:13.532]  And excuse me for speaking this way, but this is just what it is.
[01:33:14.852 --> 01:33:16.053]  This is just what it is, man.
[01:33:16.273 --> 01:33:19.114]  You're not hearing the ranting of an angry black man.
[01:33:21.147 --> 01:33:28.310]  If you resonate with what I'm saying, hell, these documents weren't written by Professor Griff or Chuck D in Public Enemy.
[01:33:28.990 --> 01:33:32.732]  These are documents written by concerned white people.
[01:33:33.312 --> 01:33:34.553]  You understand what I'm saying?
[01:33:34.993 --> 01:33:37.114]  That are the voice of the voiceless.
[01:33:38.834 --> 01:33:39.935]  But we have a voice today.
[01:33:41.195 --> 01:33:50.059]  Not doing a commercial for Alex Jones or his crew, but we have voices today that are not afraid to speak up and speak out.
[01:33:52.608 --> 01:33:56.832]  Bob Marley said, uh, stand up for your rights.
[01:33:58.274 --> 01:34:02.518]  Because these people that you have voted in to office are not going to speak up for you.
[01:34:03.579 --> 01:34:06.321]  So, 15 deadly corporations.
[01:34:07.603 --> 01:34:08.764]  Should we mention them?
[01:34:09.204 --> 01:34:13.748]  But these are the ones that put millions, if not billions of dollars
[01:34:14.537 --> 01:34:15.518]  We're good to go.
[01:34:33.848 --> 01:34:38.810]  These corporations, if they were individual human beings, would be locked up for life.
[01:34:39.130 --> 01:34:43.472]  Instead, they continue ranking in the big books.
[01:34:43.992 --> 01:34:52.015]  Human rights abuses, murder, war, eco disasters, and animal exploitation keep these evil companies ranking in the green.
[01:34:54.815 --> 01:34:56.637]  Right now, we just want to do a disclaimer.
[01:34:58.018 --> 01:35:01.841]  For the elderly that are watching this, you might want to just excuse yourself.
[01:35:02.862 --> 01:35:05.504]  Those young people that are watching this, you might want to get a barf bag.
[01:35:06.265 --> 01:35:06.605]  Alright?
[01:35:06.685 --> 01:35:08.626]  So that, in case you might throw up.
[01:35:09.847 --> 01:35:12.810]  Because some of these corporations, you support every single day.
[01:35:14.211 --> 01:35:19.916]  Number one, and not in any particular order, number one is Chevron.
[01:35:22.270 --> 01:35:27.112]  Several big oil companies make this list, but Chevron deserves a special place in hell.
[01:35:27.733 --> 01:35:36.397]  Between 1972 and 1993, Chevron, then Texaco, discharged 18 billion gallons of toxic water into the rainforest.
[01:35:36.777 --> 01:35:37.557]  Did you hear what I said?
[01:35:37.577 --> 01:35:38.017]  18 billion!
[01:35:40.834 --> 01:35:42.355]  That's Chevron.
[01:35:42.375 --> 01:35:43.896]  Go get the document and read it for yourself.
[01:35:43.936 --> 01:35:47.959]  We don't have time to go in depth into the particular document.
[01:35:48.560 --> 01:35:55.145]  Second company which sends chills up my spine because this is one of the reasons why they wanted to shut Professor Griff down.
[01:35:55.545 --> 01:35:57.406]  This is one of the reasons I got poisoned.
[01:35:58.127 --> 01:35:59.988]  This is one of the reasons I got shot at.
[01:36:00.468 --> 01:36:04.171]  This is one of the reasons why I got ejected out of Public Enemy back in the day.
[01:36:05.032 --> 01:36:06.313]  Second company is De Beers.
[01:36:08.143 --> 01:36:09.825]  Diamonds are a girl's best friend.
[01:36:10.105 --> 01:36:10.846]  I think it's not.
[01:36:11.707 --> 01:36:13.328]  Unless she lives in the Ivory Coast.
[01:36:13.969 --> 01:36:20.955]  Blood or conflict diamonds are the name given to minerals purchased from insurgencies in war-torn countries.
[01:36:21.436 --> 01:36:27.622]  Prior to 2000, when the UN finally took a standard against practices and the practice of De Beers.
[01:36:27.662 --> 01:36:28.443]  De Beers was known
[01:36:29.884 --> 01:36:32.666]  was knowingly funding violent guerrilla movements.
[01:36:33.146 --> 01:36:35.008]  We have to understand this particular dynamic.
[01:36:35.768 --> 01:36:43.854]  With his diamond purchases in Botswana, De Beers has been blamed for clearing of land to be mined for diamonds.
[01:36:44.534 --> 01:36:44.814]  Alright?
[01:36:45.075 --> 01:36:49.818]  Including the forcible removal of indigenous peoples throughout these particular lands.
[01:36:49.878 --> 01:36:50.999]  That's company number two.
[01:36:52.019 --> 01:36:53.080]  We're not going to cover them all.
[01:36:53.540 --> 01:36:55.722]  Tyson Food Company.
[01:36:57.370 --> 01:37:01.354]  Shameful animal abuses by Tyson Food Company.
[01:37:02.595 --> 01:37:03.376]  Smith & Wesson.
[01:37:04.837 --> 01:37:08.901]  Not the rap group Smith & Wesson, but the gun company Smith & Wesson.
[01:37:09.161 --> 01:37:10.582]  Now let me ask y'all something at this point.
[01:37:10.883 --> 01:37:11.683]  Do you own a gun?
[01:37:12.564 --> 01:37:13.805]  Do you own a Smith & Wesson?
[01:37:14.286 --> 01:37:16.568]  So we have to understand who we're supporting.
[01:37:16.588 --> 01:37:18.189]  Alright?
[01:37:18.269 --> 01:37:20.892]  And who we're aligning ourselves with unknowingly.
[01:37:23.197 --> 01:37:30.961]  Smith & Wesson, the largest manufacturer of handguns and submachine guns, of submachine guns in the U.S.
[01:37:30.981 --> 01:37:36.124]  Smith & Wesson is indirectly responsible for unaccountable shooting deaths.
[01:37:37.344 --> 01:37:38.885]  We don't need to mention all of the deaths.
[01:37:39.705 --> 01:37:42.187]  But my thing is we're not saying shut Smith & Wesson down.
[01:37:43.087 --> 01:37:47.709]  We're just saying when the table of accountability is prepared, call Smith & Wesson.
[01:37:47.729 --> 01:37:48.890]  You got Smith & Wesson's phone number?
[01:37:50.745 --> 01:37:53.487]  We're gonna call Smith & Wesson to be accountable.
[01:37:54.148 --> 01:37:54.388]  Alright?
[01:37:54.408 --> 01:37:58.731]  But listen, because we can't begin to have the conversation without having Smith & Wesson at the table.
[01:37:59.772 --> 01:38:00.933]  And then bring some free guns.
[01:38:00.993 --> 01:38:02.214]  Why you added Smith & Wesson?
[01:38:02.234 --> 01:38:03.135]  I need a new one.
[01:38:07.078 --> 01:38:07.598]  Good sh**.
[01:38:08.059 --> 01:38:09.780]  I'm not waiting for the government to defend me.
[01:38:13.683 --> 01:38:14.284]  Philip Morris.
[01:38:15.424 --> 01:38:16.845]  Need we have that conversation?
[01:38:17.385 --> 01:38:21.048]  Philip Morris is the largest manufacturer of cigarettes in the United States.
[01:38:21.388 --> 01:38:27.812]  Cigarettes are known to cause cancer in smokers and as well as birth defects in unborn children if the mother smokes while pregnant.
[01:38:28.472 --> 01:38:33.896]  Cigarette smoke contains 43 known carcinogens and over 4,000 chemicals.
[01:38:34.596 --> 01:38:35.597]  Need we go on?
[01:38:36.937 --> 01:38:37.518]  Philip Morris.
[01:38:39.062 --> 01:38:48.318]  We talk, wait, we talk about the 15 deadliest corporations and then we're going to sum it up with how many of these corporations are in bed with Barack Obama.
[01:38:49.320 --> 01:38:51.123]  Wait, don't get scared and change the channel.
[01:38:52.998 --> 01:38:55.739]  Don't get afraid and turn it off and eject the DVD.
[01:38:56.359 --> 01:38:59.460]  Don't go to another YouTube station or YouTube channel.
[01:38:59.920 --> 01:39:00.620]  Just sit tight.
[01:39:01.480 --> 01:39:02.940]  Six, Halliburton.
[01:39:03.821 --> 01:39:09.362]  Any corporation that has Dick Cheney as the CEO has got to be evil.
[01:39:10.302 --> 01:39:10.642]  Alright?
[01:39:10.982 --> 01:39:11.802]  That's Halliburton.
[01:39:12.443 --> 01:39:21.145]  Coca-Cola, who have admitted recently in undocumented
[01:39:22.839 --> 01:39:30.784]  Undocumented documents have stated that they're still using cocaine in their formula to make, uh, Coca-Cola products.
[01:39:31.725 --> 01:39:32.125]  Stop it.
[01:39:32.526 --> 01:39:33.346]  Your a** is hooked.
[01:39:33.947 --> 01:39:36.508]  As a matter of fact, right now, your a** is probably sipping a Coke right now.
[01:39:38.289 --> 01:39:39.110]  Tell me I'm lying.
[01:39:39.770 --> 01:39:40.751]  Now, don't try to hide it.
[01:39:42.672 --> 01:39:47.195]  Some of us can't go to a day without, uh, having a Coke and a ****** smile.
[01:39:47.636 --> 01:39:49.317]  Anyway, number eight.
[01:39:52.281 --> 01:39:53.681]  Did I say Pfizer was number 8?
[01:39:53.721 --> 01:40:03.503]  Let me tell you something, just the whole pharmaceutical companies, lock, stock and barrel, the whole barrel of them.
[01:40:04.423 --> 01:40:07.864]  We're going to have to invite them when we prepare the table of accountability.
[01:40:08.224 --> 01:40:14.665]  Because the amount of drugs, what was the name of that movie that went out about the pharmaceutical companies in Africa?
[01:40:15.145 --> 01:40:16.125]  The Constant Gardener.
[01:40:18.386 --> 01:40:18.886]  Very well
[01:40:20.368 --> 01:40:33.543]  Very good movie, which talks about the pharmaceutical companies and the fact that when they don't use those particular drugs that are passed by the FDA, which are controlled by these people.
[01:40:34.765 --> 01:40:37.188]  Monsanto controls the FDA.
[01:40:39.389 --> 01:40:44.372]  Monsanto's have bent the FDA over the f***ing desk and doing the FDA.
[01:40:44.812 --> 01:40:45.372]  Are you following me?
[01:40:45.412 --> 01:40:58.099]  So we can't rely on their regulations to control what goes into the system and into the discussion of what goes into the food in America.
[01:40:59.420 --> 01:41:03.462]  Those five or six companies that Barack Obama's in bed with,
[01:41:06.653 --> 01:41:09.754]  The pharmaceutical companies are there at the head of the table.
[01:41:13.696 --> 01:41:22.900]  Monsantos, the World Army, FEMA camps, World Bank, Federal Reserve, those who constructed the Patriot Act, all of them in bed.
[01:41:22.920 --> 01:41:22.900]  9.
[01:41:24.901 --> 01:41:25.981]  ExxonMobil.
[01:41:27.142 --> 01:41:37.948]  And as Michael Tessarian and Jordan Maxwell and Alex Jones have pointed out, when you talk about the double X, which is very befitting right now because y'all a**es have been double crossed.
[01:41:40.230 --> 01:41:42.371]  The cross is a Rosicrucian cross.
[01:41:43.472 --> 01:41:49.475]  And it's befitting because y'all a**es have been double crossed right now that we're mentioning ExxonMobil.
[01:41:50.096 --> 01:41:55.239]  When you talk about the pipeline that's gonna come from Tajikistan and Uzbekistan coming through,
[01:41:57.353 --> 01:41:59.897]  Uh, down into India and other places.
