[00:00:00.009 --> 00:00:00.909]  Not safe here.
[02:48:04.503 --> 02:48:07.746]  You have to have a stable population growing at about 2% a year.
[02:48:09.647 --> 02:48:12.029]  But if you don't do that, that's in major actuaries.
[02:48:12.049 --> 02:48:14.311]  We've got that guy coming on next week, one of the top scientists on it.
[02:48:14.992 --> 02:48:19.375]  Then society implodes, like Japan, like Italy, like Greece, where they have 1.3 children.
[02:48:21.544 --> 02:48:25.606]  But they're lying, saying a larger population would cause an unsustainability.
[02:48:27.266 --> 02:48:32.308]  Now... Oh, and of course everyone's had their guns taken except government assassins.
[02:48:36.170 --> 02:48:36.930]  Alright, that's good.
[02:48:38.371 --> 02:48:41.732]  Now, there's footage of what's going on in Greece right now.
[02:48:42.732 --> 02:48:44.453]  People begging for food.
[02:48:45.274 --> 02:48:47.014]  Begging for food and it isn't coming.
[02:48:49.335 --> 02:48:50.576]  The scoops are on the way.
[02:48:51.932 --> 02:48:53.633]  The scoops are on the way.
[02:48:53.653 --> 02:48:55.614]  Man, talk about a big bug.
[02:48:55.654 --> 02:49:00.457]  This new thing in video is like you have a giant bug covering the entire... Can't you just have a small bug on there?
[02:49:01.177 --> 02:49:02.058]  It's just ridiculous.
[02:49:03.018 --> 02:49:05.660]  Alrighty then, let's give you some Bilderberg news.
[02:49:06.100 --> 02:49:07.901]  We've got interesting vet suicide stories.
[02:49:07.921 --> 02:49:09.762]  Somebody wants to tell us about... We'll get to Kathy.
[02:49:10.262 --> 02:49:12.624]  We've got Eric wants to talk about constitution solutions.
[02:49:14.084 --> 02:49:14.485]  And we've got...
[02:49:15.325 --> 02:49:17.207]  Brother's kid got suspended for potato gun.
[02:49:17.507 --> 02:49:21.931]  Notice how they put toy guns all over the store, but then your kid's playing with it, the cops come in your front yard.
[02:49:22.211 --> 02:49:24.053]  And they just do this to act like it's bad.
[02:49:24.613 --> 02:49:25.434]  Act like it's evil.
[02:49:28.577 --> 02:49:30.218]  This is just what the system does now.
[02:49:31.559 --> 02:49:34.582]  I mean, now you'll just see cop cars parked outside shooting ranges.
[02:49:35.543 --> 02:49:37.705]  But I talked to one range owner, they don't even ask him to be there.
[02:49:37.725 --> 02:49:39.887]  It's like, go keep an eye on those gun owners.
[02:49:41.055 --> 02:49:46.620]  To create the perception we're criminals, when on average everybody knows gun owners are one of the most law-abiding groups out there.
[02:49:47.281 --> 02:49:55.209]  And see, they're going to use this guy, even though they don't think they staged it, this cop-killer guy, reported cop-killer, alleged cop-killer, to demonize military and police.
[02:49:55.609 --> 02:49:58.191]  The new show Founding Fathers finally got to see an episode of it.
[02:49:58.952 --> 02:50:08.726]  Uh, it's a, it's a Afghan vet who's been turned to Al Qaeda and he's secretly recruiting the militia to overthrow America, fooling them.
[02:50:09.107 --> 02:50:14.214]  Now remember, all the internal stuff said it, we're gonna, this is five years, four years ago, three years ago, two years ago.
[02:50:15.188 --> 02:50:20.791]  The new West Point reports last year, and now there's a new one this year, that the Tea Party would join with Al-Qaeda.
[02:50:21.091 --> 02:50:28.014]  And people said, how are they going to sell the public that the Tea Party, who's totally Islamophobic, would ever join Al-Qaeda?
[02:50:28.054 --> 02:50:34.077]  Well, the show's all about how the pro-gun guy's really Al-Qaeda, and he's a white guy, you know, blonde hair, blue eyes.
[02:50:34.578 --> 02:50:35.938]  That's who they say the new Al-Qaeda is.
[02:50:36.318 --> 02:50:37.719]  And see, that's what they say about me.
[02:50:37.759 --> 02:50:39.300]  They say, I'm really Al-Qaeda.
[02:50:39.460 --> 02:50:41.201]  Oh, yeah, mm-hmm, sure.
[02:50:41.801 --> 02:50:45.282]  Yeah, that's why I don't support using Al-Qaeda in Libya and Syria.
[02:50:45.522 --> 02:50:49.403]  You've got the CIA at Brookings admitting they're running Al-Qaeda and staging stuff right now.
[02:50:49.863 --> 02:50:54.965]  It's admitted if you just... They know you don't read books, so they just communicate publicly.
[02:50:55.145 --> 02:50:57.785]  Yeah, we run Al-Qaeda, everything's good.
[02:50:57.805 --> 02:51:00.426]  I mean, it's amazing.
[02:51:02.059 --> 02:51:02.619]  Food storage?
[02:51:02.819 --> 02:51:03.080]  Check.
[02:51:03.380 --> 02:51:04.100]  Survival tools?
[02:51:04.360 --> 02:51:04.640]  Check.
[02:51:04.941 --> 02:51:05.941]  Weapons and water filters?
[02:51:06.221 --> 02:51:06.501]  Check.
[02:51:06.902 --> 02:51:12.785]  But what about a permanent source of cooking power that can run forever without buying fuel or paying for maintenance?
[02:51:13.085 --> 02:51:19.048]  Introducing Afterburner Stoves, home of the original patented Rocket Stove, the Kelly Kettle, and the Solo Stove.
[02:51:19.248 --> 02:51:27.653]  Afterburner Stoves has what you need and now offers all GCN listeners our complete preparedness package with the means to cook meals and sanitize water.
[02:51:27.813 --> 02:51:35.156]  Whether you dig in or bug out, cook almost any meal with just a handful of sticks, we already have the lowest online prices guaranteed.
[02:51:35.396 --> 02:51:45.201]  But if you enter coupon code GCN at checkout, we'll knock off an additional 15% and send you our amazing 6-hour solar rechargeable light bulb absolutely free.
[02:51:45.461 --> 02:51:46.081]  All for only $249.
[02:51:47.742 --> 02:51:53.385]  Visit AfterBurnerStoves.com or call 866-716-5214.
[02:51:53.405 --> 02:51:55.926]  866-716-5214.
[02:51:56.726 --> 02:51:58.127]  AfterBurnerStoves.com.
[02:51:58.387 --> 02:52:00.769]  Cook hot meals with just a handful of sticks.
[02:52:01.249 --> 02:52:06.271]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[02:52:06.491 --> 02:52:15.596]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[02:52:15.836 --> 02:52:29.889]  The Berkey Light Systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[02:52:30.169 --> 02:52:38.077]  Order the Berkey Light System today complete with two black Berkey elements for only two hundred and thirty one dollars and the Berkey guy will ship your order free of charge.
[02:52:38.277 --> 02:52:43.861]  With the purchase of a Berkey light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[02:52:43.961 --> 02:52:45.482]  That's over 30% off the retail price.
[02:52:45.523 --> 02:52:46.643]  Call the Berkey Guy at 1-877-886-3653.
[02:52:46.683 --> 02:52:47.044]  That's 1-877-886-3653.
[02:52:47.064 --> 02:52:48.325]  Or order online at GoBerkey.com.
[02:52:48.345 --> 02:52:49.105]  That's GoBerkey.com today!
[02:53:02.654 --> 02:53:13.383]  You land in Buenos Aires, then a shuttle to Santa Rosa, where a nicely furnished cabin with all amenities, Wi-Fi, executive food and wine, and laundry service awaits.
[02:53:14.204 --> 02:53:17.206]  After a good night's sleep, your adventure begins.
[02:53:17.627 --> 02:53:21.070]  You're on a golden stag safari for big game.
[02:53:22.030 --> 02:53:23.011]  But it's not Africa.
[02:53:23.352 --> 02:53:24.433]  It's Argentina.
[02:53:24.913 --> 02:53:33.242]  One-on-one guided hunts for water buffalo, cougar, bighorn rams, wild boar, and the biggest stag deer in South America.
[02:53:33.702 --> 02:53:35.244]  All gold medal quality.
[02:53:35.584 --> 02:53:37.166]  All the action you can handle.
[02:53:38.672 --> 02:53:46.315]  Land rovers, top rental guns with scopes, all food, beverages, hunting guides, ground transportation included, and more.
[02:53:46.795 --> 02:53:49.076]  All more affordable than you can imagine.
[02:53:49.736 --> 02:53:54.517]  The adventure of a lifetime starts at GoldenStagSafaris.com.
[02:53:54.877 --> 02:53:56.478]  The big game hunting ranch.
[02:53:56.958 --> 02:53:58.759]  GoldenStagSafaris.com.
[02:54:12.624 --> 02:54:27.130]  That's right, the Father and the Spirit, the Father and the Holy Ghost, will guide you and protect you.
[02:54:40.165 --> 02:54:46.288]  I feel sorry for people that have never felt any guidance, even from their own inner voice, whatever you call it.
[02:54:46.308 --> 02:54:47.188]  They're just deadpan.
[02:54:47.748 --> 02:54:48.269]  Shark-eyed.
[02:54:48.289 --> 02:54:48.789]  Dead-eyed.
[02:54:51.590 --> 02:54:52.811]  Everybody can hear it, can't you?
[02:54:52.831 --> 02:54:56.252]  Everybody knows we're in trouble.
[02:54:56.272 --> 02:54:57.793]  Everybody knows we've got crooks running things.
[02:54:58.533 --> 02:54:59.634]  Stop playing games like we don't.
[02:55:00.154 --> 02:55:01.715]  I was just talking to Melissa Melton.
[02:55:01.735 --> 02:55:06.897]  She said, oh yeah, this thing about Hillary's the most popular woman in America, that is like such PR.
[02:55:06.937 --> 02:55:08.778]  It'd be like, hey, you know, uh,
[02:55:10.618 --> 02:55:15.901]  Michael Jackson's the most popular man in America, day after he's caught, you know, reportedly being a pedophile.
[02:55:15.921 --> 02:55:19.063]  Well, that's true or not, the point is, I mean, it's like, hey, did you hear?
[02:55:19.123 --> 02:55:21.384]  Gonorrhea's now the most popular person in America.
[02:55:21.404 --> 02:55:22.865]  That's her name, Gonorrhea.
[02:55:22.945 --> 02:55:23.725]  Isn't that a pretty name?
[02:55:23.745 --> 02:55:24.726]  Wouldn't anyone name their child that?
[02:55:25.891 --> 02:55:28.632]  And she said it was on CNN as they paraded her out her last day.
[02:55:28.652 --> 02:55:31.013]  It was just, it was purportedly on CNN.
[02:55:31.033 --> 02:55:32.954]  She's the most popular person in America.
[02:55:33.234 --> 02:55:34.954]  And she's so, everyone loves her.
[02:55:35.174 --> 02:55:40.136]  What do you do in the face of being involved in Benghazi and being caught covering it up and ordering an eight-hour shandown?
[02:55:40.717 --> 02:55:44.318]  Well, you announce you're the most important person, most loved person in America.
[02:55:44.338 --> 02:55:48.760]  I mean, it's like Al Gore saying, I invented the Internet.
[02:55:48.800 --> 02:55:49.820]  That video's on YouTube.
[02:55:51.061 --> 02:55:54.003]  Yes, I invented the internet.
[02:55:54.484 --> 02:56:00.589]  I mean, it's okay that I'm just going to... I'm going to announce... Folks, I created everything.
[02:56:00.609 --> 02:56:02.090]  I don't want to be blasphemous and even say the joke.
[02:56:02.130 --> 02:56:03.691]  It'd be like saying I am God.
[02:56:04.132 --> 02:56:05.273]  Well, he says he's God.
[02:56:05.293 --> 02:56:08.275]  I mean, are you saying Al Gore is a liar?
[02:56:11.177 --> 02:56:13.139]  Again, top stories up at Infowars.com.
[02:56:13.159 --> 02:56:16.642]  I'm going to do 20 minutes, 30 minutes overdrive into the fourth hour of the show.
[02:56:16.662 --> 02:56:18.323]  We should start doing the whole fourth hour live here.
[02:56:19.384 --> 02:56:19.904]  And go to...
[02:56:21.249 --> 02:56:28.012]  Eric and Kathy and Smedley and Brian and Jeremy who are patiently holding.
[02:56:28.032 --> 02:56:30.313]  We will get to you.
[02:56:31.673 --> 02:56:32.333]  But you know what?
[02:56:32.574 --> 02:56:38.196]  You'd think I'd be going after Piers Morgan right now when the guy in his manifesto talks about how much he loved Piers Morgan.
[02:56:38.496 --> 02:56:40.557]  Can I have a document cam shot please for TV viewers?
[02:56:41.337 --> 02:56:45.098]  This is directly from the Associated Press right here.
[02:56:45.499 --> 02:56:46.159]  Snippets of it.
[02:56:47.922 --> 02:56:52.367]  Uh, where he talked about how much he loved Obama, how he loved, absolutely loves Joe Biden.
[02:56:52.387 --> 02:56:53.628]  He thinks he's such a real guy.
[02:56:53.648 --> 02:56:56.050]  Talk about falling for bad actors.
[02:56:57.031 --> 02:57:00.535]  Uh, and, uh, you know, the police are racist, so they've got to be dealt with.
[02:57:00.595 --> 02:57:03.158]  And, you know, saying he saw cops kick people in the face.
[02:57:03.558 --> 02:57:04.859]  Well then, you're a big guy.
[02:57:05.902 --> 02:57:10.344]  You know, invite them to a boxing match for it, or report what they did, or go public to the media.
[02:57:10.664 --> 02:57:14.926]  You don't then kill random patrol white police because of that.
[02:57:15.346 --> 02:57:20.228]  You don't then randomly say, I'm going to kill cops' families.
[02:57:20.448 --> 02:57:23.890]  And then the cops, it just shows what a sick culture it's become in places like L.A.
[02:57:24.170 --> 02:57:27.391]  The cops have now, she said another car shot up.
[02:57:27.411 --> 02:57:29.572]  Will you guys look up, police shoot up another car?
[02:57:29.592 --> 02:57:30.832]  Because that'll be the headline if they did.
[02:57:31.193 --> 02:57:33.994]  They shoot up women on a paper route in a different color car.
[02:57:34.614 --> 02:57:37.638]  And they're just harassing everyone and completely insane?
[02:57:37.658 --> 02:57:42.385]  I mean, just such entitlement because the public deserves this.
[02:57:42.485 --> 02:57:50.877]  I watch the public around police and they literally bow down and get scared and have a response and grovel.
[02:57:51.857 --> 02:57:54.519]  Because you have the predator response.
[02:57:54.579 --> 02:57:57.762]  Well, I'm not having the predator response of flight.
[02:57:58.322 --> 02:58:01.805]  Now, I try to control myself and go, that's probably a nice officer, probably a nice person.
[02:58:02.125 --> 02:58:05.848]  Don't have a, that's an animal that wants to hurt my family response.
[02:58:05.868 --> 02:58:06.889]  I'm not saying cops are animals.
[02:58:06.929 --> 02:58:08.951]  I'm saying a grizzly bear just walked over the hill.
[02:58:08.991 --> 02:58:09.631]  What am I going to do?
[02:58:10.051 --> 02:58:12.874]  But our founders said, treat government like a grizzly bear.
[02:58:13.885 --> 02:58:26.215]  You see, but look, Piers Morgan, the guy, the guy hates the NRA, loves Piers Morgan, and says, uh, Wayne LaPierre, you vile piece of inhuman bleeper.
[02:58:26.635 --> 02:58:29.137]  You never even showed 30 seconds of empathy.
[02:58:29.297 --> 02:58:30.899]  What, what, fake being manipulated?
[02:58:31.699 --> 02:58:33.180]  More guns means more children safe.
[02:58:33.601 --> 02:58:35.302]  I mean, this is just incredible.
[02:58:36.303 --> 02:58:37.684]  Absolutely incredible.
[02:58:37.724 --> 02:58:38.485]  We'll be right back.
[02:58:43.052 --> 02:58:44.898]  Thank you for listening to GCN.
[02:58:46.462 --> 02:58:48.669]  Visit GCNlive.com today.
[02:58:51.961 --> 02:58:57.423]  Looking back on 2012, I know personally I'm thanking God that my family and I made it through the year.
[02:58:57.443 --> 02:59:04.146]  From natural disasters like Hurricane Sandy and the devastating summer drought, to the family hardships brought on by a disastrous economy.
[02:59:04.346 --> 02:59:06.506]  Our hearts go out to those that have lost everything.
[02:59:06.726 --> 02:59:12.989]  My friends at eFoods Direct hear from customers every day that are fortunate to weather life's storm by having a supply of food on hand.
[02:59:13.169 --> 02:59:16.430]  Danny from New York City wrote in following Hurricane Sandy and said,
[02:59:16.630 --> 02:59:22.557]  Almost all the grocery stores are closed, but I managed to get my eFoods just in time to be able to help my sister and my niece.
[02:59:22.757 --> 02:59:26.621]  Bottom line, it's better to be prepared ten years too early than one day too late.
[02:59:26.801 --> 02:59:29.204]  Heed common sense's warning and do what I've done.
[02:59:29.364 --> 02:59:31.687]  Call 800-409-5633 today or go to efoodsdirect.com forward slash Alex.
[02:59:35.070 --> 02:59:37.912]  They have the best-tasting, long-term, scorable food on the planet.
[02:59:38.032 --> 02:59:45.115]  Call 800-409-5633 and ask about the Alex Jones Special or go to efoodsdirect.com forward slash Alex.
[02:59:45.295 --> 02:59:46.656]  Get self-sufficient today.
[02:59:46.756 --> 02:59:51.198]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:59:52.459 --> 02:59:53.620]  Coast to Coast.
[02:59:54.000 --> 02:59:55.401]  Direct from Austin.
[02:59:56.041 --> 02:59:59.263]  You're listening to the Alex Jones Broadcasting Network.
[03:00:06.141 --> 03:00:06.761]  Big Brother.
[03:00:07.441 --> 03:00:08.462]  Mainstream media.
[03:00:09.202 --> 03:00:10.342]  Government cover-ups.
[03:00:10.963 --> 03:00:11.783]  You want answers?
[03:00:12.563 --> 03:00:13.403]  Well, so does he.
[03:00:14.104 --> 03:00:17.665]  He's Alex Jones on the GCN Radio Network.
[03:00:18.285 --> 03:00:22.406]  And now, live from Austin, Texas, Alex Jones.
[03:00:28.308 --> 03:00:31.289]  This guy going crazy out in California does not help the gun grabber.
[03:00:35.551 --> 03:00:38.672]  Because he's been former military who was also a cop.
[03:00:38.692 --> 03:00:44.696]  That's why they're trying to focus on his military service because they want to demonize the military because that's a group they don't control.
[03:00:45.996 --> 03:00:46.757]  Not the police.
[03:00:48.598 --> 03:00:50.199]  I'm gonna get more into this after your calls.
[03:00:50.359 --> 03:00:52.700]  That's why I'm going into overdrive is to take your calls and cover this.
[03:00:53.380 --> 03:00:55.041]  But right now let's go to your phone calls.
[03:00:55.461 --> 03:00:58.223]  We're gonna get to Eric and then I promise I'm gonna go to
[03:00:59.932 --> 03:01:01.433]  Kathy next in the next segment.
[03:01:01.453 --> 03:01:03.514]  I want to hear her story, so stay with us, please, Kathy.
[03:01:04.314 --> 03:01:06.375]  Eric in New Mexico, you're on the air.
[03:01:06.415 --> 03:01:06.875]  Thank you, sir.
[03:01:08.396 --> 03:01:10.416]  Oh, thank you for having me, first-time caller.
[03:01:11.577 --> 03:01:12.617]  Long-time listener.
[03:01:13.338 --> 03:01:14.518]  Are you there?
[03:01:15.358 --> 03:01:16.019]  Sure am, brother.
[03:01:16.039 --> 03:01:17.539]  Oh, okay.
[03:01:17.699 --> 03:01:18.580]  I didn't hear anything.
[03:01:18.740 --> 03:01:19.400]  Hello!
[03:01:19.820 --> 03:01:20.361]  Hello!
[03:01:20.381 --> 03:01:20.581]  Okay.
[03:01:26.690 --> 03:01:41.503]  The reason I was calling is because I understand what's going on around the world and everything and all that, and then here in the United States, it's just basically everybody's pushing against the Constitution and everything, as far as it would be.
[03:01:41.563 --> 03:01:44.606]  Is it time for people to basically stop paying their taxes?
[03:01:45.586 --> 03:01:46.647]  Well, I have to say this.
[03:01:46.707 --> 03:01:47.989]  Everybody's got to choose their battles.
[03:01:48.209 --> 03:01:49.530]  I won't give people individual
[03:01:51.155 --> 03:01:52.876]  I'm not going to tell individuals what I think they should do.
[03:01:53.237 --> 03:01:54.838]  Generally, try to eat organic.
[03:01:55.498 --> 03:01:56.719]  Try to grow your own garden.
[03:01:56.759 --> 03:01:58.040]  Try to get to know good people.
[03:01:58.100 --> 03:01:59.561]  Stop caring what the system thinks.
[03:02:00.022 --> 03:02:02.263]  Stop caring if you don't have a million dollars in the bank.
[03:02:02.644 --> 03:02:03.885]  Stop feeling inadequate.
[03:02:04.884 --> 03:02:05.865]  Get right with God.
[03:02:06.385 --> 03:02:07.686]  Get right with your husband and wife.
[03:02:07.746 --> 03:02:08.746]  Get right with your children.
[03:02:08.786 --> 03:02:09.787]  Get right with your parents.
[03:02:10.227 --> 03:02:14.249]  Try to lay down old grudges with people that really don't deserve it.
[03:02:14.289 --> 03:02:20.773]  Try to come together and really focus on the globalists as the main threat and try to expose them every way you can.
[03:02:20.833 --> 03:02:22.834]  But yes, if I didn't have
[03:02:25.187 --> 03:02:32.951]  49 crew members and 5 or 6 contractors, and I wasn't doing this battle, I would not be paying any of these taxes.
[03:02:33.471 --> 03:02:40.195]  The Federal Reserve tax and the income tax, 1913 total fraud, doesn't go to run the country, designed to put us into debt.
[03:02:41.115 --> 03:02:42.776]  The power to tax is the power to destroy.
[03:02:43.476 --> 03:02:46.058]  And I would be trying to do the paperless thing.
[03:02:47.367 --> 03:02:52.234]  Or I do like the illegals do, I'd get fake IDs and fake names and just live off the grid.
[03:02:52.495 --> 03:02:56.580]  So a lot of folks try to live off the grid, but then they do it completely off the grid.
[03:02:56.961 --> 03:03:00.226]  No, just, you know, go change your name to Juan Gonzalez.
[03:03:00.706 --> 03:03:02.909]  I'm serious, get Mexican plates, and that's the end of it.
[03:03:04.082 --> 03:03:07.385]  And because that's, I'm not even bashing the illegals.
[03:03:07.445 --> 03:03:08.426]  I mean, that's what they do.
[03:03:08.486 --> 03:03:08.907]  Why not?
[03:03:08.927 --> 03:03:10.408]  You know, the globalists do that.
[03:03:11.129 --> 03:03:13.131]  The globalists give themselves a diplomatic immunity.
[03:03:14.192 --> 03:03:17.055]  So I would do whatever you can not to help the system, not to give it anything.
[03:03:17.415 --> 03:03:24.122]  But more than that, when you see a cop strutting around down the street staring at people, pull over and go, hey officer!
[03:03:25.424 --> 03:03:25.504]  It's
[03:03:44.363 --> 03:03:56.163]  Look at it people you go what a what a weirdo but a cop does it oh man that's really good and look most police don't like guys like that either the problem is they're trying to only have those type of guys on the force now
[03:03:57.253 --> 03:04:09.044]  And again, I've seen the same look in white cops, black cops, it doesn't matter, that we see in the eyes and the MO of this gentleman out in California.
[03:04:09.064 --> 03:04:12.307]  Can you imagine if Christopher Dorner was a Tea Party member?
[03:04:12.387 --> 03:04:15.891]  I mean, it would be the end of the world.
[03:04:16.551 --> 03:04:19.032]  If this guy was a Tea Partier, see, it fits the script.
[03:04:19.052 --> 03:04:22.053]  If it was a Tea Partier black guy, ooh, that'd be even better for him.
[03:04:22.073 --> 03:04:24.695]  Because then he can demonize, you know, true groups at once.
[03:04:25.115 --> 03:04:28.556]  Well, wait, military, and then the fact that he was black, they would demonize.
[03:04:28.616 --> 03:04:30.557]  But, again, it doesn't fit the script to have the cop.
[03:04:30.957 --> 03:04:39.461]  Because that's, it's not that they care about cops, they want that to be off record, can't question that, because that's the domestic force they're going to try to use to go after the public.
[03:04:39.921 --> 03:04:42.382]  But again, the biggest angle to all of this, Eric, is this.
[03:04:42.802 --> 03:04:44.763]  I'll cover it when I get back briefly, then go to Kathy.
[03:04:45.043 --> 03:04:46.724]  The absolute key.
[03:04:48.064 --> 03:04:48.604]  Straight ahead.
[03:04:49.465 --> 03:04:58.028]  Let me tell you, a day of bass fishing and firing .50 cal and .308, I just absolutely feel like I had a five-month vacation.
[03:05:01.716 --> 03:05:02.878]  Hello, I'm Alex Jones.
[03:05:03.138 --> 03:05:13.593]  Myself, my family, the InfoWars.com team want to relay to you and your families that we are intensifying our efforts against the globalists on every front.
[03:05:13.814 --> 03:05:17.900]  InfoWars.com is leading the fight against the technocrats.
[03:05:18.260 --> 03:05:20.681]  But we can't do that without your help.
[03:05:21.001 --> 03:05:31.866]  By getting the films, bumper stickers, and t-shirts at InfoWars.com, you will wake up people in your area and support our operation as we move to the next level.
[03:05:32.286 --> 03:05:35.428]  We need your help to spread the word like never before.
[03:05:35.768 --> 03:05:41.411]  They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[03:05:41.892 --> 03:05:51.377]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[03:05:51.797 --> 03:05:52.978]  The war is here.
[03:05:53.298 --> 03:05:54.699]  It's an info war.
[03:05:55.199 --> 03:05:58.041]  The spirit of 1776 versus the mindset of 1984.
[03:06:01.533 --> 03:06:05.655]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[03:06:06.315 --> 03:06:08.456]  I want you to know some very important information.
[03:06:09.356 --> 03:06:17.680]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[03:06:18.320 --> 03:06:23.222]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[03:06:23.855 --> 03:06:34.824]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[03:06:35.225 --> 03:06:42.231]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[03:06:42.911 --> 03:06:47.177]  Call 1-866-VENUSFLY or order from carnivora.com.
[03:06:47.217 --> 03:06:50.401]  That's C-A-R-N-I-V-O-R-A dot com.
[03:06:50.821 --> 03:06:57.770]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[03:06:58.071 --> 03:06:59.072]  Protect your immune system.
[03:06:59.352 --> 03:07:00.393]  It's the only one you've got.
[03:07:00.974 --> 03:07:05.498]  Valentine's Day is next week and ProFlowers is offering an amazing deal!
[03:07:05.518 --> 03:07:10.984]  100 stunning blooms of love plus a free glass vase for just $19.99!
[03:07:11.204 --> 03:07:18.131]  Go to ProFlowers.com, click on the radio microphone in the upper right corner and enter the secret code RADIO13.
[03:07:18.371 --> 03:07:18.971]  But hurry!
[03:07:19.192 --> 03:07:21.734]  This incredible deal expires this Friday!
[03:07:21.954 --> 03:07:24.897]  Flower prices will skyrocket during Valentine's Week!
[03:07:25.077 --> 03:07:27.898]  Order now from ProFlowers to get huge savings.
[03:07:27.998 --> 03:07:34.141]  Plus, pick any delivery date and it's guaranteed 100 colorful blooms of love sent fresh from the fields.
[03:07:34.341 --> 03:07:39.042]  Guaranteed to stay fresh and beautiful for at least 7 full days for only $19.99.
[03:07:40.343 --> 03:07:43.964]  Remember, flower prices can double, even triple next week.
[03:07:44.204 --> 03:07:46.985]  And this incredible deal expires this Friday.
[03:07:47.145 --> 03:07:50.567]  The only way to get this amazing deal is to visit ProFlowers.com.
[03:07:51.067 --> 03:07:52.949]  It's amazing that you've got 38 million people in California
[03:08:15.532 --> 03:08:17.753]  And you've got the police running scared.
[03:08:17.793 --> 03:08:19.735]  They've now shot up a second vehicle.
[03:08:20.155 --> 03:08:21.836]  First, it was a blue Dodge truck.
[03:08:22.496 --> 03:08:24.197]  The suspect's truck was silver.
[03:08:25.198 --> 03:08:27.159]  Two women in it throwing papers out the back.
[03:08:27.379 --> 03:08:28.620]  You don't know what a paper route is?
[03:08:28.700 --> 03:08:30.541]  Boy, I thought five-year-olds know that.
[03:08:30.561 --> 03:08:32.862]  And I'm not supposed to criticize that.
[03:08:33.363 --> 03:08:38.406]  Well, see, the police are not above being criticized, because if they are, they will turn into tyrants.
[03:08:40.464 --> 03:08:42.745]  And the New York police and others, L.A.
[03:08:42.785 --> 03:08:44.805]  police, when they do stuff like this, they need to be criticized.
[03:08:45.405 --> 03:08:47.486]  And by the way, the police chief of L.A.
[03:08:47.506 --> 03:08:51.827]  is calling for us to have all our semi-autos taken, and they're introducing legislation to do it.
[03:08:51.887 --> 03:08:56.128]  So, when cops come for your guns, folks, you better start criticizing them.
[03:08:56.148 --> 03:08:58.149]  A lot of folks are like, look, I'll turn my guns in.
[03:08:58.189 --> 03:08:59.309]  If the cops say turn them in, I am.
[03:09:00.288 --> 03:09:03.070]  Worshipping the government is not what an American is supposed to do.
[03:09:03.650 --> 03:09:06.611]  I know that I'm not supposed to have an opinion as an American.
[03:09:06.651 --> 03:09:07.932]  That's called a conspiracy theory.
[03:09:08.792 --> 03:09:11.014]  Anything other than what the government says is a conspiracy theory.
[03:09:11.374 --> 03:09:15.216]  Now if you don't like the TSA grabbing your genitals, they call you a conspiracy theorist.
[03:09:15.256 --> 03:09:15.916]  It's happened to me.
[03:09:16.396 --> 03:09:17.077]  It's happened to others.
[03:09:18.134 --> 03:09:20.415]  Would be like, you know, I don't like pineapple on my pizza.
[03:09:20.615 --> 03:09:21.836]  Why are you a conspiracy theorist?
[03:09:22.216 --> 03:09:23.537]  Well, no, I just don't want pineapple.
[03:09:23.937 --> 03:09:26.139]  Oh my gosh, he thinks he doesn't like pineapple.
[03:09:26.479 --> 03:09:29.841]  Having a view is now a conspiracy theory.
[03:09:30.161 --> 03:09:30.641]  You understand.
[03:09:31.342 --> 03:09:34.603]  Now, they are just going crazy in fear.
[03:09:34.764 --> 03:09:38.966]  When statistically, I guarantee you cops are dying every couple days because I know the Texas statistics.
[03:09:39.286 --> 03:09:42.528]  California, Texas is like 38 million, almost 30 million.
[03:09:42.868 --> 03:09:44.229]  California is 38 million.
[03:09:44.249 --> 03:09:45.830]  We count the illegal aliens, 50 million.
[03:09:46.330 --> 03:09:47.051]  I mean, come on.
[03:09:47.791 --> 03:09:50.754]  I mean, right there, you're gonna have cops dying all the time in car wrecks.
[03:09:50.814 --> 03:09:52.275]  Are they not on the road in fear?
[03:09:52.876 --> 03:09:55.298]  Yes, you randomly may get shot by this guy.
[03:09:55.538 --> 03:09:57.760]  So they're not doing motorcycle foot patrols.
[03:09:58.941 --> 03:09:59.422]  What's next?
[03:09:59.482 --> 03:10:00.563]  Get out of your uniforms?
[03:10:00.823 --> 03:10:01.764]  That's next, folks.
