[00:00:00.149 --> 00:00:02.172]  You're listening to GCN.
[02:39:33.685 --> 02:39:34.986]  I remember as a child,
[02:39:35.626 --> 02:39:48.591]  I mean, I'm old, so, you know, going into the basement and kneeling against a wall and making us pray, and I looked at my friend, and he's like, you know, fifth grade, I don't know, really young kid saying, what are they talking about?
[02:39:49.051 --> 02:39:51.292]  You know, this isn't going to do anything.
[02:39:51.412 --> 02:39:53.753]  And I knew that as a child.
[02:39:54.433 --> 02:40:01.036]  But they're reshaping language and making, and it's a soft dictatorship.
[02:40:01.576 --> 02:40:18.978]  We this country literally by definition is a fascist country now because it's a it's a country for the corporation not the individual as defined by Mussolini and if you look at every Supreme Court decision in memory every time there's a lawsuit against a corporation or a landlord or a boss
[02:40:20.319 --> 02:40:36.956]  The corporation went the individual rarely wins and that's why I think the government's getting a little scared because people are outraged and you know the gun issue is an issue that everyone is emotional about and has feelings about and
[02:40:37.837 --> 02:40:41.259]  You can't demonize every single person who owns a gun.
[02:40:41.639 --> 02:40:45.021]  First of all, it's physically impossible to take guns away from everyone.
[02:40:45.462 --> 02:40:47.683]  And second of all, everyone has the right.
[02:40:47.883 --> 02:40:54.467]  I mean, it's a question of the permutations of the law and to what degree the government can impose its will.
[02:40:54.847 --> 02:40:56.689]  And I'll tell you one more thing, Alex, if I may.
[02:40:57.189 --> 02:41:00.993]  One of the most important things about this country is the right to privacy.
[02:41:01.574 --> 02:41:09.982]  Jefferson and Adams, particularly Jefferson, that is something I personally cherish, you know, and I cherish it for my
[02:41:10.462 --> 02:41:12.263]  Family and, you know, the Godfather.
[02:41:12.723 --> 02:41:19.545]  You know, when Michael says to... First, Don Corleone says to Sonny, never tell anyone outside the family what you're thinking.
[02:41:20.065 --> 02:41:20.605]  You know what I mean?
[02:41:20.705 --> 02:41:22.145]  And now Google is our family?
[02:41:22.365 --> 02:41:24.266]  We're supposed to tell them what we're thinking?
[02:41:24.306 --> 02:41:29.748]  This faceless, corporate, fascist entity that's not even a corporation anymore.
[02:41:30.128 --> 02:41:30.928]  It's a monster.
[02:41:32.697 --> 02:41:35.519]  I guess they're going to cut off my Skype or something.
[02:41:35.840 --> 02:41:37.221]  No, no, I totally agree with you.
[02:41:37.361 --> 02:41:38.782]  Your Skype did break up for a moment.
[02:41:39.523 --> 02:41:40.623]  Richard Belzer is our guest.
[02:41:41.064 --> 02:41:43.706]  Let me just give you an example of what you're talking about, my listeners.
[02:41:44.066 --> 02:41:45.788]  Punch my computer up on screen, please.
[02:41:46.388 --> 02:41:53.093]  New York Times, two hours ago, Monsanto wins case on genetically altered soybeans.
[02:41:53.153 --> 02:41:57.197]  Now you read the first paragraph and it says, oh well,
[02:41:59.008 --> 02:42:05.917]  They won a victory saying farmers can't mix their seeds in with other seeds and say they own it.
[02:42:06.197 --> 02:42:11.504]  But that's not actually what the case was because I've been following it for two years and had the lawyers on about it.
[02:42:12.685 --> 02:42:15.088]  Plants don't have one daddy, one mommy.
[02:42:15.950 --> 02:42:21.331]  Plants can be one-tenth of one percent another plant of the same, you know, general variety.
[02:42:21.671 --> 02:42:40.695]  And so Monsanto pollen, whether it's corn, soybean, you name it, blows around and you get some of its genetics into other people and they can go prove, I bought my seeds here, they're heirloom, they're not Monsanto, almost every Mexican corn variety, there's thousands, has been infected by one form of BT corn.
[02:42:41.175 --> 02:42:49.220]  Now, Monsanto then goes and sues the Mexican farmers, sues the canola farmers in Canada, sues the soybean farmers in North Dakota.
[02:42:49.761 --> 02:42:51.442]  They go and pull the plant, test it.
[02:42:51.862 --> 02:42:55.244]  They go on your property and say, it's 1% Monsanto.
[02:42:55.504 --> 02:42:56.945]  You go, but I bought the seeds.
[02:42:56.985 --> 02:42:57.806]  Well, it doesn't matter.
[02:42:58.066 --> 02:43:02.669]  You infringed on our patent when they're the ones that have dumped toxic waste on you.
[02:43:03.109 --> 02:43:03.990]  The Supreme Court
[02:43:04.890 --> 02:43:19.681]  Rules, they can do this and then sue you when they contaminate you or their seeds get in grain elevators mixed in and then the article deceives and makes it sound like the people were stealing Monsanto seeds.
[02:43:19.961 --> 02:43:21.963]  Now is that not, Richard, incredible?
[02:43:22.543 --> 02:43:25.345]  Well, to patent food, Alex?
[02:43:26.066 --> 02:43:28.788]  You know, that's when riots start.
[02:43:29.268 --> 02:43:31.470]  When you start controlling food?
[02:43:31.490 --> 02:43:36.374]  I mean, this is really... It's like with the stem cell research.
[02:43:37.394 --> 02:43:47.282]  I don't think there's anything wrong if a woman gives birth and she donates her umbilical cord and someone can use the cells from that to regenerate their heart
[02:43:47.802 --> 02:43:50.583]  Or to help, you know, an injured spine.
[02:43:50.884 --> 02:43:51.944]  There's nothing wrong with that.
[02:43:52.244 --> 02:43:56.166]  But you know, in America, in this country, there's five patents on stem cells.
[02:43:56.586 --> 02:43:58.147]  You can't use the whole stem cell.
[02:43:58.347 --> 02:43:59.688]  You can only use factors of it.
[02:43:59.988 --> 02:44:06.732]  It's crazy how these corporations are actually getting into our cells, into our food.
[02:44:07.052 --> 02:44:08.172]  Oh, it's worse than that, Richard?
[02:44:08.232 --> 02:44:09.993]  As you know, they ruled, what, six years ago.
[02:44:10.073 --> 02:44:10.874]  People can type it in.
[02:44:11.394 --> 02:44:13.135]  People will go in for cancer gene treatment.
[02:44:14.036 --> 02:44:19.060]  And they'll say, oh, well, you gave a blood donation at this blood bank 20 years ago.
[02:44:19.100 --> 02:44:20.021]  A company bought that.
[02:44:20.502 --> 02:44:25.606]  They type tested and then patented your individual protein structures.
[02:44:25.906 --> 02:44:29.169]  You have to pay $100,000 extra to have this now.
[02:44:29.489 --> 02:44:30.570]  They own your genetics.
[02:44:31.391 --> 02:44:47.505]  Yeah, there's a famous case of a woman who was used, I mean, they used her blood and it was used in a way that it was introduced into, and so in fact thousands of other people have an element from this woman's blood.
[02:44:47.525 --> 02:44:50.707]  They didn't tell her, they didn't tell her family, they only found out later.
[02:44:51.128 --> 02:44:58.254]  God knows what, you know, if you, if God forbid, if you have to go in a hospital, you know, they draw your blood and they take tests, where does that information go?
[02:44:59.332 --> 02:45:10.457]  And Alex, I don't mean to be morbid, but my sister-in-law went into the hospital last November and died of something she didn't go in for.
[02:45:10.477 --> 02:45:25.323]  It's like she got an infection in the hospital, and I wanted my brother to sue, and on the death certificate it said, unidentifiable, undiagnosable causes.
[02:45:26.167 --> 02:45:30.532]  How dare they to protect themselves from libel?
[02:45:31.252 --> 02:45:36.318]  So, these people are lawyered up, they twisted the law on torture.
[02:45:37.339 --> 02:45:38.960]  Exactly, so where does it all go?
[02:45:39.020 --> 02:45:43.485]  We're ready to give up all our rights because of three people dead at the stage Boston bombing.
[02:45:44.468 --> 02:45:49.834]  You've got a government with a history of it, but then it's bad to say, hey, they may have done it again, even though they're known perpetrators.
[02:45:50.455 --> 02:45:52.457]  And then you've got, let's be conservative.
[02:45:52.958 --> 02:45:53.178]  Sure.
[02:45:53.719 --> 02:46:00.026]  Half a million people dying from flesh eating bacteria or hospital staff infections a year in this country alone.
[02:46:00.407 --> 02:46:00.967]  It's growing.
[02:46:01.428 --> 02:46:03.470]  You've got from one in twenty five thousand
[02:46:04.271 --> 02:46:05.192]  And of course, my number's higher.
[02:46:05.212 --> 02:46:09.954]  They say like two hundred and something thousand die from it, but the numbers I'm getting is they keep lying on the certificates.
[02:46:09.974 --> 02:46:11.054]  It may be three times higher.
[02:46:11.074 --> 02:46:13.736]  So when I say five hundred thousand, the number may be like a million.
[02:46:13.976 --> 02:46:16.097]  It's kind of like adverse effects from vaccines.
[02:46:16.117 --> 02:46:17.377]  Maybe one report out of a hundred.
[02:46:17.758 --> 02:46:25.902]  So they say it's two hundred ninety something thousand from flesh eating bacteria or other infections that are caused by these hospitals.
[02:46:26.282 --> 02:46:27.442]  So let's just say it's a million.
[02:46:27.462 --> 02:46:28.363]  I just said five hundred.
[02:46:28.383 --> 02:46:29.343]  People say, where do you get these numbers?
[02:46:29.663 --> 02:46:30.824]  But it expands on that.
[02:46:31.244 --> 02:46:42.157]  You've got hundreds of thousands from drug interactions, hundreds of thousands from mistakes, but no one's fear-mongering, hey, the hospital's deadly dangerous, they're not going to fix the problems, they just paper over it.
[02:46:42.217 --> 02:46:49.965]  So how far can the BS go when the establishment's lawyered up, but that still won't protect them from reality?
[02:46:50.566 --> 02:46:57.658]  Well, this is why our heads are exploding, Alex, because we know that people are giving up their freedom unknowingly.
[02:46:58.099 --> 02:46:59.521]  People are self-censoring.
[02:46:59.561 --> 02:47:01.444]  That's the most chilling kind of censorship to me.
[02:47:01.785 --> 02:47:04.109]  When you think of something, you say, well, I better not say it.
[02:47:04.984 --> 02:47:05.885]  Self-censorship?
[02:47:06.385 --> 02:47:08.966]  That's how scary things are, how repressive.
[02:47:09.466 --> 02:47:22.393]  But fortunately we have the internet and you have, you know, you have your show and you're reaching millions of people and we just have to keep beating the drums and protecting our families and getting real personal because the macrocosm is so overwhelming.
[02:47:22.433 --> 02:47:25.175]  People, people, it's so complex and overwhelming.
[02:47:25.655 --> 02:47:26.376]  Absolutely, absolutely.
[02:47:26.476 --> 02:47:35.261]  Look, when you wake up at 7am or 6am, whatever it is, and you're lying there awake, or when you're, you know, get home at night and you're laying in bed, you're meditating, you're thinking,
[02:47:50.129 --> 02:47:52.730]  Where do you see things going in your mind's eye?
[02:47:52.770 --> 02:47:55.671]  You know, 35, 40 years of researching this.
[02:47:56.151 --> 02:47:57.472]  Where do you think it's going?
[02:47:58.312 --> 02:48:09.356]  You know, I have to tell you, Alex, I am almost at a loss for words because I'm deep into my Kennedy research and I'm finding things out that I thought I, you know, should have known.
[02:48:09.777 --> 02:48:15.559]  And now this stuff is all piling up and it seems like things are speeding up towards
[02:48:16.488 --> 02:48:23.514]  Everything that we feared but is disguised through corporations making it soft kill.
[02:48:23.915 --> 02:48:28.459]  I think I see it all going really dark unless
[02:48:29.719 --> 02:48:37.045]  We, the people, are, you know, just shooting back non-violently through information.
[02:48:37.305 --> 02:48:39.126]  Well, see, that's my frustration, exactly.
[02:48:39.306 --> 02:48:58.661]  I feel people calling and thanking me, or you're thanking me, and it's actually torturing me, because I will be calm at night or calm driving into work and have a million points I want to make that are so, you know, piercing and important to warn people, and then I get on air and, you know, and we cover most of it, but still you're on air and you lose, you know, part of your IQ or whatever, but
[02:48:59.361 --> 02:49:00.922]  My point is, we're not doing enough.
[02:49:01.002 --> 02:49:03.403]  I mean, I know this is super dark and bad.
[02:49:03.744 --> 02:49:05.104]  I know it's accelerating.
[02:49:05.565 --> 02:49:11.228]  And I feel like I should be doing more, Richard, but I don't know what that lever is to get us out of this.
[02:49:11.648 --> 02:49:15.510]  And then, as things get confirmed, people say, I bet you're feeling pretty good.
[02:49:15.871 --> 02:49:17.271]  Everything's coming true like you said it would.
[02:49:17.291 --> 02:49:18.312]  And I'm like, no!
[02:49:18.332 --> 02:49:19.733]  Hey, I bet you're feeling good.
[02:49:19.773 --> 02:49:20.713]  Your show's getting bigger.
[02:49:20.954 --> 02:49:23.195]  Hey, Richard, your book's on the New York Times Bestseller.
[02:49:23.655 --> 02:49:24.416]  I bet you're feeling good.
[02:49:24.436 --> 02:49:24.836]  And you're like,
[02:49:25.336 --> 02:49:27.638]  I guess in a way, people are waking up, but no!
[02:49:28.038 --> 02:49:28.759]  No, I mean, why?
[02:49:29.019 --> 02:49:30.481]  It's like... You know what, Alex?
[02:49:30.841 --> 02:49:36.226]  I think part of the solution would be film and documentary.
[02:49:36.246 --> 02:49:39.508]  That's very powerful stuff.
[02:49:43.590 --> 02:49:46.153]  The way to do it is through popular entertainment.
[02:49:46.553 --> 02:49:47.674]  That's how people learn.
[02:49:48.355 --> 02:49:55.424]  And, you know, some documentaries have had some very chilling thin blue line and silence in the house of God.
[02:49:55.464 --> 02:49:57.746]  There's certain documentaries, a fog of war.
[02:49:58.707 --> 02:50:13.236]  So I'm working on one now about the 50th anniversary, but I'm going to tie in the Nazi connection and our history since World War II is going to be very expansive, and I wouldn't mind interviewing you and then you have approval over what I do.
[02:50:13.256 --> 02:50:14.056]  Oh, I don't care, whatever.
[02:50:14.076 --> 02:50:15.257]  No, man, I trust you.
[02:50:15.657 --> 02:50:17.358]  I mean, hell, I let the enemy interview me.
[02:50:17.378 --> 02:50:18.559]  I mean, they're going to do what they're going to do.
[02:50:18.619 --> 02:50:18.879]  No, no.
[02:50:19.179 --> 02:50:19.680]  That's true.
[02:50:20.680 --> 02:50:23.042]  No, but you're doing the right thing.
[02:50:23.102 --> 02:50:31.509]  TV, internet, radio, newsletters, your films, just keep pounding away.
[02:50:31.529 --> 02:50:39.096]  You know, it was a handful of guys in a room that started the American Revolution, and they were all rich, landowners.
[02:50:40.577 --> 02:50:41.678]  But we have technology.
[02:50:41.698 --> 02:50:43.779]  We don't have the millions of dollars and the slaves.
[02:50:44.761 --> 02:50:50.662]  You do have technology as one of our weapons, and you just, you know, loud and clear, loud and clear.
[02:50:50.702 --> 02:50:53.803]  Well, again, freedom for one group at first, then it's spread to others.
[02:50:53.843 --> 02:50:56.384]  That's why freedom is everybody's greatest possession.
[02:50:56.804 --> 02:50:57.984]  Richard Belzer is our guest.
[02:50:58.004 --> 02:51:04.546]  We're kind of doing a ghost dance here on air, but I think this ghost dance is going to turn out good if everybody takes action.
[02:51:07.111 --> 02:51:08.312]  Hi, my name is Steven Heuer.
[02:51:08.472 --> 02:51:11.655]  As a degreed nutritionist, my first priority is for you to get healthy.
[02:51:11.895 --> 02:51:16.559]  That won't happen if I make wrong recommendations or cause you to spend money on supplements you don't need.
[02:51:16.839 --> 02:51:22.824]  After 20 years working with thousands of products and thousands of people, I know, for the most part, what does and does not work.
[02:51:23.184 --> 02:51:28.809]  One World Whey is the first and only unheated whey protein powder from grass-fed cows on the market.
[02:51:28.969 --> 02:51:32.212]  It retains substances that no other whey protein powder has.
[02:51:32.572 --> 02:51:35.613]  These nutritive compounds supply life-giving nutrition.
[02:51:35.973 --> 02:51:38.794]  Your body merely needs the right conditions to make great health happen.
[02:51:39.134 --> 02:51:44.016]  Due to low-quality foods, toxicity, and aging, having great health is more of an effort than ever.
[02:51:44.556 --> 02:51:53.799]  One World Way is the superfood of the century, and when added to your diet, it promotes energy, detoxification, muscle gains, fat loss, and overall radiant health.
[02:51:54.019 --> 02:51:54.440]  Call 888-988-3325.
[02:51:54.500 --> 02:51:54.680]  That's 888-988-3325.
[02:51:54.700 --> 02:51:54.900]  Or visit
[02:52:01.602 --> 02:52:02.943]  OneWorldWay.com.
[02:52:02.963 --> 02:52:04.024]  That's One World.
[02:52:04.384 --> 02:52:06.085]  W-H-E-Y.com.
[02:52:10.768 --> 02:52:14.590]  In the U.S., one in every 50 homes will have a break-in this year.
[02:52:15.831 --> 02:52:17.592]  Burglars call it smash and grab.
[02:52:17.932 --> 02:52:19.193]  Police call it robbery.
[02:52:20.123 --> 02:52:21.485]  We call it avoidable.
[02:52:22.025 --> 02:52:27.632]  We are Fake TV, a simple electronic device that can fool even professional burglars.
[02:52:28.052 --> 02:52:32.978]  Fake TV easily plugs into any outlet and simulates the changing colors of a television.
[02:52:33.458 --> 02:52:39.485]  To a burglar, it looks like someone must be home watching TV, so they'll likely move on to an easier target.
[02:52:40.686 --> 02:52:47.392]  At only $29.95, Fake TV costs less than a month of most alarm monitoring plans and comes with free shipping.
[02:52:47.733 --> 02:52:51.576]  Order your Fake TV by calling 877-5-FAKE-TV or go to Faketv.com.
[02:52:51.676 --> 02:52:52.997]  That's 877-532-5388 or Faketv.com.
[02:52:53.057 --> 02:52:55.119]  Fake TV, the burglar deterrent.
[02:53:06.263 --> 02:53:08.164]  In the last two years alone, the U.S.
[02:53:08.205 --> 02:53:10.106]  has seen huge losses to our food supply.
[02:53:10.346 --> 02:53:15.830]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[02:53:16.591 --> 02:53:19.793]  In 2012, we saw the largest drought in the country in more than 50 years.
[02:53:20.053 --> 02:53:23.776]  You may think out of sight, out of mind, and so you don't think you will be affected.
[02:53:23.936 --> 02:53:25.137]  The fact is, you are.
[02:53:25.337 --> 02:53:26.118]  We all are.
[02:53:26.358 --> 02:53:28.680]  Food shortages drive prices up for everyone.
[02:53:28.960 --> 02:53:37.265]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoods Direct.
[02:53:37.445 --> 02:53:38.666]  Be prepared before you need it.
[02:53:38.846 --> 02:53:42.008]  With nutrient-dense food you can store for up to 25 years.
[02:53:42.308 --> 02:53:44.530]  You can hope for the best, but hope won't feed you.
[02:53:44.670 --> 02:53:49.052]  Do what I've done and get your own supply of the best storable foods out there from eFoods Direct.
[02:53:49.192 --> 02:53:55.056]  Call 800-409-5633 or visit them on the web at eFoodsDirect.com forward slash Alex.
[02:53:55.356 --> 02:53:57.057]  David Bowie bringing us in.
[02:53:57.077 --> 02:53:57.978]  This is not America.
[02:53:57.998 --> 02:54:00.659]  A little piece of me, a little piece of you.
[02:54:00.699 --> 02:54:02.280]  We die for the system.
[02:54:30.114 --> 02:54:33.755]  We die for the system.
[02:54:38.217 --> 02:54:38.697]  Not me.
[02:54:40.177 --> 02:54:40.817]  Richard Belzer.
[02:54:40.837 --> 02:54:43.058]  We're going to do five minutes overdrive and let him get out of here.
[02:54:43.078 --> 02:54:45.719]  And yes, I would love to have Richard Belzer pop in when reporting.
[02:54:45.739 --> 02:54:50.761]  You know, the main reason I got you on, Richard, was to get your take on...
[02:54:52.947 --> 02:54:57.291]  The last time you were on was three, four weeks ago, the day of the London bombings.
[02:54:57.751 --> 02:55:03.496]  Not the London bombings, I'm thinking about 7-7 being a staged event, back when I covered that, where they had a drill.
[02:55:04.016 --> 02:55:04.897]  The Boston bombing.
[02:55:05.798 --> 02:55:07.399]  And we said, watch there be a drill.
[02:55:07.799 --> 02:55:08.940]  Watch there be a standout.
[02:55:09.100 --> 02:55:12.803]  I mean, we said it may be real, but if this happens, look at it.
[02:55:13.144 --> 02:55:16.046]  And then the way the FBI came out and said, don't look at any other photos.
[02:55:16.366 --> 02:55:18.008]  What is your take on the Boston bombing?
[02:55:18.666 --> 02:55:21.246]  Well, it was amazing that we were on the air when it happened.
[02:55:21.867 --> 02:55:33.729]  And, you know, history will not absolve us if we do not forever question, hold accountable, and improve the gift from our forebears, what historians have called our experiment in democracy.
[02:55:33.749 --> 02:55:38.690]  You know, we all have to join in this quest to preserve the very soul of our nation.
[02:55:38.750 --> 02:55:46.731]  So, by you getting castigated for just telling what you saw on the screen when they had their Patsy
[02:55:47.882 --> 02:55:58.867]  There and they called the press and then he disappears and they and they disperse the press and you see guys dressed in classic style in key strategic positions.
[02:55:59.607 --> 02:56:10.792]  You know, you don't have to be a crazy person or detective to see that the government's handling of the information initially and thereafter
[02:56:11.622 --> 02:56:17.427]  Became more and more sparse and condensed and marginalized anything on the edges.
[02:56:17.687 --> 02:56:19.808]  Oh, they were acting desperate and running scared.
[02:56:20.049 --> 02:56:21.209]  Like, don't look at those photos!
[02:56:21.490 --> 02:56:22.430]  Don't look at the drills!
[02:56:22.731 --> 02:56:23.971]  Don't, don't look at anything!
[02:56:24.532 --> 02:56:28.555]  That's, you know, that's like saying don't, you know, don't see this movie and then you go see the movie.
[02:56:29.416 --> 02:56:36.121]  They're, they're inadvertently driving us to find out what they're doing by saying don't look behind the curtain.
[02:56:37.073 --> 02:56:38.294]  You know, there's the paradox.
[02:56:38.994 --> 02:56:41.156]  These are just men and women we're fighting as well.
[02:56:41.656 --> 02:56:44.058]  Most of them are just lazy and go on to get along.
[02:56:44.078 --> 02:56:45.139]  They're compartmentalized.
[02:56:45.879 --> 02:56:48.941]  And we think of the system as invincible and all-powerful.
[02:56:49.442 --> 02:56:55.226]  They're not, but our incredible weakness is what has let this scum take over.
[02:56:55.506 --> 02:56:57.568]  So really, the buck does stop with us.
[02:56:58.288 --> 02:57:09.931]  It does, because they're really good at making the citizenry go after each other over petty political things, when the big picture is, we're all, there's no political party.
[02:57:10.391 --> 02:57:20.734]  You know, this is humanity, we're Americans, and... That's right, we're fighting over gay marriage, regardless of what side you're on, they're purely using it as a political football.
[02:57:21.174 --> 02:57:21.795]  Absolutely.
[02:57:22.075 --> 02:57:22.675]  Both sides.
[02:57:24.412 --> 02:57:30.454]  So they don't have to cover real issues like why is $85 billion a month given to these robber barons and banker bailouts?
[02:57:30.795 --> 02:57:33.156]  Well, like, you know, it was tragic.
[02:57:33.216 --> 02:57:37.077]  Those girls were, you know, kidnapped for 10 years and all.
[02:57:37.377 --> 02:57:40.839]  But that was on the news for 24 hours a day for three days.
[02:57:41.379 --> 02:57:51.423]  You know, I was bumped from interviews and, you know, meanwhile, you got the IRS, you got two wars that are still on, you got all these other things going on.
[02:57:52.624 --> 02:57:58.607]  And the Congress quietly passing a law where they can still do insider trading?
[02:57:58.627 --> 02:58:03.770]  You've got hundreds of thousands of people dying with flesh-eating bacteria, and it's not even an issue.
[02:58:04.611 --> 02:58:12.156]  My best friend, or one of my best friends, long-time childhood friend, went in for a minor deal, got a deadly bacteria, dead 24 hours later total.
[02:58:12.456 --> 02:58:13.476]  I was there when he died.
[02:58:14.197 --> 02:58:14.837]  He was like 33 years old.
[02:58:17.399 --> 02:58:24.983]  And I sat there and I watched him die here in Austin, and they put on the death certificate, you know, something else.
[02:58:25.443 --> 02:58:26.343]  Undiagnosable.
[02:58:26.503 --> 02:58:26.784]  Yeah.
[02:58:27.344 --> 02:58:27.584]  Yeah.
[02:58:28.304 --> 02:58:37.229]  Well, you know, it's really hitting the fan now in a good way, so we have to be extra diligent.
[02:58:37.529 --> 02:58:39.230]  I want to see what else is on your radar screen.
[02:58:39.270 --> 02:58:42.532]  Richard Belzer, the book, Hit List, available at InfoWarsTore.com.
[02:58:42.832 --> 02:58:43.092]  Get it?
[02:58:43.512 --> 02:58:44.073]  It's powerful.
[02:58:48.183 --> 02:58:50.050]  Thank you for listening to GCN.
[02:58:51.615 --> 02:58:53.803]  Visit GCNlive.com today.
[02:58:58.366 --> 02:59:00.006]  And you're subject to other police action.
[02:59:00.827 --> 02:59:01.747]  Tyranny is here.
[02:59:02.087 --> 02:59:05.668]  The grim future foretold in 1984 has become reality.
[02:59:05.728 --> 02:59:08.229]  It really says that the state is God.
[02:59:08.249 --> 02:59:13.710]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:59:14.110 --> 02:59:20.352]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:59:20.772 --> 02:59:26.336]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:59:26.756 --> 02:59:30.439]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:59:30.939 --> 02:59:34.942]  Prepare to enter the secretive world of emergency dictatorship.
[02:59:35.222 --> 02:59:40.726]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[02:59:41.167 --> 02:59:44.169]  It's only the beginning of the New World Order's hellish plan.
[02:59:44.729 --> 02:59:46.150]  The police state isn't coming.
[02:59:46.710 --> 02:59:47.151]  It's here.
[02:59:47.791 --> 02:59:54.818]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:59:57.541 --> 02:59:58.702]  Coast to Coast.
[02:59:59.083 --> 03:00:00.404]  Direct from Austin.
[03:00:01.125 --> 03:00:04.328]  You're listening to the Alex Jones Broadcasting Network.
[03:00:11.345 --> 03:00:15.508]  Big Brother, Mainstream Media, Government Cover-Ups.
[03:00:16.168 --> 03:00:16.968]  You want answers?
[03:00:17.749 --> 03:00:18.670]  Well, so does he.
[03:00:19.310 --> 03:00:22.912]  He's Alex Jones on the GCN Radio Network.
[03:00:23.492 --> 03:00:27.595]  And now, live from Austin, Texas, Alex Jones.
[03:00:29.516 --> 03:00:35.700]  By the way, I get in contact with, from time to time, or run into really interesting people.
[03:00:37.141 --> 03:00:39.963]  And we're probably going to be getting
[03:00:40.888 --> 03:00:41.569]  On the show.
[03:00:44.072 --> 03:00:46.915]  One of the greatest comedic geniuses of all time.
[03:00:46.955 --> 03:00:47.756]  I'll just leave it at that.
[03:00:48.436 --> 03:00:50.178]  Who is a long-time listener of the show.
[03:00:51.505 --> 03:00:54.486]  And, uh, I'm really looking forward to that.
[03:00:55.406 --> 03:01:05.169]  Speaking of comedic genius, not only has he been a journalist, movie star, TV star, Richard Belzer is in Scarface, ladies and gentlemen, as the comedian at the Coco Cabana, or whatever it's called.
[03:01:05.909 --> 03:01:09.230]  Uh, so that right, the Babylon Club, excuse me.
[03:01:09.250 --> 03:01:12.151]  Uh, that's right, the Babylon Club.
[03:01:12.532 --> 03:01:15.933]  So you gotta be envious of that and the whole shootout scene with Tony Montana.
[03:01:16.413 --> 03:01:17.153]  Tony Montana.
[03:01:17.693 --> 03:01:20.134]  Oh my gosh, I mean, how cool is that, getting to work
[03:01:21.909 --> 03:01:24.332]  With the master Oliver Stone that wrote that?
[03:01:25.213 --> 03:01:27.416]  Well, I auditioned for Oliver Stone.
[03:01:27.797 --> 03:01:29.319]  He was the writer, but he was in the room.
[03:01:29.989 --> 03:01:54.936]  When I auditioned for the part with the director and the producer and what it was was it was all these comedians in the waiting room to go in and audition and they were making these comedians do their act and do a joke and so when I went in I said I don't work in offices if you come down to this nightclub I'd be glad to do my act for you and the producer said no no Richard just do your act you know like I saw you doing the club the other I said
[03:01:55.877 --> 03:01:59.902]  With all due respect, this is not where I do my act.
[03:02:00.643 --> 03:02:05.909]  And they were like all looking at each other, and then the next day I got a call that I got the part.
[03:02:06.770 --> 03:02:10.855]  So I'm not advising people to not audition when they audition, but...
[03:02:13.035 --> 03:02:16.256]  Well, you were obviously called there because they already wanted you, and they liked the fact that you went.
[03:02:16.316 --> 03:02:16.556]  No!
[03:02:17.097 --> 03:02:17.757]  Yeah, Marty.
[03:02:17.797 --> 03:02:20.178]  Yeah, Marty, the producer.
[03:02:20.658 --> 03:02:23.139]  You know, I just saw this headline, Alex, which is really funny.
[03:02:23.839 --> 03:02:29.861]  IRS acted alone in targeting criteria for political groups.
[03:02:29.881 --> 03:02:33.543]  Oh, I'm sure they did that all on their own, even though they'd all go to jail if they didn't.
[03:02:34.023 --> 03:02:34.663]  Unbelievable.
[03:02:34.943 --> 03:02:37.384]  Oh, I guess Lee Harvey Oswald acted alone, too.
[03:02:37.404 --> 03:02:38.165]  Yeah, right.
[03:02:38.205 --> 03:02:38.805]  All three of them.
[03:02:42.944 --> 03:02:44.284]  I spoke to Chris the other day.
[03:02:44.304 --> 03:02:49.286]  You know, when Chris Walken works, they give him a phone he can throw away.
[03:02:49.306 --> 03:02:53.227]  So they can just, you know, tell him when to be at work.
[03:02:53.247 --> 03:02:56.088]  Because, as you know, he's not on any Google Map.
[03:02:56.128 --> 03:02:57.268]  He doesn't have a cell phone.
[03:02:57.289 --> 03:02:58.429]  He doesn't have a computer.
[03:02:58.449 --> 03:03:01.890]  I have to call three different numbers to leave him a message.
[03:03:03.641 --> 03:03:04.561]  Which I think is cool.
[03:03:04.641 --> 03:03:11.684]  He's the only person on earth I know that's not a... Well, obviously he's super politically, you know, wired and knows what's going on, but he's super private.
[03:03:12.204 --> 03:03:13.905]  I don't want you to give up any state secrets here.
[03:03:13.925 --> 03:03:18.407]  We could put video of you guys on the show for TV viewers last time you were on two times ago.
[03:03:18.827 --> 03:03:20.568]  But... He's unpolitical.
[03:03:20.608 --> 03:03:23.849]  The point is, it's like every time I start ranting, and I, you know, I've known Chris
[03:03:24.469 --> 03:03:25.069]  We're good.
[03:03:41.995 --> 03:03:45.658]  I agree with him, but it's getting worse now and we're approaching a Stalin or Hitler level deal.
[03:03:57.688 --> 03:03:58.849]  Human nature is the same.
