[00:00:06.659 --> 00:00:07.920]  They fled from tyranny.
[01:04:47.017 --> 01:04:47.297]  government.
[01:04:47.597 --> 01:04:52.399]  They are unusually heavily armed, blinded by an incredible hatred, often motivated by religious zeal.
[01:04:52.419 --> 01:04:53.960]  And it's got the Southern Poverty Law Center report.
[01:04:53.980 --> 01:04:54.420]  Christians.
[01:04:54.860 --> 01:04:55.781]  They are not jihadists.
[01:04:55.801 --> 01:05:00.063]  They are white, right-wing Americans, nearly all of which have obsessive attachment to guns.
[01:05:00.103 --> 01:05:01.323]  No, we know when they come for that.
[01:05:01.363 --> 01:05:02.464]  That's the canary in the coal mine.
[01:05:03.304 --> 01:05:08.007]  Uh, who may represent a greater danger to the lives of American civilians than international terrorists.
[01:05:08.027 --> 01:05:19.914]  And then it goes on to say that, you know, uh, we need to have the federal government and the task force, which they've already got going, it's now flipping it, deal with these domestic groups because they are a bigger threat than foreign terrorists.
[01:05:19.934 --> 01:05:20.615]  That's at the end.
[01:05:21.015 --> 01:05:27.379]  And it goes on, it says, how can we reverse, what can be done to reverse this tide of belligerent ignorance?
[01:05:27.459 --> 01:05:29.340]  And it says, federal task forces.
[01:05:30.061 --> 01:05:35.968]  So, so, so, I mean, this is literal, we knew this was going on behind the scenes, nothing about Al Qaeda.
[01:05:36.208 --> 01:05:36.369]  Right.
[01:05:36.409 --> 01:05:42.136]  Christians, gun owners, libertarians, returning veterans, who've gone and done their dirty work, we're done with you, robots are here now.
[01:05:42.556 --> 01:05:44.679]  Like, I've talked to Marines, I've talked to a Marine Corps colonel.
[01:05:44.699 --> 01:05:45.600]  That's exactly it.
[01:05:45.680 --> 01:05:48.063]  Who told me Ed Urban Warrior
[01:05:49.537 --> 01:05:56.100]  Thirteen years ago in Oakland, he said, listen, he goes, you think that robot, they had a Hyundai drive in with a 50 Cal, it targets off sound and movement.
[01:05:56.120 --> 01:05:56.800]  There's no humans.
[01:05:57.201 --> 01:05:59.562]  You know, there's humans driving it from a satellite wherever they want.
[01:05:59.822 --> 01:06:01.042]  They had guys, they're doing it by hand.
[01:06:01.322 --> 01:06:03.784]  And it then takes out practicing, you know, the American people.
[01:06:04.484 --> 01:06:05.484]  And I know I'm ranting here.
[01:06:05.504 --> 01:06:07.205]  No, you're not.
[01:06:07.745 --> 01:06:10.047]  But he said, listen, Alex, he goes, I know what you're doing.
[01:06:10.087 --> 01:06:11.027]  He goes, you have no idea.
[01:06:11.047 --> 01:06:12.808]  This is when our cameras are off and everything's happening.
[01:06:13.408 --> 01:06:15.729]  And he goes, there's stuff I can't tell you about.
[01:06:15.769 --> 01:06:16.949]  He goes, it's right out of Terminator.
[01:06:17.349 --> 01:06:19.670]  And he said, there's stuff for PSYOPs, you name it.
[01:06:19.690 --> 01:06:20.590]  And I said, well, like, what is it?
[01:06:20.990 --> 01:06:24.431]  And he just said, well, this is about 20, 30 years behind what you're seeing here.
[01:06:24.551 --> 01:06:26.412]  And of course, now all that's coming out.
[01:06:26.572 --> 01:06:27.032]  It is.
[01:06:27.312 --> 01:06:38.996]  But the issue is, I then talked to some other people in the military, and for PSYOPs, they have the eaters that eat the flesh and things and then biomechanically feed themselves.
[01:06:40.342 --> 01:06:57.155]  They have them just like out of the movie Terminator, except they're on wheels, but they have like skull heads and things just to terrorize people, because they've done tests with those in simulations on the bases with role players that sign national security, like actors and people, and now they're doing drills.
[01:06:57.275 --> 01:07:04.901]  I was told this before it came out in the news, where the troops were saying, why are we practicing mowing down people in football jerseys, Dallas Cowboy jerseys, and John Deere hats?
[01:07:05.061 --> 01:07:10.245]  Because it was all white, like 90% white guys wearing John Deere hats, farmers, grandpas.
[01:07:10.285 --> 01:07:21.000]  Some other military people I was talking to were telling me, I don't know, a few years ago now, maybe three years ago, that we're having all these drills where we practice mowing down people that look like mainline U.S.
[01:07:21.020 --> 01:07:24.064]  citizens and mainly white kind of good old boys, like ranchers and people.
[01:07:25.137 --> 01:07:29.178]  John Deere hats, which, because they heard me talk about all the drills I've been to, that's mainly who it was.
[01:07:30.138 --> 01:07:35.399]  And, you know, we're not taking our guns, this is America, I have that on footage in my Police State 2000 film and others.
[01:07:35.419 --> 01:07:46.461]  And they said, listen, because people complained about that, because of your films and other things, we now train with the same people, but dressed up with green makeup and stuff, and we practice mowing them down saying they're zombies.
[01:07:47.221 --> 01:07:51.122]  And at that point, I'm talking to a military guy who just retired, okay, he was pretty high level.
[01:07:53.838 --> 01:07:54.098]  I don't
[01:08:08.735 --> 01:08:10.837]  If they did that normally, it'd be a wake-up call.
[01:08:10.877 --> 01:08:14.980]  You call it a fun drill and they're zombies, it's dehumanizing.
[01:08:15.040 --> 01:08:19.863]  But they're wearing Dallas Cowboy jerseys and the caps, now they're just subhuman.
[01:08:20.424 --> 01:08:22.445]  And then that all came out in the news a few months ago.
[01:08:23.906 --> 01:08:24.727]  It just blows me away.
[01:08:24.747 --> 01:08:27.910]  When I went to nurse in San Antonio, 15, 16 years ago, they gave me documents.
[01:08:27.930 --> 01:08:29.231]  They were taking blood from babies at birth.
[01:08:29.571 --> 01:08:30.072]  I made calls.
[01:08:30.092 --> 01:08:31.373]  They were like, how do you have those documents?
[01:08:31.633 --> 01:08:32.334]  People didn't believe me.
[01:08:32.394 --> 01:08:33.095]  Came out a few years ago.
[01:08:33.115 --> 01:08:33.535]  It was true.
[01:08:34.156 --> 01:08:35.156]  I can't even believe this.
[01:08:35.257 --> 01:08:36.197]  You can't even believe it.
[01:08:36.478 --> 01:08:38.640]  The reality is so... There it is.
[01:08:38.660 --> 01:08:40.241]  Zombie shoes for counter-terrorism training.
[01:08:40.581 --> 01:08:41.502]  San Diego event.
[01:08:41.522 --> 01:08:41.662]  See?
[01:08:42.723 --> 01:08:44.366]  I mean, this, and look, who is that?
[01:08:44.386 --> 01:08:45.527]  That's men, women, and children.
[01:08:45.727 --> 01:08:47.329]  The DHS paper targets.
[01:08:47.349 --> 01:08:49.853]  Two million dollars worth of five-year-old kids to shoot them.
[01:08:50.093 --> 01:08:51.635]  Tex, I mean, this is a nightmare.
[01:08:51.655 --> 01:08:51.995]  Go ahead.
[01:08:52.196 --> 01:08:58.784]  Talk about the spirit of these devil men, these Illuminati, and then seriously, because I know you're telling me, go ahead and talk, but I want to hear what you have to say.
[01:08:59.325 --> 01:09:00.306]  Go through all your slides.
[01:09:00.346 --> 01:09:00.827]  It's amazing.
[01:09:01.147 --> 01:09:03.589]  Well, one of the things that people would say is, well, why?
[01:09:03.709 --> 01:09:04.669]  Why are they doing this?
[01:09:04.689 --> 01:09:08.612]  You know, why do they hate human beings so much?
[01:09:09.152 --> 01:09:15.817]  Well, you know, I would go to the Old Testament where it says, where God actually said, all those who hate me love death.
[01:09:16.517 --> 01:09:18.959]  All those who hate me love death.
[01:09:19.219 --> 01:09:20.420]  It was during the French Revolution.
[01:09:20.440 --> 01:09:21.981]  They call it the Terror.
[01:09:22.501 --> 01:09:28.826]  In the Communist Revolution of 1917 all the way up to 1984, they call it the Red Terror.
[01:09:29.806 --> 01:09:32.128]  And now they use Al-Qaeda they run to be our new terror.
[01:09:32.168 --> 01:09:39.873]  Yeah, but Al-Qaeda can be our friend or our enemy, depending on what suits their purposes.
[01:09:41.857 --> 01:09:43.878]  Let's just look, for example, at jobs.
[01:09:44.478 --> 01:09:49.581]  You know, depopulation is their tactic, their strategy.
[01:09:50.161 --> 01:09:50.842]  You say, why?
[01:09:51.402 --> 01:09:53.743]  We have plenty of places that are unpopulated on the earth.
[01:09:54.003 --> 01:09:57.345]  We don't really have a population problem, but we do.
[01:09:57.405 --> 01:09:58.426]  Let me explain this to you.
[01:09:58.866 --> 01:10:00.347]  Foxconn is the largest...
[01:10:01.207 --> 01:10:02.107]  ...corporation in the world.
[01:10:02.127 --> 01:10:03.088]  It's a Chinese group.
[01:10:03.248 --> 01:10:04.628]  Guys, pull up Suicide Nets.
[01:10:04.648 --> 01:10:05.308]  Just type it in.
[01:10:05.369 --> 01:10:05.889]  It's incredible.
[01:10:05.909 --> 01:10:06.449]  Go ahead.
[01:10:06.469 --> 01:10:08.350]  Now, Al Gore runs it, so it's okay.
[01:10:08.390 --> 01:10:08.810]  Well, yeah.
[01:10:08.850 --> 01:10:12.111]  Well, Foxconn has millions of employees.
[01:10:12.131 --> 01:10:15.532]  Has one company that has 420,000 workers.
[01:10:16.092 --> 01:10:16.993]  Huge combines.
[01:10:17.193 --> 01:10:17.793]  What do they make?
[01:10:17.833 --> 01:10:19.894]  They make all the iPhones that are made.
[01:10:20.154 --> 01:10:22.535]  All the millions of iPhones we have in America.
[01:10:22.555 --> 01:10:22.995]  Slaves.
[01:10:23.015 --> 01:10:23.155]  Yeah.
[01:10:23.175 --> 01:10:24.295]  Well, it is slave labor.
[01:10:24.315 --> 01:10:24.955]  I think they make $1.67 a day.
[01:10:26.956 --> 01:10:28.778]  They live in dinky little rooms.
[01:10:28.818 --> 01:10:30.599]  They work six or seven days a week.
[01:10:30.980 --> 01:10:31.860]  They have no unions.
[01:10:31.880 --> 01:10:32.621]  They have nothing.
[01:10:33.282 --> 01:10:51.457]  And, you know, the people are so driven, the peasants that they bring in to do these jobs, to do these, you know, labor-intensive jobs, are so stricken with being a slave laborer to being a drone, you might say, that they literally go to the top of the building, jump off, and kill themselves.
[01:10:51.877 --> 01:10:55.380]  The building supervisors have had to put
[01:10:55.880 --> 01:10:56.000]  Yes.
[01:11:19.479 --> 01:11:20.840]  Let's abort that ugly black baby.
[01:11:20.880 --> 01:11:22.761]  I'm sure you've seen that clip of the abortionary guy.
[01:11:22.861 --> 01:11:24.823]  And what he does is like, oh, that's liberal.
[01:11:25.443 --> 01:11:28.265]  And you're racist for not wanting to abort the black baby.
[01:11:28.665 --> 01:11:31.406]  I mean, it's like a weird... What are liberals?
[01:11:31.426 --> 01:11:32.607]  Because they're not liberals.
[01:11:32.647 --> 01:11:33.648]  They're sick weirdos.
[01:11:34.148 --> 01:11:36.009]  Well, they are sick weirdos.
[01:11:36.029 --> 01:11:37.570]  I don't even call them liberals anymore.
[01:11:38.550 --> 01:11:42.893]  You know, Obama has Hispanics, blacks, and liberals.
[01:11:43.633 --> 01:11:48.475]  Homosexuals, you know, the whole range of people that are just strange.
[01:11:48.515 --> 01:11:49.536]  The Hollywood crowd.
[01:11:51.137 --> 01:11:53.818]  Now, I want to... I'm sorry, I interrupted.
[01:11:53.838 --> 01:11:55.359]  Go back to Foxconn.
[01:11:55.499 --> 01:11:55.839]  Okay.
[01:11:56.259 --> 01:11:57.740]  Foxconn is the largest company.
[01:11:57.780 --> 01:11:58.601]  What they do is make
[01:11:59.381 --> 01:12:00.122]  We're good to go.
[01:12:21.124 --> 01:12:22.545]  ...are incredibly unhappy.
[01:12:23.025 --> 01:12:24.746]  They realize they're being used for slaves.
[01:12:24.766 --> 01:12:25.707]  They're killing themselves.
[01:12:26.067 --> 01:12:27.828]  They're claiming they're going to have mass suicides.
[01:12:28.028 --> 01:12:29.549]  This is embarrassing for Apple.
[01:12:29.789 --> 01:12:36.393]  So Apple got together with Foxconn, this huge Chinese conglomerate, says, what are we going to do about that?
[01:12:36.593 --> 01:12:38.054]  I'll tell you what they decided to do about it.
[01:12:38.434 --> 01:12:40.455]  They're going to go out and get four million robots.
[01:12:40.475 --> 01:12:41.515]  That's what they said, yeah.
[01:12:41.536 --> 01:12:42.376]  Four million robots.
[01:12:42.556 --> 01:12:43.857]  They've already got a million there.
[01:12:44.177 --> 01:12:45.638]  And it works out great for them.
[01:12:46.158 --> 01:12:46.438]  Why?
[01:12:46.918 --> 01:12:48.959]  Because human beings have to take leave.
[01:12:48.979 --> 01:12:49.879]  They have to take breaks.
[01:12:49.899 --> 01:12:50.640]  They get sick.
[01:12:50.980 --> 01:12:51.960]  They want days off.
[01:12:52.000 --> 01:12:53.521]  Why the future doesn't need us?
[01:12:53.621 --> 01:12:55.262]  Yeah, but why the future doesn't need us?
[01:12:55.622 --> 01:12:57.382]  They've already got a million robots.
[01:12:57.462 --> 01:13:00.844]  It's working out so good that iPhone said, you know what?
[01:13:00.944 --> 01:13:03.625]  Apple said, well, we can bring one of our plants back here.
[01:13:03.925 --> 01:13:06.406]  We can have the robots work in America.
[01:13:06.986 --> 01:13:07.906]  As well as, here's the problem.
[01:13:07.966 --> 01:13:09.627]  And people say, well that's just the future.
[01:13:09.667 --> 01:13:13.908]  The problem is it's been engineered by a dark force with an evil architecture.
[01:13:13.928 --> 01:13:14.268]  Go ahead.
[01:13:14.708 --> 01:13:15.769]  Well, what do you do?
[01:13:16.369 --> 01:13:18.830]  China, Red China, has a billion people.
[01:13:19.150 --> 01:13:20.170]  They need jobs.
[01:13:20.710 --> 01:13:21.651]  These were jobs.
[01:13:22.251 --> 01:13:24.151]  As bad and awful as they were, they're jobs.
[01:13:24.592 --> 01:13:25.912]  Now they're all being laid off.
[01:13:26.252 --> 01:13:28.854]  They're being told you complain, we'll replace you with a robot.
[01:13:28.874 --> 01:13:31.337]  Guys, pull up Foxconn replacing people with robots.
[01:13:31.817 --> 01:13:32.157]  Go ahead.
[01:13:32.498 --> 01:13:33.719]  And it's an amazing thing.
[01:13:33.739 --> 01:13:35.520]  They already have a million robots.
[01:13:35.540 --> 01:13:36.681]  Where did they get the robots from?
[01:13:36.921 --> 01:13:43.227]  They got them from FANUC Corporation, which is the largest industrial automation company in the world.
[01:13:43.867 --> 01:13:46.830]  FANUC uses robots to make robots.
[01:13:47.431 --> 01:13:49.612]  In fact, they say that's the goal now.
[01:13:50.733 --> 01:13:53.736]  General Electric, all of them, is to have robots that work on robots that work on robots.
[01:13:53.756 --> 01:13:54.977]  And I've already talked to top engineers.
[01:13:55.378 --> 01:13:58.000]  With the computers, no one engineer knows how it works.
[01:13:58.440 --> 01:14:00.462]  In fact, it's almost like a ghost in the machine now.
[01:14:00.822 --> 01:14:01.823]  It's just working.
[01:14:02.844 --> 01:14:06.587]  And the algorithms and the humans are already removing ourselves.
[01:14:06.627 --> 01:14:09.330]  And if the globalists think they're going to control this, they're wrong.
[01:14:09.750 --> 01:14:10.311]  Absolutely.
[01:14:10.551 --> 01:14:11.512]  So what's Satan's plan?
[01:14:11.852 --> 01:14:15.778]  Well, you know, you say Satan, he's using human beings today.
[01:14:15.798 --> 01:14:17.060]  To build our own destruction.
[01:14:17.120 --> 01:14:17.701]  He's right there.
[01:14:18.061 --> 01:14:22.207]  Well, they realize that human beings are not going to be needed.
[01:14:22.828 --> 01:14:24.751]  You see, we now have unemployment.
[01:14:25.132 --> 01:14:26.774]  It is a structural unemployment.
[01:14:28.036 --> 01:14:36.749]  And so, as robots become more and more intelligent, in the next 10, 15, 20 years, robots will be working at McDonald's.
[01:14:36.789 --> 01:14:37.970]  They'll be driving taxis.
[01:14:38.291 --> 01:14:39.312]  They'll be everywhere.
[01:14:39.372 --> 01:14:40.354]  It'll be ubiquitous.
[01:14:40.594 --> 01:14:42.056]  What do you do with all the people?
[01:14:42.637 --> 01:14:52.700]  Well, and that's why they're rolling, I was about to say, get to the punchline here, that's why they're rolling out militarized things to scare you so you feel okay when the sweet ones come along.
[01:14:53.020 --> 01:15:05.543]  It's all a bait and switch, oh look all the dangerous ones, you're gonna accept that, oh well these are the sweet ones, well the little sweet one, Japan's already put up sentinel robots as a test that look like police but actually just camera platforms and
[01:15:06.443 --> 01:15:09.685]  When you get into all of that, it brings up so many points, Tex.
[01:15:11.486 --> 01:15:13.868]  Here's my final point, and I want your take on this, and then roll with it.
[01:15:14.688 --> 01:15:16.709]  Here's what blows me away and makes me so upset.
[01:15:16.729 --> 01:15:19.031]  I've seen the actuaries.
[01:15:19.051 --> 01:15:19.851]  They've done breakdowns.
[01:15:20.011 --> 01:15:26.255]  If they would just pay those people three, four dollars an hour, actually the manufacturing, the components is what cost it.
[01:15:26.536 --> 01:15:29.117]  The assembly humans are doing is a tiny part of it.
[01:15:29.537 --> 01:15:33.480]  Just a fraction of them giving up their hundreds of billions in profit
[01:15:33.860 --> 01:15:39.043]  For Al Gore, who runs it all at Apple on their board, he's the real head honcho and works with the Communist Chinese.
[01:15:39.583 --> 01:15:57.613]  They could lift up all of China, build a livable infrastructure, empower those people for a future, but instead they've actuaried it to make it slave labor, to make it hellish, to have it be... I mean, it is designed to destroy America and Europe and leverage us out while annihilating the poor Chinese.
[01:15:57.913 --> 01:16:00.635]  So what I'm saying is it's all done diabolically
[01:16:01.095 --> 01:16:04.338]  Yeah, and then we've got to see them parade around saying it's liberal.
[01:16:04.559 --> 01:16:04.859]  Go ahead.
[01:16:05.379 --> 01:16:07.301]  Well, so you got to the key though.
[01:16:07.321 --> 01:16:08.563]  You were saying they're not going to need us.
[01:16:08.603 --> 01:16:08.923]  Go ahead.
[01:16:09.243 --> 01:16:10.284]  No, they're not going to need us.
[01:16:10.304 --> 01:16:13.227]  As time goes on, we're going to have more and more people out of work.
[01:16:14.569 --> 01:16:17.191]  I expect that we'll have, you know, now we have what, 8%, 7 or 8%.
[01:16:17.231 --> 01:16:17.612]  We'll have 10%, 20%, 30%.
[01:16:22.886 --> 01:16:24.708]  People are now being offered freebies.
[01:16:24.748 --> 01:16:25.889]  We can't give you a job.
[01:16:26.169 --> 01:16:28.171]  Well, we'll get you a phone.
[01:16:28.211 --> 01:16:29.192]  We'll pay your rent.
[01:16:29.512 --> 01:16:30.573]  We'll give you food stamps.
[01:16:30.593 --> 01:16:33.155]  We now have almost 50 million people on food stamps.
[01:16:33.475 --> 01:16:35.036]  They're going to continue those programs.
[01:16:35.417 --> 01:16:37.879]  But eventually they will say, what are we doing this for?
[01:16:39.361 --> 01:16:44.484]  Now that we've got this military-industrial complex so set up that everyone is in a prison.
[01:16:44.904 --> 01:16:46.645]  We've got drones watching everybody.
[01:16:47.545 --> 01:16:51.307]  We've got their TVs watching, their refrigerators are watching.
[01:16:52.108 --> 01:16:54.669]  We've got them totally in a prison.
[01:16:55.569 --> 01:16:57.290]  Now, let's get rid of them.
[01:16:57.550 --> 01:16:58.851]  We don't need these people.
[01:16:59.272 --> 01:17:00.552]  They're useless eaters.
[01:17:01.273 --> 01:17:03.194]  And these people are psychopaths.
[01:17:03.835 --> 01:17:04.695]  They're psychopaths.
[01:17:05.636 --> 01:17:09.298]  And they give no thought at all to human beings.
[01:17:09.498 --> 01:17:11.640]  People think that Obama cares for the poor.
[01:17:11.740 --> 01:17:12.260]  Oh my God.
[01:17:12.981 --> 01:17:14.562]  The increased payroll taxes on poor.
[01:17:15.002 --> 01:17:15.562]  Exactly.
[01:17:16.703 --> 01:17:20.386]  And so they're going to come down on all of us.
[01:17:20.766 --> 01:17:23.668]  But everyone listening to me out there, you think you're going to keep your job.
[01:17:23.908 --> 01:17:25.109]  You're not going to keep your job.
[01:17:26.690 --> 01:17:42.501]  It doesn't matter what you do in 10, 15, 20 years, there will be robots that are stronger, that are smarter, that can work 24 hours a day, 7 days a week, doing your job.
[01:17:42.721 --> 01:17:43.882]  They can outthink you.
[01:17:44.002 --> 01:17:45.283]  You say, no, that's not possible.
[01:17:45.583 --> 01:17:47.344]  Robots don't have that kind of intelligence.
[01:17:47.684 --> 01:17:48.445]  They will have.
[01:17:48.845 --> 01:17:49.426]  Very soon.
[01:17:49.806 --> 01:17:51.127]  It's called singularity.
[01:17:51.487 --> 01:17:54.569]  They will not only have your intelligence, they will surpass it.
[01:17:55.009 --> 01:17:56.790]  And they can build thousands.
[01:17:57.110 --> 01:17:58.671]  Robots will build robots.
[01:17:59.072 --> 01:17:59.972]  It's an amazing thing.
[01:18:00.012 --> 01:18:02.274]  We're showing you some pictures now about what they can do.
[01:18:02.694 --> 01:18:03.455]  That's today.
[01:18:04.235 --> 01:18:05.316]  They can play instruments.
[01:18:05.696 --> 01:18:08.778]  There are robots that look like women.
[01:18:08.798 --> 01:18:10.560]  There are going to be sex partners.
[01:18:10.880 --> 01:18:13.982]  There are going to be all kinds of robots.
[01:18:14.502 --> 01:18:16.784]  But believe me, they will take your job.
[01:18:16.844 --> 01:18:18.605]  What are they going to do with you?
[01:18:19.186 --> 01:18:22.588]  What's going to be done with the millions of human beings?
[01:18:22.868 --> 01:18:25.290]  They've told us, Tex, what they're going to do.
[01:18:26.611 --> 01:18:28.732]  Well, you know, technology is not bad.
[01:18:51.820 --> 01:18:52.681]  It's like a gun.
[01:18:53.221 --> 01:18:53.661]  Exactly.
[01:18:53.681 --> 01:18:54.802]  But it's whose hand it's in.
[01:18:55.082 --> 01:18:58.904]  Well Asimov, you know, was a great writer of science fiction.
[01:18:59.305 --> 01:19:01.486]  He created the three laws of robots.
[01:19:01.846 --> 01:19:08.370]  Basically the three laws of robots ensure, if they're programmed into robots, that robots will take care of human beings.
[01:19:08.770 --> 01:19:10.251]  They will tend to us.
[01:19:10.271 --> 01:19:12.812]  They will, you know, guard us and all these things.
[01:19:13.252 --> 01:19:15.193]  But it's how you program the robots.
[01:19:15.494 --> 01:19:17.555]  I'm not worried about robots overtaking us.
[01:19:17.995 --> 01:19:19.036]  I'm not worried about it.
[01:19:19.056 --> 01:19:20.437]  It's the elite that control them.
[01:19:20.597 --> 01:19:21.217]  Exactly.
[01:19:21.557 --> 01:19:23.859]  That's how they take out humans out of the equation.
[01:19:24.579 --> 01:19:30.303]  But expanding on that, his even better books as a visionary, written in the 40s I think, were the Foundation series, which I know you probably read.
[01:19:32.044 --> 01:19:34.205]  They were the Hugo winner and a lot of other stuff.
[01:19:34.225 --> 01:19:42.651]  And in that, they create computer systems that can predict off mass movements, off tracking all the data and your actions with computer chips, before they even had chips.
[01:19:43.311 --> 01:19:48.796]  That to then feed into a master system for future prediction of over 90%, they now have it.
[01:19:49.496 --> 01:19:55.341]  Isaac Asimov's understanding, which we know others basically fed him a lot of it, is what's their master plan.
[01:19:55.561 --> 01:20:01.987]  And again, how did elites, how did HG Wells in say 1900 write about atomic bombs when the equations didn't exist?
[01:20:02.107 --> 01:20:02.947]  Yeah.
[01:20:03.888 --> 01:20:04.589]  What's happening there?
[01:20:05.858 --> 01:20:08.901]  Well, you know, the elite meet constantly.
[01:20:09.842 --> 01:20:17.729]  We know about the secret meetings of the Bohemian Grove, of the Skull and Bones, of the Council on Foreign Relations, and all the other groups that meet.
[01:20:18.109 --> 01:20:23.333]  They meet and they plan out and they decide what they're going to do to our lives.
[01:20:23.874 --> 01:20:26.236]  These are not meetings that we're privileged to attend.
[01:20:26.256 --> 01:20:26.936]  Did you see Bloomberg?
[01:20:27.677 --> 01:20:30.458]  Two days ago, I meant to even cover this, I haven't, I've mentioned it.
[01:20:30.799 --> 01:20:33.760]  He said, I use mathematics and science to control things.
[01:20:34.160 --> 01:20:35.321]  I will decide what you eat.
[01:20:35.521 --> 01:20:37.222]  And he was explaining how he loves us.
[01:20:37.682 --> 01:20:40.604]  And how, and it was like, how he's this wonderful genius.
[01:20:40.844 --> 01:20:42.605]  And it said that, he will run our life.
[01:20:43.830 --> 01:20:45.052]  Guys, pull up Bloomberg.
[01:20:45.692 --> 01:20:46.453]  It's in the article.
[01:20:46.513 --> 01:20:48.755]  Bloomberg said he prepared for the next massacre.
[01:20:49.156 --> 01:20:51.378]  And in it, it's all how he would control... I'm sorry, go ahead.
[01:20:51.398 --> 01:20:52.239]  I'm backing you up.
[01:20:52.279 --> 01:20:53.920]  Well, think about that.
[01:20:53.960 --> 01:20:55.602]  He prepared for the next massacre.
[01:20:55.962 --> 01:20:57.344]  He knew one was going to occur.
[01:20:57.364 --> 01:20:59.646]  And he said, let's all be ready for it.
[01:20:59.926 --> 01:21:01.708]  I mean, just like... It's more than that.
[01:21:01.728 --> 01:21:02.369]  They were staged.
[01:21:02.429 --> 01:21:02.909]  I can look at it.
[01:21:02.949 --> 01:21:03.290]  Just like 9-11.
[01:21:04.531 --> 01:21:04.811]  I think so.
[01:21:27.606 --> 01:21:28.628]  Again, I mean, look at Aurora.
[01:21:29.008 --> 01:21:36.600]  Under Air Force, top psychiatrist from an entire base in San Antonio, transferred to spend four or five hours a week with this one guy.
[01:21:37.521 --> 01:21:43.210]  A high-level officer with him, he gets thirty-something thousand dollars from DARPA in a human mind interface program.
[01:21:43.490 --> 01:21:52.633]  He's on seven drugs, and now they're gonna give him truth serum to make him admit he did the murder alone, which is actually, when you're under that kind of mind control, as you know, puts you back under it.
[01:21:52.833 --> 01:22:03.616]  So now, in the Denver Post, they're gonna drug him for the trial with the truth serum to make him go back into the personality, because he told folks in the jail for the two days, I don't remember anything, I'm under control.
[01:22:03.636 --> 01:22:05.577]  And then they said he wasn't with people in a jail.
[01:22:05.777 --> 01:22:07.598]  The problem was they'd admitted he was in the jail.
[01:22:08.038 --> 01:22:10.158]  I mean, and you look at it, they did the whole thing.
[01:22:10.218 --> 01:22:11.959]  I mean, that one, we really caught him.
[01:22:12.159 --> 01:22:18.721]  Just like Serhan Serhanek came out, didn't shoot any of the bullets, and was under a truth serum drug, which can also be used as a hypnotic drug.
[01:22:18.881 --> 01:22:22.561]  It's not really a truth serum, it makes you highly suggestible, where you'll say whatever they want.
[01:22:22.621 --> 01:22:22.922]  Go ahead.
[01:22:23.022 --> 01:22:24.662]  Well, they're driving us through these things.
[01:22:25.182 --> 01:22:25.362]  Yeah.
[01:22:25.402 --> 01:22:26.102]  They're driving us.
[01:22:26.142 --> 01:22:27.583]  They're planning them.
[01:22:27.623 --> 01:22:28.643]  They're executing them.
[01:22:29.343 --> 01:22:31.564]  And, you know, it's just like 1984.
[01:22:31.984 --> 01:22:35.184]  At one moment, you know, Oceana is our enemy.
[01:22:35.525 --> 01:22:36.985]  The next day, they're our friend.
[01:22:37.965 --> 01:22:44.331]  You know, the al-Qaeda of Syria are now our pals, our buddies, now that they're after Assad.
[01:22:45.392 --> 01:22:48.254]  But once they get in, then they'll be our enemies again.
[01:22:48.574 --> 01:22:50.376]  They'll bring turmoil and chaos.
[01:22:50.616 --> 01:22:56.962]  That's really the whole goal in the Middle East, to bring destabilization, to bring chaos into those governments.
[01:22:57.282 --> 01:23:00.325]  We don't want a stable government in Iraq.
[01:23:00.965 --> 01:23:02.446]  We don't want one in Afghanistan.
[01:23:02.466 --> 01:23:04.447]  We don't want them in Syria or Libya.
[01:23:04.927 --> 01:23:07.248]  We want all the turmoil, all the chaos.
[01:23:08.248 --> 01:23:12.990]  Because, you know, these, the elite, they advance through chaos.
[01:23:13.030 --> 01:23:14.831]  They've done it in World War I, World War II.
[01:23:14.871 --> 01:23:18.093]  They did it, as you said, the Jackamans, the Illuminati revolution is really what that was.
[01:23:19.213 --> 01:23:22.355]  You're a really smart guy, a visionary in so many ways.
[01:23:22.375 --> 01:23:25.658]  I mean, you know, proof 20 million books sold or whatever, and predicting so much that happened.
[01:23:25.698 --> 01:23:26.438]  I'm not just saying that.
[01:23:26.999 --> 01:23:28.580]  It's on record for folks that don't know who you are.
[01:23:28.600 --> 01:23:29.200]  Most people will.
[01:23:29.861 --> 01:23:30.501]  Let me ask you this.
[01:23:30.601 --> 01:23:33.423]  What do you think is going to happen in God's plan, how it unfolds?
[01:23:33.463 --> 01:23:34.904]  Because I was already a Christian.
[01:23:34.944 --> 01:23:39.527]  I've had spiritual experiences, but I'm as wicked as the day is long, and my works are dirty rags, you know.
[01:23:39.567 --> 01:23:41.428]  I mean, my heart's good, but the flesh is strong.
[01:23:41.448 --> 01:23:44.250]  You know, the spirit is there, but the flesh is strong.
[01:23:44.270 --> 01:23:45.071]  Sure, that's true of all of us.
[01:23:45.311 --> 01:23:47.854]  Exactly, but at the same time, now you really know.
[01:23:48.274 --> 01:23:56.143]  Either Revelation, Daniel, the whole Bible's real, and it's been proven over and over again by archaeology, or guys were in a time machine and came here and saw this.
[01:23:56.803 --> 01:24:02.549]  Or evil people are using it as a template, but there's no way people 3,000, 2,000 years ago could come up with all this.
