[00:00:00.149 --> 00:00:02.290]  We're live, October 31st.
[01:10:18.211 --> 01:10:20.031]  He's just a horrible person.
[01:10:20.932 --> 01:10:26.594]  And he's right in league with CNN that, you know, said Trump took out the Martin Luther King Jr.
[01:10:26.654 --> 01:10:26.974]  bust.
[01:10:27.194 --> 01:10:28.415]  Remember that five years ago?
[01:10:29.515 --> 01:10:30.576]  First day Trump's in the White House.
[01:10:30.596 --> 01:10:31.336]  Of course, it wasn't true.
[01:10:32.941 --> 01:10:35.982]  CNN reporter stood in front of it to shoot the video to be able to say it.
[01:10:36.462 --> 01:10:39.903]  I mean, when they got caught one time doing that, that should be over!
[01:10:40.924 --> 01:10:44.124]  You don't listen to a damn thing comes out of somebody's mouth lies like that.
[01:10:44.925 --> 01:10:48.866]  Let me tell you, in business, somebody cheats you one time, you never do business with them again.
[01:10:50.606 --> 01:10:51.947]  Much less thousands of times.
[01:10:53.601 --> 01:10:56.502]  So let's, let's, let's finish up with this scoundrel.
[01:10:56.702 --> 01:10:57.062]  Here it is.
[01:10:57.542 --> 01:11:05.104]  CNN reported that Trump wants to block congressional investigators from obtaining all sorts of White House records, handwritten memos from his chief of staff.
[01:11:05.684 --> 01:11:09.185]  Because it's called a separation of powers, dumbass!
[01:11:09.605 --> 01:11:11.866]  The whole federalist system is set on that.
[01:11:13.126 --> 01:11:17.607]  You don't just turn over to your political enemies what the other branch of government's doing.
[01:11:17.767 --> 01:11:18.727]  And he knows that.
[01:11:19.087 --> 01:11:20.628]  He just thinks his viewers are stupid.
[01:11:20.888 --> 01:11:21.268]  Continue.
[01:11:22.828 --> 01:11:34.358]  Trump's call logs, former Vice President Mike Pence's call logs, as well as White House visitor records, which is a reminder that, oh yeah, this alleged false flag operation happened when Trump was in office.
[01:11:35.146 --> 01:11:41.514]  Shouldn't Tucker and his crack investigative team call on Trump to release all of those records so they can get to the bottom of what happened?
[01:11:42.015 --> 01:11:43.015]  Let's go.
[01:11:43.015 --> 01:11:44.015]  And pause again.
[01:11:44.015 --> 01:11:48.454]   Oh yeah, after Trump spent four years proving he wasn't a Russian agent, you just, whatever
[01:11:48.454 --> 01:11:54.335]   you accuse, whatever you do, how about you release the CNN records on Jaden X, the Antifa
[01:11:54.890 --> 01:12:02.757]  How about you release all the information about the known federal informants there who haven't been arrested on video saying, burn it down, attack, kill, that we're protected.
[01:12:03.017 --> 01:12:11.184]  Or how about the Capitol Police records of who ordered the stand down, or who ordered two-thirds of them sent into traffic control, or who refused the National Guard request of the President.
[01:12:11.404 --> 01:12:12.064]  We know who!
[01:12:12.565 --> 01:12:14.226]  The Democratic Party did that!
[01:12:15.007 --> 01:12:16.728]  You did that, Jim Acosta!
[01:12:19.511 --> 01:12:19.911]  Continue.
[01:12:22.279 --> 01:12:24.160]  Let's Go Tucker, release the records.
[01:12:25.141 --> 01:12:26.522]  But of course he's not trying to.
[01:12:26.542 --> 01:12:27.342]  Pause again.
[01:12:27.382 --> 01:12:28.803]  He wants to go Let's Go Brandon.
[01:12:29.684 --> 01:12:34.147]  He wants to start his own thing, wishing he had grassroots meme power, which you don't.
[01:12:34.967 --> 01:12:42.032]  Let's Go Brandon is because at the NASCAR race, with the winner, they were saying F Joe Biden, so the guy spun it as Let's Go Brandon.
[01:12:42.352 --> 01:12:50.718]  That's based on the people overriding your fraud with a meme, not you trying to con the people to start a Let's Go Tucker.
[01:12:52.028 --> 01:12:54.169]  Good chance in hell that's gonna happen, buddy boy.
[01:12:54.409 --> 01:12:58.150]  See, meme power and slogans come from the people.
[01:12:58.390 --> 01:12:59.570]  You read the Declaration of People?
[01:13:00.770 --> 01:13:01.751]  The Declaration of Independence?
[01:13:01.991 --> 01:13:03.191]  Which is the Declaration of the People?
[01:13:04.431 --> 01:13:06.172]  God, even when I slip up, I say it right.
[01:13:06.992 --> 01:13:08.112]  The Declaration of the People?
[01:13:08.152 --> 01:13:10.153]  The Declaration of Independence says we're the people.
[01:13:11.013 --> 01:13:11.753]  We're the people.
[01:13:15.674 --> 01:13:18.875]  And it's we the people that come up with stuff like Alex Jones is always right.
[01:13:20.796 --> 01:13:21.577]  Which isn't even true.
[01:13:21.617 --> 01:13:22.798]  It's like 98% of the time.
[01:13:22.838 --> 01:13:24.199]  But hey, I'll let him round up.
[01:13:24.739 --> 01:13:27.422]  The point is, is that you don't get stuff like that, Acosta.
[01:13:27.742 --> 01:13:29.303]  You chose the establishment.
[01:13:29.544 --> 01:13:30.524]  You chose the elite.
[01:13:30.825 --> 01:13:31.866]  You're not the underdog.
[01:13:31.906 --> 01:13:32.766]  You're not the rebel.
[01:13:32.786 --> 01:13:33.747]  You're not the outlaw.
[01:13:34.008 --> 01:13:34.888]  You're the scumbag.
[01:13:34.948 --> 01:13:36.410]  You're not Robin Hood.
[01:13:36.770 --> 01:13:37.971]  You're Prince Limp Dick.
[01:13:39.352 --> 01:13:39.773]  Got that?
[01:13:40.999 --> 01:13:54.424]  And that's something I want to say about Ben Shapiro and even all these Republican establishment guys that are for forced inoculations and for tyranny and for the New World Order that say they're so intellectual and that Google all pushes their algorithm.
[01:13:54.984 --> 01:13:59.586]  They all advertise their shows as cancelled and avant-garde and cutting-edge.
[01:13:59.786 --> 01:14:00.766]  No, you're not!
[01:14:01.627 --> 01:14:03.007]  And if you were, I'd support you.
[01:14:03.347 --> 01:14:04.108]  But you're not!
[01:14:05.408 --> 01:14:06.489]  You're loyal opposition.
[01:14:06.869 --> 01:14:07.229]  Continue.
[01:14:08.274 --> 01:14:08.755]  This is tyranny.
[01:14:08.595 --> 01:14:13.274]   giving a pass to fringe elements on the far right which is insane considering
[01:14:13.274 --> 01:14:17.074]   all of the extreme rhetoric we've heard just in the past week there's this
[01:14:17.074 --> 01:14:21.194]   recent disturbing exchange a man had with Charlie Kirk the founder of the
[01:14:21.194 --> 01:14:27.835]   ultra conservative group turning point USA watch this is tyranny when do we get
[01:14:27.835 --> 01:14:32.595]   to use the guns And I'm not, that's not a joke.
[01:14:32.391 --> 01:14:33.512]  I'm not saying it like that.
[01:14:33.592 --> 01:14:35.633]  I mean, literally, where's the line?
[01:14:35.713 --> 01:14:39.116]  How many elections are they going to steal before we kill these people?
[01:14:39.136 --> 01:14:39.476]  So, no.
[01:14:39.536 --> 01:14:40.517]  Alright, back this up.
[01:14:40.557 --> 01:14:41.557]  This is really important.
[01:14:42.718 --> 01:14:43.819]  The guys found the article.
[01:14:43.839 --> 01:14:44.239]  There it is.
[01:14:44.279 --> 01:14:48.622]  The secret history of shadow campaign that saved the 2020 election.
[01:14:50.472 --> 01:15:00.238]  That 30-something page article admits the Democrats staged basically everything and basically stole the election and rigged it with the Republican Party and scammed everybody.
[01:15:00.698 --> 01:15:01.899]  See, criminals love to brag.
[01:15:03.140 --> 01:15:13.246]  So you've got that article, the secret history of the shadow campaign, and then you've got somebody at a Charlie Kirk event who they call a super right-winger.
[01:15:13.286 --> 01:15:16.027]  Charlie Kirk is like a Democrat 20 years ago.
[01:15:16.308 --> 01:15:17.588]  He's not a super right-winger.
[01:15:17.608 --> 01:15:18.409]  I don't think he's a bad guy.
[01:15:20.734 --> 01:15:27.958]  Charlie Kirk is not a super right winger, an ultra right winger.
[01:15:28.218 --> 01:15:32.560]  And you've got this plant in the audience saying, when do we get to use the guns?
[01:15:32.921 --> 01:15:37.083]  I love how it's always a guy that isn't actually going to use the guns telling us we need to use the guns.
[01:15:40.359 --> 01:15:42.061]  And Kirk says, oh, they want to set us up.
[01:15:42.121 --> 01:15:42.921]  That's their plan.
[01:15:42.961 --> 01:15:44.082]  That's their overall agenda.
[01:15:44.383 --> 01:15:45.564]  They can't win an electoral battle.
[01:15:45.604 --> 01:15:46.364]  They won't have a physical one.
[01:15:46.925 --> 01:15:47.826]  Which is totally true.
[01:15:47.986 --> 01:15:48.506]  Bravo.
[01:15:48.586 --> 01:15:50.148]  Kudos to Kirk for getting it.
[01:15:50.208 --> 01:16:04.556]   But I would have continued, which Kirk didn't, explaining, hey, have you seen the Democrats on MSNBC saying we've got to take out the mother-effing white people and that we've got to kill Trump and we've got to Kill all these people.
[01:16:04.676 --> 01:16:08.578]  They're the ones a thousand times more than us calling for violence.
[01:16:09.379 --> 01:16:13.722]  And then anytime somebody mentions it, they act like that's who we are or that's who we stand for.
[01:16:13.742 --> 01:16:14.762]  And that's a microcosm.
[01:16:14.963 --> 01:16:18.005]  You got a Charlie Kirk event, I looked it up, with 5,000 people in it.
[01:16:18.785 --> 01:16:20.867]  One guy gets up to the mic and says, it's time to be violent.
[01:16:21.067 --> 01:16:28.131]  And the whole news media says, Charlie Kirk's Turning Point USA event called for violence when he decried the violence.
[01:16:28.372 --> 01:16:30.153]  And it was one guy out of thousands that said it.
[01:16:30.413 --> 01:16:32.875]  And that's a microcosm of what happened again on January 6th.
[01:16:33.875 --> 01:16:45.425]  You've got a million people conservatively, a few hundred thousand go to the Capitol, provocateurs break in and go in, and then they try to blame all of us for being involved, including myself.
[01:16:49.709 --> 01:16:52.531]  So that's how this deception works, ladies and gentlemen.
[01:16:52.971 --> 01:16:54.553]  So is there any question now from this?
[01:16:54.913 --> 01:16:55.794]  What does the system want?
[01:16:56.445 --> 01:16:57.686]  They can't win politically.
[01:16:57.746 --> 01:16:59.487]  They're getting ready to stage false flags and blame us.
[01:16:59.907 --> 01:17:00.807]  That are violent.
[01:17:00.927 --> 01:17:08.211]  Not just provocative like we saw in Virginia with them posing as KKK members and then trying to blame the Republican gubernatorial candidate.
[01:17:08.511 --> 01:17:09.452]  That's small fry.
[01:17:09.752 --> 01:17:11.513]  That's on a scale of 1 to 10, that's a 1.
[01:17:12.093 --> 01:17:14.194]  Blowing up a federal building and blaming us is a 7.
[01:17:15.395 --> 01:17:16.556]  They got something even worse than that.
[01:17:16.576 --> 01:17:19.157]  We're going to come back with the COVID news on the other side.
[01:17:18.976 --> 01:17:35.376]  Stay with us.
[01:17:35.419 --> 01:17:38.081]  If I ain't shooting you straight, it means I'm dead.
[01:17:39.101 --> 01:17:40.422]  All I can do is shoot straight.
[01:17:41.323 --> 01:17:44.885]  I can't even control myself when I don't want to tell the truth.
[01:17:46.486 --> 01:17:47.707]  I basically can't even lie.
[01:17:49.368 --> 01:17:50.869]  Decades ago, I could tell little lies.
[01:17:50.929 --> 01:17:51.750]  I can't even do it now.
[01:17:52.530 --> 01:17:54.972]  Because I'm not about to bend my brain towards the devil.
[01:17:56.033 --> 01:18:01.476]  I want my brain trained to just machine gun the truth out on a hair trigger with no controls on it.
[01:18:02.981 --> 01:18:03.341]  Woo!
[01:18:04.162 --> 01:18:04.863]  That's where I'm at.
[01:18:05.364 --> 01:18:11.750]  There ain't no big guys upstairs in smoky rooms telling Alex Jones what to say, telling Alex Jones what to do.
[01:18:11.770 --> 01:18:17.256]  And I'm down here with the people where I want to be swinging for the fences.
[01:18:18.798 --> 01:18:19.358]  And you know what?
[01:18:20.059 --> 01:18:21.381]  Every time we do that, we win.
[01:18:21.781 --> 01:18:24.424]  Every time we're knocked kneed and scared, we lose.
[01:18:26.937 --> 01:18:27.857]  So here's the bottom line.
[01:18:27.918 --> 01:18:29.959]  Owens-Froyer is always loaded for bear.
[01:18:29.999 --> 01:18:32.740]  He's about to be taken over for the next two hours of Sunday Live.
[01:18:32.780 --> 01:18:35.021]  I got 10 minutes left in this segment.
[01:18:36.242 --> 01:18:37.743]  But let me just get this out there right now.
[01:18:39.243 --> 01:18:43.546]  The corrupt power structure globally is beyond fascist.
[01:18:44.466 --> 01:18:46.367]  They're an absolute joke.
[01:18:48.548 --> 01:18:51.270]  And they've sold out American power to build up Communist China.
[01:18:53.336 --> 01:18:54.497]  To help them dominate the globe.
[01:18:54.537 --> 01:18:59.340]  But now the communist Chinese have double-crossed them and are saying, we're going to have three children.
[01:18:59.360 --> 01:19:00.261]  We're not going to depopulate.
[01:19:00.641 --> 01:19:02.563]  And we're going to start moving to a more capitalist model.
[01:19:02.583 --> 01:19:04.044]  We're not going to be communist like you want.
[01:19:04.344 --> 01:19:05.685]  And we're not going to feminize our men.
[01:19:05.745 --> 01:19:06.386]  And screw you!
[01:19:08.180 --> 01:19:09.241]  I'm not defending Xi Jinping.
[01:19:09.261 --> 01:19:10.723]  I mean, he's so damn evil.
[01:19:10.783 --> 01:19:14.586]  I mean, I guess all he could was move back towards, you know, the other direction.
[01:19:14.967 --> 01:19:17.949]  And then you've got Russia out from under the New World Order.
[01:19:18.290 --> 01:19:19.271]  They got their own problems.
[01:19:20.432 --> 01:19:23.455]  Not romanticizing that, but they're definitely not Hollywood-level evil.
[01:19:24.212 --> 01:19:25.232]  You got all that going on.
[01:19:25.272 --> 01:19:30.053]  You got the Midwest waking up, and the South, and all over the world, all over the country.
[01:19:30.073 --> 01:19:33.234]  People on the East Coast are waking up and leaving, and people on the West Coast.
[01:19:33.994 --> 01:19:36.234]  So, we're winning hearts and minds.
[01:19:36.274 --> 01:19:43.076]  That's why they're coming in with a global government, a world ID, a vaccine passport, carbon taxes, because they're getting their ass handed to them.
[01:19:43.276 --> 01:19:48.357]  Now, I've learned how the power structure works, not just studying history books, but living it.
[01:19:49.417 --> 01:19:54.916]  And so just because I'm here talking about how we're starting to win the fight, doesn't mean we're anywhere close to being out of the woods right now.
[01:19:58.427 --> 01:20:04.533]  We need to be praying for discernment, praying for awakening, and praying for God to strengthen our hand and to give us discernment.
[01:20:05.154 --> 01:20:10.098]  And we've got to understand that the media is celebrating, as I told you they would a couple years ago.
[01:20:10.138 --> 01:20:13.361]  I said, if they steal the election from Trump, they're going to de-platform Trump.
[01:20:13.401 --> 01:20:16.084]  He'll be off the air the day after the election, which they did.
[01:20:16.104 --> 01:20:17.045]  I mean, I saw the whole thing.
[01:20:17.085 --> 01:20:17.946]  It's easy tactics.
[01:20:18.587 --> 01:20:22.070]  You just think of the enemy and think like they would think, and you can see what's going to happen.
[01:20:24.850 --> 01:20:36.040]  And now, I mean, I said it over a year ago, I said once they install Biden, they will blame him for collapsing the dollar, collapsing the borders, collapsing America, so that the political class doesn't get the blame.
[01:20:36.300 --> 01:20:47.891]  The Republican leadership, the Democratic leadership, and the big banks that control them, as long as they can take over and engage in all this evil, and then blame a puppet like Biden, they're gonna do it.
[01:20:49.158 --> 01:20:51.279]  That's why it's so important to not make fun of Biden.
[01:20:51.319 --> 01:20:55.320]  He's pathetic, he's sad, he's evil, he's a disgusting old drug addict pedophile.
[01:20:55.860 --> 01:20:56.981]  But that's not our president.
[01:20:57.301 --> 01:21:05.884]  That's the joke they put in there to take the blame and to make America look weak and bad as they begin to take down this country.
[01:21:08.456 --> 01:21:10.517]  So that's why you see the Democrats turning against him.
[01:21:10.537 --> 01:21:12.138]  That's why you see the real poll numbers.
[01:21:12.458 --> 01:21:14.118]  He's the most unpopular president in history.
[01:21:14.539 --> 01:21:16.179]  It's because they had it all planned.
[01:21:16.400 --> 01:21:21.002]  And you better be asking yourselves, what do they have to come in on top of this that's even worse?
[01:21:22.262 --> 01:21:23.743]  So I'm not saying defend Biden.
[01:21:23.963 --> 01:21:24.503]  I hate Biden.
[01:21:24.543 --> 01:21:29.905]  I'm saying transcend Biden and transcend their scam and see the whole picture.
[01:21:30.226 --> 01:21:33.227]  And then the globalists have no power over you.
[01:21:35.714 --> 01:21:38.975]  The same people that control Obama are the ones that are in control of Biden right now.
[01:21:40.595 --> 01:21:47.397]  But I can tell you, Obama, because he's so evil and so hateful and hates America so much, he's actually at the Star Chamber Tribunal level.
[01:21:47.737 --> 01:21:50.698]  He's actually in there with the top globalists, less than a hundred of them.
[01:21:51.378 --> 01:21:52.558]  Obama is at the table.
[01:21:52.819 --> 01:21:53.799]  Biden is not at the table.
[01:21:55.799 --> 01:21:56.299]  Obama.
[01:21:58.160 --> 01:21:59.040]  And Bill Gates.
[01:22:00.841 --> 01:22:02.041]  And Warren Buffett.
[01:22:03.516 --> 01:22:04.996]  And all those people are at the table.
[01:22:05.036 --> 01:22:05.937]  We've gotten the documents.
[01:22:07.337 --> 01:22:09.197]  And they've decided the world belongs to them.
[01:22:09.217 --> 01:22:12.498]  And they've all got a lust to literally depopulate you and your family.
[01:22:12.518 --> 01:22:15.599]  And they've cooked up viruses thousands of times worse than COVID-19.
[01:22:15.819 --> 01:22:16.619]  They're ready to release.
[01:22:16.899 --> 01:22:20.480]  So are you going to sit here naively and let them march you to the plank?
[01:22:21.020 --> 01:22:25.381]  Or are you going to wake up and wake others up and say, hell no, I'm not going down your rat hole.
[01:22:25.961 --> 01:22:26.761]  Take Ice Cube.
[01:22:27.242 --> 01:22:28.562]  Ice Cube's got his issues.
[01:22:30.572 --> 01:22:34.615]  But at the end of the day, he said, I'm not taking your deadly vaccine and turned down $9 million to do it.
[01:22:35.076 --> 01:22:42.301]  And that's what it takes is people finally getting that the most valuable thing is your body and your integrity and your soul and saying no to that system.
[01:22:44.223 --> 01:22:45.024]  So here's the report.
[01:22:45.184 --> 01:22:46.425]  This is Chuck Todd.
[01:22:47.245 --> 01:22:48.526]  Again, the Obama operative.
[01:22:49.067 --> 01:22:53.050]  Shocking poll numbers show 71% believe U.S.
[01:22:53.190 --> 01:22:54.171]  on wrong track.
[01:22:54.731 --> 01:22:56.273]  Scary news for Democrats.
[01:22:57.776 --> 01:22:59.857]  Yeah, the Democrats will be thrown out in all 50 states.
[01:23:00.177 --> 01:23:01.658]  California's gone Republican.
[01:23:02.018 --> 01:23:03.679]  Only election fraud holds that back.
[01:23:04.520 --> 01:23:10.903]  And the Republican Party itself's being taken over by nationalist, capitalist patriots, and we're kicking the neocons out.
[01:23:11.183 --> 01:23:19.568]  That's why they're trying to declare all conservatives terrorists, and that soccer moms at PTA meetings are terrorists, and the official government policy.
[01:23:19.708 --> 01:23:20.908]  Because they're losing!
[01:23:21.469 --> 01:23:22.129]  We're winning!
[01:23:26.584 --> 01:23:29.148]  This was a heavyweight championship, 12 rounds.
[01:23:29.508 --> 01:23:33.333]  We're in the 11th round, folks, and every judge has got us on the board as the winners.
[01:23:33.574 --> 01:23:36.057]  We've already knocked their ass down every freaking round.
[01:23:36.538 --> 01:23:37.579]  They're bleeding hard!
[01:23:38.626 --> 01:23:41.568]  But they're going to pull a dagger out on national TV and stab us.
[01:23:42.029 --> 01:23:44.170]  And that's the false flag attack to blame us.
[01:23:44.450 --> 01:23:50.955]  So when they stage their false flag, we're not going to let them day one say we shoot up the school or we bomb the federal building.
[01:23:51.075 --> 01:23:53.757]  Because we know they've got the whole history and the whole past to doing it.
[01:23:54.117 --> 01:23:55.519]  And we know that's their ace of spades.
[01:23:55.779 --> 01:23:57.320]  And we know that's what they don't want us to talk about.
[01:23:57.540 --> 01:23:58.941]  So we're going to talk about it.
[01:23:59.181 --> 01:24:05.566]  So when there are events that donate America and donate freedom and that are evil, we know who stands to gain from it.
[01:24:05.586 --> 01:24:06.146]  Kibono.
[01:24:06.367 --> 01:24:08.008]  And we're going to be exposing your evil ass.
[01:24:08.348 --> 01:24:09.048]  See how that works?
[01:24:09.529 --> 01:24:16.653]  And that's why they're so scared of the plot against the people that we'll be covering live this entire week and analyzing on Tuesday with clips from it.
[01:24:18.314 --> 01:24:20.195]  And I know some of the clips are in it because we provided them.
[01:24:20.915 --> 01:24:24.257]  So let's go ahead and go to Chuck Todd.
[01:24:26.109 --> 01:24:26.869]  Good Sunday morning.
[01:24:26.910 --> 01:24:27.730]  Happy Halloween.
[01:24:27.950 --> 01:24:30.091]  We have a brand new NBC News poll out this morning.
[01:24:30.652 --> 01:24:33.413]  It's filled with some scary news for the Democrats.
[01:24:33.433 --> 01:24:34.394]  The overarching message?
[01:24:34.974 --> 01:24:38.697]  Americans have lost their confidence in President Biden and their optimism for the country.
[01:24:39.177 --> 01:24:40.538]  At least they have right now.
[01:24:40.998 --> 01:24:43.560]  Just 22% of adults say we're headed in the right direction.
[01:24:44.100 --> 01:24:47.202]  A shocking 71% say we're on the wrong track.
[01:24:47.702 --> 01:24:50.724]  And that includes a near majority of Democrats who are saying that.
[01:24:51.164 --> 01:24:55.809]  President Biden's approval rating stands at a dismal 42% versus 54% who disapprove.
[01:24:56.269 --> 01:24:58.992]  Believe it or not, just two months ago, Mr. Biden was in positive territory.
[01:24:59.012 --> 01:25:01.295]  49% approving, 48% disapproving.
[01:25:01.675 --> 01:25:03.397]  So what's pulling down the president's numbers?
[01:25:03.977 --> 01:25:05.159]  Well, look at this set of numbers.
[01:25:05.379 --> 01:25:11.045]  Just 37% say he has the ability right now to handle a crisis versus nearly a majority who say he does not.
[01:25:12.670 --> 01:25:16.655]  37% also say he's competent and effective as president.
[01:25:16.675 --> 01:25:17.896]  50% disagree with that description.
[01:25:18.457 --> 01:25:30.992]  What's more, Republicans, believe it or not, have double-digit leads in dealing with border security, inflation, crime, national security, the economy, and, shockingly, on getting things done.
[01:25:31.835 --> 01:25:38.278]  Democrats hold generally smaller double-digit leads on dealing with climate change, the coronavirus, education, and abortion.
[01:25:38.598 --> 01:25:39.599]  And that's really it right now.
[01:25:40.119 --> 01:25:51.804]  It's not clear yet whether any deal struck by Democrats on the social spending and infrastructure bills will nudge Mr. Biden's numbers back into positive territory, or whether the damage to his reputation is more of a scar than a bruise.
[01:25:52.345 --> 01:25:53.285]  But this much is clear.
[01:25:53.404 --> 01:25:55.404]  So what's really going on here?
[01:25:55.404 --> 01:25:59.404]   The Democrats in this poll is that the midterm elections aren't for another year.
[01:25:59.404 --> 01:26:05.404]   Yeah, the good news for Democrats is they're going to be able to stage some false flag terror attacks
[01:26:05.404 --> 01:26:10.404]   or provocateur some attacks before then try to demonize the American people.
[01:26:10.407 --> 01:26:14.650]  And they've got election fraud and they've got another COVID lockdown they've got planned.
[01:26:14.690 --> 01:26:16.391]  So that's what they've got.
[01:26:16.531 --> 01:26:18.633]  But we've got the truth and we've got justice and yeah.
[01:26:19.213 --> 01:26:21.335]  Some of the Republican candidates are going to get bought off.
[01:26:21.375 --> 01:26:22.476]  Some are going to be neocons.
[01:26:23.057 --> 01:26:23.677]  It doesn't matter.
[01:26:23.897 --> 01:26:29.723]  Our populist movement that's anti-Great Reset, that's anti-New World Order, is gaining ground.
[01:26:29.783 --> 01:26:37.530]  And now what we've talked about and we've discussed and we've exposed from the globalist documents has now been externalized to the public.
[01:26:39.335 --> 01:26:44.117]  So the globalists have a big problem, because every move they make, the people were told it was coming.
[01:26:44.798 --> 01:26:46.979]  And what does that do to our credibility as the tip of the spear?
[01:26:47.339 --> 01:26:48.139]  It makes it go up.
[01:26:48.839 --> 01:26:51.721]  So as long as God is with us, who can be against us, as they say?
[01:26:52.181 --> 01:26:56.443]  But it's going to be a rough time, and now they're coming after our children with these deadly experimental shots.
[01:26:57.816 --> 01:26:59.537]  Again, which is the shot heard around the world.
[01:26:59.557 --> 01:27:01.098]  They're trying to push us into violence.
[01:27:01.559 --> 01:27:02.459]  We do not want to do that.
[01:27:02.499 --> 01:27:10.124]  We want to use the truth to warn and protect as many people as we can and be as Christ-like as we can possibly do.
[01:27:10.845 --> 01:27:15.248]  Separately, Owen Schroeder takes over in two minutes for two hours live with Sunday Live.
[01:27:15.288 --> 01:27:16.689]  Take your calls and cover a ton of news.
[01:27:17.009 --> 01:27:18.050]  Your station doesn't carry it.
[01:27:18.110 --> 01:27:23.553]  It'll be live at InfoWars.com forward slash show and band video where it's free to the public.
[01:27:23.813 --> 01:27:26.795]  We'll also post at the front page of InfoWars.com.
[01:27:27.996 --> 01:27:30.137]  We have storewide free shipping and double Patriot points.
[01:27:30.177 --> 01:27:31.118]  Our biggest sale of the year.
[01:27:31.418 --> 01:27:36.081]  It's Black Friday comes early the first two weeks of November and it's launched right now tonight.
[01:27:36.561 --> 01:27:39.303]  And so we've got a bunch of great deals on DNA Force Plus.
[01:27:39.663 --> 01:27:41.784]  We've got Brain Force Plus back in stock.
[01:27:42.104 --> 01:27:44.866]  We've got Ultimate Bone Broth sold out for years now back in stock.
[01:27:45.366 --> 01:27:53.331]  All of it free shipping double Patriot points and up to 60% off and the sale is running for two weeks or while supplies of these items last.
[01:27:54.151 --> 01:27:55.472]  All right, great job of the crew.
[01:27:55.892 --> 01:27:58.213]  Owens-Troyer relieves me in two minutes.
[01:27:59.334 --> 01:28:03.836]  Have you ever bathed in an enchanted mystical waterfall?
[01:28:04.656 --> 01:28:11.800]  Well, neither have I. But I do know what it feels like thanks to the ProPure shower heads at infowarsstore.com.
[01:28:12.100 --> 01:28:18.243]  Let me just tell you, ever since I've been using the ProPure shower heads, showering has never been greater.
[01:28:18.303 --> 01:28:20.944]  In fact, I look forward to showering now.
[01:28:21.224 --> 01:28:22.265]  But don't just believe me.
[01:28:22.745 --> 01:28:26.048]  Check out some of these reviews at Infowarsstore.com.
[01:28:26.469 --> 01:28:29.792]  Debra in Pennsylvania says, Best shower head ever.
[01:28:30.032 --> 01:28:31.714]  Increased the water flow greatly.
[01:28:32.034 --> 01:28:33.516]  Very happy with this product.
[01:28:33.956 --> 01:28:36.559]  Phillip in South Carolina says, Owen was right.
[01:28:36.899 --> 01:28:38.841]  This is the best shower head that I have used.
[01:28:39.001 --> 01:28:41.964]  My skin does not feel oily when I get out of the shower.
[01:28:42.244 --> 01:28:45.227]  My skin feels clean on every shower that I take.
[01:28:45.928 --> 01:28:46.328]  Wow!
[01:28:46.908 --> 01:28:51.370]  Never knew I'd be ecstatic with a shower head, but here we are, and here you'll be.
[01:28:51.890 --> 01:28:56.371]  Why haven't I had one of these my whole life, says Chase in Austin, Texas.
[01:28:56.751 --> 01:28:58.231]  Seriously, buy this.
[01:28:58.551 --> 01:28:59.812]  You will not regret it.
[01:29:00.092 --> 01:29:00.812]  That's a guarantee.
[01:29:01.152 --> 01:29:05.653]  Brittany in Pennsylvania says, truly the best shower head I've ever used.
[01:29:06.174 --> 01:29:08.114]  Owen is not kidding about how great this is.
[01:29:08.434 --> 01:29:13.676]  I am very picky about my water pressure, and this shower head exceeds my expectations.
[01:29:14.116 --> 01:29:14.396]  Yes!
[01:29:15.536 --> 01:29:18.681]  Coffee in Ohio says, water feels super soft.
[01:29:18.861 --> 01:29:21.866]  I live in an apartment with well water and it is on the hard side.
[01:29:22.267 --> 01:29:26.934]  But with this filter, I can feel how much softer the water is on my skin and my hair.
[01:29:27.315 --> 01:29:29.919]  The best shower filter I have ever used.
[01:29:31.414 --> 01:29:40.958]  Ladies and gentlemen, even plumbers who have been in hotels and dealing with bathrooms and showers for decades are raving about this product as the best shower head they've ever seen.
[01:29:41.258 --> 01:29:42.458]  It seems like a no-brainer.
[01:29:42.739 --> 01:29:47.300]  Get to InfoWarsStore.com and join the shower head revolution.
[01:29:47.640 --> 01:29:56.004]  You may not have a beautiful waterfall behind you, but you can have one in your shower with the Pro-Pure Shower Heads from InfoWarsStore.com.
