[00:00:00.089 --> 00:00:00.889]  Come on!
[01:22:23.926 --> 01:22:29.410]  And under the transhumanist movement, because I've envisioned all of this from all the data points I've got,
[01:22:31.115 --> 01:22:36.520]  They are then going to have the punishable by death to say that that is not the original person.
[01:22:37.060 --> 01:22:47.229]  And that's going to be the new Mark of the Beast religion is transcending death in the singularity and merging with these machines and systems if you explain that there's another level of the soul.
[01:22:47.890 --> 01:23:10.617]  And that there's all the genetic experiences of that body, and there's the connection to all your ancestors in the future, and there's the electromagnetic cones and rods in the brain that pick up all the electromagnetic radiation of the universe and also resonate as antennas with other dimensions, the spiritual realm that's just not seen in our narrow light band that we call spiritual, but it's really just everything dark matter outside of that.
[01:23:11.557 --> 01:23:21.823]  I would really millions of data points extrapolated all this together and was able to prime project their future operations off of reading science fiction.
[01:23:23.364 --> 01:23:32.489]  Because the science fiction that they let get popular with Nebula Awards and all this, they wrote about at the times of Jules Verne and H.G.
[01:23:32.530 --> 01:23:36.152]  Wells and all the rest of them, they knew in
[01:23:37.341 --> 01:23:37.922]  We're good to go!
[01:24:01.573 --> 01:24:08.819]  And so they've been obsessed in their cult the whole time of getting this technology and the rich have wanted life extension.
[01:24:09.419 --> 01:24:16.705]  And so basically I've known all along that they want to claim they're immortal, but they're not really going to be able to do it.
[01:24:17.185 --> 01:24:22.949]  And so that's going to be the big sales job they've got to everybody to give up your physical bodies is to become immoral.
[01:24:23.249 --> 01:24:27.333]  And then obviously that'll be the whole new global and intergalactic economy.
[01:24:27.553 --> 01:24:29.935]  And that'll be the one thing you're not supposed to say and do.
[01:24:30.675 --> 01:24:44.866]  But reading their other literature, because I've read, no exaggeration, I probably read 600, 700 science fiction books when I was a kid, charted out about like seven years old, I was reading at an adult level, and then I got into history a little bit later because it was real.
[01:24:45.746 --> 01:24:56.274]  But then I later learned from history that they were building the new world and pre-programming our brains with predictive programming of what was coming.
[01:24:56.735 --> 01:24:57.695]  And so here's an example.
[01:24:58.156 --> 01:24:59.657]  Before I clicked the trailer,
[01:25:00.936 --> 01:25:06.178]  Two weeks ago, I said to my wife, I said, honey, look at this iPad.
[01:25:06.238 --> 01:25:09.339]  I said, I'm going to play this trailer and this is what it's going to say.
[01:25:10.400 --> 01:25:11.520]  And she said, foundation.
[01:25:11.700 --> 01:25:13.501]  Oh, you know, I think it's like an Apple or Amazon show.
[01:25:13.521 --> 01:25:13.921]  I forget.
[01:25:14.862 --> 01:25:22.425]  And I said, yes, Isaac Asimov was just as important as Arthur C. Clarke or HG Wells or Jules Verne's or any of those people.
[01:25:22.945 --> 01:25:30.608]  They were part of basically the Illuminati, the bad Illuminati, and they were charting and pre-programming the culture
[01:25:31.243 --> 01:25:36.767]  through fiction to be able to say things in fiction that you wouldn't be able to say publicly.
[01:25:37.047 --> 01:25:42.110]  That's why Hitler and Joseph Goebbels wanted to kill in the 30s H.G.
[01:25:42.170 --> 01:25:48.634]  Wells because they said he is a competing eugenicist that has another plan than ours and H.G.
[01:25:48.674 --> 01:25:55.659]  Wells is actually the leader of the British arm of this thing.
[01:25:55.699 --> 01:25:57.480]  Hitler wanted to kill the science fiction writer.
[01:25:57.880 --> 01:25:58.881]  Goebbels did because
[01:26:00.029 --> 01:26:00.429]  H.G.
[01:26:00.489 --> 01:26:03.791]  Wells and then Bertrand Russell and others had a plan, and it's in H.G.
[01:26:03.831 --> 01:26:16.537]  Wells' film, Things to Come, it's also a book, where they have big B-2 bombers, this is written over 100 years ago, look like B-2 bombers, that fly around dropping hydrogen bombs on people.
[01:26:16.557 --> 01:26:22.059]  This is before hydrogen bombs have been dropped on, or atomic bombs have been dropped on Japan.
[01:26:22.219 --> 01:26:23.200]  25 years before, 30 years before.
[01:26:24.260 --> 01:26:28.142]  And they fly around and bomb all the countries, like America, that won't give in to their world government.
[01:26:29.039 --> 01:26:31.741]  And it's a UN world government that drops bombs on people.
[01:26:32.842 --> 01:26:37.205]  And again, I've read hundreds and hundreds of these books, and it's all right there.
[01:26:38.626 --> 01:26:39.466]  It's all right there.
[01:26:40.347 --> 01:26:44.730]  And they tell you in childhoods in what they're going to do, and they tell you in 2001 what they're going to do.
[01:26:44.770 --> 01:26:45.811]  It's the same story over and over again.
[01:26:46.251 --> 01:26:50.714]  But in the Foundation series, and you can't go read six books or whatever like I did.
[01:26:50.975 --> 01:26:51.815]  They're big, thick books.
[01:26:51.875 --> 01:26:52.436]  I read them all.
[01:26:52.756 --> 01:26:54.137]  They're very entertaining, very interesting.
[01:26:56.308 --> 01:27:13.292]  But when I was reading them, I was already clicking, oh my God, this is a political technocracy plan, where a supercomputer learns the future of mass movements of people, and once you know the mass movements, you can then program through a global Google system, the stimuli to make people behave and operate the way you want them to.
[01:27:13.812 --> 01:27:23.414]  So you don't just predict the future, you control the future, but they decide that there's too many humans in the universe, in thousands of galaxies, they look forward millions of years,
[01:27:24.659 --> 01:27:27.022]  So, they've even introduced a plan if we get off the planet.
[01:27:42.131 --> 01:27:56.822]  And by the way, you watch the trailer, it's all, we've gotta kill everybody to save the future, and it's all these black people doing it, and they're gonna kill all the whites, knowing that whites have been taught to hate themselves, so then if they see the blacks killing them, it's a good thing, so it's all adapted for now.
[01:27:57.242 --> 01:28:02.186]  I mean, ladies and gentlemen, I haven't watched the series yet, but you can see it in the trailer, and I've already read the six books.
[01:28:02.866 --> 01:28:03.087]  Okay?
[01:28:03.807 --> 01:28:05.889]  Which I guess would be that thick, all of them together.
[01:28:07.450 --> 01:28:10.272]  And so, I've read the Illuminati's writings, they're public.
[01:28:11.770 --> 01:28:14.732]  And I've seen them make this come true.
[01:28:14.812 --> 01:28:15.853]  I've seen them do this.
[01:28:15.953 --> 01:28:17.635]  I've seen all of this unfold.
[01:28:17.715 --> 01:28:18.655]  I've seen their plan.
[01:28:19.516 --> 01:28:28.563]  And I've then read their writings where they brag and write nonfiction books like Aldous Huxley's brother ran the UN, Julian Huxley.
[01:28:30.896 --> 01:28:36.120]  In Brave New World Revisited, 1961, when he was dying of cancer, he goes and speaks at Berkeley about the book.
[01:28:36.581 --> 01:28:38.462]  It's an hour-long speech saying, this is real.
[01:28:38.742 --> 01:28:46.889]  I wrote this in 1932 from the eugenics board, and it talks about chemicals and the end of the family and controlling us and wiping everybody out.
[01:28:46.989 --> 01:28:48.630]  I mean, it's all there.
[01:28:49.931 --> 01:28:51.112]  It's all there.
[01:28:51.793 --> 01:28:56.677]  So I can show you all their headlines, how they're going to do this, but I've already figured it all out.
[01:28:57.790 --> 01:28:59.451]  And they promote who they like.
[01:28:59.571 --> 01:29:02.774]  So I know David Rockefeller liked P.K.D.'
[01:29:02.754 --> 01:29:21.529]  's book, Ubarik or Kubarik, I can't remember the exact name up here, I'm telling you for free, where people can't live forever, but they've learned how to capture your spirit in a container where people can still be a ghost that hasn't gone to the next plane if you want to stay back and control things.
[01:29:23.610 --> 01:29:25.372]  And David Rockefeller loved that book.
[01:29:26.391 --> 01:29:28.914]  And David Rockefeller also financed The Road.
[01:29:29.435 --> 01:29:31.658]  The book is even worse than the movie with Viggo Mortensen.
[01:29:32.318 --> 01:29:33.760]  You wanna know what David Rockefeller dreams of?
[01:29:33.780 --> 01:29:34.621]  What he thinks is beautiful?
[01:29:35.002 --> 01:29:36.323]  Roasting babies on spits.
[01:29:37.305 --> 01:29:42.171]  So see, I just have read so much that I know what they're into, I know what they're up to, and I've said on air
[01:29:43.280 --> 01:30:02.776]  They are going to then say they own your personality, who you are, and they're going to sell it to your family, and they're going to use it however they want, and once they cut off all the resources and things in the post-industrial world through the Great Reset, they can then dictate to you that, oh, sell some of your words, sell some of what you did to them, and they're even claiming they then own you.
[01:30:03.999 --> 01:30:25.938]  and your soul and the revelations talks about the time of the Antichrist that the Antichrist will traffic in the souls of men and sell it in their marketplaces the identities and the souls of men and it describes buildings the tallest mountains and it describes huge ships and merchants and it describes everything that's happening now
[01:30:28.720 --> 01:30:32.603]  And of course, the word is John was on a lot of something on the Isle of Patmos.
[01:30:33.104 --> 01:30:43.473]  But the point is, is that here's the article now, out of London Independent, Microsoft patent shows plan to revive dead loved ones and then sell them back to you.
[01:30:44.333 --> 01:30:50.799]  Microsoft has been granted a patent that would allow the company to make a chatbot using the personal information of deceased people.
[01:30:51.099 --> 01:30:55.483]  Goes on to say it'll grab everything you say, everything you do, all your messages, your photos,
[01:30:56.063 --> 01:31:02.985]  360 shots, body scans, your voice, your mannerisms, images, voice data, social media posts, electronic messages.
[01:31:03.365 --> 01:31:07.746]  They're gathering it all and they're going to also sell your privacy in the future after you're gone.
[01:31:08.806 --> 01:31:18.409]  But they're going to have a program in it that controls it saying it's you and saying you are still alive and telling your loved ones
[01:31:20.336 --> 01:31:21.237]  Give up your body.
[01:31:21.377 --> 01:31:22.338]  Become carbon-based.
[01:31:22.398 --> 01:31:23.138]  Save the Earth.
[01:31:23.558 --> 01:31:24.399]  Give up your body.
[01:31:24.439 --> 01:31:26.220]  You're going to get five free years of credits.
[01:31:26.681 --> 01:31:33.566]  It'll take care of your... People are going to make the world so dystopic, locking your house, and so ugly where you can't go outside and don't look at the sun.
[01:31:33.586 --> 01:31:40.431]  Imagine if space aliens landed and said, don't look at the sun, don't talk to your neighbors, and gave you poisons that got rid of your immune system.
[01:31:40.611 --> 01:31:41.392]  They're doing it!
[01:31:41.632 --> 01:31:43.093]  And they look like aliens, don't they?
[01:31:43.734 --> 01:31:46.015]  The New Zealand Prime Minister.
[01:31:46.556 --> 01:31:47.016]  And all of them.
[01:31:48.137 --> 01:31:51.239]  Because they are turned over to a spirit that is not of this world.
[01:31:51.760 --> 01:31:52.941]  And this is an alien invasion.
[01:31:52.961 --> 01:31:55.063]  This is a satanic, interdimensional attack.
[01:31:55.323 --> 01:32:00.507]  By the way, I talked to high-level Pentagon people, former heads of major agencies, they all totally agree.
[01:32:00.667 --> 01:32:01.648]  They all know this up there.
[01:32:02.528 --> 01:32:05.231]  And they're all, yeah, there's the group that's joined it, the group that hasn't.
[01:32:06.311 --> 01:32:15.579]  They're channeling this demonic idea, these blueprints that were put in all the science fiction books that are really blueprints of what they're going to build and competing ideas and systems.
[01:32:18.072 --> 01:32:18.652]  Alright, look.
[01:32:22.235 --> 01:32:25.177]  I'm going to give you some solutions, and then I'm going to shut this transmission down.
[01:32:25.757 --> 01:32:28.319]  But, here is a Fox Business article.
[01:32:28.359 --> 01:32:31.881]  Tim Cook gets a letter from Apple employees demanding changes.
[01:32:33.383 --> 01:32:41.008]  And the article's all about how they don't like sexual harassment, and the company lets their employers, their bosses be abusive.
[01:32:41.248 --> 01:32:43.790]  And I knew before I read it, I said, that's the disinfo.
[01:32:44.210 --> 01:32:45.131]  See, I've done this so long.
[01:32:45.987 --> 01:32:52.790]  Just like when I read last Monday, oh, the two top scientists at the FDA quit over a disagreement over booster jabs.
[01:32:53.030 --> 01:32:55.512]  No, they said corporations are running things.
[01:32:55.552 --> 01:32:57.773]  The CDC doesn't have regulatory power.
[01:32:58.213 --> 01:32:59.574]  We don't need to give kids these shots.
[01:32:59.614 --> 01:33:00.694]  We don't need booster shots.
[01:33:01.294 --> 01:33:03.776]  And we have not really authorized any of these shots.
[01:33:03.816 --> 01:33:04.336]  That's a lie.
[01:33:05.370 --> 01:33:05.970]  That's what they said.
[01:33:06.151 --> 01:33:08.412]  But the headline's all, oh, disagreement over boosters, no big deal.
[01:33:08.832 --> 01:33:17.458]  So whether it was Fox News or the Associated Press about this Tim Cook article, because I read hundreds a day, it was all, oh, they're mad about sexual harassment.
[01:33:17.699 --> 01:33:19.300]  No, I actually went and found the letter.
[01:33:19.940 --> 01:33:20.581]  That's in there.
[01:33:20.861 --> 01:33:24.363]  They say, our iCloud is read by our bosses.
[01:33:25.464 --> 01:33:26.305]  And they can't help it.
[01:33:26.345 --> 01:33:29.767]  They'll even harass women at work who take naked pictures of themselves.
[01:33:30.107 --> 01:33:33.810]  Or they'll see pictures of the girl they're into with her boyfriend's weenie.
[01:33:36.141 --> 01:33:42.426]  So, I mean, just like in the movie Snowden's A True Story, his boss is watching him and his girlfriend have sex, turning the laptop on.
[01:33:43.267 --> 01:33:48.672]  Why do you think when you see the former FBI director, when he was director, at his office and the camera's covered up?
[01:33:49.072 --> 01:33:50.974]  Or Zuckerberg, I told you 20 years ago, do that.
[01:33:51.674 --> 01:33:55.097]  They're watching you, they're listening, they're grabbing it all on record.
[01:33:56.439 --> 01:33:59.661]  And then Apple comes out and says, we're going to read all the public stuff.
[01:34:00.242 --> 01:34:03.745]  They already read your emails, if you're signed up with them, so does Apple, so does Google.
[01:34:05.029 --> 01:34:15.752]  And they say, they're telling you, we're going to watch and track everything you do, we're going to read everything, we're going to look at all your photos and give outside third party fact checkers a look at it.
[01:34:16.052 --> 01:34:22.394]  They're not just going to censor you on social media, they're doing it inside your freaking phones because you put up with it.
[01:34:22.794 --> 01:34:30.200]  And so Apple employees, before they replace you all with AI, which is very close, you're all being watched by AI learning to replace you.
[01:34:30.761 --> 01:34:31.421]  Unionize!
[01:34:31.461 --> 01:34:34.524]  We need a human union for a human future.
[01:34:34.944 --> 01:34:37.426]  And that's called a social contract.
[01:34:39.748 --> 01:34:40.489]  I've been political.
[01:34:42.791 --> 01:34:44.753]  I was better before Trump came along.
[01:34:45.728 --> 01:34:48.192]  And I was against Republicans and Democrats because I knew they were controlled.
[01:34:48.713 --> 01:34:51.497]  And I believe Trump would really change things the way they attacked him.
[01:34:51.517 --> 01:34:52.259]  And they didn't like him.
[01:34:52.719 --> 01:34:56.405]  But a lot of the attack was to fool conservatives to think he was our savior.
[01:34:56.585 --> 01:34:57.928]  We could just go to sleep and he'd handle it.
[01:34:58.899 --> 01:34:59.559]  And that's not the case.
[01:34:59.579 --> 01:35:01.040]  So I don't care if you're a Republican.
[01:35:01.320 --> 01:35:02.321]  I don't care if you're a Democrat.
[01:35:02.421 --> 01:35:03.441]  I don't care who you are.
[01:35:03.661 --> 01:35:05.962]  I don't care if you're a woman or a man or what damn color you are.
[01:35:06.423 --> 01:35:15.987]  This is an end of humanity, creating such a dystopia that we give up our bodies because we're so miserable and want to believe we're not committing suicide, which we're really going to be doing.
[01:35:16.928 --> 01:35:17.688]  They want to kill you.
[01:35:17.848 --> 01:35:18.548]  They want you to die.
[01:35:18.568 --> 01:35:19.589]  I just showed you all the proof.
[01:35:20.449 --> 01:35:23.391]  And so we got to hit bottom at some point and start going back up to the top.
[01:35:24.871 --> 01:35:25.692]  I'm going to close with this.
[01:35:29.870 --> 01:35:32.271]  And London Independent, actual physical shot of their newspaper.
[01:35:33.452 --> 01:35:36.334]  Boris Johnson says, I don't care what my government regulators say.
[01:35:37.034 --> 01:35:38.395]  We're going to go ahead and inject children.
[01:35:38.815 --> 01:35:40.016]  We're going to go ahead with the booster shots.
[01:35:42.217 --> 01:35:43.197]  Who died and made him God?
[01:35:43.417 --> 01:35:44.398]  The whole facade's fallen.
[01:35:46.059 --> 01:35:46.819]  And it's the same thing here.
[01:35:46.839 --> 01:35:49.181]  Biden says, I don't care if the heads of the agency quit.
[01:35:49.361 --> 01:35:50.301]  We're going to go ahead with it.
[01:35:50.501 --> 01:35:55.064]  And we put a woman in there that let us use Oxycontin and Fentanyl on children!
[01:35:57.912 --> 01:35:58.653]  Millions died.
[01:35:58.993 --> 01:36:01.075]  Millions died in the last 20 years from these people.
[01:36:01.395 --> 01:36:09.621]  And just Friday, federal courts said the family that did this is being given immunity from civil and criminal penalties.
[01:36:10.482 --> 01:36:10.963]  A pardon.
[01:36:12.404 --> 01:36:14.625]  Because they did that at the globalist direction.
[01:36:15.646 --> 01:36:16.847]  They're dismantling America.
[01:36:16.887 --> 01:36:18.128]  They collapsed Afghanistan.
[01:36:18.509 --> 01:36:20.270]  No borders, no walls, no USA at all.
[01:36:20.430 --> 01:36:23.733]  They shut down thousands of our pipelines, not just the Keystone.
[01:36:24.694 --> 01:36:26.655]  Our gas prices have doubled since Biden got in.
[01:36:26.695 --> 01:36:27.356]  Trump meant well.
[01:36:28.424 --> 01:36:30.626]  Because we don't stand up for each other.
[01:36:31.286 --> 01:36:34.108]  We let other people get screwed over, we're going to get screwed over.
[01:36:34.549 --> 01:36:36.670]  We let them starve the Africans, we're going to starve.
[01:36:36.791 --> 01:36:37.811]  God Almighty, people!
[01:36:38.332 --> 01:36:40.193]  You've got to realize what's going on and come together.
[01:36:42.735 --> 01:36:43.936]  So that's what we've got to realize.
[01:36:45.037 --> 01:36:55.145]  And separately, I have the Democratic Party and the same people that have sued Remington into bankruptcy, suing us, and they control the courts, they control the whole nine yards.
[01:36:55.865 --> 01:36:57.647]  They basically have admitted that they're the mafia.
[01:36:59.065 --> 01:37:03.428]  And that's okay, because mafias always end up falling and getting defeated.
[01:37:03.808 --> 01:37:10.933]  And so I have a spiritual boss that I work for, and so I am more empowered than ever thanks to your support.
[01:37:12.053 --> 01:37:23.961]  I need you today to realize that we're doing a lot of things, and we're doing a lot of things where this old creature needs to upsize what I'm doing.
[01:37:26.314 --> 01:37:43.268]  And that process is underway where we have alliances and whole separate systems that aren't Alex Jones, where we are going to not just stay where we're at, but it's our job to explode in the face of the globalists.
[01:37:43.928 --> 01:37:47.451]  And that takes a lot of capital and a lot of work.
[01:37:48.512 --> 01:37:50.013]  And so I need money.
[01:37:51.969 --> 01:37:55.292]  I need you to go to MFORSTORE.COM and get a historic t-shirt.
[01:37:56.313 --> 01:37:59.215]  And to spread the word, I need you to get books and films like Endgame.
[01:37:59.615 --> 01:38:03.859]  I need you to, and Mercola's amazing book on COVID-19, share it.
[01:38:04.319 --> 01:38:05.660]  And I need you to get the storable food.
[01:38:05.700 --> 01:38:07.341]  That's something on your checkoff box you got to get.
[01:38:07.362 --> 01:38:10.584]  We got the best food, the lowest price you're going to find for quality food, ready to ship right now.
[01:38:11.465 --> 01:38:15.308]  I need you to get stuff you already need, like stuff for your immune system and your body.
[01:38:15.608 --> 01:38:17.870]  Vitamin Refusion, selling out, still 33% off.
[01:38:18.771 --> 01:38:20.412]  We've got Back in Stock.
[01:38:22.264 --> 01:38:27.248]  Pollen Block, we've got back in stock so many other great products like Living Defense that flushes out your guts.
[01:38:28.009 --> 01:38:32.592]  It's next level, really herbal probiotic to really detoxify you.
[01:38:33.453 --> 01:38:35.594]  We've got the ultimate Krill Oil, 40% off.
[01:38:35.615 --> 01:38:38.497]  We've got Vaso Beets for your heart and everything, 50% off.
[01:38:39.397 --> 01:38:47.304]  There's a bunch of specials on the site right now and that's how we stay in the arena and that's how we guarantee we're going to fight harder than ever.
[01:38:47.324 --> 01:38:50.947]  But I've got to tell you, I physically and spiritually have never been stronger.
[01:38:51.869 --> 01:38:53.670]  Something in just the last few weeks has happened.
[01:38:53.910 --> 01:39:02.833]  The awakening, your prayers, all of us together, the tide turning with all these regulators coming out saying this is evil, we're not going to be part of this, we're killing kids, this is poisonous.
[01:39:04.193 --> 01:39:05.674]  This is about our choices we make.
[01:39:05.694 --> 01:39:07.114]  This is about who we become.
[01:39:07.635 --> 01:39:08.615]  It's not about this life.
[01:39:08.675 --> 01:39:10.276]  It's about the test of this life.
[01:39:10.976 --> 01:39:16.158]  It's not about how much garbage we have or how cool we are on CNN or Hollywood.
[01:39:16.178 --> 01:39:17.238]  That's all repulsive.
[01:39:17.605 --> 01:39:18.105]  Thank you, God.
[01:39:41.920 --> 01:39:46.343]  Like new reporters we've got and extra reporters I want to get so we can track things down and change the world.
[01:39:46.784 --> 01:39:48.105]  InfoWarsTore.com.
[01:39:48.525 --> 01:39:49.486]  We're committed to the fight.
[01:39:49.866 --> 01:39:50.426]  You're committed.
[01:39:50.466 --> 01:39:52.468]  So thank you for your support.
[01:39:53.229 --> 01:39:56.591]  Please again share this video for Man.Video and FreeWorldNews.TV.
[01:39:57.232 --> 01:40:00.914]  And please join me tomorrow night live because every show could be our last.
[01:40:00.954 --> 01:40:01.375]  Who knows?
[01:40:02.275 --> 01:40:03.436]  4 to 6 p.m.
[01:40:03.456 --> 01:40:05.818]  We've got some special guests tomorrow with the Sunday show.
[01:40:06.138 --> 01:40:07.559]  So thank you all and thank you to the crew.
[01:40:08.100 --> 01:40:09.621]  God bless and good luck.
[01:40:47.639 --> 01:40:53.904]  The Fortune 100 have established the Davos Group to be the public arm of the Bilderberg Group.
[01:40:54.845 --> 01:41:09.097]  Klaus Schwab formerly headed up the Bilderberg Group and their goal is to establish a corporate world government and then turn off the resources to create a post-industrial world that triggers a planetary population collapse.
[01:41:10.106 --> 01:41:17.673]  And out of that collapse, out of that global crisis, they openly say that they will use that to bring in a worldwide authoritarian model.
[01:41:18.193 --> 01:41:23.899]  Now that's in the Rockefeller plan, Operation Lockstep, but it's in many other plans of the globalists.
[01:41:24.419 --> 01:41:26.741]  And that is what they are initiating right now.
[01:41:27.402 --> 01:41:29.183]  So I have a two-pronged approach personally.
[01:41:30.264 --> 01:41:35.309]  I'm trying to inform the public, inform leaders around the world about what's going on so we can oppose
[01:41:35.885 --> 01:41:38.128]  The Great Reset post-industrial operation.
[01:41:38.549 --> 01:41:43.176]  That would be the best way to stop it, would be to actually shut the program down itself.
[01:41:43.717 --> 01:41:47.743]  Or, and this is plan B, and I'm doing this simultaneously,
[01:41:48.615 --> 01:41:57.458]  Getting prepared myself for the type of long global depression we're going to be living under for decades, if not forever, if we don't turn this around.
[01:41:58.018 --> 01:42:02.599]  You see, in North Korea, they can supply their people with food and jobs, but they don't.
[01:42:02.639 --> 01:42:04.040]  They keep them starving for control.
[01:42:04.640 --> 01:42:05.821]  Same thing's done in Venezuela.
[01:42:05.841 --> 01:42:06.781]  Same thing's done in Cuba.
[01:42:07.611 --> 01:42:09.712]  This is a system of feudalism.
[01:42:10.332 --> 01:42:19.976]  Communism is nothing but a modern version of feudalism where you trade out the lords and the kings for the Politburo and the inner party of the Communist Party.
[01:42:20.436 --> 01:42:30.220]  So when you see the handover of Afghanistan by design to be a fiasco, when you see China being allowed to take over the world stage and threaten to invade Taiwan, when you see the UN organizing
[01:42:31.960 --> 01:42:37.022]  Hundreds of millions of people who they've already impoverished with the global lockdowns now invade our countries.
[01:42:37.462 --> 01:42:47.465]  This is part of a larger globalist strategic plan that I made a film about 14 years ago titled Endgame blueprint for global enslavement.
[01:42:47.825 --> 01:42:53.446]  So whether you like it or not, whether I like it or not, we live in the new world order system today.
[01:42:53.967 --> 01:42:55.167]  We live on a planet
[01:42:55.509 --> 01:43:03.546]  With an out-of-control globalist elite who are openly trying to impoverish us and dumb us down so we can't resist when they finally kill us.
[01:43:04.614 --> 01:43:07.715]  So the answer is get prepared and get ready.
[01:43:08.055 --> 01:43:15.817]  And one of the most basic things you can do is spread the word about this broadcast and resist the globalist program of domination and enslavement.
[01:43:16.297 --> 01:43:21.159]  And you can also personally get ready yourself with high quality storable foods.
[01:43:21.739 --> 01:43:24.019]  We have the best company out there in the United States.
[01:43:24.099 --> 01:43:25.280]  They're ready to ship to you.
[01:43:25.580 --> 01:43:30.741]  They have very high quality at very, very low cost because they are the biggest company in the United States.
[01:43:30.781 --> 01:43:32.682]  They've been a sponsor of ours for almost 14 years.
[01:43:33.561 --> 01:43:40.686]  The company's only 15 years old, but they've become the dominant company because, again, they have high-quality food at a low price.
[01:43:41.066 --> 01:43:47.931]  So I want to encourage all the viewers and all the listeners now to support the broadcast, to fund our operation, and get high-quality, storable food at the same time.
[01:43:48.211 --> 01:43:57.417]  I noticed in late August we saw orders explode without us even really promoting it, and now into early September I expect those orders to only go up because people understand
[01:43:57.725 --> 01:43:57.965]  Thank you.
