[00:00:00.134 --> 00:00:00.955]  This is our chance
[02:16:19.274 --> 02:16:19.694]  Go away.
[02:16:24.076 --> 02:16:30.339]  So the purists out there can go, oh, Jones, you know, you're against the private Federal Reserve, but Trump's using the Federal Reserve's power to do all this.
[02:16:30.939 --> 02:16:31.159]  Yeah.
[02:16:32.972 --> 02:16:36.754]  Trying to get America back in a power position for the collapse.
[02:16:37.134 --> 02:16:38.275]  But don't worry, leftists.
[02:16:38.855 --> 02:16:39.876]  And don't worry, trendies.
[02:16:40.296 --> 02:16:43.658]  You're gonna have America in the collapse in a position of weakness.
[02:16:44.578 --> 02:16:46.419]  And so you're gonna starve to death, many of you.
[02:16:48.340 --> 02:16:49.280]  If this goes that direction.
[02:16:50.701 --> 02:16:52.902]  So I see what Trump was doing as a pragmatist.
[02:16:52.922 --> 02:16:54.123]  Doesn't even mean I agree with all of it.
[02:16:55.684 --> 02:16:58.185]  But now, things are gonna get really crazy.
[02:16:59.546 --> 02:17:01.487]  And all I know is while we still can,
[02:17:02.406 --> 02:17:03.106]  Get prepared.
[02:17:03.847 --> 02:17:05.888]  Biden plans to put his neck on this country.
[02:17:06.388 --> 02:17:08.489]  He plans to put his leg on our neck forever.
[02:17:08.870 --> 02:17:10.670]  He plans to never let us restart.
[02:17:11.031 --> 02:17:12.832]  They plan to break our will completely.
[02:17:13.512 --> 02:17:22.277]  And that's why now is the time to expose their CHICOM agents, to expose COVID as a fraud, to expose we have the same numbers of deaths last year as 2019.
[02:17:22.457 --> 02:17:24.058]  That's so huge.
[02:17:24.458 --> 02:17:31.762]  And to repudiate them and to point out that these are big banks that want to implode us and consolidate us so they can buy up the company.
[02:17:32.142 --> 02:17:33.043]  We're good to go.
[02:17:49.827 --> 02:17:56.731]  And be there and take action and be involved and be engaged because history is happening right now.
[02:17:57.311 --> 02:17:59.232]  And so much election fraud is coming out.
[02:17:59.593 --> 02:18:00.873]  It is absolutely insane.
[02:18:01.234 --> 02:18:04.876]  And in closing, order an InfoWars.com t-shirt.
[02:18:05.376 --> 02:18:07.657]  Order a water filtration or air filtration system.
[02:18:07.978 --> 02:18:10.159]  Get your storable foods at PrepareWithAlex.com.
[02:18:10.699 --> 02:18:13.401]  On the 8th, the prices have to go up because the food price is going up.
[02:18:13.701 --> 02:18:16.843]  They've got $800 plus deal discounts at PrepareWithAlex.com.
[02:18:18.222 --> 02:18:20.526]  They're going to have to end because they got to go up with our food prices.
[02:18:21.621 --> 02:18:23.342]  That's all at prepare with Alex .com.
[02:18:23.842 --> 02:18:25.143]  That's the special on the food.
[02:18:25.583 --> 02:18:26.303]  Info or short.
[02:18:26.343 --> 02:18:28.805]  Com is for the X two back in stock.
[02:18:29.185 --> 02:18:30.726]  Super metal Vitality back in stock.
[02:18:31.286 --> 02:18:33.607]  The, uh, Prostagard back in stock.
[02:18:33.707 --> 02:18:33.927]  The.
[02:18:34.688 --> 02:18:36.468]  Pure turmeric extract back in stock.
[02:18:36.949 --> 02:18:37.669]  It's all there.
[02:18:37.689 --> 02:18:45.973]  25 to 50% off and info or short .com and I thank you for your dauntless support for us, and it's totally paid off in the resistance.
[02:18:46.013 --> 02:18:47.834]  We appreciate you and we thank you.
[02:18:48.214 --> 02:18:49.115]  All right for the next.
[02:18:50.559 --> 02:18:51.120]  48 minutes.
[02:18:51.200 --> 02:18:59.365]  Gerald Cilente, the top trends forecaster and a good friend of mine and a great patriot, takes over at TrendsResearch.com.
[02:18:59.805 --> 02:19:00.746]  Be sure and check his site.
[02:19:01.126 --> 02:19:02.887]  Gerald, God bless you and take over, my friend.
[02:19:03.988 --> 02:19:07.190]  God bless you and all the best on your trip to Washington.
[02:19:08.051 --> 02:19:10.732]  And what Alex was saying, you know, I've been writing some notes.
[02:19:10.773 --> 02:19:12.674]  He hit so many points so quickly.
[02:19:13.434 --> 02:19:14.995]  Food prices are going up.
[02:19:15.736 --> 02:19:18.538]  It's one of the trends we looked at in the beginning of this.
[02:19:18.578 --> 02:19:19.058]  We call it
[02:19:19.753 --> 02:19:20.893]  Dragflation.
[02:19:21.814 --> 02:19:24.835]  That means your income is going to drag way down.
[02:19:25.475 --> 02:19:27.936]  The economy is going to drag way down.
[02:19:28.616 --> 02:19:33.798]  But food prices are going to go higher and higher, as are other commodity prices.
[02:19:35.159 --> 02:19:37.720]  Also is talking about the Federal Reserve.
[02:19:38.540 --> 02:19:42.501]  Let's take a look at the Federal Reserve, the new one, if Biden gets in there.
[02:19:43.382 --> 02:19:44.702]  Who's going to be running it?
[02:19:45.763 --> 02:19:46.663]  Janet Yellen.
[02:19:47.441 --> 02:19:49.904]  Oh, if only a woman was in charge.
[02:19:50.625 --> 02:19:52.867]  I'm so tired of hearing that crap.
[02:19:53.327 --> 02:19:54.709]  Oh, you like Margaret Thatcher?
[02:19:54.769 --> 02:19:56.391]  No, I like Indira Gandhi.
[02:19:56.951 --> 02:19:57.492]  Oh, no, no.
[02:19:57.552 --> 02:19:59.554]  How about Madeline Not All That Bright?
[02:20:00.095 --> 02:20:01.296]  Oh, what about, uh...
[02:20:02.719 --> 02:20:03.600]  Susan Rice.
[02:20:03.620 --> 02:20:05.861]  Yeah, that guy Qaddafi has to go.
[02:20:06.021 --> 02:20:10.964]  Or the other one, Condoleezza Rice, the next Mushroom Cloud you see.
[02:20:11.284 --> 02:20:13.245]  Yeah, let's go over and destroy Iraq.
[02:20:13.285 --> 02:20:16.126]  So anyway, going back to Janet Yellen.
[02:20:16.667 --> 02:20:17.507]  Oh, who was she?
[02:20:18.107 --> 02:20:21.789]  Oh, she was the head of the Federal Reserve Bank.
[02:20:23.610 --> 02:20:24.951]  The phony bank.
[02:20:25.031 --> 02:20:27.532]  It's not a federal nothing.
[02:20:28.333 --> 02:20:30.634]  It's controlled by the mobsters, the banksters.
[02:20:31.314 --> 02:20:33.575]  And now she's going to be Treasury Secretary?
[02:20:35.376 --> 02:20:37.258]  And how much did she make in 2018 and 2019?
[02:20:37.418 --> 02:20:39.379]  Or just in 2019, not exactly sure about the dates?
[02:20:39.399 --> 02:20:41.320]  Oh, only seven million dollars for giving speeches.
[02:20:41.340 --> 02:20:42.040]  Seven million bucks.
[02:20:42.060 --> 02:20:42.200]  Got it?
[02:21:00.854 --> 02:21:02.395]  Hey, gig workers!
[02:21:03.156 --> 02:21:06.859]  Yeah, hey, all you people packing boxes at Amazon!
[02:21:08.100 --> 02:21:15.345]  Hey, all us workers who work tirelessly to make things happen, like InfoWars and all the staff!
[02:21:16.286 --> 02:21:22.851]  All we are, our plantation workers, are the global plantation of Slavelandia!
[02:21:23.512 --> 02:21:23.872]  Get it?
[02:21:25.393 --> 02:21:27.655]  It's a total takeover by the mob!
[02:21:29.677 --> 02:21:31.518]  Oh yeah, it was a great year this year.
[02:21:32.398 --> 02:21:34.839]  Oh, you mean all those businesses that went out of business?
[02:21:35.599 --> 02:21:36.079]  Yeah.
[02:21:36.720 --> 02:21:40.241]  But the billionaires got another trillion dollars richer!
[02:21:42.042 --> 02:21:47.584]  So do what you can to support what you can and believe in what you can.
[02:21:48.524 --> 02:21:51.405]  Because if we don't unite, it's over.
[02:21:52.226 --> 02:21:55.947]  Save the little story about, you know, uh, uh,
[02:21:57.605 --> 02:21:59.926]  You know, one person being able to do it all.
[02:22:00.007 --> 02:22:00.927]  We have to unite.
[02:22:02.088 --> 02:22:05.050]  And unite by doing what you can to support InfoWars.
[02:22:06.831 --> 02:22:07.931]  Survive and thrive.
[02:22:09.673 --> 02:22:10.333]  Hello, hello.
[02:22:10.373 --> 02:22:12.354]  Great being on the Alex Jones Show.
[02:22:13.275 --> 02:22:16.817]  I want to wish everybody a very unhappy New Year.
[02:22:17.838 --> 02:22:19.899]  I'm not happy about this New Year.
[02:22:19.919 --> 02:22:24.082]  Did you see Times Square?
[02:22:25.102 --> 02:22:26.163]  New Year's Eve?
[02:22:27.185 --> 02:22:27.465]  Dead.
[02:22:28.126 --> 02:22:28.406]  Dead.
[02:22:28.926 --> 02:22:32.089]  Except for that big piece of crap clown.
[02:22:32.709 --> 02:22:38.754]  That moron, slimeball, phony Italian guy, de Blasio.
[02:22:39.134 --> 02:22:39.955]  Wilhelm!
[02:22:39.975 --> 02:22:41.476]  Hi Wilhelm!
[02:22:42.156 --> 02:22:44.178]  Him and his wife dancing up there.
[02:22:44.558 --> 02:22:47.681]  They got center stage.
[02:22:48.301 --> 02:22:51.303]  They have center stage in Times Square.
[02:22:51.784 --> 02:22:54.686]  As all the little peasants of Slavelandia.
[02:22:55.436 --> 02:22:57.037]  Are told to stay home.
[02:22:58.579 --> 02:23:00.760]  It's not a happy new year for me.
[02:23:01.301 --> 02:23:03.543]  I don't like living this kind of life.
[02:23:05.004 --> 02:23:18.315]  I have never, other than, you know, for things that have happened in your life, have been sadder about where the world is going than I am now.
[02:23:18.335 --> 02:23:23.699]  Oh, it'll be a happy new year when everybody gets vaccinated.
[02:23:25.683 --> 02:23:29.968]  It'll be a happy new year when the Great Reset starts setting in big time.
[02:23:29.988 --> 02:23:34.272]  Oh, it'll be a happy new year.
[02:23:35.573 --> 02:23:36.935]  Take a look at the markets today.
[02:23:38.096 --> 02:23:38.857]  Oh, where's the Dow?
[02:23:38.957 --> 02:23:39.578]  It was down over 500.
[02:23:39.798 --> 02:23:41.520]  It's down around 470.
[02:23:42.681 --> 02:23:43.202]  Oh, gold?
[02:23:43.262 --> 02:23:44.763]  Gold's only up 50 bucks.
[02:23:44.943 --> 02:23:46.105]  Can't understand why.
[02:23:46.125 --> 02:23:48.287]  I don't understand.
[02:23:50.851 --> 02:23:51.371]  There he is.
[02:23:51.692 --> 02:23:53.433]  Look at that guy.
[02:23:53.693 --> 02:23:57.015]  You see how tight that little clown is?
[02:23:57.535 --> 02:23:59.016]  Look how tight, man!
[02:23:59.516 --> 02:24:04.899]  These are the tight cats that can't get loose, that are locking everybody down.
[02:24:05.599 --> 02:24:11.583]  They don't have not a drop of boogie, not an ounce of jive, just tight
[02:24:12.447 --> 02:24:15.188]  Fat, slimy, gruesome.
[02:24:15.708 --> 02:24:16.948]  Oh, gruesome newsome.
[02:24:17.328 --> 02:24:21.609]  Another little piece of garbage crap over there in California.
[02:24:22.209 --> 02:24:23.669]  Little Andy Cuomo.
[02:24:23.889 --> 02:24:26.590]  You wanna look at a tight cat, man?
[02:24:27.530 --> 02:24:29.890]  That face is ready to explode.
[02:24:30.430 --> 02:24:31.911]  Hey, freak boy.
[02:24:31.931 --> 02:24:34.011]  Hey, clown boy.
[02:24:34.031 --> 02:24:38.172]  Hey, suck-up lowlife piece of garbage crap.
[02:24:38.652 --> 02:24:39.552]  Hey, scum.
[02:24:40.623 --> 02:24:48.746]  Ruining all the businesses while you go up and party at the French Laundry at 400 bucks a pop.
[02:24:49.427 --> 02:24:51.527]  Look at these little pieces of crap.
[02:24:52.528 --> 02:24:53.888]  Telling us what to do.
[02:24:54.709 --> 02:24:56.029]  Telling us what to do.
[02:24:56.490 --> 02:24:58.230]  And how about that guy over there?
[02:24:58.290 --> 02:24:59.491]  Not far from me over here.
[02:24:59.651 --> 02:25:05.153]  Look at this stuff with this, with this people doing these hand signals.
[02:25:05.633 --> 02:25:07.414]  What are we paying for that stuff for?
[02:25:07.816 --> 02:25:09.578]  Here's some hand signals for you.
[02:25:09.858 --> 02:25:10.919]  Yeah, you got that one.
[02:25:10.959 --> 02:25:11.820]  I got another one.
[02:25:13.401 --> 02:25:16.003]  You could put up, this is a new age over here.
[02:25:16.023 --> 02:25:16.984]  Yeah, look at this.
[02:25:17.004 --> 02:25:18.125]  Look at this stupid crap.
[02:25:18.506 --> 02:25:19.687]  Look at this crap!
[02:25:20.027 --> 02:25:23.510]  Look at the imbecile, moron, slimy little lowlife.
[02:25:23.790 --> 02:25:24.992]  Pieces of garbage crap.
[02:25:25.332 --> 02:25:26.433]  Telling you what to do.
[02:25:26.833 --> 02:25:29.436]  Telling you, oh, don't get angry, Celente.
[02:25:30.356 --> 02:25:31.457]  Put on that mask.
[02:25:32.699 --> 02:25:34.060]  Next train to Auschwitz.
[02:25:34.994 --> 02:25:36.295]  This is the 21st century.
[02:25:36.315 --> 02:25:37.535]  You don't have to hire these people.
[02:25:37.755 --> 02:25:39.617]  What are you wasting my money doing that for?
[02:25:40.397 --> 02:25:42.998]  How many people are watching that that can't hear it?
[02:25:43.359 --> 02:25:49.442]  Put the language, you could put it right up there, the words at the bottom of the screen.
[02:25:49.962 --> 02:25:51.903]  You could put it at the bottom of the screen.
[02:25:51.983 --> 02:25:56.145]  Look at this little piece of crap telling us what to do.
[02:25:56.406 --> 02:25:57.846]  Who is another jerk?
[02:25:58.187 --> 02:25:59.047]  Off over there.
[02:25:59.067 --> 02:26:03.189]  And how about that guy in New Hampshire?
[02:26:03.830 --> 02:26:04.490]  Sununu.
[02:26:05.638 --> 02:26:22.275]  Sununu, another piece of daddy's boy, born on third base, naughty at a home run, not gonna have a swearing-in ceremony because people are protesting.
[02:26:22.759 --> 02:26:24.220]  In front of his house.
[02:26:24.941 --> 02:26:36.410]  And if you want to see the way freedom is robbed from you, the slimy little lowlife scum politicians over there passed laws that people can't do that anymore.
[02:26:36.790 --> 02:26:39.532]  No freedom of speech, no freedom of assembly.
[02:26:39.552 --> 02:26:40.733]  That's right.
[02:26:41.253 --> 02:26:42.254]  Arrested people.
[02:26:42.935 --> 02:26:43.475]  Binding them.
[02:26:44.542 --> 02:26:50.483]  For protesting against a little piece of crap Sununu, a daddy's boy.
[02:26:50.763 --> 02:26:54.104]  Wouldn't be nobody if daddy wasn't governor before him.
[02:26:54.684 --> 02:26:56.305]  You got it, everybody?
[02:26:56.805 --> 02:26:57.325]  Look at this!
[02:26:57.645 --> 02:26:59.305]  Look at this joker!
[02:27:00.085 --> 02:27:00.886]  Look at this!
[02:27:01.506 --> 02:27:02.986]  Hey, fat boy!
[02:27:03.566 --> 02:27:04.106]  Look at him!
[02:27:04.506 --> 02:27:05.967]  How many chins you got there?
[02:27:06.007 --> 02:27:07.587]  Maybe you should go out with Rachel.
[02:27:08.240 --> 02:27:09.701]  Yeah, Rachel Levine!
[02:27:10.022 --> 02:27:11.423]  The piece of slime!
[02:27:11.923 --> 02:27:14.686]  Over there in Pennsylvania!
[02:27:15.206 --> 02:27:15.627]  Yeah!
[02:27:15.987 --> 02:27:17.769]  Three Chins Levine!
[02:27:19.270 --> 02:27:20.751]  The health secretary!
[02:27:22.013 --> 02:27:23.234]  Telling us what to do.
[02:27:23.434 --> 02:27:26.717]  Oh, by the way, just to keep driving this home,
[02:27:27.830 --> 02:27:30.892]  When I talk about the COVID war and the B.S.
[02:27:30.952 --> 02:27:37.417]  that it is, this is the first book I worked on in 1986 when no one was talking about natural healing.
[02:27:37.457 --> 02:27:41.421]  It's only a Warner book, which was a big company in those days.
[02:27:41.441 --> 02:27:44.223]  I have an honorary doctorate from the National University.
[02:27:44.243 --> 02:27:44.763]  There he is.
[02:27:45.123 --> 02:27:46.404]  You're going to listen.
[02:27:46.504 --> 02:27:52.029]  And there's the clown boy next to him doing it, doing it, doing a whacking off on TV.
[02:27:53.351 --> 02:27:53.851]  Look at this!
[02:27:54.151 --> 02:27:56.052]  People listening to this crap!
[02:27:56.352 --> 02:27:57.552]  You better grow up!
[02:27:57.992 --> 02:27:59.732]  You better grow up, everybody!
[02:28:00.192 --> 02:28:02.153]  And you better support InfoWars!
[02:28:02.873 --> 02:28:07.434]  You better buy these products of survivalism, because that's gonna be a big one.
[02:28:08.274 --> 02:28:10.855]  It's one of our top trends for 2021.
[02:28:11.715 --> 02:28:13.075]  You look at the numbers already.
[02:28:14.155 --> 02:28:15.096]  Oh, we're in New York?
[02:28:15.136 --> 02:28:15.676]  Let's see.
[02:28:16.016 --> 02:28:17.216]  Um... Huh.
[02:28:19.056 --> 02:28:19.997]  Killings are only up 41%.
[02:28:24.244 --> 02:28:35.250]  You look around, let's see here, 57 big city police departments, number of murders in those cities, only up 36.7%.
[02:28:35.330 --> 02:28:39.053]  Survivalism.
[02:28:40.013 --> 02:28:47.958]  Not only in the products, but also you better fight for your life and learn how to do it.
[02:28:48.458 --> 02:28:50.079]  And we have it in the Trends Journal.
[02:28:51.288 --> 02:28:53.270]  With Bradley Steiner, may he rest in peace.
[02:28:53.290 --> 02:28:54.451]  We have a load of his articles.
[02:28:54.931 --> 02:28:56.112]  You better learn how to fight.
[02:28:57.573 --> 02:28:59.255]  This is going down big and hard.
[02:29:00.636 --> 02:29:04.079]  Look at the low lives that are telling us what to do and how to live.
[02:29:04.279 --> 02:29:05.019]  They don't care.
[02:29:05.520 --> 02:29:07.501]  They steal our money in the name of taxes.
[02:29:07.521 --> 02:29:09.703]  They're not worried about paying rent, mortgages, healthcare.
[02:29:09.723 --> 02:29:11.485]  They're not worried about anything.
[02:29:12.185 --> 02:29:13.346]  They got everything.
[02:29:13.466 --> 02:29:15.388]  Pensions, cars, you name it.
[02:29:15.968 --> 02:29:17.470]  They steal our money.
[02:29:18.826 --> 02:29:21.387]  Do as they say, not as they do!
[02:29:21.748 --> 02:29:27.570]  You are only a plantation worker on the global plantation of Slavelandia!
[02:29:28.411 --> 02:29:33.273]  It is the Great Reset you will obey, and you will pay to obey!
[02:29:33.293 --> 02:29:35.374]  I will steal your money!
[02:29:35.394 --> 02:29:37.696]  I am your politician!
[02:29:38.816 --> 02:29:39.536]  You got it?
[02:29:41.618 --> 02:29:44.359]  Every day I start off, I say, I gotta be calm.
[02:29:45.029 --> 02:29:49.970]  And then when I think about what's going on, I'm not calm about this.
[02:29:50.450 --> 02:29:53.151]  I'm broken hearted and I'm fighting to the end.
[02:29:53.911 --> 02:29:55.211]  I'm fighting for freedom.
[02:29:55.692 --> 02:29:58.412]  I'm fighting for peace and I'm fighting for justice.
[02:29:59.092 --> 02:30:10.335]  And I'm fighting against little boys like Cuomo, born on Third Basin, thought he hit a home run, a nobody if daddy wasn't Mario.
[02:30:10.555 --> 02:30:12.175]  And I'm going to rename the bridge after him.
[02:30:14.336 --> 02:30:14.516]  Yeah.
[02:30:14.997 --> 02:30:18.079]  Your hands smell like you just stuck them up your you-know-what.
[02:30:19.460 --> 02:30:19.881]  Look at them.
[02:30:20.882 --> 02:30:23.263]  So do what you can to support InfoWars.
[02:30:23.684 --> 02:30:24.685]  Be a warrior!
[02:30:24.705 --> 02:30:26.486]  Hello, hello.
[02:30:26.726 --> 02:30:28.507]  Great being on the Alex Jones Show.
[02:30:29.989 --> 02:30:32.931]  As I said, this is an unhappy new year for me.
[02:30:33.391 --> 02:30:35.433]  I don't, this isn't the kind of life I want to live.
[02:30:35.473 --> 02:30:43.179]  I can't imagine, you know, being a young person and not being able to, you know, experience adolescence.
[02:30:44.278 --> 02:30:47.099]  And little kids, they're all freaked out and masked up.
[02:30:47.979 --> 02:30:56.022]  And now the studies are starting to come up, come out and showing you what, what damage it's doing and how they're being taught to obey.
[02:30:56.042 --> 02:30:59.363]  You know, this is, this is terrible.
[02:31:00.563 --> 02:31:09.586]  I was mentioning about these little low life pieces of slimy scum crap, pieces of garbage called politicians.
[02:31:11.627 --> 02:31:12.727]  And again, just to
[02:31:13.362 --> 02:31:23.385]  For those of you who don't know, I began my career at a graduate school working on political campaigns in West Chester County.
[02:31:24.805 --> 02:31:32.007]  I was the campaign coordinator for Angelo Martinelli, became the longest running mayor of Yonkers, New York.
[02:31:32.027 --> 02:31:34.647]  I mean, that's a city of 300,000 people.
[02:31:35.028 --> 02:31:36.648]  It's not like a little, you know, hick town.
[02:31:37.928 --> 02:31:40.409]  But compared to the Bronx, where I was born and
[02:31:41.522 --> 02:31:42.683]  Spent some of my life there.
[02:31:42.703 --> 02:31:43.823]  It was like a hick town.
[02:31:44.164 --> 02:31:52.409]  But anyway, then I worked on district attorneys' campaigns and state senators' campaigns, and they sent me up to Albany.
[02:31:52.969 --> 02:31:55.791]  And I was the assistant to the Secretary of the New York State Senate.
[02:31:56.631 --> 02:32:01.534]  I designed and instructed American politics and campaign technology and taught it at St.
[02:32:01.574 --> 02:32:02.595]  John's University.
[02:32:02.615 --> 02:32:09.019]  And I was the Chief Government Affairs Specialist for a major trade association.
[02:32:11.485 --> 02:32:12.246]  I've seen life.
[02:32:12.306 --> 02:32:14.928]  I've been with presidents, prime ministers, and princes.
[02:32:16.369 --> 02:32:24.816]  And when I was the number two guy running a trade association, I picked up Ronald Reagan two days before he was going to run against Gerald Ford in 1976.
[02:32:26.057 --> 02:32:29.160]  I was 30 years old.
[02:32:29.180 --> 02:32:31.241]  I was with him for an hour and a half.
[02:32:31.401 --> 02:32:34.424]  Picked him up to Chicago Hilton, brought him over to McCormick Place.
[02:32:35.745 --> 02:32:36.346]  Had brunch.
[02:32:36.726 --> 02:32:37.807]  I got pictures the whole thing.
[02:32:37.847 --> 02:32:40.569]  Anyway, I know what the system looks like.
[02:32:41.164 --> 02:32:44.306]  So when I get angry, you bet on that.
[02:32:47.229 --> 02:32:53.794]  In life, you meet people you put your trust in and they rob you, do stuff to you.
[02:32:54.214 --> 02:32:55.895]  So I've been shafted before.
[02:32:59.958 --> 02:33:02.580]  Politicians are a continual shaft job.
[02:33:03.941 --> 02:33:07.444]  People put their trust in these low-life pieces of garbage.
[02:33:09.005 --> 02:33:10.346]  And what do they end up doing?
[02:33:11.363 --> 02:33:12.043]  Shafting.
[02:33:12.883 --> 02:33:18.445]  How can anybody in a free America obey a politician?
[02:33:19.285 --> 02:33:21.025]  People forgot two words.
[02:33:22.686 --> 02:33:25.226]  Public service.
[02:33:27.627 --> 02:33:29.247]  You don't tell me what to do.
[02:33:30.588 --> 02:33:32.088]  We tell you what to do.
[02:33:33.588 --> 02:33:37.349]  Now that's that arrogant dandy boy who America loves.
[02:33:38.430 --> 02:33:39.710]  Let's get this straight.
[02:33:40.404 --> 02:33:50.808]  There's a country called Germany, and I'm mentioning this because we're preparing for tomorrow's Trends Journal that's going out, and I'm reading all the latest news coming out.
[02:33:50.828 --> 02:33:58.170]  They're talking about lockdowns again in Germany, in France.
[02:33:58.770 --> 02:34:04.032]  European countries said to extend lockdowns after COVID cases surged.
[02:34:04.659 --> 02:34:14.301]  They always go with the cases, ignoring totally the invalidity of the PCR tests that we of course document, as do others.
[02:34:15.921 --> 02:34:20.862]  Germany, a country of 83 million people.
[02:34:21.522 --> 02:34:21.882]  All right?
[02:34:25.123 --> 02:34:26.143]  To date, they have 34,791 deaths.
[02:34:30.839 --> 02:34:34.442]  March, April, May, June, July, August, September, October, November, December.
[02:34:34.462 --> 02:34:41.608]  38,000 deaths out of 83 million people.
[02:34:42.929 --> 02:34:51.376]  Of those deaths, and we've done the data, the average age is 79 years old.
[02:34:55.539 --> 02:34:59.843]  Globally, some 50% of the people who have died came from nursing homes.
[02:35:01.201 --> 02:35:05.142]  Now, let's go back to arrogant little Andy boy.
[02:35:05.162 --> 02:35:08.803]  Nipple rings Cuomo.
[02:35:11.143 --> 02:35:12.284]  He's a hero.
[02:35:12.864 --> 02:35:14.584]  Matter of fact, he even wrote a book.
[02:35:14.644 --> 02:35:16.965]  We don't know how much he got paid to write that book.
[02:35:17.305 --> 02:35:21.006]  We're not allowed to know the little servants of Slavelandia.
[02:35:21.406 --> 02:35:25.187]  But here he is playing governor and has all this time to write a book.
[02:35:26.267 --> 02:35:29.348]  And how America loves him right after Biden.
[02:35:29.388 --> 02:35:30.368]  He's like the guy.
[02:35:32.774 --> 02:35:35.675]  New York State, 19.5 million people, 38,510 deaths.
[02:35:35.715 --> 02:35:37.176]  All right, let's go over this again.
[02:35:37.256 --> 02:35:39.877]  Germany, 34,791 deaths, with 83 million people.
[02:35:39.897 --> 02:35:43.258]  New York, with only 19.5 million people, has 38,510 deaths.
[02:35:58.587 --> 02:36:00.909]  So why are American, why are New Yorkers, why?
[02:36:01.389 --> 02:36:09.736]  Oh, maybe it was murderer Cuomo that took ailing people out of hospitals and put them into nursing homes.
[02:36:11.137 --> 02:36:11.417]  Yeah.
[02:36:16.601 --> 02:36:17.202]  Same thing.
[02:36:19.824 --> 02:36:23.527]  But everybody loves them because people believe the lies.
[02:36:24.447 --> 02:36:27.710]  And now we're talking going back to what's going on in Europe.
[02:36:29.352 --> 02:36:33.333]  European countries set to extend lockdowns after cases surge.
[02:36:33.373 --> 02:36:35.293]  They don't say after death surges.
[02:36:35.873 --> 02:36:37.154]  They say cases surge.
[02:36:37.594 --> 02:36:43.075]  And the reason cases are going up is because more people are getting tested and there being mandatory tests.
[02:36:43.695 --> 02:36:46.716]  And of course, the tests are inaccurate.
[02:36:47.436 --> 02:36:48.856]  False positives continually.
[02:36:50.577 --> 02:36:56.558]  So Germany is preparing to extend its nationwide lockdown until the end of January.
[02:36:57.287 --> 02:37:01.790]  As governments across Europe consider prolonging or strengthening restrictions.
[02:37:05.332 --> 02:37:05.972]  January.
[02:37:07.433 --> 02:37:09.354]  You're out of business since last March.
[02:37:11.555 --> 02:37:13.176]  The ski resorts are closed.
[02:37:13.717 --> 02:37:14.977]  Austria, some of them are open.
[02:37:16.058 --> 02:37:16.598]  In Italy.
[02:37:17.579 --> 02:37:18.039]  France.
[02:37:22.802 --> 02:37:23.743]  Also Switzerland.
[02:37:24.003 --> 02:37:24.443]  Closed.
[02:37:25.544 --> 02:37:25.944]  Closed.
[02:37:27.625 --> 02:37:28.965]  People depend on that income.
[02:37:31.686 --> 02:37:42.410]  New Year's Eve around America and most of the world, except you on China, where they were partying until the lights go out.
[02:37:43.270 --> 02:37:46.611]  Everything locked down and they're locking it down again.
[02:37:47.672 --> 02:37:51.673]  This is the great reset right in front of our eyes.
[02:37:53.273 --> 02:37:54.954]  They passed the law in Germany.
[02:37:56.954 --> 02:37:59.676]  It was either in November, I think it was November, mid-November.
[02:38:02.059 --> 02:38:04.120]  Yep, Chinese can party, we can't.
[02:38:06.983 --> 02:38:18.053]  That gives the power to Merkel, just as they gave the power to Hitler back in 1933.
[02:38:18.313 --> 02:38:23.458]  They used the COVID war as the excuse to do it.
[02:38:25.382 --> 02:38:27.784]  And it's happening in one country after another.
[02:38:28.925 --> 02:38:33.108]  Look at the faces of the freaks running our show.
[02:38:35.810 --> 02:38:37.091]  Boris Johnson.
[02:38:38.752 --> 02:38:41.474]  A cartoonist couldn't come up with a better character.
[02:38:42.595 --> 02:38:46.218]  A little piece of garbage nothing Macron in France.
[02:38:47.939 --> 02:38:50.301]  An empty Sanchez in Spain.
[02:38:55.066 --> 02:38:56.567]  And they got that what?
[02:38:58.749 --> 02:39:00.470]  Blinkin' chicken bin.
[02:39:01.291 --> 02:39:02.452]  In chicken bin.
[02:39:02.552 --> 02:39:03.332]  Blinkin' bin.
[02:39:04.153 --> 02:39:05.174]  Blinkin' chicken.
[02:39:05.674 --> 02:39:08.456]  In, in, in, in Australia.
[02:39:11.599 --> 02:39:16.603]  One, one, and you look at that woman and she looks like she's out of a chicken coop.
[02:39:18.444 --> 02:39:21.447]  Look at the little wolf in Pennsylvania.
[02:39:21.467 --> 02:39:23.228]  A little puppy dog of nothing.
[02:39:24.051 --> 02:39:25.372]  The people better stand up.
[02:39:26.393 --> 02:39:27.454]  This is the new year.
[02:39:28.574 --> 02:39:29.655]  Make it our year.
[02:39:30.756 --> 02:39:35.580]  Make it a year of liberty, of freedom, of peace and justice.
[02:39:36.380 --> 02:39:38.742]  And again, support the truth.
[02:39:40.103 --> 02:39:44.687]  Subscribe to the Trends Journal and do what you can for InfoWars.
[02:39:45.147 --> 02:39:45.827]  We'll be right back.
[02:39:46.728 --> 02:39:47.609]  Hello, hello.
[02:39:48.730 --> 02:39:50.531]  Great being on the Alex Jones Show.
[02:39:51.829 --> 02:39:54.771]  And as I said, do you can to support InfoWars.
[02:39:54.851 --> 02:40:00.715]  They have their supercharged 2021 New Year's specials.
