[00:00:00.289 --> 00:00:01.090]  Thursday Live!
[02:07:31.252 --> 02:07:33.613]  It's like, how is this being normalized?
[02:07:34.154 --> 02:07:35.755]  How is this just the new normal?
[02:07:35.995 --> 02:07:38.116]  How do we just accept an invasion?
[02:07:38.156 --> 02:07:39.257]  How do we just accept
[02:07:39.837 --> 02:07:42.059]  Illegal immigrants coming here and us paying for all of it.
[02:07:42.299 --> 02:07:44.621]  How do we just accept human smuggling?
[02:07:44.661 --> 02:07:47.524]  How do we just accept McAllen being overrun by it?
[02:07:47.784 --> 02:07:48.925]  Or San Juan being overrun by it?
[02:07:48.945 --> 02:07:51.487]  And the answer is we don't accept it, but that's what's shameful.
[02:07:51.867 --> 02:07:53.709]  Great, Ted Cruz went down there three weeks ago.
[02:07:54.629 --> 02:07:55.490]  I've been following the news.
[02:07:55.670 --> 02:07:56.891]  No one's going down there.
[02:07:57.132 --> 02:07:57.872]  Where's Trump?
[02:07:58.373 --> 02:07:59.073]  Where's Trump?
[02:07:59.133 --> 02:07:59.794]  He should be there.
[02:08:01.584 --> 02:08:02.885]  Here comes another bus, Alex.
[02:08:03.405 --> 02:08:05.667]  I mean, again, we can sit here all day long, Alex.
[02:08:05.927 --> 02:08:08.049]  Yeah, six minutes ago a bus came out.
[02:08:08.329 --> 02:08:09.149]  Here comes another one.
[02:08:09.209 --> 02:08:09.830]  God, oh my.
[02:08:11.511 --> 02:08:12.372]  And it's not stopping.
[02:08:12.392 --> 02:08:12.952]  Look at that, Alex.
[02:08:12.972 --> 02:08:14.033]  That's a nice bus.
[02:08:14.093 --> 02:08:14.693]  Isn't it, Alex?
[02:08:15.134 --> 02:08:15.974]  Look at that bus.
[02:08:16.034 --> 02:08:16.875]  That's nice.
[02:08:17.856 --> 02:08:19.877]  Alex, that's a nice bus right there.
[02:08:19.917 --> 02:08:21.158]  What do you think about that, huh?
[02:08:21.558 --> 02:08:23.279]  How much do you think it cost to rent that bus, Alex?
[02:08:23.299 --> 02:08:25.361]  That's a million and a half dollar bus.
[02:08:25.441 --> 02:08:27.282]  I had a $150,000 one that was 20 years old, I know.
[02:08:27.843 --> 02:08:29.344]  That's a million, two million dollar bus.
[02:08:31.158 --> 02:08:32.839]  So they're getting treated like rock stars.
[02:08:33.339 --> 02:08:35.860]  Meanwhile, media isn't even allowed in the facility.
[02:08:36.500 --> 02:08:38.101]  And again, you know, here's another crazy thing.
[02:08:38.141 --> 02:08:40.202]  Where is the Biden-Harris administration?
[02:08:40.442 --> 02:08:41.323]  Where is the White House?
[02:08:41.343 --> 02:08:42.723]  They're like a disappearing act.
[02:08:43.183 --> 02:08:47.045]  And that's what's smart about it is they got a zombie and that fake woman in there.
[02:08:47.485 --> 02:08:48.906]  They can do anything they want now.
[02:08:51.846 --> 02:08:53.407]  So, I don't know what it's going to take.
[02:08:53.427 --> 02:08:55.708]  You know, for the first time ever, I'll give credit.
[02:08:55.768 --> 02:08:57.469]  We actually have another news crew out here.
[02:08:57.489 --> 02:08:58.850]  They're actually back in their car now.
[02:08:58.890 --> 02:09:02.192]  They did a three-minute hit on Fox News, Alex, and then they were done.
[02:09:02.212 --> 02:09:03.833]  They're back in their vehicles, sitting in the AC.
[02:09:03.853 --> 02:09:04.513]  Yeah, no, that's it.
[02:09:04.533 --> 02:09:06.314]  There's Fox News and then no one else.
[02:09:06.354 --> 02:09:09.656]  This is Fox News and InfoWars on this insane story.
[02:09:11.938 --> 02:09:13.839]  And it's just wide open here.
[02:09:14.019 --> 02:09:18.081]  It's just... What about the... What about Holy Death?
[02:09:18.121 --> 02:09:19.162]  We seen her out there?
[02:09:21.329 --> 02:09:22.070]  No, we haven't.
[02:09:22.130 --> 02:09:43.306]  The latest that we had on her and we had some reports, I don't know if I've reported this on your show or not, Alex, but the other day I was filing a report on the size and the scale of the McAllen facility and we just happened to be going around to the back alley because we were just showing the whole facility and she was in the back alley getting a carload of kids put in the back, but guess what?
[02:09:43.586 --> 02:09:45.168]  She was now driving a cab!
[02:09:46.128 --> 02:09:49.130]  Stay there, let's come back ahead of... Yeah, yeah, it was a fake cab.
[02:09:49.531 --> 02:09:52.292]  Wait till you... They checked all the names and stuff, it's not even real.
[02:09:52.833 --> 02:09:55.074]  I mean, it's like... Oh my God.
[02:09:55.455 --> 02:09:57.796]  And a woman with Grim Reaper tattoos is running it all.
[02:09:58.076 --> 02:09:58.877]  We'll be right back.
[02:10:00.138 --> 02:10:02.900]  Scanning the scene of the city tonight.
[02:10:03.540 --> 02:10:06.002]  Looking for you, gotta start up a fight.
[02:10:06.622 --> 02:10:10.164]  There's an evil feeling in our brains, but it's nothing new.
[02:10:10.445 --> 02:10:12.046]  You know, it drives us insane!
[02:10:12.995 --> 02:10:14.576]  Let's hear a little bit of this and go back to Owen Schroyer.
[02:10:15.136 --> 02:10:15.816]  Crank it up!
[02:10:16.136 --> 02:10:17.577]  The original, kill them all!
[02:10:18.217 --> 02:10:18.677]  Woo!
[02:10:18.697 --> 02:10:22.578]  Go to Owen, he's headbanging.
[02:10:26.680 --> 02:10:28.321]  I was 11 years old listening to this.
[02:10:29.041 --> 02:10:29.421]  Alright!
[02:10:38.143 --> 02:10:40.744]  Scannin' the scene of the city tonight.
[02:10:41.424 --> 02:10:43.964]  Lookin' for you to start up a fight!
[02:10:44.425 --> 02:10:46.625]  There's an evil feelin' in our brains!
[02:10:46.845 --> 02:10:48.146]  But it's nothing new!
[02:10:48.366 --> 02:10:49.986]  You know what drives us insane?
[02:10:50.426 --> 02:10:53.587]  Runnin' on our way out and you will die!
[02:10:53.607 --> 02:10:55.467]  One thousand deaths!
[02:10:56.548 --> 02:11:01.429]  Seek and... Seek and destroy the globalists!
[02:11:07.756 --> 02:11:10.159]  Well, Owen, you're down there starting up a fight politically.
[02:11:11.600 --> 02:11:13.082]  You are exposing a lot of stuff.
[02:11:13.783 --> 02:11:15.445]  In closing, what do you make of all this?
[02:11:15.485 --> 02:11:16.686]  Where do you see all this going?
[02:11:17.247 --> 02:11:19.009]  Why is Trump, we heard, was going to be down there?
[02:11:19.029 --> 02:11:20.931]  We even know the details of when he was coming.
[02:11:20.951 --> 02:11:21.512]  He didn't come.
[02:11:21.552 --> 02:11:22.092]  He cancelled.
[02:11:22.593 --> 02:11:24.055]  Why is Trump not down there?
[02:11:26.713 --> 02:11:30.036]  You know, I'm not really sure what's going on with Trump right now.
[02:11:30.316 --> 02:11:35.261]  And so I'm just going to make it, you know, a point to just say, look, we want Trump on our side.
[02:11:35.301 --> 02:11:38.163]  He's a great patriot, but we have to continue this fight.
[02:11:38.203 --> 02:11:40.165]  We have to have this victory with or without Trump.
[02:11:40.686 --> 02:11:41.907]  But I will tell you this, Alex.
[02:11:42.647 --> 02:11:53.912]  We did just get some new intel, so we've got two or three things that we're kind of sitting on right now that we don't want to report on air yet, so that we can properly document this without them knowing that we're on to them.
[02:11:54.473 --> 02:11:58.855]  But to pick up where we left off, Alex, and this is kind of like where I see this going,
[02:12:01.141 --> 02:12:03.042]  We're not in the Twilight Zone out here, brother.
[02:12:03.162 --> 02:12:15.488]  I mean, when we follow, when I'm doing a report, okay, and I just pull up in the back alley here, and I've got a woman with multiple Santa Muerte tattoos loading children into the back of a cab.
[02:12:15.708 --> 02:12:18.370]  She wasn't a cab driver the day before, now she's got a cab.
[02:12:18.690 --> 02:12:24.173]  And then as soon as she sees the cameras, by the way, this is all on an HD video at InfoWars.com.
[02:12:24.193 --> 02:12:26.354]  In fact, we may have more videos of it, quite frankly.
[02:12:26.574 --> 02:12:28.455]  We're just overwhelmed and inundated.
[02:12:28.955 --> 02:12:35.102]  And Alex, as soon as she sees me, she runs around the vehicle, hops in the driver's seat, and tries to peel out.
[02:12:35.542 --> 02:12:37.184]  Doesn't even close the door!
[02:12:37.605 --> 02:12:39.487]  So it's not just kids are not in car seats.
[02:12:39.847 --> 02:12:41.569]  It's not just kids are not being buckled.
[02:12:41.969 --> 02:12:45.133]  Now they're not even closing the door before they try to run out.
[02:12:45.653 --> 02:12:50.579]  And then we call the number on the cab, and it's not even a cab company.
[02:12:51.395 --> 02:12:53.237]  What in the hell is that?
[02:12:53.317 --> 02:12:57.021]  So it's just like... And I love how you showed the one area with a fence and a wall around it.
[02:12:57.442 --> 02:13:01.446]  They love walls to protect the illegal aliens and the smuggling, but we can't have walls.
[02:13:01.506 --> 02:13:03.108]  I mean, you're right there by a barbed wire wall.
[02:13:04.649 --> 02:13:05.590]  Sure, Alex, look at this one.
[02:13:05.630 --> 02:13:09.915]  Barbed wire, secure at every checkpoint, every choke point.
[02:13:10.215 --> 02:13:12.037]  Vehicles driving around it in circles.
[02:13:12.057 --> 02:13:12.638]  We're not supposed to...
[02:13:14.440 --> 02:13:17.062]  Yeah, nonstop all day long.
[02:13:17.102 --> 02:13:20.745]  But, oh, the media, oh, we'll let the media in, except they never let the media in.
[02:13:20.785 --> 02:13:23.066]  So just more lies from the Biden administration.
[02:13:23.106 --> 02:13:26.689]  Why don't you reenact AOC going and crying at the fence?
[02:13:28.210 --> 02:13:28.651]  We can do that.
[02:13:28.671 --> 02:13:29.371]  Would you like me to do that?
[02:13:29.431 --> 02:13:32.814]  But actually, that's a full, that's a full, that's a full facility.
[02:13:32.834 --> 02:13:34.555]  You got to find an empty parking lot to do it.
[02:13:36.076 --> 02:13:37.097]  Yeah, that's a real deal.
[02:13:37.257 --> 02:13:37.978]  That's the real deal.
[02:13:37.998 --> 02:13:39.799]  If I did it there, it would actually be the real deal.
[02:13:41.180 --> 02:13:42.181]  Not like AOC's taking my job.
[02:13:42.201 --> 02:13:43.722]  Yeah, so you got to go find an empty parking lot.
[02:13:46.158 --> 02:13:47.539]  There's kind of an area over there.
[02:13:47.739 --> 02:13:50.861]  I mean, we can pretend it's an empty parking lot at an actual facility.
[02:13:50.881 --> 02:13:51.802]  What if we just did that?
[02:13:54.063 --> 02:13:58.426]  I would just find a McDonald's or something like a trash can and just like fall down, cry.
[02:13:59.147 --> 02:14:00.608]  AOC, it's all real.
[02:14:01.949 --> 02:14:03.310]  There's a neighborhood here, Alex.
[02:14:03.370 --> 02:14:05.671]  I could wallow around in some dirt over here.
[02:14:05.691 --> 02:14:08.493]  You know, all for the occasion.
[02:14:08.513 --> 02:14:10.455]  Are you going to come back when I'm down there in the next few days?
[02:14:10.515 --> 02:14:11.215]  Are you going to stay there?
[02:14:11.235 --> 02:14:13.417]  I know your tortoise needs to be taken care of.
[02:14:15.270 --> 02:14:16.571]  The tortoise is going to be okay.
[02:14:16.591 --> 02:14:18.533]  We'll be down here when you get here, Alex.
[02:14:18.553 --> 02:14:19.314]  You're going to be shocked.
[02:14:21.096 --> 02:14:26.262]  They're even more afraid of Alex Jones coming back down here than they would like to admit.
[02:14:26.322 --> 02:14:27.923]  Does your tortoise's eyes glow green?
[02:14:30.026 --> 02:14:34.891]  No, actually, my tortoise is weeping right now for the kids in cages, Alex.
[02:14:35.271 --> 02:14:36.592]  Yeah, that's actually a serious point.
[02:14:37.930 --> 02:14:43.715]  Well, do a point about AOC being fake and crying in an empty facility and saying kids are gonna get out of toilets and here's the real deal.
[02:14:44.055 --> 02:14:45.076]  Owen Troyer, great job.
[02:14:45.096 --> 02:14:45.416]  Be safe.
[02:14:45.456 --> 02:14:46.137]  We'll see you tomorrow.
[02:16:28.942 --> 02:16:35.265]  Well, we've got the great Gerald Celente, a good friend of mine, Trends Forecaster, taking over here in just a few minutes.
[02:16:38.542 --> 02:16:40.243]  I promise to get to this in the first hour.
[02:16:40.263 --> 02:16:41.604]  I never did, so I'm going to hit it right now.
[02:16:41.624 --> 02:16:45.607]  There's a bizarre video up on InfoWars.com from RT.
[02:17:08.642 --> 02:17:10.203]  Where we need the vaccines, and where the choice... Hey!
[02:17:10.243 --> 02:17:10.383]  Hey!
[02:17:42.586 --> 02:17:43.527]  And that was not fake.
[02:17:43.567 --> 02:17:45.750]  I mean, she really passes out, conks that head.
[02:17:46.671 --> 02:17:47.972]  And more and more of this is happening.
[02:17:49.774 --> 02:17:52.096]  We've got all the nurses collapsing, too, after they take the vaccine.
[02:17:53.498 --> 02:17:55.159]  So everything is going fine.
[02:17:55.179 --> 02:17:56.140]  Everything is good.
[02:17:56.681 --> 02:17:59.464]  Everything is wonderful when you're part of a team, as the Lego song.
[02:18:00.248 --> 02:18:01.649]  Everything is awesome.
[02:18:01.709 --> 02:18:04.531]  Everything is wonderful when you're part of a team.
[02:18:05.672 --> 02:18:06.232]  BONG!
[02:18:06.832 --> 02:18:08.113]  That is not a fake fall down.
[02:18:08.453 --> 02:18:13.176]  Like with the Wuhan, the Chinese would be all fake and like put their hands out the block like, oh, it's so deadly.
[02:18:13.337 --> 02:18:15.898]  Oh, they like fake the fall like, oh, I fell.
[02:18:15.918 --> 02:18:16.659]  I passed.
[02:18:16.679 --> 02:18:19.080]  No, when you really are knocked out, you're like BONG!
[02:18:19.400 --> 02:18:20.281]  The head hits first.
[02:18:20.701 --> 02:18:21.622]  Oh, hope she's okay.
[02:18:21.842 --> 02:18:23.043]  Like this isn't fake here either.
[02:18:23.583 --> 02:18:25.584]  She takes it and like Marvel's Marvin Hagler.
[02:18:27.116 --> 02:18:30.457]  Or like Hank Aaron, or like MDX, or anybody else.
[02:18:30.517 --> 02:18:31.398]  It's bye-bye.
[02:18:31.898 --> 02:18:33.038]  Bye-bye.
[02:18:33.518 --> 02:18:36.439]  Happy trails to you.
[02:18:36.539 --> 02:18:38.620]  The earth is now Bill Gates.
[02:18:40.181 --> 02:18:42.001]  Let's roll this next bizarre video.
[02:18:42.522 --> 02:18:44.242]  Shows a man swimming underwater.
[02:18:44.422 --> 02:18:47.463]  Because in Spain, they've said when you're in the water, you gotta wear one.
[02:18:48.984 --> 02:18:51.945]  I mean, there's no end to what the cults won't do.
[02:18:52.005 --> 02:18:52.425]  Here you go.
[02:18:53.145 --> 02:18:53.445]  Here you go.
[02:18:53.485 --> 02:18:54.126]  He's in the pool.
[02:18:55.131 --> 02:18:55.592]  He's good.
[02:18:55.653 --> 02:18:56.555]  There you go.
[02:18:57.498 --> 02:18:58.140]  There you go.
[02:18:58.180 --> 02:18:59.484]  Wear that mask underwater.
[02:18:59.604 --> 02:19:00.467]  Good.
[02:19:00.667 --> 02:19:01.790]  Good, Joe Biden.
[02:19:02.762 --> 02:19:05.164]  I mean, this is exactly what we've got going on here.
[02:19:05.784 --> 02:19:08.986]  So, we've got Gerald Cilente about to take over.
[02:19:09.286 --> 02:19:11.748]  There's a big article up on InfoWars.com.
[02:19:12.489 --> 02:19:16.772]  It's an article out of NationalFile.com with Patrick Halley.
[02:19:16.792 --> 02:19:19.874]  He's going to be hosting the war room today with Owen Schroeder on the road.
[02:19:20.854 --> 02:19:30.821]  Top lawyer files FOIA requests for information at request to name Babbitt's killer as DOJ hides identity arrested reporter who recorded the shooting.
[02:19:31.021 --> 02:19:31.862]  Who is our reporter.
[02:19:33.433 --> 02:19:38.256]  So there you go, while they let a bunch of people off that burned down police stations in Oregon and Washington.
[02:19:38.517 --> 02:19:43.320]  And even the news was like, how are we going to prosecute people with seven years that went to the Capitol peacefully?
[02:19:44.481 --> 02:19:47.463]  And we're going to let people go burn down police stations.
[02:19:47.703 --> 02:19:49.044]  And they go, hey, it's all right.
[02:19:50.645 --> 02:19:51.866]  Like Apple runs death camps.
[02:19:51.886 --> 02:19:52.786]  It's like, it's OK.
[02:19:54.067 --> 02:19:56.109]  Because the left and all of them
[02:19:57.150 --> 02:19:59.392]  All right, I'm going to hand this over to Gerald Cilente.
[02:19:59.493 --> 02:20:01.134]  I'll just be honest with you.
[02:20:13.547 --> 02:20:14.348]  I got a lot of great crew.
[02:20:14.428 --> 02:20:15.190]  And I pay the crew okay.
[02:20:15.210 --> 02:20:17.153]  You know, they're paid more than most people in media.
[02:20:17.473 --> 02:20:18.816]  Most places work free of media now.
[02:20:19.176 --> 02:20:20.138]  And I want to keep the whole crew.
[02:20:20.158 --> 02:20:21.179]  I want to keep crew on the border.
[02:20:21.200 --> 02:20:27.470]  I want to go cover the riots happening right now, what's going to happen with the George Floyd announcement, with the trial of Chauvin.
[02:20:28.587 --> 02:20:37.934]  So if you want to see us keep fighting, keep seeing this original information that's game-changing, go to infowarestore.com and get a copy of In-Game Blueprint for Global Enslavement back in print for a limited time.
[02:20:38.334 --> 02:20:39.976]  We're selling as low as $3.95 apiece.
[02:20:40.456 --> 02:20:41.957]  There's no country code on it.
[02:20:41.997 --> 02:20:45.480]  You can make copies of it and hand it out to others and tell them to make copies.
[02:20:45.560 --> 02:20:47.201]  It causes a chain reaction.
[02:20:47.421 --> 02:20:48.282]  Say, hey, this is a censored
[02:20:48.322 --> 02:20:49.923]  We still got enough heads, it'll stay on sale.
[02:21:13.947 --> 02:21:26.657]  40% off next week, we get both of them together, 50% off, and we have a collector's edition with a little signed piece of art I did with the wolf and the sheep on it, only 100 of those, but I think that's basically already probably sold out, so that's there to support the broadcast.
[02:21:27.097 --> 02:21:40.948]  All right, without further ado, ladies and gentlemen, the one, the only, Gerald Salente, transjournal.com, at Gerald Salente from Kingston, New York, takes it over!
[02:21:42.396 --> 02:21:42.756]  Thank you.
[02:21:42.796 --> 02:21:43.597]  Thank you, Alex.
[02:21:43.637 --> 02:21:48.819]  You know, you showed that video of the woman fainting in Denmark.
[02:21:49.659 --> 02:21:53.581]  You know, remember what happened when they started promoting the vaccine?
[02:21:53.601 --> 02:21:56.442]  I think it was in Tennessee or Alabama.
[02:21:57.123 --> 02:22:01.225]  The nurse that was talking and then she fainted.
[02:22:02.545 --> 02:22:05.847]  And, you know, it was in and out of the news.
[02:22:05.867 --> 02:22:11.009]  I would really like to know if she's still alive.
[02:22:12.194 --> 02:22:17.976]  And because there were reports that she died, reports that she's alive.
[02:22:18.816 --> 02:22:27.679]  But again, you know, the way they keep selling this is that, well, you know, not that many people are dying from it.
[02:22:28.799 --> 02:22:34.201]  This is the headline out of the New Daily from Australia.
[02:22:35.121 --> 02:22:39.763]  Now, remember, first of all, we're not getting the real numbers of who's dying.
[02:22:40.538 --> 02:22:43.259]  And the effects of the vaccination.
[02:22:44.119 --> 02:22:52.901]  Gary Null, who's very well known in the health field, did a report on how compared to the numbers coming out.
[02:22:52.941 --> 02:22:54.461]  And this is the woman I'm talking about.
[02:22:54.501 --> 02:22:54.782]  Yeah.
[02:22:55.962 --> 02:22:57.622]  You know, she's giving the.
[02:22:59.623 --> 02:23:00.563]  What happened to her?
[02:23:00.863 --> 02:23:03.824]  I mean, this is when they began.
[02:23:06.424 --> 02:23:08.825]  Promoting this thing right away.
[02:23:10.865 --> 02:23:15.047]  And again, they're saying, you know, the numbers aren't that big.
[02:23:16.568 --> 02:23:20.150]  This is the headline from the New Daily.
[02:23:21.150 --> 02:23:21.570]  You ready?
[02:23:22.971 --> 02:23:31.435]  Queensland man aged in his 80s dies from complications due to COVID-19.
[02:23:34.937 --> 02:23:35.958]  Man in his 80s?
[02:23:37.358 --> 02:23:40.360]  What's the, you know, in America, the
[02:23:41.667 --> 02:23:47.310]  The death is about, the mortality rate is at about 78.4 years.
[02:23:47.930 --> 02:23:49.631]  This cat's in his 80s, you know.
[02:23:50.131 --> 02:23:51.832]  I mean, you know, you like to live longer.
[02:23:52.713 --> 02:23:54.133]  But this is one person.
[02:23:56.114 --> 02:23:57.355]  And it's a big story.
[02:24:00.917 --> 02:24:11.242]  And Queensland's authorities have confirmed a man in his 80s has died in Brisbane Hospital due to complications
[02:24:11.855 --> 02:24:12.735]  COVID-19.
[02:24:15.457 --> 02:24:19.399]  You know, people criticize me sometimes for my language.
[02:24:22.180 --> 02:24:28.103]  And I'd like to use different words, but I can't because they say that's foul language.
[02:24:31.864 --> 02:24:35.446]  So, Queensland authorities.
[02:24:37.027 --> 02:24:39.188]  To me, the word authorities
[02:24:41.420 --> 02:24:46.182]  is foul language.
[02:24:48.422 --> 02:25:03.908]  Words like officials, dignitaries, royals, authorities, they're in charge, they know what's best.
[02:25:06.889 --> 02:25:10.790]  When you look at all of Australia,
[02:25:11.363 --> 02:25:13.764]  And they've locked the place down, lock it down.
[02:25:15.806 --> 02:25:18.447]  Under a thousand people died in the course of a year.
[02:25:19.928 --> 02:25:20.388]  Over a year.
[02:25:21.549 --> 02:25:22.330]  Under a thousand.
[02:25:22.730 --> 02:25:24.711]  Out of a population of over 25 million.
[02:25:26.852 --> 02:25:30.114]  Our rights, not only in the United States, have been stolen.
[02:25:30.294 --> 02:25:31.715]  They've been stolen all over the world.
[02:25:33.056 --> 02:25:34.357]  One country after another.
[02:25:34.917 --> 02:25:36.198]  And it's only going to get worse.
[02:25:37.439 --> 02:25:41.021]  As Alex Jones says, they're doing everything they can to keep the truth alive.
[02:25:41.857 --> 02:25:44.019]  So you do what you can to support InfoWars.
[02:25:44.679 --> 02:25:45.680]  Keep the truth alive.
[02:25:46.280 --> 02:25:47.821]  Because they're going to keep censoring us.
[02:25:49.543 --> 02:25:49.983]  On and on.
[02:25:50.684 --> 02:25:51.224]  We'll be right back.
[02:25:51.984 --> 02:25:54.546]  Hello, hello, great being on the Alex Jones Show.
[02:25:55.487 --> 02:26:05.274]  As I said, do what you can to support InfoWars because censorship is real and the power is being more and more concentrated among the few.
[02:26:05.294 --> 02:26:10.338]  As a matter of fact, there was just a, we wrote about it in the Trends Journal.
[02:26:11.745 --> 02:26:14.927]  They're allowing even more consolidation of the media.
[02:26:15.707 --> 02:26:17.669]  And it's only going to get much, much worse.
[02:26:18.149 --> 02:26:22.192]  Very few in charge saying what they want to say, spreading the lies.
[02:26:22.252 --> 02:26:26.495]  But of course, if you disagree with them, then you're a conspiracy theorist.
[02:26:26.875 --> 02:26:31.598]  You know, there was a report out that 40% of the Marines don't want to get the vaccination.
[02:26:32.259 --> 02:26:35.421]  So does that make them, uh, let's, we can, what can we, how can we label them?
[02:26:35.761 --> 02:26:37.222]  Oh, white evangelicals.
[02:26:38.163 --> 02:26:39.604]  Conspiracy theorists.
[02:26:40.612 --> 02:26:42.052]  Let's make up anything we want.
[02:26:42.092 --> 02:26:44.573]  How about people saying, man, I don't want to get that thing.
[02:26:45.153 --> 02:26:47.034]  This is Operation Warp Speed.
[02:26:47.434 --> 02:26:49.915]  It hasn't been approved by the FDA.
[02:26:50.235 --> 02:26:52.095]  They only put it out for emergency use.
[02:26:54.996 --> 02:26:55.796]  Bangladesh.
[02:26:56.837 --> 02:26:57.757]  COVID shutdown.
[02:26:58.617 --> 02:26:59.237]  Bangladesh.
[02:26:59.257 --> 02:27:00.298]  I'm just mentioning this.
[02:27:01.478 --> 02:27:05.999]  They just announced they're shutting down the place yesterday.
[02:27:08.340 --> 02:27:08.520]  Now,
[02:27:14.760 --> 02:27:22.545]  This is a country where the average death age is 73 years old.
[02:27:23.606 --> 02:27:27.569]  It's not one of the richest joints in the world and they got a lot of problems.
[02:27:29.530 --> 02:27:31.211]  And they're shutting it down.
[02:27:36.855 --> 02:27:38.116]  Why are they shutting it down?
[02:27:38.776 --> 02:27:39.957]  To fight the COVID war.
[02:27:41.593 --> 02:27:43.474]  And how long are they going to shut it down for?
[02:27:43.494 --> 02:27:45.115]  A week.
[02:27:46.415 --> 02:27:48.036]  Why not a week and a half?
[02:27:50.397 --> 02:27:51.637]  Why not 12 days?
[02:27:53.918 --> 02:27:55.259]  They're making this stuff up.
[02:27:56.520 --> 02:27:58.020]  One government after another.
[02:28:00.361 --> 02:28:02.662]  You look at the AstraZeneca vaccine.
[02:28:04.663 --> 02:28:05.203]  What happened?
[02:28:06.164 --> 02:28:06.324]  Well,
[02:28:07.554 --> 02:28:12.236]  You know, I don't have all the countries exactly right we have in the magazine.
[02:28:14.856 --> 02:28:17.297]  UK's not going to give this shot to anybody under 30.
[02:28:18.017 --> 02:28:20.318]  Well, Italy says not under 60.
[02:28:21.418 --> 02:28:23.299]  Well, another country says not under 70.
[02:28:23.339 --> 02:28:26.580]  They're making this stuff up.
[02:28:28.161 --> 02:28:33.062]  Remember the Centers for Disease Control and Prevention said, you got to be six feet apart.
[02:28:33.922 --> 02:28:35.583]  And then they changed it to three feet.
[02:28:38.075 --> 02:28:39.835]  Remember the term they used to use?
[02:28:40.075 --> 02:28:41.436]  Flattening the curve.
[02:28:41.456 --> 02:28:44.376]  They're making this up.
[02:28:46.417 --> 02:28:49.338]  There is no data to support what they're doing.
[02:28:53.158 --> 02:28:54.679]  Nearly half the U.S.
[02:28:54.739 --> 02:28:57.719]  virus cases are in just five states.
[02:28:58.440 --> 02:28:59.580]  And you know what the leaders are?
[02:29:00.520 --> 02:29:02.781]  Michigan, Witless, Whitmer.
[02:29:02.801 --> 02:29:04.801]  Remember they locked down the whole joint.
[02:29:07.398 --> 02:29:14.600]  New Jersey with the little low-life piece of garbage crap over here, Junior, uh, Murphy.
[02:29:14.620 --> 02:29:19.881]  A little puppy dog over there in Pennsylvania called Wolf.
[02:29:23.621 --> 02:29:24.402]  A little boy.
[02:29:24.422 --> 02:29:26.242]  Not a man.
[02:29:26.822 --> 02:29:28.883]  None of these- Murphy's not a man.
[02:29:28.903 --> 02:29:31.843]  They're not men.
[02:29:31.863 --> 02:29:33.484]  Oh, and Cuomo.
[02:29:33.604 --> 02:29:34.204]  Look at the guy.
[02:29:34.224 --> 02:29:35.264]  Look at this guy.
[02:29:38.527 --> 02:29:41.469]  And we have a wolf in Pennsylvania.
[02:29:41.729 --> 02:29:42.029]  Wolf!
[02:29:42.489 --> 02:29:43.630]  More like a puppy dog.
[02:29:45.351 --> 02:29:46.772]  These are the places that closed.
[02:29:46.792 --> 02:29:47.152]  Look at this.
[02:29:47.192 --> 02:29:48.273]  Look at this little jerk.
[02:29:48.513 --> 02:29:52.456]  Look at this little piece of arrogant crap.
[02:29:53.496 --> 02:29:53.896]  Look at him.
[02:29:55.257 --> 02:30:00.400]  Oh, you know, you know, his health minister was, his secretary, Lola.
[02:30:01.001 --> 02:30:01.241]  Yep.
[02:30:01.601 --> 02:30:02.342]  Rachel Levin.
[02:30:02.882 --> 02:30:04.163]  L-O-L-A, Lola.
[02:30:04.343 --> 02:30:05.984]  That's now our health secretary.
[02:30:07.153 --> 02:30:09.054]  Used to be Richard, now she's Rachel.
[02:30:11.376 --> 02:30:11.756]  Anyway.
[02:30:13.197 --> 02:30:17.860]  These are the states that have, again, I'm not making this up.
[02:30:20.761 --> 02:30:21.342]  There he is.
[02:30:21.922 --> 02:30:22.442]  She is.
[02:30:22.963 --> 02:30:24.303]  Health Secretary.
[02:30:25.404 --> 02:30:26.445]  Don't tell me about health.
[02:30:28.986 --> 02:30:32.628]  So the ones that lock down the hardest, it's a joke.
[02:30:33.249 --> 02:30:34.570]  This is what America's become.
[02:30:36.539 --> 02:30:37.980]  More chins than Chinatown.
[02:30:38.040 --> 02:30:38.740]  Rachel Levin.
[02:30:42.643 --> 02:30:45.805]  The ones with the worst records lock down the hardest.
[02:30:48.106 --> 02:30:50.368]  And they don't talk about what's going on in Texas.
[02:30:50.448 --> 02:30:54.651]  It's back to open up and as you well know on InfoWars, Fauci couldn't respond.
[02:30:56.432 --> 02:31:01.315]  But what's going on and how things change so much is how
[02:31:03.857 --> 02:31:20.147]  The artists that used to be the hip ones when I was a young guy and much hipper even before then, like the Louis Armstrongs and the Count Basies and all the other cats out there, you know, the real hip gave us jazz.
[02:31:21.288 --> 02:31:24.090]  They were the ones that saw the BS of government.
[02:31:26.191 --> 02:31:28.352]  The artists never bought into the line.
[02:31:30.173 --> 02:31:31.134]  Because they were hip.
[02:31:32.861 --> 02:31:34.062]  They were ahead of the game.
[02:31:35.123 --> 02:31:37.124]  And now the artists are selling us out.
[02:31:38.505 --> 02:31:39.866]  Pumping the vaccination.
[02:31:41.267 --> 02:31:42.448]  One after another.
