[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[01:53:41.094 --> 01:53:41.714]  Every country.
[01:53:41.834 --> 01:53:42.275]  Bam!
[01:53:42.775 --> 01:53:43.115]  Bam!
[01:53:43.135 --> 01:53:45.077]  Within just a few weeks, it skyrockets.
[01:53:45.865 --> 01:53:51.271]  Because it's creating the spike protein in the body that makes you sick, and then you test positive for COVID.
[01:53:51.571 --> 01:53:58.138]  But now they've got the new COVID, the super cold, the worst cold ever, that kills a large portion of those that take it.
[01:53:58.399 --> 01:53:59.780]  And they just so happen to be vaccinated.
[01:53:59.980 --> 01:54:01.142]  But it's not the vaccine that kills you.
[01:54:01.362 --> 01:54:02.923]  It's a new super cold you've got.
[01:54:03.144 --> 01:54:05.867]  It's not antibody dependency enhancement.
[01:54:07.629 --> 01:54:09.125]   That's From John Hopkins.
[01:54:09.746 --> 01:54:12.567]  And then we told you about this two weeks ago when this first came out.
[01:54:13.067 --> 01:54:13.707]  The raw data.
[01:54:13.947 --> 01:54:16.108]  But now it's in the British news, it's in the U.S.
[01:54:16.148 --> 01:54:20.170]  news that, oh, not only does it not protect you, you're more likely to get sick if you take it.
[01:54:20.330 --> 01:54:21.090]  But that's okay.
[01:54:21.110 --> 01:54:22.671]  If you want to buy and sell, you better do it.
[01:54:26.072 --> 01:54:32.395]  Oh, and we're going to give stimulus money and taxpayer money to all the big corporations that do make people be vaccinated, but everybody else that refuses, you get nothing!
[01:54:32.675 --> 01:54:35.176]  We take your money and then engage in economic warfare against you.
[01:54:35.336 --> 01:54:37.817]  But that's okay, because money's worthless if you're dead!
[01:54:42.219 --> 01:54:42.619]  Alarming!
[01:54:42.659 --> 01:54:46.702]  Double Vax contracted COVID at higher rates than unvaccinated.
[01:54:46.822 --> 01:54:47.583]  UK data shows.
[01:54:47.603 --> 01:54:49.204]  Yeah, let's go ahead and play with audio.
[01:54:50.065 --> 01:54:50.965]  We'll just take a little pause here.
[01:54:50.985 --> 01:54:51.866]  I'm not going to talk over this.
[01:54:52.466 --> 01:54:57.110]  Go ahead and play the minute and a half graphic of dozens of countries around the world.
[01:54:57.370 --> 01:54:58.371]  Hundreds show the same thing.
[01:54:58.911 --> 01:55:03.574]  Highest vaccinated, highest death rates, highest illness rates, highest hospitalization rates.
[01:55:03.594 --> 01:55:04.775]  It's the same all over the world.
[01:55:05.095 --> 01:55:12.275]   Within 12 to 14 days of taking the shot, your body starts mass producing Uh, the equivalent of COVID-19.
[01:55:12.315 --> 01:55:12.856]  Here it is.
[01:55:12.936 --> 01:55:14.976]  It's Albania.
[01:55:14.996 --> 01:55:15.336]  Take the shots.
[01:55:15.396 --> 01:55:15.596]  Explodes.
[01:55:15.636 --> 01:55:15.816]  Algeria.
[01:55:15.836 --> 01:55:16.176]  Bahamas.
[01:55:16.196 --> 01:55:16.417]  Same story.
[01:55:16.437 --> 01:55:16.657]  Bahrain.
[01:55:16.677 --> 01:55:16.897]  Bangladesh.
[01:55:16.917 --> 01:55:17.037]  Brazil.
[01:55:17.057 --> 01:55:17.257]  Burma.
[01:55:17.277 --> 01:55:17.837]  Cambodia.
[01:55:17.657 --> 01:55:19.657]  take the shots, explodes.
[01:55:19.657 --> 01:55:23.657]  Algeria, Bahamas, same story.
[01:55:23.657 --> 01:55:45.657]   Bahrain, Bangladesh, Brazil, Burma, Cambodia, Côte d'Ivoire, Tabouni, Fiji, Granada.
[01:55:45.657 --> 01:56:07.657]   Guinea, Ghana, India, Indonesia, Ireland, Israel, Jamaica, Jordan, Malaysia.
[01:56:09.657 --> 01:56:15.657]  It goes on from there. Mongolia, Mozambique.
[01:56:15.657 --> 01:56:17.056]  (upbeat music)
[01:56:17.160 --> 01:56:17.620]  Namibia.
[01:56:19.762 --> 01:56:20.302]  Nepal.
[01:56:22.564 --> 01:56:24.545]  It goes on and on and on.
[01:56:26.547 --> 01:56:27.147]  The illness.
[01:56:28.628 --> 01:56:29.189]  The death.
[01:56:29.549 --> 01:56:30.450]  Not being able to breathe.
[01:56:30.490 --> 01:56:31.310]  Being put on the ventilator.
[01:56:31.690 --> 01:56:35.353]  All directed by the United Nations.
[01:56:36.874 --> 01:56:37.635]  Taiwan.
[01:56:37.695 --> 01:56:38.435]  Thailand.
[01:56:40.177 --> 01:56:40.857]  Tobago.
[01:56:42.358 --> 01:56:43.139]  Tunisia.
[01:56:45.111 --> 01:56:45.831]  Uganda.
[01:56:46.311 --> 01:56:48.352]  United Kingdom.
[01:56:49.952 --> 01:56:50.513]  Uruguay.
[01:56:52.433 --> 01:56:53.173]  Vietnam.
[01:56:55.474 --> 01:56:57.615]  Zambia.
[01:56:57.614 --> 01:56:59.614]  Zimbabwe.
[01:56:59.614 --> 01:57:08.474]  But it's okay, Tim Cook's gay.
[01:57:08.474 --> 01:57:10.394]  (dramatic music)
[01:57:10.572 --> 01:57:11.572]  Run some death camps.
[01:57:12.092 --> 01:57:13.173]  Got three million slaves.
[01:57:13.773 --> 01:57:14.593]  Suicide nets.
[01:57:14.633 --> 01:57:15.313]  Forced abortion.
[01:57:15.914 --> 01:57:17.334]  But he's got a black turtleneck.
[01:57:20.055 --> 01:57:21.755]  And there's a big cataclysm coming.
[01:57:22.275 --> 01:57:24.096]  And you're all gonna be dead soon.
[01:57:25.636 --> 01:57:26.957]  It's so sad.
[01:57:31.358 --> 01:57:32.939]  So sad for all of you.
[01:57:35.499 --> 01:57:37.040]  I like to freak the Satanists out.
[01:57:41.690 --> 01:57:49.014]  God's going to tear you into pieces and then banish you to be with spirits like yourself for eternity.
[01:57:49.034 --> 01:57:49.974]  So I hope you enjoy it.
[01:57:50.535 --> 01:58:10.565]  I don't take any pleasure in it, but I do take a lot of serenity in knowing that I won't have to be around you forever and your energy will finally be separate from me because I can smell it and I can feel it and I can taste it rubbing up against me.
[01:58:13.496 --> 01:58:14.196]  Snake scales.
[01:58:15.417 --> 01:58:16.277]  That smell.
[01:58:16.517 --> 01:58:17.317]  That stink.
[01:58:17.457 --> 01:58:18.697]  That spiritual filth.
[01:58:21.958 --> 01:58:23.958]  That broadcast.
[01:58:23.958 --> 01:58:25.958]  [Sigh]
[01:58:25.958 --> 01:58:27.958]  [Inhale]
[01:58:27.958 --> 01:58:29.958]  [Sigh]
[01:58:29.958 --> 01:58:31.958]  [Music]
[01:58:31.958 --> 01:58:37.958]   People say all the time to me on the street, "Alex, if you're a good guy, how are you still alive?"
[01:58:37.958 --> 01:58:40.538]  (gentle music)
[01:58:39.599 --> 01:58:40.319]  Well, what does that mean?
[01:58:40.940 --> 01:58:45.021]  You don't judge whether I'm a good guy and I'm for real off of if I'm alive or not.
[01:58:45.341 --> 01:58:47.582]  You judge it off of, do I tell the truth?
[01:58:47.642 --> 01:58:51.504]  Am I accurate 95, 96, 97, 98% of the time?
[01:58:52.184 --> 01:58:53.805]  Have I been on air almost 30 years?
[01:58:54.865 --> 01:58:57.186]  And what does your gut, what does your spirit tell you on top of that?
[01:58:57.666 --> 01:59:04.549]  Plus, the idea that if Alex Jones was for real, he'd be dead is a loser mentality.
[01:59:04.709 --> 01:59:08.271]  I trust in God and I'll be alive as long as God wants me to be alive.
[01:59:09.261 --> 01:59:10.582]  Plus, I understand history.
[01:59:10.922 --> 01:59:22.988]  Garrison, the DA in New Orleans who exposed the fact that they really assassinated Kennedy and got all those congressional hearings going and totally exposed the system and got sued by CIA operatives and won.
[01:59:23.228 --> 01:59:27.030]  He said, I'm alive because I stay in the sunshine and I'm out in the open.
[01:59:27.050 --> 01:59:34.414]  They threatened his family, they attacked him, they did all these terrible things, but he kept fighting and so that's why I'm still here.
[01:59:34.794 --> 01:59:35.735]  But there's another big reason.
[01:59:37.076 --> 01:59:38.057]  Not just being the sunshine.
[01:59:38.297 --> 01:59:39.318]  God, of course, is the main reason.
[01:59:39.678 --> 01:59:41.961]  But also because there's so many good people.
[01:59:41.981 --> 01:59:50.689]  That's why when I see Tucker Carlson in the last 10 years get more and more awake, or Joe Rogan, or countless others, or Glenn Beck starting to get, you know, really totally woke, I mean...
[01:59:52.233 --> 01:59:55.594]  When I see stuff like that, that's not competition for me.
[01:59:55.734 --> 01:59:56.494]  I get excited.
[01:59:56.914 --> 01:59:58.734]  That's what's going to protect me and my family.
[01:59:59.114 --> 02:00:04.156]  So I've told you this a hundred times, probably this year already, and thousands of times over the years.
[02:00:04.236 --> 02:00:05.736]  My job is to become obsolete.
[02:00:06.536 --> 02:00:17.318]  My job is to turn the tide against tyranny and things be so good and people know what I know about the new world order and how to stop it and how they operate to such an extent that I have become passé.
[02:00:18.098 --> 02:00:19.699]  I have become redundant.
[02:00:19.839 --> 02:00:26.384]   I have become Where I don't even, you know, really matter anymore because it's accepted knowledge.
[02:00:27.444 --> 02:00:30.285]  So you've been attacked, you've been demonized for supporting Liberty.
[02:00:30.325 --> 02:00:31.385]  So have I. It's okay.
[02:00:31.826 --> 02:00:33.886]  God's watching and that's all that matters.
[02:00:33.966 --> 02:00:37.047]  And we've been vindicated now by the horror that's happening.
[02:00:37.067 --> 02:00:40.128]  I don't want to be vindicated anymore by more of where we know this goes.
[02:00:40.348 --> 02:00:41.408]  We have their own documents.
[02:00:41.428 --> 02:00:42.609]  We have Operation Lockstep.
[02:00:42.949 --> 02:00:44.369]  We have the Spars event.
[02:00:44.709 --> 02:00:45.409]  We have it all.
[02:00:46.850 --> 02:00:53.212]   And then separately, There's so many great people like Mercola and countless others that have been awake as long as I've been, or longer.
[02:00:53.952 --> 02:01:01.294]  And so there's millions of people, black, white, Hispanic, Asian, old, young, who all are understanding what's happening and now they're speaking up more than ever.
[02:01:01.314 --> 02:01:03.075]  So, all of you are the answer.
[02:01:04.035 --> 02:01:05.255]  All of you speaking out are the answer.
[02:01:05.736 --> 02:01:08.707]   And separately, We're helping so many people.
[02:01:08.747 --> 02:01:10.629]  The corporations aren't all bad.
[02:01:10.829 --> 02:01:11.850]  The government's not all bad.
[02:01:11.930 --> 02:01:13.032]  It's just people like us.
[02:01:13.632 --> 02:01:14.733]  It's who's in control at the top.
[02:01:14.753 --> 02:01:19.558]  So we have a lot of friends in the system as well who don't want to see Alex Jones dead or put in prison.
[02:01:20.159 --> 02:01:21.040]  Or Owen put in prison.
[02:01:21.080 --> 02:01:24.183]  But they're sure as hell trying to get rid of jury trials for us.
[02:01:24.223 --> 02:01:25.724]  So we're at the tip of the spear.
[02:01:26.585 --> 02:01:28.525]  I am consciously trying to be as good as I can.
[02:01:28.585 --> 02:01:29.966]  I'm a fallen creature, though.
[02:01:30.206 --> 02:01:31.346]  Fall short of the glory of God.
[02:01:31.686 --> 02:01:35.807]  But I'm consciously, and my spirit is pointed towards God and being a good, just person.
[02:01:35.967 --> 02:01:37.907]  Please help keep us on the air during this critical time.
[02:01:37.927 --> 02:01:40.148]  We're having the biggest success we've ever had against the New World Order.
[02:01:40.208 --> 02:01:42.628]  Get your DNA Force Plus that's been sold out for six months.
[02:01:42.968 --> 02:01:45.589]  It's so good for your cells and your immune system and your body.
[02:01:45.629 --> 02:01:48.809]  It's the best thing I've got of everything, with the PQQ, the CoQ10, and more.
[02:01:49.050 --> 02:01:49.950]  Really strong formula.
[02:01:50.030 --> 02:01:51.470]  It's available at InfoWarsTore.com or 888-253-3139.
[02:01:51.490 --> 02:01:52.670]  A limited supply came in, and it's 40% off.
[02:01:56.331 --> 02:01:56.591]  That's 888-253-3139.
[02:01:56.651 --> 02:01:59.713]  Also great for your immune system.
[02:01:59.773 --> 02:02:00.334]  It's down and out.
[02:02:00.454 --> 02:02:01.014]  All natural.
[02:02:01.094 --> 02:02:02.015]  Really strong sleep aid.
[02:02:02.035 --> 02:02:03.396]  If you get deeper, better sleep.
[02:02:03.456 --> 02:02:04.657]  That's key for your immune system.
[02:02:04.757 --> 02:02:07.038]  And we've got Ultra 12 and we've got Winter Sun.
[02:02:07.178 --> 02:02:09.140]  All of it for your immune system and your body and your life.
[02:02:09.440 --> 02:02:11.141]  And just flat feeling good and having fun.
[02:02:11.521 --> 02:02:13.102]  Super male and super female vitality.
[02:02:13.162 --> 02:02:17.385]  It's all 40 to 50% off at InfoWarStore.com.
[02:02:17.405 --> 02:02:20.487]  We're going to run these deals until October 18th.
[02:02:20.707 --> 02:02:22.609]  So get your orders in at InfoWarStore.
[02:02:22.709 --> 02:02:24.790]  Make your life better and healthier and fund the InfoWar.
[02:02:24.610 --> 02:02:31.610]  A 360 win.
[02:02:31.610 --> 02:02:35.610]  So, you're on a planet, you're under attack.
[02:02:36.556 --> 02:02:42.819]  Call it space invaders, call it whatever you want, but you don't want to be one of the slaves or the so-called leaders of the system.
[02:02:43.219 --> 02:02:44.399]  You think Joe Biden's a winner?
[02:02:44.419 --> 02:02:46.000]  You think Hunter Biden's a winner?
[02:02:46.020 --> 02:02:49.102]  You think Xi Jinping is a winner serving the system?
[02:02:50.342 --> 02:02:50.903]  Think again.
[02:02:51.083 --> 02:02:52.463]  Oh, so I've gotten through three articles.
[02:02:53.244 --> 02:02:53.844]  Let's continue.
[02:02:55.359 --> 02:02:56.900]  Oh, look at a mainstream news article.
[02:02:57.140 --> 02:02:59.182]  Oh, vaccination rates not likely to lower.
[02:02:59.222 --> 02:03:01.263]  COVID rates, epidemiology paper finds.
[02:03:01.283 --> 02:03:02.364]  It's a freaking whitewash.
[02:03:02.384 --> 02:03:03.364]  It makes it twice as bad.
[02:03:04.645 --> 02:03:12.530]  Newsom, who wants kids vaccinated, fights vaccine mandates for prison guards whose union gave $1.75 million to fight the recall.
[02:03:13.571 --> 02:03:15.472]  Oh, they don't have to take it, but they're trying to make you.
[02:03:15.852 --> 02:03:16.973]  That's total discrimination.
[02:03:17.013 --> 02:03:19.815]  It's illegal on its face, but they're trying to convince you it's OK.
[02:03:19.835 --> 02:03:21.336]  And Democrat judges say it's going to happen.
[02:03:21.596 --> 02:03:22.837]  They don't have to take it, but you do.
[02:03:24.073 --> 02:03:24.513]  They claim.
[02:03:24.653 --> 02:03:25.114]  No, you don't.
[02:03:25.554 --> 02:03:30.878]  Exclusive House Republicans to introduce Freedom Act would fight Biden's vaccine mandates.
[02:03:32.158 --> 02:03:32.619]  Good news.
[02:03:33.039 --> 02:03:39.263]  Texas Supreme Court rules against San Antonio School District vaccine mandates saying you gotta have it, period, for the teachers and others.
[02:03:39.864 --> 02:03:42.545]  Meanwhile, mainline Taiwan national news.
[02:03:43.046 --> 02:03:46.808]  More deaths from vaccinations than from COVID-19, the government officially documents.
[02:03:48.790 --> 02:03:49.870]  Protests erupt in Italy.
[02:03:50.150 --> 02:03:53.473]  Becomes the first nation to mandate vaccine passes for all workers.
[02:03:55.643 --> 02:04:00.206]  New York City judge prevents father from visiting his daughter unless he takes the COVID vaccine.
[02:04:00.326 --> 02:04:01.566]  Pure evil.
[02:04:02.027 --> 02:04:03.227]  Violation of the Nuremberg Code.
[02:04:05.609 --> 02:04:10.652]  UK MP David Davis blasts YouTube for censoring his speech against COVID passports.
[02:04:10.692 --> 02:04:12.072]  Yep, manipulating governments.
[02:04:12.593 --> 02:04:13.473]  Totally censoring.
[02:04:13.673 --> 02:04:14.474]  Next level tyranny.
[02:04:15.714 --> 02:04:18.476]  Pentagon takes on Texas over vaccine mandates.
[02:04:18.856 --> 02:04:21.998]  Fights to stop the state from not making people take the shot.
[02:04:22.078 --> 02:04:23.659]  Oh, what's the Pentagon doing involved?
[02:04:25.768 --> 02:04:28.873]  Miami Police Union clashes with Chief over threat of COVID vaccine mandate.
[02:04:29.073 --> 02:04:29.734]  That was weeks ago.
[02:04:29.775 --> 02:04:32.138]  I read the transcript of the hearing.
[02:04:32.339 --> 02:04:33.561]  It was all about the four shots.
[02:04:33.821 --> 02:04:36.345]  They threw his ass out, but no national news will tell you that.
[02:04:36.826 --> 02:04:38.669]  Just like all the other victories we're having, I'll never hear about it.
[02:04:42.847 --> 02:04:44.088]  And it goes on and on.
[02:04:44.248 --> 02:04:47.571]  Oh, but parental control is a smokestream for right-wing activists.
[02:04:47.591 --> 02:04:47.911]  That's right.
[02:04:48.111 --> 02:04:49.873]  Parental control is a right-wing thing.
[02:04:50.413 --> 02:04:54.537]  Reject parental control, just like you reject freedom of speech, liberals.
[02:04:54.897 --> 02:04:57.079]  And now you're pro-war and pro-torture.
[02:04:57.119 --> 02:04:58.280]  You're such angels.
[02:05:00.902 --> 02:05:01.462]  All right, look.
[02:05:01.703 --> 02:05:03.064]  This has been a powerful transmission.
[02:05:04.048 --> 02:05:05.389]  I appreciate the crew coming in.
[02:05:05.609 --> 02:05:13.473]  I've got all these other stacks and if I got into this, I'd be here for hour after hour after hour after hour.
[02:05:17.314 --> 02:05:24.698]  Tomorrow, I'm going to get into cognitive warfare and NATO admitting they run the Pentagon, that they're involved in mass brainwashing and lying to the public.
[02:05:25.051 --> 02:05:26.852]  Now they turn you against yourself and your family.
[02:05:26.892 --> 02:05:29.732]  Now they make you feel pathetic, hoping you'll basically kill yourself.
[02:05:30.673 --> 02:05:38.475]  I suggest you do the opposite and love God, and then love yourself and love others, and decide that you're not going to resonate with their evil, and it's a spiritual choice.
[02:05:39.015 --> 02:05:47.778]  The matter of your car's broke down, your shoe's got holes in it, or whatever it is, you're not going to be happy until you've got spiritual sustenance, which you're going to get by opening yourself up to God.
[02:05:48.858 --> 02:05:50.839]  The worst place to go is these churches, I can tell you.
[02:05:51.638 --> 02:05:56.399]  Here is the hidden $150 trillion agenda behind the crusade against climate change.
[02:05:56.720 --> 02:05:59.720]  I'm going to read this article tomorrow on air and show you the documents.
[02:06:00.001 --> 02:06:05.122]  I mean, it's not just $150 trillion the bankers give themselves to buy everything up under the carbon tax in the next 10 years.
[02:06:05.162 --> 02:06:07.703]  It's an official announcement that Biden's got the world signing on to.
[02:06:08.476 --> 02:06:13.916]   or his controllers do, it's that it cuts off all the fuel and it'll kill at least three million
[02:06:13.916 --> 02:06:16.176]  people in the next decade. But that's the great cataclysm.
[02:06:16.176 --> 02:06:21.056]   They're going to say it's all naturally occurring. Like they cut the fuel off. They're starving. Oh,
[02:06:21.056 --> 02:06:22.876]  we don't know why they're starving.
[02:06:22.876 --> 02:06:25.916]   Oh, no one can leave their house in Africa. We wonder why they're starving. Oh,
[02:06:25.916 --> 02:06:29.515]  COVID. No, it's the COVID lockdown killing people.
[02:06:36.796 --> 02:06:40.476]   I'm going to leave this transmission with this little tidbit of information.
[02:06:40.476 --> 02:06:43.456]  [ Silence ]
[02:06:43.703 --> 02:06:46.065]  And I just want to have a strong finish.
[02:06:46.305 --> 02:06:51.947]  I don't want it to become a self-fulfilling prophecy that they've got to win, they've got to take over, they've got to depopulate first before their system collapses.
[02:06:52.588 --> 02:07:01.466]   I want to believe that God can, like Nineveh, give us a reprieve, at least for Our lifetimes, and hopefully others' lifetimes out of this, but you see the writing on the wall.
[02:07:02.026 --> 02:07:07.228]  I'm just here to give everything my full push, and to be as strong as I can, and as truthful as I can.
[02:07:07.648 --> 02:07:16.551]  So help me God, and to commit myself into God's hands, so that people that are meant to hear this message are gonna hear it, and those that are meant to have a connection to God are gonna find it.
[02:07:16.751 --> 02:07:21.192]  And I just appreciate this crew, and I appreciate everybody that makes these special shows and all of them possible.
[02:07:21.212 --> 02:07:23.173]  And I'll just leave this information with you.
[02:07:24.560 --> 02:07:42.325]  If we get a lot of funding in here, we're going to be able to, working with others, launch a lot of amazing projects and be involved in a lot of amazing projects that you see like Covid Land already reaching millions and millions of people, and more and more versions of the film, and new films coming out, and other films in production.
[02:07:42.625 --> 02:07:45.846]  I mean, I'm just working three times harder than I ever have.
[02:07:46.206 --> 02:07:47.066]  I'm totally focused.
[02:07:47.086 --> 02:07:48.346]  I've never been given so much energy.
[02:07:48.386 --> 02:07:48.987]  It's all God.
[02:07:49.627 --> 02:07:53.301]   And I've got Fifteen projects that are going.
[02:07:53.521 --> 02:07:56.964]  Seven or eight of them are huge and four or five of them are almost ready.
[02:07:57.244 --> 02:07:58.605]  I'm talking by early next year.
[02:07:59.245 --> 02:08:02.287]  And I'm just going to keep working and working and working on what we're doing and things we're doing.
[02:08:02.307 --> 02:08:05.670]  And you know, a lot of the stuff going on, you don't see what we're behind.
[02:08:05.750 --> 02:08:06.190]  That's okay.
[02:08:06.230 --> 02:08:07.631]  Or you don't see what's going on.
[02:08:07.651 --> 02:08:08.812]  You see the big effect we have.
[02:08:08.852 --> 02:08:10.513]  And I like to tell you the big effect we're having.
[02:08:10.533 --> 02:08:12.274]  So you feel good about your support of the broadcast.
[02:08:12.294 --> 02:08:16.657]  Understand that it's, you know, you out there that's really promoting this and carrying the ball on the field.
[02:08:19.071 --> 02:08:21.896]  I just need to take on the globalists with everything I got.
[02:08:23.246 --> 02:08:33.128]  And that means we need massive capital to expand our operations and to work with others and just to override the enemy with support.
[02:08:33.188 --> 02:08:34.308]  We don't get billions of dollars.
[02:08:34.328 --> 02:08:35.528]  We don't get hundreds of dollars.
[02:08:35.568 --> 02:08:36.909]  We don't get dozens of cents.
[02:08:37.229 --> 02:08:39.509]  We get zero from George Soros and the big corporations.
[02:08:40.009 --> 02:08:48.991]  We're supported by viewers like you that buy t-shirts, buy books, buy storable food, that buy high quality coffee, that buy high quality supplements that are amazing that people totally love.
[02:08:49.471 --> 02:08:52.233]  You know, I had one of my security guys that I have with me.
[02:08:52.253 --> 02:08:53.474]  You know, that's another one of the expenses.
[02:08:53.494 --> 02:08:57.096]  Because, you know, the Global Center Operations, we don't want to make it easy to kill me.
[02:08:57.417 --> 02:08:59.438]  And believe me, they certainly would like that to happen.
[02:09:01.019 --> 02:09:05.722]  And so I said, hey, why don't you take some of this vitamin D3 and some of this Ultra 12.
[02:09:07.429 --> 02:09:17.240]  And a little bit of this iodine in some soda water, you know, just natural sparkling water with lemon in it or lime in it with a little bit of Brain Force Ultra.
[02:09:17.781 --> 02:09:18.682]  He said, sure, I'll drink it.
[02:09:19.202 --> 02:09:20.804]  And I gave him a very small dose of all of it.
[02:09:20.864 --> 02:09:22.346]  He said, I feel amazing.
[02:09:22.365 --> 02:09:29.145]   is incredible in like an hour and because it this stuff works and it's
[02:09:29.145 --> 02:09:33.826]   amazing and tomorrow is the last day to get all these products at 40 to 50
[02:09:33.826 --> 02:09:37.965]   percent off the DNA Force Plus back in stock ultra 12 winter Sun we've extended
[02:09:37.965 --> 02:09:41.904]   the sale as long as we can it'll be months till we get more in once it sells
[02:09:41.904 --> 02:09:45.145]   out so I'm gonna go to full price for the next month or so until we hopefully
[02:09:45.145 --> 02:09:48.585]   get more in because I need that full price to be able to fund our operation
[02:09:48.585 --> 02:09:51.786]   but at the same time people react and buy more of the product when we sell it
[02:09:51.786 --> 02:09:54.585]   at discounts I've got to sell it at discount just to get money in to keep
[02:09:54.585 --> 02:09:58.585]   the operation going so you got a commitment for me to fight really hard
[02:09:58.882 --> 02:09:59.922]  We got a lot of great products.
[02:09:59.982 --> 02:10:01.203]  It'll make your life a lot better.
[02:10:01.243 --> 02:10:06.868]  So check them all out at infowarestore.com or 888-253-3139.
[02:10:07.308 --> 02:10:08.930]  And you've been great supporters.
[02:10:08.950 --> 02:10:15.014]  You know, last year we dug ourselves out of a $5 million hole, but then the supply chain breakdowns, we can't get enough product to sell.
[02:10:15.175 --> 02:10:19.218]  So we haven't had as much money as we need, but I'm very close to selling my house.
[02:10:19.318 --> 02:10:20.038]  That'll give us extra.
[02:10:20.899 --> 02:10:27.263]  Extra logs to throw into the steam engine here as we just approach maximum ramming speed with the new world order.
[02:10:27.363 --> 02:10:29.664]  And I'll just be honest with you, spiritually, I'm on fire.
[02:10:31.414 --> 02:10:35.037]  And I'm very blessed to be in this position and very thankful for all of you out there supporting us.
[02:10:35.077 --> 02:10:41.562]  So I would suggest you go to InfoWorksStore.com and get great products while you put money in our war chest to be as effective as we can here.
[02:10:41.622 --> 02:10:46.666]  But if God wants us to go on at the pace we are and do the projects we've got, then that's the case.
[02:10:46.706 --> 02:10:50.609]  And then we'll just kind of implode down into this hellhole the next few years.
[02:10:50.669 --> 02:10:56.313]  And someday I'll probably just be completely off the air and I'll say, farewell, last transmission, good luck, hope you fight hard.
[02:10:56.333 --> 02:10:58.855]  They're coming to kill you and your family, already killed millions of people.
[02:10:59.595 --> 02:11:16.200]  But instead, I'd like to really, in this moment of the globalists making their big move on us, radically expand in their face very, very aggressively and just throw everything we've got at them energetically with the truth now and just absolutely have a huge grand slam effect.
[02:11:17.140 --> 02:11:22.942]  So I'm just in the position to try to grow and fight and work as hard as I can in every way, but I need your prayers.
[02:11:23.262 --> 02:11:24.122]  I need your word of mouth.
[02:11:24.162 --> 02:11:26.583]  I need your financial support at InfoWarsTore.com.
[02:11:27.355 --> 02:11:27.675]  All right.
[02:11:27.815 --> 02:11:37.198]  I got a few clips I didn't get to that I want to play here at the end, and then this will be re-streaming and re-airing at infowars.com forward slash show and band dot video.
[02:11:37.218 --> 02:11:38.198]  And I hope you share those links.
[02:11:39.779 --> 02:11:47.641]  But let's go ahead and let's go ahead and play a few of these clips here.
[02:11:47.701 --> 02:11:50.502]  Let's play a few of these really important John Bowne reports he did this week.
[02:11:51.621 --> 02:11:55.742]  And a couple of the great reports that have also been done by Greg Reese.
[02:11:56.462 --> 02:12:01.783]  I just want to leave you with this monster salivating over your children and how he wants to poison them for his God.
[02:12:02.523 --> 02:12:07.084]  Clip one, Biden, we already have purchased enough vaccines for all children.
[02:12:07.604 --> 02:12:14.405]  And then we also have, I want to air this clip too, student support diversity quotas until it comes to football.
[02:12:15.885 --> 02:12:41.649]   And then the absolute state of California, I want to play the, Daylight robberies of drugstores going on that the local governments defend And then also in a show the man with a bow and arrow kills five people in Norway the Islamists are trying to cover that up And so that's just some of the clips we're gonna have There and then also clip 9 more carbon dioxide equals more plant life from Joe Rogan last year which is a fact and it's a revolutionary fact that they don't
[02:12:41.929 --> 02:12:42.729]  I want you to understand.
[02:12:42.749 --> 02:12:43.969]  They want death on this planet.
[02:12:44.130 --> 02:12:45.270]  They want all life dead.
[02:12:45.590 --> 02:12:46.390]  That is their message.
[02:12:46.410 --> 02:12:47.790]  That is their constant transmission.
[02:12:47.990 --> 02:12:48.571]  Kill yourself.
[02:12:48.611 --> 02:12:49.271]  Kill the planet.
[02:12:49.311 --> 02:12:49.751]  Blow it up.
[02:12:49.791 --> 02:12:50.711]  We'll give you eternal life.
[02:12:50.991 --> 02:12:51.571]  Kill yourself.
[02:12:51.611 --> 02:12:52.231]  Kill the children.
[02:12:52.271 --> 02:12:52.772]  Kill the planet.
[02:12:52.792 --> 02:12:53.612]  We'll give you eternal life.
[02:12:53.832 --> 02:12:54.472]  Kill death.
[02:12:54.492 --> 02:12:55.332]  Just murder yourselves.
[02:12:55.412 --> 02:12:56.092]  Murder yourselves.
[02:12:56.152 --> 02:12:56.813]  Murder yourselves.
[02:12:57.373 --> 02:13:00.713]  And that's what they take the DMT and all the rest of it to go be told that over and over again.
[02:13:01.134 --> 02:13:02.374]  Sounds like hell on earth, doesn't it?
[02:13:03.034 --> 02:13:03.994]  So that's the transmission.
[02:13:04.394 --> 02:13:05.935]  Thank you so much for tuning in tonight.
[02:13:05.955 --> 02:13:10.116]  I want to again thank the crew and I'll see you back tomorrow night 4 to 6 p.m.
[02:13:10.176 --> 02:13:10.516]  Central.
[02:13:10.556 --> 02:13:11.016]  Lord willing.
[02:13:11.036 --> 02:13:11.336]  Thank you.
[02:13:15.194 --> 02:13:17.416]  It's time to protect your privacy.
[02:13:18.056 --> 02:13:31.805]  It's time to come to grips with the fact that even though you don't have anything to hide, criminals, hackers, corporations, big tech, government are stealing all of your data and creating a map and a database of where you go and what you do.
[02:13:32.065 --> 02:13:36.028]  So in the future, under their globalist takeover, they can shut you down.
