[00:00:00.000 --> 00:00:01.000]  [BEEP]
[03:16:46.566 --> 03:16:49.148]  And it's a win-win because you don't just get great products.
[03:16:49.448 --> 03:16:51.991]  You keep the tip of the spear, InfoWars, on air.
[03:16:52.231 --> 03:16:54.994]  You keep that light of liberty burning bright on that hill.
[03:16:55.314 --> 03:16:56.756]  Thank you so much for your support.
[03:16:56.996 --> 03:16:59.319]  Please visit InfoWarsTore.com and I'll see you in 2022.
[03:17:00.694 --> 03:17:07.800]  Don't miss out on the chance for portable, affordable, and tasty energy whenever you need it with TurboForce.
[03:17:08.140 --> 03:17:15.666]  Now 40% off, free shipping, and double Patriot points at InfoWarsStore.com.
[03:17:15.826 --> 03:17:19.429]  ResetWars.com is the coordinates on the internet.
[03:17:20.230 --> 03:17:25.832]  Where you can find the most important information I've produced in 28 years on air.
[03:17:26.692 --> 03:17:28.572]  A lot of what's in the courses is known.
[03:17:29.072 --> 03:17:29.733]  A lot isn't.
[03:17:30.093 --> 03:17:34.834]  But it's my particular perspective and my definitions and my way of seeing the world.
[03:17:35.354 --> 03:17:36.614]  Doesn't mean it's perfectly right.
[03:17:36.995 --> 03:17:39.195]  As the Bible says, we all see through a rose colored darkly.
[03:17:39.235 --> 03:17:44.877]  But we've proven that we've got some of the clearest, cutting edge discernment out there.
[03:17:45.717 --> 03:17:47.717]  And I want you to have access to this information.
[03:17:47.957 --> 03:17:54.177]   Because you need these tools In my experience, at least, stand up to the globalists and not let them break your will.
[03:17:54.637 --> 03:18:01.299]  And so, through Christmas Day, the course is 25% off at ResetWars.com.
[03:18:01.659 --> 03:18:05.500]  And it's not just an amazing, game-changing, consciousness-raising course.
[03:18:05.780 --> 03:18:08.461]  It also funds the InfoWar, so it's a true 360 win.
[03:18:08.661 --> 03:18:11.559]  ResetWars.com, Mind Wars, Spirit Wars.
[03:18:11.559 --> 03:18:13.799]  25% off at ResetWars.com.
[03:18:13.799 --> 03:18:19.281]  (dramatic music)
[03:18:19.281 --> 03:18:23.980]  Should you wear a mask if you're healthy?
[03:18:24.748 --> 03:18:24.969]  No.
[03:18:25.249 --> 03:18:27.651]  And if you're not sick, you shouldn't be wearing a medical mask.
[03:18:27.671 --> 03:18:29.132]  But if you are, then you should.
[03:18:29.192 --> 03:18:33.136]  Right now is our insistence now on wearing masks.
[03:18:33.256 --> 03:18:35.097]  Masks do not work for the general public.
[03:18:35.117 --> 03:18:37.059]  People should not be walking around with masks.
[03:18:37.119 --> 03:18:39.061]  There's no reason to be walking around with a mask.
[03:18:39.201 --> 03:18:41.082]  You do not need to wear a medical mask.
[03:18:41.182 --> 03:18:42.784]  Masks don't control viruses.
[03:18:42.824 --> 03:18:43.604]  They control you.
[03:18:43.624 --> 03:18:45.006]  That's what this is about.
[03:18:45.666 --> 03:18:50.970]  I really believe that if we get rid of the masks, the rest of this house of cards fall down.
[03:18:51.290 --> 03:18:56.933]  It just blew my mind how the entire world just rolled over and put on a mask.
[03:18:57.033 --> 03:19:01.096]  The biggest issue with face masks is the impact they have on our children.
[03:19:01.196 --> 03:19:04.718]  But children in masks is absolutely dangerous.
[03:19:05.079 --> 03:19:06.820]  And this has to stop!
[03:19:07.480 --> 03:19:08.961]  Defend our children!
[03:19:09.522 --> 03:19:11.563]  The air should not be illegal to breathe.
[03:19:13.171 --> 03:19:15.032]  You're watching the American Journal with Harrison Smith.
[03:19:15.313 --> 03:19:16.313]  The Alex Jones Show.
[03:19:16.354 --> 03:19:18.055]  This is The War Room with Owen Schreier.
[03:19:17.954 --> 03:19:24.873]   at Infowarsstore.com and receive dark secrets inside Bohemian Grove and the Order of Death
[03:19:24.873 --> 03:19:27.873]  absolutely free from Infowarsstore.com.
[03:19:27.873 --> 03:19:33.194]  You're watching the American Journal with Harrison Smith.
[03:19:33.194 --> 03:19:34.194]  The Alex Jones Show.
[03:19:34.194 --> 03:19:35.194]  This is the War Room with Owen Schreier.
[03:19:35.194 --> 03:19:36.194]  Infowars, the most banned network in the world.
[03:19:36.194 --> 03:19:36.194]  [music]
[03:19:36.194 --> 03:19:52.594]  Lung Cleanse.
[03:19:53.322 --> 03:19:59.970]  Now 50% off, free shipping, and double Patriot Points at InfoWarsTore.com.
[03:20:02.192 --> 03:20:06.692]   Leading a frontal assault on the lies of the New World Order.
[03:20:06.692 --> 03:20:08.692]  It's Alex Jones.
[03:20:09.692 --> 03:20:13.692]  [silence]
[03:20:13.692 --> 03:20:17.692]  [whistling]
[03:20:17.692 --> 03:20:19.692]  Hey everybody, Jason Burmiss here.
[03:20:19.778 --> 03:20:22.719]  Merry Christmas and Happy Holidays.
[03:20:22.919 --> 03:20:27.621]  I wish I had more of an upbeat program to give you.
[03:20:27.661 --> 03:20:39.567]  Now originally, I was going to enter with Build Back Better and The Great Reset because right now, Twitter's got a nice new, you know, it's cute, a fact check on The Great Reset.
[03:20:39.607 --> 03:20:50.574]   Apparently the BBC and The Guardian have confirmed that it is The World Economic Forum's response to recovering from the coronavirus.
[03:20:50.614 --> 03:20:53.096]  And unfortunately, a lot of that's Johnny nonsense.
[03:20:53.636 --> 03:21:18.356]   Because what we're going to show you during this segment is Andrew Capo Cuomo, the guy they got rid of via a sex pest, when all, all of his policies drove up deaths, Isolated people destroyed economies on behalf of the Build Back Better agenda, which he announced openly, and we'll play for you, April 17th, 2020.
[03:21:21.955 --> 03:21:28.764]  And a lot of people focused recently on Charlamagne Tha God and Kamala Harris having a spat on who was the president.
[03:21:29.285 --> 03:21:37.235]  But they didn't focus on her outright lying, saying that the Build Back Better plan was her and Joe Biden's plan.
[03:21:37.656 --> 03:21:38.617]  They came up with it.
[03:21:39.378 --> 03:21:54.074]  So we're going to get there, but because all of this is really about transhumanism, and Mike Adams just did a very, very good job of telling you about Lieber, I was unaware that he had now been convicted.
[03:21:55.543 --> 03:22:00.425]  Because this was a story that I was covering all the way back in February of 2020, I believe.
[03:22:00.986 --> 03:22:06.268]  Pre-coronavirus restrictions in the United States, but you could begin to see them coming.
[03:22:06.868 --> 03:22:11.250]  You all of a sudden saw shelves in big cities like when I visited D.C.
[03:22:11.890 --> 03:22:12.731]  becoming empty.
[03:22:13.171 --> 03:22:17.513]  You saw the hype train of mandates and lockdowns coming.
[03:22:18.494 --> 03:22:34.570]   And the story was really interesting because there wasn't a lot about it other than this nanotech Well, I want to point out and start now with the fact that we have plenty of documentation that this is a reality today.
[03:22:35.231 --> 03:22:37.773]  Today, this is a RAND security document.
[03:22:38.333 --> 03:22:40.615]  Brain-Computer Interfaces.
[03:22:41.256 --> 03:22:42.937]  Alright, and you know what's so lovely about it?
[03:22:42.957 --> 03:22:47.521]  The good people at the FDA, which we should all be trusting, are involved in this.
[03:22:47.921 --> 03:22:49.283]  Now again, this is a 2020 document.
[03:22:49.863 --> 03:22:54.134]   We have really focused on this NASA document from 2001 pre 9-11 because
[03:22:57.366 --> 03:23:10.616]  When Mike Adams talks about the Borgs that they're creating in China, I'm sorry, but we've been creating these people since the post-World War II security state and born classified.
[03:23:10.636 --> 03:23:13.819]  Let me just marginalize this for a second.
[03:23:14.099 --> 03:23:29.292]   And again, we were going to begin here, but I think it's really important to understand that we were doing human experimentations Through the Department of Energy that go well beyond even what we know about in radiation, okay?
[03:23:29.632 --> 03:23:36.014]  And when we talk about classifications and building up the continuity of government program, right?
[03:23:36.254 --> 03:23:41.135]  The shadow government that didn't exist for so long into what it is today.
[03:23:41.155 --> 03:23:43.216]  Well, we use something else in Oculus.
[03:23:43.256 --> 03:23:45.336]  It's called the National Programs Office.
[03:23:45.636 --> 03:23:47.017]  See what you can find out about that.
[03:23:47.677 --> 03:23:48.137]  Pretty tough.
[03:23:49.016 --> 03:23:56.920]  I did a movie, I put it in there, but you can see right here it was to ensure continuity of government in the event of a national disaster.
[03:23:57.841 --> 03:24:01.182]  Boy, we've been in a national disaster for some time now, right?
[03:24:02.643 --> 03:24:15.450]  So when we look at the human brain interfaces here, the BCIs as they call them, again, DARPA's fingerprints are all over this with the FDA, alright?
[03:24:16.457 --> 03:24:19.798]  So as you can see, they give you the abbreviations there, but I want to put it right here.
[03:24:20.418 --> 03:24:31.421]  A key effort in the fueling of most of these topics has been the brain research through Advancing Innovative Neurotechnologies Initiative and the National Institutes of Health.
[03:24:31.641 --> 03:24:32.862]  Oh, the NIH!
[03:24:34.701 --> 03:24:39.104]  You see how all of this is really about medicalization and transhumanism?
[03:24:39.324 --> 03:24:42.706]  We've given more power to the FDA, the NIH.
[03:24:42.966 --> 03:24:52.292]  They're telling you DARPA, this is over a year ago now, is going to have a chip that not only detects COVID and other viruses, but cures them all!
[03:24:53.712 --> 03:24:54.393]  But cures them all!
[03:24:55.725 --> 03:24:56.225]  It's all here.
[03:24:57.226 --> 03:25:03.631]  This effort is broadly aimed at revolutionizing and understanding the human brain.
[03:25:04.151 --> 03:25:07.273]  Now, in this, they talk about invasive and non-invasive technologies.
[03:25:07.914 --> 03:25:20.323]  So, it's not that far away from reality, if not a reality already, that injections could literally rewire your brain because they can already use magnetic fields to communicate with them.
[03:25:21.169 --> 03:25:23.090]  All right, we're going to show you that technology here.
[03:25:23.430 --> 03:25:24.390]  That's already real.
[03:25:24.590 --> 03:25:29.913]  It's been a reality, a declassified reality, for well over a decade.
[03:25:30.453 --> 03:25:30.873]  Well over.
[03:25:31.073 --> 03:25:34.375]  That you can actually control things like drones, folks.
[03:25:35.135 --> 03:25:35.495]  You know what?
[03:25:35.715 --> 03:25:37.216]  Why not bring that right back up there?
[03:25:37.456 --> 03:25:39.217]  Control things like drones.
[03:25:39.817 --> 03:25:41.318]  See if I have that right up here.
[03:25:43.219 --> 03:25:45.280]  Man, that one might be tough.
[03:25:47.148 --> 03:25:51.592]  We'll continue with the document, because I think that the magnetic fields thing is very important.
[03:25:51.773 --> 03:26:00.662]  But you can see the Food and Drug Administration and the Intelligence Advanced Research Project Agency, IARPA, DARPA, they're all here.
[03:26:01.583 --> 03:26:09.050]  And I'm sorry, we may get to the clip, I don't know if we'll get that far, but I do have a clip of Musk talking about overpopulation.
[03:26:09.090 --> 03:26:10.812]  Problem is, he's in bed with DARPA.
[03:26:11.897 --> 03:26:13.938]  The guy is in bed with DARPA.
[03:26:14.158 --> 03:26:14.498]  Period.
[03:26:14.638 --> 03:26:19.379]  We need to stop acting otherwise, because that's who he is.
[03:26:20.140 --> 03:26:27.922]  He launched, okay, the military version of Starlink, Blackjack, with SpaceX.
[03:26:28.542 --> 03:26:31.183]  Rocket technology is very old.
[03:26:32.184 --> 03:26:36.685]  And he's cut deals with NASA, just like Google cut deals with NASA.
[03:26:37.585 --> 03:26:37.765]  Right?
[03:26:37.785 --> 03:26:38.906]  That's a big deal.
[03:26:40.117 --> 03:26:42.619]  And they talk about the risk of bankruptcy.
[03:26:42.659 --> 03:26:44.360]  Not if he keeps doing deals with these people.
[03:26:44.400 --> 03:26:45.201]  That's the whole point.
[03:26:47.363 --> 03:26:50.345]  And again, this is, you know, I see Jimmy Dore now covering this.
[03:26:50.945 --> 03:26:56.550]  You know, in April of this year now, seven, eight months ago, they were talking about the chip that can detect COVID.
[03:26:57.090 --> 03:26:59.572]  And they were pushing a chip back then.
[03:26:59.612 --> 03:27:12.035]   This technology, this stuff we talked about, Invisible Empire, the grain of rice technology, they were injecting families post 9-11 On the Today Show with that technology.
[03:27:12.835 --> 03:27:18.816]  All right, obviously it wasn't detecting COVID-19, but it was storing all your information.
[03:27:19.136 --> 03:27:25.057]  And now you have Ruppley and the South China Post basically normalizing that.
[03:27:25.657 --> 03:27:33.939]  And by the way, that Swedish company, someone, you know, that's a company I've been talking about for two, three years now, because they've already gotten so many of the Swedish people to take it.
[03:27:33.959 --> 03:27:35.699]  It's very trendy and hip, right?
[03:27:36.099 --> 03:27:38.800]  But now we have B&M advertised where?
[03:27:39.878 --> 03:27:41.099]  That's Albany, New York.
[03:27:41.560 --> 03:27:42.521]  CBS affiliates.
[03:27:43.121 --> 03:27:43.381]  Why?
[03:27:43.682 --> 03:27:45.664]  They've taken the key to Slavery Pass.
[03:27:46.004 --> 03:27:47.586]  They've taken the QR codes.
[03:27:48.086 --> 03:27:58.776]  Their authoritarian dictator, who literally replaced another authoritarian dictator, Andrew Capo Cuomo, is going full board on it.
[03:27:59.817 --> 03:28:00.218]  Full board.
[03:28:01.924 --> 03:28:03.006]  They're not messing around.
[03:28:03.046 --> 03:28:04.527]  They've got the mask mandate.
[03:28:04.728 --> 03:28:08.031]  It doesn't matter that health departments don't want to be involved in this anymore.
[03:28:08.312 --> 03:28:09.753]  They're starting to see the facade.
[03:28:10.574 --> 03:28:18.323]  Andrew Capo Cuomo sold the state out to be reimagined with education via the Bill and Melinda Gates Foundation.
[03:28:18.584 --> 03:28:19.985]  Did a nice little Zoom with them.
[03:28:20.666 --> 03:28:22.928]  Reimagined with Smart Cities with Eric Schmidt.
[03:28:23.269 --> 03:28:24.910]  Did a nice little Zoom with him.
[03:28:25.231 --> 03:28:31.497]  Reimagined with Michael Bloomberg on contact tracing, who are going to be the enforcers.
[03:28:32.458 --> 03:28:34.620]  Okay, they're the ones that are going to start handing out the tickets.
[03:28:35.759 --> 03:28:37.440]  They're going to ease you on into it, right?
[03:28:37.480 --> 03:28:39.201]  Did a nice little Zoom call with him, too.
[03:28:39.742 --> 03:28:49.668]  So, we're going to show you, you know, the Build Back Better plan from April of 2020 via Andrew Capo Cuomo and talk about so much more.
[03:28:49.989 --> 03:28:52.090]  I want to remind people it is the holiday season.
[03:28:52.410 --> 03:28:57.594]  Now is the time to saveinfowars.com and donate over there.
[03:28:57.874 --> 03:28:59.495]  Make sure they're around for the new year.
[03:29:00.856 --> 03:29:02.477]  Both the President and I are vaxxed.
[03:29:02.677 --> 03:29:03.718]  And did you get the booster?
[03:29:04.827 --> 03:29:05.067]  Yes.
[03:29:05.367 --> 03:29:05.948]  I got it, too.
[03:29:06.488 --> 03:29:09.971]  Okay, so, uh... Don't, don't, don't, don't, don't, don't, no, no.
[03:29:10.792 --> 03:29:11.152]  That's all right.
[03:29:11.172 --> 03:29:12.434]  There's a very tiny group over there.
[03:29:12.794 --> 03:29:17.038]  So you heard some members of the crowd booing there, and this was at a pro-Trump event.
[03:29:17.178 --> 03:29:23.723]  And look, we've seen this at Trump rallies before, where his supporters are booing the fact that he is getting a booster or vaccinated.
[03:29:23.843 --> 03:29:25.665]  I recommend take the vaccines!
[03:29:25.765 --> 03:29:26.746]  I did it, it's good.
[03:29:26.826 --> 03:29:27.687]  Take the vaccines.
[03:29:27.767 --> 03:29:30.109]  But you got... No, that's okay.
[03:29:30.149 --> 03:29:30.869]  That's all right.
[03:29:31.630 --> 03:29:32.671]  You got your freedoms.
[03:29:33.352 --> 03:29:42.840]  This speaks to the exact problem here with which Americans to a large degree are still very resistant to getting these boosters or the vaccine in the first place.
[03:29:43.260 --> 03:29:50.146]  Hopefully his supporters let it sink in and go get boosted or go get that first vaccine now that they know the former president.
[03:29:50.786 --> 03:29:51.787]  It didn't sound like it there.
[03:29:51.807 --> 03:29:52.628]  They would like to resist.
[03:29:52.808 --> 03:29:55.750]  They were booing him, which just doesn't make any sense.
[03:29:56.031 --> 03:30:02.474]   President Trump is very proud That his administration developed that vaccine.
[03:30:02.494 --> 03:30:03.334]  That's the bottom line.
[03:30:03.374 --> 03:30:05.855]  Well, look, and I think they should be.
[03:30:06.235 --> 03:30:09.316]  The vaccine has been proven to kill exactly zero.
[03:30:09.436 --> 03:30:15.999]  The Orange County Coroner's Office is investigating the death of a woman who passed away several days after getting her second Moderna vaccine.
[03:30:16.039 --> 03:30:20.320]  Lisa Shaw died after complications of the AstraZeneca COVID vaccination.
[03:30:20.600 --> 03:30:22.582]  Today could be your lucky day.
[03:30:22.962 --> 03:30:26.284]  California's first vaccine lottery drawing takes place tonight.
[03:30:26.404 --> 03:30:26.785]  That's right.
[03:30:26.805 --> 03:30:28.346]  You could win one million dollars.
[03:30:28.426 --> 03:30:29.767]  You want to be part of the fun?
[03:30:29.787 --> 03:30:31.088]  Get vaccinated.
[03:30:31.188 --> 03:30:36.952]  Residents that have been vaccinated could receive incentives like free haircuts and even manicures.
[03:30:36.972 --> 03:30:39.874]  Did you say free fries when you get vaccinated?
[03:30:40.635 --> 03:30:41.335]  I got vaccinated.
[03:30:41.756 --> 03:30:42.737]  You're saying I could get this?
[03:30:43.717 --> 03:30:44.518]  Your delicious fries?
[03:30:44.967 --> 03:30:47.348]  Joints for jabs, that's what they're calling it.
[03:30:47.488 --> 03:30:51.649]  Free joints today to those who could prove they got the COVID vaccine.
[03:30:51.729 --> 03:30:54.210]  There's also a burner element to this.
[03:30:55.371 --> 03:30:58.312]  You're not going to get COVID if you have these vaccinations.
[03:30:58.592 --> 03:31:02.653]  We're increasingly hearing about fully vaccinated people infected with COVID.
[03:31:02.693 --> 03:31:03.393]  Did you get the booster?
[03:31:03.694 --> 03:31:03.934]  Yes.
[03:31:04.234 --> 03:31:04.714]  I got it too.
[03:31:06.620 --> 03:31:08.061]  I don't care if you're Donald Trump.
[03:31:08.301 --> 03:31:09.582]  I don't care if you're Bill Gates.
[03:31:09.662 --> 03:31:10.783]  I don't care who you are.
[03:31:11.163 --> 03:31:17.127]  You come at children with experimental Nuremberg Code violating vaccines that you broke the law to ram through.
[03:31:17.427 --> 03:31:20.809]  You are terrorists in league with Joseph Mengele 2.0.
[03:31:23.170 --> 03:31:25.472]  We have a player down on the court.
[03:31:25.512 --> 03:31:27.153]  We'll try to get more information.
[03:31:27.413 --> 03:31:31.796]  Johnson taken out on a stretcher and rushed to local Tallahassee Memorial Hospital.
[03:31:35.202 --> 03:31:40.383]  Leading cardiologist says cluster of collapses in footballers likely to be just a coincidence.
[03:31:40.663 --> 03:31:43.283]  A terrible coincidence at that, but just a coincidence.
[03:31:43.343 --> 03:31:44.584]  Yes, just a coincidence.
[03:31:45.824 --> 03:31:51.905]  You've got to shun people into getting vaccinated.
[03:31:52.105 --> 03:31:53.825]  You really need to get vaccinated.
[03:31:54.225 --> 03:31:55.006]  Get vaccinated.
[03:31:55.646 --> 03:31:57.046]  Listen to our government agencies.
[03:31:57.066 --> 03:31:58.426]  These guys are telling the truth.
[03:31:58.466 --> 03:32:00.947]  You know, there's no conspiracy here, folks.
[03:32:01.067 --> 03:32:02.627]  Just get your damn vaccine.
[03:32:04.329 --> 03:32:06.251]  I recommend take the vaccines!
[03:32:06.070 --> 03:32:09.070]  Take the vaccines.
[03:32:09.070 --> 03:32:12.070]  Take the vaccines.
[03:32:12.070 --> 03:32:15.070]  Take the vaccines.
[03:32:15.070 --> 03:32:17.230]  [MUSIC PLAYING]
[03:32:16.859 --> 03:32:18.859]  Take the vaccines.
[03:32:18.859 --> 03:32:24.859]  Take the vaccines.
[03:32:24.859 --> 03:32:38.859]  [Music]
[03:32:38.859 --> 03:32:41.859]  It truly does pain me to say it, but f**k Donald Trump.
[03:32:42.267 --> 03:32:47.128]  He is now trying to say that by us doubting the jab, that we're playing right into their hands.
[03:32:47.288 --> 03:32:50.969]  You're playing right into their hands when you sort of like, oh, the vaccine.
[03:32:51.029 --> 03:32:51.269]  What?
[03:32:51.488 --> 03:32:54.488]  Why is he still touting this product that's killing people?
[03:32:54.488 --> 03:32:59.488]  [Music]
[03:32:59.488 --> 03:33:08.488]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:08.488 --> 03:33:18.488]  [Music]
[03:33:18.624 --> 03:33:31.956]  And we are back on Jason Burmess sitting in the fourth hour on the Alex Jones Show and we are about to get into the quote-unquote great reset and build back better.
[03:33:31.996 --> 03:33:37.180]  This is not a parody, this is not from the Babylon Bee who seems to be doing more real journalism.
[03:33:37.941 --> 03:33:45.607]  Than, you know, those traditional networks, which are out there doing the bidding of the very predator class that they're talking about.
[03:33:45.628 --> 03:33:51.793]  This is the new World Economic Forum proposal for post-COVID economic recovery.
[03:33:51.893 --> 03:33:54.295]  Oh, it's Reuters and the BBC, not the Garden.
[03:33:54.335 --> 03:33:55.516]  Thank you so much, Twitter.
[03:33:55.936 --> 03:34:02.341]  Thank you for letting me know that because I thought the Build Back Better plan was really Kamala Harris.
[03:34:02.781 --> 03:34:03.602]  That's what she said.
[03:34:03.642 --> 03:34:12.888]  So has everybody focused about her temper tantrum right here about snapping that she's the vice president and Joe Biden's the president?
[03:34:12.948 --> 03:34:16.551]  He's clearly a zombie puppet that decides nothing.
[03:34:17.211 --> 03:34:19.233]  None of his policy is his.
[03:34:19.573 --> 03:34:19.953]  Period.
[03:34:20.955 --> 03:34:22.880]  And we're going to get into it right now.
[03:34:22.940 --> 03:34:28.516]  Now, I want to show here's Kamala Harris talking about Build Back Better and how it's her idea, everybody.
[03:34:29.793 --> 03:34:37.339]  Now, I know you wanted to speak on the Build Back Better plan, too, but, uh, you know, it seems like, once again, Senator Joe Manchin is stopping progress on that.
[03:34:37.399 --> 03:34:37.579]  Why?
[03:34:37.619 --> 03:34:40.442]  Yeah, like, like this guy has any idea what that plan is.
[03:34:40.922 --> 03:34:54.433]  That it's total slavery, that it's repackaged New World Order globalism to make regular citizens feel like they need to be subservient to an authoritarian government.
[03:34:57.222 --> 03:35:02.165]  Well, look, Build Back Better is something that the President and I care deeply about.
[03:35:02.385 --> 03:35:04.607]  It was, you know, it was our original idea.
[03:35:08.089 --> 03:35:11.411]  It's almost like a bad comedy show every time she says that.
[03:35:11.932 --> 03:35:13.813]  It's her original idea.
[03:35:14.553 --> 03:35:29.087]   So, first thing I want to do is while I was looking into Cuomo and the Build Back Better theme, because, look, we have a ton of different video compilations Where you've got Trudeau, you've got Charles, right?
[03:35:29.407 --> 03:35:37.839]  You've got a broad spectrum of bootlicking, loser, predator-class minions talking about Build Back Better.
[03:35:38.340 --> 03:35:39.642]  But it was in February of 2020.
[03:35:41.184 --> 03:35:50.490]  Uh, the first time they kind of put it on paper, before COVID had even gotten here, where if you look here, you had the Build Back Better Assessment Report.
[03:35:51.251 --> 03:35:51.651]  Okay?
[03:35:52.031 --> 03:36:05.680]  And then, what we're really gonna get into, is when Cuomo, on the 17th, we're gonna play that clip, and we're gonna play a lot of it, because he invokes 9-11, he's almost bragging that he knows everything's gonna change.
[03:36:06.021 --> 03:36:10.444]  Remember, we're a month deep, nationally, on this thing, and he knows!
[03:36:11.104 --> 03:36:12.545]  Because he was their front man.
[03:36:12.946 --> 03:36:20.572]  He was the guy that was out and out promoting this thing, talking about reimagining before that slogan was even making its rounds.
[03:36:20.972 --> 03:36:22.593]  So let's get into that right now.
[03:36:26.016 --> 03:36:31.200]  Is we go from today to tomorrow, but we talk about the new normal.
[03:36:32.881 --> 03:36:58.286]   This also has to be an opportunity Where after this horrendous period that we have gone through on every level, after the exorbitant cost of this, the personal pain of this, the death of this, this has to be one of those moments in time when we look back where we say society transformed.
[03:36:59.892 --> 03:37:07.918]  He is outwardly bragging in April of 2020, while bringing the better tomorrow, already using the reimagined rhetoric.
[03:37:07.938 --> 03:37:09.840]  And he'll use the phrase, build back better.
[03:37:09.860 --> 03:37:11.882]  He'll invoke 9-11 too.
[03:37:12.082 --> 03:37:12.982]  Don't worry about it.
[03:37:13.323 --> 03:37:16.886]  And be like, look at all the things we got done after 9-11.
[03:37:17.326 --> 03:37:21.209]  We can get all those things that we wanted and everyone said we couldn't done now.
[03:37:21.930 --> 03:37:24.612]  I mean, this is his coming out party for evil.
[03:37:25.908 --> 03:37:36.750]  It was a learning and growth and transformational period where growth and evolution was accelerated.
[03:37:38.491 --> 03:37:49.493]  Yes, society took a terrible blow, but it became a moment of reflection where all sorts of new reforms and innovations happened.
[03:37:51.072 --> 03:37:53.254]  All sorts of new control.
[03:37:53.634 --> 03:38:02.020]  I mean, are we happy about the national security state that was emboldened and rebuilt after 9-11?
[03:38:02.400 --> 03:38:17.130]  Are you happy that we have signature reduction, where they talk about a guy named James Darby, who's sending out hundreds of false identities across the board on a daily basis, working for some consultant agency?
[03:38:18.371 --> 03:38:19.551]  That's totally outside of law.
[03:38:20.792 --> 03:38:24.893]  With all of DARPA tech to literally evade, what?
[03:38:25.074 --> 03:38:26.214]  Facial recognition.
[03:38:26.994 --> 03:38:27.754]  Biometrics.
[03:38:27.835 --> 03:38:29.095]  Everything they say we need.
[03:38:29.855 --> 03:38:30.295]  We need.
[03:38:30.355 --> 03:38:31.196]  They don't need it.
[03:38:32.116 --> 03:38:33.156]  It's all right here.
[03:38:33.336 --> 03:38:34.657]  They're totally unaccountable.
[03:38:35.297 --> 03:38:36.017]  Signature reduction.
[03:38:36.037 --> 03:38:37.138]  Are we happy about that?
[03:38:37.458 --> 03:38:40.099]  Was that innovation, Mr. Capo Cuomo?
[03:38:41.199 --> 03:38:49.402]  I would say that was the de-evolution of our civil rights and now it's coming home to roost with the DHS being sicked on the American people openly.
[03:38:51.109 --> 03:38:54.112]  That's what we have to do with this period when they look back at it.
[03:38:55.594 --> 03:39:03.602]  So our goal is not let's get up and turn the machine back on and keep going the way we were.
[03:39:03.682 --> 03:39:03.762]  No.
[03:39:04.821 --> 03:39:11.704]  How do you make the changes now that you've been talking about in some cases for years, by the way?
[03:39:12.204 --> 03:39:12.764]  Bragging.
[03:39:13.385 --> 03:39:15.786]  Oh, we've been talking about this for years.
[03:39:15.826 --> 03:39:22.848]  And remember, they will shift this virus into quote-unquote climate change and carbon credits.
[03:39:23.049 --> 03:39:23.809]  Mark my words.
[03:39:24.994 --> 03:39:29.536]  But you never had the political will to do it, or it was too hard, or it was too difficult.
[03:39:30.036 --> 03:39:33.598]  We talk about environmental changes that we're going to make, but we never really do it.
[03:39:33.678 --> 03:39:37.099]  We talk about issues of income inequality, but we never really get there.
[03:39:37.159 --> 03:39:41.821]  You know, we talk about changes to our public transit system, but it's too hard, it's too controversial.
[03:39:42.641 --> 03:39:45.983]  All right, well now you have an opportunity in this window.
[03:39:47.378 --> 03:39:51.839]  To really make changes and reforms and improve things in a way you haven't.
[03:39:52.199 --> 03:40:02.521]  And by the way, if you went through this, and you went through this pain and aggravation and suffering, and you didn't learn, well, then shame on us.
[03:40:02.961 --> 03:40:07.942]  Oh, shame on us if we didn't take advantage of everything they just said.
[03:40:08.642 --> 03:40:09.342]  Think about that.
[03:40:09.602 --> 03:40:13.963]  Did he mention the virus once on the reform of what they were going to do?
[03:40:14.003 --> 03:40:15.623]  No, he mentioned the environment.
[03:40:16.414 --> 03:40:18.455]  He mentioned transportation.
[03:40:19.375 --> 03:40:20.856]  He mentioned equality.
[03:40:21.256 --> 03:40:28.419]  And how awesome has the equality been in New York City since this, when violent crime has tripled.
[03:40:29.959 --> 03:40:30.519]  Tripled.
[03:40:32.400 --> 03:40:32.720]  In there.
[03:40:33.080 --> 03:40:36.542]  And this new mayor they got coming in for de Blasio, he ain't good, folks.
[03:40:37.202 --> 03:40:38.182]  He ain't your friend.
[03:40:38.742 --> 03:40:42.244]  He's all about this authoritarianism, just like this guy was.
[03:40:44.004 --> 03:40:44.905]  Then shame on us.
[03:40:46.021 --> 03:40:48.242]  Because there are so many lessons to learn.
[03:40:49.262 --> 03:40:51.923]  And then you come back better than you were.
[03:40:52.263 --> 03:40:53.383]  Oh, better.
[03:40:53.403 --> 03:40:53.423]  9-11.
[03:40:54.883 --> 03:40:57.264]  New York took a terrible beating.
[03:40:57.404 --> 03:40:58.985]  This nation took a terrible beating.
[03:40:59.945 --> 03:41:00.825]  We learned from it.
[03:41:01.565 --> 03:41:02.305]  We grew.
[03:41:02.626 --> 03:41:03.106]  We're better.
[03:41:03.126 --> 03:41:05.466]  9-11 transformed the country.
[03:41:06.267 --> 03:41:10.908]  Now, notice he's saying all these negative things we're about to talk about.
[03:41:11.954 --> 03:41:30.607]  If I told you before 9-11 you were going to take off your shoes when you went to an airport before you could get on an airplane and they were going to go through every bag and every... You would say, I'm never doing that.
