[00:00:00.229 --> 00:00:02.331]  It's Sunday, August 1st.
[01:11:07.961 --> 01:11:14.365]  You know, Trump has tried so hard to kill the swamp, you know, drain the swamp, I should say, and save America.
[01:11:15.405 --> 01:11:30.930]  I think that he was kind of led down a primrose path on these vaccines and he was lied to by the vaccine companies and I can see how the situation could be turned against him quite dramatically to blame Trump and blame Republicans and blame so-called anti-vaxxers.
[01:11:31.830 --> 01:11:45.000]  In fact, what happened over this last week with the CDC coming out and announcing that vaccinated people can be essentially super spreaders, you can see they're laying the seeds for that as a possible narrative.
[01:11:45.340 --> 01:11:46.621]  You know how they do this, Alex.
[01:11:46.842 --> 01:11:52.386]  They'll put out a bunch of things so that later they can invoke the one that they want at that time.
[01:11:52.786 --> 01:11:53.667]  And that's what they've done.
[01:11:53.707 --> 01:11:57.510]  They've laid the groundwork and then they're going to react to whatever the public is doing
[01:11:58.250 --> 01:12:06.332]  And then unleash whatever scenario is the most beneficial for usurping power and mass murdering as many human beings as possible.
[01:12:06.792 --> 01:12:08.773]  But in either scenario... I'm sorry, go ahead.
[01:12:09.013 --> 01:12:10.793]  No, no, I'm just listening to you.
[01:12:10.934 --> 01:12:13.474]  And again, what does it do to defend Trump?
[01:12:13.534 --> 01:12:16.175]  You and I aren't defending Trump because we get something, we get attacked.
[01:12:16.435 --> 01:12:17.855]  Trump wasn't perfect, he had problems.
[01:12:18.356 --> 01:12:21.096]  I knew the inside baseball, how they'd throw his executive orders away.
[01:12:21.376 --> 01:12:24.017]  Or how he'd sign an executive order and they'd change the language of it.
[01:12:24.497 --> 01:12:27.118]  I know that really Trump meant well, but was totally surrounded
[01:12:27.598 --> 01:12:29.539]  And it was a joke, basically.
[01:12:29.839 --> 01:12:36.982]  So for people that think Trump was involved in doing this, no, he pig-headedly won't say it's bad now because he thinks he'll get blamed.
[01:12:37.242 --> 01:12:39.283]  He has said, oh, you shouldn't take it if you don't want to.
[01:12:39.843 --> 01:12:41.464]  But you're absolutely right.
[01:12:41.764 --> 01:12:45.406]  I see a leftist talking point saying, oh, this is Trump's vaccine.
[01:12:45.426 --> 01:12:49.548]  So I see them kind of reintroducing that right now as a possible escape valve.
[01:12:49.568 --> 01:12:50.688]  But I think you're right.
[01:12:50.968 --> 01:12:54.450]  That's only an alternate plan they've got if their main plan doesn't go well.
[01:12:55.373 --> 01:13:10.098]  Well, right, and the way to stop the main plan is for people to be extremely well prepared so that you're not driven into crisis when they shut down access to grocery stores by saying that only vaccinated people can shop for food, which is what CNN called for.
[01:13:10.458 --> 01:13:18.901]  And by the way, there's a local governor, I think, in the Philippines, I don't remember which town, that has already called for banning all unvaccinated people
[01:13:19.581 --> 01:13:20.582]  From grocery stores.
[01:13:20.782 --> 01:13:22.022]  Basically, they want to starve you out.
[01:13:22.222 --> 01:13:25.764]  The head of the NIH came out and said that on CNN today and ABC News.
[01:13:25.844 --> 01:13:27.485]  I mean, that's... Macron called for that.
[01:13:28.265 --> 01:13:29.206]  That's happening everywhere.
[01:13:29.226 --> 01:13:29.966]  They're calling for it.
[01:13:30.546 --> 01:13:33.648]  CNN said you shouldn't be able to have food or leave your house.
[01:13:33.828 --> 01:13:35.029]  Kathleen Sebelius said that.
[01:13:35.389 --> 01:13:37.630]  So, I mean, that's... Isn't that a declaration of war?
[01:13:39.180 --> 01:13:47.848]  It's both a declaration of war and it's also an admission that they know their actions are never going to be rooted in any kind of reason or liberty or even human rights.
[01:13:47.888 --> 01:13:50.291]  This is a violation of human rights.
[01:13:50.551 --> 01:13:54.535]  I mean, what kind of a country, what kind of a regime in the White House would send
[01:13:55.095 --> 01:14:07.801]  Food aid to Africa and then starve the American people at the same time to force them to take an unapproved, deadly, experimental gene therapy concoction that's being forced almost at gunpoint.
[01:14:07.821 --> 01:14:10.462]  I mean, these are massive human rights violations.
[01:14:10.522 --> 01:14:18.466]  So again, we can infer from that that they are so desperate that they're trying to invoke a massive nationwide uprising.
[01:14:18.826 --> 01:14:25.470]  Because they need the uprising in order to have the crackdown on the martial law and the door-to-door strike force teams, okay?
[01:14:25.491 --> 01:14:27.532]  So this is all about problem, reaction, solution.
[01:14:27.952 --> 01:14:30.934]  And they're gonna come up with crazier stuff, crazier stuff.
[01:14:30.954 --> 01:14:36.518]  You know, like nationwide call for medical kidnapping of all children who are not vaccinated.
[01:14:36.558 --> 01:14:37.959]  Something crazy like that.
[01:14:37.979 --> 01:14:39.820]  That's a total violation of human rights.
[01:14:40.040 --> 01:14:42.783]  Should we intervene when parents won't give their children the shot?
[01:14:56.059 --> 01:15:11.929]  And they know that politically they're in trouble and the pedophile stuff came out on them and so they launched all of this destabilization program as their war against humanity to get us so distracted with wanting to have food and to be essential that we accept a world ID and accept their system.
[01:15:12.129 --> 01:15:17.052]  But I'll say this Mike, it's backfiring massively and I'm worried about how they're going to double down and I think you're right.
[01:15:17.412 --> 01:15:24.436]  All the pre-programming is cyber polygon, massive shutdown, FEMA drills on the 11th of taking over the internet.
[01:15:25.743 --> 01:15:37.394]  And remember, they have to have stimulus money pushed into the economy to keep the Ponzi scheme going of Wall Street and all the people getting kickbacks and bribes and who are connected to Washington and so on.
[01:15:37.815 --> 01:15:40.878]  And in order to justify the stimulus money, they have to have a crisis.
[01:15:41.604 --> 01:15:44.205]  To demand the bailout and get Congress to approve it.
[01:15:44.265 --> 01:15:56.528]  So we're on the last legs of the history of the American Empire and specifically the experiment with fiat currency all the way back to the creature from Jekyll Island, 1913 in the creation of the Federal Reserve.
[01:15:56.548 --> 01:16:01.890]  Exactly, and a global crisis and a global virus is the pretext to distract us during their great reset.
[01:16:01.930 --> 01:16:05.511]  Instead of them going to prison for what they've done, instead they get total power and control.
[01:16:06.690 --> 01:16:20.965]  You're exactly right, and let me mention, every major city in America, once this collapse kicks in, every city becomes a death zone, a war zone, lawless, chaos, looting, rape, every insanity that you can think of.
[01:16:21.005 --> 01:16:22.807]  They will be unsurvivable.
[01:16:23.462 --> 01:16:30.664]  And if you're not bugged out of a city already, or if you don't have a plan to bug out before this happens, it will become your tomb.
[01:16:31.605 --> 01:16:40.508]  Hold on, you're an expert in a lot of things, but I know when it comes to farming, off-grid, you were good at it 20 years ago, you're great at it now, you're way ahead of the curve on me.
[01:16:40.908 --> 01:16:45.850]  So when I come back, because I'm trying to get ahead of the curve now because I'm behind the curve, how do we get prepared?
[01:16:45.870 --> 01:16:47.030]  What do you think the time frames are?
[01:16:47.510 --> 01:16:49.531]  Straight ahead with Mike Adams, NaturalNews.com.
[01:16:50.231 --> 01:16:50.632]  I don't think so.
[01:17:09.235 --> 01:17:20.542]  You know, it really is surreal to study all these globalist documents and think tanks and their activities around the world with several populations they control to see how ruthless they are and to be able to extrapolate out and predict what they would do.
[01:17:21.403 --> 01:17:32.631]  But now the last few years to watch them in operation mode and to just know that we were right about it all and then to see the fact that they're going for broke is just horrifying.
[01:17:33.479 --> 01:17:59.515]  And then to witness the average person still asleep, or bought into mainline politics, especially mainline liberals that trust the system and think they're part of some utopian class of good people that morally know best, when they've signed on to something that Hitler was trying to emulate, you know, that Hitler wished he'd grow up and be, but obviously so much more sophisticated and so much more guarded.
[01:18:00.899 --> 01:18:01.540]  Look at this video.
[01:18:02.040 --> 01:18:03.521]  First man to receive the Pfizer shot.
[01:18:03.541 --> 01:18:04.302]  He was dead a month later.
[01:18:06.084 --> 01:18:06.664]  It's on screen.
[01:18:08.766 --> 01:18:10.428]  We're watching them snuff film.
[01:18:10.648 --> 01:18:12.209]  That's a snuff film if you're a TV viewer.
[01:18:13.210 --> 01:18:14.531]  And it's just all out in the open.
[01:18:15.672 --> 01:18:16.573]  We're replaceable.
[01:18:16.633 --> 01:18:17.514]  We're a commodity.
[01:18:17.554 --> 01:18:18.094]  We're nobody.
[01:18:18.355 --> 01:18:20.116]  And once you have that attitude, you lose your soul.
[01:18:22.518 --> 01:18:22.879]  And so...
[01:18:24.588 --> 01:18:27.630]  This is a doomsday situation, this countdown.
[01:18:27.971 --> 01:18:30.533]  Mike Adams, you've made a lot of really important points tonight.
[01:18:30.553 --> 01:18:32.214]  You've talked about this, but just pulling back.
[01:18:32.854 --> 01:18:34.155]  Any other key points you want to make?
[01:18:34.235 --> 01:18:35.516]  Other facets we haven't covered?
[01:18:36.317 --> 01:18:38.699]  Dealing with how to get prepared.
[01:18:38.839 --> 01:18:43.422]  The Globalists, for those that don't know, are running away to Kauai, Hawaii.
[01:18:43.482 --> 01:18:45.964]  They're running away to New Zealand.
[01:18:45.984 --> 01:18:48.786]  They're running away to northern Canada.
[01:18:49.927 --> 01:18:57.792]  With private airfields, they are running away to Fiji and literally buying up whole islands, buying up the country and buying up the military.
[01:18:57.812 --> 01:19:02.415]  And I've talked to folks that are around these people, they say they're completely freaked out and even scared.
[01:19:02.815 --> 01:19:05.797]  These are people worth 50 billion, 100 billion, 120 billion.
[01:19:06.238 --> 01:19:10.680]  They're scared and are talking about the end of the world.
[01:19:10.740 --> 01:19:16.444]  That's what's leaking out to individuals in the international security system that I know.
[01:19:17.285 --> 01:19:18.606]  And they're asking me, so...
[01:19:19.426 --> 01:19:20.046]  Here's the good news.
[01:19:20.106 --> 01:19:23.729]  It's gone from Alex Jones is right about some stuff to, okay Alex, what's gonna happen next?
[01:19:23.769 --> 01:19:32.674]  Which, I don't know exactly what happens next, but it's like, when the people worth a hundred billion dollars are scared and don't even want to do this, who is it above these people?
[01:19:33.134 --> 01:19:37.257]  Because almost all these people other than like Klaus Schwab or Bill Gates don't even like this, Mike Adams.
[01:19:38.894 --> 01:19:41.595]  We ought to do a show sometime soon.
[01:19:41.615 --> 01:19:42.795]  I'd be happy to come on and do it with you.
[01:19:42.895 --> 01:19:44.275]  An hour or two or three.
[01:19:44.416 --> 01:19:46.136]  Just focus on preparedness steps.
[01:19:46.156 --> 01:19:50.757]  And let me just share one amazing bombshell preparedness thing that anybody can do right now.
[01:19:50.817 --> 01:19:54.078]  It's dirt cheap and there's not gonna be any regulatory concerns here.
[01:19:54.138 --> 01:19:56.399]  I don't sell any of these products and you don't either, Alex.
[01:19:56.439 --> 01:20:05.001]  But everybody can go online right now and buy a common espresso machine that produces espresso at 15 bar.
[01:20:05.101 --> 01:20:07.222]  Now the bar is a measure of atmospheric pressure.
[01:20:07.242 --> 01:20:07.702]  15 bar means
[01:20:09.122 --> 01:20:12.044]  15, essentially, times normal atmospheric pressure.
[01:20:12.764 --> 01:20:17.007]  This is really a food extraction device on the cheap.
[01:20:17.387 --> 01:20:22.530]  We use the same technology in our lab to do food extractions, but ours is like a $50,000 machine.
[01:20:22.990 --> 01:20:24.991]  For $120, you can get an espresso machine.
[01:20:25.031 --> 01:20:25.851]  And what do you put in it?
[01:20:26.352 --> 01:20:33.035]  Well, there are natural substances that contain shikimic acid, and one of them is called the star anise herb.
[01:20:33.396 --> 01:20:36.177]  That's star A-N-I-S-E, star anise.
[01:20:36.317 --> 01:20:37.638]  In Chinese, it's called ba jiao.
[01:20:38.440 --> 01:20:39.841]  And also, let's see, what else?
[01:20:39.942 --> 01:20:45.767]  Fennel seed contains shikimic acid, and certain types of pine needles contain shikimic acid.
[01:20:46.207 --> 01:20:57.217]  You can put those herbs, just kind of pound them into like a powder with a hammer, you can put them in there instead of coffee, you can run the espresso machine, you can extract shikimic acid.
[01:20:57.257 --> 01:20:59.118]  Now, what's special about shikimic acid?
[01:20:59.619 --> 01:21:03.042]  It's the basis for the Tamiflu prescription drug
[01:21:03.662 --> 01:21:07.887]  That's used to stop viral respiratory pandemics.
[01:21:08.027 --> 01:21:10.811]  And it also blocks viral replication in the blood.
[01:21:10.911 --> 01:21:14.936]  The reason I mention this... The golden example is learn about herbs and their extraction.
[01:21:16.112 --> 01:21:16.572]  Exactly.
[01:21:16.652 --> 01:21:22.154]  And you've got to go off grid on your medicine because you won't necessarily be able to go to a pharmacy.
[01:21:22.514 --> 01:21:23.895]  You won't necessarily have a doctor.
[01:21:23.935 --> 01:21:26.135]  You know, it depends on how bad the breakdown is.
[01:21:26.516 --> 01:21:28.016]  But you can go off grid.
[01:21:28.036 --> 01:21:29.637]  You can stockpile fennel seeds.
[01:21:29.657 --> 01:21:31.097]  They're dirt cheap.
[01:21:31.137 --> 01:21:32.257]  And again, I don't sell them.
[01:21:32.317 --> 01:21:32.978]  You don't sell them.
[01:21:33.398 --> 01:21:34.678]  You can just stockpile them.
[01:21:34.698 --> 01:21:36.279]  You get a cheap espresso machine.
[01:21:36.299 --> 01:21:41.200]  You can make your own natural herbal extracts and even with other herbs as well.
[01:21:41.601 --> 01:21:45.002]  That's just one golden, life-saving piece of information.
[01:21:46.182 --> 01:21:47.382]  These industries are going to start.
[01:21:48.623 --> 01:21:49.543]  Well, exactly.
[01:21:49.623 --> 01:21:51.563]  And also, think about food rationing.
[01:21:51.603 --> 01:21:53.204]  You know food rationing is coming.
[01:21:53.504 --> 01:21:55.544]  They're already talking about blocking people from grocery stores.
[01:21:55.564 --> 01:22:02.346]  They're going to go down the model of Venezuela with rationing and price controls and biometric tracking for you to shop at the grocery store.
[01:22:02.386 --> 01:22:03.086]  So what do you need?
[01:22:03.306 --> 01:22:03.586]  Answer.
[01:22:04.107 --> 01:22:05.787]  Off-grid food, I call it.
[01:22:06.127 --> 01:22:07.627]  Which is food you grow yourself.
[01:22:08.048 --> 01:22:10.108]  It could be a hydroponic system.
[01:22:10.148 --> 01:22:12.189]  It could be containers on your balcony.
[01:22:12.509 --> 01:22:13.609]  You don't even need a yard.
[01:22:13.969 --> 01:22:14.970]  It could be sprouting.
[01:22:15.330 --> 01:22:16.250]  It could be a garden.
[01:22:16.510 --> 01:22:20.171]  But off-grid food is food that the government doesn't know about.
[01:22:20.671 --> 01:22:26.093]  So that's what's going to keep you alive when the rationing is designed to starve you to death.
[01:22:26.153 --> 01:22:26.733]  You understand?
[01:22:27.113 --> 01:22:27.834]  Let me give you one more thing.
[01:22:27.874 --> 01:22:30.375]  If you have a hydroponic system and you're growing lettuce, let's say, guess what?
[01:22:30.415 --> 01:22:33.818]  How can you turn lettuce into a zinc supplement that may be lifesaving?
[01:22:33.838 --> 01:22:35.679]  You can put zinc sulfate powder into the hydroponic solution.
[01:22:56.955 --> 01:22:59.416]  When you do that, the plants take up extra zinc.
[01:22:59.456 --> 01:23:05.077]  You are now growing living zinc supplements that can help keep you alive.
[01:23:05.417 --> 01:23:09.358]  So, Alex, I mean, there are just thousands of tidbits like this.
[01:23:09.518 --> 01:23:10.279]  Common knowledge.
[01:23:10.339 --> 01:23:12.379]  I mean, it used to be common maybe a generation ago.
[01:23:12.799 --> 01:23:16.460]  Most people don't know any of this stuff, and this is knowledge that can keep you alive.
[01:23:16.500 --> 01:23:18.101]  You're saying we better rediscover this.
[01:23:19.601 --> 01:23:20.101]  Exactly.
[01:23:20.241 --> 01:23:26.003]  And if we don't do these things, if you depend on the system for your food, your medicine, your money, your technology, everything,
[01:23:26.713 --> 01:23:29.534]  You're going to be enslaved or dead very soon.
[01:23:29.554 --> 01:23:32.175]  You've got to go off-grid with everything, including money.
[01:23:32.776 --> 01:23:34.096]  So how do you go off-grid money?
[01:23:34.136 --> 01:23:36.017]  Well, it's things other than the dollar.
[01:23:36.277 --> 01:23:39.819]  It could be gold or silver or crypto or something other than the dollar.
[01:23:39.839 --> 01:23:40.319]  That's off-grid money.
[01:23:40.339 --> 01:23:41.900]  Could be that you know how to fix a car engine.
[01:23:41.920 --> 01:23:43.520]  Could be you know how to fix plumbing.
[01:23:43.540 --> 01:23:43.841]  Exactly.
[01:23:43.861 --> 01:23:44.381]  It's skills.
[01:23:45.629 --> 01:23:47.310]  Well, yeah, exactly.
[01:23:47.470 --> 01:23:52.751]  And you've got to be able to, of course, defend yourself because there's going to be so many desperate people looting and so on.
[01:23:53.251 --> 01:24:03.214]  So you need off-grid defense, which usually comes in the form of a Glock or a rifle and some ammo and maybe a thermal camera to keep an eye on things.
[01:24:03.394 --> 01:24:11.937]  But you've got to think in these terms of how you keep yourself alive, how you make your own medicine, how you grow your own food, how you have your own off-grid money, all of these things.
[01:24:12.397 --> 01:24:15.378]  And these are the answers, because I think we can survive this.
[01:24:15.678 --> 01:24:25.473]  And by the way, Mike, for anybody doubting what you're saying, the UN already implemented the lockdown that's still going in Africa, that starved an additional 20 million people, 200 million starved to death now, and the lockdown continues.
[01:24:25.733 --> 01:24:29.279]  So everything you're saying that could happen here is already happening to our fellow humans.
[01:24:30.165 --> 01:24:30.866]  Yeah, that's right.
[01:24:30.906 --> 01:24:32.207]  I mean, the model's already been proven.
[01:24:32.227 --> 01:24:35.369]  They've done this time and time again throughout the history of totalitarianism.
[01:24:35.850 --> 01:24:37.471]  They know how to starve people to death.
[01:24:37.531 --> 01:24:39.232]  They know how to run concentration camps.
[01:24:39.252 --> 01:24:44.737]  Heck, they're building them, you know, probably in Texas with all the, how many acres are owned by the Communist Chinese guys.
[01:24:44.757 --> 01:24:45.598]  Look at the Clintons with Rwanda.
[01:24:45.618 --> 01:24:48.680]  They got the majority to kill the minority, over a million.
[01:24:48.700 --> 01:24:52.824]  And then once the majority did that, then they divided the minority with the majority sort of killing the majority.
[01:24:53.224 --> 01:24:54.345]  So they know what they're doing.
[01:24:55.836 --> 01:25:00.820]  Yeah, and guess how they can get you to show up and volunteer to go into a concentration camp.
[01:25:00.940 --> 01:25:02.481]  Oh, starve you to death first.
[01:25:03.041 --> 01:25:05.083]  Starve you to death and then just hand out pamphlets.
[01:25:05.263 --> 01:25:07.064]  Oh, we have food and shelter over here.
[01:25:07.424 --> 01:25:10.307]  Just show up and turn in your guns and you'll be taken care of.
[01:25:10.367 --> 01:25:20.514]  So, if anybody out there, and this is not your listeners, but other oblivious people, if they're dumb enough to not have their own supplies and not be able to survive off-grid,
[01:25:21.351 --> 01:25:25.313]  You're going to end up turning yourself into some kind of a FEMA camp or starve to death.
[01:25:25.753 --> 01:25:27.093]  And by the way, the U.N.
[01:25:27.133 --> 01:25:28.294]  says use food as a weapon.
[01:25:28.314 --> 01:25:29.354]  That's their official plan.
[01:25:29.735 --> 01:25:36.577]  In the minute we have left, Mike, though, it's got to hurt them that their whole COVID vaccine they're having to admit is causing people sick.
[01:25:36.897 --> 01:25:38.238]  Or are you saying that was part of the plan?
[01:25:38.278 --> 01:25:43.420]  Because that's actually in the sparse pandemic document wargamed out by the U.N.
[01:25:43.440 --> 01:25:45.001]  and by the Rockefellers and by John Hopkins.
[01:25:45.913 --> 01:25:52.761]  Well, that was always part of the plan because they knew they had to inject people with spike protein to worsen the symptoms and cause the death wave.
[01:25:53.101 --> 01:26:01.832]  They knew that the virus itself, which is probably just more like a renamed common cold virus at this point, the virus couldn't produce these kinds of fatalities.
[01:26:01.852 --> 01:26:05.536]  But the spike protein that they synthesized, this is what they really built.
[01:26:06.737 --> 01:26:08.599]  In Wuhan was the weaponized spike protein.
[01:26:08.699 --> 01:26:11.862]  That can kill a lot of people and cause vascular damage.
[01:26:12.363 --> 01:26:15.285]  And that's what's in the vaccine, and that's what they admit is now happening.
[01:26:15.546 --> 01:26:17.688]  We're completely vindicated and verified.
[01:26:17.988 --> 01:26:19.369]  Mike Adams, NaturalNews.com.
[01:26:19.389 --> 01:26:19.930]  Thank you so much.
[01:26:20.711 --> 01:26:21.251]  Thank you, Alex.
[01:26:21.752 --> 01:26:22.452]  Okay, wow.
[01:26:23.113 --> 01:26:35.282]  I'm going to end this main transmission, but on the satellite TV and radio satellites and on the streams at freeworldnews.tv and infowars.com, I'm going to keep hosting into the next hour with Harrison Smith.
[01:26:35.362 --> 01:26:38.784]  Owen Schroer is on a well-deserved vacation that started today.
[01:26:39.585 --> 01:26:43.748]  And so, Sunday Live, this is the Alex Jones Show Sunday, but Sunday Live is the next two hours.
[01:26:44.228 --> 01:26:49.312]  I'm going to come back and play all those doctor clips, the head medical dean at
[01:26:50.424 --> 01:26:52.306]  Baylor coming out and saying the shots aren't safe.
[01:26:52.426 --> 01:26:53.847]  I mean, this is big.
[01:26:53.907 --> 01:26:55.989]  So humanity's fighting back against this globalist tyranny.
[01:26:56.329 --> 01:26:57.009]  That is next hour.
[01:26:57.029 --> 01:27:00.032]  I'm going to play clip after clip after clip after clip.
[01:27:00.352 --> 01:27:02.854]  And then Harrison Smith is coming in to take your calls.
[01:27:02.894 --> 01:27:04.556]  He's got a big show loaded up for you.
[01:27:04.576 --> 01:27:11.641]  But I'm going to do the first 30 minutes straight ahead at InfoWars.com forward slash show and FreeWorldNews.tv.
[01:27:12.102 --> 01:27:13.423]  Please share those links and please
[01:27:13.943 --> 01:27:19.304]  Go to InfoWarsTore.com, get some of the vitamins, get some of the supplements, water filtration, air filtration, storable food.
[01:27:19.344 --> 01:27:23.605]  It's all top of the line at great prices and that funds our operation.
[01:27:24.345 --> 01:27:27.186]  The 10% off on high quality storable food ready to ship right now.
[01:27:27.606 --> 01:27:28.406]  That's a huge deal.
[01:27:28.826 --> 01:27:29.506]  Ends today.
[01:27:29.626 --> 01:27:30.886]  Last chance, 10% off.
[01:27:31.447 --> 01:27:34.467]  InfoWarsTore.com on the full catalog of MyPatriotSupply.
[01:27:34.847 --> 01:27:36.287]  InfoWarsTore.com.
[01:27:36.988 --> 01:27:37.788]  10% off ends today.
[01:27:38.048 --> 01:27:38.608]  We'll be right back.
[01:27:40.598 --> 01:27:41.679]  What have I told you?
[01:27:42.299 --> 01:27:50.946]  There's a substance that is invisible to the naked eye, but it is more valuable than anything else on earth.
[01:27:51.366 --> 01:27:59.833]  More valuable than gold, more valuable than silver, more valuable than diamonds or rubies or emeralds or sapphires.
[01:28:01.124 --> 01:28:01.764]  What will it be?
[01:28:02.465 --> 01:28:03.806]  Well, it's not a riddle, my friends.
[01:28:04.246 --> 01:28:05.607]  It's called oxygen.
[01:28:06.427 --> 01:28:11.370]  And it's a trace gas that's getting lower and lower and lower on our planet.
[01:28:12.171 --> 01:28:15.953]  But there's other things that we have scarcity in, like water.
[01:28:16.494 --> 01:28:18.575]  That's becoming more and more scarce, fresh water.
[01:28:19.335 --> 01:28:22.818]  But what else is essential, just as essential
[01:28:23.698 --> 01:28:26.100]  That's clean water and oxygen to breathe.
[01:28:26.761 --> 01:28:28.983]  Well, of course, my friends, it's iodine.
[01:28:29.903 --> 01:28:37.209]  Iodine is one of the most important drivers in the body for fertility, for cellular function, for libido, for life.
[01:28:37.349 --> 01:28:41.413]  If you don't have iodine, you die in a matter of months.
[01:28:42.214 --> 01:28:44.055]  So if you don't have oxygen, you die in four minutes.
[01:28:44.375 --> 01:28:45.636]  If you don't have water, you die in
[01:28:46.517 --> 01:28:47.097]  A week or so.
[01:28:47.117 --> 01:28:49.038]  If you don't have food, a month or so.
[01:28:49.778 --> 01:28:50.798]  But what's in that food?
[01:28:51.018 --> 01:28:51.378]  Iodine.
[01:28:51.979 --> 01:28:56.740]  But if your food doesn't have that atomic pure iodine, it can't operate.
[01:28:57.080 --> 01:28:59.321]  And the food itself is lacking.
[01:28:59.581 --> 01:29:02.922]  That's why most people on Earth are deficient in iodine.
[01:29:03.242 --> 01:29:08.443]  And governments are lowering the allowance you're supposedly going to need to have all the time because they want control.
[01:29:09.024 --> 01:29:09.684]  Ladies and gentlemen,
[01:29:10.839 --> 01:29:11.820]  Our information is powerful.
[01:29:12.460 --> 01:29:13.620]  Our products are just as powerful.
[01:29:13.921 --> 01:29:15.561]  Experience clean iodine today.
[01:29:15.861 --> 01:29:16.542]  It's discounted.
[01:29:17.102 --> 01:29:21.304]  40% off of the dropper bottle, 60% off of the spray bottle, that you take into your mouth.
[01:29:21.704 --> 01:29:25.966]  Pure atomic iodine, with free shipping, double patriot points, at InfoWarsTore.com.
[01:29:26.267 --> 01:29:27.367]  Don't wait any longer.
[01:29:27.707 --> 01:29:30.589]  Just like our information is powerful, our products are just as powerful.
[01:29:30.789 --> 01:29:32.389]  They don't want you to experience this.
[01:29:32.790 --> 01:29:34.951]  Get it today at InfoWarsTore.com.
[01:29:35.251 --> 01:29:36.031]  Take action.
[01:29:36.331 --> 01:29:37.372]  Find out what you're missing.
[01:29:37.652 --> 01:29:38.552]  Get the missing link.
[01:29:38.733 --> 01:29:39.033]  Get X2.
[01:29:39.773 --> 01:29:44.115]  You're watching the American Journal with Harrison Smith.
[01:29:44.535 --> 01:29:46.235]  The Alex Jones Show.
[01:29:46.555 --> 01:29:50.037]  This is The War Room with Owen Schreier.
[01:29:50.077 --> 01:29:54.138]  InfoWars, the most banned network in the world.
[01:29:56.610 --> 01:29:59.132]  Also, we have the new Free American shirt.
[01:29:59.212 --> 01:30:02.994]  Big, beautiful American flag in camo, in navy blue, and in black.
[01:30:03.154 --> 01:30:04.995]  On the back it says Infowars.com.
[01:30:05.035 --> 01:30:06.676]  This is very triggering to leftists.
[01:30:06.756 --> 01:30:07.497]  They hate this.
[01:30:07.777 --> 01:30:08.837]  They're going to have it at the Olympics.
[01:30:09.118 --> 01:30:10.819]  The new Olympic player, transgender U.S.
[01:30:10.879 --> 01:30:12.860]  Olympic BMX rider says his goals.
[01:30:13.220 --> 01:30:15.222]  It's now her, is to burn the U.S.
[01:30:15.262 --> 01:30:16.403]  flag on the Olympic podium.
[01:30:16.523 --> 01:30:19.245]  So, we need to champion the flag, and it funds the InfoWars.
[01:30:19.385 --> 01:30:22.308]  Everyone should get a free American shirt on the back.
[01:30:22.388 --> 01:30:25.290]  It has the classic InfoWars square to help spread the word.
[01:30:25.390 --> 01:30:28.953]  So, InfoWars.com, it has a big, beautiful American flag across the chest.
[01:30:29.073 --> 01:30:33.116]  It simply says, Free American in camo, in navy blue, and in black.
[01:30:33.216 --> 01:30:35.158]  Ladies and gentlemen, they are trying to take our country over.
[01:30:35.178 --> 01:30:36.719]  They're trying to shut down the independent media.
[01:30:36.779 --> 01:30:37.420]  And here's the news.
[01:30:37.540 --> 01:30:40.542]  I can't get a lot of supplements, but I can get T-shirts.
[01:30:41.383 --> 01:30:48.849]  That's why it's Operation T-Shirt, and I'm just hoping that we can sell tens of thousands of t-shirts to fund this operation.
[01:30:49.690 --> 01:30:56.015]  Because it's 1776, these are high-quality shirts made in America, all the rest of it, and printed in America, so they're costing us like seven, eight, nine bucks a piece.
[01:30:56.135 --> 01:30:57.756]  I could buy crap shirts for like five dollars a piece.
[01:30:57.776 --> 01:30:59.138]  I could buy from China for two dollars a piece.
[01:30:59.198 --> 01:31:00.559]  I'm not doing it, so please get them.
[01:31:00.619 --> 01:31:02.040]  Infowarsstore.com today.
[01:31:02.220 --> 01:31:03.141]  Operation T-Shirt.
[01:31:03.161 --> 01:31:03.841]  Save Infowars.
[01:31:03.881 --> 01:31:04.342]  We'll be right back.
[01:31:09.853 --> 01:31:17.918]  I preach about the dangers of cell phones all day long because they're supercomputers controlled by big tech that are spying on us everywhere we go and what we do.
[01:31:18.038 --> 01:31:26.704]  But because they have great cameras and great recording systems and great ways to communicate, I still have one because this Trojan horse, this Promethean fire, has a lot of power.
[01:31:26.784 --> 01:31:28.745]  But when I'm not using it, I lock it up.
[01:31:29.085 --> 01:31:29.445]  We're good to go.
[01:31:48.901 --> 01:31:53.605]  For $14.95 because I want you to get them and I want you to buy.
[01:31:53.645 --> 01:31:58.648]  Friends and family of these systems to educate them about what these quote smartphones really are.
[01:31:59.068 --> 01:32:01.310]  This is a great way to limit your phone time use.
[01:32:01.710 --> 01:32:06.914]  It's a great way to spend more time with your family and it's a great way to know you're not being tracked by the criminal globalist system.
[01:32:06.934 --> 01:32:09.456]  They're 50% off right now at InfoWareStore.com.
