[00:00:00.049 --> 00:00:00.390]  All right.
[01:14:18.937 --> 01:14:22.859]  The main expert over the UK lockdown was Communist Chinese trained.
[01:14:23.119 --> 01:14:24.520]  They're open for business, we aren't.
[01:14:24.740 --> 01:14:30.123]  They're bragging they run the whole hysteria and that we'll quote never reopen and that the U.S.
[01:14:30.183 --> 01:14:30.864]  is quote dead.
[01:14:32.875 --> 01:14:35.337]  Because China locked down things properly.
[01:14:35.797 --> 01:14:37.898]  They get to reopen, but we didn't do a good job.
[01:14:37.938 --> 01:14:38.659]  We never reopened.
[01:14:39.119 --> 01:14:40.020]  Jaw-dropping!
[01:14:40.080 --> 01:14:42.701]  New CDC figures suggest true U.S.
[01:14:42.721 --> 01:14:45.023]  coronavirus toll approaching a half a million.
[01:14:45.383 --> 01:14:48.405]  Really, they told me 2.5 and then 2.3 and then 2.2 would all be dead in March.
[01:14:48.425 --> 01:14:48.545]  By May.
[01:14:54.807 --> 01:15:07.908]  They're counting all the motorcycle accidents, and all the car wrecks, and all the skydiving accidents, and all the cancers, and all of the viral infections of pneumonia, and everything.
[01:15:07.948 --> 01:15:09.931]  They're counting that, that, that, that.
[01:15:12.125 --> 01:15:12.906]  Another fake number.
[01:15:13.606 --> 01:15:15.048]  It's World War III, says L.A.
[01:15:15.068 --> 01:15:15.588]  County doctor.
[01:15:15.828 --> 01:15:22.354]  Beset by intensely sick COVID-19 patients, all the homeless people bombed out their brains on fentanyl.
[01:15:22.835 --> 01:15:24.976]  You go to the CDC's own website, they admit L.A.'
[01:15:24.956 --> 01:15:27.859]  's about 15% capacity, but they tell you they're overwhelmed.
[01:15:28.199 --> 01:15:28.680]  Liars!
[01:15:29.020 --> 01:15:29.440]  Liars!
[01:15:29.761 --> 01:15:32.003]  Lies, lies, lies, lies, lies, lies!
[01:15:33.900 --> 01:15:37.463]  Once a model, California now struggles to tame COVID-19.
[01:15:37.683 --> 01:15:43.447]  When you bow down to it, when you give in, when you wear the mask, when you believe the fraud, the martial law gets worse.
[01:15:43.848 --> 01:15:44.909]  It doesn't get better.
[01:15:46.170 --> 01:15:51.994]  And the American psycho, Nancy Pelosi's aide-de-camp smiles on with pleasure.
[01:15:54.936 --> 01:15:55.957]  The debate is over.
[01:15:57.859 --> 01:16:03.123]  Private, corporate, authoritarian, world government backed up by Communist China
[01:16:04.218 --> 01:16:07.561]  is now overthrowing the elected government of the United States of America.
[01:16:09.102 --> 01:16:17.769]  And the goals of this corporate world government are nothing less than a science fiction dystopian nightmare.
[01:16:18.950 --> 01:16:19.891]  The Great Reset.
[01:16:21.412 --> 01:16:22.012]  Agenda 2030.
[01:16:22.072 --> 01:16:28.998]  The planetary plan to end the human system as we know it is here.
[01:16:30.039 --> 01:16:32.341]  Nancy Pelosi has announced today
[01:16:33.291 --> 01:16:43.057]  That they are officially going to have house rules that legislation cannot have the word father or mother or family or boy or girl.
[01:16:43.917 --> 01:16:44.738]  Let that sink in.
[01:16:45.998 --> 01:16:49.340]  That's how alien this takeover is.
[01:16:49.400 --> 01:16:51.442]  It's telling us we're dirty, we've got to wear masks.
[01:16:51.922 --> 01:16:53.483]  That fathers and mothers are bad.
[01:16:53.543 --> 01:16:55.064]  That boys and girls are bad.
[01:16:56.524 --> 01:16:58.826]  This is alien any way you look at it.
[01:17:00.387 --> 01:17:04.389]  They've come out and said that in a year and a half, they're going to declassify contact with aliens.
[01:17:05.629 --> 01:17:08.010]  Is that being staged to make us not believe in God?
[01:17:08.790 --> 01:17:10.051]  Or to tell us the aliens are God?
[01:17:10.851 --> 01:17:13.852]  Is it part of the partially declassified Plan Project Bluebeam?
[01:17:14.672 --> 01:17:15.133]  I don't know.
[01:17:16.053 --> 01:17:16.793]  But I know this.
[01:17:17.053 --> 01:17:24.916]  The cross-human-animal clones they've been making for 50 years, and declassified for more than 20, have not been shown to the world.
[01:17:26.517 --> 01:17:29.438]  They weren't just developed in Petri dishes or test tubes.
[01:17:30.759 --> 01:17:31.659]  They were brought to term.
[01:17:32.679 --> 01:17:34.300]  And they're now admitting this.
[01:17:35.120 --> 01:17:40.421]  So all the hidden technology, all the horrors, are about to be shown to the world.
[01:17:41.381 --> 01:17:56.705]  And in the midst of that, they're coming with an mRNA recombinant mutagenic system that actually transforms our very cells and rewrites our genetic code and telling us we will take it if we want to buy and sell, have a job or travel or live.
[01:17:58.188 --> 01:18:00.790]  Fauci just came out and said forced inoculations are on the table.
[01:18:01.931 --> 01:18:02.511]  Of course they are.
[01:18:02.531 --> 01:18:03.392]  They're going to keep pushing.
[01:18:04.933 --> 01:18:05.794]  And pushing and pushing.
[01:18:06.254 --> 01:18:08.596]  Now I don't know who these globalists have made a deal with.
[01:18:10.492 --> 01:18:15.296]  But what they're setting up is not good for anybody on Earth and is anti-human.
[01:18:15.917 --> 01:18:25.264]  And that's why I continue to warn you about the NBC and ABC and CBS and Wall Street Journal articles and stories saying humans are dirty and bad.
[01:18:25.364 --> 01:18:26.245]  COVID proved that.
[01:18:26.265 --> 01:18:29.047]  We need to get rid of humans and merge with machines.
[01:18:29.368 --> 01:18:32.010]  It's going to be so beautiful and you're going to do it.
[01:18:33.715 --> 01:18:35.057]  This is the final revolution.
[01:18:35.798 --> 01:18:41.805]  This isn't a Star Trek episode where the Borg Cube shows up and says, you will assimilate.
[01:18:42.566 --> 01:18:44.328]  This is really happening.
[01:18:45.990 --> 01:18:51.537]  And so now all the slow motion, beta test creeping we've seen of the Globulus is going into warp speed.
[01:18:52.540 --> 01:18:54.421]  Ladies and gentlemen, I believe in a human future.
[01:18:55.201 --> 01:18:59.324]  I believe we'll defeat this dystopian vision that the New World Order is bringing forth.
[01:19:00.284 --> 01:19:05.527]  And I know that God's real, and I know that Revelation warned us 2,000 years ago about what is now unfolding.
[01:19:06.417 --> 01:19:09.620]  Churches are controlled, and they're not unimportant.
[01:19:09.640 --> 01:19:17.086]  So you've got to start reading the Bible, you've got to start praying, you've got to start opening up your soul to God and asking for discernment, and God will deliver.
[01:19:17.706 --> 01:19:25.552]  And you've got to override the globalist censors that have shut almost everybody else down, and tell people about Ban.Video and InfoWars.com.
[01:19:25.832 --> 01:19:27.254]  People are ready to hear the truth.
[01:19:27.514 --> 01:19:28.475]  The Great Awakening's here.
[01:19:28.815 --> 01:19:29.896]  The enemy's making their move.
[01:19:30.476 --> 01:19:33.239]  So again, join us weekdays, 11 a.m.
[01:19:33.279 --> 01:19:33.919]  to 3 p.m.
[01:19:34.199 --> 01:19:36.561]  Tune into the other InfoWars shows and come to D.C.
[01:19:36.581 --> 01:19:40.785]  with us on the 5th and 6th as we expose globalist election fraud in an attempt to take our country over.
[01:19:41.686 --> 01:19:42.747]  We've only begun to fight.
[01:19:43.307 --> 01:19:44.048]  God's on our side.
[01:19:44.068 --> 01:19:44.649]  We will win.
[01:19:44.869 --> 01:19:46.330]  But the great testing is now here.
[01:19:46.810 --> 01:19:47.951]  God bless and good luck.
[01:19:55.874 --> 01:19:59.959]  Leading a frontal assault on the lies of the New World Order.
[01:20:00.500 --> 01:20:01.802]  It's Alex Jones!
[01:20:27.765 --> 01:20:29.467]  We've been waiting for the numbers.
[01:20:29.487 --> 01:20:32.590]  We've been tracking them closely.
[01:20:34.091 --> 01:20:47.784]  John Hopkins, back in late September, crunched the numbers and said it appears roughly the same number of Americans have died year-to-date in the year 2020 as died in the year 2019.
[01:20:47.824 --> 01:20:49.005]  But we were waiting.
[01:20:53.402 --> 01:20:59.089]  For the CDC, a few days into the new year, it's the third day of the new year to release the numbers.
[01:20:59.610 --> 01:21:00.991]  It has happened!
[01:21:02.413 --> 01:21:04.896]  And we have the numbers, year to date, right here.
[01:21:06.398 --> 01:21:07.459]  From the year 2010 to the year 2020.
[01:21:09.966 --> 01:21:12.547]  And it's the same number almost every year.
[01:21:12.567 --> 01:21:12.627]  0.9 in 2020.
[01:21:13.307 --> 01:21:13.688]  0.9 in 2019.
[01:21:13.728 --> 01:21:14.008]  0.9 in 2018.
[01:21:14.048 --> 01:21:14.448]  0.9 in 2017.
[01:21:14.488 --> 01:21:14.708]  0.9 in 2016.
[01:21:14.748 --> 01:21:14.708]  0.8.
[01:21:14.768 --> 01:21:17.409]  Now you notice right here, and this shows, infant mortality's up.
[01:21:17.429 --> 01:21:17.849]  Suicide is up.
[01:21:18.650 --> 01:21:19.590]  Drug overdose is up.
[01:21:19.610 --> 01:21:21.311]  And those three factors starting
[01:21:40.242 --> 01:21:45.784]  In about 2015 or so, are causing our death rate to go up.
[01:21:45.944 --> 01:21:50.125]  But, the same amount of Americans died.
[01:21:50.505 --> 01:21:50.925]  Breaking.
[01:21:52.546 --> 01:22:02.949]  CDC reports, same amount of Americans died in the year 2000, as died in 2019.
[01:22:03.389 --> 01:22:04.770]  What a bombshell fact, because
[01:22:10.043 --> 01:22:19.850]  When three months ago, year-to-date, John Hopkins put a study out saying, looks like about the same number died year-to-date this year.
[01:22:19.870 --> 01:22:21.492]  2020 died last year.
[01:22:21.532 --> 01:22:24.154]  They go, oh, well, you don't know the next three, four months.
[01:22:24.454 --> 01:22:25.895]  You know, you don't try that.
[01:22:25.955 --> 01:22:27.596]  I mean, this is really deadly.
[01:22:27.876 --> 01:22:28.897]  Hide under your chair.
[01:22:29.217 --> 01:22:29.918]  Life's over.
[01:22:29.938 --> 01:22:30.839]  Never come back out.
[01:22:31.179 --> 01:22:32.280]  Only China fixed it.
[01:22:32.320 --> 01:22:33.060]  They're reopening.
[01:22:33.080 --> 01:22:33.601]  They're fine.
[01:22:33.901 --> 01:22:34.942]  America's never reopening.
[01:22:35.162 --> 01:22:36.523]  Their small business never reopened.
[01:22:36.543 --> 01:22:38.644]  Walmart and Amazon, they're open.
[01:22:42.873 --> 01:23:00.099]  And now, three days into the new year, 2021, the same death rate per 100,000 people is actually higher.
[01:23:00.999 --> 01:23:01.999]  In the year 2020, it was 878 versus 870.
[01:23:08.137 --> 01:23:11.098]  But it's a razor's edge.
[01:23:11.698 --> 01:23:15.840]  So, 8 more people per 100,000 died this year, 2020, than last year.
[01:23:15.860 --> 01:23:15.920]  Wow.
[01:23:16.800 --> 01:23:16.861]  Wow.
[01:23:23.286 --> 01:23:24.206]  Isn't that amazing?
[01:23:24.326 --> 01:23:30.507]  And when you look at the suicide, and the fentanyl, and when you look at the infant mortality, type it in!
[01:23:30.867 --> 01:23:33.288]  Infant mortality skyrocketing in the Western world.
[01:23:33.748 --> 01:23:36.308]  Because they're carrying out operations to inoculate kids at birth.
[01:23:36.608 --> 01:23:37.528]  The vaccines are killing them.
[01:23:37.888 --> 01:23:38.649]  That's the main cause.
[01:23:38.689 --> 01:23:40.509]  I've had top doctors and scientists on.
[01:23:41.649 --> 01:23:46.210]  But here we are, tonight, showing you deaths in the U.S.
[01:23:46.250 --> 01:23:49.370]  by the year, and look at that!
[01:23:49.530 --> 01:23:49.791]  Year 2010, now,
[01:23:54.856 --> 01:23:58.138]  10 years ago, 0.8, and the U.S.
[01:23:58.158 --> 01:24:06.602]  death rates are increasing, but years before COVID, three to four years before COVID, raised its ugly head.
[01:24:08.723 --> 01:24:09.743]  That's powerful, isn't it?
[01:24:10.444 --> 01:24:13.465]  And then we've got a statistician actually hired that's going over all this.
[01:24:14.405 --> 01:24:15.226]  Think about the numbers.
[01:24:17.011 --> 01:24:19.572]  You've got double the suicides conservatively.
[01:24:19.612 --> 01:24:20.473]  It's actually more than that.
[01:24:20.953 --> 01:24:21.513]  Almost triple.
[01:24:22.113 --> 01:24:25.635]  You've got massive increases in infant mortality for whatever reason.
[01:24:26.776 --> 01:24:31.838]  You've got the population growing in the United States.
[01:24:33.138 --> 01:24:34.259]  But this is per hundred thousand.
[01:24:35.059 --> 01:24:38.641]  And you add that in, the death rate is the same.
[01:24:39.481 --> 01:24:39.882]  See, we're 200
[01:24:43.200 --> 01:24:43.800]  300, 360, 370?
[01:24:43.300 --> 01:24:43.800]  Let me see.
[01:24:43.820 --> 01:24:43.800]  100, 200, 300, 400?
[01:24:44.821 --> 01:24:45.461]  We're 370 million people.
[01:24:45.481 --> 01:24:46.562]  335 million are citizens.
[01:24:46.622 --> 01:24:48.883]  Another 40-something million are legal aliens.
[01:24:48.903 --> 01:24:50.384]  But the point is, that's a lot of people!
[01:24:50.404 --> 01:24:52.546]  But if they start going, oh my god, 3,000 died today!
[01:25:07.366 --> 01:25:10.448]  People hear that and they go, man, that's what died in the World Trade Center.
[01:25:10.829 --> 01:25:13.271]  Yeah, folks, you ever heard Don't Fear the Reaper?
[01:25:13.971 --> 01:25:14.972]  By the Blue Oyster Cult?
[01:25:15.533 --> 01:25:16.353]  Don't Fear the Reaper?
[01:25:17.134 --> 01:25:19.015]  And it lists, that was made back in the 70s.
[01:25:19.155 --> 01:25:23.879]  And it talks about 170,000 coming in a day, 170,000 coming out a day.
[01:25:23.919 --> 01:25:30.344]  That's hundreds of thousands coming in and out every day, baby.
[01:25:34.619 --> 01:25:35.920]  And they sit there and they stare at 3,000.
[01:25:36.800 --> 01:25:39.182]  And they go, oh, never leave your house again.
[01:25:39.522 --> 01:25:40.083]  And what does it do?
[01:25:40.143 --> 01:25:41.684]  It lowers the global economy.
[01:25:41.964 --> 01:25:42.945]  It starves the third world.
[01:25:43.005 --> 01:25:44.185]  It causes mass starvation.
[01:25:44.425 --> 01:25:53.912]  And the very UN behind all the lockdowns, the very UN pushing the global reset to depopulate, says, oh, oh my gosh, this is causing mass starvation.
[01:25:54.212 --> 01:25:56.173]  The virus is causing mass starvation.
[01:25:56.413 --> 01:25:59.135]  The virus didn't cause any of the starvation.
[01:25:59.355 --> 01:26:01.557]  The lockdown caused the starvation.
[01:26:03.234 --> 01:26:06.716]  But my wife was in Whole Foods getting me short ribs.
[01:26:06.756 --> 01:26:07.416]  God, I love them.
[01:26:07.776 --> 01:26:08.357]  Two weeks ago.
[01:26:09.838 --> 01:26:11.438]  And our three-year-old daughter didn't have a mask on.
[01:26:11.479 --> 01:26:13.199]  This woman came over and she said, put your mask on.
[01:26:13.840 --> 01:26:14.900]  My wife pulled her mask down.
[01:26:14.940 --> 01:26:17.142]  She said, she's three years old.
[01:26:18.923 --> 01:26:19.563]  She's fine.
[01:26:19.903 --> 01:26:20.824]  It's exaggerated.
[01:26:20.864 --> 01:26:25.626]  The woman started hitting her card into her and saying, people are dying.
[01:26:25.646 --> 01:26:26.567]  The hospitals are full.
[01:26:26.987 --> 01:26:30.349]  My wife said, get your card off mine.
[01:26:31.721 --> 01:26:38.265]  And the woman wouldn't do it, so my wife went ahead and slammed her foot into the cart, and the woman ran off screaming in fear.
[01:26:38.685 --> 01:26:39.706]  But that's the leftists.
[01:26:39.766 --> 01:26:44.189]  They attack, and they attack, and they attack, and they attack.
[01:26:44.209 --> 01:26:46.330]  I mean, she was screaming and yelling and cussing.
[01:26:46.570 --> 01:26:47.571]  My wife told me the whole story.
[01:26:47.591 --> 01:26:48.552]  There's a lot more to it.
[01:26:48.992 --> 01:26:54.576]  And like five minutes when my wife's getting some meat at the meat counter, and this woman was going crazy on her, some middle-aged woman.
[01:26:55.156 --> 01:26:56.057]  And my wife was like,
[01:26:56.937 --> 01:26:57.758]  You're wearing your mask.
[01:26:57.798 --> 01:26:58.799]  You're safe, supposedly.
[01:26:59.099 --> 01:27:00.781]  Hey, the mask gives you bacterial pneumonia.
[01:27:01.121 --> 01:27:02.543]  Hey, it's never going to come off.
[01:27:02.643 --> 01:27:03.624]  And she didn't care.
[01:27:03.724 --> 01:27:08.008]  She was a Karen that was just pissed that my wife was good-looking and had a beautiful daughter.
[01:27:09.289 --> 01:27:11.491]  And this is their little excuse to do all this.
[01:27:11.511 --> 01:27:14.674]  And they have this power and say, oh, the hospitals are full.
[01:27:14.714 --> 01:27:15.355]  They're not full.
[01:27:15.595 --> 01:27:16.176]  They're empty.
[01:27:17.762 --> 01:27:20.584]  And to count everybody that dies of something else is this.
[01:27:21.064 --> 01:27:21.705]  It's incredible.
[01:27:21.765 --> 01:27:23.406]  But look at these numbers.
[01:27:24.366 --> 01:27:27.868]  Just coming out from the CDC, the site cdc.gov.
[01:27:29.369 --> 01:27:34.012]  We've got a statistician paid right now getting the actual fine print breakdown of this.
[01:27:34.713 --> 01:27:35.753]  And yeah, I'll say it.
[01:27:37.394 --> 01:27:38.435]  The statistic is in 2020,
[01:27:43.348 --> 01:27:48.012]  It went from 870 deaths, 100,000 to 878.
[01:27:49.073 --> 01:28:00.122]  And when you add a doubling in the last three years to suicide and infant mortality is going up, I guarantee you, I'm going to have a statistician to have those numbers.
[01:28:02.884 --> 01:28:05.566]  I would expect that the general death rate probably went down.
[01:28:05.606 --> 01:28:14.552]  Hell, that should be much higher with a doubling of suicide and massive increase in infant mortality because the hospitals are all shut down and people are dying of cancer and dying of heart attacks because they can't get regular treatment.
[01:28:14.912 --> 01:28:17.554]  I'm surprised that number didn't go up.
[01:28:19.335 --> 01:28:20.136]  So there it is.
[01:28:20.156 --> 01:28:22.097]  Eight people per hundred thousand.
[01:28:22.397 --> 01:28:23.678]  That's your big increase.
[01:28:24.999 --> 01:28:25.239]  Wow.
[01:28:27.981 --> 01:28:29.422]  I come up to the edge of a mountain.
[01:28:31.243 --> 01:28:32.144]  I come up to the mountain.
[01:28:33.803 --> 01:28:35.545]  And I cut it down with the edge of my hand.
[01:28:37.147 --> 01:28:37.467]  Wow.
[01:28:38.268 --> 01:28:38.969]  That's powerful.
[01:28:39.770 --> 01:28:46.478]  We got two segments left on this live Sunday show that wasn't supposed to exist, that wasn't supposed to be here.
[01:28:46.778 --> 01:28:48.200]  But God's got other plans.
[01:28:48.620 --> 01:28:49.261]  Stay with us.
[01:28:49.341 --> 01:28:49.902]  We'll be back.
[01:28:54.153 --> 01:28:58.115]  Inflation is here, and many experts believe hyperinflation could be coming.
[01:28:58.795 --> 01:29:01.937]  Especially if the globalists are successful in killing the dollar.
[01:29:02.397 --> 01:29:08.740]  Tens of millions of Americans that were not awake are now becoming awake and are beginning to store food.
[01:29:08.980 --> 01:29:10.741]  That's a good thing, but it's going.
[01:29:11.161 --> 01:29:17.784]  To drive up prices and we're already beginning to see record sales once again like we saw 10 months ago.
[01:29:17.804 --> 01:29:25.528]  So you can get your orders in now to lock in the lower prices and make sure you get the food before there's a possible run on food at preparewithalex.com
[01:29:26.588 --> 01:29:29.991]  We the people understand it's up to us to protect ourselves.
[01:29:30.031 --> 01:29:32.032]  It's up to us to become self-sufficient.
[01:29:32.233 --> 01:29:33.874]  It's up to us to be able to weather the storm.
[01:29:34.134 --> 01:29:41.940]  The globalists are waging siege against us, trying to destroy our businesses, trying to bankrupt our families, our towns, our churches.
[01:29:42.461 --> 01:29:46.804]  That's why, while we still can, we've got to get prepared and get ready.
[01:29:47.024 --> 01:29:52.949]  And the place to do it is preparewithalex.com before the prices go up on January 8th, 2021.
[01:29:54.390 --> 01:29:57.714]  Storable food prices are set to rise higher than ever.
[01:29:57.815 --> 01:30:00.898]  Food prices across the board are already exploding.
[01:30:01.259 --> 01:30:07.506]  Your money will never go further than it will right now in the coming days at preparewithalex.com.
[01:30:07.546 --> 01:30:11.932]  You can save up to $850 off high quality storable food supplies.
[01:30:12.552 --> 01:30:20.496]  So get your storable foods now while you still can because the great folks at MyPatriot are about to have to go up on their prices.
[01:30:20.917 --> 01:30:32.483]  Take advantage of a huge final mega sale before prices go up at preparewithalex.com and save up to $850 off the highest quality storable foods out there.
[01:30:33.163 --> 01:30:35.284]  Everybody else has gone up on their prices.
[01:30:35.745 --> 01:30:39.787]  Our great sponsor held off on doing it, but now it's about to have to happen.
[01:30:40.527 --> 01:30:49.823]  You've got until Friday, January 8th to get your orders in at preparewithalex.com and lock in the lowest prices out there on high quality, storable food.
[01:30:52.932 --> 01:30:59.395]  We are here at the dawn of the year 2021, and the entire planet is in massive flux.
[01:31:00.276 --> 01:31:01.437]  So many people are confused.
[01:31:01.477 --> 01:31:02.337]  They don't know what's going on.
[01:31:02.357 --> 01:31:03.398]  But I'll tell you who's not confused.
[01:31:03.838 --> 01:31:06.759]  It's InfoWars and our viewers and listeners and our guests.
[01:31:07.540 --> 01:31:12.142]  We've proven we have our finger on the pulse of what's happening on this planet.
[01:31:12.583 --> 01:31:15.184]  And now it's more vital than ever that InfoWars stay on air.
[01:31:15.484 --> 01:31:15.905]  We're good to go.
[01:31:34.364 --> 01:31:39.307]  To redouble your efforts in the fertile soil of InfoWars to expand the global awakening.
[01:31:39.607 --> 01:31:44.150]  And that starts by getting great products for you and your family that also fund the InfoWars at the same time.
[01:31:44.530 --> 01:31:46.591]  A truly symbiotic relationship.
[01:31:46.851 --> 01:31:48.432]  A non-zero-sum game.
[01:31:48.752 --> 01:31:51.054]  What I call a 360 win.
[01:31:51.494 --> 01:31:55.856]  We have four different products that have been sold out for months and months and months back in stock.
[01:31:56.296 --> 01:31:56.917]  Pollen Block.
[01:31:57.817 --> 01:31:58.338]  X2.
[01:31:59.198 --> 01:31:59.899]  Winter Sun.
[01:32:00.979 --> 01:32:08.061]  And our all-natural, fluoride-free, activated charcoal toothpaste has also come back into stock at M4AwareStore.com.
[01:32:08.522 --> 01:32:18.645]  All of these are amazing products, and they're all discounted 25% to 50% off right now, so you can reorder them if you've already tried them and enjoyed them, or if you haven't tried them.
[01:32:19.165 --> 01:32:26.808]  I know so many viewers and so many listeners have heard us talk about the products, they've heard listeners talk about the products, but you've not yet gone to M4AwareStore.com.
[01:32:27.188 --> 01:32:34.151]  Go there, get some X2, experience what it's like to get true, pure, natural iodine that is essential.
[01:32:34.871 --> 01:32:42.715]  Get the other high-quality products at InfoWareStore.com as well, and fund the InfoWare while making your own body more healthy in the new year.
[01:32:56.405 --> 01:33:00.491]  Leading a frontal assault on the lies of the New World Order.
[01:33:01.012 --> 01:33:02.314]  It's Alex Jones!
[01:33:40.006 --> 01:33:42.909]  The globalists call themselves a technocracy.
[01:33:44.331 --> 01:33:46.333]  They fancy themselves technocrats.
[01:33:46.974 --> 01:33:48.316]  They manipulate numbers.
[01:33:49.417 --> 01:33:52.761]  There are seven and a half billion people on this planet, probably more.
[01:33:54.243 --> 01:33:56.946]  Tens of millions come into the world every month.
[01:33:57.526 --> 01:33:58.528]  Tens of millions go out.
[01:34:00.182 --> 01:34:07.068]  But they know if they show you someone dying of cancer or of heart disease, that that's something scary to you.
[01:34:07.088 --> 01:34:07.848]  It should be scary.
[01:34:08.249 --> 01:34:10.430]  Death's not something we should want to embrace.
[01:34:10.450 --> 01:34:12.392]  It's something we face.
[01:34:14.474 --> 01:34:21.540]  But now the numbers are coming in that 42.7 million babies were killed, many of them after they were born.
[01:34:21.940 --> 01:34:24.522]  It's the number one cause of death on the planet.
[01:34:24.822 --> 01:34:29.126]  25 times even what they claim died with inflated numbers on COVID.
[01:34:31.345 --> 01:34:41.228]  So the system that's telling you, Bill Gates, that he wants to depopulate the earth, but now he wants you to take a vaccine because he cares so much about you and your family, that's all a lie.
[01:34:43.029 --> 01:34:54.873]  That's why I've seen numbers and statistics and polls of 56 to 81 percent, depending on the poll, of medical workers refusing to take the vaccine.
[01:34:55.513 --> 01:34:55.894]  And now,
[01:34:57.634 --> 01:35:11.443]  I had one of the crew members who has a family member that's a firefighter here in Texas, in El Paso, who was paid $800 to take the COVID vaccine.
[01:35:13.744 --> 01:35:16.326]  And I didn't just believe my crew member, who I knew was being honest.
[01:35:16.806 --> 01:35:20.509]  We search-engined it and found all over the country it's the same number.
[01:35:20.709 --> 01:35:21.469]  Who decides this?
[01:35:21.489 --> 01:35:21.990]  $800 to take it.
[01:35:25.029 --> 01:35:31.611]  The Feds are talking about, the Democrats are talking about $1,800 to get poor women to take it.
[01:35:33.192 --> 01:35:41.935]  And when you go in and you're a man or a woman, it's now being confirmed, we played this last Friday, that they have a special shot for men or for women.
[01:35:43.535 --> 01:35:47.196]  This is not a shot for COVID-19, boys and girls.
[01:35:49.717 --> 01:35:54.379]  Wolfgang Wudar, head EU scientist on the advisory board, very respected, been a guest on the show.
[01:35:56.368 --> 01:36:06.834]  And his compatriot, the former chief scientist at Pfizer, who quit not under a cloud a few years ago, just said, I'm not part of this.
[01:36:08.795 --> 01:36:09.915]  He signed his own disclosure.
[01:36:09.955 --> 01:36:11.376]  He's not saying what's going on.
[01:36:13.457 --> 01:36:16.899]  They filed a 30-something page report with thousands of pages of addendums.
[01:36:17.259 --> 01:36:20.941]  I spent days reading over 500 pages of it until my eyes were bleeding.
[01:36:25.580 --> 01:36:33.382]  And it says, this programs your cells to attack a basic protein that is in the uterus.
[01:36:34.862 --> 01:36:40.583]  Specifically, the exact same protein is in the formation of the placenta.
[01:36:42.104 --> 01:36:52.086]  For those that don't know, every 28 days in estrus, the ovaries, or a woman's testicles inside of her stomach,
[01:36:53.749 --> 01:36:55.870]  But this isn't like sperm is produced every day.
[01:36:55.930 --> 01:36:59.091]  This is from the time she's formed as a child in her mother.
[01:37:00.831 --> 01:37:03.992]  These eggs are created, and they have a double set of DNA.
[01:37:06.393 --> 01:37:08.854]  Truly, women are the species.
[01:37:09.514 --> 01:37:10.595]  Men are an expression of it.
[01:37:11.855 --> 01:37:17.117]  They have the mitochondrial DNA, and they have the regular DNA, and now they're even finding what they
[01:37:17.978 --> 01:37:20.920]  I've been trying to read the genetics to understand this, but it's incredible.
[01:37:21.441 --> 01:37:26.605]  Other sub-DNAs, like miniaturized DNAs, that are in women.
[01:37:26.945 --> 01:37:29.728]  So women are like jam-packed with all this genetic code.
[01:37:32.090 --> 01:37:32.570]  Men are not.
[01:37:33.531 --> 01:37:37.534]  Men are an expression of women, like a cactus having a flower on it.
[01:37:38.755 --> 01:37:40.176]  We're there to defend the species.
[01:37:41.017 --> 01:37:42.839]  We're given all the will of the species.
[01:37:42.879 --> 01:37:45.481]  We're given the mathematical and
[01:37:47.628 --> 01:37:53.513]  Computational powers to protect women while they create the next generation.
[01:37:54.173 --> 01:37:54.854]  This is a big deal.
[01:38:00.979 --> 01:38:08.105]  And when you look at this, it is a direct attack on the exact fast-growing protein.
[01:38:09.106 --> 01:38:10.427]  Oh, the virus is fast growing.
[01:38:11.206 --> 01:38:11.987]  COVID-19.
[01:38:12.747 --> 01:38:13.708]  Oh, the cold virus.
[01:38:13.808 --> 01:38:16.170]  We can't get a cure because it's in us.
[01:38:16.270 --> 01:38:17.311]  Our bodies release it.
[01:38:17.391 --> 01:38:18.372]  Our bodies intake it.
[01:38:18.733 --> 01:38:20.134]  It's a communication system.
[01:38:21.235 --> 01:38:23.217]  They just know when we're sick, we have these in us.
[01:38:24.117 --> 01:38:24.998]  But it's bigger than that.
[01:38:27.300 --> 01:38:29.622]  And while you're ingesting this, they tell you you're sick.
[01:38:31.163 --> 01:38:37.149]  But it turns out that the coronavirus protein is the exact protein
[01:38:39.622 --> 01:38:51.327]  That when the sperm and the egg meet, either in the fallopian tubes or in the uterus, and that magic happens, I'd be a million sperm around that egg, none of them can pierce it.
[01:38:51.987 --> 01:39:04.133]  But that one sperm makes it through into that egg and creates that zygote and that new creature with all your genetic background, all her genetic background now merging in this moment of incredible magic.
[01:39:05.014 --> 01:39:10.275]  We build this new human, this new receptor for God, this new magic.
[01:39:13.355 --> 01:39:21.097]  It then falls down into the nest of fertilizer that the woman has produced in her uterus.
[01:39:22.117 --> 01:39:33.319]  And then as soon as it touches down in that warm soup, a tentacle grows out from the mother, recognizing it to touch her child.
[01:39:34.298 --> 01:39:37.500]  And to take it into herself, and the connection happens.
[01:39:39.081 --> 01:39:45.326]  And it's one protein, out of trillions of combinations of proteins, and it's the same in every woman.
[01:39:45.346 --> 01:39:48.388]  She could be black, she could be brown, she could be white, she could be yellow.
[01:39:48.968 --> 01:39:55.733]  She has the same protein, and it just so happens COVID-19's the same protein, and now your body is gonna attack that protein.
