[00:00:27.609 --> 00:00:28.750]  It's Sunday Live.
[01:07:37.947 --> 01:07:39.788]  It's an inside job.
[01:07:39.828 --> 01:07:43.271]  By the well-connected...
[01:08:06.365 --> 01:08:09.768]  All right, when I say I admire Mike Lindell, I mean, I really do.
[01:08:10.789 --> 01:08:14.412]  And you learn when things get rough who the good guys are, who the bad guys are.
[01:08:14.532 --> 01:08:18.054]  And they're trying to indict Trump and his company in the next week or two.
[01:08:18.695 --> 01:08:19.896]  They are trying to go after his family.
[01:08:19.916 --> 01:08:20.696]  They're trying to go after us.
[01:08:20.716 --> 01:08:24.519]  They're going after Mike Lindell with all these fake lawsuits with these big giant companies.
[01:08:24.640 --> 01:08:25.780]  And it's just so corrupt.
[01:08:26.301 --> 01:08:28.823]  And they are going after everybody.
[01:08:28.863 --> 01:08:31.765]  But that's OK, because somebody's got to stand up in the briefs.
[01:08:31.785 --> 01:08:33.867]  So Mike, you got caught off by breaking in.
[01:08:33.907 --> 01:08:34.847]  MyPillow.com.
[01:08:34.887 --> 01:08:35.468]  Mike Lindell.
[01:08:35.988 --> 01:08:36.608]  We're good to go.
[01:08:59.881 --> 01:09:01.764]  So, you're giving Trump strength.
[01:09:02.244 --> 01:09:04.307]  I see him getting more bold, thanks to you and others.
[01:09:04.648 --> 01:09:07.051]  And that's where we need to go with this, because these people are a fraud.
[01:09:07.292 --> 01:09:08.513]  They don't want the country to even exist.
[01:09:08.574 --> 01:09:09.595]  Mike Lindell, please continue.
[01:09:14.847 --> 01:09:17.930]  When he introduced me, the crowd went crazy.
[01:09:17.970 --> 01:09:21.492]  When him and I talked, they were there.
[01:09:21.853 --> 01:09:25.155]  You wouldn't have them there if you had lost an election fair and square.
[01:09:25.536 --> 01:09:28.598]  They're there because they're supporting.
[01:09:29.139 --> 01:09:33.582]  It's not just me or you or just a few people out fighting.
[01:09:33.862 --> 01:09:36.064]  The whole country now doesn't believe this.
[01:09:37.185 --> 01:09:38.906]  You know, they know this was an attack.
[01:09:38.946 --> 01:09:42.687]  They know what's in office now, the damage they're doing to our country.
[01:09:42.707 --> 01:09:45.908]  I think he pointed that out real good at the rally.
[01:09:46.748 --> 01:09:51.890]  You know, great decisions got us to December of 2019 before the China virus.
[01:09:52.350 --> 01:09:56.771]  Now, every decision coming out of D.C., just take your little book out.
[01:09:56.791 --> 01:09:59.232]  I don't care if you're a Democrat or Republican.
[01:09:59.552 --> 01:10:02.513]  If you're just a person and you go, how does this help me?
[01:10:03.377 --> 01:10:04.058]  It doesn't.
[01:10:04.458 --> 01:10:07.181]  It doesn't help anybody's decision.
[01:10:07.441 --> 01:10:15.168]  You can go right down to 40-some executive orders and go, let's see, how can we, you know, if you, I'll tell you, it helps the CCP.
[01:10:15.529 --> 01:10:16.890]  It helps another country.
[01:10:17.603 --> 01:10:24.008]  And this is what's actually helping our cause here, because everybody, I'm giving everybody an out.
[01:10:24.068 --> 01:10:33.175]  When we do this cyber symposium, which will be seen, it needs to be seen, and the people that need to be there are all the politicians.
[01:10:34.116 --> 01:10:36.738]  And Mike, let me just back you up, then I'm going to shut up and give you the floor here.
[01:10:36.758 --> 01:10:37.439]  We're honored to have you.
[01:10:38.516 --> 01:10:41.339]  But, I mean, they're acting really scared on the news now.
[01:10:41.379 --> 01:10:42.620]  Like, don't, don't stop.
[01:10:42.700 --> 01:10:43.381]  Don't investigate.
[01:10:43.401 --> 01:10:44.042]  This is wrong.
[01:10:44.282 --> 01:10:45.283]  You're not supposed to do this.
[01:10:45.363 --> 01:10:46.184]  No, no, Arizona.
[01:10:46.464 --> 01:10:47.205]  Oh, no, Georgia.
[01:10:47.325 --> 01:10:48.907]  Oh, I mean, they are really acting scared.
[01:10:49.107 --> 01:10:50.408]  They've got all their talking heads out there.
[01:10:50.668 --> 01:10:52.791]  That shows me that you're on to something bigger.
[01:10:54.252 --> 01:10:55.133]  Oh, absolutely.
[01:10:55.173 --> 01:11:00.156]  You know, when they attack me, everybody knows from January 9th to the 15th.
[01:11:00.216 --> 01:11:04.658]  And then beyond that, I've been attacked every day, every single day.
[01:11:05.018 --> 01:11:07.380]  My box stores attacked people.
[01:11:07.460 --> 01:11:10.862]  I do business, but they went all the way back to my second grade teachers.
[01:11:10.922 --> 01:11:14.044]  I mean, they went over overseas to every everywhere else.
[01:11:14.104 --> 01:11:14.784]  I do business.
[01:11:15.144 --> 01:11:16.025]  They attacked them.
[01:11:16.125 --> 01:11:17.546]  So they dropped my pillow and
[01:11:21.488 --> 01:11:22.390]  I sued myself.
[01:11:22.510 --> 01:11:24.754]  I had Facebook, Twitter, everything come at me.
[01:11:25.194 --> 01:11:27.138]  Now, but then all of a sudden, everybody...
[01:11:27.614 --> 01:11:29.215]  It kind of, it's changed now.
[01:11:29.695 --> 01:11:37.839]  I can say any, I used to use the left, the left media to get my narrative out there, and they can attack me, but as long as they put it there.
[01:11:37.859 --> 01:11:41.660]  Mike still, Mike Lindell believes he's got the evidence for the election.
[01:11:42.020 --> 01:11:42.901]  No, I don't believe it.
[01:11:42.941 --> 01:11:49.083]  But because you're such a lovable guy, you did such a great job on the late night comic shows, it blew up in their face.
[01:11:49.404 --> 01:11:52.285]  You beat them, so now they won't, now you're kryptonite.
[01:11:53.530 --> 01:11:55.031]  Yeah, well now they won't talk.
[01:11:55.392 --> 01:11:56.072]  I talked to them.
[01:11:56.172 --> 01:11:58.514]  I did a half hour in D.C.
[01:11:58.594 --> 01:12:01.256]  this week, outside of the federal courtroom.
[01:12:01.657 --> 01:12:05.800]  I said I was the only one out there that would go right up to the media, I'm wide open talking to them.
[01:12:06.080 --> 01:12:08.282]  Talking to them all, answering their questions.
[01:12:09.053 --> 01:12:09.933]  Look it up.
[01:12:10.073 --> 01:12:11.834]  None of them said one thing about me.
[01:12:11.874 --> 01:12:13.595]  They bashed Sidney Powell and Rudy.
[01:12:13.615 --> 01:12:16.536]  But that shows how controlled they are, Mike.
[01:12:16.696 --> 01:12:18.076]  I've gone to press conferences too.
[01:12:18.096 --> 01:12:22.118]  I've been in front of a hundred cameras and none of them pick it up because it's all lockstep.
[01:12:22.378 --> 01:12:23.538]  You can be the event.
[01:12:23.598 --> 01:12:24.639]  You can be the hearing.
[01:12:25.019 --> 01:12:28.820]  They don't want to, as journalists, talk to the man the hearing's about.
[01:12:29.040 --> 01:12:30.601]  That shows they're not journalists, they're frauds.
[01:12:31.857 --> 01:12:32.418]  No, they are.
[01:12:32.438 --> 01:12:42.833]  They're all, you know, you either, what we've learned here, they're either terrible journalists or they're, or even if they do have some, I've said to them, the lady goes, this was a good one.
[01:12:42.853 --> 01:12:44.095]  ABC says to me,
[01:12:45.167 --> 01:12:52.793]  Mr. Lindale, if you're having this cyber symposium, why haven't you revealed your evidence that you have these packet captures?
[01:12:53.094 --> 01:12:54.755]  Why didn't you reveal them before now?
[01:12:54.775 --> 01:12:56.997]  I go, um, hello?
[01:12:57.177 --> 01:13:00.640]  I said, I've sent it to all of you outlets, pieces of it.
[01:13:01.100 --> 01:13:03.442]  Not one ever put the evidence up.
[01:13:03.502 --> 01:13:09.627]  And I said, I said, little lady, I said, I'll tell you what, even if you did, your boss would not let you do it.
[01:13:10.310 --> 01:13:12.832]  I mean, I mean, this is the way it is out there.
[01:13:13.372 --> 01:13:15.894]  And so I said, so now I got to bring it to the people.
[01:13:16.274 --> 01:13:19.756]  I got to bring it instead of trying to get the evidence out in pieces.
[01:13:20.277 --> 01:13:21.477]  Everybody knows I have it.
[01:13:21.497 --> 01:13:25.880]  We're going to have this symposium and everyone now everybody can get involved.
[01:13:26.140 --> 01:13:28.122]  We're going to have we're going to have numbers.
[01:13:28.738 --> 01:13:29.258]  I think so.
[01:13:48.363 --> 01:13:52.484]  We'll say, okay, you might not have known this back then because it came out January 9th.
[01:13:52.824 --> 01:13:57.225]  So, you know, but he just came out yesterday and said some, some crazy statement.
[01:13:57.565 --> 01:14:01.626]  He could have said, I wasn't, I didn't have that evidence on January 9th.
[01:14:01.746 --> 01:14:04.887]  I, I made my statement that there wasn't enough before that.
[01:14:05.427 --> 01:14:08.428]  Or all these legislatures that said there was nothing.
[01:14:08.488 --> 01:14:11.949]  Chris Krebs had said that it was the most secure election ever.
[01:14:12.209 --> 01:14:13.289]  Well, you get, you know what?
[01:14:13.669 --> 01:14:16.990]  Him and Alan, Adam Schiff said a couple months ago said,
[01:14:17.330 --> 01:14:23.919]  The biggest threat to our country is a cyber attack by China right down to the local races.
[01:14:24.220 --> 01:14:26.222]  So even they can say, you know what?
[01:14:27.043 --> 01:14:28.245]  We didn't know about this.
[01:14:28.405 --> 01:14:29.687]  And you know, now we have it.
[01:14:30.771 --> 01:14:33.932]  I really want to state this, too, what a packet capture is.
[01:14:34.412 --> 01:14:43.075]  I talked to a gal yesterday that she was part of the Wisconsin investigation outside of Milwaukee, right after the election.
[01:14:43.095 --> 01:14:48.476]  And they gave them the packet captures, the ballot images and the ballots.
[01:14:48.996 --> 01:14:51.617]  And they got them all and they said, look at all this.
[01:14:51.937 --> 01:14:53.477]  Well, then they said they shut it down.
[01:14:53.798 --> 01:14:55.418]  They sent her to Georgia.
[01:14:55.438 --> 01:14:56.718]  She had the same problem there.
[01:14:56.858 --> 01:14:58.019]  All this cover-up.
[01:14:59.380 --> 01:15:00.581]  But here's what I said to her.
[01:15:00.601 --> 01:15:04.944]  I said, you had the ballot images and the packet captures.
[01:15:05.024 --> 01:15:05.845]  And she said, yeah.
[01:15:06.225 --> 01:15:10.108]  And I said, and she goes, then I told her about having all these packet captures.
[01:15:10.128 --> 01:15:12.190]  She said, that was one of the arguments.
[01:15:12.670 --> 01:15:25.660]  If you only had packet captures for, let's say, half of Wisconsin, and you showed all these flips from Trump to Biden, well, now if I'm a lawyer, I'm going to say, well, you don't have the other packet captures for the election.
[01:15:25.960 --> 01:15:28.162]  So how do we know they didn't go Biden to Trump?
[01:15:28.843 --> 01:15:30.205]  Guess what everybody?
[01:15:30.505 --> 01:15:34.109]  We have every single packet capture for the whole election.
[01:15:34.389 --> 01:15:35.811]  For the whole United States.
[01:15:35.831 --> 01:15:38.213]  Let me ask you the $64 trillion question.
[01:15:38.373 --> 01:15:38.974]  All 50 states.
[01:15:39.475 --> 01:15:41.337]  Let me ask you the $64 trillion question.
[01:15:42.378 --> 01:15:43.980]  Are you able to say how you got this?
[01:15:45.749 --> 01:15:52.054]  Um, yes, these were these were I got introduced to a person because they couldn't get this out there.
[01:15:52.074 --> 01:15:52.954]  These guys tried.
[01:15:53.254 --> 01:15:59.359]  These were three heroes that captured it, captured these packet captures from the election.
[01:15:59.899 --> 01:16:00.880]  And you realize this is 37
[01:16:02.401 --> 01:16:04.223]  Let me just stop you because over a month ago,
[01:16:20.963 --> 01:16:23.366]  I met with one of the top talk shows in the country.
[01:16:23.406 --> 01:16:25.588]  I'm not going to say, Limbaugh's dead, so it's not Limbaugh.
[01:16:26.049 --> 01:16:28.472]  So people can probably imagine who is the top talk show host.
[01:16:28.652 --> 01:16:31.676]  They can debate that all day, but there's a few guys that are as big as it gets.
[01:16:32.116 --> 01:16:36.301]  You know, I guess I'm in that top five or whatever, but arguably the biggest talk show host in the country.
[01:16:36.702 --> 01:16:40.086]  Met with a major cybersecurity expert, a household name when it comes to that.
[01:16:40.926 --> 01:16:48.311]  And the guy said, Lindell is right, Trump is right, we monitored it in live time, out of China, they stole the whole deal.
[01:16:48.632 --> 01:17:04.222]  So maybe I know one of the same people, but this person was asking me how to present this, and I said, I'm not an expert like this, and he can't get the guy to come on air because he's so scared, but this is a very prominent person, met with one of the top experts in the country, and they said, no, we monitored it that night in live time.
[01:17:04.543 --> 01:17:06.144]  We'll come right back in the final segment.
[01:17:07.059 --> 01:17:08.640]  With Mike Lindell of MyPillow.com.
[01:17:09.120 --> 01:17:10.921]  Hey, we should all grow up to be like Mike Lindell.
[01:17:11.041 --> 01:17:11.441]  Courage.
[01:17:11.501 --> 01:17:12.162]  Perseverance.
[01:17:12.522 --> 01:17:14.463]  Not backing down against attacks.
[01:17:14.903 --> 01:17:15.964]  A true American hero.
[01:17:16.324 --> 01:17:16.904]  We'll be right back.
[01:17:16.924 --> 01:17:21.106]  Stay with us.
[01:17:23.007 --> 01:17:27.550]  So don't take it lying down.
[01:17:28.930 --> 01:17:32.112]  And Mike Lindell is not taking it lying down.
[01:17:35.523 --> 01:17:38.326]  And the left points at him and says, look at him under attack.
[01:17:38.666 --> 01:17:39.467]  He's a loser.
[01:17:40.127 --> 01:17:40.348]  No.
[01:17:40.948 --> 01:17:42.249]  Winners are under attack.
[01:17:42.750 --> 01:17:43.991]  Freedom's under attack.
[01:17:44.291 --> 01:17:45.933]  And our forebearers stood up for freedom.
[01:17:46.213 --> 01:17:49.276]  We live on their shoulders from their work they did.
[01:17:49.316 --> 01:17:50.697]  And that gas tank's running low.
[01:17:51.258 --> 01:17:57.123]  So to see the sea of people lay down to evil and to see Mike Lindell and President Trump fighting back.
[01:17:58.044 --> 01:17:58.785]  We're fighting back.
[01:17:59.485 --> 01:18:01.306]  It is very, very exciting.
[01:18:01.346 --> 01:18:02.927]  You know Trump's more awake now than ever.
[01:18:03.507 --> 01:18:04.548]  We get him back in there.
[01:18:04.568 --> 01:18:05.808]  We get him to lead the Republican Party.
[01:18:06.249 --> 01:18:07.209]  Regardless, we win.
[01:18:07.229 --> 01:18:12.012]  So Mike Lindell, separately, people need to support what you're doing.
[01:18:12.032 --> 01:18:12.992]  Your products are great.
[01:18:13.332 --> 01:18:13.853]  They're amazing.
[01:18:13.893 --> 01:18:15.834]  I know you told me this a few weeks ago when you were on.
[01:18:16.960 --> 01:18:24.581]  And we were so busy I didn't get to it, but if people go to MyPillow.com, you have amazing sheets, towels, not just pillows.
[01:18:25.502 --> 01:18:27.262]  You've got your amazing towel pack.
[01:18:27.402 --> 01:18:32.283]  It's, what, $109 for $39.95 with promo code ALEX.
[01:18:32.663 --> 01:18:33.843]  You're barely bringing any money there.
[01:18:33.863 --> 01:18:36.424]  People should purchase it there to fund what you're doing.
[01:18:36.444 --> 01:18:40.445]  They should, hell, buy it at $109, but $39.95, that's a huge discount by you, and I'm told
[01:18:43.263 --> 01:18:47.609]  All other products up to 66% off with promo code Alex.
[01:18:48.230 --> 01:18:51.555]  So promo code A-L-E-X at MyPillow.com.
[01:18:52.036 --> 01:18:58.745]  And I'm just super excited to tell my listeners to go support you and get great products because if they don't fund this war effort,
[01:18:59.286 --> 01:19:05.028]  If they don't back us up and pray for us and spread the word and support us financially, the Globalists are going to win.
[01:19:05.108 --> 01:19:08.869]  So, again, people have got to put fuel in your tank.
[01:19:08.909 --> 01:19:11.510]  You are taking the Globalists on toe-to-toe.
[01:19:11.850 --> 01:19:14.310]  And if we don't energize you, well, then we deserve to lose.
[01:19:14.630 --> 01:19:17.071]  So tell folks about these amazing towels.
[01:19:17.091 --> 01:19:20.512]  I know you didn't want to do this today, but two weeks ago you sent this to me.
[01:19:20.792 --> 01:19:23.013]  Tell us about the towels, the sheets, all the products.
[01:19:24.212 --> 01:19:26.513]  Well, the towels are the best towels in history.
[01:19:26.553 --> 01:19:27.594]  They actually dry you.
[01:19:27.634 --> 01:19:30.536]  They don't they don't feel like the one that's towards like all lotion.
[01:19:30.556 --> 01:19:31.076]  They work.
[01:19:31.476 --> 01:19:33.237]  These are the towels you've seen on TV.
[01:19:33.257 --> 01:19:34.318]  The best towels ever.
[01:19:34.678 --> 01:19:36.179]  But they with our southern U.S.
[01:19:36.239 --> 01:19:36.939]  cotton, too.
[01:19:37.600 --> 01:19:41.362]  And they're normally one hundred ninety nine or one hundred nine ninety nine.
[01:19:41.382 --> 01:19:44.043]  I am doing this for this show coming on.
[01:19:44.103 --> 01:19:48.686]  So it's only this one's only going to be like a 24 hour special for thirty nine ninety
[01:19:50.647 --> 01:19:53.948]  And then all the other products are sheets are on sale right now.
[01:19:53.988 --> 01:19:58.630]  The Mike gives us sheets, but you have one hundred and ten products.
[01:19:58.670 --> 01:20:03.833]  That's one thing we've been able to, you know, diversify with all the other products during this attack.
[01:20:03.873 --> 01:20:06.754]  And I want to thank each and every person out there.
[01:20:07.114 --> 01:20:14.297]  We've lost all our box stores except for maybe two and all our all the shopping channels that UBC is there.
[01:20:14.697 --> 01:20:16.298]  They just send all them
[01:20:20.180 --> 01:20:24.108]  Cancel culture, but my employees, I have 2500 employees.
[01:20:24.148 --> 01:20:28.316]  They think each and every one of you and that is how I've been able to stay supportive.
[01:20:28.376 --> 01:20:30.220]  I haven't reached out for anybody's help.
[01:20:30.681 --> 01:20:30.981]  I've been.
[01:20:32.051 --> 01:20:39.713]  Bob, my employees have stocks, so I have a little over 50% of my bill, but I'm using my money to fight this election.
[01:20:50.556 --> 01:20:54.860]  We're like, they've taken our banks away, our suppliers, the harassment.
[01:20:54.921 --> 01:20:58.204]  Going back to talk to my junior high teacher, same thing.
[01:20:58.544 --> 01:20:59.585]  And it's okay.
[01:20:59.745 --> 01:21:00.766]  I just don't want to lose.
[01:21:01.026 --> 01:21:02.288]  I don't mind being attacked.
[01:21:02.688 --> 01:21:03.689]  I just don't want to lose.
[01:21:04.650 --> 01:21:09.455]  It's literally listeners buying products at InfowarsTour.com or buying products at MyBill.com.
[01:21:09.775 --> 01:21:11.658]  That people understand we need that money.
[01:21:11.958 --> 01:21:13.581]  We are maxed out and it's a war.
[01:21:13.601 --> 01:21:15.083]  Plus, these are great products.
[01:21:15.103 --> 01:21:17.127]  So what a huge deal you're offering.
[01:21:17.147 --> 01:21:18.168]  People should not wait.
[01:21:18.449 --> 01:21:19.390]  They should take advantage of it.
[01:21:19.430 --> 01:21:21.574]  Tell people more about some of these products.
[01:21:22.932 --> 01:21:28.875]  Yeah, you've got the gaze of dream sheets and you've got there are two for one low price with free shipping.
[01:21:29.235 --> 01:21:32.057]  We've got we've got our pillow, the premium pillow.
[01:21:32.097 --> 01:21:33.258]  I put that on sale, too.
[01:21:33.598 --> 01:21:35.599]  I passed all the savings right on to you.
[01:21:35.659 --> 01:21:38.260]  So I think they're normally sixty nine ninety nine.
[01:21:38.280 --> 01:21:40.581]  The queen size for twenty nine ninety nine.
[01:21:40.942 --> 01:21:43.023]  All of these are the lowest prices that do that.
[01:21:43.123 --> 01:21:43.903]  That's all.
[01:21:44.383 --> 01:21:46.805]  And the pillow, the lowest price I've ever had in history.
[01:21:46.925 --> 01:21:47.205]  And they.
[01:21:47.325 --> 01:21:47.905]  Oh, my God.
[01:21:47.945 --> 01:21:50.767]  We've got sheets are like crappy ones or two hundred dollars.
[01:21:51.923 --> 01:21:52.183]  Yeah.
[01:21:52.603 --> 01:21:55.325]  And we've got we've got also we've got bathrobes.
[01:21:55.345 --> 01:21:59.668]  We've got these slippers that that I took over a year to invent these slippers.
[01:21:59.708 --> 01:22:04.190]  They're made with one of the piece them as impact shell, which made from U.S.
[01:22:04.230 --> 01:22:04.690]  soybean.
[01:22:05.011 --> 01:22:06.652]  These are the most you walk around all day.
[01:22:06.672 --> 01:22:07.312]  You feel like you're just
[01:22:07.672 --> 01:22:12.557]  Well, what I love is you're not bowing down, you're overcoming them.
[01:22:12.957 --> 01:22:15.840]  And you're reaching out to folks saying, I'll fight for your election.
[01:22:15.980 --> 01:22:18.342]  I won't back down, but I need your support.
[01:22:18.502 --> 01:22:20.985]  MyPillow.com, promo code Alex.
[01:22:21.365 --> 01:22:22.166]  Biggest sales ever.
[01:22:22.686 --> 01:22:23.787]  I know about your promo codes.
[01:22:24.008 --> 01:22:25.769]  These are your biggest promo code ever.
[01:22:25.789 --> 01:22:27.191]  So I'm very honored you're doing this, Mike.
[01:22:28.530 --> 01:22:29.091]  Well, thank you.
[01:22:29.111 --> 01:22:29.971]  And one more thing.
[01:22:29.991 --> 01:22:30.412]  We did it.
[01:22:30.752 --> 01:22:34.856]  I just put out my commercial, the infomercial that was just out three weeks ago.
[01:22:35.397 --> 01:22:35.917]  Brand new.
[01:22:35.997 --> 01:22:40.141]  The best bet you will ever buy a combination of oil and springs.
[01:22:40.161 --> 01:22:41.943]  That took me two years to develop.
[01:22:42.243 --> 01:22:46.247]  When I develop things, I go problem solution, solve the problem and come out.
[01:22:46.307 --> 01:22:49.029]  It's like reverse engineer what a product should be.
[01:22:49.090 --> 01:22:52.533]  So and that's kind of what we're doing here with this election, everybody.
[01:22:53.013 --> 01:22:56.676]  It's a big marketing thing right now to get this fall down.
[01:22:57.076 --> 01:22:59.938]  I've had a royal flush since January 9th.
[01:23:00.118 --> 01:23:01.459]  A royal flush of evidence.
[01:23:01.859 --> 01:23:05.282]  I have every packet capture for the whole election.
[01:23:05.602 --> 01:23:07.984]  And you asked me before, Alex, can you say where you got it?
[01:23:08.324 --> 01:23:12.327]  It doesn't matter where I got it, but yeah, when this gets to the Supreme Court, it'll all be revealed.
[01:23:12.687 --> 01:23:16.109]  But with a packet capture, it doesn't matter where you got it.
[01:23:16.210 --> 01:23:22.234]  I know they're legitimately scared, and I talked to one of the top talk shows in the country who met with people at MIT, and they said it's real.
[01:23:22.654 --> 01:23:24.415]  Yeah, it is real.
[01:23:24.835 --> 01:23:38.984]  So you guys, the whole win here is just to get this, everybody to the Cyber Symposium, all the politicians and the fact checkers and all these people there, Democrats, Republicans alike, get them all there.
[01:23:39.304 --> 01:23:49.990]  And I want to tell you this too, we even have it further on, I want to tell, what we're going to do at this symposium, I didn't get to say this before, I'm going to tell it now, we're going to have another room, I'm going to be emceeing that room.
[01:23:50.530 --> 01:23:53.834]  In that room, we're going to do a continual mock election.
[01:23:55.075 --> 01:23:56.536]  By the way, we have every kind of machine.
[01:23:56.576 --> 01:23:59.199]  We have Dominion, Smartmatic, ES, and S-Hart.
[01:23:59.499 --> 01:24:03.944]  We're going to line them up like cordwood, and all these senators can come through in a mock election.
[01:24:04.244 --> 01:24:12.192]  They all get to vote, and then we're going to have an attorney general go, okay, write down how many votes you would like to flip, give it to the hacker,
[01:24:12.632 --> 01:24:16.476]  He hacks in and flips it, comes out the other end, you're going to go, what?
[01:24:16.816 --> 01:24:18.979]  This is, you know, but here's the key.
[01:24:19.039 --> 01:24:20.160]  This is really important.
[01:24:20.660 --> 01:24:34.694]  Now, not even in that area, we're going to have the guys out capturing these packets like they did during the election or like you can capture in any internet or information that's going back and forth.
[01:24:34.954 --> 01:24:36.136]  They're going to capture that
[01:24:36.676 --> 01:24:37.517]  We're good to go.
[01:24:59.415 --> 01:25:02.276]  It's just like a picture that you would take in 1975.
[01:25:02.357 --> 01:25:07.319]  Let's say you and I, Alex, were out in front of Mount Rushmore and we took a picture.
[01:25:07.679 --> 01:25:09.640]  Pictures back then you couldn't alter.
[01:25:10.080 --> 01:25:11.021]  You could not alter them.
[01:25:11.381 --> 01:25:15.783]  Well, with DNA blood, you can't alter that either, but you could.
[01:25:16.043 --> 01:25:19.105]  Maybe you could add to it or you could make it, you know,
[01:25:20.365 --> 01:25:23.448]  You could maybe add to it or paint it or whatever.
[01:25:23.788 --> 01:25:27.591]  But over here, with a packet capture, you can't change it.
[01:25:27.691 --> 01:25:28.692]  It is what it is.
[01:25:28.792 --> 01:25:31.334]  It's forever captured, as long as you captured it.
[01:25:31.654 --> 01:25:32.595]  You can't change it.
[01:25:32.635 --> 01:25:33.456]  You can't alter it.
[01:25:33.916 --> 01:25:37.539]  I have talked to now probably 50 forensic experts.
[01:25:37.899 --> 01:25:42.323]  If I meet one that knows anything about it, I say, if you have a packet capture, what would you have?
[01:25:42.803 --> 01:25:44.024]  And they say, you have everything.
[01:25:44.404 --> 01:25:47.567]  And I've asked, they said, what if you had every packet capture of the whole election?
[01:25:48.047 --> 01:25:49.869]  They'd say, it's 100%.
[01:25:50.669 --> 01:25:52.591]  It's non-subjective.
[01:25:52.611 --> 01:25:58.476]  So like I said, the system is scared and it's coming out that they destroyed the computers, destroyed the evidence.
[01:25:59.156 --> 01:26:00.458]  Georgia's having to admit fraud.
[01:26:01.358 --> 01:26:11.707]  They're now trying to say, look at this, national strategy for countering domestic terrorism, put out a week ago by Biden, and actually says right here, questioning elections.
[01:26:11.727 --> 01:26:12.648]  Look at this for TV viewers.
[01:26:12.668 --> 01:26:13.749]  I want to close with this.
[01:26:14.469 --> 01:26:20.156]  Questioning narratives of fraud in the recent general election is an act of terrorism.
[01:26:20.457 --> 01:26:21.398]  Well, that's illegal!
[01:26:21.638 --> 01:26:23.200]  Whether we're right or wrong, we are right.
[01:26:23.300 --> 01:26:25.744]  This tells us they're scared, they're the bad guys.
[01:26:27.096 --> 01:26:27.616]  That's right.
[01:26:27.717 --> 01:26:29.578]  I want to say one more thing to everybody.
[01:26:29.938 --> 01:26:33.201]  We've got an alternate system to get rid of these machines.
[01:26:33.802 --> 01:26:38.506]  If I'll say if the worst thing that would ever happen that this wouldn't get pulled down.
[01:26:38.826 --> 01:26:46.933]  The one thing there will not be one machine left in the United States or in the world that we have an alternate system that's 100 percent accurate.
[01:26:47.253 --> 01:26:49.896]  And you can there's no hacking and you can even see
[01:26:50.216 --> 01:26:52.018]  Mike, you've got to join us again this week.
[01:26:52.058 --> 01:26:52.658]  We love you.
[01:26:53.018 --> 01:26:55.040]  MyPillow.com, promo code Alex.
[01:26:55.380 --> 01:27:04.208]  Biggest sales ever had, 66% off on all their stuff up to that, and a massive discount from $109 to $39 on their towels.
[01:27:04.588 --> 01:27:07.050]  That helps fund Lindell, plus it's basically a cost.
[01:27:07.390 --> 01:27:10.973]  Take action at MyPillow.com with promo code Alex.
[01:27:11.354 --> 01:27:12.334]  Mike, you're on fire.
[01:27:12.394 --> 01:27:14.316]  We love you, brother, and keep it up.
[01:27:14.356 --> 01:27:15.257]  You're a true Americana.
[01:27:15.277 --> 01:27:16.358]  We look forward to speaking to you soon.
[01:27:17.947 --> 01:27:18.207]  Thanks.
[01:27:18.267 --> 01:27:19.008]  God bless you all.
[01:27:19.048 --> 01:27:19.429]  Thank you.
[01:27:19.789 --> 01:27:20.150]  Thank you.
[01:27:20.270 --> 01:27:21.532]  Alright, Owen Schroer is coming up.
[01:27:21.552 --> 01:27:25.096]  Did you hear they took down the Teddy Roosevelt statue yesterday?
[01:27:25.116 --> 01:27:27.700]  We have video of it coming up and Owen Schroer takes over.
[01:27:34.400 --> 01:27:37.062]  Folks, I have something ridiculous to tell you.
[01:27:37.662 --> 01:27:39.584]  But first, let me give you the good news.
[01:27:40.304 --> 01:27:44.487]  TurboForce is back in stock at InfoWarsStore.com.
[01:27:44.547 --> 01:27:52.232]  Now, I've been taking your phone calls, I've been taking your emails, we've seen you put comments on our videos at BandOutVideo.
[01:27:52.292 --> 01:27:53.313]  When's TurboForce back?
[01:27:53.353 --> 01:27:54.274]  When's TurboForce back?
[01:27:54.314 --> 01:27:55.575]  I'm missing my TurboForce!
[01:27:56.115 --> 01:27:58.956]  It's been out of stock because of the supply chain shortages.
[01:27:58.996 --> 01:28:00.177]  We've had trouble getting it.
[01:28:00.257 --> 01:28:01.578]  It's been out of stock for months.
[01:28:01.938 --> 01:28:05.099]  But now the good news, it's back in stock.
[01:28:05.119 --> 01:28:08.641]  So finally, I'm suggesting to you, get stocked up on this.
[01:28:08.881 --> 01:28:12.183]  It's harder to get Turbo Force with the supply shortages.
[01:28:12.503 --> 01:28:14.165]  This is one of our most popular products.
[01:28:14.285 --> 01:28:15.988]  It's 10 hours of clean energy.
[01:28:16.288 --> 01:28:17.289]  Truck drivers love it.
[01:28:17.810 --> 01:28:19.072]  Workout enthusiasts love it.
[01:28:19.352 --> 01:28:20.173]  My crew loves it.
[01:28:20.193 --> 01:28:21.115]  The InfoWars crew loves it.
[01:28:21.195 --> 01:28:22.296]  It works all the time.
[01:28:22.677 --> 01:28:25.280]  TurboForce, back in stock at InfoWarsStore.com.
[01:28:25.320 --> 01:28:27.003]  But here's the ridiculous part.
