[00:00:00.000 --> 00:00:01.000]  [clicking]
[01:08:30.237 --> 01:08:39.666]  And so expanding on that, I'm going to host the first 15 minutes of Sunday Live, and then Christy Lee is going to do a great job and come in and take over.
[01:08:40.246 --> 01:08:46.512]  But right now, let's go ahead and get into some of these clips as we're being held hostage here.
[01:08:46.612 --> 01:08:49.995]  Oh, you can't grocery shop unless you've taken the shot that doesn't protect you.
[01:08:50.015 --> 01:08:50.756]  That was experimental.
[01:08:50.976 --> 01:08:52.337]  Total violation of the Nuremberg Code.
[01:08:52.557 --> 01:08:53.637]  That's what the Nazis did.
[01:08:53.897 --> 01:08:54.717]  Bad stuff like that.
[01:08:55.518 --> 01:08:57.779]  The Undersecretary, the U.S.
[01:08:58.119 --> 01:09:05.401]  Treasury Deputy Secretary, warns unvaxxed Americans that shortages will continue until everyone is jabbed.
[01:09:06.922 --> 01:09:16.986]  So they've got all the red tape and all the bureaucrats and all these systems set up, and around the world there's a collapse in the raw materials, because the third world's still under lockdown in most areas.
[01:09:18.166 --> 01:09:25.250]  And there's not even people to unload the ships because a bunch of them have walked off and quit because they saw other people take the injections and get sick or die.
[01:09:25.270 --> 01:09:27.691]  And then they're just like, okay, doesn't matter.
[01:09:27.752 --> 01:09:29.773]  But the globalists can fly in what they need.
[01:09:30.133 --> 01:09:31.113]  They have a name for this.
[01:09:31.173 --> 01:09:32.194]  It's called siege.
[01:09:33.575 --> 01:09:35.976]  Can you guys pull up the definition of siege?
[01:09:37.617 --> 01:09:38.558]  It's total warfare.
[01:09:38.578 --> 01:09:40.419]  It's the oldest form of organized warfare.
[01:09:40.439 --> 01:09:44.001]  And it's where you encircle somebody's castle and you starve them to death.
[01:09:45.642 --> 01:09:53.009]  And America is under a globalist, UN, corporate blockade to bankrupt everybody because they have unlimited fake currency.
[01:09:53.530 --> 01:09:57.414]  They're printing stuff that would make the Zimbabwe blush or Weimar Germany blush.
[01:10:00.492 --> 01:10:05.516]  I mean, they have printed, I saw the numbers this Friday, and I meant to print them off and have them here, but it blew me away.
[01:10:05.556 --> 01:10:07.798]  I mean, I knew they were printing like there was no tomorrow.
[01:10:08.659 --> 01:10:16.466]  But in the last three years, and Trump was guilty of this as well, he let this happen, but it's gotten doubly bad under Biden.
[01:10:17.106 --> 01:10:23.632]  So just since Biden got in, in less than a year, you can pull up the numbers, they have increased the money supply 47%.
[01:10:27.486 --> 01:10:32.593]  So 47% of the digital money and paper money ever printed by the U.S.
[01:10:32.633 --> 01:10:35.717]  government ever has just been in less than a year.
[01:10:36.679 --> 01:10:40.124]  But then it's over 50% if you go back two years with Trump.
[01:10:41.820 --> 01:10:47.965]  So, I mean, just type in for folks, as I'm getting to this right now, type in Federal Reserve Quantitative Easing Graph.
[01:10:48.746 --> 01:10:50.567]  Quantitative Easing 10-Year Graph.
[01:10:50.727 --> 01:10:51.488]  It only shows part of it.
[01:10:51.728 --> 01:11:03.898]  And you see it going along, you know, under Obama it's bad, and then it starts getting really bad, and under Trump it goes way up, and then with Biden it just goes... where they're printing a trillion a month extra.
[01:11:05.148 --> 01:11:07.809]  So it's just going parabolic, straight up.
[01:11:07.829 --> 01:11:09.669]  I've got a bunch of articles on that, actually.
[01:11:10.169 --> 01:11:10.950]  I say, where's my articles?
[01:11:10.970 --> 01:11:11.590]  I've got them right here.
[01:11:12.270 --> 01:11:13.830]  So that's what they're doing.
[01:11:13.850 --> 01:11:15.051]  They're holding you hostage.
[01:11:15.071 --> 01:11:16.391]  There it is.
[01:11:16.411 --> 01:11:16.791]  40% of U.S.
[01:11:16.851 --> 01:11:19.512]  dollars in existence were printed in the last 12 months.
[01:11:19.632 --> 01:11:20.672]  It's actually higher than that.
[01:11:21.012 --> 01:11:22.953]  Is America repeating the same mistake of 1921?
[01:11:23.213 --> 01:11:24.953]  Weimar or Germany?
[01:11:25.013 --> 01:11:25.313]  I don't know.
[01:11:25.333 --> 01:11:27.194]  Do bears go to the bathroom in the woods?
[01:11:27.214 --> 01:11:27.854]  Yeah, print me that.
[01:11:29.355 --> 01:11:31.817]  Again, that's numbers from a few months ago.
[01:11:31.877 --> 01:11:32.578]  It's worse now.
[01:11:32.738 --> 01:11:33.518]  It's almost 50%.
[01:11:34.059 --> 01:11:35.560]  And that's the thing.
[01:11:35.860 --> 01:11:38.542]  Now they're talking about printing a trillion a week.
[01:11:39.063 --> 01:11:40.224]  And then you know where that goes.
[01:11:40.463 --> 01:11:47.262]  a trillion a day.
[01:11:47.262 --> 01:11:51.463]   And all these Hollywood scum and all the John Olivers think selling out their own species
[01:11:51.463 --> 01:11:56.463]   is going to get them ahead when they all live in high-rise coffin apartments overlooking
[01:11:56.463 --> 01:11:58.064]  all the other slaves.
[01:11:58.103 --> 01:12:03.867]  I mean, this is a... Let me tell you, John Oliver doesn't have tickets to Peter Thiel's bunker in New Zealand.
[01:12:05.768 --> 01:12:06.788]  And that's a private bunker.
[01:12:07.789 --> 01:12:10.751]  That's why they outed it and showed it, because he's not playing ball with them.
[01:12:12.592 --> 01:12:15.294]  Ladies and gentlemen, think about all of this.
[01:12:16.345 --> 01:12:17.646]  Think about where we are.
[01:12:17.706 --> 01:12:18.907]  Think about what's going on.
[01:12:18.927 --> 01:12:20.768]  I mean, you're living in history.
[01:12:21.008 --> 01:12:24.390]  And people again go to me and they go, Jones, how are you taking all the attacks everywhere?
[01:12:24.410 --> 01:12:25.831]  We don't even scratch the surface of the attacks.
[01:12:25.851 --> 01:12:27.331]  I don't respond to 99% of them.
[01:12:27.512 --> 01:12:32.695]  So whatever you see me respond to, there's again, literally hundreds of other attacks, major ones.
[01:12:34.756 --> 01:12:37.137]  Because they're freaking killing everybody.
[01:12:37.217 --> 01:12:39.058]  I mean, there's world government here.
[01:12:40.099 --> 01:12:50.332]   They're announcing on TV, take your shots and we'll let you have Supplies again for your small business, your construction company, whatever it is.
[01:12:50.453 --> 01:12:53.055]  I mean, you're being held hostage.
[01:12:53.135 --> 01:12:57.238]  You read about tyranny and tyrants and crazy groups and why they try to take over.
[01:12:57.298 --> 01:12:59.480]  They can't help it and they think you're weak.
[01:12:59.700 --> 01:13:01.642]  And so they're made a big move on you.
[01:13:01.922 --> 01:13:04.745]  And it's a new type of war through corporations and the medical system.
[01:13:04.985 --> 01:13:06.566]  And it's not like I'm just now telling you this.
[01:13:06.766 --> 01:13:08.728]  I made a film 15 years ago predicting it.
[01:13:08.968 --> 01:13:09.669]  And then I talk.
[01:13:10.229 --> 01:13:29.354]  There's videos where I predict, word for word, how they'll use a virus, how they're going to lock you down, how they're going to have six feet of separation, how they're going to make you wear masks to make you feel like you're dirty and bad, because they wrote a frickin' war game blueprint on it called Operation Lockstep from the Rockefeller Foundation.
[01:13:29.594 --> 01:13:40.555]   And I told you in long two-hour shows 11 years ago, That they would implement that operation by the year 2020.
[01:13:43.877 --> 01:13:45.237]  And how'd I do that again?
[01:13:45.318 --> 01:13:48.319]  Boy, Alex Jones is the frickin' smartest guy in the world.
[01:13:48.379 --> 01:13:49.000]  No, I'm not!
[01:13:49.380 --> 01:13:55.940]   They wrote it that they had to implement it by 2020 and they freaking did it.
[01:13:55.940 --> 01:14:02.260]  I mean, do you understand?
[01:14:02.485 --> 01:14:03.506]  Do you understand?
[01:14:03.526 --> 01:14:06.849]  But see, they can't move directly against us because they've got to have you play into it.
[01:14:07.129 --> 01:14:12.053]  That's their power, psychological war, and getting you to buy into the lie, getting you to buy into the fraud.
[01:14:13.714 --> 01:14:16.697]  Klaus Schwab is the head of the Bilderberg Group.
[01:14:17.725 --> 01:14:19.045]  Look it up, they don't even hide it now.
[01:14:19.065 --> 01:14:21.746]  Remember 10 years ago they said I was crazy, it didn't exist?
[01:14:22.346 --> 01:14:22.946]  Remember all that?
[01:14:23.267 --> 01:14:34.690]  New York Times, 14 years ago, wrote articles saying I was insane in Virginia and Chantilly and that no one was at a hotel and that I was having a schizophrenic break in the woods.
[01:14:36.070 --> 01:14:38.831]  They had Secret Service and helicopters and Marines.
[01:14:39.051 --> 01:14:42.272]  I got video of the King of Spain with the National Anthem marching in.
[01:14:42.592 --> 01:14:45.533]  I'm the only person ever to stay in the hotel once it started.
[01:14:46.971 --> 01:14:48.871]  I'm not bragging, I freaking got the video!
[01:14:49.652 --> 01:14:55.493]  And they went on TV and said it does not exist on CNN.
[01:14:57.733 --> 01:14:59.233]  They are your enemies.
[01:14:59.273 --> 01:15:00.594]  They are attacking you.
[01:15:00.854 --> 01:15:01.994]  They are lying to you.
[01:15:02.254 --> 01:15:05.615]  And now they've gotten to the point of going, I got clips when we come back.
[01:15:05.695 --> 01:15:11.016]  They're now saying you're not allowed to drink coffee because of COVID.
[01:15:11.056 --> 01:15:12.216]  You can't look at the sunset.
[01:15:13.442 --> 01:15:16.486]  You can't talk to your neighbors, and there's now coffee police.
[01:15:17.287 --> 01:15:18.028]  I'm not joking.
[01:15:18.509 --> 01:15:19.651]  You go, that sounds insane.
[01:15:19.751 --> 01:15:20.351]  It is insane.
[01:15:20.372 --> 01:15:21.373]  That's what authoritarians do.
[01:15:21.573 --> 01:15:24.077]  They make you stand on your head with your thumb in your rear.
[01:15:25.646 --> 01:15:29.767]  And that's why they're telling you, you take your damn shots or we're going to hold your ass hostage.
[01:15:30.047 --> 01:15:35.109]  When the whole plan was they're going to hold you hostage, they're going to collapse everything, they're not going to stop.
[01:15:35.209 --> 01:15:39.650]  And the cops implementing this don't get the fact that they're the main target.
[01:15:39.930 --> 01:15:45.532]  Our police overall still have some idea of American freedom and are the ones that are leading the fight.
[01:15:45.912 --> 01:15:47.992]  That's why they want to defund the police.
[01:15:48.192 --> 01:15:49.593]  That means put in their police.
[01:15:50.233 --> 01:15:53.474]  And once they've got their leftist police in, Katie, bar the door.
[01:15:56.317 --> 01:15:57.118]  I gotta settle down.
[01:15:57.419 --> 01:16:00.403]  By the way, as you see all over the news, they're trying to shut us down.
[01:16:00.423 --> 01:16:01.845]  For everything you see, it's much worse.
[01:16:01.865 --> 01:16:03.147]  And that's okay, because we're all in this together.
[01:16:03.608 --> 01:16:04.909]  I just need money.
[01:16:06.172 --> 01:16:19.361]  To try to expand what we're doing with a bunch of projects I've got and other people I'm working with who've got other projects and a bunch of things happening that during this time, we're going to make them put me in prison or come whack me.
[01:16:19.441 --> 01:16:20.242]  I'm not going anywhere.
[01:16:20.342 --> 01:16:21.243]  I'm totally energized.
[01:16:21.483 --> 01:16:22.443]  I've never been more alive.
[01:16:22.504 --> 01:16:23.424]  I'm exactly where I want to be.
[01:16:23.664 --> 01:16:28.047]  And if they do take me out, that's okay because, ladies and gentlemen, God's real.
[01:16:28.188 --> 01:16:28.928]  We live forever.
[01:16:29.168 --> 01:16:29.769]  We're eternal.
[01:16:29.809 --> 01:16:30.469]  It doesn't matter.
[01:16:30.529 --> 01:16:31.510]  This is our big decision.
[01:16:31.950 --> 01:16:35.373]  So if they whack me or whatever, that's okay because they had to do it out of weakness.
[01:16:35.973 --> 01:16:38.634]  But I want to stay on air as long as I can.
[01:16:39.014 --> 01:16:40.975]  So get a t-shirt, get a book, get a film.
[01:16:41.616 --> 01:16:42.896]  Take advantage of those supplements.
[01:16:42.936 --> 01:16:47.498]  Get the products at InfoWarsTore.com because we're sponsored by you.
[01:16:47.518 --> 01:16:50.319]  Look, they want to kill all of us.
[01:16:50.439 --> 01:16:51.600]  We've got to stand up to them.
[01:16:52.860 --> 01:16:53.521]  We're going to get them.
[01:16:53.561 --> 01:16:54.181]  They're scared now.
[01:16:54.221 --> 01:16:55.562]  I can look at Schwab and Fauci.
[01:16:55.642 --> 01:16:56.302]  They're scared.
[01:16:56.622 --> 01:16:57.422]  They're scared.
[01:16:57.442 --> 01:16:58.983]  They are good and scared.
[01:16:58.983 --> 01:17:00.983]  They better fear God!
[01:17:00.983 --> 01:17:02.983]  [Music]
[01:17:03.983 --> 01:17:13.983]  [Music]
[01:17:13.983 --> 01:17:16.983]  What was it that CNN put out in the headline?
[01:17:16.983 --> 01:17:19.983]  Last week.
[01:17:20.938 --> 01:17:23.920]  They said it's the before time.
[01:17:25.500 --> 01:17:27.461]  They said get used to not having medicine.
[01:17:28.322 --> 01:17:29.722]  Get used to not having food.
[01:17:30.703 --> 01:17:32.304]  Get used to not having any freedom.
[01:17:34.892 --> 01:17:38.614]  Get used to having nothing, owning nothing, and liking it.
[01:17:38.634 --> 01:17:49.739]  Get used to being taken to your knees so you can then be organized into committing evil just for food so they can separate you from God.
[01:17:49.899 --> 01:18:00.804]  They want to get you poor and desperate so they can make you do bad things, make you conform to their social credit score, that means handing your children over to them, so they get your soul.
[01:18:00.944 --> 01:18:03.745]  And that's what they're really getting ready to drill in on.
[01:18:04.480 --> 01:18:05.762]  You're going to see it all, folks.
[01:18:07.344 --> 01:18:11.149]  And the great time of the collapse and the quote, reset.
[01:18:12.426 --> 01:18:29.116]  And the transition period before the world leader, and they say the world leader's coming first to cataclysm, and out of the cataclysm comes the leader that brings peace, and unifies everyone, and lets you go outside again, and heals the sick, because they've got all the real technologies.
[01:18:29.436 --> 01:18:30.737]  Cure cancer, all of it's come out.
[01:18:31.257 --> 01:18:32.538]  There's patents on it, it's all confirmed.
[01:18:33.478 --> 01:18:36.240]  But there's just a few things you've got to do first, though.
[01:18:36.980 --> 01:18:41.303]  And that's sign on to agreeing to sterilize yourself and your children.
[01:18:42.842 --> 01:18:45.544]  And, uh, then there'll be a few more things.
[01:18:45.804 --> 01:18:47.345]  The more you agree... Oh, sorry!
[01:18:47.585 --> 01:18:48.886]  That's not all you gotta do!
[01:18:49.206 --> 01:18:53.148]  There's more, more, more, more, more.
[01:18:57.571 --> 01:18:58.652]  What does Darth Vader say?
[01:18:59.232 --> 01:19:00.653]  I'm altering the deal.
[01:19:00.673 --> 01:19:02.914]  Pray I don't alter it any further.
[01:19:04.235 --> 01:19:07.617]  And once they get ya, they just keep dragging ya in.
[01:19:09.698 --> 01:19:09.998]  And so...
[01:19:11.368 --> 01:19:18.233]  My energy level's off the charts right now, because Newtonian physics is absolutely accurate about the way the third dimension works.
[01:19:18.273 --> 01:19:22.136]  For every action, there's an opposite and equal reaction.
[01:19:22.196 --> 01:19:24.517]  So evil is rising.
[01:19:25.438 --> 01:19:29.040]  And those of us that are on God's side, whoo!
[01:19:29.141 --> 01:19:40.929]  It's like that great song written and put out by the greatest guitarist ever, said, let me stand next to your fire.
[01:19:42.543 --> 01:19:44.284]  It's a quite a fire of liberty.
[01:19:45.806 --> 01:19:49.088]  So they're making their move.
[01:19:50.389 --> 01:19:51.570]  And this is just the beginning.
[01:19:52.171 --> 01:19:53.692]  And they're collapsing everything.
[01:19:54.052 --> 01:19:55.514]  And they'll do it in increments and increments.
[01:19:55.554 --> 01:20:00.157]  But by the time we get to 2030, they intend to have killed 90% of the world's population.
[01:20:00.578 --> 01:20:13.265]   That's the big cataclysm that William Shatner said to them, you know, the great cataclysm, the death, it's coming, we have to, it's fragile, we have to, and they're all nodding.
[01:20:13.686 --> 01:20:29.846]   and Bezos is the only one. Shut up, William. But we have to say that, I mean, it's fragile.
[01:20:29.943 --> 01:20:30.964]  And that's what all of them are saying.
[01:20:31.184 --> 01:20:32.365]  The Earth's about to end!
[01:20:32.405 --> 01:20:33.665]  We've only got until 2030!
[01:20:33.826 --> 01:20:34.706]  We're all dead!
[01:20:35.627 --> 01:20:36.427]  None of us are going to live!
[01:20:36.447 --> 01:20:54.959]  We don't know exactly what Klaus Schwab said, said Beto and Al Gore and AOC, because they're... I mean, Al Gore's in on the whole deal, but AOC and Beto are in the meetings with the big projection screens and the underground bases, and this is going to happen, and I saw them today.
[01:20:55.139 --> 01:20:56.320]  Oh, pole shift's coming!
[01:20:56.460 --> 01:20:57.541]  Oh my God, we're all dead!
[01:20:59.121 --> 01:21:23.124]  So they tell us we're all gonna die, so we manifest that we deserve to die, and it's a self-fulfilling prophecy, and then we accept, oh, the deadly virus came because of global warming, and the headlines are, deadly virus is coming, global warming, out of the jungles, Peter Daszak's on TV, oh, we've gotta, in 2019, we've gotta stop the deadly virus, or this is gonna come out of caves, oh God, it came out of a cave, just like he said, he's a genius, he read the future, meanwhile they made the frickin' thing.
[01:21:24.966 --> 01:21:28.169]  And all the cities are going to be under 100 feet of water and you're all dead.
[01:21:28.189 --> 01:21:30.771]  But Al Gore told all those same lies before, remember?
[01:21:32.112 --> 01:21:34.855]  He said by 2017 we'd be under 10 feet of water.
[01:21:34.995 --> 01:21:35.916]  All of it was a lie.
[01:21:36.056 --> 01:21:38.598]  But they've got real weather weapons, so they've got a lot of stuff up their sleeves.
[01:21:38.638 --> 01:21:40.940]  So, the U.S.
[01:21:40.960 --> 01:21:47.466]  Treasury Deputy Secretary warns unvaccinated Americans that shortages will continue until everyone is jabbed.
[01:21:47.526 --> 01:21:49.868]  And we're not going to get through the transition we're in.
[01:21:51.067 --> 01:21:51.848]  They all admit now.
[01:21:52.268 --> 01:21:54.650]  Oh, this is a transition into the Great Reset.
[01:21:54.910 --> 01:21:57.512]  Build back better means you have nothing and we kill you.
[01:21:57.893 --> 01:21:59.314]  We build on your bones!
[01:22:00.835 --> 01:22:02.156]  Fee-fi-fo-fum!
[01:22:02.717 --> 01:22:05.059]  I smell the blood of an Englishman!
[01:22:05.659 --> 01:22:13.286]  And be he alive or be he dead, I'll grind his bones to make my bread!
[01:22:14.889 --> 01:22:16.029]  They're the conquerors.
[01:22:16.089 --> 01:22:17.170]  They're the big killers.
[01:22:17.490 --> 01:22:18.570]  They're the strong men.
[01:22:18.630 --> 01:22:19.691]  They'll call the earth.
[01:22:19.911 --> 01:22:25.893]  They'll get rid of all these useless feeders who they help dumb down and poison and get in this position before they kill us.
[01:22:27.534 --> 01:22:29.275]  Because they want the future for themselves.
[01:22:29.435 --> 01:22:34.797]  But first they want to use us as guinea pigs and sit back and enjoy roasting us over an open fire.
[01:22:36.087 --> 01:22:38.409]  Cause it makes them feel like big men.
[01:22:38.789 --> 01:22:41.771]  Oh, they're going to be big, big men, aren't they?
[01:22:42.431 --> 01:22:49.816]  Big men after Nuremberg too, when they get marched up to those seats.
[01:22:52.198 --> 01:22:56.621]  Big men, big, important men, big men that were willing to do what they had to for the earth.
[01:22:56.801 --> 01:22:59.043]  Cause they really liked it so much at Jeffrey Epstein's house.
[01:22:59.783 --> 01:23:00.284]  Yeah.
[01:23:00.304 --> 01:23:01.685]  Oh, what do you think of Jeffrey Epstein?
[01:23:01.705 --> 01:23:02.265]  Well, he's dead.
[01:23:02.284 --> 01:23:04.284]  He's dead. He's dead.
[01:23:04.284 --> 01:23:10.684]  Oh, show up. You know what?
[01:23:11.101 --> 01:23:12.882]  Play with audio, because it only has music over it.
[01:23:12.902 --> 01:23:14.363]  They put it out on Twitter and everywhere.
[01:23:14.903 --> 01:23:19.026]  They already put out stuff about how great the Great Reset is, how it's starving people to death to save the Earth, and how wonderful.
[01:23:19.306 --> 01:23:29.472]  And now they've got new ones about how they're going to test your blood when you travel, and they're in charge of it, and the UN's going to have control, and there's going to be carbon taxes attached to your vaccine app.
[01:23:29.492 --> 01:23:31.193]  I mean, I told you!
[01:23:32.441 --> 01:23:33.302]  20 months ago, 21 months ago.
[01:23:33.522 --> 01:23:41.869]  I said, you go to the grocery store, you go wherever, and they won't show you a menu, they won't show you a thing at the restaurant, there's a QR code, you scan that, that's getting you ready for the vaccine passport.
[01:23:41.909 --> 01:23:42.530]  Now they admit that.
[01:23:42.750 --> 01:23:45.312]  And then once you have the vaccine passport, it becomes the carbon passport.
[01:23:45.352 --> 01:23:49.035]  Let's, here, let's play that and I'll narrate for Radiolisters and read what's on screen.
[01:23:49.056 --> 01:23:49.276]  Go ahead.
[01:23:51.934 --> 01:23:55.616]  The app could help revive global travel and large events during the pandemic.
[01:23:55.736 --> 01:23:56.557]  Back it up and stop it.
[01:23:56.957 --> 01:23:58.138]  So we hold you hostage.
[01:23:58.458 --> 01:24:00.499]  We killed tens of millions of people with starvation.
[01:24:00.699 --> 01:24:02.040]  We bankrupt all these people.
[01:24:02.280 --> 01:24:03.541]  Suicide more than triples.
[01:24:03.601 --> 01:24:04.742]  Drug use more than doubles.
[01:24:05.082 --> 01:24:12.667]  We do this to you, but oh, if you take the vaccine app and you do what we say, now you might get back to normal.
[01:24:12.847 --> 01:24:13.908]  They're holding you hostage.
[01:24:14.798 --> 01:24:17.439]  Oh, trade might get back to normal if you just take the shot.
[01:24:17.859 --> 01:24:20.339]  Oh, and of course, oh sorry, shot doesn't work, there's more shots.
[01:24:20.679 --> 01:24:24.780]  This app can help revive global travel and large events during the pandemic.
[01:24:24.960 --> 01:24:25.641]  Here, let's continue.
[01:24:30.482 --> 01:24:33.543]  Enabling people to visit countries, conferences, and sports events safely.
[01:24:33.563 --> 01:24:33.863]  Hit pause.
[01:24:34.223 --> 01:24:43.505]  Oh, so we're holding, it's not, hey, we held you hostage, we cooked this up, we release it, we create fear, the vaccine destroys your immune system, so when we hit you with the next plague, you die for sure.
[01:24:44.602 --> 01:24:46.303]  No, it's just, oh, you get to go out again.
[01:24:46.343 --> 01:24:47.603]  You get to carrot the stick.
[01:24:47.863 --> 01:24:48.703]  Submit to us.
[01:24:49.023 --> 01:24:50.264]  Let us put these chains on.
[01:24:50.624 --> 01:24:52.204]  Let us have a world social credit score.
[01:24:52.565 --> 01:24:56.186]  And it's not spooky to have to have this to buy and sell or go in grocery stores.
[01:24:56.446 --> 01:24:58.487]  And once you do that, everything goes right back to normal.
[01:24:58.587 --> 01:24:59.487]  Of course, it didn't, did it?
[01:24:59.847 --> 01:25:00.507]  Got a lot worse.
[01:25:00.527 --> 01:25:04.448]  And wherever they submit, like Australia or Canada, it gets worse by the day.
[01:25:04.649 --> 01:25:06.269]  Because that's who's submitting.
[01:25:06.449 --> 01:25:07.409]  That's who's in the trance.
[01:25:07.610 --> 01:25:08.730]  That's who's Stockholm'd out.
[01:25:10.117 --> 01:25:22.344]  Oh, but the next they say, users will have their blood screened at an approved COVID pass laboratory that just so, the new approved one by the UN who's in charge, the ones Davos Group recommended, is Bill Gates invested with.
[01:25:24.252 --> 01:25:24.672]  What's his name?
[01:25:25.112 --> 01:25:26.433]  Oh, George Soros!
[01:25:26.533 --> 01:25:28.814]  They have the approved blood testing facility!
[01:25:29.294 --> 01:25:33.856]  Oh, the last fraud, the PCR test, which was a total fraud, they built this on.
[01:25:33.896 --> 01:25:37.118]  Oh, that's not approved anymore, they say, as of this month.
[01:25:37.198 --> 01:25:41.620]  They said it a year ago, but it phases out the fraudulent test today, and they have a new one!
[01:25:41.660 --> 01:25:45.041]  They want your blood to see how what they've been doing to you is going.
[01:25:45.342 --> 01:25:55.162]  Let's continue.
[01:25:55.180 --> 01:25:55.560]  Hit pause.
[01:25:55.600 --> 01:25:55.960]  Back it up.
[01:25:57.001 --> 01:25:57.361]  Back it up.
[01:25:57.721 --> 01:26:04.186]  Before being issued the QR visa health visa code via their phone.
[01:26:04.526 --> 01:26:06.988]  And then they just segue right into, oh and a carbon tax.
[01:26:07.128 --> 01:26:07.748]  Oopsie!
[01:26:07.928 --> 01:26:08.288]  Here it is.
[01:26:11.891 --> 01:26:14.973]  Which they can present as airline check-in borders or event entrances.
[01:26:19.428 --> 01:26:21.769]  The digital passport doesn't include tracing technology.
[01:26:21.889 --> 01:26:22.349]  Oh, really?
[01:26:22.649 --> 01:26:23.869]  Total life, just total tracing.
[01:26:24.309 --> 01:26:26.330]  Preserving data privacy while saving time and money.
[01:26:26.390 --> 01:26:27.350]  Oh, just a global ID.
[01:26:27.650 --> 01:26:28.451]  Doesn't value your privacy.
[01:26:28.751 --> 01:26:33.432]  COVID past creators say that by using blood test data, it's 100% reliable.
[01:26:33.672 --> 01:26:34.772]  Oh, like Theranos.
[01:26:35.393 --> 01:26:36.113]  That old fraud.
[01:26:36.513 --> 01:26:41.354]  And could easily ensure, it could ensure only non-infectious people travel across borders.
[01:26:41.634 --> 01:26:42.275]  Medical tyranny.
[01:26:43.315 --> 01:26:46.596]  While monitoring access to concerts, conferences, and pilgrimages.
[01:26:47.546 --> 01:26:51.670]  It uses real-time automated epidemiological data and blockchain technology.
[01:26:51.870 --> 01:26:55.172]  Oh, that we told you 20 months ago is in the Bill Gates patent, and it's his patent!
[01:26:57.134 --> 01:26:57.815]  Oh, there it is!
[01:26:58.095 --> 01:26:59.056]  Oh, 666!
[01:26:59.516 --> 01:27:03.239]  Oh, and Bloomberg's calling it today 666 with a big headline.
[01:27:03.259 --> 01:27:07.123]  More than 6.66 billion shots, and then look, there's 666 again!
[01:27:09.304 --> 01:27:11.807]  But let's finish up here when we come back with the next hour.
[01:27:11.847 --> 01:27:15.530]  But if your stations break away at this point, they go on to say now it'll be for your carbon taxes.
[01:27:16.533 --> 01:27:17.033]  That's coming up.
[01:27:17.053 --> 01:27:19.234]  I'm going to finish up on this, but it's all here.
[01:27:20.515 --> 01:27:21.996]  It's all here, ladies and gentlemen.
[01:27:22.516 --> 01:27:24.017]  The total New World Order takeover.
[01:27:24.297 --> 01:27:27.178]  Please don't forget the big mega sale that helps keep us on air and all the great products.
[01:27:27.238 --> 01:27:30.880]  DNA Force Plus, Winter Sun, Ultra 12, all of it, 40, 50% off.
[01:27:31.220 --> 01:27:33.721]  That's going to end sometime tomorrow when the new cell launches.
[01:27:34.161 --> 01:27:36.362]  I'm so busy, I haven't launched the new cell yet, but this is one of the biggest ever.
[01:27:36.683 --> 01:27:37.623]  InfoWarsTore.com.
[01:27:37.643 --> 01:27:39.964]  We'll be right back at InfoWars.com for its last show.
[01:27:43.346 --> 01:27:46.346]  They said two weeks to flatten the curve.
[01:27:46.346 --> 01:27:53.346]  And trust the science.
[01:27:53.346 --> 01:27:56.105]  (dramatic music)
[01:27:56.105 --> 01:28:06.106]  [BLANK_AUDIO]
[01:27:57.263 --> 01:27:59.043]  They shut down the entire world.
[01:28:02.664 --> 01:28:05.664]  all for what amounts to the common cold.
[01:28:05.664 --> 01:28:15.264]  And those who questioned them were turned into criminals.
[01:28:15.264 --> 01:28:23.265]  [Music]
[01:28:23.655 --> 01:28:25.316]  It's time to wake up.
[01:28:27.718 --> 01:28:36.624]  Pre-order your DVD today and help stop Lockdown 2 at covidland.com.
[01:28:41.488 --> 01:28:56.481]   For the first time in nine years, InfoWars has produced a new major film, Covidland, part one of a five-part series that details the globalist Great Reset and their medical tyranny take over of the world.
[01:28:56.481 --> 01:29:00.163]   If millions of Americans and others see this, it will stop them.
[01:29:00.163 --> 01:29:06.802]   So get your copy today at Infowarsstore.com or covidland.com and make copies of it.
[01:29:06.802 --> 01:29:10.761]   That's right, like all our other films, you are encouraged, you are authorized.
[01:29:10.761 --> 01:29:18.757]   We are asking you to get it and make copies And now with all the censorship, that's more important than ever because this will obviously be censored off the internet.
[01:29:19.137 --> 01:29:27.607]   Secure your DVD at InfoWareStore.com for $19.95 and get a free copy of Endgame blueprint for global enslavement that tells how the global
[01:29:27.607 --> 01:29:28.737]  has set all this up.
[01:29:28.737 --> 01:29:32.096]   These two films are incredibly important. They're both available
[01:29:32.096 --> 01:29:35.696]   at Infowarsstore.com. There's also bulk deals on the film, so get it
[01:29:35.696 --> 01:29:38.276]  and show it at your local school or donate to your church.
[01:29:38.276 --> 01:29:40.977]   Whatever you do, fight back and don't roll over to Fauci.
[01:29:40.977 --> 01:29:47.737]   Have you ever bathed in an enchanted, mystical waterfall? Well, neither have I.
[01:29:47.737 --> 01:29:51.777]   But I do know what it feels like thanks to the ProPure shower heads
[01:29:51.777 --> 01:29:53.817]  at Infowarsstore.com.
[01:29:54.202 --> 01:30:00.326]  Let me just tell you, ever since I've been using the Pro-Pure Shower Heads, showering has never been greater.
[01:30:00.406 --> 01:30:03.047]  In fact, I look forward to showering now.
