[00:00:00.169 --> 00:00:00.929]  How you doing Alex?
[02:41:21.265 --> 02:41:24.928]  The Feinsteins knew him and went and got yogurts from him.
[02:41:25.148 --> 02:41:26.869]  The Pelosi family knew some.
[02:41:27.189 --> 02:41:35.975]  London Breed comes over like a grifter and takes photographs in front of the store because a historic store that's been in continuous operation for a hundred years.
[02:41:36.395 --> 02:41:37.556]  Everyone wants to grift.
[02:41:37.976 --> 02:41:39.898]  The guy's never had his citizenship.
[02:41:40.258 --> 02:41:46.242]  He spent tens of thousands of dollars with a lawyer just to be able to fill out the paperwork and be able to stay here.
[02:41:46.663 --> 02:41:48.584]  Never even had a speeding ticket in his life.
[02:41:48.964 --> 02:41:51.086]  And they will not give this guy citizenship.
[02:41:51.126 --> 02:41:52.307]  They told him... No, that's it.
[02:41:52.327 --> 02:41:56.170]  If you do it legally, they don't let you because they want you as a permanent underclass.
[02:41:56.590 --> 02:41:57.311]  They can control.
[02:41:57.331 --> 02:41:58.091]  Amazing points.
[02:41:58.151 --> 02:41:58.592]  Thank you.
[02:41:59.432 --> 02:42:01.494]  Let's get Chase Geyser's quick take on that.
[02:42:02.156 --> 02:42:12.948]  Yeah, it's just, it's absolutely asinine, the lack of justice that we have when justice is needed and the amount of lawfare we have when there is no justice that is needed.
[02:42:12.968 --> 02:42:16.973]  Alright, how many more people do we have wanting questions on X?
[02:42:17.553 --> 02:42:18.695]  Only 90, Alex.
[02:42:19.195 --> 02:42:21.077]  Alright, I apologize to everybody.
[02:42:21.840 --> 02:42:24.983]  Gerald Cilente, great trends forecaster, was already supposed to be on 10 minutes ago.
[02:42:25.423 --> 02:42:26.164]  He's about to take over.
[02:42:26.184 --> 02:42:27.265]  We'll continue the spaces.
[02:42:27.805 --> 02:42:30.928]  After the rest of the hour, you can hear him, the great points he has to make.
[02:42:31.488 --> 02:42:33.229]  But we will do more spaces here.
[02:42:33.249 --> 02:42:35.531]  A couple days a week when we take calls.
[02:42:35.611 --> 02:42:37.233]  Some days only make you wait while we take calls.
[02:42:37.613 --> 02:42:42.157]  We'll go right to spaces and we will take your comments live on air.
[02:42:42.217 --> 02:42:44.479]  Chase Geiser, thank you so much for the great job.
[02:42:44.799 --> 02:42:46.140]  We really appreciate you and the crew.
[02:42:46.701 --> 02:42:47.041]  Thank you.
[02:42:48.180 --> 02:42:51.964]  All right, I'm about to hand the baton to Gerald Salenta, the Top Trends Forecaster.
[02:42:52.304 --> 02:42:55.027]  Hope everybody on Spaces will stay with him, everybody else out there watching.
[02:42:55.808 --> 02:43:01.233]  But when you get excited about the broadcast, when you share the links, it changes the world.
[02:43:02.354 --> 02:43:06.618]  So take clips out of this last few hours you think are most important, repost them.
[02:43:07.489 --> 02:43:10.491]  They want to shut the show down because they're scared of what we're doing.
[02:43:11.171 --> 02:43:12.572]  And please support the broadcast.
[02:43:12.952 --> 02:43:14.533]  Please go to m4warriorstore.com.
[02:43:14.893 --> 02:43:15.954]  Get TurboForce.
[02:43:16.354 --> 02:43:17.835]  Get Next Level Financial Energy.
[02:43:18.816 --> 02:43:20.237]  Get Nitric Boost.
[02:43:21.497 --> 02:43:22.138]  It's all there.
[02:43:24.033 --> 02:43:27.916]  On the site, right now, and are great products that keep us on air.
[02:43:28.457 --> 02:43:32.400]  But whatever you do, realize that laying down only makes it worse.
[02:43:33.100 --> 02:43:34.481]  Standing up only makes it better.
[02:43:34.982 --> 02:43:38.745]  And we're so appreciative to the crew and everybody else for today's broadcast.
[02:43:39.245 --> 02:43:40.526]  We'll be back tomorrow, 11 a.m.
[02:43:40.566 --> 02:43:43.789]  Central, in about 57 minutes.
[02:43:43.889 --> 02:43:46.411]  Owen Schroer takes over the war room, weekday mornings.
[02:43:47.031 --> 02:43:48.332]  Hey, thank you so much, Alex.
[02:43:48.251 --> 02:43:53.951]   Journal all at Infowars.com/show which they censored over the web but you can
[02:43:53.951 --> 02:43:58.690]   take the X-Feeds from real Alex Jones and the rest of it and share those. We
[02:43:58.690 --> 02:44:02.610]   got a real fighting chance. All right we're skipping this break. The next
[02:44:02.610 --> 02:44:06.031]   time we're going to give Gerald his time back. The great Gerald Cilente takes over
[02:44:06.031 --> 02:44:11.590]   now. Hey thank you so much Alex and again thank all the staff for all that you're
[02:44:11.590 --> 02:44:17.110]  doing and it's so important to go to Infowars every day.
[02:44:15.295 --> 02:44:16.476]  Again, we cover the world.
[02:44:17.016 --> 02:44:30.566]  So the Israel war going on, we go to Jerusalem Post, Ahanetz, Times of Israel, then we go to ISNA, IRNA, Tehran Times, want to see what they're saying, Al Jazeera, and we go to InfoWars.
[02:44:31.367 --> 02:44:44.288]   And there's a very important article that's on InfoWars now about what's going on over there with the airstrikes and how It just keeps ramping up.
[02:44:44.508 --> 02:44:49.813]  Seven U.S.-trained fighters killed in drone attack on occupied Syrian oil field.
[02:44:50.453 --> 02:44:52.395]  Again, this article is on Infowars.
[02:44:53.476 --> 02:44:54.637]  So, what does it say?
[02:44:55.057 --> 02:45:00.662]  It says, a key and a very evident theme out of the Red Sea is that the U.S.
[02:45:00.682 --> 02:45:04.065]  has lost deterrence and perhaps never had it to begin with.
[02:45:04.765 --> 02:45:15.348]   Despite over a dozen waves of large-scale Western coalition attacks on Houthi positions, the Yemeni Shia rebels We're battling more attacks on commercial shipping as we reported.
[02:45:16.508 --> 02:45:33.857]  So, going on, number one, American trained fighters in occupied Syrian oil.
[02:45:35.918 --> 02:45:37.139]  Oh, America?
[02:45:37.159 --> 02:45:39.700]  That's illegally there?
[02:45:43.084 --> 02:45:44.524]  Siri didn't do anything to us.
[02:45:45.105 --> 02:45:46.665]  What's wrong with you, Salenti?
[02:45:47.405 --> 02:45:48.826]  We're getting ISIS-es!
[02:45:49.486 --> 02:45:52.367]  Don't you believe the crap we're spewing out?
[02:45:52.567 --> 02:45:53.747]  What's the matter with you?
[02:45:55.247 --> 02:45:57.128]  What, did you lose your brain, Salenti?
[02:45:57.668 --> 02:46:02.389]  You don't believe what scum politicians tell you to swallow?
[02:46:02.729 --> 02:46:03.730]  Why, how dare you?
[02:46:04.590 --> 02:46:09.171]  We can give any excuse we want to go in any country and do what we want.
[02:46:09.651 --> 02:46:11.632]  Oh, let me get this straight over here.
[02:46:13.780 --> 02:46:14.701]  Seven U.S.
[02:46:14.901 --> 02:46:15.541]  trained?
[02:46:16.402 --> 02:46:21.305]  Oh, but the Houthis, they're Iran-backed militants.
[02:46:21.925 --> 02:46:23.046]  Oh, wait a minute.
[02:46:23.366 --> 02:46:29.170]  The United States illegally in Syria, how about seven U.S.
[02:46:29.310 --> 02:46:33.792]  trained militants killed who have no right being there?
[02:46:34.433 --> 02:46:36.114]  So let's shut the hell up!
[02:46:37.395 --> 02:46:39.596]  America has every right to be there.
[02:46:40.697 --> 02:46:42.718]  What do you think we invaded Iraq for?
[02:46:43.854 --> 02:46:46.937]  What do you think we got rid of Gaddafi in Libya?
[02:46:46.957 --> 02:46:48.618]  What do you think we did that for?
[02:46:49.659 --> 02:47:04.973]  Why do you think that there are American trained, gotta get the proper language here, fighters killed in drone attacks on occupied, isn't that a nice word?
[02:47:05.113 --> 02:47:07.215]  Occupied Syrian oil field.
[02:47:07.847 --> 02:47:09.890]  How about illegally stolen?
[02:47:10.350 --> 02:47:13.574]  Why do you think we went to those Middle East countries?
[02:47:13.915 --> 02:47:17.159]  Because their major export was broccoli?
[02:47:18.261 --> 02:47:18.961]  You got it?
[02:47:19.322 --> 02:47:25.370]  Oh, you forgot about Halliburton and that murderous little... I can't use the proper word.
[02:47:25.390 --> 02:47:25.991]  Dick!
[02:47:27.091 --> 02:47:27.471]  Cheney?
[02:47:27.712 --> 02:47:29.753]  So I'll be proper because I don't want to get this bad.
[02:47:29.853 --> 02:47:30.774]  Penis Cheney?
[02:47:31.294 --> 02:47:32.655]  You're the former head of Allenburton?
[02:47:33.056 --> 02:47:35.718]  That became the warmonger under little George E. Bush?
[02:47:36.178 --> 02:47:38.119]  We're gonna get that guy!
[02:47:38.460 --> 02:47:42.082]  He got weapons of mass destruction and ties to Al Qaeda!
[02:47:42.102 --> 02:47:43.704]  Yeah.
[02:47:44.344 --> 02:47:44.744]  Lie!
[02:47:45.465 --> 02:47:46.566]  Outright lie!
[02:47:47.199 --> 02:47:49.080]  How come these people aren't in jail?
[02:47:49.501 --> 02:47:50.821]  Hello!
[02:47:51.222 --> 02:47:56.525]  You're 0.001 over the drinking limit.
[02:47:56.905 --> 02:47:57.966]  Skin on your head!
[02:47:58.266 --> 02:48:00.188]  Repeat the alphabet backwards.
[02:48:00.528 --> 02:48:02.109]  You're going to jail!
[02:48:02.129 --> 02:48:04.230]  Hey!
[02:48:05.391 --> 02:48:07.292]  But America could kill anybody.
[02:48:07.332 --> 02:48:08.713]  Look at this.
[02:48:08.873 --> 02:48:10.855]  Oh, they always have his daughter out there.
[02:48:11.055 --> 02:48:11.995]  Another little nothing.
[02:48:12.256 --> 02:48:14.017]  It's one big club and you ain't in it.
[02:48:14.237 --> 02:48:15.818]  Who wants to hear the crap?
[02:48:16.425 --> 02:48:20.929]  Spewing out of little girlie Chaney's mouth, just like I say, crap!
[02:48:21.389 --> 02:48:24.692]  Spewed out of penis Chaney's mouth!
[02:48:25.813 --> 02:48:27.875]  These are the clowns running the world!
[02:48:29.076 --> 02:48:32.439]  They got a little Katso Macron over there with his fake hair over there in France.
[02:48:32.859 --> 02:48:37.023]  Brings that little jerk over there, 35 year old guy, hoping I'm gay.
[02:48:37.303 --> 02:48:39.205]  Hey, gay used to mean happy, man.
[02:48:39.405 --> 02:48:40.326]  Having a good time.
[02:48:40.406 --> 02:48:41.747]  I don't care who you are!
[02:48:42.107 --> 02:48:42.468]  Got it?
[02:48:44.338 --> 02:48:45.139]  I like chicks.
[02:48:45.159 --> 02:48:47.220]  Why, how dare you say that!
[02:48:49.983 --> 02:48:50.904]  Look what's going on!
[02:48:52.465 --> 02:49:05.496]  How stupid, how ignorant, how gutless can the people be to swallow the crap spewing out of the mouths of politicians!
[02:49:06.277 --> 02:49:07.498]  Politicians!
[02:49:08.038 --> 02:49:09.820]  Little pieces of scum!
[02:49:10.160 --> 02:49:12.462]  Oh, oh, oh, I forgot in case you don't know.
[02:49:14.116 --> 02:49:20.237]  Ran, worked on major political campaigns in Westchester County.
[02:49:21.017 --> 02:49:21.417]  Yeah.
[02:49:22.637 --> 02:49:24.438]  That's how I began my career.
[02:49:25.378 --> 02:49:29.739]  Was the assistant to the secretary of the New York State Senate.
[02:49:32.179 --> 02:49:36.060]  Picked up Ronald Reagan two days before he's announcing he's running against Gerald Ford.
[02:49:36.320 --> 02:49:39.700]  Put on a brunch with 16 of our board directors in Chicago.
[02:49:39.720 --> 02:49:54.098]   Been with the prime, the uh, Prince of Norway did a gig talk back in the day when USA Today was a big newspaper with another clown boy major from the UK.
[02:49:54.118 --> 02:49:55.418]  Yeah.
[02:49:55.858 --> 02:49:58.259]  They say throw an F and a C in that UK.
[02:49:58.779 --> 02:49:59.019]  Yeah.
[02:50:02.320 --> 02:50:02.820]  I've been with them.
[02:50:03.620 --> 02:50:05.500]  I know what these politicians are.
[02:50:05.520 --> 02:50:11.442]  They're the people I hated in high school and college that wanted to be class president and head of the student council.
[02:50:12.022 --> 02:50:15.791]   So going back to this article, An InfoWars.
[02:50:17.673 --> 02:50:17.873]  Yep.
[02:50:19.874 --> 02:50:27.778]  It's the same with Iran-aligned groups in Syria and Iraq after the Pentagon on Friday hit 85 targets with 120 bombs.
[02:50:29.039 --> 02:50:29.219]  Yep.
[02:50:31.681 --> 02:50:32.141]  Oh, oh.
[02:50:34.822 --> 02:50:51.380]   It just keeps getting worse because Israel just again bombs away in Syria.
[02:50:51.380 --> 02:51:01.381]  [BLANK_AUDIO]
[02:50:55.269 --> 02:50:55.469]  Yeah.
[02:50:56.190 --> 02:50:59.991]  So Israel, the United States, they can bomb any party they want in any country.
[02:51:01.071 --> 02:51:02.172]  But hey!
[02:51:05.493 --> 02:51:07.354]  Anybody else does it, you're a militant!
[02:51:10.612 --> 02:51:17.197]  So going back to this, again, tracking trends is the understanding of where we are, how we got here to see where we're going.
[02:51:17.978 --> 02:51:18.298]  U.S.
[02:51:18.338 --> 02:51:22.721]  pins blame for deadly drone strike on Iran-backed militias.
[02:51:24.783 --> 02:51:27.425]  This is, again, this is going back to last Wednesday.
[02:51:27.565 --> 02:51:29.006]  Iran-backed militias.
[02:51:29.687 --> 02:51:33.890]  But American-backed militias, they're just fine.
[02:51:33.910 --> 02:51:35.912]  They're just dandy.
[02:51:40.623 --> 02:51:44.826]  The Islamic Resistance in Iraq and an umbrella group of Iran-backed militias.
[02:51:44.966 --> 02:51:46.747]  On and on they keep using this language.
[02:51:47.468 --> 02:51:47.768]  Alright?
[02:51:48.269 --> 02:51:49.129]  So that's Wednesday.
[02:51:50.710 --> 02:51:51.631]  Then, what happens?
[02:51:53.653 --> 02:51:54.233]  Keeps going.
[02:51:57.115 --> 02:52:01.338]  Exclusive US-believes drones that killed soldiers was Iran-made.
[02:52:01.618 --> 02:52:01.919]  Huh.
[02:52:02.479 --> 02:52:02.759]  Wow.
[02:52:03.680 --> 02:52:04.320]  Iran-made.
[02:52:04.340 --> 02:52:09.004]  The United States has assessed that Iran manufactured the drone.
[02:52:11.363 --> 02:52:20.270]  And then we have that arrogant, arrogant, arrogant, murderous U.S.
[02:52:20.350 --> 02:52:23.073]  Secretary of Defense, Lloyd Austin.
[02:52:26.515 --> 02:52:26.776]  Yeah.
[02:52:28.737 --> 02:52:30.218]  In Iraq, slaughtering people.
[02:52:30.699 --> 02:52:32.660]  In Afghanistan, slaughtering people.
[02:52:32.680 --> 02:52:34.322]  And him.
[02:52:35.439 --> 02:52:35.739]  U.S.
[02:52:35.759 --> 02:52:42.900]  Defense Secretary whose former job was sitting on the Board of Directors of Raytheon, the second largest defense contractor in America.
[02:52:44.081 --> 02:52:56.063]  He goes on to say, Austin said he didn't know whether Iran knew about the attack ahead of time, but added that, in his view, it doesn't matter.
[02:52:56.083 --> 02:53:04.044]  Quote, how much Iran knew or didn't know, we don't know, but it really doesn't matter.
[02:53:04.588 --> 02:53:07.130]  Because Iran sponsors these groups.
[02:53:07.771 --> 02:53:07.971]  Huh.
[02:53:09.092 --> 02:53:10.533]  Iran sponsors these groups?
[02:53:10.994 --> 02:53:11.814]  So it doesn't matter?
[02:53:12.195 --> 02:53:23.945]  Oh, but America sponsors those guys that just got caught dead in the oil field that America's occupying in Syria.
[02:53:24.426 --> 02:53:25.707]  Oh, it's okay to sponsor them.
[02:53:27.284 --> 02:53:29.066]  It's okay to sponsor the IDF.
[02:53:29.546 --> 02:53:32.469]  Oh, and where they get another $17 billion of our money?
[02:53:32.769 --> 02:53:35.231]  Oh, you're talking about the refugee problem?
[02:53:35.632 --> 02:53:37.093]  Oh, we can't even stop that?
[02:53:37.453 --> 02:53:39.255]  The country's rotting in front of us?
[02:53:39.275 --> 02:53:43.058]  Another $17 billion to go slaughter people?
[02:53:43.399 --> 02:53:50.925]  But going back to here, so it's okay for them because they sponsor the group so they're allowed to be bombed.
[02:53:51.025 --> 02:53:51.626]  It goes on.
[02:53:52.587 --> 02:53:53.708]  It funds these groups.
[02:53:54.130 --> 02:54:03.732]  Oh yeah, like the United States funds Ukraine, funds Israel, funds the militants in all these other different countries because they're getting ISIS's.
[02:54:04.092 --> 02:54:04.733]  Well, that's different.
[02:54:05.133 --> 02:54:07.593]  But when Iran sponsors somebody, we can bomb them.
[02:54:07.973 --> 02:54:08.553]  Keeps going.
[02:54:10.134 --> 02:54:14.635]  And in some cases, it trains these groups on advancing conventional weapons.
[02:54:15.095 --> 02:54:21.657]  You mean just like the United States and NATO train Ukrainian troops to use the weapons that we're doing, the IDF?
[02:54:21.516 --> 02:54:23.356]  idea, but it's different.
[02:54:23.356 --> 02:54:31.637]  Shree Gat.
[02:54:31.637 --> 02:54:41.637]  [BLANK_AUDIO]
[02:54:33.314 --> 02:54:34.415]  The hypocrisy of this.
[02:54:36.397 --> 02:54:37.178]  The hypocrisy.
[02:54:39.380 --> 02:54:56.030]   Because you listen to Biden when they said, asked by a reporter, Mr. President, Mr. President, Mr. Dead man in your eyes, Mr. President.
[02:54:56.270 --> 02:54:57.371]  And don't forget to salute.
[02:54:57.771 --> 02:54:59.032]  You gotta look up to the President.
[02:54:59.532 --> 02:55:03.295]  Oh yeah, the big news is that Prince Charles has prostate cancer.
[02:55:03.575 --> 02:55:07.178]  Big, big story, front page on the Cartoon News Network.
[02:55:10.180 --> 02:55:11.861]  My friend's got prostate cancer.
[02:55:11.881 --> 02:55:14.103]  His sister died in November.
[02:55:15.089 --> 02:55:19.593]  You got friends and relatives and loved ones and... THEY DON'T MEAN ANYTHING!
[02:55:19.613 --> 02:55:22.396]  THEY'RE NOT ROYALTY!
[02:55:23.717 --> 02:55:23.897]  OH!
[02:55:24.538 --> 02:55:25.679]  OH MY GOD!
[02:55:25.699 --> 02:55:27.360]  OH MY GOD!
[02:55:27.961 --> 02:55:29.923]  THE KING HAS CANCER!
[02:55:30.323 --> 02:55:31.684]  PROSTATE CANCER!
[02:55:33.106 --> 02:55:33.706]  THAT'S NEWS!
[02:55:33.726 --> 02:55:37.109]  What the hell's the matter with you, Solenti?
[02:55:37.410 --> 02:55:38.711]  It's His Majesty!
[02:55:39.592 --> 02:55:40.713]  It's the President!
[02:55:41.741 --> 02:55:44.002]  Yeah, look at him dressed up in all this drag!
[02:55:44.502 --> 02:55:46.702]  Look at the silly, stupid drag!
[02:55:47.482 --> 02:55:52.724]  I'm surprised he got prostate cancer because they're royalties and they don't pee or poo!
[02:55:53.064 --> 02:55:55.925]  They're much better than me or you!
[02:55:57.725 --> 02:56:18.282]   So going back to the horrendous amount of what's going on, and by the way, again, a load of articles in your Trends Journal about the censorship going on, and even CNN came out Bigger article in The Guardian, how they're being controlled and only allowed to sell the Israeli side.
[02:56:18.822 --> 02:56:21.864]  Go to The Guardian, look at the article.
[02:56:22.684 --> 02:56:23.665]  Look at this clown show.
[02:56:23.945 --> 02:56:26.606]  And look at all the little guys dressed up and dragged behind them.
[02:56:27.307 --> 02:56:27.807]  Look at this!
[02:56:28.187 --> 02:56:29.288]  How can you be?
[02:56:29.588 --> 02:56:30.949]  What is it, Halloween?
[02:56:33.470 --> 02:56:33.851]  Anyway.
[02:56:35.171 --> 02:56:35.411]  So.
[02:56:36.452 --> 02:56:37.072]  Here you got it.
[02:56:38.893 --> 02:56:45.030]   Biden says, I do hold them responsible because they are supplying weapons to the people who did it.
[02:56:45.450 --> 02:56:53.217]  So how about, how about holding America responsible for supplying the weapons to the people who did it?
[02:56:54.678 --> 02:56:56.339]  Why isn't anybody talking about this?
[02:56:58.221 --> 02:57:05.347]  I love how this cat comes out with his sunglasses on all the time, and it takes them off, says three words, and that's the end of it.
[02:57:06.047 --> 02:57:08.149]  And what happened to the State of the Union address?
[02:57:08.189 --> 02:57:08.890]  Did he ever give any?
[02:57:10.478 --> 02:57:12.459]  This guy's out of his mind, right in front of you.
[02:57:13.399 --> 02:57:14.919]  And again, I'm not a Trump fan either.
[02:57:14.959 --> 02:57:16.200]  I don't like anybody there.
[02:57:16.680 --> 02:57:21.561]  Trump is totally, totally pro, pro, pro, pro what's going on in Gaza.
[02:57:21.962 --> 02:57:26.763]  And again, his son-in-law... What the hell is the guy's name?
[02:57:26.803 --> 02:57:27.323]  I forgot.
[02:57:27.723 --> 02:57:30.784]  The one who came and stayed over at his parents' house over there.
[02:57:32.485 --> 02:57:35.306]  Yeah, so he's totally... I'm an American.
[02:57:35.446 --> 02:57:38.887]  Oh, and they're calling this the little Lindsey Graham.
[02:57:38.927 --> 02:57:39.547]  Yeah, there he is.
[02:57:40.527 --> 02:57:43.429]  Uh, little Lindsey Graham called it a religious war.
[02:57:44.250 --> 02:57:44.550]  Okay.
[02:57:45.431 --> 02:57:47.232]  Oh, and then they just passed this other act.
[02:57:47.652 --> 02:57:52.095]  If you're a Palestinian marrying an Israeli, you don't become a citizen.
[02:57:52.155 --> 02:57:52.395]  Yeah.
[02:57:52.415 --> 02:57:55.898]  It's an apartheid state according to Human Rights Watch and a number of others.
[02:57:56.538 --> 02:57:58.339]  So they're calling this a religious war.
[02:57:59.120 --> 02:58:07.946]  Hey, what if I, the deacon of the Universal Church of Freedom, Peace and Justice, don't believe in your religion?
[02:58:10.441 --> 02:58:10.681]  Why?
[02:58:10.781 --> 02:58:11.681]  How dare you not?
[02:58:12.062 --> 02:58:13.162]  This is the little clown.
[02:58:13.522 --> 02:58:18.724]  How could people listen to little Lindsey Graham and they put that little slime ball on the media all the time?
[02:58:19.764 --> 02:58:20.124]  All the time.
[02:58:24.566 --> 02:58:24.866]  So.
[02:58:27.687 --> 02:58:28.247]  Here we got it.
[02:58:31.348 --> 02:58:32.208]  Religious war.
[02:58:33.029 --> 02:58:33.849]  Why are we fighting it?
[02:58:35.409 --> 02:58:36.830]  It's none of our business.
[02:58:38.510 --> 02:58:38.911]  Zero.
[02:58:39.651 --> 02:58:39.911]  Nada.
[02:58:41.377 --> 02:58:51.960]  I don't want to get involved in religious war, and just like they sold the baloney, World War I forward, we're bringing freedom and democracy to these countries.
[02:58:53.301 --> 02:58:55.201]  This isn't even about freedom and democracy.
[02:58:55.221 --> 02:58:56.582]  It's a religious war.
[02:58:58.903 --> 02:58:59.623]  Why are we involved?
[02:59:01.041 --> 02:59:03.582]  Ladies and gentlemen, we're in a war against the globalist.
[02:59:03.962 --> 02:59:06.284]  And people can't identify who's a patron and who isn't.
[02:59:06.644 --> 02:59:09.785]  We want to identify as pro-human and anti-globalist.
[02:59:09.845 --> 02:59:12.747]  We want to let people know we're 1776 Part 2.
[02:59:12.987 --> 02:59:23.572]  That's why I designed this amazing 1776 red, white, and blue Gadsden flag shirt so you can support the Info War and meet like-minded people everywhere when you wear it.
[02:59:23.712 --> 02:59:29.318]  When you wear these shirts, it creates an amazing amount of energy, and it's quite the adventure.
[02:59:29.618 --> 02:59:33.903]  So get your 1776 shirt right now at InfoWarsStore.com.
[02:59:34.043 --> 02:59:39.669]  And get your Team Humanity InfoWars Limited Edition shirt right now at InfoWarsStore.com.
[02:59:40.049 --> 02:59:45.310]  Ladies and gentlemen, this is antithetical, the complete opposite of what the globalists are pushing.
[02:59:45.550 --> 02:59:53.331]  So get both the Team Humanity and the 1776 Gadsden Snake Shirts, limited edition, at infowarestore.com right now.
[02:59:53.731 --> 02:59:59.572]  Spread the word, meet like-minded people, and fund the 1776 revolution worldwide.
[03:00:00.893 --> 03:00:02.953]  Great being on the Alex Jones Show again.
[03:00:04.413 --> 03:00:07.954]  Oh, the Wall Street Journal, I think it's the Wall S.H.
[03:00:07.994 --> 03:00:08.734]  something Journal.
[03:00:09.161 --> 03:00:11.722]  Oh, they've just fired 20 more employees.
[03:00:13.023 --> 03:00:19.326]  Oh, what's the LA Times, where they're losing 30, $40 million a year, firing employees.
[03:00:20.466 --> 03:00:24.748]  The Washington Compost, oh, the Washington Post firing employees.
[03:00:25.009 --> 03:00:26.529]  You're not getting journalism anymore.
[03:00:26.990 --> 03:00:31.552]  And that's what you're getting from InfoWars, what you're not getting anywhere else in so many different ways.
[03:00:32.032 --> 03:00:33.433]  So you really want to support them.
[03:00:33.993 --> 03:00:36.234]  And by supporting InfoWars, you're supporting yourself.
[03:00:36.906 --> 03:00:42.491]  And they got these great products coming on sale again, you know, to take advantage of it before they get sold out.
[03:00:43.031 --> 03:00:45.973]  And the one they have now is this, uh, it's a great product.
[03:00:46.534 --> 03:00:48.435]  It's the, uh, nitric boost.
[03:00:49.176 --> 03:00:53.119]  It's from InfoWars store.
[03:00:53.239 --> 03:00:53.780]  It's 40% off.
[03:00:54.840 --> 03:01:03.027]  So over the last 12 months, there hasn't been a more dynamic, more important product in the InfoWars store than nitric boost.
[03:01:03.147 --> 03:01:06.530]  Of course, I like their super male vitality, but anyway.
[03:01:07.389 --> 03:01:07.849]  Not really.
[03:01:08.189 --> 03:01:09.450]  And it's a different thing.
[03:01:10.070 --> 03:01:12.011]  But this nitric boost is really important.
[03:01:12.512 --> 03:01:16.213]  And in those 12 months, they've only been able to discount it by no more than 25%.
[03:01:16.293 --> 03:01:25.718]  So you're getting a real, real, real, real, not only a nitric boost, but a boost for your, what you're spending on this.
[03:01:25.898 --> 03:01:29.460]  And again, you're also boosting yourself and you're boosting InfoWars.
[03:01:30.240 --> 03:01:36.243]  So it has all these, these very potent products in it.
[03:01:36.684 --> 03:01:41.167]  That's really going to help you, and it's all crucial for various bodily functions.
[03:01:42.087 --> 03:01:53.654]  And again, it helps your immune system, cardiovascular health, increases the blood flow, so your exercise and performance increases, and plus, plus, more, more, more, more.
[03:01:53.674 --> 03:01:54.874]  There's never been a better time.
[03:01:55.455 --> 03:02:04.760]  Get it now where you can get it, and again, you're getting it at 40% off Nitric Boost from InfoWars store today.
[03:02:05.706 --> 03:02:08.307]  So you're boosting you and you're boosting InfoWars.
[03:02:08.747 --> 03:02:10.108]  And we all need that boost.
[03:02:11.969 --> 03:02:14.790]  Because it's getting really, really bad here.
[03:02:16.050 --> 03:02:24.314]  EU approves $54 billion package to keep bloodying the killing fields in Ukraine.
[03:02:25.374 --> 03:02:36.692]   Hey, as all you Europeans, the high cost of energy, inflation, Ah, Germany, you're in a recession!
[03:02:37.173 --> 03:02:38.874]  Keep sending that money!
[03:02:39.294 --> 03:02:45.217]  Who cares about the plantation workers of Slavelandia in a country near you?
[03:02:45.597 --> 03:02:47.778]  We gotta keep those wars going.
[03:02:48.138 --> 03:03:01.165]  And then you look at the picture that they put up of these guys in the EU to push this through.
[03:03:02.071 --> 03:03:11.493]  A bunch of little jerks, slobby looking characters that couldn't fight their way out of a paper bag.
[03:03:13.374 --> 03:03:14.594]  It's a cartoon!
[03:03:15.374 --> 03:03:16.674]  No, it's a political system.
[03:03:18.875 --> 03:03:27.757]  By the way, I also taught American politics and campaign technology, how to run political campaigns, and I taught it at St.
[03:03:27.817 --> 03:03:28.977]  John's University.
[03:03:29.678 --> 03:03:31.558]  So I know a thing or two about this stuff.
[03:03:32.847 --> 03:03:46.558]  The people that are in the UN, the United Nothings, all of these stupid groups are little slime balls that suck their way into the system, that can't get a job in the real world.
[03:03:47.358 --> 03:03:49.360]  Oh, there's another name for them at different levels.
[03:03:49.920 --> 03:03:51.141]  Bureaucraps.
[03:03:52.442 --> 03:03:53.543]  Pieces of crap.
[03:03:54.025 --> 03:04:04.210]  That become the most arrogant anywhere, anyplace, as soon as they get in there and they suck their way up to the top by bowing down and bending over.
[03:04:05.010 --> 03:04:07.451]  Yeah, so they are the worst.
[03:04:08.051 --> 03:04:18.696]  So, going back, and as we're looking at this, oh, Eurozone economy flattens as Germany and France falter.
[03:04:19.116 --> 03:04:20.957]  Oh, this is the Financial Times.
[03:04:22.438 --> 03:04:22.818]  Yeah.
[03:04:23.178 --> 03:04:27.259]  Look, Europe is still recovering from the lingering energy shock.
[03:04:30.760 --> 03:04:33.120]  Oh, wait a minute.
[03:04:33.640 --> 03:04:48.603]  During recession, fourth largest country in the world, Germany, largest economy in the world, fourth largest, largest in Europe, they're actually in a recession.
[03:04:49.504 --> 03:04:52.483]   France, right behind them, Baltering.
[03:04:53.064 --> 03:04:59.769]  And they sent $54 billion, not million, billion dollars to keep the war machine going.
[03:05:00.089 --> 03:05:01.791]  World War III has begun.
[03:05:02.091 --> 03:05:03.752]  People better get this in their head.
[03:05:04.573 --> 03:05:06.434]  Oh no, did you see the Grammys last night?
[03:05:06.454 --> 03:05:17.663]  Oh, and I put on a concert with Ella Fitzgerald at the Atlanta Convention Center where I work for a trade association.
[03:05:18.423 --> 03:05:20.085]  Took over the Superdome, put him on for D.R.
