[00:00:01.277 --> 00:00:01.598]  The End.
[02:57:58.423 --> 02:58:03.147]  Well, we have Body's Ultimate Turmeric Formula with 95% curcuminoid extract.
[02:58:03.567 --> 02:58:06.069]  No one that we know of has it even above 85%.
[02:58:06.270 --> 02:58:14.737]  This is the strongest formula on the market, and it's way lower priced than some of the top brands out there that are 75%, 80% humanoid.
[02:58:15.218 --> 02:58:18.000]  Body's Ultimate Turmeric Formula is amazing.
[02:58:18.260 --> 02:58:19.501]  You're missing out if you don't try it.
[02:58:19.802 --> 02:58:25.367]  It's discounted right now, 40% off at Infowars.com, and it funds the InfoWar, a total 360 win.
[02:58:25.627 --> 02:58:27.449]  You owe it to yourself to try Body's.
[02:58:27.749 --> 02:58:28.590]  I know you'll be amazed.
[02:58:28.870 --> 02:58:29.851]  Get yours right now.
[02:58:30.151 --> 02:58:30.712]  That's right.
[02:58:48.479 --> 02:58:51.021]  Ladies and gentlemen, we're in a war against the globalists.
[02:58:51.401 --> 02:58:53.743]  And people can't identify who's a patron and who isn't.
[02:58:54.063 --> 02:58:57.225]  We want to identify as pro-human and anti-globalists.
[02:58:57.265 --> 02:59:00.187]  We want to let people know we're 1776 Part 2.
[02:59:00.427 --> 02:59:11.015]  That's why I designed this amazing 1776 red, white, and blue Gadsden flag shirt so you can support the Info War and meet like-minded people everywhere when you wear it.
[02:59:11.135 --> 02:59:16.758]  When you wear these shirts, it creates an amazing amount of energy and it's quite the adventure.
[02:59:17.038 --> 02:59:21.320]  So get your 1776 shirt right now at InfoWarsStore.com.
[02:59:21.460 --> 02:59:27.103]  And get your Team Humanity InfoWars Limited Edition shirt right now at InfoWarsStore.com.
[02:59:27.483 --> 02:59:32.747]  Ladies and gentlemen, this is antithetical, the complete opposite of what the globalists are pushing.
[02:59:32.988 --> 02:59:40.794]  So get both the Team Humanity and the 1776 Gadsden Snake Shirts, limited edition, at infowarestore.com right now.
[02:59:41.174 --> 02:59:47.039]  Spread the word, meet like-minded people, and fund the 1776 revolution worldwide.
[02:59:49.822 --> 02:59:55.727]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:00:03.047 --> 03:00:11.434]  Alright, final segment with Adrian Dittman and then we're going to come back and take some more calls or some more ex-comments here at Real Alex Jones.
[03:00:11.474 --> 03:00:13.176]  So thanks for your time, Adrian.
[03:00:13.596 --> 03:00:15.718]  Anything else you'd like to add to the viewers and listeners out there?
[03:00:18.590 --> 03:00:20.011]  Yeah, where were we at?
[03:00:20.592 --> 03:00:23.795]  We're just talking about the total sea change happening.
[03:00:23.815 --> 03:00:27.938]  There's definitely an old system going down, a new system coming in.
[03:00:28.339 --> 03:00:32.222]  The globalists know that, and we're at a major flux point.
[03:00:32.722 --> 03:00:35.485]  Do you agree with that, and where do you think we should go?
[03:00:38.923 --> 03:00:43.792]  What we really should be paying attention to is what I think will be defined as value in the future.
[03:00:43.812 --> 03:00:49.241]  And I think the only thing that bears any actual value, if you really look at it towards the end, is information.
[03:00:54.583 --> 03:00:57.485]  For instance, look at information management systems like this platform.
[03:00:57.765 --> 03:01:03.969]  The reason why it is so powerful is because it can manage a lot of information and distribute it to certain areas.
[03:01:04.349 --> 03:01:11.073]  It can make a lot of interesting things happen in the real world because with information, action follows, right?
[03:01:11.513 --> 03:01:12.734]  It empowers people.
[03:01:16.575 --> 03:01:16.816]  Yeah.
[03:01:17.156 --> 03:01:18.116]  Essentially, yeah.
[03:01:18.297 --> 03:01:21.919]  It empowers people to take action in certain areas because now they're knowledgeable of those areas.
[03:01:22.199 --> 03:01:30.004]  If I told you, for instance, hey, you can use this product over here, which is a lot better than this established product, then you're probably going to use that product if I give you a good demonstration of it.
[03:01:30.325 --> 03:01:32.006]  Because this information of that is now
[03:01:32.546 --> 03:01:33.207]  We're good to go.
[03:01:56.584 --> 03:01:56.884]  I think?
[03:02:12.960 --> 03:02:15.463]  Much like a database prompts for, you know, SQL, right?
[03:02:15.483 --> 03:02:24.753]  You look at SQL, make a database prompt, you get back certain things based on a question that you asked in a very programmatic way, of course, and you do something wrong, you get wrong things, and AI is kind of operating in a similar way.
[03:02:25.093 --> 03:02:30.659]  Except that there's more leeway for the AI because, you know, hallucination helps, because that's what they're built on.
[03:02:30.679 --> 03:02:32.761]  They're basically just hallucination engines.
[03:02:33.314 --> 03:02:41.161]  Well, I was about to say, I'm not an engineer or a software genius, but I know when they banned me five years ago, we had tens of millions listening on our podcast.
[03:02:41.182 --> 03:02:45.105]  Well, in a few months, it wasn't run by them because people were searching it.
[03:02:45.305 --> 03:02:46.446]  Our podcast came back.
[03:02:46.527 --> 03:02:55.235]  They never even knew when they thought we were banned that we were already on all the indexes because AI and the systems already connected us because the people wanted it.
[03:02:57.503 --> 03:02:57.843]  Exactly.
[03:02:58.223 --> 03:02:58.503]  Exactly.
[03:02:58.523 --> 03:02:59.364]  There you go.
[03:02:59.484 --> 03:03:03.885]  And this is a scale model demonstration of how information is the most powerful thing ever.
[03:03:05.826 --> 03:03:08.227]  Even if, say, encryption is a similar thing, right?
[03:03:08.367 --> 03:03:10.487]  You can, say, manufacture certain code words.
[03:03:10.547 --> 03:03:18.910]  If you say you have censorship in a system, you could potentially manufacture certain code words that you use in place of other words to basically say what it is that you want to say.
[03:03:19.210 --> 03:03:20.111]  Well, that's how I know X is free!
[03:03:38.542 --> 03:03:43.845]  Freer, because every, Adrian, because every site I go to won't let me say fuck.
[03:03:44.285 --> 03:03:47.367]  But when I go to type that on Twitter or XNow, it lets me.
[03:03:47.767 --> 03:03:51.669]  So obviously that's been disengaged at X, where I can just say what I want.
[03:03:56.669 --> 03:03:57.310]  You could do that.
[03:03:57.390 --> 03:03:58.491]  I don't think you should do that.
[03:03:58.511 --> 03:03:59.392]  I think it's a bad idea.
[03:03:59.552 --> 03:04:00.594]  I'm not saying it's good.
[03:04:00.634 --> 03:04:03.998]  I'm just saying I'm noticing that every platform won't let me say that.
[03:04:04.018 --> 03:04:05.279]  Not that I need to use that term.
[03:04:05.660 --> 03:04:10.866]  I'm just saying suddenly I can type that on because if I'm on Google and I say F-U-C-K, I get duck.
[03:04:11.407 --> 03:04:12.929]  When I'm on X, I don't get duck.
[03:04:13.029 --> 03:04:13.950]  I get the other word.
[03:04:18.291 --> 03:04:19.752]  Yeah, yeah, exactly.
[03:04:19.772 --> 03:04:24.012]  Yeah, yeah, that definitely works on here still.
[03:04:24.252 --> 03:04:26.853]  It's probably not good for you long-term to swear around on the platform.
[03:04:26.973 --> 03:04:29.493]  It doesn't lead to a regretted user on it.
[03:04:29.533 --> 03:04:31.814]  But, I mean, you can do whatever it is that you want.
[03:04:31.874 --> 03:04:35.334]  I mean, if you have enough pull, you can do whatever.
[03:04:35.354 --> 03:04:38.415]  It's definitely indicative.
[03:04:38.475 --> 03:04:42.816]  That statement is actually supported by, say, the troll account that attacked me and started all this nonsense, right?
[03:04:44.856 --> 03:04:46.197]  Adrian, I got a one minute break.
[03:04:46.237 --> 03:04:47.037]  I gotta join stations.
[03:04:47.097 --> 03:04:47.577]  Don't leave.
[03:04:47.877 --> 03:04:49.318]  Final statement by Adrian Dittman.
[03:04:50.198 --> 03:04:50.979]  60 seconds away.
[03:04:51.259 --> 03:04:52.279]  Joining a bunch of stations.
[03:04:52.299 --> 03:04:53.620]  Again, we're on radio stations.
[03:04:53.720 --> 03:04:54.320]  Ancient thing.
[03:04:54.780 --> 03:04:55.661]  People are still listening.
[03:04:56.021 --> 03:04:56.601]  Back in 60.
[03:04:57.421 --> 03:04:59.562]  Let me start by saying you do a great show.
[03:04:59.722 --> 03:05:00.062]  Thank you.
[03:05:00.283 --> 03:05:02.804]  And let me point out that I took X2 iodine.
[03:05:02.884 --> 03:05:04.144]  I started taking that stuff.
[03:05:04.184 --> 03:05:07.386]  The best iodine I think I ever found is what you guys are selling.
[03:05:07.486 --> 03:05:08.386]  When did you start taking it?
[03:05:08.666 --> 03:05:12.608]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[03:05:13.268 --> 03:05:15.970]  And I started eating a little better, but my blood pressure stayed high.
[03:05:15.990 --> 03:05:23.516]  And when I took X2 iodine, after about three or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing.
[03:05:23.636 --> 03:05:25.837]  And my blood pressure came down to the perfect level.
[03:05:26.218 --> 03:05:29.160]  And I tell people the only thing I did was X2 iodine.
[03:05:29.620 --> 03:05:43.489]  And even though I do think all your other products are good, I recommend to anybody that they start with X2 Iodine because it detoxifies your body and kind of kicks your natural DNA into full force.
[03:05:43.569 --> 03:05:47.071]  So, in my life, I found X2 Iodine to be best.
[03:05:47.511 --> 03:05:50.973]  I tried other Iodines and they didn't have the same effect.
[03:05:51.273 --> 03:05:53.575]  So, X2 Iodine, I really wanted to point that out.
[03:05:58.203 --> 03:06:03.197]  From the front lines of the Information War, it's Alex Jones!
[03:06:12.699 --> 03:06:16.780]  By the way, I wasn't Adam Curry, the first podcaster, but I was like the third or fourth.
[03:06:16.800 --> 03:06:21.341]  So I've been doing podcasts for 25 years and I get no commercials.
[03:06:21.681 --> 03:06:23.782]  But we're on hundreds of radio stations, TV stages.
[03:06:24.202 --> 03:06:26.603]  It's why we have like 12 minutes of ads or whatever it is an hour.
[03:06:26.623 --> 03:06:28.363]  I apologize for that, but that's the way it is.
[03:06:28.703 --> 03:06:30.544]  I'm doing more and more shows that are commercial free.
[03:06:31.304 --> 03:06:34.365]  Adrian Dittman, very popular person on Exhibition.
[03:06:34.385 --> 03:06:34.925]  Follow him.
[03:06:35.925 --> 03:06:37.845]  I appreciate you holding to the break so you're very busy.
[03:06:38.286 --> 03:06:39.826]  Any other closing comments you'd like to make?
[03:06:44.655 --> 03:06:52.798]  Yeah, I mean, partially, I think what people need to consider is that information warfare is an attack on one's ability to recall and recount history.
[03:06:53.778 --> 03:06:56.379]  If you can control those aspects, you control everything.
[03:06:56.939 --> 03:07:00.601]  So again, this is also part of how you control information management systems.
[03:07:00.981 --> 03:07:06.503]  Also, laws control information management systems, heuristics on AI, so you can think of them as similar things, right?
[03:07:09.205 --> 03:07:14.589]  It's a reason why, when Elon says, he who controls the memes controls the universe, why that makes sense.
[03:07:14.669 --> 03:07:15.730]  Because of course it makes sense.
[03:07:15.750 --> 03:07:17.632]  If you control that, you control everything.
[03:07:17.712 --> 03:07:22.877]  Some memes, for instance, that I see, I know where they're from, and they're not actually put there for organic reasons.
[03:07:22.917 --> 03:07:24.678]  They're put there to make you think a certain way.
[03:07:24.698 --> 03:07:30.924]  They're actual meme divisions of certain companies, such that things that
[03:07:30.964 --> 03:07:31.144]  I think.
[03:07:46.274 --> 03:07:46.694]  I think so.
[03:08:14.167 --> 03:08:15.189]  That's essentially it.
[03:08:15.310 --> 03:08:20.963]  I'm gonna actually have an interview on this kind of later, but... Well, tell us about how we find your show.
[03:08:20.983 --> 03:08:23.829]  Tell us, Adrian, how we find your show, how we tune in to you.
[03:08:26.234 --> 03:08:28.396]  I just do spaces, so whenever I go live, I go live.
[03:08:28.776 --> 03:08:30.397]  I'm going live at 6 p.m.
[03:08:30.477 --> 03:08:30.838]  Eastern.
[03:08:30.858 --> 03:08:36.442]  I'm going to be interviewing the guy who made The Warren Children.
[03:08:36.462 --> 03:08:40.125]  It's this really interesting movie, which I think is definitely watched by Robbie Starbuck.
[03:08:41.245 --> 03:08:43.027]  Oh yeah, Elon put that out last week.
[03:08:43.087 --> 03:08:44.208]  It got 200 million views.
[03:08:44.288 --> 03:08:45.749]  Wow, I'm glad Elon did that.
[03:08:47.435 --> 03:08:48.315]  Yeah, yeah, same, same.
[03:08:48.335 --> 03:08:54.098]  It's actually very interesting, and he also outlines the mere exposure effect, and he also has been attacked by A.I.s.
[03:08:55.219 --> 03:09:09.925]  He was prompting Geminis, asking it, hey, what's going on with Robbie Starbuck, and then basically what happened there was, oh, we should seek the death penalty for him, because he's done tremendous amounts of crimes and stuff like that, and he asked for sources, and there weren't any, so it just made it up somehow.
[03:09:10.265 --> 03:09:12.967]  So you have to ask yourself, how the hell is the A.I.
[03:09:13.067 --> 03:09:13.667]  thinking this?
[03:09:13.967 --> 03:09:15.508]  Why would it think this?
[03:09:16.637 --> 03:09:17.078]  Exactly.
[03:09:17.098 --> 03:09:21.806]  Well, Adrian, I would love to come on your show anytime, because I see the great work you do.
[03:09:22.126 --> 03:09:25.892]  If you'd like to have me on, I'd love to come on and talk about free speech and cancel culture.
[03:09:26.313 --> 03:09:27.715]  Adrian, thank you so much for the time.
[03:09:30.339 --> 03:09:30.900]  Thanks for having me.
[03:09:53.121 --> 03:09:56.884]  Got a bunch of family stuff going on, a bunch of good stuff going on by the way, a bunch of great stuff going on.
[03:09:56.924 --> 03:10:00.687]  I just gotta, it's very hard to be here on air four hours a day and then deal with all this.
[03:10:00.767 --> 03:10:01.448]  I'm not bitching.
[03:10:01.908 --> 03:10:03.789]  I'm just saying, I'm not Elon Musk.
[03:10:03.809 --> 03:10:04.730]  I don't know how he does it all.
[03:10:05.511 --> 03:10:07.713]  I'm like an octopus and I'm exhausted.
[03:10:08.473 --> 03:10:09.814]  But we got that all going down.
[03:10:09.914 --> 03:10:13.117]  Chase, let's run through a bunch of, whoever you want to put up next.
[03:10:13.317 --> 03:10:18.341]  Let's put Zach Voorhees, a great person, on air with us.
[03:10:21.528 --> 03:10:26.970]  Me back on your show, it always amazes me how you are tireless and never stop broadcasting.
[03:10:27.190 --> 03:10:33.132]  I tried to do the influencer thing a little bit, exhausting, but you're there every single day.
[03:10:33.573 --> 03:10:50.419]  And this Google story is blowing my mind, but not that surprising, given that Jenji and I, the person in charge of this entire debacle with AI and erasure of certain demographics,
[03:10:50.985 --> 03:10:56.927]  Was the same person that Project Veritas busted in 2019 with our big, giant Google story.
[03:10:56.947 --> 03:11:01.588]  And that doesn't seem to be on anyone's radar right now, but it's the exact same person.
[03:11:01.608 --> 03:11:01.888]  That's right.
[03:11:01.928 --> 03:11:05.029]  You're a major, for like five years, a major Google whistleblower.
[03:11:05.049 --> 03:11:06.149]  I remember seeing it.
[03:11:06.189 --> 03:11:07.549]  This guy's been on the radar before.
[03:11:07.569 --> 03:11:10.710]  So what do you think's behind this whole erasing white people off the internet?
[03:11:13.278 --> 03:11:15.159]  I think it's part of the agenda.
[03:11:15.519 --> 03:11:23.261]  You know, they need to... I believe that the United States is undergoing ideological subversion, demoralization, destabilization.
[03:11:23.321 --> 03:11:24.602]  We're being put through crisis.
[03:11:24.882 --> 03:11:35.185]  I think that what's on the chopping block is this, you know, Constitution that the United States has, and it's an impediment to the globalist world order.
[03:11:35.365 --> 03:11:36.245]  And so... Exactly!
[03:11:36.285 --> 03:11:42.547]  America's got to get rid of... because the idea of freedom, not that we're perfect, but the idea is such a threat to them.
[03:11:44.142 --> 03:11:44.722]  Absolutely.
[03:11:44.782 --> 03:11:47.404]  And they need to take down the people that would stand up to them.
[03:11:47.464 --> 03:11:58.631]  And so, you know, right now what you see is that they promote these really woke individuals into positions of power, and no matter how much they get exposed for their bad deeds, they seem to get promoted.
[03:11:59.131 --> 03:12:02.893]  Which seems kind of weird, except this is what happens in communism.
[03:12:04.154 --> 03:12:15.941]  People may not know that the person who organized Tiananmen Square for the CCP was promoted, not fired, for his crackdown on the protesters.
[03:12:16.001 --> 03:12:28.249]  And this is what we see going on right now with Google, is that instead of taking the warning signs, getting rid of Jen Janai, they gave her more power, put her in charge of the entire AI alignment operation.
[03:12:29.129 --> 03:12:35.491]  Meanwhile, did you notice this week the former head of YouTube, and I'm sad this happened, sonned out of fentanyl.
[03:12:36.091 --> 03:12:40.352]  She literally said five years ago, I'm banning Alex Jones because my son is obsessed with him.
[03:12:40.912 --> 03:12:41.893]  That is so sad.
[03:12:44.133 --> 03:12:46.694]  Whoa, I wonder if it's the same son.
[03:12:48.638 --> 03:12:59.107]  I don't know, but the former head of YouTube's son died of fentanyl five days ago, four days ago, and she had said, I banned Alex Jones because my son is obsessed with him when he was 15.
[03:12:59.187 --> 03:13:00.288]  Now he died of fentanyl at 19.
[03:13:00.408 --> 03:13:06.033]  It's absolutely, absolutely crazy, this world that we're in.
[03:13:07.503 --> 03:13:11.887]  And it's really sad, like people say, oh, the private corporations, they could do what they want.
[03:13:11.987 --> 03:13:19.414]  But look, Alex Jones was banned within, what, two minutes on all the different platforms in 2018, I believe.
[03:13:19.614 --> 03:13:19.854]  Yes.
[03:13:20.074 --> 03:13:23.277]  You know, it's like August 3rd, August 3rd, 2018.
[03:13:23.717 --> 03:13:24.378]  August 3rd.
[03:13:24.438 --> 03:13:27.140]  Yeah, I was there watching it on the inside at Google.
[03:13:27.260 --> 03:13:28.702]  And what people need to realize is that
[03:13:29.418 --> 03:13:44.985]  These social media companies are infiltrated with intelligence assets and they're all working together and they pretend that they're not, but it's very clear that this is yet another example of them pushing forward their agenda and gaslighting us.
[03:13:46.403 --> 03:13:49.064]  And they're weak, and they're stupid, and we shouldn't bow down to them.
[03:13:49.364 --> 03:13:53.446]  I think Elon Musk realizes their system's going down, so he wants to build a new system.
[03:13:53.466 --> 03:13:54.666]  Let's just be honest about that.
[03:13:55.426 --> 03:13:57.027]  Instead of thinking, oh, they're all-powerful.
[03:13:57.107 --> 03:14:00.948]  I'm so sick of the New World Order's all-powerful, and everybody's controlled by them.
[03:14:00.988 --> 03:14:02.029]  They're not people.
[03:14:02.449 --> 03:14:03.929]  Thank you so much, Zach Voorhees.
[03:14:03.969 --> 03:14:04.630]  Who's up next?
[03:14:04.710 --> 03:14:05.350]  Chase Geyser.
[03:14:06.030 --> 03:14:09.731]  Let's hear from ex-Habib, who's been waiting patiently for a long time.
[03:14:09.831 --> 03:14:13.553]  If you are still there and still have something to say, ex-Habib, go ahead and unmute and say it.
[03:14:15.020 --> 03:14:15.541]  Yeah, sure.
[03:14:15.581 --> 03:14:16.982]  Thanks for having me up, guys.
[03:14:17.503 --> 03:14:23.269]  First of all, I just think it's hard for me to believe that Google didn't test this enough to catch this issue ahead of time.
[03:14:23.950 --> 03:14:27.394]  I'm eager to learn more about what went wrong, so hopefully we find out more information.
[03:14:27.414 --> 03:14:30.938]  Well, yeah, imagine how much you had to program it to show no white people.
[03:14:31.038 --> 03:14:31.839]  I mean, give me a break.
[03:14:33.047 --> 03:14:36.830]  What I found interesting, though, was the timing about all the Gmail rumors yesterday.
[03:14:37.351 --> 03:14:44.357]  For those who don't know, there was like a rumor about, there was a screenshot going around all of social media about Gmail shutting down.
[03:14:45.117 --> 03:14:54.985]  And I'm speculating, but to me it's clear that Google's public relations team probably released something about Gmail yesterday, got everyone to talk about it so that we stopped talking about Gemini.
[03:14:55.005 --> 03:14:58.989]  By the way, for those who know about Gmail, it spies on everything you do.
[03:15:02.153 --> 03:15:03.593]  Yeah, and honestly, it worked.
[03:15:03.893 --> 03:15:06.834]  Like, for Google's PR team, like, props to them, because it worked.
[03:15:06.914 --> 03:15:10.355]  Everyone was talking about Gmail, and no one was talking about Gemini for a while.
[03:15:10.655 --> 03:15:15.136]  Then they came out and were like, oh no, we're not getting rid of Gmail, which is obvious, because it's way too big.
[03:15:15.736 --> 03:15:21.497]  But, like, we already saw Google rebrand BARD to Gemini, so I'm wondering if they're going to rebrand this again.
[03:15:21.617 --> 03:15:22.838]  Well, names mean something.
[03:15:22.858 --> 03:15:24.578]  Let me ask Chase Geiser and you this.
[03:15:25.178 --> 03:15:27.299]  Why are they obsessed with Gemini like NASA is?
[03:15:27.359 --> 03:15:28.159]  What is it about Gemini?
[03:15:29.679 --> 03:15:30.600]  Man, I don't know.
[03:15:30.660 --> 03:15:40.414]  Some of these names behind these technologies are really cryptic, and we can go down rabbit holes with conspiracy theories about what it means, but this whole...
[03:15:41.564 --> 03:15:45.527]  Big tech, and it sort of comes, I think, from the military-industrial complex.
[03:15:45.547 --> 03:15:50.771]  If you know famously, I believe it was Operation Overlord for the D-Day invasion.
[03:15:51.211 --> 03:16:00.598]  And these grandiose projects and products have these grandiose names given by the leaders of these organizations, leadership.
[03:16:01.078 --> 03:16:06.282]  And I almost think it's like an ego thing, where they see themselves as gods and overlords.
[03:16:06.442 --> 03:16:08.324]  And that's why they name it after great gods.
[03:16:08.404 --> 03:16:09.865]  You just bingoed it.
[03:16:10.805 --> 03:16:12.146]  X comment or anything else?
[03:16:13.987 --> 03:16:24.833]  Yeah, I was just gonna say like this is why things like Grok are so important because we need competition, but we also need regulation to make sure these other people aren't stuck on these AIs that are pushing certain agendas.
[03:16:25.753 --> 03:16:27.254]  Great points, great points.
[03:16:27.294 --> 03:16:27.735]  Thank you.
[03:16:28.255 --> 03:16:29.175]  Up next, let's go.
[03:16:30.356 --> 03:16:32.557]  Alex Utopia, go ahead and unmute and say what you got to say.
[03:16:32.577 --> 03:16:33.818]  You've had your hand raised for some time.
[03:16:34.298 --> 03:16:35.619]  If you're still there with us, go ahead.
[03:16:37.612 --> 03:16:38.973]  Yeah, Alex, great energy.
[03:16:39.053 --> 03:16:39.753]  Love to be here.
[03:16:39.853 --> 03:16:43.014]  And I just thought I'd quickly explain exactly how that happened, right?
[03:16:43.435 --> 03:16:45.495]  Because, like, we kind of know how that happened.
[03:16:45.615 --> 03:16:49.557]  An AI will give you what is in the data set, right?
[03:16:49.657 --> 03:16:50.658]  So the pope is white.
[03:16:50.958 --> 03:16:53.779]  So if you ask the AI to make a pope, it will be white.
[03:16:54.239 --> 03:16:55.221]  That's easy peasy.
[03:16:55.481 --> 03:17:00.049]  The only way you get an AI to do something else is to specifically instruct it.
[03:17:00.349 --> 03:17:04.215]  An open AI with TGPT does the exact same thing and we can prove it, right?
[03:17:04.556 --> 03:17:07.721]  Because there's something... She doesn't tell and only show black people, right?
[03:17:08.965 --> 03:17:10.707]  Yes, here's the hidden system prompt for it.
[03:17:10.747 --> 03:17:12.290]  May I have it in front of me right now?
[03:17:12.370 --> 03:17:15.914]  It says, diversify depictions of all images.
[03:17:16.275 --> 03:17:21.682]  It says things like, all of a given occupation should be not the same gender or race.
[03:17:21.982 --> 03:17:26.028]  It says things like, focus on creating diverse and inclusive scenes.
[03:17:26.548 --> 03:17:30.309]  That's what they told it to do in every hidden system prompt, as we call it.
[03:17:30.329 --> 03:17:34.931]  This is like an instruction that the NMM is given before you talk to it, right?
[03:17:35.351 --> 03:17:38.612]  And that's the only way, 100%, you get these AIs to do this.
[03:17:38.892 --> 03:17:48.996]  So we know for a fact that Google told them to do it exactly like that, which I find extremely dangerous, because now we can say, oh, it's only Google Germany, right?
[03:17:49.236 --> 03:17:53.237]  But soon AI is in every software known to man, and then it's game over.
[03:17:53.357 --> 03:17:54.498]  Then history is erased.
[03:17:55.338 --> 03:17:57.901]  Exactly, this was an assault on history.
[03:17:58.281 --> 03:18:01.604]  If they erased all the black people and showed Shaka Zilla as white, I'd be pissed off.
[03:18:01.944 --> 03:18:03.286]  Or Martin Luther King Jr.
[03:18:03.746 --> 03:18:05.127]  as white, I'd say, what is this?
[03:18:05.207 --> 03:18:06.749]  I mean, this is dangerous.
[03:18:08.831 --> 03:18:09.831]  This is censorship 2.0.
[03:18:13.775 --> 03:18:14.816]  Great point, sir, thank you.
[03:18:15.457 --> 03:18:20.081]  We're going to hand the baton soon to the great Jay Dyer, but let's take a few more comments.
[03:18:20.776 --> 03:18:21.838]  From Leonard.
[03:18:22.219 --> 03:18:24.083]  Leonard, go ahead and unmute yourself and say what you gotta say.
[03:18:24.123 --> 03:18:25.266]  I see that you're active with the emojis.
[03:18:27.034 --> 03:18:31.417]  Yes, Adrian and Alex are top in class, best in class on X to fact check me.
[03:18:31.458 --> 03:18:36.882]  But Alex, for a non-technical person, when you were speaking with that other speaker, you were actually correct.
[03:18:37.382 --> 03:18:43.847]  And to pour hot sauce on what Alex is saying is there's three core components to training a model.
[03:18:44.027 --> 03:18:49.171]  It's like there's this base pre-training where you put in text so it can find the patterns.
[03:18:49.211 --> 03:18:52.414]  Think of that as if we were making a pizza, like you're making the pizza dough.
[03:18:52.874 --> 03:18:57.058]  There's a second core component and it's what in the industry is called fine tuning.
[03:18:57.439 --> 03:19:04.245]  Think about that as like adding toppings and more or less that fine tuning is making the model like niche, like whatever you want it to specialize.
[03:19:04.786 --> 03:19:12.974]  Now what Alex was saying, and this is what Alex, the speaker before, not Alex Jones, but Alex, when you were saying this was done on purpose,
[03:19:13.434 --> 03:19:18.235]  The language I want to give is the core component called the safety layer.
[03:19:18.876 --> 03:19:27.858]  And that layer is what, when we put a prompt into the model and it wants to give back an answer, it won't just give it straight back.
[03:19:27.918 --> 03:19:29.559]  It has to go through that safety layer.
[03:19:29.939 --> 03:19:35.901]  That safety layer is what Alex, the other speaker, was talking about where it gives those rules.
[03:19:36.021 --> 03:19:39.602]  So Alex Jones, when you were speaking with that other speaker, you were 100% correct.
[03:19:41.202 --> 03:19:48.067]  And the fact that this was done intentionally and the AI model didn't go rogue in doing this.
[03:19:48.367 --> 03:19:49.988]  So I just wanted to give you language for that.
[03:19:50.328 --> 03:19:54.671]  It's the safety layer and anybody can go to perplexity.ai and fact check me.
[03:19:55.271 --> 03:19:56.572]  And then the second point, Alex.
[03:19:58.013 --> 03:19:59.035]  Why did Google do this?
[03:19:59.435 --> 03:20:07.926]  If we go back to March of last year when Microsoft launched Bing Chat and there was a bunch of controversy that it was going haywire and it was a Nazi.
[03:20:08.306 --> 03:20:12.912]  Well, if you were paying attention at that time, Google called a red alert and so did Amazon.
[03:20:14.136 --> 03:20:18.860]  Their objective is they wanted to slow down adoption and they were successful to some degree.
[03:20:19.300 --> 03:20:26.906]  Now nobody even remembers that with Google or Microsoft being and now it's co-pilot and people are using it like they completely forgot.
[03:20:27.366 --> 03:20:36.973]  So when Google launched Gemini 1.5, OpenAI came out with their text video and said sit down Google and nobody was talking about it.
[03:20:37.253 --> 03:20:43.019]  So I believe they did this because it's that old adage of there's no such thing as bad publicity.
[03:20:43.279 --> 03:20:43.880]  Because look at it.
[03:20:44.120 --> 03:20:44.701]  We're all talking about it.
[03:20:44.721 --> 03:20:45.302]  No, I totally agree.
[03:20:45.582 --> 03:20:52.289]  And by Google, who's still dominant doing this, don't they infect all the rest of the AI with this view of what people look like?
[03:20:53.766 --> 03:20:57.729]  A hundred percent, and that's why everybody should be on Exxon using Grok.
[03:20:57.789 --> 03:21:04.355]  We're moving in an era where we can't just be on every single platform for all exposure.
[03:21:04.655 --> 03:21:08.118]  We have to start looking at who's running these companies and making some choices.
[03:21:10.163 --> 03:21:12.705]  AI is beautiful because it shows us ourselves.
[03:21:13.246 --> 03:21:14.307]  It's very narcissistic.
[03:21:14.327 --> 03:21:15.248]  We're looking into the water.
[03:21:15.968 --> 03:21:21.253]  We see this and it's so beautiful because it's an expression of scraping what we are.
[03:21:21.834 --> 03:21:33.164]  But when they put in the false programming to make us see a false vision of what really is going on, it creates a virus basically accepting the fact that they can put in false information.
[03:21:33.404 --> 03:21:34.265]  We love black people.
[03:21:34.465 --> 03:21:37.028]  This doesn't help black people to show everybody history is black.
[03:21:38.531 --> 03:21:44.639]  It's an attempt to use political correctness as an excuse to enter a virus of false information against history.
[03:21:44.719 --> 03:21:45.320]  Is that accurate?
[03:21:46.974 --> 03:21:48.475]  That's 100% accurate.
[03:21:48.915 --> 03:21:53.998]  And I logged in to Gemini while we were doing this talk, and it won't create people at all.
[03:21:54.138 --> 03:21:56.640]  If you try to create any person, it says, sorry, we're working on this.
[03:21:57.040 --> 03:22:06.226]  So that tells me they did this to get the attention, to get the headlines, to get people talking, and now people are aware of Gemini, and then now they turned it off, and they're going to fix it.
[03:22:06.246 --> 03:22:06.406]  Exactly.
[03:22:06.426 --> 03:22:07.947]  It was all a stunt for Gemini.
[03:22:09.378 --> 03:22:09.918]  Exactly.
[03:22:09.998 --> 03:22:12.380]  And then we'll move on to the next headline and we'll forget about that.
