[00:00:01.325 --> 00:00:02.465]  The corrupt U.S.
[03:07:59.684 --> 03:08:00.345]  This is Google.
[03:08:01.245 --> 03:08:01.525]  Okay?
[03:08:02.165 --> 03:08:03.765]  Same exact search.
[03:08:03.885 --> 03:08:06.546]  Same exact search on DuckDuckGoes.
[03:08:06.806 --> 03:08:07.846]  And they're giving you numbers.
[03:08:08.346 --> 03:08:11.047]  Greater than 100 or 5%, etc.
[03:08:11.367 --> 03:08:12.587]  I mean, .gov sites.
[03:08:12.988 --> 03:08:14.508]  None of these results.
[03:08:15.968 --> 03:08:19.149]  None of them were on that initial Google page.
[03:08:19.733 --> 03:08:22.395]  Okay, so stop with the Chinese style censorship.
[03:08:22.995 --> 03:08:27.078]  We're in censorship territory, no doubt about it.
[03:08:27.118 --> 03:08:33.222]  We're in fraction magic and black box voting world on another level.
[03:08:34.062 --> 03:08:36.824]  And that really brings me to what I do for a living.
[03:08:37.424 --> 03:08:40.546]  Okay, for those that don't know, I've been in this arena for almost 20 years.
[03:08:42.091 --> 03:09:01.076]  And I watched the rise of hacking democracy, which we're going to get into, and the work of Bev Harris, who unfortunately, and we're going to show some of her work, eventually got burned out because the situations just kept getting worse and worse and worse, and we didn't have any accountability or audits in these systems.
[03:09:01.436 --> 03:09:07.298]  And now, with the mail-in ballots, and again, if you rig exit polls, what do we have left?
[03:09:08.109 --> 03:09:13.912]  We don't have a constitutional republic based in democratic elections at all.
[03:09:14.352 --> 03:09:14.992]  Not even close.
[03:09:15.653 --> 03:09:21.096]  And so I want to start here with Carter and Baker.
[03:09:21.536 --> 03:09:23.377]  Everybody getting a good look, Carter and Baker?
[03:09:23.697 --> 03:09:24.037]  All right.
[03:09:24.917 --> 03:09:29.860]  Right here, 2005, and this is what we like to call doing our own research, okay?
[03:09:31.568 --> 03:09:41.493]  I know you're not supposed to do your own research, but if you have a brain and you have some search skills, even in Google, because I'm not specifying anything, I know that the Carter Baker Commission exists.
[03:09:41.533 --> 03:09:42.693]  I know I've watched it on C-SPAN.
[03:09:42.713 --> 03:09:45.855]  So I brought it up and I clipped this out, okay?
[03:09:46.215 --> 03:09:51.257]  And this clip is extremely important because this is all the way back in 2005, all right?
[03:09:51.697 --> 03:09:54.399]  Now we're talking about almost 20 years ago.
[03:09:56.386 --> 03:10:07.690]  And often when this was referenced during the 2020 election, especially again from the right and conservative media and mainline news, what were they talking about?
[03:10:08.110 --> 03:10:13.051]  Mail-in ballots were talked about in this as a way to rig elections.
[03:10:13.832 --> 03:10:18.573]  No one whispered anything about the machines.
[03:10:19.213 --> 03:10:24.675]  Now, when we play this, I just want everybody to know everything that Carter suggested
[03:10:25.180 --> 03:10:26.500]  Was never put into place.
[03:10:26.560 --> 03:10:28.941]  We have no audits of this system.
[03:10:29.321 --> 03:10:37.263]  And worse yet, he only suggests a random audit of 1-2% of the machines that are used in voting.
[03:10:37.303 --> 03:10:39.504]  Again, this is in 2005.
[03:10:39.604 --> 03:10:40.224]  1 or 2%.
[03:10:40.904 --> 03:10:42.725]  I would say a good place to start is like 30-50%.
[03:10:42.885 --> 03:10:43.805]  Forget about 1 or 2.
[03:10:43.965 --> 03:10:44.945]  1 or 2% is still a joke.
[03:10:48.570 --> 03:10:50.331]  You might still be able to game that system.
[03:10:50.592 --> 03:10:52.613]  But again, don't let it come out of my mouth.
[03:10:53.034 --> 03:10:57.117]  Let's talk about this, because again, it's not even on the table anymore.
[03:10:57.357 --> 03:10:59.078]  We never talk about this stuff.
[03:11:03.122 --> 03:11:16.132]  One other point that I don't think we've mentioned is that, as you know, under Harbaugh, there was a strong impetus to have electronic voting to do away with the hanging chads and so forth.
[03:11:16.892 --> 03:11:33.902]  And that's good, but there's been a wide range of concern that this completely secret and impenetrable system of computer software might open up an avenue of fraud.
[03:11:34.602 --> 03:11:39.825]  So one of the things we're recommending is that there be a backup on paper.
[03:11:40.406 --> 03:11:41.126]  So let's just stop.
[03:11:42.498 --> 03:11:43.739]  I mean, obviously.
[03:11:43.939 --> 03:11:52.266]  We're just suggesting maybe we have a paper backup for, you know, this vast array of fraud via digital machines.
[03:11:52.866 --> 03:11:54.908]  And by the way, this is the official press conference.
[03:11:54.928 --> 03:11:56.769]  They actually give another one before this.
[03:11:57.229 --> 03:11:59.171]  Nobody talked about this in 2020.
[03:11:59.671 --> 03:12:05.315]  I pray people start talking about this now in 2024 and ring the alarm bells.
[03:12:06.176 --> 03:12:08.198]  Which other countries are already doing, by the way.
[03:12:08.298 --> 03:12:09.799]  It's a simple technological matter.
[03:12:09.839 --> 03:12:11.160]  Nevada did it this past year.
[03:12:11.914 --> 03:12:15.436]  So that there can be some comparison on the part of the voter.
[03:12:15.696 --> 03:12:17.598]  This is the way I touch the screen.
[03:12:19.199 --> 03:12:21.060]  Did my ballot comply?
[03:12:21.080 --> 03:12:22.301]  And they look at the paper ballot.
[03:12:22.701 --> 03:12:37.930]  Another thing is that even if the voter is not concerned individually, collectively there needs to be some way to judge either allegations of discrepancies or fraud and a very close election to confirm the accuracy of the overall report.
[03:12:38.171 --> 03:12:40.372]  And the third thing... Let's stop before the third thing.
[03:12:41.994 --> 03:12:43.435]  Let's think about how far we've come.
[03:12:44.055 --> 03:13:02.748]  Not only do we not have that, not only do we not have the ability to audit these things, we now have a judicial system that says when these lawsuits are brought forth so that they can do these sorts of things via discovery and access, they just say you don't have standing.
[03:13:03.348 --> 03:13:04.569]  And then let's make it worse.
[03:13:05.465 --> 03:13:20.690]  They accuse you of criminal activity and wage lawfare against you for daring to question the system, and then eventually, if you're not found guilty, you have to plea down because they're not going to stop.
[03:13:21.410 --> 03:13:23.471]  So forget about just accusations.
[03:13:23.831 --> 03:13:34.354]  You make accusations now, and you might be going to jaily jail, whether they're true or not, in this authoritarian system that, again, has no audit whatsoever.
[03:13:34.960 --> 03:13:43.283]  The thing is to do is to make sure that everyone knows in advance that there will be an auditing procedure undertaken.
[03:13:43.803 --> 03:13:57.188]  So that anybody who's tempted at the beginning to do something fraudulent will know that one or two percent of all the voting places in the state will be arbitrarily selected and the paper ballot and the electronic ballot compared.
[03:13:57.448 --> 03:14:01.889]  This would go a long way to deter any kind of temptation to fraud.
[03:14:02.529 --> 03:14:03.890]  Any kind of tempt, you know, because
[03:14:05.251 --> 03:14:06.692]  Elections never get rigged.
[03:14:06.712 --> 03:14:07.974]  There's no fraud.
[03:14:08.014 --> 03:14:09.695]  We haven't seen that throughout history.
[03:14:10.756 --> 03:14:13.078]  One to two percent and we still don't have that.
[03:14:13.999 --> 03:14:15.561]  That's what a bad joke this is.
[03:14:15.621 --> 03:14:20.205]  Now, with this system now I'm talking about and I think that this is important.
[03:14:21.847 --> 03:14:23.147]  I want everybody to go check this out.
[03:14:23.167 --> 03:14:24.748]  It's a process formality.
[03:14:24.768 --> 03:14:27.549]  A Scott County Auditor and Supervisor Timeline.
[03:14:28.129 --> 03:14:30.070]  And props to Todd McGreevey.
[03:14:30.130 --> 03:14:31.530]  He's been publishing this since 1993.
[03:14:33.431 --> 03:14:37.492]  Hard copies go out on top of the website still to this day.
[03:14:37.552 --> 03:14:41.433]  He attends these meetings and in this he chose
[03:14:41.974 --> 03:14:47.399]  How this thing was just, you know, how long these these processes had been and what they utilized.
[03:14:47.719 --> 03:14:51.043]  And then all of a sudden how they fast tracked for 2024.
[03:14:51.443 --> 03:14:54.085]  I mean, it's very detailed, this new software.
[03:14:54.426 --> 03:14:56.348]  And I want everybody to take a look at the picture.
[03:14:56.948 --> 03:14:58.770]  You just sign your name digitally now.
[03:14:58.810 --> 03:15:00.612]  There is no paper trail.
[03:15:01.733 --> 03:15:03.174]  Yeah, AI can't
[03:15:03.527 --> 03:15:07.209]  Create fake people or fake signatures in literal seconds.
[03:15:07.569 --> 03:15:13.952]  There's certainly no software that would do that to coincide with the results of machines that might be rigged, right?
[03:15:15.092 --> 03:15:15.473]  Bueller.
[03:15:16.513 --> 03:15:16.813]  Bueller.
[03:15:16.853 --> 03:15:18.614]  I mean, this is obvious stuff.
[03:15:19.234 --> 03:15:19.635]  Obvious stuff.
[03:15:19.835 --> 03:15:25.858]  If you want to see exactly how they fast-tracked it, you can check out my interview with Todd over on the Twitter.
[03:15:25.918 --> 03:15:28.859]  Follow me on X. And again, I want to
[03:15:29.838 --> 03:15:32.820]  Get back into the idea that I interview a lot of people in a day.
[03:15:32.900 --> 03:15:38.243]  Five days a week, guys, I do a show where I interview at least one person, sometimes up to three.
[03:15:38.803 --> 03:15:44.867]  And then I have a nightly show on TNT, that's on Patriot TV, where I interview another four people plus my producer.
[03:15:45.047 --> 03:15:45.607]  Five people a night.
[03:15:45.928 --> 03:15:51.371]  And they constantly say, you know, I interviewed Joe Kent, he's running for Congress in Washington State.
[03:15:51.431 --> 03:15:52.812]  These machines are a problem.
[03:15:54.212 --> 03:15:56.654]  And we're still not even talking about them.
[03:15:58.379 --> 03:16:04.205]  We're going to get into Bev Harris in a moment, but I want to talk about kind of pop culture and where it's gone.
[03:16:04.365 --> 03:16:08.429]  In 2006, her work was on HBO.
[03:16:08.629 --> 03:16:11.512]  You know, when HBO did some, you know, pretty good journalism.
[03:16:11.532 --> 03:16:13.654]  Now they're worried about bashing Alex Jones.
[03:16:14.955 --> 03:16:16.016]  Hacking democracy.
[03:16:16.517 --> 03:16:18.779]  And this talked about fraction magic.
[03:16:19.577 --> 03:16:21.198]  And we're going to talk about Gem Software.
[03:16:21.218 --> 03:16:27.281]  I'm actually going to play an old school documentary intro from Bev, just kind of laying it out.
[03:16:27.301 --> 03:16:30.243]  I think it's like a 24 minute full documentary.
[03:16:30.283 --> 03:16:34.746]  Obviously, we're not going to play the whole thing here today, but you can go check it out on top of it.
[03:16:35.026 --> 03:16:38.828]  So HBO was actually doing real work on this stuff.
[03:16:39.048 --> 03:16:40.949]  It's almost 20 years ago.
[03:16:42.550 --> 03:16:45.292]  But when the last time in any meaningful way,
[03:16:46.286 --> 03:16:52.968]  The media, where politicians talked about hacking an election, was 2016.
[03:16:53.768 --> 03:16:54.168]  All right?
[03:16:54.188 --> 03:16:56.108]  They hacked the election!
[03:16:56.629 --> 03:17:00.830]  And meanwhile, no one hacked the machines from Russia, Russia, Russia.
[03:17:01.170 --> 03:17:02.330]  That's not a real thing.
[03:17:03.230 --> 03:17:03.570]  Okay?
[03:17:03.850 --> 03:17:06.351]  They overcame the fraction magic.
[03:17:07.251 --> 03:17:08.431]  It was just too much.
[03:17:09.192 --> 03:17:11.452]  The software just couldn't handle it.
[03:17:11.472 --> 03:17:12.552]  Because I got news for you.
[03:17:13.052 --> 03:17:14.973]  There's a, in my mind at least,
[03:17:15.734 --> 03:17:18.916]  There is like zero chance Hillary Clinton won the popular vote.
[03:17:20.137 --> 03:17:24.721]  Dude, again, like are we in reality or are we in the post-truth world?
[03:17:25.381 --> 03:17:32.486]  Can we not acknowledge that Donald Trump has been the most rock star politician of my generation, whether you like it or not?
[03:17:33.167 --> 03:17:35.128]  I've only seen his popularity gain.
[03:17:35.228 --> 03:17:41.833]  Even when people get mad at him, the other side that they're giving you is so bad that no one can even think about it.
[03:17:41.973 --> 03:17:44.595]  Now, before we get to Bev Harris,
[03:17:45.720 --> 03:17:47.561]  And this documentary.
[03:17:47.661 --> 03:17:57.306]  I also want to point out that the Simpsons, everybody talks about the Simpsons and predictions and yada yada yada, they are stellar for even commentary at the time.
[03:17:57.346 --> 03:18:02.189]  Now about five years ago, I stopped watching them, but for those that don't know, I was a Simpsons addict.
[03:18:02.754 --> 03:18:04.195]  I'd seen every single episode.
[03:18:04.235 --> 03:18:05.396]  Loved animation in general.
[03:18:05.436 --> 03:18:11.341]  Really thought that was going to be my career path as I was like accepted into the Art Institute of Philadelphia.
[03:18:12.142 --> 03:18:13.043]  Was unable to go there.
[03:18:13.443 --> 03:18:14.524]  Ended up going to state school.
[03:18:14.564 --> 03:18:23.752]  That's where I kind of learned computer graphics and editing and I moved away from animation but always enjoyed it because of the humor and the political satire on top of it.
[03:18:24.152 --> 03:18:29.077]  Well, the Treehouse of Horror episodes are my absolute favorite and this
[03:18:30.046 --> 03:18:31.727]  Is how things were perceived.
[03:18:32.008 --> 03:18:40.894]  Now, I do want to make note that even then, there was this weird media narrative that they were going to steal it from the Barack star.
[03:18:41.475 --> 03:18:44.397]  Okay, and that's where this goes, via the evil machines.
[03:18:45.237 --> 03:18:49.621]  But, as any, and listen, I don't think that Barack Obama stole the election.
[03:18:49.721 --> 03:18:52.062]  I think he was legitimately elected.
[03:18:52.122 --> 03:18:56.626]  I mean, he had a PR campaign, Barry Sotero style, like nobody else.
[03:18:57.208 --> 03:18:58.970]  This guy was on t-shirts.
[03:18:59.010 --> 03:19:00.451]  He was hoping change.
[03:19:00.851 --> 03:19:02.713]  He was very, very intelligent.
[03:19:03.494 --> 03:19:08.098]  He knew the right answers to say at the time, like, we were going to get out of Iraq.
[03:19:08.678 --> 03:19:10.340]  And they all had a plan to get out of Iraq.
[03:19:10.360 --> 03:19:12.041]  We're going to close Guantanamo Bay.
[03:19:12.061 --> 03:19:14.344]  They just gave him the Nobel Peace Prize afterwards.
[03:19:14.724 --> 03:19:22.030]  But even here, The Simpsons, okay, was talking about these machines and voter fraud.
[03:19:22.051 --> 03:19:23.572]  So we're going to hit that clip.
[03:19:42.356 --> 03:19:47.321]  Hello, I'd like to vote for President, Governor, and anything that will take money away from our Parkton Library.
[03:19:48.041 --> 03:19:49.523]  Use machine number three.
[03:19:49.543 --> 03:19:56.148]  I can't fit in the booth!
[03:19:56.529 --> 03:19:57.730]  Use the double-vide.
[03:20:02.910 --> 03:20:05.912]  Ooh, one of those electronic voting dealies.
[03:20:06.373 --> 03:20:07.774]  One vote for McCain.
[03:20:08.014 --> 03:20:08.475]  Thank you.
[03:20:09.976 --> 03:20:11.998]  No, I want to vote for Obama.
[03:20:12.018 --> 03:20:13.579]  Two votes for McCain.
[03:20:13.599 --> 03:20:16.202]  Come on, it's time for a change.
[03:20:16.622 --> 03:20:18.264]  Three votes for McCain.
[03:20:18.504 --> 03:20:19.405]  No, no, no!
[03:20:19.685 --> 03:20:21.907]  Six votes for President McCain.
[03:20:21.927 --> 03:20:24.409]  Hey, I only meant one of those votes for McCain.
[03:20:25.190 --> 03:20:26.431]  This machine is rigged!
[03:20:29.404 --> 03:20:29.684]  Must.
[03:20:30.084 --> 03:20:30.404]  Tell.
[03:20:30.644 --> 03:20:31.184]  President.
[03:20:31.224 --> 03:20:31.905]  McCain!
[03:20:32.805 --> 03:20:34.185]  This doesn't happen in America!
[03:20:34.205 --> 03:20:36.486]  Maybe Ohio, but not in America!
[03:20:42.027 --> 03:20:44.047]  Maybe in Ohio, but not in America.
[03:20:44.067 --> 03:20:45.228]  Now it's the norm in America.
[03:20:45.408 --> 03:20:47.468]  No one even questions it like that.
[03:20:48.068 --> 03:20:48.889]  Alright?
[03:20:49.969 --> 03:20:51.589]  That should be alarming.
[03:20:51.629 --> 03:20:53.770]  It should be one person, one vote.
[03:20:54.250 --> 03:20:55.030]  Cavemen!
[03:20:56.265 --> 03:21:07.515]  The idea that we can't tally elections freely and fairly, and we need all this software, is a Johnny Nonsense narrative that they have sold to us to rig elections.
[03:21:07.775 --> 03:21:08.496]  And you know what?
[03:21:09.236 --> 03:21:11.198]  They're censoring people for saying that.
[03:21:11.218 --> 03:21:14.321]  Censoring everyone on all sides.
[03:21:14.341 --> 03:21:15.482]  This is not a right or left issue.
[03:21:15.722 --> 03:21:16.522]  Never has been.
[03:21:17.523 --> 03:21:18.684]  Never has been.
[03:21:20.256 --> 03:21:21.517]  We're going to go to this right now.
[03:21:21.537 --> 03:21:24.158]  We're going to jump in and jump out of it.
[03:21:24.418 --> 03:21:30.002]  But this is Bev Harris, and you can still find, very hard to find, it is on YouTube.
[03:21:30.042 --> 03:21:33.624]  She has like a YouTube channel, I think, with like 3,000 subscribers.
[03:21:33.704 --> 03:21:34.985]  It's gone under the radar.
[03:21:35.305 --> 03:21:43.390]  This is a 24-minute demonstration, a little mini-doc, of how these machines are absolutely 100% fraudulent.
[03:21:43.410 --> 03:21:43.490]  Okay?
[03:21:49.469 --> 03:21:53.593]  Now, in 2003, I found about 40,000 voting machine files.
[03:21:54.113 --> 03:22:04.702]  Among these files were the secret programs for the GEMS central tabulator, the central server, the master computer that controls what goes into every voting machine and what comes out of them.
[03:22:05.403 --> 03:22:15.271]  A couple years back, I shared these files with a Memphis programmer named Benny Smith, and he has found what I would characterize as a master key to the GEMS master computers.
[03:22:17.233 --> 03:22:17.513]  Ready?
[03:22:19.890 --> 03:22:20.390]  Take.
[03:22:21.131 --> 03:22:26.014]  My name is Benny Smith and I'm born and raised in Memphis, Tennessee.
[03:22:26.194 --> 03:22:31.098]  I found something that, it just, it reeked when I first found something.
[03:22:31.458 --> 03:22:36.301]  But then the intrigue made me say, well, what is it there?
[03:22:36.941 --> 03:22:38.763]  Boats being counted as money.
[03:22:38.783 --> 03:22:40.684]  16,034 boats and .3 tons.
[03:22:40.744 --> 03:22:41.424]  Oh, wait a minute.
[03:22:41.464 --> 03:22:42.905]  You can divide them.
[03:22:47.697 --> 03:22:54.399]  So the master computer can divide whole votes up into fractions, and we'll see what that can do to an election.
[03:22:54.839 --> 03:23:05.222]  This thing becomes God to determine who the sheriff will always be, who the district attorney will always be, who the mayor will always be.
[03:23:05.322 --> 03:23:09.403]  Contract signing authority belongs to whoever I decide the winner is going to be.
[03:23:11.059 --> 03:23:14.280]  Uh, there's a lot of assumptions being made by the public.
[03:23:14.300 --> 03:23:19.481]  And when you actually go out in the field and try to authenticate each step, it's very, it's very surprising, really.
[03:23:20.002 --> 03:23:21.962]  I'm tired of her camera being on me.
[03:23:22.182 --> 03:23:23.603]  I don't want her near me.
[03:23:23.763 --> 03:23:26.023]  By the way, this is an attorney.
[03:23:26.383 --> 03:23:28.244]  Um, this is cause it's, it's cut off here.
[03:23:28.264 --> 03:23:31.165]  You know, maybe we should do a little bit of the dick-a-dick-a-do.
[03:23:31.825 --> 03:23:34.125]  See if we can't get it to that much.
[03:23:34.145 --> 03:23:35.706]  At least see Jean Gehring.
[03:23:36.226 --> 03:23:36.466]  Okay.
[03:23:36.506 --> 03:23:38.147]  Representing Shelby County, Tennessee.
[03:23:38.187 --> 03:23:39.727]  Now I want to start here.
[03:23:40.592 --> 03:23:53.255]  First of all, this is a grandmother, a woman, talk about identity politics, and then you have a young black man, alright, that are going into this.
[03:23:53.535 --> 03:23:57.576]  They're certainly not the scourge of domestic terror or white supremacy.
[03:23:57.776 --> 03:24:01.437]  And by the way, this is a decade and a half plus old.
[03:24:02.117 --> 03:24:03.537]  Fraction magic!
[03:24:04.358 --> 03:24:05.539]  Black box voting.
[03:24:05.559 --> 03:24:07.961]  We're not even talking about those things.
[03:24:08.201 --> 03:24:16.868]  Yet every time I seem to bring them up with someone who is putting out a book or promoting, they're well aware of them.
[03:24:17.148 --> 03:24:19.410]  But it's just never part of their talking points.
[03:24:19.770 --> 03:24:20.431]  Why is that?
[03:24:20.451 --> 03:24:21.872]  Let's keep going here.
[03:24:22.252 --> 03:24:22.592]  Okay.
[03:24:22.672 --> 03:24:23.893]  And there's no additional.
[03:24:23.933 --> 03:24:27.016]  In other words, we're not able to give them what they want at all.
[03:24:31.494 --> 03:24:35.588]  Watch what happens if you cap a candidate's results at 43%, or any percent.
[03:24:51.875 --> 03:24:55.076]  And now imagine if the default setting is to hide the decimals.
[03:24:55.516 --> 03:25:02.178]  Right now, the GEMS program is installed and counting votes in 25 states and 616 jurisdictions.
[03:25:02.438 --> 03:25:06.259]  But fractional counting began... And again, that is decades ago.
[03:25:07.023 --> 03:25:15.150]  And if you think GEMS was the only one, or there's not new proprietary software, you know, back in the day it was like the Diebold machines.
[03:25:15.450 --> 03:25:17.993]  You can't even say the other D word.
[03:25:18.853 --> 03:25:22.176]  You might not have dominion over that word.
[03:25:22.236 --> 03:25:32.425]  They might come and sue you if you say anything nefarious is going on, even though they have proprietary software that cannot be autodid.
[03:25:33.195 --> 03:25:35.738]  ...to migrate from the GEMS program into other vendors.
[03:25:36.118 --> 03:25:42.846]  Voting systems which count votes as fractions may count as many as 99% of all American votes in 2016.
[03:25:43.867 --> 03:25:49.894]  We have these systems that are just simply not operating in a way that's accountable to the public.
[03:25:50.474 --> 03:25:56.057]  When we ask, why couldn't we get to the central tabulator, the intimidation that occurred then?
[03:25:56.338 --> 03:25:58.779]  If you ask another question, you're going to jail.
[03:25:59.319 --> 03:26:00.500]  My name is John Brakey.
[03:26:00.520 --> 03:26:04.883]  I'm an election integrity activist in Tucson, Arizona.
[03:26:05.123 --> 03:26:08.545]  You know, I caught them breaking and entering into the computers.
[03:26:09.626 --> 03:26:17.949]  Uh, I could actually see them, uh, going into the system that they're currently using.
[03:26:17.969 --> 03:26:31.054]  Well, anyway, uh, that was not, that computer was not supposed to have been open until the next morning because, uh, it was under seal by political party, both Republicans and the Democrats.
[03:26:31.354 --> 03:26:36.276]  Now again, I don't trust either political party.
[03:26:37.037 --> 03:26:38.798]  But we saw similar things.
[03:26:39.339 --> 03:26:41.961]  Okay, now again, this is in the run-up to the 2016 election.
[03:26:42.241 --> 03:26:44.923]  Okay, so almost a decade ago, this woman's been doing this work forever.
[03:26:44.963 --> 03:26:46.284]  We talked about Hacking Democracy 2006.
[03:26:46.584 --> 03:26:49.926]  Things have only gotten worse.
[03:26:49.966 --> 03:26:57.272]  We saw other video during the 2016, or I'm sorry, 2020 election that is very similar to this.
[03:26:57.332 --> 03:26:58.973]  Like, remember the water pipe breaking?
[03:26:59.934 --> 03:27:03.176]  And still, did anybody go to jail for that?
[03:27:04.318 --> 03:27:06.680]  Was anybody held accountable for that?
[03:27:06.940 --> 03:27:09.702]  Surveillance video of obvious crimes?
[03:27:10.402 --> 03:27:10.942]  No, no, no.
[03:27:11.002 --> 03:27:17.367]  If you said they were obvious crimes, okay, and you had any political weight behind you, they'd sue your ass.
[03:27:18.787 --> 03:27:21.809]  Did you just catch that?
[03:27:31.214 --> 03:27:32.876]  Did you just catch that, everybody?
[03:27:33.256 --> 03:27:33.656]  Right there?
[03:27:33.676 --> 03:27:33.736]  Huh?
[03:27:33.756 --> 03:27:34.837]  18,000 votes missing. 18,000!
[03:27:38.940 --> 03:27:45.342]  Of all electronic voting in this country, it's conducted by one manufacturer.
[03:27:45.462 --> 03:27:51.844]  Here's my policy and my procedure that you do not take pictures of that record.
[03:27:51.884 --> 03:27:55.426]  Your policy is you cannot rewrite Florida Sunshine Law.
[03:27:55.446 --> 03:28:02.268]  The letter said, whoa, we sent the data to ES&S, the vendor, they fixed it, or they remoted it to our computers.
[03:28:02.448 --> 03:28:08.110]  Do you solemnly swear or affirm that the testimony that you do give in this cause will be the truth, the whole truth, and nothing but the truth?
[03:28:08.530 --> 03:28:08.830]  I do.
[03:28:08.910 --> 03:28:09.190]  Thank you.
[03:28:11.592 --> 03:28:13.953]  So they could remote into your machine?
[03:28:14.013 --> 03:28:14.974]  A secure remote.
[03:28:15.134 --> 03:28:16.355]  It's called WebEx.
[03:28:18.336 --> 03:28:21.238]  So what exactly did they do remotely?
[03:28:21.758 --> 03:28:25.520]  What they did was a couple of things, and they had to speak to this.
[03:28:26.000 --> 03:28:28.802]  What I saw them do was run scripts against the database.
[03:28:30.443 --> 03:28:35.386]  If you think some of the things you've just seen look like... So, again, the first five minutes.
[03:28:36.056 --> 03:28:36.997]  of this documentary.
[03:28:37.057 --> 03:28:37.998]  It's 20 minutes long.
[03:28:38.019 --> 03:28:38.980]  We're going to shift gears.
[03:28:39.000 --> 03:28:42.644]  We're going to talk global health security when we get back.
[03:28:42.684 --> 03:28:44.086]  But again, that's a big issue.
[03:28:44.847 --> 03:28:49.752]  And one of the things that InfoWars has done is talked about that big issue for a very long time.
[03:28:50.073 --> 03:28:51.014]  Support Alex Jones.
[03:28:51.094 --> 03:28:53.056]  InfoWarsStore.com right now.
[03:28:53.136 --> 03:28:53.897]  Get the supplements.
[03:28:53.957 --> 03:28:54.498]  Get the books.
[03:28:54.818 --> 03:28:56.080]  Back after this with more.
[03:29:01.061 --> 03:29:05.882]  InfoWars is listener supported and we appreciate your donations.
[03:29:06.523 --> 03:29:09.303]  But buy a product and support your health too.
[03:29:11.704 --> 03:29:17.546]  The curcuminoids in turmeric is one of nature's most powerful and beneficial medicines.
[03:29:18.186 --> 03:29:22.647]  Raw turmeric root contains about 5% of this incredible medicine.
[03:29:23.767 --> 03:29:27.589]  But our bodies has been formulated to contain over 95%.
[03:29:29.901 --> 03:29:35.306]  This makes bodies one of the most powerful natural antioxidants in the world.
[03:29:37.308 --> 03:29:44.594]  Combined with other natural herbs, bodies will help improve mobility, flexibility, and immunity.
[03:29:46.336 --> 03:29:47.216]  Get some today.
[03:29:48.117 --> 03:29:49.418]  Now 40% off.
[03:29:50.519 --> 03:29:54.743]  Support your health and support the InfoWar at InfoWarStore.com.
[03:29:56.417 --> 03:29:58.700]  Hey, let me start by saying you do a great show.
[03:29:58.860 --> 03:29:59.201]  Thank you.
[03:29:59.401 --> 03:30:01.964]  Hey, let me point out that I took X2 iodine.
[03:30:02.024 --> 03:30:03.286]  I started taking that stuff.
[03:30:03.346 --> 03:30:06.510]  The best iodine I think I ever found is what you guys are selling.
[03:30:06.631 --> 03:30:07.532]  When did you start taking it?
[03:30:07.812 --> 03:30:11.817]  About four years ago, I had high blood pressure and I was on blood pressure medicine.
[03:30:12.418 --> 03:30:15.119]  And I started eating a little better, but my blood pressure stayed high.
[03:30:15.139 --> 03:30:22.663]  And when I took X2 iodine, after about three or four weeks, I think my body was detoxified of a bunch of metals and stuff that my body was storing.
[03:30:22.763 --> 03:30:24.964]  And my blood pressure came down to perfect level.
[03:30:25.364 --> 03:30:28.306]  And I tell people the only thing I did was X2 iodine.
[03:30:28.746 --> 03:30:42.637]  And even though I do think all your other products are good, I recommend to anybody that they start with X2 Iodine because it detoxifies your body and kind of kicks your natural DNA into full force.
[03:30:42.717 --> 03:30:46.180]  So, in my life, I found X2 Iodine to be best.
[03:30:46.660 --> 03:30:50.123]  I tried other iodines and they didn't have the same effect.
[03:30:50.403 --> 03:30:52.705]  So, X2 Iodine, I really wanted to point that out.
[03:30:56.732 --> 03:30:59.153]  Ladies and gentlemen, we're in a war against the globalists.
[03:30:59.533 --> 03:31:01.893]  And people can't identify who's a patron and who isn't.
[03:31:02.213 --> 03:31:05.354]  We want to identify as pro-human and anti-globalists.
[03:31:05.414 --> 03:31:08.315]  We want to let people know we're 1776 Part 2.
[03:31:08.555 --> 03:31:19.138]  That's why I designed this amazing 1776 red, white, and blue Gadsden flag shirt so you can support the Info War and meet like-minded people everywhere when you wear it.
[03:31:19.278 --> 03:31:24.883]  When you wear these shirts, it creates an amazing amount of energy and it's quite the adventure.
[03:31:25.183 --> 03:31:30.668]  So get your 1776 shirt right now at InfoWareStore.com and get your team
[03:31:31.997 --> 03:31:34.758]  We'll take some brain force and then we'll do this commercial.
[03:31:34.778 --> 03:31:35.259]  How about that?
[03:32:01.549 --> 03:32:02.290]  I can think again.
[03:32:02.690 --> 03:32:08.932]  This is the liquid tincture version of Brain Force, which means you can really tailor it to exactly what you need.
[03:32:08.952 --> 03:32:15.274]  I tend to take maybe a little bit more than is directed, but it's incredibly powerful stuff, and I have an incredibly demanding job.
[03:32:15.354 --> 03:32:19.996]  But you make it easy by going to InfoWarsStore.com, and of course, InfoWarsStore.com makes it easy.
[03:32:20.516 --> 03:32:28.219]  By supplying me with Brain Force Ultra, I rely on this product to do my job on a daily basis because it's absolutely jam-packed with incredible ingredients.
[03:32:28.419 --> 03:32:35.842]  Brain Force Ultra is now back in stock at Infowarsstore.com and get it now because this stuff sells out fast for very good reason.
[03:32:35.902 --> 03:32:37.123]  It's a fantastic supplement.
