[00:00:16.070 --> 00:00:20.175]  Infowars, the most banned network in the world.
[01:20:41.713 --> 01:20:57.484]  So the Iran's, the China's, the Russia's are doing everything they can to subvert the interests of the US dollar overseas to ensure they can place something else instead and determine the outcome for their own countries over the course of the 21st century in a way that was just not possible during the 20th century.
[01:20:57.805 --> 01:20:59.045]  That's what these conflicts boil down to.
[01:20:59.106 --> 01:21:00.346]  Our intelligence community knows this.
[01:21:00.607 --> 01:21:04.950]  And they're frantically trying to establish an alternative system
[01:21:05.931 --> 01:21:10.254]  Because they know that this current lie that is our money is inevitably going to collapse.
[01:21:10.894 --> 01:21:22.642]  They understand that fiat currency can't live forever, that Ponzi schemes must expand indefinitely before they totally collapse, and they realize that this collapse is evident because there's not that much more expansion that can be done.
[01:21:22.702 --> 01:21:26.964]  Frankly, our previous expansion has been compromised, whether it's through BRICS or other foreign relations.
[01:21:28.305 --> 01:21:32.328]  And so what's happening right now is a war for who's in control
[01:21:34.002 --> 01:21:42.069]  Of all of the world's resources, trade routes, supplies, economies, who is in control when the collapse of the dollar happens?
[01:21:42.570 --> 01:21:50.136]  Because whoever is in control when the collapse happens is going to be the entity that is going to be capable of establishing what the response to the collapse is going to be.
[01:21:50.356 --> 01:21:53.279]  It's going to be capable of determining what's going to happen next.
[01:21:53.659 --> 01:21:55.661]  So the United States wants to determine what happens next.
[01:21:55.721 --> 01:21:57.022]  It's partnered with the global community.
[01:21:57.022 --> 01:21:57.462]  We're good to go.
[01:22:24.932 --> 01:22:34.641]  And that's why they've been so antagonistic toward Russia, because Russia seems to be the only major superpower not playing ball, aside from perhaps China.
[01:22:35.001 --> 01:22:37.604]  Not playing ball with the globalist agenda.
[01:22:37.764 --> 01:22:40.466]  71% of their economy is dependent on energy exports.
[01:22:41.587 --> 01:22:53.571]  And the globalists are constantly trying to shift our energy throughout the world to this green energy hoax, despite the fact that it would result in the death of millions of people in third world countries who depend on fossil fuels in order to survive.
[01:22:54.151 --> 01:22:58.832]  We could take a hit in America, because we're a wealthy nation, but thousands would survive.
[01:22:59.152 --> 01:23:01.393]  This is the depopulation agenda of the globalist folks.
[01:23:01.413 --> 01:23:03.234]  They don't mean to kill everybody in America.
[01:23:03.274 --> 01:23:03.834]  We're the rich ones.
[01:23:03.854 --> 01:23:07.695]  They want to kill the poor people that are a burden on humanity and resources.
[01:23:09.051 --> 01:23:10.792]  And you hear bizarre stories, too.
[01:23:10.812 --> 01:23:26.397]  We know this escalation is happening because you hear bizarre stories about Secretary Blinken out of nowhere, despite all these other conflicts that seem much more important, whether it's Ukraine, Israel, Taiwan, whatever, out of nowhere just criticizing Uganda for its policies on homosexuality.
[01:23:26.937 --> 01:23:30.418]  Why does Secretary Blinken care what Uganda does in terms of gay rights?
[01:23:31.258 --> 01:23:36.979]  It's not like there's a lot of upward pressure among Democrats in the United States to say something about Uganda's gay policy.
[01:23:37.019 --> 01:23:37.760]  Nobody here cares.
[01:23:37.780 --> 01:23:41.680]  Not even the gay community or the LGBTQ community cares about what's happening in Uganda.
[01:23:41.700 --> 01:23:43.661]  They're fighting for gay rights here in the United States.
[01:23:44.461 --> 01:23:48.482]  So why is Blinken coming out and being so antagonistic to Uganda of all places?
[01:23:48.522 --> 01:23:54.283]  Well, when you look into it, it turns out Russia has recently partnered with Uganda to establish nuclear energy.
[01:23:54.303 --> 01:23:56.324]  And I guess Uganda's got a lot of uranium.
[01:23:56.624 --> 01:24:01.785]  And though they've promised not to export it anywhere, they're seemingly exporting it to Iran for enrichment.
[01:24:02.366 --> 01:24:15.229]  And Iran simultaneously seems to be enriching its own uranium because it's trying to expand, if it doesn't already have nuclear power, which it probably does, it's trying to expand its nuclear capabilities because it's being funded by China to antagonize Israel.
[01:24:16.510 --> 01:24:18.472]  Why do we want antagonism against Israel and China?
[01:24:18.512 --> 01:24:20.174]  Why does China want to antagonize Israel?
[01:24:20.514 --> 01:24:26.161]  Well, because we are trying to build trade corridors through Israel that are going to compete with China's Belt and Road Initiative.
[01:24:26.521 --> 01:24:33.469]  China's Belt and Road Initiative, of course, is an effort for China to control trade in the region so it can supplant the dollar as a global reserve currency.
[01:24:34.960 --> 01:24:53.476]  So indirectly, all these conflicts that we're having in Israel and Russia and Taiwan, all of them boil down to control over what the global reserve currency is going to be because our enemies abroad are sick of being bullied by the United States via sanctions, sanctions that are only possible because our currency is the global reserve currency.
[01:24:54.437 --> 01:24:59.081]  And so through our abuse of this power, through our manipulation of our currency over the last 50, 60, 70 years,
[01:25:01.274 --> 01:25:08.542]  Through the injustices that we, the United States, have committed upon the world, we have engendered such bitterness that we are on the cusp of World War III.
[01:25:10.685 --> 01:25:15.890]  Humanity is on the verge of potential mass extinction, certainly a mass extinction event if there was nuclear war.
[01:25:17.048 --> 01:25:18.549]  And it's all because our money is a lie.
[01:25:18.569 --> 01:25:25.072]  I mean, there's a reason in the Bible God gives you like 10 things to do plus Jesus threw on the 11th commandment, love one another as I have loved you.
[01:25:25.793 --> 01:25:28.574]  There's a reason that one of the commandments is never lie.
[01:25:29.895 --> 01:25:31.196]  Say what you will about Jordan Peterson.
[01:25:31.296 --> 01:25:33.137]  I know that I don't agree with everything that he says.
[01:25:33.157 --> 01:25:36.539]  I know that there's some things about him that seem like conflicts.
[01:25:37.099 --> 01:25:38.000]  But I think he's a brilliant man.
[01:25:38.020 --> 01:25:38.720]  I think he's a good man.
[01:25:39.201 --> 01:25:45.767]  And the biggest thing he has ever emphasized, the most important thing he's ever emphasized, is how important it is never to lie.
[01:25:45.807 --> 01:25:46.427]  And everybody lies.
[01:25:46.567 --> 01:25:46.928]  I lie.
[01:25:46.988 --> 01:25:47.448]  You lie.
[01:25:47.988 --> 01:25:49.430]  Nobody lies like the political class.
[01:25:49.450 --> 01:25:51.912]  That's just a whole other level of lying that I wouldn't be capable of.
[01:25:51.992 --> 01:25:52.773]  But everybody lies.
[01:25:53.193 --> 01:25:54.814]  It's so important not to lie.
[01:25:54.894 --> 01:25:59.619]  And the reason God tells us not to lie is not because of some dogmatic notion.
[01:26:00.751 --> 01:26:06.317]  Not because he's just imposing rules on us or it's bad and we're supposed to show him our discipline because we're always tempted to lie.
[01:26:06.357 --> 01:26:07.258]  Lying seems so convenient.
[01:26:07.278 --> 01:26:20.752]  The reason he tells us not to lie is because lying is the propellant, the fuel, the energy that brings about the destruction not only of individuals but of entire peoples.
[01:26:22.847 --> 01:26:24.748]  So when you lie in your marriage, your marriage is going to fall apart.
[01:26:24.768 --> 01:26:26.508]  When you lie in your career, your career is going to fall apart.
[01:26:26.528 --> 01:26:28.069]  If you lie to people, your life is going to fall apart.
[01:26:28.089 --> 01:26:33.010]  But what if your nation builds an entire currency and the entire value of that currency itself is a lie?
[01:26:35.011 --> 01:26:41.393]  And if we experience the retribution for our sins as individuals, what retribution are we going to experience as a nation for our sins as a nation?
[01:26:42.657 --> 01:26:54.701]  This lie has been so gigantic that it is literally resulting in the bombing of innocent people every single day, and has been the cause of every single injustice that's happened war-wise from the United States over the last 50, 60, or 70 years.
[01:26:55.241 --> 01:27:05.144]  Whether it was in Vietnam, or Iraq, or Afghanistan, or these conflicts that we're in today, these people are dying because our money is a lie, and we have to prop up that lie, otherwise the entire world economy is going to collapse.
[01:27:06.444 --> 01:27:09.945]  We should never have lied to begin with, but our politicians, we allowed them to lie.
[01:27:11.121 --> 01:27:14.964]  We empowered them, and we looked the other way, and we went off the gold standard.
[01:27:14.984 --> 01:27:15.985]  We didn't do anything about it.
[01:27:16.426 --> 01:27:27.416]  When hyperinflation happened, we complained about what was costing us here in the United States in terms of oil, but we didn't realize that systemically, there's a fundamental problem that will not correct itself.
[01:27:29.474 --> 01:27:44.683]  We, the people of the United States of America, have a duty to each other, to our country, to ourselves, to find a way to get our government, our institutions, to acknowledge this lie and correct it, because if we don't, it could be the end of humanity.
[01:27:45.164 --> 01:27:55.230]  It could result in such conflict, and war, and collapse, and despair, and suffering, and famine, and starvation, the likes of which the world has never seen.
[01:27:56.229 --> 01:27:58.751]  I want to take your calls for the next hour or so.
[01:27:58.811 --> 01:28:00.832]  Make sure you call 877-789-2539.
[01:28:00.912 --> 01:28:05.776]  I'm going to open up the lines and allow the crew to screen the calls during this break coming up in a minute here.
[01:28:05.816 --> 01:28:08.978]  Again, that's 877-789-2539.
[01:28:09.819 --> 01:28:12.661]  Call, open lines, talk to me about anything that you want.
[01:28:12.681 --> 01:28:15.143]  We're going to be coming up to break here in about 40 seconds.
[01:28:16.687 --> 01:28:19.608]  And in the meantime, make sure you visit InfoWarsStore.com.
[01:28:19.628 --> 01:28:21.129]  Be the reason that we are still on the air.
[01:28:21.189 --> 01:28:23.269]  Right now, we have Survival Shield X3 on sale.
[01:28:23.309 --> 01:28:36.694]  Not only is it good to have iodine in your system in the event that you're unfortunately exposed to radiation from World War III, but there are so many other amazing health benefits that range from cognitive functioning to our body's ability to filter toxins out of the food and water that we consume.
[01:28:36.754 --> 01:28:41.796]  I highly recommend that you check out Survival Shield X3, not only because it will improve your life and health,
[01:28:42.136 --> 01:28:51.602]  But because it keeps this operation on the air at such a crucial moment in our nation's history, Zinfowarsstore.com right now be the reason we are still on the air, and let's give them a 5th of November.
[01:28:51.622 --> 01:28:53.383]  They shall never be forgotten.
[01:28:59.289 --> 01:29:09.811]  Naturally sourced from the finest hemp plants in America, Rebels N offers the absolute finest quality CBD available and at the lowest prices.
[01:29:10.851 --> 01:29:25.434]  Extracted using a cold-pressed technique to retain the molecular integrity of the cannabinoids and terpenes within the plant, this full-spectrum formula ensures that your nervous system gets the full benefits of CBD.
[01:29:26.654 --> 01:29:36.578]  Premium quality organic CBD like Rebel Zen has been shown to naturally reduce anxiety, relieve pain, and decrease inflammation.
[01:29:37.078 --> 01:29:44.660]  People have reported a reduction in symptoms of insomnia, arthritis, seizures, chronic pain, and epilepsy.
[01:29:45.161 --> 01:29:51.783]  Several studies have shown it helps to reduce cortisol, increase serotonin, and boost vitality.
[01:29:52.683 --> 01:29:56.264]  Order yours today at InfowarStore.com.
[01:29:58.665 --> 01:29:59.586]  Hello, Americans.
[01:30:00.386 --> 01:30:02.027]  I want to share with you a story.
[01:30:02.647 --> 01:30:08.769]  A story about inflammation, the silent menace that lurks within our bodies, affecting our health and well-being.
[01:30:09.970 --> 01:30:15.752]  Inflammation, the root cause of countless ailments, quietly wreaking havoc over time.
[01:30:16.824 --> 01:30:20.889]  Long-term exposure to inflammation has been linked to a myriad of health issues.
[01:30:21.370 --> 01:30:24.534]  From heart disease to arthritis, even cognitive decline.
[01:30:25.535 --> 01:30:29.540]  But fear not, for there's a beacon of hope found in the wisdom of nature.
[01:30:30.221 --> 01:30:33.105]  A remedy that has stood the test of time, turmeric.
[01:30:33.880 --> 01:30:47.213]  And now I present to you Baudis from InfoWarStore.com, a powerful blend crafted with precision boasting 95% curcuminoids extracted from turmeric.
[01:30:47.293 --> 01:30:49.315]  It's good for your heart, your brain, everything.
[01:30:49.435 --> 01:30:54.420]  It is 40% off, back in stock, Baudis Ultimate Turmeric Formula.
[01:30:54.960 --> 01:30:57.002]  InfoWarStore.com
[01:30:58.649 --> 01:31:02.191]  The enemies of humanity have been very good at dividing and conquering us.
[01:31:02.571 --> 01:31:09.594]  But if we simply start thinking about things according to the definition of, is it pro-human or is it anti-human, we start to win.
[01:31:09.774 --> 01:31:11.775]  And that's why I had the idea for Team Humanity.
[01:31:11.955 --> 01:31:13.036]  I brought it up to Elon Musk.
[01:31:13.076 --> 01:31:13.736]  He loved the idea.
[01:31:14.076 --> 01:31:17.599]  What would you call the debate and discussion about a pro-human future?
[01:31:17.619 --> 01:31:18.499]  Just Team Humanity?
[01:31:18.560 --> 01:31:19.440]  Yeah, Team Humanity.
[01:31:19.620 --> 01:31:20.061]  Absolutely.
[01:31:20.361 --> 01:31:21.762]  And so, we have the t-shirt.
[01:31:21.822 --> 01:31:25.265]  Team Humanity with a nuclear family, standing against the globalists.
[01:31:25.485 --> 01:31:32.951]  This shirt is a great conversation starter, but it also is a fundraiser to keep InfoWars on the air, so we can promote and support Team Humanity.
[01:31:33.211 --> 01:31:34.732]  I want to thank you all for your past support,
[01:31:34.872 --> 01:31:44.920]  I want to encourage you all now to understand that this is a revolution against the globalists and it is so critical now to signal the fact that you are part of Team Humanity.
[01:31:45.201 --> 01:31:46.522]  We're told humans are the problem.
[01:31:46.542 --> 01:31:47.543]  We're told we're killing the Earth.
[01:31:47.823 --> 01:31:52.087]  We're told all this garbage so we hate ourselves and stand down and roll over and die.
[01:31:52.407 --> 01:31:53.087]  We're not going to do that.
[01:31:53.348 --> 01:31:57.991]  Get your Team Humanity shirts now at InfoWarsTore.com and I thank you all for your support.
[01:31:58.945 --> 01:32:01.506]  Ladies and gentlemen, we're in a war against the globalists.
[01:32:01.866 --> 01:32:04.228]  And people can't identify who's a patron and who isn't.
[01:32:04.548 --> 01:32:07.689]  We want to identify as pro-human and anti-globalists.
[01:32:07.749 --> 01:32:10.651]  We want to let people know we're 1776 Part 2.
[01:32:10.911 --> 01:32:21.476]  That's why I designed this amazing 1776 red, white, and blue Gadsden flag shirt so you can support the Info War and meet like-minded people everywhere when you wear it.
[01:32:21.616 --> 01:32:27.240]  When you wear these shirts, it creates an amazing amount of energy, and it's quite the adventure.
[01:32:27.540 --> 01:32:31.803]  So get your 1776 shirt right now at InfoWarsTore.com.
[01:32:31.944 --> 01:32:37.668]  And get your Team Humanity InfoWars Limited Edition shirt right now at InfoWarsTore.com.
[01:32:37.988 --> 01:32:43.232]  Ladies and gentlemen, this is antithetical, the complete opposite of what the Globalists are pushing.
[01:32:43.492 --> 01:32:51.218]  So get both the Team Humanity and the 1776 Gadsden Snake Shirts Limited Edition at InfoWarsTore.com right now.
[01:32:51.658 --> 01:32:57.503]  Spread the word, meet like-minded people, and fund the 1776 revolution worldwide!
[01:33:00.426 --> 01:33:06.332]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:33:22.936 --> 01:33:26.138]  The last beacon of truth in a world of deception.
[01:33:26.578 --> 01:33:32.940]  It's Alex Jones.
[01:33:32.960 --> 01:33:34.521]  Welcome back to the Alex Jones Show.
[01:33:34.581 --> 01:33:36.802]  Ladies and gentlemen, I am Chase Geiser, your host this evening.
[01:33:36.822 --> 01:33:38.162]  Don't worry, Alex will be back.
[01:33:38.182 --> 01:33:39.643]  He is on a much deserved vacation.
[01:33:39.663 --> 01:33:41.984]  I believe he's going to be back at the end of the week.
[01:33:43.359 --> 01:33:46.240]  So we will be playing a little bit of Musical Chairs with the hosts throughout the week.
[01:33:46.260 --> 01:33:47.741]  We are going to be taking calls for the next hour.
[01:33:47.761 --> 01:33:50.983]  We're calling 877-789-2539.
[01:33:51.003 --> 01:33:53.424]  The lines are lit up right now, but I will be going through these calls.
[01:33:54.605 --> 01:33:59.967]  So if you have to wait on hold, or if you hear a busy bolt, or if you hear a busy signal, just try again in a few minutes as we go through the calls.
[01:34:01.608 --> 01:34:03.189]  I do want to mention that...
[01:34:04.483 --> 01:34:10.545]  In an hour, for the hour and a half after that, we are going to be showing Alex Jones' interview with Dianne Kayser.
[01:34:11.186 --> 01:34:19.208]  Now, Dianne Kayser is a holistic health expert, and she is also going to be on the show with Owen this week.
[01:34:19.228 --> 01:34:28.592]  So, Owen's going to interview holistic health expert Dianne Kayser, who's made major discoveries in nanotechnology found in cosmetics, female products, and dental products, and other things.
[01:34:28.612 --> 01:34:30.873]  So, you're going to want to hear the interview that we show.
[01:34:31.773 --> 01:34:35.534]  Of hers with Alex, because they're going to be taking calls together and answering questions, as I understand.
[01:34:35.554 --> 01:34:41.275]  So she's going to be rejoining us this Wednesday, taking your calls and any health concerns and anything you hear in the interview that we run tonight.
[01:34:41.855 --> 01:34:53.517]  And after that, we're going to debut the new 30 Minutes, where Owen sits down with an illegal immigrant child escort and explains how they are potentially being trafficked all around the country.
[01:34:53.937 --> 01:34:54.477]  So stay tuned.
[01:34:54.497 --> 01:34:56.117]  But in the meantime, we are going to be taking calls.
[01:34:56.157 --> 01:34:58.198]  Let's go first to Scott in Massachusetts.
[01:34:58.378 --> 01:34:59.398]  Scott, what is on your mind, sir?
[01:35:01.195 --> 01:35:02.336]  Hey, how's it going, Chase?
[01:35:02.436 --> 01:35:03.277]  Good, thanks for your call.
[01:35:04.438 --> 01:35:09.682]  Alright, last week you seemed a little concerned about us taking too much power back.
[01:35:10.322 --> 01:35:12.264]  I'm not concerned about us taking the power back.
[01:35:12.404 --> 01:35:14.445]  I'm concerned about what we do with the power when we take it back.
[01:35:14.485 --> 01:35:15.546]  I think we should take it all back.
[01:35:16.507 --> 01:35:16.927]  Just to be clear.
[01:35:16.947 --> 01:35:17.868]  Right, take it all back.
[01:35:17.908 --> 01:35:20.690]  But I mean, it seemed like you were being overly cautious.
[01:35:20.970 --> 01:35:21.551]  Yes, maybe.
[01:35:21.611 --> 01:35:24.513]  And I think that trials are going to be needed.
[01:35:24.773 --> 01:35:25.133]  Of course.
[01:35:25.254 --> 01:35:29.917]  For pretty much everyone in Washington, D.C., including all J6 jurors.
[01:35:30.578 --> 01:35:30.758]  Yes.
[01:35:32.244 --> 01:35:34.265]  Especially for the praying grandmother.
[01:35:34.285 --> 01:35:38.786]  I mean, yes, yeah, they held out for what 36 hours.
[01:35:39.386 --> 01:35:47.309]  But still, if that's just one person of a jury of 12, yes, that person was finally beaten down.
[01:35:47.969 --> 01:35:53.811]  That's still that one more person is weak, and they don't deserve.
[01:35:54.431 --> 01:35:56.692]  Well, they deserve a free fair trial.
[01:35:57.369 --> 01:35:59.450]  But then they deserve punishment after that.
[01:35:59.691 --> 01:36:00.892]  For doing that to that lady.
[01:36:01.232 --> 01:36:01.692]  Absolutely.
[01:36:01.732 --> 01:36:02.853]  That's just absolutely horrible.
[01:36:03.033 --> 01:36:03.673]  It's horrible.
[01:36:04.074 --> 01:36:05.275]  It broke my heart to see.
[01:36:06.015 --> 01:36:08.177]  Obviously we've been covering the J6 stuff for a long time.
[01:36:08.197 --> 01:36:10.078]  A lot of people went to prison erroneously.
[01:36:10.198 --> 01:36:15.322]  Holland Schreuer is a close friend of mine and he's somebody that went to prison for no good reason because of this protest.
[01:36:15.382 --> 01:36:16.863]  It was sick to see.
[01:36:17.323 --> 01:36:20.325]  And the more crimes that they commit against us, the more embittered we become.
[01:36:20.826 --> 01:36:24.868]  I just hope that we don't go beyond the scope of justice when we take all the power back.
[01:36:24.928 --> 01:36:27.050]  And I'm talking about what happened in Germany.
[01:36:27.390 --> 01:36:28.751]  We're good to go.
[01:36:46.570 --> 01:36:52.954]  Yeah, well, also I wanted to mention that it's a nice black-on-black shoot you got there, but lighten up a little bit, man.
[01:36:53.014 --> 01:36:53.815]  It looks kind of evil.
[01:36:54.555 --> 01:36:55.516]  Alright, well I appreciate that.
[01:36:55.556 --> 01:36:56.517]  Thanks for your feedback, Scott.
[01:36:56.697 --> 01:36:57.217]  Next, Mark.
[01:36:57.637 --> 01:36:58.358]  Mark, what's on your mind?
[01:36:58.378 --> 01:37:00.379]  Hello?
[01:37:00.919 --> 01:37:01.720]  Hey Mark, I can hear you.
[01:37:02.561 --> 01:37:15.329]  Hey, I just wanted to see what you thought about Bitcoin and the fact that what I believe is that Bitcoin is a beta test for the central bank digital currencies.
[01:37:15.905 --> 01:37:18.629]  That they're planning to inflict on all of mankind.
[01:37:19.651 --> 01:37:19.851]  Yeah.
[01:37:28.911 --> 01:37:34.893]  A white paper by an anonymous account, an anonymous account that never used any of the money, never sold any of the Bitcoin that it itself had.
[01:37:35.773 --> 01:37:47.556]  And this technology was so advanced and sophisticated that it came out of nowhere, that it's unlikely that it wasn't either a group of people or backed by somebody that was high up in this space of creating these systems.
[01:37:47.816 --> 01:37:49.256]  That's the first thing that's mysterious about it.
[01:37:49.696 --> 01:37:50.137]  Second thing is,
[01:37:52.150 --> 01:37:53.071]  We're good.
[01:38:11.748 --> 01:38:15.109]  To stifle inflation by the limited number of coins that are ever going to be created.
[01:38:15.129 --> 01:38:20.631]  It has all of the virtues and benefits of a libertarian currency.
[01:38:21.231 --> 01:38:22.611]  That's what's so enticing about it.
[01:38:22.631 --> 01:38:33.934]  The problem is with blockchain technology, you can invert it and use it for other purposes as well, where you can create these tokens or these dollars that can only be spent on certain transactions.
[01:38:33.954 --> 01:38:35.935]  So if we revert or
[01:38:36.855 --> 01:38:44.284]  Or pivot to a central bank digital currency that's controlled by the IMF or the central bank, then they can
[01:38:45.606 --> 01:38:49.327]  Associate some of the dollars you have for certain uses.
[01:38:49.407 --> 01:39:02.832]  So, you could have $100,000 in the bank, but only be allowed to spend $1,000 of them on food, or $1,000 of them on fossil fuels, or $1,000 of them on health care, and maybe $1,000 of them have to be spent on certain products or certain services.
[01:39:03.172 --> 01:39:06.033]  This is how the New World Order can control.
[01:39:06.073 --> 01:39:06.873]  It's the mark of the beast.
[01:39:06.913 --> 01:39:09.494]  It's how they could control, practically speaking,
[01:39:10.054 --> 01:39:15.976]  This is the technology that can be used to control all people and subjugate all humanity, so I'm very concerned about it.
[01:39:15.996 --> 01:39:34.401]  I don't think that everybody that has Bitcoin is bad or anything like that, or that it's wrong to have Bitcoin, but I do think that it's likely that this Bitcoin phenomenon that we've experienced was a test for this technology before rolling it out, because they want to replace the dollar after it collapses with something that they can totally control.
[01:39:34.421 --> 01:39:35.181]  What do you think, Mark?
[01:39:35.990 --> 01:39:38.351]  Yep, that is exactly what I think.
[01:39:38.471 --> 01:39:44.735]  I think it is the cashless money system that the Bible talks about is coming, and it's coming quickly.
[01:39:45.896 --> 01:40:00.604]  I think that Bitcoin would not be worth $70,000 if it weren't for the fact that a handful of people, they say that 1% of the population, or less than 1%, has 90% of the wealth.
[01:40:01.364 --> 01:40:04.246]  And I think that Bitcoin definitely would not be worth
[01:40:05.647 --> 01:40:15.389]  $70,000 a coin if it weren't for the fact that that that one-tenth, one percent, or one percent of people are really pulling the strings on it.
[01:40:15.789 --> 01:40:25.250]  But I also think that they can't come out with a central bank digital currency, a worldwide central bank digital currency, without testing it just a little bit.
[01:40:25.651 --> 01:40:30.611]  And I honestly believe that that's what's behind Bitcoin.
[01:40:30.651 --> 01:40:34.012]  I think we all need to fight it tooth and nail so that
[01:40:34.707 --> 01:40:35.428]  You know, we don't.
[01:40:35.768 --> 01:40:37.930]  Because this is what I say.
[01:40:37.970 --> 01:40:39.331]  I say money is power.
[01:40:39.611 --> 01:40:41.052]  Nothing more, nothing less.
[01:40:41.693 --> 01:40:44.615]  With it, you tell that guy to dance and he'll dance for you.
[01:40:45.155 --> 01:40:48.158]  Without it, you're powerless to buy a hamburger to feed yourself.
[01:40:48.758 --> 01:40:56.184]  And when the rulers of this world control all of your money, they control everybody and everything.
[01:40:56.204 --> 01:40:57.605]  Absolutely, Mark.
[01:40:57.625 --> 01:40:58.246]  Great insights there.
[01:40:58.266 --> 01:40:59.887]  We've got time for one more call before we go to break.
[01:40:59.907 --> 01:41:01.208]  Let's hear from Jack in Wisconsin.
[01:41:01.528 --> 01:41:02.229]  Jack, what's on your mind?
[01:41:03.757 --> 01:41:07.719]  Hey Chase, I want to bring up some Christian stuff regarding the Eclipse.
[01:41:08.719 --> 01:41:12.041]  Not a lot of people talk how it's relevant to us Christians.
[01:41:12.421 --> 01:41:26.228]  I think everyone who is Christian should take a moment during the Eclipse, especially since it's so close to Easter this year, this time around too, that Matthew, Mark, and Luke
[01:41:27.779 --> 01:41:28.199]  I think so.
[01:41:45.888 --> 01:41:46.068]  Yeah.
[01:41:46.448 --> 01:41:47.388]  Yeah, that is interesting.
[01:41:47.428 --> 01:41:48.669]  And I don't know what to make of it, man.
[01:41:49.689 --> 01:41:56.750]  I'm so wary to get into interpreting passages of the Bible or symbolism in the Bible that I don't fully understand.
[01:41:56.790 --> 01:41:58.631]  I don't make investments in things that I don't understand.
[01:41:58.651 --> 01:42:02.011]  And that's why I'm so generally wary of this.
[01:42:02.431 --> 01:42:06.232]  But one thing I do know for sure is I understand when Jesus said that the end will come like a thief in the night.
[01:42:06.732 --> 01:42:07.733]  Nobody's going to expect it.
[01:42:07.793 --> 01:42:14.174]  So do you think that it's just kind of vain and moot to try to figure out when the end is going to come, given that Jesus Christ himself said no one's going to know?
[01:42:15.820 --> 01:42:22.587]  Oh, well, I'm not talking about the eclipse being a sign of Jesus' return, which it is.
[01:42:23.208 --> 01:42:33.699]  But when he was crucified, it said in the Gospel that there was three hours of darkness, which the scientist said was impossible, and that there was a solar eclipse in the middle of the day around noon.
[01:42:34.815 --> 01:42:35.316]  Fascinating.
[01:42:35.356 --> 01:42:36.377]  Thank you so much for your call, Jack.
[01:42:36.397 --> 01:42:36.877]  I appreciate that.
[01:42:36.897 --> 01:42:37.858]  We're cutting a break right now.
[01:42:38.079 --> 01:42:39.680]  We'll be back with your calls on the other side.
[01:42:39.720 --> 01:42:42.583]  Make sure you call 877-789-2539.
[01:42:42.884 --> 01:42:46.507]  And don't forget to visit InfoWarsStore.com to be the reason that we are still on the air.
[01:42:46.528 --> 01:42:48.890]  A lot of great deals for a lot of our flagship products.
[01:42:48.930 --> 01:42:52.614]  I highly recommend Survival Shield X3 right now at InfoWarsStore.com.
[01:42:59.617 --> 01:43:02.159]  It's been sold out for six months.
[01:43:02.799 --> 01:43:04.280]  It's our number two bestseller.
[01:43:04.420 --> 01:43:05.361]  It's X3.
[01:43:05.981 --> 01:43:12.285]  The highest quality, pure, deep earth crystal iodine you're going to find anywhere.
[01:43:12.645 --> 01:43:15.807]  With the two other types of iodine that are great for your body as well.
[01:43:16.208 --> 01:43:20.791]  So to make sure no matter what type of body type you have, whatever your physiology is, it will supercharge you.
[01:43:21.171 --> 01:43:22.432]  Look at this giant stack right here.
[01:43:23.052 --> 01:43:25.773]  I could talk for hours about this on air, and I am planning to next week.
[01:43:26.514 --> 01:43:31.896]  But the number one cause of cognitive disability in the world is iodine deficiency.
[01:43:32.257 --> 01:43:33.777]  And all iodine is not created equal.
[01:43:34.098 --> 01:43:39.320]  Most iodine is bound to other things in the environment, whether it's plants or animals you're eating, so you don't absorb it.
[01:43:39.620 --> 01:43:41.241]  This is pure, goes right into your cells.
[01:43:41.721 --> 01:43:44.103]  It is essential for all electrochemical activity.
[01:43:44.523 --> 01:43:48.745]  And despite the fact it's been sold out for six months, X3 is back in stock.
[01:43:49.125 --> 01:43:52.987]  We're 40% off for a limited time at infowarrestore.com.
[01:43:53.327 --> 01:43:58.110]  So stock up on X3 right now at infowarrestore.com.
[01:44:00.245 --> 01:44:07.350]  Sleepless nights seem to be a lot more common these days, with everything that's going on both at home and the world at large.
[01:44:07.931 --> 01:44:15.696]  If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula, Down and Out, is just the thing.
[01:44:16.477 --> 01:44:22.862]  It's our new, faster-absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve.
[01:44:23.484 --> 01:44:28.088]  Formulated to improve upon our best-selling product, Knockout, with Down and Out.
[01:44:28.229 --> 01:44:33.413]  Now the herbs and melatonin packed inside are extracted directly into the glycerin solution.
[01:44:33.934 --> 01:44:38.318]  So the ingredients are already dissolved into the formula before you even take it.
[01:44:38.758 --> 01:44:42.462]  One of the other sleep support herbs included is the Passionflower.
[01:44:42.682 --> 01:44:48.988]  Which was traditionally used by Native Americans like the Cherokees who used it for its relaxing qualities.
[01:44:49.329 --> 01:44:55.195]  Be sure to take this product when you are completely ready for sleep because you will be down and out.
[01:44:55.495 --> 01:44:58.918]  Sell it out now at InfoWarsStore.com.
[01:44:59.078 --> 01:45:00.039]  Hello Americans.
[01:45:00.820 --> 01:45:02.362]  I want to share with you a story.
[01:45:03.052 --> 01:45:10.118]  A story about inflammation, the silent menace that lurks within our bodies, affecting our health and well-being.
