[00:00:00.029 --> 00:00:00.950]  Here's the progression.
[01:06:21.804 --> 01:06:26.469]  That would put it at about $3,200 an ounce or $3,600 an ounce.
[01:06:27.049 --> 01:06:33.176]  So that's what this this this guy, the Credit Suisse guy, Pozar, said.
[01:06:33.276 --> 01:06:39.863]  Credit Suisse analyzes that if they did that, the potential would put gold at $3,600 an ounce.
[01:06:42.645 --> 01:06:44.346]  So why would they want to do that?
[01:06:44.866 --> 01:06:53.409]  Because what China has done over the years is they have been the number one miner of gold in the world.
[01:06:53.949 --> 01:06:56.490]  They mine more gold out of the earth than any country in the world.
[01:06:56.870 --> 01:06:58.091]  How much of that do they sell?
[01:06:58.891 --> 01:06:59.351]  Zero.
[01:06:59.771 --> 01:07:00.472]  They keep it all.
[01:07:01.232 --> 01:07:04.977]  They're also the number one purchaser of gold on the planet.
[01:07:05.458 --> 01:07:07.901]  So they're amassing mountains and mountains and mountains of gold.
[01:07:07.921 --> 01:07:10.845]  They're the number one producer of gold and they're not selling any of it.
[01:07:11.526 --> 01:07:14.950]  So the unofficial estimates are they've got about 30,000 tons of gold in China.
[01:07:17.193 --> 01:07:26.256]  Now, Russia has like 1,000 tons, India has 600 or so tons, but officially the World Gold Council I think says that China has about 5,000 tons.
[01:07:26.316 --> 01:07:27.517]  No, they have way more than that.
[01:07:27.597 --> 01:07:37.862]   So, if this peg of pegging one gram of gold to one barrel of oil All they have to do is change the peg to two barrels of oil for one gram of gold.
[01:07:38.282 --> 01:07:40.504]  That puts gold at $3,600 an ounce.
[01:07:40.984 --> 01:07:44.747]  China owns tens of thousands of tons of gold.
[01:07:45.408 --> 01:07:55.095]  This, Alex, is the paradigm tectonic shifting moment that puts gold as the legitimate currency of the world.
[01:07:55.135 --> 01:08:02.718]   And Dr. Elliott, I'm not a rocket scientist, but I remember the globalists invading Iraq and Libya over them wanting to put Africa and the
[01:08:02.718 --> 01:08:09.238]   Middle East on a gold standard or moving away from the petrodollar This is just like a hundred times two hundred times
[01:08:09.238 --> 01:08:14.856]   I don't even a number more intense than that the globalists have been outmaneuvered, but then I look at them propping
[01:08:14.856 --> 01:08:18.307]   up China They're doing everything they can to actually drive us into
[01:08:18.307 --> 01:08:21.438]   this He was there that stupid
[01:08:21.438 --> 01:08:25.438]   well, I kind of
[01:08:24.456 --> 01:08:25.317]  They're just arrogant.
[01:08:25.637 --> 01:08:26.577]  They're just arrogant.
[01:08:26.997 --> 01:08:28.918]  I mean, it's absolutely arrogance.
[01:08:29.038 --> 01:08:31.519]  And what does the Bible tell us about arrogance?
[01:08:31.619 --> 01:08:32.799]  Pride comes before the fall.
[01:08:32.879 --> 01:08:34.139]  Fool goes before the fool.
[01:08:34.379 --> 01:08:34.559]  Yeah.
[01:08:35.080 --> 01:08:36.660]  And I think that's what's happening there.
[01:08:36.760 --> 01:08:38.621]  Arrogance has finally got the best of them.
[01:08:39.241 --> 01:08:42.322]  That's what's crazy is I've got more power in my life.
[01:08:43.720 --> 01:08:48.322]  I realize my mistakes are bigger, because even if it's a small mistake, it has a bigger effect.
[01:08:48.602 --> 01:08:50.103]  But I see this paradox in other people.
[01:08:50.383 --> 01:08:52.083]  They get power, they get delusional.
[01:08:52.804 --> 01:08:53.804]  Like, power's dangerous.
[01:08:53.844 --> 01:08:55.945]  It's like, I had a jet ski that would go 70 miles an hour.
[01:08:56.465 --> 01:08:57.386]  I sold it.
[01:08:57.506 --> 01:08:58.146]  It was so dangerous.
[01:08:59.150 --> 01:09:01.351]  I was like, I don't even, I think the jet ski goes 30 miles an hour.
[01:09:01.491 --> 01:09:06.992]  Like, you know, like, it's like somebody has like, you know, some 700 horsepower motorcycle.
[01:09:07.052 --> 01:09:08.513]  It's like, to death.
[01:09:08.633 --> 01:09:09.833]  I mean, like, don't they get that?
[01:09:10.393 --> 01:09:14.014]  Well, power corrupts, but absolute power corrupts absolutely.
[01:09:14.374 --> 01:09:18.836]  I mean, this is, when they want absolute power over every factor of our life, this is what they're going to.
[01:09:19.116 --> 01:09:22.097]  But, but to me, God's word always remains true.
[01:09:22.137 --> 01:09:23.377]  It never returns void.
[01:09:23.837 --> 01:09:27.760]  And that power, that pride, will actually ultimately be their destruction.
[01:09:28.080 --> 01:09:38.568]  But if you look at what else they're doing, so Russia, China, India, the Arab world, most of Africa and Latin America, they outfoxed the Federal Reserve because what are they doing?
[01:09:38.849 --> 01:09:45.494]  They're actually starting to open up new massive mines in Africa, I think in Ghana, maybe?
[01:09:46.354 --> 01:09:48.956]  Where they're going to actually start to mine their own gold.
[01:09:49.377 --> 01:09:52.299]  They want to have a BRICS nation.
[01:09:52.359 --> 01:09:54.660]  China already has 98% control of rare earth minerals.
[01:09:55.261 --> 01:09:55.661]  Already?
[01:09:55.721 --> 01:09:57.562]  Why did the United States allow that again?
[01:09:57.883 --> 01:10:00.825]  They block any US company or European company that tries to get into it.
[01:10:01.225 --> 01:10:05.308]  That was the old deal before Xi Jinping broke the deal with Obama 10 years ago.
[01:10:05.868 --> 01:10:07.409]  They've been set up as the powerhouse.
[01:10:07.950 --> 01:10:08.830]  And then they double crossed.
[01:10:10.531 --> 01:10:11.472]  Absolutely double-crossed.
[01:10:11.532 --> 01:10:19.937]  And so now that they own the gold, they actually own the power, they're owning the wealth, they got rid of the petrodollar, they're dismantling the U.S.
[01:10:20.017 --> 01:10:20.337]  dollar.
[01:10:20.897 --> 01:10:22.298]  And what did Putin say six years ago?
[01:10:22.338 --> 01:10:26.300]  He says, our new national initiative is not weapons, it's organic food.
[01:10:26.721 --> 01:10:28.922]  The West, he said, is producing poison food.
[01:10:29.242 --> 01:10:31.083]  We will supply the world with non-GMO.
[01:10:31.523 --> 01:10:32.504]  They're even seeing that trend.
[01:10:33.965 --> 01:10:36.226]  All of these trends are playing against us.
[01:10:36.446 --> 01:10:39.308]  Meanwhile, Bill Gates is buying up all our farmland to feed his poison.
[01:10:40.911 --> 01:10:42.898]  So Putin, say what you want, I'll be honest.
[01:10:43.340 --> 01:10:44.343]  He's bet on humanity.
[01:10:44.965 --> 01:10:46.109]  He's paying people to have kids.
[01:10:46.430 --> 01:10:47.534]  He's growing organic farms.
[01:10:49.261 --> 01:10:54.465]  He's actually playing a masterful game and Biden is not.
[01:10:54.965 --> 01:10:56.286]  It's absolutely the opposite.
[01:10:56.306 --> 01:10:59.008]  Well if you know the globalist game it's easy to beat if you just do it.
[01:10:59.528 --> 01:11:01.789]  Like people want prosperity and freedom and good food.
[01:11:02.070 --> 01:11:04.111]  Yeah, they do.
[01:11:04.491 --> 01:11:11.096]  And so now I think there's a new central bank that's about to emerge and that's the BRICS central bank.
[01:11:11.876 --> 01:11:19.978]  They want to issue their own native currency, so forget about the yuan, forget about the rupee and the ruble.
[01:11:20.398 --> 01:11:32.042]  They want their own BRICS native currency, and what China and Russia are pushing for is a gold-backed currency to push demand into their central bank digital currency.
[01:11:32.102 --> 01:11:33.602]  Here's the danger of that.
[01:11:34.382 --> 01:11:40.586]   For any central bank digital currency, Once you go in that door, you're not coming out, Alex.
[01:11:40.626 --> 01:11:41.006]  No, I agree.
[01:11:41.026 --> 01:11:41.867]  It's like the Ring of Mordor.
[01:11:41.907 --> 01:11:42.587]  You shouldn't use it.
[01:11:42.847 --> 01:11:43.508]  Yeah, you shouldn't.
[01:11:43.528 --> 01:11:45.249]  I'm going to break some news here I haven't broke yet.
[01:11:45.369 --> 01:11:53.235]  I got invited by Putin, official letterhead, next month to be at his big, you know, global ruse economic forum.
[01:11:53.715 --> 01:11:57.038]  It's the biggest thing he does and I respect that and I want to go.
[01:11:57.558 --> 01:12:00.059]  But they're trying that month, next month, to shut this down.
[01:12:00.419 --> 01:12:01.459]  And I'll just be honest with the listeners.
[01:12:01.819 --> 01:12:07.181]  People hear me say this, they think, oh, InfoWars has been around 27 years, Jones has been around 30, come on.
[01:12:08.021 --> 01:12:20.144]  There's a 50% chance, I've told the crew this, that a judge on June 14th at a meeting in South Texas, Houston, is going to liquidate InfoWars.
[01:12:20.913 --> 01:12:22.333]  All right?
[01:12:22.353 --> 01:12:27.314]  And next week, I'll do a whole hour on this, because I've got all my ducks in a row, but I've got all the documents.
[01:12:27.354 --> 01:12:29.155]  I want to really nail this, because this is a big deal.
[01:12:29.435 --> 01:12:30.555]  This is a historic operation.
[01:12:30.635 --> 01:12:32.436]  Obviously, I'll continue on air.
[01:12:32.856 --> 01:12:33.756]  It hurts the crew.
[01:12:33.916 --> 01:12:35.136]  I'm going to try to work something out.
[01:12:35.456 --> 01:12:37.417]  But I've been very honest about this.
[01:12:37.457 --> 01:12:38.977]  I've not gone out and got other opportunities.
[01:12:39.377 --> 01:12:41.038]  I've not gone out and started new operations.
[01:12:41.118 --> 01:12:43.798]  I'm not, because that's like cheating on your wife.
[01:12:44.158 --> 01:12:47.179]  If she leaves you, then you get divorced and you get another wife or another woman.
[01:12:48.751 --> 01:12:56.177]  I'm fully committed to InfoWars and I am like here doing nothing with all the opportunities and all the stuff, okay?
[01:12:57.217 --> 01:13:00.540]  They think it'll disrupt us, it's the opposite, it's gonna blow up in their face, whatever.
[01:13:01.360 --> 01:13:08.485]  The last straw was, and I couldn't tell this a month ago in mediation in Fort Worth, two days with these people.
[01:13:09.626 --> 01:13:13.208]  Democrat top law firm, you know, the top law firm, Hillary's law firm, all of it.
[01:13:13.949 --> 01:13:21.917]   They were dumb enough last week, To have a mediation with my lawyers, that date was not a mediation.
[01:13:24.319 --> 01:13:25.800]  And my lawyers are very conservative.
[01:13:26.820 --> 01:13:27.861]  People say, oh, my lawyers are dumb.
[01:13:28.081 --> 01:13:29.402]  No, I was in rigged court cases, folks.
[01:13:29.422 --> 01:13:30.183]  They were given a list.
[01:13:30.403 --> 01:13:34.926]  They'd be, they're trying to take their law licenses because they did the did try to defend me.
[01:13:34.946 --> 01:13:37.608]  They were given huge lists of what they couldn't say in those.
[01:13:38.108 --> 01:13:39.329]  I was already found guilty of a rig.
[01:13:40.430 --> 01:13:41.711]  So I said, I'll do it next week.
[01:13:41.731 --> 01:13:42.571]  I'm already trying to kind of do it.
[01:13:42.851 --> 01:13:44.913]  I told you about it for almost three hours last night.
[01:13:47.045 --> 01:13:53.857]  They are literally saying, well actually, we'll settle if Jones just doesn't talk about guns anymore.
[01:13:54.878 --> 01:13:56.219]  Now, we all know how that works, folks.
[01:13:56.239 --> 01:14:03.804]  I can keep the crew, I can stay here and do all this, but now I've already done a deal where I don't defend the Second Amendment.
[01:14:04.224 --> 01:14:09.087]  You can put a gun to my head and say, don't, you know, don't criticize transgenderism or I'll kill you.
[01:14:09.328 --> 01:14:10.368]  I can't physically do it.
[01:14:11.069 --> 01:14:12.630]  So it was more than just that.
[01:14:13.070 --> 01:14:15.272]  So we get back down to me being their political creature.
[01:14:16.272 --> 01:14:17.793]  And so I'm just like, hey, I trust God.
[01:14:17.813 --> 01:14:18.514]  Whatever happens, happens.
[01:14:18.574 --> 01:14:23.282]   And they cannot believe that I will not do that for them.
[01:14:23.282 --> 01:14:28.041]   And they're dumb enough to tell my lawyers, yes, we want political control.
[01:14:28.041 --> 01:14:30.282]  So they're literally like, we got your company, buddy.
[01:14:30.282 --> 01:14:33.961]   Sell out to, they're like, oh my God, you just screwed the pooch, man.
[01:14:33.961 --> 01:14:36.282]  Like, are you kidding me?
[01:14:36.282 --> 01:14:40.081]  Like, there is no, again.
[01:14:40.081 --> 01:14:41.561]  So that's where we are.
[01:14:41.561 --> 01:14:45.842]   But listeners and viewers need to understand, like, this is a very serious situation.
[01:14:45.902 --> 01:14:52.044]  And the minute they do the shutdown, and the judge may give us a week to shut down, three months, six months, I don't know.
[01:14:52.745 --> 01:14:53.625]  That's called a wind-down.
[01:14:54.485 --> 01:14:56.166]  But, we're here.
[01:14:56.466 --> 01:15:02.028]  So when I tell listeners, like, we're at the end of Infowars, it's emblematic of where the world and the country is right now.
[01:15:02.088 --> 01:15:06.710]  So, I'll continue to be honest, I'll continue to be forthright, honorable.
[01:15:08.700 --> 01:15:12.803]  The minute the judge says we're shutting it down, I will instantly go entertain all the deals.
[01:15:13.163 --> 01:15:14.964]  I will try to get the crew rehired.
[01:15:15.024 --> 01:15:18.767]  Obviously, I won't own it because they can try to get at me, but we're here.
[01:15:19.407 --> 01:15:24.431]  And so that shows you how long of the tooth America is, folks, that they don't want money.
[01:15:24.451 --> 01:15:30.515]  Like they said in Texas and in Connecticut in the courthouse, their lawyers said, don't send him money, don't buy his products.
[01:15:30.875 --> 01:15:31.775]  We want to shut him down.
[01:15:32.156 --> 01:15:33.877]  And I thought, maybe that's talk.
[01:15:34.717 --> 01:15:35.398]  No, it's not talk.
[01:15:36.819 --> 01:15:37.419]  It's not talk.
[01:15:37.459 --> 01:15:43.054]   They said literally, "Come here and talk to us about your politics."
[01:15:43.054 --> 01:15:46.775]  I mean, I can't even believe they would ask that of me.
[01:15:46.775 --> 01:15:49.835]  Like, you don't think they have at war game who I am?
[01:15:49.835 --> 01:15:52.474]  Like, I cannot physically do it, you understand?
[01:15:52.474 --> 01:15:56.974]   I get deceived, manipulated, and I have been before, but I don't consciously sell people out.
[01:15:56.974 --> 01:16:01.795]   And the Revolutionary War started over the Second Amendment.
[01:16:02.115 --> 01:16:08.138]  So to me, them, cause I couldn't do it in mediation, which this went on mediation, obviously.
[01:16:08.459 --> 01:16:09.699]  Now they've done it outside of that.
[01:16:10.159 --> 01:16:13.781]  And it was like giving me the metaphysical card I needed.
[01:16:14.102 --> 01:16:15.923]  Cause I felt so bad about it before shutting down.
[01:16:16.503 --> 01:16:18.604]  And I just, I love the best crew ever.
[01:16:18.624 --> 01:16:19.585]  I mean, they're hard to get.
[01:16:19.625 --> 01:16:21.646]  These are, I love every one of these men and women in there.
[01:16:22.746 --> 01:16:25.928]  But when they did that and my lawyer's like, no, you can talk about it.
[01:16:26.388 --> 01:16:29.250]  They openly said it, it took away any guilt I have.
[01:16:29.943 --> 01:16:32.524]  Because I was really struggling with that, you know, Dr. Curt Elliott.
[01:16:34.164 --> 01:16:34.784]  So that's where we are.
[01:16:34.804 --> 01:16:35.745]  I mean, this is epic.
[01:16:36.205 --> 01:16:37.685]  And you know, they've come to Trump with the same thing.
[01:16:37.705 --> 01:16:39.726]  Just, it's like the devil up with Christ.
[01:16:39.746 --> 01:16:40.746]  I'm gonna compare myself to Christ.
[01:16:40.766 --> 01:16:42.667]  We're all like an archetype of that beneath Christ.
[01:16:43.107 --> 01:16:46.188]  Just, just, just, just deny God for a minute, I'll give you the whole world.
[01:16:46.588 --> 01:16:52.069]  They're literally like, it's like, are you, thank you for putting me in this position to say no.
[01:16:52.409 --> 01:16:54.250]  This is like the most valuable thing in my life.
[01:16:55.239 --> 01:16:58.507]  I mean, it's like, I'm not, like, halfway like, oh, maybe I should do it.
[01:16:58.567 --> 01:17:00.632]  I'm like, oh, how about hell no?
[01:17:01.154 --> 01:17:02.337]  How about fuck no?
[01:17:03.971 --> 01:17:05.893]  Well, that's their pride, Alex.
[01:17:05.973 --> 01:17:08.375]  Everything we've been talking about, pride, comes before the fall.
[01:17:08.435 --> 01:17:09.575]  But I got God watching me!
[01:17:09.916 --> 01:17:11.177]  I got an audience of one.
[01:17:11.417 --> 01:17:12.198]  I've told listeners this.
[01:17:12.818 --> 01:17:15.280]  Folks, I don't claim to be the most godly man or the most perfect guy.
[01:17:15.300 --> 01:17:16.061]  I just love God.
[01:17:16.581 --> 01:17:17.482]  I got an audience of one.
[01:17:17.562 --> 01:17:19.203]  Every time I'm on the air, I'm thinking God's watching.
[01:17:19.263 --> 01:17:20.204]  My audience is God.
[01:17:20.424 --> 01:17:22.466]  When I'm speaking to people, I'm speaking to the Creator.
[01:17:22.746 --> 01:17:23.927]  I'm like trying to be good.
[01:17:24.207 --> 01:17:26.149]  I'm like literally like humble.
[01:17:26.389 --> 01:17:28.911]  Because I'm in the presence of the Maker, man.
[01:17:29.491 --> 01:17:30.212]  He's watching.
[01:17:30.652 --> 01:17:31.273]  Sorry, I'm ranting.
[01:17:32.765 --> 01:17:33.406]  Is a good rant.
[01:17:33.807 --> 01:17:34.908]  And it was worth saying.
[01:17:34.928 --> 01:17:39.736]  I mean, this is a microcosm of what's happening in the world.
[01:17:40.537 --> 01:17:42.020]  They're trying to shut down truth.
[01:17:42.400 --> 01:17:44.223]  The world is trying to shut down truth.
[01:17:44.964 --> 01:17:51.607]   Even Alex Morgan Stanley, you know, big JPMorgan Chase, said the U.S.
[01:17:51.667 --> 01:17:57.910]  has only a couple of years left to fix its unsustainable debt problem, or that's it.
[01:17:58.550 --> 01:17:58.910]  It's over.
[01:17:58.970 --> 01:17:59.911]  Now show that headline.
[01:17:59.971 --> 01:18:01.332]  That was like CNBC this week.
[01:18:01.512 --> 01:18:01.672]  Yeah.
[01:18:01.992 --> 01:18:02.992]  So what's it?
[01:18:03.553 --> 01:18:05.354]  What is it when they say it's over?
[01:18:05.374 --> 01:18:06.234]  All their derivatives.
[01:18:06.754 --> 01:18:07.675]  It's all coming to an end.
[01:18:07.915 --> 01:18:09.176]  Thank God we're not with them!
[01:18:09.396 --> 01:18:09.676]  Good!
[01:18:09.736 --> 01:18:10.276]  Attack us!
[01:18:10.496 --> 01:18:11.177]  We ain't with you!
[01:18:12.479 --> 01:18:17.574]  Like, this is a chance to say, to jump ship, which you see all the globalists that push the poison shot.
[01:18:17.714 --> 01:18:18.496]  They're all jumping ship.
[01:18:19.917 --> 01:18:26.676]   They're all evil is not all powerful see but I think they're preconditioning us to something that's coming
[01:18:26.676 --> 01:18:31.637]   That is so bad that they said well, we told you there's an unsustainable
[01:18:31.637 --> 01:18:37.217]   That's right. We can't be too positive. The enemy has tricks they have tricks and what's coming is
[01:18:37.217 --> 01:18:46.296]   They're using this debt crisis to really implement Absolute people control over all of us. That's all the
[01:18:46.296 --> 01:18:50.987]   grill Yeah, even also the World Economic Forum president so oh my
[01:18:50.987 --> 01:18:53.160]   favorite person I know.
[01:18:53.500 --> 01:18:54.901]  He's all of our favorite person.
[01:18:55.081 --> 01:18:55.962]  I loved him.
[01:18:56.642 --> 01:19:03.148]  So, he said last week, we haven't seen this kind of debt since the Napoleonic Wars.
[01:19:03.928 --> 01:19:04.329]  It was in the 1800s.
[01:19:06.390 --> 01:19:16.478]  1800, 1815.
[01:19:06.911 --> 01:19:16.478]  Yeah, so governments need to consider how to reduce their debt and take it in the right fiscal measures without getting into a situation where it kicks us off.
[01:19:17.379 --> 01:19:20.121]  I mean, they're starting to say, we've got this problem.
[01:19:20.161 --> 01:19:21.922]  What is the one thing that they're not doing?
[01:19:22.322 --> 01:19:24.084]  They're not taking the blame for it.
[01:19:24.744 --> 01:19:37.979]  They blame people like Trump and they blame everybody for just being spendaholics in America and it's all our fault and it's capitalism's fault and we've got a solution but they said this kind of debt we haven't seen since the Napoleonic Wars.
[01:19:38.600 --> 01:19:44.967]  It's their stinking central banks that have created the debt that go two trillion dollars into debt.
[01:19:45.928 --> 01:19:53.915]  Biden's budget for 2025 is over $2 trillion in the hole, and yet Congress says, it's a pretty good budget.
[01:19:54.215 --> 01:19:55.816]  It's like, what do you mean it's a pretty good budget?
[01:19:55.936 --> 01:19:59.099]  I mean, how in the world could you continue this?
[01:19:59.299 --> 01:20:01.181]  But here's the reason why they continue it.
[01:20:01.761 --> 01:20:14.390]  Because if you look, Alex, at what makes up our budget, 80%, just go to whitehouse.gov, look at the budget, 80% of everything that we bring in is entitlements.
[01:20:14.831 --> 01:20:19.874]  If you start to slash the budget, you're slashing the 80% of the entitlements.
[01:20:19.894 --> 01:20:21.596]  That's most of what we spend money on.
[01:20:21.916 --> 01:20:22.917]  And what does that slash?
[01:20:23.117 --> 01:20:24.117]  That slashes votes.
[01:20:24.958 --> 01:20:28.800]  So they can't get out of it without shooting themselves in the foot.
[01:20:28.820 --> 01:20:30.060]  So we've come to the end of the podcast.
[01:20:30.080 --> 01:20:32.201]  We've got 12 minutes left in the live show.
[01:20:32.621 --> 01:20:34.102]  We're going to archive it, cut it up.
[01:20:34.182 --> 01:20:35.142]  It's an incredible interview.
[01:20:35.643 --> 01:20:38.324]  One for the history books, my rant, your analysis.
[01:20:39.044 --> 01:20:41.185]  You've got the floor in the last 12, 13 minutes.
[01:20:41.685 --> 01:20:43.966]  Dr. Kirk Elliott, bottom line.
[01:20:46.047 --> 01:20:50.029]  Biden's economy gets an F. An absolute F.
[01:20:51.062 --> 01:20:56.865]  And what do we do to actually progress, to survive, to thrive?
[01:20:58.385 --> 01:20:59.846]  I'll put it into bullet points.
[01:21:00.086 --> 01:21:01.907]  Number one, don't have too much in paper.
[01:21:01.947 --> 01:21:03.728]  Don't have too much in the banking system.
[01:21:04.108 --> 01:21:09.471]  Look, if banks start to fail and you've got too much in the system, you are not going to get that back.
[01:21:09.711 --> 01:21:14.833]  FDIC only has 0.74% of all assets covered now, all deposits covered.
[01:21:14.873 --> 01:21:18.815]  They just stole this month three plus billion from accreditors.
[01:21:19.255 --> 01:21:21.196]  Yeah, another $3 billion they stole.
[01:21:21.556 --> 01:21:24.797]  So don't have too much in the banking system.
[01:21:25.657 --> 01:21:27.678]  This is just rule of thumb.
[01:21:27.898 --> 01:21:30.759]  When something's going down, get out of it as soon as you can.
[01:21:30.799 --> 01:21:33.259]  When something's going up, get into it as soon as you can.
[01:21:33.920 --> 01:21:38.261]  Everything that we see in normal traditional asset classes is a function of revenue.
[01:21:38.821 --> 01:21:40.462]  So, for example, the stock market.
[01:21:40.542 --> 01:21:41.562]  It's a function of revenue.
[01:21:42.062 --> 01:21:46.046]   That means either people are spending money Which we're not.
[01:21:46.666 --> 01:21:47.647]  We're not spending money.
[01:21:47.707 --> 01:21:49.148]  Not when wages are coming down.
[01:21:49.889 --> 01:21:53.672]  I know Biden will tell us that, oh yeah, we're creating jobs.
[01:21:54.092 --> 01:21:58.076]  213,000 jobless claims, new ones, last week alone.
[01:21:58.556 --> 01:22:00.177]  That's the worst since August.
[01:22:00.498 --> 01:22:02.619]  So don't tell me that you're creating jobs.
[01:22:02.700 --> 01:22:03.060]  You're not.
[01:22:03.100 --> 01:22:04.881]  When people aren't working, they're not spending.
[01:22:05.362 --> 01:22:11.887]  So there's no revenue from us spending money to companies like, you know, whatever we spend money on.
[01:22:11.947 --> 01:22:13.528]  Walmart, Best Buy, Costco, wherever.
[01:22:14.369 --> 01:22:15.010]  It's not that.
[01:22:15.350 --> 01:22:16.831]  So where's the revenue coming from?
[01:22:16.991 --> 01:22:18.832]  It's coming from stimulus money.
[01:22:19.413 --> 01:22:21.334]  That's what's keeping markets propped up.
[01:22:21.755 --> 01:22:26.458]  That will come to an end without the petrodollar and the built-in demand for our currency.
[01:22:26.878 --> 01:22:29.100]  So here's where we look at that.
[01:22:29.180 --> 01:22:30.501]  Don't have too much money in the bank.
[01:22:31.102 --> 01:22:37.807]  I wouldn't have too much money allocated into a debt-based system, but rather allocate into strength.
[01:22:38.547 --> 01:22:39.347]  Allocating the strength.
[01:22:39.887 --> 01:22:43.308]  Gold, silver going up really nicely.
[01:22:43.328 --> 01:22:44.708]  I mean, you look at it.
[01:22:44.968 --> 01:22:49.189]  Silver's $28.15 at the time of this airing.
[01:22:49.870 --> 01:22:53.811]  I mean, it was $22 60 days ago.
[01:22:54.271 --> 01:22:55.771]  The growth is incredible.
[01:22:55.851 --> 01:23:00.732]  And it's because of these fundamental issues that are facing our global economy.
[01:23:01.312 --> 01:23:03.633]  We just need to allocate into that strength.
[01:23:03.653 --> 01:23:09.980]   And this is where I will keep shouting it from the rooftops, Alex, until there's nobody else to listen.
[01:23:10.761 --> 01:23:18.671]  Because it's that important that people allocate into strength, get out of things that are coming down, get out of danger, get out of the path of that hurricane.
[01:23:19.132 --> 01:23:20.153]  Now, how do you do it?
[01:23:20.834 --> 01:23:23.357]  You go into bullion and bullion only.
[01:23:23.797 --> 01:23:26.400]  That's five different things that you could go into.
[01:23:26.420 --> 01:23:32.886]  100 ounce bars of silver, 10 ounce bars of silver, one ounce silver rounds, one ounce gold bars or kilo bars of gold.
[01:23:33.227 --> 01:23:33.587]  That's it.
[01:23:33.967 --> 01:23:37.731]  If it's not one of those things, I would not recommend it because the premiums are too high.
[01:23:37.751 --> 01:23:38.972]  The commissions can be too high.
[01:23:39.753 --> 01:23:41.394]  And you want something that's liquid.
[01:23:41.434 --> 01:23:42.935]  Liquidity is king.
[01:23:43.396 --> 01:23:55.444]  When you go to sell it and lock in your profits, you better have something that's buoyant, that's a global commodity that's used for manufacturing, and not rely on a firm to actually have to make a market to sell it.
[01:23:55.804 --> 01:24:04.130]  Because what if that firm goes out of business and they were the only one marketing some kind of a fancy rare coin or some kind of a collectible or commemorative or something like that?
[01:24:04.730 --> 01:24:06.071]  Boy, that makes no sense.
[01:24:06.531 --> 01:24:06.971]  No sense.
[01:24:07.552 --> 01:24:21.600]  I don't even like government issued things like Canadian Maple Leafs, Gold Eagles, Silver Eagles, because just like anything, Alex, once the government touches it, they ruin it and they make it too expensive.
[01:24:22.121 --> 01:24:26.884]  So I would just do generic refinery rounds or bullion bars.
[01:24:27.264 --> 01:24:28.345]  That's the cheapest way to go.
[01:24:29.105 --> 01:24:38.512]  This is how you start to really accumulate wealth, is maximize your ounces, minimize your cost, and just ride out the trend.
[01:24:38.852 --> 01:24:40.534]  And this is what we will help you do.
[01:24:41.034 --> 01:24:54.584]  If it's just a brokerage account, cash you have in the bank, an IRA rollover, you can roll over your IRA, get out of paper, get out of ETFs and those things that are, you know, a normal advisor say, well, I can put you into silver and the silver ETF.
[01:24:54.604 --> 01:24:55.545]  It's like, that's paper.
[01:24:55.905 --> 01:24:56.846]  That's not the same.
[01:24:57.526 --> 01:24:57.726]  Right.
[01:24:57.806 --> 01:25:02.870]  It's you need to allocate into tangible assets.
[01:25:03.510 --> 01:25:06.292]  That's if you want silver, then allocate into silver.
[01:25:06.593 --> 01:25:08.534]  If you want gold, allocate into gold.
[01:25:08.674 --> 01:25:13.377]  Those are things that are that are going to defy.
[01:25:14.349 --> 01:25:19.430]  Paper manipulation, because there's inventory constraints, there's supply and demand.
[01:25:19.491 --> 01:25:23.812]  The law of economics, you know, supply and demand comes into play here.
[01:25:24.432 --> 01:25:37.296]  When you've got COMEX depositories running out of silver, we get to take advantage of that supply chain disruption of that low supply, allocated to strength, grow, have a smile on your face.
[01:25:37.696 --> 01:25:49.299]   So again, Whether it's just cash in your accounts, brokerage accounts, or an IRA rollover, the key is silver bullion, gold bullion, low cost, maximize your ounces.
[01:25:49.699 --> 01:25:52.659]  That's what my team will help you allocate into that strength.
[01:25:53.080 --> 01:25:59.101]  And Alex, I am not going to stop shouting this from the rooftops until there's nobody else to listen because it's that important.
[01:25:59.221 --> 01:26:05.343]  I think the economy as we know it is changing before our eyes and in the blink of an eye.
[01:26:05.623 --> 01:26:10.506]   We're going to wake up someday and say, We've got central bank digital currency.
[01:26:10.826 --> 01:26:12.267]  There's no more privacy anymore.
[01:26:12.387 --> 01:26:14.288]  I wish I would have done something.
[01:26:14.768 --> 01:26:15.508]  You just nailed it.
[01:26:15.569 --> 01:26:18.050]  Explain what Gold and Silver have done the last year alone.
[01:26:18.330 --> 01:26:19.531]  We can put up the 10-year graphs.
[01:26:19.631 --> 01:26:22.392]  I mean, I only promote stuff, folks, that I believe in.
[01:26:22.832 --> 01:26:26.534]  To me, this is like selling ice water in the Sahara Desert.
[01:26:26.594 --> 01:26:30.576]  I mean, I only promote what is absolutely clear and that supports our message.
[01:26:30.837 --> 01:26:31.477]  That's all I do.
[01:26:31.717 --> 01:26:32.658]  This is a no-brainer.
[01:26:34.045 --> 01:26:40.268]  I mean, the fundamental supply and demand forces, geopolitical, political consequences that we're seeing every single day.
[01:26:41.028 --> 01:26:44.249]  If you go back to 2020 during COVID, silver was $11.91 an ounce about 17 months ago.
