[00:00:01.433 --> 00:00:02.435]  Oh, no!
[03:21:13.812 --> 03:21:15.713]  This has been done to Alex many times.
[03:21:16.194 --> 03:21:17.094]  This has been done to me.
[03:21:18.495 --> 03:21:19.656]  Which is fine, it's fine.
[03:21:20.016 --> 03:21:20.396]  It's fine.
[03:21:21.795 --> 03:21:24.937]  You could be, you know, you're a grown man, you can handle yourself, answer the questions.
[03:21:25.357 --> 03:21:29.160]  It's just understanding the origin of what this really is.
[03:21:29.220 --> 03:21:32.262]  It's the spirit of deception and not authenticity.
[03:21:32.602 --> 03:21:33.643]  It's not news.
[03:21:33.923 --> 03:21:36.044]  It's, see, but that's what pisses me off.
[03:21:36.124 --> 03:21:41.007]  Even if right-wingers do this, where they try to prop themselves up as like, well, I'm totally unbiased.
[03:21:41.067 --> 03:21:41.788]  I don't take a side.
[03:21:41.828 --> 03:21:46.851]  It's like, dude, don't try to lie to me and tell me that you're something that you're obviously not.
[03:21:47.532 --> 03:21:59.062]  Like, I would respect you more if you were to just say, I'm obviously a left winger, I'm hard left, so a lot of the content you're going to get from me is going to come from that angle.
[03:21:59.502 --> 03:22:09.931]  Or, I'm hard right, I'm a right winger, I'm a Christian, a lot of the content you're going to get from me is going to come from that angle, so this is what you're going to get.
[03:22:10.372 --> 03:22:12.974]  And especially if you're in a business deal, that's the difference here.
[03:22:14.252 --> 03:22:18.434]  Like, I respect people more if they're just honestly transparent about who they are.
[03:22:19.254 --> 03:22:24.536]  So we know what we're getting, but what these people do is they try to act like they're, I'm unbiased and I don't take a side.
[03:22:24.576 --> 03:22:25.576]  Like, get out of here, dude.
[03:22:25.616 --> 03:22:28.057]  Get out of here.
[03:22:28.157 --> 03:22:31.159]  Maybe some people are actually that stupid, you know?
[03:22:32.119 --> 03:22:36.261]  Maybe some people are actually that stupid and they believe these people.
[03:22:37.261 --> 03:22:38.281]  It's like, come on, man.
[03:22:38.642 --> 03:22:40.802]  There's no such thing as an unbiased human being.
[03:22:40.822 --> 03:22:41.443]  Give me a break.
[03:22:41.943 --> 03:22:42.243]  All right?
[03:22:43.186 --> 03:22:44.147]  Just be honest about it.
[03:22:44.227 --> 03:22:47.588]  Just be honest about who you are and what you believe, and that's how you connect with people.
[03:22:48.169 --> 03:22:49.650]  That is how you connect with people.
[03:22:49.690 --> 03:23:01.016]  When it comes to the news and breaking down the stories, break it down, the facts, the truth, get to the fact of the matter, and if you have a bias, as a commentator, as a show host, then just say it!
[03:23:03.997 --> 03:23:04.638]  Just say it!
[03:23:05.138 --> 03:23:05.879]  You know what I mean?
[03:23:05.899 --> 03:23:08.340]  People respect you more if you're just honest about who you are.
[03:23:08.540 --> 03:23:10.141]  You don't have to sit there and deceive people.
[03:23:12.170 --> 03:23:21.075]  And I think, in my opinion, this is, to give my analysis on this Elon Musk situation, this is why I think he cut his deal.
[03:23:21.276 --> 03:23:22.296]  Because it makes sense to me.
[03:23:23.177 --> 03:23:36.845]  Because Don Lemon represents the age of dying, fake news, establishment, corporate media.
[03:23:38.015 --> 03:23:42.156]  And I think that's why Elon responded on X and said, what is this, CNN on X?
[03:23:42.216 --> 03:23:43.496]  Yeah, no, we're not gonna do that.
[03:23:43.956 --> 03:23:58.319]  So from a business perspective, from a media distributor business perspective, if I'm gonna hire talent, I'm not gonna hire a guy like Don Lemon.
[03:23:58.359 --> 03:24:00.120]  That's not what we're trying to do here.
[03:24:00.400 --> 03:24:05.241]  We are trying to, I'm just trying to think like maybe this is where Elon's headspace is.
[03:24:06.644 --> 03:24:17.132]  Trying to usher in a new age of media where it's independent, it's free thinking, it's supposedly free speech, but at the same time, it's not this fake...
[03:24:18.232 --> 03:24:19.072]  Gotcha!
[03:24:19.313 --> 03:24:28.597]  And when I mean gotcha, it's like totally setting people up with this woke ideology to get a result of cancellation in front of the entire world.
[03:24:28.637 --> 03:24:30.077]  That's what I got.
[03:24:30.598 --> 03:24:33.179]  And I think that's what Elon was picking up on in the interview.
[03:24:33.699 --> 03:24:35.560]  And people are sick of that, dude.
[03:24:35.580 --> 03:24:36.840]  They're sick of watching that.
[03:24:37.120 --> 03:24:38.641]  We are sick of this woke garbage.
[03:24:38.661 --> 03:24:47.465]  We are sick of watching these woke communist setups trying to take down individuals that are standing for the United States of America.
[03:24:48.382 --> 03:24:49.382]  But here's the thing.
[03:24:50.323 --> 03:24:51.723]  You're free to do that kind of content.
[03:24:51.803 --> 03:24:52.484]  You have free speech.
[03:24:52.504 --> 03:24:53.324]  That's totally fine.
[03:24:53.444 --> 03:24:57.665]  If that's what you want your media brand to be, then you go and do that.
[03:24:58.386 --> 03:24:59.426]  That's fine, right?
[03:25:00.627 --> 03:25:06.329]  The problem here, and this is if you pay attention to the response, this is why Elon just shut it down.
[03:25:07.049 --> 03:25:17.613]  They're entering into a business deal with Don Lemon for an exclusive show on X. And as a result, because of the interview, it went south.
[03:25:18.348 --> 03:25:19.649]  You pissed off your boss!
[03:25:20.150 --> 03:25:32.481]  And this is what the woke blacks don't understand because a guy like, in my opinion, a guy like Don Lemon has been so catered to as a woke gay black, has been so catered to by CNN and the mainstream media.
[03:25:32.501 --> 03:25:35.004]  A guy like that can't comprehend.
[03:25:35.763 --> 03:25:36.143]  Alright?
[03:25:36.703 --> 03:25:45.045]  A business owner and a man like Elon Musk telling a woke homosexual gay black guy, you're fired, you're done, we're not going to do this.
[03:25:45.366 --> 03:25:45.826]  Thank you.
[03:25:46.066 --> 03:25:48.406]  You're not going to manipulate me as your boss.
[03:25:49.026 --> 03:25:49.247]  Okay?
[03:25:49.267 --> 03:25:50.787]  It's a business perspective.
[03:25:51.407 --> 03:25:52.607]  It's hiring talent.
[03:25:53.188 --> 03:25:58.609]  And if the talent doesn't represent what you want as your business, then that's totally fine.
[03:25:59.815 --> 03:26:11.159]  There has been no talk, there has been no decisions made, and this is what, in my opinion, Don Lemon is trying to spin on his ex and all over the media, jumping on CNN immediately, right?
[03:26:11.179 --> 03:26:17.262]  To try to spin it like Elon Musk is shutting down his right to free speech entirely.
[03:26:18.182 --> 03:26:25.284]  No, he just shut down your business deal because you're a stupid, homo, woke black guy that can't handle, you know, respecting your boss or being told no!
[03:26:25.885 --> 03:26:29.186]  He has every right to do so, but these woke black people, they can't handle that!
[03:26:29.918 --> 03:26:33.460]  They've been so catered to, they've been so pampered, they've been so babied.
[03:26:34.041 --> 03:26:39.365]  They're such a ridiculous, pathetic, especially the woke homo blacks.
[03:26:39.385 --> 03:26:40.165]  They're the worst, dude.
[03:26:40.185 --> 03:26:41.106]  They are the worst.
[03:26:41.186 --> 03:26:43.427]  Oh my gosh, dude.
[03:26:43.527 --> 03:26:45.949]  They cannot handle being told no.
[03:26:46.830 --> 03:26:47.610]  It is pathetic.
[03:26:48.231 --> 03:26:54.575]  Because they're such a pathetic, protected class, where they literally can say and do whatever they want.
[03:26:55.422 --> 03:27:23.747]  In terms of in a business environment or context and everyone just has to bow to them because of ESG and DEI and you can't you can't speak out against these people because if you do well you know what's gonna happen to you not only are you gonna get canceled and publicly crucified by the woke but also your business is gonna get hit as well your ESG and your DEI points are gonna go down because you told a black person no
[03:27:25.197 --> 03:27:25.517]  Yeah.
[03:27:26.477 --> 03:27:31.278]  And that's why I'm thankful for Elon's stance on this because he's taking a stance against that.
[03:27:31.659 --> 03:27:44.101]  That spirit and that mentality and this old, this woke, evil movement that is trying to hijack all of our institutions.
[03:27:45.062 --> 03:27:46.222]  It has to be resisted.
[03:27:46.642 --> 03:27:47.722]  It has to be told no.
[03:27:48.282 --> 03:27:52.383]  It has to be absolutely held back.
[03:27:53.604 --> 03:27:54.364]  And if you don't,
[03:27:55.126 --> 03:27:57.767]  You give them an inch, they're going to take a light year on you.
[03:27:58.907 --> 03:28:05.728]  You give them an inch, they're going to take... And also, I want to talk about the subject of the questions that Elon was asked.
[03:28:06.428 --> 03:28:12.490]  And I think Elon, you know, could have thoroughly responded, but at the same time, it's the setup.
[03:28:14.090 --> 03:28:15.771]  Like, literally trying to just set up your boss.
[03:28:15.831 --> 03:28:17.571]  Like, that's what I'm saying.
[03:28:17.591 --> 03:28:21.832]  Like, from a business perspective, it's not only disrespectful, but it's...
[03:28:23.365 --> 03:28:25.686]  It's one way to get yourself fired.
[03:28:26.866 --> 03:28:29.607]  But the woke blacks, they don't understand this concept.
[03:28:29.627 --> 03:28:33.829]  They don't understand respect, especially in the workplace.
[03:28:34.709 --> 03:28:38.890]  All the woke blacks can comprehend right now is, give me everything.
[03:28:39.250 --> 03:28:40.090]  Give me the job.
[03:28:40.411 --> 03:28:41.191]  Give me the money.
[03:28:41.551 --> 03:28:43.592]  Give me everything through affirmative action.
[03:28:43.672 --> 03:28:44.992]  Give me all the opportunity.
[03:28:45.332 --> 03:28:46.092]  It's owed to me.
[03:28:46.192 --> 03:28:48.213]  Oh, and by the way, give me all the reparations.
[03:28:48.553 --> 03:28:49.754]  Because, well, why?
[03:28:50.014 --> 03:28:51.094]  Well, because I'm black.
[03:28:53.234 --> 03:28:53.937]  It's that simple.
[03:28:53.977 --> 03:28:54.520]  We'll be right back.
[03:28:57.321 --> 03:29:03.042]  I'm not perfect and I'm under a lot of stress, but if I didn't have the supplements we have, we promote, I wouldn't be able to continue to be on air.
[03:29:03.623 --> 03:29:11.744]  And when you go to mfulwardshore.com, you are funding the tip of the spear in the fight against the globalists in an operation that the enemy admits has been the most effective at exposing them.
[03:29:11.945 --> 03:29:13.585]  Because we're fearless and we don't back down.
[03:29:13.905 --> 03:29:14.985]  We got God on our side.
[03:29:15.185 --> 03:29:16.686]  But God needs to work through you.
[03:29:17.046 --> 03:29:21.047]  You've got to make the decision to get great products you already need at mfulwarshore.com.
[03:29:21.087 --> 03:29:22.347]  And that is a 360 win.
[03:29:22.927 --> 03:29:25.908]  Nitric Boost, without even knowing, became our number three bestseller.
[03:29:26.588 --> 03:29:28.189]  Because people loved it so much.
[03:29:28.209 --> 03:29:29.149]  They had such great effects.
[03:29:29.450 --> 03:29:35.633]  Got all these natural compounds that clean out the blood, open up your arteries and veins, the capillators, clean out your heart, your brain, everything.
[03:29:36.433 --> 03:29:38.154]  Well, we got an even better manufacturer.
[03:29:38.194 --> 03:29:42.997]  The other one was great, but one that's even better with even higher quality ingredients at a lower price.
[03:29:44.197 --> 03:29:46.477]  I talk a lot about the great successes InfoWars has had.
[03:29:46.497 --> 03:29:48.358]  I don't think anybody can deny it.
[03:29:48.718 --> 03:29:50.938]  And it is because of listeners and viewers supporting us.
[03:29:51.438 --> 03:29:55.599]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers,
[03:30:13.041 --> 03:30:15.744]  They really have been the MVPs in this fight.
[03:30:16.585 --> 03:30:24.393]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[03:30:25.402 --> 03:30:28.264]  So for myself and the whole InfoWars crew, I thank you for your past support.
[03:30:28.284 --> 03:30:34.048]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[03:30:34.828 --> 03:30:37.830]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[03:30:37.870 --> 03:30:46.156]  But most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, all at the same time keep us on air.
[03:30:46.796 --> 03:30:50.199]  I know that less than 1% of our listeners actually go buy products at InfoWarsStore.com.
[03:30:51.019 --> 03:30:56.687]  Unless you've been living under a rock, you've heard how amazing turmeric is for inflammation for your joints, your bones, your blood, your organs, your mind, everything.
[03:31:07.282 --> 03:31:12.029]  Well, we have Body's Ultimate Turmeric Formula with 95% Cucuminoid Extract.
[03:31:12.449 --> 03:31:14.953]  No one that we know of has it even above 85%.
[03:31:15.854 --> 03:31:21.742]  This is the strongest formula on the market and it's way lower priced than some of the top brands out there that are 75%, 80% Cucuminoid.
[03:31:23.985 --> 03:31:24.746]  Thank you.
[03:31:39.378 --> 03:31:45.525]  InfoWarStore.com or call toll free 888-253-3139.
[03:31:46.446 --> 03:31:51.531]  Bodies, 95% humanoid extract will absolutely blow you away.
[03:31:51.892 --> 03:31:52.913]  All you got to do is try it.
[03:31:53.133 --> 03:31:53.734]  Get yours now.
[03:31:53.994 --> 03:31:55.376]  InfoWarStore.com.
[03:31:57.085 --> 03:32:02.169]  Survival Shield X3, now back and better than ever, with a whopping 40% discount.
[03:32:02.570 --> 03:32:07.173]  It's your ticket to a healthier you, powered by the might of activated triiodine.
[03:32:07.654 --> 03:32:17.382]  Picture this, a product that derives from ancient sea salts buried deep beneath the earth, harnessing a cutting-edge process that stabilizes iodine in a groundbreaking triiodine formula.
[03:32:17.842 --> 03:32:19.725]  Imagine waking up feeling rejuvenated.
[03:32:19.945 --> 03:32:25.013]  Your body's processes humming smoothly like a well-oiled machine, all thanks to Survival Shield X3.
[03:32:25.053 --> 03:32:33.065]  This isn't just a step up from the old mason iodine system, it's a quantum leap in health supplementation, designed with you, the patriot, in mind.
[03:32:33.605 --> 03:32:39.150]  Survival Shield Axe 3 has got your back, providing peace of mind and body in these uncertain times.
[03:32:39.510 --> 03:32:43.153]  Head over to InfoWarsStore.com and witness the transformation for yourself.
[03:32:43.554 --> 03:32:44.875]  This is more than just a supplement.
[03:32:45.215 --> 03:32:48.658]  It's your shield, your protector, your Survival Shield Axe 3.
[03:32:48.978 --> 03:32:49.459]  Don't wait.
[03:32:49.799 --> 03:32:53.122]  Take control of your health today and step into a brighter, healthier future.
[03:32:53.562 --> 03:32:56.825]  Visit InfoWarsStore.com and get yours today.
[03:32:58.931 --> 03:33:03.014]  Leading a frontal assault on the lies of the New World Order.
[03:33:03.554 --> 03:33:04.875]  It's Alex Jones.
[03:33:08.557 --> 03:33:17.342]  Alrighty, Infowarriors, we are back.
[03:33:17.362 --> 03:33:19.804]  I want to invite you guys to follow me on Rumble.
[03:33:19.824 --> 03:33:22.565]  Go to Rumble.com slash Drew Hernandez.
[03:33:23.306 --> 03:33:26.868]  I'm the only verified Drew Hernandez on Rumble, so if you want to just search in the app,
[03:33:27.408 --> 03:33:29.150]  I go live Monday through Friday at 8 p.m.
[03:33:29.170 --> 03:33:30.171]  Pacific, 11 p.m.
[03:33:30.191 --> 03:33:31.232]  Eastern Standard Time.
[03:33:31.492 --> 03:33:34.034]  Also, follow me on X at Drew H Live.
[03:33:34.435 --> 03:33:39.099]  But above all else, guys, make sure to go to InfowarsStore.com right now.
[03:33:39.580 --> 03:33:43.824]  Make sure to purchase or repurchase reoccurring all of the great products that are on
[03:33:44.424 --> 03:34:08.400]  The website that are continually in and out of stock and we appreciate you guys for all of your continued support by funding the Infowar here that is constantly under attack by the Soros operatives and the lawfare that is constantly taking us into the future of a fight on all fronts while at the same time funding the operations here whether it be on the ground or in studio to bring you the truth.
[03:34:08.761 --> 03:34:10.562]  Tomorrow's news today way ahead
[03:34:11.497 --> 03:34:13.899]  Of our time, as InfoWars has always been.
[03:34:13.919 --> 03:34:15.521]  And so we thank every single one of you guys.
[03:34:15.581 --> 03:34:18.263]  Again, please go to InfoWarsStore.com.
[03:34:18.423 --> 03:34:18.883]  Act now.
[03:34:19.424 --> 03:34:22.206]  Survival Shield X3 is back in stock.
[03:34:22.246 --> 03:34:25.449]  Save big with 40% off now.
[03:34:25.689 --> 03:34:28.752]  So go to InfoWarsStore.com to support the broadcast.
[03:34:28.892 --> 03:34:33.396]  Every single one of these broadcasts, but also every aspect of InfoWars.
[03:34:33.416 --> 03:34:34.437]  There's so much, guys.
[03:34:34.897 --> 03:34:35.618]  There's so much.
[03:34:36.354 --> 03:34:41.717]  That goes on behind the scenes to make this machine really carry on into the future.
[03:34:41.777 --> 03:34:50.221]  There are so many great people working behind the scenes, whether it be on the shows or the content or the videos, whether in the store.
[03:34:51.101 --> 03:34:56.264]  InfoWars is an active machine with many, many parts.
[03:34:57.262 --> 03:35:00.824]  And so we thank every single one of you guys for your continued support.
[03:35:00.884 --> 03:35:03.084]  Again, that's InfoWarsStore.com.
[03:35:03.164 --> 03:35:04.425]  InfoWarsStore.com.
[03:35:04.545 --> 03:35:05.065]  All right, guys.
[03:35:05.425 --> 03:35:11.728]  Getting back to this conversation about Elon Musk pushing back on fudge packer Don Lemon.
[03:35:11.748 --> 03:35:13.949]  You know, it's crazy when people get offended when I say that.
[03:35:14.049 --> 03:35:16.730]  It's like, he's a fudge packer.
[03:35:17.050 --> 03:35:17.951]  I don't understand.
[03:35:18.431 --> 03:35:23.213]  I can't say that anymore, you know, less graphically.
[03:35:23.993 --> 03:35:26.174]  But, you know, anyways, people are just virtue signalers.
[03:35:27.131 --> 03:35:30.253]  And they're just retarded, so there's that, you know.
[03:35:30.774 --> 03:35:56.252]  But I want to get to the actual, well, especially the viral clips that have been going around that seem to have really, really sealed Don Lemon's fate because he had a deal with X. And I think that's part of Elon Musk's attempt to give an appearance of unbiased media or diverse
[03:35:57.483 --> 03:36:09.947]  Media shows, talking heads, content on the X platform, maybe in an attempt to say, well, see, look, we're just not like a far right, right wing platform.
[03:36:09.987 --> 03:36:15.588]  We have, we pay for Don Lemon's show to spew all of his leftist nonsense, which is fine.
[03:36:15.608 --> 03:36:16.849]  You have free speech to do.
[03:36:18.629 --> 03:36:21.330]  But obviously Elon has pulled out because he doesn't want to pay for it now.
[03:36:21.932 --> 03:36:28.834]  Which is totally fine, which is totally legal, but like I said, before we went on break, is the woke blacks, they can't comprehend that.
[03:36:28.874 --> 03:36:32.635]  Like, the woke blacks cannot comprehend being told no.
[03:36:33.715 --> 03:36:36.356]  Especially when it comes to getting a job!
[03:36:37.957 --> 03:36:43.258]  Like, Don Levin can't comprehend that Elon Musk doesn't want to pay for his woke garbage.
[03:36:44.178 --> 03:36:44.499]  Okay?
[03:36:45.099 --> 03:36:49.020]  Because that's everything, in theory, Elon Musk
[03:36:51.227 --> 03:37:16.728]  bought x4 to free it up of that and to give actual more diverse voices and amplification of shows and content which again I'm I'm not really quite too sure how well that's working out because the freedom of speech not reach thing is actually doing a lot of damage to a lot of journalists and reporters but at the same time I think it's an attempt to bring on someone like Don Lemon
[03:37:17.754 --> 03:37:21.635]  To show a diverse of political viewpoints and shows.
[03:37:21.715 --> 03:37:22.915]  So we have something to point to.
[03:37:22.935 --> 03:37:24.576]  To say, we'll see, look.
[03:37:25.776 --> 03:37:28.557]  We're not just, you know, far-right amplified voices.
[03:37:29.057 --> 03:37:30.757]  We pay for Don Lemon's show.
[03:37:32.437 --> 03:37:34.098]  But Elon Musk is not a stupid man.
[03:37:34.378 --> 03:37:35.538]  I've never said that publicly.
[03:37:35.598 --> 03:37:36.278]  I don't believe that.
[03:37:37.399 --> 03:37:39.399]  I don't believe Elon Musk is stupid.
[03:37:39.499 --> 03:37:41.600]  I don't believe he's dumb.
[03:37:46.022 --> 03:37:49.024]  How advanced is he in his red pilling?
[03:37:49.104 --> 03:37:49.944]  I'm not quite too sure.
[03:37:50.784 --> 03:37:51.865]  I think he's got a ways to go.
[03:37:53.906 --> 03:38:05.650]  But I do think that he's identified how to resist this woke kind of corporate takeover mentality that you see in Disney.
[03:38:06.751 --> 03:38:11.853]  That you've seen some Disney CEOs like Bob Iger, they all bend the knee to all the woke within Disney.
[03:38:13.074 --> 03:38:17.977]  Uh, even, uh, Bob Chapek before him, um, literally bent down to the woke.
[03:38:18.317 --> 03:38:32.545]  That's how the whole, uh, don't say gay nonsense that popped off in Florida when it was just literally opposing, uh, homosexual LGBTQ teachers from having little secret personal relationships with your children without any parental consent.
[03:38:32.565 --> 03:38:33.986]  That's what the bill was really about, right?
[03:38:35.760 --> 03:38:40.484]  But at first, you guys remember when Bob Chapek in Disney, he came out and said, you know what?
[03:38:40.544 --> 03:38:41.925]  We don't want anything to do with this.
[03:38:42.025 --> 03:38:43.026]  We're just going to stay out.
[03:38:44.286 --> 03:38:46.388]  Let's just create good entertainment for children.
[03:38:46.428 --> 03:38:47.209]  That's wholesome.
[03:38:47.229 --> 03:38:48.450]  Let's stay out of this whole fight.
[03:38:48.830 --> 03:38:51.992]  But then the woke all rose up and they all complained.
[03:38:53.613 --> 03:38:57.196]  And Bob Chapek switched his tune right before Bob Iger came in.
[03:38:57.696 --> 03:38:59.658]  So it's like it's this commie thing, right?
[03:38:59.698 --> 03:39:00.679]  It's the communists.
[03:39:01.439 --> 03:39:02.400]  It's the takeover.
[03:39:03.341 --> 03:39:04.882]  It's the threat of cancellation.
[03:39:06.118 --> 03:39:31.526]  Where the CEOs and obviously because of ESG and DEI and there's a consequence there as well publicly, all together where you're getting all these homosexuals, you're getting all of these woke blacks and all of these woke minorities and you know, everyone that's on the damn intersectional totem pole all rises up against you because they want you to take a side.
[03:39:31.546 --> 03:39:33.446]  That's why I said you got to take a side.
[03:39:33.486 --> 03:39:34.587]  You will take a side.
[03:39:34.687 --> 03:39:35.587]  You will choose.
[03:39:36.582 --> 03:39:37.483]  Either good or evil.
[03:39:38.244 --> 03:39:39.765]  The other side will make you choose.
[03:39:40.485 --> 03:39:44.269]  And this is why I don't understand where our side doesn't do this.
[03:39:44.449 --> 03:39:46.871]  We are not as aggressive as they are.
[03:39:47.832 --> 03:39:54.377]  Because when they want something done, oh, they mobilize, they get their activists, they immediately send a message to the top.
[03:39:54.617 --> 03:39:55.478]  You side with us.
[03:39:56.539 --> 03:39:57.580]  You side with evil.
[03:39:58.941 --> 03:40:00.202]  You side with what we want.
[03:40:01.023 --> 03:40:02.084]  Or else, right?
[03:40:03.503 --> 03:40:13.671]  But when it comes to like even the church, and I'm talking about like holding people, you know, speaking truth to power, holding people accountable, not with violence, but just making ourselves publicly really aware.
[03:40:13.691 --> 03:40:24.499]  I would say the closest, I would say the most effective operation that we've had as of recent is the Bud Light boycotts.
[03:40:25.380 --> 03:40:26.240]  That's a perfect example.
[03:40:26.260 --> 03:40:27.541]  I think that should be happening more.
[03:40:28.662 --> 03:40:29.703]  That should be happening more.
[03:40:31.064 --> 03:40:35.946]  With various different companies and institutions, even political figures that are not getting the message.
[03:40:36.346 --> 03:40:37.207]  Doesn't matter who it is.
[03:40:38.287 --> 03:40:40.448]  But I think we need to get a little more aggressive on that front.
[03:40:40.768 --> 03:40:41.668]  Not saying violently.
[03:40:41.688 --> 03:40:45.110]  I'm just saying in terms of activism and making our voices known.
[03:40:46.910 --> 03:40:50.932]  But when that side rises up, there's a cancellation there and they bow down to the woke mob.
[03:40:52.313 --> 03:40:53.093]  And I think that's
[03:40:53.763 --> 03:41:01.450]  That was the situation that Elon was discerning in this conversation in the interview between him and Don Lemon.
[03:41:01.470 --> 03:41:02.330]  We'll see the full thing.
[03:41:02.370 --> 03:41:05.973]  I think it's supposed to air on March 18th on YouTube or something like that.
[03:41:06.854 --> 03:41:07.955]  So we'll see the full thing.
[03:41:08.876 --> 03:41:10.277]  But it obviously didn't go well.
[03:41:11.098 --> 03:41:19.205]  But it's even the question itself, and I really wanted to get into this, and we're going to go to break in about a minute and a half, but even the questions themselves
[03:41:20.729 --> 03:41:25.794]  Is exactly why I think Elon responded this way, and because I would respond the same way as well.
[03:41:25.814 --> 03:41:43.912]  Especially if you're a business owner, you just hired this guy, you're gonna be flipping the bill for his show, it's gonna be getting promoted, and if that's not what you want, it's okay to be a left-leaning, talking-head commentator, if that's what you want to do, but the spirit of what you tried to do,
[03:41:45.143 --> 03:41:52.064]  With this, like, cancellation publicly, so a woke mob arises to try to discredit the individual that you're interviewing.
[03:41:52.104 --> 03:41:53.245]  That's what people are sick of.
[03:41:54.705 --> 03:41:59.266]  And Elon Musk has every right to pull the financial plug on that and say, yeah, we're not going to pay for that.
[03:41:59.546 --> 03:42:11.188]  That's not the kind of media that we are trying to promote and pay for here on X. If anything, that's why he bought X, to put an end to that, and literally a death
[03:42:11.878 --> 03:42:23.874]  Okay, the death of corporate media, I think that's where Elon is trying to take X. And I personally think the freedom of speech, not meaning freedom of reach thing, is going to hold him back from accomplishing that.
[03:42:24.475 --> 03:42:24.956]  I really do.
[03:42:25.737 --> 03:42:26.258]  But however,
[03:42:27.145 --> 03:42:28.026]  I still see.
[03:42:28.046 --> 03:42:29.387]  I still see.
[03:42:29.407 --> 03:42:47.559]  Don Lemon, in my opinion, that's what it looked like to me is this old corporate America mainstream fake news tactic to try to discredit and control your boss to get him to capitulate, bend his knees to the woke and apologize and repent in front of the entire cult.
[03:42:48.662 --> 03:42:52.846]  And I'll get to the questions when we get back from the break because that's that's the crux of this whole thing.
[03:42:52.886 --> 03:42:53.626]  So don't go anywhere.
[03:42:54.007 --> 03:42:54.547]  We'll be right back.
[03:42:54.687 --> 03:42:56.429]  Check the broadcast everywhere and anywhere.
[03:42:56.449 --> 03:43:00.292]  Survival Shield X3 is back in stock at InfoWarsStore.com.
[03:43:00.312 --> 03:43:03.315]  Now, I don't have to tell you all the amazing benefits of nascent iodine.
[03:43:03.555 --> 03:43:05.616]  You can take the time to look that up yourself.
[03:43:05.636 --> 03:43:06.197]  I've got a stack
[03:43:06.317 --> 03:43:06.697]  We're good to go!
[03:43:33.263 --> 03:43:35.364]  The Earth's crust for maximum purity.
[03:43:35.544 --> 03:43:44.927]  This helps with things like metabolic efficiency, detoxification benefits, cognitive and neurological support, skin enhancement even, and prevention of hypothyroidism.
[03:43:44.987 --> 03:43:50.109]  Make sure you visit InfoWarsStore.com today and get Survival Shield X3 now at 40% off.
[03:43:57.245 --> 03:44:02.692]  If you ever take one piece of my advice, it's get a bottle of X2.
[03:44:03.453 --> 03:44:07.739]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[03:44:08.159 --> 03:44:12.525]  We finally have a limited run, back in supply, at infowarestore.com.
[03:44:13.946 --> 03:44:16.727]  So many people have serious issues.
[03:44:17.007 --> 03:44:18.127]  Look at the UN's own numbers.
[03:44:18.567 --> 03:44:23.969]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[03:44:24.509 --> 03:44:29.910]  Most of the other iodine is bound to other heavy metals or bound to other elements, so you don't download it.
[03:44:30.550 --> 03:44:33.311]  But this is pure atomic certified
[03:44:35.197 --> 03:44:36.598]  I don't know.
[03:44:36.618 --> 03:44:39.199]  X2 is now back in stock, discounted.
[03:44:39.539 --> 03:44:42.721]  So I'm giving Thanksgiving right now for this product being here.
[03:44:43.061 --> 03:44:48.164]  It funds the InfoWar, but I guarantee you, you take this for a few weeks, you will feel the difference.
[03:44:48.344 --> 03:44:49.125]  It is amazing.
[03:44:49.465 --> 03:44:53.467]  It's the Missing Link X2, back in stock at the end of 2023 at infowarestore.com.
[03:44:53.487 --> 03:44:53.507]  X2.
[03:44:57.305 --> 03:45:03.367]  I know, as viewers and listeners, you've heard callers call in and talk about how X3 has changed their life.
[03:45:04.028 --> 03:45:07.609]  You've heard listeners talk about how incredible 10-hour clean energy TurboForce is.
[03:45:08.249 --> 03:45:10.610]  Well, both products are back in stock right now.
[03:45:10.910 --> 03:45:21.014]  In fact, X3 has been sold out for more than six months, but despite that, it is 40% off, because I want the people who have never tried the product to try it.
[03:45:21.174 --> 03:45:25.015]  Our regular listeners and the folks that have already tried it are chomping at the bit to get it.
[03:45:25.316 --> 03:45:26.116]  We appreciate them.
[03:45:26.836 --> 03:45:29.997]  But less than 1% of you ever buy a product at InfoWarsTore.com.
[03:45:30.557 --> 03:45:31.017]  Go there.
[03:45:31.217 --> 03:45:32.497]  Try X3.
[03:45:32.897 --> 03:45:36.878]  Get the missing link that's essential to all electrochemical activity in your body.
[03:45:37.218 --> 03:45:40.499]  This is the purest, highest quality tri-iodine out there.
[03:45:41.059 --> 03:45:44.780]  You owe it to yourself to get a bottle and experience it for yourself.
[03:45:44.840 --> 03:45:46.120]  Takes a few weeks to kick in.
[03:45:46.620 --> 03:45:47.800]  On average, get X3.
[03:45:48.060 --> 03:45:53.481]  And while you're at it, get TurboForce 10 hours of clean energy at InfoWarsTore.com.
